B.hi content.tsv
Level	Esperanto	hi	en-us	Grupo	Alternativoj	Pronoco
level	ĉeesti iun tagon por vidi	किसी दिन देखने के लिए उपस्थित हों	attend someday to see	grupo	alternativoj	prononco
level	mi provos iun tagon ĉeesti unu por vidi	मैं एक दिन इसे देखने के लिए उपस्थित होने का प्रयास करूंगा	I will try one day to attend one to see	grupo	alternativoj	prononco
level	kio estas tio?	वह क्या है?	what is that?	grupo	alternativoj	prononco
level	kio estas tio pri ~	वह किस बारे में है ~	what is that about ~	grupo	alternativoj	prononco
level	gard-anĝelo	एक रक्षक देवदूत	a guard angel	grupo	alternativoj	prononco
level	tio pri "gardanĝelo"	&quot;रक्षक देवदूत&quot; के बारे में	that about "guard angel"	grupo	alternativoj	prononco
level	sed kio estas	लेकिन क्या है	but what is	grupo	alternativoj	prononco
level	sed kio estas tio pri "gardanĝelo"?	लेकिन &quot;अभिभावक देवदूत&quot; के बारे में यह क्या है?	but what is that about a "guardian angel"?	grupo	alternativoj	prononco
level	ĉu ŝerco?	एक मजाक?	a joke?	grupo	alternativoj	prononco
level	ĉu malbona ŝerco?	एक बुरा मजाक?	a bad joke?	grupo	alternativoj	prononco
level	malbona ŝerco	बुरा मजाक	bad joke	grupo	alternativoj	prononco
level	iu ŝerco	कुछ मज़ाक	some joke	grupo	alternativoj	prononco
level	iu malbona ŝerco	कुछ बुरा मजाक	some bad joke	grupo	alternativoj	prononco
level	ĉu iu malbona ŝerco?	(क्या वह) कोई बुरा मजाक है?	(is that) some bad joke?	grupo	alternativoj	prononco
level	mi ŝercas	मैं मजाक कर रहा हूं	I'm joking	grupo	alternativoj	prononco
level	ne, mi ŝercas	नहीं, मैं मज़ाक कर रहा हूं	no, I'm kidding	grupo	alternativoj	prononco
level	estis interese aŭdi	यह सुनना दिलचस्प था	it was interesting to hear	grupo	alternativoj	prononco
level	kiel kontakti ~	कैसे संपर्क करें~	how to contact ~	grupo	alternativoj	prononco
level	kaj kiel kontakti tiujn anĝelojn?	और उन स्वर्गदूतों से कैसे संपर्क करें?	and how to contact those angels?	grupo	alternativoj	prononco
level	per iu IJK-preĝo eble	शायद कुछ IJK प्रार्थना के साथ	with some IJK prayer maybe	grupo	alternativoj	prononco
level	provu! se ne funkcias vi povas iri al ~	इसे अजमाएं! यदि यह काम नहीं करता है तो आप ~ पर जा सकते हैं	try it! if it doesn't work you can go to ~	grupo	alternativoj	prononco
level	vi povas iri al la ĉambro "La ĉielo" post la tagmanĝo	आप दोपहर के भोजन के बाद &quot;आकाश&quot; कमरे में जा सकते हैं	you can go to the room "The sky" after lunch	grupo	alternativoj	prononco
level	bonege, unue manĝo, poste ĉielen	बढ़िया, पहले भोजन, फिर स्वर्ग	great, first food, then heaven	grupo	alternativoj	prononco
level	unue manĝo, poste ĉielen al la anĝelinoj	पहले भोजन, फिर स्वर्गदूतों को आकाश में	first food, then in the sky to the angels	grupo	alternativoj	prononco
level	maltro da manĝo	#संदर्भ!	#REF!	grupo	alternativoj	prononco
level	post iom maltro da manĝo	थोड़ा कम खाने के बाद	after a little less food	grupo	alternativoj	prononco
level	Kabe iras al la ĉambro "La ĉielo"	काबे &quot;आकाश&quot; कमरे में जाता है	Kabe goes to the room "the sky"	grupo	alternativoj	prononco
level	saluton. ĉu estas via unua IJK?	नमस्ते, क्या यह आपका पहला IJK है?	hello, is it your first IJK?	grupo	alternativoj	prononco
level	bone. mi tre ĝojas. mi estas Jesi	ठीक है। मैं बहुत खुश हूँ। मैं जेसी हूं	ok. I am very glad. I'm Jesi	grupo	alternativoj	prononco
level	kaj tiu ĉi estas jam mia sesa IJK	और यह पहले से ही मेरा छठा IJK है	and this is already my sixth IJK	grupo	alternativoj	prononco
level	jen estas papero kun kelkaj demandoj	यहां कुछ प्रश्नों वाला एक पेपर है	here is a paper with some questions	grupo	alternativoj	prononco
level	papero kun demandoj kaj taskoj	प्रश्नों और कार्यों वाला पेपर	paper with questions and tasks	grupo	alternativoj	prononco
level	kelkaj demandoj kaj taskoj rilate al la kongreso	कांग्रेस से सम्बंधित कुछ प्रश्न एवं कार्य	some questions and tasks related to the congress	grupo	alternativoj	prononco
level	vi provu solvi ilin	आप उन्हें सुलझाने का प्रयास करें	you try to solve them	grupo	alternativoj	prononco
level	mi proponas ke vi provu solvi ilin	मेरा सुझाव है कि आप उन्हें हल करने का प्रयास करें	I suggest you try to solve them	grupo	alternativoj	prononco
level	kun Ana de Pollando, Boris de Germanio kaj Nacuko de Japanio	पोलैंड से एना, जर्मनी से बोरिस और जापान से नात्सुको के साथ	with Ana from Poland, Boris from Germany and Natsuko from Japan	grupo	alternativoj	prononco
level	nur voku min se vi bezonos helpon	यदि आपको सहायता की आवश्यकता हो तो बस मुझे कॉल करें	just call me if you need help	grupo	alternativoj	prononco
level	poste en la libroservo	बाद में पुस्तक सेवा में	later in the book service	grupo	alternativoj	prononco
level	kiel do estis en la ĉielo?	तो स्वर्ग में कैसा था?	so how was it in heaven?	grupo	alternativoj	prononco
level	mi fakte renkontis veran anĝelinon!	मैं वास्तव में एक असली देवदूत से मिला!	I actually met a real angel!	grupo	alternativoj	prononco
level	ĉielece, mi pensas ke mi fakte renkontis veran anĝelinon!	स्वर्गीय, मुझे लगता है कि मैं वास्तव में एक वास्तविक देवदूत से मिला हूँ!	heavenly, I think I actually met a real angel!	grupo	alternativoj	prononco
level	mirinde bela kaj afabla ŝi estis	वह आश्चर्यजनक रूप से सुंदर और दयालु थी	she was amazingly beautiful and kind	grupo	alternativoj	prononco
level	ho, Dio mia! kaj kio estas ŝia nomo?	अरे बाप रे! और उसका नाम क्या है?	oh my god! and what is her name?	grupo	alternativoj	prononco
level	aj, mi jam forgesis!	ओह, मैं पहले ही भूल गया था!	oh, I already forgot!	grupo	alternativoj	prononco
level	pli kaj pli ebriiĝas	अधिकाधिक नशे में धुत्त हो जाता है	more and more gets drunk	grupo	alternativoj	prononco
level	en la trinkejo, Kabe pli kaj pli ebriiĝas	बार में, काबे अधिकाधिक नशे में धुत्त हो जाता है	in the bar, Kabe gets more and more drunk	grupo	alternativoj	prononco
level	ĉu ankaŭ la trinkejestro?	क्या बारटेंडर भी है?	is the bartender too?	grupo	alternativoj	prononco
level	unu bieron mi petas	कृपया एक बीयर दीजिए	one beer please	grupo	alternativoj	prononco
level	ĝi kostas 1 eŭron	इसकी कीमत 1 यूरो है	it costs 1 euro	grupo	alternativoj	prononco
level	ĉu vi ŝatus ankaŭ ion alian?	क्या आप कुछ और भी चाहेंगे?	would you like something else too?	grupo	alternativoj	prononco
level	ne dankon, biero sufiĉas por mi	नहीं धन्यवाद, मेरे लिए बीयर ही काफी है	no thanks, beer is enough for me	grupo	alternativoj	prononco
level	ĉu vere? kio pri vodko, labambo kaj inoj?	वास्तव में? वोदका, लाबाम्बा और महिलाओं के बारे में क्या?	really? what about vodka, labamba and females?	grupo	alternativoj	prononco
level	nu, kial ne	क्यों नहीं	well, why not	grupo	alternativoj	prononco
level	laŭdire ĝi estas amuza	इसे मज़ेदार कहा जाता है	it is said to be fun	grupo	alternativoj	prononco
level	mi ankoraŭ ne dancis labambon, sed laŭdire ĝi estas amuza	मैंने अभी तक लबाम्बा नृत्य नहीं किया है, लेकिन मुझे बताया गया है कि यह मज़ेदार है	I haven't danced the labamba yet, but I'm told it's fun	grupo	alternativoj	prononco
level	dum la kantaĵo "La Bamba" homoj dancas	&quot;ला बाम्बा&quot; गाने के दौरान लोग नृत्य करते हैं	during the song "La Bamba" people dance	grupo	alternativoj	prononco
level	homoj dancas en granda rondo	लोग एक बड़े घेरे में नाचते हैं	people dance in a big circle	grupo	alternativoj	prononco
level	kaj ene de tiu rondo dancas aliaj homoj	और उस घेरे के भीतर अन्य लोग नृत्य करते हैं	and within that circle other people dance	grupo	alternativoj	prononco
level	funkcias tiel ke ~	काम करता है ताकि ~	works so that ~	grupo	alternativoj	prononco
level	funkcias tiel ke homoj dancas en granda rondo	काम करता है ताकि लोग एक बड़े घेरे में नृत्य करें	works so that people dance in a big circle	grupo	alternativoj	prononco
level	dancas en granda rondo kaj ene de tiu rondo	एक बड़े घेरे में और उस घेरे के भीतर नृत्य करता है	dances in a big circle and within that circle	grupo	alternativoj	prononco
level	homoj dancas kaj dancas aliaj homoj	लोग नाचते हैं और दूसरे लोग नाचते हैं	people dance and other people dance	grupo	alternativoj	prononco
level	tiuj dancantaj ene de la rondo	जो घेरे के भीतर नृत्य करते हैं	those who dance within the circle	grupo	alternativoj	prononco
level	tiuj dancantoj elektas dancanton de la rondo	जो लोग नृत्य करते हैं वे मंडली में से एक नर्तक चुनते हैं	those who dance choose a dancer from the circle	grupo	alternativoj	prononco
level	elektas dancanton kaj kisas ŝin aŭ lin	एक नर्तक को चुनता है और उसे चूमता है	chooses a dancer and kisses her or him	grupo	alternativoj	prononco
level	kisas ŝin aŭ lin tri-foje sur la vangoj	उसके गालों पर तीन बार चुंबन करें	kisses her or him three times on the cheeks	grupo	alternativoj	prononco
level	elektas dancanton kaj kisas sur la vangoj	एक नर्तक चुनता है और गालों पर चुंबन करता है	chooses a dancer and kisses on the cheeks	grupo	alternativoj	prononco
level	elektas dancanton de la rondo kaj kisas	घेरे में से एक नर्तक को चुनता है और चूमता है	chooses a dancer from the circle and kisses	grupo	alternativoj	prononco
level	poste ili ŝanĝas lokon	फिर वे स्थान बदलते हैं	then they change places	grupo	alternativoj	prononco
level	kisas, kisanto, kisito, kisonto, kisoto	चुम्बन, चूमने वाला व्यक्ति, चूमा हुआ व्यक्ति, चूमने वाला व्यक्ति, चूमा जाने वाला व्यक्ति	kisses, a kissing person, a kissed person, a person who will kiss, a person who will be kissed	grupo	alternativoj	prononco
level	kaj la kisito iĝas kisonto	और चूमा हुआ व्यक्ति चूमने वाला बन जाता है	and the kissed becomes a person who will kiss	grupo	alternativoj	prononco
level	tiuj dancantoj elektas kaj poste ili ŝanĝas lokon	वे नर्तक चुनते हैं और फिर वे स्थान बदलते हैं	those dancers choose and then they change places	grupo	alternativoj	prononco
level	la kisinto nun estas kisoto	जिस व्यक्ति ने चूमा वह अब वह व्यक्ति है जिसे चूमा जाएगा	the person who kissed is now a person who will be kissed	grupo	alternativoj	prononco
level	tre facile, ĉu ne?	बहुत आसान, है ना?	very easy, right?	grupo	alternativoj	prononco
level	nu, mi esperas ke estas ~	अच्छा, मुझे आशा है कि यह ~ है	well, I hope it is ~	grupo	alternativoj	prononco
level	pli facile en la praktiko	व्यवहार में अधिक आसानी से	more easily in practice	grupo	alternativoj	prononco
level	esperas ke estas pli facile	उम्मीद है यह आसान है	hopes it's easier	grupo	alternativoj	prononco
level	estas pli facile en la praktiko	व्यवहार में यह आसान है	it's easier in practice	grupo	alternativoj	prononco
level	mi provos iam	मैं कभी कोशिश करूंगा	I will try sometime	grupo	alternativoj	prononco
level	sed unue la bieron!	लेकिन पहले बियर!	but first the beer!	grupo	alternativoj	prononco
level	mi provos iam, sed unue la bieron!	मैं एक दिन कोशिश करूँगा, लेकिन पहले बियर!	I'll try one day, but first the beer!	grupo	alternativoj	prononco
level	saĝa knabo	एक होशियार लड़का	a smart boy	grupo	alternativoj	prononco
level	vi, kiu konas preskaŭ ĉiujn	आप जो लगभग सभी को जानते हैं	you who know almost everyone	grupo	alternativoj	prononco
level	konas preskaŭ ĉiujn ĉi tie	यहाँ लगभग हर कोई जानता है	knows almost everyone here	grupo	alternativoj	prononco
level	ĉu vi scias kiu estas la knabino	क्या आप जानते हैं वह लड़की कौन है?	do you know who the girl is?	grupo	alternativoj	prononco
level	la knabino kiu kunordigis	वह लड़की जिसने समन्वय किया	the girl who coordinated	grupo	alternativoj	prononco
level	la knabino kiu kunordigis la ’gardanĝelojn’	वह लड़की जिसने 'अभिभावक देवदूतों' का समन्वय किया	the girl who coordinated the 'guardian angels'	grupo	alternativoj	prononco
level	vi verŝajne pensas pri Jesi	आप शायद जेसी के बारे में सोच रहे हैं	you are probably thinking of Jesi	grupo	alternativoj	prononco
level	jes, ĝuste!	हाँ यह सही है!	yes, that's right!	grupo	alternativoj	prononco
level	mi memoras ke mi aŭdis	मुझे याद है कि मैंने सुना था	I remember that I heard	grupo	alternativoj	prononco
level	nun mi memoras ke ~	अब मुझे वह याद है ~	now I remember that ~	grupo	alternativoj	prononco
level	memoras ke mi aŭdis ŝian nomon	याद रखें कि मैंने उसका नाम सुना था	remember that I heard her name	grupo	alternativoj	prononco
level	laŭ mi	मेरी राय में	in my opinion	grupo	alternativoj	prononco
level	ŝi estas stranga persono	वह एक अजीब इंसान है	she is a strange person	grupo	alternativoj	prononco
level	laŭ mi ŝi estas stranga persono	मेरी राय में वह एक अजीब व्यक्ति है	in my opinion she is a strange person	grupo	alternativoj	prononco
level	tute ne trinkas bieron	बीयर बिल्कुल नहीं पीता	doesn't drink beer at all	grupo	alternativoj	prononco
level	kaj ne manĝas viandon	और मांस नहीं खाता	and does not eat meat	grupo	alternativoj	prononco
level	ŝajnas ke ~	ऐसा लगता है ~	it seems that ~	grupo	alternativoj	prononco
level	ŝia sola intereso estas ~	उसका एकमात्र हित ~ है	her only interest is ~	grupo	alternativoj	prononco
level	sola intereso estas Esperanto-agado	एकमात्र रुचि एस्पेरान्तो गतिविधि है	only interest is Esperanto activity	grupo	alternativoj	prononco
level	ŝajnas ke ŝia sola intereso estas Esperanto	ऐसा लगता है कि उसकी एकमात्र रुचि एस्पेरान्तो में है	it seems that her only interest is Esperanto	grupo	alternativoj	prononco
level	sed ŝi estas tre bela	लेकिन वह बहुत खूबसूरत है	but she is very beautiful	grupo	alternativoj	prononco
level	estas tre bela kaj afabla	बहुत सुंदर और दयालु है	is very beautiful and kind	grupo	alternativoj	prononco
level	tre bela kaj afabla laŭ mi	मेरी राय में बहुत अच्छा और दयालु	very nice and kind in my opinion	grupo	alternativoj	prononco
level	eble vi pravas	होठों को संवारने वाली स्टिक या पेंसिल	maybe you are right	grupo	alternativoj	prononco
level	eble vi pravas pri tio	शायद आप इस बारे में सही हैं	maybe you are right about that	grupo	alternativoj	prononco
level	preskaŭ neniam estas en la trinkejo	बार में लगभग कभी नहीं होता	is almost never in the bar	grupo	alternativoj	prononco
level	ŝi preskaŭ neniam estas ~	वह लगभग कभी नहीं ~ है	she is almost never ~	grupo	alternativoj	prononco
level	ne renkontas ŝin ofte	उससे बार-बार न मिलें	don't meet her often	grupo	alternativoj	prononco
level	mi ne renkontas ofte	मैं अक्सर नहीं मिलता	I don't meet often	grupo	alternativoj	prononco
level	kaj do mi ne renkontas ŝin ofte	और इसलिए मैं उससे अक्सर नहीं मिलता	and so I don't meet her often	grupo	alternativoj	prononco
level	fajfas pri tiaj homoj	ऐसे लोगों के बारे में सीटी बजाते हैं	whistles about such people	grupo	alternativoj	prononco
level	fakte, mi tute fajfas	दरअसल, मैं पूरी तरह से सीटी बजा रहा हूं	in fact, I'm totally whistling	grupo	alternativoj	prononco
level	mi komprenas ~	मैं समझता हूं~	I understand ~	grupo	alternativoj	prononco
level	tiel parolas vera trinkejestro	एक असली बारटेंडर इसी तरह बात करता है	that's how a real bartender talks	grupo	alternativoj	prononco
level	prave. je via sano!	ठीक है, तो आपके स्वास्थ्य के लिए!	rightly, so to your health!	grupo	alternativoj	prononco
level	je via sano! ho, bonega biero	आपकी सेहत के लिए! ओह, बढ़िया बियर	to your health! oh, great beer	grupo	alternativoj	prononco
level	kompreneble. estis ja mi kiu elektis ĝin	निःसंदेह, मैंने ही इसे चुना था	of course, I was the one who chose it	grupo	alternativoj	prononco
level	ĉu vi havas ideon?	क्या आपको कोई जानकारी है?	do you have any idea?	grupo	alternativoj	prononco
level	kie eblus trovi tiun strangan knabinon?	उस अजीब लड़की को ढूंढना कहाँ संभव होगा?	where would it be possible to find that strange girl?	grupo	alternativoj	prononco
level	trovi tiun strangan sed tre belan knabinon	उस अजीब लेकिन बेहद खूबसूरत लड़की को ढूंढने के लिए	to find that strange but very beautiful girl	grupo	alternativoj	prononco
level	ideo kie eblus trovi ~	विचार करें कि यह कहाँ पाया जा सकता है~	idea where it could be found ~	grupo	alternativoj	prononco
level	havas ideon kie eblus trovi ~	एक विचार है कि इसे कहां खोजना संभव होगा ~	has an idea where it would be possible to find ~	grupo	alternativoj	prononco
level	tutcerte en la Gufujo	निश्चित रूप से चाय लाउंज में(उल्लूरी)	definitely in the tea launge(Owlery)	grupo	alternativoj	prononco
level	tiaj homoj konstante sidas	ऐसे लोग लगातार बैठे रहते हैं	such people are constantly sitting	grupo	alternativoj	prononco
level	konstante sidas tie teumante	लगातार वहीं बैठकर चाय पी रहा है	is constantly sitting there drinking tea	grupo	alternativoj	prononco
level	kia teda vivo!	कितना कठिन जीवन है!	what a tedious life!	grupo	alternativoj	prononco
level	Gufujo, estas trankvila ejo	टी लाउंज (ओउलरी), एक शांत जगह है	the tea launge(Owlery), is a quiet place	grupo	alternativoj	prononco
level	trankvila ejo kie eblas trinki teon	एक शांत जगह जहाँ आप चाय पी सकते हैं	a quiet place where you can drink tea	grupo	alternativoj	prononco
level	trinki teon, babili, aŭskulti trankvilan muzikon	चाय पियें, गपशप करें, शांत संगीत सुनें	drink tea, chat, listen to quiet music	grupo	alternativoj	prononco
level	aŭskulti trankvilan muzikon kaj simile	शांत संगीत वगैरह सुनना	listening to quiet music and the like	grupo	alternativoj	prononco
level	vi trovos ĝin fine de la koridoro	आप इसे गलियारे के अंत में पाएंगे	you will find it at the end of the corridor	grupo	alternativoj	prononco
level	fine de la koridoro ekster la trinkejo	बार के बाहर गलियारे के अंत में	at the end of the corridor outside the bar	grupo	alternativoj	prononco
level	vi ne povas porti vian bieron	आप अपनी बीयर नहीं ले जा सकते	you can't carry your beer	grupo	alternativoj	prononco
level	porti vian bieron tien	अपनी बियर वहाँ ले जाओ	take your beer there	grupo	alternativoj	prononco
level	sed vi ne povas porti vian bieron tien	लेकिन आप वहां अपनी बीयर नहीं ले जा सकते	but you can't take your beer there	grupo	alternativoj	prononco
level	vere estas ujo de gufoj!	यह वास्तव में उल्लुओं के लिए एक जगह है!	it really is a place for owls!	grupo	alternativoj	prononco
level	al la dancejo unue	पहले डांस फ्लोर पर	to the dance floor first	grupo	alternativoj	prononco
level	eble mi iru unue	शायद मुझे पहले जाना चाहिए	maybe I should go first	grupo	alternativoj	prononco
level	mi iru al la dancejo unue	पहले मुझे डांस फ्लोर पर जाने दो	let me go to the dance floor first	grupo	alternativoj	prononco
level	la venonta persono!	अगला व्यक्ति!	next person!	grupo	alternativoj	prononco
level	kion vi volas kara?	तुम क्या चाहते हो प्रिये	what do you want dear	grupo	alternativoj	prononco
level	ĉu estas libera loko?	क्या कोई खाली जगह है?	is there a free place?	grupo	alternativoj	prononco
level	jes, certe	हां जरूर	yes, for sure	grupo	alternativoj	prononco
level	tre agrable ĉi tie	यहाँ बहुत अच्छा है	very nice here	grupo	alternativoj	prononco
level	ĉi tie en la gufujo	यहाँ चाय लाउंज (उल्लूरी) में	here in the tea launge(owlery)	grupo	alternativoj	prononco
level	mi bezonas iom da trankvilo	मुझे थोड़ी शांति चाहिए	I need some tranquility	grupo	alternativoj	prononco
level	post tre streĉa tago	बहुत तनावपूर्ण दिन के बाद	after a very stressful day	grupo	alternativoj	prononco
level	trankvilo post streĉa tago	तनावपूर्ण दिन के बाद शांति	tranquility after a stressful day	grupo	alternativoj	prononco
level	la etoso en gufujo	एक चाय लाउंज (उल्लूरी) में माहौल	the atmosphere in a tea launge(owlery)	grupo	alternativoj	prononco
level	~ estas tre bona kontrasto	~ एक बहुत अच्छा कंट्रास्ट है	~ is a very good contrast	grupo	alternativoj	prononco
level	kontrasto al la aliaj okazaĵoj	अन्य घटनाओं के विपरीत	contrast to the other events	grupo	alternativoj	prononco
level	la aliaj okazaĵoj dum IJK	IJK के दौरान अन्य कार्यक्रम	the other events during IJK	grupo	alternativoj	prononco
level	la etoso estas kontrasto al la aliaj okazaĵoj	माहौल अन्य घटनाओं से भिन्न है	the atmosphere is a contrast to the other events	grupo	alternativoj	prononco
level	estas tre bona kontrasto, ĉu ne?	यह बहुत अच्छा कंट्रास्ट है, है ना?	it's a very good contrast, isn't it?	grupo	alternativoj	prononco
level	jes, mallaŭta muziko	हाँ, मधुर संगीत	yes, soft music	grupo	alternativoj	prononco
level	mallaŭta muziko, trankvila babilado	मधुर संगीत, शांत वार्तालाप	soft music, quiet conversation	grupo	alternativoj	prononco
level	trankvila babilado kaj iu interesa teo	शांत बातचीत और कुछ दिलचस्प चाय	quiet chat and some interesting tea	grupo	alternativoj	prononco
level	perfekte por rehavi fortojn	ताकत पुनः प्राप्त करने के लिए बिल्कुल सही	perfect for regaining strength	grupo	alternativoj	prononco
level	vi ŝajnas ege laca	आप बहुत थके हुए लग रहे हैं	you seem extremely tired	grupo	alternativoj	prononco
level	kion vi faris dum la tuta tago?	आज पुरे दिन क्या किया?	what did you do all day?	grupo	alternativoj	prononco
level	unue mi faris afiŝon	सबसे पहले मैंने एक पोस्ट बनाई	first I made a post	grupo	alternativoj	prononco
level	afiŝo por la morgaŭaj ekskursoj	कल के भ्रमण के लिए पोस्ट करें	post for tomorrow's excursions	grupo	alternativoj	prononco
level	mi faris afiŝon por ekskursoj	मैंने भ्रमण के लिए एक पोस्ट बनाई	I made a post for excursions	grupo	alternativoj	prononco
level	cetere, ĉu vi iros?	वैसे, क्या आप जा रहे हैं?	by the way, are you going?	grupo	alternativoj	prononco
level	iros al ekskurso	भ्रमण पर जायेंगे	will go on an excursion	grupo	alternativoj	prononco
level	ĉu vi iros al iu ekskurso?	क्या आप किसी भ्रमण पर जा रहे हैं?	are you going on any excursion?	grupo	alternativoj	prononco
level	jes, al la granda akvofalo	हाँ, महान झरने के लिए	yes, to the great waterfall	grupo	alternativoj	prononco
level	kaj poste al ekspozicio	और फिर एक प्रदर्शनी में	and then to an exhibition	grupo	alternativoj	prononco
level	ekspozicio pri moderna arto	आधुनिक कला पर एक प्रदर्शनी	an exhibition on modern art	grupo	alternativoj	prononco
level	al akvofalo kaj poste al ekspozicio	एक झरने तक और फिर एक प्रदर्शनी तक	to a waterfall and then to an exhibition	grupo	alternativoj	prononco
level	bona elekto	एक अच्छा विकल्प	a good choice	grupo	alternativoj	prononco
level	ankaŭ mi iros tien	मैं भी वहां जाऊंगा	I will go there too	grupo	alternativoj	prononco
level	ĉiukaze, mi gvidis diskutrondon	वैसे भी, मैंने एक चर्चा समूह का नेतृत्व किया	anyway, I led a discussion group	grupo	alternativoj	prononco
level	pendigi afiŝojn	पोस्टर टांगना	to hang posters	grupo	alternativoj	prononco
level	post la pendigado de la ekskursafiŝoj	भ्रमण पोस्टर टांगने के बाद	after the hanging of the excursion posters	grupo	alternativoj	prononco
level	diskutrondo kun la titolo "feminismo"	&quot;नारीवाद&quot; शीर्षक के साथ चर्चा समूह	discussion group with the title "feminism"	grupo	alternativoj	prononco
level	gvidis diskuton kun la titolo "feminismo"	&quot;नारीवाद&quot; शीर्षक के साथ एक चर्चा का नेतृत्व किया	led a discussion with the title "feminism"	grupo	alternativoj	prononco
level	ĉu feminismo samas en diversaj landoj?	क्या विभिन्न देशों में नारीवाद एक समान है?	is feminism the same in different countries?	grupo	alternativoj	prononco
level	interesa kaj vigla diskuto	रोचक एवं जीवंत चर्चा	interesting and lively discussion	grupo	alternativoj	prononco
level	estis tre interesa kaj vigla	बहुत रोचक और जीवंत था	was very interesting and lively	grupo	alternativoj	prononco
level	dum la lastaj kvin horoj	पिछले पांच घंटों से	for the last five hours	grupo	alternativoj	prononco
level	mi estis en longa kunsido	मैं एक लंबे सत्र में था	I was in a long session	grupo	alternativoj	prononco
level	dum lastaj horoj mi estis en komitatkunsido	पिछले कुछ घंटों से मैं एक समिति की बैठक में हूं	for the last few hours I have been in a committee meeting	grupo	alternativoj	prononco
level	en longa komitatkunsido	एक लंबी समिति की बैठक में	in a long committee meeting	grupo	alternativoj	prononco
level	vere estis tro longa	यह सचमुच बहुत लंबा था	it really was too long	grupo	alternativoj	prononco
level	la komitato finkunsidis	समिति ने अपनी बैठक संपन्न कर ली है	the committee has concluded its meeting	grupo	alternativoj	prononco
level	sed nun la komitato finis kunsidon	लेकिन अब समिति ने बैठक ख़त्म कर दी है	but now the committee has finished the meeting	grupo	alternativoj	prononco
level	vere estis longa, sed nun finiĝis	यह वास्तव में लंबा था, लेकिन अब यह खत्म हो गया है	it was really long, but now it's over	grupo	alternativoj	prononco
level	ha, vi do estas komitatano?	ओह, तो आप समिति के सदस्य हैं?	oh, so you're a committee member?	grupo	alternativoj	prononco
level	la estraro de TEJO	TEJO का बोर्ड	the board of TEJO	grupo	alternativoj	prononco
level	mi ankaŭ estas en la estraro	मैं भी बोर्ड में हूं	I'm also on the board	grupo	alternativoj	prononco
level	jes, mi ankaŭ estas ~	हाँ, मैं भी ~ हूँ	yes, I am too ~	grupo	alternativoj	prononco
level	ankaŭ estas en la estraro de TEJO	TEJO के बोर्ड में भी हैं	is also on the board of TEJO	grupo	alternativoj	prononco
level	jes, kaj mi estas ~	हाँ, और मैं ~ हूँ	yes, and I'm ~	grupo	alternativoj	prononco
level	mi neniam estis aktiva	मैं कभी सक्रिय नहीं रहा	I have never been active	grupo	alternativoj	prononco
level	tre aktiva en la movado	आंदोलन में बहुत सक्रिय	very active in the movement	grupo	alternativoj	prononco
level	neniam estis aktiva en la movado	आंदोलन में कभी सक्रिय नहीं रहे	was never active in the movement	grupo	alternativoj	prononco
level	la ĉefa agado de TEJO	TEJO की मुख्य गतिविधि	the main activity of TEJO	grupo	alternativoj	prononco
level	kio estas la ĉefa agado nun?	अब मुख्य गतिविधि क्या है?	what is the main activity now?	grupo	alternativoj	prononco
level	fakte kio estas la ĉefa agado?	वास्तव में मुख्य गतिविधि क्या है?	actually what is the main activity?	grupo	alternativoj	prononco
level	ĝi estas vasta	यह विशाल है	it is vast	grupo	alternativoj	prononco
level	plej diversaj kampoj	क्षेत्रों की एक विस्तृत विविधता	a wide variety of fields	grupo	alternativoj	prononco
level	en diversaj kampoj ni havas agadon	विभिन्न क्षेत्रों में हमारी सक्रियता है	in various fields we have activity	grupo	alternativoj	prononco
level	seminarioj pri homaj rajtoj	मानवाधिकार पर सेमिनार	seminars on human rights	grupo	alternativoj	prononco
level	homaj rajtoj kaj interkulturaj rilatoj	मानवाधिकार और अंतरसांस्कृतिक संबंध	human rights and intercultural relations	grupo	alternativoj	prononco
level	biciklo, karavano, festivalo	साइकिल, कारवां, त्योहार	bicycle, caravan, festival	grupo	alternativoj	prononco
level	ekzemple seminarioj, biciklokaravanoj kaj festivaloj	उदाहरण के लिए सेमिनार, साइकिल कारवां और त्यौहार	for example seminars, bicycle caravans and festivals	grupo	alternativoj	prononco
level	lingvaj festivaloj, konstruado de ttt-paĝoj	भाषा उत्सव, वेब पेज बनाना	language festivals, building web pages	grupo	alternativoj	prononco
level	ekzemple biciklokaravanoj, festivaloj ktp	उदाहरण के लिए साइकिल कारवां, त्यौहार आदि	for example bicycle caravans, festivals etc	grupo	alternativoj	prononco
level	seminario pri rajtoj kaj rilatoj	अधिकारों और संबंधों के बारे में एक सेमिनार	a seminar about rights and relationship	grupo	alternativoj	prononco
level	karavano, festivalo, konstruado ktp	कारवां, त्यौहार, निर्माण आदि	caravan, festival, construction etc	grupo	alternativoj	prononco
level	oficialaj instancoj kiel UNESKO	यूनेस्को जैसे आधिकारिक निकाय	official bodies such as UNESCO	grupo	alternativoj	prononco
level	reprezentitaj en oficialaj instancoj	आधिकारिक निकायों में प्रतिनिधित्व किया गया	represented in official bodies	grupo	alternativoj	prononco
level	ni ankaŭ estas reprezentitaj	हमारा भी प्रतिनिधित्व है	we are also represented	grupo	alternativoj	prononco
