A.lv content.tsv
Level	Esperanto	lv	en-us	Grupo	Alternativoj	Pronoco
level	la tuta familio nomas min bonfarulo	visa ģimene mani sauc par labdari	the whole family calls me a benefactor	grupo	alternativoj	prononco
level	utila por vi	noderīga jums	useful for you	grupo	alternativoj	prononco
level	ĉu la libreto estis utila?	vai buklets bija noderīgs?	was the booklet useful?	grupo	alternativoj	prononco
level	tiu libreto, kiun mi sendis	bukletu, kuru nosūtīju	the booklet, which I sent	grupo	alternativoj	prononco
level	matene dormis tre longe	no rīta ilgi gulēja	in the morning slept for a long time	grupo	alternativoj	prononco
level	kiam li vidis la sunon	kad viņš ieraudzīja sauli	when he saw the sun	grupo	alternativoj	prononco
level	subite li eksaltis	pēkšņi viņš uzlēca	suddenly he jumped up	grupo	alternativoj	prononco
level	li estis ĉiam frua	viņš vienmēr bija agrs	he was always early	grupo	alternativoj	prononco
level	ĉiam li malfruas	viņš vienmēr kavējas	he is always late	grupo	alternativoj	prononco
level	tiam, kiam li devas iri	tajā laikā, kad viņam jāiet	at that time, when he has to go	grupo	alternativoj	prononco
level	iri al la lernejo	iet uz skolu	to go to the school	grupo	alternativoj	prononco
level	li scias, ke ~	viņš zina, ka ~	he knows, that ~	grupo	alternativoj	prononco
level	li scias tion, ke ~	viņš zina faktu, ka ~	he knows the fact, that ~	grupo	alternativoj	prononco
level	tion, ke la instruisto malŝatas abelon	tas, ka skolotāja ienīst bites	the fact that the teacher hates bees	grupo	alternativoj	prononco
level	scias tion, ke la instruisto malŝatas abelon	zina faktu, ka skolotāja ienīst bites	knows the fact that the teacher hates bees	grupo	alternativoj	prononco
level	scias, ke la instruisto malŝatas tion	zina, ka skolotājs to ienīst	knows that the teacher hates that	grupo	alternativoj	prononco
level	sed hodiaŭ li trinkis la kafon	bet šodien viņš dzēra kafiju	but today he drank the coffee	grupo	alternativoj	prononco
level	li rapide surmetas la vestaĵon	viņš ātri uzvelk drēbes	he quickly puts on the clothes	grupo	alternativoj	prononco
level	li ne volas malfrui	viņš nevēlas kavēties	he doesn't want to be late	grupo	alternativoj	prononco
level	rapidege kun la libroj en la mano	ļoti ātri ar grāmatām rokās	very quickly with the books in hand	grupo	alternativoj	prononco
level	poste li kuris kaj saltis	vēlāk viņš skrēja un lēca	later he ran and jumped	grupo	alternativoj	prononco
level	li kuris kaj saltis	viņš skrēja un leca	he ran and jumped	grupo	alternativoj	prononco
level	laŭ la strato	gar ielu	along the street	grupo	alternativoj	prononco
level	la homoj rigardis lin	cilvēki paskatījās uz viņu	the people looked at him	grupo	alternativoj	prononco
level	rigardis lin kaj diris	paskatījās uz viņu un teica	looked at him and said	grupo	alternativoj	prononco
level	saĝa kaj malsaĝa	gudrs un muļķīgs	wise and foolish	grupo	alternativoj	prononco
level	kia malsaĝa knabo!	kāds muļķīgs zēns!	what a foolish boy!	grupo	alternativoj	prononco
level	estis antaŭ lernejo	atradās skolas priekšā	was in front of a school	grupo	alternativoj	prononco
level	baldaŭ	drīzumā	soon	grupo	alternativoj	prononco
level	li estis antaŭ ~	viņš bija ~ priekšā	he was in front of ~	grupo	alternativoj	prononco
level	iri kaj eniri	iet un ienākt	to go and to enter	grupo	alternativoj	prononco
level	li volis eniri	viņš gribēja iekļūt	he wanted to enter	grupo	alternativoj	prononco
level	eniri la lernejon	iestāties skolā	to enter into the school	grupo	alternativoj	prononco
level	sed tamen	bet tomēr	but however	grupo	alternativoj	prononco
level	sed li ne povis	bet viņš nevarēja	but he couldn't	grupo	alternativoj	prononco
level	fermi kaj fermita	aizvērt un aizvērt	to close and closed	grupo	alternativoj	prononco
level	ĝi estis fermita	tas bija slēgts	it was closed	grupo	alternativoj	prononco
level	nek ~ nek ~	ne ~, ne ~	neither ~ nor ~	grupo	alternativoj	prononco
level	nek instruisto nek gelernantoj	ne skolotājs, ne studenti	neither a teacher nor male-and-female students	grupo	alternativoj	prononco
level	vidis nek instruiston nek gelernantojn	neredzēja ne skolotāju, ne skolēnus	saw neither a teacher nor students	grupo	alternativoj	prononco
level	sidi, eksidi	sēdēt, apsēsties	to sit, to get sitted	grupo	alternativoj	prononco
level	eksidis	apsēdās (bija sēdējis)	got seated (had seated)	grupo	alternativoj	prononco
level	li eksidis	viņš apsēdās	he got seated	grupo	alternativoj	prononco
level	kaj pensis	un domāja	and thought	grupo	alternativoj	prononco
level	kio okazis?	kas notika?	what did happen?	grupo	alternativoj	prononco
level	diable	šausmīgajam (kā velnam)	to the awful (like a devil)	grupo	alternativoj	prononco
level	damne	aizsprostot to	dam it	grupo	alternativoj	prononco
level	memoras	atceras	remembers	grupo	alternativoj	prononco
level	nun mi memoras	tagad atceros	now I remember	grupo	alternativoj	prononco
level	dimanĉo	svētdiena	Sunday	grupo	alternativoj	prononco
level	hodiaŭ estas ~	šodien ir ~	today is ~	grupo	alternativoj	prononco
level	hodiaŭ estas dimanĉo	šodien ir svētdiena	today is Sunday	grupo	alternativoj	prononco
level	dormi kaj ekdormi	gulēt un iemigt	to sleep and to get into sleep	grupo	alternativoj	prononco
level	suno kaj luno	saule un mēness	a sun and a moon	grupo	alternativoj	prononco
level	subita kaj subite	pēkšņi un pēkšņi	sudden and suddenly	grupo	alternativoj	prononco
level	ek!	nost! (sākt)	off! (to start)	grupo	alternativoj	prononco
level	salti kaj eksaltis	lēkt un lēkāt	to jump and jumped 	grupo	alternativoj	prononco
level	ĉiam frua	vienmēr agri	always early	grupo	alternativoj	prononco
level	hodiaŭ metis kaj kuris	šodien lika un skrēja	today put and ran	grupo	alternativoj	prononco
level	aĵo, ne aĝo	lieta, nevis vecums	a thing not age	grupo	alternativoj	prononco
level	kuris laŭ homoj saĝaj	skrēja gar gudriem cilvēkiem	ran along wise people	grupo	alternativoj	prononco
level	laŭeble baldaŭ	pēc iespējas ātrāk	soon as possible	grupo	alternativoj	prononco
level	kia knabo, kia knabino	kāds zēns, kāda meitene	what a boy, what a girl	grupo	alternativoj	prononco
level	nek pensita nek memorita	ne domāja, ne iegaumēja	neither thought nor memorized	grupo	alternativoj	prononco
level	diablo atendis akvon dimanĉe	velns svētdien gaidīja ūdeni	a devil waited for water on Sunday	grupo	alternativoj	prononco
level	tiom malgranda momento	tāds mazs mirklis	such a small moment	grupo	alternativoj	prononco
level	eĉ tiom malgranda momento valoras	pat tik mazs mirklis ir tā vērts	even such a small moment is worthwhile	grupo	alternativoj	prononco
level	kriis for ĝis nokto	raudāja līdz naktij	cried away until night	grupo	alternativoj	prononco
level	lasis la poŝton de la mano	nolieciet pasta pastu no rokas	put away the mailpost from the hand	grupo	alternativoj	prononco
level	ridis mem lasante la poŝton	pats pasmējās, noliekot pasta pastu	laughed by oneself, putting away the mailpost	grupo	alternativoj	prononco
level	nek li nek ŝi ridis	ne viņš, ne viņa smējās	neither he nor she laughed	grupo	alternativoj	prononco
level	ŝi nek ridis nek respondis	viņa ne smējās, ne atbildēja	she neither laughed nor answered	grupo	alternativoj	prononco
level	li nek sidas nek rigardas	viņš ne sēž, ne skatās	he neither sits nor watches	grupo	alternativoj	prononco
level	neniam mi vidis	ES nekad neesmu redzējusi	I have never seen	grupo	alternativoj	prononco
level	mi neniam diros al iu	Es nekad nevienam neteikšu	I will never tell anyone	grupo	alternativoj	prononco
level	diru al neniu	nesaki nevienam	tell no one	grupo	alternativoj	prononco
level	mi neniam diros	Es nekad neteikšu	I will never say	grupo	alternativoj	prononco
level	mem	sev (pašam)	to oneself (by oneself)	grupo	alternativoj	prononco
level	mi mem faris	Es pats to izdarīju	I did it myself	grupo	alternativoj	prononco
level	faris tion	izdarīja (paveica)	did it (made it)	grupo	alternativoj	prononco
level	mem faris tion	darījis pats (izgatavojis pats)	did it oneself (made it oneself)	grupo	alternativoj	prononco
level	ĝis la revido, ĝis revido	tiekamies (atkal), tiekamies (atkal)	see you (again), see you (again)	grupo	alternativoj	prononco
level	ĝis!	līdz! (uz redzēšanos!)	until! (goodbye!)	grupo	alternativoj	prononco
level	ekparoli	lai sāktu runāt	to start talking	grupo	alternativoj	prononco
level	ekparolis, komencis paroli finfine	sāka teikt, beidzot sāka runāt	started saying, began to speak at last	grupo	alternativoj	prononco
level	trinkis rapidege	dzēra ļoti ātri	drank very fast	grupo	alternativoj	prononco
level	trinkis matenan trinkaĵon	iedzēra rīta dzērienu	had a morning drink	grupo	alternativoj	prononco
level	por frue veni	lai nāk agri	to come early	grupo	alternativoj	prononco
level	veni al la lernejo	nākt uz skolu	to come to school	grupo	alternativoj	prononco
level	frue veni al ~	laicīgi ierasties ~	to come early to ~	grupo	alternativoj	prononco
level	ne aŭdis novaĵon	ziņas nedzirdēju	didn't hear news	grupo	alternativoj	prononco
level	ankoraŭ ne aŭdis	vēl nedzirdēju	didn't hear yet	grupo	alternativoj	prononco
level	mi ankoraŭ ne aŭdis	Es vēl nedzirdēju	I didn't hear yet	grupo	alternativoj	prononco
level	en tiu momento	tajā brīdī	in that moment	grupo	alternativoj	prononco
level	en tiu momento li ekkriis	tajā brīdī viņš raudāja	in that moment he cried	grupo	alternativoj	prononco
level	knabo, kiu ne amas	zēns, kurš nemīl	a boy, who does not love	grupo	alternativoj	prononco
level	geknaboj	zēni un meitenes	boys and girls	grupo	alternativoj	prononco
level	aliaj geknaboj	citi zēni un meitenes	other boys and girls	grupo	alternativoj	prononco
level	ne amas aliajn geknabojn	nemīl citus zēnus un meitenes	does not love other boys and girls	grupo	alternativoj	prononco
level	nek amikojn, nek amikinojn	ne draugi, ne draudzenes	neither friends nor girl friends	grupo	alternativoj	prononco
level	havas nek monon, nek tempon	nav ne naudas, ne laika	does not have neither money nor time	grupo	alternativoj	prononco
level	kiu havis la libron?	kam bija grāmata?	who had the book?	grupo	alternativoj	prononco
level	la libron, kiun vi atendis	grāmata, kuru gaidījāt	the book which you waited	grupo	alternativoj	prononco
level	tiun, kiun vi atendis pli ol du jarojn	tas, ko jūs gaidījāt vairāk nekā 2 gadus	that, which you waited for more than 2 years	grupo	alternativoj	prononco
level	ĉu vi volas tion?	vai tu to gribi?	do you want that?	grupo	alternativoj	prononco
level	ĉu vi volas, ke ~ ?	vai tu to gribi ~?	do you want that ~ ?	grupo	alternativoj	prononco
level	plej kara	mīļākais	dearest	grupo	alternativoj	prononco
level	plej kara foto	mīļākā fotogrāfija	dearest photo	grupo	alternativoj	prononco
level	mian plej karan foton	mana mīļākā fotogrāfija	my dearest photo	grupo	alternativoj	prononco
level	kie vi aĉetis ~ ?	kur tu nopirki ~?	where did you buy ~ ?	grupo	alternativoj	prononco
level	tiu vestaĵo	tas apģērbs	that clothing	grupo	alternativoj	prononco
level	tiun vestaĵon	tas apģērbs (mērķis)	that clothing (objective)	grupo	alternativoj	prononco
level	aĉetis tiun vestaĵon	nopirka to tērpu	bought that outfit	grupo	alternativoj	prononco
level	vi iros tien	tu dosies tur	you will go there	grupo	alternativoj	prononco
level	kien vi iros?	kur tu dosies?	where are you going to?	grupo	alternativoj	prononco
level	suna tago	saulaina diena	sunny day	grupo	alternativoj	prononco
level	estos suna tago	būs saulaina diena	it will be a sunny day	grupo	alternativoj	prononco
level	se estos suna tago	ja būs saulaina diena	if it will be a sunny day	grupo	alternativoj	prononco
level	via frato jam ekiris	tavs brālis jau ir sācis	your brother has already started	grupo	alternativoj	prononco
level	ĉu via frato jam ekiris?	tavs brālis jau sācis?	has your brother started yet?	grupo	alternativoj	prononco
level	kie estas la akvo?	kur ir ūdens	where is the water	grupo	alternativoj	prononco
level	kunporti la akvon	lai atnestu ūdeni	to bring the water	grupo	alternativoj	prononco
level	vi mem kunportis	tu pats atvedi	you yourself brought	grupo	alternativoj	prononco
level	la akvon, kion vi mem kunportis	ūdens, ko tu pats atnesi	the water, that you yourself brought	grupo	alternativoj	prononco
level	estis tre trankvila	bija ļoti kluss	was very quiet	grupo	alternativoj	prononco
level	hodiaŭ mia patrino estis ~	šodien mana māte bija ~	today my mother was ~	grupo	alternativoj	prononco
level	mi venis el ~	Es nācu no ~	I came from ~	grupo	alternativoj	prononco
level	el la lernejo	ārā no skolas	out of the school	grupo	alternativoj	prononco
level	raportis al ~	ziņoja ~	reported to ~	grupo	alternativoj	prononco
level	kaj raportis al ŝi	un ziņoja viņai	and reported to her	grupo	alternativoj	prononco
level	raportis, ke ~	ziņoja, ka ~	reported that ~	grupo	alternativoj	prononco
level	raportis, ke mi ricevos	ziņoja, ka saņemšu	reported that I will receive	grupo	alternativoj	prononco
level	mi ricevos malbonan noton	Es dabūšu sliktu atzīmi	I will get a bad grade	grupo	alternativoj	prononco
level	ŝi diris, ke ~	viņa teica, ka ~	she said that ~	grupo	alternativoj	prononco
level	vi devas laborigi ~	tev jāliek ~ darboties	you have to make ~ work	grupo	alternativoj	prononco
level	pli multe	vairāk	more	grupo	alternativoj	prononco
level	pli multe laborigi	lai strādātu vairāk	to make work more	grupo	alternativoj	prononco
level	laborigi vian kapon	lai jūsu galva strādā	to make your head work	grupo	alternativoj	prononco
level	kiom da malbonaj notoj	cik daudz sliktu atzīmju	how many bad grades	grupo	alternativoj	prononco
level	vi havas tiom da malbonaj notoj	tev ir tik daudz sliktu atzīmju	you have so many bad grades	grupo	alternativoj	prononco
level	estis malĝoja	bija skumji	was sad	grupo	alternativoj	prononco
level	en vian ĉambron	tavā istabā	into your room	grupo	alternativoj	prononco
level	iru en vian ĉambron	ieej savā istabā	go into your room	grupo	alternativoj	prononco
level	iru kaj lernu	ej un mācies	go and learn	grupo	alternativoj	prononco
level	mi sidis	es sēdēju	I sat	grupo	alternativoj	prononco
level	en mia ĉambro	manā istabā	in my room	grupo	alternativoj	prononco
level	sidis en mia ĉambro	sēdēju manā istabā	sat in my room	grupo	alternativoj	prononco
level	nek lerni nek legi	ne mācīties, ne lasīt	neither learn nor read	grupo	alternativoj	prononco
level	sed mi povis nek lerni nek legi	bet es nevarēju ne mācīties, ne lasīt	but I could neither learn nor read	grupo	alternativoj	prononco
level	miaj pensoj	Manas domas	my thoughts	grupo	alternativoj	prononco
level	ĉe ludo	spēlē	at a game	grupo	alternativoj	prononco
level	ludo kun miaj amikoj	spēle ar maniem draugiem	game with my friends	grupo	alternativoj	prononco
level	ĉe sporto	sportā	at sport	grupo	alternativoj	prononco
level	al mi mem	sev	to myself	grupo	alternativoj	prononco
level	diris al mi mem	teicu sev	said to myself	grupo	alternativoj	prononco
level	tiom malsaĝa	tik stulbi	so stupid	grupo	alternativoj	prononco
level	ĉu mi estas tiom malsaĝa?	vai es esmu tik stulba?	am I that stupid?	grupo	alternativoj	prononco
level	kvankam mi lernis multe	lai gan es daudz uzzināju	although I learned a lot	grupo	alternativoj	prononco
level	la patrino eniris	māte ienāca	the mother entered	grupo	alternativoj	prononco
level	miaj vortoj	mani vārdi	my words	grupo	alternativoj	prononco
level	kaj aŭdis miajn vortojn	un dzirdēju manus vārdus	and heard my words	grupo	alternativoj	prononco
level	ŝi tuj respondis	viņa nekavējoties atbildēja	she answered immediately	grupo	alternativoj	prononco
level	ne, mia kara	nē, mans dārgais	no, my dear	grupo	alternativoj	prononco
level	vi ne estas malsaĝa	tu neesi stulbs	you are not stupid	grupo	alternativoj	prononco
level	la problemo estas, ke ~	problēma ir tā, ka ~	the problem is that ~	grupo	alternativoj	prononco
level	ke vi devas lerni	kas jums jāiemācās	that you must learn	grupo	alternativoj	prononco
level	devas lerni multe pli	jāmācās daudz vairāk	must learn much more	grupo	alternativoj	prononco
level	tiam vi ne havos	tad tev nebūs	then you will not have	grupo	alternativoj	prononco
level	malbonaj notoj	sliktas atzīmes	bad grades	grupo	alternativoj	prononco
level	havos nur malbonajn notojn	būs tikai sliktas atzīmes	will have only bad grades	grupo	alternativoj	prononco
level	ankaŭ nun	arī tagad	also now	grupo	alternativoj	prononco
level	mi ne havas ilin	Man tās nav	I don't have them	grupo	alternativoj	prononco
level	mi havas bonan noton	Man ir laba atzīme	I have a good grade	grupo	alternativoj	prononco
level	pri muziko	par mūziku	about music	grupo	alternativoj	prononco
level	bonan noton pri muziko	laba piezīme par mūziku	a good note on music	grupo	alternativoj	prononco
level	la patrino subite ekridis	māte pēkšņi izplūda smieklos	the mother suddenly burst out laughing	grupo	alternativoj	prononco
level	tio plibeligis ~	ka izdaiļots ~	that beautified ~	grupo	alternativoj	prononco
level	mian tagon	mana diena	my day	grupo	alternativoj	prononco
level	plibeligis mian tagon	Ieprecināja uz visu dienu	made my day	grupo	alternativoj	prononco
level	sed tamen restis	bet tomēr palika	but still remained	grupo	alternativoj	prononco
level	sed la problemo tamen restis	bet problēma joprojām palika	but the problem still remained	grupo	alternativoj	prononco
level	kilogramo da ~	kilograms ~	a kilogram of ~	grupo	alternativoj	prononco
level	kilogramo da sukero	kilograms cukura	a kilogram of sugar	grupo	alternativoj	prononco
level	glaso da ~	glāze ~	a glass of ~	grupo	alternativoj	prononco
level	glaso da akvo	glāze ūdens	a glass of water	grupo	alternativoj	prononco
level	multe da ~	daudz ~	a lot of ~	grupo	alternativoj	prononco
level	multe da ideoj	daudz ideju	lots of ideas	grupo	alternativoj	prononco
level	deteni sin	lai atturētu	to hold back	grupo	alternativoj	prononco
level	ordigis ĉion	visu sakārtoja	sorted everything out	grupo	alternativoj	prononco
level	transdonis al li	nodota viņam	handed over to him	grupo	alternativoj	prononco
level	mi petas	ES jautāju	I'm asking	grupo	alternativoj	prononco
level	glason da kafo	glāzi kafijas	a glass of coffee	grupo	alternativoj	prononco
level	kaj iom da akvo	un nedaudz ūdens	and some water	grupo	alternativoj	prononco
level	mi petas glason da kafo	Es gribētu glāzi kafijas	I would like a glass of coffee	grupo	alternativoj	prononco
level	mi petas tason da teo	Es gribētu tasi tējas	I would like a cup of tea	grupo	alternativoj	prononco
level	doloris lin	sāpināja viņu	hurt him	grupo	alternativoj	prononco
level	la kapo doloris lin	viņam sāpēja galva	his head hurt	grupo	alternativoj	prononco
level	li malsaniĝis	viņš saslima	he fell ill	grupo	alternativoj	prononco
level	ŝatas esti bela	patīk būt skaistai	likes to be beautiful	grupo	alternativoj	prononco
level	ŝi beligis sian vizaĝon	viņa izdaiļoja savu seju	she beautified her face	grupo	alternativoj	prononco
level	la knabo ŝatas esti bela	zēnam patīk būt skaistam	the boy likes to be pretty	grupo	alternativoj	prononco
level	pro tio ŝi beligis ĝin	tāpēc viņa to izskaistināja	therefore she beautified it	grupo	alternativoj	prononco
level	post la tagmanĝo	pēc pusdienām	after lunch	grupo	alternativoj	prononco
level	purigi la kuirejon	tīrīt virtuvi	to clean the kitchen	grupo	alternativoj	prononco
level	kiu purigos la kuirejon?	kurš tīrīs virtuvi?	who will clean the kitchen?	grupo	alternativoj	prononco
level	volas trinki	grib dzert	wants to drink	grupo	alternativoj	prononco
level	kion vi volas trinki?	ko jūs vēlaties dzert	what do you want to drink	grupo	alternativoj	prononco
level	trinki teon	dzert tēju	to drink tea	grupo	alternativoj	prononco
level	iom da akvo	nedaudz ūdens	a little of water	grupo	alternativoj	prononco
level	ĉu vi volas nenion?	neko negribi?	do you want nothing?	grupo	alternativoj	prononco
level	tiel subite	tik pēkšņi	so suddenly	grupo	alternativoj	prononco
level	kial vi decidis ~ ?	kāpēc tu nolēmi ~ ?	why did you decide ~ ?	grupo	alternativoj	prononco
level	kial vi tiel subite decidis ~ ?	kāpēc tu tik pēkšņi nolēmi ~?	why did you decide ~ so suddenly?	grupo	alternativoj	prononco
level	via ĉambro	Tava istaba	your room	grupo	alternativoj	prononco
level	via ĉambreto	tava mazā istabiņa	your little room	grupo	alternativoj	prononco
level	vian ĉambreton	uz tavu mazo istabiņu	to your little room	grupo	alternativoj	prononco
level	renovigi vian ĉambreton	lai izremontētu savu mazo istabu	to renovate your little room	grupo	alternativoj	prononco
level	decidis renovigi vian ĉambreton	nolēma izremontēt savu mazo istabu	decided to renovate your little room	grupo	alternativoj	prononco
level	al kiu	kam	to whom	grupo	alternativoj	prononco
level	vi donis ~	tu iedevi ~	you gave ~	grupo	alternativoj	prononco
level	al kiu vi donis ~ ?	kam tu iedevi ~ ?	to whom did you give ~ ?	grupo	alternativoj	prononco
level	puraj glasoj	tīras brilles	clean glasses	grupo	alternativoj	prononco
level	vi donis la purajn glasojn	tu iedevi tīrās brilles	you gave the clean glasses	grupo	alternativoj	prononco
level	la puraj glasoj por la vino	tīrās glāzes vīnam	the clean glasses for the wine	grupo	alternativoj	prononco
level	kontraŭ kiu	pret kuru	against whom	grupo	alternativoj	prononco
level	via sportklubo	jūsu sporta klubs	your sports club	grupo	alternativoj	prononco
level	ludas kontraŭ ~	spēlē pret ~	plays against ~	grupo	alternativoj	prononco
level	antaŭ du semajnoj	Pirms divām nedēļām	two weeks ago	grupo	alternativoj	prononco
level	kontraŭ kiu via sportklubo ludis?	pret ko spēlēja tavs sporta klubs?	who did your sports club play against?	grupo	alternativoj	prononco
level	ĉu vi vidas ~ ?	vai tu redzi ~?	do you see ~ ?	grupo	alternativoj	prononco
level	ĉu vi ofte vidas ~ ?	vai tu bieži redzi ~ ?	do you often see ~ ?	grupo	alternativoj	prononco
level	ofte vidas la policiston	bieži redzu policistu	often see the policeman	grupo	alternativoj	prononco
level	tiu, kiu loĝas en ~	tas, kurš dzīvo ~	the one who lives in ~	grupo	alternativoj	prononco
level	loĝas en la loĝejo	dzīvo nakšņošanas vietā	lives in the lodging place	grupo	alternativoj	prononco
level	la loĝejo super vi	mājoklis virs jums	the dwelling place above you	grupo	alternativoj	prononco
level	vidas la policiston, kiu loĝas en ~	ierauga policistu, kurš dzīvo ~	sees the police officer who lives in ~	grupo	alternativoj	prononco
level	plano pri veturado	braukšanas plāns	driving plan	grupo	alternativoj	prononco
level	volis vojaĝi	gribēja ceļot	wanted to travel	grupo	alternativoj	prononco
level	vojaĝi al alia lando	ceļot uz citu valsti	to travel to another country	grupo	alternativoj	prononco
level	en libertempo	brīvajā laikā	in free time	grupo	alternativoj	prononco
level	ili decidis iri	viņi nolēma iet	they decided to go	grupo	alternativoj	prononco
level	decidis iri al Italio	gadā nolēma doties uz Itāliju	decided to go to Italy	grupo	alternativoj	prononco
level	malnovaj urboj	vecās pilsētas	old cities	grupo	alternativoj	prononco
level	lando kun malnovaj urboj	valsts ar vecām pilsētām	a country with old cities	grupo	alternativoj	prononco
level	aliaj belaĵoj	citas skaistules	other beauties	grupo	alternativoj	prononco
level	kaj aliaj belaĵoj	un citas skaistules	and other beauties	grupo	alternativoj	prononco
level	bela lando kun malnovaj urboj kaj aliaj belaĵoj	skaista valsts ar vecpilsētām un citiem skaistumiem	a beautiful country with old cities and other beauties	grupo	alternativoj	prononco
level	ili estis feliĉaj	viņi bija laimīgi	they were happy	grupo	alternativoj	prononco
level	kie estas ~ ?	kur ir ~?	where is ~ ?	grupo	alternativoj	prononco
level	kie estas mia vestaĵo?	kur ir manas drēbes	where are my clothes	grupo	alternativoj	prononco
level	ŝi demandis ~	viņa jautāja ~	she asked ~	grupo	alternativoj	prononco
level	ni ne forgesu kunporti ~	neaizmirsīsim paņemt līdzi ~	let's not forget to bring ~	grupo	alternativoj	prononco
level	kunporti la libron	lai paņemtu grāmatu līdzi	to take the book with you	grupo	alternativoj	prononco
level	libro por lerni Esperanton	grāmata esperanto valodas apguvei	a book to learn Esperanto	grupo	alternativoj	prononco
level	kunporti libron por lerni	nēsāt grāmatu, lai mācītos	to carry a book to learn	grupo	alternativoj	prononco
level	ni povas komenci ~	mēs varam sākt ~	we can start ~	grupo	alternativoj	prononco
level	en la vagonaro	vilcienā	in the train	grupo	alternativoj	prononco
level	jam en la vagonaro	jau vilcienā	already in the train	grupo	alternativoj	prononco
level	ni nenion faros	mēs neko nedarīsim	we won't do anything	grupo	alternativoj	prononco
level	per aŭto	ar mašīnu	by car	grupo	alternativoj	prononco
level	ni veturos per ~	brauksim pa ~	we will drive by ~	grupo	alternativoj	prononco
level	veturos per aŭto	brauks ar auto	will drive a car	grupo	alternativoj	prononco
level	mi havas sekreton	Man ir noslēpums	I have a secret	grupo	alternativoj	prononco
level	mia riĉa onklo	mans bagātais onkulis	my rich uncle	grupo	alternativoj	prononco
level	mia deziro	mana vēlme	my wish	grupo	alternativoj	prononco
level	plenumis mian deziron	piepildīja manu vēlmi	fulfilled my wish	grupo	alternativoj	prononco
level	donis al ni	deva mums	gave us	grupo	alternativoj	prononco
level	sian aŭton	viņa mašīna	his car	grupo	alternativoj	prononco
level	kaj donis al ni sian aŭton	un iedeva mums savu mašīnu	and gave us his car	grupo	alternativoj	prononco
level	por uzo	lietošanai	for use	grupo	alternativoj	prononco
level	ĝi staras antaŭ ~	tas stāv pirms ~	it stands before ~	grupo	alternativoj	prononco
level	staras antaŭ la domo	stāv mājas priekšā	stands in front of the house	grupo	alternativoj	prononco
level	mi devas diri ~	Man jāsaka ~	I have to say ~	grupo	alternativoj	prononco
level	nenion diru	nesaki neko	don't say anything	grupo	alternativoj	prononco
level	ni eksidu	apsēdīsimies	let's sit down	grupo	alternativoj	prononco
level	eksidu en la aŭton	iekāp mašīnā	get in the car	grupo	alternativoj	prononco
level	veturi al ~	braukt uz ~	to drive to ~	grupo	alternativoj	prononco
level	kaj veturu al Italio	un brauc uz Itāliju	and drive to Italy	grupo	alternativoj	prononco
level	sidis en la aŭto	sēdēja mašīnā	sat in the car	grupo	alternativoj	prononco
level	ankaŭ la vestaĵoj	arī drēbes	also the clothes	grupo	alternativoj	prononco
level	~ estis en la aŭto	~ bija mašīnā	~ was in the car	grupo	alternativoj	prononco
level	ankoraŭ sidadis kaj atendis	joprojām sēdēja un gaidīja	still sat and waited	grupo	alternativoj	prononco
level	sed li atendis	bet viņš gaidīja	but he waited	grupo	alternativoj	prononco
level	kial ni ne ~ ?	kāpēc mēs ne?	why don't we ~ ?	grupo	alternativoj	prononco
level	kial ni ne ekveturas?	kāpēc mēs nesākam braukt?	why don't we start driving?	grupo	alternativoj	prononco
level	ankaŭ mi havas ~	Man arī ir ~	I have ~ too	grupo	alternativoj	prononco
level	veturigus la aŭton	vadītu mašīnu	would drive the car	grupo	alternativoj	prononco
level	sed mi ne scias ~	bet es nezinu ~	but I don't know ~	grupo	alternativoj	prononco
level	mi neniam lernis tion	Es to nekad neesmu iemācījies	I never learned that	grupo	alternativoj	prononco
level	mi kredus ~	Es ticētu ~	I would believe ~	grupo	alternativoj	prononco
level	se mi estus sana	ja es būtu vesels	if I were healthy	grupo	alternativoj	prononco
level	mi estus tre feliĉa	Es būtu ļoti priecīgs	I would be very happy	grupo	alternativoj	prononco
level	kvazaŭ vi estus riĉulo	it kā tu būtu bagāts	as if you were rich	grupo	alternativoj	prononco
level	vi sidas tie kvazaŭ vi estus riĉulo	tu tur sēdi tā, it kā būtu bagāts cilvēks	you sit there as if you were a rich man	grupo	alternativoj	prononco
level	kvazaŭa lernejo	iespējamā skola	alleged school	grupo	alternativoj	prononco
level	kvazaŭ riĉulo	kā bagāts cilvēks	like a rich man	grupo	alternativoj	prononco
level	vi sidas tie kvazaŭ riĉulo	tu tur sēdi kā bagāts vīrs	you sit there like a rich man	grupo	alternativoj	prononco
level	tiom da mono	tik daudz naudas	so much money	grupo	alternativoj	prononco
level	tiom da mono kiom da ideoj	tik daudz naudas, cik idejas	as much money as ideas	grupo	alternativoj	prononco
level	se mi havus tiom da mono	ja man būtu tik daudz naudas	if I had that much money	grupo	alternativoj	prononco
level	mi vojaĝadus	es ceļotu	I would travel	grupo	alternativoj	prononco
level	ĉirkaŭ la mondo	apkārt pasaulei	around the world	grupo	alternativoj	prononco
level	en ĉiu vortaro	katrā vārdnīcā	in every dictionary	grupo	alternativoj	prononco
level	mankas io	kaut kas pietrūkst	something is missing	grupo	alternativoj	prononco
level	mankas kelkaj vortoj	trūkst dažu vārdu	some words are missing	grupo	alternativoj	prononco
level	homo, kiu longe parolis	cilvēks, kurš runāja gari	a man who spoke at length	grupo	alternativoj	prononco
