C.ro content.tsv
Level	Esperanto	ro	en-us	Grupo	Alternativoj	Pronoco
level	vato	o vată, o vată	a cotton wool, a wadding	grupo	alternativoj	prononco
level	escepti	a excepta, a exclude	to except, to exclude	grupo	alternativoj	prononco
level	helpo	un ajutor	a help	grupo	alternativoj	prononco
level	bildrakonto	o bandă desenată, o carte de benzi desenate	a comic strip, a comic book	grupo	alternativoj	prononco
level	poemo	un poem	a poem	grupo	alternativoj	prononco
level	vojaĝo	o călătorie	a travel	grupo	alternativoj	prononco
level	bofilo	un ginere	a son-in-law	grupo	alternativoj	prononco
level	zorgo	îngrijire	care	grupo	alternativoj	prononco
level	papilio	un fluture	a butterfly	grupo	alternativoj	prononco
level	dek du	doisprezece	twelve	grupo	alternativoj	prononco
level	apostrofo	un apostrof	an apostrophe	grupo	alternativoj	prononco
level	fluido	fluid, un fluid	fluid, a fluid	grupo	alternativoj	prononco
level	milimetro	un milimetru	a millimeter	grupo	alternativoj	prononco
level	dependi	a depinde	to depend	grupo	alternativoj	prononco
level	dek kvar	paisprezece	fourteen	grupo	alternativoj	prononco
level	dek ses	şaisprezece	sixteen	grupo	alternativoj	prononco
level	dinosaŭro	un dinozaur	a dinosaur	grupo	alternativoj	prononco
level	migri	a migra, a hoinări, a rătăci	to migrate, to roam, to wander	grupo	alternativoj	prononco
level	dek ok	optsprezece	eighteen	grupo	alternativoj	prononco
level	kompleta	complet	complete	grupo	alternativoj	prononco
level	miligramo	un miligram	a milligram	grupo	alternativoj	prononco
level	dormigilo	un somnifer	a sleeping pill	grupo	alternativoj	prononco
level	dudek	douăzeci	twenty	grupo	alternativoj	prononco
level	dormanto	un dormitor	a sleeper	grupo	alternativoj	prononco
level	entrepreni	a intreprinde	to undertake	grupo	alternativoj	prononco
level	hundido	un catelus	a puppy	grupo	alternativoj	prononco
level	kvardek	patruzeci	forty	grupo	alternativoj	prononco
level	tricent	trei sute	three hundred	grupo	alternativoj	prononco
level	iom post iom	puțin câte puțin	little by little	grupo	alternativoj	prononco
level	revi	a visa, a visa cu ochii deschiși	to dream, to daydream	grupo	alternativoj	prononco
level	fiŝboato	o barcă de pescuit	a fishing boat	grupo	alternativoj	prononco
level	mem kompreneble	în mod explicit	self-explanatorily	grupo	alternativoj	prononco
level	flegistino	o asistenta	a nurse	grupo	alternativoj	prononco
level	ni diru	sa spunem	let's say	grupo	alternativoj	prononco
level	traktoro	un tractor	a tractor	grupo	alternativoj	prononco
level	Ido	Ido (o limbă infantilă a Esperanto)	Ido (a child language of Esperanto)	grupo	alternativoj	prononco
level	florpoto	un ghiveci cu flori	a flower pot	grupo	alternativoj	prononco
level	florvazo	o vază cu flori	a flower vase	grupo	alternativoj	prononco
level	heredi	a mosteni	to inherit	grupo	alternativoj	prononco
level	flugbileto	un bilet de avion	an air ticket	grupo	alternativoj	prononco
level	robo	o rochie	a dress	grupo	alternativoj	prononco
level	egipto	o persoană egipteană	an Egyptian person	grupo	alternativoj	prononco
level	-unt	(sufix) condițional activ	(suffix)  conditional active	grupo	alternativoj	prononco
level	frenezulo	un fanatic, un nebun, un maniac	a fanatic, a lunatic, a maniac	grupo	alternativoj	prononco
level	ekde	de cand	since	grupo	alternativoj	prononco
level	observi	a observa	to observe	grupo	alternativoj	prononco
level	edziĝi (kun ~)	a deveni soț, a se căsători (cu ~)	to become a husband, to get married (with ~)	grupo	alternativoj	prononco
level	bambuo	un bambus	a bamboo	grupo	alternativoj	prononco
level	turko	un turc	a Turkish	grupo	alternativoj	prononco
level	glumarko	un autocolant	a sticker	grupo	alternativoj	prononco
level	akceptebla	acceptabil	acceptable	grupo	alternativoj	prononco
level	alvenigi	a face să sosească	to make arrive	grupo	alternativoj	prononco
level	boato	o barca	a boat	grupo	alternativoj	prononco
level	aligatori	a vorbi în non-esperanto (engleză)	to speak in non-Esperanto (English)	grupo	alternativoj	prononco
level	arbeto	un copac mic	a small tree	grupo	alternativoj	prononco
level	harpinglo	un ac de păr, un parantez	a hairpin, a bracket	grupo	alternativoj	prononco
level	konsekvenco	o consecință	a consequence	grupo	alternativoj	prononco
level	polo	un polonez, un polonez	a Polish person, a polander	grupo	alternativoj	prononco
level	edziniĝi (kun ~)	a deveni soție, a se căsători (cu ~)	to become a wife, to get married (with ~)	grupo	alternativoj	prononco
level	harpo	o harpă	a harp	grupo	alternativoj	prononco
level	aĉetumi	a merge la cumparaturi	to go shopping	grupo	alternativoj	prononco
level	aŭdiĝi	a auzi, a fi auzit	to hear, to be heard	grupo	alternativoj	prononco
level	geedzoj	(amândoi) soț și soție, un cuplu căsătorit	(both) husband and wife, a married couple	grupo	alternativoj	prononco
level	belaĵo	ceva frumos	something beatiful	grupo	alternativoj	prononco
level	bonega	foarte bine, chiar foarte bun	very good, really really good	grupo	alternativoj	prononco
level	denove	din nou	again	grupo	alternativoj	prononco
level	skandinavo	o persoană scandinavă	a Scandinavian person	grupo	alternativoj	prononco
level	dikiĝi	a deveni gras	to become fat	grupo	alternativoj	prononco
level	populara	popular	popular	grupo	alternativoj	prononco
level	infanĉareto	un cărucior, un cărucior	a perambulator, a pram	grupo	alternativoj	prononco
level	dolorige	dureros de	painfully	grupo	alternativoj	prononco
level	infanĝardeno	o gradinita	a kindergarten	grupo	alternativoj	prononco
level	dumnokte	in timpul noptii	during the night	grupo	alternativoj	prononco
level	geavoj	bunicii	grandparents	grupo	alternativoj	prononco
level	kondamni	a condamna, a condamna, a găsi vinovat	to condemn, to convict, to find guilty	grupo	alternativoj	prononco
level	ekkrii	a striga	to cry out	grupo	alternativoj	prononco
level	argumenti	a se certa	to argue	grupo	alternativoj	prononco
level	ekridi	a (exploda) râde	to (blast)laugh	grupo	alternativoj	prononco
level	kajto (flugdrako)	un zmeu (un dragon zburator)	a kite (a flying dragon)	grupo	alternativoj	prononco
level	disputi	a certa, a contesta, a lupta	to argue, to dispute, to contend	grupo	alternativoj	prononco
level	pasaĝero	un pasager	a passenger	grupo	alternativoj	prononco
level	eksalti	pentru a începe să sară	to start jumping	grupo	alternativoj	prononco
level	evolucio	evolution (=evoluado, evolution)	evolution (=evoluado, evoluo)	grupo	alternativoj	prononco
level	gloro	o glorie, o faimă	a glory, a fame	grupo	alternativoj	prononco
level	financo	finanţa	finance	grupo	alternativoj	prononco
level	elstara	genial, remarcabil	brilliant, outstanding	grupo	alternativoj	prononco
level	gefiloj	copii, fii și fiice	children, sons and daughters	grupo	alternativoj	prononco
level	facilmova	ușor de mutat	easy to move	grupo	alternativoj	prononco
level	geedziĝinta	căsătorit	married	grupo	alternativoj	prononco
level	koto	noroi, murdărie	mud, dirt	grupo	alternativoj	prononco
level	fermita	închis	closed	grupo	alternativoj	prononco
level	kvitanco	o reteta	a receipt	grupo	alternativoj	prononco
level	lardo	o slănină	a bacon	grupo	alternativoj	prononco
level	etiketo	o etichetă, o etichetă, o etichetă, un cod de conduită	an etiquette, a label, a tag, code of conduct	grupo	alternativoj	prononco
level	ladskatolo	o conserve	a tin can	grupo	alternativoj	prononco
level	identa	identic	identical	grupo	alternativoj	prononco
level	skui	a scutura	to shake	grupo	alternativoj	prononco
level	lavomaŝino	o mașină de spălat, o mașină de spălat	a washer, a washing machine	grupo	alternativoj	prononco
level	geamikoj	prieteni (bărbați și femei)	friends (male and female)	grupo	alternativoj	prononco
level	gelernantoj	studenți (bărbați și femei)	students (male and female)	grupo	alternativoj	prononco
level	gravulo	o persoană importantă	an important person	grupo	alternativoj	prononco
level	dediĉi	a dedica, a dedica	to dedicate, to devote	grupo	alternativoj	prononco
level	geknaboj	baieti si fete	boys and girls	grupo	alternativoj	prononco
level	havinda	merită să îl ai	worth having	grupo	alternativoj	prononco
level	hommulto	oameni, oameni de masă	people, mass people	grupo	alternativoj	prononco
level	admiri	a admira	to admire	grupo	alternativoj	prononco
level	magneto	un magnet	a magnet	grupo	alternativoj	prononco
level	industriisto	un industrialist	an industriallist	grupo	alternativoj	prononco
level	delfeno	un delfin	a dolphin	grupo	alternativoj	prononco
level	manĝobastonetoj	betisoarele	chopsticks	grupo	alternativoj	prononco
level	ekstrema	extrem	extreme	grupo	alternativoj	prononco
level	eksedziĝo	divort (masculin)	divorce (male)	grupo	alternativoj	prononco
level	sklavo	un sclav	a slave	grupo	alternativoj	prononco
level	mamzono	un sutien, un sutien	a bra, a brassiere	grupo	alternativoj	prononco
level	koncentri	a se concentra	to concentrate	grupo	alternativoj	prononco
level	iro	o cale de urmat	a way to go	grupo	alternativoj	prononco
level	manĝoskatolo	o cutie de prânz	a lunch box	grupo	alternativoj	prononco
level	faco	o față, o suprafață	a face, a surface	grupo	alternativoj	prononco
level	eksedziĝinta	divortat (masculin)	divorced (male)	grupo	alternativoj	prononco
level	manpremo	o strangere de mana	a handshake	grupo	alternativoj	prononco
level	karulo	o persoană iubită	a beloved person	grupo	alternativoj	prononco
level	komponi	a compune	to compose	grupo	alternativoj	prononco
level	generalo	un general	a general	grupo	alternativoj	prononco
level	eksedziniĝinta	divortat (femeie)	divorced (female)	grupo	alternativoj	prononco
level	klubano	un membru al clubului	a club member	grupo	alternativoj	prononco
level	riski	a risca, a se aventura	to risk, to venture	grupo	alternativoj	prononco
level	mevo	un pescăruş, un pescăruş	a gull, a sea gull	grupo	alternativoj	prononco
level	agento	un agent	an agent	grupo	alternativoj	prononco
level	kunmanĝi	să mâncăm împreună	to eat together	grupo	alternativoj	prononco
level	banano	o banana	a banana	grupo	alternativoj	prononco
level	barko	o barcă, o navă mică	a barque, a small ship	grupo	alternativoj	prononco
level	kunulino	o femeie deţinută	a female inmate	grupo	alternativoj	prononco
level	montaro	un lanț de munți	a mountain range	grupo	alternativoj	prononco
level	bopatro	un socru	a father-in-law	grupo	alternativoj	prononco
level	artiko	o articulație, balama, articulație	a joint, hinge, articulation	grupo	alternativoj	prononco
level	mortinto	o persoană decedată	a deceased person	grupo	alternativoj	prononco
level	lampeto	o lampă mică	a small lamp	grupo	alternativoj	prononco
level	fundamento	fundație, o fundație	foundation, a foundation	grupo	alternativoj	prononco
level	libertempo	timp liber	free time	grupo	alternativoj	prononco
level	muziknoto	o notă muzicală	a musical note	grupo	alternativoj	prononco
level	intelekto	intelect, minte	intellect, mind	grupo	alternativoj	prononco
level	alterni	a alterna	to alternate	grupo	alternativoj	prononco
level	majesta	maiestuos	majestic	grupo	alternativoj	prononco
level	lumigi	a face lumina	to make light	grupo	alternativoj	prononco
level	malbela	urât	ugly	grupo	alternativoj	prononco
level	nudelo	un taitei	a noodle	grupo	alternativoj	prononco
level	imposto	impozit	tax	grupo	alternativoj	prononco
level	citi	a cita, a cita	to quote, to cite	grupo	alternativoj	prononco
level	malbono	răutate	badness	grupo	alternativoj	prononco
level	manipuli	a manipula, a manipula, a gestiona	to manipulate, to handle, to manage	grupo	alternativoj	prononco
level	malfeliĉo	o nefericire	an unhappiness	grupo	alternativoj	prononco
level	malforte	slab	weakly	grupo	alternativoj	prononco
level	akso	o axă	an axis	grupo	alternativoj	prononco
level	praa	preistoric, foarte vechi, îndepărtat	prehistorical, very old, remote	grupo	alternativoj	prononco
level	mallaŭte	cu voce joasă	in low voice	grupo	alternativoj	prononco
level	periodaĵo	un periodic	a periodical	grupo	alternativoj	prononco
level	groto	o grotă, o peșteră, o groapă	a grotto, a cave, a pothole	grupo	alternativoj	prononco
level	praavo	un străbunic (la distanță)	a great great grandfather (remote)	grupo	alternativoj	prononco
level	profesio	o profesie	a profession	grupo	alternativoj	prononco
level	mallumo	întuneric	darkness	grupo	alternativoj	prononco
level	posteno	o pozitie	a position	grupo	alternativoj	prononco
level	ironio	o ironie	an irony	grupo	alternativoj	prononco
level	malmultekosta	ieftin	cheap	grupo	alternativoj	prononco
level	fiziko	fizică	physics	grupo	alternativoj	prononco
level	malproksime	departe	far away	grupo	alternativoj	prononco
level	malsaĝa	prostesc	silly	grupo	alternativoj	prononco
level	poŝtelefono	un telefon mobil	a mobile phone	grupo	alternativoj	prononco
level	praarbaro	o pădure primitivă	a primeval forest	grupo	alternativoj	prononco
level	poŝtoficejo	un oficiu postal	a post office	grupo	alternativoj	prononco
level	malsukcesa	nereușit, eșuat	unsuccessful, failing	grupo	alternativoj	prononco
level	plekti	a împleti, a împleti, a împleti, a încununa	to braid, to plait, to twine, to wreathe	grupo	alternativoj	prononco
level	rumano	o persoană română	a Romanian person	grupo	alternativoj	prononco
level	elasta	elastic	elastic	grupo	alternativoj	prononco
level	manĝegi	să mănânce mult	to eat much	grupo	alternativoj	prononco
level	mortigo	o crimă (=murdo)	a murder (=murdo)	grupo	alternativoj	prononco
level	oblikva	oblic, oblic, oblic	oblique, slanting, askew	grupo	alternativoj	prononco
level	verando	o verandă, o verandă	a veranda, a porch	grupo	alternativoj	prononco
level	rabi	a jefui	to rob	grupo	alternativoj	prononco
level	retletero	un email	an email	grupo	alternativoj	prononco
level	orienti	a se orienta	to orientate	grupo	alternativoj	prononco
level	eksplodi	sa explodeze	to explode	grupo	alternativoj	prononco
level	alternativo	o alternativa	an alternative	grupo	alternativoj	prononco
level	naskiĝtaga	zile de nastere	birthday's	grupo	alternativoj	prononco
level	efekto	un efect	an effect	grupo	alternativoj	prononco
level	fasti	a post (a se abține de la mâncare)	to fast (abstain from food)	grupo	alternativoj	prononco
level	nehoma	inumană	inhumane	grupo	alternativoj	prononco
level	nokta	nocturnă, nocturnă, nocturnă	night's, nightly, nocturnal	grupo	alternativoj	prononco
level	diametro	un diametru	a diameter	grupo	alternativoj	prononco
level	paŝti	a pășuna, a păstori, a hrăni	to pasture, to shepherd, to feed	grupo	alternativoj	prononco
level	paperujo	un coș pentru gunoiul de hârtie	a bin for paper garbage	grupo	alternativoj	prononco
level	miskompreni	a intelege gresit	to misunderstand	grupo	alternativoj	prononco
level	kozako	un cazac	a Cossack person	grupo	alternativoj	prononco
level	varo	marfă, bun comercial, mărfuri, mărfuri	commodity, trade good, merchandise, wares	grupo	alternativoj	prononco
level	plenigadi	pentru a continua umplerea	to keep filling	grupo	alternativoj	prononco
level	nuko	o ceafa, un gat	a nape, a neck	grupo	alternativoj	prononco
level	tipo	tip, exemplu, model	type, example, model	grupo	alternativoj	prononco
level	plimulto	majoritatea	a majority	grupo	alternativoj	prononco
level	irako	Irak	Iraq	grupo	alternativoj	prononco
level	resumo	un rezumat, un rezumat, un rezumat, un rezumat	a summary, a digest, a résumé, a sum-up	grupo	alternativoj	prononco
level	promeno	o promenadă, o plimbare	a promenade, a walking	grupo	alternativoj	prononco
level	horizontalo	o linie orizontală	a horizontal line	grupo	alternativoj	prononco
level	fi-	(prefix) rușinos, dezgustător, murdar	(prefix)  shameful, disgusting, dirty	grupo	alternativoj	prononco
level	aŭkcio	o licitatie	an auction	grupo	alternativoj	prononco
level	konkludi	a concluziona	to conclude	grupo	alternativoj	prononco
level	salivo	saliva, sclavist	saliva, slaver	grupo	alternativoj	prononco
level	subvencio	o subvenție, o subvenție	a subsidy, a grant	grupo	alternativoj	prononco
level	realigi	a realiza	to realise	grupo	alternativoj	prononco
level	koralo	un coral	a coral	grupo	alternativoj	prononco
level	cirkuli	a circula, a circula	to circulate, to go about	grupo	alternativoj	prononco
level	rekapti	a prinde din nou	to catch again	grupo	alternativoj	prononco
level	ekstari	a se ridica, a se ridica	to get stand up, to rise	grupo	alternativoj	prononco
level	ambasado	o ambasadă	an embassy	grupo	alternativoj	prononco
level	riĉeco	bogăţie	richness	grupo	alternativoj	prononco
level	rekonstrui	a reconstrui, a reconstrui	to rebuild, to reconstruct	grupo	alternativoj	prononco
level	kukumo	un castravete	a cucumber	grupo	alternativoj	prononco
level	samklubano	membru al aceluiasi club	a member of a same club	grupo	alternativoj	prononco
level	konsulti	a consulta, a privi în sus	to consult, to look up	grupo	alternativoj	prononco
level	seninterese	fara interese (=malinterese)	without interests (=malinterese)	grupo	alternativoj	prononco
level	sensukcese	fara succes	without success	grupo	alternativoj	prononco
level	eĉ se ~	chiar dacă ~	even if ~	grupo	alternativoj	prononco
level	modelo	un model	a model	grupo	alternativoj	prononco
level	rimo	o rimă	a rhyme	grupo	alternativoj	prononco
level	senvorte	fara cuvinte	without words	grupo	alternativoj	prononco
level	referenco	o referinta	a reference	grupo	alternativoj	prononco
level	komandi	a porunci	to command	grupo	alternativoj	prononco
level	krizo	o criză	a crisis	grupo	alternativoj	prononco
level	vinagro	un otet	a vinegar	grupo	alternativoj	prononco
level	soleca	talpă, singur	sole, alone	grupo	alternativoj	prononco
level	dano	un danez, un danez	a Danish person, a dane	grupo	alternativoj	prononco
level	ŝtofo	o țesătură, material textil, pânză, material de pânză	a fabric, textile, cloth, cloth material	grupo	alternativoj	prononco
level	viŝilo	o radieră, un ștergător	an eraser, a wiper	grupo	alternativoj	prononco
level	konfidenco	o confidențialitate, încredere, secret	a confidentiality, confidence, secret	grupo	alternativoj	prononco
level	sportisto	un sportiv	a sportsman	grupo	alternativoj	prononco
level	arabo	un arab, un arab	an Arabean person, an Arab	grupo	alternativoj	prononco
level	varii	a diversifica	to vary	grupo	alternativoj	prononco
level	subakviĝi	să se scufunde	to sink	grupo	alternativoj	prononco
level	oficiro	un ofițer (militar)	an officer (military)	grupo	alternativoj	prononco
level	ĉasisto	un vânător	a hunter	grupo	alternativoj	prononco
level	konferenco	o conferinta	a conference	grupo	alternativoj	prononco
level	surhavi	a purta mai departe	to wear on	grupo	alternativoj	prononco
level	animalo	un animal	an animal	grupo	alternativoj	prononco
level	teroristo	un terorist	a terrorist	grupo	alternativoj	prononco
level	nobla	nobil	noble	grupo	alternativoj	prononco
level	travivaĵo	un live-through, un experiment, o experiență	a live-through, an undergo, an experience	grupo	alternativoj	prononco
level	komunismo	comunism	communism	grupo	alternativoj	prononco
level	ŝinko	o șuncă	a ham	grupo	alternativoj	prononco
level	aspiri	a aspira la, a fi dornic de	to aspire to, to be eager for	grupo	alternativoj	prononco
level	ŝarko	un rechin	a shark	grupo	alternativoj	prononco
level	buko	o cataramă	a buckle	grupo	alternativoj	prononco
level	kvartalo	un cartier, cartier, cartier	a district, quarter, neighborhood	grupo	alternativoj	prononco
level	ŝildo	un scut	a shield	grupo	alternativoj	prononco
level	veturigi	a conduce	to drive	grupo	alternativoj	prononco
level	vidvo	un văduv	a widower	grupo	alternativoj	prononco
level	Kanado	Canada	Canada	grupo	alternativoj	prononco
level	strigo	o bufnita	an owl	grupo	alternativoj	prononco
level	stilo	un stil	a style	grupo	alternativoj	prononco
level	ŝimo	o matriță	a mold	grupo	alternativoj	prononco
level	aplaŭdi	a aplauda, a bate din palme, a aclama	to applaud, to clap, to acclaim	grupo	alternativoj	prononco
level	ŝmiraĵo	un unguent	an ointment	grupo	alternativoj	prononco
level	vojaĝanto	un călător	a traveller	grupo	alternativoj	prononco
level	ĉeesto	o participare	a participation	grupo	alternativoj	prononco
level	pruvi	a dovedi, a arăta	to prove, to show	grupo	alternativoj	prononco
level	kantisto	o cântăreață	a singer	grupo	alternativoj	prononco
level	ĝustatempe	la timp corect	in correct time	grupo	alternativoj	prononco
level	inaŭguri	a inaugura	to inaugurate	grupo	alternativoj	prononco
level	kantistino	o cântăreață	a female singer	grupo	alternativoj	prononco
level	fluto	un flaut	a flute	grupo	alternativoj	prononco
level	opozicii	a se opune, a fi în opoziție	to oppose, to be in opposition	grupo	alternativoj	prononco
level	kuiristo	un bucatar	a cook	grupo	alternativoj	prononco
level	ŝipkuro	un concurs de nave	a ship competition	grupo	alternativoj	prononco
level	diktatoro	un dictator	a dictator	grupo	alternativoj	prononco
level	funebro	trupă de doliu, durere (înmormântare)	mourning band, grief (funeral)	grupo	alternativoj	prononco
level	instali	a instala	to install	grupo	alternativoj	prononco
level	kuiristino	o bucătăreasă	a female cook	grupo	alternativoj	prononco
level	meksiko	Mexic	Mexico	grupo	alternativoj	prononco
level	eminenta	eminent, distins	eminent, distinguished	grupo	alternativoj	prononco
level	verbo	un verb	a verb	grupo	alternativoj	prononco
level	surfaco	suprafață, o suprafață	surface, a surface	grupo	alternativoj	prononco
level	bovlo	un castron	a bowl	grupo	alternativoj	prononco
level	trajto	o trăsătură, o trăsătură, linie (a feței)	a trait, a feature, line (of face)	grupo	alternativoj	prononco
level	demokratismo	democraţie	democracy	grupo	alternativoj	prononco
level	ŝuti	a vărsa, a turna, a vărsa	to dump, to pour, to pour out	grupo	alternativoj	prononco
level	baki	a coace	to bake	grupo	alternativoj	prononco
level	poŝtisto	un poștaș, un poștaș	a postman, a mailman	grupo	alternativoj	prononco
level	simpatio	simpatie, o simpatie	sympathy, a sympathy	grupo	alternativoj	prononco
level	melono	un pepene	a melon	grupo	alternativoj	prononco
level	abnorma	anormal	abnormal	grupo	alternativoj	prononco
level	sorĉi	a vrăji	to bewitch	grupo	alternativoj	prononco
level	juĝisto	un judecator	a judge	grupo	alternativoj	prononco
level	reciproka	reciproc, reciproc	reciprocal, mutual	grupo	alternativoj	prononco
level	fabriko	o fabrică, o fabrică (=manufakturo)	a factory, a manufacture (=manufakturo)	grupo	alternativoj	prononco
level	faldi	a plia	to fold	grupo	alternativoj	prononco
level	dentisto	un dentist	a dentist	grupo	alternativoj	prononco
level	medikamento	un medicament, un medicament, un medicament	medication, a medicine, a drug	grupo	alternativoj	prononco
level	kaŝtano	o castană	a chestnut	grupo	alternativoj	prononco
level	testudo	o broasca testoasa, o broasca testoasa	a tortoise, a turtle	grupo	alternativoj	prononco
level	proceso	un proces, un proces	a process, a lawsuit	grupo	alternativoj	prononco
level	eksperimento	un experiment	an experiment	grupo	alternativoj	prononco
level	heliko	un melc	a snail	grupo	alternativoj	prononco
level	dancisto	un dansator	a dancer	grupo	alternativoj	prononco
level	vodko	vodcă	vodka	grupo	alternativoj	prononco
level	esenco	esență, o esență	essence, an essence	grupo	alternativoj	prononco
level	strukturo	structură, o structură	structure, a structure	grupo	alternativoj	prononco
level	spongo	un burete	a sponge	grupo	alternativoj	prononco
level	imperiestro	un împărat	an emperor	grupo	alternativoj	prononco
level	domaĝi	a fi îngrijorat pentru, a regreta, a se teme de	to be concerned for, to regret, to fear for	grupo	alternativoj	prononco
level	be!	fi!	be!	grupo	alternativoj	prononco
level	sopiri	a tânji după, a tânji după	to yearn for, to long for	grupo	alternativoj	prononco
level	modesta	modest, moderat	modest, moderate	grupo	alternativoj	prononco
level	pozicio	o poziție, o locație, un loc	a position, a location, a place	grupo	alternativoj	prononco
level	inĝeniero	un inginer	an engineer	grupo	alternativoj	prononco
level	tegolo	o tigla de acoperis	a roofing tile	grupo	alternativoj	prononco
level	libio	Libia	Libya	grupo	alternativoj	prononco
level	ganto	o mănușă	a glove	grupo	alternativoj	prononco
level	gruo	o macara	a crane	grupo	alternativoj	prononco
level	rezisti	a rezista	to resist	grupo	alternativoj	prononco
level	alfabeto	alfabet	alphabet	grupo	alternativoj	prononco
level	rampi	a se târî, a se târî	to crawl, to creep	grupo	alternativoj	prononco
level	transporti	a transporta	to transport	grupo	alternativoj	prononco
level	pupilo	pupila (nurul ochiului)	pupil (apple of the eye)	grupo	alternativoj	prononco
level	muskolo	un muşchi	a muscle	grupo	alternativoj	prononco
level	beni	a binecuvanta	to bless	grupo	alternativoj	prononco
level	profito	un profit, un câștig	a profit, a gain	grupo	alternativoj	prononco
level	Maria	Maria	Maria	grupo	alternativoj	prononco
level	kritiki	a critica, a critica	to criticize, to critique	grupo	alternativoj	prononco
level	konscienco	conștiință, simț moral, voce interioară	conscience, moral sense, inner voice	grupo	alternativoj	prononco
level	ĉefo	un lider, un șef	a leader, a boss	grupo	alternativoj	prononco
level	Pakistano	Pakistan	Pakistan	grupo	alternativoj	prononco
level	treni	a târî, a remorca	to drag, to tow	grupo	alternativoj	prononco
level	Venezuelo	Venezuela	Venezuela	grupo	alternativoj	prononco
level	ortografio	ortografie	orthography	grupo	alternativoj	prononco
level	febro	o febră	a fever	grupo	alternativoj	prononco
level	ĉefurbo	un oras capital	a capital city	grupo	alternativoj	prononco
level	ravi	a incanta	to delight	grupo	alternativoj	prononco
level	ĉagreni	a supăra, a enerva, a se îngrijora	to vex, to annoy, to worry	grupo	alternativoj	prononco
level	ĉefi	a conduce	to lead	grupo	alternativoj	prononco
level	ribeli	a se răzvrăti, a se revolta	to rebel, to revolt	grupo	alternativoj	prononco
level	kancero	cancer	cancer	grupo	alternativoj	prononco
level	atesti	a atesta, a depune mărturie, a afirma	to attest, to testify, to affirm	grupo	alternativoj	prononco
level	inklina	înclinat, înclinat	inclined, prone	grupo	alternativoj	prononco
level	cirkonstanco	o împrejurare	a circumstance	grupo	alternativoj	prononco
level	bulgaro	o persoană bulgară	a Bulgarian person	grupo	alternativoj	prononco
level	frosta	geroasă, înghețată	frosty, freezing	grupo	alternativoj	prononco
level	kakao	o boabe de cacao, o cacao	a cocoa bean, a cacao	grupo	alternativoj	prononco
level	tomato	o rosie	a tomato	grupo	alternativoj	prononco
level	firmao	o firmă, o companie (=firmo)	a firm, a company (=firmo)	grupo	alternativoj	prononco
level	pigo	o magpie	a magpie	grupo	alternativoj	prononco
level	grafo	un conte, un conte	a count, an earl	grupo	alternativoj	prononco
level	Alĝerio	Algeria	Algeria	grupo	alternativoj	prononco
level	instituto	un institut	an institute	grupo	alternativoj	prononco
level	rifuĝi	a se refugia	to take refuge	grupo	alternativoj	prononco
level	arda	înflăcărat	ardent	grupo	alternativoj	prononco
level	armeno	un armean	an Armenian	grupo	alternativoj	prononco
level	anĝelo	un înger	an angel	grupo	alternativoj	prononco
level	konvalo	un crin de vale	a lily of the valley	grupo	alternativoj	prononco
level	egoismo	egoism, egoism, egoism	egoism, egotism, selfishness	grupo	alternativoj	prononco
level	kinejo	un cinematograf, un cinematograf	a cinema, a movie theater	grupo	alternativoj	prononco
level	rezervita	rezervat	reserved	grupo	alternativoj	prononco
level	kolono	coloană, o coloană, un stâlp	column, a column, a pillar	grupo	alternativoj	prononco
level	deklari	a declara	to declare	grupo	alternativoj	prononco
level	kirurgo	un chirurg (=ĥirurgo)	a surgeon (=ĥirurgo)	grupo	alternativoj	prononco
level	indiferenta	indiferent	indifferent	grupo	alternativoj	prononco
level	trotuaro	un trotuar, un trotuar	a sidewalk, a pavement	grupo	alternativoj	prononco
level	prokrasti	a amâna, a întârzia	to procrastinate, to delay	grupo	alternativoj	prononco
level	cikado	o cicada	a cicada	grupo	alternativoj	prononco
level	instrumento	un instrument	an instrument	grupo	alternativoj	prononco
level	cedi	a ceda, a ceda, a ceda	to cede, to yield, to give in	grupo	alternativoj	prononco
level	pretendi	a pretinde, a presupune	to claim, to presume	grupo	alternativoj	prononco
level	egoisto	un egoist	an egoist	grupo	alternativoj	prononco
level	insisti	a insista	to insist	grupo	alternativoj	prononco
level	naiva	naiv	naive	grupo	alternativoj	prononco
level	situi	a fi situat, a fi situat	to be located, to be situated	grupo	alternativoj	prononco
level	penetri	Să pătrundă	to penetrate	grupo	alternativoj	prononco
level	kapitalo	capital, un capital	capital, a capital	grupo	alternativoj	prononco
level	demono	un demon	a demon	grupo	alternativoj	prononco
level	licenco	o licență	a license	grupo	alternativoj	prononco
level	diferenci	a diferentia	to differentiate	grupo	alternativoj	prononco
level	skorpio	un scorpion	a scorpion	grupo	alternativoj	prononco
level	sufoki	a sufoca, a sufoca	to suffocate, to choke	grupo	alternativoj	prononco
level	tordi	a răsuci, a contorsiona	to twist, to contort	grupo	alternativoj	prononco
level	kontanta	în numerar	in cash	grupo	alternativoj	prononco
level	ĵuri	a injura	to swear	grupo	alternativoj	prononco
level	apetita	apetisant	appetitizing	grupo	alternativoj	prononco
level	adjektivo	un adjectiv	an adjective	grupo	alternativoj	prononco
level	pluralo	un plural	a plural	grupo	alternativoj	prononco
level	aktuala	de importanță actuală, de actualitate, urgentă, relevantă	of current importance, topical, urgent, relevant	grupo	alternativoj	prononco
