B.pl content.tsv
Level	Esperanto	pl	en-us	Grupo	Alternativoj	Pronoco
level	kvin minutoj antaŭ la deka, aŭ naŭa kvindek kvin	pięć minut przed dziesiątą lub dziewiąta pięćdziesiąt pięć	five minutes before ten, or nine fifty-five	grupo	alternativoj	prononco
level	trafis aŭ maltrafis?	trafiony czy chybiony?	hit or missed?	grupo	alternativoj	prononco
level	vi maltrafis la matenmanĝon	przegapiłeś śniadanie	you missed breakfast	grupo	alternativoj	prononco
level	o, fek!	o cholera!	oh, shit!	grupo	alternativoj	prononco
level	ĉu vi estas sata?	jesteś zadowolony ?	are you satisfied ?	grupo	alternativoj	prononco
level	kaj mi kiu estas ege malsata	i ja, który jestem bardzo głodny	and I who am extremely hungry	grupo	alternativoj	prononco
level	se vi hastos	jeśli się pospieszysz	if you hurry	grupo	alternativoj	prononco
level	povas almenaŭ trafi la malfermon	może przynajmniej trafić w otwór	can at least hit the opening	grupo	alternativoj	prononco
level	la malfermo de la kongreso	otwarcie kongresu	the opening of the congress	grupo	alternativoj	prononco
level	vi povas almenaŭ trafi la malfermon de la kongreso	możesz przynajmniej trafić na otwarcie konwencji	you can at least hit the opening of the convention	grupo	alternativoj	prononco
level	kiam ĝi estos?	kiedy to będzie?	when will it be?	grupo	alternativoj	prononco
level	je kvarono post la deka	kwadrans po dziesiątej	at a quarter past ten	grupo	alternativoj	prononco
level	ĝi daŭros horon	potrwa to godzinę	it will last an hour	grupo	alternativoj	prononco
level	kaj je la dek dua eblos manĝi	a o dwunastej będzie można jeść	and at twelve it will be possible to eat	grupo	alternativoj	prononco
level	bele mi antaŭĝojas	pięknie, czekam z niecierpliwością	beautifully I'm looking forward to it	grupo	alternativoj	prononco
level	diru, kio okazas dum la malfermo?	powiedz mi, co się dzieje podczas otwarcia?	tell me, what happens during the opening?	grupo	alternativoj	prononco
level	ĉu ĝi estas vizitinda entute?	czy w ogóle warto tam zajrzeć?	is it worth visiting at all?	grupo	alternativoj	prononco
level	laŭ mi jes	moim zdaniem tak	in my opinion yes	grupo	alternativoj	prononco
level	kutime ĝi ne estas tre vigla	zwykle nie jest zbyt żywy	usually it is not very lively	grupo	alternativoj	prononco
level	sed por vi, kiel "novulo"	ale dla ciebie jako „nowicjusza”	but for you as a 'rookie'	grupo	alternativoj	prononco
level	povus esti interese ĉeesti ĝin	może być ciekawie wziąć w nim udział	it might be interesting to attend it	grupo	alternativoj	prononco
level	mi supozas ke ~	Chyba tak ~	I guess that ~	grupo	alternativoj	prononco
level	la prezidanto de TEJO diros kelkajn vortojn	prezes TEJO powie kilka słów	the president of TEJO will say a few words	grupo	alternativoj	prononco
level	la temon de la kongreso	temat kongresu	the theme of the congress	grupo	alternativoj	prononco
level	ŝajnas, verŝajne	wydaje się, że prawdopodobnie	it seems, probably	grupo	alternativoj	prononco
level	iu de LKK verŝajne prezentos la temon de la kongreso	zapewne ktoś z LKK przedstawi temat kongresu	someone from LKK will probably present the topic of the congress	grupo	alternativoj	prononco
level	ĉiu IJK havas sian temon	każdy IJK ma swój temat	each IJK has its theme	grupo	alternativoj	prononco
level	mi esperas ke estos iom da muziko ankaŭ	Mam nadzieję, że będzie też trochę muzyki	I hope there will be some music as well	grupo	alternativoj	prononco
level	bone, kie ĝi okazos?	cóż, gdzie to się odbędzie?	well, where will it take place?	grupo	alternativoj	prononco
level	en la granda prelegejo	w wielkiej sali wykładowej	in the great lecture hall	grupo	alternativoj	prononco
level	kiel trovi tiun?	jak to znaleźć?	how to find that?	grupo	alternativoj	prononco
level	kiam vi eliras tiun ĉi ejon	kiedy opuścisz to miejsce	when you leave this place	grupo	alternativoj	prononco
level	iru dekstren ĝis la fino de la konstruaĵo	idź prosto do końca budynku	go right to the end of the building	grupo	alternativoj	prononco
level	dum eble 100 metroj	może na 100 metrów	for maybe 100 meters	grupo	alternativoj	prononco
level	dekstren denove, rekten dum eble 100 metroj	znowu w prawo, prosto przez może 100 metrów	right again, straight for maybe 100 meters	grupo	alternativoj	prononco
level	kaj estas flava domo	i jest żółty dom	and there is a yellow house	grupo	alternativoj	prononco
level	je la maldekstra flanko de la vojo	po lewej stronie drogi	on the left side of the road	grupo	alternativoj	prononco
level	ŝildoj pri ĉiuj ejoj de IJK	znaki na wszystkich stronach IJK	signs about all IJK sites	grupo	alternativoj	prononco
level	en ĝi, vi trovos ŝildojn pri ĉiuj ejoj de IJK	znajdziesz w nim tabliczki informujące o wszystkich placówkach IJK	in it, you will find signs about all IJK sites	grupo	alternativoj	prononco
level	mi sendos mesaĝon per poŝtelefono	Wyślę wiadomość na telefon komórkowy	I will send a message by mobile phone	grupo	alternativoj	prononco
level	se mi ne trovos	jeśli nie znajdę	if I don't find it	grupo	alternativoj	prononco
level	ha, bona ideo, ĝis tie!	och, dobry pomysł, do zobaczenia na górze!	oh, good idea, see you up there!	grupo	alternativoj	prononco
level	en la prelegejo	w sali wykładowej	in the lecture hall	grupo	alternativoj	prononco
level	gardanĝeloj? ĉu vi ŝercas?	Anioł Stróż? żartujesz?	guardian angels? are you kidding?	grupo	alternativoj	prononco
level	prezidanto de TEJO	prezes TEJO	president of TEJO	grupo	alternativoj	prononco
level	fine mi deziras al vi ĉiuj amuzan semajnon	na koniec życzę wszystkim miłego tygodnia	finally I wish you all a fun week	grupo	alternativoj	prononco
level	laŭ la lastaj informoj	według najnowszych informacji	according to the latest information	grupo	alternativoj	prononco
level	ni estas 423 ĉi tie de 38 landoj	jest nas tutaj 423 z 38 krajów	we are 423 here from 38 countries	grupo	alternativoj	prononco
level	mi deziras fruktodonan kaj amuzegan IJK-semajnon	Życzę owocnego i wspaniałego tygodnia IJK	I wish you a fruitful and great fun IJK week	grupo	alternativoj	prononco
level	koran bonvenon nome de la TEJO-estraro	serdecznie witamy w imieniu zarządu TEJO	a warm welcome, on behalf of the TEJO board	grupo	alternativoj	prononco
level	post granda aplaŭdo	po gromkich brawach	after a big round of applause	grupo	alternativoj	prononco
level	ĉu vi sukcesis resti veka?	udało ci się nie zasnąć?	did you manage to stay awake?	grupo	alternativoj	prononco
level	jes, ĉefe pro mia malsato	tak, głównie z powodu mojego głodu	yes, mainly because of my hunger	grupo	alternativoj	prononco
level	ne, mi ŝercas, estis interese aŭdi	nie, żartuję. ciekawie było to usłyszeć	no, I'm kidding. it was interesting to hear	grupo	alternativoj	prononco
level	estis interese aŭdi iom pri la agado	ciekawie było usłyszeć trochę o tej działalności	was interesting to hear a little about the activity	grupo	alternativoj	prononco
level	aŭdi pri la agado kaj strukturo de la movado	aby usłyszeć o działalności i strukturze ruchu	to hear about the activity and structure of the movement	grupo	alternativoj	prononco
level	TEJO-kunsido interesos vin	sesja TEJO Cię zainteresuje	a TEJO session will interest you	grupo	alternativoj	prononco
level	eble iu el la TEJO-kunsidoj povas interesi vin	może któraś z sesji TEJO będzie dla Ciebie interesująca	maybe some of the TEJO sessions may be interesting to you	grupo	alternativoj	prononco
level	jes eble	tak, może	yes maybe	grupo	alternativoj	prononco
level	mi provos	Postaram się	I will try	grupo	alternativoj	prononco
level	provos ĉeesti	spróbuje wziąć udział	will try to attend	grupo	alternativoj	prononco
level	mi provos ĉeesti	Postaram się wziąć udział	I will try to attend	grupo	alternativoj	prononco
level	ĉeesti unu	wziąć udział w jednym	to attend one	grupo	alternativoj	prononco
level	ĉeesti por vidi	uczestniczyć, aby zobaczyć	attend to see	grupo	alternativoj	prononco
level	iun tagon	pewnego dnia (kiedyś)	one day (someday)	grupo	alternativoj	prononco
level	mi provos iun tagon	Spróbuję pewnego dnia	I will try one day	grupo	alternativoj	prononco
level	iun tagon ĉeesti	jeden dzień, aby wziąć udział	one day to attend	grupo	alternativoj	prononco
level	ĉeesti iun tagon por vidi	przyjechać kiedyś, żeby zobaczyć	attend someday to see	grupo	alternativoj	prononco
level	mi provos iun tagon ĉeesti unu por vidi	Spróbuję pewnego dnia wziąć udział w jednym, żeby zobaczyć	I will try one day to attend one to see	grupo	alternativoj	prononco
level	kio estas tio?	co to jest?	what is that?	grupo	alternativoj	prononco
level	kio estas tio pri ~	o co chodzi ~	what is that about ~	grupo	alternativoj	prononco
level	gard-anĝelo	anioł stróż	a guard angel	grupo	alternativoj	prononco
level	tio pri "gardanĝelo"	to o &quot;aniole stróżu&quot;	that about "guard angel"	grupo	alternativoj	prononco
level	sed kio estas	ale co jest	but what is	grupo	alternativoj	prononco
level	sed kio estas tio pri "gardanĝelo"?	ale o co chodzi z „aniołem stróżem”?	but what is that about a "guardian angel"?	grupo	alternativoj	prononco
level	ĉu ŝerco?	żart?	a joke?	grupo	alternativoj	prononco
level	ĉu malbona ŝerco?	kiepski żart?	a bad joke?	grupo	alternativoj	prononco
level	malbona ŝerco	zły kawał	bad joke	grupo	alternativoj	prononco
level	iu ŝerco	jakiś żart	some joke	grupo	alternativoj	prononco
level	iu malbona ŝerco	jakiś kiepski żart	some bad joke	grupo	alternativoj	prononco
level	ĉu iu malbona ŝerco?	(czy to) jakiś kiepski żart?	(is that) some bad joke?	grupo	alternativoj	prononco
level	mi ŝercas	żartuję	I'm joking	grupo	alternativoj	prononco
level	ne, mi ŝercas	nie, żartuję	no, I'm kidding	grupo	alternativoj	prononco
level	estis interese aŭdi	ciekawie było to usłyszeć	it was interesting to hear	grupo	alternativoj	prononco
level	kiel kontakti ~	jak się skontaktować ~	how to contact ~	grupo	alternativoj	prononco
level	kaj kiel kontakti tiujn anĝelojn?	i jak skontaktować się z tymi aniołami?	and how to contact those angels?	grupo	alternativoj	prononco
level	per iu IJK-preĝo eble	może z jakąś modlitwą IJK	with some IJK prayer maybe	grupo	alternativoj	prononco
level	provu! se ne funkcias vi povas iri al ~	Spróbuj! jeśli to nie zadziała, możesz przejść do ~	try it! if it doesn't work you can go to ~	grupo	alternativoj	prononco
level	vi povas iri al la ĉambro "La ĉielo" post la tagmanĝo	po obiedzie możesz udać się do sali „Niebo”.	you can go to the room "The sky" after lunch	grupo	alternativoj	prononco
level	bonege, unue manĝo, poste ĉielen	wspaniale, najpierw jedzenie, potem niebo	great, first food, then heaven	grupo	alternativoj	prononco
level	unue manĝo, poste ĉielen al la anĝelinoj	najpierw jedzenie, potem w niebie do aniołów	first food, then in the sky to the angels	grupo	alternativoj	prononco
level	maltro da manĝo	#REF!	#REF!	grupo	alternativoj	prononco
level	post iom maltro da manĝo	po trochę mniejszym jedzeniu	after a little less food	grupo	alternativoj	prononco
level	Kabe iras al la ĉambro "La ĉielo"	Kabe idzie do pokoju „niebo”	Kabe goes to the room "the sky"	grupo	alternativoj	prononco
level	saluton. ĉu estas via unua IJK?	cześć, czy to twój pierwszy IJK?	hello, is it your first IJK?	grupo	alternativoj	prononco
level	bone. mi tre ĝojas. mi estas Jesi	OK. Jestem bardzo zadowolony. Jestem Jesi	ok. I am very glad. I'm Jesi	grupo	alternativoj	prononco
level	kaj tiu ĉi estas jam mia sesa IJK	a to już mój szósty IJK	and this is already my sixth IJK	grupo	alternativoj	prononco
level	jen estas papero kun kelkaj demandoj	tutaj jest artykuł z kilkoma pytaniami	here is a paper with some questions	grupo	alternativoj	prononco
level	papero kun demandoj kaj taskoj	kartka z pytaniami i zadaniami	paper with questions and tasks	grupo	alternativoj	prononco
level	kelkaj demandoj kaj taskoj rilate al la kongreso	kilka pytań i zadań związanych z kongresem	some questions and tasks related to the congress	grupo	alternativoj	prononco
level	vi provu solvi ilin	próbujesz je rozwiązać	you try to solve them	grupo	alternativoj	prononco
level	mi proponas ke vi provu solvi ilin	Sugeruję, abyś spróbował je rozwiązać	I suggest you try to solve them	grupo	alternativoj	prononco
level	kun Ana de Pollando, Boris de Germanio kaj Nacuko de Japanio	z Aną z Polski, Borisem z Niemiec i Natsuko z Japonii	with Ana from Poland, Boris from Germany and Natsuko from Japan	grupo	alternativoj	prononco
level	nur voku min se vi bezonos helpon	po prostu zadzwoń do mnie, jeśli będziesz potrzebować pomocy	just call me if you need help	grupo	alternativoj	prononco
level	poste en la libroservo	później w serwisie książkowym	later in the book service	grupo	alternativoj	prononco
level	kiel do estis en la ĉielo?	więc jak było w niebie?	so how was it in heaven?	grupo	alternativoj	prononco
level	mi fakte renkontis veran anĝelinon!	Rzeczywiście spotkałem prawdziwego anioła!	I actually met a real angel!	grupo	alternativoj	prononco
level	ĉielece, mi pensas ke mi fakte renkontis veran anĝelinon!	boskie, chyba rzeczywiście spotkałam prawdziwego anioła!	heavenly, I think I actually met a real angel!	grupo	alternativoj	prononco
level	mirinde bela kaj afabla ŝi estis	była niesamowicie piękna i miła	she was amazingly beautiful and kind	grupo	alternativoj	prononco
level	ho, Dio mia! kaj kio estas ŝia nomo?	o mój Boże! i jak ona ma na imię?	oh my god! and what is her name?	grupo	alternativoj	prononco
level	aj, mi jam forgesis!	och, już zapomniałem!	oh, I already forgot!	grupo	alternativoj	prononco
level	pli kaj pli ebriiĝas	coraz częściej się upija	more and more gets drunk	grupo	alternativoj	prononco
level	en la trinkejo, Kabe pli kaj pli ebriiĝas	w barze Kabe upija się coraz bardziej	in the bar, Kabe gets more and more drunk	grupo	alternativoj	prononco
level	ĉu ankaŭ la trinkejestro?	czy barman też?	is the bartender too?	grupo	alternativoj	prononco
level	unu bieron mi petas	Jedno piwo, proszę	one beer please	grupo	alternativoj	prononco
level	ĝi kostas 1 eŭron	kosztuje 1 euro	it costs 1 euro	grupo	alternativoj	prononco
level	ĉu vi ŝatus ankaŭ ion alian?	czy chciałbyś też czegoś innego?	would you like something else too?	grupo	alternativoj	prononco
level	ne dankon, biero sufiĉas por mi	nie, dziękuję, piwo mi wystarczy	no thanks, beer is enough for me	grupo	alternativoj	prononco
level	ĉu vere? kio pri vodko, labambo kaj inoj?	Naprawdę? a co z wódką, labambą i kobietami?	really? what about vodka, labamba and females?	grupo	alternativoj	prononco
level	nu, kial ne	czemu nie	well, why not	grupo	alternativoj	prononco
level	laŭdire ĝi estas amuza	mówi się, że to świetna zabawa	it is said to be fun	grupo	alternativoj	prononco
level	mi ankoraŭ ne dancis labambon, sed laŭdire ĝi estas amuza	Nie tańczyłam jeszcze labamby, ale mówią, że to fajna zabawa	I haven't danced the labamba yet, but I'm told it's fun	grupo	alternativoj	prononco
level	dum la kantaĵo "La Bamba" homoj dancas	podczas piosenki „La Bamba” ludzie tańczą	during the song "La Bamba" people dance	grupo	alternativoj	prononco
level	homoj dancas en granda rondo	ludzie tańczą w dużym kręgu	people dance in a big circle	grupo	alternativoj	prononco
level	kaj ene de tiu rondo dancas aliaj homoj	a w tym kręgu tańczą inni ludzie	and within that circle other people dance	grupo	alternativoj	prononco
level	funkcias tiel ke ~	działa tak, że ~	works so that ~	grupo	alternativoj	prononco
level	funkcias tiel ke homoj dancas en granda rondo	działa tak, że ludzie tańczą w dużym kręgu	works so that people dance in a big circle	grupo	alternativoj	prononco
level	dancas en granda rondo kaj ene de tiu rondo	tańczy w dużym kręgu i wewnątrz tego kręgu	dances in a big circle and within that circle	grupo	alternativoj	prononco
level	homoj dancas kaj dancas aliaj homoj	ludzie tańczą i inni ludzie tańczą	people dance and other people dance	grupo	alternativoj	prononco
level	tiuj dancantaj ene de la rondo	ci, którzy tańczą w kręgu	those who dance within the circle	grupo	alternativoj	prononco
level	tiuj dancantoj elektas dancanton de la rondo	tańczący wybierają tancerza z kręgu	those who dance choose a dancer from the circle	grupo	alternativoj	prononco
level	elektas dancanton kaj kisas ŝin aŭ lin	wybiera tancerkę i całuje ją lub jego	chooses a dancer and kisses her or him	grupo	alternativoj	prononco
level	kisas ŝin aŭ lin tri-foje sur la vangoj	całuje ją lub go trzy razy w policzki	kisses her or him three times on the cheeks	grupo	alternativoj	prononco
level	elektas dancanton kaj kisas sur la vangoj	wybiera tancerza i całuje w policzki	chooses a dancer and kisses on the cheeks	grupo	alternativoj	prononco
level	elektas dancanton de la rondo kaj kisas	wybiera tancerza z kręgu i całuje	chooses a dancer from the circle and kisses	grupo	alternativoj	prononco
level	poste ili ŝanĝas lokon	potem zamieniają się miejscami	then they change places	grupo	alternativoj	prononco
level	kisas, kisanto, kisito, kisonto, kisoto	pocałunki, osoba całująca, osoba całowana, osoba, która będzie całować, osoba, która będzie całowana	kisses, a kissing person, a kissed person, a person who will kiss, a person who will be kissed	grupo	alternativoj	prononco
level	kaj la kisito iĝas kisonto	a pocałowany staje się osobą, która będzie całować	and the kissed becomes a person who will kiss	grupo	alternativoj	prononco
level	tiuj dancantoj elektas kaj poste ili ŝanĝas lokon	ci tancerze wybierają, a potem zamieniają się miejscami	those dancers choose and then they change places	grupo	alternativoj	prononco
level	la kisinto nun estas kisoto	osoba, która całowała, jest teraz osobą, która będzie całowana	the person who kissed is now a person who will be kissed	grupo	alternativoj	prononco
level	tre facile, ĉu ne?	bardzo łatwe, prawda?	very easy, right?	grupo	alternativoj	prononco
level	nu, mi esperas ke estas ~	cóż, mam nadzieję, że tak ~	well, I hope it is ~	grupo	alternativoj	prononco
level	pli facile en la praktiko	w praktyce łatwiej	more easily in practice	grupo	alternativoj	prononco
level	esperas ke estas pli facile	ma nadzieję, że będzie łatwiej	hopes it's easier	grupo	alternativoj	prononco
level	estas pli facile en la praktiko	w praktyce jest łatwiej	it's easier in practice	grupo	alternativoj	prononco
level	mi provos iam	Spróbuję kiedyś	I will try sometime	grupo	alternativoj	prononco
level	sed unue la bieron!	ale najpierw piwo!	but first the beer!	grupo	alternativoj	prononco
level	mi provos iam, sed unue la bieron!	Kiedyś spróbuję, ale najpierw piwo!	I'll try one day, but first the beer!	grupo	alternativoj	prononco
level	saĝa knabo	mądry chłopak	a smart boy	grupo	alternativoj	prononco
level	vi, kiu konas preskaŭ ĉiujn	ty, który znasz prawie wszystkich	you who know almost everyone	grupo	alternativoj	prononco
level	konas preskaŭ ĉiujn ĉi tie	zna tu prawie wszystkich	knows almost everyone here	grupo	alternativoj	prononco
level	ĉu vi scias kiu estas la knabino	wiesz kim jest ta dziewczyna?	do you know who the girl is?	grupo	alternativoj	prononco
level	la knabino kiu kunordigis	dziewczyna, która koordynowała	the girl who coordinated	grupo	alternativoj	prononco
level	la knabino kiu kunordigis la ’gardanĝelojn’	dziewczyna, która koordynowała „aniołów stróżów”	the girl who coordinated the 'guardian angels'	grupo	alternativoj	prononco
level	vi verŝajne pensas pri Jesi	prawdopodobnie myślisz o Jesi	you are probably thinking of Jesi	grupo	alternativoj	prononco
level	jes, ĝuste!	tak to prawda!	yes, that's right!	grupo	alternativoj	prononco
level	mi memoras ke mi aŭdis	Pamiętam, że słyszałem	I remember that I heard	grupo	alternativoj	prononco
level	nun mi memoras ke ~	teraz to pamiętam ~	now I remember that ~	grupo	alternativoj	prononco
level	memoras ke mi aŭdis ŝian nomon	pamiętaj, że słyszałem jej imię	remember that I heard her name	grupo	alternativoj	prononco
level	laŭ mi	Moim zdaniem	in my opinion	grupo	alternativoj	prononco
level	ŝi estas stranga persono	ona jest dziwną osobą	she is a strange person	grupo	alternativoj	prononco
level	laŭ mi ŝi estas stranga persono	moim zdaniem jest dziwną osobą	in my opinion she is a strange person	grupo	alternativoj	prononco
level	tute ne trinkas bieron	w ogóle nie pije piwa	doesn't drink beer at all	grupo	alternativoj	prononco
level	kaj ne manĝas viandon	i nie je mięsa	and does not eat meat	grupo	alternativoj	prononco
level	ŝajnas ke ~	wydaje się, że ~	it seems that ~	grupo	alternativoj	prononco
level	ŝia sola intereso estas ~	jej jedynym zainteresowaniem jest ~	her only interest is ~	grupo	alternativoj	prononco
level	sola intereso estas Esperanto-agado	jedynym zainteresowaniem jest aktywność esperancka	only interest is Esperanto activity	grupo	alternativoj	prononco
level	ŝajnas ke ŝia sola intereso estas Esperanto	wydaje się, że interesuje ją wyłącznie esperanto	it seems that her only interest is Esperanto	grupo	alternativoj	prononco
level	sed ŝi estas tre bela	ale ona jest bardzo piękna	but she is very beautiful	grupo	alternativoj	prononco
level	estas tre bela kaj afabla	jest bardzo piękny i miły	is very beautiful and kind	grupo	alternativoj	prononco
level	tre bela kaj afabla laŭ mi	moim zdaniem bardzo miły i miły	very nice and kind in my opinion	grupo	alternativoj	prononco
level	eble vi pravas	może masz rację	maybe you are right	grupo	alternativoj	prononco
level	eble vi pravas pri tio	może masz co do tego rację	maybe you are right about that	grupo	alternativoj	prononco
level	preskaŭ neniam estas en la trinkejo	prawie nigdy nie jest w barze	is almost never in the bar	grupo	alternativoj	prononco
level	ŝi preskaŭ neniam estas ~	prawie nigdy nie jest ~	she is almost never ~	grupo	alternativoj	prononco
level	ne renkontas ŝin ofte	nie spotykaj jej często	don't meet her often	grupo	alternativoj	prononco
level	mi ne renkontas ofte	Nie spotykam się często	I don't meet often	grupo	alternativoj	prononco
level	kaj do mi ne renkontas ŝin ofte	i dlatego nie spotykam jej często	and so I don't meet her often	grupo	alternativoj	prononco
level	fajfas pri tiaj homoj	gwiżdże na takich ludzi	whistles about such people	grupo	alternativoj	prononco
level	fakte, mi tute fajfas	właściwie to całkowicie gwiżdżę	in fact, I'm totally whistling	grupo	alternativoj	prononco
level	mi komprenas ~	Rozumiem ~	I understand ~	grupo	alternativoj	prononco
level	tiel parolas vera trinkejestro	tak mówi prawdziwy barman	that's how a real bartender talks	grupo	alternativoj	prononco
level	prave. je via sano!	słusznie, więc na zdrowie!	rightly, so to your health!	grupo	alternativoj	prononco
level	je via sano! ho, bonega biero	za Twoje zdrowie! och, świetne piwo	to your health! oh, great beer	grupo	alternativoj	prononco
level	kompreneble. estis ja mi kiu elektis ĝin	oczywiście to ja go wybrałem	of course, I was the one who chose it	grupo	alternativoj	prononco
level	ĉu vi havas ideon?	masz jakiś pomysł?	do you have any idea?	grupo	alternativoj	prononco
level	kie eblus trovi tiun strangan knabinon?	gdzie można znaleźć tę dziwną dziewczynę?	where would it be possible to find that strange girl?	grupo	alternativoj	prononco
level	trovi tiun strangan sed tre belan knabinon	znaleźć tę dziwną, ale bardzo piękną dziewczynę	to find that strange but very beautiful girl	grupo	alternativoj	prononco
level	ideo kie eblus trovi ~	pomysł, gdzie można go znaleźć ~	idea where it could be found ~	grupo	alternativoj	prononco
level	havas ideon kie eblus trovi ~	ma pomysł, gdzie można by znaleźć ~	has an idea where it would be possible to find ~	grupo	alternativoj	prononco
level	tutcerte en la Gufujo	zdecydowanie w herbaciarni (Owlery)	definitely in the tea launge(Owlery)	grupo	alternativoj	prononco
level	tiaj homoj konstante sidas	tacy ludzie ciągle siedzą	such people are constantly sitting	grupo	alternativoj	prononco
level	konstante sidas tie teumante	ciągle tam siedzi i pije herbatę	is constantly sitting there drinking tea	grupo	alternativoj	prononco
level	kia teda vivo!	co za nudne życie!	what a tedious life!	grupo	alternativoj	prononco
level	Gufujo, estas trankvila ejo	herbaciarnia (Owlery) to spokojne miejsce	the tea launge(Owlery), is a quiet place	grupo	alternativoj	prononco
level	trankvila ejo kie eblas trinki teon	spokojne miejsce, gdzie można napić się herbaty	a quiet place where you can drink tea	grupo	alternativoj	prononco
level	trinki teon, babili, aŭskulti trankvilan muzikon	pić herbatę, rozmawiać, słuchać spokojnej muzyki	drink tea, chat, listen to quiet music	grupo	alternativoj	prononco
level	aŭskulti trankvilan muzikon kaj simile	słuchanie spokojnej muzyki i tym podobnych	listening to quiet music and the like	grupo	alternativoj	prononco
level	vi trovos ĝin fine de la koridoro	znajdziesz go na końcu korytarza	you will find it at the end of the corridor	grupo	alternativoj	prononco
level	fine de la koridoro ekster la trinkejo	na końcu korytarza za barem	at the end of the corridor outside the bar	grupo	alternativoj	prononco
level	vi ne povas porti vian bieron	nie możesz nosić piwa	you can't carry your beer	grupo	alternativoj	prononco
level	porti vian bieron tien	zabierz tam swoje piwo	take your beer there	grupo	alternativoj	prononco
level	sed vi ne povas porti vian bieron tien	ale nie możesz tam wnieść piwa	but you can't take your beer there	grupo	alternativoj	prononco
level	vere estas ujo de gufoj!	to naprawdę jest miejsce dla sów!	it really is a place for owls!	grupo	alternativoj	prononco
level	al la dancejo unue	najpierw na parkiet	to the dance floor first	grupo	alternativoj	prononco
level	eble mi iru unue	może powinienem iść pierwszy	maybe I should go first	grupo	alternativoj	prononco
level	mi iru al la dancejo unue	pozwól mi najpierw pójść na parkiet	let me go to the dance floor first	grupo	alternativoj	prononco
level	la venonta persono!	następna osoba!	next person!	grupo	alternativoj	prononco
level	kion vi volas kara?	czego chcesz, kochanie	what do you want dear	grupo	alternativoj	prononco
level	ĉu estas libera loko?	czy jest wolne miejsce?	is there a free place?	grupo	alternativoj	prononco
level	jes, certe	tak, na pewno	yes, for sure	grupo	alternativoj	prononco
level	tre agrable ĉi tie	bardzo miło tutaj	very nice here	grupo	alternativoj	prononco
level	ĉi tie en la gufujo	tutaj, w herbaciarni (sowiarnia)	here in the tea launge(owlery)	grupo	alternativoj	prononco
level	mi bezonas iom da trankvilo	Potrzebuję trochę spokoju	I need some tranquility	grupo	alternativoj	prononco
level	post tre streĉa tago	po bardzo stresującym dniu	after a very stressful day	grupo	alternativoj	prononco
level	trankvilo post streĉa tago	spokój po stresującym dniu	tranquility after a stressful day	grupo	alternativoj	prononco
level	la etoso en gufujo	atmosfera w herbaciarni (sowiarnia)	the atmosphere in a tea launge(owlery)	grupo	alternativoj	prononco
level	~ estas tre bona kontrasto	~ to bardzo dobry kontrast	~ is a very good contrast	grupo	alternativoj	prononco
level	kontrasto al la aliaj okazaĵoj	kontrast do innych wydarzeń	contrast to the other events	grupo	alternativoj	prononco
level	la aliaj okazaĵoj dum IJK	inne wydarzenia podczas IJK	the other events during IJK	grupo	alternativoj	prononco
level	la etoso estas kontrasto al la aliaj okazaĵoj	atmosfera kontrastuje z innymi wydarzeniami	the atmosphere is a contrast to the other events	grupo	alternativoj	prononco
level	estas tre bona kontrasto, ĉu ne?	to bardzo dobry kontrast, prawda?	it's a very good contrast, isn't it?	grupo	alternativoj	prononco
level	jes, mallaŭta muziko	tak, delikatna muzyka	yes, soft music	grupo	alternativoj	prononco
level	mallaŭta muziko, trankvila babilado	cicha muzyka, cicha rozmowa	soft music, quiet conversation	grupo	alternativoj	prononco
level	trankvila babilado kaj iu interesa teo	cicha pogawędka i ciekawa herbata	quiet chat and some interesting tea	grupo	alternativoj	prononco
level	perfekte por rehavi fortojn	idealny do odzyskiwania sił	perfect for regaining strength	grupo	alternativoj	prononco
level	vi ŝajnas ege laca	wyglądasz na bardzo zmęczonego	you seem extremely tired	grupo	alternativoj	prononco
level	kion vi faris dum la tuta tago?	Co robiłeś cały dzień?	what did you do all day?	grupo	alternativoj	prononco
level	unue mi faris afiŝon	najpierw napisałem post	first I made a post	grupo	alternativoj	prononco
level	afiŝo por la morgaŭaj ekskursoj	post dotyczący jutrzejszych wycieczek	post for tomorrow's excursions	grupo	alternativoj	prononco
level	mi faris afiŝon por ekskursoj	Napisałam post o wycieczkach	I made a post for excursions	grupo	alternativoj	prononco
level	cetere, ĉu vi iros?	tak przy okazji, idziesz?	by the way, are you going?	grupo	alternativoj	prononco
level	iros al ekskurso	pojedzie na wycieczkę	will go on an excursion	grupo	alternativoj	prononco
level	ĉu vi iros al iu ekskurso?	jedziesz na jakąś wycieczkę?	are you going on any excursion?	grupo	alternativoj	prononco
level	jes, al la granda akvofalo	tak, do wielkiego wodospadu	yes, to the great waterfall	grupo	alternativoj	prononco
level	kaj poste al ekspozicio	a potem na wystawę	and then to an exhibition	grupo	alternativoj	prononco
level	ekspozicio pri moderna arto	wystawa sztuki współczesnej	an exhibition on modern art	grupo	alternativoj	prononco
level	al akvofalo kaj poste al ekspozicio	do wodospadu, a potem na wystawę	to a waterfall and then to an exhibition	grupo	alternativoj	prononco
level	bona elekto	dobry wybór	a good choice	grupo	alternativoj	prononco
level	ankaŭ mi iros tien	Ja też tam pójdę	I will go there too	grupo	alternativoj	prononco
