C.hi content.tsv
Level	Esperanto	hi	en-us	Grupo	Alternativoj	Pronoco
level	helpo	सहायता # सहायक	a help	grupo	alternativoj	prononco
level	bildrakonto	एक कॉमिक स्ट्रिप, एक कॉमिक बुक	a comic strip, a comic book	grupo	alternativoj	prononco
level	poemo	एक कविता	a poem	grupo	alternativoj	prononco
level	vojaĝo	यात्रा	a travel	grupo	alternativoj	prononco
level	bofilo	एक दामाद	a son-in-law	grupo	alternativoj	prononco
level	zorgo	देखभाल	care	grupo	alternativoj	prononco
level	papilio	एक तितली	a butterfly	grupo	alternativoj	prononco
level	dek du	बारह	twelve	grupo	alternativoj	prononco
level	apostrofo	एक धर्मोपदेश	an apostrophe	grupo	alternativoj	prononco
level	fluido	द्रव, एक तरल पदार्थ	fluid, a fluid	grupo	alternativoj	prononco
level	milimetro	एक मिलीमीटर	a millimeter	grupo	alternativoj	prononco
level	dependi	निर्भर करने के लिए	to depend	grupo	alternativoj	prononco
level	dek kvar	चौदह	fourteen	grupo	alternativoj	prononco
level	dek ses	सोलह	sixteen	grupo	alternativoj	prononco
level	dinosaŭro	एक रूढ़िवादी	a dinosaur	grupo	alternativoj	prononco
level	migri	प्रवास करना, घूमना, भटकना	to migrate, to roam, to wander	grupo	alternativoj	prononco
level	dek ok	अठारह	eighteen	grupo	alternativoj	prononco
level	kompleta	पूरा	complete	grupo	alternativoj	prononco
level	miligramo	एक मिलीग्राम	a milligram	grupo	alternativoj	prononco
level	dormigilo	एक नींद की गोली	a sleeping pill	grupo	alternativoj	prononco
level	dudek	बीस	twenty	grupo	alternativoj	prononco
level	dormanto	एक स्लीपर	a sleeper	grupo	alternativoj	prononco
level	entrepreni	शुरू करने के लिए	to undertake	grupo	alternativoj	prononco
level	hundido	एक पिल्ला	a puppy	grupo	alternativoj	prononco
level	kvardek	चालीस	forty	grupo	alternativoj	prononco
level	tricent	तीन सौ	three hundred	grupo	alternativoj	prononco
level	iom post iom	थोड़ा - थोड़ा करके	little by little	grupo	alternativoj	prononco
level	revi	स्वप्न देखना, दिवास्वप्न देखना	to dream, to daydream	grupo	alternativoj	prononco
level	fiŝboato	एक मछली पकड़ने वाली नाव	a fishing boat	grupo	alternativoj	prononco
level	mem kompreneble	स्व-व्याख्यात्मक रूप से	self-explanatorily	grupo	alternativoj	prononco
level	flegistino	नर्स	a nurse	grupo	alternativoj	prononco
level	ni diru	हम कहते हैं	let's say	grupo	alternativoj	prononco
level	traktoro	ट्रैक्टर	a tractor	grupo	alternativoj	prononco
level	Ido	इडो (एस्पेरान्तो की एक बाल भाषा)	Ido (a child language of Esperanto)	grupo	alternativoj	prononco
level	florpoto	एक फूलदान	a flower pot	grupo	alternativoj	prononco
level	florvazo	एक फूलदान	a flower vase	grupo	alternativoj	prononco
level	heredi	विरासत में पाने के लिए	to inherit	grupo	alternativoj	prononco
level	flugbileto	एक हवाई टिकट	an air ticket	grupo	alternativoj	prononco
level	robo	एक पोशाक	a dress	grupo	alternativoj	prononco
level	egipto	एक मिस्री व्यक्ति	an Egyptian person	grupo	alternativoj	prononco
level	-unt	<suffix>सशर्त सक्रिय	<suffix> conditional active	grupo	alternativoj	prononco
level	frenezulo	एक कट्टर, एक सनकी, एक उन्मत्त	a fanatic, a lunatic, a maniac	grupo	alternativoj	prononco
level	ekde	तब से	since	grupo	alternativoj	prononco
level	observi	अनुसरण करना	to observe	grupo	alternativoj	prononco
level	edziĝi (kun ~)	पति बनना, विवाह करना (के साथ)	to become a husband, to get married (with ~)	grupo	alternativoj	prononco
level	bambuo	एक बांस	a bamboo	grupo	alternativoj	prononco
level	turko	एक तुर्की	a Turkish	grupo	alternativoj	prononco
level	glumarko	स्टीकर	a sticker	grupo	alternativoj	prononco
level	akceptebla	स्वीकार्य	acceptable	grupo	alternativoj	prononco
level	alvenigi	आगमन करने के लिए	to make arrive	grupo	alternativoj	prononco
level	boato	एक नाव	a boat	grupo	alternativoj	prononco
level	aligatori	गैर-एस्पेरान्तो (अंग्रेजी) में बात करना	to speak in non-Esperanto (English)	grupo	alternativoj	prononco
level	arbeto	एक छोटा पेड़	a small tree	grupo	alternativoj	prononco
level	harpinglo	एक हेयरपिन, एक ब्रैकेट	a hairpin, a bracket	grupo	alternativoj	prononco
level	konsekvenco	एक परिणाम	a consequence	grupo	alternativoj	prononco
level	polo	एक पोलिश व्यक्ति, एक पोलांडर	a Polish person, a polander	grupo	alternativoj	prononco
level	edziniĝi (kun ~)	पत्नी बनना, विवाह करना (के साथ)	to become a wife, to get married (with ~)	grupo	alternativoj	prononco
level	harpo	एक वीणा	a harp	grupo	alternativoj	prononco
level	aĉetumi	शॉपिंग करना	to go shopping	grupo	alternativoj	prononco
level	aŭdiĝi	सुनना, सुना जाना	to hear, to be heard	grupo	alternativoj	prononco
level	geedzoj	(दोनों) पति और पत्नी, एक विवाहित जोड़ा	(both) husband and wife, a married couple	grupo	alternativoj	prononco
level	belaĵo	कुछ सुंदर	something beatiful	grupo	alternativoj	prononco
level	bonega	बहुत अच्छा, सचमुच बहुत अच्छा	very good, really really good	grupo	alternativoj	prononco
level	denove	दोबारा	again	grupo	alternativoj	prononco
level	skandinavo	एक स्कैंडिनेवियाई व्यक्ति	a Scandinavian person	grupo	alternativoj	prononco
level	dikiĝi	मोटा हो जाना	to become fat	grupo	alternativoj	prononco
level	populara	लोकप्रिय	popular	grupo	alternativoj	prononco
level	infanĉareto	एक पेरम्बुलेटर, एक गाड़ी	a perambulator, a pram	grupo	alternativoj	prononco
level	dolorige	दर्दनाक	painfully	grupo	alternativoj	prononco
level	infanĝardeno	एक बाल विहार	a kindergarten	grupo	alternativoj	prononco
level	dumnokte	रातों रात	during the night	grupo	alternativoj	prononco
level	geavoj	दादा दादी	grandparents	grupo	alternativoj	prononco
level	kondamni	निंदा करना, दोषी ठहराना, दोषी ठहराना	to condemn, to convict, to find guilty	grupo	alternativoj	prononco
level	ekkrii	चिल्लाना	to cry out	grupo	alternativoj	prononco
level	argumenti	वाद विवाद करना	to argue	grupo	alternativoj	prononco
level	ekridi	(विस्फोट)हँसना	to (blast)laugh	grupo	alternativoj	prononco
level	kajto (flugdrako)	एक पतंग (एक उड़ता हुआ ड्रैगन)	a kite (a flying dragon)	grupo	alternativoj	prononco
level	disputi	बहस करना, विवाद करना, विवाद करना	to argue, to dispute, to contend	grupo	alternativoj	prononco
level	pasaĝero	एक यात्री	a passenger	grupo	alternativoj	prononco
level	eksalti	कूदना शुरू करने के लिए	to start jumping	grupo	alternativoj	prononco
level	evolucio	विकास (=evoluado, evoluo)	evolution (=evoluado, evoluo)	grupo	alternativoj	prononco
level	gloro	एक महिमा, एक प्रसिद्धि	a glory, a fame	grupo	alternativoj	prononco
level	financo	वित्त	finance	grupo	alternativoj	prononco
level	elstara	शानदार, उत्कृष्ट	brilliant, outstanding	grupo	alternativoj	prononco
level	gefiloj	बच्चे, बेटे और बेटियाँ	children, sons and daughters	grupo	alternativoj	prononco
level	facilmova	स्थानांतरित करना आसान है	easy to move	grupo	alternativoj	prononco
level	geedziĝinta	विवाहित	married	grupo	alternativoj	prononco
level	koto	कीचड़, गंदगी	mud, dirt	grupo	alternativoj	prononco
level	fermita	बंद किया हुआ	closed	grupo	alternativoj	prononco
level	kvitanco	एक रसीद	a receipt	grupo	alternativoj	prononco
level	lardo	एक बेकन	a bacon	grupo	alternativoj	prononco
level	etiketo	एक शिष्टाचार, एक लेबल, एक टैग, आचार संहिता	an etiquette, a label, a tag, code of conduct	grupo	alternativoj	prononco
level	ladskatolo	एक टिन का डिब्बा	a tin can	grupo	alternativoj	prononco
level	identa	समान	identical	grupo	alternativoj	prononco
level	skui	हिलाने के लिए	to shake	grupo	alternativoj	prononco
level	lavomaŝino	एक वॉशर, एक वॉशिंग मशीन	a washer, a washing machine	grupo	alternativoj	prononco
level	geamikoj	मित्र (पुरुष और महिला)	friends (male and female)	grupo	alternativoj	prononco
level	gelernantoj	छात्र (पुरुष और महिला)	students (male and female)	grupo	alternativoj	prononco
level	gravulo	एक महत्वपूर्ण व्यक्ति	an important person	grupo	alternativoj	prononco
level	dediĉi	समर्पित करना, समर्पित करना	to dedicate, to devote	grupo	alternativoj	prononco
level	geknaboj	लड़के और लड़कियां	boys and girls	grupo	alternativoj	prononco
level	havinda	पाने योग्य	worth having	grupo	alternativoj	prononco
level	hommulto	लोग, जनसमूह	people, mass people	grupo	alternativoj	prononco
level	admiri	प्रशंसा करने के लिए	to admire	grupo	alternativoj	prononco
level	magneto	एक चुंबक	a magnet	grupo	alternativoj	prononco
level	industriisto	एक उद्योगपति	an industriallist	grupo	alternativoj	prononco
level	delfeno	डाल्फि़न	a dolphin	grupo	alternativoj	prononco
level	manĝobastonetoj	चीनी काँटा	chopsticks	grupo	alternativoj	prononco
level	ekstrema	चरम	extreme	grupo	alternativoj	prononco
level	eksedziĝo	तलाक (पुरुष)	divorce (male)	grupo	alternativoj	prononco
level	sklavo	एक गुलाम	a slave	grupo	alternativoj	prononco
level	mamzono	एक ब्रा, एक चोली	a bra, a brassiere	grupo	alternativoj	prononco
level	koncentri	ध्यान केंद्रित करने के लिए	to concentrate	grupo	alternativoj	prononco
level	iro	जाने का एक रास्ता	a way to go	grupo	alternativoj	prononco
level	manĝoskatolo	एक लंच बॉक्स	a lunch box	grupo	alternativoj	prononco
level	faco	एक चेहरा, एक सतह	a face, a surface	grupo	alternativoj	prononco
level	eksedziĝinta	तलाकशुदा (पुरुष)	divorced (male)	grupo	alternativoj	prononco
level	manpremo	हाथ मिलाना	a handshake	grupo	alternativoj	prononco
level	karulo	एक प्रिय व्यक्ति	a beloved person	grupo	alternativoj	prononco
level	komponi	रंचना	to compose	grupo	alternativoj	prononco
level	generalo	एक सामान्य	a general	grupo	alternativoj	prononco
level	eksedziniĝinta	तलाकशुदा (महिला)	divorced (female)	grupo	alternativoj	prononco
level	klubano	एक क्लब सदस्य	a club member	grupo	alternativoj	prononco
level	riski	जोखिम उठाना, उद्यम करना	to risk, to venture	grupo	alternativoj	prononco
level	mevo	एक सीगल, एक समुद्री सीगल	a gull, a sea gull	grupo	alternativoj	prononco
level	agento	एक मुनीम	an agent	grupo	alternativoj	prononco
level	kunmanĝi	एक साथ खाना	to eat together	grupo	alternativoj	prononco
level	banano	एक केला	a banana	grupo	alternativoj	prononco
level	barko	एक बार्क, एक छोटा जहाज़	a barque, a small ship	grupo	alternativoj	prononco
level	kunulino	एक महिला कैदी	a female inmate	grupo	alternativoj	prononco
level	montaro	एक पर्वत श्रृंखला	a mountain range	grupo	alternativoj	prononco
level	bopatro	एक ससुर	a father-in-law	grupo	alternativoj	prononco
level	artiko	जोड़, काज, जोड़	a joint, hinge, articulation	grupo	alternativoj	prononco
level	mortinto	एक मृत व्यक्ति	a deceased person	grupo	alternativoj	prononco
level	lampeto	एक छोटा दीपक	a small lamp	grupo	alternativoj	prononco
level	fundamento	नींव, एक बुनियाद	foundation, a foundation	grupo	alternativoj	prononco
level	libertempo	खाली समय	free time	grupo	alternativoj	prononco
level	muziknoto	एक संगीतमय स्वर	a musical note	grupo	alternativoj	prononco
level	intelekto	बुद्धि, मन	intellect, mind	grupo	alternativoj	prononco
level	alterni	वैकल्पिक करने के लिए	to alternate	grupo	alternativoj	prononco
level	majesta	आलीशान	majestic	grupo	alternativoj	prononco
level	lumigi	प्रकाश बनाने के लिए	to make light	grupo	alternativoj	prononco
level	malbela	कुरूप	ugly	grupo	alternativoj	prononco
level	nudelo	एक नूडल	a noodle	grupo	alternativoj	prononco
level	imposto	कर	tax	grupo	alternativoj	prononco
level	citi	उद्धृत करना, उद्धृत करना	to quote, to cite	grupo	alternativoj	prononco
level	malbono	बुराई	badness	grupo	alternativoj	prononco
level	manipuli	हेरफेर करना, सँभालना, प्रबंधन करना	to manipulate, to handle, to manage	grupo	alternativoj	prononco
level	malfeliĉo	एक दुःख	an unhappiness	grupo	alternativoj	prononco
level	malforte	दुर्बलता से	weakly	grupo	alternativoj	prononco
level	akso	एक धुरी	an axis	grupo	alternativoj	prononco
level	praa	प्रागैतिहासिक, बहुत पुराना, सुदूर	prehistorical, very old, remote	grupo	alternativoj	prononco
level	mallaŭte	धीमी आवाज़ में	in low voice	grupo	alternativoj	prononco
level	periodaĵo	एक आवधिक	a periodical	grupo	alternativoj	prononco
level	groto	कुटी, गुफा, गड्ढा	a grotto, a cave, a pothole	grupo	alternativoj	prononco
level	praavo	एक परदादा (दूरस्थ)	a great great grandfather (remote)	grupo	alternativoj	prononco
level	profesio	एक पेशे	a profession	grupo	alternativoj	prononco
level	mallumo	अंधेरा	darkness	grupo	alternativoj	prononco
level	posteno	एक अवस्था	a position	grupo	alternativoj	prononco
level	ironio	एक विडम्बना	an irony	grupo	alternativoj	prononco
level	malmultekosta	सस्ता	cheap	grupo	alternativoj	prononco
level	fiziko	भौतिक विज्ञान	physics	grupo	alternativoj	prononco
level	malproksime	बहुत दूर	far away	grupo	alternativoj	prononco
level	malsaĝa	नासमझ	silly	grupo	alternativoj	prononco
level	poŝtelefono	चल दूरभाष	a mobile phone	grupo	alternativoj	prononco
level	praarbaro	एक आदिम वन	a primeval forest	grupo	alternativoj	prononco
level	poŝtoficejo	एक डाकघर	a post office	grupo	alternativoj	prononco
level	malsukcesa	असफल, असफल	unsuccessful, failing	grupo	alternativoj	prononco
level	plekti	चोटी बनाना, चोटी बनाना, लपेटना, माला पहनाना	to braid, to plait, to twine, to wreathe	grupo	alternativoj	prononco
level	rumano	एक रोमानियाई व्यक्ति	a Romanian person	grupo	alternativoj	prononco
level	elasta	लोचदार	elastic	grupo	alternativoj	prononco
level	manĝegi	बहुत ज्यादा खाना	to eat much	grupo	alternativoj	prononco
level	mortigo	एक हत्या	a murder (=murdo)	grupo	alternativoj	prononco
level	oblikva	तिरछा, तिरछा, टेढ़ा	oblique, slanting, askew	grupo	alternativoj	prononco
level	verando	एक बरामदा, एक बरामदा	a veranda, a porch	grupo	alternativoj	prononco
level	rabi	डाका डालने के लिए	to rob	grupo	alternativoj	prononco
level	retletero	एक ई - मेल	an email	grupo	alternativoj	prononco
level	orienti	उन्मुख करना	to orientate	grupo	alternativoj	prononco
level	eksplodi	गुस्सा उतारना	to explode	grupo	alternativoj	prononco
level	alternativo	एक विकल्प	an alternative	grupo	alternativoj	prononco
level	naskiĝtaga	जनमदि की	birthday's	grupo	alternativoj	prononco
level	efekto	एक प्रभाव	an effect	grupo	alternativoj	prononco
level	fasti	उपवास करना (भोजन से परहेज करना)	to fast (abstain from food)	grupo	alternativoj	prononco
level	nehoma	अमानवीय	inhumane	grupo	alternativoj	prononco
level	nokta	रात का, रात का, रात का	night's, nightly, nocturnal	grupo	alternativoj	prononco
level	diametro	एक व्यास	a diameter	grupo	alternativoj	prononco
level	paŝti	चराना, चराना, चराना	to pasture, to shepherd, to feed	grupo	alternativoj	prononco
level	paperujo	कागज़ के कचरे के लिए एक डिब्बा	a bin for paper garbage	grupo	alternativoj	prononco
level	miskompreni	गलत समझना	to misunderstand	grupo	alternativoj	prononco
level	kozako	एक कोसैक व्यक्ति	a Cossack person	grupo	alternativoj	prononco
level	varo	वस्तु, व्यापार की वस्तुएँ, माल, माल	commodity, trade good, merchandise, wares	grupo	alternativoj	prononco
level	plenigadi	भरते रहना	to keep filling	grupo	alternativoj	prononco
level	nuko	एक गर्दन, एक गर्दन	a nape, a neck	grupo	alternativoj	prononco
level	tipo	प्रकार, उदाहरण, मॉडल	type, example, model	grupo	alternativoj	prononco
level	plimulto	बहुसंख्यक	a majority	grupo	alternativoj	prononco
level	irako	इराक	Iraq	grupo	alternativoj	prononco
level	resumo	एक सारांश, एक डाइजेस्ट, एक बायोडाटा, एक सार-संक्षेप	a summary, a digest, a résumé, a sum-up	grupo	alternativoj	prononco
level	promeno	एक सैरगाह, एक सैर	a promenade, a walking	grupo	alternativoj	prononco
level	horizontalo	एक क्षैतिज रेखा	a horizontal line	grupo	alternativoj	prononco
level	fi-	<prefix>शर्मनाक, घृणित, गंदा	<prefix> shameful, disgusting, dirty	grupo	alternativoj	prononco
level	aŭkcio	नीलामी	an auction	grupo	alternativoj	prononco
level	konkludi	समाप्त करने के लिए	to conclude	grupo	alternativoj	prononco
level	salivo	लार, गुलाम	saliva, slaver	grupo	alternativoj	prononco
level	subvencio	एक सब्सिडी, एक अनुदान	a subsidy, a grant	grupo	alternativoj	prononco
level	realigi	महसूस करने के लिए	to realise	grupo	alternativoj	prononco
level	koralo	एक मूंगा	a coral	grupo	alternativoj	prononco
level	cirkuli	प्रसारित करना, चारों ओर घूमना	to circulate, to go about	grupo	alternativoj	prononco
level	rekapti	फिर से पकड़ने के लिए	to catch again	grupo	alternativoj	prononco
level	ekstari	उठना, उठना	to get stand up, to rise	grupo	alternativoj	prononco
level	ambasado	एक दूतावास	an embassy	grupo	alternativoj	prononco
level	riĉeco	प्रचुरता	richness	grupo	alternativoj	prononco
level	rekonstrui	पुनर्निर्माण करना, पुनर्निर्माण करना	to rebuild, to reconstruct	grupo	alternativoj	prononco
level	kukumo	खीरा	a cucumber	grupo	alternativoj	prononco
level	samklubano	एक ही क्लब का सदस्य	a member of a same club	grupo	alternativoj	prononco
level	konsulti	परामर्श करना, ऊपर देखना	to consult, to look up	grupo	alternativoj	prononco
level	seninterese	रुचि रहित	without interests (=malinterese)	grupo	alternativoj	prononco
level	sensukcese	बिना सफलता के	without success	grupo	alternativoj	prononco
level	eĉ se ~	भले ही ~	even if ~	grupo	alternativoj	prononco
level	modelo	एक प्रतिमा	a model	grupo	alternativoj	prononco
level	rimo	एक कविता	a rhyme	grupo	alternativoj	prononco
level	senvorte	बिना शब्दों क़े	without words	grupo	alternativoj	prononco
level	referenco	संदर्भ	a reference	grupo	alternativoj	prononco
level	komandi	हुक्म देना	to command	grupo	alternativoj	prononco
level	krizo	एक संकट	a crisis	grupo	alternativoj	prononco
level	vinagro	एक सिरका	a vinegar	grupo	alternativoj	prononco
level	soleca	एकमात्र, अकेला	sole, alone	grupo	alternativoj	prononco
level	dano	एक डेनिश व्यक्ति, एक डेन	a Danish person, a dane	grupo	alternativoj	prononco
level	ŝtofo	एक कपड़ा, कपड़ा, कपड़ा, कपड़ा सामग्री	a fabric, textile, cloth, cloth material	grupo	alternativoj	prononco
level	viŝilo	एक इरेज़र, एक वाइपर	an eraser, a wiper	grupo	alternativoj	prononco
level	konfidenco	एक गोपनीयता, आत्मविश्वास, रहस्य	a confidentiality, confidence, secret	grupo	alternativoj	prononco
level	sportisto	एक खिलाड़ी	a sportsman	grupo	alternativoj	prononco
level	arabo	एक अरबी व्यक्ति, एक अरब	an Arabean person, an Arab	grupo	alternativoj	prononco
level	varii	भिन्न करने के लिए	to vary	grupo	alternativoj	prononco
level	subakviĝi	डूबना	to sink	grupo	alternativoj	prononco
level	oficiro	एक अधिकारी (सैन्य)	an officer (military)	grupo	alternativoj	prononco
level	ĉasisto	शिकारी	a hunter	grupo	alternativoj	prononco
level	konferenco	एक सम्मेलन	a conference	grupo	alternativoj	prononco
level	surhavi	पहनने के लिए	to wear on	grupo	alternativoj	prononco
level	animalo	एक जानवर	an animal	grupo	alternativoj	prononco
level	teroristo	एक आतंकवादी	a terrorist	grupo	alternativoj	prononco
level	nobla	महान	noble	grupo	alternativoj	prononco
level	travivaĵo	एक जीना, एक अनुभव, एक अनुभव	a live-through, an undergo, an experience	grupo	alternativoj	prononco
level	komunismo	साम्यवाद	communism	grupo	alternativoj	prononco
level	ŝinko	एक हैम	a ham	grupo	alternativoj	prononco
level	aspiri	आकांक्षा करना, उत्सुक होना	to aspire to, to be eager for	grupo	alternativoj	prononco
level	ŝarko	शार्क	a shark	grupo	alternativoj	prononco
level	buko	एक बकल	a buckle	grupo	alternativoj	prononco
level	kvartalo	एक जिला, क्वार्टर, पड़ोस	a district, quarter, neighborhood	grupo	alternativoj	prononco
level	ŝildo	ढाल	a shield	grupo	alternativoj	prononco
level	veturigi	गाड़ी चलाना	to drive	grupo	alternativoj	prononco
level	vidvo	एक विधुर	a widower	grupo	alternativoj	prononco
level	Kanado	कनाडा	Canada	grupo	alternativoj	prononco
level	strigo	उल्लू	an owl	grupo	alternativoj	prononco
level	stilo	एक शैली	a style	grupo	alternativoj	prononco
level	ŝimo	ढालना	a mold	grupo	alternativoj	prononco
level	aplaŭdi	सराहना करना, ताली बजाना, प्रशंसा करना	to applaud, to clap, to acclaim	grupo	alternativoj	prononco
level	ŝmiraĵo	एक मरहम	an ointment	grupo	alternativoj	prononco
level	vojaĝanto	एक यात्री	a traveller	grupo	alternativoj	prononco
level	ĉeesto	एक भागीदारी	a participation	grupo	alternativoj	prononco
level	pruvi	सिद्ध करना, दिखाना	to prove, to show	grupo	alternativoj	prononco
level	kantisto	एक गायक	a singer	grupo	alternativoj	prononco
level	ĝustatempe	सही समय पर	in correct time	grupo	alternativoj	prononco
level	inaŭguri	उद्घाटन करना	to inaugurate	grupo	alternativoj	prononco
level	kantistino	एक महिला गायिका	a female singer	grupo	alternativoj	prononco
level	fluto	एक बांसुरी	a flute	grupo	alternativoj	prononco
level	opozicii	विरोध करना, विरोध में होना	to oppose, to be in opposition	grupo	alternativoj	prononco
level	kuiristo	एक बावर्ची	a cook	grupo	alternativoj	prononco
level	ŝipkuro	एक जहाज प्रतियोगिता	a ship competition	grupo	alternativoj	prononco
level	diktatoro	एक तानाशाह	a dictator	grupo	alternativoj	prononco
level	funebro	शोक बैंड, शोक (अंतिम संस्कार)	mourning band, grief (funeral)	grupo	alternativoj	prononco
level	instali	स्थापित करने के लिए	to install	grupo	alternativoj	prononco
level	kuiristino	एक महिला रसोइया	a female cook	grupo	alternativoj	prononco
level	meksiko	मेक्सिको	Mexico	grupo	alternativoj	prononco
level	eminenta	प्रतिष्ठित, प्रतिष्ठित	eminent, distinguished	grupo	alternativoj	prononco
level	verbo	एक क्रिया	a verb	grupo	alternativoj	prononco
level	surfaco	सतह, एक सतह	surface, a surface	grupo	alternativoj	prononco
level	bovlo	एक कटोरा	a bowl	grupo	alternativoj	prononco
level	trajto	एक विशेषता, एक विशेषता, रेखा (चेहरे की)	a trait, a feature, line (of face)	grupo	alternativoj	prononco
level	demokratismo	प्रजातंत्र	democracy	grupo	alternativoj	prononco
level	ŝuti	डालना, डालना, उड़ेलना	to dump, to pour, to pour out	grupo	alternativoj	prononco
level	baki	सेंकना	to bake	grupo	alternativoj	prononco
level	poŝtisto	एक डाकिया, एक डाकिया	a postman, a mailman	grupo	alternativoj	prononco
level	simpatio	सहानुभूति, एक सहानुभूति	sympathy, a sympathy	grupo	alternativoj	prononco
level	melono	एक तरबूज	a melon	grupo	alternativoj	prononco
level	abnorma	असामान्य	abnormal	grupo	alternativoj	prononco
level	sorĉi	मोहित करना	to bewitch	grupo	alternativoj	prononco
level	juĝisto	एक जज	a judge	grupo	alternativoj	prononco
level	reciproka	पारस्परिक, पारस्परिक	reciprocal, mutual	grupo	alternativoj	prononco
level	fabriko	एक कारखाना, एक निर्माण (=manufacturo)	a factory, a manufacture (=manufakturo)	grupo	alternativoj	prononco
level	faldi	फोल्ड करना	to fold	grupo	alternativoj	prononco
level	dentisto	एक दंत चिकित्सक	a dentist	grupo	alternativoj	prononco
level	medikamento	दवा, एक औषधि, एक औषधि	medication, a medicine, a drug	grupo	alternativoj	prononco
level	kaŝtano	एक शाहबलूत	a chestnut	grupo	alternativoj	prononco
level	testudo	एक कछुआ, एक कछुआ	a tortoise, a turtle	grupo	alternativoj	prononco
level	proceso	एक प्रक्रिया, एक मुकदमा	a process, a lawsuit	grupo	alternativoj	prononco
level	eksperimento	एक प्रयोग	an experiment	grupo	alternativoj	prononco
level	heliko	एक घोंघा	a snail	grupo	alternativoj	prononco
level	dancisto	नर्तक	a dancer	grupo	alternativoj	prononco
level	vodko	वोदका	vodka	grupo	alternativoj	prononco
level	esenco	सार, सार	essence, an essence	grupo	alternativoj	prononco
level	strukturo	संरचना, एक संरचना	structure, a structure	grupo	alternativoj	prononco
level	spongo	एक स्पंज	a sponge	grupo	alternativoj	prononco
level	imperiestro	एक सम्राट	an emperor	grupo	alternativoj	prononco
level	domaĝi	चिंतित होना, पछताना, डरना	to be concerned for, to regret, to fear for	grupo	alternativoj	prononco
level	be!	होना!	be!	grupo	alternativoj	prononco
level	sopiri	अभिलाषा करना, अभिलाषा करना	to yearn for, to long for	grupo	alternativoj	prononco
level	modesta	विनम्र, मध्यम	modest, moderate	grupo	alternativoj	prononco
level	pozicio	एक पद, एक स्थान, एक स्थान	a position, a location, a place	grupo	alternativoj	prononco
level	inĝeniero	एक इंजीनियर	an engineer	grupo	alternativoj	prononco
level	tegolo	एक छत टाइल	a roofing tile	grupo	alternativoj	prononco
level	libio	लीबिया	Libya	grupo	alternativoj	prononco
level	ganto	एक दस्ताना	a glove	grupo	alternativoj	prononco
level	gruo	क्रेन	a crane	grupo	alternativoj	prononco
level	rezisti	प्रतिरोध करना	to resist	grupo	alternativoj	prononco
level	alfabeto	वर्णमाला	alphabet	grupo	alternativoj	prononco
level	rampi	रेंगना, रेंगना	to crawl, to creep	grupo	alternativoj	prononco
level	transporti	भिजवाना	to transport	grupo	alternativoj	prononco
level	pupilo	पुतली (आँख का तारा)	pupil (apple of the eye)	grupo	alternativoj	prononco
level	muskolo	एक मांसपेशी	a muscle	grupo	alternativoj	prononco
level	beni	आशीर्वाद देना	to bless	grupo	alternativoj	prononco
level	profito	एक लाभ, एक लाभ	a profit, a gain	grupo	alternativoj	prononco
level	Maria	मारिया	Maria	grupo	alternativoj	prononco
level	kritiki	आलोचना करना, समालोचना करना	to criticize, to critique	grupo	alternativoj	prononco
level	konscienco	विवेक, नैतिक भावना, आंतरिक आवाज़	conscience, moral sense, inner voice	grupo	alternativoj	prononco
level	ĉefo	एक नेता, एक बॉस	a leader, a boss	grupo	alternativoj	prononco
level	Pakistano	पाकिस्तान	Pakistan	grupo	alternativoj	prononco
level	treni	खींचना, खींचना	to drag, to tow	grupo	alternativoj	prononco
level	Venezuelo	वेनेज़ुएला	Venezuela	grupo	alternativoj	prononco
level	ortografio	इमला	orthography	grupo	alternativoj	prononco
level	febro	एक बुखार	a fever	grupo	alternativoj	prononco
level	ĉefurbo	एक राजधानी	a capital city	grupo	alternativoj	prononco
level	ravi	आनन्दित करना	to delight	grupo	alternativoj	prononco
level	ĉagreni	परेशान करना, परेशान करना, चिंता करना	to vex, to annoy, to worry	grupo	alternativoj	prononco
level	ĉefi	आगे होना	to lead	grupo	alternativoj	prononco
level	ribeli	विद्रोह करना, विद्रोह करना	to rebel, to revolt	grupo	alternativoj	prononco
level	kancero	कैंसर	cancer	grupo	alternativoj	prononco
level	atesti	प्रमाणित करना, गवाही देना, पुष्टि करना	to attest, to testify, to affirm	grupo	alternativoj	prononco
level	inklina	झुका हुआ, झुका हुआ	inclined, prone	grupo	alternativoj	prononco
level	cirkonstanco	एक परिस्थिति	a circumstance	grupo	alternativoj	prononco
level	bulgaro	एक बल्गेरियाई व्यक्ति	a Bulgarian person	grupo	alternativoj	prononco
level	frosta	ठंढा, जमा देने वाला	frosty, freezing	grupo	alternativoj	prononco
level	kakao	एक कोको बीन, एक कोको	a cocoa bean, a cacao	grupo	alternativoj	prononco
level	tomato	टमाटर	a tomato	grupo	alternativoj	prononco
level	firmao	एक फर्म, एक कंपनी	a firm, a company (=firmo)	grupo	alternativoj	prononco
level	pigo	एक मैगपाई	a magpie	grupo	alternativoj	prononco
level	grafo	एक गिनती, एक अर्ल	a count, an earl	grupo	alternativoj	prononco
level	Alĝerio	एलजीरिया	Algeria	grupo	alternativoj	prononco
level	instituto	एक संस्थान	an institute	grupo	alternativoj	prononco
level	rifuĝi	शरण लेना	to take refuge	grupo	alternativoj	prononco
level	arda	उत्साही	ardent	grupo	alternativoj	prononco
