A.ms content.tsv
Level	Esperanto	ms	en-us	Grupo	Alternativoj	Pronoco
level	kiam vi rimarkis, ke ~ ?	bila awak perasan ~ ?	when did you notice that ~ ?	grupo	alternativoj	prononco
level	la tuta familio nomas min bonfarulo	seluruh keluarga memanggil saya seorang dermawan	the whole family calls me a benefactor	grupo	alternativoj	prononco
level	utila por vi	berguna untuk anda	useful for you	grupo	alternativoj	prononco
level	ĉu la libreto estis utila?	adakah buku kecil itu berguna?	was the booklet useful?	grupo	alternativoj	prononco
level	tiu libreto, kiun mi sendis	buku kecil, yang saya hantar	the booklet, which I sent	grupo	alternativoj	prononco
level	matene dormis tre longe	pagi tidur lama	in the morning slept for a long time	grupo	alternativoj	prononco
level	kiam li vidis la sunon	apabila dia melihat matahari	when he saw the sun	grupo	alternativoj	prononco
level	subite li eksaltis	tiba-tiba dia melompat	suddenly he jumped up	grupo	alternativoj	prononco
level	li estis ĉiam frua	dia selalu awal	he was always early	grupo	alternativoj	prononco
level	ĉiam li malfruas	dia selalu lambat	he is always late	grupo	alternativoj	prononco
level	tiam, kiam li devas iri	pada masa itu, apabila dia perlu pergi	at that time, when he has to go	grupo	alternativoj	prononco
level	iri al la lernejo	untuk pergi ke sekolah	to go to the school	grupo	alternativoj	prononco
level	li scias, ke ~	dia tahu, bahawa ~	he knows, that ~	grupo	alternativoj	prononco
level	li scias tion, ke ~	dia tahu hakikat, bahawa ~	he knows the fact, that ~	grupo	alternativoj	prononco
level	tion, ke la instruisto malŝatas abelon	hakikat bahawa guru benci lebah	the fact that the teacher hates bees	grupo	alternativoj	prononco
level	scias tion, ke la instruisto malŝatas abelon	mengetahui hakikat bahawa guru membenci lebah	knows the fact that the teacher hates bees	grupo	alternativoj	prononco
level	scias, ke la instruisto malŝatas tion	tahu bahawa guru benci itu	knows that the teacher hates that	grupo	alternativoj	prononco
level	sed hodiaŭ li trinkis la kafon	tapi hari ni dia minum kopi	but today he drank the coffee	grupo	alternativoj	prononco
level	li rapide surmetas la vestaĵon	dia cepat-cepat memakai baju	he quickly puts on the clothes	grupo	alternativoj	prononco
level	li ne volas malfrui	dia tidak mahu lewat	he doesn't want to be late	grupo	alternativoj	prononco
level	rapidege kun la libroj en la mano	dengan pantas dengan buku di tangan	very quickly with the books in hand	grupo	alternativoj	prononco
level	poste li kuris kaj saltis	kemudian dia berlari dan melompat	later he ran and jumped	grupo	alternativoj	prononco
level	li kuris kaj saltis	dia berlari dan melompat	he ran and jumped	grupo	alternativoj	prononco
level	laŭ la strato	sepanjang jalan	along the street	grupo	alternativoj	prononco
level	la homoj rigardis lin	orang ramai memandangnya	the people looked at him	grupo	alternativoj	prononco
level	rigardis lin kaj diris	memandangnya dan berkata	looked at him and said	grupo	alternativoj	prononco
level	saĝa kaj malsaĝa	bijak dan bodoh	wise and foolish	grupo	alternativoj	prononco
level	kia malsaĝa knabo!	bodoh betul budak ni!	what a foolish boy!	grupo	alternativoj	prononco
level	estis antaŭ lernejo	berada di hadapan sebuah sekolah	was in front of a school	grupo	alternativoj	prononco
level	baldaŭ	tidak lama lagi	soon	grupo	alternativoj	prononco
level	li estis antaŭ ~	dia berada di hadapan ~	he was in front of ~	grupo	alternativoj	prononco
level	iri kaj eniri	untuk pergi dan masuk	to go and to enter	grupo	alternativoj	prononco
level	li volis eniri	dia nak masuk	he wanted to enter	grupo	alternativoj	prononco
level	eniri la lernejon	untuk masuk ke sekolah	to enter into the school	grupo	alternativoj	prononco
level	sed tamen	tetapi walau bagaimanapun	but however	grupo	alternativoj	prononco
level	sed li ne povis	tetapi dia tidak boleh	but he couldn't	grupo	alternativoj	prononco
level	fermi kaj fermita	untuk menutup dan menutup	to close and closed	grupo	alternativoj	prononco
level	ĝi estis fermita	ia telah ditutup	it was closed	grupo	alternativoj	prononco
level	nek ~ nek ~	tidak ~ mahupun ~	neither ~ nor ~	grupo	alternativoj	prononco
level	nek instruisto nek gelernantoj	bukan guru mahupun pelajar lelaki dan perempuan	neither a teacher nor male-and-female students	grupo	alternativoj	prononco
level	vidis nek instruiston nek gelernantojn	tidak melihat seorang guru mahupun pelajar	saw neither a teacher nor students	grupo	alternativoj	prononco
level	sidi, eksidi	untuk duduk, untuk mendapatkan duduk	to sit, to get sitted	grupo	alternativoj	prononco
level	eksidis	telah duduk (telah duduk)	got seated (had seated)	grupo	alternativoj	prononco
level	li eksidis	dia duduk	he got seated	grupo	alternativoj	prononco
level	kaj pensis	dan berfikir	and thought	grupo	alternativoj	prononco
level	kio okazis?	apa yang berlaku?	what did happen?	grupo	alternativoj	prononco
level	diable	kepada yang dahsyat (seperti syaitan)	to the awful (like a devil)	grupo	alternativoj	prononco
level	damne	dam ia	dam it	grupo	alternativoj	prononco
level	memoras	teringat	remembers	grupo	alternativoj	prononco
level	nun mi memoras	sekarang saya ingat	now I remember	grupo	alternativoj	prononco
level	dimanĉo	Ahad	Sunday	grupo	alternativoj	prononco
level	hodiaŭ estas ~	hari ini ialah ~	today is ~	grupo	alternativoj	prononco
level	hodiaŭ estas dimanĉo	hari ini hari Ahad	today is Sunday	grupo	alternativoj	prononco
level	dormi kaj ekdormi	untuk tidur dan untuk tidur	to sleep and to get into sleep	grupo	alternativoj	prononco
level	suno kaj luno	matahari dan bulan	a sun and a moon	grupo	alternativoj	prononco
level	subita kaj subite	mengejut dan mengejut	sudden and suddenly	grupo	alternativoj	prononco
level	ek!	off! (untuk mula)	off! (to start)	grupo	alternativoj	prononco
level	salti kaj eksaltis	untuk melompat dan melompat	to jump and jumped 	grupo	alternativoj	prononco
level	ĉiam frua	selalu awal	always early	grupo	alternativoj	prononco
level	hodiaŭ metis kaj kuris	hari ini meletakkan dan berlari	today put and ran	grupo	alternativoj	prononco
level	aĵo, ne aĝo	sesuatu yang bukan umur	a thing not age	grupo	alternativoj	prononco
level	kuris laŭ homoj saĝaj	berlari bersama orang yang bijak	ran along wise people	grupo	alternativoj	prononco
level	laŭeble baldaŭ	secepat mungkin	soon as possible	grupo	alternativoj	prononco
level	kia knabo, kia knabino	lelaki apa, perempuan apa	what a boy, what a girl	grupo	alternativoj	prononco
level	nek pensita nek memorita	tidak terfikir mahupun menghafal	neither thought nor memorized	grupo	alternativoj	prononco
level	diablo atendis akvon dimanĉe	syaitan menunggu air pada hari Ahad	a devil waited for water on Sunday	grupo	alternativoj	prononco
level	tiom malgranda momento	detik yang begitu kecil	such a small moment	grupo	alternativoj	prononco
level	eĉ tiom malgranda momento valoras	momen sekecil itu pun berbaloi	even such a small moment is worthwhile	grupo	alternativoj	prononco
level	kriis for ĝis nokto	menangis sampai malam	cried away until night	grupo	alternativoj	prononco
level	lasis la poŝton de la mano	letakkan pos surat dari tangan	put away the mailpost from the hand	grupo	alternativoj	prononco
level	ridis mem lasante la poŝton	ketawa sendiri sambil meletakkan pos surat	laughed by oneself, putting away the mailpost	grupo	alternativoj	prononco
level	nek li nek ŝi ridis	baik dia mahupun dia ketawa	neither he nor she laughed	grupo	alternativoj	prononco
level	ŝi nek ridis nek respondis	dia tidak ketawa mahupun menjawab	she neither laughed nor answered	grupo	alternativoj	prononco
level	li nek sidas nek rigardas	dia tidak duduk mahupun menonton	he neither sits nor watches	grupo	alternativoj	prononco
level	neniam mi vidis	saya tidak pernah melihat	I have never seen	grupo	alternativoj	prononco
level	mi neniam diros al iu	Saya tidak akan memberitahu sesiapa pun	I will never tell anyone	grupo	alternativoj	prononco
level	diru al neniu	jangan beritahu sesiapa	tell no one	grupo	alternativoj	prononco
level	mi neniam diros	Saya tidak akan pernah berkata	I will never say	grupo	alternativoj	prononco
level	mem	kepada diri sendiri (sendiri)	to oneself (by oneself)	grupo	alternativoj	prononco
level	mi mem faris	saya melakukannya sendiri	I did it myself	grupo	alternativoj	prononco
level	faris tion	melakukannya (membuatnya)	did it (made it)	grupo	alternativoj	prononco
level	mem faris tion	melakukannya sendiri (membuatnya sendiri)	did it oneself (made it oneself)	grupo	alternativoj	prononco
level	ĝis la revido, ĝis revido	jumpa (lagi), jumpa (lagi)	see you (again), see you (again)	grupo	alternativoj	prononco
level	ĝis!	sehingga! (selamat tinggal!)	until! (goodbye!)	grupo	alternativoj	prononco
level	ekparoli	untuk mula bercakap	to start talking	grupo	alternativoj	prononco
level	ekparolis, komencis paroli finfine	mula berkata, mula bercakap akhirnya	started saying, began to speak at last	grupo	alternativoj	prononco
level	trinkis rapidege	minum sangat laju	drank very fast	grupo	alternativoj	prononco
level	trinkis matenan trinkaĵon	minum pagi	had a morning drink	grupo	alternativoj	prononco
level	por frue veni	datang awal	to come early	grupo	alternativoj	prononco
level	veni al la lernejo	untuk datang ke sekolah	to come to school	grupo	alternativoj	prononco
level	frue veni al ~	datang awal ke ~	to come early to ~	grupo	alternativoj	prononco
level	ne aŭdis novaĵon	tidak mendengar berita	didn't hear news	grupo	alternativoj	prononco
level	ankoraŭ ne aŭdis	belum dengar lagi	didn't hear yet	grupo	alternativoj	prononco
level	mi ankoraŭ ne aŭdis	Saya belum dengar lagi	I didn't hear yet	grupo	alternativoj	prononco
level	en tiu momento	pada saat itu	in that moment	grupo	alternativoj	prononco
level	en tiu momento li ekkriis	pada saat itu dia menangis	in that moment he cried	grupo	alternativoj	prononco
level	knabo, kiu ne amas	seorang budak lelaki, yang tidak mencintai	a boy, who does not love	grupo	alternativoj	prononco
level	geknaboj	lelaki dan perempuan	boys and girls	grupo	alternativoj	prononco
level	aliaj geknaboj	lelaki dan perempuan lain	other boys and girls	grupo	alternativoj	prononco
level	ne amas aliajn geknabojn	tidak suka lelaki dan perempuan lain	does not love other boys and girls	grupo	alternativoj	prononco
level	nek amikojn, nek amikinojn	bukan kawan mahupun kawan perempuan	neither friends nor girl friends	grupo	alternativoj	prononco
level	havas nek monon, nek tempon	tidak mempunyai wang mahupun masa	does not have neither money nor time	grupo	alternativoj	prononco
level	kiu havis la libron?	siapa yang mempunyai buku itu?	who had the book?	grupo	alternativoj	prononco
level	la libron, kiun vi atendis	buku yang anda tunggu	the book which you waited	grupo	alternativoj	prononco
level	tiun, kiun vi atendis pli ol du jarojn	itu, yang anda tunggu selama lebih daripada 2 tahun	that, which you waited for more than 2 years	grupo	alternativoj	prononco
level	ĉu vi volas tion?	adakah anda mahu itu?	do you want that?	grupo	alternativoj	prononco
level	ĉu vi volas, ke ~ ?	adakah anda mahu itu ~ ?	do you want that ~ ?	grupo	alternativoj	prononco
level	plej kara	tersayang	dearest	grupo	alternativoj	prononco
level	plej kara foto	foto tersayang	dearest photo	grupo	alternativoj	prononco
level	mian plej karan foton	foto tersayang	my dearest photo	grupo	alternativoj	prononco
level	kie vi aĉetis ~ ?	kat mana awak beli ~ ?	where did you buy ~ ?	grupo	alternativoj	prononco
level	tiu vestaĵo	pakaian itu	that clothing	grupo	alternativoj	prononco
level	tiun vestaĵon	pakaian itu (objektif)	that clothing (objective)	grupo	alternativoj	prononco
level	aĉetis tiun vestaĵon	membeli pakaian itu	bought that outfit	grupo	alternativoj	prononco
level	vi iros tien	anda akan pergi ke sana	you will go there	grupo	alternativoj	prononco
level	kien vi iros?	awak nak pergi mana?	where are you going to?	grupo	alternativoj	prononco
level	suna tago	hari yang cerah	sunny day	grupo	alternativoj	prononco
level	estos suna tago	ia akan menjadi hari yang cerah	it will be a sunny day	grupo	alternativoj	prononco
level	se estos suna tago	jika ia akan menjadi hari yang cerah	if it will be a sunny day	grupo	alternativoj	prononco
level	via frato jam ekiris	abang awak sudah mula	your brother has already started	grupo	alternativoj	prononco
level	ĉu via frato jam ekiris?	abang dah mula ke?	has your brother started yet?	grupo	alternativoj	prononco
level	kie estas la akvo?	mana ada air	where is the water	grupo	alternativoj	prononco
level	kunporti la akvon	untuk membawa air	to bring the water	grupo	alternativoj	prononco
level	vi mem kunportis	awak sendiri yang bawa	you yourself brought	grupo	alternativoj	prononco
level	la akvon, kion vi mem kunportis	air itu, yang kamu bawa sendiri	the water, that you yourself brought	grupo	alternativoj	prononco
level	estis tre trankvila	sangat sunyi	was very quiet	grupo	alternativoj	prononco
level	hodiaŭ mia patrino estis ~	hari ini ibu saya ~	today my mother was ~	grupo	alternativoj	prononco
level	mi venis el ~	Saya datang dari ~	I came from ~	grupo	alternativoj	prononco
level	el la lernejo	keluar dari sekolah	out of the school	grupo	alternativoj	prononco
level	raportis al ~	dilaporkan kepada ~	reported to ~	grupo	alternativoj	prononco
level	kaj raportis al ŝi	dan melaporkan kepadanya	and reported to her	grupo	alternativoj	prononco
level	raportis, ke ~	melaporkan bahawa ~	reported that ~	grupo	alternativoj	prononco
level	raportis, ke mi ricevos	melaporkan bahawa saya akan menerima	reported that I will receive	grupo	alternativoj	prononco
level	mi ricevos malbonan noton	Saya akan mendapat gred yang teruk	I will get a bad grade	grupo	alternativoj	prononco
level	ŝi diris, ke ~	dia berkata bahawa ~	she said that ~	grupo	alternativoj	prononco
level	vi devas laborigi ~	anda perlu membuat ~ bekerja	you have to make ~ work	grupo	alternativoj	prononco
level	pli multe	lebih	more	grupo	alternativoj	prononco
level	pli multe laborigi	untuk membuat kerja lebih	to make work more	grupo	alternativoj	prononco
level	laborigi vian kapon	untuk membuat kepala anda bekerja	to make your head work	grupo	alternativoj	prononco
level	kiom da malbonaj notoj	berapa banyak gred buruk	how many bad grades	grupo	alternativoj	prononco
level	vi havas tiom da malbonaj notoj	anda mempunyai begitu banyak gred buruk	you have so many bad grades	grupo	alternativoj	prononco
level	estis malĝoja	sedih	was sad	grupo	alternativoj	prononco
level	en vian ĉambron	ke dalam bilik awak	into your room	grupo	alternativoj	prononco
level	iru en vian ĉambron	masuk bilik awak	go into your room	grupo	alternativoj	prononco
level	iru kaj lernu	pergi dan belajar	go and learn	grupo	alternativoj	prononco
level	mi sidis	saya duduk	I sat	grupo	alternativoj	prononco
level	en mia ĉambro	dalam bilik saya	in my room	grupo	alternativoj	prononco
level	sidis en mia ĉambro	duduk dalam bilik saya	sat in my room	grupo	alternativoj	prononco
level	nek lerni nek legi	tidak belajar mahupun membaca	neither learn nor read	grupo	alternativoj	prononco
level	sed mi povis nek lerni nek legi	tetapi saya tidak boleh belajar mahupun membaca	but I could neither learn nor read	grupo	alternativoj	prononco
level	miaj pensoj	fikiran saya	my thoughts	grupo	alternativoj	prononco
level	ĉe ludo	pada sesuatu permainan	at a game	grupo	alternativoj	prononco
level	ludo kun miaj amikoj	permainan dengan kawan-kawan saya	game with my friends	grupo	alternativoj	prononco
level	ĉe sporto	pada sukan	at sport	grupo	alternativoj	prononco
level	al mi mem	kepada diri saya sendiri	to myself	grupo	alternativoj	prononco
level	diris al mi mem	kata pada diri sendiri	said to myself	grupo	alternativoj	prononco
level	tiom malsaĝa	sangat bodoh	so stupid	grupo	alternativoj	prononco
level	ĉu mi estas tiom malsaĝa?	adakah saya sebodoh itu?	am I that stupid?	grupo	alternativoj	prononco
level	kvankam mi lernis multe	walaupun saya banyak belajar	although I learned a lot	grupo	alternativoj	prononco
level	la patrino eniris	ibu masuk	the mother entered	grupo	alternativoj	prononco
level	miaj vortoj	kata-kata saya	my words	grupo	alternativoj	prononco
level	kaj aŭdis miajn vortojn	dan mendengar kata-kata saya	and heard my words	grupo	alternativoj	prononco
level	ŝi tuj respondis	dia menjawab serta merta	she answered immediately	grupo	alternativoj	prononco
level	ne, mia kara	tidak Sayangku	no, my dear	grupo	alternativoj	prononco
level	vi ne estas malsaĝa	awak tidak bodoh	you are not stupid	grupo	alternativoj	prononco
level	la problemo estas, ke ~	masalahnya ialah ~	the problem is that ~	grupo	alternativoj	prononco
level	ke vi devas lerni	yang mesti anda pelajari	that you must learn	grupo	alternativoj	prononco
level	devas lerni multe pli	mesti belajar banyak lagi	must learn much more	grupo	alternativoj	prononco
level	tiam vi ne havos	maka anda tidak akan mempunyai	then you will not have	grupo	alternativoj	prononco
level	malbonaj notoj	gred teruk	bad grades	grupo	alternativoj	prononco
level	havos nur malbonajn notojn	hanya akan mendapat gred yang buruk	will have only bad grades	grupo	alternativoj	prononco
level	ankaŭ nun	juga sekarang	also now	grupo	alternativoj	prononco
level	mi ne havas ilin	Saya tidak mempunyai mereka	I don't have them	grupo	alternativoj	prononco
level	mi havas bonan noton	Saya mempunyai gred yang baik	I have a good grade	grupo	alternativoj	prononco
level	pri muziko	tentang muzik	about music	grupo	alternativoj	prononco
level	bonan noton pri muziko	nota yang bagus tentang muzik	a good note on music	grupo	alternativoj	prononco
level	la patrino subite ekridis	tiba-tiba si ibu ketawa	the mother suddenly burst out laughing	grupo	alternativoj	prononco
level	tio plibeligis ~	yang dicantikkan ~	that beautified ~	grupo	alternativoj	prononco
level	mian tagon	hari saya	my day	grupo	alternativoj	prononco
level	plibeligis mian tagon	bahagiakan hari saya	made my day	grupo	alternativoj	prononco
level	sed tamen restis	tetapi masih kekal	but still remained	grupo	alternativoj	prononco
level	sed la problemo tamen restis	tetapi masalah itu masih kekal	but the problem still remained	grupo	alternativoj	prononco
level	kilogramo da ~	sekilogram ~	a kilogram of ~	grupo	alternativoj	prononco
level	kilogramo da sukero	sekilogram gula	a kilogram of sugar	grupo	alternativoj	prononco
level	glaso da ~	segelas ~	a glass of ~	grupo	alternativoj	prononco
level	glaso da akvo	segelas air	a glass of water	grupo	alternativoj	prononco
level	multe da ~	banyak ~	a lot of ~	grupo	alternativoj	prononco
level	multe da ideoj	banyak idea	lots of ideas	grupo	alternativoj	prononco
level	deteni sin	untuk menahan	to hold back	grupo	alternativoj	prononco
level	ordigis ĉion	menyusun semuanya	sorted everything out	grupo	alternativoj	prononco
level	transdonis al li	diserahkan kepadanya	handed over to him	grupo	alternativoj	prononco
level	mi petas	Saya bertanya	I'm asking	grupo	alternativoj	prononco
level	glason da kafo	segelas kopi	a glass of coffee	grupo	alternativoj	prononco
level	kaj iom da akvo	dan sedikit air	and some water	grupo	alternativoj	prononco
level	mi petas glason da kafo	Saya ingin segelas kopi	I would like a glass of coffee	grupo	alternativoj	prononco
level	mi petas tason da teo	Saya ingin secawan teh	I would like a cup of tea	grupo	alternativoj	prononco
level	doloris lin	menyakiti dia	hurt him	grupo	alternativoj	prononco
level	la kapo doloris lin	kepalanya sakit	his head hurt	grupo	alternativoj	prononco
level	li malsaniĝis	dia jatuh sakit	he fell ill	grupo	alternativoj	prononco
level	ŝatas esti bela	suka cantik	likes to be beautiful	grupo	alternativoj	prononco
level	ŝi beligis sian vizaĝon	dia mencantikkan wajahnya	she beautified her face	grupo	alternativoj	prononco
level	la knabo ŝatas esti bela	budak tu suka cantik	the boy likes to be pretty	grupo	alternativoj	prononco
level	pro tio ŝi beligis ĝin	oleh itu dia mencantikkannya	therefore she beautified it	grupo	alternativoj	prononco
level	post la tagmanĝo	selepas makan tengah hari	after lunch	grupo	alternativoj	prononco
level	purigi la kuirejon	untuk membersihkan dapur	to clean the kitchen	grupo	alternativoj	prononco
level	kiu purigos la kuirejon?	siapa yang akan membersihkan dapur?	who will clean the kitchen?	grupo	alternativoj	prononco
level	volas trinki	nak minum	wants to drink	grupo	alternativoj	prononco
level	kion vi volas trinki?	apa yang anda mahu minum	what do you want to drink	grupo	alternativoj	prononco
level	trinki teon	untuk minum teh	to drink tea	grupo	alternativoj	prononco
level	iom da akvo	sedikit air	a little of water	grupo	alternativoj	prononco
level	ĉu vi volas nenion?	awak tak nak apa-apa?	do you want nothing?	grupo	alternativoj	prononco
level	tiel subite	begitu tiba-tiba	so suddenly	grupo	alternativoj	prononco
level	kial vi decidis ~ ?	kenapa awak buat keputusan ~ ?	why did you decide ~ ?	grupo	alternativoj	prononco
level	kial vi tiel subite decidis ~ ?	mengapa anda membuat keputusan ~ begitu tiba-tiba?	why did you decide ~ so suddenly?	grupo	alternativoj	prononco
level	via ĉambro	bilik awak	your room	grupo	alternativoj	prononco
level	via ĉambreto	bilik kecil awak	your little room	grupo	alternativoj	prononco
level	vian ĉambreton	ke bilik kecil anda	to your little room	grupo	alternativoj	prononco
level	renovigi vian ĉambreton	untuk mengubahsuai bilik kecil anda	to renovate your little room	grupo	alternativoj	prononco
level	decidis renovigi vian ĉambreton	memutuskan untuk mengubah suai bilik kecil anda	decided to renovate your little room	grupo	alternativoj	prononco
level	al kiu	kepada siapa	to whom	grupo	alternativoj	prononco
level	vi donis ~	awak memberi ~	you gave ~	grupo	alternativoj	prononco
level	al kiu vi donis ~ ?	kepada siapa awak berikan ~ ?	to whom did you give ~ ?	grupo	alternativoj	prononco
level	puraj glasoj	cermin mata bersih	clean glasses	grupo	alternativoj	prononco
level	vi donis la purajn glasojn	anda memberikan cermin mata yang bersih	you gave the clean glasses	grupo	alternativoj	prononco
level	la puraj glasoj por la vino	gelas bersih untuk wain	the clean glasses for the wine	grupo	alternativoj	prononco
level	kontraŭ kiu	terhadap siapa	against whom	grupo	alternativoj	prononco
level	via sportklubo	kelab sukan anda	your sports club	grupo	alternativoj	prononco
level	ludas kontraŭ ~	bermain menentang ~	plays against ~	grupo	alternativoj	prononco
level	antaŭ du semajnoj	dua minggu yang lalu	two weeks ago	grupo	alternativoj	prononco
level	kontraŭ kiu via sportklubo ludis?	dengan siapa kelab sukan anda lawan?	who did your sports club play against?	grupo	alternativoj	prononco
level	ĉu vi vidas ~ ?	awak nampak ~ ?	do you see ~ ?	grupo	alternativoj	prononco
level	ĉu vi ofte vidas ~ ?	adakah anda sering melihat ~ ?	do you often see ~ ?	grupo	alternativoj	prononco
level	ofte vidas la policiston	kerap jumpa polis	often see the policeman	grupo	alternativoj	prononco
level	tiu, kiu loĝas en ~	orang yang tinggal di ~	the one who lives in ~	grupo	alternativoj	prononco
level	loĝas en la loĝejo	tinggal di tempat penginapan	lives in the lodging place	grupo	alternativoj	prononco
level	la loĝejo super vi	tempat kediaman di atas kamu	the dwelling place above you	grupo	alternativoj	prononco
level	vidas la policiston, kiu loĝas en ~	melihat pegawai polis yang tinggal di ~	sees the police officer who lives in ~	grupo	alternativoj	prononco
level	plano pri veturado	rancangan memandu	driving plan	grupo	alternativoj	prononco
level	volis vojaĝi	ingin melancong	wanted to travel	grupo	alternativoj	prononco
level	vojaĝi al alia lando	untuk melancong ke negara lain	to travel to another country	grupo	alternativoj	prononco
level	en libertempo	dalam masa lapang	in free time	grupo	alternativoj	prononco
level	ili decidis iri	mereka memutuskan untuk pergi	they decided to go	grupo	alternativoj	prononco
level	decidis iri al Italio	memutuskan untuk pergi ke Itali	decided to go to Italy	grupo	alternativoj	prononco
level	malnovaj urboj	bandar lama	old cities	grupo	alternativoj	prononco
level	lando kun malnovaj urboj	sebuah negara dengan bandar-bandar lama	a country with old cities	grupo	alternativoj	prononco
level	aliaj belaĵoj	kecantikan lain	other beauties	grupo	alternativoj	prononco
level	kaj aliaj belaĵoj	dan kecantikan lain	and other beauties	grupo	alternativoj	prononco
level	bela lando kun malnovaj urboj kaj aliaj belaĵoj	sebuah negara yang indah dengan bandar-bandar lama dan keindahan lain	a beautiful country with old cities and other beauties	grupo	alternativoj	prononco
level	ili estis feliĉaj	mereka sangat bahagia	they were happy	grupo	alternativoj	prononco
level	kie estas ~ ?	dimanakah ~ ?	where is ~ ?	grupo	alternativoj	prononco
level	kie estas mia vestaĵo?	mana baju saya	where are my clothes	grupo	alternativoj	prononco
level	ŝi demandis ~	dia bertanya ~	she asked ~	grupo	alternativoj	prononco
level	ni ne forgesu kunporti ~	jangan lupa bawa ~	let's not forget to bring ~	grupo	alternativoj	prononco
level	kunporti la libron	untuk membawa buku itu bersama anda	to take the book with you	grupo	alternativoj	prononco
level	libro por lerni Esperanton	buku untuk belajar bahasa Esperanto	a book to learn Esperanto	grupo	alternativoj	prononco
level	kunporti libron por lerni	membawa buku untuk belajar	to carry a book to learn	grupo	alternativoj	prononco
level	ni povas komenci ~	kita boleh mula ~	we can start ~	grupo	alternativoj	prononco
level	en la vagonaro	dalam kereta api	in the train	grupo	alternativoj	prononco
level	jam en la vagonaro	sudah dalam keretapi	already in the train	grupo	alternativoj	prononco
level	ni nenion faros	kami tidak akan melakukan apa-apa	we won't do anything	grupo	alternativoj	prononco
level	per aŭto	dengan kereta	by car	grupo	alternativoj	prononco
level	ni veturos per ~	kami akan memandu melalui ~	we will drive by ~	grupo	alternativoj	prononco
level	veturos per aŭto	akan memandu kereta	will drive a car	grupo	alternativoj	prononco
level	mi havas sekreton	Saya ada rahsia	I have a secret	grupo	alternativoj	prononco
level	mia riĉa onklo	bapa saudara saya yang kaya	my rich uncle	grupo	alternativoj	prononco
level	mia deziro	hasrat saya	my wish	grupo	alternativoj	prononco
level	plenumis mian deziron	memenuhi hajat saya	fulfilled my wish	grupo	alternativoj	prononco
level	donis al ni	berikan kami	gave us	grupo	alternativoj	prononco
level	sian aŭton	kereta dia	his car	grupo	alternativoj	prononco
level	kaj donis al ni sian aŭton	dan memberikan kami keretanya	and gave us his car	grupo	alternativoj	prononco
level	por uzo	untuk kegunaan	for use	grupo	alternativoj	prononco
level	ĝi staras antaŭ ~	ia berdiri di hadapan ~	it stands before ~	grupo	alternativoj	prononco
level	staras antaŭ la domo	berdiri di hadapan rumah	stands in front of the house	grupo	alternativoj	prononco
level	mi devas diri ~	Saya perlu katakan ~	I have to say ~	grupo	alternativoj	prononco
level	nenion diru	jangan cakap apa-apa	don't say anything	grupo	alternativoj	prononco
level	ni eksidu	mari duduk	let's sit down	grupo	alternativoj	prononco
level	eksidu en la aŭton	masuk ke dalam kereta	get in the car	grupo	alternativoj	prononco
level	veturi al ~	untuk memandu ke ~	to drive to ~	grupo	alternativoj	prononco
level	kaj veturu al Italio	dan memandu ke Itali	and drive to Italy	grupo	alternativoj	prononco
level	sidis en la aŭto	duduk dalam kereta	sat in the car	grupo	alternativoj	prononco
level	ankaŭ la vestaĵoj	juga pakaian	also the clothes	grupo	alternativoj	prononco
level	~ estis en la aŭto	~ berada di dalam kereta	~ was in the car	grupo	alternativoj	prononco
level	ankoraŭ sidadis kaj atendis	masih duduk dan menunggu	still sat and waited	grupo	alternativoj	prononco
level	sed li atendis	tetapi dia menunggu	but he waited	grupo	alternativoj	prononco
level	kial ni ne ~ ?	kenapa kita tidak ~ ?	why don't we ~ ?	grupo	alternativoj	prononco
level	kial ni ne ekveturas?	kenapa kita tidak mula memandu?	why don't we start driving?	grupo	alternativoj	prononco
level	ankaŭ mi havas ~	Saya ada ~ juga	I have ~ too	grupo	alternativoj	prononco
level	veturigus la aŭton	akan memandu kereta	would drive the car	grupo	alternativoj	prononco
level	sed mi ne scias ~	tetapi saya tidak tahu ~	but I don't know ~	grupo	alternativoj	prononco
level	mi neniam lernis tion	Saya tidak pernah belajar itu	I never learned that	grupo	alternativoj	prononco
level	mi kredus ~	Saya akan percaya ~	I would believe ~	grupo	alternativoj	prononco
level	se mi estus sana	kalau saya sihat	if I were healthy	grupo	alternativoj	prononco
level	mi estus tre feliĉa	Saya akan sangat gembira	I would be very happy	grupo	alternativoj	prononco
level	kvazaŭ vi estus riĉulo	seolah-olah anda kaya	as if you were rich	grupo	alternativoj	prononco
level	vi sidas tie kvazaŭ vi estus riĉulo	anda duduk di sana seolah-olah anda seorang yang kaya	you sit there as if you were a rich man	grupo	alternativoj	prononco
level	kvazaŭa lernejo	sekolah yang didakwa	alleged school	grupo	alternativoj	prononco
level	kvazaŭ riĉulo	macam orang kaya	like a rich man	grupo	alternativoj	prononco
level	vi sidas tie kvazaŭ riĉulo	anda duduk di sana seperti orang kaya	you sit there like a rich man	grupo	alternativoj	prononco
level	tiom da mono	begitu banyak wang	so much money	grupo	alternativoj	prononco
level	tiom da mono kiom da ideoj	wang sebanyak idea	as much money as ideas	grupo	alternativoj	prononco
level	se mi havus tiom da mono	jika saya mempunyai wang sebanyak itu	if I had that much money	grupo	alternativoj	prononco
level	mi vojaĝadus	Saya akan mengembara	I would travel	grupo	alternativoj	prononco
