A.te content.tsv
Level	Esperanto	te	en-us	Grupo	Alternativoj	Pronoco
level	trinkis rapidege	చాలా వేగంగా తాగాడు	drank very fast	grupo	alternativoj	prononco
level	trinkis matenan trinkaĵon	ఉదయం పానీయం తీసుకున్నాడు	had a morning drink	grupo	alternativoj	prononco
level	por frue veni	తొందరగా రావాలి	to come early	grupo	alternativoj	prononco
level	veni al la lernejo	పాఠశాలకు రావాలని	to come to school	grupo	alternativoj	prononco
level	frue veni al ~	ముందుగా రావడానికి ~	to come early to ~	grupo	alternativoj	prononco
level	ne aŭdis novaĵon	వార్తలు వినలేదు	didn't hear news	grupo	alternativoj	prononco
level	ankoraŭ ne aŭdis	ఇంకా వినలేదు	didn't hear yet	grupo	alternativoj	prononco
level	mi ankoraŭ ne aŭdis	నేను ఇంకా వినలేదు	I didn't hear yet	grupo	alternativoj	prononco
level	en tiu momento	ఆ క్షణంలో	in that moment	grupo	alternativoj	prononco
level	en tiu momento li ekkriis	ఆ క్షణంలో అరిచాడు	in that moment he cried	grupo	alternativoj	prononco
level	knabo, kiu ne amas	ప్రేమించని అబ్బాయి	a boy, who does not love	grupo	alternativoj	prononco
level	geknaboj	అబ్బాయిలు మరియు అమ్మాయిలు	boys and girls	grupo	alternativoj	prononco
level	aliaj geknaboj	ఇతర అబ్బాయిలు మరియు అమ్మాయిలు	other boys and girls	grupo	alternativoj	prononco
level	ne amas aliajn geknabojn	ఇతర అబ్బాయిలను మరియు అమ్మాయిలను ప్రేమించడు	does not love other boys and girls	grupo	alternativoj	prononco
level	nek amikojn, nek amikinojn	స్నేహితులు లేదా అమ్మాయి స్నేహితులు కాదు	neither friends nor girl friends	grupo	alternativoj	prononco
level	havas nek monon, nek tempon	డబ్బు లేదా సమయం కూడా లేదు	does not have neither money nor time	grupo	alternativoj	prononco
level	kiu havis la libron?	పుస్తకం ఎవరి దగ్గర ఉంది?	who had the book?	grupo	alternativoj	prononco
level	la libron, kiun vi atendis	మీరు వేచి ఉన్న పుస్తకం	the book which you waited	grupo	alternativoj	prononco
level	tiun, kiun vi atendis pli ol du jarojn	అది, మీరు 2 సంవత్సరాలకు పైగా వేచి ఉన్నారు	that, which you waited for more than 2 years	grupo	alternativoj	prononco
level	ĉu vi volas tion?	నీకు అది కావాలా?	do you want that?	grupo	alternativoj	prononco
level	ĉu vi volas, ke ~ ?	మీకు అది కావాలా ~?	do you want that ~ ?	grupo	alternativoj	prononco
level	plej kara	ప్రియమైన	dearest	grupo	alternativoj	prononco
level	plej kara foto	ప్రియమైన ఫోటో	dearest photo	grupo	alternativoj	prononco
level	mian plej karan foton	నా ప్రియమైన ఫోటో	my dearest photo	grupo	alternativoj	prononco
level	kie vi aĉetis ~ ?	మీరు ఎక్కడ కొనుగోలు చేసారు ~?	where did you buy ~ ?	grupo	alternativoj	prononco
level	tiu vestaĵo	ఆ దుస్తులు	that clothing	grupo	alternativoj	prononco
level	tiun vestaĵon	ఆ దుస్తులు (లక్ష్యం)	that clothing (objective)	grupo	alternativoj	prononco
level	aĉetis tiun vestaĵon	ఆ దుస్తులను కొన్నాడు	bought that outfit	grupo	alternativoj	prononco
level	vi iros tien	మీరు అక్కడికి వెళ్తారు	you will go there	grupo	alternativoj	prononco
level	kien vi iros?	నువ్వు ఎక్కడికి వెళ్ళుతున్నావు?	where are you going to?	grupo	alternativoj	prononco
level	suna tago	ఎండ రోజు	sunny day	grupo	alternativoj	prononco
level	estos suna tago	అది ఎండ రోజు అవుతుంది	it will be a sunny day	grupo	alternativoj	prononco
level	se estos suna tago	అది ఎండ రోజు అయితే	if it will be a sunny day	grupo	alternativoj	prononco
level	via frato jam ekiris	మీ సోదరుడు ఇప్పటికే ప్రారంభించాడు	your brother has already started	grupo	alternativoj	prononco
level	ĉu via frato jam ekiris?	మీ సోదరుడు ఇంకా ప్రారంభించాడా?	has your brother started yet?	grupo	alternativoj	prononco
level	kie estas la akvo?	నీరు ఎక్కడ ఉంది	where is the water	grupo	alternativoj	prononco
level	kunporti la akvon	నీరు తీసుకురావడానికి	to bring the water	grupo	alternativoj	prononco
level	vi mem kunportis	మీరే తెచ్చారు	you yourself brought	grupo	alternativoj	prononco
level	la akvon, kion vi mem kunportis	నీరు, మీరే తెచ్చారు	the water, that you yourself brought	grupo	alternativoj	prononco
level	estis tre trankvila	చాలా నిశ్శబ్దంగా ఉంది	was very quiet	grupo	alternativoj	prononco
level	hodiaŭ mia patrino estis ~	ఈ రోజు నా తల్లి ~	today my mother was ~	grupo	alternativoj	prononco
level	mi venis el ~	నేను ~ నుండి వచ్చాను	I came from ~	grupo	alternativoj	prononco
level	el la lernejo	పాఠశాల వెలుపల	out of the school	grupo	alternativoj	prononco
level	raportis al ~	~కి నివేదించబడింది	reported to ~	grupo	alternativoj	prononco
level	kaj raportis al ŝi	మరియు ఆమెకు నివేదించారు	and reported to her	grupo	alternativoj	prononco
level	raportis, ke ~	~ అని నివేదించింది	reported that ~	grupo	alternativoj	prononco
level	raportis, ke mi ricevos	స్వీకరిస్తానని నివేదించారు	reported that I will receive	grupo	alternativoj	prononco
level	mi ricevos malbonan noton	నాకు చెడ్డ గ్రేడ్ వస్తుంది	I will get a bad grade	grupo	alternativoj	prononco
level	ŝi diris, ke ~	ఆమె చెప్పింది ~	she said that ~	grupo	alternativoj	prononco
level	vi devas laborigi ~	మీరు ~ పని చేయాలి	you have to make ~ work	grupo	alternativoj	prononco
level	pli multe	మరింత	more	grupo	alternativoj	prononco
level	pli multe laborigi	మరింత పని చేయడానికి	to make work more	grupo	alternativoj	prononco
level	laborigi vian kapon	మీ తల పని చేయడానికి	to make your head work	grupo	alternativoj	prononco
level	kiom da malbonaj notoj	ఎన్ని చెడ్డ గ్రేడ్‌లు	how many bad grades	grupo	alternativoj	prononco
level	vi havas tiom da malbonaj notoj	మీకు చాలా చెడ్డ గ్రేడ్‌లు ఉన్నాయి	you have so many bad grades	grupo	alternativoj	prononco
level	estis malĝoja	విచారంగా ఉంది	was sad	grupo	alternativoj	prononco
level	en vian ĉambron	మీ గదిలోకి	into your room	grupo	alternativoj	prononco
level	iru en vian ĉambron	నీ గదిలోకి వెళ్ళు	go into your room	grupo	alternativoj	prononco
level	iru kaj lernu	వెళ్ళి నేర్చుకో	go and learn	grupo	alternativoj	prononco
level	mi sidis	నేను కూర్చున్నాను	I sat	grupo	alternativoj	prononco
level	en mia ĉambro	నా గదిలో	in my room	grupo	alternativoj	prononco
level	sidis en mia ĉambro	నా గదిలో కూర్చున్నాడు	sat in my room	grupo	alternativoj	prononco
level	nek lerni nek legi	నేర్చుకోలేదు, చదవకూడదు	neither learn nor read	grupo	alternativoj	prononco
level	sed mi povis nek lerni nek legi	కానీ నేను నేర్చుకోలేకపోయాను లేదా చదవలేకపోయాను	but I could neither learn nor read	grupo	alternativoj	prononco
level	miaj pensoj	నా ఆలోచనలు	my thoughts	grupo	alternativoj	prononco
level	ĉe ludo	ఒక ఆటలో	at a game	grupo	alternativoj	prononco
level	ludo kun miaj amikoj	నా స్నేహితులతో ఆట	game with my friends	grupo	alternativoj	prononco
level	ĉe sporto	క్రీడలో	at sport	grupo	alternativoj	prononco
level	al mi mem	నాకే	to myself	grupo	alternativoj	prononco
level	diris al mi mem	అని నేనే అన్నాడు	said to myself	grupo	alternativoj	prononco
level	tiom malsaĝa	చాలా తెలివితక్కువది	so stupid	grupo	alternativoj	prononco
level	ĉu mi estas tiom malsaĝa?	నేను అంత తెలివితక్కువవాడినా?	am I that stupid?	grupo	alternativoj	prononco
level	kvankam mi lernis multe	నేను చాలా నేర్చుకున్నప్పటికీ	although I learned a lot	grupo	alternativoj	prononco
level	la patrino eniris	తల్లి ప్రవేశించింది	the mother entered	grupo	alternativoj	prononco
level	miaj vortoj	నా పదాలు	my words	grupo	alternativoj	prononco
level	kaj aŭdis miajn vortojn	మరియు నా మాటలు విన్నాను	and heard my words	grupo	alternativoj	prononco
level	ŝi tuj respondis	ఆమె వెంటనే సమాధానం చెప్పింది	she answered immediately	grupo	alternativoj	prononco
level	ne, mia kara	లేదు, నా ప్రియమైన	no, my dear	grupo	alternativoj	prononco
level	vi ne estas malsaĝa	మీరు తెలివితక్కువవారు కాదు	you are not stupid	grupo	alternativoj	prononco
level	la problemo estas, ke ~	సమస్య ఏమిటంటే ~	the problem is that ~	grupo	alternativoj	prononco
level	ke vi devas lerni	మీరు తప్పక నేర్చుకోవాలి	that you must learn	grupo	alternativoj	prononco
level	devas lerni multe pli	ఇంకా చాలా నేర్చుకోవాలి	must learn much more	grupo	alternativoj	prononco
level	tiam vi ne havos	అప్పుడు నీకు ఉండదు	then you will not have	grupo	alternativoj	prononco
level	malbonaj notoj	చెడు తరగతులు	bad grades	grupo	alternativoj	prononco
level	havos nur malbonajn notojn	చెడ్డ గ్రేడ్‌లు మాత్రమే ఉంటాయి	will have only bad grades	grupo	alternativoj	prononco
level	ankaŭ nun	ఇప్పుడు కూడా	also now	grupo	alternativoj	prononco
level	mi ne havas ilin	నా దగ్గర అవి లేవు	I don't have them	grupo	alternativoj	prononco
level	mi havas bonan noton	నాకు మంచి గ్రేడ్ ఉంది	I have a good grade	grupo	alternativoj	prononco
level	pri muziko	సంగీతం గురించి	about music	grupo	alternativoj	prononco
level	bonan noton pri muziko	సంగీతంపై మంచి గమనిక	a good note on music	grupo	alternativoj	prononco
level	la patrino subite ekridis	తల్లి ఒక్కసారిగా పగలబడి నవ్వింది	the mother suddenly burst out laughing	grupo	alternativoj	prononco
level	tio plibeligis ~	అని అందంగా ఉంది ~	that beautified ~	grupo	alternativoj	prononco
level	mian tagon	నా రోజు	my day	grupo	alternativoj	prononco
level	plibeligis mian tagon	నా రోజు చేసింది	made my day	grupo	alternativoj	prononco
level	sed tamen restis	కానీ ఇంకా మిగిలిపోయింది	but still remained	grupo	alternativoj	prononco
level	sed la problemo tamen restis	కానీ సమస్య ఇంకా అలాగే ఉండిపోయింది	but the problem still remained	grupo	alternativoj	prononco
level	kilogramo da ~	ఒక కిలోగ్రాము ~	a kilogram of ~	grupo	alternativoj	prononco
level	kilogramo da sukero	ఒక కిలోగ్రాము చక్కెర	a kilogram of sugar	grupo	alternativoj	prononco
level	glaso da ~	ఒక గాజు ~	a glass of ~	grupo	alternativoj	prononco
level	glaso da akvo	ఒక గ్లాసు నీళ్ళు	a glass of water	grupo	alternativoj	prononco
level	multe da ~	చాలా ~	a lot of ~	grupo	alternativoj	prononco
level	multe da ideoj	చాలా ఆలోచనలు	lots of ideas	grupo	alternativoj	prononco
level	deteni sin	తిరిగి పట్టుకోవడానికి	to hold back	grupo	alternativoj	prononco
level	ordigis ĉion	ప్రతిదీ క్రమబద్ధీకరించబడింది	sorted everything out	grupo	alternativoj	prononco
level	transdonis al li	అతనికి అప్పగించారు	handed over to him	grupo	alternativoj	prononco
level	mi petas	నేను అడుగుతున్నాను	I'm asking	grupo	alternativoj	prononco
level	glason da kafo	ఒక గ్లాసు కాఫీ	a glass of coffee	grupo	alternativoj	prononco
level	kaj iom da akvo	మరియు కొంత నీరు	and some water	grupo	alternativoj	prononco
level	mi petas glason da kafo	నాకు ఒక గ్లాసు కాఫీ కావాలి	I would like a glass of coffee	grupo	alternativoj	prononco
level	mi petas tason da teo	నాకు ఒక కప్పు టీ కావాలి	I would like a cup of tea	grupo	alternativoj	prononco
level	doloris lin	అతన్ని బాధపెట్టింది	hurt him	grupo	alternativoj	prononco
level	la kapo doloris lin	అతని తల గాయపడింది	his head hurt	grupo	alternativoj	prononco
level	li malsaniĝis	అతను అనారోగ్యంతో పడిపోయాడు	he fell ill	grupo	alternativoj	prononco
level	ŝatas esti bela	అందంగా ఉండడం ఇష్టం	likes to be beautiful	grupo	alternativoj	prononco
level	ŝi beligis sian vizaĝon	ఆమె ముఖాన్ని అందంగా తీర్చిదిద్దుకుంది	she beautified her face	grupo	alternativoj	prononco
level	la knabo ŝatas esti bela	అబ్బాయి అందంగా ఉండటాన్ని ఇష్టపడతాడు	the boy likes to be pretty	grupo	alternativoj	prononco
level	pro tio ŝi beligis ĝin	అందువలన ఆమె దానిని అందంగా తీర్చిదిద్దింది	therefore she beautified it	grupo	alternativoj	prononco
level	post la tagmanĝo	భోజనము తర్వాత	after lunch	grupo	alternativoj	prononco
level	purigi la kuirejon	వంటగది శుభ్రం చేయడానికి	to clean the kitchen	grupo	alternativoj	prononco
level	kiu purigos la kuirejon?	వంటగదిని ఎవరు శుభ్రం చేస్తారు?	who will clean the kitchen?	grupo	alternativoj	prononco
level	volas trinki	తాగాలనిపిస్తుంది	wants to drink	grupo	alternativoj	prononco
level	kion vi volas trinki?	నువ్వు ఏమి తాగాలని అనుకుంటున్నావ్	what do you want to drink	grupo	alternativoj	prononco
level	trinki teon	టీ త్రాగడానికి	to drink tea	grupo	alternativoj	prononco
level	iom da akvo	కొద్దిగా నీరు	a little of water	grupo	alternativoj	prononco
level	ĉu vi volas nenion?	నీకు ఏమీ అక్కర్లేదా?	do you want nothing?	grupo	alternativoj	prononco
level	tiel subite	కాబట్టి అకస్మాత్తుగా	so suddenly	grupo	alternativoj	prononco
level	kial vi decidis ~ ?	మీరు ఎందుకు నిర్ణయించుకున్నారు ~?	why did you decide ~ ?	grupo	alternativoj	prononco
level	kial vi tiel subite decidis ~ ?	మీరు ఇంత హఠాత్తుగా ఎందుకు నిర్ణయించుకున్నారు?	why did you decide ~ so suddenly?	grupo	alternativoj	prononco
level	via ĉambro	నీ గది	your room	grupo	alternativoj	prononco
level	via ĉambreto	మీ చిన్న గది	your little room	grupo	alternativoj	prononco
level	vian ĉambreton	మీ చిన్న గదికి	to your little room	grupo	alternativoj	prononco
level	renovigi vian ĉambreton	మీ చిన్న గదిని పునరుద్ధరించడానికి	to renovate your little room	grupo	alternativoj	prononco
level	decidis renovigi vian ĉambreton	మీ చిన్న గదిని పునరుద్ధరించాలని నిర్ణయించుకున్నారు	decided to renovate your little room	grupo	alternativoj	prononco
level	al kiu	ఎవరికి	to whom	grupo	alternativoj	prononco
level	vi donis ~	మీరు ఇచ్చారు ~	you gave ~	grupo	alternativoj	prononco
level	al kiu vi donis ~ ?	మీరు ఎవరికి ఇచ్చారు ~ ?	to whom did you give ~ ?	grupo	alternativoj	prononco
level	puraj glasoj	శుభ్రమైన అద్దాలు	clean glasses	grupo	alternativoj	prononco
level	vi donis la purajn glasojn	మీరు శుభ్రమైన అద్దాలు ఇచ్చారు	you gave the clean glasses	grupo	alternativoj	prononco
level	la puraj glasoj por la vino	వైన్ కోసం శుభ్రమైన గ్లాసెస్	the clean glasses for the wine	grupo	alternativoj	prononco
level	kontraŭ kiu	ఎవరికి వ్యతిరేకంగా	against whom	grupo	alternativoj	prononco
level	via sportklubo	మీ స్పోర్ట్స్ క్లబ్	your sports club	grupo	alternativoj	prononco
level	ludas kontraŭ ~	~ వ్యతిరేకంగా ఆడుతుంది	plays against ~	grupo	alternativoj	prononco
level	antaŭ du semajnoj	రెండు వారాల క్రితం	two weeks ago	grupo	alternativoj	prononco
level	kontraŭ kiu via sportklubo ludis?	మీ స్పోర్ట్స్ క్లబ్ ఎవరితో ఆడింది?	who did your sports club play against?	grupo	alternativoj	prononco
level	ĉu vi vidas ~ ?	మీరు చూస్తున్నారా ~ ?	do you see ~ ?	grupo	alternativoj	prononco
level	ĉu vi ofte vidas ~ ?	మీరు తరచుగా చూస్తారా ~?	do you often see ~ ?	grupo	alternativoj	prononco
level	ofte vidas la policiston	తరచుగా పోలీసు చూడండి	often see the policeman	grupo	alternativoj	prononco
level	tiu, kiu loĝas en ~	~లో నివసించేవాడు	the one who lives in ~	grupo	alternativoj	prononco
level	loĝas en la loĝejo	బసలో నివసిస్తున్నారు	lives in the lodging place	grupo	alternativoj	prononco
level	la loĝejo super vi	మీ పైన ఉన్న నివాస స్థలం	the dwelling place above you	grupo	alternativoj	prononco
level	vidas la policiston, kiu loĝas en ~	~లో నివసించే పోలీసు అధికారిని చూస్తాడు	sees the police officer who lives in ~	grupo	alternativoj	prononco
level	plano pri veturado	డ్రైవింగ్ ప్లాన్	driving plan	grupo	alternativoj	prononco
level	volis vojaĝi	ప్రయాణం చేయాలనుకున్నారు	wanted to travel	grupo	alternativoj	prononco
level	vojaĝi al alia lando	మరొక దేశానికి ప్రయాణించడానికి	to travel to another country	grupo	alternativoj	prononco
level	en libertempo	ఖాళీ సమయంలో	in free time	grupo	alternativoj	prononco
level	ili decidis iri	వారు వెళ్లాలని నిర్ణయించుకున్నారు	they decided to go	grupo	alternativoj	prononco
level	decidis iri al Italio	ఇటలీ వెళ్లాలని నిర్ణయించుకున్నారు	decided to go to Italy	grupo	alternativoj	prononco
level	malnovaj urboj	పాత నగరాలు	old cities	grupo	alternativoj	prononco
level	lando kun malnovaj urboj	పాత నగరాలతో కూడిన దేశం	a country with old cities	grupo	alternativoj	prononco
level	aliaj belaĵoj	ఇతర అందాలు	other beauties	grupo	alternativoj	prononco
level	kaj aliaj belaĵoj	మరియు ఇతర అందాలు	and other beauties	grupo	alternativoj	prononco
level	bela lando kun malnovaj urboj kaj aliaj belaĵoj	పాత నగరాలు మరియు ఇతర అందాలతో కూడిన అందమైన దేశం	a beautiful country with old cities and other beauties	grupo	alternativoj	prononco
level	ili estis feliĉaj	వారు సంతోషంగా ఉన్నారు	they were happy	grupo	alternativoj	prononco
level	kie estas ~ ?	ఎక్కడ ఉంది ~?	where is ~ ?	grupo	alternativoj	prononco
level	kie estas mia vestaĵo?	నా బట్టలు ఎక్కడ ఉన్నాయి	where are my clothes	grupo	alternativoj	prononco
level	ŝi demandis ~	ఆమె అడిగింది ~	she asked ~	grupo	alternativoj	prononco
level	ni ne forgesu kunporti ~	~ తీసుకురావడం మర్చిపోవద్దు	let's not forget to bring ~	grupo	alternativoj	prononco
level	kunporti la libron	మీతో పుస్తకాన్ని తీసుకెళ్లడానికి	to take the book with you	grupo	alternativoj	prononco
level	libro por lerni Esperanton	ఎస్పెరాంటో నేర్చుకోవడానికి ఒక పుస్తకం	a book to learn Esperanto	grupo	alternativoj	prononco
level	kunporti libron por lerni	నేర్చుకోవడానికి ఒక పుస్తకాన్ని తీసుకువెళ్లడానికి	to carry a book to learn	grupo	alternativoj	prononco
level	ni povas komenci ~	మేము ప్రారంభించవచ్చు ~	we can start ~	grupo	alternativoj	prononco
level	en la vagonaro	రైలులో	in the train	grupo	alternativoj	prononco
level	jam en la vagonaro	అప్పటికే రైలులో ఉంది	already in the train	grupo	alternativoj	prononco
level	ni nenion faros	మేము ఏమీ చేయము	we won't do anything	grupo	alternativoj	prononco
level	per aŭto	కారులో	by car	grupo	alternativoj	prononco
level	ni veturos per ~	మేము ~ ద్వారా డ్రైవ్ చేస్తాము	we will drive by ~	grupo	alternativoj	prononco
level	veturos per aŭto	కారు డ్రైవ్ చేస్తుంది	will drive a car	grupo	alternativoj	prononco
level	mi havas sekreton	నా దగ్గర ఒక రహస్యం ఉంది	I have a secret	grupo	alternativoj	prononco
level	mia riĉa onklo	నా ధనవంతుడు	my rich uncle	grupo	alternativoj	prononco
level	mia deziro	నా కోరిక	my wish	grupo	alternativoj	prononco
level	plenumis mian deziron	నా కోరికను నెరవేర్చాడు	fulfilled my wish	grupo	alternativoj	prononco
level	donis al ni	మాకు ఇచ్చారు	gave us	grupo	alternativoj	prononco
level	sian aŭton	అతని కారు	his car	grupo	alternativoj	prononco
level	kaj donis al ni sian aŭton	మరియు అతని కారుని మాకు ఇచ్చాడు	and gave us his car	grupo	alternativoj	prononco
level	por uzo	వాడేందుకు	for use	grupo	alternativoj	prononco
level	ĝi staras antaŭ ~	ఇది ముందు నిలుస్తుంది ~	it stands before ~	grupo	alternativoj	prononco
level	staras antaŭ la domo	ఇంటి ముందు నిల్చున్నాడు	stands in front of the house	grupo	alternativoj	prononco
level	mi devas diri ~	నేను చెప్పాలి ~	I have to say ~	grupo	alternativoj	prononco
level	nenion diru	ఏమీ అనకండి	don't say anything	grupo	alternativoj	prononco
level	ni eksidu	కూర్చుందాము	let's sit down	grupo	alternativoj	prononco
level	eksidu en la aŭton	కారు ఎక్కండి	get in the car	grupo	alternativoj	prononco
level	veturi al ~	డ్రైవ్ చేయడానికి ~	to drive to ~	grupo	alternativoj	prononco
level	kaj veturu al Italio	మరియు ఇటలీకి డ్రైవ్ చేయండి	and drive to Italy	grupo	alternativoj	prononco
level	sidis en la aŭto	కారులో కూర్చున్నాడు	sat in the car	grupo	alternativoj	prononco
level	ankaŭ la vestaĵoj	బట్టలు కూడా	also the clothes	grupo	alternativoj	prononco
level	~ estis en la aŭto	~ కారులో ఉన్నాడు	~ was in the car	grupo	alternativoj	prononco
level	ankoraŭ sidadis kaj atendis	ఇంకా కూర్చుని వేచి ఉన్నాడు	still sat and waited	grupo	alternativoj	prononco
level	sed li atendis	కానీ అతను వేచి ఉన్నాడు	but he waited	grupo	alternativoj	prononco
level	kial ni ne ~ ?	ఎందుకు మేము కాదు ~ ?	why don't we ~ ?	grupo	alternativoj	prononco
level	kial ni ne ekveturas?	మనం డ్రైవింగ్ ఎందుకు ప్రారంభించకూడదు?	why don't we start driving?	grupo	alternativoj	prononco
level	ankaŭ mi havas ~	నా దగ్గర ~ కూడా ఉంది	I have ~ too	grupo	alternativoj	prononco
level	veturigus la aŭton	కారు నడిపేవాడు	would drive the car	grupo	alternativoj	prononco
level	sed mi ne scias ~	కానీ నాకు తెలియదు ~	but I don't know ~	grupo	alternativoj	prononco
level	mi neniam lernis tion	నేను దానిని ఎప్పుడూ నేర్చుకోలేదు	I never learned that	grupo	alternativoj	prononco
level	mi kredus ~	నేను నమ్ముతాను ~	I would believe ~	grupo	alternativoj	prononco
level	se mi estus sana	నేను ఆరోగ్యంగా ఉంటే	if I were healthy	grupo	alternativoj	prononco
level	mi estus tre feliĉa	నేను చాలా సంతోషిస్తాను	I would be very happy	grupo	alternativoj	prononco
level	kvazaŭ vi estus riĉulo	నువ్వు ధనవంతుడివి అయినట్లే	as if you were rich	grupo	alternativoj	prononco
level	vi sidas tie kvazaŭ vi estus riĉulo	నువ్వు ధనవంతుడిలా కూర్చున్నావు	you sit there as if you were a rich man	grupo	alternativoj	prononco
level	kvazaŭa lernejo	ఆరోపించిన పాఠశాల	alleged school	grupo	alternativoj	prononco
level	kvazaŭ riĉulo	ధనవంతుడిలా	like a rich man	grupo	alternativoj	prononco
level	vi sidas tie kvazaŭ riĉulo	నువ్వు ధనవంతుడిలా కూర్చున్నావు	you sit there like a rich man	grupo	alternativoj	prononco
level	tiom da mono	చాలా డబ్బు	so much money	grupo	alternativoj	prononco
level	tiom da mono kiom da ideoj	ఆలోచనలు అంత డబ్బు	as much money as ideas	grupo	alternativoj	prononco
level	se mi havus tiom da mono	నా దగ్గర అంత డబ్బు ఉంటే	if I had that much money	grupo	alternativoj	prononco
level	mi vojaĝadus	నేను ప్రయాణం చేస్తాను	I would travel	grupo	alternativoj	prononco
level	ĉirkaŭ la mondo	ప్రపంచమంతటా	around the world	grupo	alternativoj	prononco
level	en ĉiu vortaro	ప్రతి నిఘంటువులో	in every dictionary	grupo	alternativoj	prononco
level	mankas io	ఏదో లేదు	something is missing	grupo	alternativoj	prononco
level	mankas kelkaj vortoj	కొన్ని పదాలు లేవు	some words are missing	grupo	alternativoj	prononco
level	homo, kiu longe parolis	సుదీర్ఘంగా మాట్లాడిన వ్యక్తి	a man who spoke at length	grupo	alternativoj	prononco
level	ĉe la manĝotablo	డైనింగ్ టేబుల్ వద్ద	at the dining table	grupo	alternativoj	prononco
level	homo, kiu rakontas, restos malsata	చెప్పే వ్యక్తి ఆకలితో ఉంటాడు	a person who tells will remain hungry	grupo	alternativoj	prononco
level	rakontadas ĉe la manĝo tablo	డైనింగ్ టేబుల్ దగ్గర చెబుతూనే ఉన్నాడు	keeps telling at the dining table	grupo	alternativoj	prononco
level	li devis atenti ~	అతను దృష్టి పెట్టవలసి వచ్చింది ~	he had to pay attention to ~	grupo	alternativoj	prononco
level	ne rajtis ~	~కి అనుమతించబడలేదు	was not allowed to ~	grupo	alternativoj	prononco
level	rajtis resti	ఉండేందుకు అనుమతించారు	was allowed to stay	grupo	alternativoj	prononco
level	ne rajtis longe resti	ఎక్కువసేపు ఉండడానికి అనుమతించలేదు	was not allowed to stay long	grupo	alternativoj	prononco
level	resti ekstere en pluvo	వర్షంలో ఉండడానికి	to stay out in the rain	grupo	alternativoj	prononco
level	tial li malvarmumis	అందుకే అతనికి జలుబు వచ్చింది	that's why he caught a cold	grupo	alternativoj	prononco
level	li havas sian klaran ideon	అతనికి తన స్వంత స్పష్టమైన ఆలోచన ఉంది	he has his own clear idea	grupo	alternativoj	prononco
level	sed li kredos ĉion	కానీ అతను ప్రతిదీ నమ్ముతాడు	but he will believe everything	grupo	alternativoj	prononco
level	ĉion, kion vi diros	మీరు ఏమి చెప్పినప్పటికీ	whatever you say	grupo	alternativoj	prononco
level	kvazaŭ vi estus lia edzino	నువ్వు అతని భార్యవంటివి	as if you were his wife	grupo	alternativoj	prononco
level	viaj gepatroj	మీ తల్లిదండ్రులు	your parents	grupo	alternativoj	prononco
level	ĝojigi viajn gepatrojn	మీ తల్లిదండ్రులను సంతోషపెట్టడానికి	to make your parents happy	grupo	alternativoj	prononco
level	kio povus ĝojigi ~ ?	ఏమి దయచేసి ~?	what could please ~ ?	grupo	alternativoj	prononco
level	kio povus plej ĝojigi viajn gepatrojn?	మీ తల్లిదండ్రులను ఏది ఎక్కువ సంతోషపెట్టగలదు?	what could make your parents the most happy?	grupo	alternativoj	prononco
level	post la lernado	అభ్యాసం తరువాత	after the learning	grupo	alternativoj	prononco
level	almenaŭ post la lernado	కనీసం నేర్చుకున్న తర్వాత	at least after the learning	grupo	alternativoj	prononco
level	en la urbocentron	సిటీ సెంటర్ లోకి	into the city center	grupo	alternativoj	prononco
level	se vi irus kun mi	మీరు నాతో వెళితే	if you would go with me	grupo	alternativoj	prononco
level	se vi irus kun mi en la urbocentron	మీరు నాతో డౌన్‌టౌన్‌కి వెళితే	if you would go downtown with me	grupo	alternativoj	prononco
level	kien vi dezirus vojaĝi?	మీరు ఎక్కడ ప్రయాణం చేయాలనుకుంటున్నారు?	where would you like to travel?	grupo	alternativoj	prononco
level	se vi havus ~	మీరు కలిగి ఉంటే ~	if you had ~	grupo	alternativoj	prononco
level	sufiĉe da mono	తగినంత డబ్బు	enough money	grupo	alternativoj	prononco
level	se vi havus sufiĉe da mono kaj tempo	మీకు తగినంత డబ్బు మరియు ఉష్ణోగ్రత ఉంటే	if you had enough money and temp	grupo	alternativoj	prononco
level	ĉu vi planas ~ ?	మీరు ప్లాన్ చేస్తున్నారా ~?	are you planning to ~ ?	grupo	alternativoj	prononco
level	planas veturi al Parizo	పారిస్ వెళ్లాలని యోచిస్తోంది	plans to travel to Paris	grupo	alternativoj	prononco
level	veturi per aŭto	axuto తో డ్రైవ్ చేయడానికి	to drive with an axuto	grupo	alternativoj	prononco
level	multe pli bone	మెరుగైన	much better	grupo	alternativoj	prononco
level	ŝajnas multe pli bone	చాలా బాగా అనిపిస్తుంది	seems much better	grupo	alternativoj	prononco
level	per vagonaro	రైలులో	by train	grupo	alternativoj	prononco
level	aŭ ĉu ne ŝajnas esti multe pli bone?	లేదా అది చాలా మెరుగ్గా అనిపించలేదా?	or doesn't it seem to be much better?	grupo	alternativoj	prononco
level	diversaj homoj	వివిధ వ్యక్తులు	various people	grupo	alternativoj	prononco
level	kial homoj klarigas diversmaniere?	ప్రజలు ఎందుకు వివిధ మార్గాల్లో వివరిస్తారు?	why do people explain in different ways?	grupo	alternativoj	prononco
level	samaj ideoj	అదే ఆలోచనలు	same ideas	grupo	alternativoj	prononco
level	klarigas samajn ideojn	అదే ఆలోచనలను వివరిస్తుంది	explains the same ideas	grupo	alternativoj	prononco
