C.sl content.tsv
Level	Esperanto	sl	en-us	Grupo	Alternativoj	Pronoco
level	krono	krono	a crown	grupo	alternativoj	prononco
level	ŝimi	plesneti, plesneti	to mould, to get moldy	grupo	alternativoj	prononco
level	ŝoforo	voznik, šofer	a driver, a chauffeur	grupo	alternativoj	prononco
level	mistero	skrivnost	a mystery	grupo	alternativoj	prononco
level	absolute	absolutno	absolutely	grupo	alternativoj	prononco
level	laktuko	zelena solata	a lettuce	grupo	alternativoj	prononco
level	destini	nameniti, določiti, dodeliti	to destine, to ordain, to allocate	grupo	alternativoj	prononco
level	instigi	spodbujati, spodbujati	to instigate, to encourage	grupo	alternativoj	prononco
level	heroo	junak	a hero	grupo	alternativoj	prononco
level	ĉaro	a chariot, voz	a chariot, a cart	grupo	alternativoj	prononco
level	vegetalo	zelenjava, rastlina	a vegetable, a plant	grupo	alternativoj	prononco
level	adopti	posvojiti	to adopt	grupo	alternativoj	prononco
level	centimetro	centimeter	a centimeter	grupo	alternativoj	prononco
level	enuiga	boring, stodgy	boring, stodgy	grupo	alternativoj	prononco
level	flirti	spogledovati se, flutter	to flirt, to flutter	grupo	alternativoj	prononco
level	mandato	mandat, denarna nakaznica	a mandate, a money order	grupo	alternativoj	prononco
level	envii	zavidati	to envy	grupo	alternativoj	prononco
level	ebria	drunk, inebriated	drunk, inebriated	grupo	alternativoj	prononco
level	sudano	Sudan	Sudan	grupo	alternativoj	prononco
level	fleksi	upogniti	to bend	grupo	alternativoj	prononco
level	naŭzi	na slabost	to nauseate	grupo	alternativoj	prononco
level	likva	tekočina	liquid	grupo	alternativoj	prononco
level	kupro	baker	copper	grupo	alternativoj	prononco
level	hoko	kavelj	a hook	grupo	alternativoj	prononco
level	pafilo	pištola	a gun	grupo	alternativoj	prononco
level	filmi	snemati, snemati film	to film, to shoot a film	grupo	alternativoj	prononco
level	bremso	zavora	a brake	grupo	alternativoj	prononco
level	tereno	kampus, teren, tla	a campus, a terrain, a ground	grupo	alternativoj	prononco
level	nigra tabulo	črna tabla	a black board	grupo	alternativoj	prononco
level	foiro	sejem, tržnica	a fair, a market	grupo	alternativoj	prononco
level	ĉimpanzo	šimpanz	a chimpanzee	grupo	alternativoj	prononco
level	aktiva	aktivna	active	grupo	alternativoj	prononco
level	juvelo	dragulj, dragulj (=gemo)	a jewel, a gem (=gemo)	grupo	alternativoj	prononco
level	tendumi (kampadi)	kampirati	to camp	grupo	alternativoj	prononco
level	malliberejo	zapor	a prison	grupo	alternativoj	prononco
level	studprogramo	študijski program	a study program	grupo	alternativoj	prononco
level	avida	požrešen	greedy	grupo	alternativoj	prononco
level	flari	dišati	to smell	grupo	alternativoj	prononco
level	garantii	jamčiti, jamčiti	to guarantee, to warrant	grupo	alternativoj	prononco
level	ĉeno	veriga	a chain	grupo	alternativoj	prononco
level	sekcio	razdelek	a section	grupo	alternativoj	prononco
level	akuzativo	tožilnik	an accusative	grupo	alternativoj	prononco
level	kandelo	svečo	a candle	grupo	alternativoj	prononco
level	konfirmi	potrditi	to confirm	grupo	alternativoj	prononco
level	pando	panda	a panda	grupo	alternativoj	prononco
level	kultivi	gojiti (sadje, zelenjava)	to cultivate (fruits, vegetables)	grupo	alternativoj	prononco
level	sojlo	prag, prag	a sill, a threshold	grupo	alternativoj	prononco
level	lacigi	to exhaust, to fatique, to tyre	to exhaust, to fatique, to tire	grupo	alternativoj	prononco
level	skribilaro	pribor za kuhanje, stacionarni	witing utensils, stationary	grupo	alternativoj	prononco
level	ĵaluza	ljubosumen	jealous	grupo	alternativoj	prononco
level	kamiono	camion, tovornjak, tovornjak	a camion, a lorry, a truck	grupo	alternativoj	prononco
level	barakti	truditi se	to struggle	grupo	alternativoj	prononco
level	svingi	to swing, to shake	to swing, to shake	grupo	alternativoj	prononco
level	ŝovi	to shove, potisniti skupaj	to shove, to push along	grupo	alternativoj	prononco
level	tendo	šotor	a tent	grupo	alternativoj	prononco
level	preteksto	izgovor, pretveza	an excuse, a pretext	grupo	alternativoj	prononco
level	simpatia	sočuten	sympathetic	grupo	alternativoj	prononco
level	mino	rudnik	a mine	grupo	alternativoj	prononco
level	fantazia	fantastično	fantastic	grupo	alternativoj	prononco
level	komika	komično, komično	comic, comical	grupo	alternativoj	prononco
level	kruta	strmo	steep	grupo	alternativoj	prononco
level	festeni	na banket, na pogostitev	to banquet, to feast	grupo	alternativoj	prononco
level	alergio	alergija	allergy	grupo	alternativoj	prononco
level	juro	zakon	a law	grupo	alternativoj	prononco
level	ekspozicio	razstava, razstava	an exhibition, an exposition	grupo	alternativoj	prononco
level	akordiono	harmonika	an accordion	grupo	alternativoj	prononco
level	sfero	krogla, krogla	a sphere, a ball	grupo	alternativoj	prononco
level	almozulo	berač	a beggar	grupo	alternativoj	prononco
level	maĉi	žvečiti, žvečiti	to masticate, to chew	grupo	alternativoj	prononco
level	virto	vrlina	a virtue	grupo	alternativoj	prononco
level	turmenti	mučiti, mučiti	to torment, to torture	grupo	alternativoj	prononco
level	anonctabulo	oglasna deska	a notice board	grupo	alternativoj	prononco
level	minus	minus	minus	grupo	alternativoj	prononco
level	boji	lajati	to bark	grupo	alternativoj	prononco
level	atestilo, atestaĵo	potrdilo, potrdilo	a certificate, an attestation	grupo	alternativoj	prononco
level	fendo	a split, a slot, a crack	a split, a slot, a crack	grupo	alternativoj	prononco
level	almozo	miloščina, dobrodelnost	alms, charity	grupo	alternativoj	prononco
level	havigi	to provide with, to get for, to procure	to provide with, to get for, to procure	grupo	alternativoj	prononco
level	aŭtografio	avtoografija, avtobiografija (=aŭtobiografio)	an autography, autobiography (=aŭtobiografio)	grupo	alternativoj	prononco
level	suspekti	sumiti	to suspect	grupo	alternativoj	prononco
level	trezoro	zaklad	a treasure	grupo	alternativoj	prononco
level	stango	palica, palica, palica	a rod, a pole, a bar	grupo	alternativoj	prononco
level	balailo	metla, pometač	a broom, a sweeper	grupo	alternativoj	prononco
level	rekompenco	odškodnina, nagrada	a compensation, a reward	grupo	alternativoj	prononco
level	kopio	kopija	a copy	grupo	alternativoj	prononco
level	domego	vila, dvorec, velika hiša, zgradba	a villa, a mansion, a big house, a building	grupo	alternativoj	prononco
level	pasko	Velika noč	Easter	grupo	alternativoj	prononco
level	Peruo	Peru	Peru	grupo	alternativoj	prononco
level	menso	um	mind	grupo	alternativoj	prononco
level	eleganta	eleganten	elegant	grupo	alternativoj	prononco
level	ekvadoro	Ekvador	Ecuador	grupo	alternativoj	prononco
level	barbirejo	frizerski salon, barbor shop	a hairdressing salon, a barbor shop	grupo	alternativoj	prononco
level	bubo	a knave, a brat, an urchin	a knave, a brat, an urchin	grupo	alternativoj	prononco
level	gvineo	Gvineja	Guinea	grupo	alternativoj	prononco
level	civilizi	civilizirati	to civilize	grupo	alternativoj	prononco
level	insulti	žaliti	to insult	grupo	alternativoj	prononco
level	komisiono	komisija, odbor	a commission, a comittee	grupo	alternativoj	prononco
level	colo	en palec	an inch	grupo	alternativoj	prononco
level	admoni	opominjati, opominjati, svetovati, grajati	to admonish, to exhort, to advice, to censure	grupo	alternativoj	prononco
level	bildkadro	okvir za sliko	a picture frame	grupo	alternativoj	prononco
level	serena	spokojen, miren, brezskrben	serene, calm, untroubled	grupo	alternativoj	prononco
level	nervo	živec	a nerve	grupo	alternativoj	prononco
level	kuglo	krogla	a bullet	grupo	alternativoj	prononco
level	pilgrimi	iti na romanje	to go on a pilgrimage	grupo	alternativoj	prononco
level	kaso	blagajna, torbica, blagajna, blagajna	a cash box, a purse, a money box, coffer	grupo	alternativoj	prononco
level	penti	pokesati se	to repent	grupo	alternativoj	prononco
level	libano	Libanon	Lebanon	grupo	alternativoj	prononco
level	barelo	sod	a barrel	grupo	alternativoj	prononco
level	botaniko	botanika	botany	grupo	alternativoj	prononco
level	merkato	trg	a market	grupo	alternativoj	prononco
level	koncerto	koncert	a concert	grupo	alternativoj	prononco
level	projekto	projekt	a project	grupo	alternativoj	prononco
level	komplimento	kompliment	a compliment	grupo	alternativoj	prononco
level	cirklo	krog, disk	a circle, a disk	grupo	alternativoj	prononco
level	konjekti	to make a conjecture, to guese	to make a conjecture, to guess	grupo	alternativoj	prononco
level	ĵudo	judo	judo	grupo	alternativoj	prononco
level	teksto	besedilo, besedilo, besedilo	text, a text, a lyric	grupo	alternativoj	prononco
level	konkuri	tekmovati, konkurirati	to compete, to contend	grupo	alternativoj	prononco
level	rezervo	rezerva	a reserve	grupo	alternativoj	prononco
level	kabineto	kabinet	a cabinet	grupo	alternativoj	prononco
level	marĉo	a marsh, močvirje	a marsh, a swamp	grupo	alternativoj	prononco
level	advokato	a barrister, a lawyer, an advocate	a barrister, a lawyer, an advocate	grupo	alternativoj	prononco
level	ceramiko	keramika, lončarstvo	ceramics, pottery	grupo	alternativoj	prononco
level	histerio	histerija, navdušenje	hysteria, excitement	grupo	alternativoj	prononco
level	golfo	zaliv	a gulf	grupo	alternativoj	prononco
level	periodo	obdobje, obdobje	period, a period	grupo	alternativoj	prononco
level	etiopo	Etiopijec	an Ethiopian	grupo	alternativoj	prononco
level	pejzaĝo	pokrajina, krajina	landscape, scenary	grupo	alternativoj	prononco
level	psikologo	psiholog	a psychologist	grupo	alternativoj	prononco
level	kverko	hrast	an oak	grupo	alternativoj	prononco
level	kaprica	muhast, muhast, muhast	capricious, fitful, whimsical	grupo	alternativoj	prononco
level	neto	končna kopija, poštena kopija	a final copy, a fair copy	grupo	alternativoj	prononco
level	kazo	primer, zadeva, zadeva	a case, affair, matter	grupo	alternativoj	prononco
level	sveni	onesvestiti se, omedleti	to faint, to swoon	grupo	alternativoj	prononco
level	rosti	pražiti	to roast	grupo	alternativoj	prononco
level	bazaro	bazar, tržnica, sejem	a bazaar, a market, a fair	grupo	alternativoj	prononco
level	liberio	Liberija	Liberia	grupo	alternativoj	prononco
level	anteno	antena, antena, tipalo	an antenna, an aerial, a feeler	grupo	alternativoj	prononco
level	tegi	to overlay, to coat	to overlay, to coat	grupo	alternativoj	prononco
level	Aŭstralio	Avstralija	Australia	grupo	alternativoj	prononco
level	frakasi	strmoglaviti, razbiti, razbiti	to crash, to shatter, to smash	grupo	alternativoj	prononco
level	kliento	stranka, stranka, pacient	a client, a customer, a patient	grupo	alternativoj	prononco
level	ronki	hroptati, smrčati	to grunt, to snore	grupo	alternativoj	prononco
level	judaismo	Judovstvo	Judaism	grupo	alternativoj	prononco
level	afikso	priponka	an affix	grupo	alternativoj	prononco
level	fanfaroni	bahati se, hvaliti se	to brag, to boast	grupo	alternativoj	prononco
level	kapsiko	rdeča paprika	a red pepper	grupo	alternativoj	prononco
level	probabla	verjetno, verjetno	probable, likely	grupo	alternativoj	prononco
level	segi	žagati	to saw	grupo	alternativoj	prononco
level	melankolio	melancholy, melanholija, mračnost	melancholy, melancholia, gloom	grupo	alternativoj	prononco
level	panamo	Panama	Panama	grupo	alternativoj	prononco
level	mekaniko	mehanika (=meĥaniko)	mechanics (=meĥaniko)	grupo	alternativoj	prononco
level	ŝvebi	lebdeti, lebdeti	to hover, to float	grupo	alternativoj	prononco
level	latvo	Latvijec	a Latvian	grupo	alternativoj	prononco
level	kateno	a shacle, a restraint, a catenary	a shacle, a restraint, a catenary	grupo	alternativoj	prononco
level	bori	vrtati, vrtati	to bore, to drill	grupo	alternativoj	prononco
level	apartamento	stanovanje, stanovanje	an apartment, a flat	grupo	alternativoj	prononco
level	hajlo	toča, toča	hail, a hail	grupo	alternativoj	prononco
level	silko	svila	silk	grupo	alternativoj	prononco
level	putri	to utrefy, to putrify, to decay, to fester	to utrefy, to putrify, to decay, to fester	grupo	alternativoj	prononco
level	melki	do mleka	to milk	grupo	alternativoj	prononco
level	signalo	signal, znak	a signal, a sign	grupo	alternativoj	prononco
level	lifto	dvigalo, dvigalo	a lift, an elevator	grupo	alternativoj	prononco
level	intensa	intense, intenziven	intense, intensive	grupo	alternativoj	prononco
level	ekvilibro	ravnotežje, ravnovesje	an equilibrium, balance	grupo	alternativoj	prononco
level	tradicio	tradicija	a tradition	grupo	alternativoj	prononco
level	enigmo	enigma, uganka, uganka	an enigma, a puzzle, a riddle	grupo	alternativoj	prononco
level	friti	pražiti, dušiti	to fry, to sauté	grupo	alternativoj	prononco
level	kripla	hendikepiran, pohabljen, slaboten, pohabljen	handicapped, crippled, infirm, mutilated	grupo	alternativoj	prononco
level	kanzono	šanson, kancona, baladna pesem	a chanson, a canzone, a ballad song	grupo	alternativoj	prononco
level	veneno	strup, strup	a venom, a poison	grupo	alternativoj	prononco
level	kontrakti	skleniti pogodbo	to make a contract	grupo	alternativoj	prononco
level	konfitaĵo	konzervirana marmelada	a conserved jam	grupo	alternativoj	prononco
level	orfo	sirota	an orphan	grupo	alternativoj	prononco
level	avenuo	avenija	an avenue	grupo	alternativoj	prononco
level	betulo	breza	a birch tree	grupo	alternativoj	prononco
level	konko	morska školjka, školjka	a sea shell, a conch	grupo	alternativoj	prononco
level	grajno	zrno, granula	a grain, a granule	grupo	alternativoj	prononco
level	principo	načelo	a principle	grupo	alternativoj	prononco
level	humida	humid, moist, mokro	humid, moist, damp	grupo	alternativoj	prononco
level	hufo	kopito	a hoof	grupo	alternativoj	prononco
level	Urugvajo	Urugvaj	Uruguay	grupo	alternativoj	prononco
level	kemio	kemija (=ĥemio)	chemistry (=ĥemio)	grupo	alternativoj	prononco
level	pumpi	črpati	to pump	grupo	alternativoj	prononco
level	krado	prečke, rešetka, žar, rešetka, rešetka, rešetka	crossbars, grating, grill, grate, grille, lattice	grupo	alternativoj	prononco
level	budo	stojnica, kiosk, stojalo	a booth, a kiosk, a stand	grupo	alternativoj	prononco
level	Bolivio	Bolivija	Bolivia	grupo	alternativoj	prononco
level	ŝtalo	jeklo	steel	grupo	alternativoj	prononco
level	masaĝo	sporočilo	massage	grupo	alternativoj	prononco
level	krutaĵo	a steep, pečina, blef	a steep, a cliff, a bluff	grupo	alternativoj	prononco
level	munti	montirati (nakit), postaviti, sestaviti	to mount (jewelry), to set, to assemble	grupo	alternativoj	prononco
level	sprita	pameten, živahen, duhovit, bister, živahen	clever, sprightly, witty, bright, sprightful	grupo	alternativoj	prononco
level	kuirpoto	lonec za kuhanje, lonec za enolončnico	a cooking pot, a stew pot	grupo	alternativoj	prononco
level	tribunalo	a tribunal, sodišče	a tribunal, a court	grupo	alternativoj	prononco
level	epilogo	epilog	an epilogue	grupo	alternativoj	prononco
level	motoro	a motor, motor	a motor, an engine	grupo	alternativoj	prononco
level	lavopelvo (lavovazo)	umivalnik (umivalnik)	a washpot (a wash basin)	grupo	alternativoj	prononco
level	farbo	dye, barva	dye, paint	grupo	alternativoj	prononco
level	transitiva	prehodno	transitive	grupo	alternativoj	prononco
level	leopardo	leopard	a leopard	grupo	alternativoj	prononco
level	vualo	tančica	a veil	grupo	alternativoj	prononco
level	vergo	palica, palica, palica, stikalo	a rod, a wand, a cane, a switch	grupo	alternativoj	prononco
level	luktado	rokoborba	a wrestling	grupo	alternativoj	prononco
level	ŝelo	lupina, lubje, lupina, lupina	a shell, bark, husk, peel	grupo	alternativoj	prononco
level	maĉgumo	žvečilni gumi	a chewing gum	grupo	alternativoj	prononco
level	senso	smisel, občutek	a sense, feeling	grupo	alternativoj	prononco
level	sagaca	sagacious, astute, shrewd	sagacious, astute, shrewd	grupo	alternativoj	prononco
level	magiisto	čarovnik	a magician	grupo	alternativoj	prononco
level	modera	zmerno, razumno	moderate, reasonable	grupo	alternativoj	prononco
level	vindi	to wrap, to swathe, to swaddle	to wrap, to swathe, to swaddle	grupo	alternativoj	prononco
level	prologo	prolog	a prologue	grupo	alternativoj	prononco
level	Polinezio	Polinezija	Polynesia	grupo	alternativoj	prononco
level	Tunizio	Tunizija	Tunisia	grupo	alternativoj	prononco
level	sobra	sober, abstemious, staid	sober, abstemious, staid	grupo	alternativoj	prononco
level	Birmo	Mjanmar	Myanmar	grupo	alternativoj	prononco
level	asekuri	zavarovati	to insure	grupo	alternativoj	prononco
level	fono	ozadje	background	grupo	alternativoj	prononco
level	Gvatemalo	Gvatemala	Guatemala	grupo	alternativoj	prononco
level	pulvoro	prašek	powder	grupo	alternativoj	prononco
level	velki	zbledeti, zbledeti	to wither, to fade	grupo	alternativoj	prononco
level	baterio	baterijo	a battery	grupo	alternativoj	prononco
level	Nikaragvo	Nikaragva	Nicaragua	grupo	alternativoj	prononco
level	faŭko	čeljusti, čeljust, usta (tunela)	a jaws, a maw, a mouth (of a tunnel)	grupo	alternativoj	prononco
level	Kostariko	Kostarika	Costa Rica	grupo	alternativoj	prononco
level	medalo	medaljo	a medal	grupo	alternativoj	prononco
level	Paragvajo	Paragvaj	Paraguay	grupo	alternativoj	prononco
level	aligatoro	aligator	an alligator	grupo	alternativoj	prononco
level	tempesto	vihar, nevihta	a tempest, a storm	grupo	alternativoj	prononco
level	kordo	a cord, vrvica	a cord, a string	grupo	alternativoj	prononco
level	hipopotamo	a hippopotamus, povodni konj	a hippopotamus, a hippo	grupo	alternativoj	prononco
level	striki	stavkati	to go on strike	grupo	alternativoj	prononco
level	monako (-aĥo)	monah	a monach	grupo	alternativoj	prononco
level	petrolo	nafta, parafinsko olje	petroleum, paraffin-oil	grupo	alternativoj	prononco
level	konfiti	konzervirati (v sladkorju), kandirano	to preserve (in sugar), candied	grupo	alternativoj	prononco
level	alineo	zamik odstavka	paragraph indentation	grupo	alternativoj	prononco
level	motorbiciklo	motorno kolo	a motorbicycle	grupo	alternativoj	prononco
level	organismo	organizem	an organism	grupo	alternativoj	prononco
level	procedi	nadaljevati	to proceed	grupo	alternativoj	prononco
level	ĉerizo	češnja	a cherry	grupo	alternativoj	prononco
level	ritmo	ritem	rhythm	grupo	alternativoj	prononco
level	broŝuro	brošura, letak, pamflet	a brochure, a leaflet, a pamphlet	grupo	alternativoj	prononco
level	orfejo	sirotišnica	an orphanage	grupo	alternativoj	prononco
level	ornamaĵo	okras	an ornament	grupo	alternativoj	prononco
level	provizora	provizorično, začasno	provisional, temporary	grupo	alternativoj	prononco
level	kalkano	peta	a heel	grupo	alternativoj	prononco
level	apoteko	lekarna, drogerija	a pharmacy, a drugstore	grupo	alternativoj	prononco
level	jaguaro	jaguar	a jaguar	grupo	alternativoj	prononco
level	persimono	persimon	a persimon	grupo	alternativoj	prononco
level	pesilo	ravnovesje, tehtnica	a balance, a scale	grupo	alternativoj	prononco
level	improvizi	improvizirati	to improvise	grupo	alternativoj	prononco
level	fosto	steber, palica, pokončna opora	a post, a pole, an upright support	grupo	alternativoj	prononco
level	pico	pico	a pizza	grupo	alternativoj	prononco
level	sitelo	a bucket, vedro	a bucket, a pail	grupo	alternativoj	prononco
level	parkere	na pamet, po spominu, na pamet	by heart, from memory, by rote	grupo	alternativoj	prononco
level	akurata	natančen, točen, natančen	accurate, punctual, precise	grupo	alternativoj	prononco
level	rito	obred	rite	grupo	alternativoj	prononco
level	nodo	a node, vozel	a node, a knot	grupo	alternativoj	prononco
level	polpo (okpieda)	hobotnica	an octopus	grupo	alternativoj	prononco
level	degeli	topiti, odmrzniti	to melt, to thaw	grupo	alternativoj	prononco
level	pinĉi	uščipniti	to pinch	grupo	alternativoj	prononco
level	paniko	panika	a panic	grupo	alternativoj	prononco
level	piro	hruška (sadje)	a pear (fruit)	grupo	alternativoj	prononco
level	trempi	to dip, to soak, to immerse	to dip, to soak, to immerse	grupo	alternativoj	prononco
level	pelto	krzneni plašč, krzno, krzno, krzneni kos	a fur coat, fur, pelt, fur piece	grupo	alternativoj	prononco
level	preskribo (recepto)	recept, recept	a prescription, recipe	grupo	alternativoj	prononco
level	princino	princesa	a princess	grupo	alternativoj	prononco
level	masto	jambor, drog	a mast, a pole	grupo	alternativoj	prononco
level	kino	kino	a cinema	grupo	alternativoj	prononco
level	bombono	bon-bon, bonbon, sladkarija	a bon-bon, a candy, a sweet	grupo	alternativoj	prononco
level	funto	funt	a pound	grupo	alternativoj	prononco
level	ananaso	borovo jabolko	a pine apple	grupo	alternativoj	prononco
level	tajloro	krojač	a tailor	grupo	alternativoj	prononco
level	veterano	veteran	a veteran	grupo	alternativoj	prononco
level	revolucio	revolucija	a revolution	grupo	alternativoj	prononco
level	krusto	skorja, ovoj, trda zunanja ovojnica	crust, casing, hard outer covering	grupo	alternativoj	prononco
level	kompaso	kompas	a compass	grupo	alternativoj	prononco
level	rizkampo	riževo polje, neoluščeno polje	a rice field, a paddy field	grupo	alternativoj	prononco
level	katedralo	katedrala	a cathedral	grupo	alternativoj	prononco
level	roboto	robot	a robot	grupo	alternativoj	prononco
level	parfumo	parfum	a perfume	grupo	alternativoj	prononco
level	margarino	margarina	margarine	grupo	alternativoj	prononco
level	ripo	rebro (kost)	a rib (bone)	grupo	alternativoj	prononco
level	rulŝtuparo	tekoče stopnice	an escalator	grupo	alternativoj	prononco
level	kostumo	kostum, obleka, stil oblačenja	costume, outfit, style of dress	grupo	alternativoj	prononco
level	pulmo	pljuča	a lung	grupo	alternativoj	prononco
level	infinitivo	nedoločnik	infinitive	grupo	alternativoj	prononco
level	segilo	žaga, žage	a saw, saws	grupo	alternativoj	prononco
level	prozo	proza	a prose	grupo	alternativoj	prononco
level	mekanismo	naprava, mehanizem	device, a mechanism	grupo	alternativoj	prononco
level	skanilo	skener	a scanner	grupo	alternativoj	prononco
level	benzino	bencin, bencin	gasoline, petrol	grupo	alternativoj	prononco
level	plumbo	svinec (kovina)	lead (metal)	grupo	alternativoj	prononco
level	leki	lizati	to lick	grupo	alternativoj	prononco
level	akuzi	obtoževati	to accuse	grupo	alternativoj	prononco
level	redakti	urediti	to edit	grupo	alternativoj	prononco
level	ŝraŭbo	vijak	a screw	grupo	alternativoj	prononco
level	komo	vejica	a comma	grupo	alternativoj	prononco
level	surdulo	gluh	a deaf	grupo	alternativoj	prononco
level	konduktoro	dirigent	a conductor	grupo	alternativoj	prononco
level	kreto	kreda	a chalk	grupo	alternativoj	prononco
level	eklezio	cerkev (organizacija)	a church (organization)	grupo	alternativoj	prononco
level	protagonisto	protagonist	a protagonist	grupo	alternativoj	prononco
level	Eŭropo	evropa	europe	grupo	alternativoj	prononco
level	tajfuno	tajfun	a typhoon	grupo	alternativoj	prononco
level	sentimentala	sentimentalno	sentimental	grupo	alternativoj	prononco
level	korko	zamašek, zamašek	a cork, a stopper	grupo	alternativoj	prononco
level	stampo	a stamp, a seal, a mark	a stamp, a seal, a mark	grupo	alternativoj	prononco
level	olivo	olivo	an olive	grupo	alternativoj	prononco
level	kazino	igralnica	a casino	grupo	alternativoj	prononco
level	terno	kihanje	a sneeze	grupo	alternativoj	prononco
level	barikado	barikada	a barricade	grupo	alternativoj	prononco
level	tertremo (sismo)	potres	an earthquake	grupo	alternativoj	prononco
level	telegramo	telegram	a telegram	grupo	alternativoj	prononco
level	prononci	izgovoriti	to pronounce	grupo	alternativoj	prononco
level	tornado	tornado	a tornado	grupo	alternativoj	prononco
level	objektiva	objektivni	objective	grupo	alternativoj	prononco
level	drapo	volnena tkanina, tkanina	a woolen cloth, a cloth	grupo	alternativoj	prononco
level	ungotondilo	škarje za nohte	a nail-scissors	grupo	alternativoj	prononco
level	vakupurigilo	sesalnik (=polvosuĉilo)	a vacuum cleaner (=polvosuĉilo)	grupo	alternativoj	prononco
level	perei	poginiti	to perish	grupo	alternativoj	prononco
level	afranki	predplačati (poštnino), natakniti znamke	to prepay (postage), to put on stamps	grupo	alternativoj	prononco
level	luli	zazibati, zazibati, zazibati	to lull, to cradle, to rock	grupo	alternativoj	prononco
level	vakcino	cepivo	a vaccine	grupo	alternativoj	prononco
level	gorilo	gorila	a gorilla	grupo	alternativoj	prononco
level	vojaĝagentejo	potovalna agencija	a travel agency	grupo	alternativoj	prononco
level	patrono	mecen	a patron	grupo	alternativoj	prononco
level	abstini	vzdržati se	to abstain	grupo	alternativoj	prononco
level	bulvardo	bulvar	a boulevard	grupo	alternativoj	prononco
level	portalo	portal, prehod	a portal, a gateway	grupo	alternativoj	prononco
level	ŝarĝoaŭto	tovornjak	a truck	grupo	alternativoj	prononco
level	vito	a grapevine, vinska trta	a grapevine, a vine	grupo	alternativoj	prononco
level	teleskopo	teleskop	a telescope	grupo	alternativoj	prononco
level	apliki	nanesti	to apply	grupo	alternativoj	prononco
level	cemento	cement	cement	grupo	alternativoj	prononco
level	pedagogio	pedagogika	pedagogy	grupo	alternativoj	prononco
level	albumo	album	an album	grupo	alternativoj	prononco
level	aserti	to assert, to state, to afirm	to assert, to state, to affirm	grupo	alternativoj	prononco
level	akordi	soglašati	to accord	grupo	alternativoj	prononco
level	fulgo	a soot, a grime	a soot, a grime	grupo	alternativoj	prononco
level	adapti	prilagoditi, prilagoditi, prilagoditi, prilegati	to adapt, to adjust, to accommodate, to fit	grupo	alternativoj	prononco
level	liveri	opremiti, dobaviti, dostaviti	to furnish, to supply, to deliver	grupo	alternativoj	prononco
level	argumento	prepir	an argument	grupo	alternativoj	prononco
level	frizi	to curl, to frizz	to curl, to frizz	grupo	alternativoj	prononco
level	deficito	primanjkljaj	a deficit	grupo	alternativoj	prononco
level	blato	ščurek, čip	a cockroach, a chip	grupo	alternativoj	prononco
level	recepto	recept, recept	a recipe, a prescription	grupo	alternativoj	prononco
level	kitelo	a smock, a frock, an kombinezon, a garbadine	a smock, a frock, an overalls, a garbadine	grupo	alternativoj	prononco
level	ciklono	ciklon	a cyclone	grupo	alternativoj	prononco
level	reformi	reformirati	to reform	grupo	alternativoj	prononco
level	pulvo	prah, smodnik	powder, gunpowder	grupo	alternativoj	prononco
level	ŝpruci	to spurt, to gush, to spurt out	to spurt, to gush, to spurt out	grupo	alternativoj	prononco
level	kukolo	kukavica	a cuckoo	grupo	alternativoj	prononco
level	ŝanceli	to shake, to totter	to shake, to totter	grupo	alternativoj	prononco
level	rekordo	rekord (šport)	a record (sport)	grupo	alternativoj	prononco
level	florpetalo	cvetni list	a flower petal	grupo	alternativoj	prononco
level	kosmo	kozmos, vesolje, vesolje	cosmos, (outer) space, universe	grupo	alternativoj	prononco
level	ĉeko	ček, ček	a checque, a check	grupo	alternativoj	prononco
level	konsumi	porabiti, porabiti	to consume, to use up	grupo	alternativoj	prononco
level	lameno	lamina, plošča, plast	a lamina, a plate, a layer	grupo	alternativoj	prononco
level	erotika	erotično	erotic	grupo	alternativoj	prononco
level	peniko	čopič (umetnost)	a brush (art)	grupo	alternativoj	prononco
level	spuro	a track, sled, sled	a track, a trail, a trace	grupo	alternativoj	prononco
level	rigida	rigid, tog	rigid, stiff	grupo	alternativoj	prononco
level	pleto	pladenj	a tray	grupo	alternativoj	prononco
level	ignori	ignorirati	to ignore	grupo	alternativoj	prononco
level	Volapuko (Volapǖko)	Volapuk	Volapuk	grupo	alternativoj	prononco
level	frazo	stavek	a sentence	grupo	alternativoj	prononco
level	bruto	divjad, žival na kmetiji, zver	a brute, a farm animal, a beast	grupo	alternativoj	prononco
level	gladi	likati (oblačila)	to iron (clothes)	grupo	alternativoj	prononco
level	kalsono	spodnje perilo, spodnje hlače, kratke hlače	an underwear, underpants, shorts	grupo	alternativoj	prononco
level	aktoro	igralec	an actor	grupo	alternativoj	prononco
level	valida	veljaven	valid	grupo	alternativoj	prononco
level	ruso	Rus	a Russian	grupo	alternativoj	prononco
level	glita	gliding, slippery	gliding, slippery	grupo	alternativoj	prononco
level	fantazio	fantazija	a fantasy	grupo	alternativoj	prononco
level	ŝargi	naložiti, napolniti	to load, to charge	grupo	alternativoj	prononco
level	saŭco	omaka, omaka	a sauce, a gravy	grupo	alternativoj	prononco
level	verto	krona, vrh glave	a crown, top of the head	grupo	alternativoj	prononco
level	enketi	to make an inquiry, to survey, to investigate	to make an inquiry, to survey, to investigate	grupo	alternativoj	prononco
level	ateisto	ateist	an atheist	grupo	alternativoj	prononco
level	insigno	značko	a badge	grupo	alternativoj	prononco
