C.fr content.tsv
Level	Esperanto	fr	en-us	Grupo	Alternativoj	Pronoco
level	budo	un stand, un kiosque, un stand	a booth, a kiosk, a stand	grupo	alternativoj	prononco
level	Bolivio	Bolivie	Bolivia	grupo	alternativoj	prononco
level	ŝtalo	acier	steel	grupo	alternativoj	prononco
level	masaĝo	massage	massage	grupo	alternativoj	prononco
level	krutaĵo	une falaise, une falaise, une falaise	a steep, a cliff, a bluff	grupo	alternativoj	prononco
level	munti	monter (bijoux), mettre, assembler	to mount (jewelry), to set, to assemble	grupo	alternativoj	prononco
level	sprita	intelligent, vif, plein d'esprit, brillant, vif	clever, sprightly, witty, bright, sprightful	grupo	alternativoj	prononco
level	kuirpoto	une marmite, une marmite	a cooking pot, a stew pot	grupo	alternativoj	prononco
level	tribunalo	un tribunal, une cour	a tribunal, a court	grupo	alternativoj	prononco
level	epilogo	un épilogue	an epilogue	grupo	alternativoj	prononco
level	motoro	un moteur, un moteur	a motor, an engine	grupo	alternativoj	prononco
level	lavopelvo (lavovazo)	un lavabo (un lavabo)	a washpot (a wash basin)	grupo	alternativoj	prononco
level	farbo	teinture, peinture	dye, paint	grupo	alternativoj	prononco
level	transitiva	transitif	transitive	grupo	alternativoj	prononco
level	leopardo	un léopard	a leopard	grupo	alternativoj	prononco
level	vualo	un voile	a veil	grupo	alternativoj	prononco
level	vergo	une tige, une baguette, une canne, un interrupteur	a rod, a wand, a cane, a switch	grupo	alternativoj	prononco
level	luktado	une lutte	a wrestling	grupo	alternativoj	prononco
level	ŝelo	une coquille, une écorce, une enveloppe, une peau	a shell, bark, husk, peel	grupo	alternativoj	prononco
level	maĉgumo	un chewing-gum	a chewing gum	grupo	alternativoj	prononco
level	senso	un sentiment, un sentiment	a sense, feeling	grupo	alternativoj	prononco
level	sagaca	sagace, astucieux, astucieux	sagacious, astute, shrewd	grupo	alternativoj	prononco
level	magiisto	Un magicien	a magician	grupo	alternativoj	prononco
level	modera	modéré, raisonnable	moderate, reasonable	grupo	alternativoj	prononco
level	vindi	envelopper, emmailloter, emmailloter	to wrap, to swathe, to swaddle	grupo	alternativoj	prononco
level	prologo	un prologue	a prologue	grupo	alternativoj	prononco
level	Polinezio	Polynésie	Polynesia	grupo	alternativoj	prononco
level	Tunizio	Tunisie	Tunisia	grupo	alternativoj	prononco
level	sobra	sobre, sobre, posé	sober, abstemious, staid	grupo	alternativoj	prononco
level	Birmo	Birmanie	Myanmar	grupo	alternativoj	prononco
level	asekuri	assurer	to insure	grupo	alternativoj	prononco
level	fono	arrière-plan	background	grupo	alternativoj	prononco
level	Gvatemalo	Guatemala	Guatemala	grupo	alternativoj	prononco
level	pulvoro	poudre	powder	grupo	alternativoj	prononco
level	velki	dépérir, s'effacer	to wither, to fade	grupo	alternativoj	prononco
level	baterio	une pile	a battery	grupo	alternativoj	prononco
level	Nikaragvo	Nicaragua	Nicaragua	grupo	alternativoj	prononco
level	faŭko	une mâchoire, une gueule, une bouche (d'un tunnel)	a jaws, a maw, a mouth (of a tunnel)	grupo	alternativoj	prononco
level	Kostariko	Costa Rica	Costa Rica	grupo	alternativoj	prononco
level	medalo	une médaille	a medal	grupo	alternativoj	prononco
level	Paragvajo	Paraguay	Paraguay	grupo	alternativoj	prononco
level	aligatoro	un alligator	an alligator	grupo	alternativoj	prononco
level	tempesto	une tempête, une tempête	a tempest, a storm	grupo	alternativoj	prononco
level	kordo	une corde, une ficelle	a cord, a string	grupo	alternativoj	prononco
level	hipopotamo	un hippopotame, un hippopotame	a hippopotamus, a hippo	grupo	alternativoj	prononco
level	striki	faire la grève	to go on strike	grupo	alternativoj	prononco
level	monako (-aĥo)	un monaque	a monach	grupo	alternativoj	prononco
level	petrolo	pétrole, huile de paraffine	petroleum, paraffin-oil	grupo	alternativoj	prononco
level	konfiti	à conserver (dans le sucre), confit	to preserve (in sugar), candied	grupo	alternativoj	prononco
level	alineo	retrait de paragraphe	paragraph indentation	grupo	alternativoj	prononco
level	motorbiciklo	une moto	a motorbicycle	grupo	alternativoj	prononco
level	organismo	un organisme	an organism	grupo	alternativoj	prononco
level	procedi	procéder	to proceed	grupo	alternativoj	prononco
level	ĉerizo	une cerise	a cherry	grupo	alternativoj	prononco
level	ritmo	rythme	rhythm	grupo	alternativoj	prononco
level	broŝuro	une brochure, un dépliant, un dépliant	a brochure, a leaflet, a pamphlet	grupo	alternativoj	prononco
level	orfejo	un orphelinat	an orphanage	grupo	alternativoj	prononco
level	ornamaĵo	un ornement	an ornament	grupo	alternativoj	prononco
level	provizora	provisoire, temporaire	provisional, temporary	grupo	alternativoj	prononco
level	kalkano	un talon	a heel	grupo	alternativoj	prononco
level	apoteko	une pharmacie, une parapharmacie	a pharmacy, a drugstore	grupo	alternativoj	prononco
level	jaguaro	un jaguar	a jaguar	grupo	alternativoj	prononco
level	persimono	un kaki	a persimon	grupo	alternativoj	prononco
level	pesilo	une balance, une échelle	a balance, a scale	grupo	alternativoj	prononco
level	improvizi	improviser	to improvise	grupo	alternativoj	prononco
level	fosto	un poteau, un poteau, un support vertical	a post, a pole, an upright support	grupo	alternativoj	prononco
level	pico	une pizza	a pizza	grupo	alternativoj	prononco
level	sitelo	un seau, un seau	a bucket, a pail	grupo	alternativoj	prononco
level	parkere	par cœur, de mémoire, par cœur	by heart, from memory, by rote	grupo	alternativoj	prononco
level	akurata	précis, ponctuel, précis	accurate, punctual, precise	grupo	alternativoj	prononco
level	rito	rite	rite	grupo	alternativoj	prononco
level	nodo	un noeud, un noeud	a node, a knot	grupo	alternativoj	prononco
level	polpo (okpieda)	une pieuvre	an octopus	grupo	alternativoj	prononco
level	degeli	fondre, décongeler	to melt, to thaw	grupo	alternativoj	prononco
level	pinĉi	pincer	to pinch	grupo	alternativoj	prononco
level	paniko	une panique	a panic	grupo	alternativoj	prononco
level	piro	une poire (fruit)	a pear (fruit)	grupo	alternativoj	prononco
level	trempi	tremper, tremper, immerger	to dip, to soak, to immerse	grupo	alternativoj	prononco
level	pelto	un manteau de fourrure, une fourrure, une peau, un morceau de fourrure	a fur coat, fur, pelt, fur piece	grupo	alternativoj	prononco
level	preskribo (recepto)	une ordonnance, une recette	a prescription, recipe	grupo	alternativoj	prononco
level	princino	une princesse	a princess	grupo	alternativoj	prononco
level	masto	un mât, un poteau	a mast, a pole	grupo	alternativoj	prononco
level	kino	un cinéma	a cinema	grupo	alternativoj	prononco
level	bombono	un bonbon, un bonbon, un bonbon	a bon-bon, a candy, a sweet	grupo	alternativoj	prononco
level	funto	une livre	a pound	grupo	alternativoj	prononco
level	ananaso	un ananas	a pine apple	grupo	alternativoj	prononco
level	tajloro	un tailleur	a tailor	grupo	alternativoj	prononco
level	veterano	un vétéran	a veteran	grupo	alternativoj	prononco
level	revolucio	Une révolution	a revolution	grupo	alternativoj	prononco
level	krusto	croûte, boyau, revêtement extérieur dur	crust, casing, hard outer covering	grupo	alternativoj	prononco
level	kompaso	Une boussole	a compass	grupo	alternativoj	prononco
level	rizkampo	un champ de riz, une rizière	a rice field, a paddy field	grupo	alternativoj	prononco
level	katedralo	une cathédrale	a cathedral	grupo	alternativoj	prononco
level	roboto	un robot	a robot	grupo	alternativoj	prononco
level	parfumo	un parfum	a perfume	grupo	alternativoj	prononco
level	margarino	margarine	margarine	grupo	alternativoj	prononco
level	ripo	une côte (os)	a rib (bone)	grupo	alternativoj	prononco
level	rulŝtuparo	un escalier roulant	an escalator	grupo	alternativoj	prononco
level	kostumo	costume, tenue, style vestimentaire	costume, outfit, style of dress	grupo	alternativoj	prononco
level	pulmo	un poumon	a lung	grupo	alternativoj	prononco
level	infinitivo	infinitif	infinitive	grupo	alternativoj	prononco
level	segilo	une scie, des scies	a saw, saws	grupo	alternativoj	prononco
level	prozo	une prose	a prose	grupo	alternativoj	prononco
level	mekanismo	appareil, un mécanisme	device, a mechanism	grupo	alternativoj	prononco
level	skanilo	un scanner	a scanner	grupo	alternativoj	prononco
level	benzino	essence, essence	gasoline, petrol	grupo	alternativoj	prononco
level	plumbo	plomb)	lead (metal)	grupo	alternativoj	prononco
level	leki	lécher	to lick	grupo	alternativoj	prononco
level	akuzi	accuser	to accuse	grupo	alternativoj	prononco
level	redakti	éditer	to edit	grupo	alternativoj	prononco
level	ŝraŭbo	une vis	a screw	grupo	alternativoj	prononco
level	komo	une virgule	a comma	grupo	alternativoj	prononco
level	surdulo	un sourd	a deaf	grupo	alternativoj	prononco
level	konduktoro	un conducteur	a conductor	grupo	alternativoj	prononco
level	kreto	une craie	a chalk	grupo	alternativoj	prononco
level	eklezio	une église (organisation)	a church (organization)	grupo	alternativoj	prononco
level	protagonisto	un protagoniste	a protagonist	grupo	alternativoj	prononco
level	Eŭropo	L'Europe 	europe	grupo	alternativoj	prononco
level	tajfuno	un typhon	a typhoon	grupo	alternativoj	prononco
level	sentimentala	sentimental	sentimental	grupo	alternativoj	prononco
level	korko	un bouchon, un bouchon	a cork, a stopper	grupo	alternativoj	prononco
level	stampo	un cachet, un sceau, une marque	a stamp, a seal, a mark	grupo	alternativoj	prononco
level	olivo	une olive	an olive	grupo	alternativoj	prononco
level	kazino	un casino	a casino	grupo	alternativoj	prononco
level	terno	un éternuement	a sneeze	grupo	alternativoj	prononco
level	barikado	une barricade	a barricade	grupo	alternativoj	prononco
level	tertremo (sismo)	un tremblement de terre	an earthquake	grupo	alternativoj	prononco
level	telegramo	un télégramme	a telegram	grupo	alternativoj	prononco
level	prononci	prononcer	to pronounce	grupo	alternativoj	prononco
level	tornado	une tornade	a tornado	grupo	alternativoj	prononco
level	objektiva	objectif	objective	grupo	alternativoj	prononco
level	drapo	un drap de laine, un tissu	a woolen cloth, a cloth	grupo	alternativoj	prononco
level	ungotondilo	des ciseaux à ongles	a nail-scissors	grupo	alternativoj	prononco
level	vakupurigilo	un aspirateur (=polvosuĉilo)	a vacuum cleaner (=polvosuĉilo)	grupo	alternativoj	prononco
level	perei	périr	to perish	grupo	alternativoj	prononco
level	afranki	payer d'avance (affranchissement), apposer des timbres	to prepay (postage), to put on stamps	grupo	alternativoj	prononco
level	luli	bercer, bercer, bercer	to lull, to cradle, to rock	grupo	alternativoj	prononco
level	vakcino	un vaccin	a vaccine	grupo	alternativoj	prononco
level	gorilo	un gorille	a gorilla	grupo	alternativoj	prononco
level	vojaĝagentejo	une agence de voyages	a travel agency	grupo	alternativoj	prononco
level	patrono	un mécène	a patron	grupo	alternativoj	prononco
level	abstini	s'abstenir	to abstain	grupo	alternativoj	prononco
level	bulvardo	un boulevard	a boulevard	grupo	alternativoj	prononco
level	portalo	un portail, une passerelle	a portal, a gateway	grupo	alternativoj	prononco
level	ŝarĝoaŭto	un camion	a truck	grupo	alternativoj	prononco
level	vito	une vigne, une vigne	a grapevine, a vine	grupo	alternativoj	prononco
level	teleskopo	un télescope	a telescope	grupo	alternativoj	prononco
level	apliki	postuler	to apply	grupo	alternativoj	prononco
level	cemento	ciment	cement	grupo	alternativoj	prononco
level	pedagogio	la pédagogie	pedagogy	grupo	alternativoj	prononco
level	albumo	un album	an album	grupo	alternativoj	prononco
level	aserti	affirmer, déclarer, affirmer	to assert, to state, to affirm	grupo	alternativoj	prononco
level	akordi	s'accorder	to accord	grupo	alternativoj	prononco
level	fulgo	une suie, une crasse	a soot, a grime	grupo	alternativoj	prononco
level	adapti	s'adapter, s'adapter, s'adapter, s'adapter	to adapt, to adjust, to accommodate, to fit	grupo	alternativoj	prononco
level	liveri	fournir, fournir, livrer	to furnish, to supply, to deliver	grupo	alternativoj	prononco
level	argumento	une dispute	an argument	grupo	alternativoj	prononco
level	frizi	friser, friser	to curl, to frizz	grupo	alternativoj	prononco
level	deficito	un déficit	a deficit	grupo	alternativoj	prononco
level	blato	un cafard, une puce	a cockroach, a chip	grupo	alternativoj	prononco
level	recepto	une recette, une ordonnance	a recipe, a prescription	grupo	alternativoj	prononco
level	kitelo	une blouse, une robe, une salopette, une garbadine	a smock, a frock, an overalls, a garbadine	grupo	alternativoj	prononco
level	ciklono	un cyclone	a cyclone	grupo	alternativoj	prononco
level	reformi	réformer	to reform	grupo	alternativoj	prononco
level	pulvo	poudre, poudre à canon	powder, gunpowder	grupo	alternativoj	prononco
level	ŝpruci	jaillir, jaillir, jaillir	to spurt, to gush, to spurt out	grupo	alternativoj	prononco
level	kukolo	un coucou	a cuckoo	grupo	alternativoj	prononco
level	ŝanceli	trembler, chanceler	to shake, to totter	grupo	alternativoj	prononco
level	rekordo	un record (sport)	a record (sport)	grupo	alternativoj	prononco
level	florpetalo	un pétale de fleur	a flower petal	grupo	alternativoj	prononco
level	kosmo	cosmos, espace (extra-atmosphérique), univers	cosmos, (outer) space, universe	grupo	alternativoj	prononco
level	ĉeko	un chèque, un chèque	a checque, a check	grupo	alternativoj	prononco
level	konsumi	consommer, épuiser	to consume, to use up	grupo	alternativoj	prononco
level	lameno	une lame, une plaque, une couche	a lamina, a plate, a layer	grupo	alternativoj	prononco
level	erotika	érotique	erotic	grupo	alternativoj	prononco
level	peniko	un pinceau (art)	a brush (art)	grupo	alternativoj	prononco
level	spuro	une piste, un sentier, une trace	a track, a trail, a trace	grupo	alternativoj	prononco
level	rigida	rigide, raide	rigid, stiff	grupo	alternativoj	prononco
level	pleto	un plateau	a tray	grupo	alternativoj	prononco
level	ignori	ignorer	to ignore	grupo	alternativoj	prononco
level	Volapuko (Volapǖko)	Volapuk	Volapuk	grupo	alternativoj	prononco
level	frazo	une phrase	a sentence	grupo	alternativoj	prononco
level	bruto	une brute, un animal de ferme, une bête	a brute, a farm animal, a beast	grupo	alternativoj	prononco
level	gladi	Repasser des vêtements)	to iron (clothes)	grupo	alternativoj	prononco
level	kalsono	un sous-vêtement, un caleçon, un short	an underwear, underpants, shorts	grupo	alternativoj	prononco
level	aktoro	un acteur	an actor	grupo	alternativoj	prononco
level	valida	valide	valid	grupo	alternativoj	prononco
level	ruso	un Russe	a Russian	grupo	alternativoj	prononco
level	glita	glissant, glissant	gliding, slippery	grupo	alternativoj	prononco
level	fantazio	un fantasme	a fantasy	grupo	alternativoj	prononco
level	ŝargi	charger, charger	to load, to charge	grupo	alternativoj	prononco
level	saŭco	une sauce, une sauce	a sauce, a gravy	grupo	alternativoj	prononco
level	verto	une couronne, le sommet de la tête	a crown, top of the head	grupo	alternativoj	prononco
level	enketi	faire une enquête, enquêter, enquêter	to make an inquiry, to survey, to investigate	grupo	alternativoj	prononco
level	ateisto	un athée	an atheist	grupo	alternativoj	prononco
level	insigno	un badge	a badge	grupo	alternativoj	prononco
level	trudi	imposer, forcer	to impose, to force	grupo	alternativoj	prononco
level	skemo	un schéma	a scheme	grupo	alternativoj	prononco
level	kalva	chauve, nu, audacieux, sans voix	bald, bare, bold-headed, hearless	grupo	alternativoj	prononco
level	germano	un Allemand	a German	grupo	alternativoj	prononco
level	orto	un angle droit	a right angle	grupo	alternativoj	prononco
level	avizo	un avertissement, un avis	a warning, a notice	grupo	alternativoj	prononco
level	fronto	devant, façade	front, frontage	grupo	alternativoj	prononco
level	lernolibro	un cahier de texte	a textbook	grupo	alternativoj	prononco
level	glavo	une épée	a sword	grupo	alternativoj	prononco
level	konservativa	conservateur	conservative	grupo	alternativoj	prononco
level	Usono	Etats-Unis	USA	grupo	alternativoj	prononco
level	ankro	une ancre	an anchor	grupo	alternativoj	prononco
level	analizo	une analyse	an analysis	grupo	alternativoj	prononco
level	flustri	chuchoter	to whisper	grupo	alternativoj	prononco
level	asigno	affectation	assignment	grupo	alternativoj	prononco
level	konservatorio	un conservatoire (école de musique)	a conservatory (music school)	grupo	alternativoj	prononco
level	aŭtoro	un auteur	an author	grupo	alternativoj	prononco
level	poligloto	un polyglotte	a polyglot	grupo	alternativoj	prononco
level	absoluta	absolu	absolute	grupo	alternativoj	prononco
level	lukti	lutter, lutter	to wrestle, to struggle	grupo	alternativoj	prononco
level	inciti	inciter, remuer, encourager, provoquer	to incite, to stir, to abet, to provoke	grupo	alternativoj	prononco
level	prezervi	conserver	to preserve	grupo	alternativoj	prononco
level	mencii	à mentionner	to mention	grupo	alternativoj	prononco
level	anglo	un anglais	an Englishman	grupo	alternativoj	prononco
level	Bulonjo	Boulogne (ville)	Boulogne (city)	grupo	alternativoj	prononco
level	interesa	intéressant	interesting	grupo	alternativoj	prononco
level	interese	de façon intéressante	interestingly	grupo	alternativoj	prononco
level	meĥanismo	un mécanisme	a mechanism	grupo	alternativoj	prononco
level	hazardo	un accident, une chance	an accident, a chance	grupo	alternativoj	prononco
level	neologismo	néologisme	neologism	grupo	alternativoj	prononco
level	Grekio (Greklando)	Grèce	Greece	grupo	alternativoj	prononco
level	Araba	arabe	Arabic	grupo	alternativoj	prononco
level	palpi	sentir, tâtonner	to feel, to grope	grupo	alternativoj	prononco
level	sinjorino	une dame, une madame	a lady, a madam	grupo	alternativoj	prononco
level	neŭtra	neutre (=neŭtrala)	neutral (=neŭtrala)	grupo	alternativoj	prononco
level	Afriko	Afrique	Africa	grupo	alternativoj	prononco
level	korvo	un corbeau, un corbeau	a crow, a raven	grupo	alternativoj	prononco
level	Ameriko	L'Amérique, les Amériques	America, the Americas	grupo	alternativoj	prononco
level	ezoko	un brochet (dans un lac), un carangue	a pike (in a lake), a jack	grupo	alternativoj	prononco
level	sago	une flèche, une sagitta	a arrow, a sagitta	grupo	alternativoj	prononco
level	ĉino	un Chinois	a Chinese	grupo	alternativoj	prononco
level	sendube	sans aucun doute, sans aucun doute	with no doubt, undoubtedly	grupo	alternativoj	prononco
level	Azio	Asie	Asia	grupo	alternativoj	prononco
level	senkonfide	sans confiance, sans confiance	without trusting, without confidence	grupo	alternativoj	prononco
level	ekposedi	posséder	to possess	grupo	alternativoj	prononco
level	senfare	sans faire	without doing	grupo	alternativoj	prononco
level	amara	amer	bitter	grupo	alternativoj	prononco
level	ministro	un ministre	a minister	grupo	alternativoj	prononco
level	parlamento	parlement, un parlement	parliament, a parliament	grupo	alternativoj	prononco
level	Berlino	Berlin	Berlin	grupo	alternativoj	prononco
level	unuafoje	pour la première fois	for the first time	grupo	alternativoj	prononco
level	asimili	Assimiler	to assimilate	grupo	alternativoj	prononco
level	preskribi	prescrire, stipuler	to prescribe, to stipulate	grupo	alternativoj	prononco
level	belgo	un Belge	a Belgian	grupo	alternativoj	prononco
level	koncepto	un concept	a concept	grupo	alternativoj	prononco
level	jubileo	un jubilé	a jubilee	grupo	alternativoj	prononco
level	Brazilo	Brésil	Brazil	grupo	alternativoj	prononco
level	sociala	sociale	social	grupo	alternativoj	prononco
level	perlo	une perle	a pearl	grupo	alternativoj	prononco
level	kvarfoje	quatre fois	four times	grupo	alternativoj	prononco
level	aresti	arrêter	to arrest	grupo	alternativoj	prononco
level	Alpoj	Alpes	Alps	grupo	alternativoj	prononco
level	eliri	partir, sortir, sortir	to leave, to go out, to exit	grupo	alternativoj	prononco
level	enveni	entrer, entrer	to come in, to enter	grupo	alternativoj	prononco
level	hodiaŭa	d'aujourd'hui, d'aujourd'hui, d'aujourd'hui	of today, present-day, present	grupo	alternativoj	prononco
level	balo	un bal, une danse	a ball, a dance	grupo	alternativoj	prononco
level	plasto	un plastique	a plastic	grupo	alternativoj	prononco
level	fakultato	faculté, une faculté	faculty, a faculty	grupo	alternativoj	prononco
level	forĵeti	jeter, jeter	to throw away, to discard	grupo	alternativoj	prononco
level	japano	un Japonais	a Japanese person	grupo	alternativoj	prononco
level	forlasi	quitter, abandonner, négliger, abandonner	to leave, to abandon, to neglect, to quit	grupo	alternativoj	prononco
level	civito	citoyenneté, régime politique, cité-état	citizenry, polity, city state	grupo	alternativoj	prononco
level	foresto	absence	absence	grupo	alternativoj	prononco
level	sekura	sécurisé, sécurisé	secure, safe	grupo	alternativoj	prononco
level	Anglio	Angleterre	England	grupo	alternativoj	prononco
level	Britio	Royaume-Uni	United Kingdom	grupo	alternativoj	prononco
level	brita	Britanique	British	grupo	alternativoj	prononco
level	Aŭstrio	L'Autriche	Austria	grupo	alternativoj	prononco
level	mallonga	court, bref	short, brief	grupo	alternativoj	prononco
level	delegacio	délégation, une délégation	delegation, a delegation	grupo	alternativoj	prononco
level	biblio	Bible	Bible	grupo	alternativoj	prononco
level	magio	une magie	a magic	grupo	alternativoj	prononco
level	provinco	une province	a province	grupo	alternativoj	prononco
level	sonori	sonner, tinter	to ring, to clang	grupo	alternativoj	prononco
level	milito	une guerre	a war	grupo	alternativoj	prononco
level	lado	tôle, étain, fer blanc	sheet metal, tin, tin plate	grupo	alternativoj	prononco
level	kelnerino	une serveuse, un barmid	a waitress, a barmid	grupo	alternativoj	prononco
level	aludi	faire allusion, faire allusion	to allude, to hint	grupo	alternativoj	prononco
level	okazo	une occasion, un événement, un cas, un événement	an occasion, a happening, a case, an event	grupo	alternativoj	prononco
level	Italio	Italie	Italy	grupo	alternativoj	prononco
level	he!	hein! Hé!	eh! hey!	grupo	alternativoj	prononco
level	disponi	avoir à sa disposition	to have at one's disposal	grupo	alternativoj	prononco
level	indonezio	Indonésie	Indonesia	grupo	alternativoj	prononco
level	duŝi	se doucher	to shower	grupo	alternativoj	prononco
level	cenzuro	une censure, censurer	a censorship, censor	grupo	alternativoj	prononco
level	Hindio	Inde (=Barato)	India (=Barato)	grupo	alternativoj	prononco
level	baloti	voter	to vote	grupo	alternativoj	prononco
level	noktomezo	un minuit	a midnight	grupo	alternativoj	prononco
level	travojaĝi	à parcourir ~	to tour through ~	grupo	alternativoj	prononco
level	tranokti	passer une nuit, passer une nuit	to pass a night through, to spend a night	grupo	alternativoj	prononco
level	matematiko	mathématiques	mathematics	grupo	alternativoj	prononco
level	revolucii	révolutionner	to revolutionize	grupo	alternativoj	prononco
level	tralegi	lire, parcourir	to read through, to browse	grupo	alternativoj	prononco
level	kamelio	un camélia	a camellia	grupo	alternativoj	prononco
level	Germanio	Allemagne	Germany	grupo	alternativoj	prononco
level	traleginte	après avoir lu	after reading through	grupo	alternativoj	prononco
level	ĉinio	Chine	China	grupo	alternativoj	prononco
level	viktimo	une victime	a victim	grupo	alternativoj	prononco
level	ĉina	Chinois	Chinese	grupo	alternativoj	prononco
level	alkutimiĝi	s'habituer, prendre une habitude	to become accustomed to, to get a habbit	grupo	alternativoj	prononco
level	naskiĝi	naître	to be born	grupo	alternativoj	prononco
level	aŭditorio	un auditorium	an auditorium	grupo	alternativoj	prononco
level	gramatiko	grammaire	grammar	grupo	alternativoj	prononco
level	planedo	une planète	a planet	grupo	alternativoj	prononco
level	evento	un évènement	an event	grupo	alternativoj	prononco
level	glori	glorifier, louer, louer	to glorify, to laud, to praise	grupo	alternativoj	prononco
level	festo	une fête, une fête, un festival	a feast, a party, a festival	grupo	alternativoj	prononco
level	ĉeĥoslovakio	Tchécoslovaquie	Czechoslovakia	grupo	alternativoj	prononco
level	fonografo	un phonographe à cylindre	a cylinder phonograph	grupo	alternativoj	prononco
level	grumbli	se plaindre, grogner	to grumble, to growl	grupo	alternativoj	prononco
level	furioza	furieux, enragé	furious, raging	grupo	alternativoj	prononco
level	naskiĝfesto	une fête d'anniversaire	a birthday party	grupo	alternativoj	prononco
level	temi	faire référence, le thème est, traiter, être à propos de	to refer to, the theme is, to deal with, to be about	grupo	alternativoj	prononco
level	roso	une rosée	a dew	grupo	alternativoj	prononco
level	Francio	France	France	grupo	alternativoj	prononco
level	guti	tomber, s'égoutter	to drop, to drip	grupo	alternativoj	prononco
level	Kolumbo	Colomb	Columbus	grupo	alternativoj	prononco
level	kotleto	côtelette, une côtelette, hacher	cutlet, a cutlet, chop	grupo	alternativoj	prononco
level	avokado	un avocat (fruit)	an avocado (fruit)	grupo	alternativoj	prononco
level	individuo	un individu	an individual	grupo	alternativoj	prononco
level	pagodo	une pagode	a pagoda	grupo	alternativoj	prononco
level	Kolombio	Colombie	Colombia	grupo	alternativoj	prononco
level	cerealo	céréale	cereal	grupo	alternativoj	prononco
level	gesinjoroj	Mesdames et Messieurs	ladies and gentlemen	grupo	alternativoj	prononco
level	fenomeno	un phénomène	a phenomenon	grupo	alternativoj	prononco
level	palpebro	une paupière	an eyelid	grupo	alternativoj	prononco
level	ŝako	échecs	chess	grupo	alternativoj	prononco
level	televidkanalo	une chaîne de télévision	a TV channel	grupo	alternativoj	prononco
level	ruino	une ruine	a ruin	grupo	alternativoj	prononco
level	paliso	un poste, une bière, un pieu	a post, a ale, a stake	grupo	alternativoj	prononco
level	elemento	un élément	an element	grupo	alternativoj	prononco
level	absurda	absurde	absurd	grupo	alternativoj	prononco
level	kaverno	une caverne, une grotte	a cavern, a cave	grupo	alternativoj	prononco
level	Portugalio	le Portugal	Portugal	grupo	alternativoj	prononco
level	portugalo	un Portugais	a Portuguese	grupo	alternativoj	prononco
level	teritorio	un territoire	a territory	grupo	alternativoj	prononco
level	Polio	polio	polio	grupo	alternativoj	prononco
level	d-ro	Dr.	Dr.	grupo	alternativoj	prononco
level	stipendio	une allocation, une bourse, une bourse	a stipend, a bursary, a scholarship	grupo	alternativoj	prononco
level	impeti	être impétueux, être poussé, se précipiter	to be impetuous, to be impelled, to dash	grupo	alternativoj	prononco
level	pola	polonais	Polish	grupo	alternativoj	prononco
level	kompliki	compliquer	to complicate	grupo	alternativoj	prononco
level	franca	Français	French	grupo	alternativoj	prononco
level	konkurso	un concours, une compétition	a contest, competition	grupo	alternativoj	prononco
level	grinci	grincer, grincer, grincer, râper	to squeak, to creak, to gnash, to grate	grupo	alternativoj	prononco
level	Finnlando	Finlande	Finland	grupo	alternativoj	prononco
level	prof-o	Prof.	Prof.	grupo	alternativoj	prononco
level	profeto	un prophète	a prophet	grupo	alternativoj	prononco
level	originalo	un original	an original	grupo	alternativoj	prononco
level	tragika	tragique	tragic	grupo	alternativoj	prononco
level	Koreio	Corée	Korea	grupo	alternativoj	prononco
level	ne ~ sed ~	pas ~ mais ~	not ~ but ~	grupo	alternativoj	prononco
level	koree	en coréen	in Korean	grupo	alternativoj	prononco
level	korea	coréen	Korean	grupo	alternativoj	prononco
level	nek ~ nek ~	ni ~ ni ~	neither ~ nor ~	grupo	alternativoj	prononco
level	ateismo	athéisme	atheism	grupo	alternativoj	prononco
level	ne nur ~ sed ankaŭ ~	non seulement ~ mais aussi ~	not only ~ but also ~	grupo	alternativoj	prononco
level	koreo	un coréen	a Korean	grupo	alternativoj	prononco
level	Hungario	Hongrie	Hungary	grupo	alternativoj	prononco
level	piloto	un pilote	a pilot	grupo	alternativoj	prononco
level	aŭ ~ aŭ ~	soit ~ ou ~	either ~ or ~	grupo	alternativoj	prononco
level	Hago	La Haye	The Hague	grupo	alternativoj	prononco
level	situo	un site, un emplacement	a site, a location	grupo	alternativoj	prononco
level	por ke ~	pour que ~	so that ~	grupo	alternativoj	prononco
level	interpreti	interpréter	to interpret	grupo	alternativoj	prononco
level	kaŭzi	provoquer, donner lieu à	to cause, to give rise to	grupo	alternativoj	prononco
level	centralizi	centraliser	to centralize	grupo	alternativoj	prononco
level	mastrumi	gérer, garder (une maison)	to manage, to keep (a house)	grupo	alternativoj	prononco
level	substanco	une substance, une matière	a substance, matter	grupo	alternativoj	prononco
level	pasporta servo	un service de passeport (espéranto CouchSerfing)	a passport service (Esperanto CouchSerfing)	grupo	alternativoj	prononco
level	aŭstro	un Autrichien	an Austrian	grupo	alternativoj	prononco
level	Amazono	Amazone	Amazon	grupo	alternativoj	prononco
level	pioĉo	une pioche, une pioche	a mattock, a pickaxe	grupo	alternativoj	prononco
level	lenso	une lentille	a lens	grupo	alternativoj	prononco
level	generacio	une génération	a generation	grupo	alternativoj	prononco
level	falĉi	tondre, couper, faucher	to mow, to cut, to scythe	grupo	alternativoj	prononco
level	efektive	en fait, en fait	actually, in fact	grupo	alternativoj	prononco
level	portisto	un porteur	a porter	grupo	alternativoj	prononco
level	dogano	douane	customs	grupo	alternativoj	prononco
