C.my content.tsv
Level	Esperanto	my	en-us	Grupo	Alternativoj	Pronoco
level	muskolo	ကြွက်သားတစ်ခု	a muscle	grupo	alternativoj	prononco
level	beni	မေတ္တာပို့ရန်	to bless	grupo	alternativoj	prononco
level	profito	အမြတ်တစ်ခု၊ အမြတ်တစ်ခု	a profit, a gain	grupo	alternativoj	prononco
level	Maria	မာရီယာ	Maria	grupo	alternativoj	prononco
level	kritiki	ဝေဖန်ဖို့၊ ဝေဖန်ဖို့	to criticize, to critique	grupo	alternativoj	prononco
level	konscienco	အသိတရား၊ ကိုယ်ကျင့်တရား၊ အတွင်းအသံ	conscience, moral sense, inner voice	grupo	alternativoj	prononco
level	ĉefo	ခေါင်းဆောင်တစ်ယောက်၊ သူဌေး	a leader, a boss	grupo	alternativoj	prononco
level	Pakistano	ပါကစ္စတန်	Pakistan	grupo	alternativoj	prononco
level	treni	ဆွဲရန်၊ ဆွဲရန်	to drag, to tow	grupo	alternativoj	prononco
level	Venezuelo	ဗင်နီဇွဲလား	Venezuela	grupo	alternativoj	prononco
level	ortografio	ရေးထုံး	orthography	grupo	alternativoj	prononco
level	febro	အဖျား	a fever	grupo	alternativoj	prononco
level	ĉefurbo	မြို့တော်တစ်ခု	a capital city	grupo	alternativoj	prononco
level	ravi	မွေ့လျော်ရန်	to delight	grupo	alternativoj	prononco
level	ĉagreni	နှောင့်ယှက်ရန်၊ နှောင့်ယှက်ရန်၊	to vex, to annoy, to worry	grupo	alternativoj	prononco
level	ĉefi	ဦးဆောင်ရန်	to lead	grupo	alternativoj	prononco
level	ribeli	ပုန်ကန်ရန်၊ ပုန်ကန်ရန်	to rebel, to revolt	grupo	alternativoj	prononco
level	kancero	ကင်ဆာ	cancer	grupo	alternativoj	prononco
level	atesti	သက်သေခံရန်၊ သက်သေခံရန်၊ အတည်ပြုရန်	to attest, to testify, to affirm	grupo	alternativoj	prononco
level	inklina	မှောက်လျက်၊	inclined, prone	grupo	alternativoj	prononco
level	cirkonstanco	အခြေအနေတစ်ခု	a circumstance	grupo	alternativoj	prononco
level	bulgaro	ဘူဂေးရီးယားလူတစ်ဦး	a Bulgarian person	grupo	alternativoj	prononco
level	frosta	အေးခဲခြင်း၊ အေးခဲခြင်း။	frosty, freezing	grupo	alternativoj	prononco
level	kakao	ကိုကိုးပဲ၊ cocoa	a cocoa bean, a cacao	grupo	alternativoj	prononco
level	tomato	ခရမ်းချဉ်သီးတစ်လုံး	a tomato	grupo	alternativoj	prononco
level	firmao	ကုမ္ပဏီတစ်ခု၊ ကုမ္ပဏီတစ်ခု (=firmo)	a firm, a company (=firmo)	grupo	alternativoj	prononco
level	pigo	ငှက်ပျောသီး	a magpie	grupo	alternativoj	prononco
level	grafo	ရေတွက်ခြင်း၊	a count, an earl	grupo	alternativoj	prononco
level	Alĝerio	အယ်လ်ဂျီးရီးယား	Algeria	grupo	alternativoj	prononco
level	instituto	အဖွဲ့အစည်းတစ်ခု	an institute	grupo	alternativoj	prononco
level	rifuĝi	ခိုလှုံရန်	to take refuge	grupo	alternativoj	prononco
level	arda	ပြင်းပြသည်။	ardent	grupo	alternativoj	prononco
level	armeno	အာမေးနီးယန်းတစ်ဦး	an Armenian	grupo	alternativoj	prononco
level	anĝelo	ကောင်းကင်တမန်တပါး	an angel	grupo	alternativoj	prononco
level	konvalo	ချိုင့်ဝှမ်း၏နှင်းပန်း	a lily of the valley	grupo	alternativoj	prononco
level	egoismo	အတ္တဝါဒ၊ အတ္တဝါဒ၊ တစ်ကိုယ်ကောင်းဆန်ခြင်း။	egoism, egotism, selfishness	grupo	alternativoj	prononco
level	kinejo	ရုပ်ရှင်ရုံ၊ ရုပ်ရှင်ရုံ	a cinema, a movie theater	grupo	alternativoj	prononco
level	rezervita	လက်ဝယ်ရှိသည်။	reserved	grupo	alternativoj	prononco
level	kolono	ကော်လံ၊ ကော်လံ၊ တိုင်	column, a column, a pillar	grupo	alternativoj	prononco
level	deklari	ကြေငြာရန်	to declare	grupo	alternativoj	prononco
level	kirurgo	ခွဲစိတ်ဆရာဝန် (=ĥirurgo)	a surgeon (=ĥirurgo)	grupo	alternativoj	prononco
level	indiferenta	ဘာမှမထူးခြားပါ။	indifferent	grupo	alternativoj	prononco
level	trotuaro	လမ်းဘေး၊ လူသွားလမ်း	a sidewalk, a pavement	grupo	alternativoj	prononco
level	prokrasti	အချိန်ဆွဲခြင်း၊ နှောင့်နှေးခြင်း။	to procrastinate, to delay	grupo	alternativoj	prononco
level	cikado	ပုစဉ်းရင်ကွဲ	a cicada	grupo	alternativoj	prononco
level	instrumento	တူရိယာတစ်ခု	an instrument	grupo	alternativoj	prononco
level	cedi	ပေးဆောင်ရန်၊ ပေးဆောင်ရန်၊ ပေးကမ်းရန်	to cede, to yield, to give in	grupo	alternativoj	prononco
level	pretendi	တောင်းဆိုရန်၊ ယူဆရန်	to claim, to presume	grupo	alternativoj	prononco
level	egoisto	အတ္တသမား	an egoist	grupo	alternativoj	prononco
level	insisti	အခိုင်အမာ	to insist	grupo	alternativoj	prononco
level	naiva	နုံသော	naive	grupo	alternativoj	prononco
level	situi	တည်ရှိရန်၊ တည်ရှိရန်	to be located, to be situated	grupo	alternativoj	prononco
level	penetri	ထိုးဖောက်ရန်	to penetrate	grupo	alternativoj	prononco
level	kapitalo	မြို့တော်၊ မြို့တော်	capital, a capital	grupo	alternativoj	prononco
level	demono	နတ်ဆိုး	a demon	grupo	alternativoj	prononco
level	licenco	လိုင်စင်တစ်ခု	a license	grupo	alternativoj	prononco
level	diferenci	ခွဲခြားရန်	to differentiate	grupo	alternativoj	prononco
level	skorpio	ကင်းမြီးကောက်	a scorpion	grupo	alternativoj	prononco
level	sufoki	အသက်ရှူကျပ်ရန်၊	to suffocate, to choke	grupo	alternativoj	prononco
level	tordi	လိမ်ဖို့၊ လိမ်ဖို့	to twist, to contort	grupo	alternativoj	prononco
level	kontanta	ငွေသား	in cash	grupo	alternativoj	prononco
level	ĵuri	ကျိန်ဆိုရန်	to swear	grupo	alternativoj	prononco
level	apetita	စားချင်စရာ	appetitizing	grupo	alternativoj	prononco
level	adjektivo	adjective တစ်ခု	an adjective	grupo	alternativoj	prononco
level	pluralo	အများကိန်း	a plural	grupo	alternativoj	prononco
level	aktuala	လက်ရှိအရေးပါမှု၊ အကြောင်းအရာ၊ အရေးပေါ်၊ သက်ဆိုင်ရာ	of current importance, topical, urgent, relevant	grupo	alternativoj	prononco
level	gesti	gesture လုပ်ဖို့၊ gesticulate လုပ်ဖို့	to gesture, to gesticulate	grupo	alternativoj	prononco
level	felo	သားမွေး (တိရစ္ဆာန်၊ အမွေးရှိသော) အရေပြားကို ဖုံးကွယ်ခြင်း။	fur, hide (of animal, with hair), skin	grupo	alternativoj	prononco
level	mediti	တရားထိုင်ရန်	to meditate	grupo	alternativoj	prononco
level	kolego	လုပ်ဖော်ကိုင်ဖက်တစ်ဦး	a colleague	grupo	alternativoj	prononco
level	amplekso	အတိုင်းအတာ၊ အတိုင်းအတာ၊ ပြင်းအား	extent, scope, magnitude	grupo	alternativoj	prononco
level	kosmetiko	အလှကုန်	cosmetics	grupo	alternativoj	prononco
level	Karlo	ချားလ်စ်၊ ကားလို့စ်	Charles, Carlos	grupo	alternativoj	prononco
level	gluti	မျိုချရန်	to swallow	grupo	alternativoj	prononco
level	talento	အရည်အချင်းတစ်ခု	a talent	grupo	alternativoj	prononco
level	ĝemelo	အမွှာတစ်ခု	a twin	grupo	alternativoj	prononco
level	deca	သင့်လျော်သော၊ သင့်လျော်သော၊ သင့်လျော်သော	decent, proper, suitable	grupo	alternativoj	prononco
level	krono	သရဖူတစ်ခု	a crown	grupo	alternativoj	prononco
level	ŝimi	ပုံသွင်းရန်၊ မှိုတက်ရန်	to mould, to get moldy	grupo	alternativoj	prononco
level	ŝoforo	ယာဉ်မောင်း၊ ကားမောင်း	a driver, a chauffeur	grupo	alternativoj	prononco
level	mistero	ပဟေဠိတစ်ခု	a mystery	grupo	alternativoj	prononco
level	absolute	လုံးဝ	absolutely	grupo	alternativoj	prononco
level	laktuko	ဆလတ်တစ်လုံး	a lettuce	grupo	alternativoj	prononco
level	destini	သတ်မှတ်ရန်၊ ခန့်အပ်ရန်၊ ခွဲဝေပေးရန်	to destine, to ordain, to allocate	grupo	alternativoj	prononco
level	instigi	လှုံ့ဆော်ရန်၊ အားပေးရန်	to instigate, to encourage	grupo	alternativoj	prononco
level	heroo	သူရဲကောင်းတစ်ဦး	a hero	grupo	alternativoj	prononco
level	ĉaro	ရထား၊ လှည်း	a chariot, a cart	grupo	alternativoj	prononco
level	vegetalo	ဟင်းသီးဟင်းရွက်၊ အပင်	a vegetable, a plant	grupo	alternativoj	prononco
level	adopti	လက်ခံရန်	to adopt	grupo	alternativoj	prononco
level	centimetro	တစ်စင်တီမီတာ	a centimeter	grupo	alternativoj	prononco
level	enuiga	ငြီးငွေ့ဖွယ်ကောင်းသော၊	boring, stodgy	grupo	alternativoj	prononco
level	flirti	ပရောပရည်လုပ်ရန်၊	to flirt, to flutter	grupo	alternativoj	prononco
level	mandato	လုပ်ပိုင်ခွင့်၊ ငွေစာရင်း	a mandate, a money order	grupo	alternativoj	prononco
level	envii	မနာလိုရန်	to envy	grupo	alternativoj	prononco
level	ebria	အမူးလွန်ခြင်း၊	drunk, inebriated	grupo	alternativoj	prononco
level	sudano	ဆူဒန်	Sudan	grupo	alternativoj	prononco
level	fleksi	ကွေးရန်	to bend	grupo	alternativoj	prononco
level	naŭzi	ပျို့အန်ဖို့	to nauseate	grupo	alternativoj	prononco
level	likva	အရည်	liquid	grupo	alternativoj	prononco
level	kupro	ကြေးနီ	copper	grupo	alternativoj	prononco
level	hoko	ချိတ်တစ်ခု	a hook	grupo	alternativoj	prononco
level	pafilo	သေနတ်တစ်လက်	a gun	grupo	alternativoj	prononco
level	filmi	ရုပ်ရှင်ရိုက်ဖို့၊ ရုပ်ရှင်ရိုက်ဖို့	to film, to shoot a film	grupo	alternativoj	prononco
level	bremso	ဘရိတ်	a brake	grupo	alternativoj	prononco
level	tereno	ကျောင်းဝင်း၊ မြေပြင်၊ မြေပြင်	a campus, a terrain, a ground	grupo	alternativoj	prononco
level	nigra tabulo	အနက်ရောင်ဘုတ်တစ်ခု	a black board	grupo	alternativoj	prononco
level	foiro	တရားပွဲ၊ စျေးကွက်	a fair, a market	grupo	alternativoj	prononco
level	ĉimpanzo	ချင်ပန်ဇီ	a chimpanzee	grupo	alternativoj	prononco
level	aktiva	တက်ကြွသော	active	grupo	alternativoj	prononco
level	juvelo	ကျောက်မျက်ရတနာ (=gemo)	a jewel, a gem (=gemo)	grupo	alternativoj	prononco
level	tendumi (kampadi)	စခန်းသွင်းရန်	to camp	grupo	alternativoj	prononco
level	malliberejo	ထောင်တစ်ခု	a prison	grupo	alternativoj	prononco
level	studprogramo	လေ့လာရေးအစီအစဉ်တစ်ခု	a study program	grupo	alternativoj	prononco
level	avida	လောဘကြီး	greedy	grupo	alternativoj	prononco
level	flari	အနံ့ခံရန်	to smell	grupo	alternativoj	prononco
level	garantii	အာမခံရန်၊ အာမခံရန်	to guarantee, to warrant	grupo	alternativoj	prononco
level	ĉeno	ကွင်းဆက်တစ်ခု	a chain	grupo	alternativoj	prononco
level	sekcio	အပိုင်းတစ်ခု	a section	grupo	alternativoj	prononco
level	akuzativo	အစွပ်စွဲ	an accusative	grupo	alternativoj	prononco
level	kandelo	ဖယောင်းတိုင်	a candle	grupo	alternativoj	prononco
level	konfirmi	အတည်ပြုရန်	to confirm	grupo	alternativoj	prononco
level	pando	ပန်ဒါတစ်ကောင်	a panda	grupo	alternativoj	prononco
level	kultivi	စိုက်ပျိုးရန် (အသီးအနှံ၊ ဟင်းသီးဟင်းရွက်)	to cultivate (fruits, vegetables)	grupo	alternativoj	prononco
level	sojlo	ထားလိုက်တော့၊ တံခါးခုံ	a sill, a threshold	grupo	alternativoj	prononco
level	lacigi	မောပန်းခြင်း၊ ပင်ပန်းနွမ်းနယ်ခြင်း၊	to exhaust, to fatique, to tire	grupo	alternativoj	prononco
level	skribilaro	မီးဖိုချောင်သုံးပစ္စည်းများ၊ စာရေးကိရိယာ	witing utensils, stationary	grupo	alternativoj	prononco
level	ĵaluza	မနာလို	jealous	grupo	alternativoj	prononco
level	kamiono	camion၊ လော်ရီ၊ ထရပ်ကား	a camion, a lorry, a truck	grupo	alternativoj	prononco
level	barakti	ရုန်းကန်ရန်	to struggle	grupo	alternativoj	prononco
level	svingi	လွှဲရန်၊ လှုပ်ရန်	to swing, to shake	grupo	alternativoj	prononco
level	ŝovi	တွန်းရန်၊ တွန်းရန်	to shove, to push along	grupo	alternativoj	prononco
level	tendo	တဲတစ်လုံး	a tent	grupo	alternativoj	prononco
level	preteksto	ဆင်ခြေတစ်ခု၊ အကြောင်းပြချက်တစ်ခု	an excuse, a pretext	grupo	alternativoj	prononco
level	simpatia	ကိုယ်ချင်းစာတယ်။	sympathetic	grupo	alternativoj	prononco
level	mino	မိုင်းတစ်ခု	a mine	grupo	alternativoj	prononco
level	fantazia	စိတ်ကူး	fantastic	grupo	alternativoj	prononco
level	komika	ဟာသ၊ ဟာသ	comic, comical	grupo	alternativoj	prononco
level	kruta	မတ်စောက်သော	steep	grupo	alternativoj	prononco
level	festeni	ပွဲခံရန်၊ ပွဲခံရန်	to banquet, to feast	grupo	alternativoj	prononco
level	alergio	ဓာတ်မတည့်ခြင်း။	allergy	grupo	alternativoj	prononco
level	juro	ဥပဒေတစ်ခု	a law	grupo	alternativoj	prononco
level	ekspozicio	ပြပွဲတစ်ခု၊ ပြပွဲတစ်ခု	an exhibition, an exposition	grupo	alternativoj	prononco
level	akordiono	အကော်ဒီယံတစ်ခု	an accordion	grupo	alternativoj	prononco
level	sfero	စက်လုံး၊ ဘောလုံး	a sphere, a ball	grupo	alternativoj	prononco
level	almozulo	သူတောင်းစား	a beggar	grupo	alternativoj	prononco
level	maĉi	masticate လုပ်ရန်၊ ဝါးရန်	to masticate, to chew	grupo	alternativoj	prononco
level	virto	သီလတစ်ခု	a virtue	grupo	alternativoj	prononco
level	turmenti	ညှဉ်းပန်းနှိပ်စက်ရန်၊	to torment, to torture	grupo	alternativoj	prononco
level	anonctabulo	ကြော်ငြာဘုတ်တစ်ခု	a notice board	grupo	alternativoj	prononco
level	minus	အနုတ်	minus	grupo	alternativoj	prononco
level	boji	ဟောင်ရန်	to bark	grupo	alternativoj	prononco
level	atestilo, atestaĵo	လက်မှတ်၊ သက်သေခံချက်	a certificate, an attestation	grupo	alternativoj	prononco
level	fendo	ကွဲ၊ အထိုင်၊ အက်ကွဲ	a split, a slot, a crack	grupo	alternativoj	prononco
level	almozo	ဆွမ်း၊ အလှူ	alms, charity	grupo	alternativoj	prononco
level	havigi	ပံ့ပိုးရန်၊ ရယူရန်၊ ရယူရန်	to provide with, to get for, to procure	grupo	alternativoj	prononco
level	aŭtografio	ကိုယ်ရေးအကျဉ်း၊ ကိုယ်တိုင်ရေးအတ္ထုပ္ပတ္တိ (=aŭtobiografio)	an autography, autobiography (=aŭtobiografio)	grupo	alternativoj	prononco
level	suspekti	သံသယရှိရန်	to suspect	grupo	alternativoj	prononco
level	trezoro	ရတနာတစ်ခု	a treasure	grupo	alternativoj	prononco
level	stango	တုတ်၊ တိုင်၊ ဘားတစ်ခု	a rod, a pole, a bar	grupo	alternativoj	prononco
level	balailo	တံမြက်စည်း၊ တံမြက်စည်း၊	a broom, a sweeper	grupo	alternativoj	prononco
level	rekompenco	လျော်ကြေး၊ ဆုကြေးငွေ	a compensation, a reward	grupo	alternativoj	prononco
level	kopio	ကော်ပီ	a copy	grupo	alternativoj	prononco
level	domego	ဗီလာ၊ အိမ်ကြီး၊ အိမ်ကြီး၊ အဆောက်အအုံ	a villa, a mansion, a big house, a building	grupo	alternativoj	prononco
level	pasko	အီစတာ	Easter	grupo	alternativoj	prononco
level	Peruo	ပီရူး	Peru	grupo	alternativoj	prononco
level	menso	စိတ်	mind	grupo	alternativoj	prononco
level	eleganta	ကြော့	elegant	grupo	alternativoj	prononco
level	ekvadoro	အီကွေဒေါ	Ecuador	grupo	alternativoj	prononco
level	barbirejo	ဆံပင်အလှပြင်ဆိုင်၊ barbor ဆိုင်	a hairdressing salon, a barbor shop	grupo	alternativoj	prononco
level	bubo	လူယုတ်မာ၊ လူယုတ်မာ၊	a knave, a brat, an urchin	grupo	alternativoj	prononco
level	gvineo	ဂီနီ	Guinea	grupo	alternativoj	prononco
level	civilizi	ယဉ်ကျေးဖို့	to civilize	grupo	alternativoj	prononco
level	insulti	စော်ကားရန်	to insult	grupo	alternativoj	prononco
level	komisiono	ကော်မရှင်တစ်ခု၊ ကော်မတီတစ်ခု	a commission, a comittee	grupo	alternativoj	prononco
level	colo	တစ်လက်မ	an inch	grupo	alternativoj	prononco
level	admoni	သတိပေးရန်၊ တိုက်တွန်းရန်၊ အကြံပေးရန်၊	to admonish, to exhort, to advice, to censure	grupo	alternativoj	prononco
level	bildkadro	ပုံဘောင်တစ်ခု	a picture frame	grupo	alternativoj	prononco
level	serena	ဣနြေ္ဒရရ၊ မသာယာ၊	serene, calm, untroubled	grupo	alternativoj	prononco
level	nervo	အာရုံကြောတစ်ခု	a nerve	grupo	alternativoj	prononco
level	kuglo	ကျည်ဆန်တစ်ခု	a bullet	grupo	alternativoj	prononco
level	pilgrimi	ဘုရားဖူးသွားမယ်။	to go on a pilgrimage	grupo	alternativoj	prononco
level	kaso	ပိုက်ဆံပုံး၊ ပိုက်ဆံအိတ်၊ ပိုက်ဆံပုံး၊ ကော်ဖာ	a cash box, a purse, a money box, coffer	grupo	alternativoj	prononco
level	penti	နောင်တရရန်	to repent	grupo	alternativoj	prononco
level	libano	လက်ဘနွန်	Lebanon	grupo	alternativoj	prononco
level	barelo	တစ်စည်	a barrel	grupo	alternativoj	prononco
level	botaniko	ရုက္ခဗေဒ	botany	grupo	alternativoj	prononco
level	merkato	စျေးကွက်တစ်ခု	a market	grupo	alternativoj	prononco
level	koncerto	ဖျော်ဖြေပွဲတစ်ခု	a concert	grupo	alternativoj	prononco
level	projekto	ပရောဂျက်တစ်ခု	a project	grupo	alternativoj	prononco
level	komplimento	ချီးကျူးစကား	a compliment	grupo	alternativoj	prononco
level	cirklo	စက်ဝိုင်းတစ်ခု၊ disk တစ်ခု	a circle, a disk	grupo	alternativoj	prononco
level	konjekti	မှန်းဆရန်၊ ခန့်မှန်းရန်	to make a conjecture, to guess	grupo	alternativoj	prononco
level	ĵudo	ဂျူဒို	judo	grupo	alternativoj	prononco
level	teksto	စာသား၊ စာသား၊ သီချင်းစာသား	text, a text, a lyric	grupo	alternativoj	prononco
level	konkuri	ယှဉ်ပြိုင်ရန်၊ ယှဉ်ပြိုင်ရန်	to compete, to contend	grupo	alternativoj	prononco
level	rezervo	အရံတစ်ခု	a reserve	grupo	alternativoj	prononco
level	kabineto	အစိုးရအဖွဲ့ဝင်တစ်ဦး	a cabinet	grupo	alternativoj	prononco
level	marĉo	စိမ့်၊ စိမ့်	a marsh, a swamp	grupo	alternativoj	prononco
level	advokato	ရှေ့နေ၊ ရှေ့နေ၊ ရှေ့နေ	a barrister, a lawyer, an advocate	grupo	alternativoj	prononco
level	ceramiko	ကြွေထည်၊ မြေအိုး	ceramics, pottery	grupo	alternativoj	prononco
level	histerio	စိတ်လှုပ်ရှားမှု၊ စိတ်လှုပ်ရှားမှု	hysteria, excitement	grupo	alternativoj	prononco
level	golfo	ပင်လယ်ကွေ့တစ်ခု	a gulf	grupo	alternativoj	prononco
level	periodo	ကာလ၊ ကာလတစ်ခု	period, a period	grupo	alternativoj	prononco
level	etiopo	အီသီယိုးပီးယား	an Ethiopian	grupo	alternativoj	prononco
level	pejzaĝo	ရှုခင်း၊ ရှုခင်း	landscape, scenary	grupo	alternativoj	prononco
level	psikologo	စိတ်ပညာရှင်တစ်ဦး	a psychologist	grupo	alternativoj	prononco
level	kverko	ဝက်သစ်ချပင်	an oak	grupo	alternativoj	prononco
level	kaprica	capricious, fitful, ထူးဆန်းသော	capricious, fitful, whimsical	grupo	alternativoj	prononco
level	neto	နောက်ဆုံးမိတ္တူ၊ တရားမျှတသောကော်ပီ	a final copy, a fair copy	grupo	alternativoj	prononco
level	kazo	ကိစ္စ၊ ကိစ္စ၊ ကိစ္စ	a case, affair, matter	grupo	alternativoj	prononco
level	sveni	မူးဝေခြင်း၊	to faint, to swoon	grupo	alternativoj	prononco
level	rosti	ကင်ရန်	to roast	grupo	alternativoj	prononco
level	bazaro	စျေး၊ ဈေး၊ ဈေး	a bazaar, a market, a fair	grupo	alternativoj	prononco
level	liberio	လိုက်ဘေးရီးယား	Liberia	grupo	alternativoj	prononco
level	anteno	အင်တာနာတစ်ခု၊ ဝေဟင်၊ ခံစားချက်တစ်ခု	an antenna, an aerial, a feeler	grupo	alternativoj	prononco
level	tegi	overlay, to coat	to overlay, to coat	grupo	alternativoj	prononco
level	Aŭstralio	သြစတြေးလျ	Australia	grupo	alternativoj	prononco
level	frakasi	ဖြိုခွဲရန်၊ ဖြိုခွဲရန်၊	to crash, to shatter, to smash	grupo	alternativoj	prononco
level	kliento	ဖောက်သည်၊ ဖောက်သည်၊ လူနာ	a client, a customer, a patient	grupo	alternativoj	prononco
level	ronki	အော်ဟစ်ခြင်း၊ ဟောက်ခြင်း၊	to grunt, to snore	grupo	alternativoj	prononco
level	judaismo	ဂျူးဘာသာ	Judaism	grupo	alternativoj	prononco
level	afikso	affix တစ်ခု	an affix	grupo	alternativoj	prononco
level	fanfaroni	ကြွားဝါခြင်းငှါ၊	to brag, to boast	grupo	alternativoj	prononco
level	kapsiko	အနီရောင်ငရုတ်ကောင်း	a red pepper	grupo	alternativoj	prononco
level	probabla	ဖြစ်နိုင်သည်၊ ဖြစ်နိုင်သည်။	probable, likely	grupo	alternativoj	prononco
level	segi	မြင်ရန်	to saw	grupo	alternativoj	prononco
level	melankolio	melancholy, melancholia, မှောင်မိုက်	melancholy, melancholia, gloom	grupo	alternativoj	prononco
level	panamo	ပနားမား	Panama	grupo	alternativoj	prononco
level	mekaniko	စက်ပြင် (=meĥaniko)	mechanics (=meĥaniko)	grupo	alternativoj	prononco
level	ŝvebi	ပျံဝဲရန်၊	to hover, to float	grupo	alternativoj	prononco
level	latvo	လတ်ဗီးယားတစ်ဦး	a Latvian	grupo	alternativoj	prononco
level	kateno	အုတ်တံတိုင်း၊ ဆောက်တည်ရာ၊	a shacle, a restraint, a catenary	grupo	alternativoj	prononco
level	bori	တူးရန်၊ တူးရန်	to bore, to drill	grupo	alternativoj	prononco
level	apartamento	တိုက်ခန်းတစ်ခန်း၊	an apartment, a flat	grupo	alternativoj	prononco
level	hajlo	မိုးသီး၊ မိုးသီး	hail, a hail	grupo	alternativoj	prononco
level	silko	ပိုးထည်	silk	grupo	alternativoj	prononco
level	putri	ချေဖျက်ရန်၊ ညစ်ပတ်ရန်၊ ဆွေးမြေ့ရန်၊	to utrefy, to putrify, to decay, to fester	grupo	alternativoj	prononco
level	melki	နို့	to milk	grupo	alternativoj	prononco
level	signalo	အချက်ပြ၊ လက္ခဏာ	a signal, a sign	grupo	alternativoj	prononco
level	lifto	ဓာတ်လှေကား၊ ဓာတ်လှေကား	a lift, an elevator	grupo	alternativoj	prononco
level	intensa	ပြင်းထန်သော၊ ပြင်းထန်သော	intense, intensive	grupo	alternativoj	prononco
level	ekvilibro	မျှခြေ၊ ဟန်ချက်	an equilibrium, balance	grupo	alternativoj	prononco
level	tradicio	အစဉ်အလာတစ်ခု	a tradition	grupo	alternativoj	prononco
level	enigmo	စကားထာ၊ ပဟေဠိတစ်ခု၊ ပဟေဠိတစ်ခု	an enigma, a puzzle, a riddle	grupo	alternativoj	prononco
level	friti	ကြော်ရန်၊ ကြော်ရန်	to fry, to sauté	grupo	alternativoj	prononco
level	kripla	မသန်မစွမ်း၊ ဆွံ့အ၊ မသန်စွမ်း၊	handicapped, crippled, infirm, mutilated	grupo	alternativoj	prononco
level	kanzono	chanson၊ canzone၊ သရုပ်ဖော်သီချင်း	a chanson, a canzone, a ballad song	grupo	alternativoj	prononco
level	veneno	အဆိပ်၊ အဆိပ်	a venom, a poison	grupo	alternativoj	prononco
level	kontrakti	စာချုပ်တစ်ခုလုပ်ဖို့	to make a contract	grupo	alternativoj	prononco
level	konfitaĵo	ထိန်းသိမ်းထားသောယို	a conserved jam	grupo	alternativoj	prononco
level	orfo	မိဘမဲ့တစ်ဦး	an orphan	grupo	alternativoj	prononco
level	avenuo	တက်လမ်းတစ်ခု	an avenue	grupo	alternativoj	prononco
level	betulo	ဘုစပတ်ပင်	a birch tree	grupo	alternativoj	prononco
level	konko	ပင်လယ်ခွံ၊ ခရုသင်း၊	a sea shell, a conch	grupo	alternativoj	prononco
level	grajno	စပါးတစ်စေ့၊	a grain, a granule	grupo	alternativoj	prononco
level	principo	နိယာမတစ်ခု	a principle	grupo	alternativoj	prononco
level	humida	စိုစွတ်ခြင်း၊ စိုစွတ်ခြင်း၊ စိုစွတ်ခြင်း။	humid, moist, damp	grupo	alternativoj	prononco
level	hufo	ခွာ	a hoof	grupo	alternativoj	prononco
level	Urugvajo	ဥရုဂွေး	Uruguay	grupo	alternativoj	prononco
level	kemio	ဓာတုဗေဒ (=ĥemio)	chemistry (=ĥemio)	grupo	alternativoj	prononco
level	pumpi	စုပ်ရန်	to pump	grupo	alternativoj	prononco
level	krado	ကန့်လန့်ကာများ၊ ဆန်ခါများ၊ အကင်များ၊ ဆန်ခါများ၊ ကင်၊ ရာဇမတ်ကွက်များ	crossbars, grating, grill, grate, grille, lattice	grupo	alternativoj	prononco
level	budo	တဲတစ်လုံး၊ kiosk တစ်ခု၊	a booth, a kiosk, a stand	grupo	alternativoj	prononco
level	Bolivio	ဘိုလီးဗီးယား	Bolivia	grupo	alternativoj	prononco
level	ŝtalo	သံမဏိ	steel	grupo	alternativoj	prononco
level	masaĝo	နှိပ်နယ်ပါ။	massage	grupo	alternativoj	prononco
level	krutaĵo	မတ်စောက်သော ချောက်ကမ်းပါး၊	a steep, a cliff, a bluff	grupo	alternativoj	prononco
level	munti	to Mount (ရတနာ) တပ်ဆင်ရန်၊ တပ်ဆင်ရန်	to mount (jewelry), to set, to assemble	grupo	alternativoj	prononco
level	sprita	လိမ္မာပါးနပ်သော၊	clever, sprightly, witty, bright, sprightful	grupo	alternativoj	prononco
level	kuirpoto	ဟင်းချက်အိုး၊ စွပ်ပြုတ်အိုး	a cooking pot, a stew pot	grupo	alternativoj	prononco
level	tribunalo	ခုံရုံး၊ တရားရုံး	a tribunal, a court	grupo	alternativoj	prononco
level	epilogo	epilogue တစ်ခု	an epilogue	grupo	alternativoj	prononco
level	motoro	မော်တာ၊ အင်ဂျင်	a motor, an engine	grupo	alternativoj	prononco
level	lavopelvo (lavovazo)	washpot (ရေဆေးဇလုံ)	a washpot (a wash basin)	grupo	alternativoj	prononco
level	farbo	ဆိုးဆေး၊ ဆေးသုတ်ခြင်း။	dye, paint	grupo	alternativoj	prononco
level	transitiva	အကူးအပြောင်း	transitive	grupo	alternativoj	prononco
level	leopardo	ကျားသစ်	a leopard	grupo	alternativoj	prononco
level	vualo	ကုလားကာ	a veil	grupo	alternativoj	prononco
level	vergo	တုတ်၊ တံကျင်၊ ကြံ၊ ခလုတ်တစ်ခု	a rod, a wand, a cane, a switch	grupo	alternativoj	prononco
level	luktado	နပန်းသမား	a wrestling	grupo	alternativoj	prononco
level	ŝelo	အခွံ၊ အခေါက်၊ စပါးခွံ၊ အခွံ	a shell, bark, husk, peel	grupo	alternativoj	prononco
level	maĉgumo	ပီကေ	a chewing gum	grupo	alternativoj	prononco
level	senso	ခံစားချက်တစ်ခု	a sense, feeling	grupo	alternativoj	prononco
