B.ur content.tsv
Level	Esperanto	ur	en-us	Grupo	Alternativoj	Pronoco
level	la LKK laboras jam dum eble ok horoj	LKK شاید آٹھ گھنٹے سے کام کر رہا ہے۔	the LKK has been working for maybe eight hours	grupo	alternativoj	prononco
level	sen multe da paŭzoj	زیادہ توقف کے بغیر	without much pause	grupo	alternativoj	prononco
level	sed memoru ke la LKK laboras sen paŭzoj	لیکن یاد رکھیں کہ LKK بغیر وقفے کے کام کرتا ہے۔	but remember that the LKK works without breaks	grupo	alternativoj	prononco
level	babilema dum la semajno	ہفتے کے دوران گپ شپ	chatty during the week	grupo	alternativoj	prononco
level	mi certas ke ~	مجھے یقین ہے کہ ~	I'm sure that ~	grupo	alternativoj	prononco
level	mi certas ke ili estos pli afablaj	مجھے یقین ہے کہ وہ زیادہ مہربان ہوں گے۔	I'm sure they'll be kinder	grupo	alternativoj	prononco
level	ili estos pli afablaj kaj babilemaj	وہ مہربان اور زیادہ بات کرنے والے ہوں گے۔	they will be kinder and more talkative	grupo	alternativoj	prononco
level	ni trovu ĝin	چلو اسے ڈھونڈتے ہیں۔	let's find it	grupo	alternativoj	prononco
level	bone, nun ni trovu la amasloĝejon	ٹھیک ہے، اب ہم بڑے پیمانے پر رہنے کی جگہ تلاش کرتے ہیں۔	well, now let's find the mass-lodging place	grupo	alternativoj	prononco
level	kaj poste mi ŝatus ion manĝi	اور پھر میں کچھ کھانا چاہوں گا۔	and then I would like something to eat	grupo	alternativoj	prononco
level	ĉu vi vidis la knabinon ĉe la TEJO-budo?	کیا آپ نے لڑکی کو TEJO بوتھ پر دیکھا؟	did you see the girl at the TEJO booth?	grupo	alternativoj	prononco
level	jes, kio pri ŝi?	ہاں، اس کے بارے میں کیا ہے؟	yes, what about her?	grupo	alternativoj	prononco
level	ĉu vi konas ŝin?	کیا تم اسے جانتے ہو؟	do you know her?	grupo	alternativoj	prononco
level	bedaŭrinde ne	بد قسمتی سے نہیں	unfortunately no	grupo	alternativoj	prononco
level	sed ŝi estas ege bela, ĉu ne?	لیکن وہ بہت خوبصورت ہے، ہے نا؟	but she's very pretty, isn't she?	grupo	alternativoj	prononco
level	mi konsentas	میں راضی ہوں	I agree	grupo	alternativoj	prononco
level	tamen ne bone komprenas	تاہم اچھی طرح سے نہیں سمجھتے	however does not understand well	grupo	alternativoj	prononco
level	mi konsentas tamen ne komprenas	میں مانتا ہوں لیکن سمجھ نہیں آتا	I agree but I don't understand	grupo	alternativoj	prononco
level	ĉu al vi plaĉas inoj?	کیا آپ کو خواتین پسند ہیں؟	do you like females?	grupo	alternativoj	prononco
level	jes, mi volis diri al vi antaŭe	ہاں، میں آپ کو پہلے بتانا چاہتا ہوں۔	yes, I want tell you before	grupo	alternativoj	prononco
level	sed ial ne faris	لیکن کسی وجہ سے ایسا نہیں ہوا۔	but for some reason did not	grupo	alternativoj	prononco
level	virinoj plaĉas al mi pli ol viroj	virinoj plaĉas al mi pli ol viroj	virinoj plaĉas al mi pli ol viroj	grupo	alternativoj	prononco
level	aspekte ktp	پہلو وغیرہ	aspect etc	grupo	alternativoj	prononco
level	ĉu, ĉu vi estas ?	کیا آپ ہیں، کیا آپ ہیں؟	are you, are you?	grupo	alternativoj	prononco
level	jes, mi estas samseksemulo	ہاں، میں ایک ہم جنس پرست ہوں۔	yes, I am a homosexual	grupo	alternativoj	prononco
level	oni ankaŭ povas diri lesbo	کوئی ہم جنس پرست بھی کہہ سکتا ہے۔	one can also say lesbian	grupo	alternativoj	prononco
level	bone, mi tute ne sciis	ٹھیک ہے، میں بالکل نہیں جانتا تھا	well, I didn't know at all	grupo	alternativoj	prononco
level	sed mi ĝojas ke vi diris	لیکن مجھے خوشی ہے کہ آپ نے کہا	but I'm glad you said	grupo	alternativoj	prononco
level	fakte mi ankaŭ ĝojas ke vi estas samseksemulo	درحقیقت مجھے خوشی ہے کہ آپ ہم جنس پرست ہیں۔	in fact I am glad that you are a homosexual	grupo	alternativoj	prononco
level	vi estas la plej afabla kaj agrabla lesbo	آپ سب سے مہربان اور بہترین ہم جنس پرست ہیں۔	you are the kindest and nicest lesbian	grupo	alternativoj	prononco
level	la plej agrabla lesbo kiun mi konas	سب سے اچھا سملینگک جسے میں جانتا ہوں۔	the nicest lesbian I know	grupo	alternativoj	prononco
level	dankon! ĉu vi konas aliajn?	شکریہ! کیا آپ دوسروں کو جانتے ہیں؟	thank you! do you know others?	grupo	alternativoj	prononco
level	sed kiel vi scias tion?	لیکن آپ یہ کیسے جانتے ہیں؟	but how do you know that?	grupo	alternativoj	prononco
level	tiu knabino preferas virojn!	وہ لڑکی مردوں کو ترجیح دیتی ہے!	that girl prefers men!	grupo	alternativoj	prononco
level	ĉiukaze mi kredas ke tiu knabino preferas virojn!	کسی بھی صورت میں مجھے یقین ہے کہ لڑکی مردوں کو ترجیح دیتی ہے!	in any case I believe that girl prefer men!	grupo	alternativoj	prononco
level	tiu knabino pri kiu vi parolis	وہ لڑکی جس کے بارے میں آپ بات کر رہے تھے۔	that girl whom you were talking about	grupo	alternativoj	prononco
level	ni vidos	ہم دیکھیں گے	we'll see	grupo	alternativoj	prononco
level	en la amasloĝejo	بڑے پیمانے پر قیام کی جگہ (حادثے کی جگہ)	in the mass lodging place (a crash space)	grupo	alternativoj	prononco
level	bonan matenon!	صبح بخیر!	good morning!	grupo	alternativoj	prononco
level	ĉu vi bone dormis?	کیا تم ٹھیک سوئے؟	did you sleep well?	grupo	alternativoj	prononco
level	apenaŭ vidas	مشکل سے دیکھتے ہیں	hardly see	grupo	alternativoj	prononco
level	male, mi apenaŭ dormis	اس کے برعکس، میں مشکل سے سو سکتا تھا۔	on the contrary, I could hardly sleep	grupo	alternativoj	prononco
level	sed kial?	لیکن کیوں؟	but why?	grupo	alternativoj	prononco
level	eble vi estis nervoza pri via unua IJK-tago?	شاید آپ اپنے پہلے IJK دن کے بارے میں گھبرا گئے تھے؟	maybe you were nervous about your first IJK day?	grupo	alternativoj	prononco
level	ne vere	واقعی نہیں	not really	grupo	alternativoj	prononco
level	la tutan nokton, dum la tuta nokto	ساری رات، ساری رات	all night, all night long	grupo	alternativoj	prononco
level	tre laŭte ronkis	بہت زور سے خرراٹی	snored very loudly	grupo	alternativoj	prononco
level	simple iu tre laŭte ronkis la tutan nokton	بس کسی نے ساری رات بہت زور سے خراٹے مارے۔	just someone snored very loudly all night	grupo	alternativoj	prononco
level	ne ĝenu min	مجھے پریشان مت کرو	don't bother me	grupo	alternativoj	prononco
level	kaj tio ege ĝenis min	اور اس نے مجھے بہت پریشان کیا	and that bothered me greatly	grupo	alternativoj	prononco
level	ĉu vi ne aŭdis tion?	تم نے یہ نہیں سنا؟	didn't you hear that	grupo	alternativoj	prononco
level	tute ne, mi profunde dormis	ہرگز نہیں، میں گہری نیند سو گیا۔	not at all, I slept deeply	grupo	alternativoj	prononco
level	ĉu mi forgesis diri al vi ke ~?	کیا میں آپ کو بتانا بھول گیا تھا ~؟	did I forget to tell you that ~?	grupo	alternativoj	prononco
level	orelo, ŝtopi, orelŝtopiloj	کان، پلگ کرنے کے لیے، کان کے پلگ	ear, to plug, ear plugs	grupo	alternativoj	prononco
level	indas uzi orelŝtopilojn	یہ earplugs استعمال کرنے کے قابل ہے	it is worth using earplugs	grupo	alternativoj	prononco
level	indas uzi ~	~ استعمال کرنے کے قابل ہے۔	is worth using ~	grupo	alternativoj	prononco
level	diris al vi ke indas uzi orelŝtopilojn	آپ کو بتایا کہ یہ ایئر پلگ استعمال کرنے کے قابل ہے۔	told you it's worth using earplugs	grupo	alternativoj	prononco
level	kiam vi dormas en amasloĝejo	جب آپ اجتماعی رہائش (حادثے کی جگہ) پر سوتے ہیں	when you sleep at a mass lodging (crash place)	grupo	alternativoj	prononco
level	evidente jes	ظاہر ہے ہاں	obviously yes	grupo	alternativoj	prononco
level	ho, kompatinda Kaĉjo!	اوہ، غریب کیٹی!	oh, poor Katty!	grupo	alternativoj	prononco
level	pri kiu vi parolas?	تم کس کی بات کر رہے ہو	who are you talking about?	grupo	alternativoj	prononco
level	pri vi	اپ کے بارے میں	about you	grupo	alternativoj	prononco
level	karesi, karesa nomo, karesnomo	پیار کرنا، پیار کرنے والا نام، لقب	to caress, caressing name, nickname	grupo	alternativoj	prononco
level	per -ĉjo aŭ -njo eblas krei karesnomojn en Esperanto	-ĉjo یا -njo کے ساتھ، ایسپرانٹو میں عرفی نام بنانا ممکن ہے۔	with -ĉjo or -njo, it is possible to create nicknames in Esperanto	grupo	alternativoj	prononco
level	ha, jes, mi iam legis pri tio	آہ، ہاں، میں نے ایک بار اس کے بارے میں پڑھا تھا۔	ah, yes, I once read about it	grupo	alternativoj	prononco
level	kaj vi do estus Injo?	اور پھر آپ انجو ہوں گے؟	and then you would be Injo?	grupo	alternativoj	prononco
level	se vi volas iri tien	اگر آپ وہاں جانا چاہتے ہیں	if you want go there	grupo	alternativoj	prononco
level	kioma horo estas nun?	ابھی کیا ٹائم ہو رہا ہے؟	what time is it now?	grupo	alternativoj	prononco
level	jam estas kvin minutoj antaŭ la deka	ابھی دس بج کر پانچ منٹ ہو چکے ہیں۔	it's already five minutes to ten	grupo	alternativoj	prononco
level	kvin minutoj antaŭ la deka, aŭ naŭa kvindek kvin	دس سے پانچ منٹ پہلے، یا نو پچپن	five minutes before ten, or nine fifty-five	grupo	alternativoj	prononco
level	trafis aŭ maltrafis?	مارا یا چھوٹ گیا؟	hit or missed?	grupo	alternativoj	prononco
level	vi maltrafis la matenmanĝon	آپ نے ناشتہ چھوڑ دیا	you missed breakfast	grupo	alternativoj	prononco
level	o, fek!	اوہ، شٹ!	oh, shit!	grupo	alternativoj	prononco
level	ĉu vi estas sata?	کیا آپ مطمئن ہیں؟	are you satisfied ?	grupo	alternativoj	prononco
level	kaj mi kiu estas ege malsata	اور میں جو بہت بھوکا ہوں۔	and I who am extremely hungry	grupo	alternativoj	prononco
level	se vi hastos	اگر تم جلدی کرو	if you hurry	grupo	alternativoj	prononco
level	povas almenaŭ trafi la malfermon	کم از کم افتتاحی مار سکتا ہے	can at least hit the opening	grupo	alternativoj	prononco
level	la malfermo de la kongreso	کانگریس کا افتتاح	the opening of the congress	grupo	alternativoj	prononco
level	vi povas almenaŭ trafi la malfermon de la kongreso	آپ کم از کم کنونشن کے افتتاح کو مار سکتے ہیں۔	you can at least hit the opening of the convention	grupo	alternativoj	prononco
level	kiam ĝi estos?	یہ کب ہو گا	when will it be?	grupo	alternativoj	prononco
level	je kvarono post la deka	ساڑھے دس بجے	at a quarter past ten	grupo	alternativoj	prononco
level	ĝi daŭros horon	یہ ایک گھنٹہ رہے گا	it will last an hour	grupo	alternativoj	prononco
level	kaj je la dek dua eblos manĝi	اور بارہ بجے کھانا ممکن ہو گا۔	and at twelve it will be possible to eat	grupo	alternativoj	prononco
level	bele mi antaŭĝojas	خوبصورتی سے میں اس کا منتظر ہوں۔	beautifully I'm looking forward to it	grupo	alternativoj	prononco
level	diru, kio okazas dum la malfermo?	مجھے بتاؤ، افتتاح کے دوران کیا ہوتا ہے؟	tell me, what happens during the opening?	grupo	alternativoj	prononco
level	ĉu ĝi estas vizitinda entute?	کیا یہ دیکھنے کے قابل ہے؟	is it worth visiting at all?	grupo	alternativoj	prononco
level	laŭ mi jes	میری رائے میں ہاں	in my opinion yes	grupo	alternativoj	prononco
level	kutime ĝi ne estas tre vigla	عام طور پر یہ بہت متحرک نہیں ہے	usually it is not very lively	grupo	alternativoj	prononco
level	sed por vi, kiel "novulo"	لیکن آپ کے لیے بطور 'دوکھیباز'	but for you as a 'rookie'	grupo	alternativoj	prononco
level	povus esti interese ĉeesti ĝin	اس میں شرکت کرنا دلچسپ ہو سکتا ہے۔	it might be interesting to attend it	grupo	alternativoj	prononco
level	mi supozas ke ~	میرا اندازہ ہے کہ ~	I guess that ~	grupo	alternativoj	prononco
level	la prezidanto de TEJO diros kelkajn vortojn	TEJO کے صدر چند الفاظ کہیں گے۔	the president of TEJO will say a few words	grupo	alternativoj	prononco
level	la temon de la kongreso	کانگریس کا موضوع	the theme of the congress	grupo	alternativoj	prononco
level	ŝajnas, verŝajne	ایسا لگتا ہے، شاید	it seems, probably	grupo	alternativoj	prononco
level	iu de LKK verŝajne prezentos la temon de la kongreso	LKK سے کوئی شاید کانگریس کا موضوع پیش کرے گا۔	someone from LKK will probably present the topic of the congress	grupo	alternativoj	prononco
level	ĉiu IJK havas sian temon	ہر IJK کا اپنا تھیم ہے۔	each IJK has its theme	grupo	alternativoj	prononco
level	mi esperas ke estos iom da muziko ankaŭ	مجھے امید ہے کہ کچھ موسیقی بھی ہوگی۔	I hope there will be some music as well	grupo	alternativoj	prononco
level	bone, kie ĝi okazos?	ٹھیک ہے، یہ کہاں ہو گا؟	well, where will it take place?	grupo	alternativoj	prononco
level	en la granda prelegejo	عظیم لیکچر ہال میں	in the great lecture hall	grupo	alternativoj	prononco
level	kiel trovi tiun?	اسے کیسے تلاش کیا جائے؟	how to find that?	grupo	alternativoj	prononco
level	kiam vi eliras tiun ĉi ejon	جب آپ اس جگہ کو چھوڑیں گے۔	when you leave this place	grupo	alternativoj	prononco
level	iru dekstren ĝis la fino de la konstruaĵo	عمارت کے آخر تک دائیں طرف جائیں۔	go right to the end of the building	grupo	alternativoj	prononco
level	dum eble 100 metroj	شاید 100 میٹر کے لیے	for maybe 100 meters	grupo	alternativoj	prononco
level	dekstren denove, rekten dum eble 100 metroj	ایک بار پھر، براہ راست شاید 100 میٹر تک	right again, straight for maybe 100 meters	grupo	alternativoj	prononco
level	kaj estas flava domo	اور ایک پیلے رنگ کا گھر ہے۔	and there is a yellow house	grupo	alternativoj	prononco
level	je la maldekstra flanko de la vojo	سڑک کے بائیں جانب	on the left side of the road	grupo	alternativoj	prononco
level	ŝildoj pri ĉiuj ejoj de IJK	تمام IJK سائٹس کے بارے میں نشانیاں	signs about all IJK sites	grupo	alternativoj	prononco
level	en ĝi, vi trovos ŝildojn pri ĉiuj ejoj de IJK	اس میں، آپ کو تمام IJK سائٹس کے بارے میں نشانیاں ملیں گی۔	in it, you will find signs about all IJK sites	grupo	alternativoj	prononco
level	mi sendos mesaĝon per poŝtelefono	میں موبائل فون پر پیغام بھیجوں گا۔	I will send a message by mobile phone	grupo	alternativoj	prononco
level	se mi ne trovos	اگر مجھے نہیں ملتا	if I don't find it	grupo	alternativoj	prononco
level	ha, bona ideo, ĝis tie!	اوہ، اچھا خیال، وہاں ملتے ہیں!	oh, good idea, see you up there!	grupo	alternativoj	prononco
level	en la prelegejo	لیکچر ہال میں	in the lecture hall	grupo	alternativoj	prononco
level	gardanĝeloj? ĉu vi ŝercas?	سرپرست فرشتے؟ آپ مذاق کر رہے ہیں؟	guardian angels? are you kidding?	grupo	alternativoj	prononco
level	prezidanto de TEJO	TEJO کے صدر	president of TEJO	grupo	alternativoj	prononco
level	fine mi deziras al vi ĉiuj amuzan semajnon	آخر میں میں آپ سب کو ایک تفریحی ہفتہ کی خواہش کرتا ہوں۔	finally I wish you all a fun week	grupo	alternativoj	prononco
level	laŭ la lastaj informoj	تازہ ترین معلومات کے مطابق	according to the latest information	grupo	alternativoj	prononco
level	ni estas 423 ĉi tie de 38 landoj	ہم یہاں 38 ممالک سے 423 ہیں۔	we are 423 here from 38 countries	grupo	alternativoj	prononco
level	mi deziras fruktodonan kaj amuzegan IJK-semajnon	میں آپ کو ایک نتیجہ خیز اور زبردست تفریحی IJK ہفتہ کی خواہش کرتا ہوں۔	I wish you a fruitful and great fun IJK week	grupo	alternativoj	prononco
level	koran bonvenon nome de la TEJO-estraro	TEJO بورڈ کی جانب سے پرتپاک استقبال	a warm welcome, on behalf of the TEJO board	grupo	alternativoj	prononco
level	post granda aplaŭdo	تالیوں کے ایک بڑے دور کے بعد	after a big round of applause	grupo	alternativoj	prononco
level	ĉu vi sukcesis resti veka?	کیا آپ نے جاگتے رہنے کا انتظام کیا؟	did you manage to stay awake?	grupo	alternativoj	prononco
level	jes, ĉefe pro mia malsato	ہاں، بنیادی طور پر میری بھوک کی وجہ سے	yes, mainly because of my hunger	grupo	alternativoj	prononco
level	ne, mi ŝercas, estis interese aŭdi	نہیں، میں مذاق کر رہا ہوں۔ یہ سننا دلچسپ تھا	no, I'm kidding. it was interesting to hear	grupo	alternativoj	prononco
level	estis interese aŭdi iom pri la agado	سرگرمی کے بارے میں تھوڑا سا سننا دلچسپ تھا۔	was interesting to hear a little about the activity	grupo	alternativoj	prononco
level	aŭdi pri la agado kaj strukturo de la movado	تحریک کی سرگرمی اور ساخت کے بارے میں سننے کے لیے	to hear about the activity and structure of the movement	grupo	alternativoj	prononco
level	TEJO-kunsido interesos vin	ایک TEJO سیشن آپ کو دلچسپی دے گا۔	a TEJO session will interest you	grupo	alternativoj	prononco
level	eble iu el la TEJO-kunsidoj povas interesi vin	ہوسکتا ہے کہ TEJO کے کچھ سیشن آپ کے لیے دلچسپ ہوں۔	maybe some of the TEJO sessions may be interesting to you	grupo	alternativoj	prononco
level	jes eble	ہاں شاید	yes maybe	grupo	alternativoj	prononco
level	mi provos	میں کوشش کروں گا	I will try	grupo	alternativoj	prononco
level	provos ĉeesti	شرکت کرنے کی کوشش کریں گے۔	will try to attend	grupo	alternativoj	prononco
level	mi provos ĉeesti	میں شرکت کرنے کی کوشش کروں گا۔	I will try to attend	grupo	alternativoj	prononco
level	ĉeesti unu	ایک میں شرکت کرنے کے لئے	to attend one	grupo	alternativoj	prononco
level	ĉeesti por vidi	دیکھنے کے لئے شرکت کریں	attend to see	grupo	alternativoj	prononco
level	iun tagon	ایک دن (کسی دن)	one day (someday)	grupo	alternativoj	prononco
level	mi provos iun tagon	میں ایک دن کوشش کروں گا۔	I will try one day	grupo	alternativoj	prononco
level	iun tagon ĉeesti	شرکت کرنے کے لئے ایک دن	one day to attend	grupo	alternativoj	prononco
level	ĉeesti iun tagon por vidi	کسی دن دیکھنے کے لیے حاضر ہوں	attend someday to see	grupo	alternativoj	prononco
level	mi provos iun tagon ĉeesti unu por vidi	میں ایک دن دیکھنے کے لئے حاضر ہونے کی کوشش کروں گا۔	I will try one day to attend one to see	grupo	alternativoj	prononco
level	kio estas tio?	وہ کیا ہے؟	what is that?	grupo	alternativoj	prononco
level	kio estas tio pri ~	اس کے بارے میں کیا ہے ~	what is that about ~	grupo	alternativoj	prononco
level	gard-anĝelo	ایک محافظ فرشتہ	a guard angel	grupo	alternativoj	prononco
level	tio pri "gardanĝelo"	وہ &quot;گارڈ فرشتہ&quot; کے بارے میں	that about "guard angel"	grupo	alternativoj	prononco
level	sed kio estas	لیکن کیا ہے	but what is	grupo	alternativoj	prononco
level	sed kio estas tio pri "gardanĝelo"?	لیکن یہ ایک &quot;سرپرست فرشتہ&quot; کے بارے میں کیا ہے؟	but what is that about a "guardian angel"?	grupo	alternativoj	prononco
level	ĉu ŝerco?	ایک مذاق؟	a joke?	grupo	alternativoj	prononco
level	ĉu malbona ŝerco?	ایک برا مذاق؟	a bad joke?	grupo	alternativoj	prononco
level	malbona ŝerco	برا مذاق	bad joke	grupo	alternativoj	prononco
level	iu ŝerco	کچھ مذاق	some joke	grupo	alternativoj	prononco
level	iu malbona ŝerco	کچھ برا مذاق	some bad joke	grupo	alternativoj	prononco
level	ĉu iu malbona ŝerco?	(کیا یہ) کوئی برا مذاق ہے؟	(is that) some bad joke?	grupo	alternativoj	prononco
level	mi ŝercas	میں مذاق کر رہا ہوں	I'm joking	grupo	alternativoj	prononco
level	ne, mi ŝercas	نہیں، میں مذاق کر رہا ہوں۔	no, I'm kidding	grupo	alternativoj	prononco
level	estis interese aŭdi	یہ سننا دلچسپ تھا	it was interesting to hear	grupo	alternativoj	prononco
level	kiel kontakti ~	کیسے رابطہ کریں ~	how to contact ~	grupo	alternativoj	prononco
level	kaj kiel kontakti tiujn anĝelojn?	اور ان فرشتوں سے کیسے رابطہ کیا جائے؟	and how to contact those angels?	grupo	alternativoj	prononco
level	per iu IJK-preĝo eble	IJK کی کچھ دعا کے ساتھ	with some IJK prayer maybe	grupo	alternativoj	prononco
level	provu! se ne funkcias vi povas iri al ~	کوشش کرو! اگر یہ کام نہیں کرتا ہے تو آپ ~ پر جا سکتے ہیں۔	try it! if it doesn't work you can go to ~	grupo	alternativoj	prononco
level	vi povas iri al la ĉambro "La ĉielo" post la tagmanĝo	آپ دوپہر کے کھانے کے بعد &quot;اسکائی&quot; کے کمرے میں جا سکتے ہیں۔	you can go to the room "The sky" after lunch	grupo	alternativoj	prononco
level	bonege, unue manĝo, poste ĉielen	عظیم، پہلے کھانا، پھر جنت	great, first food, then heaven	grupo	alternativoj	prononco
level	unue manĝo, poste ĉielen al la anĝelinoj	پہلے کھانا، پھر آسمان پر فرشتوں کو	first food, then in the sky to the angels	grupo	alternativoj	prononco
level	maltro da manĝo	#REF!	#REF!	grupo	alternativoj	prononco
level	post iom maltro da manĝo	تھوڑا کم کھانے کے بعد	after a little less food	grupo	alternativoj	prononco
level	Kabe iras al la ĉambro "La ĉielo"	کابی کمرے میں جاتا ہے &quot;آسمان&quot;	Kabe goes to the room "the sky"	grupo	alternativoj	prononco
level	saluton. ĉu estas via unua IJK?	ہیلو، کیا یہ آپ کا پہلا IJK ہے؟	hello, is it your first IJK?	grupo	alternativoj	prononco
level	bone. mi tre ĝojas. mi estas Jesi	ٹھیک ہے. میں بہت خوش ہوں. میں جیسی ہوں۔	ok. I am very glad. I'm Jesi	grupo	alternativoj	prononco
level	kaj tiu ĉi estas jam mia sesa IJK	اور یہ پہلے سے ہی میرا چھٹا IJK ہے۔	and this is already my sixth IJK	grupo	alternativoj	prononco
level	jen estas papero kun kelkaj demandoj	یہاں کچھ سوالات کے ساتھ ایک کاغذ ہے	here is a paper with some questions	grupo	alternativoj	prononco
level	papero kun demandoj kaj taskoj	سوالات اور کاموں کے ساتھ کاغذ	paper with questions and tasks	grupo	alternativoj	prononco
level	kelkaj demandoj kaj taskoj rilate al la kongreso	کانگریس سے متعلق کچھ سوالات اور کام	some questions and tasks related to the congress	grupo	alternativoj	prononco
level	vi provu solvi ilin	آپ ان کو حل کرنے کی کوشش کریں۔	you try to solve them	grupo	alternativoj	prononco
level	mi proponas ke vi provu solvi ilin	میرا مشورہ ہے کہ آپ ان کو حل کرنے کی کوشش کریں۔	I suggest you try to solve them	grupo	alternativoj	prononco
level	kun Ana de Pollando, Boris de Germanio kaj Nacuko de Japanio	پولینڈ سے انا، جرمنی سے بورس اور جاپان سے ناٹسوکو کے ساتھ	with Ana from Poland, Boris from Germany and Natsuko from Japan	grupo	alternativoj	prononco
level	nur voku min se vi bezonos helpon	اگر آپ کو مدد کی ضرورت ہو تو بس مجھے کال کریں۔	just call me if you need help	grupo	alternativoj	prononco
level	poste en la libroservo	بعد میں کتاب کی خدمت میں	later in the book service	grupo	alternativoj	prononco
level	kiel do estis en la ĉielo?	تو جنت میں کیسا تھا؟	so how was it in heaven?	grupo	alternativoj	prononco
level	mi fakte renkontis veran anĝelinon!	میں اصل میں ایک حقیقی فرشتہ سے ملا!	I actually met a real angel!	grupo	alternativoj	prononco
level	ĉielece, mi pensas ke mi fakte renkontis veran anĝelinon!	آسمانی، مجھے لگتا ہے کہ میں واقعی میں ایک حقیقی فرشتہ سے ملا ہوں!	heavenly, I think I actually met a real angel!	grupo	alternativoj	prononco
level	mirinde bela kaj afabla ŝi estis	وہ حیرت انگیز طور پر خوبصورت اور مہربان تھی۔	she was amazingly beautiful and kind	grupo	alternativoj	prononco
level	ho, Dio mia! kaj kio estas ŝia nomo?	یا الله! اور اس کا نام کیا ہے؟	oh my god! and what is her name?	grupo	alternativoj	prononco
level	aj, mi jam forgesis!	اوہ، میں پہلے ہی بھول گیا ہوں!	oh, I already forgot!	grupo	alternativoj	prononco
level	pli kaj pli ebriiĝas	زیادہ سے زیادہ نشے میں ہو جاتا ہے	more and more gets drunk	grupo	alternativoj	prononco
level	en la trinkejo, Kabe pli kaj pli ebriiĝas	بار میں، کبے زیادہ سے زیادہ شرابی ہو جاتا ہے۔	in the bar, Kabe gets more and more drunk	grupo	alternativoj	prononco
level	ĉu ankaŭ la trinkejestro?	کیا بارٹینڈر بھی ہے؟	is the bartender too?	grupo	alternativoj	prononco
level	unu bieron mi petas	ایک بیر دینا	one beer please	grupo	alternativoj	prononco
level	ĝi kostas 1 eŭron	اس کی قیمت 1 یورو ہے۔	it costs 1 euro	grupo	alternativoj	prononco
level	ĉu vi ŝatus ankaŭ ion alian?	کیا آپ بھی کچھ اور چاہیں گے؟	would you like something else too?	grupo	alternativoj	prononco
level	ne dankon, biero sufiĉas por mi	نہیں شکریہ، بیئر میرے لیے کافی ہے۔	no thanks, beer is enough for me	grupo	alternativoj	prononco
level	ĉu vere? kio pri vodko, labambo kaj inoj?	واقعی؟ ووڈکا، لامبا اور خواتین کے بارے میں کیا خیال ہے؟	really? what about vodka, labamba and females?	grupo	alternativoj	prononco
level	nu, kial ne	ٹھیک ہے، کیوں نہیں	well, why not	grupo	alternativoj	prononco
level	laŭdire ĝi estas amuza	یہ مذاق کہا جاتا ہے	it is said to be fun	grupo	alternativoj	prononco
level	mi ankoraŭ ne dancis labambon, sed laŭdire ĝi estas amuza	میں نے ابھی تک لامبا ڈانس نہیں کیا ہے، لیکن مجھے بتایا گیا ہے کہ یہ مزہ ہے۔	I haven't danced the labamba yet, but I'm told it's fun	grupo	alternativoj	prononco
level	dum la kantaĵo "La Bamba" homoj dancas	گانے &quot;لا بامبا&quot; کے دوران لوگ رقص کرتے ہیں۔	during the song "La Bamba" people dance	grupo	alternativoj	prononco
level	homoj dancas en granda rondo	لوگ ایک بڑے دائرے میں رقص کرتے ہیں۔	people dance in a big circle	grupo	alternativoj	prononco
level	kaj ene de tiu rondo dancas aliaj homoj	اور اس دائرے میں دوسرے لوگ رقص کرتے ہیں۔	and within that circle other people dance	grupo	alternativoj	prononco
level	funkcias tiel ke ~	کام کرتا ہے تاکہ ~	works so that ~	grupo	alternativoj	prononco
level	funkcias tiel ke homoj dancas en granda rondo	کام کرتا ہے تاکہ لوگ ایک بڑے دائرے میں رقص کریں۔	works so that people dance in a big circle	grupo	alternativoj	prononco
level	dancas en granda rondo kaj ene de tiu rondo	ایک بڑے دائرے میں اور اس دائرے کے اندر رقص کرتا ہے۔	dances in a big circle and within that circle	grupo	alternativoj	prononco
level	homoj dancas kaj dancas aliaj homoj	لوگ رقص کرتے ہیں اور دوسرے لوگ رقص کرتے ہیں۔	people dance and other people dance	grupo	alternativoj	prononco
level	tiuj dancantaj ene de la rondo	وہ جو دائرے میں رقص کرتے ہیں۔	those who dance within the circle	grupo	alternativoj	prononco
level	tiuj dancantoj elektas dancanton de la rondo	جو لوگ ناچتے ہیں وہ دائرے سے ایک رقاصہ کا انتخاب کرتے ہیں۔	those who dance choose a dancer from the circle	grupo	alternativoj	prononco
level	elektas dancanton kaj kisas ŝin aŭ lin	ایک رقاصہ کا انتخاب کرتی ہے اور اسے چومتی ہے۔	chooses a dancer and kisses her or him	grupo	alternativoj	prononco
level	kisas ŝin aŭ lin tri-foje sur la vangoj	اسے یا اس کے گالوں پر تین بار بوسہ دیتا ہے۔	kisses her or him three times on the cheeks	grupo	alternativoj	prononco
level	elektas dancanton kaj kisas sur la vangoj	ایک رقاصہ کا انتخاب کرتی ہے اور گالوں پر بوسہ دیتی ہے۔	chooses a dancer and kisses on the cheeks	grupo	alternativoj	prononco
level	elektas dancanton de la rondo kaj kisas	دائرے سے ایک رقاصہ کا انتخاب کرتا ہے اور بوسہ دیتا ہے۔	chooses a dancer from the circle and kisses	grupo	alternativoj	prononco
level	poste ili ŝanĝas lokon	پھر وہ جگہ بدلتے ہیں۔	then they change places	grupo	alternativoj	prononco
