C.he content.tsv
Level	Esperanto	he	en-us	Grupo	Alternativoj	Pronoco
level	Danio	דנמרק	Denmark	grupo	alternativoj	prononco
level	modifi	לשנות	to modify	grupo	alternativoj	prononco
level	apogmuro	קיר תומך	a supporting wall	grupo	alternativoj	prononco
level	Barcelono	ברצלונה	Barcelona	grupo	alternativoj	prononco
level	kompanio	חברה	a company	grupo	alternativoj	prononco
level	eŭro	יוֹרוֹ	euro	grupo	alternativoj	prononco
level	persisti	להתמיד, לעמוד	to persist, to abide	grupo	alternativoj	prononco
level	pantoflo	נעלי בית	a slipper	grupo	alternativoj	prononco
level	balkanoj	הבלקן	Balkans	grupo	alternativoj	prononco
level	italo	איטלקי	an Italian	grupo	alternativoj	prononco
level	Bulgario	בולגריה	Bulgaria	grupo	alternativoj	prononco
level	korekti	לתקן	to correct	grupo	alternativoj	prononco
level	Brazilio	ברזיליה	Brasilia	grupo	alternativoj	prononco
level	maksimumo	מַקסִימוּם	maximum	grupo	alternativoj	prononco
level	lupeo (grandiga vitro)	זכוכית מגדלת (זכוכית מגדלת)	a magnifying glass (magnifying glass)	grupo	alternativoj	prononco
level	gento	קבוצה אתנית, קרובי משפחה, משפחה, גזע, אנשים	an ethnic group, kin, family, a race, people	grupo	alternativoj	prononco
level	sunvitroj	מישקפי שמש	sunglasses	grupo	alternativoj	prononco
level	Svedio	שבדיה	Sweden	grupo	alternativoj	prononco
level	kartono	קרטון	a cardboard	grupo	alternativoj	prononco
level	damo	גברת	a lady	grupo	alternativoj	prononco
level	struto	בת יענה	an ostrich	grupo	alternativoj	prononco
level	haringo	הרינג	a herring	grupo	alternativoj	prononco
level	materio	חומר, עניין	a meterial, a matter	grupo	alternativoj	prononco
level	girlando	זר, זר	a garland, a wreath	grupo	alternativoj	prononco
level	Irlando	אירלנד	Ireland	grupo	alternativoj	prononco
level	sunbaniĝi	להשתזף, להשתזף	to sunbathe, to suntane	grupo	alternativoj	prononco
level	kulto	כת (של פולחן דתי)	a cult (of religious worship)	grupo	alternativoj	prononco
level	sunombrelo	שמשיה	a parasol	grupo	alternativoj	prononco
level	suna sistemo	מערכת שמש	a solar system	grupo	alternativoj	prononco
level	heĝo	גדר חיה	a hedge	grupo	alternativoj	prononco
level	adori	להעריץ, להעריץ	to adore, to worship	grupo	alternativoj	prononco
level	pluvombrelo	מטריית גשם	a rain umbrella	grupo	alternativoj	prononco
level	fazeolo	שעועית, שעועית חריקו, שעועית רץ	a bean, a haricot bean, a runner bean	grupo	alternativoj	prononco
level	deklamo	דקלום, הכרזה	reciting, declamation	grupo	alternativoj	prononco
level	maleolo	קרסול, מלאולוס	an ankle, a malleolus	grupo	alternativoj	prononco
level	instanco	ערכאה, בית משפט, סמכות שיפוט	an instance, a court, a jurisdiction	grupo	alternativoj	prononco
level	digesti	לעכל	to digest	grupo	alternativoj	prononco
level	irano	איראן	Iran	grupo	alternativoj	prononco
level	pluvmantelo	מעיל גשם	a raincoat	grupo	alternativoj	prononco
level	kompensi	לפצות, לתקן	to compensate, to make amends for	grupo	alternativoj	prononco
level	traktato	אמנה, חבילה, מסכת	a treaty, a packt, a treatise	grupo	alternativoj	prononco
level	akordo	הסכם, הסכם, אקורד	an accord, an agreement, a chord	grupo	alternativoj	prononco
level	pluvego	גשם חזק, גשם שוטף	a heavy rain, downpour	grupo	alternativoj	prononco
level	uniformo	מדים	a uniform	grupo	alternativoj	prononco
level	venĝi	לנקום, לנקום	to revenge, to avenge	grupo	alternativoj	prononco
level	ekpluvo	מקלחת, מתחיל לרדת גשם	a shower, starting to rain	grupo	alternativoj	prononco
level	higieno	גֵהוּת	hygiene	grupo	alternativoj	prononco
level	sekci	לחתוך, לחתוך, לנתח	to cut, to intersect, to dissect	grupo	alternativoj	prononco
level	karno	בשר, בשר	flesh, meat	grupo	alternativoj	prononco
level	pudro	אבקה	a powder	grupo	alternativoj	prononco
level	rilato	יחסים, יחסים	relationship, relation	grupo	alternativoj	prononco
level	fripono	נוכל, נוכל, נוכל, נוכל	a rogue, a rascal, a crook, a swindler	grupo	alternativoj	prononco
level	greko	אדם יווני	a Greek person	grupo	alternativoj	prononco
level	ekvatoro	אֶקְוָטוֹר	Equator	grupo	alternativoj	prononco
level	kruciĝvojo	מעבר לכביש	a cross road	grupo	alternativoj	prononco
level	pekli	לחמוץ, לתירס (במלח)	to pickle, to corn (in salt)	grupo	alternativoj	prononco
level	proverbo	פתגם	a proverb	grupo	alternativoj	prononco
level	neglekti	להזניח	to neglect	grupo	alternativoj	prononco
level	kafkruĉo	קנקן קפה	a coffee pot	grupo	alternativoj	prononco
level	ansero	אווז	a goose	grupo	alternativoj	prononco
level	raŭpo	זחל	a caterpillar	grupo	alternativoj	prononco
level	buĉi	לשחוט, לשחוט	to butcher, to slaughter	grupo	alternativoj	prononco
level	italia	איטליה	italia	grupo	alternativoj	prononco
level	vojponto	גשר כביש	a road bridge	grupo	alternativoj	prononco
level	Japanio	יפן	Japan	grupo	alternativoj	prononco
level	japana	יַפָּנִית	Japanese	grupo	alternativoj	prononco
level	pontlingvo	שפת גשר	a bridge language	grupo	alternativoj	prononco
level	redukti	להפחית	to reduce	grupo	alternativoj	prononco
level	cinamo	קינמון	a cinnamon	grupo	alternativoj	prononco
level	oceano	אוקיינוס	an ocean	grupo	alternativoj	prononco
level	multipliki	להתרבות	to multiply	grupo	alternativoj	prononco
level	doto	נדוניה	a dowry	grupo	alternativoj	prononco
level	paŭzo	הפסקה, הפסקה, הפסקה	a pause, a break, an intermission	grupo	alternativoj	prononco
level	kaskedo	כובע (עם מצחייה)	a cap (with visor)	grupo	alternativoj	prononco
level	konversacii	לשוחח, לדבר, לדיאלוג	to converse, to talk, to dialogue	grupo	alternativoj	prononco
level	kafopaŭzo	הפסקת קפה	a coffee break	grupo	alternativoj	prononco
level	konkreta	בֵּטוֹן	concrete	grupo	alternativoj	prononco
level	eskapi	לברוח, לברוח	to escape, to flee	grupo	alternativoj	prononco
level	logiko	היגיון	a logic	grupo	alternativoj	prononco
level	spiti	להחריף, להתריס, לעמוד נגד	to spite, to defy, to stand against	grupo	alternativoj	prononco
level	antaŭsento	ציפייה, תחושה, הווה	anticipation, having a feeling, presentiment	grupo	alternativoj	prononco
level	antaŭurbo	פרבר	a suburb	grupo	alternativoj	prononco
level	kakto	קקטוס	a cactus	grupo	alternativoj	prononco
level	satiro	סאטירה	a satire	grupo	alternativoj	prononco
level	urbodomo	בית עירייה, בית עירייה	a city hall, a town hall	grupo	alternativoj	prononco
level	dimensio	מימד, גודל	a dimension, size	grupo	alternativoj	prononco
level	obstina	עקשן, עקשן	obstinate, stubborn	grupo	alternativoj	prononco
level	motivo	מניע, מוטיבציה	a motive, a motivation	grupo	alternativoj	prononco
level	urbego	עיר גדולה	a big city	grupo	alternativoj	prononco
level	bleki	לפוצץ, להתפרע, להתבכיין, לשכן, לשאוג	to bleat, to bray, to moo, to neigh, to roar	grupo	alternativoj	prononco
level	civila	אזרחי, אזרחי, לא צבאי	civil, civilian, non-military	grupo	alternativoj	prononco
level	norvego	אדם נורבגי	a Norwegian person	grupo	alternativoj	prononco
level	indigni	להתמרמר, להתרעם	to be indignant, to resent	grupo	alternativoj	prononco
level	simbolo	סמל	a symbol	grupo	alternativoj	prononco
level	genro	מגדר	a gender	grupo	alternativoj	prononco
level	brando	ברנדי	a brandy	grupo	alternativoj	prononco
level	longitudo	קו אורך	longitude	grupo	alternativoj	prononco
level	ĉerko	ארון מתים, ארון קבורה	a coffin, a casket	grupo	alternativoj	prononco
level	lernoobjekto	נושא לרנין	a lernin subject	grupo	alternativoj	prononco
level	lernohoro	שעת למידה	a learning hour	grupo	alternativoj	prononco
level	trafiko	תנועה	a traffic	grupo	alternativoj	prononco
level	svedo	אדם שוודי	a Swedish person	grupo	alternativoj	prononco
level	lernoĉambro	כיתה (=klasĉambro)	a classroom (=klasĉambro)	grupo	alternativoj	prononco
level	lernokotizo	אגרת בית ספר	a school fee	grupo	alternativoj	prononco
level	lesivo	לורית, אשלג, אקונומיקה	lye, potash, bleach	grupo	alternativoj	prononco
level	akno	אקנה, פצעון	an acne, a pimple	grupo	alternativoj	prononco
level	infero	תופת, גיהנום, עולם תחתון	an inferno, a hell, underworld	grupo	alternativoj	prononco
level	lernosako	תיק בית ספר	a school bag	grupo	alternativoj	prononco
level	substantivo	מהותי, שם עצם	a substantive, a noun	grupo	alternativoj	prononco
level	islando	אִיסלַנד	Iceland	grupo	alternativoj	prononco
level	malica	זדוני, זדוני	malicious, malevolent	grupo	alternativoj	prononco
level	latitudo	קו רוחב	latitude	grupo	alternativoj	prononco
level	pado (arbarvojeto)	שביל (ביער), דרך (ביער)	a path (in the wood), a way (in a forest)	grupo	alternativoj	prononco
level	buklo	לולאה, תלתל, צלצול, מנעול, חולצה	a loop, a curl, a ringlet, a lock, a tress	grupo	alternativoj	prononco
level	akupunkturo	דיקור סיני	an acupuncture	grupo	alternativoj	prononco
level	metilernanto	חניך	an apprentice	grupo	alternativoj	prononco
level	sorgo	סורגום	a sorghum	grupo	alternativoj	prononco
level	grati	לגרד	to scratch	grupo	alternativoj	prononco
level	analizi	לנתח	to analyse	grupo	alternativoj	prononco
level	gripo	אחיזה, שפעת (=שפעת)	a grip, a flu (=influenco)	grupo	alternativoj	prononco
level	paciento	מטופל	a patient	grupo	alternativoj	prononco
level	brido	רסן, רסן, ריסון	a bridle, a rein, a restraint	grupo	alternativoj	prononco
level	mirtelo	אוכמניות, האקלברי, אוכמניות	a bilberry, a huckleberry, a whortleberry	grupo	alternativoj	prononco
level	ambasadoro	שגריר	an ambassador	grupo	alternativoj	prononco
level	oratori	לשאת נאום, להקפיד	to deliver an oration, to harangue	grupo	alternativoj	prononco
level	amato	אהוב, אהוב	a beloved, a beloved one	grupo	alternativoj	prononco
level	kombilo	מסרק	a comb	grupo	alternativoj	prononco
level	Jugoslavio	יוגוסלביה	Yugoslavia	grupo	alternativoj	prononco
level	establi	להקים, לבנות	to establish, to build	grupo	alternativoj	prononco
level	nuba	מעונן, לא ברור	cloudy, unclear	grupo	alternativoj	prononco
level	volumo	כרך (של ספרים)	a volume (of books)	grupo	alternativoj	prononco
level	aŭtomata	אוֹטוֹמָטִי	automatic	grupo	alternativoj	prononco
level	monstro	מפלצת, פריק	a monster, a freak	grupo	alternativoj	prononco
level	spirita	רוחני	spiritual	grupo	alternativoj	prononco
level	landlima	של גבול קרקע, של גבול	of a land limit, of a border	grupo	alternativoj	prononco
level	ĉiopova	כל יכול, כל יכול, כל יכול	almighty, all-powered, omnipotent	grupo	alternativoj	prononco
level	kalkanumo	עָקֵב	heel	grupo	alternativoj	prononco
level	sindikato	סינדיקט, איגוד עובדים, איגוד מקצועי	a syndicate, a labor-union, a trade-union	grupo	alternativoj	prononco
level	propraĵo	רכוש, חזקה	a property, a possesion	grupo	alternativoj	prononco
level	landlimo	גבול קרקע, גבול	a land limit, a border	grupo	alternativoj	prononco
level	politikisto	פוליטיקאי	a politician	grupo	alternativoj	prononco
level	timo	פחד	a fear	grupo	alternativoj	prononco
level	dommastrino	עקרת בית	a housewife	grupo	alternativoj	prononco
level	benzinstacio	תחנת דלק	a gas station	grupo	alternativoj	prononco
level	unika	ייחודי	unique	grupo	alternativoj	prononco
level	regula	רגיל	regular	grupo	alternativoj	prononco
level	subtrahi	לגרוע, להפחית	to subtract, to deduct	grupo	alternativoj	prononco
level	premii	להעניק, להעניק פרס	to award, to award a prize	grupo	alternativoj	prononco
level	greka	יווני	Greek	grupo	alternativoj	prononco
level	mejlo	מייל	a mile	grupo	alternativoj	prononco
level	aflikti	לסבול, להתאבל	to afflict, to grieve	grupo	alternativoj	prononco
level	raso	גזע, גזע, גזע	race, a race, a breed	grupo	alternativoj	prononco
level	spinaco	תרד	a spinach	grupo	alternativoj	prononco
level	fromaĝkuko	עוגת גבינה	a cheese cake	grupo	alternativoj	prononco
level	inventi	להמציא	to invent	grupo	alternativoj	prononco
level	grandioza	גרנדיוזי, מפואר, מפואר	grandiose, magnificent, splendid	grupo	alternativoj	prononco
level	laŭdo	שבח, שבח	a praise, a laud	grupo	alternativoj	prononco
level	formulo	נוסחה	a formula	grupo	alternativoj	prononco
level	lubriki	לשמן	to lubricate	grupo	alternativoj	prononco
level	komedio	קומדיה	a comedy	grupo	alternativoj	prononco
level	stirilo (direktilo)	הגה	a steering wheel	grupo	alternativoj	prononco
level	federacio	פדרציה	a federation	grupo	alternativoj	prononco
level	bruo	רעש, רעש	noise, a noise	grupo	alternativoj	prononco
level	juste	לְמַדַי	fairly	grupo	alternativoj	prononco
level	inundi	להציף, להציף	to flood, to inundate	grupo	alternativoj	prononco
level	miraklo	נס	a miracle	grupo	alternativoj	prononco
level	ofendi	להעליב	to offend	grupo	alternativoj	prononco
level	abandoni	לנטוש, לוותר	to abandon, to relinquish	grupo	alternativoj	prononco
level	rozkolora	ורוד (צבע), בצבע ורוד	pink (color), rose colored	grupo	alternativoj	prononco
level	ekipi	לצייד, לרהט	to equip, to furnish	grupo	alternativoj	prononco
level	musko	אזוב	a moss	grupo	alternativoj	prononco
level	metroo	מטרו, רכבת תחתית, רכבת תחתית	metro, subway train, tube	grupo	alternativoj	prononco
level	fonti	לנבוע (ממקור), לעלות	to spring (from a source), to well up	grupo	alternativoj	prononco
level	velado	שייט	a sailing	grupo	alternativoj	prononco
level	veliri	להפליג	to sail	grupo	alternativoj	prononco
level	akcento	מבטא	an accent	grupo	alternativoj	prononco
level	hejmtasko	שיעורי בית	a homework	grupo	alternativoj	prononco
level	termofonto	מעיין חם	a hot spring	grupo	alternativoj	prononco
level	bagatelo	בגט, זוטת	a bagatelle, a trifle	grupo	alternativoj	prononco
level	alarmo	אזעקה, התראה	an alarm, an alert	grupo	alternativoj	prononco
level	analfabeto	אנאלפבית, אנלפבית	an illiterate, an analphabet	grupo	alternativoj	prononco
level	termobotelo	תרמוס (בקבוק)	a thermos (a bottle)	grupo	alternativoj	prononco
level	antarkto	אנטארקטיקה	Antarctica	grupo	alternativoj	prononco
level	teknologio	טכנולוגיה, טכנולוגיה	technology, a technology	grupo	alternativoj	prononco
level	fuĝi	לברוח, לברוח	to flee, to run away	grupo	alternativoj	prononco
level	atom-energia centralo	תחנת כוח גרעינית	a nuclear power plant	grupo	alternativoj	prononco
level	azaleo	אזליה	an azalea	grupo	alternativoj	prononco
level	teknologia	טֶכנוֹלוֹגִי	technological	grupo	alternativoj	prononco
level	alko	אייל	an elk	grupo	alternativoj	prononco
level	riveli	לחשוף, לפתח (צילום)	to reveal, to develop (photo)	grupo	alternativoj	prononco
level	brajlo	ברייל	a braille	grupo	alternativoj	prononco
level	ŝoso	נבט, יורה	a sprout, a shoot	grupo	alternativoj	prononco
level	dialogo	דיאלוג	a dialogue	grupo	alternativoj	prononco
level	buŝharmoniko	מפוחית	a harmonica	grupo	alternativoj	prononco
level	teknika	טֶכנִי	technical	grupo	alternativoj	prononco
level	verkisto	סופר, סופר	an author, a writer	grupo	alternativoj	prononco
level	cunamo	צונאמי	a tsunami	grupo	alternativoj	prononco
level	kontinento	יבשת	a continent	grupo	alternativoj	prononco
level	konsulo	קונסול	a consul	grupo	alternativoj	prononco
level	kaduka	רעוע, מרוקב	dilapidated, decayed	grupo	alternativoj	prononco
level	Hispanio	סְפָרַד	Spain	grupo	alternativoj	prononco
level	fajrobrigado	מכבי אש, כיבוי אש	a fire brigade, a fire department	grupo	alternativoj	prononco
level	mineralo	מינרל	a mineral	grupo	alternativoj	prononco
level	fantomo	פנטום, רוח רפאים	a phantom, a ghost	grupo	alternativoj	prononco
level	geografio	גֵאוֹגרַפיָה	geography	grupo	alternativoj	prononco
level	fiŝhoko	קרס דג	a fish hook	grupo	alternativoj	prononco
level	fajrbrigadano	כבאי (של מכבי אש)	a fireman (of a fire brigade)	grupo	alternativoj	prononco
level	fajrilo	מצית	a lighter	grupo	alternativoj	prononco
level	tramo	חשמלית, חשמלית	a tram, a streetcar	grupo	alternativoj	prononco
level	murdi	לרצוח	to murder	grupo	alternativoj	prononco
level	infekti	להדביק, לזהם	to infect, to contaminate	grupo	alternativoj	prononco
level	galaksio	גלקסיה	a galaxy	grupo	alternativoj	prononco
level	filozofio	פִילוֹסוֹפִיָה	philosophy	grupo	alternativoj	prononco
level	monofero	תרומה כספית	a money contribution	grupo	alternativoj	prononco
level	geno	גן	a gene	grupo	alternativoj	prononco
level	glaciejo	קרחון	a glacier	grupo	alternativoj	prononco
level	terapio	תֶרַפּיָה	therapy	grupo	alternativoj	prononco
level	sledo	מזחלת, מזחלת, מזחלת	a sleigh, a sled, a sledge	grupo	alternativoj	prononco
level	glacimonto (bankizo)	קרחון (כובע קרח)	an iceberg (an ice cap)	grupo	alternativoj	prononco
level	novelo	סיפור קצר, רומן	a short story, a novel	grupo	alternativoj	prononco
level	kolektiva	קולקטיבי	collective	grupo	alternativoj	prononco
level	glacipendaĵo	נטיף קרח	an icicle	grupo	alternativoj	prononco
level	gutetigilo	תרסיס	a spray	grupo	alternativoj	prononco
level	poŝmono	דמי כיס, קצבה (כסף)	pocket money, an allowance (money)	grupo	alternativoj	prononco
level	hibisko	היביסקוס	a hibiscus	grupo	alternativoj	prononco
level	ekzekuti	להוציא להורג	to execute	grupo	alternativoj	prononco
level	injektilo	מזרק, מזרק	an injector, a syringe	grupo	alternativoj	prononco
level	leŭtenanto	סגן	a lieutenant	grupo	alternativoj	prononco
level	jogano	יוגי	a yogi	grupo	alternativoj	prononco
level	ŝmirmono	שוחד (כסף)	a bribe (money)	grupo	alternativoj	prononco
level	kaligrafo	קליגרפיה	a caligraphy	grupo	alternativoj	prononco
level	balbuti	לגמגם, לגמגם	to stammer, to stutter	grupo	alternativoj	prononco
level	kaskado	מפל, מפל	a cascade, a waterfall	grupo	alternativoj	prononco
level	kiosko	קיוסק	a kiosque	grupo	alternativoj	prononco
level	fluida	של נוזל, נוזל	of fluid, liquid	grupo	alternativoj	prononco
level	mikrofono	מיקרופון	a microphone	grupo	alternativoj	prononco
level	blasfemi	לגנאי	to blaspheme	grupo	alternativoj	prononco
level	komputila pirato	פיראט מחשבים, האקר	a computer pirate, a hacker	grupo	alternativoj	prononco
level	vagi	לשוטט, לשוטט, להתפתל	to wander, to ramble, to meander	grupo	alternativoj	prononco
level	perspektivo	פרספקטיבה	a perspective	grupo	alternativoj	prononco
level	adverbo	תואר	an adverb	grupo	alternativoj	prononco
level	kudromaŝino	מכונת תפירה (=stebmaŝino)	a sewing machine (=stebmaŝino)	grupo	alternativoj	prononco
level	kombini	לשלב	to combine	grupo	alternativoj	prononco
level	atribui	לייחס	to attribute	grupo	alternativoj	prononco
level	libelo	שפירית	a dragonfly	grupo	alternativoj	prononco
level	amfiteatro	אמפיתיאטרון (תיאטרון עגול)	an amphitheater (a circular theater)	grupo	alternativoj	prononco
level	ŝtrumpeto	גרב	a sock	grupo	alternativoj	prononco
level	akto	מעשה	an act	grupo	alternativoj	prononco
level	moskitvualo (-kurteno)	כילה נגד יתושים	a mosquito net	grupo	alternativoj	prononco
level	amori	לאהוב מינית, לעשות אהבה	to love sexually, to make love	grupo	alternativoj	prononco
level	kolombo	יונה, יונה	a dove, a pigeon	grupo	alternativoj	prononco
level	naskiĝloko	מקום לידה, עיר מולדת, בית מגורים (=hejmloko)	a birthplace, a hometown, homestead (=hejmloko)	grupo	alternativoj	prononco
level	vibri	לרטוט	to vibrate	grupo	alternativoj	prononco
level	oksigeno	חַמצָן	oxygen	grupo	alternativoj	prononco
level	aŭdaca	נועז, נועז, נועז	audacious, bold, daring	grupo	alternativoj	prononco
level	oscedo	לְפַהֵק	yawn	grupo	alternativoj	prononco
level	brosi	להבריש	to brush	grupo	alternativoj	prononco
level	pafarko	קשת	a bow	grupo	alternativoj	prononco
level	paperkrampilo	מהדק	a stapler	grupo	alternativoj	prononco
level	parlamentano	חבר קונגרס	a member of Congress	grupo	alternativoj	prononco
level	mito	מיתוס	a myth	grupo	alternativoj	prononco
level	kliniko	מרפאה	a clinic	grupo	alternativoj	prononco
level	avantaĝo	יתרון	an advantage	grupo	alternativoj	prononco
level	pensiulo	פנסיונר, פנסיונר	a pensioner, an annuitant	grupo	alternativoj	prononco
level	procento	אחוז, אחוז	a percent, percentage	grupo	alternativoj	prononco
level	pordisto	שוער, שומר, שוער	a doorman, a guard, a janitor	grupo	alternativoj	prononco
level	dentopasto	משחת שיניים	a toothpaste	grupo	alternativoj	prononco
level	ministo	כורה	a miner	grupo	alternativoj	prononco
level	kategorio	קטגוריה	a category	grupo	alternativoj	prononco
level	trupo	להקה, להקה	a troop, a troupe	grupo	alternativoj	prononco
level	pulbazaro	שוק פשפשים	a flea market	grupo	alternativoj	prononco
level	jungi	לרתום, לעול	to harness, to yoke	grupo	alternativoj	prononco
level	kvereli	לריב, לריב, להילחם	to quarrel, to wrangle, to fight	grupo	alternativoj	prononco
level	dentopikilo	קיסם	a toothpick	grupo	alternativoj	prononco
level	stacidomo	טרמינל, תחנה	a terminal, a station	grupo	alternativoj	prononco
level	dentobroso	מברשת שיניים	a toothbrush	grupo	alternativoj	prononco
level	falsa dento	שן מלאכותית, תותבת	a false tooth, a denture	grupo	alternativoj	prononco
level	Rubikono	רוביקון	Rubicon	grupo	alternativoj	prononco
level	inspiri	לתת השראה	to inspire	grupo	alternativoj	prononco
level	salmo	סלמון	a salmon	grupo	alternativoj	prononco
level	Sankta Nikolao	ניקולס הקדוש, סנטה קלאוס	St. Nicholas, Santa Claus	grupo	alternativoj	prononco
level	apostolo	שליח, תלמיד	an apostle, a disciple	grupo	alternativoj	prononco
level	satelito	לווין	a satellite	grupo	alternativoj	prononco
level	rezoni	לנמק (בהיגיון)	to reason (with logic)	grupo	alternativoj	prononco
level	savjako	חגורת הצלה	a life jacket	grupo	alternativoj	prononco
level	borso	שוק מניות, בורסה	a stock market, a stock exchange	grupo	alternativoj	prononco
level	sepio (dekpieda)	דיונון	a squid	grupo	alternativoj	prononco
level	bloko	חסימה	a block	grupo	alternativoj	prononco
level	siesto	סיאסטה, תנומה	a siesta, a nap	grupo	alternativoj	prononco
level	frue	מוקדם	early	grupo	alternativoj	prononco
level	intervjuo	ראיון	an interview	grupo	alternativoj	prononco
level	gimnazio	בית ספר תיכון, חטיבת ביניים, תיכון	a grammar school, a middle school, a high school	grupo	alternativoj	prononco
level	peno	מאמץ	an effort	grupo	alternativoj	prononco
level	verda standardo	כרזה ירוקה (אספרנטו)	a green banner (Esperanto)	grupo	alternativoj	prononco
level	mato	מחצלת, שח-מט	a mat, a checkmate	grupo	alternativoj	prononco
level	impulso	דחף	an impulse	grupo	alternativoj	prononco
level	vakcinado	חיסון	a vaccination	grupo	alternativoj	prononco
level	registri	לרשום, להקליט, לציין	to register, to record, to note	grupo	alternativoj	prononco
level	sonregistrilo	מקליט קול	a sound recorder	grupo	alternativoj	prononco
level	vetludanto	מהמר	a gambler	grupo	alternativoj	prononco
level	palmo	דקל, עץ דקל	a palm, a palm tree	grupo	alternativoj	prononco
level	veturmalsano	מחלת תנועה	a motion sickness	grupo	alternativoj	prononco
level	kolonelo	קולונל	a colonel	grupo	alternativoj	prononco
level	trumpeto	חצוצרה	a trumpet	grupo	alternativoj	prononco
level	imponi	להרשים	to impress	grupo	alternativoj	prononco
level	agrikulturo	חקלאות, חקלאות	agriculture, an agriculture	grupo	alternativoj	prononco
level	portreto	דיוקן	a portrait	grupo	alternativoj	prononco
level	gvardio	שומר	a guard	grupo	alternativoj	prononco
level	farmisto	חוואי (=terkulturisto)	a farmer (=terkulturisto)	grupo	alternativoj	prononco
level	kabano	בקתה, צריף, צריף	a cabin, a hut, a shack	grupo	alternativoj	prononco
level	ŝamano	שמאן	a shaman	grupo	alternativoj	prononco
level	deputi	לסגן	to depute	grupo	alternativoj	prononco
level	muĝi	לשאוג, לאה, ליילל, לרעום	to roar, to moo, to howl, to rumble	grupo	alternativoj	prononco
level	stimuli	לעורר	to stimulate	grupo	alternativoj	prononco
level	kondimento	תבלין, תיבול	a condiment, seasoning	grupo	alternativoj	prononco
level	fliki	לתקן	to patch up	grupo	alternativoj	prononco
level	apologio	התנצלות	an apology	grupo	alternativoj	prononco
level	ŝoseo	רחוב גדול, כביש מהיר	a large streat, a highway	grupo	alternativoj	prononco
level	rimeno	רצועה, חגורה	a strap, a belt	grupo	alternativoj	prononco
level	peranto	סוכן, מתווך, מתווך	an agent, an intermediary, a mediator	grupo	alternativoj	prononco
level	ambicio	שאיפה	an ambition	grupo	alternativoj	prononco
level	kraĉi	לירוק	to spit	grupo	alternativoj	prononco
level	ludo	מחזה, משחק	a play, a game	grupo	alternativoj	prononco
level	cikonio	חסידה	a stork	grupo	alternativoj	prononco
level	lokomotivo	קטר, מנוע	a locomotive, an engine	grupo	alternativoj	prononco
level	volanludo	נוצית	badminton	grupo	alternativoj	prononco
level	marioneto	מריונטה, בובה	a marionette, a puppet	grupo	alternativoj	prononco
level	rento	הכנסה (לא הרווחת), קצבה	an (unearned) income, an annuity	grupo	alternativoj	prononco
level	atmosfero	אַטמוֹספֵרָה	atmosphere	grupo	alternativoj	prononco
level	asisti	לעזור	to assist	grupo	alternativoj	prononco
level	vagonaro	רכבת (סדרה של קרונות) (=trajno)	a train (a series of wagons) (=trajno)	grupo	alternativoj	prononco
level	kegloludo	בָּאוּלִינְג	Bowling	grupo	alternativoj	prononco
level	virga	בתולה, בתולה	virgin, virginal	grupo	alternativoj	prononco
level	olimpikaj ludoj	(המשחקים האולימפיים	(the) Olympic Games	grupo	alternativoj	prononco
level	apokalipso	אַפּוֹקָלִיפּסָה	apocalypse	grupo	alternativoj	prononco
level	tirano	עריץ	a tyrant	grupo	alternativoj	prononco
level	regimento	גדוד	a regiment	grupo	alternativoj	prononco
level	agiti	להסעיר, להסית, לעורר	to agitate, to incite, to stir up	grupo	alternativoj	prononco
level	kanapo	ספה	a couch	grupo	alternativoj	prononco
level	pavo	טווס	a peacock	grupo	alternativoj	prononco
level	labirinto	מבוך, מבוך	a labyrinth, a maze	grupo	alternativoj	prononco
level	torento	סיקור	a torrent	grupo	alternativoj	prononco
level	venti	לנשוף (רוח)	to blow (wind)	grupo	alternativoj	prononco
level	prognozo	פרוגנוזה, תחזית, תחזית	a prognosis, a prediction, a forecast	grupo	alternativoj	prononco
level	kontesti	להתחרות, להטיל ספק	to contest, to call into question	grupo	alternativoj	prononco
level	ventflago	דגל רוח	a wind flag	grupo	alternativoj	prononco
level	arbitra	שרירותי	arbitrary	grupo	alternativoj	prononco
level	insidi	לטמון מלכודת, לטמון מלכודת	to lay a snare, to set a trap	grupo	alternativoj	prononco
level	bronzo	ברונזה	a bronze	grupo	alternativoj	prononco
level	asembleo	אספה, בית	a assembly, a house	grupo	alternativoj	prononco
level	loto	הרבה, הרבה (בהגרלה)	lot, a lot (in a lottery)	grupo	alternativoj	prononco
level	anuso	פי הטבעת	an anus	grupo	alternativoj	prononco
level	ventmontrilo	שבשבת מזג אוויר	a weather vane	grupo	alternativoj	prononco
level	konciza	תמציתית, קצרה, לקונית	concise, brief, laconic	grupo	alternativoj	prononco
level	bufo	קרפדה	a toad	grupo	alternativoj	prononco
level	denunci	להוקיע, להודיע נגד, להאשים	to denounce, to inform against, to accuse	grupo	alternativoj	prononco
level	diabeto	סוכרת	diabetes	grupo	alternativoj	prononco
level	taksio	מונית	a taxi	grupo	alternativoj	prononco
level	teniso	טֶנִיס	tennis	grupo	alternativoj	prononco
level	reno	כליה	a kidney	grupo	alternativoj	prononco
level	ventmuelilo	טחנת רוח	a windmill	grupo	alternativoj	prononco
level	akvomuelilo	טחנת מים	a water-mill	grupo	alternativoj	prononco
level	alaŭdo	עפרוני, עפרוני	a lark, a skylark	grupo	alternativoj	prononco
