A.fr content.tsv
Level	Esperanto	fr	en-us	Grupo	Alternativoj	Pronoco
level	scias, ke la instruisto malŝatas tion	sait que le professeur déteste ça	knows that the teacher hates that	grupo	alternativoj	prononco
level	sed hodiaŭ li trinkis la kafon	mais aujourd'hui il a bu le café	but today he drank the coffee	grupo	alternativoj	prononco
level	li rapide surmetas la vestaĵon	il met rapidement les vêtements	he quickly puts on the clothes	grupo	alternativoj	prononco
level	li ne volas malfrui	il ne veut pas être en retard	he doesn't want to be late	grupo	alternativoj	prononco
level	rapidege kun la libroj en la mano	très vite avec les livres en main	very quickly with the books in hand	grupo	alternativoj	prononco
level	poste li kuris kaj saltis	plus tard, il a couru et sauté	later he ran and jumped	grupo	alternativoj	prononco
level	li kuris kaj saltis	il a couru et sauté	he ran and jumped	grupo	alternativoj	prononco
level	laŭ la strato	le long de la rue	along the street	grupo	alternativoj	prononco
level	la homoj rigardis lin	les gens le regardaient	the people looked at him	grupo	alternativoj	prononco
level	rigardis lin kaj diris	le regarda et dit	looked at him and said	grupo	alternativoj	prononco
level	saĝa kaj malsaĝa	sage et insensé	wise and foolish	grupo	alternativoj	prononco
level	kia malsaĝa knabo!	quel garçon stupide !	what a foolish boy!	grupo	alternativoj	prononco
level	estis antaŭ lernejo	était devant une école	was in front of a school	grupo	alternativoj	prononco
level	baldaŭ	bientôt	soon	grupo	alternativoj	prononco
level	li estis antaŭ ~	il était devant ~	he was in front of ~	grupo	alternativoj	prononco
level	iri kaj eniri	aller et entrer	to go and to enter	grupo	alternativoj	prononco
level	li volis eniri	il voulait entrer	he wanted to enter	grupo	alternativoj	prononco
level	eniri la lernejon	entrer à l'école	to enter into the school	grupo	alternativoj	prononco
level	sed tamen	mais cependant	but however	grupo	alternativoj	prononco
level	sed li ne povis	mais il ne pouvait pas	but he couldn't	grupo	alternativoj	prononco
level	fermi kaj fermita	fermer et fermer	to close and closed	grupo	alternativoj	prononco
level	ĝi estis fermita	c'était fermé	it was closed	grupo	alternativoj	prononco
level	nek ~ nek ~	ni ~ ni ~	neither ~ nor ~	grupo	alternativoj	prononco
level	nek instruisto nek gelernantoj	ni un enseignant ni des étudiants et étudiantes	neither a teacher nor male-and-female students	grupo	alternativoj	prononco
level	vidis nek instruiston nek gelernantojn	je n'ai vu ni professeur ni élèves	saw neither a teacher nor students	grupo	alternativoj	prononco
level	sidi, eksidi	s'asseoir, s'asseoir	to sit, to get sitted	grupo	alternativoj	prononco
level	eksidis	je me suis assis (je m'étais assis)	got seated (had seated)	grupo	alternativoj	prononco
level	li eksidis	il s'est assis	he got seated	grupo	alternativoj	prononco
level	kaj pensis	et j'ai pensé	and thought	grupo	alternativoj	prononco
level	kio okazis?	Ce qui est arrivé?	what did happen?	grupo	alternativoj	prononco
level	diable	au terrible (comme un diable)	to the awful (like a devil)	grupo	alternativoj	prononco
level	damne	bon sang	dam it	grupo	alternativoj	prononco
level	memoras	se souvient	remembers	grupo	alternativoj	prononco
level	nun mi memoras	Maintenant, je me souviens	now I remember	grupo	alternativoj	prononco
level	dimanĉo	Dimanche	Sunday	grupo	alternativoj	prononco
level	hodiaŭ estas ~	aujourd'hui c'est ~	today is ~	grupo	alternativoj	prononco
level	hodiaŭ estas dimanĉo	Aujourd'hui est dimanche	today is Sunday	grupo	alternativoj	prononco
level	dormi kaj ekdormi	dormir et s'endormir	to sleep and to get into sleep	grupo	alternativoj	prononco
level	suno kaj luno	un soleil et une lune	a sun and a moon	grupo	alternativoj	prononco
level	subita kaj subite	soudain et tout à coup	sudden and suddenly	grupo	alternativoj	prononco
level	ek!	désactivé! (commencer)	off! (to start)	grupo	alternativoj	prononco
level	salti kaj eksaltis	sauter et sauter	to jump and jumped 	grupo	alternativoj	prononco
level	ĉiam frua	toujours tôt	always early	grupo	alternativoj	prononco
level	hodiaŭ metis kaj kuris	aujourd'hui mis et couru	today put and ran	grupo	alternativoj	prononco
level	aĵo, ne aĝo	une chose qui n'a pas d'âge	a thing not age	grupo	alternativoj	prononco
level	kuris laŭ homoj saĝaj	j'ai couru avec des gens sages	ran along wise people	grupo	alternativoj	prononco
level	laŭeble baldaŭ	dès que possible	soon as possible	grupo	alternativoj	prononco
level	kia knabo, kia knabino	quel garçon, quelle fille	what a boy, what a girl	grupo	alternativoj	prononco
level	nek pensita nek memorita	ni pensé ni mémorisé	neither thought nor memorized	grupo	alternativoj	prononco
level	diablo atendis akvon dimanĉe	un diable attendait de l'eau dimanche	a devil waited for water on Sunday	grupo	alternativoj	prononco
level	tiom malgranda momento	un si petit moment	such a small moment	grupo	alternativoj	prononco
level	eĉ tiom malgranda momento valoras	même un si petit moment en vaut la peine	even such a small moment is worthwhile	grupo	alternativoj	prononco
level	kriis for ĝis nokto	j'ai pleuré jusqu'à la nuit	cried away until night	grupo	alternativoj	prononco
level	lasis la poŝton de la mano	rangez le courrier de la main	put away the mailpost from the hand	grupo	alternativoj	prononco
level	ridis mem lasante la poŝton	j'ai ri tout seul en rangeant la poste	laughed by oneself, putting away the mailpost	grupo	alternativoj	prononco
level	nek li nek ŝi ridis	ni lui ni elle n'ont ri	neither he nor she laughed	grupo	alternativoj	prononco
level	ŝi nek ridis nek respondis	elle n'a ni ri ni répondu	she neither laughed nor answered	grupo	alternativoj	prononco
level	li nek sidas nek rigardas	il ne s'assoit ni ne regarde	he neither sits nor watches	grupo	alternativoj	prononco
level	neniam mi vidis	Je n'ai jamais vu	I have never seen	grupo	alternativoj	prononco
level	mi neniam diros al iu	Je ne le dirai jamais à personne	I will never tell anyone	grupo	alternativoj	prononco
level	diru al neniu	ne dit a personne	tell no one	grupo	alternativoj	prononco
level	mi neniam diros	je ne dirai jamais	I will never say	grupo	alternativoj	prononco
level	mem	à soi (par soi-même)	to oneself (by oneself)	grupo	alternativoj	prononco
level	mi mem faris	je l'ai fait moi-même	I did it myself	grupo	alternativoj	prononco
level	faris tion	je l'ai fait (je l'ai fait)	did it (made it)	grupo	alternativoj	prononco
level	mem faris tion	je l'ai fait moi-même (je l'ai fait moi-même)	did it oneself (made it oneself)	grupo	alternativoj	prononco
level	ĝis la revido, ĝis revido	à (encore), à (encore)	see you (again), see you (again)	grupo	alternativoj	prononco
level	ĝis!	jusqu'à! (au revoir!)	until! (goodbye!)	grupo	alternativoj	prononco
level	ekparoli	commencer à parler	to start talking	grupo	alternativoj	prononco
level	ekparolis, komencis paroli finfine	J'ai commencé à dire, j'ai enfin commencé à parler	started saying, began to speak at last	grupo	alternativoj	prononco
level	trinkis rapidege	j'ai bu très vite	drank very fast	grupo	alternativoj	prononco
level	trinkis matenan trinkaĵon	j'ai pris un verre le matin	had a morning drink	grupo	alternativoj	prononco
level	por frue veni	venir tôt	to come early	grupo	alternativoj	prononco
level	veni al la lernejo	venir à l'école	to come to school	grupo	alternativoj	prononco
level	frue veni al ~	venir tôt ~	to come early to ~	grupo	alternativoj	prononco
level	ne aŭdis novaĵon	je n'ai pas eu de nouvelles	didn't hear news	grupo	alternativoj	prononco
level	ankoraŭ ne aŭdis	je n'ai pas encore entendu	didn't hear yet	grupo	alternativoj	prononco
level	mi ankoraŭ ne aŭdis	Je n'ai pas encore entendu	I didn't hear yet	grupo	alternativoj	prononco
level	en tiu momento	à ce moment	in that moment	grupo	alternativoj	prononco
level	en tiu momento li ekkriis	à ce moment-là, il a pleuré	in that moment he cried	grupo	alternativoj	prononco
level	knabo, kiu ne amas	un garçon qui n'aime pas	a boy, who does not love	grupo	alternativoj	prononco
level	geknaboj	garçons et filles	boys and girls	grupo	alternativoj	prononco
level	aliaj geknaboj	d'autres garçons et filles	other boys and girls	grupo	alternativoj	prononco
level	ne amas aliajn geknabojn	n'aime pas les autres garçons et filles	does not love other boys and girls	grupo	alternativoj	prononco
level	nek amikojn, nek amikinojn	ni amis ni amies	neither friends nor girl friends	grupo	alternativoj	prononco
level	havas nek monon, nek tempon	n'a ni argent ni temps	does not have neither money nor time	grupo	alternativoj	prononco
level	kiu havis la libron?	qui avait le livre ?	who had the book?	grupo	alternativoj	prononco
level	la libron, kiun vi atendis	le livre que tu attendais	the book which you waited	grupo	alternativoj	prononco
level	tiun, kiun vi atendis pli ol du jarojn	ça, que tu as attendu pendant plus de 2 ans	that, which you waited for more than 2 years	grupo	alternativoj	prononco
level	ĉu vi volas tion?	veux-tu çà?	do you want that?	grupo	alternativoj	prononco
level	ĉu vi volas, ke ~ ?	tu veux ça ~ ?	do you want that ~ ?	grupo	alternativoj	prononco
level	plej kara	très cher	dearest	grupo	alternativoj	prononco
level	plej kara foto	photo la plus chère	dearest photo	grupo	alternativoj	prononco
level	mian plej karan foton	ma photo la plus chère	my dearest photo	grupo	alternativoj	prononco
level	kie vi aĉetis ~ ?	où as-tu acheté ~ ?	where did you buy ~ ?	grupo	alternativoj	prononco
level	tiu vestaĵo	ces vêtements	that clothing	grupo	alternativoj	prononco
level	tiun vestaĵon	ces vêtements (objectif)	that clothing (objective)	grupo	alternativoj	prononco
level	aĉetis tiun vestaĵon	j'ai acheté cette tenue	bought that outfit	grupo	alternativoj	prononco
level	vi iros tien	tu y iras	you will go there	grupo	alternativoj	prononco
level	kien vi iros?	Où vas-tu?	where are you going to?	grupo	alternativoj	prononco
level	suna tago	journée ensoleillée	sunny day	grupo	alternativoj	prononco
level	estos suna tago	ce sera une journée ensoleillée	it will be a sunny day	grupo	alternativoj	prononco
level	se estos suna tago	si ce sera une journée ensoleillée	if it will be a sunny day	grupo	alternativoj	prononco
level	via frato jam ekiris	ton frère a déjà commencé	your brother has already started	grupo	alternativoj	prononco
level	ĉu via frato jam ekiris?	ton frère a déjà commencé ?	has your brother started yet?	grupo	alternativoj	prononco
level	kie estas la akvo?	où est l'eau	where is the water	grupo	alternativoj	prononco
level	kunporti la akvon	apporter l'eau	to bring the water	grupo	alternativoj	prononco
level	vi mem kunportis	tu as toi-même apporté	you yourself brought	grupo	alternativoj	prononco
level	la akvon, kion vi mem kunportis	l'eau que tu as toi-même apportée	the water, that you yourself brought	grupo	alternativoj	prononco
level	estis tre trankvila	était très calme	was very quiet	grupo	alternativoj	prononco
level	hodiaŭ mia patrino estis ~	aujourd'hui, ma mère était ~	today my mother was ~	grupo	alternativoj	prononco
level	mi venis el ~	Je viens de ~	I came from ~	grupo	alternativoj	prononco
level	el la lernejo	hors de l'école	out of the school	grupo	alternativoj	prononco
level	raportis al ~	signalé à ~	reported to ~	grupo	alternativoj	prononco
level	kaj raportis al ŝi	et lui rapporta	and reported to her	grupo	alternativoj	prononco
level	raportis, ke ~	a signalé que ~	reported that ~	grupo	alternativoj	prononco
level	raportis, ke mi ricevos	signalé que je recevrais	reported that I will receive	grupo	alternativoj	prononco
level	mi ricevos malbonan noton	j'aurai une mauvaise note	I will get a bad grade	grupo	alternativoj	prononco
level	ŝi diris, ke ~	elle a dit ça ~	she said that ~	grupo	alternativoj	prononco
level	vi devas laborigi ~	tu dois faire en sorte que ~ fonctionne	you have to make ~ work	grupo	alternativoj	prononco
level	pli multe	plus	more	grupo	alternativoj	prononco
level	pli multe laborigi	pour faire travailler davantage	to make work more	grupo	alternativoj	prononco
level	laborigi vian kapon	pour te faire travailler la tête	to make your head work	grupo	alternativoj	prononco
level	kiom da malbonaj notoj	combien de mauvaises notes	how many bad grades	grupo	alternativoj	prononco
level	vi havas tiom da malbonaj notoj	tu as tellement de mauvaises notes	you have so many bad grades	grupo	alternativoj	prononco
level	estis malĝoja	était triste	was sad	grupo	alternativoj	prononco
level	en vian ĉambron	dans ta chambre	into your room	grupo	alternativoj	prononco
level	iru en vian ĉambron	va dans ta chambre	go into your room	grupo	alternativoj	prononco
level	iru kaj lernu	va apprendre	go and learn	grupo	alternativoj	prononco
level	mi sidis	je me suis assis	I sat	grupo	alternativoj	prononco
level	en mia ĉambro	dans ma chambre	in my room	grupo	alternativoj	prononco
level	sidis en mia ĉambro	assis dans ma chambre	sat in my room	grupo	alternativoj	prononco
level	nek lerni nek legi	ni apprendre ni lire	neither learn nor read	grupo	alternativoj	prononco
level	sed mi povis nek lerni nek legi	mais je ne pouvais ni apprendre ni lire	but I could neither learn nor read	grupo	alternativoj	prononco
level	miaj pensoj	mes pensées	my thoughts	grupo	alternativoj	prononco
level	ĉe ludo	à un jeu	at a game	grupo	alternativoj	prononco
level	ludo kun miaj amikoj	jeu avec mes amis	game with my friends	grupo	alternativoj	prononco
level	ĉe sporto	au sport	at sport	grupo	alternativoj	prononco
level	al mi mem	à moi-même	to myself	grupo	alternativoj	prononco
level	diris al mi mem	me suis dit	said to myself	grupo	alternativoj	prononco
level	tiom malsaĝa	tellement stupide	so stupid	grupo	alternativoj	prononco
level	ĉu mi estas tiom malsaĝa?	suis-je si stupide ?	am I that stupid?	grupo	alternativoj	prononco
level	kvankam mi lernis multe	même si j'ai beaucoup appris	although I learned a lot	grupo	alternativoj	prononco
level	la patrino eniris	la mère est entrée	the mother entered	grupo	alternativoj	prononco
level	miaj vortoj	mes mots	my words	grupo	alternativoj	prononco
level	kaj aŭdis miajn vortojn	et j'ai entendu mes paroles	and heard my words	grupo	alternativoj	prononco
level	ŝi tuj respondis	elle a répondu immédiatement	she answered immediately	grupo	alternativoj	prononco
level	ne, mia kara	non mon cher	no, my dear	grupo	alternativoj	prononco
level	vi ne estas malsaĝa	tu n'es pas stupide	you are not stupid	grupo	alternativoj	prononco
level	la problemo estas, ke ~	le problème est que ~	the problem is that ~	grupo	alternativoj	prononco
level	ke vi devas lerni	que tu dois apprendre	that you must learn	grupo	alternativoj	prononco
level	devas lerni multe pli	je dois en apprendre beaucoup plus	must learn much more	grupo	alternativoj	prononco
level	tiam vi ne havos	alors tu n'auras pas	then you will not have	grupo	alternativoj	prononco
level	malbonaj notoj	mauvaises notes	bad grades	grupo	alternativoj	prononco
level	havos nur malbonajn notojn	n'aura que de mauvaises notes	will have only bad grades	grupo	alternativoj	prononco
level	ankaŭ nun	aussi maintenant	also now	grupo	alternativoj	prononco
level	mi ne havas ilin	je ne les ai pas	I don't have them	grupo	alternativoj	prononco
level	mi havas bonan noton	j'ai une bonne note	I have a good grade	grupo	alternativoj	prononco
level	pri muziko	à propos de la musique	about music	grupo	alternativoj	prononco
level	bonan noton pri muziko	une bonne note sur la musique	a good note on music	grupo	alternativoj	prononco
level	la patrino subite ekridis	la mère éclata soudain de rire	the mother suddenly burst out laughing	grupo	alternativoj	prononco
level	tio plibeligis ~	ça a embelli ~	that beautified ~	grupo	alternativoj	prononco
level	mian tagon	ma journée	my day	grupo	alternativoj	prononco
level	plibeligis mian tagon	j'ai fait ma journée	made my day	grupo	alternativoj	prononco
level	sed tamen restis	mais il est quand même resté	but still remained	grupo	alternativoj	prononco
level	sed la problemo tamen restis	mais le problème persiste	but the problem still remained	grupo	alternativoj	prononco
level	kilogramo da ~	un kilogramme de ~	a kilogram of ~	grupo	alternativoj	prononco
level	kilogramo da sukero	un kilo de sucre	a kilogram of sugar	grupo	alternativoj	prononco
level	glaso da ~	un verre de ~	a glass of ~	grupo	alternativoj	prononco
level	glaso da akvo	un verre d'eau	a glass of water	grupo	alternativoj	prononco
level	multe da ~	beaucoup de ~	a lot of ~	grupo	alternativoj	prononco
level	multe da ideoj	plein d'idées	lots of ideas	grupo	alternativoj	prononco
level	deteni sin	retenir	to hold back	grupo	alternativoj	prononco
level	ordigis ĉion	tout a été réglé	sorted everything out	grupo	alternativoj	prononco
level	transdonis al li	lui a été remis	handed over to him	grupo	alternativoj	prononco
level	mi petas	Je demande	I'm asking	grupo	alternativoj	prononco
level	glason da kafo	un verre de café	a glass of coffee	grupo	alternativoj	prononco
level	kaj iom da akvo	et un peu d'eau	and some water	grupo	alternativoj	prononco
level	mi petas glason da kafo	je voudrais un verre de café	I would like a glass of coffee	grupo	alternativoj	prononco
level	mi petas tason da teo	Je voudrais une tasse de thé	I would like a cup of tea	grupo	alternativoj	prononco
level	doloris lin	lui faire du mal	hurt him	grupo	alternativoj	prononco
level	la kapo doloris lin	il a mal à la tête	his head hurt	grupo	alternativoj	prononco
level	li malsaniĝis	il est tombé malade	he fell ill	grupo	alternativoj	prononco
level	ŝatas esti bela	aime être belle	likes to be beautiful	grupo	alternativoj	prononco
level	ŝi beligis sian vizaĝon	elle a embelli son visage	she beautified her face	grupo	alternativoj	prononco
level	la knabo ŝatas esti bela	le garçon aime être joli	the boy likes to be pretty	grupo	alternativoj	prononco
level	pro tio ŝi beligis ĝin	c'est pourquoi elle l'a embelli	therefore she beautified it	grupo	alternativoj	prononco
level	post la tagmanĝo	après le déjeuner	after lunch	grupo	alternativoj	prononco
level	purigi la kuirejon	nettoyer la cuisine	to clean the kitchen	grupo	alternativoj	prononco
level	kiu purigos la kuirejon?	qui va nettoyer la cuisine ?	who will clean the kitchen?	grupo	alternativoj	prononco
level	volas trinki	veut boire	wants to drink	grupo	alternativoj	prononco
level	kion vi volas trinki?	que veux-tu boire	what do you want to drink	grupo	alternativoj	prononco
level	trinki teon	boire du thé	to drink tea	grupo	alternativoj	prononco
level	iom da akvo	un peu d'eau	a little of water	grupo	alternativoj	prononco
level	ĉu vi volas nenion?	tu ne veux rien ?	do you want nothing?	grupo	alternativoj	prononco
level	tiel subite	si soudainement	so suddenly	grupo	alternativoj	prononco
level	kial vi decidis ~ ?	pourquoi as-tu décidé ~ ?	why did you decide ~ ?	grupo	alternativoj	prononco
level	kial vi tiel subite decidis ~ ?	pourquoi as-tu décidé ~ si soudainement ?	why did you decide ~ so suddenly?	grupo	alternativoj	prononco
level	via ĉambro	ta chambre	your room	grupo	alternativoj	prononco
level	via ĉambreto	ta petite chambre	your little room	grupo	alternativoj	prononco
level	vian ĉambreton	dans ta petite chambre	to your little room	grupo	alternativoj	prononco
level	renovigi vian ĉambreton	pour rénover votre petite chambre	to renovate your little room	grupo	alternativoj	prononco
level	decidis renovigi vian ĉambreton	j'ai décidé de rénover ta petite chambre	decided to renovate your little room	grupo	alternativoj	prononco
level	al kiu	à qui	to whom	grupo	alternativoj	prononco
level	vi donis ~	tu as donné ~	you gave ~	grupo	alternativoj	prononco
level	al kiu vi donis ~ ?	à qui as-tu donné ~ ?	to whom did you give ~ ?	grupo	alternativoj	prononco
level	puraj glasoj	lunettes propres	clean glasses	grupo	alternativoj	prononco
level	vi donis la purajn glasojn	tu as donné les verres propres	you gave the clean glasses	grupo	alternativoj	prononco
level	la puraj glasoj por la vino	les verres propres pour le vin	the clean glasses for the wine	grupo	alternativoj	prononco
level	kontraŭ kiu	contre qui	against whom	grupo	alternativoj	prononco
level	via sportklubo	votre club de sport	your sports club	grupo	alternativoj	prononco
level	ludas kontraŭ ~	joue contre ~	plays against ~	grupo	alternativoj	prononco
level	antaŭ du semajnoj	il y a deux semaines	two weeks ago	grupo	alternativoj	prononco
level	kontraŭ kiu via sportklubo ludis?	Contre qui votre club sportif a-t-il joué ?	who did your sports club play against?	grupo	alternativoj	prononco
level	ĉu vi vidas ~ ?	tu vois ~ ?	do you see ~ ?	grupo	alternativoj	prononco
level	ĉu vi ofte vidas ~ ?	voyez-vous souvent ~ ?	do you often see ~ ?	grupo	alternativoj	prononco
level	ofte vidas la policiston	je vois souvent le policier	often see the policeman	grupo	alternativoj	prononco
level	tiu, kiu loĝas en ~	celui qui vit dans ~	the one who lives in ~	grupo	alternativoj	prononco
level	loĝas en la loĝejo	vit dans le lieu d'hébergement	lives in the lodging place	grupo	alternativoj	prononco
level	la loĝejo super vi	la demeure au-dessus de toi	the dwelling place above you	grupo	alternativoj	prononco
level	vidas la policiston, kiu loĝas en ~	voit le policier qui habite à ~	sees the police officer who lives in ~	grupo	alternativoj	prononco
level	plano pri veturado	plan de conduite	driving plan	grupo	alternativoj	prononco
level	volis vojaĝi	je voulais voyager	wanted to travel	grupo	alternativoj	prononco
level	vojaĝi al alia lando	voyager dans un autre pays	to travel to another country	grupo	alternativoj	prononco
level	en libertempo	en temps libre	in free time	grupo	alternativoj	prononco
level	ili decidis iri	ils ont décidé d'y aller	they decided to go	grupo	alternativoj	prononco
level	decidis iri al Italio	j'ai décidé d'aller en Italie	decided to go to Italy	grupo	alternativoj	prononco
level	malnovaj urboj	vieilles villes	old cities	grupo	alternativoj	prononco
level	lando kun malnovaj urboj	un pays avec de vieilles villes	a country with old cities	grupo	alternativoj	prononco
level	aliaj belaĵoj	d'autres beautés	other beauties	grupo	alternativoj	prononco
level	kaj aliaj belaĵoj	et d'autres beautés	and other beauties	grupo	alternativoj	prononco
level	bela lando kun malnovaj urboj kaj aliaj belaĵoj	un beau pays avec des vieilles villes et d'autres beautés	a beautiful country with old cities and other beauties	grupo	alternativoj	prononco
level	ili estis feliĉaj	ils etaient heureux	they were happy	grupo	alternativoj	prononco
level	kie estas ~ ?	où est ~ ?	where is ~ ?	grupo	alternativoj	prononco
level	kie estas mia vestaĵo?	Où sont mes vêtements	where are my clothes	grupo	alternativoj	prononco
level	ŝi demandis ~	elle a demandé ~	she asked ~	grupo	alternativoj	prononco
level	ni ne forgesu kunporti ~	n'oublions pas d'apporter ~	let's not forget to bring ~	grupo	alternativoj	prononco
level	kunporti la libron	prendre le livre avec toi	to take the book with you	grupo	alternativoj	prononco
level	libro por lerni Esperanton	un livre pour apprendre l'espéranto	a book to learn Esperanto	grupo	alternativoj	prononco
level	kunporti libron por lerni	porter un livre pour apprendre	to carry a book to learn	grupo	alternativoj	prononco
level	ni povas komenci ~	nous pouvons commencer ~	we can start ~	grupo	alternativoj	prononco
level	en la vagonaro	dans le train	in the train	grupo	alternativoj	prononco
level	jam en la vagonaro	déjà dans le train	already in the train	grupo	alternativoj	prononco
level	ni nenion faros	nous ne ferons rien	we won't do anything	grupo	alternativoj	prononco
level	per aŭto	en voiture	by car	grupo	alternativoj	prononco
level	ni veturos per ~	nous passerons par ~	we will drive by ~	grupo	alternativoj	prononco
level	veturos per aŭto	je conduirai une voiture	will drive a car	grupo	alternativoj	prononco
level	mi havas sekreton	j'ai un secret	I have a secret	grupo	alternativoj	prononco
level	mia riĉa onklo	mon oncle riche	my rich uncle	grupo	alternativoj	prononco
level	mia deziro	mon souhait	my wish	grupo	alternativoj	prononco
level	plenumis mian deziron	exaucé mon souhait	fulfilled my wish	grupo	alternativoj	prononco
level	donis al ni	nous a donné	gave us	grupo	alternativoj	prononco
level	sian aŭton	sa voiture	his car	grupo	alternativoj	prononco
level	kaj donis al ni sian aŭton	et nous a donné sa voiture	and gave us his car	grupo	alternativoj	prononco
level	por uzo	pour utilisation	for use	grupo	alternativoj	prononco
level	ĝi staras antaŭ ~	il se tient devant ~	it stands before ~	grupo	alternativoj	prononco
level	staras antaŭ la domo	se tient devant la maison	stands in front of the house	grupo	alternativoj	prononco
level	mi devas diri ~	Je dois dire ~	I have to say ~	grupo	alternativoj	prononco
level	nenion diru	ne dis rien	don't say anything	grupo	alternativoj	prononco
level	ni eksidu	asseyons nous	let's sit down	grupo	alternativoj	prononco
level	eksidu en la aŭton	Monte dans la voiture	get in the car	grupo	alternativoj	prononco
level	veturi al ~	conduire à ~	to drive to ~	grupo	alternativoj	prononco
level	kaj veturu al Italio	et conduire en Italie	and drive to Italy	grupo	alternativoj	prononco
level	sidis en la aŭto	assis dans la voiture	sat in the car	grupo	alternativoj	prononco
level	ankaŭ la vestaĵoj	aussi les vêtements	also the clothes	grupo	alternativoj	prononco
level	~ estis en la aŭto	~ était dans la voiture	~ was in the car	grupo	alternativoj	prononco
level	ankoraŭ sidadis kaj atendis	je suis toujours assis et j'attends	still sat and waited	grupo	alternativoj	prononco
level	sed li atendis	mais il a attendu	but he waited	grupo	alternativoj	prononco
level	kial ni ne ~ ?	pourquoi pas ~ ?	why don't we ~ ?	grupo	alternativoj	prononco
level	kial ni ne ekveturas?	pourquoi ne commençons-nous pas à conduire ?	why don't we start driving?	grupo	alternativoj	prononco
level	ankaŭ mi havas ~	J'ai ~ aussi	I have ~ too	grupo	alternativoj	prononco
level	veturigus la aŭton	conduirait la voiture	would drive the car	grupo	alternativoj	prononco
level	sed mi ne scias ~	mais je ne sais pas ~	but I don't know ~	grupo	alternativoj	prononco
level	mi neniam lernis tion	Je n'ai jamais appris ça	I never learned that	grupo	alternativoj	prononco
level	mi kredus ~	je croirais ~	I would believe ~	grupo	alternativoj	prononco
level	se mi estus sana	si j'étais en bonne santé	if I were healthy	grupo	alternativoj	prononco
level	mi estus tre feliĉa	je serais très content	I would be very happy	grupo	alternativoj	prononco
level	kvazaŭ vi estus riĉulo	comme si tu étais riche	as if you were rich	grupo	alternativoj	prononco
level	vi sidas tie kvazaŭ vi estus riĉulo	tu es assis là comme si tu étais un homme riche	you sit there as if you were a rich man	grupo	alternativoj	prononco
level	kvazaŭa lernejo	école présumée	alleged school	grupo	alternativoj	prononco
level	kvazaŭ riĉulo	comme un homme riche	like a rich man	grupo	alternativoj	prononco
level	vi sidas tie kvazaŭ riĉulo	tu es assis là comme un homme riche	you sit there like a rich man	grupo	alternativoj	prononco
level	tiom da mono	tellement d'argent	so much money	grupo	alternativoj	prononco
level	tiom da mono kiom da ideoj	autant d'argent que d'idées	as much money as ideas	grupo	alternativoj	prononco
level	se mi havus tiom da mono	si j'avais autant d'argent	if I had that much money	grupo	alternativoj	prononco
level	mi vojaĝadus	je voyagerais	I would travel	grupo	alternativoj	prononco
level	ĉirkaŭ la mondo	autour du monde	around the world	grupo	alternativoj	prononco
level	en ĉiu vortaro	dans chaque dictionnaire	in every dictionary	grupo	alternativoj	prononco
level	mankas io	quelque chose manque	something is missing	grupo	alternativoj	prononco
level	mankas kelkaj vortoj	il manque quelques mots	some words are missing	grupo	alternativoj	prononco
level	homo, kiu longe parolis	un homme qui a longuement parlé	a man who spoke at length	grupo	alternativoj	prononco
level	ĉe la manĝotablo	à la table à manger	at the dining table	grupo	alternativoj	prononco
level	homo, kiu rakontas, restos malsata	une personne qui dit restera affamée	a person who tells will remain hungry	grupo	alternativoj	prononco
level	rakontadas ĉe la manĝo tablo	n'arrête pas de raconter à table	keeps telling at the dining table	grupo	alternativoj	prononco
level	li devis atenti ~	il devait faire attention à ~	he had to pay attention to ~	grupo	alternativoj	prononco
level	ne rajtis ~	n'était pas autorisé à ~	was not allowed to ~	grupo	alternativoj	prononco
level	rajtis resti	a été autorisé à rester	was allowed to stay	grupo	alternativoj	prononco
level	ne rajtis longe resti	n'était pas autorisé à rester longtemps	was not allowed to stay long	grupo	alternativoj	prononco
level	resti ekstere en pluvo	rester dehors sous la pluie	to stay out in the rain	grupo	alternativoj	prononco
level	tial li malvarmumis	c'est pour ça qu'il a attrapé froid	that's why he caught a cold	grupo	alternativoj	prononco
level	li havas sian klaran ideon	il a sa propre idée claire	he has his own clear idea	grupo	alternativoj	prononco
level	sed li kredos ĉion	mais il croira tout	but he will believe everything	grupo	alternativoj	prononco
level	ĉion, kion vi diros	peu importe ce que tu dis	whatever you say	grupo	alternativoj	prononco
level	kvazaŭ vi estus lia edzino	comme si tu étais sa femme	as if you were his wife	grupo	alternativoj	prononco
level	viaj gepatroj	tes parents	your parents	grupo	alternativoj	prononco
level	ĝojigi viajn gepatrojn	pour rendre tes parents heureux	to make your parents happy	grupo	alternativoj	prononco
level	kio povus ĝojigi ~ ?	qu'est-ce qui pourrait s'il te plaît ~ ?	what could please ~ ?	grupo	alternativoj	prononco
level	kio povus plej ĝojigi viajn gepatrojn?	qu'est-ce qui pourrait rendre tes parents le plus heureux ?	what could make your parents the most happy?	grupo	alternativoj	prononco
level	post la lernado	après l'apprentissage	after the learning	grupo	alternativoj	prononco
level	almenaŭ post la lernado	au moins après l'apprentissage	at least after the learning	grupo	alternativoj	prononco
level	en la urbocentron	dans le centre-ville	into the city center	grupo	alternativoj	prononco
level	se vi irus kun mi	si tu voulais venir avec moi	if you would go with me	grupo	alternativoj	prononco
