B.uk content.tsv
Level	Esperanto	uk	en-us	Grupo	Alternativoj	Pronoco
level	la prezidanto de TEJO diros kelkajn vortojn	президент TEJO скаже кілька слів	the president of TEJO will say a few words	grupo	alternativoj	prononco
level	la temon de la kongreso	тема конгресу	the theme of the congress	grupo	alternativoj	prononco
level	ŝajnas, verŝajne	здається, мабуть	it seems, probably	grupo	alternativoj	prononco
level	iu de LKK verŝajne prezentos la temon de la kongreso	мабуть хтось із ЛКК представить тему з'їзду	someone from LKK will probably present the topic of the congress	grupo	alternativoj	prononco
level	ĉiu IJK havas sian temon	кожен IJK має свою тему	each IJK has its theme	grupo	alternativoj	prononco
level	mi esperas ke estos iom da muziko ankaŭ	Сподіваюся, буде й музика	I hope there will be some music as well	grupo	alternativoj	prononco
level	bone, kie ĝi okazos?	ну де це буде проходити?	well, where will it take place?	grupo	alternativoj	prononco
level	en la granda prelegejo	у великій лекційній залі	in the great lecture hall	grupo	alternativoj	prononco
level	kiel trovi tiun?	як це знайти?	how to find that?	grupo	alternativoj	prononco
level	kiam vi eliras tiun ĉi ejon	коли ви покинете це місце	when you leave this place	grupo	alternativoj	prononco
level	iru dekstren ĝis la fino de la konstruaĵo	йдіть прямо до кінця будівлі	go right to the end of the building	grupo	alternativoj	prononco
level	dum eble 100 metroj	може на 100 метрів	for maybe 100 meters	grupo	alternativoj	prononco
level	dekstren denove, rekten dum eble 100 metroj	знову праворуч, прямо на 100 метрів	right again, straight for maybe 100 meters	grupo	alternativoj	prononco
level	kaj estas flava domo	а там жовтий будинок	and there is a yellow house	grupo	alternativoj	prononco
level	je la maldekstra flanko de la vojo	на лівій стороні дороги	on the left side of the road	grupo	alternativoj	prononco
level	ŝildoj pri ĉiuj ejoj de IJK	вивіски про всі сайти IJK	signs about all IJK sites	grupo	alternativoj	prononco
level	en ĝi, vi trovos ŝildojn pri ĉiuj ejoj de IJK	в ньому ви знайдете таблички про всі сайти IJK	in it, you will find signs about all IJK sites	grupo	alternativoj	prononco
level	mi sendos mesaĝon per poŝtelefono	Надішлю повідомлення на мобільний телефон	I will send a message by mobile phone	grupo	alternativoj	prononco
level	se mi ne trovos	якщо не знайду	if I don't find it	grupo	alternativoj	prononco
level	ha, bona ideo, ĝis tie!	о, гарна ідея, побачимось там!	oh, good idea, see you up there!	grupo	alternativoj	prononco
level	en la prelegejo	в лекційній аудиторії	in the lecture hall	grupo	alternativoj	prononco
level	gardanĝeloj? ĉu vi ŝercas?	ангели охоронці? ти жартуєш?	guardian angels? are you kidding?	grupo	alternativoj	prononco
level	prezidanto de TEJO	президент TEJO	president of TEJO	grupo	alternativoj	prononco
level	fine mi deziras al vi ĉiuj amuzan semajnon	нарешті я бажаю вам усім веселого тижня	finally I wish you all a fun week	grupo	alternativoj	prononco
level	laŭ la lastaj informoj	за останньою інформацією	according to the latest information	grupo	alternativoj	prononco
level	ni estas 423 ĉi tie de 38 landoj	нас тут 423 з 38 країн	we are 423 here from 38 countries	grupo	alternativoj	prononco
level	mi deziras fruktodonan kaj amuzegan IJK-semajnon	Бажаю вам плідного та веселого тижня IJK	I wish you a fruitful and great fun IJK week	grupo	alternativoj	prononco
level	koran bonvenon nome de la TEJO-estraro	теплий прийом від імені правління TEJO	a warm welcome, on behalf of the TEJO board	grupo	alternativoj	prononco
level	post granda aplaŭdo	після бурхливих оплесків	after a big round of applause	grupo	alternativoj	prononco
level	ĉu vi sukcesis resti veka?	тобі вдалося не спати?	did you manage to stay awake?	grupo	alternativoj	prononco
level	jes, ĉefe pro mia malsato	так, в основному через мій голод	yes, mainly because of my hunger	grupo	alternativoj	prononco
level	ne, mi ŝercas, estis interese aŭdi	ні, я жартую. цікаво було почути	no, I'm kidding. it was interesting to hear	grupo	alternativoj	prononco
level	estis interese aŭdi iom pri la agado	було цікаво почути трохи про діяльність	was interesting to hear a little about the activity	grupo	alternativoj	prononco
level	aŭdi pri la agado kaj strukturo de la movado	почути про діяльність і структуру руху	to hear about the activity and structure of the movement	grupo	alternativoj	prononco
level	TEJO-kunsido interesos vin	сесія TEJO вас зацікавить	a TEJO session will interest you	grupo	alternativoj	prononco
level	eble iu el la TEJO-kunsidoj povas interesi vin	можливо, деякі з сесій TEJO можуть бути вам цікаві	maybe some of the TEJO sessions may be interesting to you	grupo	alternativoj	prononco
level	jes eble	так, можливо	yes maybe	grupo	alternativoj	prononco
level	mi provos	я спробую	I will try	grupo	alternativoj	prononco
level	provos ĉeesti	спробую взяти участь	will try to attend	grupo	alternativoj	prononco
level	mi provos ĉeesti	Я постараюся бути присутнім	I will try to attend	grupo	alternativoj	prononco
level	ĉeesti unu	відвідати один	to attend one	grupo	alternativoj	prononco
level	ĉeesti por vidi	відвідати, щоб побачити	attend to see	grupo	alternativoj	prononco
level	iun tagon	одного дня (колись)	one day (someday)	grupo	alternativoj	prononco
level	mi provos iun tagon	Одного разу спробую	I will try one day	grupo	alternativoj	prononco
level	iun tagon ĉeesti	один день для участі	one day to attend	grupo	alternativoj	prononco
level	ĉeesti iun tagon por vidi	відвідати колись, щоб побачити	attend someday to see	grupo	alternativoj	prononco
level	mi provos iun tagon ĉeesti unu por vidi	Я спробую одного дня відвідати один, щоб побачити	I will try one day to attend one to see	grupo	alternativoj	prononco
level	kio estas tio?	що це?	what is that?	grupo	alternativoj	prononco
level	kio estas tio pri ~	про що це ~	what is that about ~	grupo	alternativoj	prononco
level	gard-anĝelo	ангел-охоронець	a guard angel	grupo	alternativoj	prononco
level	tio pri "gardanĝelo"	що про &quot;янгола-охоронця&quot;	that about "guard angel"	grupo	alternativoj	prononco
level	sed kio estas	але що є	but what is	grupo	alternativoj	prononco
level	sed kio estas tio pri "gardanĝelo"?	але що це за &quot;янгол-охоронець&quot;?	but what is that about a "guardian angel"?	grupo	alternativoj	prononco
level	ĉu ŝerco?	жарт?	a joke?	grupo	alternativoj	prononco
level	ĉu malbona ŝerco?	поганий жарт?	a bad joke?	grupo	alternativoj	prononco
level	malbona ŝerco	поганий жарт	bad joke	grupo	alternativoj	prononco
level	iu ŝerco	якийсь жарт	some joke	grupo	alternativoj	prononco
level	iu malbona ŝerco	якийсь поганий жарт	some bad joke	grupo	alternativoj	prononco
level	ĉu iu malbona ŝerco?	(це) поганий жарт?	(is that) some bad joke?	grupo	alternativoj	prononco
level	mi ŝercas	я жартую	I'm joking	grupo	alternativoj	prononco
level	ne, mi ŝercas	ні, я жартую	no, I'm kidding	grupo	alternativoj	prononco
level	estis interese aŭdi	цікаво було почути	it was interesting to hear	grupo	alternativoj	prononco
level	kiel kontakti ~	як зв'язатися ~	how to contact ~	grupo	alternativoj	prononco
level	kaj kiel kontakti tiujn anĝelojn?	і як зв'язатися з тими ангелами?	and how to contact those angels?	grupo	alternativoj	prononco
level	per iu IJK-preĝo eble	з молитвою IJK можливо	with some IJK prayer maybe	grupo	alternativoj	prononco
level	provu! se ne funkcias vi povas iri al ~	Спробуй це! якщо це не працює, ви можете перейти до ~	try it! if it doesn't work you can go to ~	grupo	alternativoj	prononco
level	vi povas iri al la ĉambro "La ĉielo" post la tagmanĝo	Ви можете піти в кімнату &quot;Небо&quot; після обіду	you can go to the room "The sky" after lunch	grupo	alternativoj	prononco
level	bonege, unue manĝo, poste ĉielen	чудово, спочатку їжа, потім рай	great, first food, then heaven	grupo	alternativoj	prononco
level	unue manĝo, poste ĉielen al la anĝelinoj	спочатку їжа, потім на небо до ангелів	first food, then in the sky to the angels	grupo	alternativoj	prononco
level	maltro da manĝo	#REF!	#REF!	grupo	alternativoj	prononco
level	post iom maltro da manĝo	після трохи менше їжі	after a little less food	grupo	alternativoj	prononco
level	Kabe iras al la ĉambro "La ĉielo"	Кабе йде в кімнату &quot;небо&quot;	Kabe goes to the room "the sky"	grupo	alternativoj	prononco
level	saluton. ĉu estas via unua IJK?	привіт, це твій перший IJK?	hello, is it your first IJK?	grupo	alternativoj	prononco
level	bone. mi tre ĝojas. mi estas Jesi	в порядку. Я дуже радий. Я Джезі	ok. I am very glad. I'm Jesi	grupo	alternativoj	prononco
level	kaj tiu ĉi estas jam mia sesa IJK	і це вже мій шостий IJK	and this is already my sixth IJK	grupo	alternativoj	prononco
level	jen estas papero kun kelkaj demandoj	ось документ із деякими запитаннями	here is a paper with some questions	grupo	alternativoj	prononco
level	papero kun demandoj kaj taskoj	папір із запитаннями та завданнями	paper with questions and tasks	grupo	alternativoj	prononco
level	kelkaj demandoj kaj taskoj rilate al la kongreso	деякі питання та завдання, пов'язані з конгресом	some questions and tasks related to the congress	grupo	alternativoj	prononco
level	vi provu solvi ilin	ви намагаєтеся їх вирішити	you try to solve them	grupo	alternativoj	prononco
level	mi proponas ke vi provu solvi ilin	Пропоную спробувати їх розгадати	I suggest you try to solve them	grupo	alternativoj	prononco
level	kun Ana de Pollando, Boris de Germanio kaj Nacuko de Japanio	з Аною з Польщі, Борисом з Німеччини та Нацуко з Японії	with Ana from Poland, Boris from Germany and Natsuko from Japan	grupo	alternativoj	prononco
level	nur voku min se vi bezonos helpon	просто подзвони мені, якщо тобі потрібна допомога	just call me if you need help	grupo	alternativoj	prononco
level	poste en la libroservo	пізніше в книжковій службі	later in the book service	grupo	alternativoj	prononco
level	kiel do estis en la ĉielo?	то як було на небі?	so how was it in heaven?	grupo	alternativoj	prononco
level	mi fakte renkontis veran anĝelinon!	Я насправді зустрів справжнього ангела!	I actually met a real angel!	grupo	alternativoj	prononco
level	ĉielece, mi pensas ke mi fakte renkontis veran anĝelinon!	боже, я думаю, що я справді зустрів справжнього ангела!	heavenly, I think I actually met a real angel!	grupo	alternativoj	prononco
level	mirinde bela kaj afabla ŝi estis	вона була дивовижно красива і добра	she was amazingly beautiful and kind	grupo	alternativoj	prononco
level	ho, Dio mia! kaj kio estas ŝia nomo?	Боже мій! і як її звати?	oh my god! and what is her name?	grupo	alternativoj	prononco
level	aj, mi jam forgesis!	ой, я вже забув!	oh, I already forgot!	grupo	alternativoj	prononco
level	pli kaj pli ebriiĝas	все більше напивається	more and more gets drunk	grupo	alternativoj	prononco
level	en la trinkejo, Kabe pli kaj pli ebriiĝas	у барі Кабе напивається все більше і більше	in the bar, Kabe gets more and more drunk	grupo	alternativoj	prononco
level	ĉu ankaŭ la trinkejestro?	бармен теж?	is the bartender too?	grupo	alternativoj	prononco
level	unu bieron mi petas	одне пиво, будь ласка	one beer please	grupo	alternativoj	prononco
level	ĝi kostas 1 eŭron	коштує 1 євро	it costs 1 euro	grupo	alternativoj	prononco
level	ĉu vi ŝatus ankaŭ ion alian?	ти теж хочеш щось інше?	would you like something else too?	grupo	alternativoj	prononco
level	ne dankon, biero sufiĉas por mi	ні, дякую, мені достатньо пива	no thanks, beer is enough for me	grupo	alternativoj	prononco
level	ĉu vere? kio pri vodko, labambo kaj inoj?	насправді? а як же горілка, лабамба і самки?	really? what about vodka, labamba and females?	grupo	alternativoj	prononco
level	nu, kial ne	ну чому б і ні	well, why not	grupo	alternativoj	prononco
level	laŭdire ĝi estas amuza	кажуть, що весело	it is said to be fun	grupo	alternativoj	prononco
level	mi ankoraŭ ne dancis labambon, sed laŭdire ĝi estas amuza	Я ще не танцював лабамбу, але мені сказали, що це весело	I haven't danced the labamba yet, but I'm told it's fun	grupo	alternativoj	prononco
level	dum la kantaĵo "La Bamba" homoj dancas	під час пісні «La Bamba» люди танцюють	during the song "La Bamba" people dance	grupo	alternativoj	prononco
level	homoj dancas en granda rondo	люди танцюють у великому колі	people dance in a big circle	grupo	alternativoj	prononco
level	kaj ene de tiu rondo dancas aliaj homoj	і в цьому колі інші люди танцюють	and within that circle other people dance	grupo	alternativoj	prononco
level	funkcias tiel ke ~	працює так, що ~	works so that ~	grupo	alternativoj	prononco
level	funkcias tiel ke homoj dancas en granda rondo	працює так, що люди танцюють у великому колі	works so that people dance in a big circle	grupo	alternativoj	prononco
level	dancas en granda rondo kaj ene de tiu rondo	танцює у великому колі і в ньому	dances in a big circle and within that circle	grupo	alternativoj	prononco
level	homoj dancas kaj dancas aliaj homoj	люди танцюють і інші люди танцюють	people dance and other people dance	grupo	alternativoj	prononco
level	tiuj dancantaj ene de la rondo	тих, хто танцює в колі	those who dance within the circle	grupo	alternativoj	prononco
level	tiuj dancantoj elektas dancanton de la rondo	ті, хто танцює, вибирають танцюриста з кола	those who dance choose a dancer from the circle	grupo	alternativoj	prononco
level	elektas dancanton kaj kisas ŝin aŭ lin	вибирає танцівницю і цілує її або його	chooses a dancer and kisses her or him	grupo	alternativoj	prononco
level	kisas ŝin aŭ lin tri-foje sur la vangoj	цілує її чи його тричі в щоки	kisses her or him three times on the cheeks	grupo	alternativoj	prononco
level	elektas dancanton kaj kisas sur la vangoj	вибирає танцюриста і цілує в щоки	chooses a dancer and kisses on the cheeks	grupo	alternativoj	prononco
level	elektas dancanton de la rondo kaj kisas	вибирає танцюриста з кола і цілує	chooses a dancer from the circle and kisses	grupo	alternativoj	prononco
level	poste ili ŝanĝas lokon	потім вони міняються місцями	then they change places	grupo	alternativoj	prononco
level	kisas, kisanto, kisito, kisonto, kisoto	поцілунки, цілуюча людина, поцілована людина, людина, яка буде цілувати, людина, яку будуть цілувати	kisses, a kissing person, a kissed person, a person who will kiss, a person who will be kissed	grupo	alternativoj	prononco
level	kaj la kisito iĝas kisonto	і поцілований стає людиною, яка буде цілувати	and the kissed becomes a person who will kiss	grupo	alternativoj	prononco
level	tiuj dancantoj elektas kaj poste ili ŝanĝas lokon	ті танцюристи вибирають, а потім міняються місцями	those dancers choose and then they change places	grupo	alternativoj	prononco
level	la kisinto nun estas kisoto	людина, яка цілувала, тепер є людиною, яку будуть цілувати	the person who kissed is now a person who will be kissed	grupo	alternativoj	prononco
level	tre facile, ĉu ne?	дуже легко, правда?	very easy, right?	grupo	alternativoj	prononco
level	nu, mi esperas ke estas ~	добре, я сподіваюся, що це ~	well, I hope it is ~	grupo	alternativoj	prononco
level	pli facile en la praktiko	легше на практиці	more easily in practice	grupo	alternativoj	prononco
level	esperas ke estas pli facile	сподіваюся, що легше	hopes it's easier	grupo	alternativoj	prononco
level	estas pli facile en la praktiko	це простіше на практиці	it's easier in practice	grupo	alternativoj	prononco
level	mi provos iam	Якось спробую	I will try sometime	grupo	alternativoj	prononco
level	sed unue la bieron!	але спочатку пиво!	but first the beer!	grupo	alternativoj	prononco
level	mi provos iam, sed unue la bieron!	Одного разу спробую, але спочатку пиво!	I'll try one day, but first the beer!	grupo	alternativoj	prononco
level	saĝa knabo	розумний хлопчик	a smart boy	grupo	alternativoj	prononco
level	vi, kiu konas preskaŭ ĉiujn	ти знаєш майже всіх	you who know almost everyone	grupo	alternativoj	prononco
level	konas preskaŭ ĉiujn ĉi tie	тут майже всіх знає	knows almost everyone here	grupo	alternativoj	prononco
level	ĉu vi scias kiu estas la knabino	ти знаєш хто ця дівчина?	do you know who the girl is?	grupo	alternativoj	prononco
level	la knabino kiu kunordigis	дівчина, яка координувала	the girl who coordinated	grupo	alternativoj	prononco
level	la knabino kiu kunordigis la ’gardanĝelojn’	дівчина, яка координувала «янголів-охоронців»	the girl who coordinated the 'guardian angels'	grupo	alternativoj	prononco
level	vi verŝajne pensas pri Jesi	ти, мабуть, думаєш про Джесі	you are probably thinking of Jesi	grupo	alternativoj	prononco
level	jes, ĝuste!	так, правильно!	yes, that's right!	grupo	alternativoj	prononco
level	mi memoras ke mi aŭdis	Пам'ятаю, що чув	I remember that I heard	grupo	alternativoj	prononco
level	nun mi memoras ke ~	тепер я пам'ятаю це ~	now I remember that ~	grupo	alternativoj	prononco
level	memoras ke mi aŭdis ŝian nomon	пам'ятаю, що я чув її ім'я	remember that I heard her name	grupo	alternativoj	prononco
level	laŭ mi	на мою думку	in my opinion	grupo	alternativoj	prononco
level	ŝi estas stranga persono	вона дивна людина	she is a strange person	grupo	alternativoj	prononco
level	laŭ mi ŝi estas stranga persono	як на мене, вона дивна людина	in my opinion she is a strange person	grupo	alternativoj	prononco
level	tute ne trinkas bieron	пиво взагалі не п'є	doesn't drink beer at all	grupo	alternativoj	prononco
level	kaj ne manĝas viandon	і не їсть м'яса	and does not eat meat	grupo	alternativoj	prononco
level	ŝajnas ke ~	здається, що ~	it seems that ~	grupo	alternativoj	prononco
level	ŝia sola intereso estas ~	її єдиний інтерес ~	her only interest is ~	grupo	alternativoj	prononco
level	sola intereso estas Esperanto-agado	єдиний інтерес - це есперанто	only interest is Esperanto activity	grupo	alternativoj	prononco
level	ŝajnas ke ŝia sola intereso estas Esperanto	здається, що її цікавить лише есперанто	it seems that her only interest is Esperanto	grupo	alternativoj	prononco
level	sed ŝi estas tre bela	але вона дуже красива	but she is very beautiful	grupo	alternativoj	prononco
level	estas tre bela kaj afabla	дуже гарний і добрий	is very beautiful and kind	grupo	alternativoj	prononco
level	tre bela kaj afabla laŭ mi	дуже гарний і добрий, як на мене	very nice and kind in my opinion	grupo	alternativoj	prononco
level	eble vi pravas	можливо ти маєш рацію	maybe you are right	grupo	alternativoj	prononco
level	eble vi pravas pri tio	можливо ти маєш рацію щодо цього	maybe you are right about that	grupo	alternativoj	prononco
level	preskaŭ neniam estas en la trinkejo	майже ніколи не буває в барі	is almost never in the bar	grupo	alternativoj	prononco
level	ŝi preskaŭ neniam estas ~	вона майже ніколи ~	she is almost never ~	grupo	alternativoj	prononco
level	ne renkontas ŝin ofte	не зустрічайся з нею часто	don't meet her often	grupo	alternativoj	prononco
level	mi ne renkontas ofte	Я не часто зустрічаюся	I don't meet often	grupo	alternativoj	prononco
level	kaj do mi ne renkontas ŝin ofte	і тому я нечасто з нею зустрічаюся	and so I don't meet her often	grupo	alternativoj	prononco
level	fajfas pri tiaj homoj	свистить про таких людей	whistles about such people	grupo	alternativoj	prononco
level	fakte, mi tute fajfas	власне, я зовсім свистю	in fact, I'm totally whistling	grupo	alternativoj	prononco
level	mi komprenas ~	Я розумію ~	I understand ~	grupo	alternativoj	prononco
level	tiel parolas vera trinkejestro	так розмовляє справжній бармен	that's how a real bartender talks	grupo	alternativoj	prononco
level	prave. je via sano!	правильно, так на здоров'я!	rightly, so to your health!	grupo	alternativoj	prononco
level	je via sano! ho, bonega biero	на здоров'я! о, чудове пиво	to your health! oh, great beer	grupo	alternativoj	prononco
level	kompreneble. estis ja mi kiu elektis ĝin	звичайно, це я вибрав	of course, I was the one who chose it	grupo	alternativoj	prononco
level	ĉu vi havas ideon?	маєш якусь ідею?	do you have any idea?	grupo	alternativoj	prononco
level	kie eblus trovi tiun strangan knabinon?	де можна знайти ту дивну дівчину?	where would it be possible to find that strange girl?	grupo	alternativoj	prononco
level	trovi tiun strangan sed tre belan knabinon	знайти цю дивну, але дуже красиву дівчину	to find that strange but very beautiful girl	grupo	alternativoj	prononco
level	ideo kie eblus trovi ~	ідея, де це можна знайти ~	idea where it could be found ~	grupo	alternativoj	prononco
level	havas ideon kie eblus trovi ~	має ідею, де можна було б знайти ~	has an idea where it would be possible to find ~	grupo	alternativoj	prononco
level	tutcerte en la Gufujo	обов'язково в чайній (Owlery)	definitely in the tea launge(Owlery)	grupo	alternativoj	prononco
level	tiaj homoj konstante sidas	такі люди постійно сидять	such people are constantly sitting	grupo	alternativoj	prononco
level	konstante sidas tie teumante	постійно сидить і п'є чай	is constantly sitting there drinking tea	grupo	alternativoj	prononco
level	kia teda vivo!	яке нудне життя!	what a tedious life!	grupo	alternativoj	prononco
level	Gufujo, estas trankvila ejo	чайна лаунж (Owlery), тихе місце	the tea launge(Owlery), is a quiet place	grupo	alternativoj	prononco
level	trankvila ejo kie eblas trinki teon	тихе місце де можна випити чаю	a quiet place where you can drink tea	grupo	alternativoj	prononco
level	trinki teon, babili, aŭskulti trankvilan muzikon	пити чай, спілкуватися, слухати спокійну музику	drink tea, chat, listen to quiet music	grupo	alternativoj	prononco
level	aŭskulti trankvilan muzikon kaj simile	слухати тиху музику тощо	listening to quiet music and the like	grupo	alternativoj	prononco
level	vi trovos ĝin fine de la koridoro	ви знайдете його в кінці коридору	you will find it at the end of the corridor	grupo	alternativoj	prononco
level	fine de la koridoro ekster la trinkejo	в кінці коридору за баром	at the end of the corridor outside the bar	grupo	alternativoj	prononco
level	vi ne povas porti vian bieron	ти не можеш нести своє пиво	you can't carry your beer	grupo	alternativoj	prononco
level	porti vian bieron tien	візьми своє пиво туди	take your beer there	grupo	alternativoj	prononco
level	sed vi ne povas porti vian bieron tien	але ви не можете взяти своє пиво там	but you can't take your beer there	grupo	alternativoj	prononco
level	vere estas ujo de gufoj!	це справді місце для сов!	it really is a place for owls!	grupo	alternativoj	prononco
level	al la dancejo unue	спочатку на танцпол	to the dance floor first	grupo	alternativoj	prononco
level	eble mi iru unue	можливо мені варто піти першим	maybe I should go first	grupo	alternativoj	prononco
level	mi iru al la dancejo unue	дозволь мені спочатку піти на танцмайданчик	let me go to the dance floor first	grupo	alternativoj	prononco
level	la venonta persono!	наступна людина!	next person!	grupo	alternativoj	prononco
level	kion vi volas kara?	що ти хочеш любий	what do you want dear	grupo	alternativoj	prononco
level	ĉu estas libera loko?	є вільне місце?	is there a free place?	grupo	alternativoj	prononco
level	jes, certe	так звичайно	yes, for sure	grupo	alternativoj	prononco
level	tre agrable ĉi tie	дуже гарно тут	very nice here	grupo	alternativoj	prononco
level	ĉi tie en la gufujo	тут, у чайній (сововині)	here in the tea launge(owlery)	grupo	alternativoj	prononco
level	mi bezonas iom da trankvilo	Мені потрібен спокій	I need some tranquility	grupo	alternativoj	prononco
level	post tre streĉa tago	після дуже напруженого дня	after a very stressful day	grupo	alternativoj	prononco
level	trankvilo post streĉa tago	спокій після напруженого дня	tranquility after a stressful day	grupo	alternativoj	prononco
level	la etoso en gufujo	атмосфера в чайній лаунжі (сововині)	the atmosphere in a tea launge(owlery)	grupo	alternativoj	prononco
level	~ estas tre bona kontrasto	~ дуже хороший контраст	~ is a very good contrast	grupo	alternativoj	prononco
level	kontrasto al la aliaj okazaĵoj	на відміну від інших подій	contrast to the other events	grupo	alternativoj	prononco
level	la aliaj okazaĵoj dum IJK	інші події під час IJK	the other events during IJK	grupo	alternativoj	prononco
level	la etoso estas kontrasto al la aliaj okazaĵoj	атмосфера контрастує з іншими подіями	the atmosphere is a contrast to the other events	grupo	alternativoj	prononco
level	estas tre bona kontrasto, ĉu ne?	це дуже хороший контраст, чи не так?	it's a very good contrast, isn't it?	grupo	alternativoj	prononco
level	jes, mallaŭta muziko	так, тиха музика	yes, soft music	grupo	alternativoj	prononco
level	mallaŭta muziko, trankvila babilado	тиха музика, спокійна розмова	soft music, quiet conversation	grupo	alternativoj	prononco
level	trankvila babilado kaj iu interesa teo	тиха розмова та цікавий чай	quiet chat and some interesting tea	grupo	alternativoj	prononco
level	perfekte por rehavi fortojn	ідеально підходить для відновлення сил	perfect for regaining strength	grupo	alternativoj	prononco
level	vi ŝajnas ege laca	ти виглядаєш дуже втомленим	you seem extremely tired	grupo	alternativoj	prononco
level	kion vi faris dum la tuta tago?	що ти робив цілий день?	what did you do all day?	grupo	alternativoj	prononco
level	unue mi faris afiŝon	спочатку я зробив пост	first I made a post	grupo	alternativoj	prononco
level	afiŝo por la morgaŭaj ekskursoj	пост для завтрашніх екскурсій	post for tomorrow's excursions	grupo	alternativoj	prononco
level	mi faris afiŝon por ekskursoj	Зробив пост для екскурсій	I made a post for excursions	grupo	alternativoj	prononco
level	cetere, ĉu vi iros?	до речі, ти йдеш?	by the way, are you going?	grupo	alternativoj	prononco
level	iros al ekskurso	поїде на екскурсію	will go on an excursion	grupo	alternativoj	prononco
level	ĉu vi iros al iu ekskurso?	ти збираєшся на якусь екскурсію?	are you going on any excursion?	grupo	alternativoj	prononco
level	jes, al la granda akvofalo	так, до великого водоспаду	yes, to the great waterfall	grupo	alternativoj	prononco
level	kaj poste al ekspozicio	а потім на виставку	and then to an exhibition	grupo	alternativoj	prononco
level	ekspozicio pri moderna arto	виставка сучасного мистецтва	an exhibition on modern art	grupo	alternativoj	prononco
level	al akvofalo kaj poste al ekspozicio	до водоспаду, а потім на виставку	to a waterfall and then to an exhibition	grupo	alternativoj	prononco
level	bona elekto	хороший вибір	a good choice	grupo	alternativoj	prononco
level	ankaŭ mi iros tien	Я теж туди піду	I will go there too	grupo	alternativoj	prononco
level	ĉiukaze, mi gvidis diskutrondon	у всякому разі, я керував дискусійною групою	anyway, I led a discussion group	grupo	alternativoj	prononco
level	pendigi afiŝojn	розвішувати плакати	to hang posters	grupo	alternativoj	prononco
level	post la pendigado de la ekskursafiŝoj	після розвішування екскурсійних афіш	after the hanging of the excursion posters	grupo	alternativoj	prononco
level	diskutrondo kun la titolo "feminismo"	дискусійна група під назвою &quot;фемінізм&quot;	discussion group with the title "feminism"	grupo	alternativoj	prononco
level	gvidis diskuton kun la titolo "feminismo"	вів дискусію під назвою &quot;фемінізм&quot;	led a discussion with the title "feminism"	grupo	alternativoj	prononco
level	ĉu feminismo samas en diversaj landoj?	фемінізм однаковий у різних країнах?	is feminism the same in different countries?	grupo	alternativoj	prononco
level	interesa kaj vigla diskuto	цікава та жвава дискусія	interesting and lively discussion	grupo	alternativoj	prononco
level	estis tre interesa kaj vigla	було дуже цікаво та жваво	was very interesting and lively	grupo	alternativoj	prononco
level	dum la lastaj kvin horoj	за останні п'ять годин	for the last five hours	grupo	alternativoj	prononco
level	mi estis en longa kunsido	Я був на довгій сесії	I was in a long session	grupo	alternativoj	prononco
level	dum lastaj horoj mi estis en komitatkunsido	останні кілька годин я був на засіданні комітету	for the last few hours I have been in a committee meeting	grupo	alternativoj	prononco
level	en longa komitatkunsido	на довгому засіданні комітету	in a long committee meeting	grupo	alternativoj	prononco
level	vere estis tro longa	це дійсно було надто довго	it really was too long	grupo	alternativoj	prononco
level	la komitato finkunsidis	комісія завершила своє засідання	the committee has concluded its meeting	grupo	alternativoj	prononco
level	sed nun la komitato finis kunsidon	але зараз комітет закінчив засідання	but now the committee has finished the meeting	grupo	alternativoj	prononco
level	vere estis longa, sed nun finiĝis	це було дуже довго, але тепер це закінчилося	it was really long, but now it's over	grupo	alternativoj	prononco
level	ha, vi do estas komitatano?	о, значить ти член комітету?	oh, so you're a committee member?	grupo	alternativoj	prononco
level	la estraro de TEJO	правління TEJO	the board of TEJO	grupo	alternativoj	prononco
level	mi ankaŭ estas en la estraro	Я також у дошці	I'm also on the board	grupo	alternativoj	prononco
level	jes, mi ankaŭ estas ~	так, я теж ~	yes, I am too ~	grupo	alternativoj	prononco
level	ankaŭ estas en la estraro de TEJO	також входить до правління TEJO	is also on the board of TEJO	grupo	alternativoj	prononco
level	jes, kaj mi estas ~	так, і я ~	yes, and I'm ~	grupo	alternativoj	prononco
level	mi neniam estis aktiva	Я ніколи не був активним	I have never been active	grupo	alternativoj	prononco
level	tre aktiva en la movado	дуже активний у русі	very active in the movement	grupo	alternativoj	prononco
level	neniam estis aktiva en la movado	ніколи не був активним у русі	was never active in the movement	grupo	alternativoj	prononco
level	la ĉefa agado de TEJO	Основна діяльність TEJO	the main activity of TEJO	grupo	alternativoj	prononco
level	kio estas la ĉefa agado nun?	яка зараз основна діяльність?	what is the main activity now?	grupo	alternativoj	prononco
level	fakte kio estas la ĉefa agado?	насправді яка основна діяльність?	actually what is the main activity?	grupo	alternativoj	prononco
level	ĝi estas vasta	воно величезне	it is vast	grupo	alternativoj	prononco
level	plej diversaj kampoj	широкий вибір сфер	a wide variety of fields	grupo	alternativoj	prononco
level	en diversaj kampoj ni havas agadon	в різних сферах ми маємо активність	in various fields we have activity	grupo	alternativoj	prononco
level	seminarioj pri homaj rajtoj	семінари з прав людини	seminars on human rights	grupo	alternativoj	prononco
level	homaj rajtoj kaj interkulturaj rilatoj	права людини та міжкультурні відносини	human rights and intercultural relations	grupo	alternativoj	prononco
