A.vi-vn content.tsv
Level	Esperanto	vi-vn	en-us	Grupo	Alternativoj	Pronoco
level	pripensu dufoje, multfoje	suy nghĩ hai lần, nhiều lần	think twice, many times	grupo	alternativoj	prononco
level	kiu deprenis la libreton?	ai đã lấy cuốn sách xuống?	who took down the booklet?	grupo	alternativoj	prononco
level	kato, kiu nomiĝas Cezaro	một con mèo tên là Caesar	a cat named Caesar	grupo	alternativoj	prononco
level	kuko, kiu estas sur la tablo	một cái bánh ở trên bàn	a cake which is on the table	grupo	alternativoj	prononco
level	manĝu kukon, kiu estas sur la tablo	ăn cái bánh ở trên bàn	eat a cake that is on the table	grupo	alternativoj	prononco
level	fariĝis varmega kaj ruĝiĝis	trở nên nóng và đỏ mặt	became hot and blushed	grupo	alternativoj	prononco
level	patro volas, ke lia infano manĝu	một người cha muốn con mình ăn	a father wants his child to eat	grupo	alternativoj	prononco
level	en malgranda ĉambro	trong một căn phòng nhỏ	in a small room	grupo	alternativoj	prononco
level	ni loĝas en ~	chúng tôi đang sống ở ~	we live in ~	grupo	alternativoj	prononco
level	mi fariĝis maltrankvila	Tôi trở nên lo lắng	I became anxious	grupo	alternativoj	prononco
level	tiam, kiam mi vidis vin	vào thời điểm đó khi tôi nhìn thấy bạn	at that time when I saw you	grupo	alternativoj	prononco
level	ĉiuj rimarkis tion	mọi người đều nhận thấy rằng	everyone noticed that	grupo	alternativoj	prononco
level	tion, ke ŝi estas belega	sự thật là cô ấy xinh đẹp	the fact that she is beautiful	grupo	alternativoj	prononco
level	ĉu vi deziras, ke ~ ?	bạn có muốn điều đó không ~? (deziri)	do you want that ~ ? (deziri)	grupo	alternativoj	prononco
level	ke mi montru al vi	để tôi có thể cho bạn xem	that I may show you	grupo	alternativoj	prononco
level	ĉu vi deziras, ke mi montru?	bạn có muốn tôi cho xem không?	do you want me to show?	grupo	alternativoj	prononco
level	mian plej novan libron	cuốn sách mới nhất của tôi (mục tiêu)	my newest book (objective)	grupo	alternativoj	prononco
level	morgaŭ matene, kion vi volas?	sáng mai bạn muốn gì?	tomorrow morning, what do you want?	grupo	alternativoj	prononco
level	matenmanĝis malfrue	ăn sáng muộn	had breakfast late	grupo	alternativoj	prononco
level	kiam Marko alvenos?	khi nào Mark sẽ đến?	when will Mark arrive?	grupo	alternativoj	prononco
level	je la kvina aŭ je la oka horo	vào lúc năm hoặc tám giờ	at five or eight o'clock	grupo	alternativoj	prononco
level	kiam vi rimarkis, ke ~ ?	khi nào bạn nhận thấy điều đó ~?	when did you notice that ~ ?	grupo	alternativoj	prononco
level	la tuta familio nomas min bonfarulo	cả nhà gọi tôi là ân nhân	the whole family calls me a benefactor	grupo	alternativoj	prononco
level	utila por vi	hữu ích cho bạn	useful for you	grupo	alternativoj	prononco
level	ĉu la libreto estis utila?	cuốn sách nhỏ này có hữu ích không?	was the booklet useful?	grupo	alternativoj	prononco
level	tiu libreto, kiun mi sendis	tập sách nhỏ mà tôi đã gửi	the booklet, which I sent	grupo	alternativoj	prononco
level	matene dormis tre longe	vào buổi sáng đã ngủ rất lâu	in the morning slept for a long time	grupo	alternativoj	prononco
level	kiam li vidis la sunon	khi anh nhìn thấy mặt trời	when he saw the sun	grupo	alternativoj	prononco
level	subite li eksaltis	bỗng nhiên anh ấy nhảy lên	suddenly he jumped up	grupo	alternativoj	prononco
level	li estis ĉiam frua	anh ấy luôn đến sớm	he was always early	grupo	alternativoj	prononco
level	ĉiam li malfruas	anh ta lúc nào cũng muộn	he is always late	grupo	alternativoj	prononco
level	tiam, kiam li devas iri	vào thời điểm đó, khi anh ấy phải đi	at that time, when he has to go	grupo	alternativoj	prononco
level	iri al la lernejo	đi đến trường	to go to the school	grupo	alternativoj	prononco
level	li scias, ke ~	anh ấy biết, điều đó ~	he knows, that ~	grupo	alternativoj	prononco
level	li scias tion, ke ~	anh ấy biết sự thật, rằng ~	he knows the fact, that ~	grupo	alternativoj	prononco
level	tion, ke la instruisto malŝatas abelon	sự thật là giáo viên ghét ong	the fact that the teacher hates bees	grupo	alternativoj	prononco
level	scias tion, ke la instruisto malŝatas abelon	biết sự thật rằng giáo viên ghét ong	knows the fact that the teacher hates bees	grupo	alternativoj	prononco
level	scias, ke la instruisto malŝatas tion	biết rằng giáo viên ghét điều đó	knows that the teacher hates that	grupo	alternativoj	prononco
level	sed hodiaŭ li trinkis la kafon	nhưng hôm nay anh ấy đã uống cà phê	but today he drank the coffee	grupo	alternativoj	prononco
level	li rapide surmetas la vestaĵon	anh ấy nhanh chóng mặc quần áo	he quickly puts on the clothes	grupo	alternativoj	prononco
level	li ne volas malfrui	anh ấy không muốn đến muộn	he doesn't want to be late	grupo	alternativoj	prononco
level	rapidege kun la libroj en la mano	rất nhanh chóng với những cuốn sách trong tay	very quickly with the books in hand	grupo	alternativoj	prononco
level	poste li kuris kaj saltis	sau đó anh ta chạy và nhảy	later he ran and jumped	grupo	alternativoj	prononco
level	li kuris kaj saltis	anh ấy chạy và nhảy	he ran and jumped	grupo	alternativoj	prononco
level	laŭ la strato	dọc theo đường phố	along the street	grupo	alternativoj	prononco
level	la homoj rigardis lin	mọi người nhìn anh ấy	the people looked at him	grupo	alternativoj	prononco
level	rigardis lin kaj diris	nhìn anh và nói	looked at him and said	grupo	alternativoj	prononco
level	saĝa kaj malsaĝa	khôn ngoan và ngu ngốc	wise and foolish	grupo	alternativoj	prononco
level	kia malsaĝa knabo!	thật là một cậu bé ngu ngốc!	what a foolish boy!	grupo	alternativoj	prononco
level	estis antaŭ lernejo	đã ở trước một trường học	was in front of a school	grupo	alternativoj	prononco
level	baldaŭ	sớm	soon	grupo	alternativoj	prononco
level	li estis antaŭ ~	anh ấy đang ở trước mặt ~	he was in front of ~	grupo	alternativoj	prononco
level	iri kaj eniri	đi và vào	to go and to enter	grupo	alternativoj	prononco
level	li volis eniri	anh ấy muốn vào	he wanted to enter	grupo	alternativoj	prononco
level	eniri la lernejon	để vào trường	to enter into the school	grupo	alternativoj	prononco
level	sed tamen	nhưng tuy nhiên	but however	grupo	alternativoj	prononco
level	sed li ne povis	nhưng anh ấy không thể	but he couldn't	grupo	alternativoj	prononco
level	fermi kaj fermita	đóng và đóng	to close and closed	grupo	alternativoj	prononco
level	ĝi estis fermita	nó đã bị đóng cửa	it was closed	grupo	alternativoj	prononco
level	nek ~ nek ~	không ~ cũng không ~	neither ~ nor ~	grupo	alternativoj	prononco
level	nek instruisto nek gelernantoj	không phải là giáo viên cũng không phải học sinh nam và nữ	neither a teacher nor male-and-female students	grupo	alternativoj	prononco
level	vidis nek instruiston nek gelernantojn	không thấy giáo viên hay học sinh	saw neither a teacher nor students	grupo	alternativoj	prononco
level	sidi, eksidi	ngồi, được ngồi	to sit, to get sitted	grupo	alternativoj	prononco
level	eksidis	đã ngồi (đã ngồi)	got seated (had seated)	grupo	alternativoj	prononco
level	li eksidis	anh ấy đã ngồi	he got seated	grupo	alternativoj	prononco
level	kaj pensis	và nghĩ	and thought	grupo	alternativoj	prononco
level	kio okazis?	chuyện gì đã xảy ra vậy?	what did happen?	grupo	alternativoj	prononco
level	diable	đến mức khủng khiếp (như một con quỷ)	to the awful (like a devil)	grupo	alternativoj	prononco
level	damne	chết tiệt	dam it	grupo	alternativoj	prononco
level	memoras	nhớ lại	remembers	grupo	alternativoj	prononco
level	nun mi memoras	bây giờ tôi nhớ	now I remember	grupo	alternativoj	prononco
level	dimanĉo	Chủ nhật	Sunday	grupo	alternativoj	prononco
level	hodiaŭ estas ~	hôm nay là ~	today is ~	grupo	alternativoj	prononco
level	hodiaŭ estas dimanĉo	Hôm nay là chủ nhật	today is Sunday	grupo	alternativoj	prononco
level	dormi kaj ekdormi	đi ngủ và đi vào giấc ngủ	to sleep and to get into sleep	grupo	alternativoj	prononco
level	suno kaj luno	một mặt trời và một mặt trăng	a sun and a moon	grupo	alternativoj	prononco
level	subita kaj subite	đột ngột và đột ngột	sudden and suddenly	grupo	alternativoj	prononco
level	ek!	tắt! (để bắt đầu)	off! (to start)	grupo	alternativoj	prononco
level	salti kaj eksaltis	nhảy và nhảy	to jump and jumped 	grupo	alternativoj	prononco
level	ĉiam frua	luôn sớm	always early	grupo	alternativoj	prononco
level	hodiaŭ metis kaj kuris	hôm nay đặt và chạy	today put and ran	grupo	alternativoj	prononco
level	aĵo, ne aĝo	một điều không tuổi	a thing not age	grupo	alternativoj	prononco
level	kuris laŭ homoj saĝaj	chạy theo những người khôn ngoan	ran along wise people	grupo	alternativoj	prononco
level	laŭeble baldaŭ	sớm nhất có thể	soon as possible	grupo	alternativoj	prononco
level	kia knabo, kia knabino	con trai thế nào, con gái thế nào	what a boy, what a girl	grupo	alternativoj	prononco
level	nek pensita nek memorita	không suy nghĩ cũng không ghi nhớ	neither thought nor memorized	grupo	alternativoj	prononco
level	diablo atendis akvon dimanĉe	một con quỷ chờ nước vào ngày chủ nhật	a devil waited for water on Sunday	grupo	alternativoj	prononco
level	tiom malgranda momento	một khoảnh khắc nhỏ như vậy	such a small moment	grupo	alternativoj	prononco
level	eĉ tiom malgranda momento valoras	ngay cả một khoảnh khắc nhỏ như vậy cũng đáng giá	even such a small moment is worthwhile	grupo	alternativoj	prononco
level	kriis for ĝis nokto	khóc đến tận đêm	cried away until night	grupo	alternativoj	prononco
level	lasis la poŝton de la mano	cất bưu phẩm khỏi tay	put away the mailpost from the hand	grupo	alternativoj	prononco
level	ridis mem lasante la poŝton	cười một mình, cất bưu phẩm đi	laughed by oneself, putting away the mailpost	grupo	alternativoj	prononco
level	nek li nek ŝi ridis	cả anh ấy và cô ấy đều không cười	neither he nor she laughed	grupo	alternativoj	prononco
level	ŝi nek ridis nek respondis	cô ấy không cười cũng không trả lời	she neither laughed nor answered	grupo	alternativoj	prononco
level	li nek sidas nek rigardas	anh ấy không ngồi cũng không xem	he neither sits nor watches	grupo	alternativoj	prononco
level	neniam mi vidis	tôi chưa bao giờ thấy	I have never seen	grupo	alternativoj	prononco
level	mi neniam diros al iu	Tôi sẽ không bao giờ nói với ai	I will never tell anyone	grupo	alternativoj	prononco
level	diru al neniu	không kể cho bất cứ ai	tell no one	grupo	alternativoj	prononco
level	mi neniam diros	Tôi sẽ không bao giờ nói	I will never say	grupo	alternativoj	prononco
level	mem	cho chính mình (của chính mình)	to oneself (by oneself)	grupo	alternativoj	prononco
level	mi mem faris	tôi đã tự làm nó	I did it myself	grupo	alternativoj	prononco
level	faris tion	đã làm được (làm được)	did it (made it)	grupo	alternativoj	prononco
level	mem faris tion	tự làm (tự làm)	did it oneself (made it oneself)	grupo	alternativoj	prononco
level	ĝis la revido, ĝis revido	hẹn gặp lại (một lần nữa), hẹn gặp lại (một lần nữa)	see you (again), see you (again)	grupo	alternativoj	prononco
level	ĝis!	cho đến khi! (tạm biệt!)	until! (goodbye!)	grupo	alternativoj	prononco
level	ekparoli	bắt đầu nói chuyện	to start talking	grupo	alternativoj	prononco
level	ekparolis, komencis paroli finfine	bắt đầu nói, cuối cùng cũng bắt đầu nói	started saying, began to speak at last	grupo	alternativoj	prononco
level	trinkis rapidege	uống rất nhanh	drank very fast	grupo	alternativoj	prononco
level	trinkis matenan trinkaĵon	đã uống buổi sáng	had a morning drink	grupo	alternativoj	prononco
level	por frue veni	đến sớm	to come early	grupo	alternativoj	prononco
level	veni al la lernejo	đến trường	to come to school	grupo	alternativoj	prononco
level	frue veni al ~	đến sớm để ~	to come early to ~	grupo	alternativoj	prononco
level	ne aŭdis novaĵon	không nghe tin tức	didn't hear news	grupo	alternativoj	prononco
level	ankoraŭ ne aŭdis	vẫn chưa nghe thấy	didn't hear yet	grupo	alternativoj	prononco
level	mi ankoraŭ ne aŭdis	Tôi chưa nghe thấy	I didn't hear yet	grupo	alternativoj	prononco
level	en tiu momento	trong khoảnh khắc đó	in that moment	grupo	alternativoj	prononco
level	en tiu momento li ekkriis	khoảnh khắc đó anh đã khóc	in that moment he cried	grupo	alternativoj	prononco
level	knabo, kiu ne amas	chàng trai không yêu	a boy, who does not love	grupo	alternativoj	prononco
level	geknaboj	bé trai và bé gái	boys and girls	grupo	alternativoj	prononco
level	aliaj geknaboj	những chàng trai và cô gái khác	other boys and girls	grupo	alternativoj	prononco
level	ne amas aliajn geknabojn	không yêu chàng trai cô gái khác	does not love other boys and girls	grupo	alternativoj	prononco
level	nek amikojn, nek amikinojn	không phải bạn bè cũng không phải bạn gái	neither friends nor girl friends	grupo	alternativoj	prononco
level	havas nek monon, nek tempon	không có tiền cũng như thời gian	does not have neither money nor time	grupo	alternativoj	prononco
level	kiu havis la libron?	ai đã có cuốn sách đó?	who had the book?	grupo	alternativoj	prononco
level	la libron, kiun vi atendis	cuốn sách mà bạn đã chờ đợi	the book which you waited	grupo	alternativoj	prononco
level	tiun, kiun vi atendis pli ol du jarojn	điều mà bạn đã chờ đợi hơn 2 năm	that, which you waited for more than 2 years	grupo	alternativoj	prononco
level	ĉu vi volas tion?	bạn có muốn điều đó?	do you want that?	grupo	alternativoj	prononco
level	ĉu vi volas, ke ~ ?	bạn có muốn điều đó không ~?	do you want that ~ ?	grupo	alternativoj	prononco
level	plej kara	thân yêu nhất	dearest	grupo	alternativoj	prononco
level	plej kara foto	bức ảnh thân yêu nhất	dearest photo	grupo	alternativoj	prononco
level	mian plej karan foton	bức ảnh thân yêu nhất của tôi	my dearest photo	grupo	alternativoj	prononco
level	kie vi aĉetis ~ ?	bạn mua ở đâu vậy ~?	where did you buy ~ ?	grupo	alternativoj	prononco
level	tiu vestaĵo	quần áo đó	that clothing	grupo	alternativoj	prononco
level	tiun vestaĵon	quần áo đó (khách quan)	that clothing (objective)	grupo	alternativoj	prononco
level	aĉetis tiun vestaĵon	đã mua bộ trang phục đó	bought that outfit	grupo	alternativoj	prononco
level	vi iros tien	bạn sẽ đến đó	you will go there	grupo	alternativoj	prononco
level	kien vi iros?	bạn đang đi đâu vậy?	where are you going to?	grupo	alternativoj	prononco
level	suna tago	ngày nắng	sunny day	grupo	alternativoj	prononco
level	estos suna tago	trời sẽ là một ngày nắng	it will be a sunny day	grupo	alternativoj	prononco
level	se estos suna tago	nếu đó là một ngày nắng	if it will be a sunny day	grupo	alternativoj	prononco
level	via frato jam ekiris	anh trai bạn đã bắt đầu rồi	your brother has already started	grupo	alternativoj	prononco
level	ĉu via frato jam ekiris?	anh trai của bạn đã bắt đầu chưa?	has your brother started yet?	grupo	alternativoj	prononco
level	kie estas la akvo?	nước ở đâu	where is the water	grupo	alternativoj	prononco
level	kunporti la akvon	mang nước tới	to bring the water	grupo	alternativoj	prononco
level	vi mem kunportis	chính bạn đã mang đến	you yourself brought	grupo	alternativoj	prononco
level	la akvon, kion vi mem kunportis	nước do chính bạn mang đến	the water, that you yourself brought	grupo	alternativoj	prononco
level	estis tre trankvila	rất yên tĩnh	was very quiet	grupo	alternativoj	prononco
level	hodiaŭ mia patrino estis ~	hôm nay mẹ tôi đã ~	today my mother was ~	grupo	alternativoj	prononco
level	mi venis el ~	Tôi đến từ ~	I came from ~	grupo	alternativoj	prononco
level	el la lernejo	ra khỏi trường	out of the school	grupo	alternativoj	prononco
level	raportis al ~	đã báo cáo ~	reported to ~	grupo	alternativoj	prononco
level	kaj raportis al ŝi	và báo cáo với cô ấy	and reported to her	grupo	alternativoj	prononco
level	raportis, ke ~	đã báo cáo điều đó ~	reported that ~	grupo	alternativoj	prononco
level	raportis, ke mi ricevos	báo cáo rằng tôi sẽ nhận được	reported that I will receive	grupo	alternativoj	prononco
level	mi ricevos malbonan noton	Tôi sẽ bị điểm kém	I will get a bad grade	grupo	alternativoj	prononco
level	ŝi diris, ke ~	cô ấy đã nói thế ~	she said that ~	grupo	alternativoj	prononco
level	vi devas laborigi ~	bạn phải làm ~ công việc	you have to make ~ work	grupo	alternativoj	prononco
level	pli multe	hơn	more	grupo	alternativoj	prononco
level	pli multe laborigi	để làm việc nhiều hơn	to make work more	grupo	alternativoj	prononco
level	laborigi vian kapon	để làm cho đầu óc của bạn hoạt động	to make your head work	grupo	alternativoj	prononco
level	kiom da malbonaj notoj	bao nhiêu điểm kém	how many bad grades	grupo	alternativoj	prononco
level	vi havas tiom da malbonaj notoj	bạn có quá nhiều điểm kém	you have so many bad grades	grupo	alternativoj	prononco
level	estis malĝoja	thật buồn	was sad	grupo	alternativoj	prononco
level	en vian ĉambron	vào phòng của bạn	into your room	grupo	alternativoj	prononco
level	iru en vian ĉambron	đi vào phòng của bạn	go into your room	grupo	alternativoj	prononco
level	iru kaj lernu	đi và học hỏi	go and learn	grupo	alternativoj	prononco
level	mi sidis	tôi ngồi	I sat	grupo	alternativoj	prononco
level	en mia ĉambro	trong phòng tôi	in my room	grupo	alternativoj	prononco
level	sidis en mia ĉambro	ngồi trong phòng tôi	sat in my room	grupo	alternativoj	prononco
level	nek lerni nek legi	không học cũng không đọc	neither learn nor read	grupo	alternativoj	prononco
level	sed mi povis nek lerni nek legi	nhưng tôi không thể học hay đọc	but I could neither learn nor read	grupo	alternativoj	prononco
level	miaj pensoj	suy nghĩ của tôi	my thoughts	grupo	alternativoj	prononco
level	ĉe ludo	tại một trò chơi	at a game	grupo	alternativoj	prononco
level	ludo kun miaj amikoj	trò chơi với bạn bè của tôi	game with my friends	grupo	alternativoj	prononco
level	ĉe sporto	lúc thể thao	at sport	grupo	alternativoj	prononco
level	al mi mem	với bản thân	to myself	grupo	alternativoj	prononco
level	diris al mi mem	nói với chính mình	said to myself	grupo	alternativoj	prononco
level	tiom malsaĝa	thật ngu ngốc	so stupid	grupo	alternativoj	prononco
level	ĉu mi estas tiom malsaĝa?	tôi ngu ngốc đến vậy sao?	am I that stupid?	grupo	alternativoj	prononco
level	kvankam mi lernis multe	mặc dù tôi đã học được rất nhiều	although I learned a lot	grupo	alternativoj	prononco
level	la patrino eniris	mẹ bước vào	the mother entered	grupo	alternativoj	prononco
level	miaj vortoj	lời nói của tôi	my words	grupo	alternativoj	prononco
level	kaj aŭdis miajn vortojn	và nghe thấy lời nói của tôi	and heard my words	grupo	alternativoj	prononco
level	ŝi tuj respondis	cô ấy trả lời ngay lập tức	she answered immediately	grupo	alternativoj	prononco
level	ne, mia kara	không, em yêu	no, my dear	grupo	alternativoj	prononco
level	vi ne estas malsaĝa	Bạn không ngốc nghếch	you are not stupid	grupo	alternativoj	prononco
level	la problemo estas, ke ~	vấn đề là ở chỗ đó ~	the problem is that ~	grupo	alternativoj	prononco
level	ke vi devas lerni	mà bạn phải học	that you must learn	grupo	alternativoj	prononco
level	devas lerni multe pli	phải học hỏi nhiều hơn nữa	must learn much more	grupo	alternativoj	prononco
level	tiam vi ne havos	thì bạn sẽ không có	then you will not have	grupo	alternativoj	prononco
level	malbonaj notoj	điểm kém	bad grades	grupo	alternativoj	prononco
level	havos nur malbonajn notojn	sẽ chỉ có điểm kém	will have only bad grades	grupo	alternativoj	prononco
level	ankaŭ nun	bây giờ cũng vậy	also now	grupo	alternativoj	prononco
level	mi ne havas ilin	Tôi không có chúng	I don't have them	grupo	alternativoj	prononco
level	mi havas bonan noton	Tôi có điểm tốt	I have a good grade	grupo	alternativoj	prononco
level	pri muziko	về âm nhạc	about music	grupo	alternativoj	prononco
level	bonan noton pri muziko	một nốt nhạc hay về âm nhạc	a good note on music	grupo	alternativoj	prononco
level	la patrino subite ekridis	mẹ chợt bật cười	the mother suddenly burst out laughing	grupo	alternativoj	prononco
level	tio plibeligis ~	đẹp đó ~	that beautified ~	grupo	alternativoj	prononco
level	mian tagon	ngày của tôi	my day	grupo	alternativoj	prononco
level	plibeligis mian tagon	đã làm nên ngày của tôi	made my day	grupo	alternativoj	prononco
level	sed tamen restis	nhưng vẫn ở lại	but still remained	grupo	alternativoj	prononco
level	sed la problemo tamen restis	nhưng vấn đề vẫn còn đó	but the problem still remained	grupo	alternativoj	prononco
level	kilogramo da ~	một kg ~	a kilogram of ~	grupo	alternativoj	prononco
level	kilogramo da sukero	một kg đường	a kilogram of sugar	grupo	alternativoj	prononco
level	glaso da ~	một ly ~	a glass of ~	grupo	alternativoj	prononco
level	glaso da akvo	một cốc nước	a glass of water	grupo	alternativoj	prononco
level	multe da ~	rất nhiều ~	a lot of ~	grupo	alternativoj	prononco
level	multe da ideoj	rất nhiều ý tưởng	lots of ideas	grupo	alternativoj	prononco
level	deteni sin	để giữ lại	to hold back	grupo	alternativoj	prononco
level	ordigis ĉion	sắp xếp mọi thứ ra	sorted everything out	grupo	alternativoj	prononco
level	transdonis al li	giao lại cho anh ta	handed over to him	grupo	alternativoj	prononco
level	mi petas	tôi đang hỏi	I'm asking	grupo	alternativoj	prononco
level	glason da kafo	một ly cà phê	a glass of coffee	grupo	alternativoj	prononco
level	kaj iom da akvo	và một ít nước	and some water	grupo	alternativoj	prononco
level	mi petas glason da kafo	Tôi muốn một ly cà phê	I would like a glass of coffee	grupo	alternativoj	prononco
level	mi petas tason da teo	toi muon mot tach tra	I would like a cup of tea	grupo	alternativoj	prononco
level	doloris lin	làm tổn thương anh ấy	hurt him	grupo	alternativoj	prononco
level	la kapo doloris lin	đầu anh ấy đau	his head hurt	grupo	alternativoj	prononco
level	li malsaniĝis	anh ấy cảm thấy ốm	he fell ill	grupo	alternativoj	prononco
level	ŝatas esti bela	thích làm đẹp	likes to be beautiful	grupo	alternativoj	prononco
level	ŝi beligis sian vizaĝon	cô ấy đã làm đẹp khuôn mặt của mình	she beautified her face	grupo	alternativoj	prononco
level	la knabo ŝatas esti bela	cậu bé thích xinh đẹp	the boy likes to be pretty	grupo	alternativoj	prononco
level	pro tio ŝi beligis ĝin	vì vậy cô ấy đã làm đẹp nó	therefore she beautified it	grupo	alternativoj	prononco
level	post la tagmanĝo	sau bữa trưa	after lunch	grupo	alternativoj	prononco
level	purigi la kuirejon	để dọn dẹp nhà bếp	to clean the kitchen	grupo	alternativoj	prononco
level	kiu purigos la kuirejon?	ai sẽ dọn dẹp nhà bếp?	who will clean the kitchen?	grupo	alternativoj	prononco
level	volas trinki	muốn uống	wants to drink	grupo	alternativoj	prononco
level	kion vi volas trinki?	bạn muốn uống gì	what do you want to drink	grupo	alternativoj	prononco
level	trinki teon	uống trà	to drink tea	grupo	alternativoj	prononco
level	iom da akvo	một ít nước	a little of water	grupo	alternativoj	prononco
level	ĉu vi volas nenion?	bạn có muốn gì không?	do you want nothing?	grupo	alternativoj	prononco
level	tiel subite	thật đột ngột	so suddenly	grupo	alternativoj	prononco
level	kial vi decidis ~ ?	tại sao bạn lại quyết định ~ ?	why did you decide ~ ?	grupo	alternativoj	prononco
level	kial vi tiel subite decidis ~ ?	tại sao bạn lại quyết định ~ đột ngột như vậy?	why did you decide ~ so suddenly?	grupo	alternativoj	prononco
level	via ĉambro	phòng của bạn	your room	grupo	alternativoj	prononco
level	via ĉambreto	căn phòng nhỏ của bạn	your little room	grupo	alternativoj	prononco
level	vian ĉambreton	đến căn phòng nhỏ của bạn	to your little room	grupo	alternativoj	prononco
level	renovigi vian ĉambreton	để cải tạo căn phòng nhỏ của bạn	to renovate your little room	grupo	alternativoj	prononco
level	decidis renovigi vian ĉambreton	quyết định cải tạo căn phòng nhỏ của bạn	decided to renovate your little room	grupo	alternativoj	prononco
level	al kiu	cho ai	to whom	grupo	alternativoj	prononco
level	vi donis ~	bạn đã cho ~	you gave ~	grupo	alternativoj	prononco
level	al kiu vi donis ~ ?	bạn đã đưa cho ai ~?	to whom did you give ~ ?	grupo	alternativoj	prononco
level	puraj glasoj	kính sạch	clean glasses	grupo	alternativoj	prononco
level	vi donis la purajn glasojn	bạn đã đưa ra những chiếc kính sạch	you gave the clean glasses	grupo	alternativoj	prononco
level	la puraj glasoj por la vino	những ly rượu sạch	the clean glasses for the wine	grupo	alternativoj	prononco
level	kontraŭ kiu	chống lại ai	against whom	grupo	alternativoj	prononco
level	via sportklubo	câu lạc bộ thể thao của bạn	your sports club	grupo	alternativoj	prononco
level	ludas kontraŭ ~	chơi chống lại ~	plays against ~	grupo	alternativoj	prononco
level	antaŭ du semajnoj	hai tuần trước	two weeks ago	grupo	alternativoj	prononco
level	kontraŭ kiu via sportklubo ludis?	câu lạc bộ thể thao của bạn đã thi đấu với ai?	who did your sports club play against?	grupo	alternativoj	prononco
level	ĉu vi vidas ~ ?	bạn có thấy không ~?	do you see ~ ?	grupo	alternativoj	prononco
level	ĉu vi ofte vidas ~ ?	bạn có thường thấy không ~?	do you often see ~ ?	grupo	alternativoj	prononco
level	ofte vidas la policiston	thường xuyên gặp cảnh sát	often see the policeman	grupo	alternativoj	prononco
level	tiu, kiu loĝas en ~	người sống ở ~	the one who lives in ~	grupo	alternativoj	prononco
level	loĝas en la loĝejo	sống ở nơi trọ	lives in the lodging place	grupo	alternativoj	prononco
level	la loĝejo super vi	nơi ở phía trên bạn	the dwelling place above you	grupo	alternativoj	prononco
level	vidas la policiston, kiu loĝas en ~	nhìn thấy viên cảnh sát sống ở ~	sees the police officer who lives in ~	grupo	alternativoj	prononco
level	plano pri veturado	kế hoạch lái xe	driving plan	grupo	alternativoj	prononco
level	volis vojaĝi	muốn đi du lịch	wanted to travel	grupo	alternativoj	prononco
level	vojaĝi al alia lando	đi du lịch đến một đất nước khác	to travel to another country	grupo	alternativoj	prononco
level	en libertempo	trong thời gian rảnh	in free time	grupo	alternativoj	prononco
level	ili decidis iri	họ quyết định đi	they decided to go	grupo	alternativoj	prononco
level	decidis iri al Italio	quyết định đi Ý	decided to go to Italy	grupo	alternativoj	prononco
level	malnovaj urboj	thành phố cổ	old cities	grupo	alternativoj	prononco
level	lando kun malnovaj urboj	một đất nước với những thành phố cổ	a country with old cities	grupo	alternativoj	prononco
level	aliaj belaĵoj	những người đẹp khác	other beauties	grupo	alternativoj	prononco
level	kaj aliaj belaĵoj	và những người đẹp khác	and other beauties	grupo	alternativoj	prononco
level	bela lando kun malnovaj urboj kaj aliaj belaĵoj	một đất nước xinh đẹp với những thành phố cổ và những vẻ đẹp khác	a beautiful country with old cities and other beauties	grupo	alternativoj	prononco
level	ili estis feliĉaj	họ đã vui vẻ	they were happy	grupo	alternativoj	prononco
level	kie estas ~ ?	~ ở đâu?	where is ~ ?	grupo	alternativoj	prononco
level	kie estas mia vestaĵo?	quần áo của tôi đâu	where are my clothes	grupo	alternativoj	prononco
level	ŝi demandis ~	cô ấy hỏi ~	she asked ~	grupo	alternativoj	prononco
level	ni ne forgesu kunporti ~	đừng quên mang theo nhé ~	let's not forget to bring ~	grupo	alternativoj	prononco
level	kunporti la libron	mang theo cuốn sách với bạn	to take the book with you	grupo	alternativoj	prononco
level	libro por lerni Esperanton	một cuốn sách để học Esperanto	a book to learn Esperanto	grupo	alternativoj	prononco
level	kunporti libron por lerni	mang theo sách để học	to carry a book to learn	grupo	alternativoj	prononco
level	ni povas komenci ~	chúng ta có thể bắt đầu ~	we can start ~	grupo	alternativoj	prononco
level	en la vagonaro	trên tàu	in the train	grupo	alternativoj	prononco
level	jam en la vagonaro	đã ở trên tàu rồi	already in the train	grupo	alternativoj	prononco
level	ni nenion faros	chúng tôi sẽ không làm gì cả	we won't do anything	grupo	alternativoj	prononco
level	per aŭto	bằng xe hơi	by car	grupo	alternativoj	prononco
level	ni veturos per ~	chúng ta sẽ lái xe ngang qua ~	we will drive by ~	grupo	alternativoj	prononco
level	veturos per aŭto	sẽ lái ô tô	will drive a car	grupo	alternativoj	prononco
level	mi havas sekreton	tôi có một bí mật	I have a secret	grupo	alternativoj	prononco
level	mia riĉa onklo	chú giàu của tôi	my rich uncle	grupo	alternativoj	prononco
level	mia deziro	điều ước của tôi	my wish	grupo	alternativoj	prononco
level	plenumis mian deziron	đã hoàn thành mong muốn của tôi	fulfilled my wish	grupo	alternativoj	prononco
level	donis al ni	đã cho chúng tôi	gave us	grupo	alternativoj	prononco
