A.nl content.tsv
Level	Esperanto	nl	en-us	Grupo	Alternativoj	Pronoco
level	scias tion, ke la instruisto malŝatas abelon	weet dat de leraar bijen haat	knows the fact that the teacher hates bees	grupo	alternativoj	prononco
level	scias, ke la instruisto malŝatas tion	weet dat de leraar daar een hekel aan heeft	knows that the teacher hates that	grupo	alternativoj	prononco
level	sed hodiaŭ li trinkis la kafon	maar vandaag dronk hij de koffie	but today he drank the coffee	grupo	alternativoj	prononco
level	li rapide surmetas la vestaĵon	hij trekt snel de kleren aan	he quickly puts on the clothes	grupo	alternativoj	prononco
level	li ne volas malfrui	hij wil niet te laat komen	he doesn't want to be late	grupo	alternativoj	prononco
level	rapidege kun la libroj en la mano	heel snel met de boeken in de hand	very quickly with the books in hand	grupo	alternativoj	prononco
level	poste li kuris kaj saltis	later rende en sprong hij	later he ran and jumped	grupo	alternativoj	prononco
level	li kuris kaj saltis	hij rende en sprong	he ran and jumped	grupo	alternativoj	prononco
level	laŭ la strato	langs de straat	along the street	grupo	alternativoj	prononco
level	la homoj rigardis lin	de mensen keken naar hem	the people looked at him	grupo	alternativoj	prononco
level	rigardis lin kaj diris	keek hem aan en zei	looked at him and said	grupo	alternativoj	prononco
level	saĝa kaj malsaĝa	wijs en dwaas	wise and foolish	grupo	alternativoj	prononco
level	kia malsaĝa knabo!	wat een dwaze jongen!	what a foolish boy!	grupo	alternativoj	prononco
level	estis antaŭ lernejo	stond voor een school	was in front of a school	grupo	alternativoj	prononco
level	baldaŭ	spoedig	soon	grupo	alternativoj	prononco
level	li estis antaŭ ~	hij stond voor ~	he was in front of ~	grupo	alternativoj	prononco
level	iri kaj eniri	gaan en binnenkomen	to go and to enter	grupo	alternativoj	prononco
level	li volis eniri	hij wilde naar binnen	he wanted to enter	grupo	alternativoj	prononco
level	eniri la lernejon	om de school binnen te gaan	to enter into the school	grupo	alternativoj	prononco
level	sed tamen	maar echter	but however	grupo	alternativoj	prononco
level	sed li ne povis	maar dat kon hij niet	but he couldn't	grupo	alternativoj	prononco
level	fermi kaj fermita	sluiten en sluiten	to close and closed	grupo	alternativoj	prononco
level	ĝi estis fermita	het was dicht	it was closed	grupo	alternativoj	prononco
level	nek ~ nek ~	noch ~ noch ~	neither ~ nor ~	grupo	alternativoj	prononco
level	nek instruisto nek gelernantoj	noch een leraar, noch mannelijke en vrouwelijke studenten	neither a teacher nor male-and-female students	grupo	alternativoj	prononco
level	vidis nek instruiston nek gelernantojn	zag noch een leraar, noch studenten	saw neither a teacher nor students	grupo	alternativoj	prononco
level	sidi, eksidi	zitten, gaan zitten	to sit, to get sitted	grupo	alternativoj	prononco
level	eksidis	ging zitten (had gezeten)	got seated (had seated)	grupo	alternativoj	prononco
level	li eksidis	hij ging zitten	he got seated	grupo	alternativoj	prononco
level	kaj pensis	en dacht	and thought	grupo	alternativoj	prononco
level	kio okazis?	wat is er gebeurd?	what did happen?	grupo	alternativoj	prononco
level	diable	tot het verschrikkelijke (als een duivel)	to the awful (like a devil)	grupo	alternativoj	prononco
level	damne	verdom het	dam it	grupo	alternativoj	prononco
level	memoras	herinnert zich	remembers	grupo	alternativoj	prononco
level	nun mi memoras	nu herinner ik me weer	now I remember	grupo	alternativoj	prononco
level	dimanĉo	Zondag	Sunday	grupo	alternativoj	prononco
level	hodiaŭ estas ~	vandaag is ~	today is ~	grupo	alternativoj	prononco
level	hodiaŭ estas dimanĉo	vandaag is het zondag	today is Sunday	grupo	alternativoj	prononco
level	dormi kaj ekdormi	slapen en in slaap komen	to sleep and to get into sleep	grupo	alternativoj	prononco
level	suno kaj luno	een zon en een maan	a sun and a moon	grupo	alternativoj	prononco
level	subita kaj subite	plotseling en plotseling	sudden and suddenly	grupo	alternativoj	prononco
level	ek!	uit! (beginnen)	off! (to start)	grupo	alternativoj	prononco
level	salti kaj eksaltis	springen en springen	to jump and jumped 	grupo	alternativoj	prononco
level	ĉiam frua	altijd vroeg	always early	grupo	alternativoj	prononco
level	hodiaŭ metis kaj kuris	vandaag gezet en gelopen	today put and ran	grupo	alternativoj	prononco
level	aĵo, ne aĝo	iets dat niet ouder is	a thing not age	grupo	alternativoj	prononco
level	kuris laŭ homoj saĝaj	liep langs wijze mensen	ran along wise people	grupo	alternativoj	prononco
level	laŭeble baldaŭ	snel mogelijk	soon as possible	grupo	alternativoj	prononco
level	kia knabo, kia knabino	wat een jongen, wat een meisje	what a boy, what a girl	grupo	alternativoj	prononco
level	nek pensita nek memorita	noch gedacht noch onthouden	neither thought nor memorized	grupo	alternativoj	prononco
level	diablo atendis akvon dimanĉe	zondag wachtte een duivel op water	a devil waited for water on Sunday	grupo	alternativoj	prononco
level	tiom malgranda momento	zo'n klein momentje	such a small moment	grupo	alternativoj	prononco
level	eĉ tiom malgranda momento valoras	zelfs zo’n klein moment is de moeite waard	even such a small moment is worthwhile	grupo	alternativoj	prononco
level	kriis for ĝis nokto	huilde tot de nacht	cried away until night	grupo	alternativoj	prononco
level	lasis la poŝton de la mano	leg de post uit de hand	put away the mailpost from the hand	grupo	alternativoj	prononco
level	ridis mem lasante la poŝton	in zichzelf uitgelachen, terwijl hij de post weglegde	laughed by oneself, putting away the mailpost	grupo	alternativoj	prononco
level	nek li nek ŝi ridis	noch hij, noch zij lachten	neither he nor she laughed	grupo	alternativoj	prononco
level	ŝi nek ridis nek respondis	ze lachte niet en antwoordde niet	she neither laughed nor answered	grupo	alternativoj	prononco
level	li nek sidas nek rigardas	hij zit niet en kijkt ook niet	he neither sits nor watches	grupo	alternativoj	prononco
level	neniam mi vidis	ik heb nooit gezien	I have never seen	grupo	alternativoj	prononco
level	mi neniam diros al iu	Ik zal het nooit aan iemand vertellen	I will never tell anyone	grupo	alternativoj	prononco
level	diru al neniu	vertel het aan niemand	tell no one	grupo	alternativoj	prononco
level	mi neniam diros	Ik zal het nooit zeggen	I will never say	grupo	alternativoj	prononco
level	mem	voor zichzelf (door zichzelf)	to oneself (by oneself)	grupo	alternativoj	prononco
level	mi mem faris	ik heb het zelf gedaan	I did it myself	grupo	alternativoj	prononco
level	faris tion	deed het (maakte het)	did it (made it)	grupo	alternativoj	prononco
level	mem faris tion	deed het zelf (maakte het zelf)	did it oneself (made it oneself)	grupo	alternativoj	prononco
level	ĝis la revido, ĝis revido	zie je (weer), zie je (weer)	see you (again), see you (again)	grupo	alternativoj	prononco
level	ĝis!	tot! (tot ziens!)	until! (goodbye!)	grupo	alternativoj	prononco
level	ekparoli	om te beginnen praten	to start talking	grupo	alternativoj	prononco
level	ekparolis, komencis paroli finfine	begon te zeggen, begon eindelijk te spreken	started saying, began to speak at last	grupo	alternativoj	prononco
level	trinkis rapidege	heel snel gedronken	drank very fast	grupo	alternativoj	prononco
level	trinkis matenan trinkaĵon	ochtenddrankje gehad	had a morning drink	grupo	alternativoj	prononco
level	por frue veni	vroeg komen	to come early	grupo	alternativoj	prononco
level	veni al la lernejo	om naar school te komen	to come to school	grupo	alternativoj	prononco
level	frue veni al ~	vroeg komen tot ~	to come early to ~	grupo	alternativoj	prononco
level	ne aŭdis novaĵon	geen nieuws gehoord	didn't hear news	grupo	alternativoj	prononco
level	ankoraŭ ne aŭdis	nog niet gehoord	didn't hear yet	grupo	alternativoj	prononco
level	mi ankoraŭ ne aŭdis	Ik heb het nog niet gehoord	I didn't hear yet	grupo	alternativoj	prononco
level	en tiu momento	op dat moment	in that moment	grupo	alternativoj	prononco
level	en tiu momento li ekkriis	op dat moment huilde hij	in that moment he cried	grupo	alternativoj	prononco
level	knabo, kiu ne amas	een jongen, die niet liefheeft	a boy, who does not love	grupo	alternativoj	prononco
level	geknaboj	jongens en meisjes	boys and girls	grupo	alternativoj	prononco
level	aliaj geknaboj	andere jongens en meisjes	other boys and girls	grupo	alternativoj	prononco
level	ne amas aliajn geknabojn	houdt niet van andere jongens en meisjes	does not love other boys and girls	grupo	alternativoj	prononco
level	nek amikojn, nek amikinojn	noch vrienden, noch vriendinnen	neither friends nor girl friends	grupo	alternativoj	prononco
level	havas nek monon, nek tempon	heeft geen geld en geen tijd	does not have neither money nor time	grupo	alternativoj	prononco
level	kiu havis la libron?	wie had het boek?	who had the book?	grupo	alternativoj	prononco
level	la libron, kiun vi atendis	het boek waarop je wachtte	the book which you waited	grupo	alternativoj	prononco
level	tiun, kiun vi atendis pli ol du jarojn	waar je meer dan 2 jaar op hebt gewacht	that, which you waited for more than 2 years	grupo	alternativoj	prononco
level	ĉu vi volas tion?	wil je dat?	do you want that?	grupo	alternativoj	prononco
level	ĉu vi volas, ke ~ ?	wil je dat ~?	do you want that ~ ?	grupo	alternativoj	prononco
level	plej kara	liefste	dearest	grupo	alternativoj	prononco
level	plej kara foto	liefste foto	dearest photo	grupo	alternativoj	prononco
level	mian plej karan foton	mijn liefste foto	my dearest photo	grupo	alternativoj	prononco
level	kie vi aĉetis ~ ?	waar heb je ~ gekocht?	where did you buy ~ ?	grupo	alternativoj	prononco
level	tiu vestaĵo	die kleding	that clothing	grupo	alternativoj	prononco
level	tiun vestaĵon	die kleding (objectief)	that clothing (objective)	grupo	alternativoj	prononco
level	aĉetis tiun vestaĵon	heb dat tenue gekocht	bought that outfit	grupo	alternativoj	prononco
level	vi iros tien	jij gaat daarheen	you will go there	grupo	alternativoj	prononco
level	kien vi iros?	waar ga je naar toe?	where are you going to?	grupo	alternativoj	prononco
level	suna tago	zonnige dag	sunny day	grupo	alternativoj	prononco
level	estos suna tago	het wordt een zonnige dag	it will be a sunny day	grupo	alternativoj	prononco
level	se estos suna tago	als het een zonnige dag wordt	if it will be a sunny day	grupo	alternativoj	prononco
level	via frato jam ekiris	je broer is al begonnen	your brother has already started	grupo	alternativoj	prononco
level	ĉu via frato jam ekiris?	is je broer al begonnen?	has your brother started yet?	grupo	alternativoj	prononco
level	kie estas la akvo?	waar is het water	where is the water	grupo	alternativoj	prononco
level	kunporti la akvon	het water te brengen	to bring the water	grupo	alternativoj	prononco
level	vi mem kunportis	je hebt het zelf meegenomen	you yourself brought	grupo	alternativoj	prononco
level	la akvon, kion vi mem kunportis	het water, dat je zelf hebt meegenomen	the water, that you yourself brought	grupo	alternativoj	prononco
level	estis tre trankvila	was erg stil	was very quiet	grupo	alternativoj	prononco
level	hodiaŭ mia patrino estis ~	vandaag was mijn moeder ~	today my mother was ~	grupo	alternativoj	prononco
level	mi venis el ~	Ik kwam uit ~	I came from ~	grupo	alternativoj	prononco
level	el la lernejo	de school uit	out of the school	grupo	alternativoj	prononco
level	raportis al ~	gerapporteerd aan ~	reported to ~	grupo	alternativoj	prononco
level	kaj raportis al ŝi	en rapporteerde aan haar	and reported to her	grupo	alternativoj	prononco
level	raportis, ke ~	meldde dat ~	reported that ~	grupo	alternativoj	prononco
level	raportis, ke mi ricevos	gemeld dat ik zal ontvangen	reported that I will receive	grupo	alternativoj	prononco
level	mi ricevos malbonan noton	Ik krijg een slecht cijfer	I will get a bad grade	grupo	alternativoj	prononco
level	ŝi diris, ke ~	ze zei dat ~	she said that ~	grupo	alternativoj	prononco
level	vi devas laborigi ~	je moet ~ laten werken	you have to make ~ work	grupo	alternativoj	prononco
level	pli multe	meer	more	grupo	alternativoj	prononco
level	pli multe laborigi	meer werk te maken	to make work more	grupo	alternativoj	prononco
level	laborigi vian kapon	om je hoofd te laten werken	to make your head work	grupo	alternativoj	prononco
level	kiom da malbonaj notoj	hoeveel slechte cijfers	how many bad grades	grupo	alternativoj	prononco
level	vi havas tiom da malbonaj notoj	Je hebt zoveel slechte cijfers	you have so many bad grades	grupo	alternativoj	prononco
level	estis malĝoja	was verdrietig	was sad	grupo	alternativoj	prononco
level	en vian ĉambron	naar je kamer	into your room	grupo	alternativoj	prononco
level	iru en vian ĉambron	ga naar je kamer	go into your room	grupo	alternativoj	prononco
level	iru kaj lernu	ga en leer	go and learn	grupo	alternativoj	prononco
level	mi sidis	Ik zat	I sat	grupo	alternativoj	prononco
level	en mia ĉambro	in mijn kamer	in my room	grupo	alternativoj	prononco
level	sidis en mia ĉambro	zat in mijn kamer	sat in my room	grupo	alternativoj	prononco
level	nek lerni nek legi	noch leren, noch lezen	neither learn nor read	grupo	alternativoj	prononco
level	sed mi povis nek lerni nek legi	maar ik kon niet leren, noch lezen	but I could neither learn nor read	grupo	alternativoj	prononco
level	miaj pensoj	mijn gedachten	my thoughts	grupo	alternativoj	prononco
level	ĉe ludo	bij een spel	at a game	grupo	alternativoj	prononco
level	ludo kun miaj amikoj	spel met mijn vrienden	game with my friends	grupo	alternativoj	prononco
level	ĉe sporto	bij het sporten	at sport	grupo	alternativoj	prononco
level	al mi mem	Voor mezelf	to myself	grupo	alternativoj	prononco
level	diris al mi mem	zei tegen mezelf	said to myself	grupo	alternativoj	prononco
level	tiom malsaĝa	zo dom	so stupid	grupo	alternativoj	prononco
level	ĉu mi estas tiom malsaĝa?	ben ik zo dom?	am I that stupid?	grupo	alternativoj	prononco
level	kvankam mi lernis multe	ook al heb ik veel geleerd	although I learned a lot	grupo	alternativoj	prononco
level	la patrino eniris	de moeder kwam binnen	the mother entered	grupo	alternativoj	prononco
level	miaj vortoj	mijn woorden	my words	grupo	alternativoj	prononco
level	kaj aŭdis miajn vortojn	en hoorde mijn woorden	and heard my words	grupo	alternativoj	prononco
level	ŝi tuj respondis	antwoordde ze onmiddellijk	she answered immediately	grupo	alternativoj	prononco
level	ne, mia kara	Nee mijn schat	no, my dear	grupo	alternativoj	prononco
level	vi ne estas malsaĝa	jij bent niet dom	you are not stupid	grupo	alternativoj	prononco
level	la problemo estas, ke ~	het probleem is dat ~	the problem is that ~	grupo	alternativoj	prononco
level	ke vi devas lerni	dat je moet leren	that you must learn	grupo	alternativoj	prononco
level	devas lerni multe pli	moet nog veel meer leren	must learn much more	grupo	alternativoj	prononco
level	tiam vi ne havos	dan heb je dat niet	then you will not have	grupo	alternativoj	prononco
level	malbonaj notoj	slechte cijfers	bad grades	grupo	alternativoj	prononco
level	havos nur malbonajn notojn	zal alleen maar slechte cijfers hebben	will have only bad grades	grupo	alternativoj	prononco
level	ankaŭ nun	ook nu	also now	grupo	alternativoj	prononco
level	mi ne havas ilin	Ik heb ze niet	I don't have them	grupo	alternativoj	prononco
level	mi havas bonan noton	Ik heb een goed cijfer	I have a good grade	grupo	alternativoj	prononco
level	pri muziko	over muziek	about music	grupo	alternativoj	prononco
level	bonan noton pri muziko	een goede opmerking over muziek	a good note on music	grupo	alternativoj	prononco
level	la patrino subite ekridis	de moeder barstte plotseling in lachen uit	the mother suddenly burst out laughing	grupo	alternativoj	prononco
level	tio plibeligis ~	dat verfraaide ~	that beautified ~	grupo	alternativoj	prononco
level	mian tagon	mijn dag	my day	grupo	alternativoj	prononco
level	plibeligis mian tagon	maakte mijn dag	made my day	grupo	alternativoj	prononco
level	sed tamen restis	maar bleef toch	but still remained	grupo	alternativoj	prononco
level	sed la problemo tamen restis	maar het probleem bleef bestaan	but the problem still remained	grupo	alternativoj	prononco
level	kilogramo da ~	een kilogram ~	a kilogram of ~	grupo	alternativoj	prononco
level	kilogramo da sukero	een kilo suiker	a kilogram of sugar	grupo	alternativoj	prononco
level	glaso da ~	een glas ~	a glass of ~	grupo	alternativoj	prononco
level	glaso da akvo	een glas water	a glass of water	grupo	alternativoj	prononco
level	multe da ~	veel ~	a lot of ~	grupo	alternativoj	prononco
level	multe da ideoj	veel ideeën	lots of ideas	grupo	alternativoj	prononco
level	deteni sin	terughouden	to hold back	grupo	alternativoj	prononco
level	ordigis ĉion	alles geregeld	sorted everything out	grupo	alternativoj	prononco
level	transdonis al li	aan hem overhandigd	handed over to him	grupo	alternativoj	prononco
level	mi petas	ik ben aan het vragen	I'm asking	grupo	alternativoj	prononco
level	glason da kafo	een glas koffie	a glass of coffee	grupo	alternativoj	prononco
level	kaj iom da akvo	en wat water	and some water	grupo	alternativoj	prononco
level	mi petas glason da kafo	Ik wil graag een glas koffie	I would like a glass of coffee	grupo	alternativoj	prononco
level	mi petas tason da teo	Ik had graag een kopje thee	I would like a cup of tea	grupo	alternativoj	prononco
level	doloris lin	doe hem pijn	hurt him	grupo	alternativoj	prononco
level	la kapo doloris lin	zijn hoofd deed pijn	his head hurt	grupo	alternativoj	prononco
level	li malsaniĝis	hij werd ziek	he fell ill	grupo	alternativoj	prononco
level	ŝatas esti bela	houdt ervan om mooi te zijn	likes to be beautiful	grupo	alternativoj	prononco
level	ŝi beligis sian vizaĝon	ze verfraaide haar gezicht	she beautified her face	grupo	alternativoj	prononco
level	la knabo ŝatas esti bela	de jongen houdt ervan mooi te zijn	the boy likes to be pretty	grupo	alternativoj	prononco
level	pro tio ŝi beligis ĝin	daarom verfraaide zij het	therefore she beautified it	grupo	alternativoj	prononco
level	post la tagmanĝo	na het middageten	after lunch	grupo	alternativoj	prononco
level	purigi la kuirejon	om de keuken schoon te maken	to clean the kitchen	grupo	alternativoj	prononco
level	kiu purigos la kuirejon?	wie gaat de keuken schoonmaken?	who will clean the kitchen?	grupo	alternativoj	prononco
level	volas trinki	wil drinken	wants to drink	grupo	alternativoj	prononco
level	kion vi volas trinki?	wat wil je drinken	what do you want to drink	grupo	alternativoj	prononco
level	trinki teon	thee drinken	to drink tea	grupo	alternativoj	prononco
level	iom da akvo	een beetje water	a little of water	grupo	alternativoj	prononco
level	ĉu vi volas nenion?	wil je niets?	do you want nothing?	grupo	alternativoj	prononco
level	tiel subite	zo plotseling	so suddenly	grupo	alternativoj	prononco
level	kial vi decidis ~ ?	waarom heb je besloten ~?	why did you decide ~ ?	grupo	alternativoj	prononco
level	kial vi tiel subite decidis ~ ?	waarom heb je zo plotseling besloten?	why did you decide ~ so suddenly?	grupo	alternativoj	prononco
level	via ĉambro	jouw kamer	your room	grupo	alternativoj	prononco
level	via ĉambreto	jouw kleine kamer	your little room	grupo	alternativoj	prononco
level	vian ĉambreton	naar je kleine kamer	to your little room	grupo	alternativoj	prononco
level	renovigi vian ĉambreton	om uw kleine kamer te renoveren	to renovate your little room	grupo	alternativoj	prononco
level	decidis renovigi vian ĉambreton	besloten om je kleine kamer te renoveren	decided to renovate your little room	grupo	alternativoj	prononco
level	al kiu	aan wie	to whom	grupo	alternativoj	prononco
level	vi donis ~	jij gaf ~	you gave ~	grupo	alternativoj	prononco
level	al kiu vi donis ~ ?	aan wie heb je ~ gegeven?	to whom did you give ~ ?	grupo	alternativoj	prononco
level	puraj glasoj	schone glazen	clean glasses	grupo	alternativoj	prononco
level	vi donis la purajn glasojn	jij gaf de schone glazen	you gave the clean glasses	grupo	alternativoj	prononco
level	la puraj glasoj por la vino	de schone glazen voor de wijn	the clean glasses for the wine	grupo	alternativoj	prononco
level	kontraŭ kiu	tegen wie	against whom	grupo	alternativoj	prononco
level	via sportklubo	jouw sportclub	your sports club	grupo	alternativoj	prononco
level	ludas kontraŭ ~	speelt tegen ~	plays against ~	grupo	alternativoj	prononco
level	antaŭ du semajnoj	twee weken geleden	two weeks ago	grupo	alternativoj	prononco
level	kontraŭ kiu via sportklubo ludis?	Tegen wie speelde jouw sportclub?	who did your sports club play against?	grupo	alternativoj	prononco
level	ĉu vi vidas ~ ?	zie je ~?	do you see ~ ?	grupo	alternativoj	prononco
level	ĉu vi ofte vidas ~ ?	zie je vaak ~?	do you often see ~ ?	grupo	alternativoj	prononco
level	ofte vidas la policiston	zie vaak de politieman	often see the policeman	grupo	alternativoj	prononco
level	tiu, kiu loĝas en ~	degene die in ~ woont	the one who lives in ~	grupo	alternativoj	prononco
level	loĝas en la loĝejo	woont in de logeerplaats	lives in the lodging place	grupo	alternativoj	prononco
level	la loĝejo super vi	de woning boven u	the dwelling place above you	grupo	alternativoj	prononco
level	vidas la policiston, kiu loĝas en ~	ziet de politieagent die in ~ woont	sees the police officer who lives in ~	grupo	alternativoj	prononco
level	plano pri veturado	rijplan	driving plan	grupo	alternativoj	prononco
level	volis vojaĝi	wilde reizen	wanted to travel	grupo	alternativoj	prononco
level	vojaĝi al alia lando	om naar een ander land te reizen	to travel to another country	grupo	alternativoj	prononco
level	en libertempo	in vrije tijd	in free time	grupo	alternativoj	prononco
level	ili decidis iri	ze besloten te gaan	they decided to go	grupo	alternativoj	prononco
level	decidis iri al Italio	besloten naar Italië te gaan	decided to go to Italy	grupo	alternativoj	prononco
level	malnovaj urboj	oude steden	old cities	grupo	alternativoj	prononco
level	lando kun malnovaj urboj	een land met oude steden	a country with old cities	grupo	alternativoj	prononco
level	aliaj belaĵoj	andere schoonheden	other beauties	grupo	alternativoj	prononco
level	kaj aliaj belaĵoj	en andere schoonheden	and other beauties	grupo	alternativoj	prononco
level	bela lando kun malnovaj urboj kaj aliaj belaĵoj	een prachtig land met oude steden en andere schoonheden	a beautiful country with old cities and other beauties	grupo	alternativoj	prononco
level	ili estis feliĉaj	ze waren gelukkig	they were happy	grupo	alternativoj	prononco
level	kie estas ~ ?	waar is ~?	where is ~ ?	grupo	alternativoj	prononco
level	kie estas mia vestaĵo?	waar zijn mijn kleren	where are my clothes	grupo	alternativoj	prononco
level	ŝi demandis ~	vroeg ze ~	she asked ~	grupo	alternativoj	prononco
level	ni ne forgesu kunporti ~	laten we niet vergeten ~ mee te nemen	let's not forget to bring ~	grupo	alternativoj	prononco
level	kunporti la libron	om het boek mee te nemen	to take the book with you	grupo	alternativoj	prononco
level	libro por lerni Esperanton	een boek om Esperanto te leren	a book to learn Esperanto	grupo	alternativoj	prononco
level	kunporti libron por lerni	een boek meenemen om te leren	to carry a book to learn	grupo	alternativoj	prononco
level	ni povas komenci ~	we kunnen beginnen ~	we can start ~	grupo	alternativoj	prononco
level	en la vagonaro	in de trein	in the train	grupo	alternativoj	prononco
level	jam en la vagonaro	al in de trein	already in the train	grupo	alternativoj	prononco
level	ni nenion faros	wij zullen niets doen	we won't do anything	grupo	alternativoj	prononco
level	per aŭto	met de auto	by car	grupo	alternativoj	prononco
level	ni veturos per ~	we rijden langs ~	we will drive by ~	grupo	alternativoj	prononco
level	veturos per aŭto	zal een auto besturen	will drive a car	grupo	alternativoj	prononco
level	mi havas sekreton	ik heb een geheim	I have a secret	grupo	alternativoj	prononco
level	mia riĉa onklo	mijn rijke oom	my rich uncle	grupo	alternativoj	prononco
level	mia deziro	mijn wens	my wish	grupo	alternativoj	prononco
level	plenumis mian deziron	mijn wens vervuld	fulfilled my wish	grupo	alternativoj	prononco
level	donis al ni	gaf ons	gave us	grupo	alternativoj	prononco
level	sian aŭton	zijn auto	his car	grupo	alternativoj	prononco
level	kaj donis al ni sian aŭton	en gaf ons zijn auto	and gave us his car	grupo	alternativoj	prononco
level	por uzo	voor gebruik	for use	grupo	alternativoj	prononco
level	ĝi staras antaŭ ~	het staat vóór ~	it stands before ~	grupo	alternativoj	prononco
level	staras antaŭ la domo	staat voor het huis	stands in front of the house	grupo	alternativoj	prononco
level	mi devas diri ~	Ik moet zeggen ~	I have to say ~	grupo	alternativoj	prononco
level	nenion diru	zeg niets	don't say anything	grupo	alternativoj	prononco
level	ni eksidu	laten we zitten	let's sit down	grupo	alternativoj	prononco
level	eksidu en la aŭton	stap in de auto	get in the car	grupo	alternativoj	prononco
level	veturi al ~	rijden naar ~	to drive to ~	grupo	alternativoj	prononco
level	kaj veturu al Italio	en naar Italië rijden	and drive to Italy	grupo	alternativoj	prononco
level	sidis en la aŭto	zat in de auto	sat in the car	grupo	alternativoj	prononco
level	ankaŭ la vestaĵoj	ook de kleding	also the clothes	grupo	alternativoj	prononco
level	~ estis en la aŭto	~ zat in de auto	~ was in the car	grupo	alternativoj	prononco
level	ankoraŭ sidadis kaj atendis	zat nog steeds te wachten	still sat and waited	grupo	alternativoj	prononco
level	sed li atendis	maar hij wachtte	but he waited	grupo	alternativoj	prononco
level	kial ni ne ~ ?	waarom niet ~?	why don't we ~ ?	grupo	alternativoj	prononco
level	kial ni ne ekveturas?	Waarom gaan we niet rijden?	why don't we start driving?	grupo	alternativoj	prononco
level	ankaŭ mi havas ~	Ik heb ~ ook	I have ~ too	grupo	alternativoj	prononco
level	veturigus la aŭton	de auto zou besturen	would drive the car	grupo	alternativoj	prononco
level	sed mi ne scias ~	maar ik weet het niet ~	but I don't know ~	grupo	alternativoj	prononco
level	mi neniam lernis tion	Dat heb ik nooit geleerd	I never learned that	grupo	alternativoj	prononco
level	mi kredus ~	Ik zou geloven ~	I would believe ~	grupo	alternativoj	prononco
level	se mi estus sana	als ik gezond was	if I were healthy	grupo	alternativoj	prononco
level	mi estus tre feliĉa	ik zou erg blij zijn	I would be very happy	grupo	alternativoj	prononco
level	kvazaŭ vi estus riĉulo	alsof je rijk bent	as if you were rich	grupo	alternativoj	prononco
level	vi sidas tie kvazaŭ vi estus riĉulo	je zit daar alsof je een rijke man bent	you sit there as if you were a rich man	grupo	alternativoj	prononco
level	kvazaŭa lernejo	vermeende leerschool	alleged school	grupo	alternativoj	prononco
level	kvazaŭ riĉulo	als een rijke man	like a rich man	grupo	alternativoj	prononco
level	vi sidas tie kvazaŭ riĉulo	je zit daar als een rijke man	you sit there like a rich man	grupo	alternativoj	prononco
level	tiom da mono	zo veel geld	so much money	grupo	alternativoj	prononco
level	tiom da mono kiom da ideoj	evenveel geld als ideeën	as much money as ideas	grupo	alternativoj	prononco
level	se mi havus tiom da mono	als ik zoveel geld had	if I had that much money	grupo	alternativoj	prononco
level	mi vojaĝadus	ik zou reizen	I would travel	grupo	alternativoj	prononco
level	ĉirkaŭ la mondo	rond de wereld	around the world	grupo	alternativoj	prononco
level	en ĉiu vortaro	in elk woordenboek	in every dictionary	grupo	alternativoj	prononco
level	mankas io	er mist iets	something is missing	grupo	alternativoj	prononco
level	mankas kelkaj vortoj	er ontbreken enkele woorden	some words are missing	grupo	alternativoj	prononco
level	homo, kiu longe parolis	een man die lang sprak	a man who spoke at length	grupo	alternativoj	prononco
level	ĉe la manĝotablo	aan de eettafel	at the dining table	grupo	alternativoj	prononco
level	homo, kiu rakontas, restos malsata	iemand die vertelt, zal hongerig blijven	a person who tells will remain hungry	grupo	alternativoj	prononco
level	rakontadas ĉe la manĝo tablo	blijft vertellen aan de eettafel	keeps telling at the dining table	grupo	alternativoj	prononco
level	li devis atenti ~	hij moest letten op ~	he had to pay attention to ~	grupo	alternativoj	prononco
level	ne rajtis ~	mocht niet ~	was not allowed to ~	grupo	alternativoj	prononco
level	rajtis resti	mocht blijven	was allowed to stay	grupo	alternativoj	prononco
level	ne rajtis longe resti	mocht niet lang blijven	was not allowed to stay long	grupo	alternativoj	prononco
level	resti ekstere en pluvo	buiten te blijven in de regen	to stay out in the rain	grupo	alternativoj	prononco
level	tial li malvarmumis	daarom werd hij verkouden	that's why he caught a cold	grupo	alternativoj	prononco
level	li havas sian klaran ideon	hij heeft zijn eigen duidelijke idee	he has his own clear idea	grupo	alternativoj	prononco
level	sed li kredos ĉion	maar hij zal alles geloven	but he will believe everything	grupo	alternativoj	prononco
level	ĉion, kion vi diros	wat je ook zegt	whatever you say	grupo	alternativoj	prononco
level	kvazaŭ vi estus lia edzino	alsof je zijn vrouw bent	as if you were his wife	grupo	alternativoj	prononco
level	viaj gepatroj	je ouders	your parents	grupo	alternativoj	prononco
level	ĝojigi viajn gepatrojn	om je ouders blij te maken	to make your parents happy	grupo	alternativoj	prononco
level	kio povus ĝojigi ~ ?	wat kan alsjeblieft ~?	what could please ~ ?	grupo	alternativoj	prononco
level	kio povus plej ĝojigi viajn gepatrojn?	Waar zouden jouw ouders het meest blij mee kunnen zijn?	what could make your parents the most happy?	grupo	alternativoj	prononco
level	post la lernado	na het leren	after the learning	grupo	alternativoj	prononco
level	almenaŭ post la lernado	tenminste na het leren	at least after the learning	grupo	alternativoj	prononco
level	en la urbocentron	naar het stadscentrum	into the city center	grupo	alternativoj	prononco
level	se vi irus kun mi	als je met mij mee zou gaan	if you would go with me	grupo	alternativoj	prononco
