A.sv content.tsv
Level	Esperanto	sv	en-us	Grupo	Alternativoj	Pronoco
level	baldaŭ	snart	soon	grupo	alternativoj	prononco
level	li estis antaŭ ~	han var framför ~	he was in front of ~	grupo	alternativoj	prononco
level	iri kaj eniri	att gå och gå in	to go and to enter	grupo	alternativoj	prononco
level	li volis eniri	han ville in	he wanted to enter	grupo	alternativoj	prononco
level	eniri la lernejon	att komma in i skolan	to enter into the school	grupo	alternativoj	prononco
level	sed tamen	men hur som helst	but however	grupo	alternativoj	prononco
level	sed li ne povis	men han kunde inte	but he couldn't	grupo	alternativoj	prononco
level	fermi kaj fermita	att stänga och stänga	to close and closed	grupo	alternativoj	prononco
level	ĝi estis fermita	det var stängt	it was closed	grupo	alternativoj	prononco
level	nek ~ nek ~	varken ~ eller ~	neither ~ nor ~	grupo	alternativoj	prononco
level	nek instruisto nek gelernantoj	varken lärare eller manliga och kvinnliga elever	neither a teacher nor male-and-female students	grupo	alternativoj	prononco
level	vidis nek instruiston nek gelernantojn	såg varken lärare eller elever	saw neither a teacher nor students	grupo	alternativoj	prononco
level	sidi, eksidi	att sitta, att få sitta	to sit, to get sitted	grupo	alternativoj	prononco
level	eksidis	satte sig (hade sittande)	got seated (had seated)	grupo	alternativoj	prononco
level	li eksidis	han satte sig	he got seated	grupo	alternativoj	prononco
level	kaj pensis	och tänkte	and thought	grupo	alternativoj	prononco
level	kio okazis?	vad hände?	what did happen?	grupo	alternativoj	prononco
level	diable	till det hemska (som en djävul)	to the awful (like a devil)	grupo	alternativoj	prononco
level	damne	fördärva det	dam it	grupo	alternativoj	prononco
level	memoras	minns	remembers	grupo	alternativoj	prononco
level	nun mi memoras	nu kommer jag ihåg	now I remember	grupo	alternativoj	prononco
level	dimanĉo	söndag	Sunday	grupo	alternativoj	prononco
level	hodiaŭ estas ~	idag är ~	today is ~	grupo	alternativoj	prononco
level	hodiaŭ estas dimanĉo	idag är det söndag	today is Sunday	grupo	alternativoj	prononco
level	dormi kaj ekdormi	att sova och att somna	to sleep and to get into sleep	grupo	alternativoj	prononco
level	suno kaj luno	en sol och en måne	a sun and a moon	grupo	alternativoj	prononco
level	subita kaj subite	plötsligt och plötsligt	sudden and suddenly	grupo	alternativoj	prononco
level	ek!	av! (att börja)	off! (to start)	grupo	alternativoj	prononco
level	salti kaj eksaltis	att hoppa och hoppa	to jump and jumped 	grupo	alternativoj	prononco
level	ĉiam frua	alltid tidigt	always early	grupo	alternativoj	prononco
level	hodiaŭ metis kaj kuris	idag satte och sprang	today put and ran	grupo	alternativoj	prononco
level	aĵo, ne aĝo	en sak inte ålder	a thing not age	grupo	alternativoj	prononco
level	kuris laŭ homoj saĝaj	sprang tillsammans med kloka människor	ran along wise people	grupo	alternativoj	prononco
level	laŭeble baldaŭ	snart som möjligt	soon as possible	grupo	alternativoj	prononco
level	kia knabo, kia knabino	vilken pojke, vilken tjej	what a boy, what a girl	grupo	alternativoj	prononco
level	nek pensita nek memorita	varken tänkt eller memorerat	neither thought nor memorized	grupo	alternativoj	prononco
level	diablo atendis akvon dimanĉe	en djävul väntade på vatten på söndagen	a devil waited for water on Sunday	grupo	alternativoj	prononco
level	tiom malgranda momento	ett så litet ögonblick	such a small moment	grupo	alternativoj	prononco
level	eĉ tiom malgranda momento valoras	även ett så litet ögonblick är värt besväret	even such a small moment is worthwhile	grupo	alternativoj	prononco
level	kriis for ĝis nokto	grät bort till natten	cried away until night	grupo	alternativoj	prononco
level	lasis la poŝton de la mano	lägga undan postposten från handen	put away the mailpost from the hand	grupo	alternativoj	prononco
level	ridis mem lasante la poŝton	skrattade av sig själv och lade undan postinlägget	laughed by oneself, putting away the mailpost	grupo	alternativoj	prononco
level	nek li nek ŝi ridis	varken han eller hon skrattade	neither he nor she laughed	grupo	alternativoj	prononco
level	ŝi nek ridis nek respondis	hon varken skrattade eller svarade	she neither laughed nor answered	grupo	alternativoj	prononco
level	li nek sidas nek rigardas	han varken sitter eller tittar på	he neither sits nor watches	grupo	alternativoj	prononco
level	neniam mi vidis	jag har aldrig sett	I have never seen	grupo	alternativoj	prononco
level	mi neniam diros al iu	Jag kommer aldrig berätta för någon	I will never tell anyone	grupo	alternativoj	prononco
level	diru al neniu	berätta för ingen	tell no one	grupo	alternativoj	prononco
level	mi neniam diros	Jag kommer aldrig att säga	I will never say	grupo	alternativoj	prononco
level	mem	till sig själv (av sig själv)	to oneself (by oneself)	grupo	alternativoj	prononco
level	mi mem faris	jag gjorde det själv	I did it myself	grupo	alternativoj	prononco
level	faris tion	gjorde det (gjorde det)	did it (made it)	grupo	alternativoj	prononco
level	mem faris tion	gjorde det själv (gjorde det själv)	did it oneself (made it oneself)	grupo	alternativoj	prononco
level	ĝis la revido, ĝis revido	vi ses (igen), vi ses (igen)	see you (again), see you (again)	grupo	alternativoj	prononco
level	ĝis!	fram tills! (adjö!)	until! (goodbye!)	grupo	alternativoj	prononco
level	ekparoli	att börja prata	to start talking	grupo	alternativoj	prononco
level	ekparolis, komencis paroli finfine	började säga, började äntligen tala	started saying, began to speak at last	grupo	alternativoj	prononco
level	trinkis rapidege	drack väldigt snabbt	drank very fast	grupo	alternativoj	prononco
level	trinkis matenan trinkaĵon	tog en drink på morgonen	had a morning drink	grupo	alternativoj	prononco
level	por frue veni	att komma tidigt	to come early	grupo	alternativoj	prononco
level	veni al la lernejo	att komma till skolan	to come to school	grupo	alternativoj	prononco
level	frue veni al ~	att komma tidigt till ~	to come early to ~	grupo	alternativoj	prononco
level	ne aŭdis novaĵon	hörde inga nyheter	didn't hear news	grupo	alternativoj	prononco
level	ankoraŭ ne aŭdis	inte hört ännu	didn't hear yet	grupo	alternativoj	prononco
level	mi ankoraŭ ne aŭdis	Jag har inte hört ännu	I didn't hear yet	grupo	alternativoj	prononco
level	en tiu momento	i det ögonblicket	in that moment	grupo	alternativoj	prononco
level	en tiu momento li ekkriis	i det ögonblicket grät han	in that moment he cried	grupo	alternativoj	prononco
level	knabo, kiu ne amas	en pojke, som inte älskar	a boy, who does not love	grupo	alternativoj	prononco
level	geknaboj	pojkar och flickor	boys and girls	grupo	alternativoj	prononco
level	aliaj geknaboj	andra killar och tjejer	other boys and girls	grupo	alternativoj	prononco
level	ne amas aliajn geknabojn	älskar inte andra killar och tjejer	does not love other boys and girls	grupo	alternativoj	prononco
level	nek amikojn, nek amikinojn	varken vänner eller tjejkompisar	neither friends nor girl friends	grupo	alternativoj	prononco
level	havas nek monon, nek tempon	har varken pengar eller tid	does not have neither money nor time	grupo	alternativoj	prononco
level	kiu havis la libron?	vem hade boken?	who had the book?	grupo	alternativoj	prononco
level	la libron, kiun vi atendis	boken som du väntade på	the book which you waited	grupo	alternativoj	prononco
level	tiun, kiun vi atendis pli ol du jarojn	det, som du väntat i mer än 2 år	that, which you waited for more than 2 years	grupo	alternativoj	prononco
level	ĉu vi volas tion?	vill du det?	do you want that?	grupo	alternativoj	prononco
level	ĉu vi volas, ke ~ ?	vill du ha det ~ ?	do you want that ~ ?	grupo	alternativoj	prononco
level	plej kara	käraste	dearest	grupo	alternativoj	prononco
level	plej kara foto	käraste fotot	dearest photo	grupo	alternativoj	prononco
level	mian plej karan foton	mitt käraste foto	my dearest photo	grupo	alternativoj	prononco
level	kie vi aĉetis ~ ?	var köpte du ~ ?	where did you buy ~ ?	grupo	alternativoj	prononco
level	tiu vestaĵo	den där kläderna	that clothing	grupo	alternativoj	prononco
level	tiun vestaĵon	den där kläderna (objektiv)	that clothing (objective)	grupo	alternativoj	prononco
level	aĉetis tiun vestaĵon	köpte den där outfiten	bought that outfit	grupo	alternativoj	prononco
level	vi iros tien	du kommer att gå dit	you will go there	grupo	alternativoj	prononco
level	kien vi iros?	vart ska du till?	where are you going to?	grupo	alternativoj	prononco
level	suna tago	solig dag	sunny day	grupo	alternativoj	prononco
level	estos suna tago	det blir en solig dag	it will be a sunny day	grupo	alternativoj	prononco
level	se estos suna tago	om det blir en solig dag	if it will be a sunny day	grupo	alternativoj	prononco
level	via frato jam ekiris	din bror har redan börjat	your brother has already started	grupo	alternativoj	prononco
level	ĉu via frato jam ekiris?	har din bror börjat än?	has your brother started yet?	grupo	alternativoj	prononco
level	kie estas la akvo?	var är vattnet	where is the water	grupo	alternativoj	prononco
level	kunporti la akvon	att ta med vattnet	to bring the water	grupo	alternativoj	prononco
level	vi mem kunportis	du själv tagit med	you yourself brought	grupo	alternativoj	prononco
level	la akvon, kion vi mem kunportis	vattnet, som du själv kom med	the water, that you yourself brought	grupo	alternativoj	prononco
level	estis tre trankvila	var väldigt tyst	was very quiet	grupo	alternativoj	prononco
level	hodiaŭ mia patrino estis ~	idag var min mamma ~	today my mother was ~	grupo	alternativoj	prononco
level	mi venis el ~	Jag kom från ~	I came from ~	grupo	alternativoj	prononco
level	el la lernejo	ut ur skolan	out of the school	grupo	alternativoj	prononco
level	raportis al ~	rapporteras till ~	reported to ~	grupo	alternativoj	prononco
level	kaj raportis al ŝi	och rapporterade till henne	and reported to her	grupo	alternativoj	prononco
level	raportis, ke ~	rapporterade att ~	reported that ~	grupo	alternativoj	prononco
level	raportis, ke mi ricevos	rapporterat att jag kommer att få	reported that I will receive	grupo	alternativoj	prononco
level	mi ricevos malbonan noton	Jag kommer få ett dåligt betyg	I will get a bad grade	grupo	alternativoj	prononco
level	ŝi diris, ke ~	hon sa att ~	she said that ~	grupo	alternativoj	prononco
level	vi devas laborigi ~	du måste få ~ att fungera	you have to make ~ work	grupo	alternativoj	prononco
level	pli multe	Mer	more	grupo	alternativoj	prononco
level	pli multe laborigi	för att få jobbet mer	to make work more	grupo	alternativoj	prononco
level	laborigi vian kapon	att få huvudet att fungera	to make your head work	grupo	alternativoj	prononco
level	kiom da malbonaj notoj	hur många dåliga betyg	how many bad grades	grupo	alternativoj	prononco
level	vi havas tiom da malbonaj notoj	du har så många dåliga betyg	you have so many bad grades	grupo	alternativoj	prononco
level	estis malĝoja	var ledsen	was sad	grupo	alternativoj	prononco
level	en vian ĉambron	in i ditt rum	into your room	grupo	alternativoj	prononco
level	iru en vian ĉambron	gå in i ditt rum	go into your room	grupo	alternativoj	prononco
level	iru kaj lernu	gå och lär dig	go and learn	grupo	alternativoj	prononco
level	mi sidis	Jag satt	I sat	grupo	alternativoj	prononco
level	en mia ĉambro	i mitt rum	in my room	grupo	alternativoj	prononco
level	sidis en mia ĉambro	satt i mitt rum	sat in my room	grupo	alternativoj	prononco
level	nek lerni nek legi	varken lära sig eller läsa	neither learn nor read	grupo	alternativoj	prononco
level	sed mi povis nek lerni nek legi	men jag kunde varken lära mig eller läsa	but I could neither learn nor read	grupo	alternativoj	prononco
level	miaj pensoj	mina tankar	my thoughts	grupo	alternativoj	prononco
level	ĉe ludo	vid ett spel	at a game	grupo	alternativoj	prononco
level	ludo kun miaj amikoj	spel med mina vänner	game with my friends	grupo	alternativoj	prononco
level	ĉe sporto	på sporten	at sport	grupo	alternativoj	prononco
level	al mi mem	till mig själv	to myself	grupo	alternativoj	prononco
level	diris al mi mem	sa till mig själv	said to myself	grupo	alternativoj	prononco
level	tiom malsaĝa	så dumt	so stupid	grupo	alternativoj	prononco
level	ĉu mi estas tiom malsaĝa?	är jag så dum?	am I that stupid?	grupo	alternativoj	prononco
level	kvankam mi lernis multe	även om jag lärde mig mycket	although I learned a lot	grupo	alternativoj	prononco
level	la patrino eniris	modern gick in	the mother entered	grupo	alternativoj	prononco
level	miaj vortoj	mina ord	my words	grupo	alternativoj	prononco
level	kaj aŭdis miajn vortojn	och hörde mina ord	and heard my words	grupo	alternativoj	prononco
level	ŝi tuj respondis	svarade hon genast	she answered immediately	grupo	alternativoj	prononco
level	ne, mia kara	Nej min kära	no, my dear	grupo	alternativoj	prononco
level	vi ne estas malsaĝa	du är inte dum	you are not stupid	grupo	alternativoj	prononco
level	la problemo estas, ke ~	problemet är att ~	the problem is that ~	grupo	alternativoj	prononco
level	ke vi devas lerni	som du måste lära dig	that you must learn	grupo	alternativoj	prononco
level	devas lerni multe pli	måste lära sig mycket mer	must learn much more	grupo	alternativoj	prononco
level	tiam vi ne havos	då har du inte	then you will not have	grupo	alternativoj	prononco
level	malbonaj notoj	dåliga betyg	bad grades	grupo	alternativoj	prononco
level	havos nur malbonajn notojn	kommer bara ha dåliga betyg	will have only bad grades	grupo	alternativoj	prononco
level	ankaŭ nun	också nu	also now	grupo	alternativoj	prononco
level	mi ne havas ilin	Jag har dem inte	I don't have them	grupo	alternativoj	prononco
level	mi havas bonan noton	Jag har ett bra betyg	I have a good grade	grupo	alternativoj	prononco
level	pri muziko	om musik	about music	grupo	alternativoj	prononco
level	bonan noton pri muziko	en bra not om musik	a good note on music	grupo	alternativoj	prononco
level	la patrino subite ekridis	mamman brast plötsligt ut i skratt	the mother suddenly burst out laughing	grupo	alternativoj	prononco
level	tio plibeligis ~	som förskönade ~	that beautified ~	grupo	alternativoj	prononco
level	mian tagon	min dag	my day	grupo	alternativoj	prononco
level	plibeligis mian tagon	gjorde min dag	made my day	grupo	alternativoj	prononco
level	sed tamen restis	men blev ändå kvar	but still remained	grupo	alternativoj	prononco
level	sed la problemo tamen restis	men problemet kvarstod	but the problem still remained	grupo	alternativoj	prononco
level	kilogramo da ~	ett kilo ~	a kilogram of ~	grupo	alternativoj	prononco
level	kilogramo da sukero	ett kilo socker	a kilogram of sugar	grupo	alternativoj	prononco
level	glaso da ~	ett glas ~	a glass of ~	grupo	alternativoj	prononco
level	glaso da akvo	ett glas vatten	a glass of water	grupo	alternativoj	prononco
level	multe da ~	en hel del ~	a lot of ~	grupo	alternativoj	prononco
level	multe da ideoj	massor av idéer	lots of ideas	grupo	alternativoj	prononco
level	deteni sin	att hålla tillbaka	to hold back	grupo	alternativoj	prononco
level	ordigis ĉion	fixade allt	sorted everything out	grupo	alternativoj	prononco
level	transdonis al li	överlämnade till honom	handed over to him	grupo	alternativoj	prononco
level	mi petas	jag frågar	I'm asking	grupo	alternativoj	prononco
level	glason da kafo	ett glas kaffe	a glass of coffee	grupo	alternativoj	prononco
level	kaj iom da akvo	och lite vatten	and some water	grupo	alternativoj	prononco
level	mi petas glason da kafo	Jag skulle vilja ha ett glas kaffe	I would like a glass of coffee	grupo	alternativoj	prononco
level	mi petas tason da teo	Jag skulle vilja ha en kopp te	I would like a cup of tea	grupo	alternativoj	prononco
level	doloris lin	skada honom	hurt him	grupo	alternativoj	prononco
level	la kapo doloris lin	hans huvud gjorde ont	his head hurt	grupo	alternativoj	prononco
level	li malsaniĝis	han blev sjuk	he fell ill	grupo	alternativoj	prononco
level	ŝatas esti bela	gillar att vara vacker	likes to be beautiful	grupo	alternativoj	prononco
level	ŝi beligis sian vizaĝon	hon förskönade sitt ansikte	she beautified her face	grupo	alternativoj	prononco
level	la knabo ŝatas esti bela	pojken gillar att vara snygg	the boy likes to be pretty	grupo	alternativoj	prononco
level	pro tio ŝi beligis ĝin	därför förskönade hon den	therefore she beautified it	grupo	alternativoj	prononco
level	post la tagmanĝo	efter lunch	after lunch	grupo	alternativoj	prononco
level	purigi la kuirejon	att städa köket	to clean the kitchen	grupo	alternativoj	prononco
level	kiu purigos la kuirejon?	vem ska städa köket?	who will clean the kitchen?	grupo	alternativoj	prononco
level	volas trinki	vill dricka	wants to drink	grupo	alternativoj	prononco
level	kion vi volas trinki?	vad vill du dricka	what do you want to drink	grupo	alternativoj	prononco
level	trinki teon	att dricka te	to drink tea	grupo	alternativoj	prononco
level	iom da akvo	lite vatten	a little of water	grupo	alternativoj	prononco
level	ĉu vi volas nenion?	vill du ingenting?	do you want nothing?	grupo	alternativoj	prononco
level	tiel subite	så plötsligt	so suddenly	grupo	alternativoj	prononco
level	kial vi decidis ~ ?	varför bestämde du dig ~ ?	why did you decide ~ ?	grupo	alternativoj	prononco
level	kial vi tiel subite decidis ~ ?	varför bestämde du dig ~ så plötsligt?	why did you decide ~ so suddenly?	grupo	alternativoj	prononco
level	via ĉambro	ditt rum	your room	grupo	alternativoj	prononco
level	via ĉambreto	ditt lilla rum	your little room	grupo	alternativoj	prononco
level	vian ĉambreton	till ditt lilla rum	to your little room	grupo	alternativoj	prononco
level	renovigi vian ĉambreton	att renovera ditt lilla rum	to renovate your little room	grupo	alternativoj	prononco
level	decidis renovigi vian ĉambreton	bestämde mig för att renovera ditt lilla rum	decided to renovate your little room	grupo	alternativoj	prononco
level	al kiu	till vem	to whom	grupo	alternativoj	prononco
level	vi donis ~	du gav ~	you gave ~	grupo	alternativoj	prononco
level	al kiu vi donis ~ ?	till vem gav du ~ ?	to whom did you give ~ ?	grupo	alternativoj	prononco
level	puraj glasoj	rena glasögon	clean glasses	grupo	alternativoj	prononco
level	vi donis la purajn glasojn	du gav de rena glasen	you gave the clean glasses	grupo	alternativoj	prononco
level	la puraj glasoj por la vino	de rena glasen till vinet	the clean glasses for the wine	grupo	alternativoj	prononco
level	kontraŭ kiu	mot vem	against whom	grupo	alternativoj	prononco
level	via sportklubo	din idrottsförening	your sports club	grupo	alternativoj	prononco
level	ludas kontraŭ ~	spelar mot ~	plays against ~	grupo	alternativoj	prononco
level	antaŭ du semajnoj	två veckor sedan	two weeks ago	grupo	alternativoj	prononco
level	kontraŭ kiu via sportklubo ludis?	vem spelade din idrottsförening mot?	who did your sports club play against?	grupo	alternativoj	prononco
level	ĉu vi vidas ~ ?	ser du ~ ?	do you see ~ ?	grupo	alternativoj	prononco
level	ĉu vi ofte vidas ~ ?	ser du ofta ~ ?	do you often see ~ ?	grupo	alternativoj	prononco
level	ofte vidas la policiston	ser ofta polisen	often see the policeman	grupo	alternativoj	prononco
level	tiu, kiu loĝas en ~	den som bor i ~	the one who lives in ~	grupo	alternativoj	prononco
level	loĝas en la loĝejo	bor på boendet	lives in the lodging place	grupo	alternativoj	prononco
level	la loĝejo super vi	bostaden ovanför dig	the dwelling place above you	grupo	alternativoj	prononco
level	vidas la policiston, kiu loĝas en ~	ser polisen som bor i ~	sees the police officer who lives in ~	grupo	alternativoj	prononco
level	plano pri veturado	körplan	driving plan	grupo	alternativoj	prononco
level	volis vojaĝi	ville resa	wanted to travel	grupo	alternativoj	prononco
level	vojaĝi al alia lando	att resa till ett annat land	to travel to another country	grupo	alternativoj	prononco
level	en libertempo	på fritiden	in free time	grupo	alternativoj	prononco
level	ili decidis iri	de bestämde sig för att gå	they decided to go	grupo	alternativoj	prononco
level	decidis iri al Italio	bestämde sig för att åka till Italien	decided to go to Italy	grupo	alternativoj	prononco
level	malnovaj urboj	gamla städer	old cities	grupo	alternativoj	prononco
level	lando kun malnovaj urboj	ett land med gamla städer	a country with old cities	grupo	alternativoj	prononco
level	aliaj belaĵoj	andra skönheter	other beauties	grupo	alternativoj	prononco
level	kaj aliaj belaĵoj	och andra skönheter	and other beauties	grupo	alternativoj	prononco
level	bela lando kun malnovaj urboj kaj aliaj belaĵoj	ett vackert land med gamla städer och andra skönheter	a beautiful country with old cities and other beauties	grupo	alternativoj	prononco
level	ili estis feliĉaj	De var glada	they were happy	grupo	alternativoj	prononco
level	kie estas ~ ?	var är ~?	where is ~ ?	grupo	alternativoj	prononco
level	kie estas mia vestaĵo?	var är mina kläder	where are my clothes	grupo	alternativoj	prononco
level	ŝi demandis ~	frågade hon ~	she asked ~	grupo	alternativoj	prononco
level	ni ne forgesu kunporti ~	låt oss inte glömma att ta med ~	let's not forget to bring ~	grupo	alternativoj	prononco
level	kunporti la libron	att ta med dig boken	to take the book with you	grupo	alternativoj	prononco
level	libro por lerni Esperanton	en bok för att lära sig esperanto	a book to learn Esperanto	grupo	alternativoj	prononco
level	kunporti libron por lerni	att bära en bok för att lära sig	to carry a book to learn	grupo	alternativoj	prononco
level	ni povas komenci ~	vi kan börja ~	we can start ~	grupo	alternativoj	prononco
level	en la vagonaro	i tåget	in the train	grupo	alternativoj	prononco
level	jam en la vagonaro	redan i tåget	already in the train	grupo	alternativoj	prononco
level	ni nenion faros	vi kommer inte att göra någonting	we won't do anything	grupo	alternativoj	prononco
level	per aŭto	med bil	by car	grupo	alternativoj	prononco
level	ni veturos per ~	vi kör förbi ~	we will drive by ~	grupo	alternativoj	prononco
level	veturos per aŭto	ska köra bil	will drive a car	grupo	alternativoj	prononco
level	mi havas sekreton	jag har en hemlighet	I have a secret	grupo	alternativoj	prononco
level	mia riĉa onklo	min rike farbror	my rich uncle	grupo	alternativoj	prononco
level	mia deziro	min önskan	my wish	grupo	alternativoj	prononco
level	plenumis mian deziron	uppfyllde min önskan	fulfilled my wish	grupo	alternativoj	prononco
level	donis al ni	gav oss	gave us	grupo	alternativoj	prononco
level	sian aŭton	hans bil	his car	grupo	alternativoj	prononco
level	kaj donis al ni sian aŭton	och gav oss sin bil	and gave us his car	grupo	alternativoj	prononco
level	por uzo	för användning	for use	grupo	alternativoj	prononco
level	ĝi staras antaŭ ~	det står framför ~	it stands before ~	grupo	alternativoj	prononco
level	staras antaŭ la domo	står framför huset	stands in front of the house	grupo	alternativoj	prononco
level	mi devas diri ~	Jag måste säga ~	I have to say ~	grupo	alternativoj	prononco
level	nenion diru	säg ingenting	don't say anything	grupo	alternativoj	prononco
level	ni eksidu	låt oss sitta ner	let's sit down	grupo	alternativoj	prononco
level	eksidu en la aŭton	gå in i bilen	get in the car	grupo	alternativoj	prononco
level	veturi al ~	att köra till ~	to drive to ~	grupo	alternativoj	prononco
level	kaj veturu al Italio	och kör till Italien	and drive to Italy	grupo	alternativoj	prononco
level	sidis en la aŭto	satt i bilen	sat in the car	grupo	alternativoj	prononco
level	ankaŭ la vestaĵoj	även kläderna	also the clothes	grupo	alternativoj	prononco
level	~ estis en la aŭto	~ var i bilen	~ was in the car	grupo	alternativoj	prononco
level	ankoraŭ sidadis kaj atendis	satt fortfarande och väntade	still sat and waited	grupo	alternativoj	prononco
level	sed li atendis	men han väntade	but he waited	grupo	alternativoj	prononco
level	kial ni ne ~ ?	varför gör vi inte ~ ?	why don't we ~ ?	grupo	alternativoj	prononco
level	kial ni ne ekveturas?	varför börjar vi inte köra?	why don't we start driving?	grupo	alternativoj	prononco
level	ankaŭ mi havas ~	Jag har ~ också	I have ~ too	grupo	alternativoj	prononco
level	veturigus la aŭton	skulle köra bilen	would drive the car	grupo	alternativoj	prononco
level	sed mi ne scias ~	men jag vet inte ~	but I don't know ~	grupo	alternativoj	prononco
level	mi neniam lernis tion	Det lärde jag mig aldrig	I never learned that	grupo	alternativoj	prononco
level	mi kredus ~	Jag skulle tro ~	I would believe ~	grupo	alternativoj	prononco
level	se mi estus sana	om jag var frisk	if I were healthy	grupo	alternativoj	prononco
level	mi estus tre feliĉa	jag skulle bli väldigt glad	I would be very happy	grupo	alternativoj	prononco
level	kvazaŭ vi estus riĉulo	som om du vore rik	as if you were rich	grupo	alternativoj	prononco
level	vi sidas tie kvazaŭ vi estus riĉulo	du sitter där som om du vore en rik man	you sit there as if you were a rich man	grupo	alternativoj	prononco
level	kvazaŭa lernejo	påstådd skola	alleged school	grupo	alternativoj	prononco
level	kvazaŭ riĉulo	som en rik man	like a rich man	grupo	alternativoj	prononco
level	vi sidas tie kvazaŭ riĉulo	du sitter där som en rik man	you sit there like a rich man	grupo	alternativoj	prononco
level	tiom da mono	så mycket pengar	so much money	grupo	alternativoj	prononco
level	tiom da mono kiom da ideoj	lika mycket pengar som idéer	as much money as ideas	grupo	alternativoj	prononco
level	se mi havus tiom da mono	om jag hade så mycket pengar	if I had that much money	grupo	alternativoj	prononco
level	mi vojaĝadus	jag skulle resa	I would travel	grupo	alternativoj	prononco
level	ĉirkaŭ la mondo	runt världen	around the world	grupo	alternativoj	prononco
level	en ĉiu vortaro	i varje ordbok	in every dictionary	grupo	alternativoj	prononco
level	mankas io	något saknas	something is missing	grupo	alternativoj	prononco
level	mankas kelkaj vortoj	några ord saknas	some words are missing	grupo	alternativoj	prononco
level	homo, kiu longe parolis	en man som talade länge	a man who spoke at length	grupo	alternativoj	prononco
level	ĉe la manĝotablo	vid matbordet	at the dining table	grupo	alternativoj	prononco
level	homo, kiu rakontas, restos malsata	en person som berättar förblir hungrig	a person who tells will remain hungry	grupo	alternativoj	prononco
level	rakontadas ĉe la manĝo tablo	berättar hela tiden vid matbordet	keeps telling at the dining table	grupo	alternativoj	prononco
level	li devis atenti ~	han var tvungen att uppmärksamma ~	he had to pay attention to ~	grupo	alternativoj	prononco
level	ne rajtis ~	fick inte ~	was not allowed to ~	grupo	alternativoj	prononco
level	rajtis resti	fick stanna	was allowed to stay	grupo	alternativoj	prononco
level	ne rajtis longe resti	fick inte stanna länge	was not allowed to stay long	grupo	alternativoj	prononco
level	resti ekstere en pluvo	att stanna ute i regnet	to stay out in the rain	grupo	alternativoj	prononco
level	tial li malvarmumis	det var därför han blev förkyld	that's why he caught a cold	grupo	alternativoj	prononco
level	li havas sian klaran ideon	han har sin egen tydliga idé	he has his own clear idea	grupo	alternativoj	prononco
level	sed li kredos ĉion	men han kommer att tro på allt	but he will believe everything	grupo	alternativoj	prononco
level	ĉion, kion vi diros	vad du än säger	whatever you say	grupo	alternativoj	prononco
level	kvazaŭ vi estus lia edzino	som om du vore hans fru	as if you were his wife	grupo	alternativoj	prononco
level	viaj gepatroj	dina föräldrar	your parents	grupo	alternativoj	prononco
level	ĝojigi viajn gepatrojn	för att göra dina föräldrar lyckliga	to make your parents happy	grupo	alternativoj	prononco
level	kio povus ĝojigi ~ ?	vad skulle kunna glädja ~ ?	what could please ~ ?	grupo	alternativoj	prononco
level	kio povus plej ĝojigi viajn gepatrojn?	vad kan göra dina föräldrar mest lyckliga?	what could make your parents the most happy?	grupo	alternativoj	prononco
level	post la lernado	efter inlärningen	after the learning	grupo	alternativoj	prononco
level	almenaŭ post la lernado	åtminstone efter inlärningen	at least after the learning	grupo	alternativoj	prononco
level	en la urbocentron	in till centrum	into the city center	grupo	alternativoj	prononco
level	se vi irus kun mi	om du vill följa med mig	if you would go with me	grupo	alternativoj	prononco
level	se vi irus kun mi en la urbocentron	om du vill åka till centrum med mig	if you would go downtown with me	grupo	alternativoj	prononco
level	kien vi dezirus vojaĝi?	Vart skulle du vilja resa?	where would you like to travel?	grupo	alternativoj	prononco
level	se vi havus ~	om du hade ~	if you had ~	grupo	alternativoj	prononco
level	sufiĉe da mono	tillräckligt med pengar	enough money	grupo	alternativoj	prononco
level	se vi havus sufiĉe da mono kaj tempo	om du hade tillräckligt med pengar och temp	if you had enough money and temp	grupo	alternativoj	prononco
level	ĉu vi planas ~ ?	planerar du att ~ ?	are you planning to ~ ?	grupo	alternativoj	prononco
level	planas veturi al Parizo	planerar att resa till Paris	plans to travel to Paris	grupo	alternativoj	prononco
level	veturi per aŭto	att köra med en axuto	to drive with an axuto	grupo	alternativoj	prononco
level	multe pli bone	mycket bättre	much better	grupo	alternativoj	prononco
level	ŝajnas multe pli bone	verkar mycket bättre	seems much better	grupo	alternativoj	prononco
level	per vagonaro	med tåg	by train	grupo	alternativoj	prononco
level	aŭ ĉu ne ŝajnas esti multe pli bone?	eller verkar det inte vara mycket bättre?	or doesn't it seem to be much better?	grupo	alternativoj	prononco
level	diversaj homoj	olika människor	various people	grupo	alternativoj	prononco
level	kial homoj klarigas diversmaniere?	varför förklarar människor på olika sätt?	why do people explain in different ways?	grupo	alternativoj	prononco
level	samaj ideoj	samma idéer	same ideas	grupo	alternativoj	prononco
level	klarigas samajn ideojn	förklarar samma idéer	explains the same ideas	grupo	alternativoj	prononco
level	familianoj kunvenas	familjemedlemmar träffas	family members get together	grupo	alternativoj	prononco
level	kiel rapide	hur snabbt	how quickly	grupo	alternativoj	prononco
level	tagoj pasas	dagar går	days pass	grupo	alternativoj	prononco
level	kiel rapide pasas tagoj!	vad fort dagarna går!	how quickly the days pass!	grupo	alternativoj	prononco
