A.ne content.tsv
Level	Esperanto	ne	en-us	Grupo	Alternativoj	Pronoco
level	li estu trankvila	उसलाई शान्त हुन दिनुहोस्	let him be quiet	grupo	alternativoj	prononco
level	ankaŭ li	ऊ पनि	he too	grupo	alternativoj	prononco
level	mi deziras	म चाहन्छु (इच्छा)	I want (desire)	grupo	alternativoj	prononco
level	mi deziras, ke ~	म चाहान्छु कि ~	I wish (desire) that ~	grupo	alternativoj	prononco
level	ke vi lernu	कि तिमीले सिक्छौ	that you learn	grupo	alternativoj	prononco
level	mi deziras, ke vi lernu	म तिमीले सिक्न चाहन्छु	I want you to learn	grupo	alternativoj	prononco
level	patro insistas	बुबा जिद्दी गर्नुहुन्छ	father insists	grupo	alternativoj	prononco
level	patro insistas, ke ~	बुबा जिद्दी गर्नुहुन्छ कि ~	father insists that ~	grupo	alternativoj	prononco
level	ke mi iru	कि म जान्छु	that I go	grupo	alternativoj	prononco
level	patro insistas, ke mi iru	बुबाले मलाई जान आग्रह गर्नुहुन्छ	father insists that I go	grupo	alternativoj	prononco
level	je kioma horo	कुन घण्टामा	at what hour	grupo	alternativoj	prononco
level	je kioma horo vi venos?	तपाई कति बजे आउनुहुन्छ?	what time do you come?	grupo	alternativoj	prononco
level	je la kvina	पाँच बजे (बजे)	at five (o'clock)	grupo	alternativoj	prononco
level	je la kvina horo	पाँच बजे	at five o'clock	grupo	alternativoj	prononco
level	kiel li fartas?	उहाँ कसरी गर्नुहुन्छ?	how does he doing?	grupo	alternativoj	prononco
level	kiel vi fartis lastatempe?	तपाईलाई पछिल्लो समय कस्तो छ ?	how have you been lately?	grupo	alternativoj	prononco
level	etaj libroj belas	साना पुस्तकहरू सुन्दर छन्	little books are beautiful	grupo	alternativoj	prononco
level	libreto, belaj libroj	एउटा पुस्तिका, सुन्दर पुस्तकहरू	a booklet, beautiful books	grupo	alternativoj	prononco
level	bela, beleta, belega	सुन्दर, थोरै सुन्दर, धेरै सुन्दर	beautiful, a little pretty, very beautiful	grupo	alternativoj	prononco
level	varma, varmeta, varmega	तातो, न्यानो, धेरै तातो	warm, lukewarm, very hot	grupo	alternativoj	prononco
level	librego, libreto	एउटा ठूलो किताब, एउटा पुस्तिका	a big book, a booklet	grupo	alternativoj	prononco
level	bona, bonega, bonege	राम्रो, राम्रो, राम्रो	good, great, well	grupo	alternativoj	prononco
level	riĉa, riĉiĝi, riĉulo	धनी, धनी बन, धनी व्यक्ति	rich, become rich, a rich person	grupo	alternativoj	prononco
level	trankvila, trankviliĝi, trankviliĝu	शान्त हुनु, शान्त हुनु, शान्त हुनु	calm, to calm down, calm down	grupo	alternativoj	prononco
level	sana, resaniĝi, resaniĝis	स्वस्थ, निको हुन, निको भयो	healthy, to become healed, became healed	grupo	alternativoj	prononco
level	edzo, edziĝo, geedziĝis	एक पति, विवाह, विवाहित	a husband, marriage, married	grupo	alternativoj	prononco
level	leterportisto	एक पत्र पोस्टम्यान	a letter postman	grupo	alternativoj	prononco
level	hejmlando	एक मातृभूमि	a homeland	grupo	alternativoj	prononco
level	iom, iomete	अलिकति, थोरै	somewhat, a little	grupo	alternativoj	prononco
level	ni bonege vespermanĝis	हामीले राम्रो डिनर खायौं	we had a great dinner	grupo	alternativoj	prononco
level	espereble, prizorgu vin	आशा छ, आफ्नो ख्याल राख्नुहोस्	hopefully, take care of yourself	grupo	alternativoj	prononco
level	mi zorgis pri la altkvalita loĝejo	मैले उच्च गुणस्तरको आवासको ख्याल गरें	I cared about the high-quality housing	grupo	alternativoj	prononco
level	pripensu dufoje, multfoje	दुई पटक, धेरै पटक सोच्नुहोस्	think twice, many times	grupo	alternativoj	prononco
level	kiu deprenis la libreton?	पुस्तिका कसले उतार्यो ?	who took down the booklet?	grupo	alternativoj	prononco
level	kato, kiu nomiĝas Cezaro	सिजर नामको बिरालो	a cat named Caesar	grupo	alternativoj	prononco
level	kuko, kiu estas sur la tablo	टेबलमा रहेको केक	a cake which is on the table	grupo	alternativoj	prononco
level	manĝu kukon, kiu estas sur la tablo	टेबुलमा भएको केक खानुहोस्	eat a cake that is on the table	grupo	alternativoj	prononco
level	fariĝis varmega kaj ruĝiĝis	तातो र रमाईलो भयो	became hot and blushed	grupo	alternativoj	prononco
level	patro volas, ke lia infano manĝu	एक बुबा आफ्नो बच्चा खान चाहनुहुन्छ	a father wants his child to eat	grupo	alternativoj	prononco
level	en malgranda ĉambro	एउटा सानो कोठामा	in a small room	grupo	alternativoj	prononco
level	ni loĝas en ~	हामी ~ मा बस्छौं	we live in ~	grupo	alternativoj	prononco
level	mi fariĝis maltrankvila	म चिन्तित भएँ	I became anxious	grupo	alternativoj	prononco
level	tiam, kiam mi vidis vin	त्यो समयमा जब मैले तिमीलाई देखेँ	at that time when I saw you	grupo	alternativoj	prononco
level	ĉiuj rimarkis tion	सबैले याद गरे	everyone noticed that	grupo	alternativoj	prononco
level	tion, ke ŝi estas belega	उनी सुन्दर छिन् भन्ने तथ्य	the fact that she is beautiful	grupo	alternativoj	prononco
level	ĉu vi deziras, ke ~ ?	के तपाई त्यो चाहनुहुन्छ ~? (deziri)	do you want that ~ ? (deziri)	grupo	alternativoj	prononco
level	ke mi montru al vi	कि म तिमीलाई देखाउन सक्छु	that I may show you	grupo	alternativoj	prononco
level	ĉu vi deziras, ke mi montru?	के तपाई मलाई देखाउन चाहनुहुन्छ?	do you want me to show?	grupo	alternativoj	prononco
level	mian plej novan libron	मेरो नयाँ पुस्तक (उद्देश्य)	my newest book (objective)	grupo	alternativoj	prononco
level	morgaŭ matene, kion vi volas?	भोलि बिहान, तपाई के चाहनुहुन्छ?	tomorrow morning, what do you want?	grupo	alternativoj	prononco
level	matenmanĝis malfrue	ढिलो नाश्ता गरे	had breakfast late	grupo	alternativoj	prononco
level	kiam Marko alvenos?	मार्क कहिले आउनेछ?	when will Mark arrive?	grupo	alternativoj	prononco
level	je la kvina aŭ je la oka horo	पाँच वा आठ बजे	at five or eight o'clock	grupo	alternativoj	prononco
level	kiam vi rimarkis, ke ~ ?	तपाईंले त्यो कहिले याद गर्नुभयो ~?	when did you notice that ~ ?	grupo	alternativoj	prononco
level	la tuta familio nomas min bonfarulo	सबै परिवारले मलाई परोपकारी भन्छन्	the whole family calls me a benefactor	grupo	alternativoj	prononco
level	utila por vi	तपाईंको लागि उपयोगी	useful for you	grupo	alternativoj	prononco
level	ĉu la libreto estis utila?	पुस्तिका उपयोगी थियो?	was the booklet useful?	grupo	alternativoj	prononco
level	tiu libreto, kiun mi sendis	मैले पठाएको पुस्तिका	the booklet, which I sent	grupo	alternativoj	prononco
level	matene dormis tre longe	बिहान धेरै बेर सुते	in the morning slept for a long time	grupo	alternativoj	prononco
level	kiam li vidis la sunon	जब उसले सूर्य देख्यो	when he saw the sun	grupo	alternativoj	prononco
level	subite li eksaltis	अचानक ऊ उफ्रियो	suddenly he jumped up	grupo	alternativoj	prononco
level	li estis ĉiam frua	ऊ सधैं चाँडो थियो	he was always early	grupo	alternativoj	prononco
level	ĉiam li malfruas	ऊ सधैं ढिलो हुन्छ	he is always late	grupo	alternativoj	prononco
level	tiam, kiam li devas iri	त्यो समयमा, जब उहाँ जानु पर्छ	at that time, when he has to go	grupo	alternativoj	prononco
level	iri al la lernejo	विद्यालय जानको लागि	to go to the school	grupo	alternativoj	prononco
level	li scias, ke ~	उसलाई थाहा छ, त्यो ~	he knows, that ~	grupo	alternativoj	prononco
level	li scias tion, ke ~	उसलाई तथ्य थाहा छ, त्यो ~	he knows the fact, that ~	grupo	alternativoj	prononco
level	tion, ke la instruisto malŝatas abelon	शिक्षकले माहुरीहरूलाई घृणा गर्नुहुन्छ भन्ने तथ्य	the fact that the teacher hates bees	grupo	alternativoj	prononco
level	scias tion, ke la instruisto malŝatas abelon	शिक्षकले माहुरीलाई घृणा गर्नुहुन्छ भन्ने तथ्यलाई थाहा छ	knows the fact that the teacher hates bees	grupo	alternativoj	prononco
level	scias, ke la instruisto malŝatas tion	थाहा छ कि शिक्षकले त्यो घृणा गर्छ	knows that the teacher hates that	grupo	alternativoj	prononco
level	sed hodiaŭ li trinkis la kafon	तर आज उसले कफी पियो	but today he drank the coffee	grupo	alternativoj	prononco
level	li rapide surmetas la vestaĵon	उसले चाँडै लुगा लगाउँछ	he quickly puts on the clothes	grupo	alternativoj	prononco
level	li ne volas malfrui	ऊ ढिलो हुन चाहँदैन	he doesn't want to be late	grupo	alternativoj	prononco
level	rapidege kun la libroj en la mano	धेरै चाँडै हातमा किताबहरु संग	very quickly with the books in hand	grupo	alternativoj	prononco
level	poste li kuris kaj saltis	पछि उनी दौडेर हाम फाले	later he ran and jumped	grupo	alternativoj	prononco
level	li kuris kaj saltis	ऊ दौडेर उफ्र्यो	he ran and jumped	grupo	alternativoj	prononco
level	laŭ la strato	सडक छेउमा	along the street	grupo	alternativoj	prononco
level	la homoj rigardis lin	मानिसहरूले उसलाई हेरे	the people looked at him	grupo	alternativoj	prononco
level	rigardis lin kaj diris	उसलाई हेरेर भन्यो	looked at him and said	grupo	alternativoj	prononco
level	saĝa kaj malsaĝa	बुद्धिमान र मूर्ख	wise and foolish	grupo	alternativoj	prononco
level	kia malsaĝa knabo!	कस्तो मूर्ख केटा!	what a foolish boy!	grupo	alternativoj	prononco
level	estis antaŭ lernejo	विद्यालय अगाडि थियो	was in front of a school	grupo	alternativoj	prononco
level	baldaŭ	चाँडै	soon	grupo	alternativoj	prononco
level	li estis antaŭ ~	उहाँ ~ अगाडि हुनुहुन्थ्यो	he was in front of ~	grupo	alternativoj	prononco
level	iri kaj eniri	जान र प्रवेश गर्न	to go and to enter	grupo	alternativoj	prononco
level	li volis eniri	उनी प्रवेश गर्न चाहन्थे	he wanted to enter	grupo	alternativoj	prononco
level	eniri la lernejon	विद्यालयमा प्रवेश गर्न	to enter into the school	grupo	alternativoj	prononco
level	sed tamen	तर यद्यपि	but however	grupo	alternativoj	prononco
level	sed li ne povis	तर उसले सकेन	but he couldn't	grupo	alternativoj	prononco
level	fermi kaj fermita	बन्द र बन्द गर्न	to close and closed	grupo	alternativoj	prononco
level	ĝi estis fermita	यो बन्द थियो	it was closed	grupo	alternativoj	prononco
level	nek ~ nek ~	न ~ न ~	neither ~ nor ~	grupo	alternativoj	prononco
level	nek instruisto nek gelernantoj	न त शिक्षक न पुरुष-महिला विद्यार्थी	neither a teacher nor male-and-female students	grupo	alternativoj	prononco
level	vidis nek instruiston nek gelernantojn	न शिक्षक देखे न विद्यार्थी	saw neither a teacher nor students	grupo	alternativoj	prononco
level	sidi, eksidi	बस्नु, बस्नु	to sit, to get sitted	grupo	alternativoj	prononco
level	eksidis	बस्यो (बसिएको थियो)	got seated (had seated)	grupo	alternativoj	prononco
level	li eksidis	ऊ बस्यो	he got seated	grupo	alternativoj	prononco
level	kaj pensis	र सोच्यो	and thought	grupo	alternativoj	prononco
level	kio okazis?	के भयो?	what did happen?	grupo	alternativoj	prononco
level	diable	भयानक (एक शैतान जस्तै)	to the awful (like a devil)	grupo	alternativoj	prononco
level	damne	यसलाई बाँध	dam it	grupo	alternativoj	prononco
level	memoras	सम्झन्छ	remembers	grupo	alternativoj	prononco
level	nun mi memoras	अब म सम्झन्छु	now I remember	grupo	alternativoj	prononco
level	dimanĉo	आइतबार	Sunday	grupo	alternativoj	prononco
level	hodiaŭ estas ~	आज ~ छ	today is ~	grupo	alternativoj	prononco
level	hodiaŭ estas dimanĉo	आज आइतबार हो	today is Sunday	grupo	alternativoj	prononco
level	dormi kaj ekdormi	सुत्न र सुत्न	to sleep and to get into sleep	grupo	alternativoj	prononco
level	suno kaj luno	एक सूर्य र चन्द्रमा	a sun and a moon	grupo	alternativoj	prononco
level	subita kaj subite	अचानक र अचानक	sudden and suddenly	grupo	alternativoj	prononco
level	ek!	बन्द! (सुरु गर्न)	off! (to start)	grupo	alternativoj	prononco
level	salti kaj eksaltis	हाम फाल्ने र हाम फाल्ने	to jump and jumped 	grupo	alternativoj	prononco
level	ĉiam frua	सधैं चाँडो	always early	grupo	alternativoj	prononco
level	hodiaŭ metis kaj kuris	आज राख्यो र दौडियो	today put and ran	grupo	alternativoj	prononco
level	aĵo, ne aĝo	उमेर होइन कुरा	a thing not age	grupo	alternativoj	prononco
level	kuris laŭ homoj saĝaj	बुद्धिमान मानिसहरु संगै दौडे	ran along wise people	grupo	alternativoj	prononco
level	laŭeble baldaŭ	जति सक्दो चाडो	soon as possible	grupo	alternativoj	prononco
level	kia knabo, kia knabino	कस्तो केटा, कस्तो केटी	what a boy, what a girl	grupo	alternativoj	prononco
level	nek pensita nek memorita	न सोचे न कण्ठ	neither thought nor memorized	grupo	alternativoj	prononco
level	diablo atendis akvon dimanĉe	आइतबार एक शैतान पानी पर्खिरहेको थियो	a devil waited for water on Sunday	grupo	alternativoj	prononco
level	tiom malgranda momento	यस्तो सानो क्षण	such a small moment	grupo	alternativoj	prononco
level	eĉ tiom malgranda momento valoras	यति सानो क्षण पनि सार्थक छ	even such a small moment is worthwhile	grupo	alternativoj	prononco
level	kriis for ĝis nokto	राती सम्म रोए	cried away until night	grupo	alternativoj	prononco
level	lasis la poŝton de la mano	हातबाट मेलपोस्ट हटाउनुहोस्	put away the mailpost from the hand	grupo	alternativoj	prononco
level	ridis mem lasante la poŝton	आफै हाँसे, मेलपोस्ट टाँस्दै	laughed by oneself, putting away the mailpost	grupo	alternativoj	prononco
level	nek li nek ŝi ridis	न ऊ न ऊ हाँसे	neither he nor she laughed	grupo	alternativoj	prononco
level	ŝi nek ridis nek respondis	उनी न हाँसिन् न जवाफ दिइन्	she neither laughed nor answered	grupo	alternativoj	prononco
level	li nek sidas nek rigardas	ऊ न बस्छ न हेर्छ	he neither sits nor watches	grupo	alternativoj	prononco
level	neniam mi vidis	मैले कहिलै देखेको छैन	I have never seen	grupo	alternativoj	prononco
level	mi neniam diros al iu	म कसैलाई कहिलै भन्दिन	I will never tell anyone	grupo	alternativoj	prononco
level	diru al neniu	कसैलाई नभन	tell no one	grupo	alternativoj	prononco
level	mi neniam diros	म कहिले पनि भन्दिन	I will never say	grupo	alternativoj	prononco
level	mem	आफैलाई (आफैबाट)	to oneself (by oneself)	grupo	alternativoj	prononco
level	mi mem faris	मैले आफैं गरें	I did it myself	grupo	alternativoj	prononco
level	faris tion	गरे (यो बनायो)	did it (made it)	grupo	alternativoj	prononco
level	mem faris tion	यो आफैले गरे (आफैले बनाएको)	did it oneself (made it oneself)	grupo	alternativoj	prononco
level	ĝis la revido, ĝis revido	भेटौँला (फेरि), भेटौँला (फेरि)	see you (again), see you (again)	grupo	alternativoj	prononco
level	ĝis!	सम्म! (अलविदा!)	until! (goodbye!)	grupo	alternativoj	prononco
level	ekparoli	कुरा सुरु गर्न	to start talking	grupo	alternativoj	prononco
level	ekparolis, komencis paroli finfine	भन्न थाले, अन्त्यमा बोल्न थाले	started saying, began to speak at last	grupo	alternativoj	prononco
level	trinkis rapidege	धेरै छिटो पिए	drank very fast	grupo	alternativoj	prononco
level	trinkis matenan trinkaĵon	बिहान पिउनुभयो	had a morning drink	grupo	alternativoj	prononco
level	por frue veni	चाँडै आउन	to come early	grupo	alternativoj	prononco
level	veni al la lernejo	विद्यालय आउन	to come to school	grupo	alternativoj	prononco
level	frue veni al ~	~ चाँडै आउन	to come early to ~	grupo	alternativoj	prononco
level	ne aŭdis novaĵon	समाचार सुनेको छैन	didn't hear news	grupo	alternativoj	prononco
level	ankoraŭ ne aŭdis	अझै सुनेको छैन	didn't hear yet	grupo	alternativoj	prononco
level	mi ankoraŭ ne aŭdis	मैले अझै सुनेको छैन	I didn't hear yet	grupo	alternativoj	prononco
level	en tiu momento	त्यो क्षणमा	in that moment	grupo	alternativoj	prononco
level	en tiu momento li ekkriis	त्यो क्षणमा ऊ रोयो	in that moment he cried	grupo	alternativoj	prononco
level	knabo, kiu ne amas	एक केटा, जो माया गर्दैन	a boy, who does not love	grupo	alternativoj	prononco
level	geknaboj	केटाहरू र केटीहरू	boys and girls	grupo	alternativoj	prononco
level	aliaj geknaboj	अन्य केटा र केटीहरू	other boys and girls	grupo	alternativoj	prononco
level	ne amas aliajn geknabojn	अरू केटा र केटीहरूलाई माया गर्दैन	does not love other boys and girls	grupo	alternativoj	prononco
level	nek amikojn, nek amikinojn	न साथी न केटी साथी	neither friends nor girl friends	grupo	alternativoj	prononco
level	havas nek monon, nek tempon	न पैसा छ न समय	does not have neither money nor time	grupo	alternativoj	prononco
level	kiu havis la libron?	कससँग किताब थियो?	who had the book?	grupo	alternativoj	prononco
level	la libron, kiun vi atendis	तपाईंले पर्खनुभएको किताब	the book which you waited	grupo	alternativoj	prononco
level	tiun, kiun vi atendis pli ol du jarojn	जुन तपाईंले २ वर्षभन्दा बढी पर्खनुभयो	that, which you waited for more than 2 years	grupo	alternativoj	prononco
level	ĉu vi volas tion?	के तपाई त्यो चाहनुहुन्छ?	do you want that?	grupo	alternativoj	prononco
level	ĉu vi volas, ke ~ ?	के तपाई त्यो चाहनुहुन्छ ~?	do you want that ~ ?	grupo	alternativoj	prononco
level	plej kara	सबैभन्दा प्यारो	dearest	grupo	alternativoj	prononco
level	plej kara foto	सबैभन्दा प्यारो फोटो	dearest photo	grupo	alternativoj	prononco
level	mian plej karan foton	मेरो प्यारो फोटो	my dearest photo	grupo	alternativoj	prononco
level	kie vi aĉetis ~ ?	तपाईंले कहाँ किन्नुभयो ~?	where did you buy ~ ?	grupo	alternativoj	prononco
level	tiu vestaĵo	त्यो कपडा	that clothing	grupo	alternativoj	prononco
level	tiun vestaĵon	त्यो कपडा (उद्देश्य)	that clothing (objective)	grupo	alternativoj	prononco
level	aĉetis tiun vestaĵon	त्यो पोशाक किन्यो	bought that outfit	grupo	alternativoj	prononco
level	vi iros tien	तिमी त्यहाँ जान्छौ	you will go there	grupo	alternativoj	prononco
level	kien vi iros?	तिमी कहाँ जान लागेको?	where are you going to?	grupo	alternativoj	prononco
level	suna tago	घमाइलो दिन	sunny day	grupo	alternativoj	prononco
level	estos suna tago	यो घमाइलो दिन हुनेछ	it will be a sunny day	grupo	alternativoj	prononco
level	se estos suna tago	यदि यो घमाइलो दिन हुनेछ	if it will be a sunny day	grupo	alternativoj	prononco
level	via frato jam ekiris	तिम्रो भाइ सुरु भइसकेको छ	your brother has already started	grupo	alternativoj	prononco
level	ĉu via frato jam ekiris?	के तिम्रो भाइ अझै सुरु भयो?	has your brother started yet?	grupo	alternativoj	prononco
level	kie estas la akvo?	पानी कहाँ छ	where is the water	grupo	alternativoj	prononco
level	kunporti la akvon	पानी ल्याउन	to bring the water	grupo	alternativoj	prononco
level	vi mem kunportis	तपाई आफैले ल्याउनुभयो	you yourself brought	grupo	alternativoj	prononco
level	la akvon, kion vi mem kunportis	तिमी आफैले ल्याएको पानी	the water, that you yourself brought	grupo	alternativoj	prononco
level	estis tre trankvila	धेरै शान्त थियो	was very quiet	grupo	alternativoj	prononco
level	hodiaŭ mia patrino estis ~	आज मेरी आमा ~ हुनुहुन्थ्यो	today my mother was ~	grupo	alternativoj	prononco
level	mi venis el ~	म ~बाट आएको हुँ	I came from ~	grupo	alternativoj	prononco
level	el la lernejo	विद्यालय बाहिर	out of the school	grupo	alternativoj	prononco
level	raportis al ~	~ लाई रिपोर्ट गरियो	reported to ~	grupo	alternativoj	prononco
level	kaj raportis al ŝi	र उनलाई रिपोर्ट गरे	and reported to her	grupo	alternativoj	prononco
level	raportis, ke ~	रिपोर्ट गरिएको छ ~	reported that ~	grupo	alternativoj	prononco
level	raportis, ke mi ricevos	प्राप्त गर्ने जानकारी दिए	reported that I will receive	grupo	alternativoj	prononco
level	mi ricevos malbonan noton	म खराब ग्रेड प्राप्त गर्नेछु	I will get a bad grade	grupo	alternativoj	prononco
level	ŝi diris, ke ~	उनले भनिन् ~	she said that ~	grupo	alternativoj	prononco
level	vi devas laborigi ~	तपाईले ~ काम गर्नु पर्छ	you have to make ~ work	grupo	alternativoj	prononco
level	pli multe	थप	more	grupo	alternativoj	prononco
level	pli multe laborigi	थप काम गर्न	to make work more	grupo	alternativoj	prononco
level	laborigi vian kapon	आफ्नो टाउको काम गर्न	to make your head work	grupo	alternativoj	prononco
level	kiom da malbonaj notoj	कति खराब ग्रेड	how many bad grades	grupo	alternativoj	prononco
level	vi havas tiom da malbonaj notoj	तपाईंसँग धेरै खराब ग्रेडहरू छन्	you have so many bad grades	grupo	alternativoj	prononco
level	estis malĝoja	दुखी थियो	was sad	grupo	alternativoj	prononco
level	en vian ĉambron	आफ्नो कोठामा	into your room	grupo	alternativoj	prononco
level	iru en vian ĉambron	आफ्नो कोठामा जानुहोस्	go into your room	grupo	alternativoj	prononco
level	iru kaj lernu	जानुहोस् र सिक्नुहोस्	go and learn	grupo	alternativoj	prononco
level	mi sidis	म बसे	I sat	grupo	alternativoj	prononco
level	en mia ĉambro	मेरो कोठामा	in my room	grupo	alternativoj	prononco
level	sidis en mia ĉambro	मेरो कोठामा बसे	sat in my room	grupo	alternativoj	prononco
level	nek lerni nek legi	न पढ्नुहोस् न सिक्नुहोस्	neither learn nor read	grupo	alternativoj	prononco
level	sed mi povis nek lerni nek legi	तर मैले न त सिक्न न त पढ्न नै सकिन	but I could neither learn nor read	grupo	alternativoj	prononco
level	miaj pensoj	मेरो विचार	my thoughts	grupo	alternativoj	prononco
level	ĉe ludo	एक खेल मा	at a game	grupo	alternativoj	prononco
level	ludo kun miaj amikoj	मेरा साथीहरूसँग खेल	game with my friends	grupo	alternativoj	prononco
level	ĉe sporto	खेलकुद मा	at sport	grupo	alternativoj	prononco
level	al mi mem	आफैलाई	to myself	grupo	alternativoj	prononco
level	diris al mi mem	आफैलाई भने	said to myself	grupo	alternativoj	prononco
level	tiom malsaĝa	धेरै मूर्ख	so stupid	grupo	alternativoj	prononco
level	ĉu mi estas tiom malsaĝa?	के म त्यो मुर्ख छु?	am I that stupid?	grupo	alternativoj	prononco
level	kvankam mi lernis multe	यद्यपि मैले धेरै सिकें	although I learned a lot	grupo	alternativoj	prononco
level	la patrino eniris	आमा भित्र पसिन्	the mother entered	grupo	alternativoj	prononco
level	miaj vortoj	मेरा शब्दहरू	my words	grupo	alternativoj	prononco
level	kaj aŭdis miajn vortojn	र मेरा शब्दहरू सुने	and heard my words	grupo	alternativoj	prononco
level	ŝi tuj respondis	उनले तुरुन्तै जवाफ दिइन्	she answered immediately	grupo	alternativoj	prononco
level	ne, mia kara	होइन, मेरो प्रिय	no, my dear	grupo	alternativoj	prononco
level	vi ne estas malsaĝa	तिमी मूर्ख होइनौ	you are not stupid	grupo	alternativoj	prononco
level	la problemo estas, ke ~	समस्या यो हो ~	the problem is that ~	grupo	alternativoj	prononco
level	ke vi devas lerni	कि तपाईंले सिक्नुपर्छ	that you must learn	grupo	alternativoj	prononco
level	devas lerni multe pli	धेरै सिक्नु पर्छ	must learn much more	grupo	alternativoj	prononco
level	tiam vi ne havos	तब तपाईंसँग हुनेछैन	then you will not have	grupo	alternativoj	prononco
level	malbonaj notoj	खराब ग्रेड	bad grades	grupo	alternativoj	prononco
level	havos nur malbonajn notojn	खराब ग्रेड मात्र हुनेछ	will have only bad grades	grupo	alternativoj	prononco
level	ankaŭ nun	अहिले पनि	also now	grupo	alternativoj	prononco
level	mi ne havas ilin	मसँग छैन	I don't have them	grupo	alternativoj	prononco
level	mi havas bonan noton	मसँग राम्रो ग्रेड छ	I have a good grade	grupo	alternativoj	prononco
level	pri muziko	संगीतको बारेमा	about music	grupo	alternativoj	prononco
level	bonan noton pri muziko	संगीत मा एक राम्रो नोट	a good note on music	grupo	alternativoj	prononco
level	la patrino subite ekridis	आमा एक्कासि हाँस्नु भयो	the mother suddenly burst out laughing	grupo	alternativoj	prononco
level	tio plibeligis ~	जुन सुशोभित ~	that beautified ~	grupo	alternativoj	prononco
level	mian tagon	मेरो दिन	my day	grupo	alternativoj	prononco
level	plibeligis mian tagon	मेरो दिन राम्रो पारिदियौ	made my day	grupo	alternativoj	prononco
level	sed tamen restis	तर अझै बाँकी छ	but still remained	grupo	alternativoj	prononco
level	sed la problemo tamen restis	तर समस्या अझै बाँकी छ	but the problem still remained	grupo	alternativoj	prononco
level	kilogramo da ~	एक किलोग्राम ~	a kilogram of ~	grupo	alternativoj	prononco
level	kilogramo da sukero	एक किलोग्राम चिनी	a kilogram of sugar	grupo	alternativoj	prononco
level	glaso da ~	एक गिलास ~	a glass of ~	grupo	alternativoj	prononco
level	glaso da akvo	एक गिलास पानी	a glass of water	grupo	alternativoj	prononco
level	multe da ~	धेरै ~	a lot of ~	grupo	alternativoj	prononco
level	multe da ideoj	धेरै विचारहरू	lots of ideas	grupo	alternativoj	prononco
level	deteni sin	पछाडि समात्न	to hold back	grupo	alternativoj	prononco
level	ordigis ĉion	सबै कुरा मिलाइयो	sorted everything out	grupo	alternativoj	prononco
level	transdonis al li	उनलाई हस्तान्तरण गरे	handed over to him	grupo	alternativoj	prononco
level	mi petas	म सोध्दै छु	I'm asking	grupo	alternativoj	prononco
level	glason da kafo	एक गिलास कफी	a glass of coffee	grupo	alternativoj	prononco
level	kaj iom da akvo	र केही पानी	and some water	grupo	alternativoj	prononco
level	mi petas glason da kafo	म एक गिलास कफी चाहन्छु	I would like a glass of coffee	grupo	alternativoj	prononco
level	mi petas tason da teo	मलाई एक कप चिया पिउन मन लागेको छ	I would like a cup of tea	grupo	alternativoj	prononco
level	doloris lin	उसलाई चोट पुर्यायो	hurt him	grupo	alternativoj	prononco
level	la kapo doloris lin	उनको टाउको दुख्यो	his head hurt	grupo	alternativoj	prononco
level	li malsaniĝis	उनी बिरामी परे	he fell ill	grupo	alternativoj	prononco
level	ŝatas esti bela	सुन्दर हुन मन पर्छ	likes to be beautiful	grupo	alternativoj	prononco
level	ŝi beligis sian vizaĝon	उसले आफ्नो अनुहार सुन्दर बनायो	she beautified her face	grupo	alternativoj	prononco
level	la knabo ŝatas esti bela	केटा सुन्दर हुन मन पराउँछ	the boy likes to be pretty	grupo	alternativoj	prononco
level	pro tio ŝi beligis ĝin	त्यसैले उनले यसलाई सुन्दर बनाइन्	therefore she beautified it	grupo	alternativoj	prononco
level	post la tagmanĝo	खाजा पछि	after lunch	grupo	alternativoj	prononco
level	purigi la kuirejon	भान्सा सफा गर्न	to clean the kitchen	grupo	alternativoj	prononco
level	kiu purigos la kuirejon?	भान्साको सरसफाई कसले गर्ने ?	who will clean the kitchen?	grupo	alternativoj	prononco
level	volas trinki	पिउन चाहन्छ	wants to drink	grupo	alternativoj	prononco
level	kion vi volas trinki?	तपाई के पिउन चाहनुहुन्छ	what do you want to drink	grupo	alternativoj	prononco
level	trinki teon	चिया पिउन	to drink tea	grupo	alternativoj	prononco
level	iom da akvo	थोरै पानी	a little of water	grupo	alternativoj	prononco
level	ĉu vi volas nenion?	तिमीलाई केहि चाहिदैन?	do you want nothing?	grupo	alternativoj	prononco
level	tiel subite	त्यसैले अचानक	so suddenly	grupo	alternativoj	prononco
level	kial vi decidis ~ ?	तपाईंले किन निर्णय गर्नुभयो ~?	why did you decide ~ ?	grupo	alternativoj	prononco
level	kial vi tiel subite decidis ~ ?	तिमीले किन अचानक यस्तो निर्णय गर्यौ?	why did you decide ~ so suddenly?	grupo	alternativoj	prononco
level	via ĉambro	तपाईको कोठा	your room	grupo	alternativoj	prononco
level	via ĉambreto	तिम्रो सानो कोठा	your little room	grupo	alternativoj	prononco
level	vian ĉambreton	आफ्नो सानो कोठामा	to your little room	grupo	alternativoj	prononco
level	renovigi vian ĉambreton	आफ्नो सानो कोठा नवीकरण गर्न	to renovate your little room	grupo	alternativoj	prononco
level	decidis renovigi vian ĉambreton	तपाईंको सानो कोठा नवीकरण गर्ने निर्णय गरियो	decided to renovate your little room	grupo	alternativoj	prononco
