C.hu content.tsv
Level	Esperanto	hu	en-us	Grupo	Alternativoj	Pronoco
level	travivaĵo	egy átélés, egy átélés, egy élmény	a live-through, an undergo, an experience	grupo	alternativoj	prononco
level	komunismo	kommunizmus	communism	grupo	alternativoj	prononco
level	ŝinko	egy sonkát	a ham	grupo	alternativoj	prononco
level	aspiri	törekedni, arra vágyni	to aspire to, to be eager for	grupo	alternativoj	prononco
level	ŝarko	egy cápa	a shark	grupo	alternativoj	prononco
level	buko	egy csatot	a buckle	grupo	alternativoj	prononco
level	kvartalo	kerület, negyed, környék	a district, quarter, neighborhood	grupo	alternativoj	prononco
level	ŝildo	egy pajzsot	a shield	grupo	alternativoj	prononco
level	veturigi	vezetni	to drive	grupo	alternativoj	prononco
level	vidvo	egy özvegy	a widower	grupo	alternativoj	prononco
level	Kanado	Kanada	Canada	grupo	alternativoj	prononco
level	strigo	egy bagoly	an owl	grupo	alternativoj	prononco
level	stilo	egy stílus	a style	grupo	alternativoj	prononco
level	ŝimo	egy penész	a mold	grupo	alternativoj	prononco
level	aplaŭdi	tapsolni, tapsolni, dicsérni	to applaud, to clap, to acclaim	grupo	alternativoj	prononco
level	ŝmiraĵo	egy kenőcsöt	an ointment	grupo	alternativoj	prononco
level	vojaĝanto	egy utazó	a traveller	grupo	alternativoj	prononco
level	ĉeesto	egy részvétel	a participation	grupo	alternativoj	prononco
level	pruvi	bizonyítani, megmutatni	to prove, to show	grupo	alternativoj	prononco
level	kantisto	egy énekes	a singer	grupo	alternativoj	prononco
level	ĝustatempe	megfelelő időben	in correct time	grupo	alternativoj	prononco
level	inaŭguri	felavatni	to inaugurate	grupo	alternativoj	prononco
level	kantistino	énekesnő	a female singer	grupo	alternativoj	prononco
level	fluto	egy furulya	a flute	grupo	alternativoj	prononco
level	opozicii	szembeszállni, ellenzékben lenni	to oppose, to be in opposition	grupo	alternativoj	prononco
level	kuiristo	szakács	a cook	grupo	alternativoj	prononco
level	ŝipkuro	hajóverseny	a ship competition	grupo	alternativoj	prononco
level	diktatoro	egy diktátor	a dictator	grupo	alternativoj	prononco
level	funebro	gyászzenekar, bánat (temetés)	mourning band, grief (funeral)	grupo	alternativoj	prononco
level	instali	telepíteni	to install	grupo	alternativoj	prononco
level	kuiristino	női szakácsnő	a female cook	grupo	alternativoj	prononco
level	meksiko	Mexikó	Mexico	grupo	alternativoj	prononco
level	eminenta	jeles, előkelő	eminent, distinguished	grupo	alternativoj	prononco
level	verbo	egy ige	a verb	grupo	alternativoj	prononco
level	surfaco	felület, felület	surface, a surface	grupo	alternativoj	prononco
level	bovlo	egy tál	a bowl	grupo	alternativoj	prononco
level	trajto	egy tulajdonság, egy tulajdonság, vonal (az arc)	a trait, a feature, line (of face)	grupo	alternativoj	prononco
level	demokratismo	demokrácia	democracy	grupo	alternativoj	prononco
level	ŝuti	kiönteni, kiönteni, kiönteni	to dump, to pour, to pour out	grupo	alternativoj	prononco
level	baki	sütni	to bake	grupo	alternativoj	prononco
level	poŝtisto	postás, postás	a postman, a mailman	grupo	alternativoj	prononco
level	simpatio	szimpátia, együttérzés	sympathy, a sympathy	grupo	alternativoj	prononco
level	melono	egy dinnye	a melon	grupo	alternativoj	prononco
level	abnorma	rendellenes	abnormal	grupo	alternativoj	prononco
level	sorĉi	megbabonázni	to bewitch	grupo	alternativoj	prononco
level	juĝisto	egy bíró	a judge	grupo	alternativoj	prononco
level	reciproka	kölcsönös, kölcsönös	reciprocal, mutual	grupo	alternativoj	prononco
level	fabriko	gyár, gyártás (=manufakturo)	a factory, a manufacture (=manufakturo)	grupo	alternativoj	prononco
level	faldi	összehajtani	to fold	grupo	alternativoj	prononco
level	dentisto	egy fogorvos	a dentist	grupo	alternativoj	prononco
level	medikamento	gyógyszer, gyógyszer, gyógyszer	medication, a medicine, a drug	grupo	alternativoj	prononco
level	kaŝtano	egy gesztenye	a chestnut	grupo	alternativoj	prononco
level	testudo	egy teknős, egy teknős	a tortoise, a turtle	grupo	alternativoj	prononco
level	proceso	egy eljárás, egy per	a process, a lawsuit	grupo	alternativoj	prononco
level	eksperimento	egy kísérlet	an experiment	grupo	alternativoj	prononco
level	heliko	a csiga	a snail	grupo	alternativoj	prononco
level	dancisto	egy táncos	a dancer	grupo	alternativoj	prononco
level	vodko	vodka	vodka	grupo	alternativoj	prononco
level	esenco	esszencia, esszencia	essence, an essence	grupo	alternativoj	prononco
level	strukturo	szerkezet, szerkezet	structure, a structure	grupo	alternativoj	prononco
level	spongo	egy szivacs	a sponge	grupo	alternativoj	prononco
level	imperiestro	egy császár	an emperor	grupo	alternativoj	prononco
level	domaĝi	aggódni, sajnálni, félni	to be concerned for, to regret, to fear for	grupo	alternativoj	prononco
level	be!	lenni!	be!	grupo	alternativoj	prononco
level	sopiri	sóvárogni, sóvárogni	to yearn for, to long for	grupo	alternativoj	prononco
level	modesta	szerény, mérsékelt	modest, moderate	grupo	alternativoj	prononco
level	pozicio	egy pozíció, egy hely, egy hely	a position, a location, a place	grupo	alternativoj	prononco
level	inĝeniero	mérnök	an engineer	grupo	alternativoj	prononco
level	tegolo	egy tetőcserép	a roofing tile	grupo	alternativoj	prononco
level	libio	Líbia	Libya	grupo	alternativoj	prononco
level	ganto	kesztyű	a glove	grupo	alternativoj	prononco
level	gruo	egy daru	a crane	grupo	alternativoj	prononco
level	rezisti	ellenáll	to resist	grupo	alternativoj	prononco
level	alfabeto	ábécé	alphabet	grupo	alternativoj	prononco
level	rampi	kúszni, kúszni	to crawl, to creep	grupo	alternativoj	prononco
level	transporti	szállítani	to transport	grupo	alternativoj	prononco
level	pupilo	pupilla (szem alma)	pupil (apple of the eye)	grupo	alternativoj	prononco
level	muskolo	egy izom	a muscle	grupo	alternativoj	prononco
level	beni	megáldani	to bless	grupo	alternativoj	prononco
level	profito	nyereség, nyereség	a profit, a gain	grupo	alternativoj	prononco
level	Maria	Maria	Maria	grupo	alternativoj	prononco
level	kritiki	kritizálni, kritizálni	to criticize, to critique	grupo	alternativoj	prononco
level	konscienco	lelkiismeret, erkölcsi érzék, belső hang	conscience, moral sense, inner voice	grupo	alternativoj	prononco
level	ĉefo	vezető, főnök	a leader, a boss	grupo	alternativoj	prononco
level	Pakistano	Pakisztán	Pakistan	grupo	alternativoj	prononco
level	treni	vonszolni, vontatni	to drag, to tow	grupo	alternativoj	prononco
level	Venezuelo	Venezuela	Venezuela	grupo	alternativoj	prononco
level	ortografio	helyesírás	orthography	grupo	alternativoj	prononco
level	febro	láz	a fever	grupo	alternativoj	prononco
level	ĉefurbo	egy főváros	a capital city	grupo	alternativoj	prononco
level	ravi	gyonyorkodtetni	to delight	grupo	alternativoj	prononco
level	ĉagreni	bosszantani, bosszantani, aggódni	to vex, to annoy, to worry	grupo	alternativoj	prononco
level	ĉefi	vezetni	to lead	grupo	alternativoj	prononco
level	ribeli	lázadni, lázadni	to rebel, to revolt	grupo	alternativoj	prononco
level	kancero	rák	cancer	grupo	alternativoj	prononco
level	atesti	tanúsítani, tanúskodni, megerősíteni	to attest, to testify, to affirm	grupo	alternativoj	prononco
level	inklina	hajlamos, hajlamos	inclined, prone	grupo	alternativoj	prononco
level	cirkonstanco	egy körülmény	a circumstance	grupo	alternativoj	prononco
level	bulgaro	egy bolgár személy	a Bulgarian person	grupo	alternativoj	prononco
level	frosta	fagyos, fagyos	frosty, freezing	grupo	alternativoj	prononco
level	kakao	egy kakaóbab, egy kakaó	a cocoa bean, a cacao	grupo	alternativoj	prononco
level	tomato	egy paradicsom	a tomato	grupo	alternativoj	prononco
level	firmao	egy cég, egy cég (=firmo)	a firm, a company (=firmo)	grupo	alternativoj	prononco
level	pigo	egy szarka	a magpie	grupo	alternativoj	prononco
level	grafo	egy gróf, egy gróf	a count, an earl	grupo	alternativoj	prononco
level	Alĝerio	Algéria	Algeria	grupo	alternativoj	prononco
level	instituto	egy intézet	an institute	grupo	alternativoj	prononco
level	rifuĝi	menedéket keresni	to take refuge	grupo	alternativoj	prononco
level	arda	lelkes	ardent	grupo	alternativoj	prononco
level	armeno	egy örmény	an Armenian	grupo	alternativoj	prononco
level	anĝelo	egy angyal	an angel	grupo	alternativoj	prononco
level	konvalo	egy gyöngyvirág	a lily of the valley	grupo	alternativoj	prononco
level	egoismo	egoizmus, egoizmus, önzés	egoism, egotism, selfishness	grupo	alternativoj	prononco
level	kinejo	mozi, mozi	a cinema, a movie theater	grupo	alternativoj	prononco
level	rezervita	fenntartott	reserved	grupo	alternativoj	prononco
level	kolono	oszlop, oszlop, oszlop	column, a column, a pillar	grupo	alternativoj	prononco
level	deklari	deklarál	to declare	grupo	alternativoj	prononco
level	kirurgo	egy sebész (=ĥirurgo)	a surgeon (=ĥirurgo)	grupo	alternativoj	prononco
level	indiferenta	közömbös	indifferent	grupo	alternativoj	prononco
level	trotuaro	járda, járda	a sidewalk, a pavement	grupo	alternativoj	prononco
level	prokrasti	halogatni, halogatni	to procrastinate, to delay	grupo	alternativoj	prononco
level	cikado	egy kabóca	a cicada	grupo	alternativoj	prononco
level	instrumento	egy hangszer	an instrument	grupo	alternativoj	prononco
level	cedi	átengedni, engedni, engedni	to cede, to yield, to give in	grupo	alternativoj	prononco
level	pretendi	állítani, feltételezni	to claim, to presume	grupo	alternativoj	prononco
level	egoisto	egy egoista	an egoist	grupo	alternativoj	prononco
level	insisti	ragaszkodni	to insist	grupo	alternativoj	prononco
level	naiva	naiv	naive	grupo	alternativoj	prononco
level	situi	elhelyezkedni, elhelyezkedni	to be located, to be situated	grupo	alternativoj	prononco
level	penetri	áthatolni	to penetrate	grupo	alternativoj	prononco
level	kapitalo	főváros, főváros	capital, a capital	grupo	alternativoj	prononco
level	demono	egy démon	a demon	grupo	alternativoj	prononco
level	licenco	egy jogosítványt	a license	grupo	alternativoj	prononco
level	diferenci	megkülönböztetni	to differentiate	grupo	alternativoj	prononco
level	skorpio	egy skorpió	a scorpion	grupo	alternativoj	prononco
level	sufoki	megfulladni, megfulladni	to suffocate, to choke	grupo	alternativoj	prononco
level	tordi	csavarni, torzítani	to twist, to contort	grupo	alternativoj	prononco
level	kontanta	készpénzben	in cash	grupo	alternativoj	prononco
level	ĵuri	esküdni	to swear	grupo	alternativoj	prononco
level	apetita	étvágygerjesztő	appetitizing	grupo	alternativoj	prononco
level	adjektivo	melléknév	an adjective	grupo	alternativoj	prononco
level	pluralo	többes szám	a plural	grupo	alternativoj	prononco
level	aktuala	aktuális jelentőségű, aktuális, sürgős, releváns	of current importance, topical, urgent, relevant	grupo	alternativoj	prononco
level	gesti	gesztikulálni, gesztikulálni	to gesture, to gesticulate	grupo	alternativoj	prononco
level	felo	szőrme, irha (állati, szőrös), bőr	fur, hide (of animal, with hair), skin	grupo	alternativoj	prononco
level	mediti	meditálni	to meditate	grupo	alternativoj	prononco
level	kolego	egy munkatárs	a colleague	grupo	alternativoj	prononco
level	amplekso	terjedelem, terjedelem, nagyságrend	extent, scope, magnitude	grupo	alternativoj	prononco
level	kosmetiko	kozmetikumok	cosmetics	grupo	alternativoj	prononco
level	Karlo	Charles, Carlos	Charles, Carlos	grupo	alternativoj	prononco
level	gluti	lenyelni	to swallow	grupo	alternativoj	prononco
level	talento	egy tehetség	a talent	grupo	alternativoj	prononco
level	ĝemelo	egy iker	a twin	grupo	alternativoj	prononco
level	deca	tisztességes, megfelelő, alkalmas	decent, proper, suitable	grupo	alternativoj	prononco
level	krono	egy korona	a crown	grupo	alternativoj	prononco
level	ŝimi	megpenészedni, megpenészedni	to mould, to get moldy	grupo	alternativoj	prononco
level	ŝoforo	sofőr, sofőr	a driver, a chauffeur	grupo	alternativoj	prononco
level	mistero	egy rejtély	a mystery	grupo	alternativoj	prononco
level	absolute	teljesen	absolutely	grupo	alternativoj	prononco
level	laktuko	egy salátát	a lettuce	grupo	alternativoj	prononco
level	destini	rendelni, elrendelni, kiosztani	to destine, to ordain, to allocate	grupo	alternativoj	prononco
level	instigi	buzdítani, bátorítani	to instigate, to encourage	grupo	alternativoj	prononco
level	heroo	egy hős	a hero	grupo	alternativoj	prononco
level	ĉaro	szekér, szekér	a chariot, a cart	grupo	alternativoj	prononco
level	vegetalo	zöldség, növény	a vegetable, a plant	grupo	alternativoj	prononco
level	adopti	örökbefogadni	to adopt	grupo	alternativoj	prononco
level	centimetro	egy centiméter	a centimeter	grupo	alternativoj	prononco
level	enuiga	unalmas, makacs	boring, stodgy	grupo	alternativoj	prononco
level	flirti	flörtölni, csapkodni	to flirt, to flutter	grupo	alternativoj	prononco
level	mandato	megbízás, pénzutalvány	a mandate, a money order	grupo	alternativoj	prononco
level	envii	irigykedni	to envy	grupo	alternativoj	prononco
level	ebria	részeg, részeg	drunk, inebriated	grupo	alternativoj	prononco
level	sudano	Szudán	Sudan	grupo	alternativoj	prononco
level	fleksi	meghajlítani	to bend	grupo	alternativoj	prononco
level	naŭzi	hányingert kelteni	to nauseate	grupo	alternativoj	prononco
level	likva	folyékony	liquid	grupo	alternativoj	prononco
level	kupro	réz	copper	grupo	alternativoj	prononco
level	hoko	egy horog	a hook	grupo	alternativoj	prononco
level	pafilo	egy pisztolyt	a gun	grupo	alternativoj	prononco
level	filmi	filmezni, filmet forgatni	to film, to shoot a film	grupo	alternativoj	prononco
level	bremso	egy féket	a brake	grupo	alternativoj	prononco
level	tereno	egy campus, egy terep, egy talaj	a campus, a terrain, a ground	grupo	alternativoj	prononco
level	nigra tabulo	egy tábla	a black board	grupo	alternativoj	prononco
level	foiro	vásár, piac	a fair, a market	grupo	alternativoj	prononco
level	ĉimpanzo	egy csimpánz	a chimpanzee	grupo	alternativoj	prononco
level	aktiva	aktív	active	grupo	alternativoj	prononco
level	juvelo	ékszer, drágakő (=gemo)	a jewel, a gem (=gemo)	grupo	alternativoj	prononco
level	tendumi (kampadi)	kempingezni	to camp	grupo	alternativoj	prononco
level	malliberejo	egy börtön	a prison	grupo	alternativoj	prononco
level	studprogramo	egy tanulmányi program	a study program	grupo	alternativoj	prononco
level	avida	kapzsi	greedy	grupo	alternativoj	prononco
level	flari	szagolni	to smell	grupo	alternativoj	prononco
level	garantii	szavatolni, szavatolni	to guarantee, to warrant	grupo	alternativoj	prononco
level	ĉeno	egy lánc	a chain	grupo	alternativoj	prononco
level	sekcio	egy szakaszt	a section	grupo	alternativoj	prononco
level	akuzativo	vádló	an accusative	grupo	alternativoj	prononco
level	kandelo	egy gyertya	a candle	grupo	alternativoj	prononco
level	konfirmi	megerősítéséhez	to confirm	grupo	alternativoj	prononco
level	pando	egy panda	a panda	grupo	alternativoj	prononco
level	kultivi	termeszteni (gyümölcs, zöldség)	to cultivate (fruits, vegetables)	grupo	alternativoj	prononco
level	sojlo	egy küszöb, egy küszöb	a sill, a threshold	grupo	alternativoj	prononco
level	lacigi	kimeríteni, kifárasztani, elfáradni	to exhaust, to fatique, to tire	grupo	alternativoj	prononco
level	skribilaro	íróeszközök, helyhez kötött	witing utensils, stationary	grupo	alternativoj	prononco
level	ĵaluza	irigy	jealous	grupo	alternativoj	prononco
level	kamiono	egy kamion, egy teherautó, egy teherautó	a camion, a lorry, a truck	grupo	alternativoj	prononco
level	barakti	szenvedni	to struggle	grupo	alternativoj	prononco
level	svingi	hintázni, rázogatni	to swing, to shake	grupo	alternativoj	prononco
level	ŝovi	tolni, nyomni	to shove, to push along	grupo	alternativoj	prononco
level	tendo	sátor	a tent	grupo	alternativoj	prononco
level	preteksto	ürügy, ürügy	an excuse, a pretext	grupo	alternativoj	prononco
level	simpatia	szimpatikus	sympathetic	grupo	alternativoj	prononco
level	mino	egy bányát	a mine	grupo	alternativoj	prononco
level	fantazia	fantasztikus	fantastic	grupo	alternativoj	prononco
level	komika	komikus, komikus	comic, comical	grupo	alternativoj	prononco
level	kruta	meredek	steep	grupo	alternativoj	prononco
level	festeni	lakomázni, lakomázni	to banquet, to feast	grupo	alternativoj	prononco
level	alergio	allergia	allergy	grupo	alternativoj	prononco
level	juro	törvény	a law	grupo	alternativoj	prononco
level	ekspozicio	kiállítás, kiállítás	an exhibition, an exposition	grupo	alternativoj	prononco
level	akordiono	egy harmonika	an accordion	grupo	alternativoj	prononco
level	sfero	egy gömb, egy labda	a sphere, a ball	grupo	alternativoj	prononco
level	almozulo	egy koldus	a beggar	grupo	alternativoj	prononco
level	maĉi	rágni, rágni	to masticate, to chew	grupo	alternativoj	prononco
level	virto	egy erény	a virtue	grupo	alternativoj	prononco
level	turmenti	kínozni, kínozni	to torment, to torture	grupo	alternativoj	prononco
level	anonctabulo	egy hirdetőtábla	a notice board	grupo	alternativoj	prononco
level	minus	mínusz	minus	grupo	alternativoj	prononco
level	boji	ugatni	to bark	grupo	alternativoj	prononco
level	atestilo, atestaĵo	bizonyítványt, igazolást	a certificate, an attestation	grupo	alternativoj	prononco
level	fendo	egy hasadás, egy rés, egy repedés	a split, a slot, a crack	grupo	alternativoj	prononco
level	almozo	alamizsna, jótékonyság	alms, charity	grupo	alternativoj	prononco
level	havigi	ellátni, beszerezni, beszerezni	to provide with, to get for, to procure	grupo	alternativoj	prononco
level	aŭtografio	önéletrajz, önéletrajz (=aŭtobiografio)	an autography, autobiography (=aŭtobiografio)	grupo	alternativoj	prononco
level	suspekti	gyanítani	to suspect	grupo	alternativoj	prononco
level	trezoro	egy kincs	a treasure	grupo	alternativoj	prononco
level	stango	rúd, rúd, rúd	a rod, a pole, a bar	grupo	alternativoj	prononco
level	balailo	seprű, seprőgép	a broom, a sweeper	grupo	alternativoj	prononco
level	rekompenco	kompenzáció, jutalom	a compensation, a reward	grupo	alternativoj	prononco
level	kopio	másolat	a copy	grupo	alternativoj	prononco
level	domego	egy villa, egy kastély, egy nagy ház, egy épület	a villa, a mansion, a big house, a building	grupo	alternativoj	prononco
level	pasko	húsvéti	Easter	grupo	alternativoj	prononco
level	Peruo	Peru	Peru	grupo	alternativoj	prononco
level	menso	ész	mind	grupo	alternativoj	prononco
level	eleganta	elegáns	elegant	grupo	alternativoj	prononco
level	ekvadoro	Ecuador	Ecuador	grupo	alternativoj	prononco
level	barbirejo	fodrászat, fodrászat	a hairdressing salon, a barbor shop	grupo	alternativoj	prononco
level	bubo	csikó, kölyök, sün	a knave, a brat, an urchin	grupo	alternativoj	prononco
level	gvineo	Guinea	Guinea	grupo	alternativoj	prononco
level	civilizi	civilizálni	to civilize	grupo	alternativoj	prononco
level	insulti	sértegetni	to insult	grupo	alternativoj	prononco
level	komisiono	egy bizottság, egy bizottság	a commission, a comittee	grupo	alternativoj	prononco
level	colo	egy hüvelyk	an inch	grupo	alternativoj	prononco
level	admoni	inteni, buzdítani, tanácsot adni, bírálni	to admonish, to exhort, to advice, to censure	grupo	alternativoj	prononco
level	bildkadro	egy képkeret	a picture frame	grupo	alternativoj	prononco
level	serena	derűs, nyugodt, zavartalan	serene, calm, untroubled	grupo	alternativoj	prononco
level	nervo	egy ideg	a nerve	grupo	alternativoj	prononco
level	kuglo	egy golyó	a bullet	grupo	alternativoj	prononco
level	pilgrimi	zarándoklatra menni	to go on a pilgrimage	grupo	alternativoj	prononco
level	kaso	pénztárca, pénztárca, persely, kassza	a cash box, a purse, a money box, coffer	grupo	alternativoj	prononco
level	penti	megtérni	to repent	grupo	alternativoj	prononco
level	libano	Libanon	Lebanon	grupo	alternativoj	prononco
level	barelo	egy hordót	a barrel	grupo	alternativoj	prononco
level	botaniko	növénytan	botany	grupo	alternativoj	prononco
level	merkato	egy piac	a market	grupo	alternativoj	prononco
level	koncerto	koncert	a concert	grupo	alternativoj	prononco
level	projekto	egy projekt	a project	grupo	alternativoj	prononco
level	komplimento	egy bók	a compliment	grupo	alternativoj	prononco
level	cirklo	egy kör, egy korong	a circle, a disk	grupo	alternativoj	prononco
level	konjekti	sejtést tenni, sejteni	to make a conjecture, to guess	grupo	alternativoj	prononco
level	ĵudo	cselgáncs	judo	grupo	alternativoj	prononco
level	teksto	szöveg, szöveg, dalszöveg	text, a text, a lyric	grupo	alternativoj	prononco
level	konkuri	versenyezni, megküzdeni	to compete, to contend	grupo	alternativoj	prononco
level	rezervo	egy tartalék	a reserve	grupo	alternativoj	prononco
level	kabineto	egy szekrény	a cabinet	grupo	alternativoj	prononco
level	marĉo	egy mocsár, egy mocsár	a marsh, a swamp	grupo	alternativoj	prononco
level	advokato	ügyvéd, ügyvéd, ügyvéd	a barrister, a lawyer, an advocate	grupo	alternativoj	prononco
level	ceramiko	kerámia, fazekasság	ceramics, pottery	grupo	alternativoj	prononco
level	histerio	hisztéria, izgalom	hysteria, excitement	grupo	alternativoj	prononco
level	golfo	egy öböl	a gulf	grupo	alternativoj	prononco
level	periodo	időszak, időszak	period, a period	grupo	alternativoj	prononco
level	etiopo	egy etióp	an Ethiopian	grupo	alternativoj	prononco
level	pejzaĝo	táj, forgatókönyv	landscape, scenary	grupo	alternativoj	prononco
level	psikologo	egy pszichológus	a psychologist	grupo	alternativoj	prononco
level	kverko	egy tölgy	an oak	grupo	alternativoj	prononco
level	kaprica	szeszélyes, rosszkedvű, szeszélyes	capricious, fitful, whimsical	grupo	alternativoj	prononco
level	neto	végleges példány, tisztességes példány	a final copy, a fair copy	grupo	alternativoj	prononco
level	kazo	ügy, ügy, ügy	a case, affair, matter	grupo	alternativoj	prononco
level	sveni	elájulni, elájulni	to faint, to swoon	grupo	alternativoj	prononco
level	rosti	sütni	to roast	grupo	alternativoj	prononco
level	bazaro	bazár, piac, vásár	a bazaar, a market, a fair	grupo	alternativoj	prononco
level	liberio	Libéria	Liberia	grupo	alternativoj	prononco
level	anteno	antenna, antenna, tapintó	an antenna, an aerial, a feeler	grupo	alternativoj	prononco
level	tegi	beborítani, bevonni	to overlay, to coat	grupo	alternativoj	prononco
level	Aŭstralio	Ausztrália	Australia	grupo	alternativoj	prononco
level	frakasi	összetörni, összetörni, összetörni	to crash, to shatter, to smash	grupo	alternativoj	prononco
level	kliento	ügyfél, vevő, beteg	a client, a customer, a patient	grupo	alternativoj	prononco
level	ronki	morogni, horkolni	to grunt, to snore	grupo	alternativoj	prononco
level	judaismo	judaizmus	Judaism	grupo	alternativoj	prononco
level	afikso	egy toldalék	an affix	grupo	alternativoj	prononco
level	fanfaroni	dicsekedni, kérkedni	to brag, to boast	grupo	alternativoj	prononco
level	kapsiko	egy pirospaprika	a red pepper	grupo	alternativoj	prononco
level	probabla	valószínű, valószínű	probable, likely	grupo	alternativoj	prononco
level	segi	fűrészelni	to saw	grupo	alternativoj	prononco
level	melankolio	melankólia, melankólia, komor	melancholy, melancholia, gloom	grupo	alternativoj	prononco
level	panamo	Panama	Panama	grupo	alternativoj	prononco
level	mekaniko	mechanika (=meĥaniko)	mechanics (=meĥaniko)	grupo	alternativoj	prononco
level	ŝvebi	lebegni, lebegni	to hover, to float	grupo	alternativoj	prononco
level	latvo	egy lett	a Latvian	grupo	alternativoj	prononco
level	kateno	bálvány, korlát, felsővezeték	a shacle, a restraint, a catenary	grupo	alternativoj	prononco
level	bori	fúrni, fúrni	to bore, to drill	grupo	alternativoj	prononco
level	apartamento	egy lakást, egy lakást	an apartment, a flat	grupo	alternativoj	prononco
level	hajlo	jégeső, jégeső	hail, a hail	grupo	alternativoj	prononco
level	silko	selyem	silk	grupo	alternativoj	prononco
level	putri	ugrál, rothadó, bomlás, gennyes	to utrefy, to putrify, to decay, to fester	grupo	alternativoj	prononco
level	melki	megfejni	to milk	grupo	alternativoj	prononco
level	signalo	jel, jel	a signal, a sign	grupo	alternativoj	prononco
level	lifto	lift, lift	a lift, an elevator	grupo	alternativoj	prononco
level	intensa	intenzív, intenzív	intense, intensive	grupo	alternativoj	prononco
level	ekvilibro	egyensúly, egyensúly	an equilibrium, balance	grupo	alternativoj	prononco
level	tradicio	egy hagyomány	a tradition	grupo	alternativoj	prononco
level	enigmo	rejtvény, rejtvény, rejtvény	an enigma, a puzzle, a riddle	grupo	alternativoj	prononco
level	friti	sütni, pirítani	to fry, to sauté	grupo	alternativoj	prononco
level	kripla	fogyatékos, nyomorék, beteg, megcsonkított	handicapped, crippled, infirm, mutilated	grupo	alternativoj	prononco
level	kanzono	egy sanzon, egy kánon, egy ballada dal	a chanson, a canzone, a ballad song	grupo	alternativoj	prononco
level	veneno	méreg, méreg	a venom, a poison	grupo	alternativoj	prononco
level	kontrakti	szerződést kötni	to make a contract	grupo	alternativoj	prononco
level	konfitaĵo	egy tartósított lekvár	a conserved jam	grupo	alternativoj	prononco
level	orfo	egy árva	an orphan	grupo	alternativoj	prononco
level	avenuo	egy sugárút	an avenue	grupo	alternativoj	prononco
level	betulo	egy nyírfa	a birch tree	grupo	alternativoj	prononco
level	konko	tengeri kagyló, kagyló	a sea shell, a conch	grupo	alternativoj	prononco
level	grajno	egy gabona, egy szemcse	a grain, a granule	grupo	alternativoj	prononco
level	principo	egy elv	a principle	grupo	alternativoj	prononco
level	humida	párás, nyirkos, nyirkos	humid, moist, damp	grupo	alternativoj	prononco
level	hufo	egy pata	a hoof	grupo	alternativoj	prononco
level	Urugvajo	Uruguay	Uruguay	grupo	alternativoj	prononco
level	kemio	kémia (=ĥemio)	chemistry (=ĥemio)	grupo	alternativoj	prononco
level	pumpi	pumpálni	to pump	grupo	alternativoj	prononco
level	krado	keresztlécek, rács, rács, rács, rács, rács	crossbars, grating, grill, grate, grille, lattice	grupo	alternativoj	prononco
level	budo	egy fülke, egy kioszk, egy stand	a booth, a kiosk, a stand	grupo	alternativoj	prononco
level	Bolivio	Bolívia	Bolivia	grupo	alternativoj	prononco
level	ŝtalo	acél	steel	grupo	alternativoj	prononco
level	masaĝo	masszázs	massage	grupo	alternativoj	prononco
level	krutaĵo	egy meredek, egy szikla, egy blöff	a steep, a cliff, a bluff	grupo	alternativoj	prononco
level	munti	felszerelni (ékszer), beállítani, összeszerelni	to mount (jewelry), to set, to assemble	grupo	alternativoj	prononco
level	sprita	okos, élénk, szellemes, ragyogó, ragyogó	clever, sprightly, witty, bright, sprightful	grupo	alternativoj	prononco
level	kuirpoto	egy főzőedény, egy bogrács	a cooking pot, a stew pot	grupo	alternativoj	prononco
level	tribunalo	törvényszék, bíróság	a tribunal, a court	grupo	alternativoj	prononco
level	epilogo	egy epilógus	an epilogue	grupo	alternativoj	prononco
level	motoro	egy motor, egy motor	a motor, an engine	grupo	alternativoj	prononco
level	lavopelvo (lavovazo)	mosdókagyló (mosdó)	a washpot (a wash basin)	grupo	alternativoj	prononco
level	farbo	festék, festék	dye, paint	grupo	alternativoj	prononco
level	transitiva	tranzitív	transitive	grupo	alternativoj	prononco
level	leopardo	egy leopárd	a leopard	grupo	alternativoj	prononco
level	vualo	egy fátyol	a veil	grupo	alternativoj	prononco
level	vergo	rúd, pálca, bot, kapcsoló	a rod, a wand, a cane, a switch	grupo	alternativoj	prononco
level	luktado	egy birkózás	a wrestling	grupo	alternativoj	prononco
level	ŝelo	héj, kéreg, héj, héj	a shell, bark, husk, peel	grupo	alternativoj	prononco
level	maĉgumo	egy rágógumit	a chewing gum	grupo	alternativoj	prononco
level	senso	érzés, érzés	a sense, feeling	grupo	alternativoj	prononco
level	sagaca	bölcs, okos, okos	sagacious, astute, shrewd	grupo	alternativoj	prononco
level	magiisto	egy varázsló	a magician	grupo	alternativoj	prononco
level	modera	mérsékelt, ésszerű	moderate, reasonable	grupo	alternativoj	prononco
level	vindi	beburkolni, letakarni, bepólyázni	to wrap, to swathe, to swaddle	grupo	alternativoj	prononco
level	prologo	egy prológus	a prologue	grupo	alternativoj	prononco
level	Polinezio	Polinézia	Polynesia	grupo	alternativoj	prononco
level	Tunizio	Tunézia	Tunisia	grupo	alternativoj	prononco
level	sobra	józan, tartózkodó, higgadt	sober, abstemious, staid	grupo	alternativoj	prononco
level	Birmo	Mianmar	Myanmar	grupo	alternativoj	prononco
