A.fi content.tsv
Level	Esperanto	fi	en-us	Grupo	Alternativoj	Pronoco
level	tiu libreto, kiun mi sendis	kirjasen, jonka lähetin	the booklet, which I sent	grupo	alternativoj	prononco
level	matene dormis tre longe	aamulla nukkui pitkään	in the morning slept for a long time	grupo	alternativoj	prononco
level	kiam li vidis la sunon	kun hän näki auringon	when he saw the sun	grupo	alternativoj	prononco
level	subite li eksaltis	yhtäkkiä hän hyppäsi ylös	suddenly he jumped up	grupo	alternativoj	prononco
level	li estis ĉiam frua	hän oli aina aikaisin	he was always early	grupo	alternativoj	prononco
level	ĉiam li malfruas	hän on aina myöhässä	he is always late	grupo	alternativoj	prononco
level	tiam, kiam li devas iri	siihen aikaan, kun hänen täytyy mennä	at that time, when he has to go	grupo	alternativoj	prononco
level	iri al la lernejo	mennä kouluun	to go to the school	grupo	alternativoj	prononco
level	li scias, ke ~	hän tietää, että ~	he knows, that ~	grupo	alternativoj	prononco
level	li scias tion, ke ~	hän tietää tosiasian, että ~	he knows the fact, that ~	grupo	alternativoj	prononco
level	tion, ke la instruisto malŝatas abelon	se, että opettaja vihaa mehiläisiä	the fact that the teacher hates bees	grupo	alternativoj	prononco
level	scias tion, ke la instruisto malŝatas abelon	tietää, että opettaja vihaa mehiläisiä	knows the fact that the teacher hates bees	grupo	alternativoj	prononco
level	scias, ke la instruisto malŝatas tion	tietää, että opettaja vihaa sitä	knows that the teacher hates that	grupo	alternativoj	prononco
level	sed hodiaŭ li trinkis la kafon	mutta tänään hän joi kahvia	but today he drank the coffee	grupo	alternativoj	prononco
level	li rapide surmetas la vestaĵon	hän pukee vaatteet nopeasti päälle	he quickly puts on the clothes	grupo	alternativoj	prononco
level	li ne volas malfrui	hän ei halua myöhästyä	he doesn't want to be late	grupo	alternativoj	prononco
level	rapidege kun la libroj en la mano	hyvin nopeasti kirjat kädessä	very quickly with the books in hand	grupo	alternativoj	prononco
level	poste li kuris kaj saltis	myöhemmin hän juoksi ja hyppäsi	later he ran and jumped	grupo	alternativoj	prononco
level	li kuris kaj saltis	hän juoksi ja hyppäsi	he ran and jumped	grupo	alternativoj	prononco
level	laŭ la strato	katua pitkin	along the street	grupo	alternativoj	prononco
level	la homoj rigardis lin	ihmiset katsoivat häntä	the people looked at him	grupo	alternativoj	prononco
level	rigardis lin kaj diris	katsoi häntä ja sanoi	looked at him and said	grupo	alternativoj	prononco
level	saĝa kaj malsaĝa	viisas ja tyhmä	wise and foolish	grupo	alternativoj	prononco
level	kia malsaĝa knabo!	mikä tyhmä poika!	what a foolish boy!	grupo	alternativoj	prononco
level	estis antaŭ lernejo	oli koulun edessä	was in front of a school	grupo	alternativoj	prononco
level	baldaŭ	pian	soon	grupo	alternativoj	prononco
level	li estis antaŭ ~	hän oli ~ edessä	he was in front of ~	grupo	alternativoj	prononco
level	iri kaj eniri	mennä ja mennä sisään	to go and to enter	grupo	alternativoj	prononco
level	li volis eniri	hän halusi päästä sisään	he wanted to enter	grupo	alternativoj	prononco
level	eniri la lernejon	päästä kouluun	to enter into the school	grupo	alternativoj	prononco
level	sed tamen	mutta kuitenkin	but however	grupo	alternativoj	prononco
level	sed li ne povis	mutta hän ei voinut	but he couldn't	grupo	alternativoj	prononco
level	fermi kaj fermita	sulkea ja sulkea	to close and closed	grupo	alternativoj	prononco
level	ĝi estis fermita	se oli suljettu	it was closed	grupo	alternativoj	prononco
level	nek ~ nek ~	ei ~ eikä ~	neither ~ nor ~	grupo	alternativoj	prononco
level	nek instruisto nek gelernantoj	ei opettaja eikä mies- ja naisopiskelijoita	neither a teacher nor male-and-female students	grupo	alternativoj	prononco
level	vidis nek instruiston nek gelernantojn	ei nähnyt opettajaa eikä oppilaita	saw neither a teacher nor students	grupo	alternativoj	prononco
level	sidi, eksidi	istua, istua	to sit, to get sitted	grupo	alternativoj	prononco
level	eksidis	istui (oli istunut)	got seated (had seated)	grupo	alternativoj	prononco
level	li eksidis	hän istuutui	he got seated	grupo	alternativoj	prononco
level	kaj pensis	ja ajattelin	and thought	grupo	alternativoj	prononco
level	kio okazis?	mitä tapahtui?	what did happen?	grupo	alternativoj	prononco
level	diable	kauhealle (kuin paholaiselle)	to the awful (like a devil)	grupo	alternativoj	prononco
level	damne	patoa se	dam it	grupo	alternativoj	prononco
level	memoras	muistaa	remembers	grupo	alternativoj	prononco
level	nun mi memoras	nyt muistan	now I remember	grupo	alternativoj	prononco
level	dimanĉo	sunnuntai	Sunday	grupo	alternativoj	prononco
level	hodiaŭ estas ~	tänään on ~	today is ~	grupo	alternativoj	prononco
level	hodiaŭ estas dimanĉo	tänään on sunnuntai	today is Sunday	grupo	alternativoj	prononco
level	dormi kaj ekdormi	nukkumaan ja nukahtamaan	to sleep and to get into sleep	grupo	alternativoj	prononco
level	suno kaj luno	aurinko ja kuu	a sun and a moon	grupo	alternativoj	prononco
level	subita kaj subite	yhtäkkiä ja yhtäkkiä	sudden and suddenly	grupo	alternativoj	prononco
level	ek!	vinossa! (aloittaa)	off! (to start)	grupo	alternativoj	prononco
level	salti kaj eksaltis	hyppäämään ja hyppäämään	to jump and jumped 	grupo	alternativoj	prononco
level	ĉiam frua	aina aikaisin	always early	grupo	alternativoj	prononco
level	hodiaŭ metis kaj kuris	tänään laittoi ja juoksi	today put and ran	grupo	alternativoj	prononco
level	aĵo, ne aĝo	asia ei ikä	a thing not age	grupo	alternativoj	prononco
level	kuris laŭ homoj saĝaj	juoksi viisaiden ihmisten mukana	ran along wise people	grupo	alternativoj	prononco
level	laŭeble baldaŭ	Niin pian kuin mahdollista	soon as possible	grupo	alternativoj	prononco
level	kia knabo, kia knabino	mikä poika, mikä tyttö	what a boy, what a girl	grupo	alternativoj	prononco
level	nek pensita nek memorita	ei ajatellut eikä muistanut	neither thought nor memorized	grupo	alternativoj	prononco
level	diablo atendis akvon dimanĉe	paholainen odotti vettä sunnuntaina	a devil waited for water on Sunday	grupo	alternativoj	prononco
level	tiom malgranda momento	niin pieni hetki	such a small moment	grupo	alternativoj	prononco
level	eĉ tiom malgranda momento valoras	niin pienikin hetki kannattaa	even such a small moment is worthwhile	grupo	alternativoj	prononco
level	kriis for ĝis nokto	huusi iltaan asti	cried away until night	grupo	alternativoj	prononco
level	lasis la poŝton de la mano	laittaa postipostin pois kädestä	put away the mailpost from the hand	grupo	alternativoj	prononco
level	ridis mem lasante la poŝton	nauroi itsekseen laittamalla postipostin pois	laughed by oneself, putting away the mailpost	grupo	alternativoj	prononco
level	nek li nek ŝi ridis	ei hän eikä hän nauranut	neither he nor she laughed	grupo	alternativoj	prononco
level	ŝi nek ridis nek respondis	hän ei nauranut eikä vastannut	she neither laughed nor answered	grupo	alternativoj	prononco
level	li nek sidas nek rigardas	hän ei istu eikä katso	he neither sits nor watches	grupo	alternativoj	prononco
level	neniam mi vidis	en ole ikinä nähnyt	I have never seen	grupo	alternativoj	prononco
level	mi neniam diros al iu	En koskaan kerro kenellekään	I will never tell anyone	grupo	alternativoj	prononco
level	diru al neniu	älä kerro kenellekään	tell no one	grupo	alternativoj	prononco
level	mi neniam diros	En koskaan sano	I will never say	grupo	alternativoj	prononco
level	mem	itselleen (itsekseen)	to oneself (by oneself)	grupo	alternativoj	prononco
level	mi mem faris	tein sen itse	I did it myself	grupo	alternativoj	prononco
level	faris tion	teki sen (suuntiin)	did it (made it)	grupo	alternativoj	prononco
level	mem faris tion	teki sen itse (tehnyt sen itse)	did it oneself (made it oneself)	grupo	alternativoj	prononco
level	ĝis la revido, ĝis revido	nähdään (taas), nähdään (taas)	see you (again), see you (again)	grupo	alternativoj	prononco
level	ĝis!	siihen asti kun! (Hyvästi!)	until! (goodbye!)	grupo	alternativoj	prononco
level	ekparoli	alkaa puhua	to start talking	grupo	alternativoj	prononco
level	ekparolis, komencis paroli finfine	alkoi sanoa, alkoi viimein puhua	started saying, began to speak at last	grupo	alternativoj	prononco
level	trinkis rapidege	joi hyvin nopeasti	drank very fast	grupo	alternativoj	prononco
level	trinkis matenan trinkaĵon	juotiin aamujuomaa	had a morning drink	grupo	alternativoj	prononco
level	por frue veni	tulla aikaisin	to come early	grupo	alternativoj	prononco
level	veni al la lernejo	tulla kouluun	to come to school	grupo	alternativoj	prononco
level	frue veni al ~	tulla aikaisin ~	to come early to ~	grupo	alternativoj	prononco
level	ne aŭdis novaĵon	ei kuullut uutisia	didn't hear news	grupo	alternativoj	prononco
level	ankoraŭ ne aŭdis	ei vielä kuullut	didn't hear yet	grupo	alternativoj	prononco
level	mi ankoraŭ ne aŭdis	En kuullut vielä	I didn't hear yet	grupo	alternativoj	prononco
level	en tiu momento	sillä hetkellä	in that moment	grupo	alternativoj	prononco
level	en tiu momento li ekkriis	sillä hetkellä hän itki	in that moment he cried	grupo	alternativoj	prononco
level	knabo, kiu ne amas	poika, joka ei rakasta	a boy, who does not love	grupo	alternativoj	prononco
level	geknaboj	pojat ja tytöt	boys and girls	grupo	alternativoj	prononco
level	aliaj geknaboj	muut pojat ja tytöt	other boys and girls	grupo	alternativoj	prononco
level	ne amas aliajn geknabojn	ei rakasta muita poikia ja tyttöjä	does not love other boys and girls	grupo	alternativoj	prononco
level	nek amikojn, nek amikinojn	ei ystäviä eikä tyttöystäviä	neither friends nor girl friends	grupo	alternativoj	prononco
level	havas nek monon, nek tempon	ei ole rahaa eikä aikaa	does not have neither money nor time	grupo	alternativoj	prononco
level	kiu havis la libron?	kenellä oli kirja?	who had the book?	grupo	alternativoj	prononco
level	la libron, kiun vi atendis	kirja, jota odotit	the book which you waited	grupo	alternativoj	prononco
level	tiun, kiun vi atendis pli ol du jarojn	sitä, jota odotit yli 2 vuotta	that, which you waited for more than 2 years	grupo	alternativoj	prononco
level	ĉu vi volas tion?	Haluatko että?	do you want that?	grupo	alternativoj	prononco
level	ĉu vi volas, ke ~ ?	haluatko sen ~?	do you want that ~ ?	grupo	alternativoj	prononco
level	plej kara	rakkain	dearest	grupo	alternativoj	prononco
level	plej kara foto	rakkain valokuva	dearest photo	grupo	alternativoj	prononco
level	mian plej karan foton	rakkain valokuvani	my dearest photo	grupo	alternativoj	prononco
level	kie vi aĉetis ~ ?	mistä ostit ~?	where did you buy ~ ?	grupo	alternativoj	prononco
level	tiu vestaĵo	tuo vaatteet	that clothing	grupo	alternativoj	prononco
level	tiun vestaĵon	se vaatetus (tavoite)	that clothing (objective)	grupo	alternativoj	prononco
level	aĉetis tiun vestaĵon	osti tuon asun	bought that outfit	grupo	alternativoj	prononco
level	vi iros tien	sinä menet sinne	you will go there	grupo	alternativoj	prononco
level	kien vi iros?	minne olet menossa?	where are you going to?	grupo	alternativoj	prononco
level	suna tago	aurinkoinen päivä	sunny day	grupo	alternativoj	prononco
level	estos suna tago	tulee aurinkoinen päivä	it will be a sunny day	grupo	alternativoj	prononco
level	se estos suna tago	jos on aurinkoinen päivä	if it will be a sunny day	grupo	alternativoj	prononco
level	via frato jam ekiris	veljesi on jo aloittanut	your brother has already started	grupo	alternativoj	prononco
level	ĉu via frato jam ekiris?	onko veljesi jo aloittanut?	has your brother started yet?	grupo	alternativoj	prononco
level	kie estas la akvo?	missä on vesi	where is the water	grupo	alternativoj	prononco
level	kunporti la akvon	tuomaan vettä	to bring the water	grupo	alternativoj	prononco
level	vi mem kunportis	itse toit	you yourself brought	grupo	alternativoj	prononco
level	la akvon, kion vi mem kunportis	vesi, jonka itse toit	the water, that you yourself brought	grupo	alternativoj	prononco
level	estis tre trankvila	oli hyvin hiljaista	was very quiet	grupo	alternativoj	prononco
level	hodiaŭ mia patrino estis ~	tänään äitini oli ~	today my mother was ~	grupo	alternativoj	prononco
level	mi venis el ~	Tulin ~	I came from ~	grupo	alternativoj	prononco
level	el la lernejo	pois koulusta	out of the school	grupo	alternativoj	prononco
level	raportis al ~	raportoitu ~	reported to ~	grupo	alternativoj	prononco
level	kaj raportis al ŝi	ja raportoi hänelle	and reported to her	grupo	alternativoj	prononco
level	raportis, ke ~	ilmoitti, että ~	reported that ~	grupo	alternativoj	prononco
level	raportis, ke mi ricevos	ilmoitti, että saan	reported that I will receive	grupo	alternativoj	prononco
level	mi ricevos malbonan noton	Saan huonon arvosanan	I will get a bad grade	grupo	alternativoj	prononco
level	ŝi diris, ke ~	hän sanoi, että ~	she said that ~	grupo	alternativoj	prononco
level	vi devas laborigi ~	sinun täytyy saada ~ toimimaan	you have to make ~ work	grupo	alternativoj	prononco
level	pli multe	lisää	more	grupo	alternativoj	prononco
level	pli multe laborigi	tehdä töitä enemmän	to make work more	grupo	alternativoj	prononco
level	laborigi vian kapon	saada pää toimimaan	to make your head work	grupo	alternativoj	prononco
level	kiom da malbonaj notoj	kuinka monta huonoa arvosanaa	how many bad grades	grupo	alternativoj	prononco
level	vi havas tiom da malbonaj notoj	sinulla on niin paljon huonoja arvosanoja	you have so many bad grades	grupo	alternativoj	prononco
level	estis malĝoja	oli surullinen	was sad	grupo	alternativoj	prononco
level	en vian ĉambron	huoneeseesi	into your room	grupo	alternativoj	prononco
level	iru en vian ĉambron	mene huoneeseesi	go into your room	grupo	alternativoj	prononco
level	iru kaj lernu	mene ja opi	go and learn	grupo	alternativoj	prononco
level	mi sidis	Istuin	I sat	grupo	alternativoj	prononco
level	en mia ĉambro	huoneessani	in my room	grupo	alternativoj	prononco
level	sidis en mia ĉambro	istui huoneessani	sat in my room	grupo	alternativoj	prononco
level	nek lerni nek legi	älä opi äläkä lue	neither learn nor read	grupo	alternativoj	prononco
level	sed mi povis nek lerni nek legi	mutta en voinut oppia enkä lukea	but I could neither learn nor read	grupo	alternativoj	prononco
level	miaj pensoj	ajatukseni	my thoughts	grupo	alternativoj	prononco
level	ĉe ludo	pelissä	at a game	grupo	alternativoj	prononco
level	ludo kun miaj amikoj	peliä ystävieni kanssa	game with my friends	grupo	alternativoj	prononco
level	ĉe sporto	urheilussa	at sport	grupo	alternativoj	prononco
level	al mi mem	itselleni	to myself	grupo	alternativoj	prononco
level	diris al mi mem	sanoi itselleni	said to myself	grupo	alternativoj	prononco
level	tiom malsaĝa	niin tyhmä	so stupid	grupo	alternativoj	prononco
level	ĉu mi estas tiom malsaĝa?	olenko minä niin tyhmä?	am I that stupid?	grupo	alternativoj	prononco
level	kvankam mi lernis multe	vaikka opin paljon	although I learned a lot	grupo	alternativoj	prononco
level	la patrino eniris	äiti tuli sisään	the mother entered	grupo	alternativoj	prononco
level	miaj vortoj	minun sanani	my words	grupo	alternativoj	prononco
level	kaj aŭdis miajn vortojn	ja kuuli sanani	and heard my words	grupo	alternativoj	prononco
level	ŝi tuj respondis	hän vastasi välittömästi	she answered immediately	grupo	alternativoj	prononco
level	ne, mia kara	ei, kultaseni	no, my dear	grupo	alternativoj	prononco
level	vi ne estas malsaĝa	et ole tyhmä	you are not stupid	grupo	alternativoj	prononco
level	la problemo estas, ke ~	ongelma on, että ~	the problem is that ~	grupo	alternativoj	prononco
level	ke vi devas lerni	että sinun on opittava	that you must learn	grupo	alternativoj	prononco
level	devas lerni multe pli	pitää oppia paljon lisää	must learn much more	grupo	alternativoj	prononco
level	tiam vi ne havos	niin sinulla ei ole	then you will not have	grupo	alternativoj	prononco
level	malbonaj notoj	huonot arvosanat	bad grades	grupo	alternativoj	prononco
level	havos nur malbonajn notojn	tulee vain huonoja arvosanoja	will have only bad grades	grupo	alternativoj	prononco
level	ankaŭ nun	myös nyt	also now	grupo	alternativoj	prononco
level	mi ne havas ilin	Minulla ei ole niitä	I don't have them	grupo	alternativoj	prononco
level	mi havas bonan noton	Minulla on hyvä arvosana	I have a good grade	grupo	alternativoj	prononco
level	pri muziko	musiikista	about music	grupo	alternativoj	prononco
level	bonan noton pri muziko	hyvä muistiinpano musiikista	a good note on music	grupo	alternativoj	prononco
level	la patrino subite ekridis	äiti purskahti yhtäkkiä nauruun	the mother suddenly burst out laughing	grupo	alternativoj	prononco
level	tio plibeligis ~	joka kaunisteli ~	that beautified ~	grupo	alternativoj	prononco
level	mian tagon	minun päiväni	my day	grupo	alternativoj	prononco
level	plibeligis mian tagon	pelasti päiväni	made my day	grupo	alternativoj	prononco
level	sed tamen restis	mutta jäi silti	but still remained	grupo	alternativoj	prononco
level	sed la problemo tamen restis	mutta ongelma jäi silti	but the problem still remained	grupo	alternativoj	prononco
level	kilogramo da ~	kilo ~	a kilogram of ~	grupo	alternativoj	prononco
level	kilogramo da sukero	kiloa sokeria	a kilogram of sugar	grupo	alternativoj	prononco
level	glaso da ~	lasillinen ~	a glass of ~	grupo	alternativoj	prononco
level	glaso da akvo	lasi vettä	a glass of water	grupo	alternativoj	prononco
level	multe da ~	paljon ~	a lot of ~	grupo	alternativoj	prononco
level	multe da ideoj	paljon ideoita	lots of ideas	grupo	alternativoj	prononco
level	deteni sin	hillitä	to hold back	grupo	alternativoj	prononco
level	ordigis ĉion	järjesti kaiken	sorted everything out	grupo	alternativoj	prononco
level	transdonis al li	luovutettu hänelle	handed over to him	grupo	alternativoj	prononco
level	mi petas	minä pyydän	I'm asking	grupo	alternativoj	prononco
level	glason da kafo	lasillinen kahvia	a glass of coffee	grupo	alternativoj	prononco
level	kaj iom da akvo	ja vähän vettä	and some water	grupo	alternativoj	prononco
level	mi petas glason da kafo	Haluaisin lasillisen kahvia	I would like a glass of coffee	grupo	alternativoj	prononco
level	mi petas tason da teo	Haluaisin kupin teetä	I would like a cup of tea	grupo	alternativoj	prononco
level	doloris lin	satuta häntä	hurt him	grupo	alternativoj	prononco
level	la kapo doloris lin	hänen päänsä sattui	his head hurt	grupo	alternativoj	prononco
level	li malsaniĝis	hän sairastui	he fell ill	grupo	alternativoj	prononco
level	ŝatas esti bela	tykkää olla kaunis	likes to be beautiful	grupo	alternativoj	prononco
level	ŝi beligis sian vizaĝon	hän kauniisti kasvonsa	she beautified her face	grupo	alternativoj	prononco
level	la knabo ŝatas esti bela	poika tykkää olla kaunis	the boy likes to be pretty	grupo	alternativoj	prononco
level	pro tio ŝi beligis ĝin	siksi hän kauniisti sitä	therefore she beautified it	grupo	alternativoj	prononco
level	post la tagmanĝo	lounaan jälkeen	after lunch	grupo	alternativoj	prononco
level	purigi la kuirejon	keittiön siivoamiseen	to clean the kitchen	grupo	alternativoj	prononco
level	kiu purigos la kuirejon?	kuka siivoaa keittiön?	who will clean the kitchen?	grupo	alternativoj	prononco
level	volas trinki	haluaa juoda	wants to drink	grupo	alternativoj	prononco
level	kion vi volas trinki?	mitä haluat juoda	what do you want to drink	grupo	alternativoj	prononco
level	trinki teon	juomaan teetä	to drink tea	grupo	alternativoj	prononco
level	iom da akvo	vähän vettä	a little of water	grupo	alternativoj	prononco
level	ĉu vi volas nenion?	etkö halua mitään?	do you want nothing?	grupo	alternativoj	prononco
level	tiel subite	niin yhtäkkiä	so suddenly	grupo	alternativoj	prononco
level	kial vi decidis ~ ?	miksi päätit ~?	why did you decide ~ ?	grupo	alternativoj	prononco
level	kial vi tiel subite decidis ~ ?	miksi päätit ~ niin yhtäkkiä?	why did you decide ~ so suddenly?	grupo	alternativoj	prononco
level	via ĉambro	huoneesi	your room	grupo	alternativoj	prononco
level	via ĉambreto	sinun pieni huone	your little room	grupo	alternativoj	prononco
level	vian ĉambreton	pieneen huoneeseesi	to your little room	grupo	alternativoj	prononco
level	renovigi vian ĉambreton	kunnostaaksesi pienen huoneesi	to renovate your little room	grupo	alternativoj	prononco
level	decidis renovigi vian ĉambreton	päätti remontoida pienen huoneesi	decided to renovate your little room	grupo	alternativoj	prononco
level	al kiu	kenelle	to whom	grupo	alternativoj	prononco
level	vi donis ~	annoit ~	you gave ~	grupo	alternativoj	prononco
level	al kiu vi donis ~ ?	kenelle annoit ~?	to whom did you give ~ ?	grupo	alternativoj	prononco
level	puraj glasoj	puhtaat lasit	clean glasses	grupo	alternativoj	prononco
level	vi donis la purajn glasojn	annoit puhtaat lasit	you gave the clean glasses	grupo	alternativoj	prononco
level	la puraj glasoj por la vino	puhtaat lasit viiniä varten	the clean glasses for the wine	grupo	alternativoj	prononco
level	kontraŭ kiu	ketä vastaan	against whom	grupo	alternativoj	prononco
level	via sportklubo	urheiluseurasi	your sports club	grupo	alternativoj	prononco
level	ludas kontraŭ ~	pelaa ~ vastaan	plays against ~	grupo	alternativoj	prononco
level	antaŭ du semajnoj	kaksi viikkoa sitten	two weeks ago	grupo	alternativoj	prononco
level	kontraŭ kiu via sportklubo ludis?	ketä vastaan urheiluseurasi pelasi?	who did your sports club play against?	grupo	alternativoj	prononco
level	ĉu vi vidas ~ ?	näetkö ~?	do you see ~ ?	grupo	alternativoj	prononco
level	ĉu vi ofte vidas ~ ?	näetkö usein ~ ?	do you often see ~ ?	grupo	alternativoj	prononco
level	ofte vidas la policiston	nähdä poliisin usein	often see the policeman	grupo	alternativoj	prononco
level	tiu, kiu loĝas en ~	joka asuu ~	the one who lives in ~	grupo	alternativoj	prononco
level	loĝas en la loĝejo	asuu majoituspaikalla	lives in the lodging place	grupo	alternativoj	prononco
level	la loĝejo super vi	yläpuolellasi oleva asuinpaikka	the dwelling place above you	grupo	alternativoj	prononco
level	vidas la policiston, kiu loĝas en ~	näkee poliisin, joka asuu ~	sees the police officer who lives in ~	grupo	alternativoj	prononco
level	plano pri veturado	ajosuunnitelma	driving plan	grupo	alternativoj	prononco
level	volis vojaĝi	halunnut matkustaa	wanted to travel	grupo	alternativoj	prononco
level	vojaĝi al alia lando	matkustaa toiseen maahan	to travel to another country	grupo	alternativoj	prononco
level	en libertempo	vapaa-ajalla	in free time	grupo	alternativoj	prononco
level	ili decidis iri	he päättivät mennä	they decided to go	grupo	alternativoj	prononco
level	decidis iri al Italio	päätti lähteä Italiaan	decided to go to Italy	grupo	alternativoj	prononco
level	malnovaj urboj	vanhoja kaupunkeja	old cities	grupo	alternativoj	prononco
level	lando kun malnovaj urboj	maa, jossa on vanhoja kaupunkeja	a country with old cities	grupo	alternativoj	prononco
level	aliaj belaĵoj	muita kaunottajia	other beauties	grupo	alternativoj	prononco
level	kaj aliaj belaĵoj	ja muita ihanuuksia	and other beauties	grupo	alternativoj	prononco
level	bela lando kun malnovaj urboj kaj aliaj belaĵoj	kaunis maa, jossa on vanhoja kaupunkeja ja muuta kauneutta	a beautiful country with old cities and other beauties	grupo	alternativoj	prononco
level	ili estis feliĉaj	he olivat onnellisia	they were happy	grupo	alternativoj	prononco
level	kie estas ~ ?	missä on ~?	where is ~ ?	grupo	alternativoj	prononco
level	kie estas mia vestaĵo?	missä on vaatteeni	where are my clothes	grupo	alternativoj	prononco
level	ŝi demandis ~	hän kysyi ~	she asked ~	grupo	alternativoj	prononco
level	ni ne forgesu kunporti ~	älkäämme unohtako tuoda ~	let's not forget to bring ~	grupo	alternativoj	prononco
level	kunporti la libron	ottaa kirjan mukaasi	to take the book with you	grupo	alternativoj	prononco
level	libro por lerni Esperanton	kirja esperanton oppimiseen	a book to learn Esperanto	grupo	alternativoj	prononco
level	kunporti libron por lerni	kantaa kirjaa oppiakseen	to carry a book to learn	grupo	alternativoj	prononco
level	ni povas komenci ~	voimme aloittaa ~	we can start ~	grupo	alternativoj	prononco
level	en la vagonaro	junassa	in the train	grupo	alternativoj	prononco
level	jam en la vagonaro	jo junassa	already in the train	grupo	alternativoj	prononco
level	ni nenion faros	emme tee mitään	we won't do anything	grupo	alternativoj	prononco
level	per aŭto	autolla	by car	grupo	alternativoj	prononco
level	ni veturos per ~	ajetaan ~	we will drive by ~	grupo	alternativoj	prononco
level	veturos per aŭto	tulee ajamaan autoa	will drive a car	grupo	alternativoj	prononco
level	mi havas sekreton	minulla on salaisuus	I have a secret	grupo	alternativoj	prononco
level	mia riĉa onklo	rikas setäni	my rich uncle	grupo	alternativoj	prononco
level	mia deziro	toiveeni	my wish	grupo	alternativoj	prononco
level	plenumis mian deziron	täytti toiveeni	fulfilled my wish	grupo	alternativoj	prononco
level	donis al ni	antoi meille	gave us	grupo	alternativoj	prononco
level	sian aŭton	hänen autonsa	his car	grupo	alternativoj	prononco
level	kaj donis al ni sian aŭton	ja antoi meille autonsa	and gave us his car	grupo	alternativoj	prononco
level	por uzo	käytettäväksi	for use	grupo	alternativoj	prononco
level	ĝi staras antaŭ ~	se seisoo ennen ~	it stands before ~	grupo	alternativoj	prononco
level	staras antaŭ la domo	seisoo talon edessä	stands in front of the house	grupo	alternativoj	prononco
level	mi devas diri ~	Minun on sanottava ~	I have to say ~	grupo	alternativoj	prononco
level	nenion diru	älä sano mitään	don't say anything	grupo	alternativoj	prononco
level	ni eksidu	istutaan alas	let's sit down	grupo	alternativoj	prononco
level	eksidu en la aŭton	mene autoon	get in the car	grupo	alternativoj	prononco
level	veturi al ~	ajaa ~	to drive to ~	grupo	alternativoj	prononco
level	kaj veturu al Italio	ja ajaa Italiaan	and drive to Italy	grupo	alternativoj	prononco
level	sidis en la aŭto	istui autossa	sat in the car	grupo	alternativoj	prononco
level	ankaŭ la vestaĵoj	myös vaatteet	also the clothes	grupo	alternativoj	prononco
level	~ estis en la aŭto	~ oli autossa	~ was in the car	grupo	alternativoj	prononco
level	ankoraŭ sidadis kaj atendis	vielä istui ja odotti	still sat and waited	grupo	alternativoj	prononco
level	sed li atendis	mutta hän odotti	but he waited	grupo	alternativoj	prononco
level	kial ni ne ~ ?	miksi emme ~?	why don't we ~ ?	grupo	alternativoj	prononco
level	kial ni ne ekveturas?	miksi emme alkaisi ajaa?	why don't we start driving?	grupo	alternativoj	prononco
level	ankaŭ mi havas ~	Minulla on myös ~	I have ~ too	grupo	alternativoj	prononco
level	veturigus la aŭton	ajaisi autoa	would drive the car	grupo	alternativoj	prononco
level	sed mi ne scias ~	mutta en tiedä ~	but I don't know ~	grupo	alternativoj	prononco
level	mi neniam lernis tion	En koskaan oppinut sitä	I never learned that	grupo	alternativoj	prononco
level	mi kredus ~	Uskoisin ~	I would believe ~	grupo	alternativoj	prononco
level	se mi estus sana	jos olisin terve	if I were healthy	grupo	alternativoj	prononco
level	mi estus tre feliĉa	olisin erittäin iloinen	I would be very happy	grupo	alternativoj	prononco
level	kvazaŭ vi estus riĉulo	kuin olisit rikas	as if you were rich	grupo	alternativoj	prononco
level	vi sidas tie kvazaŭ vi estus riĉulo	istut siellä kuin olisit rikas mies	you sit there as if you were a rich man	grupo	alternativoj	prononco
level	kvazaŭa lernejo	väitetty koulu	alleged school	grupo	alternativoj	prononco
level	kvazaŭ riĉulo	kuin rikas mies	like a rich man	grupo	alternativoj	prononco
level	vi sidas tie kvazaŭ riĉulo	istut siellä kuin rikas mies	you sit there like a rich man	grupo	alternativoj	prononco
level	tiom da mono	niin paljon rahaa	so much money	grupo	alternativoj	prononco
level	tiom da mono kiom da ideoj	niin paljon rahaa kuin ideoita	as much money as ideas	grupo	alternativoj	prononco
level	se mi havus tiom da mono	jos minulla olisi niin paljon rahaa	if I had that much money	grupo	alternativoj	prononco
level	mi vojaĝadus	matkustaisin	I would travel	grupo	alternativoj	prononco
level	ĉirkaŭ la mondo	maailman ympäri	around the world	grupo	alternativoj	prononco
level	en ĉiu vortaro	jokaisessa sanakirjassa	in every dictionary	grupo	alternativoj	prononco
level	mankas io	jotain puuttuu	something is missing	grupo	alternativoj	prononco
level	mankas kelkaj vortoj	muutama sana puuttuu	some words are missing	grupo	alternativoj	prononco
level	homo, kiu longe parolis	mies, joka puhui pitkään	a man who spoke at length	grupo	alternativoj	prononco
level	ĉe la manĝotablo	ruokapöydän ääressä	at the dining table	grupo	alternativoj	prononco
level	homo, kiu rakontas, restos malsata	henkilö, joka kertoo, pysyy nälkäisenä	a person who tells will remain hungry	grupo	alternativoj	prononco
level	rakontadas ĉe la manĝo tablo	kertoo koko ajan ruokapöydän ääressä	keeps telling at the dining table	grupo	alternativoj	prononco
level	li devis atenti ~	hänen oli kiinnitettävä huomiota ~	he had to pay attention to ~	grupo	alternativoj	prononco
