A.mr content.tsv
Level	Esperanto	mr	en-us	Grupo	Alternativoj	Pronoco
level	je la kvina horo	पाच वाजता	at five o'clock	grupo	alternativoj	prononco
level	kiel li fartas?	तो कसा करतो?	how does he doing?	grupo	alternativoj	prononco
level	kiel vi fartis lastatempe?	तुम्ही अलीकडे कसे आहात?	how have you been lately?	grupo	alternativoj	prononco
level	etaj libroj belas	छोटी पुस्तके सुंदर आहेत	little books are beautiful	grupo	alternativoj	prononco
level	libreto, belaj libroj	एक पुस्तिका, सुंदर पुस्तके	a booklet, beautiful books	grupo	alternativoj	prononco
level	bela, beleta, belega	सुंदर, थोडे सुंदर, खूप सुंदर	beautiful, a little pretty, very beautiful	grupo	alternativoj	prononco
level	varma, varmeta, varmega	उबदार, कोमट, खूप गरम	warm, lukewarm, very hot	grupo	alternativoj	prononco
level	librego, libreto	एक मोठे पुस्तक, एक पुस्तिका	a big book, a booklet	grupo	alternativoj	prononco
level	bona, bonega, bonege	चांगले, उत्तम, चांगले	good, great, well	grupo	alternativoj	prononco
level	riĉa, riĉiĝi, riĉulo	श्रीमंत, श्रीमंत, श्रीमंत व्यक्ती	rich, become rich, a rich person	grupo	alternativoj	prononco
level	trankvila, trankviliĝi, trankviliĝu	शांत करणे, शांत करणे, शांत होणे	calm, to calm down, calm down	grupo	alternativoj	prononco
level	sana, resaniĝi, resaniĝis	निरोगी, बरे होणे, बरे होणे	healthy, to become healed, became healed	grupo	alternativoj	prononco
level	edzo, edziĝo, geedziĝis	पती, विवाह, विवाहित	a husband, marriage, married	grupo	alternativoj	prononco
level	leterportisto	एक पत्र पोस्टमन	a letter postman	grupo	alternativoj	prononco
level	hejmlando	एक जन्मभुमी	a homeland	grupo	alternativoj	prononco
level	iom, iomete	थोडेसे, थोडेसे	somewhat, a little	grupo	alternativoj	prononco
level	ni bonege vespermanĝis	आम्ही छान जेवण केले	we had a great dinner	grupo	alternativoj	prononco
level	espereble, prizorgu vin	आशेने, स्वतःची काळजी घ्या	hopefully, take care of yourself	grupo	alternativoj	prononco
level	mi zorgis pri la altkvalita loĝejo	मला उच्च दर्जाच्या घरांची काळजी होती	I cared about the high-quality housing	grupo	alternativoj	prononco
level	pripensu dufoje, multfoje	दोनदा, अनेक वेळा विचार करा	think twice, many times	grupo	alternativoj	prononco
level	kiu deprenis la libreton?	पुस्तिका कोणी काढली?	who took down the booklet?	grupo	alternativoj	prononco
level	kato, kiu nomiĝas Cezaro	सीझर नावाची मांजर	a cat named Caesar	grupo	alternativoj	prononco
level	kuko, kiu estas sur la tablo	टेबलावर असलेला केक	a cake which is on the table	grupo	alternativoj	prononco
level	manĝu kukon, kiu estas sur la tablo	टेबलावर असलेला केक खा	eat a cake that is on the table	grupo	alternativoj	prononco
level	fariĝis varmega kaj ruĝiĝis	गरम झाले आणि लाल झाले	became hot and blushed	grupo	alternativoj	prononco
level	patro volas, ke lia infano manĝu	वडिलांना आपल्या मुलाने खायला हवे आहे	a father wants his child to eat	grupo	alternativoj	prononco
level	en malgranda ĉambro	एका छोट्या खोलीत	in a small room	grupo	alternativoj	prononco
level	ni loĝas en ~	आम्ही ~ मध्ये राहतो	we live in ~	grupo	alternativoj	prononco
level	mi fariĝis maltrankvila	मी व्याकुळ झालो	I became anxious	grupo	alternativoj	prononco
level	tiam, kiam mi vidis vin	त्या वेळी जेव्हा मी तुला पाहिले	at that time when I saw you	grupo	alternativoj	prononco
level	ĉiuj rimarkis tion	हे सर्वांच्या लक्षात आले	everyone noticed that	grupo	alternativoj	prononco
level	tion, ke ŝi estas belega	ती सुंदर आहे हे खरं	the fact that she is beautiful	grupo	alternativoj	prononco
level	ĉu vi deziras, ke ~ ?	तुम्हाला ते हवे आहे का ~? (deziri)	do you want that ~ ? (deziri)	grupo	alternativoj	prononco
level	ke mi montru al vi	की मी तुला दाखवू शकेन	that I may show you	grupo	alternativoj	prononco
level	ĉu vi deziras, ke mi montru?	तुला मी दाखवायचे आहे का?	do you want me to show?	grupo	alternativoj	prononco
level	mian plej novan libron	माझे नवीन पुस्तक (उद्देश)	my newest book (objective)	grupo	alternativoj	prononco
level	morgaŭ matene, kion vi volas?	उद्या सकाळी, तुला काय हवे आहे?	tomorrow morning, what do you want?	grupo	alternativoj	prononco
level	matenmanĝis malfrue	नाश्ता उशिरा केला	had breakfast late	grupo	alternativoj	prononco
level	kiam Marko alvenos?	मार्क कधी येईल?	when will Mark arrive?	grupo	alternativoj	prononco
level	je la kvina aŭ je la oka horo	पाच किंवा आठ वाजता	at five or eight o'clock	grupo	alternativoj	prononco
level	kiam vi rimarkis, ke ~ ?	हे तुमच्या लक्षात कधी आले ~?	when did you notice that ~ ?	grupo	alternativoj	prononco
level	la tuta familio nomas min bonfarulo	संपूर्ण कुटुंब मला परोपकारी म्हणते	the whole family calls me a benefactor	grupo	alternativoj	prononco
level	utila por vi	आपल्यासाठी उपयुक्त	useful for you	grupo	alternativoj	prononco
level	ĉu la libreto estis utila?	पुस्तिका उपयुक्त होती का?	was the booklet useful?	grupo	alternativoj	prononco
level	tiu libreto, kiun mi sendis	मी पाठवलेली पुस्तिका	the booklet, which I sent	grupo	alternativoj	prononco
level	matene dormis tre longe	सकाळी बराच वेळ झोपलो	in the morning slept for a long time	grupo	alternativoj	prononco
level	kiam li vidis la sunon	जेव्हा त्याने सूर्य पाहिला	when he saw the sun	grupo	alternativoj	prononco
level	subite li eksaltis	अचानक त्याने उडी मारली	suddenly he jumped up	grupo	alternativoj	prononco
level	li estis ĉiam frua	तो नेहमी लवकर होता	he was always early	grupo	alternativoj	prononco
level	ĉiam li malfruas	तो नेहमी उशीरा असतो	he is always late	grupo	alternativoj	prononco
level	tiam, kiam li devas iri	त्या वेळी, जेव्हा त्याला जावे लागते	at that time, when he has to go	grupo	alternativoj	prononco
level	iri al la lernejo	शाळेत जाण्यासाठी	to go to the school	grupo	alternativoj	prononco
level	li scias, ke ~	त्याला माहीत आहे, की ~	he knows, that ~	grupo	alternativoj	prononco
level	li scias tion, ke ~	त्याला वस्तुस्थिती माहीत आहे, की ~	he knows the fact, that ~	grupo	alternativoj	prononco
level	tion, ke la instruisto malŝatas abelon	शिक्षक मधमाशांचा तिरस्कार करतात ही वस्तुस्थिती	the fact that the teacher hates bees	grupo	alternativoj	prononco
level	scias tion, ke la instruisto malŝatas abelon	शिक्षक मधमाशांचा तिरस्कार करतो हे सत्य माहीत आहे	knows the fact that the teacher hates bees	grupo	alternativoj	prononco
level	scias, ke la instruisto malŝatas tion	हे माहित आहे की शिक्षक त्याचा तिरस्कार करतात	knows that the teacher hates that	grupo	alternativoj	prononco
level	sed hodiaŭ li trinkis la kafon	पण आज त्याने कॉफी प्यायली	but today he drank the coffee	grupo	alternativoj	prononco
level	li rapide surmetas la vestaĵon	तो पटकन कपडे घालतो	he quickly puts on the clothes	grupo	alternativoj	prononco
level	li ne volas malfrui	त्याला उशीर करायचा नाही	he doesn't want to be late	grupo	alternativoj	prononco
level	rapidege kun la libroj en la mano	पुस्तक हातात घेऊन खूप लवकर	very quickly with the books in hand	grupo	alternativoj	prononco
level	poste li kuris kaj saltis	नंतर तो धावला आणि उडी मारली	later he ran and jumped	grupo	alternativoj	prononco
level	li kuris kaj saltis	तो धावला आणि उडी मारली	he ran and jumped	grupo	alternativoj	prononco
level	laŭ la strato	रस्त्यावर	along the street	grupo	alternativoj	prononco
level	la homoj rigardis lin	लोकांनी त्याच्याकडे पाहिले	the people looked at him	grupo	alternativoj	prononco
level	rigardis lin kaj diris	त्याच्याकडे बघून म्हणाला	looked at him and said	grupo	alternativoj	prononco
level	saĝa kaj malsaĝa	शहाणे आणि मूर्ख	wise and foolish	grupo	alternativoj	prononco
level	kia malsaĝa knabo!	किती मूर्ख मुलगा आहे!	what a foolish boy!	grupo	alternativoj	prononco
level	estis antaŭ lernejo	शाळेसमोर होते	was in front of a school	grupo	alternativoj	prononco
level	baldaŭ	लवकरच	soon	grupo	alternativoj	prononco
level	li estis antaŭ ~	तो ~ समोर होता	he was in front of ~	grupo	alternativoj	prononco
level	iri kaj eniri	जाण्यासाठी आणि प्रवेश करण्यासाठी	to go and to enter	grupo	alternativoj	prononco
level	li volis eniri	त्याला प्रवेश करायचा होता	he wanted to enter	grupo	alternativoj	prononco
level	eniri la lernejon	शाळेत प्रवेश करण्यासाठी	to enter into the school	grupo	alternativoj	prononco
level	sed tamen	पण तथापि	but however	grupo	alternativoj	prononco
level	sed li ne povis	पण तो करू शकला नाही	but he couldn't	grupo	alternativoj	prononco
level	fermi kaj fermita	बंद करणे आणि बंद करणे	to close and closed	grupo	alternativoj	prononco
level	ĝi estis fermita	ते बंद होते	it was closed	grupo	alternativoj	prononco
level	nek ~ nek ~	~ किंवा ~ नाही	neither ~ nor ~	grupo	alternativoj	prononco
level	nek instruisto nek gelernantoj	ना शिक्षक ना स्त्री-पुरुष विद्यार्थी	neither a teacher nor male-and-female students	grupo	alternativoj	prononco
level	vidis nek instruiston nek gelernantojn	ना शिक्षक पाहिले ना विद्यार्थी	saw neither a teacher nor students	grupo	alternativoj	prononco
level	sidi, eksidi	बसणे, बसणे	to sit, to get sitted	grupo	alternativoj	prononco
level	eksidis	बसले (बसले होते)	got seated (had seated)	grupo	alternativoj	prononco
level	li eksidis	तो बसला	he got seated	grupo	alternativoj	prononco
level	kaj pensis	आणि विचार	and thought	grupo	alternativoj	prononco
level	kio okazis?	काय झाले?	what did happen?	grupo	alternativoj	prononco
level	diable	भयंकर (भूतासारखे)	to the awful (like a devil)	grupo	alternativoj	prononco
level	damne	धरणे	dam it	grupo	alternativoj	prononco
level	memoras	आठवते	remembers	grupo	alternativoj	prononco
level	nun mi memoras	आता मला आठवते	now I remember	grupo	alternativoj	prononco
level	dimanĉo	रविवार	Sunday	grupo	alternativoj	prononco
level	hodiaŭ estas ~	आज ~ आहे	today is ~	grupo	alternativoj	prononco
level	hodiaŭ estas dimanĉo	आज रविवार आहे	today is Sunday	grupo	alternativoj	prononco
level	dormi kaj ekdormi	झोपणे आणि झोपणे	to sleep and to get into sleep	grupo	alternativoj	prononco
level	suno kaj luno	एक सूर्य आणि एक चंद्र	a sun and a moon	grupo	alternativoj	prononco
level	subita kaj subite	अचानक आणि अचानक	sudden and suddenly	grupo	alternativoj	prononco
level	ek!	बंद! (सुरू करण्यासाठी)	off! (to start)	grupo	alternativoj	prononco
level	salti kaj eksaltis	उडी मारणे आणि उडी मारणे	to jump and jumped 	grupo	alternativoj	prononco
level	ĉiam frua	नेहमी लवकर	always early	grupo	alternativoj	prononco
level	hodiaŭ metis kaj kuris	आज ठेवले आणि धावले	today put and ran	grupo	alternativoj	prononco
level	aĵo, ne aĝo	वय नाही गोष्ट	a thing not age	grupo	alternativoj	prononco
level	kuris laŭ homoj saĝaj	हुशार लोकांबरोबर धावले	ran along wise people	grupo	alternativoj	prononco
level	laŭeble baldaŭ	शक्य तितक्या लवकर	soon as possible	grupo	alternativoj	prononco
level	kia knabo, kia knabino	काय मुलगा, काय मुलगी	what a boy, what a girl	grupo	alternativoj	prononco
level	nek pensita nek memorita	विचार केला नाही किंवा लक्षात ठेवला नाही	neither thought nor memorized	grupo	alternativoj	prononco
level	diablo atendis akvon dimanĉe	रविवारी एक भूत पाण्याची वाट पाहत होता	a devil waited for water on Sunday	grupo	alternativoj	prononco
level	tiom malgranda momento	इतका छोटा क्षण	such a small moment	grupo	alternativoj	prononco
level	eĉ tiom malgranda momento valoras	इतका छोटासा क्षणही सार्थकी लागतो	even such a small moment is worthwhile	grupo	alternativoj	prononco
level	kriis for ĝis nokto	रात्रीपर्यंत ओरडले	cried away until night	grupo	alternativoj	prononco
level	lasis la poŝton de la mano	मेलपोस्ट हातातून काढून टाका	put away the mailpost from the hand	grupo	alternativoj	prononco
level	ridis mem lasante la poŝton	मेलपोस्ट टाकून स्वतःहून हसले	laughed by oneself, putting away the mailpost	grupo	alternativoj	prononco
level	nek li nek ŝi ridis	तो किंवा ती हसली नाही	neither he nor she laughed	grupo	alternativoj	prononco
level	ŝi nek ridis nek respondis	ती हसली नाही किंवा उत्तरही दिली नाही	she neither laughed nor answered	grupo	alternativoj	prononco
level	li nek sidas nek rigardas	तो बसत नाही किंवा पाहत नाही	he neither sits nor watches	grupo	alternativoj	prononco
level	neniam mi vidis	मी कधीच बघितले नाही	I have never seen	grupo	alternativoj	prononco
level	mi neniam diros al iu	मी कधीच कोणाला सांगणार नाही	I will never tell anyone	grupo	alternativoj	prononco
level	diru al neniu	कोणालाही सांगू नका	tell no one	grupo	alternativoj	prononco
level	mi neniam diros	मी कधीच म्हणणार नाही	I will never say	grupo	alternativoj	prononco
level	mem	स्वतःला (स्वतःहून)	to oneself (by oneself)	grupo	alternativoj	prononco
level	mi mem faris	मी ते स्वतः केले	I did it myself	grupo	alternativoj	prononco
level	faris tion	केले (ते केले)	did it (made it)	grupo	alternativoj	prononco
level	mem faris tion	ते स्वतः केले (स्वत: बनवले)	did it oneself (made it oneself)	grupo	alternativoj	prononco
level	ĝis la revido, ĝis revido	भेटू (पुन्हा), भेटू (पुन्हा)	see you (again), see you (again)	grupo	alternativoj	prononco
level	ĝis!	पर्यंत! (गुडबाय!)	until! (goodbye!)	grupo	alternativoj	prononco
level	ekparoli	बोलणे सुरू करण्यासाठी	to start talking	grupo	alternativoj	prononco
level	ekparolis, komencis paroli finfine	म्हणू लागला, शेवटी बोलू लागला	started saying, began to speak at last	grupo	alternativoj	prononco
level	trinkis rapidege	खूप जलद प्याले	drank very fast	grupo	alternativoj	prononco
level	trinkis matenan trinkaĵon	सकाळी पेय घेतले	had a morning drink	grupo	alternativoj	prononco
level	por frue veni	लवकर येण्यासाठी	to come early	grupo	alternativoj	prononco
level	veni al la lernejo	शाळेत येण्यासाठी	to come to school	grupo	alternativoj	prononco
level	frue veni al ~	~ लवकर येणे	to come early to ~	grupo	alternativoj	prononco
level	ne aŭdis novaĵon	बातमी ऐकली नाही	didn't hear news	grupo	alternativoj	prononco
level	ankoraŭ ne aŭdis	अजून ऐकले नाही	didn't hear yet	grupo	alternativoj	prononco
level	mi ankoraŭ ne aŭdis	मी अजून ऐकले नाही	I didn't hear yet	grupo	alternativoj	prononco
level	en tiu momento	त्या क्षणी	in that moment	grupo	alternativoj	prononco
level	en tiu momento li ekkriis	त्या क्षणी तो ओरडला	in that moment he cried	grupo	alternativoj	prononco
level	knabo, kiu ne amas	एक मुलगा, जो प्रेम करत नाही	a boy, who does not love	grupo	alternativoj	prononco
level	geknaboj	मुले आणि मुली	boys and girls	grupo	alternativoj	prononco
level	aliaj geknaboj	इतर मुले आणि मुली	other boys and girls	grupo	alternativoj	prononco
level	ne amas aliajn geknabojn	इतर मुला-मुलींवर प्रेम करत नाही	does not love other boys and girls	grupo	alternativoj	prononco
level	nek amikojn, nek amikinojn	ना मित्र ना मुलगी मित्र	neither friends nor girl friends	grupo	alternativoj	prononco
level	havas nek monon, nek tempon	ना पैसा ना वेळ	does not have neither money nor time	grupo	alternativoj	prononco
level	kiu havis la libron?	पुस्तक कोणाकडे होते?	who had the book?	grupo	alternativoj	prononco
level	la libron, kiun vi atendis	ज्या पुस्तकाची तुम्ही वाट पाहत होता	the book which you waited	grupo	alternativoj	prononco
level	tiun, kiun vi atendis pli ol du jarojn	ज्याची तुम्ही २ वर्षांहून अधिक काळ वाट पाहिली	that, which you waited for more than 2 years	grupo	alternativoj	prononco
level	ĉu vi volas tion?	तुला ते हवे आहे का?	do you want that?	grupo	alternativoj	prononco
level	ĉu vi volas, ke ~ ?	तुम्हाला ते हवे आहे का ~?	do you want that ~ ?	grupo	alternativoj	prononco
level	plej kara	प्राणप्रिय	dearest	grupo	alternativoj	prononco
level	plej kara foto	सर्वात प्रिय फोटो	dearest photo	grupo	alternativoj	prononco
level	mian plej karan foton	माझा सर्वात प्रिय फोटो	my dearest photo	grupo	alternativoj	prononco
level	kie vi aĉetis ~ ?	तू कुठे खरेदी केलीस ~?	where did you buy ~ ?	grupo	alternativoj	prononco
level	tiu vestaĵo	ते कपडे	that clothing	grupo	alternativoj	prononco
level	tiun vestaĵon	ते कपडे (उद्दिष्ट)	that clothing (objective)	grupo	alternativoj	prononco
level	aĉetis tiun vestaĵon	तो पोशाख विकत घेतला	bought that outfit	grupo	alternativoj	prononco
level	vi iros tien	तुम्ही तिथे जाल	you will go there	grupo	alternativoj	prononco
level	kien vi iros?	तू कुठे चाललास?	where are you going to?	grupo	alternativoj	prononco
level	suna tago	उन्हाळ्याचा दिवस	sunny day	grupo	alternativoj	prononco
level	estos suna tago	तो एक सनी दिवस असेल	it will be a sunny day	grupo	alternativoj	prononco
level	se estos suna tago	जर तो एक सनी दिवस असेल	if it will be a sunny day	grupo	alternativoj	prononco
level	via frato jam ekiris	तुमच्या भावाने आधीच सुरुवात केली आहे	your brother has already started	grupo	alternativoj	prononco
level	ĉu via frato jam ekiris?	तुमच्या भावाने अजून सुरुवात केली आहे का?	has your brother started yet?	grupo	alternativoj	prononco
level	kie estas la akvo?	पाणी कुठे आहे	where is the water	grupo	alternativoj	prononco
level	kunporti la akvon	पाणी आणण्यासाठी	to bring the water	grupo	alternativoj	prononco
level	vi mem kunportis	तुम्ही स्वतः आणले	you yourself brought	grupo	alternativoj	prononco
level	la akvon, kion vi mem kunportis	तुम्ही स्वतः आणलेले पाणी	the water, that you yourself brought	grupo	alternativoj	prononco
level	estis tre trankvila	खूप शांत होते	was very quiet	grupo	alternativoj	prononco
level	hodiaŭ mia patrino estis ~	आज माझी आई ~ होती	today my mother was ~	grupo	alternativoj	prononco
level	mi venis el ~	मी ~ येथून आलो आहे	I came from ~	grupo	alternativoj	prononco
level	el la lernejo	शाळेच्या बाहेर	out of the school	grupo	alternativoj	prononco
level	raportis al ~	~ ला कळवले	reported to ~	grupo	alternativoj	prononco
level	kaj raportis al ŝi	आणि तिला कळवले	and reported to her	grupo	alternativoj	prononco
level	raportis, ke ~	नोंदवले की ~	reported that ~	grupo	alternativoj	prononco
level	raportis, ke mi ricevos	मला मिळेल असे कळवले	reported that I will receive	grupo	alternativoj	prononco
level	mi ricevos malbonan noton	मला वाईट ग्रेड मिळेल	I will get a bad grade	grupo	alternativoj	prononco
level	ŝi diris, ke ~	ती म्हणाली की ~	she said that ~	grupo	alternativoj	prononco
level	vi devas laborigi ~	तुम्हाला ~ काम करावे लागेल	you have to make ~ work	grupo	alternativoj	prononco
level	pli multe	अधिक	more	grupo	alternativoj	prononco
level	pli multe laborigi	काम अधिक करण्यासाठी	to make work more	grupo	alternativoj	prononco
level	laborigi vian kapon	आपले डोके काम करण्यासाठी	to make your head work	grupo	alternativoj	prononco
level	kiom da malbonaj notoj	किती वाईट ग्रेड	how many bad grades	grupo	alternativoj	prononco
level	vi havas tiom da malbonaj notoj	तुमच्याकडे खूप वाईट ग्रेड आहेत	you have so many bad grades	grupo	alternativoj	prononco
level	estis malĝoja	दुःखी होते	was sad	grupo	alternativoj	prononco
level	en vian ĉambron	तुमच्या खोलीत	into your room	grupo	alternativoj	prononco
level	iru en vian ĉambron	तुझ्या खोलीत जा	go into your room	grupo	alternativoj	prononco
level	iru kaj lernu	जा आणि शिका	go and learn	grupo	alternativoj	prononco
level	mi sidis	मी बसलो	I sat	grupo	alternativoj	prononco
level	en mia ĉambro	माझ्या खोलीत	in my room	grupo	alternativoj	prononco
level	sidis en mia ĉambro	माझ्या खोलीत बसलो	sat in my room	grupo	alternativoj	prononco
level	nek lerni nek legi	शिका ना वाचा	neither learn nor read	grupo	alternativoj	prononco
level	sed mi povis nek lerni nek legi	पण मला ना शिकता येत ना वाचता येत	but I could neither learn nor read	grupo	alternativoj	prononco
level	miaj pensoj	माझे विचार	my thoughts	grupo	alternativoj	prononco
level	ĉe ludo	एका खेळात	at a game	grupo	alternativoj	prononco
level	ludo kun miaj amikoj	माझ्या मित्रांसह खेळ	game with my friends	grupo	alternativoj	prononco
level	ĉe sporto	खेळात	at sport	grupo	alternativoj	prononco
level	al mi mem	स्वतःला	to myself	grupo	alternativoj	prononco
level	diris al mi mem	स्वतःला म्हणालो	said to myself	grupo	alternativoj	prononco
level	tiom malsaĝa	खूप मूर्ख	so stupid	grupo	alternativoj	prononco
level	ĉu mi estas tiom malsaĝa?	मी इतका मूर्ख आहे का?	am I that stupid?	grupo	alternativoj	prononco
level	kvankam mi lernis multe	जरी मी खूप शिकलो	although I learned a lot	grupo	alternativoj	prononco
level	la patrino eniris	आई आत आली	the mother entered	grupo	alternativoj	prononco
level	miaj vortoj	माझे शब्द	my words	grupo	alternativoj	prononco
level	kaj aŭdis miajn vortojn	आणि माझे शब्द ऐकले	and heard my words	grupo	alternativoj	prononco
level	ŝi tuj respondis	तिने लगेच उत्तर दिले	she answered immediately	grupo	alternativoj	prononco
level	ne, mia kara	नाही माझ्या प्रिये	no, my dear	grupo	alternativoj	prononco
level	vi ne estas malsaĝa	तू मूर्ख नाहीस	you are not stupid	grupo	alternativoj	prononco
level	la problemo estas, ke ~	समस्या अशी आहे की ~	the problem is that ~	grupo	alternativoj	prononco
level	ke vi devas lerni	जे तुम्ही शिकले पाहिजे	that you must learn	grupo	alternativoj	prononco
level	devas lerni multe pli	बरेच काही शिकले पाहिजे	must learn much more	grupo	alternativoj	prononco
level	tiam vi ne havos	मग तुमच्याकडे नसेल	then you will not have	grupo	alternativoj	prononco
level	malbonaj notoj	वाईट ग्रेड	bad grades	grupo	alternativoj	prononco
level	havos nur malbonajn notojn	फक्त वाईट ग्रेड असतील	will have only bad grades	grupo	alternativoj	prononco
level	ankaŭ nun	आता देखील	also now	grupo	alternativoj	prononco
level	mi ne havas ilin	माझ्याकडे ते नाहीत	I don't have them	grupo	alternativoj	prononco
level	mi havas bonan noton	माझा ग्रेड चांगला आहे	I have a good grade	grupo	alternativoj	prononco
level	pri muziko	संगीत बद्दल	about music	grupo	alternativoj	prononco
level	bonan noton pri muziko	संगीतावर चांगली टीप	a good note on music	grupo	alternativoj	prononco
level	la patrino subite ekridis	आई अचानक हसली	the mother suddenly burst out laughing	grupo	alternativoj	prononco
level	tio plibeligis ~	सुशोभित केलेले ~	that beautified ~	grupo	alternativoj	prononco
level	mian tagon	माझा दिवस	my day	grupo	alternativoj	prononco
level	plibeligis mian tagon	माझा दिवस बनवला	made my day	grupo	alternativoj	prononco
level	sed tamen restis	पण तरीही राहिले	but still remained	grupo	alternativoj	prononco
level	sed la problemo tamen restis	पण समस्या अजूनही राहिली	but the problem still remained	grupo	alternativoj	prononco
level	kilogramo da ~	एक किलोग्राम ~	a kilogram of ~	grupo	alternativoj	prononco
level	kilogramo da sukero	एक किलो साखर	a kilogram of sugar	grupo	alternativoj	prononco
level	glaso da ~	एक ग्लास ~	a glass of ~	grupo	alternativoj	prononco
level	glaso da akvo	एक पेला भर पाणी	a glass of water	grupo	alternativoj	prononco
level	multe da ~	भरपूर ~	a lot of ~	grupo	alternativoj	prononco
level	multe da ideoj	अनेक कल्पना	lots of ideas	grupo	alternativoj	prononco
level	deteni sin	मागे ठेवण्यासाठी	to hold back	grupo	alternativoj	prononco
level	ordigis ĉion	सर्व काही व्यवस्थित केले	sorted everything out	grupo	alternativoj	prononco
level	transdonis al li	त्याच्या स्वाधीन केले	handed over to him	grupo	alternativoj	prononco
level	mi petas	मी विचारत आहे	I'm asking	grupo	alternativoj	prononco
level	glason da kafo	एक ग्लास कॉफी	a glass of coffee	grupo	alternativoj	prononco
level	kaj iom da akvo	आणि थोडे पाणी	and some water	grupo	alternativoj	prononco
level	mi petas glason da kafo	मला एक ग्लास कॉफी घ्यायची आहे	I would like a glass of coffee	grupo	alternativoj	prononco
level	mi petas tason da teo	मला एक कप चहा हवा आहे	I would like a cup of tea	grupo	alternativoj	prononco
level	doloris lin	त्याला दुखावले	hurt him	grupo	alternativoj	prononco
level	la kapo doloris lin	त्याचे डोके दुखले	his head hurt	grupo	alternativoj	prononco
level	li malsaniĝis	तो आजारी पडला	he fell ill	grupo	alternativoj	prononco
level	ŝatas esti bela	सुंदर असणे आवडते	likes to be beautiful	grupo	alternativoj	prononco
level	ŝi beligis sian vizaĝon	तिने तिचा चेहरा सुंदर केला	she beautified her face	grupo	alternativoj	prononco
level	la knabo ŝatas esti bela	मुलाला सुंदर व्हायला आवडते	the boy likes to be pretty	grupo	alternativoj	prononco
level	pro tio ŝi beligis ĝin	म्हणून तिने ते सुशोभित केले	therefore she beautified it	grupo	alternativoj	prononco
level	post la tagmanĝo	जेवणानंतर	after lunch	grupo	alternativoj	prononco
level	purigi la kuirejon	स्वयंपाकघर स्वच्छ करण्यासाठी	to clean the kitchen	grupo	alternativoj	prononco
level	kiu purigos la kuirejon?	स्वयंपाकघर कोण साफ करेल?	who will clean the kitchen?	grupo	alternativoj	prononco
level	volas trinki	पिण्याची इच्छा आहे	wants to drink	grupo	alternativoj	prononco
level	kion vi volas trinki?	तुला काय प्यायचे आहे	what do you want to drink	grupo	alternativoj	prononco
level	trinki teon	चहा पिण्यासाठी	to drink tea	grupo	alternativoj	prononco
level	iom da akvo	थोडे पाणी	a little of water	grupo	alternativoj	prononco
level	ĉu vi volas nenion?	तुला काही नको आहे का?	do you want nothing?	grupo	alternativoj	prononco
level	tiel subite	त्यामुळे अचानक	so suddenly	grupo	alternativoj	prononco
level	kial vi decidis ~ ?	तू का ठरवलेस ~?	why did you decide ~ ?	grupo	alternativoj	prononco
level	kial vi tiel subite decidis ~ ?	तू असा अचानक का ठरवलास?	why did you decide ~ so suddenly?	grupo	alternativoj	prononco
level	via ĉambro	तुझी खोली	your room	grupo	alternativoj	prononco
level	via ĉambreto	तुझी छोटी खोली	your little room	grupo	alternativoj	prononco
level	vian ĉambreton	तुमच्या छोट्या खोलीत	to your little room	grupo	alternativoj	prononco
level	renovigi vian ĉambreton	आपल्या लहान खोलीचे नूतनीकरण करण्यासाठी	to renovate your little room	grupo	alternativoj	prononco
level	decidis renovigi vian ĉambreton	तुमच्या छोट्या खोलीचे नूतनीकरण करण्याचा निर्णय घेतला	decided to renovate your little room	grupo	alternativoj	prononco
level	al kiu	कोणाला	to whom	grupo	alternativoj	prononco
level	vi donis ~	तू दिलेस ~	you gave ~	grupo	alternativoj	prononco
level	al kiu vi donis ~ ?	तू कोणाला दिलास ~?	to whom did you give ~ ?	grupo	alternativoj	prononco
level	puraj glasoj	स्वच्छ चष्मा	clean glasses	grupo	alternativoj	prononco
level	vi donis la purajn glasojn	तुम्ही स्वच्छ चष्मा दिलात	you gave the clean glasses	grupo	alternativoj	prononco
level	la puraj glasoj por la vino	वाइनसाठी स्वच्छ चष्मा	the clean glasses for the wine	grupo	alternativoj	prononco
level	kontraŭ kiu	कोणाच्या विरोधात	against whom	grupo	alternativoj	prononco
level	via sportklubo	तुमचा स्पोर्ट्स क्लब	your sports club	grupo	alternativoj	prononco
level	ludas kontraŭ ~	~ विरुद्ध खेळतो	plays against ~	grupo	alternativoj	prononco
level	antaŭ du semajnoj	दोन आठवड्यांपूर्वी	two weeks ago	grupo	alternativoj	prononco
level	kontraŭ kiu via sportklubo ludis?	तुमचा स्पोर्ट्स क्लब कोणाविरुद्ध खेळला?	who did your sports club play against?	grupo	alternativoj	prononco
level	ĉu vi vidas ~ ?	तुला दिसत आहे का ~?	do you see ~ ?	grupo	alternativoj	prononco
level	ĉu vi ofte vidas ~ ?	आपण अनेकदा पाहतो का ~?	do you often see ~ ?	grupo	alternativoj	prononco
level	ofte vidas la policiston	अनेकदा पोलीस पहा	often see the policeman	grupo	alternativoj	prononco
level	tiu, kiu loĝas en ~	जो ~ मध्ये राहतो	the one who lives in ~	grupo	alternativoj	prononco
level	loĝas en la loĝejo	राहण्याच्या ठिकाणी राहतो	lives in the lodging place	grupo	alternativoj	prononco
