C.ru content.tsv
Level	Esperanto	ru	en-us	Grupo	Alternativoj	Pronoco
level	cenzuro	цензура, цензор	a censorship, censor	grupo	alternativoj	prononco
level	Hindio	Индия (=Барато)	India (=Barato)	grupo	alternativoj	prononco
level	baloti	голосовать	to vote	grupo	alternativoj	prononco
level	noktomezo	полночь	a midnight	grupo	alternativoj	prononco
level	travojaĝi	совершить поездку по ~	to tour through ~	grupo	alternativoj	prononco
level	tranokti	переночевать, провести ночь	to pass a night through, to spend a night	grupo	alternativoj	prononco
level	matematiko	математика	mathematics	grupo	alternativoj	prononco
level	revolucii	произвести революцию	to revolutionize	grupo	alternativoj	prononco
level	tralegi	перечитывать, просматривать	to read through, to browse	grupo	alternativoj	prononco
level	kamelio	камелия	a camellia	grupo	alternativoj	prononco
level	Germanio	Германия	Germany	grupo	alternativoj	prononco
level	traleginte	после прочтения	after reading through	grupo	alternativoj	prononco
level	ĉinio	Китай	China	grupo	alternativoj	prononco
level	viktimo	жертва	a victim	grupo	alternativoj	prononco
level	ĉina	Китайский	Chinese	grupo	alternativoj	prononco
level	alkutimiĝi	привыкнуть, войти в привычку	to become accustomed to, to get a habbit	grupo	alternativoj	prononco
level	naskiĝi	быть рожденным	to be born	grupo	alternativoj	prononco
level	aŭditorio	аудитория	an auditorium	grupo	alternativoj	prononco
level	gramatiko	грамматика	grammar	grupo	alternativoj	prononco
level	planedo	планета	a planet	grupo	alternativoj	prononco
level	evento	мероприятие	an event	grupo	alternativoj	prononco
level	glori	прославлять, восхвалять, восхвалять	to glorify, to laud, to praise	grupo	alternativoj	prononco
level	festo	праздник, вечеринка, фестиваль	a feast, a party, a festival	grupo	alternativoj	prononco
level	ĉeĥoslovakio	Чехословакия	Czechoslovakia	grupo	alternativoj	prononco
level	fonografo	цилиндрический фонограф	a cylinder phonograph	grupo	alternativoj	prononco
level	grumbli	ворчать, рычать	to grumble, to growl	grupo	alternativoj	prononco
level	furioza	яростный, бешеный	furious, raging	grupo	alternativoj	prononco
level	naskiĝfesto	вечеринка на день рождения	a birthday party	grupo	alternativoj	prononco
level	temi	ссылаться, тема заключается в том, чтобы иметь дело, быть о	to refer to, the theme is, to deal with, to be about	grupo	alternativoj	prononco
level	roso	роса	a dew	grupo	alternativoj	prononco
level	Francio	Франция	France	grupo	alternativoj	prononco
level	guti	капать, капать	to drop, to drip	grupo	alternativoj	prononco
level	Kolumbo	Колумбус	Columbus	grupo	alternativoj	prononco
level	kotleto	котлета, котлета, отбивная	cutlet, a cutlet, chop	grupo	alternativoj	prononco
level	avokado	авокадо (фрукт)	an avocado (fruit)	grupo	alternativoj	prononco
level	individuo	индивидуальный	an individual	grupo	alternativoj	prononco
level	pagodo	пагода	a pagoda	grupo	alternativoj	prononco
level	Kolombio	Колумбия	Colombia	grupo	alternativoj	prononco
level	cerealo	злак	cereal	grupo	alternativoj	prononco
level	gesinjoroj	дамы и господа	ladies and gentlemen	grupo	alternativoj	prononco
level	fenomeno	явление	a phenomenon	grupo	alternativoj	prononco
level	palpebro	веко	an eyelid	grupo	alternativoj	prononco
level	ŝako	шахматы	chess	grupo	alternativoj	prononco
level	televidkanalo	телеканал	a TV channel	grupo	alternativoj	prononco
level	ruino	руины	a ruin	grupo	alternativoj	prononco
level	paliso	пост, эль, кол	a post, a ale, a stake	grupo	alternativoj	prononco
level	elemento	элемент	an element	grupo	alternativoj	prononco
level	absurda	абсурдный	absurd	grupo	alternativoj	prononco
level	kaverno	пещера, пещера	a cavern, a cave	grupo	alternativoj	prononco
level	Portugalio	Португалия	Portugal	grupo	alternativoj	prononco
level	portugalo	португалец	a Portuguese	grupo	alternativoj	prononco
level	teritorio	территория	a territory	grupo	alternativoj	prononco
level	Polio	полиомиелит	polio	grupo	alternativoj	prononco
level	d-ro	Доктор	Dr.	grupo	alternativoj	prononco
level	stipendio	стипендия, стипендия, стипендия	a stipend, a bursary, a scholarship	grupo	alternativoj	prononco
level	impeti	быть порывистым, быть побужденным, броситься	to be impetuous, to be impelled, to dash	grupo	alternativoj	prononco
level	pola	Польский	Polish	grupo	alternativoj	prononco
level	kompliki	усложнять	to complicate	grupo	alternativoj	prononco
level	franca	Французский	French	grupo	alternativoj	prononco
level	konkurso	конкурс, соревнование	a contest, competition	grupo	alternativoj	prononco
level	grinci	скрипеть, скрипеть, скрежетать, скрипеть	to squeak, to creak, to gnash, to grate	grupo	alternativoj	prononco
level	Finnlando	Финляндия	Finland	grupo	alternativoj	prononco
level	prof-o	Проф.	Prof.	grupo	alternativoj	prononco
level	profeto	пророк	a prophet	grupo	alternativoj	prononco
level	originalo	оригинал	an original	grupo	alternativoj	prononco
level	tragika	трагический	tragic	grupo	alternativoj	prononco
level	Koreio	Корея	Korea	grupo	alternativoj	prononco
level	ne ~ sed ~	не ~ но ~	not ~ but ~	grupo	alternativoj	prononco
level	koree	на корейском	in Korean	grupo	alternativoj	prononco
level	korea	Корейский	Korean	grupo	alternativoj	prononco
level	nek ~ nek ~	ни ~ ни ~	neither ~ nor ~	grupo	alternativoj	prononco
level	ateismo	атеизм	atheism	grupo	alternativoj	prononco
level	ne nur ~ sed ankaŭ ~	не только ~ но и ~	not only ~ but also ~	grupo	alternativoj	prononco
level	koreo	кореец	a Korean	grupo	alternativoj	prononco
level	Hungario	Венгрия	Hungary	grupo	alternativoj	prononco
level	piloto	пилот	a pilot	grupo	alternativoj	prononco
level	aŭ ~ aŭ ~	либо ~, либо ~	either ~ or ~	grupo	alternativoj	prononco
level	Hago	Гаага	The Hague	grupo	alternativoj	prononco
level	situo	сайт, место	a site, a location	grupo	alternativoj	prononco
level	por ke ~	так что ~	so that ~	grupo	alternativoj	prononco
level	interpreti	интерпретировать	to interpret	grupo	alternativoj	prononco
level	kaŭzi	вызвать, вызвать	to cause, to give rise to	grupo	alternativoj	prononco
level	centralizi	централизовать	to centralize	grupo	alternativoj	prononco
level	mastrumi	управлять, содержать (дом)	to manage, to keep (a house)	grupo	alternativoj	prononco
level	substanco	вещество, материя	a substance, matter	grupo	alternativoj	prononco
level	pasporta servo	паспортная служба (Esperanto CouchSerfing)	a passport service (Esperanto CouchSerfing)	grupo	alternativoj	prononco
level	aŭstro	австриец	an Austrian	grupo	alternativoj	prononco
level	Amazono	Амазонка	Amazon	grupo	alternativoj	prononco
level	pioĉo	мотыга, кирка	a mattock, a pickaxe	grupo	alternativoj	prononco
level	lenso	линза	a lens	grupo	alternativoj	prononco
level	generacio	поколение	a generation	grupo	alternativoj	prononco
level	falĉi	косить, стричь, косить	to mow, to cut, to scythe	grupo	alternativoj	prononco
level	efektive	на самом деле, на самом деле	actually, in fact	grupo	alternativoj	prononco
level	portisto	портье	a porter	grupo	alternativoj	prononco
level	dogano	таможня	customs	grupo	alternativoj	prononco
level	raketo	вспышка, ракета	a flare, a rocket	grupo	alternativoj	prononco
level	eksportisto	экспортер	an exporter	grupo	alternativoj	prononco
level	garaĝo	гараж (=autejo)	a garage (=aŭtejo)	grupo	alternativoj	prononco
level	indiki	Отображать	to indicate	grupo	alternativoj	prononco
level	Bjalistoko	Белосток	Bialystok	grupo	alternativoj	prononco
level	importisto	импортер	an importer	grupo	alternativoj	prononco
level	vipo	кнут	a whip	grupo	alternativoj	prononco
level	kanalo	канал, канал	a canal, a channel	grupo	alternativoj	prononco
level	raŭka	хриплый, хриплый, хриплый	husky, hoarse, raucous	grupo	alternativoj	prononco
level	indekso	индекс	an index	grupo	alternativoj	prononco
level	feminismo	феминизм	feminism	grupo	alternativoj	prononco
level	atomo	атом	an atom	grupo	alternativoj	prononco
level	pilo	свая (электрическая), аккумуляторная батарея	a pile (electric), a battery cell	grupo	alternativoj	prononco
level	abstrakta	абстрактный	abstract	grupo	alternativoj	prononco
level	prelego	лекция, беседа	a lecture, a talk	grupo	alternativoj	prononco
level	medicino	лекарство	medicine	grupo	alternativoj	prononco
level	hepato	печень	a liver	grupo	alternativoj	prononco
level	marvirino	Русалка	a mermaid	grupo	alternativoj	prononco
level	demenculo	пациент с деменцией	a dementia patient	grupo	alternativoj	prononco
level	finalo	финал, плей-офф, финал	a final, a play-off, a finale	grupo	alternativoj	prononco
level	ŝatokupo	хобби (=хобио)	a hobby (=hobio)	grupo	alternativoj	prononco
level	diplomato	дипломат	a diplomat	grupo	alternativoj	prononco
level	eskimo	эскимосский	Eskimo	grupo	alternativoj	prononco
level	tinti	звенеть, звенеть	to tinkle, to jingle	grupo	alternativoj	prononco
level	Everesto	Эверест	Everest	grupo	alternativoj	prononco
level	abrupte	резко	abruptly	grupo	alternativoj	prononco
level	intima	интимный, уютный	intimate, cose	grupo	alternativoj	prononco
level	figo	инжир	a fig	grupo	alternativoj	prononco
level	egale	одинаково, одинаково	equally, alike	grupo	alternativoj	prononco
level	fosilio	ископаемое	a fossil	grupo	alternativoj	prononco
level	moralo	мораль	morals	grupo	alternativoj	prononco
level	barbiro	парикмахер	a barber	grupo	alternativoj	prononco
level	bapti	крестить	to baptize	grupo	alternativoj	prononco
level	regalo	удовольствие	a treat	grupo	alternativoj	prononco
level	hispano	испанский человек	a Spanish person	grupo	alternativoj	prononco
level	trikoto	трикотажное полотно, трикотаж	a knit fabric, knitwear	grupo	alternativoj	prononco
level	antaŭnomo	имя	a first name	grupo	alternativoj	prononco
level	plumnomo	псевдоним	a pen name	grupo	alternativoj	prononco
level	heredaĵo	наследие, наследство	a heritage, inheritance	grupo	alternativoj	prononco
level	ĉifi	мять, мять, мять	to crumple, to wrincle, to crinkle	grupo	alternativoj	prononco
level	indiano	индеец	an Indian	grupo	alternativoj	prononco
level	tosto	тост (речь о напитке)	a toast (speech of drink)	grupo	alternativoj	prononco
level	strebi	стремиться к	to strive for	grupo	alternativoj	prononco
level	deci	подобать, подходить, подходить	to befet, to be fitting, to be appropriate	grupo	alternativoj	prononco
level	burĝono	бутон, росток	a bud, a burgeon	grupo	alternativoj	prononco
level	klifo	Утес	a cliff	grupo	alternativoj	prononco
level	klimatizilo	кондиционер	a air conditioner	grupo	alternativoj	prononco
level	konstitucio	конституция	constitution	grupo	alternativoj	prononco
level	kerno	ядро, ядро	a core, a kernel	grupo	alternativoj	prononco
level	feo	фея, фея, дух	a fairy, a fay, a spirit	grupo	alternativoj	prononco
level	idealismo	идеализм	idealism	grupo	alternativoj	prononco
level	paŝo	шаг, темп	a step, a pace	grupo	alternativoj	prononco
level	varti	присматривать, нянчиться	to look after, to nurse	grupo	alternativoj	prononco
level	kandidato	кандидат, претендент	a candidate, an applicant	grupo	alternativoj	prononco
level	pasinta	пройденный, последний, прошлый	passed, last, past	grupo	alternativoj	prononco
level	rezulto	результат	a result	grupo	alternativoj	prononco
level	gondolo	гондола	a gondola	grupo	alternativoj	prononco
level	bis	снова! бис! еще раз!	again! encore! one more time!	grupo	alternativoj	prononco
level	komercisto	купец, торговец	a merchant, a trader	grupo	alternativoj	prononco
level	aloo	алоэ	an aloe	grupo	alternativoj	prononco
level	prosperi	процветать, быть успешным	to prosper, to be successful	grupo	alternativoj	prononco
level	ekonomia	экономический	economic	grupo	alternativoj	prononco
level	relativa	родственник	relative	grupo	alternativoj	prononco
level	baleno	КИТ	a whale	grupo	alternativoj	prononco
level	klasika	классический, классический	classical, classic	grupo	alternativoj	prononco
level	necesi	быть необходимым, подобающим	to be necessary, to behove	grupo	alternativoj	prononco
level	konsentite!	согласившись! иметь дело!	having agreed! deal!	grupo	alternativoj	prononco
level	susuri	шуршать, шуршать, шуршать	to rustle, to swish, to sough	grupo	alternativoj	prononco
level	iniciati	инициировать	to initiate	grupo	alternativoj	prononco
level	muelilo	мельница, мясорубка	a mill, a grinder	grupo	alternativoj	prononco
level	matenmanĝo	завтрак, завтрак	breakfast, a breakfast	grupo	alternativoj	prononco
level	tragedio	трагедия	a tragedy	grupo	alternativoj	prononco
level	izoli	изолировать, изолировать, изолировать	to isolate, to insulate, to seclude	grupo	alternativoj	prononco
level	matenmanĝi	завтракать, завтракать	to have breakfast, to eat breakfast	grupo	alternativoj	prononco
level	reĝimo	режим	a regime	grupo	alternativoj	prononco
level	esperantisto	эсперантист	an Esperantist	grupo	alternativoj	prononco
level	vespermanĝi	ужинать, ужинать	to have dinner, to eat dinner	grupo	alternativoj	prononco
level	pramo	паром, понтон	a ferry, a pontoon	grupo	alternativoj	prononco
level	monumento	памятник	a monument	grupo	alternativoj	prononco
level	interkona vespero	ознакомительный вечер	an introductory evening	grupo	alternativoj	prononco
level	batato	сладкий картофель	a sweet potato	grupo	alternativoj	prononco
level	humana	гуманный, гуманный	humane, humanitarian	grupo	alternativoj	prononco
level	ekspluati	эксплуатировать, использовать, получать несправедливое преимущество	to exploit, to utilize, to take unfair advantage of	grupo	alternativoj	prononco
level	sufero	страдание, страдание	suffering, a suffer	grupo	alternativoj	prononco
level	solena	торжественный, церемониальный	solemn, ceremonious	grupo	alternativoj	prononco
level	Roterdamo	Роттердам	Rotterdam	grupo	alternativoj	prononco
level	racio	разум, рациональность, логическое рассуждение	reason, rationality, logical reasoning	grupo	alternativoj	prononco
level	dokumento	документ	a document	grupo	alternativoj	prononco
level	salikoko	креветка	a shrimp	grupo	alternativoj	prononco
level	trejni	тренировать, тренировать	to train, to coach	grupo	alternativoj	prononco
level	tagmeze	в полдень	at noon	grupo	alternativoj	prononco
level	sinbano	купание, плавание	bathing, swimming	grupo	alternativoj	prononco
level	skajpo	Скайп	Skype	grupo	alternativoj	prononco
level	maso	масса, кусок	mass, lump	grupo	alternativoj	prononco
level	dando	денди, модник	a dandy, a fashionista	grupo	alternativoj	prononco
level	labortago	рабочий день	a working day	grupo	alternativoj	prononco
level	Argentino	Аргентина	Argentina	grupo	alternativoj	prononco
level	paralelo	параллель	a parallel	grupo	alternativoj	prononco
level	aeroplano	самолет, самолет	an airplane, an aeroplane	grupo	alternativoj	prononco
level	pipro	перец, черный перец	a pepper, a black pepper	grupo	alternativoj	prononco
level	surtuto	пальто	an overcoat	grupo	alternativoj	prononco
level	somera solstico	летнее солнцестояние	summer solstice	grupo	alternativoj	prononco
level	rendevuo	встреча, свидание, свидание	an appointment, a rendezvous, a date	grupo	alternativoj	prononco
level	vintra solstico	зимнее солнцестояние	winter solstice	grupo	alternativoj	prononco
level	papo	Папа Римский	Pope	grupo	alternativoj	prononco
level	ferioj	праздники, каникулы	holidays, vacation	grupo	alternativoj	prononco
level	tufo	пучок	a tuft	grupo	alternativoj	prononco
level	ĉerizfloro	цветущая вишня	a cherry blossom	grupo	alternativoj	prononco
level	pirato	пират	a pirate	grupo	alternativoj	prononco
level	tendenco	тенденция, тенденция	a tendency, a trend	grupo	alternativoj	prononco
level	someraj ferioj	летние каникулы	summer holidays	grupo	alternativoj	prononco
level	Mediteraneo	Средиземноморский	Mediterranean	grupo	alternativoj	prononco
level	pensiono	гостевой дом, пансионат	a guest house, a boarding house	grupo	alternativoj	prononco
level	vintraj ferioj	зимние каникулы	winter holidays	grupo	alternativoj	prononco
level	kahelo	плитка	a tile	grupo	alternativoj	prononco
level	harmonio	гармония, согласие	an harmony, an accord	grupo	alternativoj	prononco
level	kompetenta	компетентный, способный	competent, capable	grupo	alternativoj	prononco
level	demokratio	демократия	a democracy	grupo	alternativoj	prononco
level	paradizo	рай, рай	a paradise, Heaven	grupo	alternativoj	prononco
level	albano	албанец	an Albanian	grupo	alternativoj	prononco
level	akcesoro	аксессуар	an accessary	grupo	alternativoj	prononco
level	kupono	купон, подписка	a coupon, a sub	grupo	alternativoj	prononco
level	stano	жесть (металл)	tin (metal)	grupo	alternativoj	prononco
level	murpentraĵo	фреска (картина), настенная живопись	a mural (painting), a wall painting	grupo	alternativoj	prononco
level	Nederlando	Нидерланды	Netherlands	grupo	alternativoj	prononco
level	nederlanda	Голландский	Dutch	grupo	alternativoj	prononco
level	nederlandano	голландец	a Dutch	grupo	alternativoj	prononco
level	Norvegio	Норвегия	Norway	grupo	alternativoj	prononco
level	Danio	Дания	Denmark	grupo	alternativoj	prononco
level	modifi	модифицировать	to modify	grupo	alternativoj	prononco
level	apogmuro	несущая стена	a supporting wall	grupo	alternativoj	prononco
level	Barcelono	Барселона	Barcelona	grupo	alternativoj	prononco
level	kompanio	компания	a company	grupo	alternativoj	prononco
level	eŭro	евро	euro	grupo	alternativoj	prononco
level	persisti	упорствовать, соблюдать	to persist, to abide	grupo	alternativoj	prononco
level	pantoflo	тапочка	a slipper	grupo	alternativoj	prononco
level	balkanoj	Балканы	Balkans	grupo	alternativoj	prononco
level	italo	итальянец	an Italian	grupo	alternativoj	prononco
level	Bulgario	Болгария	Bulgaria	grupo	alternativoj	prononco
level	korekti	исправлять	to correct	grupo	alternativoj	prononco
level	Brazilio	Бразилиа	Brasilia	grupo	alternativoj	prononco
level	maksimumo	максимум	maximum	grupo	alternativoj	prononco
level	lupeo (grandiga vitro)	увеличительное стекло (лупа)	a magnifying glass (magnifying glass)	grupo	alternativoj	prononco
level	gento	этнос, род, семья, раса, народ	an ethnic group, kin, family, a race, people	grupo	alternativoj	prononco
level	sunvitroj	Солнцезащитные Очки	sunglasses	grupo	alternativoj	prononco
level	Svedio	Швеция	Sweden	grupo	alternativoj	prononco
level	kartono	картон	a cardboard	grupo	alternativoj	prononco
level	damo	дама	a lady	grupo	alternativoj	prononco
level	struto	страус	an ostrich	grupo	alternativoj	prononco
level	haringo	селедка	a herring	grupo	alternativoj	prononco
level	materio	метриал, дело	a meterial, a matter	grupo	alternativoj	prononco
level	girlando	гирлянда, венок	a garland, a wreath	grupo	alternativoj	prononco
level	Irlando	Ирландия	Ireland	grupo	alternativoj	prononco
level	sunbaniĝi	загорать, загорать	to sunbathe, to suntane	grupo	alternativoj	prononco
level	kulto	культ (религиозного поклонения)	a cult (of religious worship)	grupo	alternativoj	prononco
level	sunombrelo	зонтик	a parasol	grupo	alternativoj	prononco
level	suna sistemo	Солнечная система	a solar system	grupo	alternativoj	prononco
level	heĝo	живая изгородь	a hedge	grupo	alternativoj	prononco
level	adori	обожать, поклоняться	to adore, to worship	grupo	alternativoj	prononco
level	pluvombrelo	зонтик от дождя	a rain umbrella	grupo	alternativoj	prononco
level	fazeolo	фасоль, фасоль, стручковая фасоль	a bean, a haricot bean, a runner bean	grupo	alternativoj	prononco
level	deklamo	декламация, декламация	reciting, declamation	grupo	alternativoj	prononco
level	maleolo	лодыжка, лодыжка	an ankle, a malleolus	grupo	alternativoj	prononco
level	instanco	инстанция, суд, юрисдикция	an instance, a court, a jurisdiction	grupo	alternativoj	prononco
level	digesti	переваривать	to digest	grupo	alternativoj	prononco
level	irano	Иран	Iran	grupo	alternativoj	prononco
level	pluvmantelo	дождевик	a raincoat	grupo	alternativoj	prononco
level	kompensi	компенсировать, загладить вину	to compensate, to make amends for	grupo	alternativoj	prononco
level	traktato	договор, пакет, трактат	a treaty, a packt, a treatise	grupo	alternativoj	prononco
level	akordo	согласие, соглашение, аккорд	an accord, an agreement, a chord	grupo	alternativoj	prononco
level	pluvego	сильный дождь, ливень	a heavy rain, downpour	grupo	alternativoj	prononco
level	uniformo	униформа	a uniform	grupo	alternativoj	prononco
level	venĝi	мстить, мстить	to revenge, to avenge	grupo	alternativoj	prononco
level	ekpluvo	душ, начинается дождь	a shower, starting to rain	grupo	alternativoj	prononco
level	higieno	гигиена	hygiene	grupo	alternativoj	prononco
level	sekci	разрезать, пересекать, рассекать	to cut, to intersect, to dissect	grupo	alternativoj	prononco
level	karno	плоть, мясо	flesh, meat	grupo	alternativoj	prononco
level	pudro	порошок	a powder	grupo	alternativoj	prononco
level	rilato	отношения, отношение	relationship, relation	grupo	alternativoj	prononco
level	fripono	негодяй, негодяй, мошенник, мошенник	a rogue, a rascal, a crook, a swindler	grupo	alternativoj	prononco
level	greko	греческий человек	a Greek person	grupo	alternativoj	prononco
level	ekvatoro	Экватор	Equator	grupo	alternativoj	prononco
level	kruciĝvojo	перекресток	a cross road	grupo	alternativoj	prononco
level	pekli	мариновать, кукурузу (в соли)	to pickle, to corn (in salt)	grupo	alternativoj	prononco
level	proverbo	пословица	a proverb	grupo	alternativoj	prononco
level	neglekti	пренебрегать	to neglect	grupo	alternativoj	prononco
level	kafkruĉo	кофейник	a coffee pot	grupo	alternativoj	prononco
level	ansero	Гусь	a goose	grupo	alternativoj	prononco
level	raŭpo	гусеница	a caterpillar	grupo	alternativoj	prononco
level	buĉi	разделать, зарезать	to butcher, to slaughter	grupo	alternativoj	prononco
level	italia	Италия	italia	grupo	alternativoj	prononco
level	vojponto	автомобильный мост	a road bridge	grupo	alternativoj	prononco
level	Japanio	Япония	Japan	grupo	alternativoj	prononco
level	japana	Японский	Japanese	grupo	alternativoj	prononco
level	pontlingvo	язык-мост	a bridge language	grupo	alternativoj	prononco
level	redukti	уменьшить	to reduce	grupo	alternativoj	prononco
level	cinamo	корица	a cinnamon	grupo	alternativoj	prononco
level	oceano	океан	an ocean	grupo	alternativoj	prononco
level	multipliki	умножить	to multiply	grupo	alternativoj	prononco
level	doto	приданое	a dowry	grupo	alternativoj	prononco
level	paŭzo	пауза, перерыв, антракт	a pause, a break, an intermission	grupo	alternativoj	prononco
level	kaskedo	кепка (с козырьком)	a cap (with visor)	grupo	alternativoj	prononco
level	konversacii	беседовать, разговаривать, вести диалог	to converse, to talk, to dialogue	grupo	alternativoj	prononco
level	kafopaŭzo	кофе-брейк	a coffee break	grupo	alternativoj	prononco
level	konkreta	конкретный	concrete	grupo	alternativoj	prononco
level	eskapi	бежать, бежать	to escape, to flee	grupo	alternativoj	prononco
level	logiko	логика	a logic	grupo	alternativoj	prononco
level	spiti	назло, бросить вызов, противостоять	to spite, to defy, to stand against	grupo	alternativoj	prononco
level	antaŭsento	предвкушение, предчувствие, предчувствие	anticipation, having a feeling, presentiment	grupo	alternativoj	prononco
level	antaŭurbo	пригород	a suburb	grupo	alternativoj	prononco
level	kakto	кактус	a cactus	grupo	alternativoj	prononco
level	satiro	сатира	a satire	grupo	alternativoj	prononco
level	urbodomo	мэрия, ратуша	a city hall, a town hall	grupo	alternativoj	prononco
level	dimensio	размер, размер	a dimension, size	grupo	alternativoj	prononco
level	obstina	упрямый, упрямый	obstinate, stubborn	grupo	alternativoj	prononco
level	motivo	мотив, мотивация	a motive, a motivation	grupo	alternativoj	prononco
level	urbego	большой город	a big city	grupo	alternativoj	prononco
level	bleki	блеять, реветь, мычать, ржать, реветь	to bleat, to bray, to moo, to neigh, to roar	grupo	alternativoj	prononco
level	civila	гражданский, гражданский, невоенный	civil, civilian, non-military	grupo	alternativoj	prononco
level	norvego	норвежский человек	a Norwegian person	grupo	alternativoj	prononco
level	indigni	возмущаться, возмущаться	to be indignant, to resent	grupo	alternativoj	prononco
level	simbolo	символ	a symbol	grupo	alternativoj	prononco
level	genro	пол	a gender	grupo	alternativoj	prononco
level	brando	бренди	a brandy	grupo	alternativoj	prononco
level	longitudo	долгота	longitude	grupo	alternativoj	prononco
level	ĉerko	гроб, гроб	a coffin, a casket	grupo	alternativoj	prononco
level	lernoobjekto	учебный предмет	a lernin subject	grupo	alternativoj	prononco
level	lernohoro	учебный час	a learning hour	grupo	alternativoj	prononco
level	trafiko	трафик	a traffic	grupo	alternativoj	prononco
level	svedo	шведский человек	a Swedish person	grupo	alternativoj	prononco
level	lernoĉambro	класс (=klasĉambro)	a classroom (=klasĉambro)	grupo	alternativoj	prononco
level	lernokotizo	школьный сбор	a school fee	grupo	alternativoj	prononco
level	lesivo	щелок, поташ, отбеливатель	lye, potash, bleach	grupo	alternativoj	prononco
level	akno	прыщ, прыщ	an acne, a pimple	grupo	alternativoj	prononco
level	infero	ад, ад, преисподняя	an inferno, a hell, underworld	grupo	alternativoj	prononco
level	lernosako	рюкзак	a school bag	grupo	alternativoj	prononco
level	substantivo	существительное, существительное	a substantive, a noun	grupo	alternativoj	prononco
level	islando	Исландия	Iceland	grupo	alternativoj	prononco
level	malica	злобный, злонамеренный	malicious, malevolent	grupo	alternativoj	prononco
level	latitudo	широта	latitude	grupo	alternativoj	prononco
level	pado (arbarvojeto)	тропинка (в лесу), дорога (в лесу)	a path (in the wood), a way (in a forest)	grupo	alternativoj	prononco
level	buklo	петля, завиток, колечко, прядь, тресс	a loop, a curl, a ringlet, a lock, a tress	grupo	alternativoj	prononco
level	akupunkturo	иглоукалывание	an acupuncture	grupo	alternativoj	prononco
level	metilernanto	ученик	an apprentice	grupo	alternativoj	prononco
level	sorgo	сорго	a sorghum	grupo	alternativoj	prononco
level	grati	царапать	to scratch	grupo	alternativoj	prononco
level	analizi	Анализировать	to analyse	grupo	alternativoj	prononco
level	gripo	грипп, грипп (=инфлюенко)	a grip, a flu (=influenco)	grupo	alternativoj	prononco
level	paciento	пациент	a patient	grupo	alternativoj	prononco
level	brido	уздечка, повод, упряжь	a bridle, a rein, a restraint	grupo	alternativoj	prononco
level	mirtelo	черника, черника, черника	a bilberry, a huckleberry, a whortleberry	grupo	alternativoj	prononco
level	ambasadoro	посол	an ambassador	grupo	alternativoj	prononco
level	oratori	произнести речь, произнести речь	to deliver an oration, to harangue	grupo	alternativoj	prononco
level	amato	любимый, любимый человек	a beloved, a beloved one	grupo	alternativoj	prononco
level	kombilo	гребень	a comb	grupo	alternativoj	prononco
level	Jugoslavio	Югославия	Yugoslavia	grupo	alternativoj	prononco
level	establi	основать, построить	to establish, to build	grupo	alternativoj	prononco
level	nuba	пасмурно, неясно	cloudy, unclear	grupo	alternativoj	prononco
level	volumo	том (книг)	a volume (of books)	grupo	alternativoj	prononco
level	aŭtomata	автоматический	automatic	grupo	alternativoj	prononco
level	monstro	монстр, урод	a monster, a freak	grupo	alternativoj	prononco
level	spirita	духовный	spiritual	grupo	alternativoj	prononco
level	landlima	сухопутной границы, границы	of a land limit, of a border	grupo	alternativoj	prononco
level	ĉiopova	всемогущий, всемогущий, всемогущий	almighty, all-powered, omnipotent	grupo	alternativoj	prononco
level	kalkanumo	каблук	heel	grupo	alternativoj	prononco
level	sindikato	синдикат, профсоюз, профсоюз	a syndicate, a labor-union, a trade-union	grupo	alternativoj	prononco
level	propraĵo	собственность, владение	a property, a possesion	grupo	alternativoj	prononco
level	landlimo	граница земли, граница	a land limit, a border	grupo	alternativoj	prononco
level	politikisto	политик	a politician	grupo	alternativoj	prononco
level	timo	страх	a fear	grupo	alternativoj	prononco
level	dommastrino	домохозяйка	a housewife	grupo	alternativoj	prononco
level	benzinstacio	заправочная станция	a gas station	grupo	alternativoj	prononco
level	unika	уникальный	unique	grupo	alternativoj	prononco
level	regula	обычный	regular	grupo	alternativoj	prononco
level	subtrahi	вычитать, вычитать	to subtract, to deduct	grupo	alternativoj	prononco
level	premii	награждать, вручать премию	to award, to award a prize	grupo	alternativoj	prononco
level	greka	Греческий	Greek	grupo	alternativoj	prononco
level	mejlo	миля	a mile	grupo	alternativoj	prononco
level	aflikti	огорчать, огорчать	to afflict, to grieve	grupo	alternativoj	prononco
level	raso	раса, раса, порода	race, a race, a breed	grupo	alternativoj	prononco
level	spinaco	шпинат	a spinach	grupo	alternativoj	prononco
level	fromaĝkuko	сырный пирог	a cheese cake	grupo	alternativoj	prononco
level	inventi	изобретать	to invent	grupo	alternativoj	prononco
level	grandioza	грандиозный, величественный, великолепный	grandiose, magnificent, splendid	grupo	alternativoj	prononco
level	laŭdo	похвала, похвала	a praise, a laud	grupo	alternativoj	prononco
level	formulo	формула	a formula	grupo	alternativoj	prononco
level	lubriki	смазывать	to lubricate	grupo	alternativoj	prononco
level	komedio	комедия	a comedy	grupo	alternativoj	prononco
level	stirilo (direktilo)	руль	a steering wheel	grupo	alternativoj	prononco
level	federacio	федерация	a federation	grupo	alternativoj	prononco
level	bruo	шум, шум	noise, a noise	grupo	alternativoj	prononco
level	juste	весьма	fairly	grupo	alternativoj	prononco
level	inundi	затопить, затопить	to flood, to inundate	grupo	alternativoj	prononco
