A.pa content.tsv
Level	Esperanto	pa	en-us	Grupo	Alternativoj	Pronoco
level	ankoraŭ ne aŭdis	ਅਜੇ ਤੱਕ ਨਹੀਂ ਸੁਣਿਆ	didn't hear yet	grupo	alternativoj	prononco
level	mi ankoraŭ ne aŭdis	ਮੈਂ ਅਜੇ ਤੱਕ ਨਹੀਂ ਸੁਣਿਆ	I didn't hear yet	grupo	alternativoj	prononco
level	en tiu momento	ਉਸ ਪਲ ਵਿੱਚ	in that moment	grupo	alternativoj	prononco
level	en tiu momento li ekkriis	ਉਸ ਪਲ ਵਿੱਚ ਉਹ ਰੋ ਪਿਆ	in that moment he cried	grupo	alternativoj	prononco
level	knabo, kiu ne amas	ਇੱਕ ਮੁੰਡਾ, ਜੋ ਪਿਆਰ ਨਹੀਂ ਕਰਦਾ	a boy, who does not love	grupo	alternativoj	prononco
level	geknaboj	ਮੁੰਡੇ ਅਤੇ ਕੁੜੀਆਂ	boys and girls	grupo	alternativoj	prononco
level	aliaj geknaboj	ਹੋਰ ਮੁੰਡੇ ਅਤੇ ਕੁੜੀਆਂ	other boys and girls	grupo	alternativoj	prononco
level	ne amas aliajn geknabojn	ਦੂਜੇ ਮੁੰਡੇ ਕੁੜੀਆਂ ਨੂੰ ਪਿਆਰ ਨਹੀਂ ਕਰਦਾ	does not love other boys and girls	grupo	alternativoj	prononco
level	nek amikojn, nek amikinojn	ਨਾ ਦੋਸਤ ਅਤੇ ਨਾ ਹੀ ਕੁੜੀ ਦੋਸਤ	neither friends nor girl friends	grupo	alternativoj	prononco
level	havas nek monon, nek tempon	ਕੋਲ ਨਾ ਤਾਂ ਪੈਸਾ ਹੈ ਅਤੇ ਨਾ ਹੀ ਸਮਾਂ	does not have neither money nor time	grupo	alternativoj	prononco
level	kiu havis la libron?	ਕਿਤਾਬ ਕਿਸ ਕੋਲ ਸੀ?	who had the book?	grupo	alternativoj	prononco
level	la libron, kiun vi atendis	ਉਹ ਕਿਤਾਬ ਜਿਸਦੀ ਤੁਸੀਂ ਉਡੀਕ ਕੀਤੀ ਸੀ	the book which you waited	grupo	alternativoj	prononco
level	tiun, kiun vi atendis pli ol du jarojn	ਉਹ, ਜਿਸਦੀ ਤੁਸੀਂ 2 ਸਾਲਾਂ ਤੋਂ ਵੱਧ ਉਡੀਕ ਕੀਤੀ ਸੀ	that, which you waited for more than 2 years	grupo	alternativoj	prononco
level	ĉu vi volas tion?	ਕੀ ਤੁਸੀਂ ਇਹ ਚਾਹੁੰਦੇ ਹੋ?	do you want that?	grupo	alternativoj	prononco
level	ĉu vi volas, ke ~ ?	ਕੀ ਤੁਸੀਂ ਇਹ ਚਾਹੁੰਦੇ ਹੋ ~?	do you want that ~ ?	grupo	alternativoj	prononco
level	plej kara	ਸਭ ਤੋਂ ਪਿਆਰਾ	dearest	grupo	alternativoj	prononco
level	plej kara foto	ਸਭ ਤੋਂ ਪਿਆਰੀ ਫੋਟੋ	dearest photo	grupo	alternativoj	prononco
level	mian plej karan foton	ਮੇਰੀ ਸਭ ਤੋਂ ਪਿਆਰੀ ਫੋਟੋ	my dearest photo	grupo	alternativoj	prononco
level	kie vi aĉetis ~ ?	ਤੁਸੀਂ ਕਿੱਥੇ ਖਰੀਦਿਆ ~?	where did you buy ~ ?	grupo	alternativoj	prononco
level	tiu vestaĵo	ਉਹ ਕੱਪੜੇ	that clothing	grupo	alternativoj	prononco
level	tiun vestaĵon	ਉਹ ਕੱਪੜੇ (ਉਦੇਸ਼)	that clothing (objective)	grupo	alternativoj	prononco
level	aĉetis tiun vestaĵon	ਉਸ ਪਹਿਰਾਵੇ ਨੂੰ ਖਰੀਦਿਆ	bought that outfit	grupo	alternativoj	prononco
level	vi iros tien	ਤੁਸੀਂ ਉੱਥੇ ਜਾਓਗੇ	you will go there	grupo	alternativoj	prononco
level	kien vi iros?	ਤੁਸੀਂ ਕਿੱਥੇ ਜਾ ਰਹੇ ਹੋ?	where are you going to?	grupo	alternativoj	prononco
level	suna tago	ਧੁੱਪ ਵਾਲਾ ਦਿਨ	sunny day	grupo	alternativoj	prononco
level	estos suna tago	ਇਹ ਇੱਕ ਧੁੱਪ ਵਾਲਾ ਦਿਨ ਹੋਵੇਗਾ	it will be a sunny day	grupo	alternativoj	prononco
level	se estos suna tago	ਜੇਕਰ ਇਹ ਇੱਕ ਧੁੱਪ ਵਾਲਾ ਦਿਨ ਹੋਵੇਗਾ	if it will be a sunny day	grupo	alternativoj	prononco
level	via frato jam ekiris	ਤੁਹਾਡਾ ਭਰਾ ਪਹਿਲਾਂ ਹੀ ਸ਼ੁਰੂ ਕਰ ਚੁੱਕਾ ਹੈ	your brother has already started	grupo	alternativoj	prononco
level	ĉu via frato jam ekiris?	ਕੀ ਤੁਹਾਡਾ ਭਰਾ ਅਜੇ ਸ਼ੁਰੂ ਹੋਇਆ ਹੈ?	has your brother started yet?	grupo	alternativoj	prononco
level	kie estas la akvo?	ਪਾਣੀ ਕਿੱਥੇ ਹੈ	where is the water	grupo	alternativoj	prononco
level	kunporti la akvon	ਪਾਣੀ ਲਿਆਉਣ ਲਈ	to bring the water	grupo	alternativoj	prononco
level	vi mem kunportis	ਤੁਸੀਂ ਆਪ ਲਿਆਏ	you yourself brought	grupo	alternativoj	prononco
level	la akvon, kion vi mem kunportis	ਪਾਣੀ, ਜੋ ਤੁਸੀਂ ਆਪ ਲਿਆਏ ਸਨ	the water, that you yourself brought	grupo	alternativoj	prononco
level	estis tre trankvila	ਬਹੁਤ ਸ਼ਾਂਤ ਸੀ	was very quiet	grupo	alternativoj	prononco
level	hodiaŭ mia patrino estis ~	ਅੱਜ ਮੇਰੀ ਮਾਂ ~ ਸੀ	today my mother was ~	grupo	alternativoj	prononco
level	mi venis el ~	ਮੈਂ ~ ਤੋਂ ਆਇਆ ਹਾਂ	I came from ~	grupo	alternativoj	prononco
level	el la lernejo	ਸਕੂਲ ਦੇ ਬਾਹਰ	out of the school	grupo	alternativoj	prononco
level	raportis al ~	~ ਨੂੰ ਸੂਚਿਤ ਕੀਤਾ	reported to ~	grupo	alternativoj	prononco
level	kaj raportis al ŝi	ਅਤੇ ਉਸ ਨੂੰ ਰਿਪੋਰਟ ਕੀਤੀ	and reported to her	grupo	alternativoj	prononco
level	raportis, ke ~	ਨੇ ਦੱਸਿਆ ਕਿ ~	reported that ~	grupo	alternativoj	prononco
level	raportis, ke mi ricevos	ਰਿਪੋਰਟ ਕੀਤੀ ਗਈ ਹੈ ਕਿ ਮੈਂ ਪ੍ਰਾਪਤ ਕਰਾਂਗਾ	reported that I will receive	grupo	alternativoj	prononco
level	mi ricevos malbonan noton	ਮੈਨੂੰ ਮਾੜਾ ਗ੍ਰੇਡ ਮਿਲੇਗਾ	I will get a bad grade	grupo	alternativoj	prononco
level	ŝi diris, ke ~	ਉਸਨੇ ਕਿਹਾ ਕਿ ~	she said that ~	grupo	alternativoj	prononco
level	vi devas laborigi ~	ਤੁਹਾਨੂੰ ~ ਕੰਮ ਕਰਨਾ ਪਵੇਗਾ	you have to make ~ work	grupo	alternativoj	prononco
level	pli multe	ਹੋਰ	more	grupo	alternativoj	prononco
level	pli multe laborigi	ਕੰਮ ਨੂੰ ਹੋਰ ਬਣਾਉਣ ਲਈ	to make work more	grupo	alternativoj	prononco
level	laborigi vian kapon	ਆਪਣੇ ਸਿਰ ਨੂੰ ਕੰਮ ਕਰਨ ਲਈ	to make your head work	grupo	alternativoj	prononco
level	kiom da malbonaj notoj	ਕਿੰਨੇ ਮਾੜੇ ਗ੍ਰੇਡ ਹਨ	how many bad grades	grupo	alternativoj	prononco
level	vi havas tiom da malbonaj notoj	ਤੁਹਾਡੇ ਕੋਲ ਬਹੁਤ ਸਾਰੇ ਮਾੜੇ ਗ੍ਰੇਡ ਹਨ	you have so many bad grades	grupo	alternativoj	prononco
level	estis malĝoja	ਉਦਾਸ ਸੀ	was sad	grupo	alternativoj	prononco
level	en vian ĉambron	ਤੁਹਾਡੇ ਕਮਰੇ ਵਿੱਚ	into your room	grupo	alternativoj	prononco
level	iru en vian ĉambron	ਆਪਣੇ ਕਮਰੇ ਵਿੱਚ ਜਾਓ	go into your room	grupo	alternativoj	prononco
level	iru kaj lernu	ਜਾਓ ਅਤੇ ਸਿੱਖੋ	go and learn	grupo	alternativoj	prononco
level	mi sidis	ਮੈਂ ਬੈਠ ਗਿਆ	I sat	grupo	alternativoj	prononco
level	en mia ĉambro	ਮੇਰੇ ਕਮਰੇ ਵਿੱਚ	in my room	grupo	alternativoj	prononco
level	sidis en mia ĉambro	ਮੇਰੇ ਕਮਰੇ ਵਿੱਚ ਬੈਠ ਗਿਆ	sat in my room	grupo	alternativoj	prononco
level	nek lerni nek legi	ਨਾ ਸਿੱਖੋ ਅਤੇ ਨਾ ਹੀ ਪੜ੍ਹੋ	neither learn nor read	grupo	alternativoj	prononco
level	sed mi povis nek lerni nek legi	ਪਰ ਮੈਂ ਨਾ ਤਾਂ ਸਿੱਖ ਸਕਦਾ ਸੀ ਅਤੇ ਨਾ ਹੀ ਪੜ੍ਹ ਸਕਦਾ ਸੀ	but I could neither learn nor read	grupo	alternativoj	prononco
level	miaj pensoj	ਮੇਰੇ ਵਿਚਾਰ	my thoughts	grupo	alternativoj	prononco
level	ĉe ludo	ਇੱਕ ਖੇਡ ਵਿੱਚ	at a game	grupo	alternativoj	prononco
level	ludo kun miaj amikoj	ਮੇਰੇ ਦੋਸਤਾਂ ਨਾਲ ਖੇਡ	game with my friends	grupo	alternativoj	prononco
level	ĉe sporto	ਖੇਡ 'ਤੇ	at sport	grupo	alternativoj	prononco
level	al mi mem	ਆਪਣੇ ਆਪ ਨੂੰ	to myself	grupo	alternativoj	prononco
level	diris al mi mem	ਆਪਣੇ ਆਪ ਨੂੰ ਕਿਹਾ	said to myself	grupo	alternativoj	prononco
level	tiom malsaĝa	ਬਹੁਤ ਮੂਰਖ	so stupid	grupo	alternativoj	prononco
level	ĉu mi estas tiom malsaĝa?	ਕੀ ਮੈਂ ਉਹ ਮੂਰਖ ਹਾਂ?	am I that stupid?	grupo	alternativoj	prononco
level	kvankam mi lernis multe	ਹਾਲਾਂਕਿ ਮੈਂ ਬਹੁਤ ਕੁਝ ਸਿੱਖਿਆ ਹੈ	although I learned a lot	grupo	alternativoj	prononco
level	la patrino eniris	ਮਾਂ ਦਾਖਲ ਹੋਈ	the mother entered	grupo	alternativoj	prononco
level	miaj vortoj	ਮੇਰੇ ਸ਼ਬਦ	my words	grupo	alternativoj	prononco
level	kaj aŭdis miajn vortojn	ਅਤੇ ਮੇਰੇ ਸ਼ਬਦ ਸੁਣੇ	and heard my words	grupo	alternativoj	prononco
level	ŝi tuj respondis	ਉਸਨੇ ਤੁਰੰਤ ਜਵਾਬ ਦਿੱਤਾ	she answered immediately	grupo	alternativoj	prononco
level	ne, mia kara	ਨਹੀਂ, ਮੇਰੇ ਪਿਆਰੇ	no, my dear	grupo	alternativoj	prononco
level	vi ne estas malsaĝa	ਤੁਸੀਂ ਮੂਰਖ ਨਹੀਂ ਹੋ	you are not stupid	grupo	alternativoj	prononco
level	la problemo estas, ke ~	ਸਮੱਸਿਆ ਇਹ ਹੈ ਕਿ ~	the problem is that ~	grupo	alternativoj	prononco
level	ke vi devas lerni	ਕਿ ਤੁਹਾਨੂੰ ਸਿੱਖਣਾ ਚਾਹੀਦਾ ਹੈ	that you must learn	grupo	alternativoj	prononco
level	devas lerni multe pli	ਹੋਰ ਬਹੁਤ ਕੁਝ ਸਿੱਖਣਾ ਚਾਹੀਦਾ ਹੈ	must learn much more	grupo	alternativoj	prononco
level	tiam vi ne havos	ਫਿਰ ਤੁਹਾਡੇ ਕੋਲ ਨਹੀਂ ਹੋਵੇਗਾ	then you will not have	grupo	alternativoj	prononco
level	malbonaj notoj	ਮਾੜੇ ਗ੍ਰੇਡ	bad grades	grupo	alternativoj	prononco
level	havos nur malbonajn notojn	ਸਿਰਫ਼ ਮਾੜੇ ਗ੍ਰੇਡ ਹੋਣਗੇ	will have only bad grades	grupo	alternativoj	prononco
level	ankaŭ nun	ਹੁਣ ਵੀ	also now	grupo	alternativoj	prononco
level	mi ne havas ilin	ਮੇਰੇ ਕੋਲ ਉਹ ਨਹੀਂ ਹਨ	I don't have them	grupo	alternativoj	prononco
level	mi havas bonan noton	ਮੇਰੇ ਕੋਲ ਇੱਕ ਚੰਗਾ ਗ੍ਰੇਡ ਹੈ	I have a good grade	grupo	alternativoj	prononco
level	pri muziko	ਸੰਗੀਤ ਬਾਰੇ	about music	grupo	alternativoj	prononco
level	bonan noton pri muziko	ਸੰਗੀਤ 'ਤੇ ਇੱਕ ਚੰਗਾ ਨੋਟ	a good note on music	grupo	alternativoj	prononco
level	la patrino subite ekridis	ਮਾਂ ਅਚਾਨਕ ਹੱਸ ਪਈ	the mother suddenly burst out laughing	grupo	alternativoj	prononco
level	tio plibeligis ~	ਜੋ ਕਿ ਸੁੰਦਰ ~	that beautified ~	grupo	alternativoj	prononco
level	mian tagon	ਮੇਰਾ ਦਿਨ	my day	grupo	alternativoj	prononco
level	plibeligis mian tagon	ਮੇਰਾ ਦਿਨ ਬਣਾਇਆ	made my day	grupo	alternativoj	prononco
level	sed tamen restis	ਪਰ ਫਿਰ ਵੀ ਰਿਹਾ	but still remained	grupo	alternativoj	prononco
level	sed la problemo tamen restis	ਪਰ ਸਮੱਸਿਆ ਅਜੇ ਵੀ ਬਣੀ ਹੋਈ ਹੈ	but the problem still remained	grupo	alternativoj	prononco
level	kilogramo da ~	ਇੱਕ ਕਿਲੋਗ੍ਰਾਮ ~	a kilogram of ~	grupo	alternativoj	prononco
level	kilogramo da sukero	ਇੱਕ ਕਿਲੋਗ੍ਰਾਮ ਖੰਡ	a kilogram of sugar	grupo	alternativoj	prononco
level	glaso da ~	~ ਦਾ ਇੱਕ ਗਲਾਸ	a glass of ~	grupo	alternativoj	prononco
level	glaso da akvo	ਪਾਣੀ ਦਾ ਇੱਕ ਗਲਾਸ	a glass of water	grupo	alternativoj	prononco
level	multe da ~	ਬਹੁਤ ਸਾਰਾ ~	a lot of ~	grupo	alternativoj	prononco
level	multe da ideoj	ਬਹੁਤ ਸਾਰੇ ਵਿਚਾਰ	lots of ideas	grupo	alternativoj	prononco
level	deteni sin	ਵਾਪਸ ਰੱਖਣ ਲਈ	to hold back	grupo	alternativoj	prononco
level	ordigis ĉion	ਹਰ ਚੀਜ਼ ਨੂੰ ਕ੍ਰਮਬੱਧ ਕੀਤਾ	sorted everything out	grupo	alternativoj	prononco
level	transdonis al li	ਨੂੰ ਸੌਂਪ ਦਿੱਤਾ	handed over to him	grupo	alternativoj	prononco
level	mi petas	ਮੈਂ ਪੁੱਛ ਰਿਹਾ ਹਾਂ	I'm asking	grupo	alternativoj	prononco
level	glason da kafo	ਕੌਫੀ ਦਾ ਇੱਕ ਗਲਾਸ	a glass of coffee	grupo	alternativoj	prononco
level	kaj iom da akvo	ਅਤੇ ਕੁਝ ਪਾਣੀ	and some water	grupo	alternativoj	prononco
level	mi petas glason da kafo	ਮੈਨੂੰ ਕੌਫੀ ਦਾ ਇੱਕ ਗਲਾਸ ਚਾਹੀਦਾ ਹੈ	I would like a glass of coffee	grupo	alternativoj	prononco
level	mi petas tason da teo	ਮੈਂ ਇੱਕ ਕੱਪ ਚਾਹ ਪੀਣਾ ਚਾਹਾਂਗਾ	I would like a cup of tea	grupo	alternativoj	prononco
level	doloris lin	ਉਸ ਨੂੰ ਦੁੱਖ	hurt him	grupo	alternativoj	prononco
level	la kapo doloris lin	ਉਸਦੇ ਸਿਰ ਵਿੱਚ ਸੱਟ ਲੱਗੀ	his head hurt	grupo	alternativoj	prononco
level	li malsaniĝis	ਉਹ ਬੀਮਾਰ ਹੋ ਗਿਆ	he fell ill	grupo	alternativoj	prononco
level	ŝatas esti bela	ਸੁੰਦਰ ਹੋਣਾ ਪਸੰਦ ਕਰਦਾ ਹੈ	likes to be beautiful	grupo	alternativoj	prononco
level	ŝi beligis sian vizaĝon	ਉਸਨੇ ਆਪਣੇ ਚਿਹਰੇ ਨੂੰ ਸੁੰਦਰ ਬਣਾਇਆ	she beautified her face	grupo	alternativoj	prononco
level	la knabo ŝatas esti bela	ਮੁੰਡਾ ਸੋਹਣਾ ਬਣਨਾ ਪਸੰਦ ਕਰਦਾ ਹੈ	the boy likes to be pretty	grupo	alternativoj	prononco
level	pro tio ŝi beligis ĝin	ਇਸ ਲਈ ਉਸਨੇ ਇਸਨੂੰ ਸੁੰਦਰ ਬਣਾਇਆ	therefore she beautified it	grupo	alternativoj	prononco
level	post la tagmanĝo	ਲੰਚ ਦੇ ਬਾਅਦ	after lunch	grupo	alternativoj	prononco
level	purigi la kuirejon	ਰਸੋਈ ਨੂੰ ਸਾਫ਼ ਕਰਨ ਲਈ	to clean the kitchen	grupo	alternativoj	prononco
level	kiu purigos la kuirejon?	ਰਸੋਈ ਦੀ ਸਫਾਈ ਕੌਣ ਕਰੇਗਾ?	who will clean the kitchen?	grupo	alternativoj	prononco
level	volas trinki	ਪੀਣਾ ਚਾਹੁੰਦਾ ਹੈ	wants to drink	grupo	alternativoj	prononco
level	kion vi volas trinki?	ਤੁਸੀਂ ਕੀ ਪੀਣਾ ਚਾਹੁੰਦੇ ਹੋ	what do you want to drink	grupo	alternativoj	prononco
level	trinki teon	ਚਾਹ ਪੀਣ ਲਈ	to drink tea	grupo	alternativoj	prononco
level	iom da akvo	ਥੋੜਾ ਜਿਹਾ ਪਾਣੀ	a little of water	grupo	alternativoj	prononco
level	ĉu vi volas nenion?	ਕੀ ਤੁਹਾਨੂੰ ਕੁਝ ਨਹੀਂ ਚਾਹੀਦਾ?	do you want nothing?	grupo	alternativoj	prononco
level	tiel subite	ਇਸ ਲਈ ਅਚਾਨਕ	so suddenly	grupo	alternativoj	prononco
level	kial vi decidis ~ ?	ਤੁਸੀਂ ਫੈਸਲਾ ਕਿਉਂ ਕੀਤਾ ~?	why did you decide ~ ?	grupo	alternativoj	prononco
level	kial vi tiel subite decidis ~ ?	ਤੁਸੀਂ ਅਚਾਨਕ ਇਹ ਫੈਸਲਾ ਕਿਉਂ ਕੀਤਾ?	why did you decide ~ so suddenly?	grupo	alternativoj	prononco
level	via ĉambro	ਤੁਹਾਡਾ ਕਮਰਾ	your room	grupo	alternativoj	prononco
level	via ĉambreto	ਤੁਹਾਡਾ ਛੋਟਾ ਕਮਰਾ	your little room	grupo	alternativoj	prononco
level	vian ĉambreton	ਤੁਹਾਡੇ ਛੋਟੇ ਕਮਰੇ ਵਿੱਚ	to your little room	grupo	alternativoj	prononco
level	renovigi vian ĉambreton	ਆਪਣੇ ਛੋਟੇ ਕਮਰੇ ਦਾ ਨਵੀਨੀਕਰਨ ਕਰਨ ਲਈ	to renovate your little room	grupo	alternativoj	prononco
level	decidis renovigi vian ĉambreton	ਆਪਣੇ ਛੋਟੇ ਕਮਰੇ ਦਾ ਨਵੀਨੀਕਰਨ ਕਰਨ ਦਾ ਫੈਸਲਾ ਕੀਤਾ	decided to renovate your little room	grupo	alternativoj	prononco
level	al kiu	ਕਿਸਦੇ ਲਈ	to whom	grupo	alternativoj	prononco
level	vi donis ~	ਤੁਸੀਂ ਦਿੱਤਾ ~	you gave ~	grupo	alternativoj	prononco
level	al kiu vi donis ~ ?	ਤੁਸੀਂ ਕਿਸ ਨੂੰ ਦਿੱਤਾ ~ ?	to whom did you give ~ ?	grupo	alternativoj	prononco
level	puraj glasoj	ਸਾਫ਼ ਗਲਾਸ	clean glasses	grupo	alternativoj	prononco
level	vi donis la purajn glasojn	ਤੁਸੀਂ ਸਾਫ਼ ਐਨਕਾਂ ਦਿੱਤੀਆਂ ਹਨ	you gave the clean glasses	grupo	alternativoj	prononco
level	la puraj glasoj por la vino	ਵਾਈਨ ਲਈ ਸਾਫ਼ ਗਲਾਸ	the clean glasses for the wine	grupo	alternativoj	prononco
level	kontraŭ kiu	ਜਿਸਦੇ ਖਿਲਾਫ	against whom	grupo	alternativoj	prononco
level	via sportklubo	ਤੁਹਾਡਾ ਖੇਡ ਕਲੱਬ	your sports club	grupo	alternativoj	prononco
level	ludas kontraŭ ~	~ ਦੇ ਖਿਲਾਫ ਖੇਡਦਾ ਹੈ	plays against ~	grupo	alternativoj	prononco
level	antaŭ du semajnoj	ਦੋ ਹਫ਼ਤੇ ਪਹਿਲਾਂ	two weeks ago	grupo	alternativoj	prononco
level	kontraŭ kiu via sportklubo ludis?	ਤੁਹਾਡਾ ਸਪੋਰਟਸ ਕਲੱਬ ਕਿਸ ਦੇ ਖਿਲਾਫ ਖੇਡਿਆ?	who did your sports club play against?	grupo	alternativoj	prononco
level	ĉu vi vidas ~ ?	ਕੀ ਤੁਸੀਂ ਦੇਖਦੇ ਹੋ ~?	do you see ~ ?	grupo	alternativoj	prononco
level	ĉu vi ofte vidas ~ ?	ਕੀ ਤੁਸੀਂ ਅਕਸਰ ਦੇਖਦੇ ਹੋ ~?	do you often see ~ ?	grupo	alternativoj	prononco
level	ofte vidas la policiston	ਅਕਸਰ ਪੁਲਿਸ ਵਾਲੇ ਨੂੰ ਦੇਖੋ	often see the policeman	grupo	alternativoj	prononco
level	tiu, kiu loĝas en ~	ਉਹ ਜੋ ~ ਵਿੱਚ ਰਹਿੰਦਾ ਹੈ	the one who lives in ~	grupo	alternativoj	prononco
level	loĝas en la loĝejo	ਨਿਵਾਸ ਸਥਾਨ ਵਿੱਚ ਰਹਿੰਦਾ ਹੈ	lives in the lodging place	grupo	alternativoj	prononco
level	la loĝejo super vi	ਤੁਹਾਡੇ ਉੱਪਰ ਨਿਵਾਸ ਸਥਾਨ	the dwelling place above you	grupo	alternativoj	prononco
level	vidas la policiston, kiu loĝas en ~	ਪੁਲਿਸ ਅਫਸਰ ਨੂੰ ਦੇਖਦਾ ਹੈ ਜੋ ~ ਵਿੱਚ ਰਹਿੰਦਾ ਹੈ	sees the police officer who lives in ~	grupo	alternativoj	prononco
level	plano pri veturado	ਡਰਾਈਵਿੰਗ ਯੋਜਨਾ	driving plan	grupo	alternativoj	prononco
level	volis vojaĝi	ਯਾਤਰਾ ਕਰਨਾ ਚਾਹੁੰਦਾ ਸੀ	wanted to travel	grupo	alternativoj	prononco
level	vojaĝi al alia lando	ਕਿਸੇ ਹੋਰ ਦੇਸ਼ ਦੀ ਯਾਤਰਾ ਕਰਨ ਲਈ	to travel to another country	grupo	alternativoj	prononco
level	en libertempo	ਖਾਲੀ ਸਮੇਂ ਵਿੱਚ	in free time	grupo	alternativoj	prononco
level	ili decidis iri	ਉਨ੍ਹਾਂ ਨੇ ਜਾਣ ਦਾ ਫੈਸਲਾ ਕੀਤਾ	they decided to go	grupo	alternativoj	prononco
level	decidis iri al Italio	ਇਟਲੀ ਜਾਣ ਦਾ ਫੈਸਲਾ ਕੀਤਾ	decided to go to Italy	grupo	alternativoj	prononco
level	malnovaj urboj	ਪੁਰਾਣੇ ਸ਼ਹਿਰ	old cities	grupo	alternativoj	prononco
level	lando kun malnovaj urboj	ਪੁਰਾਣੇ ਸ਼ਹਿਰਾਂ ਵਾਲਾ ਦੇਸ਼	a country with old cities	grupo	alternativoj	prononco
level	aliaj belaĵoj	ਹੋਰ ਸੁੰਦਰਤਾ	other beauties	grupo	alternativoj	prononco
level	kaj aliaj belaĵoj	ਅਤੇ ਹੋਰ ਸੁੰਦਰਤਾ	and other beauties	grupo	alternativoj	prononco
level	bela lando kun malnovaj urboj kaj aliaj belaĵoj	ਪੁਰਾਣੇ ਸ਼ਹਿਰਾਂ ਅਤੇ ਹੋਰ ਸੁੰਦਰਤਾਵਾਂ ਵਾਲਾ ਇੱਕ ਸੁੰਦਰ ਦੇਸ਼	a beautiful country with old cities and other beauties	grupo	alternativoj	prononco
level	ili estis feliĉaj	ਉਹ ਖੁਸ਼ ਸਨ	they were happy	grupo	alternativoj	prononco
level	kie estas ~ ?	ਕਿੱਥੇ ਹੈ ~?	where is ~ ?	grupo	alternativoj	prononco
level	kie estas mia vestaĵo?	ਮੇਰੇ ਕੱਪੜੇ ਕਿੱਥੇ ਹਨ	where are my clothes	grupo	alternativoj	prononco
level	ŝi demandis ~	ਉਸਨੇ ਪੁੱਛਿਆ ~	she asked ~	grupo	alternativoj	prononco
level	ni ne forgesu kunporti ~	ਆਓ ~ ਲਿਆਉਣਾ ਨਾ ਭੁੱਲੀਏ	let's not forget to bring ~	grupo	alternativoj	prononco
level	kunporti la libron	ਕਿਤਾਬ ਆਪਣੇ ਨਾਲ ਲੈ ਜਾਣ ਲਈ	to take the book with you	grupo	alternativoj	prononco
level	libro por lerni Esperanton	ਐਸਪੇਰਾਂਤੋ ਸਿੱਖਣ ਲਈ ਇੱਕ ਕਿਤਾਬ	a book to learn Esperanto	grupo	alternativoj	prononco
level	kunporti libron por lerni	ਸਿੱਖਣ ਲਈ ਇੱਕ ਕਿਤਾਬ ਚੁੱਕਣ ਲਈ	to carry a book to learn	grupo	alternativoj	prononco
level	ni povas komenci ~	ਅਸੀਂ ~ ਸ਼ੁਰੂ ਕਰ ਸਕਦੇ ਹਾਂ	we can start ~	grupo	alternativoj	prononco
level	en la vagonaro	ਰੇਲਗੱਡੀ ਵਿੱਚ	in the train	grupo	alternativoj	prononco
level	jam en la vagonaro	ਪਹਿਲਾਂ ਹੀ ਟ੍ਰੇਨ ਵਿੱਚ	already in the train	grupo	alternativoj	prononco
level	ni nenion faros	ਅਸੀਂ ਕੁਝ ਨਹੀਂ ਕਰਾਂਗੇ	we won't do anything	grupo	alternativoj	prononco
level	per aŭto	ਗੱਡੀ ਰਾਹੀ	by car	grupo	alternativoj	prononco
level	ni veturos per ~	ਅਸੀਂ ~ ਦੁਆਰਾ ਗੱਡੀ ਚਲਾਵਾਂਗੇ	we will drive by ~	grupo	alternativoj	prononco
level	veturos per aŭto	ਕਾਰ ਚਲਾਏਗਾ	will drive a car	grupo	alternativoj	prononco
level	mi havas sekreton	ਮੇਰੇ ਕੋਲ ਇੱਕ ਰਾਜ਼ ਹੈ	I have a secret	grupo	alternativoj	prononco
level	mia riĉa onklo	ਮੇਰੇ ਅਮੀਰ ਚਾਚਾ	my rich uncle	grupo	alternativoj	prononco
level	mia deziro	ਮੇਰੀ ਇੱਛਾ	my wish	grupo	alternativoj	prononco
level	plenumis mian deziron	ਮੇਰੀ ਇੱਛਾ ਪੂਰੀ ਕੀਤੀ	fulfilled my wish	grupo	alternativoj	prononco
level	donis al ni	ਸਾਨੂੰ ਦਿੱਤਾ	gave us	grupo	alternativoj	prononco
level	sian aŭton	ਉਸਦੀ ਕਾਰ	his car	grupo	alternativoj	prononco
level	kaj donis al ni sian aŭton	ਅਤੇ ਸਾਨੂੰ ਆਪਣੀ ਕਾਰ ਦਿੱਤੀ	and gave us his car	grupo	alternativoj	prononco
level	por uzo	ਵਰਤਣ ਲਈ	for use	grupo	alternativoj	prononco
level	ĝi staras antaŭ ~	ਇਹ ~ ਅੱਗੇ ਖੜ੍ਹਾ ਹੈ	it stands before ~	grupo	alternativoj	prononco
level	staras antaŭ la domo	ਘਰ ਦੇ ਸਾਹਮਣੇ ਖੜ੍ਹਾ ਹੈ	stands in front of the house	grupo	alternativoj	prononco
level	mi devas diri ~	ਮੈਨੂੰ ਕਹਿਣਾ ਹੈ ~	I have to say ~	grupo	alternativoj	prononco
level	nenion diru	ਕੁਝ ਨਾ ਕਹੋ	don't say anything	grupo	alternativoj	prononco
level	ni eksidu	ਆਓ ਬੈਠੀਏ	let's sit down	grupo	alternativoj	prononco
level	eksidu en la aŭton	ਕਾਰ ਵਿੱਚ ਪ੍ਰਾਪਤ ਕਰੋ	get in the car	grupo	alternativoj	prononco
