B.de content.tsv
Level	Esperanto	de	en-us	Grupo	Alternativoj	Pronoco
level	evidente jes	natürlich ja	obviously yes	grupo	alternativoj	prononco
level	ho, kompatinda Kaĉjo!	Oh, arme Katty!	oh, poor Katty!	grupo	alternativoj	prononco
level	pri kiu vi parolas?	Über wen redest du?	who are you talking about?	grupo	alternativoj	prononco
level	pri vi	über dich	about you	grupo	alternativoj	prononco
level	karesi, karesa nomo, karesnomo	streicheln, streichelnder Name, Spitzname	to caress, caressing name, nickname	grupo	alternativoj	prononco
level	per -ĉjo aŭ -njo eblas krei karesnomojn en Esperanto	Mit -ĉjo oder -njo ist es möglich, Spitznamen auf Esperanto zu erstellen	with -ĉjo or -njo, it is possible to create nicknames in Esperanto	grupo	alternativoj	prononco
level	ha, jes, mi iam legis pri tio	Ach ja, ich habe einmal davon gelesen	ah, yes, I once read about it	grupo	alternativoj	prononco
level	kaj vi do estus Injo?	und dann wärst du Injo?	and then you would be Injo?	grupo	alternativoj	prononco
level	se vi volas iri tien	Wenn du willst, geh dorthin	if you want go there	grupo	alternativoj	prononco
level	kioma horo estas nun?	Wie viel Uhr ist es jetzt?	what time is it now?	grupo	alternativoj	prononco
level	jam estas kvin minutoj antaŭ la deka	Es ist schon fünf Minuten vor zehn	it's already five minutes to ten	grupo	alternativoj	prononco
level	kvin minutoj antaŭ la deka, aŭ naŭa kvindek kvin	fünf Minuten vor zehn oder neun Uhr fünfundfünfzig	five minutes before ten, or nine fifty-five	grupo	alternativoj	prononco
level	trafis aŭ maltrafis?	Treffer oder Fehlschlag?	hit or missed?	grupo	alternativoj	prononco
level	vi maltrafis la matenmanĝon	Du hast das Frühstück verpasst	you missed breakfast	grupo	alternativoj	prononco
level	o, fek!	Oh Scheiße!	oh, shit!	grupo	alternativoj	prononco
level	ĉu vi estas sata?	Sind Sie zufrieden ?	are you satisfied ?	grupo	alternativoj	prononco
level	kaj mi kiu estas ege malsata	und ich, der extrem hungrig ist	and I who am extremely hungry	grupo	alternativoj	prononco
level	se vi hastos	wenn du dich beeilst	if you hurry	grupo	alternativoj	prononco
level	povas almenaŭ trafi la malfermon	kann zumindest die Öffnung treffen	can at least hit the opening	grupo	alternativoj	prononco
level	la malfermo de la kongreso	die Eröffnung des Kongresses	the opening of the congress	grupo	alternativoj	prononco
level	vi povas almenaŭ trafi la malfermon de la kongreso	Sie können zumindest zur Eröffnung des Kongresses kommen	you can at least hit the opening of the convention	grupo	alternativoj	prononco
level	kiam ĝi estos?	wann wird es sein?	when will it be?	grupo	alternativoj	prononco
level	je kvarono post la deka	um Viertel nach zehn	at a quarter past ten	grupo	alternativoj	prononco
level	ĝi daŭros horon	es wird eine Stunde dauern	it will last an hour	grupo	alternativoj	prononco
level	kaj je la dek dua eblos manĝi	und um zwölf wird es möglich sein zu essen	and at twelve it will be possible to eat	grupo	alternativoj	prononco
level	bele mi antaŭĝojas	wunderschön, ich freue mich darauf	beautifully I'm looking forward to it	grupo	alternativoj	prononco
level	diru, kio okazas dum la malfermo?	Sag mir, was passiert während der Eröffnung?	tell me, what happens during the opening?	grupo	alternativoj	prononco
level	ĉu ĝi estas vizitinda entute?	Lohnt sich der Besuch überhaupt?	is it worth visiting at all?	grupo	alternativoj	prononco
level	laŭ mi jes	meiner Meinung nach ja	in my opinion yes	grupo	alternativoj	prononco
level	kutime ĝi ne estas tre vigla	Normalerweise ist es nicht sehr lebhaft	usually it is not very lively	grupo	alternativoj	prononco
level	sed por vi, kiel "novulo"	aber für dich als „Neuling“	but for you as a 'rookie'	grupo	alternativoj	prononco
level	povus esti interese ĉeesti ĝin	Es könnte interessant sein, daran teilzunehmen	it might be interesting to attend it	grupo	alternativoj	prononco
level	mi supozas ke ~	Ich vermute, dass ~	I guess that ~	grupo	alternativoj	prononco
level	la prezidanto de TEJO diros kelkajn vortojn	Der Präsident von TEJO wird ein paar Worte sagen	the president of TEJO will say a few words	grupo	alternativoj	prononco
level	la temon de la kongreso	das Thema des Kongresses	the theme of the congress	grupo	alternativoj	prononco
level	ŝajnas, verŝajne	es scheint wahrscheinlich	it seems, probably	grupo	alternativoj	prononco
level	iu de LKK verŝajne prezentos la temon de la kongreso	Wahrscheinlich wird jemand vom LKK das Thema des Kongresses vorstellen	someone from LKK will probably present the topic of the congress	grupo	alternativoj	prononco
level	ĉiu IJK havas sian temon	Jedes IJK hat sein Thema	each IJK has its theme	grupo	alternativoj	prononco
level	mi esperas ke estos iom da muziko ankaŭ	Ich hoffe, dass es auch etwas Musik geben wird	I hope there will be some music as well	grupo	alternativoj	prononco
level	bone, kie ĝi okazos?	Naja, wo wird es stattfinden?	well, where will it take place?	grupo	alternativoj	prononco
level	en la granda prelegejo	im großen Hörsaal	in the great lecture hall	grupo	alternativoj	prononco
level	kiel trovi tiun?	Wie finde ich das?	how to find that?	grupo	alternativoj	prononco
level	kiam vi eliras tiun ĉi ejon	wenn du diesen Ort verlässt	when you leave this place	grupo	alternativoj	prononco
level	iru dekstren ĝis la fino de la konstruaĵo	Gehen Sie bis zum Ende des Gebäudes	go right to the end of the building	grupo	alternativoj	prononco
level	dum eble 100 metroj	für vielleicht 100 Meter	for maybe 100 meters	grupo	alternativoj	prononco
level	dekstren denove, rekten dum eble 100 metroj	Wieder rechts, vielleicht 100 Meter geradeaus	right again, straight for maybe 100 meters	grupo	alternativoj	prononco
level	kaj estas flava domo	und da ist ein gelbes Haus	and there is a yellow house	grupo	alternativoj	prononco
level	je la maldekstra flanko de la vojo	auf der linken Straßenseite	on the left side of the road	grupo	alternativoj	prononco
level	ŝildoj pri ĉiuj ejoj de IJK	Schilder an allen IJK-Standorten	signs about all IJK sites	grupo	alternativoj	prononco
level	en ĝi, vi trovos ŝildojn pri ĉiuj ejoj de IJK	Darin finden Sie Schilder zu allen IJK-Standorten	in it, you will find signs about all IJK sites	grupo	alternativoj	prononco
level	mi sendos mesaĝon per poŝtelefono	Ich werde eine Nachricht per Mobiltelefon senden	I will send a message by mobile phone	grupo	alternativoj	prononco
level	se mi ne trovos	wenn ich es nicht finde	if I don't find it	grupo	alternativoj	prononco
level	ha, bona ideo, ĝis tie!	Oh, gute Idee, wir sehen uns dort oben!	oh, good idea, see you up there!	grupo	alternativoj	prononco
level	en la prelegejo	im Hörsaal	in the lecture hall	grupo	alternativoj	prononco
level	gardanĝeloj? ĉu vi ŝercas?	Schutzengel? machst du Witze?	guardian angels? are you kidding?	grupo	alternativoj	prononco
level	prezidanto de TEJO	Präsident von TEJO	president of TEJO	grupo	alternativoj	prononco
level	fine mi deziras al vi ĉiuj amuzan semajnon	Abschließend wünsche ich euch allen eine schöne Woche	finally I wish you all a fun week	grupo	alternativoj	prononco
level	laŭ la lastaj informoj	nach neuesten Informationen	according to the latest information	grupo	alternativoj	prononco
level	ni estas 423 ĉi tie de 38 landoj	Wir sind hier 423 aus 38 Ländern	we are 423 here from 38 countries	grupo	alternativoj	prononco
level	mi deziras fruktodonan kaj amuzegan IJK-semajnon	Ich wünsche Ihnen eine fruchtbare und unterhaltsame IJK-Woche	I wish you a fruitful and great fun IJK week	grupo	alternativoj	prononco
level	koran bonvenon nome de la TEJO-estraro	ein herzliches Willkommen im Namen des TEJO-Vorstands	a warm welcome, on behalf of the TEJO board	grupo	alternativoj	prononco
level	post granda aplaŭdo	nach großem Applaus	after a big round of applause	grupo	alternativoj	prononco
level	ĉu vi sukcesis resti veka?	Hast du es geschafft, wach zu bleiben?	did you manage to stay awake?	grupo	alternativoj	prononco
level	jes, ĉefe pro mia malsato	Ja, hauptsächlich wegen meines Hungers	yes, mainly because of my hunger	grupo	alternativoj	prononco
level	ne, mi ŝercas, estis interese aŭdi	Nein ich mache nur Witze. es war interessant zu hören	no, I'm kidding. it was interesting to hear	grupo	alternativoj	prononco
level	estis interese aŭdi iom pri la agado	Es war interessant, etwas über die Aktivität zu erfahren	was interesting to hear a little about the activity	grupo	alternativoj	prononco
level	aŭdi pri la agado kaj strukturo de la movado	um etwas über die Aktivität und Struktur der Bewegung zu erfahren	to hear about the activity and structure of the movement	grupo	alternativoj	prononco
level	TEJO-kunsido interesos vin	Eine TEJO-Sitzung wird Sie interessieren	a TEJO session will interest you	grupo	alternativoj	prononco
level	eble iu el la TEJO-kunsidoj povas interesi vin	Vielleicht sind einige der TEJO-Sitzungen für Sie interessant	maybe some of the TEJO sessions may be interesting to you	grupo	alternativoj	prononco
level	jes eble	ja vielleicht	yes maybe	grupo	alternativoj	prononco
level	mi provos	Ich werde versuchen	I will try	grupo	alternativoj	prononco
level	provos ĉeesti	werde versuchen teilzunehmen	will try to attend	grupo	alternativoj	prononco
level	mi provos ĉeesti	Ich werde versuchen teilzunehmen	I will try to attend	grupo	alternativoj	prononco
level	ĉeesti unu	an einem teilnehmen	to attend one	grupo	alternativoj	prononco
level	ĉeesti por vidi	Besuchen Sie uns, um zu sehen	attend to see	grupo	alternativoj	prononco
level	iun tagon	eines Tages (irgendwann)	one day (someday)	grupo	alternativoj	prononco
level	mi provos iun tagon	Ich werde es eines Tages versuchen	I will try one day	grupo	alternativoj	prononco
level	iun tagon ĉeesti	einen Tag zur Teilnahme	one day to attend	grupo	alternativoj	prononco
level	ĉeesti iun tagon por vidi	Kommen Sie eines Tages vorbei, um es zu sehen	attend someday to see	grupo	alternativoj	prononco
level	mi provos iun tagon ĉeesti unu por vidi	Ich werde eines Tages versuchen, an einem teilzunehmen, um es zu sehen	I will try one day to attend one to see	grupo	alternativoj	prononco
level	kio estas tio?	Was ist das?	what is that?	grupo	alternativoj	prononco
level	kio estas tio pri ~	worum geht es ~	what is that about ~	grupo	alternativoj	prononco
level	gard-anĝelo	ein Schutzengel	a guard angel	grupo	alternativoj	prononco
level	tio pri "gardanĝelo"	das mit „Schutzengel“	that about "guard angel"	grupo	alternativoj	prononco
level	sed kio estas	aber was ist	but what is	grupo	alternativoj	prononco
level	sed kio estas tio pri "gardanĝelo"?	aber was hat es mit einem „Schutzengel“ auf sich?	but what is that about a "guardian angel"?	grupo	alternativoj	prononco
level	ĉu ŝerco?	ein Witz?	a joke?	grupo	alternativoj	prononco
level	ĉu malbona ŝerco?	ein schlechter Witz?	a bad joke?	grupo	alternativoj	prononco
level	malbona ŝerco	schlechter Witz	bad joke	grupo	alternativoj	prononco
level	iu ŝerco	irgendein Witz	some joke	grupo	alternativoj	prononco
level	iu malbona ŝerco	irgendein schlechter Witz	some bad joke	grupo	alternativoj	prononco
level	ĉu iu malbona ŝerco?	(Ist das) ein schlechter Witz?	(is that) some bad joke?	grupo	alternativoj	prononco
level	mi ŝercas	ich mach nur Spaß	I'm joking	grupo	alternativoj	prononco
level	ne, mi ŝercas	Nein ich mache nur Witze	no, I'm kidding	grupo	alternativoj	prononco
level	estis interese aŭdi	es war interessant zu hören	it was interesting to hear	grupo	alternativoj	prononco
level	kiel kontakti ~	So erreichen Sie ~	how to contact ~	grupo	alternativoj	prononco
level	kaj kiel kontakti tiujn anĝelojn?	und wie kann man diese Engel kontaktieren?	and how to contact those angels?	grupo	alternativoj	prononco
level	per iu IJK-preĝo eble	vielleicht mit etwas IJK-Gebet	with some IJK prayer maybe	grupo	alternativoj	prononco
level	provu! se ne funkcias vi povas iri al ~	Versuch es! Wenn es nicht funktioniert, können Sie zu ~ gehen	try it! if it doesn't work you can go to ~	grupo	alternativoj	prononco
level	vi povas iri al la ĉambro "La ĉielo" post la tagmanĝo	Nach dem Mittagessen können Sie in den Raum „Der Himmel“ gehen	you can go to the room "The sky" after lunch	grupo	alternativoj	prononco
level	bonege, unue manĝo, poste ĉielen	großartig, erst das Essen, dann der Himmel	great, first food, then heaven	grupo	alternativoj	prononco
level	unue manĝo, poste ĉielen al la anĝelinoj	Zuerst Essen, dann in den Himmel zu den Engeln	first food, then in the sky to the angels	grupo	alternativoj	prononco
level	maltro da manĝo	#REF!	#REF!	grupo	alternativoj	prononco
level	post iom maltro da manĝo	nach etwas weniger Essen	after a little less food	grupo	alternativoj	prononco
level	Kabe iras al la ĉambro "La ĉielo"	Kabe geht in den Raum „The Sky“	Kabe goes to the room "the sky"	grupo	alternativoj	prononco
level	saluton. ĉu estas via unua IJK?	Hallo, ist es dein erster IJK?	hello, is it your first IJK?	grupo	alternativoj	prononco
level	bone. mi tre ĝojas. mi estas Jesi	OK. Ich bin sehr froh. Ich bin Jesi	ok. I am very glad. I'm Jesi	grupo	alternativoj	prononco
level	kaj tiu ĉi estas jam mia sesa IJK	und das ist bereits mein sechster IJK	and this is already my sixth IJK	grupo	alternativoj	prononco
level	jen estas papero kun kelkaj demandoj	Hier ist ein Papier mit einigen Fragen	here is a paper with some questions	grupo	alternativoj	prononco
level	papero kun demandoj kaj taskoj	Papier mit Fragen und Aufgaben	paper with questions and tasks	grupo	alternativoj	prononco
level	kelkaj demandoj kaj taskoj rilate al la kongreso	einige Fragen und Aufgaben rund um den Kongress	some questions and tasks related to the congress	grupo	alternativoj	prononco
level	vi provu solvi ilin	Sie versuchen, sie zu lösen	you try to solve them	grupo	alternativoj	prononco
level	mi proponas ke vi provu solvi ilin	Ich schlage vor, dass Sie versuchen, sie zu lösen	I suggest you try to solve them	grupo	alternativoj	prononco
level	kun Ana de Pollando, Boris de Germanio kaj Nacuko de Japanio	mit Ana aus Polen, Boris aus Deutschland und Natsuko aus Japan	with Ana from Poland, Boris from Germany and Natsuko from Japan	grupo	alternativoj	prononco
level	nur voku min se vi bezonos helpon	Rufen Sie mich einfach an, wenn Sie Hilfe benötigen	just call me if you need help	grupo	alternativoj	prononco
level	poste en la libroservo	später im Buchservice	later in the book service	grupo	alternativoj	prononco
level	kiel do estis en la ĉielo?	Wie war es also im Himmel?	so how was it in heaven?	grupo	alternativoj	prononco
level	mi fakte renkontis veran anĝelinon!	Ich habe tatsächlich einen echten Engel getroffen!	I actually met a real angel!	grupo	alternativoj	prononco
level	ĉielece, mi pensas ke mi fakte renkontis veran anĝelinon!	himmlisch, ich glaube, ich habe tatsächlich einen echten Engel getroffen!	heavenly, I think I actually met a real angel!	grupo	alternativoj	prononco
level	mirinde bela kaj afabla ŝi estis	Sie war unglaublich schön und freundlich	she was amazingly beautiful and kind	grupo	alternativoj	prononco
level	ho, Dio mia! kaj kio estas ŝia nomo?	Ach du lieber Gott! und wie heißt sie?	oh my god! and what is her name?	grupo	alternativoj	prononco
level	aj, mi jam forgesis!	oh, das habe ich schon vergessen!	oh, I already forgot!	grupo	alternativoj	prononco
level	pli kaj pli ebriiĝas	Immer mehr betrinken sich	more and more gets drunk	grupo	alternativoj	prononco
level	en la trinkejo, Kabe pli kaj pli ebriiĝas	In der Bar betrinkt sich Kabe immer mehr	in the bar, Kabe gets more and more drunk	grupo	alternativoj	prononco
level	ĉu ankaŭ la trinkejestro?	ist der Barkeeper auch?	is the bartender too?	grupo	alternativoj	prononco
level	unu bieron mi petas	Ein Bier bitte	one beer please	grupo	alternativoj	prononco
level	ĝi kostas 1 eŭron	es kostet 1 Euro	it costs 1 euro	grupo	alternativoj	prononco
level	ĉu vi ŝatus ankaŭ ion alian?	Möchten Sie auch etwas anderes?	would you like something else too?	grupo	alternativoj	prononco
level	ne dankon, biero sufiĉas por mi	Nein danke, Bier reicht mir	no thanks, beer is enough for me	grupo	alternativoj	prononco
level	ĉu vere? kio pri vodko, labambo kaj inoj?	Wirklich? Was ist mit Wodka, Labamba und Weibchen?	really? what about vodka, labamba and females?	grupo	alternativoj	prononco
level	nu, kial ne	Gut, warum nicht	well, why not	grupo	alternativoj	prononco
level	laŭdire ĝi estas amuza	es soll Spaß machen	it is said to be fun	grupo	alternativoj	prononco
level	mi ankoraŭ ne dancis labambon, sed laŭdire ĝi estas amuza	Ich habe Labamba noch nicht getanzt, aber mir wurde gesagt, dass es Spaß macht	I haven't danced the labamba yet, but I'm told it's fun	grupo	alternativoj	prononco
level	dum la kantaĵo "La Bamba" homoj dancas	Während des Liedes „La Bamba“ wird getanzt	during the song "La Bamba" people dance	grupo	alternativoj	prononco
level	homoj dancas en granda rondo	Menschen tanzen in einem großen Kreis	people dance in a big circle	grupo	alternativoj	prononco
level	kaj ene de tiu rondo dancas aliaj homoj	und in diesem Kreis tanzen andere Leute	and within that circle other people dance	grupo	alternativoj	prononco
level	funkcias tiel ke ~	funktioniert so, dass ~	works so that ~	grupo	alternativoj	prononco
level	funkcias tiel ke homoj dancas en granda rondo	funktioniert so, dass die Leute in einem großen Kreis tanzen	works so that people dance in a big circle	grupo	alternativoj	prononco
level	dancas en granda rondo kaj ene de tiu rondo	tanzt in einem großen Kreis und innerhalb dieses Kreises	dances in a big circle and within that circle	grupo	alternativoj	prononco
level	homoj dancas kaj dancas aliaj homoj	Menschen tanzen und andere Menschen tanzen	people dance and other people dance	grupo	alternativoj	prononco
level	tiuj dancantaj ene de la rondo	diejenigen, die im Kreis tanzen	those who dance within the circle	grupo	alternativoj	prononco
level	tiuj dancantoj elektas dancanton de la rondo	Wer tanzt, wählt einen Tänzer aus dem Kreis	those who dance choose a dancer from the circle	grupo	alternativoj	prononco
level	elektas dancanton kaj kisas ŝin aŭ lin	wählt einen Tänzer und küsst ihn oder sie	chooses a dancer and kisses her or him	grupo	alternativoj	prononco
level	kisas ŝin aŭ lin tri-foje sur la vangoj	küsst sie oder ihn dreimal auf die Wangen	kisses her or him three times on the cheeks	grupo	alternativoj	prononco
level	elektas dancanton kaj kisas sur la vangoj	wählt eine Tänzerin und küsst sie auf die Wangen	chooses a dancer and kisses on the cheeks	grupo	alternativoj	prononco
level	elektas dancanton de la rondo kaj kisas	wählt einen Tänzer aus dem Kreis und küsst ihn	chooses a dancer from the circle and kisses	grupo	alternativoj	prononco
level	poste ili ŝanĝas lokon	dann wechseln sie die Plätze	then they change places	grupo	alternativoj	prononco
level	kisas, kisanto, kisito, kisonto, kisoto	Küsse, eine küssende Person, eine geküsste Person, eine Person, die küssen wird, eine Person, die geküsst wird	kisses, a kissing person, a kissed person, a person who will kiss, a person who will be kissed	grupo	alternativoj	prononco
level	kaj la kisito iĝas kisonto	und der Geküsste wird zu einer Person, die küssen wird	and the kissed becomes a person who will kiss	grupo	alternativoj	prononco
level	tiuj dancantoj elektas kaj poste ili ŝanĝas lokon	Diese Tänzer wählen und dann wechseln sie die Plätze	those dancers choose and then they change places	grupo	alternativoj	prononco
level	la kisinto nun estas kisoto	Die Person, die geküsst hat, ist jetzt eine Person, die geküsst wird	the person who kissed is now a person who will be kissed	grupo	alternativoj	prononco
level	tre facile, ĉu ne?	ganz einfach, oder?	very easy, right?	grupo	alternativoj	prononco
level	nu, mi esperas ke estas ~	Nun, ich hoffe, es ist ~	well, I hope it is ~	grupo	alternativoj	prononco
level	pli facile en la praktiko	einfacher in der Praxis	more easily in practice	grupo	alternativoj	prononco
level	esperas ke estas pli facile	hofft, dass es einfacher ist	hopes it's easier	grupo	alternativoj	prononco
level	estas pli facile en la praktiko	In der Praxis ist es einfacher	it's easier in practice	grupo	alternativoj	prononco
level	mi provos iam	Ich werde es irgendwann versuchen	I will try sometime	grupo	alternativoj	prononco
level	sed unue la bieron!	aber zuerst das Bier!	but first the beer!	grupo	alternativoj	prononco
level	mi provos iam, sed unue la bieron!	Ich werde es eines Tages versuchen, aber zuerst das Bier!	I'll try one day, but first the beer!	grupo	alternativoj	prononco
level	saĝa knabo	ein kluger Junge	a smart boy	grupo	alternativoj	prononco
level	vi, kiu konas preskaŭ ĉiujn	Du, der du fast jeden kennst	you who know almost everyone	grupo	alternativoj	prononco
level	konas preskaŭ ĉiujn ĉi tie	kennt hier fast jeder	knows almost everyone here	grupo	alternativoj	prononco
level	ĉu vi scias kiu estas la knabino	Weißt du, wer das Mädchen ist?	do you know who the girl is?	grupo	alternativoj	prononco
level	la knabino kiu kunordigis	das Mädchen, das koordiniert hat	the girl who coordinated	grupo	alternativoj	prononco
level	la knabino kiu kunordigis la ’gardanĝelojn’	das Mädchen, das die „Schutzengel“ koordinierte	the girl who coordinated the 'guardian angels'	grupo	alternativoj	prononco
level	vi verŝajne pensas pri Jesi	Du denkst wahrscheinlich an Jesi	you are probably thinking of Jesi	grupo	alternativoj	prononco
level	jes, ĝuste!	ja, das ist richtig!	yes, that's right!	grupo	alternativoj	prononco
level	mi memoras ke mi aŭdis	Ich erinnere mich, dass ich es gehört habe	I remember that I heard	grupo	alternativoj	prononco
level	nun mi memoras ke ~	Jetzt erinnere ich mich daran ~	now I remember that ~	grupo	alternativoj	prononco
level	memoras ke mi aŭdis ŝian nomon	Denken Sie daran, dass ich ihren Namen gehört habe	remember that I heard her name	grupo	alternativoj	prononco
level	laŭ mi	Meiner Meinung nach	in my opinion	grupo	alternativoj	prononco
level	ŝi estas stranga persono	sie ist eine seltsame Person	she is a strange person	grupo	alternativoj	prononco
level	laŭ mi ŝi estas stranga persono	Meiner Meinung nach ist sie eine seltsame Person	in my opinion she is a strange person	grupo	alternativoj	prononco
level	tute ne trinkas bieron	trinkt überhaupt kein Bier	doesn't drink beer at all	grupo	alternativoj	prononco
level	kaj ne manĝas viandon	und isst kein Fleisch	and does not eat meat	grupo	alternativoj	prononco
level	ŝajnas ke ~	es scheint, dass ~	it seems that ~	grupo	alternativoj	prononco
level	ŝia sola intereso estas ~	Ihr einziges Interesse ist ~	her only interest is ~	grupo	alternativoj	prononco
level	sola intereso estas Esperanto-agado	Das einzige Interesse gilt der Esperanto-Aktivität	only interest is Esperanto activity	grupo	alternativoj	prononco
level	ŝajnas ke ŝia sola intereso estas Esperanto	es scheint, dass ihr einziges Interesse Esperanto ist	it seems that her only interest is Esperanto	grupo	alternativoj	prononco
level	sed ŝi estas tre bela	aber sie ist sehr schön	but she is very beautiful	grupo	alternativoj	prononco
level	estas tre bela kaj afabla	ist sehr schön und nett	is very beautiful and kind	grupo	alternativoj	prononco
level	tre bela kaj afabla laŭ mi	sehr nett und nett meiner Meinung nach	very nice and kind in my opinion	grupo	alternativoj	prononco
level	eble vi pravas	vielleicht hast du recht	maybe you are right	grupo	alternativoj	prononco
level	eble vi pravas pri tio	vielleicht hast du da recht	maybe you are right about that	grupo	alternativoj	prononco
level	preskaŭ neniam estas en la trinkejo	ist fast nie in der Bar	is almost never in the bar	grupo	alternativoj	prononco
level	ŝi preskaŭ neniam estas ~	sie ist fast nie ~	she is almost never ~	grupo	alternativoj	prononco
level	ne renkontas ŝin ofte	treffe sie nicht oft	don't meet her often	grupo	alternativoj	prononco
level	mi ne renkontas ofte	Ich treffe mich nicht oft	I don't meet often	grupo	alternativoj	prononco
level	kaj do mi ne renkontas ŝin ofte	und deshalb treffe ich sie nicht oft	and so I don't meet her often	grupo	alternativoj	prononco
level	fajfas pri tiaj homoj	Pfiffe über solche Leute	whistles about such people	grupo	alternativoj	prononco
level	fakte, mi tute fajfas	Tatsächlich pfeife ich total	in fact, I'm totally whistling	grupo	alternativoj	prononco
level	mi komprenas ~	Ich verstehe ~	I understand ~	grupo	alternativoj	prononco
level	tiel parolas vera trinkejestro	So redet ein echter Barkeeper	that's how a real bartender talks	grupo	alternativoj	prononco
level	prave. je via sano!	Zu Recht, also auf Ihre Gesundheit!	rightly, so to your health!	grupo	alternativoj	prononco
level	je via sano! ho, bonega biero	für Ihre Gesundheit! oh, tolles Bier	to your health! oh, great beer	grupo	alternativoj	prononco
level	kompreneble. estis ja mi kiu elektis ĝin	Natürlich war ich derjenige, der es gewählt hat	of course, I was the one who chose it	grupo	alternativoj	prononco
level	ĉu vi havas ideon?	hast Du eine Idee?	do you have any idea?	grupo	alternativoj	prononco
level	kie eblus trovi tiun strangan knabinon?	Wo könnte man dieses seltsame Mädchen finden?	where would it be possible to find that strange girl?	grupo	alternativoj	prononco
level	trovi tiun strangan sed tre belan knabinon	um dieses seltsame, aber sehr schöne Mädchen zu finden	to find that strange but very beautiful girl	grupo	alternativoj	prononco
level	ideo kie eblus trovi ~	Idee, wo es gefunden werden könnte ~	idea where it could be found ~	grupo	alternativoj	prononco
level	havas ideon kie eblus trovi ~	hat eine Idee, wo man ~ finden könnte	has an idea where it would be possible to find ~	grupo	alternativoj	prononco
level	tutcerte en la Gufujo	auf jeden Fall in der Teelounge (Owlery)	definitely in the tea launge(Owlery)	grupo	alternativoj	prononco
level	tiaj homoj konstante sidas	Solche Leute sitzen ständig	such people are constantly sitting	grupo	alternativoj	prononco
level	konstante sidas tie teumante	sitzt ständig da und trinkt Tee	is constantly sitting there drinking tea	grupo	alternativoj	prononco
level	kia teda vivo!	Was für ein langweiliges Leben!	what a tedious life!	grupo	alternativoj	prononco
level	Gufujo, estas trankvila ejo	Die Teelounge (Owlery) ist ein ruhiger Ort	the tea launge(Owlery), is a quiet place	grupo	alternativoj	prononco
level	trankvila ejo kie eblas trinki teon	ein ruhiger Ort, an dem man Tee trinken kann	a quiet place where you can drink tea	grupo	alternativoj	prononco
level	trinki teon, babili, aŭskulti trankvilan muzikon	Tee trinken, plaudern, leise Musik hören	drink tea, chat, listen to quiet music	grupo	alternativoj	prononco
level	aŭskulti trankvilan muzikon kaj simile	leise Musik hören und dergleichen	listening to quiet music and the like	grupo	alternativoj	prononco
level	vi trovos ĝin fine de la koridoro	Sie finden es am Ende des Korridors	you will find it at the end of the corridor	grupo	alternativoj	prononco
level	fine de la koridoro ekster la trinkejo	am Ende des Korridors vor der Bar	at the end of the corridor outside the bar	grupo	alternativoj	prononco
level	vi ne povas porti vian bieron	Du kannst dein Bier nicht tragen	you can't carry your beer	grupo	alternativoj	prononco
level	porti vian bieron tien	Bring dein Bier dorthin	take your beer there	grupo	alternativoj	prononco
level	sed vi ne povas porti vian bieron tien	aber da darf man sein Bier nicht mitnehmen	but you can't take your beer there	grupo	alternativoj	prononco
level	vere estas ujo de gufoj!	Es ist wirklich ein Ort für Eulen!	it really is a place for owls!	grupo	alternativoj	prononco
level	al la dancejo unue	Zuerst auf die Tanzfläche	to the dance floor first	grupo	alternativoj	prononco
level	eble mi iru unue	Vielleicht sollte ich zuerst gehen	maybe I should go first	grupo	alternativoj	prononco
level	mi iru al la dancejo unue	Lass mich zuerst auf die Tanzfläche gehen	let me go to the dance floor first	grupo	alternativoj	prononco
level	la venonta persono!	nächste Person!	next person!	grupo	alternativoj	prononco
level	kion vi volas kara?	Was willst du, Schatz	what do you want dear	grupo	alternativoj	prononco
level	ĉu estas libera loko?	Gibt es einen freien Platz?	is there a free place?	grupo	alternativoj	prononco
level	jes, certe	ja sicher	yes, for sure	grupo	alternativoj	prononco
level	tre agrable ĉi tie	sehr schön hier	very nice here	grupo	alternativoj	prononco
level	ĉi tie en la gufujo	hier in der Teelounge (Owlery)	here in the tea launge(owlery)	grupo	alternativoj	prononco
level	mi bezonas iom da trankvilo	Ich brauche etwas Ruhe	I need some tranquility	grupo	alternativoj	prononco
level	post tre streĉa tago	nach einem sehr stressigen Tag	after a very stressful day	grupo	alternativoj	prononco
level	trankvilo post streĉa tago	Ruhe nach einem stressigen Tag	tranquility after a stressful day	grupo	alternativoj	prononco
level	la etoso en gufujo	die Atmosphäre in einer Teelounge (Owlery)	the atmosphere in a tea launge(owlery)	grupo	alternativoj	prononco
level	~ estas tre bona kontrasto	~ ist ein sehr guter Kontrast	~ is a very good contrast	grupo	alternativoj	prononco
level	kontrasto al la aliaj okazaĵoj	Im Gegensatz zu den anderen Veranstaltungen	contrast to the other events	grupo	alternativoj	prononco
level	la aliaj okazaĵoj dum IJK	die anderen Veranstaltungen während der IJK	the other events during IJK	grupo	alternativoj	prononco
level	la etoso estas kontrasto al la aliaj okazaĵoj	Die Atmosphäre steht im Kontrast zu den anderen Veranstaltungen	the atmosphere is a contrast to the other events	grupo	alternativoj	prononco
level	estas tre bona kontrasto, ĉu ne?	Es ist ein sehr guter Kontrast, nicht wahr?	it's a very good contrast, isn't it?	grupo	alternativoj	prononco
