A.ar content.tsv
Level	Esperanto	ar	en-us	Grupo	Alternativoj	Pronoco
level	ĉu vi deziras, ke mi montru?	هل تريد مني أن تظهر؟	do you want me to show?	grupo	alternativoj	prononco
level	mian plej novan libron	كتابي الجديد (الهدف)	my newest book (objective)	grupo	alternativoj	prononco
level	morgaŭ matene, kion vi volas?	صباح الغد، ماذا تريد؟	tomorrow morning, what do you want?	grupo	alternativoj	prononco
level	matenmanĝis malfrue	تناولت الفطور في وقت متأخر	had breakfast late	grupo	alternativoj	prononco
level	kiam Marko alvenos?	متى سيصل مارك؟	when will Mark arrive?	grupo	alternativoj	prononco
level	je la kvina aŭ je la oka horo	في الساعة الخامسة أو الثامنة	at five or eight o'clock	grupo	alternativoj	prononco
level	kiam vi rimarkis, ke ~ ?	متى لاحظت ذلك~؟	when did you notice that ~ ?	grupo	alternativoj	prononco
level	la tuta familio nomas min bonfarulo	جميع أفراد الأسرة يدعوني بالمتبرع	the whole family calls me a benefactor	grupo	alternativoj	prononco
level	utila por vi	مفيد لك	useful for you	grupo	alternativoj	prononco
level	ĉu la libreto estis utila?	هل كان الكتيب مفيدًا؟	was the booklet useful?	grupo	alternativoj	prononco
level	tiu libreto, kiun mi sendis	الكتيب الذي أرسلته	the booklet, which I sent	grupo	alternativoj	prononco
level	matene dormis tre longe	في الصباح ينام لفترة طويلة	in the morning slept for a long time	grupo	alternativoj	prononco
level	kiam li vidis la sunon	عندما رأى الشمس	when he saw the sun	grupo	alternativoj	prononco
level	subite li eksaltis	فجأة قفز	suddenly he jumped up	grupo	alternativoj	prononco
level	li estis ĉiam frua	كان دائمًا مبكرًا	he was always early	grupo	alternativoj	prononco
level	ĉiam li malfruas	فهو دائما في وقت متأخر	he is always late	grupo	alternativoj	prononco
level	tiam, kiam li devas iri	في ذلك الوقت، عندما كان عليه أن يذهب	at that time, when he has to go	grupo	alternativoj	prononco
level	iri al la lernejo	للذهاب إلى المدرسة	to go to the school	grupo	alternativoj	prononco
level	li scias, ke ~	وهو يعلم أن ~	he knows, that ~	grupo	alternativoj	prononco
level	li scias tion, ke ~	فهو يعرف الحقيقة، أن ~	he knows the fact, that ~	grupo	alternativoj	prononco
level	tion, ke la instruisto malŝatas abelon	حقيقة أن المعلم يكره النحل	the fact that the teacher hates bees	grupo	alternativoj	prononco
level	scias tion, ke la instruisto malŝatas abelon	يعرف حقيقة أن المعلم يكره النحل	knows the fact that the teacher hates bees	grupo	alternativoj	prononco
level	scias, ke la instruisto malŝatas tion	يعلم أن المعلم يكره ذلك	knows that the teacher hates that	grupo	alternativoj	prononco
level	sed hodiaŭ li trinkis la kafon	لكنه اليوم شرب القهوة	but today he drank the coffee	grupo	alternativoj	prononco
level	li rapide surmetas la vestaĵon	يلبس الملابس بسرعة	he quickly puts on the clothes	grupo	alternativoj	prononco
level	li ne volas malfrui	لا يريد أن يتأخر	he doesn't want to be late	grupo	alternativoj	prononco
level	rapidege kun la libroj en la mano	بسرعة كبيرة مع الكتب في متناول اليد	very quickly with the books in hand	grupo	alternativoj	prononco
level	poste li kuris kaj saltis	في وقت لاحق ركض وقفز	later he ran and jumped	grupo	alternativoj	prononco
level	li kuris kaj saltis	ركض وقفز	he ran and jumped	grupo	alternativoj	prononco
level	laŭ la strato	على طول الشارع	along the street	grupo	alternativoj	prononco
level	la homoj rigardis lin	نظر الناس إليه	the people looked at him	grupo	alternativoj	prononco
level	rigardis lin kaj diris	نظر إليه وقال	looked at him and said	grupo	alternativoj	prononco
level	saĝa kaj malsaĝa	حكيم وأحمق	wise and foolish	grupo	alternativoj	prononco
level	kia malsaĝa knabo!	يا له من صبي أحمق!	what a foolish boy!	grupo	alternativoj	prononco
level	estis antaŭ lernejo	كان أمام المدرسة	was in front of a school	grupo	alternativoj	prononco
level	baldaŭ	قريباً	soon	grupo	alternativoj	prononco
level	li estis antaŭ ~	كان أمام ~	he was in front of ~	grupo	alternativoj	prononco
level	iri kaj eniri	للذهاب والدخول	to go and to enter	grupo	alternativoj	prononco
level	li volis eniri	أراد الدخول	he wanted to enter	grupo	alternativoj	prononco
level	eniri la lernejon	للدخول إلى المدرسة	to enter into the school	grupo	alternativoj	prononco
level	sed tamen	ولكن مع ذلك	but however	grupo	alternativoj	prononco
level	sed li ne povis	لكنه لم يستطع	but he couldn't	grupo	alternativoj	prononco
level	fermi kaj fermita	لإغلاق وإغلاق	to close and closed	grupo	alternativoj	prononco
level	ĝi estis fermita	كان مغلقا	it was closed	grupo	alternativoj	prononco
level	nek ~ nek ~	لا ~ ولا ~	neither ~ nor ~	grupo	alternativoj	prononco
level	nek instruisto nek gelernantoj	لا المعلم ولا الطلاب والطالبات	neither a teacher nor male-and-female students	grupo	alternativoj	prononco
level	vidis nek instruiston nek gelernantojn	لم ير معلما ولا طلابا	saw neither a teacher nor students	grupo	alternativoj	prononco
level	sidi, eksidi	للجلوس، للجلوس	to sit, to get sitted	grupo	alternativoj	prononco
level	eksidis	جلس (جلس)	got seated (had seated)	grupo	alternativoj	prononco
level	li eksidis	جلس	he got seated	grupo	alternativoj	prononco
level	kaj pensis	والفكر	and thought	grupo	alternativoj	prononco
level	kio okazis?	ماذا حدث؟	what did happen?	grupo	alternativoj	prononco
level	diable	إلى الفظيعة (مثل الشيطان)	to the awful (like a devil)	grupo	alternativoj	prononco
level	damne	السد عليه	dam it	grupo	alternativoj	prononco
level	memoras	يتذكر	remembers	grupo	alternativoj	prononco
level	nun mi memoras	الآن أتذكر	now I remember	grupo	alternativoj	prononco
level	dimanĉo	الأحد	Sunday	grupo	alternativoj	prononco
level	hodiaŭ estas ~	اليوم هو ~	today is ~	grupo	alternativoj	prononco
level	hodiaŭ estas dimanĉo	اليوم هو الأحد	today is Sunday	grupo	alternativoj	prononco
level	dormi kaj ekdormi	للنوم والدخول في النوم	to sleep and to get into sleep	grupo	alternativoj	prononco
level	suno kaj luno	الشمس والقمر	a sun and a moon	grupo	alternativoj	prononco
level	subita kaj subite	فجأة وفجأة	sudden and suddenly	grupo	alternativoj	prononco
level	ek!	عن! (للبدأ)	off! (to start)	grupo	alternativoj	prononco
level	salti kaj eksaltis	للقفز والقفز	to jump and jumped 	grupo	alternativoj	prononco
level	ĉiam frua	دائما في وقت مبكر	always early	grupo	alternativoj	prononco
level	hodiaŭ metis kaj kuris	وضع اليوم وركض	today put and ran	grupo	alternativoj	prononco
level	aĵo, ne aĝo	شيء ليس العمر	a thing not age	grupo	alternativoj	prononco
level	kuris laŭ homoj saĝaj	ركض على طول الحكماء	ran along wise people	grupo	alternativoj	prononco
level	laŭeble baldaŭ	فى اسرع وقت ممكن	soon as possible	grupo	alternativoj	prononco
level	kia knabo, kia knabino	يا له من صبي، يا لها من فتاة	what a boy, what a girl	grupo	alternativoj	prononco
level	nek pensita nek memorita	لا يفكر ولا يحفظ	neither thought nor memorized	grupo	alternativoj	prononco
level	diablo atendis akvon dimanĉe	شيطان انتظر الماء يوم الأحد	a devil waited for water on Sunday	grupo	alternativoj	prononco
level	tiom malgranda momento	هذه لحظة صغيرة	such a small moment	grupo	alternativoj	prononco
level	eĉ tiom malgranda momento valoras	حتى هذه اللحظة الصغيرة تستحق العناء	even such a small moment is worthwhile	grupo	alternativoj	prononco
level	kriis for ĝis nokto	بكى حتى الليل	cried away until night	grupo	alternativoj	prononco
level	lasis la poŝton de la mano	ضع بريد البريد بعيدًا عن اليد	put away the mailpost from the hand	grupo	alternativoj	prononco
level	ridis mem lasante la poŝton	ضحك من تلقاء نفسه، ووضع بريد البريد جانبًا	laughed by oneself, putting away the mailpost	grupo	alternativoj	prononco
level	nek li nek ŝi ridis	لا هو ولا هي ضحكت	neither he nor she laughed	grupo	alternativoj	prononco
level	ŝi nek ridis nek respondis	لم تضحك ولم تجب	she neither laughed nor answered	grupo	alternativoj	prononco
level	li nek sidas nek rigardas	لا يجلس ولا يتفرج	he neither sits nor watches	grupo	alternativoj	prononco
level	neniam mi vidis	لم أرى أبدا	I have never seen	grupo	alternativoj	prononco
level	mi neniam diros al iu	لن أخبر أحدا أبدا	I will never tell anyone	grupo	alternativoj	prononco
level	diru al neniu	لا تخبر احدا	tell no one	grupo	alternativoj	prononco
level	mi neniam diros	لن أقول أبدا	I will never say	grupo	alternativoj	prononco
level	mem	لنفسه (بنفسه)	to oneself (by oneself)	grupo	alternativoj	prononco
level	mi mem faris	أنا فعلت ذلك بنفسي	I did it myself	grupo	alternativoj	prononco
level	faris tion	فعلت ذلك (جعلته)	did it (made it)	grupo	alternativoj	prononco
level	mem faris tion	فعل ذلك بنفسه (صنعه بنفسه)	did it oneself (made it oneself)	grupo	alternativoj	prononco
level	ĝis la revido, ĝis revido	أراك (مرة أخرى)، أراك (مرة أخرى)	see you (again), see you (again)	grupo	alternativoj	prononco
level	ĝis!	حتى! (مع السلامة!)	until! (goodbye!)	grupo	alternativoj	prononco
level	ekparoli	لبدء الحديث	to start talking	grupo	alternativoj	prononco
level	ekparolis, komencis paroli finfine	بدأ بالقول، بدأ يتكلم أخيرًا	started saying, began to speak at last	grupo	alternativoj	prononco
level	trinkis rapidege	شرب بسرعة كبيرة	drank very fast	grupo	alternativoj	prononco
level	trinkis matenan trinkaĵon	تناول مشروب الصباح	had a morning drink	grupo	alternativoj	prononco
level	por frue veni	أن يأتي مبكرا	to come early	grupo	alternativoj	prononco
level	veni al la lernejo	للمجيء إلى المدرسة	to come to school	grupo	alternativoj	prononco
level	frue veni al ~	أن يأتي في وقت مبكر إلى ~	to come early to ~	grupo	alternativoj	prononco
level	ne aŭdis novaĵon	لم أسمع أخبارا	didn't hear news	grupo	alternativoj	prononco
level	ankoraŭ ne aŭdis	لم أسمع بعد	didn't hear yet	grupo	alternativoj	prononco
level	mi ankoraŭ ne aŭdis	لم أسمع بعد	I didn't hear yet	grupo	alternativoj	prononco
level	en tiu momento	في تلك اللحظة	in that moment	grupo	alternativoj	prononco
level	en tiu momento li ekkriis	في تلك اللحظة بكى	in that moment he cried	grupo	alternativoj	prononco
level	knabo, kiu ne amas	الصبي الذي لا يحب	a boy, who does not love	grupo	alternativoj	prononco
level	geknaboj	الفتيان والفتيات	boys and girls	grupo	alternativoj	prononco
level	aliaj geknaboj	الفتيان والفتيات الآخرين	other boys and girls	grupo	alternativoj	prononco
level	ne amas aliajn geknabojn	لا يحب الأولاد والبنات الآخرين	does not love other boys and girls	grupo	alternativoj	prononco
level	nek amikojn, nek amikinojn	لا أصدقاء ولا أصدقاء فتاة	neither friends nor girl friends	grupo	alternativoj	prononco
level	havas nek monon, nek tempon	ليس لديه لا المال ولا الوقت	does not have neither money nor time	grupo	alternativoj	prononco
level	kiu havis la libron?	من كان لديه الكتاب؟	who had the book?	grupo	alternativoj	prononco
level	la libron, kiun vi atendis	الكتاب الذي انتظرته	the book which you waited	grupo	alternativoj	prononco
level	tiun, kiun vi atendis pli ol du jarojn	ذلك الذي انتظرته لأكثر من عامين	that, which you waited for more than 2 years	grupo	alternativoj	prononco
level	ĉu vi volas tion?	هل تريد ذلك؟	do you want that?	grupo	alternativoj	prononco
level	ĉu vi volas, ke ~ ?	هل تريد ذلك ~؟	do you want that ~ ?	grupo	alternativoj	prononco
level	plej kara	محبوب	dearest	grupo	alternativoj	prononco
level	plej kara foto	أعز صورة	dearest photo	grupo	alternativoj	prononco
level	mian plej karan foton	أعز صورة	my dearest photo	grupo	alternativoj	prononco
level	kie vi aĉetis ~ ?	من أين اشتريت ~؟	where did you buy ~ ?	grupo	alternativoj	prononco
level	tiu vestaĵo	تلك الملابس	that clothing	grupo	alternativoj	prononco
level	tiun vestaĵon	تلك الملابس (الهدف)	that clothing (objective)	grupo	alternativoj	prononco
level	aĉetis tiun vestaĵon	اشترى هذا الزي	bought that outfit	grupo	alternativoj	prononco
level	vi iros tien	سوف تذهب هناك	you will go there	grupo	alternativoj	prononco
level	kien vi iros?	إلى أين أنت ذاهب ل؟	where are you going to?	grupo	alternativoj	prononco
level	suna tago	يوم مشمس	sunny day	grupo	alternativoj	prononco
level	estos suna tago	سيكون يومًا مشمسًا	it will be a sunny day	grupo	alternativoj	prononco
level	se estos suna tago	إذا كان سيكون يوما مشمسا	if it will be a sunny day	grupo	alternativoj	prononco
level	via frato jam ekiris	وقد بدأ أخيك بالفعل	your brother has already started	grupo	alternativoj	prononco
level	ĉu via frato jam ekiris?	هل بدأ أخيك بعد؟	has your brother started yet?	grupo	alternativoj	prononco
level	kie estas la akvo?	أين هي المياه	where is the water	grupo	alternativoj	prononco
level	kunporti la akvon	لجلب الماء	to bring the water	grupo	alternativoj	prononco
level	vi mem kunportis	أنت نفسك جلبت	you yourself brought	grupo	alternativoj	prononco
level	la akvon, kion vi mem kunportis	الماء الذي أحضرته بنفسك	the water, that you yourself brought	grupo	alternativoj	prononco
level	estis tre trankvila	كان هادئا جدا	was very quiet	grupo	alternativoj	prononco
level	hodiaŭ mia patrino estis ~	اليوم كانت والدتي ~	today my mother was ~	grupo	alternativoj	prononco
level	mi venis el ~	جئت من ~	I came from ~	grupo	alternativoj	prononco
level	el la lernejo	خارج المدرسة	out of the school	grupo	alternativoj	prononco
level	raportis al ~	أبلغ إلى ~	reported to ~	grupo	alternativoj	prononco
level	kaj raportis al ŝi	وأبلغت لها	and reported to her	grupo	alternativoj	prononco
level	raportis, ke ~	ذكرت أن ~	reported that ~	grupo	alternativoj	prononco
level	raportis, ke mi ricevos	وذكرت أنني سوف تتلقى	reported that I will receive	grupo	alternativoj	prononco
level	mi ricevos malbonan noton	سأحصل على درجة سيئة	I will get a bad grade	grupo	alternativoj	prononco
level	ŝi diris, ke ~	قالت ~	she said that ~	grupo	alternativoj	prononco
level	vi devas laborigi ~	عليك أن تجعل ~ العمل	you have to make ~ work	grupo	alternativoj	prononco
level	pli multe	أكثر	more	grupo	alternativoj	prononco
level	pli multe laborigi	لبذل المزيد من العمل	to make work more	grupo	alternativoj	prononco
level	laborigi vian kapon	لجعل رأسك يعمل	to make your head work	grupo	alternativoj	prononco
level	kiom da malbonaj notoj	كم عدد الدرجات السيئة	how many bad grades	grupo	alternativoj	prononco
level	vi havas tiom da malbonaj notoj	لديك الكثير من الدرجات السيئة	you have so many bad grades	grupo	alternativoj	prononco
level	estis malĝoja	كان حزينا	was sad	grupo	alternativoj	prononco
level	en vian ĉambron	في غرفتك	into your room	grupo	alternativoj	prononco
level	iru en vian ĉambron	اذهب إلى غرفتك	go into your room	grupo	alternativoj	prononco
level	iru kaj lernu	اذهب وتعلم	go and learn	grupo	alternativoj	prononco
level	mi sidis	جلست	I sat	grupo	alternativoj	prononco
level	en mia ĉambro	في غرفتي	in my room	grupo	alternativoj	prononco
level	sidis en mia ĉambro	جلست في غرفتي	sat in my room	grupo	alternativoj	prononco
level	nek lerni nek legi	لا تعلم ولا تقرأ	neither learn nor read	grupo	alternativoj	prononco
level	sed mi povis nek lerni nek legi	لكنني لم أتمكن من التعلم ولا القراءة	but I could neither learn nor read	grupo	alternativoj	prononco
level	miaj pensoj	افكاري	my thoughts	grupo	alternativoj	prononco
level	ĉe ludo	في لعبة	at a game	grupo	alternativoj	prononco
level	ludo kun miaj amikoj	لعبة مع أصدقائي	game with my friends	grupo	alternativoj	prononco
level	ĉe sporto	في الرياضة	at sport	grupo	alternativoj	prononco
level	al mi mem	لنفسي	to myself	grupo	alternativoj	prononco
level	diris al mi mem	قلت لنفسي	said to myself	grupo	alternativoj	prononco
level	tiom malsaĝa	غبي جدا	so stupid	grupo	alternativoj	prononco
level	ĉu mi estas tiom malsaĝa?	هل أنا بهذا الغباء؟	am I that stupid?	grupo	alternativoj	prononco
level	kvankam mi lernis multe	على الرغم من أنني تعلمت الكثير	although I learned a lot	grupo	alternativoj	prononco
level	la patrino eniris	دخلت الأم	the mother entered	grupo	alternativoj	prononco
level	miaj vortoj	كلماتي	my words	grupo	alternativoj	prononco
level	kaj aŭdis miajn vortojn	وسمع كلامي	and heard my words	grupo	alternativoj	prononco
level	ŝi tuj respondis	أجابت على الفور	she answered immediately	grupo	alternativoj	prononco
level	ne, mia kara	لا، عزيزي	no, my dear	grupo	alternativoj	prononco
level	vi ne estas malsaĝa	انت لست غبي	you are not stupid	grupo	alternativoj	prononco
level	la problemo estas, ke ~	المشكلة هي أن ~	the problem is that ~	grupo	alternativoj	prononco
level	ke vi devas lerni	التي يجب أن تتعلمها	that you must learn	grupo	alternativoj	prononco
level	devas lerni multe pli	يجب أن نتعلم أكثر من ذلك بكثير	must learn much more	grupo	alternativoj	prononco
level	tiam vi ne havos	ثم لن يكون لديك	then you will not have	grupo	alternativoj	prononco
level	malbonaj notoj	درجات سيئة	bad grades	grupo	alternativoj	prononco
level	havos nur malbonajn notojn	سيكون لها درجات سيئة فقط	will have only bad grades	grupo	alternativoj	prononco
level	ankaŭ nun	الآن أيضا	also now	grupo	alternativoj	prononco
level	mi ne havas ilin	ليس لدي لهم	I don't have them	grupo	alternativoj	prononco
level	mi havas bonan noton	لدي درجة جيدة	I have a good grade	grupo	alternativoj	prononco
level	pri muziko	حول الموسيقى	about music	grupo	alternativoj	prononco
level	bonan noton pri muziko	ملاحظة جيدة على الموسيقى	a good note on music	grupo	alternativoj	prononco
level	la patrino subite ekridis	انفجرت الأم فجأة بالضحك	the mother suddenly burst out laughing	grupo	alternativoj	prononco
level	tio plibeligis ~	التي تجمل ~	that beautified ~	grupo	alternativoj	prononco
level	mian tagon	يومي	my day	grupo	alternativoj	prononco
level	plibeligis mian tagon	اسعدني	made my day	grupo	alternativoj	prononco
level	sed tamen restis	ولكن لا يزال قائما	but still remained	grupo	alternativoj	prononco
level	sed la problemo tamen restis	ولكن المشكلة لا تزال قائمة	but the problem still remained	grupo	alternativoj	prononco
level	kilogramo da ~	كيلو جرام ~	a kilogram of ~	grupo	alternativoj	prononco
level	kilogramo da sukero	كيلوغرام من السكر	a kilogram of sugar	grupo	alternativoj	prononco
level	glaso da ~	كوب من ~	a glass of ~	grupo	alternativoj	prononco
level	glaso da akvo	كأس من الماء	a glass of water	grupo	alternativoj	prononco
level	multe da ~	الكثير من ~	a lot of ~	grupo	alternativoj	prononco
level	multe da ideoj	الكثير من الأفكار	lots of ideas	grupo	alternativoj	prononco
level	deteni sin	لابعاد	to hold back	grupo	alternativoj	prononco
level	ordigis ĉion	فرز كل شيء	sorted everything out	grupo	alternativoj	prononco
level	transdonis al li	سلمت له	handed over to him	grupo	alternativoj	prononco
level	mi petas	انا اسأل	I'm asking	grupo	alternativoj	prononco
level	glason da kafo	كوب من القهوة	a glass of coffee	grupo	alternativoj	prononco
level	kaj iom da akvo	وبعض الماء	and some water	grupo	alternativoj	prononco
level	mi petas glason da kafo	أريد كوباً من القهوة	I would like a glass of coffee	grupo	alternativoj	prononco
level	mi petas tason da teo	أريد فنجانا من الشاي	I would like a cup of tea	grupo	alternativoj	prononco
level	doloris lin	يؤذيه	hurt him	grupo	alternativoj	prononco
level	la kapo doloris lin	رأسه يؤلمه	his head hurt	grupo	alternativoj	prononco
level	li malsaniĝis	لقد مرض	he fell ill	grupo	alternativoj	prononco
level	ŝatas esti bela	يحب أن يكون جميلا	likes to be beautiful	grupo	alternativoj	prononco
level	ŝi beligis sian vizaĝon	جمّلت وجهها	she beautified her face	grupo	alternativoj	prononco
level	la knabo ŝatas esti bela	الصبي يحب أن يكون جميلا	the boy likes to be pretty	grupo	alternativoj	prononco
level	pro tio ŝi beligis ĝin	لذلك زينته	therefore she beautified it	grupo	alternativoj	prononco
level	post la tagmanĝo	بعد الغداء	after lunch	grupo	alternativoj	prononco
level	purigi la kuirejon	لتنظيف المطبخ	to clean the kitchen	grupo	alternativoj	prononco
level	kiu purigos la kuirejon?	من سينظف المطبخ؟	who will clean the kitchen?	grupo	alternativoj	prononco
level	volas trinki	يريد أن يشرب	wants to drink	grupo	alternativoj	prononco
level	kion vi volas trinki?	ماذا تريد أن تشرب	what do you want to drink	grupo	alternativoj	prononco
level	trinki teon	لشرب الشاي	to drink tea	grupo	alternativoj	prononco
level	iom da akvo	القليل من الماء	a little of water	grupo	alternativoj	prononco
level	ĉu vi volas nenion?	هل تريد شيئا؟	do you want nothing?	grupo	alternativoj	prononco
level	tiel subite	فجأة	so suddenly	grupo	alternativoj	prononco
level	kial vi decidis ~ ?	لماذا قررت~؟	why did you decide ~ ?	grupo	alternativoj	prononco
level	kial vi tiel subite decidis ~ ?	لماذا قررت ~ فجأة؟	why did you decide ~ so suddenly?	grupo	alternativoj	prononco
level	via ĉambro	غرفتك	your room	grupo	alternativoj	prononco
level	via ĉambreto	غرفتك الصغيرة	your little room	grupo	alternativoj	prononco
level	vian ĉambreton	إلى غرفتك الصغيرة	to your little room	grupo	alternativoj	prononco
level	renovigi vian ĉambreton	لتجديد غرفتك الصغيرة	to renovate your little room	grupo	alternativoj	prononco
level	decidis renovigi vian ĉambreton	قررت تجديد غرفتك الصغيرة	decided to renovate your little room	grupo	alternativoj	prononco
level	al kiu	إلى من	to whom	grupo	alternativoj	prononco
level	vi donis ~	أعطيتك ~	you gave ~	grupo	alternativoj	prononco
level	al kiu vi donis ~ ?	لمن اهديت~؟	to whom did you give ~ ?	grupo	alternativoj	prononco
level	puraj glasoj	نظارات نظيفة	clean glasses	grupo	alternativoj	prononco
level	vi donis la purajn glasojn	لقد أعطيت النظارات النظيفة	you gave the clean glasses	grupo	alternativoj	prononco
level	la puraj glasoj por la vino	الكؤوس النظيفة للنبيذ	the clean glasses for the wine	grupo	alternativoj	prononco
level	kontraŭ kiu	ضده	against whom	grupo	alternativoj	prononco
level	via sportklubo	ناديك الرياضي	your sports club	grupo	alternativoj	prononco
level	ludas kontraŭ ~	يلعب ضد ~	plays against ~	grupo	alternativoj	prononco
level	antaŭ du semajnoj	قبل اسبوعين	two weeks ago	grupo	alternativoj	prononco
level	kontraŭ kiu via sportklubo ludis?	ضد من لعب ناديك الرياضي؟	who did your sports club play against?	grupo	alternativoj	prononco
level	ĉu vi vidas ~ ?	هل ترى ~؟	do you see ~ ?	grupo	alternativoj	prononco
level	ĉu vi ofte vidas ~ ?	هل ترى في كثير من الأحيان ~؟	do you often see ~ ?	grupo	alternativoj	prononco
level	ofte vidas la policiston	كثيرا ما نرى الشرطي	often see the policeman	grupo	alternativoj	prononco
level	tiu, kiu loĝas en ~	الذي يعيش في ~	the one who lives in ~	grupo	alternativoj	prononco
level	loĝas en la loĝejo	يعيش في مكان السكن	lives in the lodging place	grupo	alternativoj	prononco
level	la loĝejo super vi	مسكن فوقك	the dwelling place above you	grupo	alternativoj	prononco
level	vidas la policiston, kiu loĝas en ~	يرى ضابط الشرطة الذي يعيش في ~	sees the police officer who lives in ~	grupo	alternativoj	prononco
level	plano pri veturado	خطة القيادة	driving plan	grupo	alternativoj	prononco
level	volis vojaĝi	أراد السفر	wanted to travel	grupo	alternativoj	prononco
level	vojaĝi al alia lando	للسفر إلى بلد آخر	to travel to another country	grupo	alternativoj	prononco
level	en libertempo	في وقت الفراغ	in free time	grupo	alternativoj	prononco
level	ili decidis iri	قرروا الذهاب	they decided to go	grupo	alternativoj	prononco
level	decidis iri al Italio	قررت الذهاب إلى إيطاليا	decided to go to Italy	grupo	alternativoj	prononco
level	malnovaj urboj	المدن القديمة	old cities	grupo	alternativoj	prononco
level	lando kun malnovaj urboj	بلد مع المدن القديمة	a country with old cities	grupo	alternativoj	prononco
level	aliaj belaĵoj	الجمال الأخرى	other beauties	grupo	alternativoj	prononco
level	kaj aliaj belaĵoj	وغيرها من الجمال	and other beauties	grupo	alternativoj	prononco
level	bela lando kun malnovaj urboj kaj aliaj belaĵoj	بلد جميل مع المدن القديمة والجمال الأخرى	a beautiful country with old cities and other beauties	grupo	alternativoj	prononco
level	ili estis feliĉaj	كانوا سعداء	they were happy	grupo	alternativoj	prononco
level	kie estas ~ ?	أين ~ ؟	where is ~ ?	grupo	alternativoj	prononco
level	kie estas mia vestaĵo?	اين ملابسي	where are my clothes	grupo	alternativoj	prononco
level	ŝi demandis ~	سألت ~	she asked ~	grupo	alternativoj	prononco
level	ni ne forgesu kunporti ~	دعونا لا ننسى أن نحضر ~	let's not forget to bring ~	grupo	alternativoj	prononco
level	kunporti la libron	لأخذ الكتاب معك	to take the book with you	grupo	alternativoj	prononco
level	libro por lerni Esperanton	كتاب لتعلم الاسبرانتو	a book to learn Esperanto	grupo	alternativoj	prononco
level	kunporti libron por lerni	لحمل كتاب للتعلم	to carry a book to learn	grupo	alternativoj	prononco
level	ni povas komenci ~	يمكننا أن نبدأ ~	we can start ~	grupo	alternativoj	prononco
level	en la vagonaro	في القطار	in the train	grupo	alternativoj	prononco
level	jam en la vagonaro	بالفعل في القطار	already in the train	grupo	alternativoj	prononco
level	ni nenion faros	لن نفعل أي شيء	we won't do anything	grupo	alternativoj	prononco
level	per aŭto	بواسطة السيارة	by car	grupo	alternativoj	prononco
level	ni veturos per ~	سوف نقود بواسطة ~	we will drive by ~	grupo	alternativoj	prononco
level	veturos per aŭto	سوف يقود سيارة	will drive a car	grupo	alternativoj	prononco
level	mi havas sekreton	لدي سر	I have a secret	grupo	alternativoj	prononco
level	mia riĉa onklo	عمي الغني	my rich uncle	grupo	alternativoj	prononco
level	mia deziro	امنيتي	my wish	grupo	alternativoj	prononco
level	plenumis mian deziron	حققت رغبتي	fulfilled my wish	grupo	alternativoj	prononco
level	donis al ni	قدم لنا	gave us	grupo	alternativoj	prononco
level	sian aŭton	سيارته	his car	grupo	alternativoj	prononco
level	kaj donis al ni sian aŭton	واعطانا سيارته	and gave us his car	grupo	alternativoj	prononco
level	por uzo	للاستخدام	for use	grupo	alternativoj	prononco
level	ĝi staras antaŭ ~	يقف أمام ~	it stands before ~	grupo	alternativoj	prononco
level	staras antaŭ la domo	يقف أمام المنزل	stands in front of the house	grupo	alternativoj	prononco
level	mi devas diri ~	يجب أن أقول ~	I have to say ~	grupo	alternativoj	prononco
level	nenion diru	لا تقل شيئا	don't say anything	grupo	alternativoj	prononco
level	ni eksidu	لنجلس	let's sit down	grupo	alternativoj	prononco
level	eksidu en la aŭton	اركب السيارة	get in the car	grupo	alternativoj	prononco
level	veturi al ~	للقيادة إلى ~	to drive to ~	grupo	alternativoj	prononco
level	kaj veturu al Italio	والقيادة إلى إيطاليا	and drive to Italy	grupo	alternativoj	prononco
level	sidis en la aŭto	جلس في السيارة	sat in the car	grupo	alternativoj	prononco
level	ankaŭ la vestaĵoj	أيضا الملابس	also the clothes	grupo	alternativoj	prononco
level	~ estis en la aŭto	~ كان في السيارة	~ was in the car	grupo	alternativoj	prononco
level	ankoraŭ sidadis kaj atendis	لا يزال يجلس وينتظر	still sat and waited	grupo	alternativoj	prononco
level	sed li atendis	لكنه انتظر	but he waited	grupo	alternativoj	prononco
level	kial ni ne ~ ?	لماذا لا نفعل ~ ؟	why don't we ~ ?	grupo	alternativoj	prononco
level	kial ni ne ekveturas?	لماذا لا نبدأ القيادة؟	why don't we start driving?	grupo	alternativoj	prononco
level	ankaŭ mi havas ~	لدي ~ أيضا	I have ~ too	grupo	alternativoj	prononco
level	veturigus la aŭton	سيقود السيارة	would drive the car	grupo	alternativoj	prononco
level	sed mi ne scias ~	لكنني لا أعرف ~	but I don't know ~	grupo	alternativoj	prononco
level	mi neniam lernis tion	لم أتعلم ذلك قط	I never learned that	grupo	alternativoj	prononco
level	mi kredus ~	سأصدق ~	I would believe ~	grupo	alternativoj	prononco
level	se mi estus sana	لو كنت بصحة جيدة	if I were healthy	grupo	alternativoj	prononco
level	mi estus tre feliĉa	سأكون سعيدا جدا	I would be very happy	grupo	alternativoj	prononco
level	kvazaŭ vi estus riĉulo	كما لو كنت غنيا	as if you were rich	grupo	alternativoj	prononco
