C.sv content.tsv
Level	Esperanto	sv	en-us	Grupo	Alternativoj	Pronoco
level	pilo	en hög (elektrisk), en battericell	a pile (electric), a battery cell	grupo	alternativoj	prononco
level	abstrakta	abstrakt	abstract	grupo	alternativoj	prononco
level	prelego	en föreläsning, ett föredrag	a lecture, a talk	grupo	alternativoj	prononco
level	medicino	medicin	medicine	grupo	alternativoj	prononco
level	hepato	en lever	a liver	grupo	alternativoj	prononco
level	marvirino	en sjöjungfru	a mermaid	grupo	alternativoj	prononco
level	demenculo	en demenssjuk	a dementia patient	grupo	alternativoj	prononco
level	finalo	en final, ett slutspel, en final	a final, a play-off, a finale	grupo	alternativoj	prononco
level	ŝatokupo	en hobby (=hobio)	a hobby (=hobio)	grupo	alternativoj	prononco
level	diplomato	en diplomat	a diplomat	grupo	alternativoj	prononco
level	eskimo	Eskimå	Eskimo	grupo	alternativoj	prononco
level	tinti	att klirra, att klirra	to tinkle, to jingle	grupo	alternativoj	prononco
level	Everesto	Everest	Everest	grupo	alternativoj	prononco
level	abrupte	tvärt	abruptly	grupo	alternativoj	prononco
level	intima	intim, cose	intimate, cose	grupo	alternativoj	prononco
level	figo	ett fikon	a fig	grupo	alternativoj	prononco
level	egale	lika, lika	equally, alike	grupo	alternativoj	prononco
level	fosilio	ett fossil	a fossil	grupo	alternativoj	prononco
level	moralo	moral	morals	grupo	alternativoj	prononco
level	barbiro	en frisör	a barber	grupo	alternativoj	prononco
level	bapti	att döpa	to baptize	grupo	alternativoj	prononco
level	regalo	en belöning	a treat	grupo	alternativoj	prononco
level	hispano	en spansk person	a Spanish person	grupo	alternativoj	prononco
level	trikoto	ett stickat tyg, stickat	a knit fabric, knitwear	grupo	alternativoj	prononco
level	antaŭnomo	ett förnamn	a first name	grupo	alternativoj	prononco
level	plumnomo	ett pennnamn	a pen name	grupo	alternativoj	prononco
level	heredaĵo	ett arv, arv	a heritage, inheritance	grupo	alternativoj	prononco
level	ĉifi	att skrynkla, att skrynkla, att skrynkla	to crumple, to wrincle, to crinkle	grupo	alternativoj	prononco
level	indiano	en indian	an Indian	grupo	alternativoj	prononco
level	tosto	en skål (dryckstal)	a toast (speech of drink)	grupo	alternativoj	prononco
level	strebi	att sträva efter	to strive for	grupo	alternativoj	prononco
level	deci	att befet, att vara passande, att vara lämplig	to befet, to be fitting, to be appropriate	grupo	alternativoj	prononco
level	burĝono	en knopp, en spire	a bud, a burgeon	grupo	alternativoj	prononco
level	klifo	en klippa	a cliff	grupo	alternativoj	prononco
level	klimatizilo	en luftkonditionering	a air conditioner	grupo	alternativoj	prononco
level	konstitucio	konstitution	constitution	grupo	alternativoj	prononco
level	kerno	en kärna, en kärna	a core, a kernel	grupo	alternativoj	prononco
level	feo	en älva, en älva, en ande	a fairy, a fay, a spirit	grupo	alternativoj	prononco
level	idealismo	idealism	idealism	grupo	alternativoj	prononco
level	paŝo	ett steg, ett steg	a step, a pace	grupo	alternativoj	prononco
level	varti	att ta hand om, att sköta	to look after, to nurse	grupo	alternativoj	prononco
level	kandidato	en kandidat, en sökande	a candidate, an applicant	grupo	alternativoj	prononco
level	pasinta	gått, sist, förbi	passed, last, past	grupo	alternativoj	prononco
level	rezulto	ett resultat	a result	grupo	alternativoj	prononco
level	gondolo	en gondol	a gondola	grupo	alternativoj	prononco
level	bis	igen! extranummer! en gång till!	again! encore! one more time!	grupo	alternativoj	prononco
level	komercisto	en köpman, en handlare	a merchant, a trader	grupo	alternativoj	prononco
level	aloo	en aloe	an aloe	grupo	alternativoj	prononco
level	prosperi	att blomstra, att bli framgångsrik	to prosper, to be successful	grupo	alternativoj	prononco
level	ekonomia	ekonomisk	economic	grupo	alternativoj	prononco
level	relativa	relativ	relative	grupo	alternativoj	prononco
level	baleno	en val	a whale	grupo	alternativoj	prononco
level	klasika	klassiskt, klassiskt	classical, classic	grupo	alternativoj	prononco
level	necesi	att vara nödvändig, att behöva	to be necessary, to behove	grupo	alternativoj	prononco
level	konsentite!	har kommit överens! handla!	having agreed! deal!	grupo	alternativoj	prononco
level	susuri	prassla, svissa, sörja	to rustle, to swish, to sough	grupo	alternativoj	prononco
level	iniciati	att initiera	to initiate	grupo	alternativoj	prononco
level	muelilo	en kvarn, en kvarn	a mill, a grinder	grupo	alternativoj	prononco
level	matenmanĝo	frukost, en frukost	breakfast, a breakfast	grupo	alternativoj	prononco
level	tragedio	en tragedi	a tragedy	grupo	alternativoj	prononco
level	izoli	isolera, isolera, isolera	to isolate, to insulate, to seclude	grupo	alternativoj	prononco
level	matenmanĝi	att äta frukost, att äta frukost	to have breakfast, to eat breakfast	grupo	alternativoj	prononco
level	reĝimo	en regim	a regime	grupo	alternativoj	prononco
level	esperantisto	en esperantist	an Esperantist	grupo	alternativoj	prononco
level	vespermanĝi	att äta middag, att äta middag	to have dinner, to eat dinner	grupo	alternativoj	prononco
level	pramo	en färja, en ponton	a ferry, a pontoon	grupo	alternativoj	prononco
level	monumento	ett monument	a monument	grupo	alternativoj	prononco
level	interkona vespero	en introduktionskväll	an introductory evening	grupo	alternativoj	prononco
level	batato	en sötpotatis	a sweet potato	grupo	alternativoj	prononco
level	humana	human, humanitär	humane, humanitarian	grupo	alternativoj	prononco
level	ekspluati	att utnyttja, att utnyttja, att dra orättvis fördel av	to exploit, to utilize, to take unfair advantage of	grupo	alternativoj	prononco
level	sufero	lidande, ett lidande	suffering, a suffer	grupo	alternativoj	prononco
level	solena	högtidlig, ceremoniell	solemn, ceremonious	grupo	alternativoj	prononco
level	Roterdamo	Rotterdam	Rotterdam	grupo	alternativoj	prononco
level	racio	förnuft, rationalitet, logiskt resonemang	reason, rationality, logical reasoning	grupo	alternativoj	prononco
level	dokumento	ett dokument	a document	grupo	alternativoj	prononco
level	salikoko	en räka	a shrimp	grupo	alternativoj	prononco
level	trejni	att träna, att coacha	to train, to coach	grupo	alternativoj	prononco
level	tagmeze	vid lunchtid	at noon	grupo	alternativoj	prononco
level	sinbano	bad, simning	bathing, swimming	grupo	alternativoj	prononco
level	skajpo	Skype	Skype	grupo	alternativoj	prononco
level	maso	massa, klump	mass, lump	grupo	alternativoj	prononco
level	dando	en dandy, en fashionista	a dandy, a fashionista	grupo	alternativoj	prononco
level	labortago	en arbetsdag	a working day	grupo	alternativoj	prononco
level	Argentino	Argentina	Argentina	grupo	alternativoj	prononco
level	paralelo	en parallell	a parallel	grupo	alternativoj	prononco
level	aeroplano	ett flygplan, ett flygplan	an airplane, an aeroplane	grupo	alternativoj	prononco
level	pipro	en paprika, en svartpeppar	a pepper, a black pepper	grupo	alternativoj	prononco
level	surtuto	en överrock	an overcoat	grupo	alternativoj	prononco
level	somera solstico	sommarsolstånd	summer solstice	grupo	alternativoj	prononco
level	rendevuo	ett möte, ett möte, ett datum	an appointment, a rendezvous, a date	grupo	alternativoj	prononco
level	vintra solstico	vintersolståndet	winter solstice	grupo	alternativoj	prononco
level	papo	Påve	Pope	grupo	alternativoj	prononco
level	ferioj	semester, semester	holidays, vacation	grupo	alternativoj	prononco
level	tufo	en tofs	a tuft	grupo	alternativoj	prononco
level	ĉerizfloro	en körsbärsblomma	a cherry blossom	grupo	alternativoj	prononco
level	pirato	en pirat	a pirate	grupo	alternativoj	prononco
level	tendenco	en tendens, en trend	a tendency, a trend	grupo	alternativoj	prononco
level	someraj ferioj	sommarlov	summer holidays	grupo	alternativoj	prononco
level	Mediteraneo	medelhavs	Mediterranean	grupo	alternativoj	prononco
level	pensiono	ett pensionat, ett pensionat	a guest house, a boarding house	grupo	alternativoj	prononco
level	vintraj ferioj	jullov	winter holidays	grupo	alternativoj	prononco
level	kahelo	en bricka	a tile	grupo	alternativoj	prononco
level	harmonio	en harmoni, en överenskommelse	an harmony, an accord	grupo	alternativoj	prononco
level	kompetenta	kompetent, kapabel	competent, capable	grupo	alternativoj	prononco
level	demokratio	en demokrati	a democracy	grupo	alternativoj	prononco
level	paradizo	ett paradis, himlen	a paradise, Heaven	grupo	alternativoj	prononco
level	albano	en albansk	an Albanian	grupo	alternativoj	prononco
level	akcesoro	ett tillbehör	an accessary	grupo	alternativoj	prononco
level	kupono	en kupong, en sub	a coupon, a sub	grupo	alternativoj	prononco
level	stano	tenn (metall)	tin (metal)	grupo	alternativoj	prononco
level	murpentraĵo	en väggmålning (målning), en väggmålning	a mural (painting), a wall painting	grupo	alternativoj	prononco
level	Nederlando	Nederländerna	Netherlands	grupo	alternativoj	prononco
level	nederlanda	holländska	Dutch	grupo	alternativoj	prononco
level	nederlandano	en holländsk	a Dutch	grupo	alternativoj	prononco
level	Norvegio	Norge	Norway	grupo	alternativoj	prononco
level	Danio	Danmark	Denmark	grupo	alternativoj	prononco
level	modifi	att modifiera	to modify	grupo	alternativoj	prononco
level	apogmuro	en bärande vägg	a supporting wall	grupo	alternativoj	prononco
level	Barcelono	Barcelona	Barcelona	grupo	alternativoj	prononco
level	kompanio	ett företag	a company	grupo	alternativoj	prononco
level	eŭro	euro	euro	grupo	alternativoj	prononco
level	persisti	att bestå, att förbli	to persist, to abide	grupo	alternativoj	prononco
level	pantoflo	en toffel	a slipper	grupo	alternativoj	prononco
level	balkanoj	Balkan	Balkans	grupo	alternativoj	prononco
level	italo	en italienare	an Italian	grupo	alternativoj	prononco
level	Bulgario	Bulgarien	Bulgaria	grupo	alternativoj	prononco
level	korekti	att korrigera	to correct	grupo	alternativoj	prononco
level	Brazilio	Brasilia	Brasilia	grupo	alternativoj	prononco
level	maksimumo	maximal	maximum	grupo	alternativoj	prononco
level	lupeo (grandiga vitro)	ett förstoringsglas (förstoringsglas)	a magnifying glass (magnifying glass)	grupo	alternativoj	prononco
level	gento	en etnisk grupp, släkt, familj, en ras, människor	an ethnic group, kin, family, a race, people	grupo	alternativoj	prononco
level	sunvitroj	solglasögon	sunglasses	grupo	alternativoj	prononco
level	Svedio	Sverige	Sweden	grupo	alternativoj	prononco
level	kartono	en kartong	a cardboard	grupo	alternativoj	prononco
level	damo	en dam	a lady	grupo	alternativoj	prononco
level	struto	en struts	an ostrich	grupo	alternativoj	prononco
level	haringo	en sill	a herring	grupo	alternativoj	prononco
level	materio	en meterial, en fråga	a meterial, a matter	grupo	alternativoj	prononco
level	girlando	en krans, en krans	a garland, a wreath	grupo	alternativoj	prononco
level	Irlando	Irland	Ireland	grupo	alternativoj	prononco
level	sunbaniĝi	att sola, att sola	to sunbathe, to suntane	grupo	alternativoj	prononco
level	kulto	en kult (av religiös tillbedjan)	a cult (of religious worship)	grupo	alternativoj	prononco
level	sunombrelo	ett parasoll	a parasol	grupo	alternativoj	prononco
level	suna sistemo	ett solsystem	a solar system	grupo	alternativoj	prononco
level	heĝo	en häck	a hedge	grupo	alternativoj	prononco
level	adori	att tillbe, att dyrka	to adore, to worship	grupo	alternativoj	prononco
level	pluvombrelo	ett regnparaply	a rain umbrella	grupo	alternativoj	prononco
level	fazeolo	en böna, en haricotböna, en löpböna	a bean, a haricot bean, a runner bean	grupo	alternativoj	prononco
level	deklamo	recitera, deklamation	reciting, declamation	grupo	alternativoj	prononco
level	maleolo	en fotled, en malleolus	an ankle, a malleolus	grupo	alternativoj	prononco
level	instanco	en instans, en domstol, en jurisdiktion	an instance, a court, a jurisdiction	grupo	alternativoj	prononco
level	digesti	att smälta	to digest	grupo	alternativoj	prononco
level	irano	Iran	Iran	grupo	alternativoj	prononco
level	pluvmantelo	en regnjacka	a raincoat	grupo	alternativoj	prononco
level	kompensi	att kompensera, att gottgöra	to compensate, to make amends for	grupo	alternativoj	prononco
level	traktato	ett fördrag, ett packt, en avhandling	a treaty, a packt, a treatise	grupo	alternativoj	prononco
level	akordo	en överenskommelse, en överenskommelse, ett ackord	an accord, an agreement, a chord	grupo	alternativoj	prononco
level	pluvego	ett kraftigt regn, skyfall	a heavy rain, downpour	grupo	alternativoj	prononco
level	uniformo	en uniform	a uniform	grupo	alternativoj	prononco
level	venĝi	att hämnas, att hämnas	to revenge, to avenge	grupo	alternativoj	prononco
level	ekpluvo	en dusch, börjar regna	a shower, starting to rain	grupo	alternativoj	prononco
level	higieno	hygien	hygiene	grupo	alternativoj	prononco
level	sekci	skära, skära, dissekera	to cut, to intersect, to dissect	grupo	alternativoj	prononco
level	karno	kött, kött	flesh, meat	grupo	alternativoj	prononco
level	pudro	ett pulver	a powder	grupo	alternativoj	prononco
level	rilato	relation, relation	relationship, relation	grupo	alternativoj	prononco
level	fripono	en skurk, en skurk, en skurk, en bedragare	a rogue, a rascal, a crook, a swindler	grupo	alternativoj	prononco
level	greko	en grekisk person	a Greek person	grupo	alternativoj	prononco
level	ekvatoro	Ekvator	Equator	grupo	alternativoj	prononco
level	kruciĝvojo	en tvärväg	a cross road	grupo	alternativoj	prononco
level	pekli	att sylta, till majs (i salt)	to pickle, to corn (in salt)	grupo	alternativoj	prononco
level	proverbo	ett ordspråk	a proverb	grupo	alternativoj	prononco
level	neglekti	att försumma	to neglect	grupo	alternativoj	prononco
level	kafkruĉo	en kaffekanna	a coffee pot	grupo	alternativoj	prononco
level	ansero	en gås	a goose	grupo	alternativoj	prononco
level	raŭpo	en larv	a caterpillar	grupo	alternativoj	prononco
level	buĉi	att slakta, att slakta	to butcher, to slaughter	grupo	alternativoj	prononco
level	italia	Italien	italia	grupo	alternativoj	prononco
level	vojponto	en vägbro	a road bridge	grupo	alternativoj	prononco
level	Japanio	Japan	Japan	grupo	alternativoj	prononco
level	japana	japanska	Japanese	grupo	alternativoj	prononco
level	pontlingvo	ett bryggspråk	a bridge language	grupo	alternativoj	prononco
level	redukti	att reducera	to reduce	grupo	alternativoj	prononco
level	cinamo	en kanel	a cinnamon	grupo	alternativoj	prononco
level	oceano	ett hav	an ocean	grupo	alternativoj	prononco
level	multipliki	att multiplicera	to multiply	grupo	alternativoj	prononco
level	doto	en hemgift	a dowry	grupo	alternativoj	prononco
level	paŭzo	en paus, en paus, en paus	a pause, a break, an intermission	grupo	alternativoj	prononco
level	kaskedo	en mössa (med visir)	a cap (with visor)	grupo	alternativoj	prononco
level	konversacii	att samtala, att prata, till dialog	to converse, to talk, to dialogue	grupo	alternativoj	prononco
level	kafopaŭzo	en fika	a coffee break	grupo	alternativoj	prononco
level	konkreta	betong	concrete	grupo	alternativoj	prononco
level	eskapi	att fly, att fly	to escape, to flee	grupo	alternativoj	prononco
level	logiko	en logik	a logic	grupo	alternativoj	prononco
level	spiti	att trotsa, att trotsa, att stå emot	to spite, to defy, to stand against	grupo	alternativoj	prononco
level	antaŭsento	förväntan, att ha en känsla, känsla	anticipation, having a feeling, presentiment	grupo	alternativoj	prononco
level	antaŭurbo	en förort	a suburb	grupo	alternativoj	prononco
level	kakto	en kaktus	a cactus	grupo	alternativoj	prononco
level	satiro	en satir	a satire	grupo	alternativoj	prononco
level	urbodomo	ett rådhus, ett rådhus	a city hall, a town hall	grupo	alternativoj	prononco
level	dimensio	en dimension, storlek	a dimension, size	grupo	alternativoj	prononco
level	obstina	envis, envis	obstinate, stubborn	grupo	alternativoj	prononco
level	motivo	ett motiv, en motivation	a motive, a motivation	grupo	alternativoj	prononco
level	urbego	en stor stad	a big city	grupo	alternativoj	prononco
level	bleki	att gnälla, att bråta, att mumla, att gnugga, att ryta	to bleat, to bray, to moo, to neigh, to roar	grupo	alternativoj	prononco
level	civila	civil, civil, icke-militär	civil, civilian, non-military	grupo	alternativoj	prononco
level	norvego	en norsk person	a Norwegian person	grupo	alternativoj	prononco
level	indigni	att vara indignerad, att förargas	to be indignant, to resent	grupo	alternativoj	prononco
level	simbolo	en symbol	a symbol	grupo	alternativoj	prononco
level	genro	ett kön	a gender	grupo	alternativoj	prononco
level	brando	en konjak	a brandy	grupo	alternativoj	prononco
level	longitudo	longitud	longitude	grupo	alternativoj	prononco
level	ĉerko	en kista, en kista	a coffin, a casket	grupo	alternativoj	prononco
level	lernoobjekto	ett lerninämne	a lernin subject	grupo	alternativoj	prononco
level	lernohoro	en lärande timme	a learning hour	grupo	alternativoj	prononco
level	trafiko	en trafik	a traffic	grupo	alternativoj	prononco
level	svedo	en svensk person	a Swedish person	grupo	alternativoj	prononco
level	lernoĉambro	ett klassrum (=klasĉambro)	a classroom (=klasĉambro)	grupo	alternativoj	prononco
level	lernokotizo	en skolavgift	a school fee	grupo	alternativoj	prononco
level	lesivo	lut, kaliumklorid, blekmedel	lye, potash, bleach	grupo	alternativoj	prononco
level	akno	en akne, en finne	an acne, a pimple	grupo	alternativoj	prononco
level	infero	ett inferno, ett helvete, underjorden	an inferno, a hell, underworld	grupo	alternativoj	prononco
level	lernosako	en skolväska	a school bag	grupo	alternativoj	prononco
level	substantivo	ett substantiv, ett substantiv	a substantive, a noun	grupo	alternativoj	prononco
level	islando	Island	Iceland	grupo	alternativoj	prononco
level	malica	illvillig, illvillig	malicious, malevolent	grupo	alternativoj	prononco
level	latitudo	latitud	latitude	grupo	alternativoj	prononco
level	pado (arbarvojeto)	en stig (i skogen), en väg (i en skog)	a path (in the wood), a way (in a forest)	grupo	alternativoj	prononco
level	buklo	en ögla, en lock, en ringlet, ett lås, en lock	a loop, a curl, a ringlet, a lock, a tress	grupo	alternativoj	prononco
level	akupunkturo	en akupunktur	an acupuncture	grupo	alternativoj	prononco
level	metilernanto	en lärling	an apprentice	grupo	alternativoj	prononco
level	sorgo	en sorghum	a sorghum	grupo	alternativoj	prononco
level	grati	att klia	to scratch	grupo	alternativoj	prononco
level	analizi	att analysera	to analyse	grupo	alternativoj	prononco
level	gripo	ett grepp, en influensa (=influensa)	a grip, a flu (=influenco)	grupo	alternativoj	prononco
level	paciento	en patient	a patient	grupo	alternativoj	prononco
level	brido	ett träns, en tygel, en återhållsamhet	a bridle, a rein, a restraint	grupo	alternativoj	prononco
level	mirtelo	ett blåbär, ett huckleberry, ett hornbär	a bilberry, a huckleberry, a whortleberry	grupo	alternativoj	prononco
level	ambasadoro	en ambassadör	an ambassador	grupo	alternativoj	prononco
level	oratori	att hålla ett tal, att haranera	to deliver an oration, to harangue	grupo	alternativoj	prononco
level	amato	en älskad, en älskad	a beloved, a beloved one	grupo	alternativoj	prononco
level	kombilo	en kam	a comb	grupo	alternativoj	prononco
level	Jugoslavio	Jugoslavien	Yugoslavia	grupo	alternativoj	prononco
level	establi	att etablera, att bygga	to establish, to build	grupo	alternativoj	prononco
level	nuba	molnigt, oklart	cloudy, unclear	grupo	alternativoj	prononco
level	volumo	en volym (med böcker)	a volume (of books)	grupo	alternativoj	prononco
level	aŭtomata	automatisk	automatic	grupo	alternativoj	prononco
level	monstro	ett monster, ett missfoster	a monster, a freak	grupo	alternativoj	prononco
level	spirita	andlig	spiritual	grupo	alternativoj	prononco
level	landlima	av en landgräns, av en gräns	of a land limit, of a border	grupo	alternativoj	prononco
level	ĉiopova	allsmäktig, allsmäktig, allsmäktig	almighty, all-powered, omnipotent	grupo	alternativoj	prononco
level	kalkanumo	häl	heel	grupo	alternativoj	prononco
level	sindikato	ett syndikat, en fackförening, en fackförening	a syndicate, a labor-union, a trade-union	grupo	alternativoj	prononco
level	propraĵo	en egendom, en besittning	a property, a possesion	grupo	alternativoj	prononco
level	landlimo	en landgräns, en gräns	a land limit, a border	grupo	alternativoj	prononco
level	politikisto	en politiker	a politician	grupo	alternativoj	prononco
level	timo	en rädsla	a fear	grupo	alternativoj	prononco
level	dommastrino	en hemmafru	a housewife	grupo	alternativoj	prononco
level	benzinstacio	en bensinstation	a gas station	grupo	alternativoj	prononco
level	unika	unik	unique	grupo	alternativoj	prononco
level	regula	regelbunden	regular	grupo	alternativoj	prononco
level	subtrahi	att subtrahera, att dra av	to subtract, to deduct	grupo	alternativoj	prononco
level	premii	att dela ut, att dela ut ett pris	to award, to award a prize	grupo	alternativoj	prononco
level	greka	grekisk	Greek	grupo	alternativoj	prononco
level	mejlo	en mil	a mile	grupo	alternativoj	prononco
level	aflikti	att plåga, att sörja	to afflict, to grieve	grupo	alternativoj	prononco
level	raso	ras, en ras, en ras	race, a race, a breed	grupo	alternativoj	prononco
level	spinaco	en spenat	a spinach	grupo	alternativoj	prononco
level	fromaĝkuko	en ostkaka	a cheese cake	grupo	alternativoj	prononco
level	inventi	att uppfinna	to invent	grupo	alternativoj	prononco
level	grandioza	storslagen, storartad, praktfull	grandiose, magnificent, splendid	grupo	alternativoj	prononco
level	laŭdo	en hyllning, en hyllning	a praise, a laud	grupo	alternativoj	prononco
level	formulo	en formel	a formula	grupo	alternativoj	prononco
level	lubriki	att smörja	to lubricate	grupo	alternativoj	prononco
level	komedio	en komedi	a comedy	grupo	alternativoj	prononco
level	stirilo (direktilo)	en ratt	a steering wheel	grupo	alternativoj	prononco
level	federacio	ett förbund	a federation	grupo	alternativoj	prononco
level	bruo	buller, ett brus	noise, a noise	grupo	alternativoj	prononco
level	juste	ganska	fairly	grupo	alternativoj	prononco
level	inundi	att översvämma, att översvämma	to flood, to inundate	grupo	alternativoj	prononco
level	miraklo	ett mirakel	a miracle	grupo	alternativoj	prononco
level	ofendi	att förolämpa	to offend	grupo	alternativoj	prononco
level	abandoni	att överge, att avstå	to abandon, to relinquish	grupo	alternativoj	prononco
level	rozkolora	rosa (färg), rosa färg	pink (color), rose colored	grupo	alternativoj	prononco
level	ekipi	att utrusta, att möblera	to equip, to furnish	grupo	alternativoj	prononco
level	musko	en mossa	a moss	grupo	alternativoj	prononco
level	metroo	tunnelbana, tunnelbana, tunnelbana	metro, subway train, tube	grupo	alternativoj	prononco
level	fonti	att springa (från en källa), att välla upp	to spring (from a source), to well up	grupo	alternativoj	prononco
level	velado	en segling	a sailing	grupo	alternativoj	prononco
level	veliri	att segla	to sail	grupo	alternativoj	prononco
level	akcento	en brytning	an accent	grupo	alternativoj	prononco
level	hejmtasko	en läxa	a homework	grupo	alternativoj	prononco
level	termofonto	en varm källa	a hot spring	grupo	alternativoj	prononco
level	bagatelo	en bagatelle, en bagatell	a bagatelle, a trifle	grupo	alternativoj	prononco
level	alarmo	ett larm, ett larm	an alarm, an alert	grupo	alternativoj	prononco
level	analfabeto	en analfabet, ett analfabet	an illiterate, an analphabet	grupo	alternativoj	prononco
level	termobotelo	en termos (en flaska)	a thermos (a bottle)	grupo	alternativoj	prononco
level	antarkto	Antarktis	Antarctica	grupo	alternativoj	prononco
level	teknologio	teknik, en teknik	technology, a technology	grupo	alternativoj	prononco
level	fuĝi	att fly, att fly	to flee, to run away	grupo	alternativoj	prononco
level	atom-energia centralo	ett kärnkraftverk	a nuclear power plant	grupo	alternativoj	prononco
level	azaleo	en azalea	an azalea	grupo	alternativoj	prononco
level	teknologia	teknologisk	technological	grupo	alternativoj	prononco
level	alko	en älg	an elk	grupo	alternativoj	prononco
level	riveli	avslöja, utveckla (foto)	to reveal, to develop (photo)	grupo	alternativoj	prononco
level	brajlo	en punktskrift	a braille	grupo	alternativoj	prononco
level	ŝoso	en grodd, ett skott	a sprout, a shoot	grupo	alternativoj	prononco
level	dialogo	en dialog	a dialogue	grupo	alternativoj	prononco
level	buŝharmoniko	ett munspel	a harmonica	grupo	alternativoj	prononco
level	teknika	teknisk	technical	grupo	alternativoj	prononco
level	verkisto	en författare, en författare	an author, a writer	grupo	alternativoj	prononco
level	cunamo	en tsunami	a tsunami	grupo	alternativoj	prononco
level	kontinento	en kontinent	a continent	grupo	alternativoj	prononco
level	konsulo	en konsul	a consul	grupo	alternativoj	prononco
level	kaduka	förfallen, förfallen	dilapidated, decayed	grupo	alternativoj	prononco
level	Hispanio	Spanien	Spain	grupo	alternativoj	prononco
level	fajrobrigado	en brandkår, en brandkår	a fire brigade, a fire department	grupo	alternativoj	prononco
level	mineralo	ett mineral	a mineral	grupo	alternativoj	prononco
level	fantomo	en spöke, ett spöke	a phantom, a ghost	grupo	alternativoj	prononco
level	geografio	geografi	geography	grupo	alternativoj	prononco
level	fiŝhoko	en fiskkrok	a fish hook	grupo	alternativoj	prononco
level	fajrbrigadano	en brandman (till en brandkår)	a fireman (of a fire brigade)	grupo	alternativoj	prononco
level	fajrilo	en tändare	a lighter	grupo	alternativoj	prononco
level	tramo	en spårvagn, en spårvagn	a tram, a streetcar	grupo	alternativoj	prononco
level	murdi	att mörda	to murder	grupo	alternativoj	prononco
level	infekti	att infektera, att kontaminera	to infect, to contaminate	grupo	alternativoj	prononco
level	galaksio	en galax	a galaxy	grupo	alternativoj	prononco
level	filozofio	filosofi	philosophy	grupo	alternativoj	prononco
level	monofero	ett penningbidrag	a money contribution	grupo	alternativoj	prononco
level	geno	en gen	a gene	grupo	alternativoj	prononco
level	glaciejo	en glaciär	a glacier	grupo	alternativoj	prononco
level	terapio	terapi	therapy	grupo	alternativoj	prononco
level	sledo	en släde, en släde, en släde	a sleigh, a sled, a sledge	grupo	alternativoj	prononco
level	glacimonto (bankizo)	ett isberg (en iskappa)	an iceberg (an ice cap)	grupo	alternativoj	prononco
level	novelo	en novell, en roman	a short story, a novel	grupo	alternativoj	prononco
level	kolektiva	kollektiv	collective	grupo	alternativoj	prononco
level	glacipendaĵo	en istapp	an icicle	grupo	alternativoj	prononco
level	gutetigilo	en spray	a spray	grupo	alternativoj	prononco
level	poŝmono	fickpengar, ett bidrag (pengar)	pocket money, an allowance (money)	grupo	alternativoj	prononco
level	hibisko	en hibiskus	a hibiscus	grupo	alternativoj	prononco
level	ekzekuti	att verkställa	to execute	grupo	alternativoj	prononco
level	injektilo	en injektor, en spruta	an injector, a syringe	grupo	alternativoj	prononco
level	leŭtenanto	en löjtnant	a lieutenant	grupo	alternativoj	prononco
level	jogano	en yogi	a yogi	grupo	alternativoj	prononco
level	ŝmirmono	en muta (pengar)	a bribe (money)	grupo	alternativoj	prononco
level	kaligrafo	en kalibrering	a caligraphy	grupo	alternativoj	prononco
level	balbuti	stamma, stamma	to stammer, to stutter	grupo	alternativoj	prononco
level	kaskado	en kaskad, ett vattenfall	a cascade, a waterfall	grupo	alternativoj	prononco
level	kiosko	en kiosk	a kiosque	grupo	alternativoj	prononco
level	fluida	av vätska, vätska	of fluid, liquid	grupo	alternativoj	prononco
level	mikrofono	en mikrofon	a microphone	grupo	alternativoj	prononco
level	blasfemi	att häda	to blaspheme	grupo	alternativoj	prononco
level	komputila pirato	en datorpirat, en hackare	a computer pirate, a hacker	grupo	alternativoj	prononco
level	vagi	vandra, vandra, slingra sig	to wander, to ramble, to meander	grupo	alternativoj	prononco
level	perspektivo	ett perspektiv	a perspective	grupo	alternativoj	prononco
level	adverbo	ett adverb	an adverb	grupo	alternativoj	prononco
level	kudromaŝino	en symaskin (=stebmaŝino)	a sewing machine (=stebmaŝino)	grupo	alternativoj	prononco
level	kombini	att kombinera	to combine	grupo	alternativoj	prononco
level	atribui	att tillskriva	to attribute	grupo	alternativoj	prononco
level	libelo	en trollslända	a dragonfly	grupo	alternativoj	prononco
level	amfiteatro	en amfiteater (en cirkulär teater)	an amphitheater (a circular theater)	grupo	alternativoj	prononco
level	ŝtrumpeto	en strumpa	a sock	grupo	alternativoj	prononco
level	akto	en akt	an act	grupo	alternativoj	prononco
level	moskitvualo (-kurteno)	ett myggnät	a mosquito net	grupo	alternativoj	prononco
level	amori	att älska sexuellt, att älska	to love sexually, to make love	grupo	alternativoj	prononco
level	kolombo	en duva, en duva	a dove, a pigeon	grupo	alternativoj	prononco
level	naskiĝloko	en födelseort, en hemstad, hembygd (=hejmloko)	a birthplace, a hometown, homestead (=hejmloko)	grupo	alternativoj	prononco
level	vibri	att vibrera	to vibrate	grupo	alternativoj	prononco
level	oksigeno	syre	oxygen	grupo	alternativoj	prononco
level	aŭdaca	djärv, djärv, vågad	audacious, bold, daring	grupo	alternativoj	prononco
level	oscedo	gäspa	yawn	grupo	alternativoj	prononco
level	brosi	att borsta	to brush	grupo	alternativoj	prononco
level	pafarko	en båge	a bow	grupo	alternativoj	prononco
