C.pt content.tsv
Level	Esperanto	pt	en-us	Grupo	Alternativoj	Pronoco
level	fiŝboato	um barco de pesca	a fishing boat	grupo	alternativoj	prononco
level	mem kompreneble	autoexplicativo	self-explanatorily	grupo	alternativoj	prononco
level	flegistino	uma enfermeira	a nurse	grupo	alternativoj	prononco
level	ni diru	Digamos	let's say	grupo	alternativoj	prononco
level	traktoro	um trator	a tractor	grupo	alternativoj	prononco
level	Ido	Ido (uma língua infantil do Esperanto)	Ido (a child language of Esperanto)	grupo	alternativoj	prononco
level	florpoto	um vaso de flores	a flower pot	grupo	alternativoj	prononco
level	florvazo	um vaso de flores	a flower vase	grupo	alternativoj	prononco
level	heredi	herdar	to inherit	grupo	alternativoj	prononco
level	flugbileto	uma passagem aérea	an air ticket	grupo	alternativoj	prononco
level	robo	um vestido	a dress	grupo	alternativoj	prononco
level	egipto	uma pessoa egípcia	an Egyptian person	grupo	alternativoj	prononco
level	-unt	(sufixo) condicional ativo	(suffix)  conditional active	grupo	alternativoj	prononco
level	frenezulo	um fanático, um lunático, um maníaco	a fanatic, a lunatic, a maniac	grupo	alternativoj	prononco
level	ekde	desde	since	grupo	alternativoj	prononco
level	observi	Observar	to observe	grupo	alternativoj	prononco
level	edziĝi (kun ~)	para se tornar um marido, para se casar (com ~)	to become a husband, to get married (with ~)	grupo	alternativoj	prononco
level	bambuo	um bambu	a bamboo	grupo	alternativoj	prononco
level	turko	um turco	a Turkish	grupo	alternativoj	prononco
level	glumarko	um adesivo	a sticker	grupo	alternativoj	prononco
level	akceptebla	aceitável	acceptable	grupo	alternativoj	prononco
level	alvenigi	fazer chegar	to make arrive	grupo	alternativoj	prononco
level	boato	um barco	a boat	grupo	alternativoj	prononco
level	aligatori	falar em não esperanto (inglês)	to speak in non-Esperanto (English)	grupo	alternativoj	prononco
level	arbeto	uma pequena árvore	a small tree	grupo	alternativoj	prononco
level	harpinglo	um grampo de cabelo, um suporte	a hairpin, a bracket	grupo	alternativoj	prononco
level	konsekvenco	Uma consequencia	a consequence	grupo	alternativoj	prononco
level	polo	um polaco, um poleiro	a Polish person, a polander	grupo	alternativoj	prononco
level	edziniĝi (kun ~)	para se tornar uma esposa, para se casar (com ~)	to become a wife, to get married (with ~)	grupo	alternativoj	prononco
level	harpo	uma harpa	a harp	grupo	alternativoj	prononco
level	aĉetumi	ir às compras	to go shopping	grupo	alternativoj	prononco
level	aŭdiĝi	ouvir, ser ouvido	to hear, to be heard	grupo	alternativoj	prononco
level	geedzoj	(ambos) marido e mulher, um casal	(both) husband and wife, a married couple	grupo	alternativoj	prononco
level	belaĵo	algo lindo	something beatiful	grupo	alternativoj	prononco
level	bonega	muito bom, realmente muito bom	very good, really really good	grupo	alternativoj	prononco
level	denove	de novo	again	grupo	alternativoj	prononco
level	skandinavo	uma pessoa escandinava	a Scandinavian person	grupo	alternativoj	prononco
level	dikiĝi	ficar gordo	to become fat	grupo	alternativoj	prononco
level	populara	popular	popular	grupo	alternativoj	prononco
level	infanĉareto	um carrinho de bebê, um carrinho de bebê	a perambulator, a pram	grupo	alternativoj	prononco
level	dolorige	dolorosamente	painfully	grupo	alternativoj	prononco
level	infanĝardeno	um jardim de infância	a kindergarten	grupo	alternativoj	prononco
level	dumnokte	durante a noite	during the night	grupo	alternativoj	prononco
level	geavoj	avós	grandparents	grupo	alternativoj	prononco
level	kondamni	condenar, condenar, declarar culpado	to condemn, to convict, to find guilty	grupo	alternativoj	prononco
level	ekkrii	Gritar	to cry out	grupo	alternativoj	prononco
level	argumenti	argumentar	to argue	grupo	alternativoj	prononco
level	ekridi	(explodir) rir	to (blast)laugh	grupo	alternativoj	prononco
level	kajto (flugdrako)	uma pipa (um dragão voador)	a kite (a flying dragon)	grupo	alternativoj	prononco
level	disputi	argumentar, disputar, contender	to argue, to dispute, to contend	grupo	alternativoj	prononco
level	pasaĝero	um passageiro	a passenger	grupo	alternativoj	prononco
level	eksalti	para começar a pular	to start jumping	grupo	alternativoj	prononco
level	evolucio	evolução (=evoluado, evoluo)	evolution (=evoluado, evoluo)	grupo	alternativoj	prononco
level	gloro	uma glória, uma fama	a glory, a fame	grupo	alternativoj	prononco
level	financo	finança	finance	grupo	alternativoj	prononco
level	elstara	brilhante, excelente	brilliant, outstanding	grupo	alternativoj	prononco
level	gefiloj	crianças, filhos e filhas	children, sons and daughters	grupo	alternativoj	prononco
level	facilmova	fácil de mover	easy to move	grupo	alternativoj	prononco
level	geedziĝinta	casado	married	grupo	alternativoj	prononco
level	koto	lama, sujeira	mud, dirt	grupo	alternativoj	prononco
level	fermita	fechado	closed	grupo	alternativoj	prononco
level	kvitanco	uma receita	a receipt	grupo	alternativoj	prononco
level	lardo	um bacon	a bacon	grupo	alternativoj	prononco
level	etiketo	uma etiqueta, um rótulo, uma etiqueta, um código de conduta	an etiquette, a label, a tag, code of conduct	grupo	alternativoj	prononco
level	ladskatolo	uma lata	a tin can	grupo	alternativoj	prononco
level	identa	idêntico	identical	grupo	alternativoj	prononco
level	skui	agitar	to shake	grupo	alternativoj	prononco
level	lavomaŝino	uma lavadora, uma máquina de lavar	a washer, a washing machine	grupo	alternativoj	prononco
level	geamikoj	amigos (homens e mulheres)	friends (male and female)	grupo	alternativoj	prononco
level	gelernantoj	estudantes (homens e mulheres)	students (male and female)	grupo	alternativoj	prononco
level	gravulo	uma pessoa importante	an important person	grupo	alternativoj	prononco
level	dediĉi	dedicar, dedicar	to dedicate, to devote	grupo	alternativoj	prononco
level	geknaboj	meninos e meninas	boys and girls	grupo	alternativoj	prononco
level	havinda	Vale a pena ter	worth having	grupo	alternativoj	prononco
level	hommulto	pessoas, pessoas em massa	people, mass people	grupo	alternativoj	prononco
level	admiri	admirar	to admire	grupo	alternativoj	prononco
level	magneto	um ímã	a magnet	grupo	alternativoj	prononco
level	industriisto	um industrialista	an industriallist	grupo	alternativoj	prononco
level	delfeno	um golfinho	a dolphin	grupo	alternativoj	prononco
level	manĝobastonetoj	pauzinhos	chopsticks	grupo	alternativoj	prononco
level	ekstrema	extremo	extreme	grupo	alternativoj	prononco
level	eksedziĝo	divórcio (masculino)	divorce (male)	grupo	alternativoj	prononco
level	sklavo	um escravo	a slave	grupo	alternativoj	prononco
level	mamzono	um sutiã, um sutiã	a bra, a brassiere	grupo	alternativoj	prononco
level	koncentri	concentrar	to concentrate	grupo	alternativoj	prononco
level	iro	um caminho a percorrer	a way to go	grupo	alternativoj	prononco
level	manĝoskatolo	uma lancheira	a lunch box	grupo	alternativoj	prononco
level	faco	um rosto, uma superfície	a face, a surface	grupo	alternativoj	prononco
level	eksedziĝinta	divorciado (homem)	divorced (male)	grupo	alternativoj	prononco
level	manpremo	um aperto de mão	a handshake	grupo	alternativoj	prononco
level	karulo	uma pessoa querida	a beloved person	grupo	alternativoj	prononco
level	komponi	compor	to compose	grupo	alternativoj	prononco
level	generalo	um general	a general	grupo	alternativoj	prononco
level	eksedziniĝinta	divorciada (feminina)	divorced (female)	grupo	alternativoj	prononco
level	klubano	um membro do clube	a club member	grupo	alternativoj	prononco
level	riski	arriscar, aventurar-se	to risk, to venture	grupo	alternativoj	prononco
level	mevo	uma gaivota, uma gaivota	a gull, a sea gull	grupo	alternativoj	prononco
level	agento	um agente	an agent	grupo	alternativoj	prononco
level	kunmanĝi	comer juntos	to eat together	grupo	alternativoj	prononco
level	banano	uma banana	a banana	grupo	alternativoj	prononco
level	barko	uma barca, um pequeno navio	a barque, a small ship	grupo	alternativoj	prononco
level	kunulino	uma presidiária	a female inmate	grupo	alternativoj	prononco
level	montaro	uma cadeia de montanhas	a mountain range	grupo	alternativoj	prononco
level	bopatro	um sogro	a father-in-law	grupo	alternativoj	prononco
level	artiko	uma junta, dobradiça, articulação	a joint, hinge, articulation	grupo	alternativoj	prononco
level	mortinto	uma pessoa falecida	a deceased person	grupo	alternativoj	prononco
level	lampeto	uma pequena lâmpada	a small lamp	grupo	alternativoj	prononco
level	fundamento	fundação, uma fundação	foundation, a foundation	grupo	alternativoj	prononco
level	libertempo	Tempo livre	free time	grupo	alternativoj	prononco
level	muziknoto	uma nota musical	a musical note	grupo	alternativoj	prononco
level	intelekto	intelecto, mente	intellect, mind	grupo	alternativoj	prononco
level	alterni	alternar	to alternate	grupo	alternativoj	prononco
level	majesta	majestoso	majestic	grupo	alternativoj	prononco
level	lumigi	para fazer luz	to make light	grupo	alternativoj	prononco
level	malbela	feio	ugly	grupo	alternativoj	prononco
level	nudelo	um macarrão	a noodle	grupo	alternativoj	prononco
level	imposto	imposto	tax	grupo	alternativoj	prononco
level	citi	citar, citar	to quote, to cite	grupo	alternativoj	prononco
level	malbono	maldade	badness	grupo	alternativoj	prononco
level	manipuli	manipular, manusear, gerenciar	to manipulate, to handle, to manage	grupo	alternativoj	prononco
level	malfeliĉo	uma infelicidade	an unhappiness	grupo	alternativoj	prononco
level	malforte	fracamente	weakly	grupo	alternativoj	prononco
level	akso	um eixo	an axis	grupo	alternativoj	prononco
level	praa	pré-histórico, muito antigo, remoto	prehistorical, very old, remote	grupo	alternativoj	prononco
level	mallaŭte	em voz baixa	in low voice	grupo	alternativoj	prononco
level	periodaĵo	um periódico	a periodical	grupo	alternativoj	prononco
level	groto	uma gruta, uma caverna, um buraco	a grotto, a cave, a pothole	grupo	alternativoj	prononco
level	praavo	um tataravô (remoto)	a great great grandfather (remote)	grupo	alternativoj	prononco
level	profesio	uma profissão	a profession	grupo	alternativoj	prononco
level	mallumo	escuridão	darkness	grupo	alternativoj	prononco
level	posteno	uma posição	a position	grupo	alternativoj	prononco
level	ironio	uma ironia	an irony	grupo	alternativoj	prononco
level	malmultekosta	barato	cheap	grupo	alternativoj	prononco
level	fiziko	física	physics	grupo	alternativoj	prononco
level	malproksime	distante	far away	grupo	alternativoj	prononco
level	malsaĝa	bobagem	silly	grupo	alternativoj	prononco
level	poŝtelefono	um telefone celular	a mobile phone	grupo	alternativoj	prononco
level	praarbaro	uma floresta primitiva	a primeval forest	grupo	alternativoj	prononco
level	poŝtoficejo	um correio	a post office	grupo	alternativoj	prononco
level	malsukcesa	sem sucesso, falhando	unsuccessful, failing	grupo	alternativoj	prononco
level	plekti	trançar, trançar, entrelaçar, enrolar	to braid, to plait, to twine, to wreathe	grupo	alternativoj	prononco
level	rumano	uma pessoa romena	a Romanian person	grupo	alternativoj	prononco
level	elasta	elástico	elastic	grupo	alternativoj	prononco
level	manĝegi	comer muito	to eat much	grupo	alternativoj	prononco
level	mortigo	um assassinato (=murdo)	a murder (=murdo)	grupo	alternativoj	prononco
level	oblikva	oblíquo, inclinado, torto	oblique, slanting, askew	grupo	alternativoj	prononco
level	verando	uma varanda, um alpendre	a veranda, a porch	grupo	alternativoj	prononco
level	rabi	para roubar	to rob	grupo	alternativoj	prononco
level	retletero	um email	an email	grupo	alternativoj	prononco
level	orienti	orientar	to orientate	grupo	alternativoj	prononco
level	eksplodi	explodir	to explode	grupo	alternativoj	prononco
level	alternativo	uma alternativa	an alternative	grupo	alternativoj	prononco
level	naskiĝtaga	aniversário	birthday's	grupo	alternativoj	prononco
level	efekto	um efeito	an effect	grupo	alternativoj	prononco
level	fasti	jejuar (abster-se de comida)	to fast (abstain from food)	grupo	alternativoj	prononco
level	nehoma	desumano	inhumane	grupo	alternativoj	prononco
level	nokta	noturno, noturno, noturno	night's, nightly, nocturnal	grupo	alternativoj	prononco
level	diametro	um diâmetro	a diameter	grupo	alternativoj	prononco
level	paŝti	pastar, pastorear, alimentar	to pasture, to shepherd, to feed	grupo	alternativoj	prononco
level	paperujo	uma lixeira para lixo de papel	a bin for paper garbage	grupo	alternativoj	prononco
level	miskompreni	entender mal	to misunderstand	grupo	alternativoj	prononco
level	kozako	uma pessoa cossaca	a Cossack person	grupo	alternativoj	prononco
level	varo	mercadoria, bem comercial, mercadorias, mercadorias	commodity, trade good, merchandise, wares	grupo	alternativoj	prononco
level	plenigadi	para continuar enchendo	to keep filling	grupo	alternativoj	prononco
level	nuko	uma nuca, um pescoço	a nape, a neck	grupo	alternativoj	prononco
level	tipo	tipo, exemplo, modelo	type, example, model	grupo	alternativoj	prononco
level	plimulto	uma maioria	a majority	grupo	alternativoj	prononco
level	irako	Iraque	Iraq	grupo	alternativoj	prononco
level	resumo	um resumo, um resumo, um currículo, um resumo	a summary, a digest, a résumé, a sum-up	grupo	alternativoj	prononco
level	promeno	um passeio, uma caminhada	a promenade, a walking	grupo	alternativoj	prononco
level	horizontalo	uma linha horizontal	a horizontal line	grupo	alternativoj	prononco
level	fi-	(prefixo) vergonhoso, nojento, sujo	(prefix)  shameful, disgusting, dirty	grupo	alternativoj	prononco
level	aŭkcio	um leilão	an auction	grupo	alternativoj	prononco
level	konkludi	concluir	to conclude	grupo	alternativoj	prononco
level	salivo	saliva, escravo	saliva, slaver	grupo	alternativoj	prononco
level	subvencio	um subsídio, uma subvenção	a subsidy, a grant	grupo	alternativoj	prononco
level	realigi	perceber	to realise	grupo	alternativoj	prononco
level	koralo	um coral	a coral	grupo	alternativoj	prononco
level	cirkuli	circular, percorrer	to circulate, to go about	grupo	alternativoj	prononco
level	rekapti	pegar de novo	to catch again	grupo	alternativoj	prononco
level	ekstari	levantar-se, levantar-se	to get stand up, to rise	grupo	alternativoj	prononco
level	ambasado	uma embaixada	an embassy	grupo	alternativoj	prononco
level	riĉeco	riqueza	richness	grupo	alternativoj	prononco
level	rekonstrui	reconstruir, reconstruir	to rebuild, to reconstruct	grupo	alternativoj	prononco
level	kukumo	um pepino	a cucumber	grupo	alternativoj	prononco
level	samklubano	membro do mesmo clube	a member of a same club	grupo	alternativoj	prononco
level	konsulti	consultar, procurar	to consult, to look up	grupo	alternativoj	prononco
level	seninterese	sem interesses (=malinterês)	without interests (=malinterese)	grupo	alternativoj	prononco
level	sensukcese	sem sucesso	without success	grupo	alternativoj	prononco
level	eĉ se ~	mesmo que ~	even if ~	grupo	alternativoj	prononco
level	modelo	uma modelo	a model	grupo	alternativoj	prononco
level	rimo	uma rima	a rhyme	grupo	alternativoj	prononco
level	senvorte	sem palavras	without words	grupo	alternativoj	prononco
level	referenco	uma referência	a reference	grupo	alternativoj	prononco
level	komandi	comandar	to command	grupo	alternativoj	prononco
level	krizo	uma crise	a crisis	grupo	alternativoj	prononco
level	vinagro	um vinagre	a vinegar	grupo	alternativoj	prononco
level	soleca	único, sozinho	sole, alone	grupo	alternativoj	prononco
level	dano	uma pessoa dinamarquesa, um dinamarquês	a Danish person, a dane	grupo	alternativoj	prononco
level	ŝtofo	um tecido, têxtil, pano, material de pano	a fabric, textile, cloth, cloth material	grupo	alternativoj	prononco
level	viŝilo	uma borracha, um limpador	an eraser, a wiper	grupo	alternativoj	prononco
level	konfidenco	uma confidencialidade, confiança, segredo	a confidentiality, confidence, secret	grupo	alternativoj	prononco
level	sportisto	um esportista	a sportsman	grupo	alternativoj	prononco
level	arabo	uma pessoa árabe, um árabe	an Arabean person, an Arab	grupo	alternativoj	prononco
level	varii	variar	to vary	grupo	alternativoj	prononco
level	subakviĝi	afundar	to sink	grupo	alternativoj	prononco
level	oficiro	um oficial (militar)	an officer (military)	grupo	alternativoj	prononco
level	ĉasisto	um caçador	a hunter	grupo	alternativoj	prononco
level	konferenco	uma conferência	a conference	grupo	alternativoj	prononco
level	surhavi	vestir	to wear on	grupo	alternativoj	prononco
level	animalo	um animal	an animal	grupo	alternativoj	prononco
level	teroristo	um terrorista	a terrorist	grupo	alternativoj	prononco
level	nobla	nobre	noble	grupo	alternativoj	prononco
level	travivaĵo	um viver, uma experiência, uma experiência	a live-through, an undergo, an experience	grupo	alternativoj	prononco
level	komunismo	O comunismo	communism	grupo	alternativoj	prononco
level	ŝinko	um presunto	a ham	grupo	alternativoj	prononco
level	aspiri	aspirar a, estar ansioso por	to aspire to, to be eager for	grupo	alternativoj	prononco
level	ŝarko	um tubarão	a shark	grupo	alternativoj	prononco
level	buko	uma fivela	a buckle	grupo	alternativoj	prononco
level	kvartalo	um distrito, bairro, bairro	a district, quarter, neighborhood	grupo	alternativoj	prononco
level	ŝildo	um escudo	a shield	grupo	alternativoj	prononco
level	veturigi	dirigir	to drive	grupo	alternativoj	prononco
level	vidvo	um viúvo	a widower	grupo	alternativoj	prononco
level	Kanado	Canadá	Canada	grupo	alternativoj	prononco
level	strigo	uma coruja	an owl	grupo	alternativoj	prononco
level	stilo	um estilo	a style	grupo	alternativoj	prononco
level	ŝimo	um molde	a mold	grupo	alternativoj	prononco
level	aplaŭdi	aplaudir, bater palmas, aclamar	to applaud, to clap, to acclaim	grupo	alternativoj	prononco
level	ŝmiraĵo	uma pomada	an ointment	grupo	alternativoj	prononco
level	vojaĝanto	um viajante	a traveller	grupo	alternativoj	prononco
level	ĉeesto	uma participação	a participation	grupo	alternativoj	prononco
level	pruvi	provar, mostrar	to prove, to show	grupo	alternativoj	prononco
level	kantisto	um cantor	a singer	grupo	alternativoj	prononco
level	ĝustatempe	na hora certa	in correct time	grupo	alternativoj	prononco
level	inaŭguri	inaugurar	to inaugurate	grupo	alternativoj	prononco
level	kantistino	uma cantora	a female singer	grupo	alternativoj	prononco
level	fluto	uma flauta	a flute	grupo	alternativoj	prononco
level	opozicii	opor-se, estar em oposição	to oppose, to be in opposition	grupo	alternativoj	prononco
level	kuiristo	um cozinheiro	a cook	grupo	alternativoj	prononco
level	ŝipkuro	uma competição de navios	a ship competition	grupo	alternativoj	prononco
level	diktatoro	um ditador	a dictator	grupo	alternativoj	prononco
level	funebro	banda de luto, luto (funeral)	mourning band, grief (funeral)	grupo	alternativoj	prononco
level	instali	para instalar	to install	grupo	alternativoj	prononco
level	kuiristino	uma cozinheira	a female cook	grupo	alternativoj	prononco
level	meksiko	México	Mexico	grupo	alternativoj	prononco
level	eminenta	eminente, distinto	eminent, distinguished	grupo	alternativoj	prononco
level	verbo	um verbo	a verb	grupo	alternativoj	prononco
level	surfaco	superfície, uma superfície	surface, a surface	grupo	alternativoj	prononco
level	bovlo	uma tigela	a bowl	grupo	alternativoj	prononco
level	trajto	um traço, uma característica, linha (de rosto)	a trait, a feature, line (of face)	grupo	alternativoj	prononco
level	demokratismo	democracia	democracy	grupo	alternativoj	prononco
level	ŝuti	despejar, derramar, derramar	to dump, to pour, to pour out	grupo	alternativoj	prononco
level	baki	assar	to bake	grupo	alternativoj	prononco
level	poŝtisto	um carteiro, um carteiro	a postman, a mailman	grupo	alternativoj	prononco
level	simpatio	simpatia, uma simpatia	sympathy, a sympathy	grupo	alternativoj	prononco
level	melono	um melão	a melon	grupo	alternativoj	prononco
level	abnorma	anormal	abnormal	grupo	alternativoj	prononco
level	sorĉi	enfeitiçar	to bewitch	grupo	alternativoj	prononco
level	juĝisto	um juiz	a judge	grupo	alternativoj	prononco
level	reciproka	recíproco, mútuo	reciprocal, mutual	grupo	alternativoj	prononco
level	fabriko	uma fábrica, uma manufatura (=manufakturo)	a factory, a manufacture (=manufakturo)	grupo	alternativoj	prononco
level	faldi	dobrar	to fold	grupo	alternativoj	prononco
level	dentisto	um dentista	a dentist	grupo	alternativoj	prononco
level	medikamento	medicamento, um remédio, uma droga	medication, a medicine, a drug	grupo	alternativoj	prononco
level	kaŝtano	uma castanha	a chestnut	grupo	alternativoj	prononco
level	testudo	uma tartaruga, uma tartaruga	a tortoise, a turtle	grupo	alternativoj	prononco
level	proceso	um processo, uma ação judicial	a process, a lawsuit	grupo	alternativoj	prononco
level	eksperimento	um experimento	an experiment	grupo	alternativoj	prononco
level	heliko	um caracol	a snail	grupo	alternativoj	prononco
level	dancisto	um dançarino	a dancer	grupo	alternativoj	prononco
level	vodko	vodka	vodka	grupo	alternativoj	prononco
level	esenco	essência, uma essência	essence, an essence	grupo	alternativoj	prononco
level	strukturo	estrutura, uma estrutura	structure, a structure	grupo	alternativoj	prononco
level	spongo	uma esponja	a sponge	grupo	alternativoj	prononco
level	imperiestro	um imperador	an emperor	grupo	alternativoj	prononco
level	domaĝi	preocupar-se, arrepender-se, temer por	to be concerned for, to regret, to fear for	grupo	alternativoj	prononco
level	be!	ser!	be!	grupo	alternativoj	prononco
level	sopiri	ansiar por, ansiar por	to yearn for, to long for	grupo	alternativoj	prononco
level	modesta	modesto, moderado	modest, moderate	grupo	alternativoj	prononco
level	pozicio	uma posição, um local, um lugar	a position, a location, a place	grupo	alternativoj	prononco
level	inĝeniero	um engenheiro	an engineer	grupo	alternativoj	prononco
level	tegolo	uma telha	a roofing tile	grupo	alternativoj	prononco
level	libio	Líbia	Libya	grupo	alternativoj	prononco
level	ganto	uma luva	a glove	grupo	alternativoj	prononco
level	gruo	um guindaste	a crane	grupo	alternativoj	prononco
level	rezisti	resistir	to resist	grupo	alternativoj	prononco
level	alfabeto	alfabeto	alphabet	grupo	alternativoj	prononco
level	rampi	rastejar, rastejar	to crawl, to creep	grupo	alternativoj	prononco
level	transporti	para transportar	to transport	grupo	alternativoj	prononco
level	pupilo	pupila (menina dos olhos)	pupil (apple of the eye)	grupo	alternativoj	prononco
level	muskolo	um músculo	a muscle	grupo	alternativoj	prononco
level	beni	abençoar	to bless	grupo	alternativoj	prononco
level	profito	um lucro, um ganho	a profit, a gain	grupo	alternativoj	prononco
level	Maria	Maria	Maria	grupo	alternativoj	prononco
level	kritiki	criticar, criticar	to criticize, to critique	grupo	alternativoj	prononco
level	konscienco	consciência, senso moral, voz interior	conscience, moral sense, inner voice	grupo	alternativoj	prononco
level	ĉefo	um líder, um chefe	a leader, a boss	grupo	alternativoj	prononco
level	Pakistano	Paquistão	Pakistan	grupo	alternativoj	prononco
level	treni	arrastar, rebocar	to drag, to tow	grupo	alternativoj	prononco
level	Venezuelo	Venezuela	Venezuela	grupo	alternativoj	prononco
level	ortografio	ortografia	orthography	grupo	alternativoj	prononco
level	febro	uma febre	a fever	grupo	alternativoj	prononco
level	ĉefurbo	uma capital	a capital city	grupo	alternativoj	prononco
level	ravi	deliciar-se	to delight	grupo	alternativoj	prononco
level	ĉagreni	irritar, irritar, preocupar	to vex, to annoy, to worry	grupo	alternativoj	prononco
level	ĉefi	liderar	to lead	grupo	alternativoj	prononco
level	ribeli	rebelar-se, revoltar-se	to rebel, to revolt	grupo	alternativoj	prononco
level	kancero	Câncer	cancer	grupo	alternativoj	prononco
level	atesti	atestar, testemunhar, afirmar	to attest, to testify, to affirm	grupo	alternativoj	prononco
level	inklina	inclinado, propenso	inclined, prone	grupo	alternativoj	prononco
level	cirkonstanco	uma circunstância	a circumstance	grupo	alternativoj	prononco
level	bulgaro	uma pessoa búlgara	a Bulgarian person	grupo	alternativoj	prononco
level	frosta	gelado, congelante	frosty, freezing	grupo	alternativoj	prononco
level	kakao	um grão de cacau, um cacau	a cocoa bean, a cacao	grupo	alternativoj	prononco
level	tomato	um tomate	a tomato	grupo	alternativoj	prononco
level	firmao	uma firma, uma companhia (=firmo)	a firm, a company (=firmo)	grupo	alternativoj	prononco
level	pigo	uma pega	a magpie	grupo	alternativoj	prononco
level	grafo	um conde, um conde	a count, an earl	grupo	alternativoj	prononco
level	Alĝerio	Argélia	Algeria	grupo	alternativoj	prononco
level	instituto	um instituto	an institute	grupo	alternativoj	prononco
level	rifuĝi	para se refugiar	to take refuge	grupo	alternativoj	prononco
level	arda	ardente	ardent	grupo	alternativoj	prononco
level	armeno	um armênio	an Armenian	grupo	alternativoj	prononco
level	anĝelo	um anjo	an angel	grupo	alternativoj	prononco
level	konvalo	um lírio do vale	a lily of the valley	grupo	alternativoj	prononco
level	egoismo	egoísmo, egoísmo, egoísmo	egoism, egotism, selfishness	grupo	alternativoj	prononco
level	kinejo	um cinema, uma sala de cinema	a cinema, a movie theater	grupo	alternativoj	prononco
level	rezervita	reservado	reserved	grupo	alternativoj	prononco
level	kolono	coluna, uma coluna, um pilar	column, a column, a pillar	grupo	alternativoj	prononco
level	deklari	declarar	to declare	grupo	alternativoj	prononco
level	kirurgo	um cirurgião (=ĥirurgo)	a surgeon (=ĥirurgo)	grupo	alternativoj	prononco
level	indiferenta	indiferente	indifferent	grupo	alternativoj	prononco
level	trotuaro	uma calçada, uma calçada	a sidewalk, a pavement	grupo	alternativoj	prononco
level	prokrasti	procrastinar, atrasar	to procrastinate, to delay	grupo	alternativoj	prononco
level	cikado	uma cigarra	a cicada	grupo	alternativoj	prononco
level	instrumento	um instrumento	an instrument	grupo	alternativoj	prononco
level	cedi	ceder, ceder, ceder	to cede, to yield, to give in	grupo	alternativoj	prononco
level	pretendi	reivindicar, presumir	to claim, to presume	grupo	alternativoj	prononco
level	egoisto	um egoísta	an egoist	grupo	alternativoj	prononco
level	insisti	insistir	to insist	grupo	alternativoj	prononco
level	naiva	ingênuo	naive	grupo	alternativoj	prononco
level	situi	estar localizado, estar situado	to be located, to be situated	grupo	alternativoj	prononco
level	penetri	penetrar	to penetrate	grupo	alternativoj	prononco
level	kapitalo	capital, uma capital	capital, a capital	grupo	alternativoj	prononco
level	demono	um demônio	a demon	grupo	alternativoj	prononco
level	licenco	uma licença	a license	grupo	alternativoj	prononco
level	diferenci	diferenciar	to differentiate	grupo	alternativoj	prononco
level	skorpio	um escorpião	a scorpion	grupo	alternativoj	prononco
level	sufoki	sufocar, sufocar	to suffocate, to choke	grupo	alternativoj	prononco
level	tordi	torcer, contorcer	to twist, to contort	grupo	alternativoj	prononco
level	kontanta	em dinheiro	in cash	grupo	alternativoj	prononco
level	ĵuri	Jurar	to swear	grupo	alternativoj	prononco
level	apetita	apetitoso	appetitizing	grupo	alternativoj	prononco
level	adjektivo	Um adjetivo	an adjective	grupo	alternativoj	prononco
level	pluralo	um plural	a plural	grupo	alternativoj	prononco
level	aktuala	de importância atual, atual, urgente, relevante	of current importance, topical, urgent, relevant	grupo	alternativoj	prononco
level	gesti	gesticular, gesticular	to gesture, to gesticulate	grupo	alternativoj	prononco
level	felo	pele, pele (de animal, com pêlo), pele	fur, hide (of animal, with hair), skin	grupo	alternativoj	prononco
level	mediti	meditar	to meditate	grupo	alternativoj	prononco
level	kolego	um colega	a colleague	grupo	alternativoj	prononco
level	amplekso	extensão, escopo, magnitude	extent, scope, magnitude	grupo	alternativoj	prononco
level	kosmetiko	cosméticos	cosmetics	grupo	alternativoj	prononco
level	Karlo	Carlos, Carlos	Charles, Carlos	grupo	alternativoj	prononco
level	gluti	engolir	to swallow	grupo	alternativoj	prononco
level	talento	um talento	a talent	grupo	alternativoj	prononco
level	ĝemelo	um gêmeo	a twin	grupo	alternativoj	prononco
level	deca	decente, adequado, adequado	decent, proper, suitable	grupo	alternativoj	prononco
level	krono	uma coroa	a crown	grupo	alternativoj	prononco
level	ŝimi	moldar, ficar mofado	to mould, to get moldy	grupo	alternativoj	prononco
level	ŝoforo	um motorista, um motorista	a driver, a chauffeur	grupo	alternativoj	prononco
level	mistero	um mistério	a mystery	grupo	alternativoj	prononco
level	absolute	absolutamente	absolutely	grupo	alternativoj	prononco
level	laktuko	um alface	a lettuce	grupo	alternativoj	prononco
level	destini	destinar, ordenar, alocar	to destine, to ordain, to allocate	grupo	alternativoj	prononco
level	instigi	instigar, encorajar	to instigate, to encourage	grupo	alternativoj	prononco
level	heroo	um herói	a hero	grupo	alternativoj	prononco
level	ĉaro	uma carruagem, uma carroça	a chariot, a cart	grupo	alternativoj	prononco
level	vegetalo	um vegetal, uma planta	a vegetable, a plant	grupo	alternativoj	prononco
level	adopti	adotar	to adopt	grupo	alternativoj	prononco
level	centimetro	um centímetro	a centimeter	grupo	alternativoj	prononco
level	enuiga	chato, enfadonho	boring, stodgy	grupo	alternativoj	prononco
level	flirti	flertar, vibrar	to flirt, to flutter	grupo	alternativoj	prononco
level	mandato	um mandato, uma ordem de pagamento	a mandate, a money order	grupo	alternativoj	prononco
level	envii	invejar	to envy	grupo	alternativoj	prononco
