B.ms content.tsv
Level	Esperanto	ms	en-us	Grupo	Alternativoj	Pronoco
level	kiam vi dormas en amasloĝejo	apabila anda tidur di penginapan beramai-ramai (tempat kemalangan)	when you sleep at a mass lodging (crash place)	grupo	alternativoj	prononco
level	evidente jes	jelas sekali ya	obviously yes	grupo	alternativoj	prononco
level	ho, kompatinda Kaĉjo!	oh, Katty yang malang!	oh, poor Katty!	grupo	alternativoj	prononco
level	pri kiu vi parolas?	awak bercakap mengenai siapa?	who are you talking about?	grupo	alternativoj	prononco
level	pri vi	tentang awak	about you	grupo	alternativoj	prononco
level	karesi, karesa nomo, karesnomo	membelai, membelai nama, nama panggilan	to caress, caressing name, nickname	grupo	alternativoj	prononco
level	per -ĉjo aŭ -njo eblas krei karesnomojn en Esperanto	dengan -ĉjo atau -njo, adalah mungkin untuk mencipta nama panggilan dalam Esperanto	with -ĉjo or -njo, it is possible to create nicknames in Esperanto	grupo	alternativoj	prononco
level	ha, jes, mi iam legis pri tio	ah, ya, saya pernah membaca tentangnya	ah, yes, I once read about it	grupo	alternativoj	prononco
level	kaj vi do estus Injo?	dan kemudian anda akan menjadi Injo?	and then you would be Injo?	grupo	alternativoj	prononco
level	se vi volas iri tien	kalau nak pergi sana	if you want go there	grupo	alternativoj	prononco
level	kioma horo estas nun?	pukul berapa sekarang?	what time is it now?	grupo	alternativoj	prononco
level	jam estas kvin minutoj antaŭ la deka	sudah lima minit ke sepuluh	it's already five minutes to ten	grupo	alternativoj	prononco
level	kvin minutoj antaŭ la deka, aŭ naŭa kvindek kvin	lima minit sebelum pukul sepuluh, atau sembilan lima puluh lima	five minutes before ten, or nine fifty-five	grupo	alternativoj	prononco
level	trafis aŭ maltrafis?	terkena atau terlepas?	hit or missed?	grupo	alternativoj	prononco
level	vi maltrafis la matenmanĝon	awak terlepas sarapan	you missed breakfast	grupo	alternativoj	prononco
level	o, fek!	oh, sial!	oh, shit!	grupo	alternativoj	prononco
level	ĉu vi estas sata?	adakah anda berpuas hati	are you satisfied ?	grupo	alternativoj	prononco
level	kaj mi kiu estas ege malsata	dan saya yang sangat lapar	and I who am extremely hungry	grupo	alternativoj	prononco
level	se vi hastos	jika anda cepat	if you hurry	grupo	alternativoj	prononco
level	povas almenaŭ trafi la malfermon	sekurang-kurangnya boleh mencecah pembukaan	can at least hit the opening	grupo	alternativoj	prononco
level	la malfermo de la kongreso	pembukaan kongres	the opening of the congress	grupo	alternativoj	prononco
level	vi povas almenaŭ trafi la malfermon de la kongreso	anda sekurang-kurangnya boleh mencecah pembukaan konvensyen	you can at least hit the opening of the convention	grupo	alternativoj	prononco
level	kiam ĝi estos?	bila lagi?	when will it be?	grupo	alternativoj	prononco
level	je kvarono post la deka	pada pukul sepuluh setengah	at a quarter past ten	grupo	alternativoj	prononco
level	ĝi daŭros horon	ia akan bertahan sejam	it will last an hour	grupo	alternativoj	prononco
level	kaj je la dek dua eblos manĝi	dan pada pukul dua belas ia boleh makan	and at twelve it will be possible to eat	grupo	alternativoj	prononco
level	bele mi antaŭĝojas	indahnya saya menantikannya	beautifully I'm looking forward to it	grupo	alternativoj	prononco
level	diru, kio okazas dum la malfermo?	beritahu saya, apa yang berlaku semasa pembukaan?	tell me, what happens during the opening?	grupo	alternativoj	prononco
level	ĉu ĝi estas vizitinda entute?	adakah ia patut dikunjungi sama sekali?	is it worth visiting at all?	grupo	alternativoj	prononco
level	laŭ mi jes	pada pendapat saya ya	in my opinion yes	grupo	alternativoj	prononco
level	kutime ĝi ne estas tre vigla	selalunya tak meriah sangat	usually it is not very lively	grupo	alternativoj	prononco
level	sed por vi, kiel "novulo"	tetapi untuk anda sebagai 'rookie'	but for you as a 'rookie'	grupo	alternativoj	prononco
level	povus esti interese ĉeesti ĝin	mungkin menarik untuk menghadirinya	it might be interesting to attend it	grupo	alternativoj	prononco
level	mi supozas ke ~	Saya rasa bahawa ~	I guess that ~	grupo	alternativoj	prononco
level	la prezidanto de TEJO diros kelkajn vortojn	presiden TEJO akan berkata beberapa perkataan	the president of TEJO will say a few words	grupo	alternativoj	prononco
level	la temon de la kongreso	tema kongres tersebut	the theme of the congress	grupo	alternativoj	prononco
level	ŝajnas, verŝajne	nampaknya, mungkin	it seems, probably	grupo	alternativoj	prononco
level	iu de LKK verŝajne prezentos la temon de la kongreso	seseorang dari LKK mungkin akan membentangkan topik kongres tersebut	someone from LKK will probably present the topic of the congress	grupo	alternativoj	prononco
level	ĉiu IJK havas sian temon	setiap IJK ada temanya	each IJK has its theme	grupo	alternativoj	prononco
level	mi esperas ke estos iom da muziko ankaŭ	Saya harap akan ada muzik juga	I hope there will be some music as well	grupo	alternativoj	prononco
level	bone, kie ĝi okazos?	baik, di mana ia akan berlaku?	well, where will it take place?	grupo	alternativoj	prononco
level	en la granda prelegejo	di dewan kuliah yang hebat	in the great lecture hall	grupo	alternativoj	prononco
level	kiel trovi tiun?	bagaimana untuk mencari itu?	how to find that?	grupo	alternativoj	prononco
level	kiam vi eliras tiun ĉi ejon	apabila anda meninggalkan tempat ini	when you leave this place	grupo	alternativoj	prononco
level	iru dekstren ĝis la fino de la konstruaĵo	pergi betul-betul ke hujung bangunan	go right to the end of the building	grupo	alternativoj	prononco
level	dum eble 100 metroj	untuk mungkin 100 meter	for maybe 100 meters	grupo	alternativoj	prononco
level	dekstren denove, rekten dum eble 100 metroj	betul lagi, lurus mungkin 100 meter	right again, straight for maybe 100 meters	grupo	alternativoj	prononco
level	kaj estas flava domo	dan ada rumah kuning	and there is a yellow house	grupo	alternativoj	prononco
level	je la maldekstra flanko de la vojo	di sebelah kiri jalan	on the left side of the road	grupo	alternativoj	prononco
level	ŝildoj pri ĉiuj ejoj de IJK	papan tanda tentang semua tapak IJK	signs about all IJK sites	grupo	alternativoj	prononco
level	en ĝi, vi trovos ŝildojn pri ĉiuj ejoj de IJK	di dalamnya, anda akan menemui tanda tentang semua tapak IJK	in it, you will find signs about all IJK sites	grupo	alternativoj	prononco
level	mi sendos mesaĝon per poŝtelefono	Saya akan menghantar mesej melalui telefon bimbit	I will send a message by mobile phone	grupo	alternativoj	prononco
level	se mi ne trovos	kalau tak jumpa	if I don't find it	grupo	alternativoj	prononco
level	ha, bona ideo, ĝis tie!	oh, idea yang bagus, jumpa anda di sana!	oh, good idea, see you up there!	grupo	alternativoj	prononco
level	en la prelegejo	dalam dewan kuliah	in the lecture hall	grupo	alternativoj	prononco
level	gardanĝeloj? ĉu vi ŝercas?	malaikat penjaga? awak bergurau?	guardian angels? are you kidding?	grupo	alternativoj	prononco
level	prezidanto de TEJO	presiden TEJO	president of TEJO	grupo	alternativoj	prononco
level	fine mi deziras al vi ĉiuj amuzan semajnon	akhirnya saya mengucapkan selamat minggu yang menyeronokkan untuk anda semua	finally I wish you all a fun week	grupo	alternativoj	prononco
level	laŭ la lastaj informoj	mengikut maklumat terkini	according to the latest information	grupo	alternativoj	prononco
level	ni estas 423 ĉi tie de 38 landoj	kami 423 di sini dari 38 negara	we are 423 here from 38 countries	grupo	alternativoj	prononco
level	mi deziras fruktodonan kaj amuzegan IJK-semajnon	Saya doakan minggu IJK yang berjaya dan menyeronokkan	I wish you a fruitful and great fun IJK week	grupo	alternativoj	prononco
level	koran bonvenon nome de la TEJO-estraro	sambutan hangat, bagi pihak lembaga TEJO	a warm welcome, on behalf of the TEJO board	grupo	alternativoj	prononco
level	post granda aplaŭdo	selepas tepukan gemuruh	after a big round of applause	grupo	alternativoj	prononco
level	ĉu vi sukcesis resti veka?	adakah anda berjaya berjaga?	did you manage to stay awake?	grupo	alternativoj	prononco
level	jes, ĉefe pro mia malsato	ya, terutamanya kerana kelaparan saya	yes, mainly because of my hunger	grupo	alternativoj	prononco
level	ne, mi ŝercas, estis interese aŭdi	tidak, saya bergurau. ia adalah menarik untuk mendengar	no, I'm kidding. it was interesting to hear	grupo	alternativoj	prononco
level	estis interese aŭdi iom pri la agado	menarik untuk mendengar sedikit tentang aktiviti tersebut	was interesting to hear a little about the activity	grupo	alternativoj	prononco
level	aŭdi pri la agado kaj strukturo de la movado	untuk mendengar tentang aktiviti dan struktur pergerakan	to hear about the activity and structure of the movement	grupo	alternativoj	prononco
level	TEJO-kunsido interesos vin	sesi TEJO akan menarik minat anda	a TEJO session will interest you	grupo	alternativoj	prononco
level	eble iu el la TEJO-kunsidoj povas interesi vin	mungkin beberapa sesi TEJO mungkin menarik untuk anda	maybe some of the TEJO sessions may be interesting to you	grupo	alternativoj	prononco
level	jes eble	Ya mungkin	yes maybe	grupo	alternativoj	prononco
level	mi provos	saya akan cuba	I will try	grupo	alternativoj	prononco
level	provos ĉeesti	akan cuba hadir	will try to attend	grupo	alternativoj	prononco
level	mi provos ĉeesti	Saya akan cuba hadir	I will try to attend	grupo	alternativoj	prononco
level	ĉeesti unu	untuk menghadiri satu	to attend one	grupo	alternativoj	prononco
level	ĉeesti por vidi	hadir untuk melihat	attend to see	grupo	alternativoj	prononco
level	iun tagon	suatu hari (suatu hari)	one day (someday)	grupo	alternativoj	prononco
level	mi provos iun tagon	Saya akan cuba satu hari nanti	I will try one day	grupo	alternativoj	prononco
level	iun tagon ĉeesti	satu hari untuk hadir	one day to attend	grupo	alternativoj	prononco
level	ĉeesti iun tagon por vidi	hadir suatu hari nanti untuk melihat	attend someday to see	grupo	alternativoj	prononco
level	mi provos iun tagon ĉeesti unu por vidi	Saya akan cuba satu hari untuk menghadiri satu untuk melihat	I will try one day to attend one to see	grupo	alternativoj	prononco
level	kio estas tio?	Apakah itu?	what is that?	grupo	alternativoj	prononco
level	kio estas tio pri ~	apa itu tentang ~	what is that about ~	grupo	alternativoj	prononco
level	gard-anĝelo	malaikat penjaga	a guard angel	grupo	alternativoj	prononco
level	tio pri "gardanĝelo"	itu tentang &quot;malaikat penjaga&quot;	that about "guard angel"	grupo	alternativoj	prononco
level	sed kio estas	tetapi apa yang	but what is	grupo	alternativoj	prononco
level	sed kio estas tio pri "gardanĝelo"?	tetapi apakah itu tentang &quot;malaikat penjaga&quot;?	but what is that about a "guardian angel"?	grupo	alternativoj	prononco
level	ĉu ŝerco?	jenaka?	a joke?	grupo	alternativoj	prononco
level	ĉu malbona ŝerco?	jenaka yang teruk?	a bad joke?	grupo	alternativoj	prononco
level	malbona ŝerco	lawak buruk	bad joke	grupo	alternativoj	prononco
level	iu ŝerco	beberapa jenaka	some joke	grupo	alternativoj	prononco
level	iu malbona ŝerco	beberapa jenaka yang buruk	some bad joke	grupo	alternativoj	prononco
level	ĉu iu malbona ŝerco?	(adakah itu) satu jenaka yang buruk?	(is that) some bad joke?	grupo	alternativoj	prononco
level	mi ŝercas	saya bergurau	I'm joking	grupo	alternativoj	prononco
level	ne, mi ŝercas	tidak, saya bergurau	no, I'm kidding	grupo	alternativoj	prononco
level	estis interese aŭdi	ia adalah menarik untuk mendengar	it was interesting to hear	grupo	alternativoj	prononco
level	kiel kontakti ~	bagaimana untuk menghubungi ~	how to contact ~	grupo	alternativoj	prononco
level	kaj kiel kontakti tiujn anĝelojn?	dan bagaimana untuk menghubungi malaikat tersebut?	and how to contact those angels?	grupo	alternativoj	prononco
level	per iu IJK-preĝo eble	dengan beberapa solat IJK mungkin	with some IJK prayer maybe	grupo	alternativoj	prononco
level	provu! se ne funkcias vi povas iri al ~	cuba ia! jika ia tidak berfungsi anda boleh pergi ke ~	try it! if it doesn't work you can go to ~	grupo	alternativoj	prononco
level	vi povas iri al la ĉambro "La ĉielo" post la tagmanĝo	anda boleh pergi ke bilik &quot;Langit&quot; selepas makan tengah hari	you can go to the room "The sky" after lunch	grupo	alternativoj	prononco
level	bonege, unue manĝo, poste ĉielen	hebat, makanan pertama, kemudian syurga	great, first food, then heaven	grupo	alternativoj	prononco
level	unue manĝo, poste ĉielen al la anĝelinoj	makanan pertama, kemudian di langit kepada malaikat	first food, then in the sky to the angels	grupo	alternativoj	prononco
level	maltro da manĝo	#REF!	#REF!	grupo	alternativoj	prononco
level	post iom maltro da manĝo	selepas kurang makanan	after a little less food	grupo	alternativoj	prononco
level	Kabe iras al la ĉambro "La ĉielo"	Kabe pergi ke bilik &quot;langit&quot;	Kabe goes to the room "the sky"	grupo	alternativoj	prononco
level	saluton. ĉu estas via unua IJK?	hello, adakah ini IJK pertama anda?	hello, is it your first IJK?	grupo	alternativoj	prononco
level	bone. mi tre ĝojas. mi estas Jesi	okey. Saya sangat gembira. Saya Jesi	ok. I am very glad. I'm Jesi	grupo	alternativoj	prononco
level	kaj tiu ĉi estas jam mia sesa IJK	dan ini sudah menjadi IJK keenam saya	and this is already my sixth IJK	grupo	alternativoj	prononco
level	jen estas papero kun kelkaj demandoj	berikut adalah kertas kerja dengan beberapa soalan	here is a paper with some questions	grupo	alternativoj	prononco
level	papero kun demandoj kaj taskoj	kertas dengan soalan dan tugasan	paper with questions and tasks	grupo	alternativoj	prononco
level	kelkaj demandoj kaj taskoj rilate al la kongreso	beberapa soalan dan tugasan berkaitan kongres	some questions and tasks related to the congress	grupo	alternativoj	prononco
level	vi provu solvi ilin	anda cuba menyelesaikannya	you try to solve them	grupo	alternativoj	prononco
level	mi proponas ke vi provu solvi ilin	Saya cadangkan anda cuba menyelesaikannya	I suggest you try to solve them	grupo	alternativoj	prononco
level	kun Ana de Pollando, Boris de Germanio kaj Nacuko de Japanio	dengan Ana dari Poland, Boris dari Jerman dan Natsuko dari Jepun	with Ana from Poland, Boris from Germany and Natsuko from Japan	grupo	alternativoj	prononco
level	nur voku min se vi bezonos helpon	hanya hubungi saya jika anda memerlukan bantuan	just call me if you need help	grupo	alternativoj	prononco
level	poste en la libroservo	kemudian dalam perkhidmatan buku	later in the book service	grupo	alternativoj	prononco
level	kiel do estis en la ĉielo?	jadi bagaimana keadaan di syurga?	so how was it in heaven?	grupo	alternativoj	prononco
level	mi fakte renkontis veran anĝelinon!	Saya benar-benar bertemu dengan malaikat sebenar!	I actually met a real angel!	grupo	alternativoj	prononco
level	ĉielece, mi pensas ke mi fakte renkontis veran anĝelinon!	syurga, saya rasa saya benar-benar bertemu dengan malaikat sebenar!	heavenly, I think I actually met a real angel!	grupo	alternativoj	prononco
level	mirinde bela kaj afabla ŝi estis	dia sangat cantik dan baik	she was amazingly beautiful and kind	grupo	alternativoj	prononco
level	ho, Dio mia! kaj kio estas ŝia nomo?	ya tuhanku! dan siapa nama dia?	oh my god! and what is her name?	grupo	alternativoj	prononco
level	aj, mi jam forgesis!	oh, saya sudah lupa!	oh, I already forgot!	grupo	alternativoj	prononco
level	pli kaj pli ebriiĝas	semakin ramai yang mabuk	more and more gets drunk	grupo	alternativoj	prononco
level	en la trinkejo, Kabe pli kaj pli ebriiĝas	di bar, Kabe semakin mabuk	in the bar, Kabe gets more and more drunk	grupo	alternativoj	prononco
level	ĉu ankaŭ la trinkejestro?	adakah pelayan bar juga?	is the bartender too?	grupo	alternativoj	prononco
level	unu bieron mi petas	tolong satu bir	one beer please	grupo	alternativoj	prononco
level	ĝi kostas 1 eŭron	ia berharga 1 euro	it costs 1 euro	grupo	alternativoj	prononco
level	ĉu vi ŝatus ankaŭ ion alian?	adakah anda mahu sesuatu yang lain juga?	would you like something else too?	grupo	alternativoj	prononco
level	ne dankon, biero sufiĉas por mi	tidak, terima kasih, bir sudah cukup untuk saya	no thanks, beer is enough for me	grupo	alternativoj	prononco
level	ĉu vere? kio pri vodko, labambo kaj inoj?	betul ke? bagaimana dengan vodka, labamba dan perempuan?	really? what about vodka, labamba and females?	grupo	alternativoj	prononco
level	nu, kial ne	baik, mengapa tidak	well, why not	grupo	alternativoj	prononco
level	laŭdire ĝi estas amuza	ia dikatakan menyeronokkan	it is said to be fun	grupo	alternativoj	prononco
level	mi ankoraŭ ne dancis labambon, sed laŭdire ĝi estas amuza	Saya belum menari labamba lagi, tetapi saya diberitahu ia menyeronokkan	I haven't danced the labamba yet, but I'm told it's fun	grupo	alternativoj	prononco
level	dum la kantaĵo "La Bamba" homoj dancas	semasa lagu &quot;La Bamba&quot; orang menari	during the song "La Bamba" people dance	grupo	alternativoj	prononco
level	homoj dancas en granda rondo	orang menari dalam bulatan besar	people dance in a big circle	grupo	alternativoj	prononco
level	kaj ene de tiu rondo dancas aliaj homoj	dan dalam lingkungan itu orang lain menari	and within that circle other people dance	grupo	alternativoj	prononco
level	funkcias tiel ke ~	berfungsi supaya ~	works so that ~	grupo	alternativoj	prononco
level	funkcias tiel ke homoj dancas en granda rondo	berfungsi supaya orang menari dalam bulatan besar	works so that people dance in a big circle	grupo	alternativoj	prononco
level	dancas en granda rondo kaj ene de tiu rondo	menari dalam bulatan besar dan dalam bulatan itu	dances in a big circle and within that circle	grupo	alternativoj	prononco
level	homoj dancas kaj dancas aliaj homoj	orang menari dan orang lain menari	people dance and other people dance	grupo	alternativoj	prononco
level	tiuj dancantaj ene de la rondo	mereka yang menari dalam bulatan	those who dance within the circle	grupo	alternativoj	prononco
level	tiuj dancantoj elektas dancanton de la rondo	mereka yang menari memilih seorang penari dari kalangan	those who dance choose a dancer from the circle	grupo	alternativoj	prononco
level	elektas dancanton kaj kisas ŝin aŭ lin	memilih seorang penari dan menciumnya	chooses a dancer and kisses her or him	grupo	alternativoj	prononco
level	kisas ŝin aŭ lin tri-foje sur la vangoj	mencium pipinya tiga kali	kisses her or him three times on the cheeks	grupo	alternativoj	prononco
level	elektas dancanton kaj kisas sur la vangoj	memilih penari dan mencium pipi	chooses a dancer and kisses on the cheeks	grupo	alternativoj	prononco
level	elektas dancanton de la rondo kaj kisas	memilih seorang penari dari bulatan dan mencium	chooses a dancer from the circle and kisses	grupo	alternativoj	prononco
level	poste ili ŝanĝas lokon	kemudian mereka bertukar tempat	then they change places	grupo	alternativoj	prononco
level	kisas, kisanto, kisito, kisonto, kisoto	ciuman, orang cium, orang yang dicium, orang yang akan mencium, orang yang akan dicium	kisses, a kissing person, a kissed person, a person who will kiss, a person who will be kissed	grupo	alternativoj	prononco
level	kaj la kisito iĝas kisonto	dan yang dicium menjadi orang yang akan mencium	and the kissed becomes a person who will kiss	grupo	alternativoj	prononco
level	tiuj dancantoj elektas kaj poste ili ŝanĝas lokon	penari tersebut memilih dan kemudian mereka bertukar tempat	those dancers choose and then they change places	grupo	alternativoj	prononco
level	la kisinto nun estas kisoto	orang yang dicium kini menjadi orang yang akan dicium	the person who kissed is now a person who will be kissed	grupo	alternativoj	prononco
level	tre facile, ĉu ne?	sangat mudah, bukan?	very easy, right?	grupo	alternativoj	prononco
level	nu, mi esperas ke estas ~	baiklah, saya harap ia adalah ~	well, I hope it is ~	grupo	alternativoj	prononco
level	pli facile en la praktiko	lebih mudah dalam amalan	more easily in practice	grupo	alternativoj	prononco
level	esperas ke estas pli facile	semoga dipermudahkan	hopes it's easier	grupo	alternativoj	prononco
level	estas pli facile en la praktiko	ia lebih mudah dalam amalan	it's easier in practice	grupo	alternativoj	prononco
level	mi provos iam	Saya akan cuba suatu masa nanti	I will try sometime	grupo	alternativoj	prononco
level	sed unue la bieron!	tetapi pertama bir!	but first the beer!	grupo	alternativoj	prononco
level	mi provos iam, sed unue la bieron!	Saya akan cuba satu hari, tetapi pertama bir!	I'll try one day, but first the beer!	grupo	alternativoj	prononco
level	saĝa knabo	budak pandai	a smart boy	grupo	alternativoj	prononco
level	vi, kiu konas preskaŭ ĉiujn	anda yang mengenali hampir semua orang	you who know almost everyone	grupo	alternativoj	prononco
level	konas preskaŭ ĉiujn ĉi tie	tahu hampir semua orang di sini	knows almost everyone here	grupo	alternativoj	prononco
level	ĉu vi scias kiu estas la knabino	adakah anda tahu siapa gadis itu?	do you know who the girl is?	grupo	alternativoj	prononco
level	la knabino kiu kunordigis	gadis yang menyelaraskan	the girl who coordinated	grupo	alternativoj	prononco
level	la knabino kiu kunordigis la ’gardanĝelojn’	gadis yang menyelaraskan 'malaikat penjaga'	the girl who coordinated the 'guardian angels'	grupo	alternativoj	prononco
level	vi verŝajne pensas pri Jesi	anda mungkin memikirkan Jesi	you are probably thinking of Jesi	grupo	alternativoj	prononco
level	jes, ĝuste!	ya, betul!	yes, that's right!	grupo	alternativoj	prononco
level	mi memoras ke mi aŭdis	Saya ingat saya dengar	I remember that I heard	grupo	alternativoj	prononco
level	nun mi memoras ke ~	kini saya ingat bahawa ~	now I remember that ~	grupo	alternativoj	prononco
level	memoras ke mi aŭdis ŝian nomon	ingat saya dengar nama dia	remember that I heard her name	grupo	alternativoj	prononco
level	laŭ mi	pada pendapat saya	in my opinion	grupo	alternativoj	prononco
level	ŝi estas stranga persono	dia seorang yang pelik	she is a strange person	grupo	alternativoj	prononco
level	laŭ mi ŝi estas stranga persono	pada pendapat saya dia seorang yang pelik	in my opinion she is a strange person	grupo	alternativoj	prononco
level	tute ne trinkas bieron	tidak minum bir sama sekali	doesn't drink beer at all	grupo	alternativoj	prononco
level	kaj ne manĝas viandon	dan tidak makan daging	and does not eat meat	grupo	alternativoj	prononco
level	ŝajnas ke ~	nampaknya ~	it seems that ~	grupo	alternativoj	prononco
level	ŝia sola intereso estas ~	minat dia cuma ~	her only interest is ~	grupo	alternativoj	prononco
level	sola intereso estas Esperanto-agado	hanya minat ialah aktiviti Esperanto	only interest is Esperanto activity	grupo	alternativoj	prononco
level	ŝajnas ke ŝia sola intereso estas Esperanto	nampaknya satu-satunya minatnya ialah Esperanto	it seems that her only interest is Esperanto	grupo	alternativoj	prononco
level	sed ŝi estas tre bela	tapi dia sangat cantik	but she is very beautiful	grupo	alternativoj	prononco
level	estas tre bela kaj afabla	sangat cantik dan baik hati	is very beautiful and kind	grupo	alternativoj	prononco
level	tre bela kaj afabla laŭ mi	sangat baik dan baik pada pendapat saya	very nice and kind in my opinion	grupo	alternativoj	prononco
level	eble vi pravas	mungkin kamu betul	maybe you are right	grupo	alternativoj	prononco
level	eble vi pravas pri tio	mungkin anda betul tentang itu	maybe you are right about that	grupo	alternativoj	prononco
level	preskaŭ neniam estas en la trinkejo	hampir tidak pernah berada di bar	is almost never in the bar	grupo	alternativoj	prononco
level	ŝi preskaŭ neniam estas ~	dia hampir tidak pernah ~	she is almost never ~	grupo	alternativoj	prononco
level	ne renkontas ŝin ofte	tak kerap jumpa dia	don't meet her often	grupo	alternativoj	prononco
level	mi ne renkontas ofte	Saya tidak kerap berjumpa	I don't meet often	grupo	alternativoj	prononco
level	kaj do mi ne renkontas ŝin ofte	jadi saya tidak kerap berjumpa dengannya	and so I don't meet her often	grupo	alternativoj	prononco
level	fajfas pri tiaj homoj	siulan tentang orang sebegitu	whistles about such people	grupo	alternativoj	prononco
level	fakte, mi tute fajfas	sebenarnya, saya benar-benar bersiul	in fact, I'm totally whistling	grupo	alternativoj	prononco
level	mi komprenas ~	Saya faham ~	I understand ~	grupo	alternativoj	prononco
level	tiel parolas vera trinkejestro	begitulah cara bartender sebenar bercakap	that's how a real bartender talks	grupo	alternativoj	prononco
level	prave. je via sano!	betul, jadi untuk kesihatan anda!	rightly, so to your health!	grupo	alternativoj	prononco
level	je via sano! ho, bonega biero	untuk kesihatan anda! oh, bir yang hebat	to your health! oh, great beer	grupo	alternativoj	prononco
level	kompreneble. estis ja mi kiu elektis ĝin	sudah tentu, saya yang memilihnya	of course, I was the one who chose it	grupo	alternativoj	prononco
level	ĉu vi havas ideon?	awak ada sebarang idea?	do you have any idea?	grupo	alternativoj	prononco
level	kie eblus trovi tiun strangan knabinon?	mana mungkin nak jumpa perempuan pelik tu?	where would it be possible to find that strange girl?	grupo	alternativoj	prononco
level	trovi tiun strangan sed tre belan knabinon	untuk mencari gadis yang pelik tetapi sangat cantik itu	to find that strange but very beautiful girl	grupo	alternativoj	prononco
level	ideo kie eblus trovi ~	idea di mana ia boleh didapati ~	idea where it could be found ~	grupo	alternativoj	prononco
level	havas ideon kie eblus trovi ~	mempunyai idea di mana ia mungkin untuk mencari ~	has an idea where it would be possible to find ~	grupo	alternativoj	prononco
level	tutcerte en la Gufujo	pastinya di kedai teh (Owlery)	definitely in the tea launge(Owlery)	grupo	alternativoj	prononco
level	tiaj homoj konstante sidas	orang seperti itu sentiasa duduk	such people are constantly sitting	grupo	alternativoj	prononco
level	konstante sidas tie teumante	sentiasa duduk di sana sambil minum teh	is constantly sitting there drinking tea	grupo	alternativoj	prononco
level	kia teda vivo!	kehidupan yang membosankan!	what a tedious life!	grupo	alternativoj	prononco
level	Gufujo, estas trankvila ejo	tea launge(Owlery), adalah tempat yang tenang	the tea launge(Owlery), is a quiet place	grupo	alternativoj	prononco
level	trankvila ejo kie eblas trinki teon	tempat yang tenang di mana anda boleh minum teh	a quiet place where you can drink tea	grupo	alternativoj	prononco
level	trinki teon, babili, aŭskulti trankvilan muzikon	minum teh, berbual, mendengar muzik yang tenang	drink tea, chat, listen to quiet music	grupo	alternativoj	prononco
level	aŭskulti trankvilan muzikon kaj simile	mendengar muzik yang tenang dan seumpamanya	listening to quiet music and the like	grupo	alternativoj	prononco
level	vi trovos ĝin fine de la koridoro	anda akan menemuinya di hujung koridor	you will find it at the end of the corridor	grupo	alternativoj	prononco
level	fine de la koridoro ekster la trinkejo	di hujung koridor di luar bar	at the end of the corridor outside the bar	grupo	alternativoj	prononco
level	vi ne povas porti vian bieron	anda tidak boleh membawa bir anda	you can't carry your beer	grupo	alternativoj	prononco
level	porti vian bieron tien	ambil bir anda di sana	take your beer there	grupo	alternativoj	prononco
level	sed vi ne povas porti vian bieron tien	tetapi anda tidak boleh membawa bir anda ke sana	but you can't take your beer there	grupo	alternativoj	prononco
level	vere estas ujo de gufoj!	ia benar-benar tempat untuk burung hantu!	it really is a place for owls!	grupo	alternativoj	prononco
level	al la dancejo unue	ke lantai tarian dahulu	to the dance floor first	grupo	alternativoj	prononco
level	eble mi iru unue	mungkin saya pergi dulu	maybe I should go first	grupo	alternativoj	prononco
level	mi iru al la dancejo unue	izinkan saya pergi ke lantai tarian dahulu	let me go to the dance floor first	grupo	alternativoj	prononco
level	la venonta persono!	orang seterusnya!	next person!	grupo	alternativoj	prononco
level	kion vi volas kara?	apa yang awak nak sayang	what do you want dear	grupo	alternativoj	prononco
level	ĉu estas libera loko?	adakah tempat percuma?	is there a free place?	grupo	alternativoj	prononco
level	jes, certe	Ya, sudah tentu	yes, for sure	grupo	alternativoj	prononco
level	tre agrable ĉi tie	sangat bagus di sini	very nice here	grupo	alternativoj	prononco
level	ĉi tie en la gufujo	di sini di kedai minum teh (burung hantu)	here in the tea launge(owlery)	grupo	alternativoj	prononco
level	mi bezonas iom da trankvilo	Saya perlukan ketenangan	I need some tranquility	grupo	alternativoj	prononco
level	post tre streĉa tago	selepas seharian yang sangat tertekan	after a very stressful day	grupo	alternativoj	prononco
level	trankvilo post streĉa tago	ketenangan selepas hari yang tertekan	tranquility after a stressful day	grupo	alternativoj	prononco
level	la etoso en gufujo	suasana di kedai minum teh (burung hantu)	the atmosphere in a tea launge(owlery)	grupo	alternativoj	prononco
level	~ estas tre bona kontrasto	~ adalah kontras yang sangat baik	~ is a very good contrast	grupo	alternativoj	prononco
level	kontrasto al la aliaj okazaĵoj	berbeza dengan peristiwa lain	contrast to the other events	grupo	alternativoj	prononco
level	la aliaj okazaĵoj dum IJK	acara lain semasa IJK	the other events during IJK	grupo	alternativoj	prononco
level	la etoso estas kontrasto al la aliaj okazaĵoj	suasana adalah berbeza dengan peristiwa lain	the atmosphere is a contrast to the other events	grupo	alternativoj	prononco
level	estas tre bona kontrasto, ĉu ne?	ia adalah kontras yang sangat baik, bukan?	it's a very good contrast, isn't it?	grupo	alternativoj	prononco
level	jes, mallaŭta muziko	ya, muzik lembut	yes, soft music	grupo	alternativoj	prononco
level	mallaŭta muziko, trankvila babilado	muzik lembut, perbualan yang tenang	soft music, quiet conversation	grupo	alternativoj	prononco
