A.sk content.tsv
Level	Esperanto	sk	en-us	Grupo	Alternativoj	Pronoco
level	li rapide surmetas la vestaĵon	rýchlo si oblieka šaty	he quickly puts on the clothes	grupo	alternativoj	prononco
level	li ne volas malfrui	nechce meškať	he doesn't want to be late	grupo	alternativoj	prononco
level	rapidege kun la libroj en la mano	veľmi rýchlo s knihami v ruke	very quickly with the books in hand	grupo	alternativoj	prononco
level	poste li kuris kaj saltis	neskôr sa rozbehol a skočil	later he ran and jumped	grupo	alternativoj	prononco
level	li kuris kaj saltis	bežal a skočil	he ran and jumped	grupo	alternativoj	prononco
level	laŭ la strato	pozdĺž ulice	along the street	grupo	alternativoj	prononco
level	la homoj rigardis lin	ľudia sa naňho pozerali	the people looked at him	grupo	alternativoj	prononco
level	rigardis lin kaj diris	pozrel na neho a povedal	looked at him and said	grupo	alternativoj	prononco
level	saĝa kaj malsaĝa	múdry a hlúpy	wise and foolish	grupo	alternativoj	prononco
level	kia malsaĝa knabo!	aký hlúpy chlapec!	what a foolish boy!	grupo	alternativoj	prononco
level	estis antaŭ lernejo	bol pred školou	was in front of a school	grupo	alternativoj	prononco
level	baldaŭ	čoskoro	soon	grupo	alternativoj	prononco
level	li estis antaŭ ~	bol pred ~	he was in front of ~	grupo	alternativoj	prononco
level	iri kaj eniri	ísť a vstúpiť	to go and to enter	grupo	alternativoj	prononco
level	li volis eniri	chcel vstúpiť	he wanted to enter	grupo	alternativoj	prononco
level	eniri la lernejon	vstúpiť do školy	to enter into the school	grupo	alternativoj	prononco
level	sed tamen	ale však	but however	grupo	alternativoj	prononco
level	sed li ne povis	ale nemohol	but he couldn't	grupo	alternativoj	prononco
level	fermi kaj fermita	zavrieť a zavrieť	to close and closed	grupo	alternativoj	prononco
level	ĝi estis fermita	bolo zatvorené	it was closed	grupo	alternativoj	prononco
level	nek ~ nek ~	ani ~ ani ~	neither ~ nor ~	grupo	alternativoj	prononco
level	nek instruisto nek gelernantoj	ani učiteľ, ani študenti	neither a teacher nor male-and-female students	grupo	alternativoj	prononco
level	vidis nek instruiston nek gelernantojn	nevidel ani učiteľa, ani žiakov	saw neither a teacher nor students	grupo	alternativoj	prononco
level	sidi, eksidi	sedieť, sedieť	to sit, to get sitted	grupo	alternativoj	prononco
level	eksidis	posadil sa (sedel)	got seated (had seated)	grupo	alternativoj	prononco
level	li eksidis	sadol si	he got seated	grupo	alternativoj	prononco
level	kaj pensis	a myslel si	and thought	grupo	alternativoj	prononco
level	kio okazis?	čo sa stalo?	what did happen?	grupo	alternativoj	prononco
level	diable	k hroznému (ako diabol)	to the awful (like a devil)	grupo	alternativoj	prononco
level	damne	prehrad to	dam it	grupo	alternativoj	prononco
level	memoras	spomína	remembers	grupo	alternativoj	prononco
level	nun mi memoras	teraz si spomínam	now I remember	grupo	alternativoj	prononco
level	dimanĉo	nedeľu	Sunday	grupo	alternativoj	prononco
level	hodiaŭ estas ~	dnes je ~	today is ~	grupo	alternativoj	prononco
level	hodiaŭ estas dimanĉo	dnes je Nedeľa	today is Sunday	grupo	alternativoj	prononco
level	dormi kaj ekdormi	spať a spať	to sleep and to get into sleep	grupo	alternativoj	prononco
level	suno kaj luno	slnko a mesiac	a sun and a moon	grupo	alternativoj	prononco
level	subita kaj subite	náhle a náhle	sudden and suddenly	grupo	alternativoj	prononco
level	ek!	vypnuté! (začať)	off! (to start)	grupo	alternativoj	prononco
level	salti kaj eksaltis	skákať a skákať	to jump and jumped 	grupo	alternativoj	prononco
level	ĉiam frua	vždy skoro	always early	grupo	alternativoj	prononco
level	hodiaŭ metis kaj kuris	dnes dal a bežal	today put and ran	grupo	alternativoj	prononco
level	aĵo, ne aĝo	vec nie je vek	a thing not age	grupo	alternativoj	prononco
level	kuris laŭ homoj saĝaj	behal s múdrymi ľuďmi	ran along wise people	grupo	alternativoj	prononco
level	laŭeble baldaŭ	čo najskôr	soon as possible	grupo	alternativoj	prononco
level	kia knabo, kia knabino	aký chlapec, také dievča	what a boy, what a girl	grupo	alternativoj	prononco
level	nek pensita nek memorita	ani nerozmýšľal, ani si nezapamätal	neither thought nor memorized	grupo	alternativoj	prononco
level	diablo atendis akvon dimanĉe	v nedeľu čakal čert na vodu	a devil waited for water on Sunday	grupo	alternativoj	prononco
level	tiom malgranda momento	taká malá chvíľka	such a small moment	grupo	alternativoj	prononco
level	eĉ tiom malgranda momento valoras	aj taká malá chvíľa stojí za to	even such a small moment is worthwhile	grupo	alternativoj	prononco
level	kriis for ĝis nokto	kričal až do noci	cried away until night	grupo	alternativoj	prononco
level	lasis la poŝton de la mano	odložte poštovú poštu z ruky	put away the mailpost from the hand	grupo	alternativoj	prononco
level	ridis mem lasante la poŝton	zasmial sa sám od seba a odložil poštovú poštu	laughed by oneself, putting away the mailpost	grupo	alternativoj	prononco
level	nek li nek ŝi ridis	ani on, ani ona sa nesmiali	neither he nor she laughed	grupo	alternativoj	prononco
level	ŝi nek ridis nek respondis	ani sa nezasmiala, ani neodpovedala	she neither laughed nor answered	grupo	alternativoj	prononco
level	li nek sidas nek rigardas	ani nesedí, ani sa nepozerá	he neither sits nor watches	grupo	alternativoj	prononco
level	neniam mi vidis	nikdy som nevidel	I have never seen	grupo	alternativoj	prononco
level	mi neniam diros al iu	Nikdy to nikomu nepoviem	I will never tell anyone	grupo	alternativoj	prononco
level	diru al neniu	nikomu nepovedz	tell no one	grupo	alternativoj	prononco
level	mi neniam diros	nikdy nepoviem	I will never say	grupo	alternativoj	prononco
level	mem	k sebe (sám sebe)	to oneself (by oneself)	grupo	alternativoj	prononco
level	mi mem faris	urobil som to sám	I did it myself	grupo	alternativoj	prononco
level	faris tion	urobil to (urobil to)	did it (made it)	grupo	alternativoj	prononco
level	mem faris tion	urobil to sám (urobil to sám)	did it oneself (made it oneself)	grupo	alternativoj	prononco
level	ĝis la revido, ĝis revido	uvidíme sa (znova), uvidíme sa (znova)	see you (again), see you (again)	grupo	alternativoj	prononco
level	ĝis!	kým! (Zbohom!)	until! (goodbye!)	grupo	alternativoj	prononco
level	ekparoli	začať rozprávať	to start talking	grupo	alternativoj	prononco
level	ekparolis, komencis paroli finfine	začal hovoriť, začal konečne hovoriť	started saying, began to speak at last	grupo	alternativoj	prononco
level	trinkis rapidege	pil veľmi rýchlo	drank very fast	grupo	alternativoj	prononco
level	trinkis matenan trinkaĵon	mal ranný drink	had a morning drink	grupo	alternativoj	prononco
level	por frue veni	prísť skoro	to come early	grupo	alternativoj	prononco
level	veni al la lernejo	prísť do školy	to come to school	grupo	alternativoj	prononco
level	frue veni al ~	prísť skoro do ~	to come early to ~	grupo	alternativoj	prononco
level	ne aŭdis novaĵon	nepočul správy	didn't hear news	grupo	alternativoj	prononco
level	ankoraŭ ne aŭdis	ešte nepočul	didn't hear yet	grupo	alternativoj	prononco
level	mi ankoraŭ ne aŭdis	Ešte som nepočul	I didn't hear yet	grupo	alternativoj	prononco
level	en tiu momento	v tom momente	in that moment	grupo	alternativoj	prononco
level	en tiu momento li ekkriis	v tej chvíli sa rozplakal	in that moment he cried	grupo	alternativoj	prononco
level	knabo, kiu ne amas	chlapec, ktorý nemiluje	a boy, who does not love	grupo	alternativoj	prononco
level	geknaboj	chlapci a dievčatá	boys and girls	grupo	alternativoj	prononco
level	aliaj geknaboj	ostatní chlapci a dievčatá	other boys and girls	grupo	alternativoj	prononco
level	ne amas aliajn geknabojn	nemiluje iných chlapcov a dievčatá	does not love other boys and girls	grupo	alternativoj	prononco
level	nek amikojn, nek amikinojn	ani kamarátky, ani kamarátky	neither friends nor girl friends	grupo	alternativoj	prononco
level	havas nek monon, nek tempon	nemá čas ani peniaze	does not have neither money nor time	grupo	alternativoj	prononco
level	kiu havis la libron?	kto mal knihu?	who had the book?	grupo	alternativoj	prononco
level	la libron, kiun vi atendis	kniha, na ktorú ste čakali	the book which you waited	grupo	alternativoj	prononco
level	tiun, kiun vi atendis pli ol du jarojn	to, na čo ste čakali viac ako 2 roky	that, which you waited for more than 2 years	grupo	alternativoj	prononco
level	ĉu vi volas tion?	chceš to?	do you want that?	grupo	alternativoj	prononco
level	ĉu vi volas, ke ~ ?	chceš to ~?	do you want that ~ ?	grupo	alternativoj	prononco
level	plej kara	najdrahší	dearest	grupo	alternativoj	prononco
level	plej kara foto	najdrahšia fotka	dearest photo	grupo	alternativoj	prononco
level	mian plej karan foton	moja najdrahšia fotka	my dearest photo	grupo	alternativoj	prononco
level	kie vi aĉetis ~ ?	kde si kupoval ~?	where did you buy ~ ?	grupo	alternativoj	prononco
level	tiu vestaĵo	to oblečenie	that clothing	grupo	alternativoj	prononco
level	tiun vestaĵon	to oblečenie (cieľ)	that clothing (objective)	grupo	alternativoj	prononco
level	aĉetis tiun vestaĵon	kúpil ten outfit	bought that outfit	grupo	alternativoj	prononco
level	vi iros tien	pôjdeš tam	you will go there	grupo	alternativoj	prononco
level	kien vi iros?	kam ideš?	where are you going to?	grupo	alternativoj	prononco
level	suna tago	slnečný deň	sunny day	grupo	alternativoj	prononco
level	estos suna tago	bude slnečný deň	it will be a sunny day	grupo	alternativoj	prononco
level	se estos suna tago	ak bude slnečný deň	if it will be a sunny day	grupo	alternativoj	prononco
level	via frato jam ekiris	tvoj brat už začal	your brother has already started	grupo	alternativoj	prononco
level	ĉu via frato jam ekiris?	tvoj brat už začal?	has your brother started yet?	grupo	alternativoj	prononco
level	kie estas la akvo?	kde je voda	where is the water	grupo	alternativoj	prononco
level	kunporti la akvon	priniesť vodu	to bring the water	grupo	alternativoj	prononco
level	vi mem kunportis	sám si priniesol	you yourself brought	grupo	alternativoj	prononco
level	la akvon, kion vi mem kunportis	vodu, ktorú si sám priniesol	the water, that you yourself brought	grupo	alternativoj	prononco
level	estis tre trankvila	bol veľmi tichý	was very quiet	grupo	alternativoj	prononco
level	hodiaŭ mia patrino estis ~	dnes bola moja matka ~	today my mother was ~	grupo	alternativoj	prononco
level	mi venis el ~	Prišiel som z ~	I came from ~	grupo	alternativoj	prononco
level	el la lernejo	mimo školy	out of the school	grupo	alternativoj	prononco
level	raportis al ~	hlásené ~	reported to ~	grupo	alternativoj	prononco
level	kaj raportis al ŝi	a nahlásil jej	and reported to her	grupo	alternativoj	prononco
level	raportis, ke ~	oznámil, že ~	reported that ~	grupo	alternativoj	prononco
level	raportis, ke mi ricevos	oznámil, že dostanem	reported that I will receive	grupo	alternativoj	prononco
level	mi ricevos malbonan noton	Dostanem zlú známku	I will get a bad grade	grupo	alternativoj	prononco
level	ŝi diris, ke ~	povedala, že ~	she said that ~	grupo	alternativoj	prononco
level	vi devas laborigi ~	musíte urobiť ~ prácu	you have to make ~ work	grupo	alternativoj	prononco
level	pli multe	viac	more	grupo	alternativoj	prononco
level	pli multe laborigi	aby bolo práce viac	to make work more	grupo	alternativoj	prononco
level	laborigi vian kapon	aby ti zafungovala hlava	to make your head work	grupo	alternativoj	prononco
level	kiom da malbonaj notoj	koľko zlých známok	how many bad grades	grupo	alternativoj	prononco
level	vi havas tiom da malbonaj notoj	máš toľko zlých známok	you have so many bad grades	grupo	alternativoj	prononco
level	estis malĝoja	bol smutný	was sad	grupo	alternativoj	prononco
level	en vian ĉambron	do svojej izby	into your room	grupo	alternativoj	prononco
level	iru en vian ĉambron	choď do svojej izby	go into your room	grupo	alternativoj	prononco
level	iru kaj lernu	ísť a učiť sa	go and learn	grupo	alternativoj	prononco
level	mi sidis	sedel som	I sat	grupo	alternativoj	prononco
level	en mia ĉambro	v mojej izbe	in my room	grupo	alternativoj	prononco
level	sidis en mia ĉambro	sedel v mojej izbe	sat in my room	grupo	alternativoj	prononco
level	nek lerni nek legi	ani sa učiť, ani čítať	neither learn nor read	grupo	alternativoj	prononco
level	sed mi povis nek lerni nek legi	ale nevedel som sa ani učiť, ani čítať	but I could neither learn nor read	grupo	alternativoj	prononco
level	miaj pensoj	moje myšlienky	my thoughts	grupo	alternativoj	prononco
level	ĉe ludo	pri hre	at a game	grupo	alternativoj	prononco
level	ludo kun miaj amikoj	hra s mojimi priateľmi	game with my friends	grupo	alternativoj	prononco
level	ĉe sporto	pri športe	at sport	grupo	alternativoj	prononco
level	al mi mem	pre seba	to myself	grupo	alternativoj	prononco
level	diris al mi mem	povedal som si	said to myself	grupo	alternativoj	prononco
level	tiom malsaĝa	taký hlúpy	so stupid	grupo	alternativoj	prononco
level	ĉu mi estas tiom malsaĝa?	som taký hlúpy?	am I that stupid?	grupo	alternativoj	prononco
level	kvankam mi lernis multe	aj keď som sa veľa naučil	although I learned a lot	grupo	alternativoj	prononco
level	la patrino eniris	vstúpila matka	the mother entered	grupo	alternativoj	prononco
level	miaj vortoj	moje slová	my words	grupo	alternativoj	prononco
level	kaj aŭdis miajn vortojn	a počul moje slová	and heard my words	grupo	alternativoj	prononco
level	ŝi tuj respondis	odpovedala hneď	she answered immediately	grupo	alternativoj	prononco
level	ne, mia kara	nie moja drahá	no, my dear	grupo	alternativoj	prononco
level	vi ne estas malsaĝa	nie si hlúpy	you are not stupid	grupo	alternativoj	prononco
level	la problemo estas, ke ~	problém je v tom ~	the problem is that ~	grupo	alternativoj	prononco
level	ke vi devas lerni	že sa musíš naučiť	that you must learn	grupo	alternativoj	prononco
level	devas lerni multe pli	sa musí naučiť oveľa viac	must learn much more	grupo	alternativoj	prononco
level	tiam vi ne havos	potom nebudeš mať	then you will not have	grupo	alternativoj	prononco
level	malbonaj notoj	zlé známky	bad grades	grupo	alternativoj	prononco
level	havos nur malbonajn notojn	bude mať len zlé známky	will have only bad grades	grupo	alternativoj	prononco
level	ankaŭ nun	aj teraz	also now	grupo	alternativoj	prononco
level	mi ne havas ilin	ja ich nemám	I don't have them	grupo	alternativoj	prononco
level	mi havas bonan noton	Mám dobrú známku	I have a good grade	grupo	alternativoj	prononco
level	pri muziko	o hudbe	about music	grupo	alternativoj	prononco
level	bonan noton pri muziko	dobrá poznámka k hudbe	a good note on music	grupo	alternativoj	prononco
level	la patrino subite ekridis	matka zrazu vybuchla do smiechu	the mother suddenly burst out laughing	grupo	alternativoj	prononco
level	tio plibeligis ~	že skrášlil ~	that beautified ~	grupo	alternativoj	prononco
level	mian tagon	môj deň	my day	grupo	alternativoj	prononco
level	plibeligis mian tagon	zlepšilo mi to deň	made my day	grupo	alternativoj	prononco
level	sed tamen restis	ale stále zostal	but still remained	grupo	alternativoj	prononco
level	sed la problemo tamen restis	ale problém stále pretrvával	but the problem still remained	grupo	alternativoj	prononco
level	kilogramo da ~	kilogram ~	a kilogram of ~	grupo	alternativoj	prononco
level	kilogramo da sukero	kilogram cukru	a kilogram of sugar	grupo	alternativoj	prononco
level	glaso da ~	pohár ~	a glass of ~	grupo	alternativoj	prononco
level	glaso da akvo	pohár vody	a glass of water	grupo	alternativoj	prononco
level	multe da ~	veľa ~	a lot of ~	grupo	alternativoj	prononco
level	multe da ideoj	veľa nápadov	lots of ideas	grupo	alternativoj	prononco
level	deteni sin	držať späť	to hold back	grupo	alternativoj	prononco
level	ordigis ĉion	všetko vybavil	sorted everything out	grupo	alternativoj	prononco
level	transdonis al li	odovzdal mu	handed over to him	grupo	alternativoj	prononco
level	mi petas	pýtam sa	I'm asking	grupo	alternativoj	prononco
level	glason da kafo	pohár kávy	a glass of coffee	grupo	alternativoj	prononco
level	kaj iom da akvo	a trochu vody	and some water	grupo	alternativoj	prononco
level	mi petas glason da kafo	Dal by som si pohár kávy	I would like a glass of coffee	grupo	alternativoj	prononco
level	mi petas tason da teo	Chcel by som šálku čaju	I would like a cup of tea	grupo	alternativoj	prononco
level	doloris lin	ublížiť mu	hurt him	grupo	alternativoj	prononco
level	la kapo doloris lin	bolela ho hlava	his head hurt	grupo	alternativoj	prononco
level	li malsaniĝis	ochorel	he fell ill	grupo	alternativoj	prononco
level	ŝatas esti bela	rád je krásny	likes to be beautiful	grupo	alternativoj	prononco
level	ŝi beligis sian vizaĝon	skrášlila si tvár	she beautified her face	grupo	alternativoj	prononco
level	la knabo ŝatas esti bela	chlapec je rád pekný	the boy likes to be pretty	grupo	alternativoj	prononco
level	pro tio ŝi beligis ĝin	preto ju skrášlila	therefore she beautified it	grupo	alternativoj	prononco
level	post la tagmanĝo	po obede	after lunch	grupo	alternativoj	prononco
level	purigi la kuirejon	upratať kuchyňu	to clean the kitchen	grupo	alternativoj	prononco
level	kiu purigos la kuirejon?	kto upratuje kuchyňu?	who will clean the kitchen?	grupo	alternativoj	prononco
level	volas trinki	chce piť	wants to drink	grupo	alternativoj	prononco
level	kion vi volas trinki?	čo chcete piť	what do you want to drink	grupo	alternativoj	prononco
level	trinki teon	piť čaj	to drink tea	grupo	alternativoj	prononco
level	iom da akvo	trochu vody	a little of water	grupo	alternativoj	prononco
level	ĉu vi volas nenion?	nechceš nič?	do you want nothing?	grupo	alternativoj	prononco
level	tiel subite	tak zrazu	so suddenly	grupo	alternativoj	prononco
level	kial vi decidis ~ ?	prečo si sa rozhodol ~?	why did you decide ~ ?	grupo	alternativoj	prononco
level	kial vi tiel subite decidis ~ ?	prečo si sa rozhodol ~ tak náhle?	why did you decide ~ so suddenly?	grupo	alternativoj	prononco
level	via ĉambro	tvoja izba	your room	grupo	alternativoj	prononco
level	via ĉambreto	tvoja malá izba	your little room	grupo	alternativoj	prononco
level	vian ĉambreton	do tvojej malej izby	to your little room	grupo	alternativoj	prononco
level	renovigi vian ĉambreton	na renováciu vašej malej izby	to renovate your little room	grupo	alternativoj	prononco
level	decidis renovigi vian ĉambreton	sa rozhodol zrekonštruovať svoju izbičku	decided to renovate your little room	grupo	alternativoj	prononco
level	al kiu	komu	to whom	grupo	alternativoj	prononco
level	vi donis ~	dal si ~	you gave ~	grupo	alternativoj	prononco
level	al kiu vi donis ~ ?	komu si dal ~?	to whom did you give ~ ?	grupo	alternativoj	prononco
level	puraj glasoj	čisté okuliare	clean glasses	grupo	alternativoj	prononco
level	vi donis la purajn glasojn	dal si čisté okuliare	you gave the clean glasses	grupo	alternativoj	prononco
level	la puraj glasoj por la vino	čisté poháre na víno	the clean glasses for the wine	grupo	alternativoj	prononco
level	kontraŭ kiu	proti komu	against whom	grupo	alternativoj	prononco
level	via sportklubo	váš športový klub	your sports club	grupo	alternativoj	prononco
level	ludas kontraŭ ~	hrá proti ~	plays against ~	grupo	alternativoj	prononco
level	antaŭ du semajnoj	pred dvoma týždňami	two weeks ago	grupo	alternativoj	prononco
level	kontraŭ kiu via sportklubo ludis?	proti komu hral váš športový klub?	who did your sports club play against?	grupo	alternativoj	prononco
level	ĉu vi vidas ~ ?	vidíš ~?	do you see ~ ?	grupo	alternativoj	prononco
level	ĉu vi ofte vidas ~ ?	často vidíš ~?	do you often see ~ ?	grupo	alternativoj	prononco
level	ofte vidas la policiston	často vidieť policajta	often see the policeman	grupo	alternativoj	prononco
level	tiu, kiu loĝas en ~	ten, kto žije v ~	the one who lives in ~	grupo	alternativoj	prononco
level	loĝas en la loĝejo	býva v mieste ubytovania	lives in the lodging place	grupo	alternativoj	prononco
level	la loĝejo super vi	obydlie nad vami	the dwelling place above you	grupo	alternativoj	prononco
level	vidas la policiston, kiu loĝas en ~	vidí policajta, ktorý býva v ~	sees the police officer who lives in ~	grupo	alternativoj	prononco
level	plano pri veturado	jazdný plán	driving plan	grupo	alternativoj	prononco
level	volis vojaĝi	chcel cestovať	wanted to travel	grupo	alternativoj	prononco
level	vojaĝi al alia lando	cestovať do inej krajiny	to travel to another country	grupo	alternativoj	prononco
level	en libertempo	vo voľnom čase	in free time	grupo	alternativoj	prononco
level	ili decidis iri	rozhodli sa ísť	they decided to go	grupo	alternativoj	prononco
level	decidis iri al Italio	rozhodol ísť do Talianska	decided to go to Italy	grupo	alternativoj	prononco
level	malnovaj urboj	staré mestá	old cities	grupo	alternativoj	prononco
level	lando kun malnovaj urboj	krajina so starými mestami	a country with old cities	grupo	alternativoj	prononco
level	aliaj belaĵoj	iné krásky	other beauties	grupo	alternativoj	prononco
level	kaj aliaj belaĵoj	a iné krásky	and other beauties	grupo	alternativoj	prononco
level	bela lando kun malnovaj urboj kaj aliaj belaĵoj	krásna krajina so starými mestami a inými krásami	a beautiful country with old cities and other beauties	grupo	alternativoj	prononco
level	ili estis feliĉaj	boli šťastní	they were happy	grupo	alternativoj	prononco
level	kie estas ~ ?	kde je ~?	where is ~ ?	grupo	alternativoj	prononco
level	kie estas mia vestaĵo?	kde sú moje šaty	where are my clothes	grupo	alternativoj	prononco
level	ŝi demandis ~	spýtala sa ~	she asked ~	grupo	alternativoj	prononco
level	ni ne forgesu kunporti ~	nezabudnime si priniesť ~	let's not forget to bring ~	grupo	alternativoj	prononco
level	kunporti la libron	vziať si knihu so sebou	to take the book with you	grupo	alternativoj	prononco
level	libro por lerni Esperanton	kniha na učenie sa esperanta	a book to learn Esperanto	grupo	alternativoj	prononco
level	kunporti libron por lerni	nosiť knihu učiť sa	to carry a book to learn	grupo	alternativoj	prononco
level	ni povas komenci ~	môžeme začať ~	we can start ~	grupo	alternativoj	prononco
level	en la vagonaro	vo vlaku	in the train	grupo	alternativoj	prononco
level	jam en la vagonaro	už vo vlaku	already in the train	grupo	alternativoj	prononco
level	ni nenion faros	neurobíme nič	we won't do anything	grupo	alternativoj	prononco
level	per aŭto	autom	by car	grupo	alternativoj	prononco
level	ni veturos per ~	budeme jazdiť okolo ~	we will drive by ~	grupo	alternativoj	prononco
level	veturos per aŭto	bude riadiť auto	will drive a car	grupo	alternativoj	prononco
level	mi havas sekreton	Mám tajomstvo	I have a secret	grupo	alternativoj	prononco
level	mia riĉa onklo	môj bohatý strýko	my rich uncle	grupo	alternativoj	prononco
level	mia deziro	moje želanie	my wish	grupo	alternativoj	prononco
level	plenumis mian deziron	splnil moje želanie	fulfilled my wish	grupo	alternativoj	prononco
level	donis al ni	dali nám	gave us	grupo	alternativoj	prononco
level	sian aŭton	jeho auto	his car	grupo	alternativoj	prononco
level	kaj donis al ni sian aŭton	a dal nám svoje auto	and gave us his car	grupo	alternativoj	prononco
level	por uzo	na použitie	for use	grupo	alternativoj	prononco
level	ĝi staras antaŭ ~	stojí pred ~	it stands before ~	grupo	alternativoj	prononco
level	staras antaŭ la domo	stojí pred domom	stands in front of the house	grupo	alternativoj	prononco
level	mi devas diri ~	Musím povedať ~	I have to say ~	grupo	alternativoj	prononco
level	nenion diru	nič nehovor	don't say anything	grupo	alternativoj	prononco
level	ni eksidu	posaďme sa	let's sit down	grupo	alternativoj	prononco
level	eksidu en la aŭton	nastúp si do auta	get in the car	grupo	alternativoj	prononco
level	veturi al ~	jazdiť do ~	to drive to ~	grupo	alternativoj	prononco
level	kaj veturu al Italio	a odvezte sa do Talianska	and drive to Italy	grupo	alternativoj	prononco
level	sidis en la aŭto	sedel v aute	sat in the car	grupo	alternativoj	prononco
level	ankaŭ la vestaĵoj	aj oblečenie	also the clothes	grupo	alternativoj	prononco
level	~ estis en la aŭto	~ bol v aute	~ was in the car	grupo	alternativoj	prononco
level	ankoraŭ sidadis kaj atendis	stále sedel a čakal	still sat and waited	grupo	alternativoj	prononco
level	sed li atendis	ale čakal	but he waited	grupo	alternativoj	prononco
level	kial ni ne ~ ?	prečo nie ~?	why don't we ~ ?	grupo	alternativoj	prononco
level	kial ni ne ekveturas?	prečo nezačneme jazdiť?	why don't we start driving?	grupo	alternativoj	prononco
level	ankaŭ mi havas ~	Aj ja mám ~	I have ~ too	grupo	alternativoj	prononco
level	veturigus la aŭton	bude riadiť auto	would drive the car	grupo	alternativoj	prononco
level	sed mi ne scias ~	ale neviem ~	but I don't know ~	grupo	alternativoj	prononco
level	mi neniam lernis tion	To som sa nikdy nenaučil	I never learned that	grupo	alternativoj	prononco
level	mi kredus ~	Veril by som ~	I would believe ~	grupo	alternativoj	prononco
level	se mi estus sana	keby som bol zdravý	if I were healthy	grupo	alternativoj	prononco
level	mi estus tre feliĉa	Bol by som veľmi rád	I would be very happy	grupo	alternativoj	prononco
level	kvazaŭ vi estus riĉulo	ako keby si bol bohatý	as if you were rich	grupo	alternativoj	prononco
level	vi sidas tie kvazaŭ vi estus riĉulo	sedíš tam, ako keby si bol bohatý	you sit there as if you were a rich man	grupo	alternativoj	prononco
level	kvazaŭa lernejo	údajná škola	alleged school	grupo	alternativoj	prononco
level	kvazaŭ riĉulo	ako bohatý človek	like a rich man	grupo	alternativoj	prononco
level	vi sidas tie kvazaŭ riĉulo	sedíš tam ako boháč	you sit there like a rich man	grupo	alternativoj	prononco
level	tiom da mono	toľko peňazí	so much money	grupo	alternativoj	prononco
level	tiom da mono kiom da ideoj	toľko peňazí, koľko nápadov	as much money as ideas	grupo	alternativoj	prononco
level	se mi havus tiom da mono	keby som mal toľko peňazí	if I had that much money	grupo	alternativoj	prononco
level	mi vojaĝadus	Cestoval by som	I would travel	grupo	alternativoj	prononco
level	ĉirkaŭ la mondo	okolo sveta	around the world	grupo	alternativoj	prononco
level	en ĉiu vortaro	v každom slovníku	in every dictionary	grupo	alternativoj	prononco
level	mankas io	niečo chýba	something is missing	grupo	alternativoj	prononco
level	mankas kelkaj vortoj	chýbajú niektoré slová	some words are missing	grupo	alternativoj	prononco
level	homo, kiu longe parolis	muž, ktorý dlho hovoril	a man who spoke at length	grupo	alternativoj	prononco
level	ĉe la manĝotablo	pri jedálenskom stole	at the dining table	grupo	alternativoj	prononco
level	homo, kiu rakontas, restos malsata	človek, ktorý povie, zostane hladný	a person who tells will remain hungry	grupo	alternativoj	prononco
level	rakontadas ĉe la manĝo tablo	stále rozpráva pri jedálenskom stole	keeps telling at the dining table	grupo	alternativoj	prononco
level	li devis atenti ~	musel dávať pozor na ~	he had to pay attention to ~	grupo	alternativoj	prononco
level	ne rajtis ~	nebolo dovolené ~	was not allowed to ~	grupo	alternativoj	prononco
level	rajtis resti	bolo dovolené zostať	was allowed to stay	grupo	alternativoj	prononco
level	ne rajtis longe resti	nebolo dovolené zostať dlho	was not allowed to stay long	grupo	alternativoj	prononco
level	resti ekstere en pluvo	zostať vonku v daždi	to stay out in the rain	grupo	alternativoj	prononco
level	tial li malvarmumis	preto prechladol	that's why he caught a cold	grupo	alternativoj	prononco
level	li havas sian klaran ideon	má svoju jasnú predstavu	he has his own clear idea	grupo	alternativoj	prononco
level	sed li kredos ĉion	ale uverí všetkému	but he will believe everything	grupo	alternativoj	prononco
level	ĉion, kion vi diros	čokoľvek povieš	whatever you say	grupo	alternativoj	prononco
level	kvazaŭ vi estus lia edzino	ako keby si bola jeho manželka	as if you were his wife	grupo	alternativoj	prononco
level	viaj gepatroj	tvoji rodičia	your parents	grupo	alternativoj	prononco
level	ĝojigi viajn gepatrojn	aby boli tvoji rodičia šťastní	to make your parents happy	grupo	alternativoj	prononco
level	kio povus ĝojigi ~ ?	čo by ste mohli prosím ~ ?	what could please ~ ?	grupo	alternativoj	prononco
level	kio povus plej ĝojigi viajn gepatrojn?	čo môže tvojim rodičom urobiť najväčšiu radosť?	what could make your parents the most happy?	grupo	alternativoj	prononco
level	post la lernado	po učení	after the learning	grupo	alternativoj	prononco
level	almenaŭ post la lernado	aspoň po učení	at least after the learning	grupo	alternativoj	prononco
level	en la urbocentron	do centra mesta	into the city center	grupo	alternativoj	prononco
level	se vi irus kun mi	keby si šiel so mnou	if you would go with me	grupo	alternativoj	prononco
level	se vi irus kun mi en la urbocentron	keby si šiel so mnou do centra	if you would go downtown with me	grupo	alternativoj	prononco
level	kien vi dezirus vojaĝi?	kam by si chcel cestovať?	where would you like to travel?	grupo	alternativoj	prononco
level	se vi havus ~	keby ste mali ~	if you had ~	grupo	alternativoj	prononco
level	sufiĉe da mono	dosť peňazí	enough money	grupo	alternativoj	prononco
level	se vi havus sufiĉe da mono kaj tempo	ak by ste mali dosť peňazí a tepl	if you had enough money and temp	grupo	alternativoj	prononco
