C.mr content.tsv
Level	Esperanto	mr	en-us	Grupo	Alternativoj	Pronoco
level	senvorte	शब्दाविना	without words	grupo	alternativoj	prononco
level	referenco	एक संदर्भ	a reference	grupo	alternativoj	prononco
level	komandi	आज्ञा देणे	to command	grupo	alternativoj	prononco
level	krizo	एक संकट	a crisis	grupo	alternativoj	prononco
level	vinagro	एक व्हिनेगर	a vinegar	grupo	alternativoj	prononco
level	soleca	एकमेव, एकटा	sole, alone	grupo	alternativoj	prononco
level	dano	एक डॅनिश व्यक्ती, एक डेन	a Danish person, a dane	grupo	alternativoj	prononco
level	ŝtofo	फॅब्रिक, कापड, कापड, कापड साहित्य	a fabric, textile, cloth, cloth material	grupo	alternativoj	prononco
level	viŝilo	खोडरबर, वाइपर	an eraser, a wiper	grupo	alternativoj	prononco
level	konfidenco	एक गोपनीयता, आत्मविश्वास, गुप्तता	a confidentiality, confidence, secret	grupo	alternativoj	prononco
level	sportisto	एक खेळाडू	a sportsman	grupo	alternativoj	prononco
level	arabo	एक अरबी व्यक्ती, एक अरब	an Arabean person, an Arab	grupo	alternativoj	prononco
level	varii	बदलणे	to vary	grupo	alternativoj	prononco
level	subakviĝi	बुडणे	to sink	grupo	alternativoj	prononco
level	oficiro	एक अधिकारी (लष्करी)	an officer (military)	grupo	alternativoj	prononco
level	ĉasisto	एक शिकारी	a hunter	grupo	alternativoj	prononco
level	konferenco	एक परिषद	a conference	grupo	alternativoj	prononco
level	surhavi	परिधान करणे	to wear on	grupo	alternativoj	prononco
level	animalo	एक प्राणी	an animal	grupo	alternativoj	prononco
level	teroristo	एक दहशतवादी	a terrorist	grupo	alternativoj	prononco
level	nobla	थोर	noble	grupo	alternativoj	prononco
level	travivaĵo	थेट अनुभव, अनुभव	a live-through, an undergo, an experience	grupo	alternativoj	prononco
level	komunismo	साम्यवाद	communism	grupo	alternativoj	prononco
level	ŝinko	एक हॅम	a ham	grupo	alternativoj	prononco
level	aspiri	आकांक्षा बाळगणे, उत्सुक असणे	to aspire to, to be eager for	grupo	alternativoj	prononco
level	ŝarko	एक शार्क	a shark	grupo	alternativoj	prononco
level	buko	एक बकल	a buckle	grupo	alternativoj	prononco
level	kvartalo	एक जिल्हा, चतुर्थांश, अतिपरिचित क्षेत्र	a district, quarter, neighborhood	grupo	alternativoj	prononco
level	ŝildo	एक ढाल	a shield	grupo	alternativoj	prononco
level	veturigi	चालविण्यास	to drive	grupo	alternativoj	prononco
level	vidvo	एक विधुर	a widower	grupo	alternativoj	prononco
level	Kanado	कॅनडा	Canada	grupo	alternativoj	prononco
level	strigo	एक घुबड	an owl	grupo	alternativoj	prononco
level	stilo	एक शैली	a style	grupo	alternativoj	prononco
level	ŝimo	एक साचा	a mold	grupo	alternativoj	prononco
level	aplaŭdi	टाळ्या वाजवणे, टाळ्या वाजवणे	to applaud, to clap, to acclaim	grupo	alternativoj	prononco
level	ŝmiraĵo	एक मलम	an ointment	grupo	alternativoj	prononco
level	vojaĝanto	एक प्रवासी	a traveller	grupo	alternativoj	prononco
level	ĉeesto	एक सहभाग	a participation	grupo	alternativoj	prononco
level	pruvi	सिद्ध करणे, दाखवणे	to prove, to show	grupo	alternativoj	prononco
level	kantisto	एक गायक	a singer	grupo	alternativoj	prononco
level	ĝustatempe	योग्य वेळेत	in correct time	grupo	alternativoj	prononco
level	inaŭguri	उद्घाटन करण्यासाठी	to inaugurate	grupo	alternativoj	prononco
level	kantistino	एक महिला गायिका	a female singer	grupo	alternativoj	prononco
level	fluto	एक बासरी	a flute	grupo	alternativoj	prononco
level	opozicii	विरोध करणे, विरोध करणे	to oppose, to be in opposition	grupo	alternativoj	prononco
level	kuiristo	आचारी	a cook	grupo	alternativoj	prononco
level	ŝipkuro	एक जहाज स्पर्धा	a ship competition	grupo	alternativoj	prononco
level	diktatoro	एक हुकूमशहा	a dictator	grupo	alternativoj	prononco
level	funebro	शोक करणारा बँड, शोक (अंत्यसंस्कार)	mourning band, grief (funeral)	grupo	alternativoj	prononco
level	instali	स्थापित करण्यासाठी	to install	grupo	alternativoj	prononco
level	kuiristino	एक महिला स्वयंपाकी	a female cook	grupo	alternativoj	prononco
level	meksiko	मेक्सिको	Mexico	grupo	alternativoj	prononco
level	eminenta	प्रख्यात, प्रतिष्ठित	eminent, distinguished	grupo	alternativoj	prononco
level	verbo	क्रियापद	a verb	grupo	alternativoj	prononco
level	surfaco	पृष्ठभाग, पृष्ठभाग	surface, a surface	grupo	alternativoj	prononco
level	bovlo	एक वाडगा	a bowl	grupo	alternativoj	prononco
level	trajto	एक वैशिष्ट्य, एक वैशिष्ट्य, रेखा (चेहऱ्याची)	a trait, a feature, line (of face)	grupo	alternativoj	prononco
level	demokratismo	लोकशाही	democracy	grupo	alternativoj	prononco
level	ŝuti	टाकणे, ओतणे, ओतणे	to dump, to pour, to pour out	grupo	alternativoj	prononco
level	baki	बेक करणे	to bake	grupo	alternativoj	prononco
level	poŝtisto	एक पोस्टमन, एक मेलमन	a postman, a mailman	grupo	alternativoj	prononco
level	simpatio	सहानुभूती, सहानुभूती	sympathy, a sympathy	grupo	alternativoj	prononco
level	melono	एक खरबूज	a melon	grupo	alternativoj	prononco
level	abnorma	असामान्य	abnormal	grupo	alternativoj	prononco
level	sorĉi	जादू करणे	to bewitch	grupo	alternativoj	prononco
level	juĝisto	एक न्यायाधीश	a judge	grupo	alternativoj	prononco
level	reciproka	परस्पर, परस्पर	reciprocal, mutual	grupo	alternativoj	prononco
level	fabriko	कारखाना, उत्पादन (=उत्पादक)	a factory, a manufacture (=manufakturo)	grupo	alternativoj	prononco
level	faldi	दुमडणे	to fold	grupo	alternativoj	prononco
level	dentisto	दंतवैद्य	a dentist	grupo	alternativoj	prononco
level	medikamento	औषध, औषध, औषध	medication, a medicine, a drug	grupo	alternativoj	prononco
level	kaŝtano	चेस्टनट	a chestnut	grupo	alternativoj	prononco
level	testudo	कासव, कासव	a tortoise, a turtle	grupo	alternativoj	prononco
level	proceso	एक प्रक्रिया, खटला	a process, a lawsuit	grupo	alternativoj	prononco
level	eksperimento	एक प्रयोग	an experiment	grupo	alternativoj	prononco
level	heliko	एक गोगलगाय	a snail	grupo	alternativoj	prononco
level	dancisto	एक नर्तक	a dancer	grupo	alternativoj	prononco
level	vodko	वोडका	vodka	grupo	alternativoj	prononco
level	esenco	सार, एक सार	essence, an essence	grupo	alternativoj	prononco
level	strukturo	रचना, रचना	structure, a structure	grupo	alternativoj	prononco
level	spongo	एक स्पंज	a sponge	grupo	alternativoj	prononco
level	imperiestro	एक सम्राट	an emperor	grupo	alternativoj	prononco
level	domaĝi	काळजी करणे, खेद करणे, भीती वाटणे	to be concerned for, to regret, to fear for	grupo	alternativoj	prononco
level	be!	व्हा	be!	grupo	alternativoj	prononco
level	sopiri	तळमळ करणे, तळमळणे	to yearn for, to long for	grupo	alternativoj	prononco
level	modesta	नम्र, मध्यम	modest, moderate	grupo	alternativoj	prononco
level	pozicio	एक स्थान, एक स्थान, एक स्थान	a position, a location, a place	grupo	alternativoj	prononco
level	inĝeniero	एक अभियंता	an engineer	grupo	alternativoj	prononco
level	tegolo	छतावरील टाइल	a roofing tile	grupo	alternativoj	prononco
level	libio	लिबिया	Libya	grupo	alternativoj	prononco
level	ganto	एक हातमोजा	a glove	grupo	alternativoj	prononco
level	gruo	एक क्रेन	a crane	grupo	alternativoj	prononco
level	rezisti	प्रतिकार करणे	to resist	grupo	alternativoj	prononco
level	alfabeto	वर्णमाला	alphabet	grupo	alternativoj	prononco
level	rampi	रांगणे, रांगणे	to crawl, to creep	grupo	alternativoj	prononco
level	transporti	वाहतूक करण्यासाठी	to transport	grupo	alternativoj	prononco
level	pupilo	बाहुली (डोळ्याचे सफरचंद)	pupil (apple of the eye)	grupo	alternativoj	prononco
level	muskolo	एक स्नायू	a muscle	grupo	alternativoj	prononco
level	beni	आशीर्वाद देण्यासाठी	to bless	grupo	alternativoj	prononco
level	profito	नफा, नफा	a profit, a gain	grupo	alternativoj	prononco
level	Maria	मारिया	Maria	grupo	alternativoj	prononco
level	kritiki	टीका करणे, टीका करणे	to criticize, to critique	grupo	alternativoj	prononco
level	konscienco	विवेक, नैतिक भावना, आंतरिक आवाज	conscience, moral sense, inner voice	grupo	alternativoj	prononco
level	ĉefo	एक नेता, एक बॉस	a leader, a boss	grupo	alternativoj	prononco
level	Pakistano	पाकिस्तान	Pakistan	grupo	alternativoj	prononco
level	treni	ओढणे, ओढणे	to drag, to tow	grupo	alternativoj	prononco
level	Venezuelo	व्हेनेझुएला	Venezuela	grupo	alternativoj	prononco
level	ortografio	ऑर्थोग्राफी	orthography	grupo	alternativoj	prononco
level	febro	ताप	a fever	grupo	alternativoj	prononco
level	ĉefurbo	एक राजधानी शहर	a capital city	grupo	alternativoj	prononco
level	ravi	आनंद करणे	to delight	grupo	alternativoj	prononco
level	ĉagreni	त्रास देणे, चिडवणे, चिंता करणे	to vex, to annoy, to worry	grupo	alternativoj	prononco
level	ĉefi	नेतृत्व करण्यासाठी	to lead	grupo	alternativoj	prononco
level	ribeli	बंड करणे, बंड करणे	to rebel, to revolt	grupo	alternativoj	prononco
level	kancero	कर्करोग	cancer	grupo	alternativoj	prononco
level	atesti	साक्ष देणे, साक्ष देणे, पुष्टी करणे	to attest, to testify, to affirm	grupo	alternativoj	prononco
level	inklina	कलते, प्रवण	inclined, prone	grupo	alternativoj	prononco
level	cirkonstanco	एक परिस्थिती	a circumstance	grupo	alternativoj	prononco
level	bulgaro	एक बल्गेरियन व्यक्ती	a Bulgarian person	grupo	alternativoj	prononco
level	frosta	हिम, अतिशीत	frosty, freezing	grupo	alternativoj	prononco
level	kakao	एक कोको बीन, एक कोको	a cocoa bean, a cacao	grupo	alternativoj	prononco
level	tomato	टोमॅटो	a tomato	grupo	alternativoj	prononco
level	firmao	फर्म, कंपनी (= फर्मो)	a firm, a company (=firmo)	grupo	alternativoj	prononco
level	pigo	एक मॅग्पी	a magpie	grupo	alternativoj	prononco
level	grafo	एक संख्या, अर्ल	a count, an earl	grupo	alternativoj	prononco
level	Alĝerio	अल्जेरिया	Algeria	grupo	alternativoj	prononco
level	instituto	एक संस्था	an institute	grupo	alternativoj	prononco
level	rifuĝi	आश्रय घेणे	to take refuge	grupo	alternativoj	prononco
level	arda	उत्कट	ardent	grupo	alternativoj	prononco
level	armeno	एक आर्मेनियन	an Armenian	grupo	alternativoj	prononco
level	anĝelo	एक परी	an angel	grupo	alternativoj	prononco
level	konvalo	दरीची कमळ	a lily of the valley	grupo	alternativoj	prononco
level	egoismo	अहंकार, अहंकार, स्वार्थ	egoism, egotism, selfishness	grupo	alternativoj	prononco
level	kinejo	एक सिनेमा, एक चित्रपटगृह	a cinema, a movie theater	grupo	alternativoj	prononco
level	rezervita	राखीव	reserved	grupo	alternativoj	prononco
level	kolono	स्तंभ, स्तंभ, स्तंभ	column, a column, a pillar	grupo	alternativoj	prononco
level	deklari	जाहीर करणे	to declare	grupo	alternativoj	prononco
level	kirurgo	एक सर्जन (= ĥirurgo)	a surgeon (=ĥirurgo)	grupo	alternativoj	prononco
level	indiferenta	उदासीन	indifferent	grupo	alternativoj	prononco
level	trotuaro	फूटपाथ, फुटपाथ	a sidewalk, a pavement	grupo	alternativoj	prononco
level	prokrasti	विलंब करणे, विलंब करणे	to procrastinate, to delay	grupo	alternativoj	prononco
level	cikado	एक सिकाडा	a cicada	grupo	alternativoj	prononco
level	instrumento	एक साधन	an instrument	grupo	alternativoj	prononco
level	cedi	सोपविणे, देणे, देणे	to cede, to yield, to give in	grupo	alternativoj	prononco
level	pretendi	दावा करणे, गृहीत धरणे	to claim, to presume	grupo	alternativoj	prononco
level	egoisto	एक अहंकारी	an egoist	grupo	alternativoj	prononco
level	insisti	आग्रह करणे	to insist	grupo	alternativoj	prononco
level	naiva	भोळे	naive	grupo	alternativoj	prononco
level	situi	स्थित असणे, स्थित असणे	to be located, to be situated	grupo	alternativoj	prononco
level	penetri	आत प्रवेश करणे	to penetrate	grupo	alternativoj	prononco
level	kapitalo	भांडवल, भांडवल	capital, a capital	grupo	alternativoj	prononco
level	demono	एक राक्षस	a demon	grupo	alternativoj	prononco
level	licenco	एक परवाना	a license	grupo	alternativoj	prononco
level	diferenci	वेगळे करणे	to differentiate	grupo	alternativoj	prononco
level	skorpio	एक विंचू	a scorpion	grupo	alternativoj	prononco
level	sufoki	गुदमरणे, गुदमरणे	to suffocate, to choke	grupo	alternativoj	prononco
level	tordi	वळणे, वळवणे	to twist, to contort	grupo	alternativoj	prononco
level	kontanta	रोख मध्ये	in cash	grupo	alternativoj	prononco
level	ĵuri	शपथ घेणे	to swear	grupo	alternativoj	prononco
level	apetita	भूक वाढवणारे	appetitizing	grupo	alternativoj	prononco
level	adjektivo	एक विशेषण	an adjective	grupo	alternativoj	prononco
level	pluralo	अनेकवचनी	a plural	grupo	alternativoj	prononco
level	aktuala	सध्याचे महत्त्व, प्रासंगिक, तातडीचे, संबंधित	of current importance, topical, urgent, relevant	grupo	alternativoj	prononco
level	gesti	हावभाव करणे, हावभाव करणे	to gesture, to gesticulate	grupo	alternativoj	prononco
level	felo	फर, लपवा (प्राण्यांची, केसांसह), त्वचा	fur, hide (of animal, with hair), skin	grupo	alternativoj	prononco
level	mediti	ध्यान करणे	to meditate	grupo	alternativoj	prononco
level	kolego	एक सहकारी	a colleague	grupo	alternativoj	prononco
level	amplekso	व्याप्ती, व्याप्ती, परिमाण	extent, scope, magnitude	grupo	alternativoj	prononco
level	kosmetiko	सौंदर्य प्रसाधने	cosmetics	grupo	alternativoj	prononco
level	Karlo	चार्ल्स, कार्लोस	Charles, Carlos	grupo	alternativoj	prononco
level	gluti	गिळणे	to swallow	grupo	alternativoj	prononco
level	talento	एक प्रतिभा	a talent	grupo	alternativoj	prononco
level	ĝemelo	एक जुळे	a twin	grupo	alternativoj	prononco
level	deca	सभ्य, योग्य, योग्य	decent, proper, suitable	grupo	alternativoj	prononco
level	krono	एक मुकुट	a crown	grupo	alternativoj	prononco
level	ŝimi	मोल्ड करणे, बुरशी येणे	to mould, to get moldy	grupo	alternativoj	prononco
level	ŝoforo	चालक, चालक	a driver, a chauffeur	grupo	alternativoj	prononco
level	mistero	एक रहस्य	a mystery	grupo	alternativoj	prononco
level	absolute	पूर्णपणे	absolutely	grupo	alternativoj	prononco
level	laktuko	एक कोशिंबिरीसाठी वापरण्यात येणारा एक पाला व त्याचे झाड	a lettuce	grupo	alternativoj	prononco
level	destini	नियतीसाठी, नियुक्त करणे, वाटप करणे	to destine, to ordain, to allocate	grupo	alternativoj	prononco
level	instigi	उत्तेजित करणे, प्रोत्साहन देणे	to instigate, to encourage	grupo	alternativoj	prononco
level	heroo	एक नायक	a hero	grupo	alternativoj	prononco
level	ĉaro	एक रथ, एक गाडी	a chariot, a cart	grupo	alternativoj	prononco
level	vegetalo	एक भाजी, एक वनस्पती	a vegetable, a plant	grupo	alternativoj	prononco
level	adopti	दत्तक घेणे	to adopt	grupo	alternativoj	prononco
level	centimetro	एक सेंटीमीटर	a centimeter	grupo	alternativoj	prononco
level	enuiga	कंटाळवाणे, कंटाळवाणे	boring, stodgy	grupo	alternativoj	prononco
level	flirti	इश्कबाज करणे, फडफडणे	to flirt, to flutter	grupo	alternativoj	prononco
level	mandato	आदेश, मनी ऑर्डर	a mandate, a money order	grupo	alternativoj	prononco
level	envii	मत्सर करणे	to envy	grupo	alternativoj	prononco
level	ebria	नशेत, नशेत	drunk, inebriated	grupo	alternativoj	prononco
level	sudano	सुदान	Sudan	grupo	alternativoj	prononco
level	fleksi	झुकणे	to bend	grupo	alternativoj	prononco
level	naŭzi	मळमळणे	to nauseate	grupo	alternativoj	prononco
level	likva	द्रव	liquid	grupo	alternativoj	prononco
level	kupro	तांबे	copper	grupo	alternativoj	prononco
level	hoko	एक हुक	a hook	grupo	alternativoj	prononco
level	pafilo	बंदूक	a gun	grupo	alternativoj	prononco
level	filmi	चित्रपट करणे, चित्रपट शूट करणे	to film, to shoot a film	grupo	alternativoj	prononco
level	bremso	एक ब्रेक	a brake	grupo	alternativoj	prononco
level	tereno	एक परिसर, एक भूभाग, एक मैदान	a campus, a terrain, a ground	grupo	alternativoj	prononco
level	nigra tabulo	एक काळा बोर्ड	a black board	grupo	alternativoj	prononco
level	foiro	एक जत्रा, बाजार	a fair, a market	grupo	alternativoj	prononco
level	ĉimpanzo	एक चिंपांझी	a chimpanzee	grupo	alternativoj	prononco
level	aktiva	सक्रिय	active	grupo	alternativoj	prononco
level	juvelo	एक रत्न, एक रत्न (= gemo)	a jewel, a gem (=gemo)	grupo	alternativoj	prononco
level	tendumi (kampadi)	शिबिर करण्यासाठी	to camp	grupo	alternativoj	prononco
level	malliberejo	एक तुरुंग	a prison	grupo	alternativoj	prononco
level	studprogramo	एक अभ्यास कार्यक्रम	a study program	grupo	alternativoj	prononco
level	avida	लोभी	greedy	grupo	alternativoj	prononco
level	flari	वास घेणे	to smell	grupo	alternativoj	prononco
level	garantii	हमी देणे, हमी देणे	to guarantee, to warrant	grupo	alternativoj	prononco
level	ĉeno	साखळी	a chain	grupo	alternativoj	prononco
level	sekcio	एक विभाग	a section	grupo	alternativoj	prononco
level	akuzativo	एक आरोप करणारा	an accusative	grupo	alternativoj	prononco
level	kandelo	मेणबत्ती	a candle	grupo	alternativoj	prononco
level	konfirmi	पुष्टी करण्यासाठी	to confirm	grupo	alternativoj	prononco
level	pando	एक पांडा	a panda	grupo	alternativoj	prononco
level	kultivi	लागवड करणे (फळे, भाज्या)	to cultivate (fruits, vegetables)	grupo	alternativoj	prononco
level	sojlo	एक खिडकीच्या चौकटीचा खालचा आडवा, एक उंबरठा	a sill, a threshold	grupo	alternativoj	prononco
level	lacigi	थकणे, थकणे, थकणे	to exhaust, to fatique, to tire	grupo	alternativoj	prononco
level	skribilaro	विटिंग भांडी, स्थिर	witing utensils, stationary	grupo	alternativoj	prononco
level	ĵaluza	मत्सर	jealous	grupo	alternativoj	prononco
level	kamiono	एक कॅमियन, एक लॉरी, एक ट्रक	a camion, a lorry, a truck	grupo	alternativoj	prononco
level	barakti	संघर्ष करणे	to struggle	grupo	alternativoj	prononco
level	svingi	डोलणे, हलणे	to swing, to shake	grupo	alternativoj	prononco
level	ŝovi	ढकलणे, ढकलणे	to shove, to push along	grupo	alternativoj	prononco
level	tendo	एक तंबू	a tent	grupo	alternativoj	prononco
level	preteksto	एक सबब, सबब	an excuse, a pretext	grupo	alternativoj	prononco
level	simpatia	सहानुभूतीपूर्ण	sympathetic	grupo	alternativoj	prononco
level	mino	एक खाण	a mine	grupo	alternativoj	prononco
level	fantazia	विलक्षण	fantastic	grupo	alternativoj	prononco
level	komika	विनोदी, विनोदी	comic, comical	grupo	alternativoj	prononco
level	kruta	उंच	steep	grupo	alternativoj	prononco
level	festeni	मेजवानी, मेजवानी	to banquet, to feast	grupo	alternativoj	prononco
level	alergio	ऍलर्जी	allergy	grupo	alternativoj	prononco
level	juro	कायदा	a law	grupo	alternativoj	prononco
level	ekspozicio	एक प्रदर्शन, एक प्रदर्शन	an exhibition, an exposition	grupo	alternativoj	prononco
level	akordiono	एक अकॉर्डियन	an accordion	grupo	alternativoj	prononco
level	sfero	एक गोल, एक चेंडू	a sphere, a ball	grupo	alternativoj	prononco
level	almozulo	एक भिकारी	a beggar	grupo	alternativoj	prononco
level	maĉi	चघळणे	to masticate, to chew	grupo	alternativoj	prononco
level	virto	एक सद्गुण	a virtue	grupo	alternativoj	prononco
level	turmenti	छळणे, छळणे	to torment, to torture	grupo	alternativoj	prononco
level	anonctabulo	एक सूचना फलक	a notice board	grupo	alternativoj	prononco
level	minus	वजा	minus	grupo	alternativoj	prononco
level	boji	भुंकणे	to bark	grupo	alternativoj	prononco
level	atestilo, atestaĵo	एक प्रमाणपत्र, एक प्रमाणीकरण	a certificate, an attestation	grupo	alternativoj	prononco
level	fendo	एक फूट, एक स्लॉट, एक क्रॅक	a split, a slot, a crack	grupo	alternativoj	prononco
level	almozo	भिक्षा, दान	alms, charity	grupo	alternativoj	prononco
level	havigi	प्रदान करणे, मिळवणे, मिळवणे	to provide with, to get for, to procure	grupo	alternativoj	prononco
level	aŭtografio	एक आत्मचरित्र, आत्मचरित्र (=aŭtobiografio)	an autography, autobiography (=aŭtobiografio)	grupo	alternativoj	prononco
level	suspekti	संशय घेणे	to suspect	grupo	alternativoj	prononco
level	trezoro	एक खजिना	a treasure	grupo	alternativoj	prononco
level	stango	एक रॉड, एक खांब, एक बार	a rod, a pole, a bar	grupo	alternativoj	prononco
level	balailo	एक झाडू, एक सफाई कामगार	a broom, a sweeper	grupo	alternativoj	prononco
level	rekompenco	भरपाई, बक्षीस	a compensation, a reward	grupo	alternativoj	prononco
level	kopio	एक प्रत	a copy	grupo	alternativoj	prononco
level	domego	एक व्हिला, एक वाडा, एक मोठे घर, एक इमारत	a villa, a mansion, a big house, a building	grupo	alternativoj	prononco
level	pasko	इस्टर	Easter	grupo	alternativoj	prononco
level	Peruo	पेरू	Peru	grupo	alternativoj	prononco
level	menso	मन	mind	grupo	alternativoj	prononco
level	eleganta	मोहक	elegant	grupo	alternativoj	prononco
level	ekvadoro	इक्वेडोर	Ecuador	grupo	alternativoj	prononco
level	barbirejo	हेअरड्रेसिंग सलून, बार्बर शॉप	a hairdressing salon, a barbor shop	grupo	alternativoj	prononco
level	bubo	चाकू, चाकू, अर्चिन	a knave, a brat, an urchin	grupo	alternativoj	prononco
level	gvineo	गिनी	Guinea	grupo	alternativoj	prononco
level	civilizi	सभ्य करणे	to civilize	grupo	alternativoj	prononco
level	insulti	अपमान करणे	to insult	grupo	alternativoj	prononco
level	komisiono	एक आयोग, एक समिती	a commission, a comittee	grupo	alternativoj	prononco
level	colo	एक इंच	an inch	grupo	alternativoj	prononco
level	admoni	उपदेश करणे, उपदेश करणे, उपदेश करणे, निंदा करणे	to admonish, to exhort, to advice, to censure	grupo	alternativoj	prononco
level	bildkadro	एक चित्र फ्रेम	a picture frame	grupo	alternativoj	prononco
level	serena	शांत, शांत, त्रासरहित	serene, calm, untroubled	grupo	alternativoj	prononco
level	nervo	एक मज्जातंतू	a nerve	grupo	alternativoj	prononco
level	kuglo	एक गोळी	a bullet	grupo	alternativoj	prononco
level	pilgrimi	तीर्थयात्रेला जाण्यासाठी	to go on a pilgrimage	grupo	alternativoj	prononco
level	kaso	एक कॅश बॉक्स, एक पर्स, एक पैशाची पेटी, तिजोरी	a cash box, a purse, a money box, coffer	grupo	alternativoj	prononco
level	penti	पश्चात्ताप करणे	to repent	grupo	alternativoj	prononco
level	libano	लेबनॉन	Lebanon	grupo	alternativoj	prononco
level	barelo	एक बॅरल	a barrel	grupo	alternativoj	prononco
level	botaniko	वनस्पतिशास्त्र	botany	grupo	alternativoj	prononco
level	merkato	एक बाजार	a market	grupo	alternativoj	prononco
level	koncerto	एक मैफिल	a concert	grupo	alternativoj	prononco
level	projekto	प्रकल्प	a project	grupo	alternativoj	prononco
level	komplimento	एक प्रशंसा	a compliment	grupo	alternativoj	prononco
level	cirklo	एक वर्तुळ, एक डिस्क	a circle, a disk	grupo	alternativoj	prononco
level	konjekti	अंदाज बांधणे, अंदाज लावणे	to make a conjecture, to guess	grupo	alternativoj	prononco
level	ĵudo	ज्युडो	judo	grupo	alternativoj	prononco
level	teksto	मजकूर, एक मजकूर, एक गीत	text, a text, a lyric	grupo	alternativoj	prononco
level	konkuri	स्पर्धा करणे, भांडणे	to compete, to contend	grupo	alternativoj	prononco
level	rezervo	एक राखीव	a reserve	grupo	alternativoj	prononco
level	kabineto	एक कॅबिनेट	a cabinet	grupo	alternativoj	prononco
level	marĉo	दलदल, दलदल	a marsh, a swamp	grupo	alternativoj	prononco
level	advokato	एक बॅरिस्टर, एक वकील, एक वकील	a barrister, a lawyer, an advocate	grupo	alternativoj	prononco
level	ceramiko	मातीची भांडी, मातीची भांडी	ceramics, pottery	grupo	alternativoj	prononco
level	histerio	उन्माद, उत्साह	hysteria, excitement	grupo	alternativoj	prononco
level	golfo	एक आखात	a gulf	grupo	alternativoj	prononco
level	periodo	कालावधी, कालावधी	period, a period	grupo	alternativoj	prononco
level	etiopo	एक इथिओपियन	an Ethiopian	grupo	alternativoj	prononco
level	pejzaĝo	लँडस्केप, देखावा	landscape, scenary	grupo	alternativoj	prononco
level	psikologo	एक मानसशास्त्रज्ञ	a psychologist	grupo	alternativoj	prononco
level	kverko	एक ओक	an oak	grupo	alternativoj	prononco
level	kaprica	लहरी, चपखल, लहरी	capricious, fitful, whimsical	grupo	alternativoj	prononco
level	neto	अंतिम प्रत, वाजवी प्रत	a final copy, a fair copy	grupo	alternativoj	prononco
level	kazo	प्रकरण, प्रकरण, प्रकरण	a case, affair, matter	grupo	alternativoj	prononco
level	sveni	बेहोश होणे, बेहोश होणे	to faint, to swoon	grupo	alternativoj	prononco
level	rosti	भाजणे	to roast	grupo	alternativoj	prononco
level	bazaro	बाजार, बाजार, जत्रा	a bazaar, a market, a fair	grupo	alternativoj	prononco
level	liberio	लायबेरिया	Liberia	grupo	alternativoj	prononco
level	anteno	एक अँटेना, एक हवाई, एक भावना	an antenna, an aerial, a feeler	grupo	alternativoj	prononco
level	tegi	आच्छादन करणे, कोट करणे	to overlay, to coat	grupo	alternativoj	prononco
level	Aŭstralio	ऑस्ट्रेलिया	Australia	grupo	alternativoj	prononco
level	frakasi	तुटणे, चकनाचूर करणे, चुरगळणे	to crash, to shatter, to smash	grupo	alternativoj	prononco
level	kliento	एक ग्राहक, एक ग्राहक, एक रुग्ण	a client, a customer, a patient	grupo	alternativoj	prononco
level	ronki	घोरणे, घोरणे	to grunt, to snore	grupo	alternativoj	prononco
level	judaismo	यहुदी धर्म	Judaism	grupo	alternativoj	prononco
level	afikso	एक जोड	an affix	grupo	alternativoj	prononco
level	fanfaroni	बढाई मारणे, बढाई मारणे	to brag, to boast	grupo	alternativoj	prononco
level	kapsiko	एक लाल मिरची	a red pepper	grupo	alternativoj	prononco
level	probabla	संभाव्य, संभाव्य	probable, likely	grupo	alternativoj	prononco
level	segi	पाहण्यासाठी	to saw	grupo	alternativoj	prononco
level	melankolio	खिन्नता, खिन्नता, खिन्नता	melancholy, melancholia, gloom	grupo	alternativoj	prononco
level	panamo	पनामा	Panama	grupo	alternativoj	prononco
level	mekaniko	यांत्रिकी (=मेहनिको)	mechanics (=meĥaniko)	grupo	alternativoj	prononco
level	ŝvebi	घिरट्या घालणे, तरंगणे	to hover, to float	grupo	alternativoj	prononco
level	latvo	एक लाटवियन	a Latvian	grupo	alternativoj	prononco
level	kateno	एक कवच, एक संयम, एक कॅटेनरी	a shacle, a restraint, a catenary	grupo	alternativoj	prononco
level	bori	बोअर करणे, ड्रिल करणे	to bore, to drill	grupo	alternativoj	prononco
level	apartamento	एक अपार्टमेंट, एक फ्लॅट	an apartment, a flat	grupo	alternativoj	prononco
level	hajlo	गारपीट, गारपीट	hail, a hail	grupo	alternativoj	prononco
level	silko	रेशीम	silk	grupo	alternativoj	prononco
level	putri	उधळणे, सडणे, कुजणे, तापविणे	to utrefy, to putrify, to decay, to fester	grupo	alternativoj	prononco
level	melki	दूध करण्यासाठी	to milk	grupo	alternativoj	prononco
level	signalo	एक संकेत, एक चिन्ह	a signal, a sign	grupo	alternativoj	prononco
level	lifto	लिफ्ट, लिफ्ट	a lift, an elevator	grupo	alternativoj	prononco
level	intensa	तीव्र, गहन	intense, intensive	grupo	alternativoj	prononco
level	ekvilibro	समतोल, समतोल	an equilibrium, balance	grupo	alternativoj	prononco
level	tradicio	एक परंपरा	a tradition	grupo	alternativoj	prononco
level	enigmo	एक कोडे, एक कोडे, एक कोडे	an enigma, a puzzle, a riddle	grupo	alternativoj	prononco
