B.zh-tw content.tsv
Level	Esperanto	zh-tw	en-us	Grupo	Alternativoj	Pronoco
level	se mi ne trovos	如果我找不到它	if I don't find it	grupo	alternativoj	prononco
level	ha, bona ideo, ĝis tie!	噢，好主意，到時見！	oh, good idea, see you up there!	grupo	alternativoj	prononco
level	en la prelegejo	在報告廳	in the lecture hall	grupo	alternativoj	prononco
level	gardanĝeloj? ĉu vi ŝercas?	守護天使？你在開玩笑吧？	guardian angels? are you kidding?	grupo	alternativoj	prononco
level	prezidanto de TEJO	特久總裁	president of TEJO	grupo	alternativoj	prononco
level	fine mi deziras al vi ĉiuj amuzan semajnon	最後祝大家有個愉快的一周	finally I wish you all a fun week	grupo	alternativoj	prononco
level	laŭ la lastaj informoj	根據最新消息	according to the latest information	grupo	alternativoj	prononco
level	ni estas 423 ĉi tie de 38 landoj	我們有來自38 個國家的423 人	we are 423 here from 38 countries	grupo	alternativoj	prononco
level	mi deziras fruktodonan kaj amuzegan IJK-semajnon	祝您IJK 一週富有成果且充滿樂趣	I wish you a fruitful and great fun IJK week	grupo	alternativoj	prononco
level	koran bonvenon nome de la TEJO-estraro	我代表TEJO 董事會表示熱烈歡迎	a warm welcome, on behalf of the TEJO board	grupo	alternativoj	prononco
level	post granda aplaŭdo	在熱烈的掌聲之後	after a big round of applause	grupo	alternativoj	prononco
level	ĉu vi sukcesis resti veka?	你能保持清醒嗎？	did you manage to stay awake?	grupo	alternativoj	prononco
level	jes, ĉefe pro mia malsato	是的，主要是因為我餓了	yes, mainly because of my hunger	grupo	alternativoj	prononco
level	ne, mi ŝercas, estis interese aŭdi	不，我在開玩笑。很有趣地聽到	no, I'm kidding. it was interesting to hear	grupo	alternativoj	prononco
level	estis interese aŭdi iom pri la agado	聽到一些有關該活動的資訊很有趣	was interesting to hear a little about the activity	grupo	alternativoj	prononco
level	aŭdi pri la agado kaj strukturo de la movado	了解運動的活動和結構	to hear about the activity and structure of the movement	grupo	alternativoj	prononco
level	TEJO-kunsido interesos vin	您會對TEJO 課程感興趣	a TEJO session will interest you	grupo	alternativoj	prononco
level	eble iu el la TEJO-kunsidoj povas interesi vin	也許您可能會對TEJO 的某些課程感興趣	maybe some of the TEJO sessions may be interesting to you	grupo	alternativoj	prononco
level	jes eble	也許吧	yes maybe	grupo	alternativoj	prononco
level	mi provos	我會嘗試	I will try	grupo	alternativoj	prononco
level	provos ĉeesti	將嘗試參加	will try to attend	grupo	alternativoj	prononco
level	mi provos ĉeesti	我會嘗試參加	I will try to attend	grupo	alternativoj	prononco
level	ĉeesti unu	參加一個	to attend one	grupo	alternativoj	prononco
level	ĉeesti por vidi	參加去看	attend to see	grupo	alternativoj	prononco
level	iun tagon	有一天（某一天）	one day (someday)	grupo	alternativoj	prononco
level	mi provos iun tagon	有一天我會嘗試	I will try one day	grupo	alternativoj	prononco
level	iun tagon ĉeesti	有一天去參加	one day to attend	grupo	alternativoj	prononco
level	ĉeesti iun tagon por vidi	有一天去看看	attend someday to see	grupo	alternativoj	prononco
level	mi provos iun tagon ĉeesti unu por vidi	我會嘗試有一天去參加一個看看	I will try one day to attend one to see	grupo	alternativoj	prononco
level	kio estas tio?	那是什麼？	what is that?	grupo	alternativoj	prononco
level	kio estas tio pri ~	那是關於什麼的~	what is that about ~	grupo	alternativoj	prononco
level	gard-anĝelo	一個守護天使	a guard angel	grupo	alternativoj	prononco
level	tio pri "gardanĝelo"	關於“守護天使”	that about "guard angel"	grupo	alternativoj	prononco
level	sed kio estas	但什麼是	but what is	grupo	alternativoj	prononco
level	sed kio estas tio pri "gardanĝelo"?	但「守護天使」又是什麼呢？	but what is that about a "guardian angel"?	grupo	alternativoj	prononco
level	ĉu ŝerco?	笑話？	a joke?	grupo	alternativoj	prononco
level	ĉu malbona ŝerco?	一個糟糕的笑話？	a bad joke?	grupo	alternativoj	prononco
level	malbona ŝerco	垃圾笑話	bad joke	grupo	alternativoj	prononco
level	iu ŝerco	一些笑話	some joke	grupo	alternativoj	prononco
level	iu malbona ŝerco	一些糟糕的笑話	some bad joke	grupo	alternativoj	prononco
level	ĉu iu malbona ŝerco?	（那是）一些糟糕的笑話嗎？	(is that) some bad joke?	grupo	alternativoj	prononco
level	mi ŝercas	我是在開玩笑	I'm joking	grupo	alternativoj	prononco
level	ne, mi ŝercas	不，我在開玩笑	no, I'm kidding	grupo	alternativoj	prononco
level	estis interese aŭdi	很有趣地聽到	it was interesting to hear	grupo	alternativoj	prononco
level	kiel kontakti ~	怎麼聯繫~	how to contact ~	grupo	alternativoj	prononco
level	kaj kiel kontakti tiujn anĝelojn?	以及如何聯絡那些天使？	and how to contact those angels?	grupo	alternativoj	prononco
level	per iu IJK-preĝo eble	也許有一些IJK 祈禱	with some IJK prayer maybe	grupo	alternativoj	prononco
level	provu! se ne funkcias vi povas iri al ~	嘗試一下！如果還不行可以去~	try it! if it doesn't work you can go to ~	grupo	alternativoj	prononco
level	vi povas iri al la ĉambro "La ĉielo" post la tagmanĝo	午餐後可以去「天空」房間	you can go to the room "The sky" after lunch	grupo	alternativoj	prononco
level	bonege, unue manĝo, poste ĉielen	太棒了，首先是食物，然後是天堂	great, first food, then heaven	grupo	alternativoj	prononco
level	unue manĝo, poste ĉielen al la anĝelinoj	首先是食物，然後是天空中的天使	first food, then in the sky to the angels	grupo	alternativoj	prononco
level	maltro da manĝo	一點飯	#REF!	grupo	alternativoj	prononco
level	post iom maltro da manĝo	少吃一點之後	after a little less food	grupo	alternativoj	prononco
level	Kabe iras al la ĉambro "La ĉielo"	卡部前往「天空」房間	Kabe goes to the room "the sky"	grupo	alternativoj	prononco
level	saluton. ĉu estas via unua IJK?	您好，這是您的第一個IJK 嗎？	hello, is it your first IJK?	grupo	alternativoj	prononco
level	bone. mi tre ĝojas. mi estas Jesi	好的。我很高興。我是傑西	ok. I am very glad. I'm Jesi	grupo	alternativoj	prononco
level	kaj tiu ĉi estas jam mia sesa IJK	這已經是我的第六個IJK	and this is already my sixth IJK	grupo	alternativoj	prononco
level	jen estas papero kun kelkaj demandoj	這是一篇有一些問題的論文	here is a paper with some questions	grupo	alternativoj	prononco
level	papero kun demandoj kaj taskoj	帶有問題和任務的論文	paper with questions and tasks	grupo	alternativoj	prononco
level	kelkaj demandoj kaj taskoj rilate al la kongreso	與大會有關的一些問題和任務	some questions and tasks related to the congress	grupo	alternativoj	prononco
level	vi provu solvi ilin	你嘗試解決它們	you try to solve them	grupo	alternativoj	prononco
level	mi proponas ke vi provu solvi ilin	我建議你嘗試解決它們	I suggest you try to solve them	grupo	alternativoj	prononco
level	kun Ana de Pollando, Boris de Germanio kaj Nacuko de Japanio	與來自波蘭的安娜、來自德國的鮑里斯和來自日本的夏子	with Ana from Poland, Boris from Germany and Natsuko from Japan	grupo	alternativoj	prononco
level	nur voku min se vi bezonos helpon	如果您需要協助，請給我打電話	just call me if you need help	grupo	alternativoj	prononco
level	poste en la libroservo	稍後在圖書服務中	later in the book service	grupo	alternativoj	prononco
level	kiel do estis en la ĉielo?	那麼天堂裡的情況怎麼樣呢？	so how was it in heaven?	grupo	alternativoj	prononco
level	mi fakte renkontis veran anĝelinon!	我居然遇見真正的天使了！	I actually met a real angel!	grupo	alternativoj	prononco
level	ĉielece, mi pensas ke mi fakte renkontis veran anĝelinon!	天哪，我想我真的遇到了一個真正的天使！	heavenly, I think I actually met a real angel!	grupo	alternativoj	prononco
level	mirinde bela kaj afabla ŝi estis	她非常美麗又善良	she was amazingly beautiful and kind	grupo	alternativoj	prononco
level	ho, Dio mia! kaj kio estas ŝia nomo?	我的天啊！她叫什麼名字？	oh my god! and what is her name?	grupo	alternativoj	prononco
level	aj, mi jam forgesis!	哦，我已經忘記了！	oh, I already forgot!	grupo	alternativoj	prononco
level	pli kaj pli ebriiĝas	越來越多的人喝醉了	more and more gets drunk	grupo	alternativoj	prononco
level	en la trinkejo, Kabe pli kaj pli ebriiĝas	在酒吧里，卡部越來越醉	in the bar, Kabe gets more and more drunk	grupo	alternativoj	prononco
level	ĉu ankaŭ la trinkejestro?	調酒師也是嗎？	is the bartender too?	grupo	alternativoj	prononco
level	unu bieron mi petas	請來一杯啤酒	one beer please	grupo	alternativoj	prononco
level	ĝi kostas 1 eŭron	花費1 歐元	it costs 1 euro	grupo	alternativoj	prononco
level	ĉu vi ŝatus ankaŭ ion alian?	你還想要點別的嗎？	would you like something else too?	grupo	alternativoj	prononco
level	ne dankon, biero sufiĉas por mi	不用了，謝謝，啤酒對我來說就夠了	no thanks, beer is enough for me	grupo	alternativoj	prononco
level	ĉu vere? kio pri vodko, labambo kaj inoj?	真的嗎？伏特加、拉班巴和女性怎麼樣？	really? what about vodka, labamba and females?	grupo	alternativoj	prononco
level	nu, kial ne	好吧，為什麼不呢	well, why not	grupo	alternativoj	prononco
level	laŭdire ĝi estas amuza	據說很好玩	it is said to be fun	grupo	alternativoj	prononco
level	mi ankoraŭ ne dancis labambon, sed laŭdire ĝi estas amuza	我還沒跳過拉巴巴舞，但我聽說這很有趣	I haven't danced the labamba yet, but I'm told it's fun	grupo	alternativoj	prononco
level	dum la kantaĵo "La Bamba" homoj dancas	當歌曲“La Bamba”響起時，人們跳舞	during the song "La Bamba" people dance	grupo	alternativoj	prononco
level	homoj dancas en granda rondo	人們圍成一個大圈跳舞	people dance in a big circle	grupo	alternativoj	prononco
level	kaj ene de tiu rondo dancas aliaj homoj	在那個圈子裡其他人跳舞	and within that circle other people dance	grupo	alternativoj	prononco
level	funkcias tiel ke ~	工作所以〜	works so that ~	grupo	alternativoj	prononco
level	funkcias tiel ke homoj dancas en granda rondo	讓人們圍成一個大圈跳舞	works so that people dance in a big circle	grupo	alternativoj	prononco
level	dancas en granda rondo kaj ene de tiu rondo	在一個大圓圈內跳舞	dances in a big circle and within that circle	grupo	alternativoj	prononco
level	homoj dancas kaj dancas aliaj homoj	人們跳舞，其他人也跳舞	people dance and other people dance	grupo	alternativoj	prononco
level	tiuj dancantaj ene de la rondo	那些在圈子裡跳舞的人	those who dance within the circle	grupo	alternativoj	prononco
level	tiuj dancantoj elektas dancanton de la rondo	跳舞的人從圓圈中選出一名舞者	those who dance choose a dancer from the circle	grupo	alternativoj	prononco
level	elektas dancanton kaj kisas ŝin aŭ lin	選擇一名舞者並親吻她或他	chooses a dancer and kisses her or him	grupo	alternativoj	prononco
level	kisas ŝin aŭ lin tri-foje sur la vangoj	在她或他的臉頰上親吻三遍	kisses her or him three times on the cheeks	grupo	alternativoj	prononco
level	elektas dancanton kaj kisas sur la vangoj	選擇舞者並親吻臉頰	chooses a dancer and kisses on the cheeks	grupo	alternativoj	prononco
level	elektas dancanton de la rondo kaj kisas	從圓圈中選擇一名舞者並親吻	chooses a dancer from the circle and kisses	grupo	alternativoj	prononco
level	poste ili ŝanĝas lokon	然後他們換地方	then they change places	grupo	alternativoj	prononco
level	kisas, kisanto, kisito, kisonto, kisoto	接吻，一個接吻的人，一個被接吻的人，一個會接吻的人，一個會被接吻的人	kisses, a kissing person, a kissed person, a person who will kiss, a person who will be kissed	grupo	alternativoj	prononco
level	kaj la kisito iĝas kisonto	被親吻的人會變成一個會親吻的人	and the kissed becomes a person who will kiss	grupo	alternativoj	prononco
level	tiuj dancantoj elektas kaj poste ili ŝanĝas lokon	那些舞者選擇然後他們改變位置	those dancers choose and then they change places	grupo	alternativoj	prononco
level	la kisinto nun estas kisoto	曾經親吻過的人現在是會被親吻的人	the person who kissed is now a person who will be kissed	grupo	alternativoj	prononco
level	tre facile, ĉu ne?	很容易，對吧？	very easy, right?	grupo	alternativoj	prononco
level	nu, mi esperas ke estas ~	嗯，希望是這樣~	well, I hope it is ~	grupo	alternativoj	prononco
level	pli facile en la praktiko	在實踐中更容易	more easily in practice	grupo	alternativoj	prononco
level	esperas ke estas pli facile	希望更容易	hopes it's easier	grupo	alternativoj	prononco
level	estas pli facile en la praktiko	實踐中更容易	it's easier in practice	grupo	alternativoj	prononco
level	mi provos iam	我有時會嘗試	I will try sometime	grupo	alternativoj	prononco
level	sed unue la bieron!	但首先是啤酒！	but first the beer!	grupo	alternativoj	prononco
level	mi provos iam, sed unue la bieron!	有一天我會嘗試一下，但首先是啤酒！	I'll try one day, but first the beer!	grupo	alternativoj	prononco
level	saĝa knabo	一個聰明的男孩	a smart boy	grupo	alternativoj	prononco
level	vi, kiu konas preskaŭ ĉiujn	你幾乎認識所有人	you who know almost everyone	grupo	alternativoj	prononco
level	konas preskaŭ ĉiujn ĉi tie	幾乎認識這裡的每個人	knows almost everyone here	grupo	alternativoj	prononco
level	ĉu vi scias kiu estas la knabino	你知道那個女孩是誰嗎？	do you know who the girl is?	grupo	alternativoj	prononco
level	la knabino kiu kunordigis	協調的女孩	the girl who coordinated	grupo	alternativoj	prononco
level	la knabino kiu kunordigis la ’gardanĝelojn’	協調「守護天使」的女孩	the girl who coordinated the 'guardian angels'	grupo	alternativoj	prononco
level	vi verŝajne pensas pri Jesi	你可能在想Jesi	you are probably thinking of Jesi	grupo	alternativoj	prononco
level	jes, ĝuste!	恩，那就對了！	yes, that's right!	grupo	alternativoj	prononco
level	mi memoras ke mi aŭdis	我記得我聽過	I remember that I heard	grupo	alternativoj	prononco
level	nun mi memoras ke ~	現在想起來了~	now I remember that ~	grupo	alternativoj	prononco
level	memoras ke mi aŭdis ŝian nomon	記得我聽過她的名字	remember that I heard her name	grupo	alternativoj	prononco
level	laŭ mi	在我看來	in my opinion	grupo	alternativoj	prononco
level	ŝi estas stranga persono	她是一個奇怪的人	she is a strange person	grupo	alternativoj	prononco
level	laŭ mi ŝi estas stranga persono	在我看來她是個奇怪的人	in my opinion she is a strange person	grupo	alternativoj	prononco
level	tute ne trinkas bieron	根本不喝啤酒	doesn't drink beer at all	grupo	alternativoj	prononco
level	kaj ne manĝas viandon	且不吃肉	and does not eat meat	grupo	alternativoj	prononco
level	ŝajnas ke ~	看來~	it seems that ~	grupo	alternativoj	prononco
level	ŝia sola intereso estas ~	她唯一的興趣就是~	her only interest is ~	grupo	alternativoj	prononco
level	sola intereso estas Esperanto-agado	唯一的興趣是世界語活動	only interest is Esperanto activity	grupo	alternativoj	prononco
level	ŝajnas ke ŝia sola intereso estas Esperanto	看來她唯一的興趣是世界語	it seems that her only interest is Esperanto	grupo	alternativoj	prononco
level	sed ŝi estas tre bela	但她很漂亮	but she is very beautiful	grupo	alternativoj	prononco
level	estas tre bela kaj afabla	非常美麗又善良	is very beautiful and kind	grupo	alternativoj	prononco
level	tre bela kaj afabla laŭ mi	我認為非常友善	very nice and kind in my opinion	grupo	alternativoj	prononco
level	eble vi pravas	也許你是對的	maybe you are right	grupo	alternativoj	prononco
level	eble vi pravas pri tio	也許你是對的	maybe you are right about that	grupo	alternativoj	prononco
level	preskaŭ neniam estas en la trinkejo	幾乎從來不去酒吧	is almost never in the bar	grupo	alternativoj	prononco
level	ŝi preskaŭ neniam estas ~	她幾乎從來沒有~	she is almost never ~	grupo	alternativoj	prononco
level	ne renkontas ŝin ofte	不常見到她	don't meet her often	grupo	alternativoj	prononco
level	mi ne renkontas ofte	我不常見面	I don't meet often	grupo	alternativoj	prononco
level	kaj do mi ne renkontas ŝin ofte	所以我不常見到她	and so I don't meet her often	grupo	alternativoj	prononco
level	fajfas pri tiaj homoj	對這樣的人吹口哨	whistles about such people	grupo	alternativoj	prononco
level	fakte, mi tute fajfas	事實上，我完全在吹口哨	in fact, I'm totally whistling	grupo	alternativoj	prononco
level	mi komprenas ~	我明白了~	I understand ~	grupo	alternativoj	prononco
level	tiel parolas vera trinkejestro	這就是真正的調酒師說話的方式	that's how a real bartender talks	grupo	alternativoj	prononco
level	prave. je via sano!	正確的，所以為了您的健康！	rightly, so to your health!	grupo	alternativoj	prononco
level	je via sano! ho, bonega biero	為了您的健康！哦，很棒的啤酒	to your health! oh, great beer	grupo	alternativoj	prononco
level	kompreneble. estis ja mi kiu elektis ĝin	當然，我是選擇它的人	of course, I was the one who chose it	grupo	alternativoj	prononco
level	ĉu vi havas ideon?	你有什麼主意嗎？	do you have any idea?	grupo	alternativoj	prononco
level	kie eblus trovi tiun strangan knabinon?	到哪裡才能找到那個奇怪的女孩呢？	where would it be possible to find that strange girl?	grupo	alternativoj	prononco
level	trovi tiun strangan sed tre belan knabinon	去尋找那個奇怪但非常美麗的女孩	to find that strange but very beautiful girl	grupo	alternativoj	prononco
level	ideo kie eblus trovi ~	想知道哪裡可以找到~	idea where it could be found ~	grupo	alternativoj	prononco
level	havas ideon kie eblus trovi ~	有一個想法可以找到〜	has an idea where it would be possible to find ~	grupo	alternativoj	prononco
level	tutcerte en la Gufujo	絕對是在茶室（Owlery）	definitely in the tea launge(Owlery)	grupo	alternativoj	prononco
level	tiaj homoj konstante sidas	這樣的人常常坐著	such people are constantly sitting	grupo	alternativoj	prononco
level	konstante sidas tie teumante	總是坐在那裡喝茶	is constantly sitting there drinking tea	grupo	alternativoj	prononco
level	kia teda vivo!	生活多麼乏味啊！	what a tedious life!	grupo	alternativoj	prononco
level	Gufujo, estas trankvila ejo	茶室（Owlery），是一個安靜的地方	the tea launge(Owlery), is a quiet place	grupo	alternativoj	prononco
level	trankvila ejo kie eblas trinki teon	一個安靜的地方，可以喝茶	a quiet place where you can drink tea	grupo	alternativoj	prononco
level	trinki teon, babili, aŭskulti trankvilan muzikon	喝茶、聊天、聽安靜的音樂	drink tea, chat, listen to quiet music	grupo	alternativoj	prononco
level	aŭskulti trankvilan muzikon kaj simile	聽安靜的音樂等	listening to quiet music and the like	grupo	alternativoj	prononco
level	vi trovos ĝin fine de la koridoro	你會在走廊的盡頭找到它	you will find it at the end of the corridor	grupo	alternativoj	prononco
level	fine de la koridoro ekster la trinkejo	酒吧外走廊的盡頭	at the end of the corridor outside the bar	grupo	alternativoj	prononco
level	vi ne povas porti vian bieron	你不能攜帶你的啤酒	you can't carry your beer	grupo	alternativoj	prononco
level	porti vian bieron tien	把你的啤酒帶到那裡	take your beer there	grupo	alternativoj	prononco
level	sed vi ne povas porti vian bieron tien	但你不能把啤酒帶到那裡	but you can't take your beer there	grupo	alternativoj	prononco
level	vere estas ujo de gufoj!	這裡確實是貓頭鷹的地方！	it really is a place for owls!	grupo	alternativoj	prononco
level	al la dancejo unue	首先到舞池	to the dance floor first	grupo	alternativoj	prononco
level	eble mi iru unue	也許我應該先走	maybe I should go first	grupo	alternativoj	prononco
level	mi iru al la dancejo unue	讓我先去舞池	let me go to the dance floor first	grupo	alternativoj	prononco
level	la venonta persono!	下一個！	next person!	grupo	alternativoj	prononco
level	kion vi volas kara?	親愛的你想要什麼	what do you want dear	grupo	alternativoj	prononco
level	ĉu estas libera loko?	有免費的地方嗎？	is there a free place?	grupo	alternativoj	prononco
level	jes, certe	是肯定的	yes, for sure	grupo	alternativoj	prononco
level	tre agrable ĉi tie	這裡非常好	very nice here	grupo	alternativoj	prononco
level	ĉi tie en la gufujo	在茶室（owlery）	here in the tea launge(owlery)	grupo	alternativoj	prononco
level	mi bezonas iom da trankvilo	我需要一些平靜	I need some tranquility	grupo	alternativoj	prononco
level	post tre streĉa tago	經過緊張的一天後	after a very stressful day	grupo	alternativoj	prononco
level	trankvilo post streĉa tago	緊張的一天後的寧靜	tranquility after a stressful day	grupo	alternativoj	prononco
level	la etoso en gufujo	茶室（owlery）的氣氛	the atmosphere in a tea launge(owlery)	grupo	alternativoj	prononco
level	~ estas tre bona kontrasto	~ 是一個很好的對比	~ is a very good contrast	grupo	alternativoj	prononco
level	kontrasto al la aliaj okazaĵoj	與其他事件對比	contrast to the other events	grupo	alternativoj	prononco
level	la aliaj okazaĵoj dum IJK	IJK期間的其他活動	the other events during IJK	grupo	alternativoj	prononco
level	la etoso estas kontrasto al la aliaj okazaĵoj	氣氛與其他活動形成鮮明對比	the atmosphere is a contrast to the other events	grupo	alternativoj	prononco
level	estas tre bona kontrasto, ĉu ne?	這是一個非常好的對比，不是嗎？	it's a very good contrast, isn't it?	grupo	alternativoj	prononco
level	jes, mallaŭta muziko	是的，輕音樂	yes, soft music	grupo	alternativoj	prononco
level	mallaŭta muziko, trankvila babilado	輕柔的音樂，安靜的談話	soft music, quiet conversation	grupo	alternativoj	prononco
level	trankvila babilado kaj iu interesa teo	安靜的聊天和一些有趣的茶	quiet chat and some interesting tea	grupo	alternativoj	prononco
level	perfekte por rehavi fortojn	非常適合恢復體力	perfect for regaining strength	grupo	alternativoj	prononco
level	vi ŝajnas ege laca	你看起來很累	you seem extremely tired	grupo	alternativoj	prononco
level	kion vi faris dum la tuta tago?	你一天做了啥？	what did you do all day?	grupo	alternativoj	prononco
level	unue mi faris afiŝon	首先我發了一個帖子	first I made a post	grupo	alternativoj	prononco
level	afiŝo por la morgaŭaj ekskursoj	發布明天的短途旅行	post for tomorrow's excursions	grupo	alternativoj	prononco
level	mi faris afiŝon por ekskursoj	我發了一篇關於旅行的帖子	I made a post for excursions	grupo	alternativoj	prononco
level	cetere, ĉu vi iros?	順便問一下，你要去嗎？	by the way, are you going?	grupo	alternativoj	prononco
level	iros al ekskurso	將會去旅行	will go on an excursion	grupo	alternativoj	prononco
level	ĉu vi iros al iu ekskurso?	你要去旅行嗎？	are you going on any excursion?	grupo	alternativoj	prononco
level	jes, al la granda akvofalo	是的，去大瀑布	yes, to the great waterfall	grupo	alternativoj	prononco
level	kaj poste al ekspozicio	然後去一個展覽	and then to an exhibition	grupo	alternativoj	prononco
level	ekspozicio pri moderna arto	現代藝術展覽	an exhibition on modern art	grupo	alternativoj	prononco
level	al akvofalo kaj poste al ekspozicio	去瀑布，然後去展覽	to a waterfall and then to an exhibition	grupo	alternativoj	prononco
level	bona elekto	不錯的選擇	a good choice	grupo	alternativoj	prononco
level	ankaŭ mi iros tien	我也會去那裡	I will go there too	grupo	alternativoj	prononco
level	ĉiukaze, mi gvidis diskutrondon	無論如何，我領導了一個討論小組	anyway, I led a discussion group	grupo	alternativoj	prononco
level	pendigi afiŝojn	懸掛海報	to hang posters	grupo	alternativoj	prononco
level	post la pendigado de la ekskursafiŝoj	懸掛遊覽海報後	after the hanging of the excursion posters	grupo	alternativoj	prononco
level	diskutrondo kun la titolo "feminismo"	主題為「女性主義」的討論小組	discussion group with the title "feminism"	grupo	alternativoj	prononco
level	gvidis diskuton kun la titolo "feminismo"	主持了一場題為「女權主義」的討論	led a discussion with the title "feminism"	grupo	alternativoj	prononco
level	ĉu feminismo samas en diversaj landoj?	不同國家的女權主義都一樣嗎？	is feminism the same in different countries?	grupo	alternativoj	prononco
level	interesa kaj vigla diskuto	有趣而熱烈的討論	interesting and lively discussion	grupo	alternativoj	prononco
level	estis tre interesa kaj vigla	非常有趣又熱鬧	was very interesting and lively	grupo	alternativoj	prononco
level	dum la lastaj kvin horoj	過去五小時	for the last five hours	grupo	alternativoj	prononco
level	mi estis en longa kunsido	我正在參加一個很長的會議	I was in a long session	grupo	alternativoj	prononco
level	dum lastaj horoj mi estis en komitatkunsido	過去幾個小時我一直在參加委員會會議	for the last few hours I have been in a committee meeting	grupo	alternativoj	prononco
level	en longa komitatkunsido	在一次漫長的委員會會議上	in a long committee meeting	grupo	alternativoj	prononco
level	vere estis tro longa	確實太長了	it really was too long	grupo	alternativoj	prononco
level	la komitato finkunsidis	委員會結束會議	the committee has concluded its meeting	grupo	alternativoj	prononco
level	sed nun la komitato finis kunsidon	但現在委員會已經結束會議了	but now the committee has finished the meeting	grupo	alternativoj	prononco
level	vere estis longa, sed nun finiĝis	真的很長，但現在結束了	it was really long, but now it's over	grupo	alternativoj	prononco
level	ha, vi do estas komitatano?	哦，那你是委員會成員嗎？	oh, so you're a committee member?	grupo	alternativoj	prononco
level	la estraro de TEJO	TEJO 董事會	the board of TEJO	grupo	alternativoj	prononco
level	mi ankaŭ estas en la estraro	我也在板上	I'm also on the board	grupo	alternativoj	prononco
level	jes, mi ankaŭ estas ~	是的，我也是~	yes, I am too ~	grupo	alternativoj	prononco
level	ankaŭ estas en la estraro de TEJO	也是TEJO 的董事會成員	is also on the board of TEJO	grupo	alternativoj	prononco
level	jes, kaj mi estas ~	是的，還有我~	yes, and I'm ~	grupo	alternativoj	prononco
level	mi neniam estis aktiva	我從來沒有主動過	I have never been active	grupo	alternativoj	prononco
level	tre aktiva en la movado	運動非常活躍	very active in the movement	grupo	alternativoj	prononco
level	neniam estis aktiva en la movado	從未積極參與運動	was never active in the movement	grupo	alternativoj	prononco
level	la ĉefa agado de TEJO	TEJO的主要活動	the main activity of TEJO	grupo	alternativoj	prononco
level	kio estas la ĉefa agado nun?	現在主要活動是什麼？	what is the main activity now?	grupo	alternativoj	prononco
level	fakte kio estas la ĉefa agado?	實際上主要活動是什麼？	actually what is the main activity?	grupo	alternativoj	prononco
level	ĝi estas vasta	它是廣闊的	it is vast	grupo	alternativoj	prononco
level	plej diversaj kampoj	廣泛的領域	a wide variety of fields	grupo	alternativoj	prononco
level	en diversaj kampoj ni havas agadon	我們在各個領域都有活動	in various fields we have activity	grupo	alternativoj	prononco
level	seminarioj pri homaj rajtoj	人權研討會	seminars on human rights	grupo	alternativoj	prononco
level	homaj rajtoj kaj interkulturaj rilatoj	人權和跨文化關係	human rights and intercultural relations	grupo	alternativoj	prononco
level	biciklo, karavano, festivalo	自行車、露營車、節日	bicycle, caravan, festival	grupo	alternativoj	prononco
level	ekzemple seminarioj, biciklokaravanoj kaj festivaloj	例如研討會、自行車大篷車和節日	for example seminars, bicycle caravans and festivals	grupo	alternativoj	prononco
level	lingvaj festivaloj, konstruado de ttt-paĝoj	語言節、建立網頁	language festivals, building web pages	grupo	alternativoj	prononco
level	ekzemple biciklokaravanoj, festivaloj ktp	例如自行車大篷車、節慶等	for example bicycle caravans, festivals etc	grupo	alternativoj	prononco
level	seminario pri rajtoj kaj rilatoj	關於權利和關係的研討會	a seminar about rights and relationship	grupo	alternativoj	prononco
level	karavano, festivalo, konstruado ktp	大篷車、節慶、建築等	caravan, festival, construction etc	grupo	alternativoj	prononco
level	oficialaj instancoj kiel UNESKO	聯合國教科文組織等官方機構	official bodies such as UNESCO	grupo	alternativoj	prononco
level	reprezentitaj en oficialaj instancoj	在官方機構中有代表	represented in official bodies	grupo	alternativoj	prononco
level	ni ankaŭ estas reprezentitaj	我們也有代表	we are also represented	grupo	alternativoj	prononco
level	estas reprezentita en diversaj instancoj	在各個機構中都有代表	is represented in various bodies	grupo	alternativoj	prononco
level	instancoj kiel Forumo Junulara Eŭropa, UNESKO	歐洲青年論壇、聯合國教科文組織等機構	bodies such as the European Youth Forum, UNESCO	grupo	alternativoj	prononco
level	la junulara sekcio de Unuiĝintaj Nacioj	聯合國青年部	the youth section of the United Nations	grupo	alternativoj	prononco
level	diversaj instancoj kiel UNESKO kaj la junulara sekcio de UN	教科文組織和聯合國青年部門等各種機構	various bodies such as UNESCO and the youth section of the UN	grupo	alternativoj	prononco
level	UNESKO kaj la junulara sekcio de Unuiĝintaj Nacioj	教科文組織和聯合國青年部門	UNESCO and the youth section of the United Nations	grupo	alternativoj	prononco
level	Forumo Junulara Eŭropa kaj la junulara sekcio de UN	歐洲青年論壇和聯合國青年部分	European Youth Forum and the youth section of the UN	grupo	alternativoj	prononco
level	sonas interese	聽起來不錯	sounds interesting	grupo	alternativoj	prononco
level	folio, foliumi, vento, ventumi, esperanto, esperantumi	一片葉子，瀏覽，一陣風，扇動，世界語，享受世界語	a leaf, to browse, a wind, to fan, Esperanto, to enjoy Esperanto	grupo	alternativoj	prononco
level	por mi sufiĉas esperantumi	對我來說，會說世界語就夠了	for me it's enough to speak Esperanto	grupo	alternativoj	prononco
level	esperantumi unu aŭ du semajnojn	享受世界語一兩週	to enjoy Esperanto for a week or two	grupo	alternativoj	prononco
level	unu aŭ du semajnojn jare	一年一兩週	one or two weeks a year	grupo	alternativoj	prononco
