B.ru content.tsv
Level	Esperanto	ru	en-us	Grupo	Alternativoj	Pronoco
level	ĉiu IJK havas sian temon	у каждого IJK своя тема	each IJK has its theme	grupo	alternativoj	prononco
level	mi esperas ke estos iom da muziko ankaŭ	Я надеюсь, что там тоже будет музыка	I hope there will be some music as well	grupo	alternativoj	prononco
level	bone, kie ĝi okazos?	ну и где это будет происходить?	well, where will it take place?	grupo	alternativoj	prononco
level	en la granda prelegejo	в большом лекционном зале	in the great lecture hall	grupo	alternativoj	prononco
level	kiel trovi tiun?	как это найти?	how to find that?	grupo	alternativoj	prononco
level	kiam vi eliras tiun ĉi ejon	когда ты покинешь это место	when you leave this place	grupo	alternativoj	prononco
level	iru dekstren ĝis la fino de la konstruaĵo	идите направо до конца здания	go right to the end of the building	grupo	alternativoj	prononco
level	dum eble 100 metroj	возможно, на 100 метров	for maybe 100 meters	grupo	alternativoj	prononco
level	dekstren denove, rekten dum eble 100 metroj	снова прямо, прямо, наверное, метров 100	right again, straight for maybe 100 meters	grupo	alternativoj	prononco
level	kaj estas flava domo	и есть желтый дом	and there is a yellow house	grupo	alternativoj	prononco
level	je la maldekstra flanko de la vojo	на левой стороне дороги	on the left side of the road	grupo	alternativoj	prononco
level	ŝildoj pri ĉiuj ejoj de IJK	вывески обо всех сайтах IJK	signs about all IJK sites	grupo	alternativoj	prononco
level	en ĝi, vi trovos ŝildojn pri ĉiuj ejoj de IJK	в нем вы найдете указатели обо всех сайтах IJK.	in it, you will find signs about all IJK sites	grupo	alternativoj	prononco
level	mi sendos mesaĝon per poŝtelefono	Я отправлю сообщение на мобильный телефон	I will send a message by mobile phone	grupo	alternativoj	prononco
level	se mi ne trovos	если я не найду это	if I don't find it	grupo	alternativoj	prononco
level	ha, bona ideo, ĝis tie!	о, хорошая идея, увидимся там!	oh, good idea, see you up there!	grupo	alternativoj	prononco
level	en la prelegejo	в лекционном зале	in the lecture hall	grupo	alternativoj	prononco
level	gardanĝeloj? ĉu vi ŝercas?	ангел Хранитель? вы шутите?	guardian angels? are you kidding?	grupo	alternativoj	prononco
level	prezidanto de TEJO	президент ТЕХО	president of TEJO	grupo	alternativoj	prononco
level	fine mi deziras al vi ĉiuj amuzan semajnon	наконец-то желаю вам всем веселой недели	finally I wish you all a fun week	grupo	alternativoj	prononco
level	laŭ la lastaj informoj	по последней информации	according to the latest information	grupo	alternativoj	prononco
level	ni estas 423 ĉi tie de 38 landoj	нас здесь 423 человека из 38 стран	we are 423 here from 38 countries	grupo	alternativoj	prononco
level	mi deziras fruktodonan kaj amuzegan IJK-semajnon	Желаю вам плодотворной и веселой недели IJK.	I wish you a fruitful and great fun IJK week	grupo	alternativoj	prononco
level	koran bonvenon nome de la TEJO-estraro	теплый прием от имени правления TEJO	a warm welcome, on behalf of the TEJO board	grupo	alternativoj	prononco
level	post granda aplaŭdo	после бурных аплодисментов	after a big round of applause	grupo	alternativoj	prononco
level	ĉu vi sukcesis resti veka?	тебе удалось не заснуть?	did you manage to stay awake?	grupo	alternativoj	prononco
level	jes, ĉefe pro mia malsato	да, в основном из-за моего голода	yes, mainly because of my hunger	grupo	alternativoj	prononco
level	ne, mi ŝercas, estis interese aŭdi	нет, я шучу. было интересно услышать	no, I'm kidding. it was interesting to hear	grupo	alternativoj	prononco
level	estis interese aŭdi iom pri la agado	было интересно услышать немного о деятельности	was interesting to hear a little about the activity	grupo	alternativoj	prononco
level	aŭdi pri la agado kaj strukturo de la movado	услышать о деятельности и структуре движения	to hear about the activity and structure of the movement	grupo	alternativoj	prononco
level	TEJO-kunsido interesos vin	сессия TEJO вас заинтересует	a TEJO session will interest you	grupo	alternativoj	prononco
level	eble iu el la TEJO-kunsidoj povas interesi vin	возможно, некоторые занятия TEJO могут быть вам интересны	maybe some of the TEJO sessions may be interesting to you	grupo	alternativoj	prononco
level	jes eble	Да, может быть	yes maybe	grupo	alternativoj	prononco
level	mi provos	я постараюсь	I will try	grupo	alternativoj	prononco
level	provos ĉeesti	постараюсь присутствовать	will try to attend	grupo	alternativoj	prononco
level	mi provos ĉeesti	Я постараюсь присутствовать	I will try to attend	grupo	alternativoj	prononco
level	ĉeesti unu	присутствовать на одном	to attend one	grupo	alternativoj	prononco
level	ĉeesti por vidi	присутствовать, чтобы увидеть	attend to see	grupo	alternativoj	prononco
level	iun tagon	однажды (когда-нибудь)	one day (someday)	grupo	alternativoj	prononco
level	mi provos iun tagon	я попробую однажды	I will try one day	grupo	alternativoj	prononco
level	iun tagon ĉeesti	один день, чтобы присутствовать	one day to attend	grupo	alternativoj	prononco
level	ĉeesti iun tagon por vidi	прийти когда-нибудь, чтобы увидеть	attend someday to see	grupo	alternativoj	prononco
level	mi provos iun tagon ĉeesti unu por vidi	Я постараюсь однажды посетить один, чтобы увидеть	I will try one day to attend one to see	grupo	alternativoj	prononco
level	kio estas tio?	что это такое?	what is that?	grupo	alternativoj	prononco
level	kio estas tio pri ~	о чем это ~	what is that about ~	grupo	alternativoj	prononco
level	gard-anĝelo	ангел-хранитель	a guard angel	grupo	alternativoj	prononco
level	tio pri "gardanĝelo"	что касается &quot;ангела-хранителя&quot;	that about "guard angel"	grupo	alternativoj	prononco
level	sed kio estas	но что такое	but what is	grupo	alternativoj	prononco
level	sed kio estas tio pri "gardanĝelo"?	а причем здесь &quot;ангел-хранитель&quot;?	but what is that about a "guardian angel"?	grupo	alternativoj	prononco
level	ĉu ŝerco?	шутка?	a joke?	grupo	alternativoj	prononco
level	ĉu malbona ŝerco?	плохая шутка?	a bad joke?	grupo	alternativoj	prononco
level	malbona ŝerco	плохая шутка	bad joke	grupo	alternativoj	prononco
level	iu ŝerco	какая-то шутка	some joke	grupo	alternativoj	prononco
level	iu malbona ŝerco	какая-то плохая шутка	some bad joke	grupo	alternativoj	prononco
level	ĉu iu malbona ŝerco?	(это) какая-то плохая шутка?	(is that) some bad joke?	grupo	alternativoj	prononco
level	mi ŝercas	Шучу	I'm joking	grupo	alternativoj	prononco
level	ne, mi ŝercas	нет, я шучу	no, I'm kidding	grupo	alternativoj	prononco
level	estis interese aŭdi	было интересно услышать	it was interesting to hear	grupo	alternativoj	prononco
level	kiel kontakti ~	как связаться ~	how to contact ~	grupo	alternativoj	prononco
level	kaj kiel kontakti tiujn anĝelojn?	и как связаться с этими ангелами?	and how to contact those angels?	grupo	alternativoj	prononco
level	per iu IJK-preĝo eble	возможно, с какой-нибудь молитвой IJK	with some IJK prayer maybe	grupo	alternativoj	prononco
level	provu! se ne funkcias vi povas iri al ~	попробуй это! если это не сработает, вы можете перейти к ~	try it! if it doesn't work you can go to ~	grupo	alternativoj	prononco
level	vi povas iri al la ĉambro "La ĉielo" post la tagmanĝo	в зал &quot;Небо&quot; можно пойти после обеда	you can go to the room "The sky" after lunch	grupo	alternativoj	prononco
level	bonege, unue manĝo, poste ĉielen	здорово, сначала еда, потом рай	great, first food, then heaven	grupo	alternativoj	prononco
level	unue manĝo, poste ĉielen al la anĝelinoj	сначала еда, потом в небо к ангелам	first food, then in the sky to the angels	grupo	alternativoj	prononco
level	maltro da manĝo	#РЕФ!	#REF!	grupo	alternativoj	prononco
level	post iom maltro da manĝo	после немного меньшего количества еды	after a little less food	grupo	alternativoj	prononco
level	Kabe iras al la ĉambro "La ĉielo"	Кабе идет в комнату «небо»	Kabe goes to the room "the sky"	grupo	alternativoj	prononco
level	saluton. ĉu estas via unua IJK?	здравствуйте, это ваш первый IJK?	hello, is it your first IJK?	grupo	alternativoj	prononco
level	bone. mi tre ĝojas. mi estas Jesi	хорошо. Я очень рад. я Джези	ok. I am very glad. I'm Jesi	grupo	alternativoj	prononco
level	kaj tiu ĉi estas jam mia sesa IJK	и это уже мой шестой IJK	and this is already my sixth IJK	grupo	alternativoj	prononco
level	jen estas papero kun kelkaj demandoj	вот документ с некоторыми вопросами	here is a paper with some questions	grupo	alternativoj	prononco
level	papero kun demandoj kaj taskoj	листок с вопросами и заданиями	paper with questions and tasks	grupo	alternativoj	prononco
level	kelkaj demandoj kaj taskoj rilate al la kongreso	некоторые вопросы и задачи, связанные с конгрессом	some questions and tasks related to the congress	grupo	alternativoj	prononco
level	vi provu solvi ilin	ты пытаешься их решить	you try to solve them	grupo	alternativoj	prononco
level	mi proponas ke vi provu solvi ilin	Предлагаю вам попробовать их решить	I suggest you try to solve them	grupo	alternativoj	prononco
level	kun Ana de Pollando, Boris de Germanio kaj Nacuko de Japanio	с Аной из Польши, Борисом из Германии и Нацуко из Японии.	with Ana from Poland, Boris from Germany and Natsuko from Japan	grupo	alternativoj	prononco
level	nur voku min se vi bezonos helpon	просто позвони мне, если тебе понадобится помощь	just call me if you need help	grupo	alternativoj	prononco
level	poste en la libroservo	позже в книжном сервисе	later in the book service	grupo	alternativoj	prononco
level	kiel do estis en la ĉielo?	так как там было на небесах?	so how was it in heaven?	grupo	alternativoj	prononco
level	mi fakte renkontis veran anĝelinon!	Я действительно встретил настоящего ангела!	I actually met a real angel!	grupo	alternativoj	prononco
level	ĉielece, mi pensas ke mi fakte renkontis veran anĝelinon!	Боже мой, мне кажется, я действительно встретил настоящего ангела!	heavenly, I think I actually met a real angel!	grupo	alternativoj	prononco
level	mirinde bela kaj afabla ŝi estis	она была удивительно красивой и доброй	she was amazingly beautiful and kind	grupo	alternativoj	prononco
level	ho, Dio mia! kaj kio estas ŝia nomo?	боже мой! и как ее зовут?	oh my god! and what is her name?	grupo	alternativoj	prononco
level	aj, mi jam forgesis!	ой, я уже забыл!	oh, I already forgot!	grupo	alternativoj	prononco
level	pli kaj pli ebriiĝas	все больше и больше напивается	more and more gets drunk	grupo	alternativoj	prononco
level	en la trinkejo, Kabe pli kaj pli ebriiĝas	в баре Кабе напивается всё больше и больше	in the bar, Kabe gets more and more drunk	grupo	alternativoj	prononco
level	ĉu ankaŭ la trinkejestro?	бармен тоже?	is the bartender too?	grupo	alternativoj	prononco
level	unu bieron mi petas	Одно пиво, пожалуйста	one beer please	grupo	alternativoj	prononco
level	ĝi kostas 1 eŭron	это стоит 1 евро	it costs 1 euro	grupo	alternativoj	prononco
level	ĉu vi ŝatus ankaŭ ion alian?	тебе тоже хотелось бы чего-нибудь еще?	would you like something else too?	grupo	alternativoj	prononco
level	ne dankon, biero sufiĉas por mi	нет, спасибо, мне достаточно пива	no thanks, beer is enough for me	grupo	alternativoj	prononco
level	ĉu vere? kio pri vodko, labambo kaj inoj?	Действительно? а как насчет водки, лабамбы и самок?	really? what about vodka, labamba and females?	grupo	alternativoj	prononco
level	nu, kial ne	а почему бы не	well, why not	grupo	alternativoj	prononco
level	laŭdire ĝi estas amuza	говорят, это весело	it is said to be fun	grupo	alternativoj	prononco
level	mi ankoraŭ ne dancis labambon, sed laŭdire ĝi estas amuza	Я еще не танцевал лабамбу, но мне говорят, что это весело	I haven't danced the labamba yet, but I'm told it's fun	grupo	alternativoj	prononco
level	dum la kantaĵo "La Bamba" homoj dancas	под песню «Ла Бамба» люди танцуют	during the song "La Bamba" people dance	grupo	alternativoj	prononco
level	homoj dancas en granda rondo	люди танцуют в большом кругу	people dance in a big circle	grupo	alternativoj	prononco
level	kaj ene de tiu rondo dancas aliaj homoj	и внутри этого круга танцуют другие люди	and within that circle other people dance	grupo	alternativoj	prononco
level	funkcias tiel ke ~	работает так, что ~	works so that ~	grupo	alternativoj	prononco
level	funkcias tiel ke homoj dancas en granda rondo	работает так, что люди танцуют в большом кругу	works so that people dance in a big circle	grupo	alternativoj	prononco
level	dancas en granda rondo kaj ene de tiu rondo	танцует в большом кругу и внутри этого круга	dances in a big circle and within that circle	grupo	alternativoj	prononco
level	homoj dancas kaj dancas aliaj homoj	люди танцуют и другие люди танцуют	people dance and other people dance	grupo	alternativoj	prononco
level	tiuj dancantaj ene de la rondo	те, кто танцует в кругу	those who dance within the circle	grupo	alternativoj	prononco
level	tiuj dancantoj elektas dancanton de la rondo	те, кто танцует, выбирают танцора из круга	those who dance choose a dancer from the circle	grupo	alternativoj	prononco
level	elektas dancanton kaj kisas ŝin aŭ lin	выбирает танцовщицу и целует ее или его	chooses a dancer and kisses her or him	grupo	alternativoj	prononco
level	kisas ŝin aŭ lin tri-foje sur la vangoj	целует ее или его три раза в щеки	kisses her or him three times on the cheeks	grupo	alternativoj	prononco
level	elektas dancanton kaj kisas sur la vangoj	выбирает танцовщицу и целует в щёки	chooses a dancer and kisses on the cheeks	grupo	alternativoj	prononco
level	elektas dancanton de la rondo kaj kisas	выбирает танцора из круга и целует	chooses a dancer from the circle and kisses	grupo	alternativoj	prononco
level	poste ili ŝanĝas lokon	потом они меняются местами	then they change places	grupo	alternativoj	prononco
level	kisas, kisanto, kisito, kisonto, kisoto	поцелуи, целующийся человек, целуемый человек, человек, который будет целоваться, человек, которого будут целовать	kisses, a kissing person, a kissed person, a person who will kiss, a person who will be kissed	grupo	alternativoj	prononco
level	kaj la kisito iĝas kisonto	и поцелованный становится человеком, который будет целовать	and the kissed becomes a person who will kiss	grupo	alternativoj	prononco
level	tiuj dancantoj elektas kaj poste ili ŝanĝas lokon	эти танцоры выбирают, а затем меняются местами	those dancers choose and then they change places	grupo	alternativoj	prononco
level	la kisinto nun estas kisoto	человек, который целовался, теперь тот, кого будут целовать	the person who kissed is now a person who will be kissed	grupo	alternativoj	prononco
level	tre facile, ĉu ne?	очень легко, правда?	very easy, right?	grupo	alternativoj	prononco
level	nu, mi esperas ke estas ~	ну, я надеюсь, что это так ~	well, I hope it is ~	grupo	alternativoj	prononco
level	pli facile en la praktiko	на практике проще	more easily in practice	grupo	alternativoj	prononco
level	esperas ke estas pli facile	надеюсь, что это проще	hopes it's easier	grupo	alternativoj	prononco
level	estas pli facile en la praktiko	на практике это проще	it's easier in practice	grupo	alternativoj	prononco
level	mi provos iam	попробую когда-нибудь	I will try sometime	grupo	alternativoj	prononco
level	sed unue la bieron!	но сначала пиво!	but first the beer!	grupo	alternativoj	prononco
level	mi provos iam, sed unue la bieron!	Однажды попробую, но сначала пиво!	I'll try one day, but first the beer!	grupo	alternativoj	prononco
level	saĝa knabo	умный мальчик	a smart boy	grupo	alternativoj	prononco
level	vi, kiu konas preskaŭ ĉiujn	ты, кто знает почти всех	you who know almost everyone	grupo	alternativoj	prononco
level	konas preskaŭ ĉiujn ĉi tie	знает здесь почти всех	knows almost everyone here	grupo	alternativoj	prononco
level	ĉu vi scias kiu estas la knabino	ты знаешь, кто эта девушка?	do you know who the girl is?	grupo	alternativoj	prononco
level	la knabino kiu kunordigis	девушка, которая координировала	the girl who coordinated	grupo	alternativoj	prononco
level	la knabino kiu kunordigis la ’gardanĝelojn’	девушка, которая координировала работу «ангелов-хранителей»	the girl who coordinated the 'guardian angels'	grupo	alternativoj	prononco
level	vi verŝajne pensas pri Jesi	ты, наверное, думаешь о Джези	you are probably thinking of Jesi	grupo	alternativoj	prononco
level	jes, ĝuste!	Да все верно!	yes, that's right!	grupo	alternativoj	prononco
level	mi memoras ke mi aŭdis	Я помню, что слышал	I remember that I heard	grupo	alternativoj	prononco
level	nun mi memoras ke ~	теперь я это вспомнил ~	now I remember that ~	grupo	alternativoj	prononco
level	memoras ke mi aŭdis ŝian nomon	помни, что я слышал ее имя	remember that I heard her name	grupo	alternativoj	prononco
level	laŭ mi	по моему мнению	in my opinion	grupo	alternativoj	prononco
level	ŝi estas stranga persono	она странный человек	she is a strange person	grupo	alternativoj	prononco
level	laŭ mi ŝi estas stranga persono	на мой взгляд, она странный человек	in my opinion she is a strange person	grupo	alternativoj	prononco
level	tute ne trinkas bieron	вообще не пьет пиво	doesn't drink beer at all	grupo	alternativoj	prononco
level	kaj ne manĝas viandon	и не ест мясо	and does not eat meat	grupo	alternativoj	prononco
level	ŝajnas ke ~	кажется, что ~	it seems that ~	grupo	alternativoj	prononco
level	ŝia sola intereso estas ~	ее единственный интерес ~	her only interest is ~	grupo	alternativoj	prononco
level	sola intereso estas Esperanto-agado	единственный интерес - деятельность на эсперанто	only interest is Esperanto activity	grupo	alternativoj	prononco
level	ŝajnas ke ŝia sola intereso estas Esperanto	кажется, что ее интересует только эсперанто	it seems that her only interest is Esperanto	grupo	alternativoj	prononco
level	sed ŝi estas tre bela	но она очень красивая	but she is very beautiful	grupo	alternativoj	prononco
level	estas tre bela kaj afabla	очень красивый и добрый	is very beautiful and kind	grupo	alternativoj	prononco
level	tre bela kaj afabla laŭ mi	на мой взгляд очень милый и добрый	very nice and kind in my opinion	grupo	alternativoj	prononco
level	eble vi pravas	возможно, вы правы	maybe you are right	grupo	alternativoj	prononco
level	eble vi pravas pri tio	возможно, ты прав в этом	maybe you are right about that	grupo	alternativoj	prononco
level	preskaŭ neniam estas en la trinkejo	почти никогда не бывает в баре	is almost never in the bar	grupo	alternativoj	prononco
level	ŝi preskaŭ neniam estas ~	она почти никогда ~	she is almost never ~	grupo	alternativoj	prononco
level	ne renkontas ŝin ofte	не встречайся с ней часто	don't meet her often	grupo	alternativoj	prononco
level	mi ne renkontas ofte	Я не часто встречаюсь	I don't meet often	grupo	alternativoj	prononco
level	kaj do mi ne renkontas ŝin ofte	и поэтому я не часто с ней встречаюсь	and so I don't meet her often	grupo	alternativoj	prononco
level	fajfas pri tiaj homoj	свистит о таких людях	whistles about such people	grupo	alternativoj	prononco
level	fakte, mi tute fajfas	на самом деле, я совсем насвистываю	in fact, I'm totally whistling	grupo	alternativoj	prononco
level	mi komprenas ~	Я понимаю ~	I understand ~	grupo	alternativoj	prononco
level	tiel parolas vera trinkejestro	так разговаривает настоящий бармен	that's how a real bartender talks	grupo	alternativoj	prononco
level	prave. je via sano!	правильно, так что на здоровье!	rightly, so to your health!	grupo	alternativoj	prononco
level	je via sano! ho, bonega biero	на ваше здоровье! ох, отличное пиво	to your health! oh, great beer	grupo	alternativoj	prononco
level	kompreneble. estis ja mi kiu elektis ĝin	конечно, это я выбрал это	of course, I was the one who chose it	grupo	alternativoj	prononco
level	ĉu vi havas ideon?	Есть ли у вас какие-либо идеи?	do you have any idea?	grupo	alternativoj	prononco
level	kie eblus trovi tiun strangan knabinon?	где можно было найти эту странную девушку?	where would it be possible to find that strange girl?	grupo	alternativoj	prononco
level	trovi tiun strangan sed tre belan knabinon	найти эту странную, но очень красивую девушку	to find that strange but very beautiful girl	grupo	alternativoj	prononco
level	ideo kie eblus trovi ~	идея, где это можно найти ~	idea where it could be found ~	grupo	alternativoj	prononco
level	havas ideon kie eblus trovi ~	есть идея, где можно было бы найти ~	has an idea where it would be possible to find ~	grupo	alternativoj	prononco
level	tutcerte en la Gufujo	обязательно в чайной (Совятня)	definitely in the tea launge(Owlery)	grupo	alternativoj	prononco
level	tiaj homoj konstante sidas	такие люди постоянно сидят	such people are constantly sitting	grupo	alternativoj	prononco
level	konstante sidas tie teumante	постоянно сидит и пьет чай	is constantly sitting there drinking tea	grupo	alternativoj	prononco
level	kia teda vivo!	какая скучная жизнь!	what a tedious life!	grupo	alternativoj	prononco
level	Gufujo, estas trankvila ejo	чайная (Совятня) — тихое место	the tea launge(Owlery), is a quiet place	grupo	alternativoj	prononco
level	trankvila ejo kie eblas trinki teon	тихое место, где можно выпить чаю	a quiet place where you can drink tea	grupo	alternativoj	prononco
level	trinki teon, babili, aŭskulti trankvilan muzikon	пейте чай, болтайте, слушайте тихую музыку	drink tea, chat, listen to quiet music	grupo	alternativoj	prononco
level	aŭskulti trankvilan muzikon kaj simile	слушать тихую музыку и тому подобное	listening to quiet music and the like	grupo	alternativoj	prononco
level	vi trovos ĝin fine de la koridoro	ты найдешь его в конце коридора	you will find it at the end of the corridor	grupo	alternativoj	prononco
level	fine de la koridoro ekster la trinkejo	в конце коридора возле бара	at the end of the corridor outside the bar	grupo	alternativoj	prononco
level	vi ne povas porti vian bieron	ты не можешь нести свое пиво	you can't carry your beer	grupo	alternativoj	prononco
level	porti vian bieron tien	возьми свое пиво туда	take your beer there	grupo	alternativoj	prononco
level	sed vi ne povas porti vian bieron tien	но ты не можешь взять с собой пиво там	but you can't take your beer there	grupo	alternativoj	prononco
level	vere estas ujo de gufoj!	это действительно место для сов!	it really is a place for owls!	grupo	alternativoj	prononco
level	al la dancejo unue	сначала на танцпол	to the dance floor first	grupo	alternativoj	prononco
level	eble mi iru unue	возможно, мне стоит пойти первым	maybe I should go first	grupo	alternativoj	prononco
level	mi iru al la dancejo unue	позволь мне сначала пойти на танцпол	let me go to the dance floor first	grupo	alternativoj	prononco
level	la venonta persono!	следующий человек!	next person!	grupo	alternativoj	prononco
level	kion vi volas kara?	чего ты хочешь, дорогая	what do you want dear	grupo	alternativoj	prononco
level	ĉu estas libera loko?	есть свободное место?	is there a free place?	grupo	alternativoj	prononco
level	jes, certe	да точно	yes, for sure	grupo	alternativoj	prononco
level	tre agrable ĉi tie	здесь очень приятно	very nice here	grupo	alternativoj	prononco
level	ĉi tie en la gufujo	здесь, в чайной (сововарня)	here in the tea launge(owlery)	grupo	alternativoj	prononco
level	mi bezonas iom da trankvilo	мне нужно немного спокойствия	I need some tranquility	grupo	alternativoj	prononco
level	post tre streĉa tago	после очень напряженного дня	after a very stressful day	grupo	alternativoj	prononco
level	trankvilo post streĉa tago	спокойствие после напряженного дня	tranquility after a stressful day	grupo	alternativoj	prononco
level	la etoso en gufujo	атмосфера в чайной (сововарне)	the atmosphere in a tea launge(owlery)	grupo	alternativoj	prononco
level	~ estas tre bona kontrasto	~ очень хороший контраст	~ is a very good contrast	grupo	alternativoj	prononco
level	kontrasto al la aliaj okazaĵoj	отличие от других событий	contrast to the other events	grupo	alternativoj	prononco
level	la aliaj okazaĵoj dum IJK	другие мероприятия во время IJK	the other events during IJK	grupo	alternativoj	prononco
level	la etoso estas kontrasto al la aliaj okazaĵoj	атмосфера контрастирует с другими мероприятиями	the atmosphere is a contrast to the other events	grupo	alternativoj	prononco
level	estas tre bona kontrasto, ĉu ne?	это очень хороший контраст, не так ли?	it's a very good contrast, isn't it?	grupo	alternativoj	prononco
level	jes, mallaŭta muziko	да, спокойная музыка	yes, soft music	grupo	alternativoj	prononco
level	mallaŭta muziko, trankvila babilado	тихая музыка, тихий разговор	soft music, quiet conversation	grupo	alternativoj	prononco
level	trankvila babilado kaj iu interesa teo	тихая беседа и интересный чай	quiet chat and some interesting tea	grupo	alternativoj	prononco
level	perfekte por rehavi fortojn	идеально подходит для восстановления сил	perfect for regaining strength	grupo	alternativoj	prononco
level	vi ŝajnas ege laca	ты выглядишь очень уставшим	you seem extremely tired	grupo	alternativoj	prononco
level	kion vi faris dum la tuta tago?	что ты делал весь день?	what did you do all day?	grupo	alternativoj	prononco
level	unue mi faris afiŝon	сначала я сделал пост	first I made a post	grupo	alternativoj	prononco
level	afiŝo por la morgaŭaj ekskursoj	пост о завтрашних экскурсиях	post for tomorrow's excursions	grupo	alternativoj	prononco
level	mi faris afiŝon por ekskursoj	Я сделал пост про экскурсии	I made a post for excursions	grupo	alternativoj	prononco
level	cetere, ĉu vi iros?	кстати, ты собираешься?	by the way, are you going?	grupo	alternativoj	prononco
level	iros al ekskurso	пойду на экскурсию	will go on an excursion	grupo	alternativoj	prononco
level	ĉu vi iros al iu ekskurso?	ты собираешься на какую-нибудь экскурсию?	are you going on any excursion?	grupo	alternativoj	prononco
level	jes, al la granda akvofalo	да, к великому водопаду	yes, to the great waterfall	grupo	alternativoj	prononco
level	kaj poste al ekspozicio	а потом на выставку	and then to an exhibition	grupo	alternativoj	prononco
level	ekspozicio pri moderna arto	выставка современного искусства	an exhibition on modern art	grupo	alternativoj	prononco
level	al akvofalo kaj poste al ekspozicio	к водопаду, а затем на выставку	to a waterfall and then to an exhibition	grupo	alternativoj	prononco
level	bona elekto	хороший выбор	a good choice	grupo	alternativoj	prononco
level	ankaŭ mi iros tien	я тоже туда пойду	I will go there too	grupo	alternativoj	prononco
level	ĉiukaze, mi gvidis diskutrondon	во всяком случае, я вел дискуссионную группу	anyway, I led a discussion group	grupo	alternativoj	prononco
level	pendigi afiŝojn	развешивать плакаты	to hang posters	grupo	alternativoj	prononco
level	post la pendigado de la ekskursafiŝoj	после развешивания экскурсионных афиш	after the hanging of the excursion posters	grupo	alternativoj	prononco
level	diskutrondo kun la titolo "feminismo"	дискуссионная группа под названием «феминизм»	discussion group with the title "feminism"	grupo	alternativoj	prononco
level	gvidis diskuton kun la titolo "feminismo"	вел дискуссию под названием «феминизм»	led a discussion with the title "feminism"	grupo	alternativoj	prononco
level	ĉu feminismo samas en diversaj landoj?	феминизм одинаков в разных странах?	is feminism the same in different countries?	grupo	alternativoj	prononco
level	interesa kaj vigla diskuto	интересное и живое обсуждение	interesting and lively discussion	grupo	alternativoj	prononco
level	estis tre interesa kaj vigla	было очень интересно и живо	was very interesting and lively	grupo	alternativoj	prononco
level	dum la lastaj kvin horoj	за последние пять часов	for the last five hours	grupo	alternativoj	prononco
level	mi estis en longa kunsido	Я был на длинном сеансе	I was in a long session	grupo	alternativoj	prononco
level	dum lastaj horoj mi estis en komitatkunsido	последние несколько часов я был на заседании комитета	for the last few hours I have been in a committee meeting	grupo	alternativoj	prononco
level	en longa komitatkunsido	на длинном заседании комитета	in a long committee meeting	grupo	alternativoj	prononco
level	vere estis tro longa	это действительно было слишком долго	it really was too long	grupo	alternativoj	prononco
level	la komitato finkunsidis	комитет завершил свое заседание	the committee has concluded its meeting	grupo	alternativoj	prononco
level	sed nun la komitato finis kunsidon	но теперь комитет закончил заседание	but now the committee has finished the meeting	grupo	alternativoj	prononco
level	vere estis longa, sed nun finiĝis	это было очень долго, но теперь все закончилось	it was really long, but now it's over	grupo	alternativoj	prononco
level	ha, vi do estas komitatano?	о, так ты член комитета?	oh, so you're a committee member?	grupo	alternativoj	prononco
level	la estraro de TEJO	совет директоров ТЕХО	the board of TEJO	grupo	alternativoj	prononco
level	mi ankaŭ estas en la estraro	я тоже в доске	I'm also on the board	grupo	alternativoj	prononco
level	jes, mi ankaŭ estas ~	да, я тоже ~	yes, I am too ~	grupo	alternativoj	prononco
level	ankaŭ estas en la estraro de TEJO	также входит в совет директоров TEJO	is also on the board of TEJO	grupo	alternativoj	prononco
level	jes, kaj mi estas ~	да, и я ~	yes, and I'm ~	grupo	alternativoj	prononco
level	mi neniam estis aktiva	Я никогда не был активным	I have never been active	grupo	alternativoj	prononco
level	tre aktiva en la movado	очень активен в движении	very active in the movement	grupo	alternativoj	prononco
level	neniam estis aktiva en la movado	никогда не участвовал в движении	was never active in the movement	grupo	alternativoj	prononco
level	la ĉefa agado de TEJO	Основная деятельность TEJO	the main activity of TEJO	grupo	alternativoj	prononco
level	kio estas la ĉefa agado nun?	какая сейчас основная деятельность?	what is the main activity now?	grupo	alternativoj	prononco
level	fakte kio estas la ĉefa agado?	собственно, какова основная деятельность?	actually what is the main activity?	grupo	alternativoj	prononco
level	ĝi estas vasta	это огромно	it is vast	grupo	alternativoj	prononco
level	plej diversaj kampoj	широкий спектр областей	a wide variety of fields	grupo	alternativoj	prononco
level	en diversaj kampoj ni havas agadon	в различных сферах у нас есть активность	in various fields we have activity	grupo	alternativoj	prononco
level	seminarioj pri homaj rajtoj	семинары по правам человека	seminars on human rights	grupo	alternativoj	prononco
level	homaj rajtoj kaj interkulturaj rilatoj	права человека и межкультурные отношения	human rights and intercultural relations	grupo	alternativoj	prononco
level	biciklo, karavano, festivalo	велосипед, караван, фестиваль	bicycle, caravan, festival	grupo	alternativoj	prononco
level	ekzemple seminarioj, biciklokaravanoj kaj festivaloj	например семинары, велосипедные караваны и фестивали	for example seminars, bicycle caravans and festivals	grupo	alternativoj	prononco
level	lingvaj festivaloj, konstruado de ttt-paĝoj	языковые фестивали, создание веб-страниц	language festivals, building web pages	grupo	alternativoj	prononco
level	ekzemple biciklokaravanoj, festivaloj ktp	например велосипедные караваны, фестивали и т. д.	for example bicycle caravans, festivals etc	grupo	alternativoj	prononco
