C.fa content.tsv
Level	Esperanto	fa	en-us	Grupo	Alternativoj	Pronoco
level	konkludi	نتیجه گیری	to conclude	grupo	alternativoj	prononco
level	salivo	بزاق، برده	saliva, slaver	grupo	alternativoj	prononco
level	subvencio	یارانه، کمک هزینه	a subsidy, a grant	grupo	alternativoj	prononco
level	realigi	فهمیدن	to realise	grupo	alternativoj	prononco
level	koralo	یک مرجان	a coral	grupo	alternativoj	prononco
level	cirkuli	به گردش در آمدن	to circulate, to go about	grupo	alternativoj	prononco
level	rekapti	برای گرفتن دوباره	to catch again	grupo	alternativoj	prononco
level	ekstari	برخاستن، بلند شدن	to get stand up, to rise	grupo	alternativoj	prononco
level	ambasado	یک سفارت	an embassy	grupo	alternativoj	prononco
level	riĉeco	غنا	richness	grupo	alternativoj	prononco
level	rekonstrui	بازسازی کردن، بازسازی کردن	to rebuild, to reconstruct	grupo	alternativoj	prononco
level	kukumo	یک خیار	a cucumber	grupo	alternativoj	prononco
level	samklubano	عضو یک باشگاه	a member of a same club	grupo	alternativoj	prononco
level	konsulti	مشورت کردن، نگاه کردن	to consult, to look up	grupo	alternativoj	prononco
level	seninterese	بدون علایق (=سوء نفع)	without interests (=malinterese)	grupo	alternativoj	prononco
level	sensukcese	بدون موفقیت	without success	grupo	alternativoj	prononco
level	eĉ se ~	حتی اگر ~	even if ~	grupo	alternativoj	prononco
level	modelo	یک مدل	a model	grupo	alternativoj	prononco
level	rimo	یک قافیه	a rhyme	grupo	alternativoj	prononco
level	senvorte	بدون کلمات	without words	grupo	alternativoj	prononco
level	referenco	یک مرجع	a reference	grupo	alternativoj	prononco
level	komandi	به دستور	to command	grupo	alternativoj	prononco
level	krizo	یک بحران	a crisis	grupo	alternativoj	prononco
level	vinagro	یک سرکه	a vinegar	grupo	alternativoj	prononco
level	soleca	تنها، تنها	sole, alone	grupo	alternativoj	prononco
level	dano	یک فرد دانمارکی، یک دانمارکی	a Danish person, a dane	grupo	alternativoj	prononco
level	ŝtofo	پارچه، پارچه، پارچه، پارچه	a fabric, textile, cloth, cloth material	grupo	alternativoj	prononco
level	viŝilo	یک پاک کن، یک برف پاک کن	an eraser, a wiper	grupo	alternativoj	prononco
level	konfidenco	یک محرمانگی، اطمینان، راز	a confidentiality, confidence, secret	grupo	alternativoj	prononco
level	sportisto	یک ورزشکار	a sportsman	grupo	alternativoj	prononco
level	arabo	یک فرد عرب، یک عرب	an Arabean person, an Arab	grupo	alternativoj	prononco
level	varii	تفاوت داشتن	to vary	grupo	alternativoj	prononco
level	subakviĝi	غرق شدن	to sink	grupo	alternativoj	prononco
level	oficiro	یک افسر (نظامی)	an officer (military)	grupo	alternativoj	prononco
level	ĉasisto	یک شکارچی	a hunter	grupo	alternativoj	prononco
level	konferenco	یک کنفرانس	a conference	grupo	alternativoj	prononco
level	surhavi	پوشیدن	to wear on	grupo	alternativoj	prononco
level	animalo	یک حیوان	an animal	grupo	alternativoj	prononco
level	teroristo	یک تروریست	a terrorist	grupo	alternativoj	prononco
level	nobla	نجیب	noble	grupo	alternativoj	prononco
level	travivaĵo	یک زندگی، یک تجربه، یک تجربه	a live-through, an undergo, an experience	grupo	alternativoj	prononco
level	komunismo	کمونیسم	communism	grupo	alternativoj	prononco
level	ŝinko	یک ژامبون	a ham	grupo	alternativoj	prononco
level	aspiri	آرزو کردن، مشتاق بودن	to aspire to, to be eager for	grupo	alternativoj	prononco
level	ŝarko	یک کوسه	a shark	grupo	alternativoj	prononco
level	buko	یک سگک	a buckle	grupo	alternativoj	prononco
level	kvartalo	یک منطقه، محله، محله	a district, quarter, neighborhood	grupo	alternativoj	prononco
level	ŝildo	یک سپر	a shield	grupo	alternativoj	prononco
level	veturigi	رانندگی کردن	to drive	grupo	alternativoj	prononco
level	vidvo	یک مرد بیوه	a widower	grupo	alternativoj	prononco
level	Kanado	کانادا	Canada	grupo	alternativoj	prononco
level	strigo	یک جغد	an owl	grupo	alternativoj	prononco
level	stilo	یک روش	a style	grupo	alternativoj	prononco
level	ŝimo	یک قالب	a mold	grupo	alternativoj	prononco
level	aplaŭdi	کف زدن، کف زدن، تحسین کردن	to applaud, to clap, to acclaim	grupo	alternativoj	prononco
level	ŝmiraĵo	یک پماد	an ointment	grupo	alternativoj	prononco
level	vojaĝanto	یک مسافر	a traveller	grupo	alternativoj	prononco
level	ĉeesto	یک مشارکت	a participation	grupo	alternativoj	prononco
level	pruvi	اثبات کردن، نشان دادن	to prove, to show	grupo	alternativoj	prononco
level	kantisto	یک خواننده	a singer	grupo	alternativoj	prononco
level	ĝustatempe	در زمان صحیح	in correct time	grupo	alternativoj	prononco
level	inaŭguri	برای افتتاح	to inaugurate	grupo	alternativoj	prononco
level	kantistino	یک خواننده زن	a female singer	grupo	alternativoj	prononco
level	fluto	یک فلوت	a flute	grupo	alternativoj	prononco
level	opozicii	مخالفت کردن، مخالف بودن	to oppose, to be in opposition	grupo	alternativoj	prononco
level	kuiristo	آشپز	a cook	grupo	alternativoj	prononco
level	ŝipkuro	یک مسابقه کشتی	a ship competition	grupo	alternativoj	prononco
level	diktatoro	یک دیکتاتور	a dictator	grupo	alternativoj	prononco
level	funebro	دسته عزاداری، سوگواری (تدفین)	mourning band, grief (funeral)	grupo	alternativoj	prononco
level	instali	برای نصب	to install	grupo	alternativoj	prononco
level	kuiristino	یک آشپز زن	a female cook	grupo	alternativoj	prononco
level	meksiko	مکزیک	Mexico	grupo	alternativoj	prononco
level	eminenta	برجسته، برجسته	eminent, distinguished	grupo	alternativoj	prononco
level	verbo	یک فعل	a verb	grupo	alternativoj	prononco
level	surfaco	سطح، یک سطح	surface, a surface	grupo	alternativoj	prononco
level	bovlo	یک کاسه	a bowl	grupo	alternativoj	prononco
level	trajto	یک صفت، یک ویژگی، خط (چهره)	a trait, a feature, line (of face)	grupo	alternativoj	prononco
level	demokratismo	دموکراسی	democracy	grupo	alternativoj	prononco
level	ŝuti	ریختن، ریختن، بیرون ریختن	to dump, to pour, to pour out	grupo	alternativoj	prononco
level	baki	پختن	to bake	grupo	alternativoj	prononco
level	poŝtisto	یک پستچی، یک پستچی	a postman, a mailman	grupo	alternativoj	prononco
level	simpatio	همدردی، یک همدردی	sympathy, a sympathy	grupo	alternativoj	prononco
level	melono	یک خربزه	a melon	grupo	alternativoj	prononco
level	abnorma	غیرطبیعی	abnormal	grupo	alternativoj	prononco
level	sorĉi	جادو کردن	to bewitch	grupo	alternativoj	prononco
level	juĝisto	قاضی	a judge	grupo	alternativoj	prononco
level	reciproka	متقابل، متقابل	reciprocal, mutual	grupo	alternativoj	prononco
level	fabriko	یک کارخانه، یک تولید (=manufakturo)	a factory, a manufacture (=manufakturo)	grupo	alternativoj	prononco
level	faldi	تا کردن	to fold	grupo	alternativoj	prononco
level	dentisto	یک دندانپزشک	a dentist	grupo	alternativoj	prononco
level	medikamento	دارو، دارو، دارو	medication, a medicine, a drug	grupo	alternativoj	prononco
level	kaŝtano	یک شاه بلوط	a chestnut	grupo	alternativoj	prononco
level	testudo	یک لاک پشت، یک لاک پشت	a tortoise, a turtle	grupo	alternativoj	prononco
level	proceso	یک فرآیند، یک دعوی قضایی	a process, a lawsuit	grupo	alternativoj	prononco
level	eksperimento	یک آزمایش	an experiment	grupo	alternativoj	prononco
level	heliko	یک حلزون	a snail	grupo	alternativoj	prononco
level	dancisto	رقاص	a dancer	grupo	alternativoj	prononco
level	vodko	ودکا	vodka	grupo	alternativoj	prononco
level	esenco	ذات، یک جوهر	essence, an essence	grupo	alternativoj	prononco
level	strukturo	ساختار، یک ساختار	structure, a structure	grupo	alternativoj	prononco
level	spongo	یک اسفنج	a sponge	grupo	alternativoj	prononco
level	imperiestro	یک امپراتور	an emperor	grupo	alternativoj	prononco
level	domaĝi	نگران بودن، پشیمانی کردن، ترسیدن	to be concerned for, to regret, to fear for	grupo	alternativoj	prononco
level	be!	بودن!	be!	grupo	alternativoj	prononco
level	sopiri	آرزو کردن، آرزو کردن	to yearn for, to long for	grupo	alternativoj	prononco
level	modesta	متواضع، معتدل	modest, moderate	grupo	alternativoj	prononco
level	pozicio	یک موقعیت، یک مکان، یک مکان	a position, a location, a place	grupo	alternativoj	prononco
level	inĝeniero	یک مهندس	an engineer	grupo	alternativoj	prononco
level	tegolo	یک کاشی سقف	a roofing tile	grupo	alternativoj	prononco
level	libio	لیبی	Libya	grupo	alternativoj	prononco
level	ganto	یک دستکش	a glove	grupo	alternativoj	prononco
level	gruo	یک جرثقیل	a crane	grupo	alternativoj	prononco
level	rezisti	مقاومت کردن	to resist	grupo	alternativoj	prononco
level	alfabeto	الفبا	alphabet	grupo	alternativoj	prononco
level	rampi	خزیدن، خزیدن	to crawl, to creep	grupo	alternativoj	prononco
level	transporti	برای حمل و نقل	to transport	grupo	alternativoj	prononco
level	pupilo	مردمک (سیاه چشم)	pupil (apple of the eye)	grupo	alternativoj	prononco
level	muskolo	یک ماهیچه	a muscle	grupo	alternativoj	prononco
level	beni	برکت دادن	to bless	grupo	alternativoj	prononco
level	profito	یک سود، یک سود	a profit, a gain	grupo	alternativoj	prononco
level	Maria	ماریا	Maria	grupo	alternativoj	prononco
level	kritiki	نقد کردن، نقد کردن	to criticize, to critique	grupo	alternativoj	prononco
level	konscienco	وجدان، حس اخلاقی، صدای درون	conscience, moral sense, inner voice	grupo	alternativoj	prononco
level	ĉefo	یک رهبر، یک رئیس	a leader, a boss	grupo	alternativoj	prononco
level	Pakistano	پاکستان	Pakistan	grupo	alternativoj	prononco
level	treni	کشیدن، بکسل کردن	to drag, to tow	grupo	alternativoj	prononco
level	Venezuelo	ونزوئلا	Venezuela	grupo	alternativoj	prononco
level	ortografio	املاء	orthography	grupo	alternativoj	prononco
level	febro	تب	a fever	grupo	alternativoj	prononco
level	ĉefurbo	یک پایتخت	a capital city	grupo	alternativoj	prononco
level	ravi	برای لذت بردن	to delight	grupo	alternativoj	prononco
level	ĉagreni	آزار دادن، آزار دادن، نگران شدن	to vex, to annoy, to worry	grupo	alternativoj	prononco
level	ĉefi	هدایت کردن	to lead	grupo	alternativoj	prononco
level	ribeli	شورش کردن، شورش کردن	to rebel, to revolt	grupo	alternativoj	prononco
level	kancero	سرطان	cancer	grupo	alternativoj	prononco
level	atesti	تصدیق کردن، شهادت دادن، تصدیق کردن	to attest, to testify, to affirm	grupo	alternativoj	prononco
level	inklina	مایل، مستعد	inclined, prone	grupo	alternativoj	prononco
level	cirkonstanco	یک شرایط	a circumstance	grupo	alternativoj	prononco
level	bulgaro	یک فرد بلغاری	a Bulgarian person	grupo	alternativoj	prononco
level	frosta	یخ زده، یخ زده	frosty, freezing	grupo	alternativoj	prononco
level	kakao	یک دانه کاکائو، یک کاکائو	a cocoa bean, a cacao	grupo	alternativoj	prononco
level	tomato	یک گوجه فرنگی	a tomato	grupo	alternativoj	prononco
level	firmao	یک شرکت، یک شرکت (=firmo)	a firm, a company (=firmo)	grupo	alternativoj	prononco
level	pigo	یک زاغی	a magpie	grupo	alternativoj	prononco
level	grafo	یک شمارش، یک ارل	a count, an earl	grupo	alternativoj	prononco
level	Alĝerio	الجزایر	Algeria	grupo	alternativoj	prononco
level	instituto	یک موسسه	an institute	grupo	alternativoj	prononco
level	rifuĝi	پناه بردن	to take refuge	grupo	alternativoj	prononco
level	arda	پرشور	ardent	grupo	alternativoj	prononco
level	armeno	یک ارمنی	an Armenian	grupo	alternativoj	prononco
level	anĝelo	یک فرشته	an angel	grupo	alternativoj	prononco
level	konvalo	یک زنبق دره	a lily of the valley	grupo	alternativoj	prononco
level	egoismo	خودخواهی، خودخواهی، خودخواهی	egoism, egotism, selfishness	grupo	alternativoj	prononco
level	kinejo	یک سینما، یک سالن سینما	a cinema, a movie theater	grupo	alternativoj	prononco
level	rezervita	رزرو شده است	reserved	grupo	alternativoj	prononco
level	kolono	ستون، ستون، ستون	column, a column, a pillar	grupo	alternativoj	prononco
level	deklari	اعلام	to declare	grupo	alternativoj	prononco
level	kirurgo	یک جراح (=ĥirurgo)	a surgeon (=ĥirurgo)	grupo	alternativoj	prononco
level	indiferenta	بي تفاوت	indifferent	grupo	alternativoj	prononco
level	trotuaro	یک پیاده رو، یک پیاده رو	a sidewalk, a pavement	grupo	alternativoj	prononco
level	prokrasti	به تعویق انداختن، به تاخیر انداختن	to procrastinate, to delay	grupo	alternativoj	prononco
level	cikado	یک سیکادا	a cicada	grupo	alternativoj	prononco
level	instrumento	یک وسیله	an instrument	grupo	alternativoj	prononco
level	cedi	تسلیم شدن، تسلیم شدن، تسلیم شدن	to cede, to yield, to give in	grupo	alternativoj	prononco
level	pretendi	ادعا کردن، فرض کردن	to claim, to presume	grupo	alternativoj	prononco
level	egoisto	یک خودخواه	an egoist	grupo	alternativoj	prononco
level	insisti	اصرار کردن	to insist	grupo	alternativoj	prononco
level	naiva	آدم ساده	naive	grupo	alternativoj	prononco
level	situi	قرار گرفتن، قرار گرفتن	to be located, to be situated	grupo	alternativoj	prononco
level	penetri	برای نفوذ	to penetrate	grupo	alternativoj	prononco
level	kapitalo	سرمایه، یک سرمایه	capital, a capital	grupo	alternativoj	prononco
level	demono	یک دیو	a demon	grupo	alternativoj	prononco
level	licenco	یک مجوز	a license	grupo	alternativoj	prononco
level	diferenci	برای متمایز کردن	to differentiate	grupo	alternativoj	prononco
level	skorpio	یک عقرب	a scorpion	grupo	alternativoj	prononco
level	sufoki	خفه کردن، خفه کردن	to suffocate, to choke	grupo	alternativoj	prononco
level	tordi	پیچاندن، به هم ریختن	to twist, to contort	grupo	alternativoj	prononco
level	kontanta	به صورت نقدی	in cash	grupo	alternativoj	prononco
level	ĵuri	سوگند خوردن	to swear	grupo	alternativoj	prononco
level	apetita	اشتها آور	appetitizing	grupo	alternativoj	prononco
level	adjektivo	یک صفت	an adjective	grupo	alternativoj	prononco
level	pluralo	یک جمع	a plural	grupo	alternativoj	prononco
level	aktuala	اهمیت فعلی، موضوعی، فوری، مرتبط	of current importance, topical, urgent, relevant	grupo	alternativoj	prononco
level	gesti	اشاره کردن، اشاره کردن	to gesture, to gesticulate	grupo	alternativoj	prononco
level	felo	خز، پوست (از حیوان، با مو)، پوست	fur, hide (of animal, with hair), skin	grupo	alternativoj	prononco
level	mediti	مراقبه کردن	to meditate	grupo	alternativoj	prononco
level	kolego	یک همکار	a colleague	grupo	alternativoj	prononco
level	amplekso	وسعت، دامنه، بزرگی	extent, scope, magnitude	grupo	alternativoj	prononco
level	kosmetiko	لوازم آرایشی	cosmetics	grupo	alternativoj	prononco
level	Karlo	چارلز، کارلوس	Charles, Carlos	grupo	alternativoj	prononco
level	gluti	قورت دادن	to swallow	grupo	alternativoj	prononco
level	talento	یک استعداد	a talent	grupo	alternativoj	prononco
level	ĝemelo	یک دوقلو	a twin	grupo	alternativoj	prononco
level	deca	مناسب، مناسب، مناسب	decent, proper, suitable	grupo	alternativoj	prononco
level	krono	یک تاج	a crown	grupo	alternativoj	prononco
level	ŝimi	کپک زدن، کپک زدن	to mould, to get moldy	grupo	alternativoj	prononco
level	ŝoforo	یک راننده، یک راننده	a driver, a chauffeur	grupo	alternativoj	prononco
level	mistero	یک راز	a mystery	grupo	alternativoj	prononco
level	absolute	کاملا	absolutely	grupo	alternativoj	prononco
level	laktuko	یک کاهو	a lettuce	grupo	alternativoj	prononco
level	destini	مقدر کردن، مقدر کردن، اختصاص دادن	to destine, to ordain, to allocate	grupo	alternativoj	prononco
level	instigi	برانگیختن، تشویق کردن	to instigate, to encourage	grupo	alternativoj	prononco
level	heroo	یک قهرمان	a hero	grupo	alternativoj	prononco
level	ĉaro	یک ارابه، یک گاری	a chariot, a cart	grupo	alternativoj	prononco
level	vegetalo	یک سبزی، یک گیاه	a vegetable, a plant	grupo	alternativoj	prononco
level	adopti	به اتخاذ	to adopt	grupo	alternativoj	prononco
level	centimetro	یک سانتی متر	a centimeter	grupo	alternativoj	prononco
level	enuiga	خسته کننده، کسالت بار	boring, stodgy	grupo	alternativoj	prononco
level	flirti	معاشقه کردن، بال زدن	to flirt, to flutter	grupo	alternativoj	prononco
level	mandato	یک دستور، یک حواله	a mandate, a money order	grupo	alternativoj	prononco
level	envii	حسد ورزیدن	to envy	grupo	alternativoj	prononco
level	ebria	مست، مست	drunk, inebriated	grupo	alternativoj	prononco
level	sudano	سودان	Sudan	grupo	alternativoj	prononco
level	fleksi	خم شدن	to bend	grupo	alternativoj	prononco
level	naŭzi	تهوع کردن	to nauseate	grupo	alternativoj	prononco
level	likva	مایع	liquid	grupo	alternativoj	prononco
level	kupro	فلز مس	copper	grupo	alternativoj	prononco
level	hoko	یک قلاب	a hook	grupo	alternativoj	prononco
level	pafilo	تفنگ	a gun	grupo	alternativoj	prononco
level	filmi	فیلمبرداری، فیلمبرداری	to film, to shoot a film	grupo	alternativoj	prononco
level	bremso	یک ترمز	a brake	grupo	alternativoj	prononco
level	tereno	یک محوطه، یک زمین، یک زمین	a campus, a terrain, a ground	grupo	alternativoj	prononco
level	nigra tabulo	یک تخته سیاه	a black board	grupo	alternativoj	prononco
level	foiro	یک نمایشگاه، یک بازار	a fair, a market	grupo	alternativoj	prononco
level	ĉimpanzo	یک شامپانزه	a chimpanzee	grupo	alternativoj	prononco
level	aktiva	فعال	active	grupo	alternativoj	prononco
level	juvelo	جواهر، گوهر (=گوهر)	a jewel, a gem (=gemo)	grupo	alternativoj	prononco
level	tendumi (kampadi)	به اردوگاه	to camp	grupo	alternativoj	prononco
level	malliberejo	یک زندان	a prison	grupo	alternativoj	prononco
level	studprogramo	یک برنامه مطالعاتی	a study program	grupo	alternativoj	prononco
level	avida	حریص	greedy	grupo	alternativoj	prononco
level	flari	بوییدن	to smell	grupo	alternativoj	prononco
level	garantii	تضمین کردن، تضمین کردن	to guarantee, to warrant	grupo	alternativoj	prononco
level	ĉeno	زنجیر	a chain	grupo	alternativoj	prononco
level	sekcio	یک بخش	a section	grupo	alternativoj	prononco
level	akuzativo	یک متهم	an accusative	grupo	alternativoj	prononco
level	kandelo	شمع	a candle	grupo	alternativoj	prononco
level	konfirmi	برای تایید	to confirm	grupo	alternativoj	prononco
level	pando	یک پاندا	a panda	grupo	alternativoj	prononco
level	kultivi	برای کشت (میوه، سبزیجات)	to cultivate (fruits, vegetables)	grupo	alternativoj	prononco
level	sojlo	یک آستانه، یک آستانه	a sill, a threshold	grupo	alternativoj	prononco
level	lacigi	خسته کردن، خسته کردن، خسته کردن	to exhaust, to fatique, to tire	grupo	alternativoj	prononco
level	skribilaro	ظروف حفاری، ثابت	witing utensils, stationary	grupo	alternativoj	prononco
level	ĵaluza	حسود	jealous	grupo	alternativoj	prononco
level	kamiono	یک کامیون، یک کامیون، یک کامیون	a camion, a lorry, a truck	grupo	alternativoj	prononco
level	barakti	مبارزه کردن	to struggle	grupo	alternativoj	prononco
level	svingi	تاب خوردن، تکان دادن	to swing, to shake	grupo	alternativoj	prononco
level	ŝovi	هل دادن، هل دادن	to shove, to push along	grupo	alternativoj	prononco
level	tendo	یک چادر	a tent	grupo	alternativoj	prononco
level	preteksto	بهانه، بهانه	an excuse, a pretext	grupo	alternativoj	prononco
level	simpatia	دلسوز	sympathetic	grupo	alternativoj	prononco
level	mino	یک معدن	a mine	grupo	alternativoj	prononco
level	fantazia	خارق العاده	fantastic	grupo	alternativoj	prononco
level	komika	طنز، طنز	comic, comical	grupo	alternativoj	prononco
level	kruta	شیب تند	steep	grupo	alternativoj	prononco
level	festeni	ضیافت کردن، ضیافت کردن	to banquet, to feast	grupo	alternativoj	prononco
level	alergio	آلرژی	allergy	grupo	alternativoj	prononco
level	juro	قانون	a law	grupo	alternativoj	prononco
level	ekspozicio	یک نمایشگاه، یک نمایشگاه	an exhibition, an exposition	grupo	alternativoj	prononco
level	akordiono	یک آکاردئون	an accordion	grupo	alternativoj	prononco
level	sfero	یک کره، یک توپ	a sphere, a ball	grupo	alternativoj	prononco
level	almozulo	یک گدا	a beggar	grupo	alternativoj	prononco
level	maĉi	جویدن، جویدن	to masticate, to chew	grupo	alternativoj	prononco
level	virto	یک فضیلت	a virtue	grupo	alternativoj	prononco
level	turmenti	عذاب دادن، شکنجه کردن	to torment, to torture	grupo	alternativoj	prononco
level	anonctabulo	یک تابلوی اعلانات	a notice board	grupo	alternativoj	prononco
level	minus	منهای	minus	grupo	alternativoj	prononco
level	boji	پارس کردن	to bark	grupo	alternativoj	prononco
level	atestilo, atestaĵo	یک گواهی، یک گواهی	a certificate, an attestation	grupo	alternativoj	prononco
level	fendo	یک شکاف، یک شکاف، یک شکاف	a split, a slot, a crack	grupo	alternativoj	prononco
level	almozo	صدقه، صدقه	alms, charity	grupo	alternativoj	prononco
level	havigi	تهیه کردن، به دست آوردن، تهیه کردن	to provide with, to get for, to procure	grupo	alternativoj	prononco
level	aŭtografio	یک خودکار، زندگی نامه (=aŭtobiografio)	an autography, autobiography (=aŭtobiografio)	grupo	alternativoj	prononco
level	suspekti	مشکوک شدن	to suspect	grupo	alternativoj	prononco
level	trezoro	یک گنج	a treasure	grupo	alternativoj	prononco
level	stango	یک میله، یک میله، یک میله	a rod, a pole, a bar	grupo	alternativoj	prononco
level	balailo	یک جارو، یک جارو	a broom, a sweeper	grupo	alternativoj	prononco
level	rekompenco	یک غرامت، یک پاداش	a compensation, a reward	grupo	alternativoj	prononco
level	kopio	یک کپی	a copy	grupo	alternativoj	prononco
level	domego	یک ویلا، یک عمارت، یک خانه بزرگ، یک ساختمان	a villa, a mansion, a big house, a building	grupo	alternativoj	prononco
level	pasko	عید پاک	Easter	grupo	alternativoj	prononco
level	Peruo	پرو	Peru	grupo	alternativoj	prononco
level	menso	ذهن	mind	grupo	alternativoj	prononco
level	eleganta	ظریف	elegant	grupo	alternativoj	prononco
level	ekvadoro	اکوادور	Ecuador	grupo	alternativoj	prononco
level	barbirejo	یک آرایشگاه، یک باربری	a hairdressing salon, a barbor shop	grupo	alternativoj	prononco
level	bubo	یک چاقو، یک دلقک، یک جوجه تیغی	a knave, a brat, an urchin	grupo	alternativoj	prononco
level	gvineo	گینه	Guinea	grupo	alternativoj	prononco
level	civilizi	متمدن کردن	to civilize	grupo	alternativoj	prononco
level	insulti	توهین کردن	to insult	grupo	alternativoj	prononco
level	komisiono	یک کمیسیون، یک کمیته	a commission, a comittee	grupo	alternativoj	prononco
level	colo	یک اینچ	an inch	grupo	alternativoj	prononco
level	admoni	پند دادن، نصیحت کردن، نصیحت کردن، سرزنش کردن	to admonish, to exhort, to advice, to censure	grupo	alternativoj	prononco
level	bildkadro	یک قاب عکس	a picture frame	grupo	alternativoj	prononco
level	serena	آرام، آرام، بی دردسر	serene, calm, untroubled	grupo	alternativoj	prononco
level	nervo	یک عصب	a nerve	grupo	alternativoj	prononco
level	kuglo	یک گلوله	a bullet	grupo	alternativoj	prononco
level	pilgrimi	برای رفتن به زیارت	to go on a pilgrimage	grupo	alternativoj	prononco
level	kaso	یک صندوق پول، یک کیف پول، یک صندوق پول، یک صندوق	a cash box, a purse, a money box, coffer	grupo	alternativoj	prononco
level	penti	برای توبه کردن	to repent	grupo	alternativoj	prononco
level	libano	لبنان	Lebanon	grupo	alternativoj	prononco
level	barelo	یک بشکه	a barrel	grupo	alternativoj	prononco
level	botaniko	گیاه شناسی	botany	grupo	alternativoj	prononco
level	merkato	یک بازار	a market	grupo	alternativoj	prononco
level	koncerto	کنسرت	a concert	grupo	alternativoj	prononco
level	projekto	یک پروژه	a project	grupo	alternativoj	prononco
level	komplimento	یک تعریف	a compliment	grupo	alternativoj	prononco
level	cirklo	یک دایره، یک دیسک	a circle, a disk	grupo	alternativoj	prononco
level	konjekti	حدس زدن، حدس زدن	to make a conjecture, to guess	grupo	alternativoj	prononco
level	ĵudo	جودو	judo	grupo	alternativoj	prononco
level	teksto	متن، متن، غزل	text, a text, a lyric	grupo	alternativoj	prononco
level	konkuri	رقابت کردن، رقابت کردن	to compete, to contend	grupo	alternativoj	prononco
level	rezervo	یک ذخیره	a reserve	grupo	alternativoj	prononco
level	kabineto	یک کابینت	a cabinet	grupo	alternativoj	prononco
level	marĉo	یک مرداب، یک مرداب	a marsh, a swamp	grupo	alternativoj	prononco
level	advokato	یک وکیل دادگستری، یک وکیل، یک وکیل	a barrister, a lawyer, an advocate	grupo	alternativoj	prononco
level	ceramiko	سرامیک، سفال	ceramics, pottery	grupo	alternativoj	prononco
level	histerio	هیستری، هیجان	hysteria, excitement	grupo	alternativoj	prononco
level	golfo	یک خلیج	a gulf	grupo	alternativoj	prononco
level	periodo	دوره، دوره	period, a period	grupo	alternativoj	prononco
level	etiopo	یک اتیوپیایی	an Ethiopian	grupo	alternativoj	prononco
level	pejzaĝo	منظره، منظره	landscape, scenary	grupo	alternativoj	prononco
level	psikologo	یک روانشناس	a psychologist	grupo	alternativoj	prononco
level	kverko	یک بلوط	an oak	grupo	alternativoj	prononco
level	kaprica	دمدمی مزاج، دمدمی مزاج، غریب	capricious, fitful, whimsical	grupo	alternativoj	prononco
level	neto	یک نسخه نهایی، یک نسخه منصفانه	a final copy, a fair copy	grupo	alternativoj	prononco
level	kazo	یک مورد، امر، موضوع	a case, affair, matter	grupo	alternativoj	prononco
level	sveni	غش کردن، غش کردن	to faint, to swoon	grupo	alternativoj	prononco
level	rosti	کباب کردن	to roast	grupo	alternativoj	prononco
level	bazaro	یک بازار، یک بازار، یک نمایشگاه	a bazaar, a market, a fair	grupo	alternativoj	prononco
level	liberio	لیبریا	Liberia	grupo	alternativoj	prononco
level	anteno	یک آنتن، یک آنتن، یک حسگر	an antenna, an aerial, a feeler	grupo	alternativoj	prononco
level	tegi	پوشاندن، پوشاندن	to overlay, to coat	grupo	alternativoj	prononco
level	Aŭstralio	استرالیا	Australia	grupo	alternativoj	prononco
level	frakasi	سقوط کردن، شکستن، درهم شکستن	to crash, to shatter, to smash	grupo	alternativoj	prononco
level	kliento	یک مشتری، یک مشتری، یک بیمار	a client, a customer, a patient	grupo	alternativoj	prononco
level	ronki	غرغر کردن، خروپف کردن	to grunt, to snore	grupo	alternativoj	prononco
level	judaismo	یهودیت	Judaism	grupo	alternativoj	prononco
level	afikso	یک پیوست	an affix	grupo	alternativoj	prononco
level	fanfaroni	لاف زدن، لاف زدن	to brag, to boast	grupo	alternativoj	prononco
level	kapsiko	یک فلفل قرمز	a red pepper	grupo	alternativoj	prononco
level	probabla	محتمل، محتمل	probable, likely	grupo	alternativoj	prononco
level	segi	اره کردن	to saw	grupo	alternativoj	prononco
level	melankolio	مالیخولیا، مالیخولیا، تاریکی	melancholy, melancholia, gloom	grupo	alternativoj	prononco
level	panamo	پاناما	Panama	grupo	alternativoj	prononco
level	mekaniko	مکانیک (=meĥaniko)	mechanics (=meĥaniko)	grupo	alternativoj	prononco
level	ŝvebi	شناور شدن، شناور شدن	to hover, to float	grupo	alternativoj	prononco
level	latvo	یک لتونیایی	a Latvian	grupo	alternativoj	prononco
level	kateno	یک بند، یک مهار، یک قایق	a shacle, a restraint, a catenary	grupo	alternativoj	prononco
level	bori	سوراخ کردن، سوراخ کردن	to bore, to drill	grupo	alternativoj	prononco
level	apartamento	یک آپارتمان، یک آپارتمان	an apartment, a flat	grupo	alternativoj	prononco
level	hajlo	تگرگ، تگرگ	hail, a hail	grupo	alternativoj	prononco
level	silko	ابریشم	silk	grupo	alternativoj	prononco
level	putri	متلاشی کردن، پوسیده شدن، پوسیدگی، چرک کردن	to utrefy, to putrify, to decay, to fester	grupo	alternativoj	prononco
level	melki	به شیر دادن	to milk	grupo	alternativoj	prononco
level	signalo	یک علامت، یک علامت	a signal, a sign	grupo	alternativoj	prononco
level	lifto	آسانسور، آسانسور	a lift, an elevator	grupo	alternativoj	prononco
level	intensa	شدید، فشرده	intense, intensive	grupo	alternativoj	prononco
