C.ur content.tsv
Level	Esperanto	ur	en-us	Grupo	Alternativoj	Pronoco
level	liberio	لائبیریا	Liberia	grupo	alternativoj	prononco
level	anteno	ایک اینٹینا، ایک ہوائی، ایک محسوس کرنے والا	an antenna, an aerial, a feeler	grupo	alternativoj	prononco
level	tegi	چڑھانا، کوٹ کرنا	to overlay, to coat	grupo	alternativoj	prononco
level	Aŭstralio	آسٹریلیا	Australia	grupo	alternativoj	prononco
level	frakasi	ٹکرا جانا، بکھر جانا، توڑ دینا	to crash, to shatter, to smash	grupo	alternativoj	prononco
level	kliento	ایک گاہک، ایک گاہک، ایک مریض	a client, a customer, a patient	grupo	alternativoj	prononco
level	ronki	کراہنا، خراٹے لینا	to grunt, to snore	grupo	alternativoj	prononco
level	judaismo	یہودیت	Judaism	grupo	alternativoj	prononco
level	afikso	ایک لگانا	an affix	grupo	alternativoj	prononco
level	fanfaroni	شیخی مارنا، فخر کرنا	to brag, to boast	grupo	alternativoj	prononco
level	kapsiko	ایک لال مرچ	a red pepper	grupo	alternativoj	prononco
level	probabla	امکان، امکان	probable, likely	grupo	alternativoj	prononco
level	segi	دیکھا	to saw	grupo	alternativoj	prononco
level	melankolio	اداسی، اداسی، اداسی	melancholy, melancholia, gloom	grupo	alternativoj	prononco
level	panamo	پانامہ	Panama	grupo	alternativoj	prononco
level	mekaniko	میکانکس (=meĥaniko)	mechanics (=meĥaniko)	grupo	alternativoj	prononco
level	ŝvebi	منڈلانا، تیرنا	to hover, to float	grupo	alternativoj	prononco
level	latvo	ایک لیٹوین	a Latvian	grupo	alternativoj	prononco
level	kateno	ایک شیکل، ایک روک تھام، ایک کیٹنری	a shacle, a restraint, a catenary	grupo	alternativoj	prononco
level	bori	بور کرنا، ڈرل کرنا	to bore, to drill	grupo	alternativoj	prononco
level	apartamento	ایک اپارٹمنٹ، ایک فلیٹ	an apartment, a flat	grupo	alternativoj	prononco
level	hajlo	اولے، ایک اولے	hail, a hail	grupo	alternativoj	prononco
level	silko	ریشم	silk	grupo	alternativoj	prononco
level	putri	گندا کرنا، سڑنا، سڑنا، تڑپنا	to utrefy, to putrify, to decay, to fester	grupo	alternativoj	prononco
level	melki	دودھ کو	to milk	grupo	alternativoj	prononco
level	signalo	ایک اشارہ، ایک نشان	a signal, a sign	grupo	alternativoj	prononco
level	lifto	ایک لفٹ، ایک لفٹ	a lift, an elevator	grupo	alternativoj	prononco
level	intensa	شدید، شدید	intense, intensive	grupo	alternativoj	prononco
level	ekvilibro	ایک توازن، توازن	an equilibrium, balance	grupo	alternativoj	prononco
level	tradicio	ایک روایت	a tradition	grupo	alternativoj	prononco
level	enigmo	ایک معمہ، ایک پہیلی، ایک پہیلی	an enigma, a puzzle, a riddle	grupo	alternativoj	prononco
level	friti	بھوننا، بھوننا	to fry, to sauté	grupo	alternativoj	prononco
level	kripla	معذور، اپاہج، کمزور، مسخ شدہ	handicapped, crippled, infirm, mutilated	grupo	alternativoj	prononco
level	kanzono	ایک چنسن، ایک کینزون، ایک بیلڈ گانا	a chanson, a canzone, a ballad song	grupo	alternativoj	prononco
level	veneno	ایک زہر، ایک زہر	a venom, a poison	grupo	alternativoj	prononco
level	kontrakti	ایک معاہدہ کرنے کے لئے	to make a contract	grupo	alternativoj	prononco
level	konfitaĵo	ایک محفوظ جام	a conserved jam	grupo	alternativoj	prononco
level	orfo	ایک یتیم	an orphan	grupo	alternativoj	prononco
level	avenuo	ایک راستہ	an avenue	grupo	alternativoj	prononco
level	betulo	ایک برچ درخت	a birch tree	grupo	alternativoj	prononco
level	konko	ایک سمندری خول، ایک شنخ	a sea shell, a conch	grupo	alternativoj	prononco
level	grajno	ایک دانہ، ایک دانہ	a grain, a granule	grupo	alternativoj	prononco
level	principo	ایک اصول	a principle	grupo	alternativoj	prononco
level	humida	مرطوب، نم، نم	humid, moist, damp	grupo	alternativoj	prononco
level	hufo	ایک کھر	a hoof	grupo	alternativoj	prononco
level	Urugvajo	یوراگوئے	Uruguay	grupo	alternativoj	prononco
level	kemio	کیمسٹری (= ĥemio)	chemistry (=ĥemio)	grupo	alternativoj	prononco
level	pumpi	پمپ کرنے کے لئے	to pump	grupo	alternativoj	prononco
level	krado	crossbars، grating، گرل، grate، grille، جالی	crossbars, grating, grill, grate, grille, lattice	grupo	alternativoj	prononco
level	budo	ایک بوتھ، ایک کیوسک، ایک اسٹینڈ	a booth, a kiosk, a stand	grupo	alternativoj	prononco
level	Bolivio	بولیویا	Bolivia	grupo	alternativoj	prononco
level	ŝtalo	سٹیل	steel	grupo	alternativoj	prononco
level	masaĝo	مساج	massage	grupo	alternativoj	prononco
level	krutaĵo	ایک کھڑی، ایک چٹان، ایک بلف	a steep, a cliff, a bluff	grupo	alternativoj	prononco
level	munti	(زیورات) چڑھانا، سیٹ کرنا، جمع کرنا	to mount (jewelry), to set, to assemble	grupo	alternativoj	prononco
level	sprita	ہوشیار، تیز، لطیف، روشن، روشن	clever, sprightly, witty, bright, sprightful	grupo	alternativoj	prononco
level	kuirpoto	کھانا پکانے کا برتن، سٹو کا برتن	a cooking pot, a stew pot	grupo	alternativoj	prononco
level	tribunalo	ایک ٹریبونل، ایک عدالت	a tribunal, a court	grupo	alternativoj	prononco
level	epilogo	ایک جملہ	an epilogue	grupo	alternativoj	prononco
level	motoro	ایک موٹر، ایک انجن	a motor, an engine	grupo	alternativoj	prononco
level	lavopelvo (lavovazo)	ایک واش پاٹ (ایک واش بیسن)	a washpot (a wash basin)	grupo	alternativoj	prononco
level	farbo	رنگ، پینٹ	dye, paint	grupo	alternativoj	prononco
level	transitiva	ترسیلی	transitive	grupo	alternativoj	prononco
level	leopardo	ایک چیتے	a leopard	grupo	alternativoj	prononco
level	vualo	ایک پردہ	a veil	grupo	alternativoj	prononco
level	vergo	ایک چھڑی، ایک چھڑی، ایک چھڑی، ایک سوئچ	a rod, a wand, a cane, a switch	grupo	alternativoj	prononco
level	luktado	ایک کشتی	a wrestling	grupo	alternativoj	prononco
level	ŝelo	ایک خول، چھال، بھوسی، چھلکا	a shell, bark, husk, peel	grupo	alternativoj	prononco
level	maĉgumo	ایک چیونگم	a chewing gum	grupo	alternativoj	prononco
level	senso	احساس، احساس	a sense, feeling	grupo	alternativoj	prononco
level	sagaca	ہوشیار، ہوشیار، ہوشیار	sagacious, astute, shrewd	grupo	alternativoj	prononco
level	magiisto	ایک جادوگر	a magician	grupo	alternativoj	prononco
level	modera	اعتدال پسند، معقول	moderate, reasonable	grupo	alternativoj	prononco
level	vindi	لپیٹنا، لپٹنا، لپٹنا	to wrap, to swathe, to swaddle	grupo	alternativoj	prononco
level	prologo	ایک تجویز	a prologue	grupo	alternativoj	prononco
level	Polinezio	پولینیشیا	Polynesia	grupo	alternativoj	prononco
level	Tunizio	تیونس	Tunisia	grupo	alternativoj	prononco
level	sobra	پرہیزگار، پرہیزگار، ٹھہرا۔	sober, abstemious, staid	grupo	alternativoj	prononco
level	Birmo	میانمار	Myanmar	grupo	alternativoj	prononco
level	asekuri	بیمہ کرنا	to insure	grupo	alternativoj	prononco
level	fono	پس منظر	background	grupo	alternativoj	prononco
level	Gvatemalo	گوئٹے مالا	Guatemala	grupo	alternativoj	prononco
level	pulvoro	پاؤڈر	powder	grupo	alternativoj	prononco
level	velki	مرجھا جانا، مرجھانا	to wither, to fade	grupo	alternativoj	prononco
level	baterio	ایک بیٹری	a battery	grupo	alternativoj	prononco
level	Nikaragvo	نکاراگوا	Nicaragua	grupo	alternativoj	prononco
level	faŭko	ایک جبڑا، ایک ماؤ، ایک منہ (سرنگ کا)	a jaws, a maw, a mouth (of a tunnel)	grupo	alternativoj	prononco
level	Kostariko	کوسٹا ریکا	Costa Rica	grupo	alternativoj	prononco
level	medalo	ایک تمغہ	a medal	grupo	alternativoj	prononco
level	Paragvajo	پیراگوئے	Paraguay	grupo	alternativoj	prononco
level	aligatoro	ایک مگرمچھ	an alligator	grupo	alternativoj	prononco
level	tempesto	ایک طوفان، ایک طوفان	a tempest, a storm	grupo	alternativoj	prononco
level	kordo	ایک ڈوری، ایک تار	a cord, a string	grupo	alternativoj	prononco
level	hipopotamo	ایک hippopotamus, a hippo	a hippopotamus, a hippo	grupo	alternativoj	prononco
level	striki	ہڑتال پر جانے کے لیے	to go on strike	grupo	alternativoj	prononco
level	monako (-aĥo)	ایک بادشاہ	a monach	grupo	alternativoj	prononco
level	petrolo	پیٹرولیم، پیرافین آئل	petroleum, paraffin-oil	grupo	alternativoj	prononco
level	konfiti	(چینی میں) محفوظ کرنے کے لیے، کینڈیڈ	to preserve (in sugar), candied	grupo	alternativoj	prononco
level	alineo	پیراگراف انڈینٹیشن	paragraph indentation	grupo	alternativoj	prononco
level	motorbiciklo	ایک موٹر سائیکل	a motorbicycle	grupo	alternativoj	prononco
level	organismo	ایک حیاتیات	an organism	grupo	alternativoj	prononco
level	procedi	آگے بڑھنے کے لئے	to proceed	grupo	alternativoj	prononco
level	ĉerizo	ایک چیری	a cherry	grupo	alternativoj	prononco
level	ritmo	تال	rhythm	grupo	alternativoj	prononco
level	broŝuro	ایک کتابچہ، ایک کتابچہ، ایک پمفلٹ	a brochure, a leaflet, a pamphlet	grupo	alternativoj	prononco
level	orfejo	ایک یتیم خانہ	an orphanage	grupo	alternativoj	prononco
level	ornamaĵo	ایک زیور	an ornament	grupo	alternativoj	prononco
level	provizora	عارضی، عارضی	provisional, temporary	grupo	alternativoj	prononco
level	kalkano	ایک ہیل	a heel	grupo	alternativoj	prononco
level	apoteko	ایک دواخانہ، دوائیوں کی دکان	a pharmacy, a drugstore	grupo	alternativoj	prononco
level	jaguaro	ایک جیگوار	a jaguar	grupo	alternativoj	prononco
level	persimono	ایک پرسمن	a persimon	grupo	alternativoj	prononco
level	pesilo	ایک توازن، ایک پیمانہ	a balance, a scale	grupo	alternativoj	prononco
level	improvizi	بہتر بنانا	to improvise	grupo	alternativoj	prononco
level	fosto	ایک پوسٹ، ایک قطب، ایک سیدھا سہارا	a post, a pole, an upright support	grupo	alternativoj	prononco
level	pico	ایک پیزا	a pizza	grupo	alternativoj	prononco
level	sitelo	ایک بالٹی، ایک بالٹی	a bucket, a pail	grupo	alternativoj	prononco
level	parkere	دل سے، یادداشت سے، روٹ سے	by heart, from memory, by rote	grupo	alternativoj	prononco
level	akurata	درست، وقت کی پابندی، عین مطابق	accurate, punctual, precise	grupo	alternativoj	prononco
level	rito	رسم	rite	grupo	alternativoj	prononco
level	nodo	ایک نوڈ، ایک گرہ	a node, a knot	grupo	alternativoj	prononco
level	polpo (okpieda)	ایک آکٹوپس	an octopus	grupo	alternativoj	prononco
level	degeli	پگھلنا، پگھلنا	to melt, to thaw	grupo	alternativoj	prononco
level	pinĉi	چوٹکی کرنا	to pinch	grupo	alternativoj	prononco
level	paniko	ایک گھبراہٹ	a panic	grupo	alternativoj	prononco
level	piro	ایک ناشپاتی (پھل)	a pear (fruit)	grupo	alternativoj	prononco
level	trempi	ڈوبنا، بھیگنا، ڈوبنا	to dip, to soak, to immerse	grupo	alternativoj	prononco
level	pelto	کھال کا کوٹ، کھال، پیلٹ، کھال کا ٹکڑا	a fur coat, fur, pelt, fur piece	grupo	alternativoj	prononco
level	preskribo (recepto)	ایک نسخہ، نسخہ	a prescription, recipe	grupo	alternativoj	prononco
level	princino	ایک شہزادی	a princess	grupo	alternativoj	prononco
level	masto	ایک مستول، ایک قطب	a mast, a pole	grupo	alternativoj	prononco
level	kino	ایک سنیما	a cinema	grupo	alternativoj	prononco
level	bombono	ایک بون بون، ایک کینڈی، ایک میٹھا	a bon-bon, a candy, a sweet	grupo	alternativoj	prononco
level	funto	ایک پاونڈ	a pound	grupo	alternativoj	prononco
level	ananaso	ایک انناس	a pine apple	grupo	alternativoj	prononco
level	tajloro	ایک درزی	a tailor	grupo	alternativoj	prononco
level	veterano	ایک تجربہ کار	a veteran	grupo	alternativoj	prononco
level	revolucio	ایک انقلاب	a revolution	grupo	alternativoj	prononco
level	krusto	پرت، سانچے، سخت بیرونی غلاف	crust, casing, hard outer covering	grupo	alternativoj	prononco
level	kompaso	ایک کمپاس	a compass	grupo	alternativoj	prononco
level	rizkampo	چاول کا کھیت، دھان کا کھیت	a rice field, a paddy field	grupo	alternativoj	prononco
level	katedralo	ایک کیتھیڈرل	a cathedral	grupo	alternativoj	prononco
level	roboto	ایک روبوٹ	a robot	grupo	alternativoj	prononco
level	parfumo	ایک خوشبو	a perfume	grupo	alternativoj	prononco
level	margarino	مارجرین	margarine	grupo	alternativoj	prononco
level	ripo	ایک پسلی (ہڈی)	a rib (bone)	grupo	alternativoj	prononco
level	rulŝtuparo	ایک سیڑھی	an escalator	grupo	alternativoj	prononco
level	kostumo	لباس، لباس، لباس کا انداز	costume, outfit, style of dress	grupo	alternativoj	prononco
level	pulmo	ایک پھیپھڑوں	a lung	grupo	alternativoj	prononco
level	infinitivo	لامتناہی	infinitive	grupo	alternativoj	prononco
level	segilo	ایک آری، آری	a saw, saws	grupo	alternativoj	prononco
level	prozo	ایک نثر	a prose	grupo	alternativoj	prononco
level	mekanismo	آلہ، ایک طریقہ کار	device, a mechanism	grupo	alternativoj	prononco
level	skanilo	ایک سکینر	a scanner	grupo	alternativoj	prononco
level	benzino	پٹرول، پٹرول	gasoline, petrol	grupo	alternativoj	prononco
level	plumbo	سیسہ (دھاتی)	lead (metal)	grupo	alternativoj	prononco
level	leki	چاٹنا	to lick	grupo	alternativoj	prononco
level	akuzi	الزام لگانا	to accuse	grupo	alternativoj	prononco
level	redakti	ترمیم کرنا	to edit	grupo	alternativoj	prononco
level	ŝraŭbo	ایک پیچ	a screw	grupo	alternativoj	prononco
level	komo	ایک کوما	a comma	grupo	alternativoj	prononco
level	surdulo	ایک بہرا	a deaf	grupo	alternativoj	prononco
level	konduktoro	ایک کنڈکٹر	a conductor	grupo	alternativoj	prononco
level	kreto	ایک چاک	a chalk	grupo	alternativoj	prononco
level	eklezio	ایک چرچ (تنظیم)	a church (organization)	grupo	alternativoj	prononco
level	protagonisto	ایک مرکزی کردار	a protagonist	grupo	alternativoj	prononco
level	Eŭropo	یورپ	europe	grupo	alternativoj	prononco
level	tajfuno	ایک طوفان	a typhoon	grupo	alternativoj	prononco
level	sentimentala	جذباتی	sentimental	grupo	alternativoj	prononco
level	korko	ایک کارک، ایک روکنے والا	a cork, a stopper	grupo	alternativoj	prononco
level	stampo	ایک مہر، ایک مہر، ایک نشان	a stamp, a seal, a mark	grupo	alternativoj	prononco
level	olivo	ایک زیتون	an olive	grupo	alternativoj	prononco
level	kazino	ایک کیسینو	a casino	grupo	alternativoj	prononco
level	terno	ایک چھینک	a sneeze	grupo	alternativoj	prononco
level	barikado	ایک رکاوٹ	a barricade	grupo	alternativoj	prononco
level	tertremo (sismo)	ایک زلزلہ	an earthquake	grupo	alternativoj	prononco
level	telegramo	ایک ٹیلیگرام	a telegram	grupo	alternativoj	prononco
level	prononci	تلفظ کرنا	to pronounce	grupo	alternativoj	prononco
level	tornado	ایک طوفان	a tornado	grupo	alternativoj	prononco
level	objektiva	مقصد	objective	grupo	alternativoj	prononco
level	drapo	ایک اونی کپڑا، ایک کپڑا	a woolen cloth, a cloth	grupo	alternativoj	prononco
level	ungotondilo	ایک کیل کینچی	a nail-scissors	grupo	alternativoj	prononco
level	vakupurigilo	ایک ویکیوم کلینر (=polvosuĉilo)	a vacuum cleaner (=polvosuĉilo)	grupo	alternativoj	prononco
level	perei	فنا ہونا	to perish	grupo	alternativoj	prononco
level	afranki	قبل از ادائیگی (ڈاک)، ڈاک ٹکٹ لگانا	to prepay (postage), to put on stamps	grupo	alternativoj	prononco
level	luli	جھولنا، جھولا لگانا، چٹان کرنا	to lull, to cradle, to rock	grupo	alternativoj	prononco
level	vakcino	ایک ویکسین	a vaccine	grupo	alternativoj	prononco
level	gorilo	ایک گوریلا	a gorilla	grupo	alternativoj	prononco
level	vojaĝagentejo	ایک ٹریول ایجنسی	a travel agency	grupo	alternativoj	prononco
level	patrono	ایک سرپرست	a patron	grupo	alternativoj	prononco
level	abstini	پرہیز کرنا	to abstain	grupo	alternativoj	prononco
level	bulvardo	ایک بلیوارڈ	a boulevard	grupo	alternativoj	prononco
level	portalo	ایک پورٹل، ایک گیٹ وے	a portal, a gateway	grupo	alternativoj	prononco
level	ŝarĝoaŭto	ایک ٹرک	a truck	grupo	alternativoj	prononco
level	vito	انگور کی بیل، ایک بیل	a grapevine, a vine	grupo	alternativoj	prononco
level	teleskopo	ایک دوربین	a telescope	grupo	alternativoj	prononco
level	apliki	درخواست جمع کرنا	to apply	grupo	alternativoj	prononco
level	cemento	سیمنٹ	cement	grupo	alternativoj	prononco
level	pedagogio	درس گاہ	pedagogy	grupo	alternativoj	prononco
level	albumo	ایک البم	an album	grupo	alternativoj	prononco
level	aserti	دعوی کرنا، بیان کرنا، تصدیق کرنا	to assert, to state, to affirm	grupo	alternativoj	prononco
level	akordi	اتفاق کرنا	to accord	grupo	alternativoj	prononco
level	fulgo	ایک کاجل، ایک گندگی	a soot, a grime	grupo	alternativoj	prononco
level	adapti	موافقت کرنا، ایڈجسٹ کرنا، ایڈجسٹ کرنا، فٹ کرنا	to adapt, to adjust, to accommodate, to fit	grupo	alternativoj	prononco
level	liveri	فراہم کرنا، فراہم کرنا، پہنچانا	to furnish, to supply, to deliver	grupo	alternativoj	prononco
level	argumento	ایک دلیل	an argument	grupo	alternativoj	prononco
level	frizi	گھماؤ پھرنا	to curl, to frizz	grupo	alternativoj	prononco
level	deficito	ایک خسارہ	a deficit	grupo	alternativoj	prononco
level	blato	ایک کاکروچ، ایک چپ	a cockroach, a chip	grupo	alternativoj	prononco
level	recepto	ایک نسخہ، ایک نسخہ	a recipe, a prescription	grupo	alternativoj	prononco
level	kitelo	ایک سموک، فراک، ایک اوورالز، ایک گارباڈائن	a smock, a frock, an overalls, a garbadine	grupo	alternativoj	prononco
level	ciklono	ایک طوفان	a cyclone	grupo	alternativoj	prononco
level	reformi	اصلاح کرنا	to reform	grupo	alternativoj	prononco
level	pulvo	پاؤڈر، بارود	powder, gunpowder	grupo	alternativoj	prononco
level	ŝpruci	اُچھلنا، اُچھلنا، اُچھلنا	to spurt, to gush, to spurt out	grupo	alternativoj	prononco
level	kukolo	ایک کویل	a cuckoo	grupo	alternativoj	prononco
level	ŝanceli	ہلانا، ہلانا	to shake, to totter	grupo	alternativoj	prononco
level	rekordo	ایک ریکارڈ (کھیل)	a record (sport)	grupo	alternativoj	prononco
level	florpetalo	ایک پھول کی پنکھڑی	a flower petal	grupo	alternativoj	prononco
level	kosmo	کائنات، (بیرونی) خلا، کائنات	cosmos, (outer) space, universe	grupo	alternativoj	prononco
level	ĉeko	ایک چیک، ایک چیک	a checque, a check	grupo	alternativoj	prononco
level	konsumi	استعمال کرنا، استعمال کرنا	to consume, to use up	grupo	alternativoj	prononco
level	lameno	ایک لامینا، ایک پلیٹ، ایک تہہ	a lamina, a plate, a layer	grupo	alternativoj	prononco
level	erotika	شہوانی، شہوت انگیز	erotic	grupo	alternativoj	prononco
level	peniko	ایک برش (آرٹ)	a brush (art)	grupo	alternativoj	prononco
level	spuro	ایک ٹریک، ایک پگڈنڈی، ایک نشان	a track, a trail, a trace	grupo	alternativoj	prononco
level	rigida	سخت، سخت	rigid, stiff	grupo	alternativoj	prononco
level	pleto	ایک ٹرے	a tray	grupo	alternativoj	prononco
level	ignori	نظر انداز کرنا	to ignore	grupo	alternativoj	prononco
level	Volapuko (Volapǖko)	ولاپوک	Volapuk	grupo	alternativoj	prononco
level	frazo	ایک جملہ	a sentence	grupo	alternativoj	prononco
level	bruto	ایک جانور، ایک کھیت کا جانور، ایک حیوان	a brute, a farm animal, a beast	grupo	alternativoj	prononco
level	gladi	استری کرنا (کپڑے)	to iron (clothes)	grupo	alternativoj	prononco
level	kalsono	ایک زیر جامہ، زیر جامہ، شارٹس	an underwear, underpants, shorts	grupo	alternativoj	prononco
level	aktoro	ایک اداکار	an actor	grupo	alternativoj	prononco
level	valida	درست	valid	grupo	alternativoj	prononco
level	ruso	ایک روسی	a Russian	grupo	alternativoj	prononco
level	glita	گلائڈنگ، پھسلنا	gliding, slippery	grupo	alternativoj	prononco
level	fantazio	ایک فنتاسی	a fantasy	grupo	alternativoj	prononco
level	ŝargi	لوڈ کرنا، چارج کرنا	to load, to charge	grupo	alternativoj	prononco
level	saŭco	ایک چٹنی، ایک گریوی	a sauce, a gravy	grupo	alternativoj	prononco
level	verto	ایک تاج، سر کے اوپر	a crown, top of the head	grupo	alternativoj	prononco
level	enketi	انکوائری کرنا، سروے کرنا، چھان بین کرنا	to make an inquiry, to survey, to investigate	grupo	alternativoj	prononco
level	ateisto	ایک ملحد	an atheist	grupo	alternativoj	prononco
level	insigno	ایک بیج	a badge	grupo	alternativoj	prononco
level	trudi	مسلط کرنا، زبردستی کرنا	to impose, to force	grupo	alternativoj	prononco
level	skemo	ایک سکیم	a scheme	grupo	alternativoj	prononco
level	kalva	گنجا، ننگا، بے باک، بے آواز	bald, bare, bold-headed, hearless	grupo	alternativoj	prononco
level	germano	ایک جرمن	a German	grupo	alternativoj	prononco
level	orto	ایک صحیح زاویہ	a right angle	grupo	alternativoj	prononco
level	avizo	ایک انتباہ، ایک نوٹس	a warning, a notice	grupo	alternativoj	prononco
level	fronto	سامنے، سامنے	front, frontage	grupo	alternativoj	prononco
level	lernolibro	ایک درسی کتاب	a textbook	grupo	alternativoj	prononco
level	glavo	ایک تلوار	a sword	grupo	alternativoj	prononco
level	konservativa	قدامت پسند	conservative	grupo	alternativoj	prononco
level	Usono	امریکا	USA	grupo	alternativoj	prononco
level	ankro	ایک اینکر	an anchor	grupo	alternativoj	prononco
level	analizo	ایک تجزیہ	an analysis	grupo	alternativoj	prononco
level	flustri	سرگوشی کرنا	to whisper	grupo	alternativoj	prononco
level	asigno	تفویض	assignment	grupo	alternativoj	prononco
level	konservatorio	ایک کنزرویٹری (میوزک اسکول)	a conservatory (music school)	grupo	alternativoj	prononco
level	aŭtoro	ایک مصنف	an author	grupo	alternativoj	prononco
level	poligloto	ایک پولی گلوٹ	a polyglot	grupo	alternativoj	prononco
level	absoluta	مطلق	absolute	grupo	alternativoj	prononco
level	lukti	کشتی کرنا، جدوجہد کرنا	to wrestle, to struggle	grupo	alternativoj	prononco
level	inciti	بھڑکانا، بھڑکانا، بھڑکانا، اکسانا	to incite, to stir, to abet, to provoke	grupo	alternativoj	prononco
level	prezervi	محفوظ کرنے کے لئے	to preserve	grupo	alternativoj	prononco
level	mencii	ذکر کرنا	to mention	grupo	alternativoj	prononco
level	anglo	ایک انگریز	an Englishman	grupo	alternativoj	prononco
level	Bulonjo	بولون (شہر)	Boulogne (city)	grupo	alternativoj	prononco
level	interesa	دلچسپ	interesting	grupo	alternativoj	prononco
level	interese	دلچسپ بات	interestingly	grupo	alternativoj	prononco
level	meĥanismo	ایک میکانزم	a mechanism	grupo	alternativoj	prononco
level	hazardo	ایک حادثہ، ایک موقع	an accident, a chance	grupo	alternativoj	prononco
level	neologismo	neologism	neologism	grupo	alternativoj	prononco
level	Grekio (Greklando)	یونان	Greece	grupo	alternativoj	prononco
level	Araba	عربی	Arabic	grupo	alternativoj	prononco
level	palpi	محسوس کرنا، ٹٹولنا	to feel, to grope	grupo	alternativoj	prononco
level	sinjorino	ایک خاتون، ایک میڈم	a lady, a madam	grupo	alternativoj	prononco
level	neŭtra	غیر جانبدار (=neŭtrala)	neutral (=neŭtrala)	grupo	alternativoj	prononco
level	Afriko	افریقہ	Africa	grupo	alternativoj	prononco
level	korvo	ایک کوا، ایک کوا	a crow, a raven	grupo	alternativoj	prononco
level	Ameriko	امریکہ، امریکہ	America, the Americas	grupo	alternativoj	prononco
level	ezoko	ایک پائیک (جھیل میں)، ایک جیک	a pike (in a lake), a jack	grupo	alternativoj	prononco
level	sago	ایک تیر، ایک sagitta	a arrow, a sagitta	grupo	alternativoj	prononco
level	ĉino	ایک چینی	a Chinese	grupo	alternativoj	prononco
level	sendube	بلا شبہ، بلاشبہ	with no doubt, undoubtedly	grupo	alternativoj	prononco
level	Azio	ایشیا	Asia	grupo	alternativoj	prononco
level	senkonfide	اعتماد کے بغیر، اعتماد کے بغیر	without trusting, without confidence	grupo	alternativoj	prononco
level	ekposedi	قبضہ کرنے کے لیے	to possess	grupo	alternativoj	prononco
level	senfare	کئے بغیر	without doing	grupo	alternativoj	prononco
level	amara	تلخ	bitter	grupo	alternativoj	prononco
level	ministro	ایک وزیر	a minister	grupo	alternativoj	prononco
level	parlamento	پارلیمنٹ، پارلیمنٹ	parliament, a parliament	grupo	alternativoj	prononco
level	Berlino	برلن	Berlin	grupo	alternativoj	prononco
level	unuafoje	پہلی دفعہ کے لیے	for the first time	grupo	alternativoj	prononco
level	asimili	ضم کرنے کے لئے	to assimilate	grupo	alternativoj	prononco
level	preskribi	تجویز کرنا، مقرر کرنا	to prescribe, to stipulate	grupo	alternativoj	prononco
level	belgo	ایک بیلجیم	a Belgian	grupo	alternativoj	prononco
level	koncepto	ایک تصور	a concept	grupo	alternativoj	prononco
level	jubileo	ایک جوبلی	a jubilee	grupo	alternativoj	prononco
level	Brazilo	برازیل	Brazil	grupo	alternativoj	prononco
level	sociala	سماجی	social	grupo	alternativoj	prononco
level	perlo	ایک موتی	a pearl	grupo	alternativoj	prononco
level	kvarfoje	چار گنا	four times	grupo	alternativoj	prononco
level	aresti	گرفتار کرنا	to arrest	grupo	alternativoj	prononco
level	Alpoj	الپس	Alps	grupo	alternativoj	prononco
level	eliri	چھوڑنا، باہر جانا، باہر نکلنا	to leave, to go out, to exit	grupo	alternativoj	prononco
level	enveni	اندر آنا، داخل ہونا	to come in, to enter	grupo	alternativoj	prononco
level	hodiaŭa	آج کا، موجودہ دن، موجودہ	of today, present-day, present	grupo	alternativoj	prononco
level	balo	ایک گیند، ایک رقص	a ball, a dance	grupo	alternativoj	prononco
level	plasto	ایک پلاسٹک	a plastic	grupo	alternativoj	prononco
level	fakultato	فیکلٹی، ایک فیکلٹی	faculty, a faculty	grupo	alternativoj	prononco
level	forĵeti	پھینک دینا، ضائع کرنا	to throw away, to discard	grupo	alternativoj	prononco
level	japano	ایک جاپانی شخص	a Japanese person	grupo	alternativoj	prononco
level	forlasi	چھوڑنا، ترک کرنا، نظر انداز کرنا، چھوڑنا	to leave, to abandon, to neglect, to quit	grupo	alternativoj	prononco
level	civito	شہریت، سیاست، شہری ریاست	citizenry, polity, city state	grupo	alternativoj	prononco
level	foresto	عدم موجودگی	absence	grupo	alternativoj	prononco
level	sekura	محفوظ، محفوظ	secure, safe	grupo	alternativoj	prononco
level	Anglio	انگلینڈ	England	grupo	alternativoj	prononco
level	Britio	متحدہ سلطنت یونائیٹڈ کنگڈم	United Kingdom	grupo	alternativoj	prononco
level	brita	برطانوی	British	grupo	alternativoj	prononco
level	Aŭstrio	آسٹریا	Austria	grupo	alternativoj	prononco
level	mallonga	مختصر، مختصر	short, brief	grupo	alternativoj	prononco
level	delegacio	وفد، ایک وفد	delegation, a delegation	grupo	alternativoj	prononco
level	biblio	بائبل	Bible	grupo	alternativoj	prononco
level	magio	ایک جادو	a magic	grupo	alternativoj	prononco
level	provinco	ایک صوبہ	a province	grupo	alternativoj	prononco
level	sonori	بجنا، بجنا	to ring, to clang	grupo	alternativoj	prononco
level	milito	ایک جنگ	a war	grupo	alternativoj	prononco
level	lado	شیٹ میٹل، ٹن، ٹن پلیٹ	sheet metal, tin, tin plate	grupo	alternativoj	prononco
level	kelnerino	ایک ویٹریس، ایک بارمڈ	a waitress, a barmid	grupo	alternativoj	prononco
level	aludi	اشارہ کرنا، اشارہ کرنا	to allude, to hint	grupo	alternativoj	prononco
