A.cs content.tsv
Level	Esperanto	cs	en-us	Grupo	Alternativoj	Pronoco
level	rigardis lin kaj diris	podíval se na něj a řekl	looked at him and said	grupo	alternativoj	prononco
level	saĝa kaj malsaĝa	moudrý a hloupý	wise and foolish	grupo	alternativoj	prononco
level	kia malsaĝa knabo!	jaký hloupý chlapec!	what a foolish boy!	grupo	alternativoj	prononco
level	estis antaŭ lernejo	byl před školou	was in front of a school	grupo	alternativoj	prononco
level	baldaŭ	již brzy	soon	grupo	alternativoj	prononco
level	li estis antaŭ ~	byl před ~	he was in front of ~	grupo	alternativoj	prononco
level	iri kaj eniri	jít a vstoupit	to go and to enter	grupo	alternativoj	prononco
level	li volis eniri	chtěl vstoupit	he wanted to enter	grupo	alternativoj	prononco
level	eniri la lernejon	vstoupit do školy	to enter into the school	grupo	alternativoj	prononco
level	sed tamen	ale nicméně	but however	grupo	alternativoj	prononco
level	sed li ne povis	ale nemohl	but he couldn't	grupo	alternativoj	prononco
level	fermi kaj fermita	zavřít a zavřít	to close and closed	grupo	alternativoj	prononco
level	ĝi estis fermita	bylo zavřeno	it was closed	grupo	alternativoj	prononco
level	nek ~ nek ~	ani ~ ani ~	neither ~ nor ~	grupo	alternativoj	prononco
level	nek instruisto nek gelernantoj	ani učitel, ani studenti	neither a teacher nor male-and-female students	grupo	alternativoj	prononco
level	vidis nek instruiston nek gelernantojn	neviděl ani učitele, ani studenty	saw neither a teacher nor students	grupo	alternativoj	prononco
level	sidi, eksidi	sedět, sedět	to sit, to get sitted	grupo	alternativoj	prononco
level	eksidis	posadil se (seděl)	got seated (had seated)	grupo	alternativoj	prononco
level	li eksidis	posadil se	he got seated	grupo	alternativoj	prononco
level	kaj pensis	a myslel	and thought	grupo	alternativoj	prononco
level	kio okazis?	co se stalo?	what did happen?	grupo	alternativoj	prononco
level	diable	k příšernému (jako ďábel)	to the awful (like a devil)	grupo	alternativoj	prononco
level	damne	přehradit to	dam it	grupo	alternativoj	prononco
level	memoras	vzpomíná	remembers	grupo	alternativoj	prononco
level	nun mi memoras	teď si vzpomínám	now I remember	grupo	alternativoj	prononco
level	dimanĉo	Neděle	Sunday	grupo	alternativoj	prononco
level	hodiaŭ estas ~	dnes je ~	today is ~	grupo	alternativoj	prononco
level	hodiaŭ estas dimanĉo	dnes je neděle	today is Sunday	grupo	alternativoj	prononco
level	dormi kaj ekdormi	spát a usnout	to sleep and to get into sleep	grupo	alternativoj	prononco
level	suno kaj luno	slunce a měsíc	a sun and a moon	grupo	alternativoj	prononco
level	subita kaj subite	náhle a náhle	sudden and suddenly	grupo	alternativoj	prononco
level	ek!	vypnuto! (začít)	off! (to start)	grupo	alternativoj	prononco
level	salti kaj eksaltis	skákat a skákat	to jump and jumped 	grupo	alternativoj	prononco
level	ĉiam frua	vždy brzy	always early	grupo	alternativoj	prononco
level	hodiaŭ metis kaj kuris	dnes dal a běžel	today put and ran	grupo	alternativoj	prononco
level	aĵo, ne aĝo	věc není věk	a thing not age	grupo	alternativoj	prononco
level	kuris laŭ homoj saĝaj	běžel s moudrými lidmi	ran along wise people	grupo	alternativoj	prononco
level	laŭeble baldaŭ	co nejdříve	soon as possible	grupo	alternativoj	prononco
level	kia knabo, kia knabino	jaký kluk, taková holka	what a boy, what a girl	grupo	alternativoj	prononco
level	nek pensita nek memorita	ani nemyslel, ani se nepamatoval	neither thought nor memorized	grupo	alternativoj	prononco
level	diablo atendis akvon dimanĉe	v neděli čekal na vodu čert	a devil waited for water on Sunday	grupo	alternativoj	prononco
level	tiom malgranda momento	takový malý okamžik	such a small moment	grupo	alternativoj	prononco
level	eĉ tiom malgranda momento valoras	i taková malá chvilka stojí za to	even such a small moment is worthwhile	grupo	alternativoj	prononco
level	kriis for ĝis nokto	křičel až do noci	cried away until night	grupo	alternativoj	prononco
level	lasis la poŝton de la mano	odložte poštovní poštu z ruky	put away the mailpost from the hand	grupo	alternativoj	prononco
level	ridis mem lasante la poŝton	zasmál se sám od sebe a odložil poštovní poštu	laughed by oneself, putting away the mailpost	grupo	alternativoj	prononco
level	nek li nek ŝi ridis	ani on, ani ona se nesmáli	neither he nor she laughed	grupo	alternativoj	prononco
level	ŝi nek ridis nek respondis	ani se nezasmála, ani neodpověděla	she neither laughed nor answered	grupo	alternativoj	prononco
level	li nek sidas nek rigardas	ani nesedí, ani se nedívá	he neither sits nor watches	grupo	alternativoj	prononco
level	neniam mi vidis	nikdy jsem neviděl	I have never seen	grupo	alternativoj	prononco
level	mi neniam diros al iu	Nikdy to nikomu neřeknu	I will never tell anyone	grupo	alternativoj	prononco
level	diru al neniu	nikomu neříkej	tell no one	grupo	alternativoj	prononco
level	mi neniam diros	nikdy neřeknu	I will never say	grupo	alternativoj	prononco
level	mem	k sobě (sám sobě)	to oneself (by oneself)	grupo	alternativoj	prononco
level	mi mem faris	udělal jsem to sám	I did it myself	grupo	alternativoj	prononco
level	faris tion	udělal to (udělal to)	did it (made it)	grupo	alternativoj	prononco
level	mem faris tion	udělal to sám (udělal to sám)	did it oneself (made it oneself)	grupo	alternativoj	prononco
level	ĝis la revido, ĝis revido	uvidíme se (znovu), uvidíme se (znovu)	see you (again), see you (again)	grupo	alternativoj	prononco
level	ĝis!	až do! (Ahoj!)	until! (goodbye!)	grupo	alternativoj	prononco
level	ekparoli	začít mluvit	to start talking	grupo	alternativoj	prononco
level	ekparolis, komencis paroli finfine	začal říkat, začal konečně mluvit	started saying, began to speak at last	grupo	alternativoj	prononco
level	trinkis rapidege	pili velmi rychle	drank very fast	grupo	alternativoj	prononco
level	trinkis matenan trinkaĵon	měl ranní drink	had a morning drink	grupo	alternativoj	prononco
level	por frue veni	přijít brzy	to come early	grupo	alternativoj	prononco
level	veni al la lernejo	přijít do školy	to come to school	grupo	alternativoj	prononco
level	frue veni al ~	přijít brzy do ~	to come early to ~	grupo	alternativoj	prononco
level	ne aŭdis novaĵon	neslyšel zprávy	didn't hear news	grupo	alternativoj	prononco
level	ankoraŭ ne aŭdis	ještě neslyšel	didn't hear yet	grupo	alternativoj	prononco
level	mi ankoraŭ ne aŭdis	Ještě jsem neslyšel	I didn't hear yet	grupo	alternativoj	prononco
level	en tiu momento	v tom momentě	in that moment	grupo	alternativoj	prononco
level	en tiu momento li ekkriis	v tu chvíli plakal	in that moment he cried	grupo	alternativoj	prononco
level	knabo, kiu ne amas	kluk, který nemiluje	a boy, who does not love	grupo	alternativoj	prononco
level	geknaboj	chlapci a dívky	boys and girls	grupo	alternativoj	prononco
level	aliaj geknaboj	ostatní chlapci a dívky	other boys and girls	grupo	alternativoj	prononco
level	ne amas aliajn geknabojn	nemiluje ostatní chlapce a dívky	does not love other boys and girls	grupo	alternativoj	prononco
level	nek amikojn, nek amikinojn	ani kamarádky, ani kamarádky	neither friends nor girl friends	grupo	alternativoj	prononco
level	havas nek monon, nek tempon	nemá čas ani peníze	does not have neither money nor time	grupo	alternativoj	prononco
level	kiu havis la libron?	kdo měl knihu?	who had the book?	grupo	alternativoj	prononco
level	la libron, kiun vi atendis	kniha, na kterou jste čekali	the book which you waited	grupo	alternativoj	prononco
level	tiun, kiun vi atendis pli ol du jarojn	to, na co jste čekali více než 2 roky	that, which you waited for more than 2 years	grupo	alternativoj	prononco
level	ĉu vi volas tion?	chceš to?	do you want that?	grupo	alternativoj	prononco
level	ĉu vi volas, ke ~ ?	chceš to ~?	do you want that ~ ?	grupo	alternativoj	prononco
level	plej kara	nejdražší	dearest	grupo	alternativoj	prononco
level	plej kara foto	nejdražší fotka	dearest photo	grupo	alternativoj	prononco
level	mian plej karan foton	moje nejmilejší fotka	my dearest photo	grupo	alternativoj	prononco
level	kie vi aĉetis ~ ?	kde jsi koupil ~?	where did you buy ~ ?	grupo	alternativoj	prononco
level	tiu vestaĵo	to oblečení	that clothing	grupo	alternativoj	prononco
level	tiun vestaĵon	to oblečení (cíl)	that clothing (objective)	grupo	alternativoj	prononco
level	aĉetis tiun vestaĵon	koupil ten outfit	bought that outfit	grupo	alternativoj	prononco
level	vi iros tien	půjdeš tam	you will go there	grupo	alternativoj	prononco
level	kien vi iros?	kam jdeš?	where are you going to?	grupo	alternativoj	prononco
level	suna tago	slunečný den	sunny day	grupo	alternativoj	prononco
level	estos suna tago	bude slunečný den	it will be a sunny day	grupo	alternativoj	prononco
level	se estos suna tago	bude-li slunečný den	if it will be a sunny day	grupo	alternativoj	prononco
level	via frato jam ekiris	tvůj bratr už začal	your brother has already started	grupo	alternativoj	prononco
level	ĉu via frato jam ekiris?	tvůj bratr už začal?	has your brother started yet?	grupo	alternativoj	prononco
level	kie estas la akvo?	kde je voda	where is the water	grupo	alternativoj	prononco
level	kunporti la akvon	přinést vodu	to bring the water	grupo	alternativoj	prononco
level	vi mem kunportis	sám jsi přinesl	you yourself brought	grupo	alternativoj	prononco
level	la akvon, kion vi mem kunportis	vodu, kterou jsi sám přinesl	the water, that you yourself brought	grupo	alternativoj	prononco
level	estis tre trankvila	byl velmi tichý	was very quiet	grupo	alternativoj	prononco
level	hodiaŭ mia patrino estis ~	dnes byla moje matka ~	today my mother was ~	grupo	alternativoj	prononco
level	mi venis el ~	Přišel jsem z ~	I came from ~	grupo	alternativoj	prononco
level	el la lernejo	ze školy	out of the school	grupo	alternativoj	prononco
level	raportis al ~	hlášeno ~	reported to ~	grupo	alternativoj	prononco
level	kaj raportis al ŝi	a hlásil jí	and reported to her	grupo	alternativoj	prononco
level	raportis, ke ~	oznámil, že ~	reported that ~	grupo	alternativoj	prononco
level	raportis, ke mi ricevos	oznámil, že obdržím	reported that I will receive	grupo	alternativoj	prononco
level	mi ricevos malbonan noton	Dostanu špatnou známku	I will get a bad grade	grupo	alternativoj	prononco
level	ŝi diris, ke ~	řekla, že ~	she said that ~	grupo	alternativoj	prononco
level	vi devas laborigi ~	musíte ~ pracovat	you have to make ~ work	grupo	alternativoj	prononco
level	pli multe	více	more	grupo	alternativoj	prononco
level	pli multe laborigi	aby bylo více práce	to make work more	grupo	alternativoj	prononco
level	laborigi vian kapon	aby ti zafungovala hlava	to make your head work	grupo	alternativoj	prononco
level	kiom da malbonaj notoj	kolik špatných známek	how many bad grades	grupo	alternativoj	prononco
level	vi havas tiom da malbonaj notoj	máš tolik špatných známek	you have so many bad grades	grupo	alternativoj	prononco
level	estis malĝoja	byl smutný	was sad	grupo	alternativoj	prononco
level	en vian ĉambron	do tvého pokoje	into your room	grupo	alternativoj	prononco
level	iru en vian ĉambron	jdi do svého pokoje	go into your room	grupo	alternativoj	prononco
level	iru kaj lernu	jít a učit se	go and learn	grupo	alternativoj	prononco
level	mi sidis	seděl jsem	I sat	grupo	alternativoj	prononco
level	en mia ĉambro	v mém pokoji	in my room	grupo	alternativoj	prononco
level	sidis en mia ĉambro	seděl v mém pokoji	sat in my room	grupo	alternativoj	prononco
level	nek lerni nek legi	ani se učit, ani číst	neither learn nor read	grupo	alternativoj	prononco
level	sed mi povis nek lerni nek legi	ale nemohl jsem se ani učit, ani číst	but I could neither learn nor read	grupo	alternativoj	prononco
level	miaj pensoj	mé myšlenky	my thoughts	grupo	alternativoj	prononco
level	ĉe ludo	při hře	at a game	grupo	alternativoj	prononco
level	ludo kun miaj amikoj	hra s mými přáteli	game with my friends	grupo	alternativoj	prononco
level	ĉe sporto	při sportu	at sport	grupo	alternativoj	prononco
level	al mi mem	sobě	to myself	grupo	alternativoj	prononco
level	diris al mi mem	řekl jsem si	said to myself	grupo	alternativoj	prononco
level	tiom malsaĝa	tak hloupý	so stupid	grupo	alternativoj	prononco
level	ĉu mi estas tiom malsaĝa?	jsem tak blbá?	am I that stupid?	grupo	alternativoj	prononco
level	kvankam mi lernis multe	i když jsem se hodně naučil	although I learned a lot	grupo	alternativoj	prononco
level	la patrino eniris	vstoupila matka	the mother entered	grupo	alternativoj	prononco
level	miaj vortoj	moje slova	my words	grupo	alternativoj	prononco
level	kaj aŭdis miajn vortojn	a slyšel má slova	and heard my words	grupo	alternativoj	prononco
level	ŝi tuj respondis	odpověděla okamžitě	she answered immediately	grupo	alternativoj	prononco
level	ne, mia kara	Ne, můj drahý	no, my dear	grupo	alternativoj	prononco
level	vi ne estas malsaĝa	nejsi hloupý	you are not stupid	grupo	alternativoj	prononco
level	la problemo estas, ke ~	problém je v tom, že ~	the problem is that ~	grupo	alternativoj	prononco
level	ke vi devas lerni	že se musíte naučit	that you must learn	grupo	alternativoj	prononco
level	devas lerni multe pli	se musí naučit mnohem víc	must learn much more	grupo	alternativoj	prononco
level	tiam vi ne havos	pak nebudete mít	then you will not have	grupo	alternativoj	prononco
level	malbonaj notoj	špatné známky	bad grades	grupo	alternativoj	prononco
level	havos nur malbonajn notojn	bude mít jen špatné známky	will have only bad grades	grupo	alternativoj	prononco
level	ankaŭ nun	také nyní	also now	grupo	alternativoj	prononco
level	mi ne havas ilin	já je nemám	I don't have them	grupo	alternativoj	prononco
level	mi havas bonan noton	Mám dobrou známku	I have a good grade	grupo	alternativoj	prononco
level	pri muziko	o hudbě	about music	grupo	alternativoj	prononco
level	bonan noton pri muziko	dobrá poznámka k hudbě	a good note on music	grupo	alternativoj	prononco
level	la patrino subite ekridis	matka náhle vyprskla smíchy	the mother suddenly burst out laughing	grupo	alternativoj	prononco
level	tio plibeligis ~	že zkrášloval ~	that beautified ~	grupo	alternativoj	prononco
level	mian tagon	můj den	my day	grupo	alternativoj	prononco
level	plibeligis mian tagon	zpříjemnil mi den	made my day	grupo	alternativoj	prononco
level	sed tamen restis	ale stále zůstal	but still remained	grupo	alternativoj	prononco
level	sed la problemo tamen restis	ale problém stále přetrvával	but the problem still remained	grupo	alternativoj	prononco
level	kilogramo da ~	kilogram ~	a kilogram of ~	grupo	alternativoj	prononco
level	kilogramo da sukero	kilogram cukru	a kilogram of sugar	grupo	alternativoj	prononco
level	glaso da ~	sklenici ~	a glass of ~	grupo	alternativoj	prononco
level	glaso da akvo	sklenice vody	a glass of water	grupo	alternativoj	prononco
level	multe da ~	hodně ~	a lot of ~	grupo	alternativoj	prononco
level	multe da ideoj	spousta nápadů	lots of ideas	grupo	alternativoj	prononco
level	deteni sin	držet se zpátky	to hold back	grupo	alternativoj	prononco
level	ordigis ĉion	vše vyřešil	sorted everything out	grupo	alternativoj	prononco
level	transdonis al li	mu předal	handed over to him	grupo	alternativoj	prononco
level	mi petas	Ptám se	I'm asking	grupo	alternativoj	prononco
level	glason da kafo	sklenici kávy	a glass of coffee	grupo	alternativoj	prononco
level	kaj iom da akvo	a trochu vody	and some water	grupo	alternativoj	prononco
level	mi petas glason da kafo	Chtěl bych sklenku kávy	I would like a glass of coffee	grupo	alternativoj	prononco
level	mi petas tason da teo	Chtěl bych šálek čaje	I would like a cup of tea	grupo	alternativoj	prononco
level	doloris lin	ubliž mu	hurt him	grupo	alternativoj	prononco
level	la kapo doloris lin	bolela ho hlava	his head hurt	grupo	alternativoj	prononco
level	li malsaniĝis	onemocněl	he fell ill	grupo	alternativoj	prononco
level	ŝatas esti bela	ráda je krásná	likes to be beautiful	grupo	alternativoj	prononco
level	ŝi beligis sian vizaĝon	zkrášlila svou tvář	she beautified her face	grupo	alternativoj	prononco
level	la knabo ŝatas esti bela	chlapec je rád hezký	the boy likes to be pretty	grupo	alternativoj	prononco
level	pro tio ŝi beligis ĝin	proto ji zkrášlila	therefore she beautified it	grupo	alternativoj	prononco
level	post la tagmanĝo	po obědě	after lunch	grupo	alternativoj	prononco
level	purigi la kuirejon	na úklid kuchyně	to clean the kitchen	grupo	alternativoj	prononco
level	kiu purigos la kuirejon?	kdo bude uklízet kuchyň?	who will clean the kitchen?	grupo	alternativoj	prononco
level	volas trinki	chce pít	wants to drink	grupo	alternativoj	prononco
level	kion vi volas trinki?	co chcete pít	what do you want to drink	grupo	alternativoj	prononco
level	trinki teon	pít čaj	to drink tea	grupo	alternativoj	prononco
level	iom da akvo	trochu vody	a little of water	grupo	alternativoj	prononco
level	ĉu vi volas nenion?	nechceš nic?	do you want nothing?	grupo	alternativoj	prononco
level	tiel subite	tak najednou	so suddenly	grupo	alternativoj	prononco
level	kial vi decidis ~ ?	proč ses rozhodl ~?	why did you decide ~ ?	grupo	alternativoj	prononco
level	kial vi tiel subite decidis ~ ?	proč ses rozhodl ~ tak náhle?	why did you decide ~ so suddenly?	grupo	alternativoj	prononco
level	via ĉambro	tvůj pokoj	your room	grupo	alternativoj	prononco
level	via ĉambreto	tvůj pokojíček	your little room	grupo	alternativoj	prononco
level	vian ĉambreton	do tvého pokojíčku	to your little room	grupo	alternativoj	prononco
level	renovigi vian ĉambreton	zrekonstruovat svůj pokojíček	to renovate your little room	grupo	alternativoj	prononco
level	decidis renovigi vian ĉambreton	rozhodl se zrekonstruovat svůj pokojíček	decided to renovate your little room	grupo	alternativoj	prononco
level	al kiu	komu	to whom	grupo	alternativoj	prononco
level	vi donis ~	dal jsi ~	you gave ~	grupo	alternativoj	prononco
level	al kiu vi donis ~ ?	komu jsi dal ~?	to whom did you give ~ ?	grupo	alternativoj	prononco
level	puraj glasoj	čisté brýle	clean glasses	grupo	alternativoj	prononco
level	vi donis la purajn glasojn	dal jsi čisté brýle	you gave the clean glasses	grupo	alternativoj	prononco
level	la puraj glasoj por la vino	čisté sklenice na víno	the clean glasses for the wine	grupo	alternativoj	prononco
level	kontraŭ kiu	proti komu	against whom	grupo	alternativoj	prononco
level	via sportklubo	váš sportovní klub	your sports club	grupo	alternativoj	prononco
level	ludas kontraŭ ~	hraje proti ~	plays against ~	grupo	alternativoj	prononco
level	antaŭ du semajnoj	před dvěma týdny	two weeks ago	grupo	alternativoj	prononco
level	kontraŭ kiu via sportklubo ludis?	proti komu hrál váš sportovní klub?	who did your sports club play against?	grupo	alternativoj	prononco
level	ĉu vi vidas ~ ?	vidíš ~?	do you see ~ ?	grupo	alternativoj	prononco
level	ĉu vi ofte vidas ~ ?	vídáte často ~?	do you often see ~ ?	grupo	alternativoj	prononco
level	ofte vidas la policiston	často vidět policistu	often see the policeman	grupo	alternativoj	prononco
level	tiu, kiu loĝas en ~	ten, kdo žije v ~	the one who lives in ~	grupo	alternativoj	prononco
level	loĝas en la loĝejo	bydlí v místě ubytování	lives in the lodging place	grupo	alternativoj	prononco
level	la loĝejo super vi	obydlí nad vámi	the dwelling place above you	grupo	alternativoj	prononco
level	vidas la policiston, kiu loĝas en ~	vidí policistu, který žije v ~	sees the police officer who lives in ~	grupo	alternativoj	prononco
level	plano pri veturado	jízdní plán	driving plan	grupo	alternativoj	prononco
level	volis vojaĝi	chtěl cestovat	wanted to travel	grupo	alternativoj	prononco
level	vojaĝi al alia lando	cestovat do jiné země	to travel to another country	grupo	alternativoj	prononco
level	en libertempo	ve volném čase	in free time	grupo	alternativoj	prononco
level	ili decidis iri	se rozhodli jít	they decided to go	grupo	alternativoj	prononco
level	decidis iri al Italio	rozhodl odjet do Itálie	decided to go to Italy	grupo	alternativoj	prononco
level	malnovaj urboj	stará města	old cities	grupo	alternativoj	prononco
level	lando kun malnovaj urboj	země se starými městy	a country with old cities	grupo	alternativoj	prononco
level	aliaj belaĵoj	jiné krásky	other beauties	grupo	alternativoj	prononco
level	kaj aliaj belaĵoj	a další krásky	and other beauties	grupo	alternativoj	prononco
level	bela lando kun malnovaj urboj kaj aliaj belaĵoj	krásná země se starými městy a dalšími krásami	a beautiful country with old cities and other beauties	grupo	alternativoj	prononco
level	ili estis feliĉaj	byli šťastní	they were happy	grupo	alternativoj	prononco
level	kie estas ~ ?	kde je ~?	where is ~ ?	grupo	alternativoj	prononco
level	kie estas mia vestaĵo?	kde jsou moje šaty	where are my clothes	grupo	alternativoj	prononco
level	ŝi demandis ~	zeptala se ~	she asked ~	grupo	alternativoj	prononco
level	ni ne forgesu kunporti ~	nezapomeňme přinést ~	let's not forget to bring ~	grupo	alternativoj	prononco
level	kunporti la libron	vzít si knihu s sebou	to take the book with you	grupo	alternativoj	prononco
level	libro por lerni Esperanton	kniha pro naučení esperanta	a book to learn Esperanto	grupo	alternativoj	prononco
level	kunporti libron por lerni	nosit knihu k učení	to carry a book to learn	grupo	alternativoj	prononco
level	ni povas komenci ~	můžeme začít ~	we can start ~	grupo	alternativoj	prononco
level	en la vagonaro	ve vlaku	in the train	grupo	alternativoj	prononco
level	jam en la vagonaro	už ve vlaku	already in the train	grupo	alternativoj	prononco
level	ni nenion faros	nic nenaděláme	we won't do anything	grupo	alternativoj	prononco
level	per aŭto	autem	by car	grupo	alternativoj	prononco
level	ni veturos per ~	pojedeme kolem ~	we will drive by ~	grupo	alternativoj	prononco
level	veturos per aŭto	bude řídit auto	will drive a car	grupo	alternativoj	prononco
level	mi havas sekreton	mám tajemství	I have a secret	grupo	alternativoj	prononco
level	mia riĉa onklo	můj bohatý strýc	my rich uncle	grupo	alternativoj	prononco
level	mia deziro	moje přání	my wish	grupo	alternativoj	prononco
level	plenumis mian deziron	splnil mé přání	fulfilled my wish	grupo	alternativoj	prononco
level	donis al ni	dal nám	gave us	grupo	alternativoj	prononco
level	sian aŭton	jeho auto	his car	grupo	alternativoj	prononco
level	kaj donis al ni sian aŭton	a dal nám své auto	and gave us his car	grupo	alternativoj	prononco
level	por uzo	k použití	for use	grupo	alternativoj	prononco
level	ĝi staras antaŭ ~	stojí před ~	it stands before ~	grupo	alternativoj	prononco
level	staras antaŭ la domo	stojí před domem	stands in front of the house	grupo	alternativoj	prononco
level	mi devas diri ~	Musím říct ~	I have to say ~	grupo	alternativoj	prononco
level	nenion diru	nic neříkej	don't say anything	grupo	alternativoj	prononco
level	ni eksidu	posaďme se	let's sit down	grupo	alternativoj	prononco
level	eksidu en la aŭton	dostat do auta	get in the car	grupo	alternativoj	prononco
level	veturi al ~	dojet do ~	to drive to ~	grupo	alternativoj	prononco
level	kaj veturu al Italio	a jet do Itálie	and drive to Italy	grupo	alternativoj	prononco
level	sidis en la aŭto	seděl v autě	sat in the car	grupo	alternativoj	prononco
level	ankaŭ la vestaĵoj	také oblečení	also the clothes	grupo	alternativoj	prononco
level	~ estis en la aŭto	~ byl v autě	~ was in the car	grupo	alternativoj	prononco
level	ankoraŭ sidadis kaj atendis	stále seděl a čekal	still sat and waited	grupo	alternativoj	prononco
level	sed li atendis	ale čekal	but he waited	grupo	alternativoj	prononco
level	kial ni ne ~ ?	proč ne ~ ?	why don't we ~ ?	grupo	alternativoj	prononco
level	kial ni ne ekveturas?	proč nezačneme řídit?	why don't we start driving?	grupo	alternativoj	prononco
level	ankaŭ mi havas ~	Já mám taky ~	I have ~ too	grupo	alternativoj	prononco
level	veturigus la aŭton	by řídil auto	would drive the car	grupo	alternativoj	prononco
level	sed mi ne scias ~	ale nevím ~	but I don't know ~	grupo	alternativoj	prononco
level	mi neniam lernis tion	To jsem se nikdy nenaučil	I never learned that	grupo	alternativoj	prononco
level	mi kredus ~	Věřil bych ~	I would believe ~	grupo	alternativoj	prononco
level	se mi estus sana	kdybych byl zdravý	if I were healthy	grupo	alternativoj	prononco
level	mi estus tre feliĉa	Byl bych velmi rád	I would be very happy	grupo	alternativoj	prononco
level	kvazaŭ vi estus riĉulo	jako bys byl bohatý	as if you were rich	grupo	alternativoj	prononco
level	vi sidas tie kvazaŭ vi estus riĉulo	sedíš tam, jako bys byl bohatý muž	you sit there as if you were a rich man	grupo	alternativoj	prononco
level	kvazaŭa lernejo	údajná škola	alleged school	grupo	alternativoj	prononco
level	kvazaŭ riĉulo	jako bohatý muž	like a rich man	grupo	alternativoj	prononco
level	vi sidas tie kvazaŭ riĉulo	sedíš tam jako bohatý muž	you sit there like a rich man	grupo	alternativoj	prononco
level	tiom da mono	tolik peněz	so much money	grupo	alternativoj	prononco
level	tiom da mono kiom da ideoj	tolik peněz jako nápadů	as much money as ideas	grupo	alternativoj	prononco
level	se mi havus tiom da mono	kdybych měl tolik peněz	if I had that much money	grupo	alternativoj	prononco
level	mi vojaĝadus	cestoval bych	I would travel	grupo	alternativoj	prononco
level	ĉirkaŭ la mondo	okolo světa	around the world	grupo	alternativoj	prononco
level	en ĉiu vortaro	v každém slovníku	in every dictionary	grupo	alternativoj	prononco
level	mankas io	něco chybí	something is missing	grupo	alternativoj	prononco
level	mankas kelkaj vortoj	některá slova chybí	some words are missing	grupo	alternativoj	prononco
level	homo, kiu longe parolis	muž, který dlouze mluvil	a man who spoke at length	grupo	alternativoj	prononco
level	ĉe la manĝotablo	u jídelního stolu	at the dining table	grupo	alternativoj	prononco
level	homo, kiu rakontas, restos malsata	člověk, který vypráví, zůstane hladový	a person who tells will remain hungry	grupo	alternativoj	prononco
level	rakontadas ĉe la manĝo tablo	stále vypráví u jídelního stolu	keeps telling at the dining table	grupo	alternativoj	prononco
level	li devis atenti ~	musel dávat pozor na ~	he had to pay attention to ~	grupo	alternativoj	prononco
level	ne rajtis ~	nebylo dovoleno ~	was not allowed to ~	grupo	alternativoj	prononco
level	rajtis resti	bylo dovoleno zůstat	was allowed to stay	grupo	alternativoj	prononco
level	ne rajtis longe resti	nebylo dovoleno zůstat dlouho	was not allowed to stay long	grupo	alternativoj	prononco
level	resti ekstere en pluvo	zůstat venku v dešti	to stay out in the rain	grupo	alternativoj	prononco
level	tial li malvarmumis	proto se nachladil	that's why he caught a cold	grupo	alternativoj	prononco
level	li havas sian klaran ideon	má svou jasnou představu	he has his own clear idea	grupo	alternativoj	prononco
level	sed li kredos ĉion	ale uvěří všemu	but he will believe everything	grupo	alternativoj	prononco
level	ĉion, kion vi diros	cokoliv řekneš	whatever you say	grupo	alternativoj	prononco
level	kvazaŭ vi estus lia edzino	jako bys byla jeho žena	as if you were his wife	grupo	alternativoj	prononco
level	viaj gepatroj	tví rodiče	your parents	grupo	alternativoj	prononco
level	ĝojigi viajn gepatrojn	aby byli rodiče šťastní	to make your parents happy	grupo	alternativoj	prononco
level	kio povus ĝojigi ~ ?	co by mohlo prosím ~?	what could please ~ ?	grupo	alternativoj	prononco
level	kio povus plej ĝojigi viajn gepatrojn?	co by tvým rodičům udělalo největší radost?	what could make your parents the most happy?	grupo	alternativoj	prononco
level	post la lernado	po učení	after the learning	grupo	alternativoj	prononco
level	almenaŭ post la lernado	alespoň po učení	at least after the learning	grupo	alternativoj	prononco
level	en la urbocentron	do centra města	into the city center	grupo	alternativoj	prononco
level	se vi irus kun mi	kdybys šel se mnou	if you would go with me	grupo	alternativoj	prononco
level	se vi irus kun mi en la urbocentron	kdybys šel se mnou do centra	if you would go downtown with me	grupo	alternativoj	prononco
level	kien vi dezirus vojaĝi?	kam bys chtěl cestovat?	where would you like to travel?	grupo	alternativoj	prononco
level	se vi havus ~	kdybys měl ~	if you had ~	grupo	alternativoj	prononco
level	sufiĉe da mono	dost peněz	enough money	grupo	alternativoj	prononco
level	se vi havus sufiĉe da mono kaj tempo	pokud máte dost peněz a temp	if you had enough money and temp	grupo	alternativoj	prononco
level	ĉu vi planas ~ ?	plánuješ ~?	are you planning to ~ ?	grupo	alternativoj	prononco
level	planas veturi al Parizo	plánuje cestu do Paříže	plans to travel to Paris	grupo	alternativoj	prononco
level	veturi per aŭto	jezdit s axutem	to drive with an axuto	grupo	alternativoj	prononco
level	multe pli bone	mnohem lepší	much better	grupo	alternativoj	prononco
level	ŝajnas multe pli bone	vypadá mnohem lépe	seems much better	grupo	alternativoj	prononco
level	per vagonaro	vlakem	by train	grupo	alternativoj	prononco
level	aŭ ĉu ne ŝajnas esti multe pli bone?	nebo se to nezdá být mnohem lepší?	or doesn't it seem to be much better?	grupo	alternativoj	prononco
level	diversaj homoj	různých lidí	various people	grupo	alternativoj	prononco
level	kial homoj klarigas diversmaniere?	proč lidé vysvětlují různými způsoby?	why do people explain in different ways?	grupo	alternativoj	prononco
level	samaj ideoj	stejné nápady	same ideas	grupo	alternativoj	prononco
