C.da content.tsv
Level	Esperanto	da	en-us	Grupo	Alternativoj	Pronoco
level	ornamaĵo	et ornament	an ornament	grupo	alternativoj	prononco
level	provizora	foreløbig, midlertidig	provisional, temporary	grupo	alternativoj	prononco
level	kalkano	en hæl	a heel	grupo	alternativoj	prononco
level	apoteko	et apotek, et apotek	a pharmacy, a drugstore	grupo	alternativoj	prononco
level	jaguaro	en jaguar	a jaguar	grupo	alternativoj	prononco
level	persimono	en persimon	a persimon	grupo	alternativoj	prononco
level	pesilo	en balance, en skala	a balance, a scale	grupo	alternativoj	prononco
level	improvizi	at improvisere	to improvise	grupo	alternativoj	prononco
level	fosto	en stolpe, en stang, en opretstående støtte	a post, a pole, an upright support	grupo	alternativoj	prononco
level	pico	en pizza	a pizza	grupo	alternativoj	prononco
level	sitelo	en spand, en spand	a bucket, a pail	grupo	alternativoj	prononco
level	parkere	udenad, fra hukommelsen, udenad	by heart, from memory, by rote	grupo	alternativoj	prononco
level	akurata	præcis, punktlig, præcis	accurate, punctual, precise	grupo	alternativoj	prononco
level	rito	rite	rite	grupo	alternativoj	prononco
level	nodo	en knude, en knude	a node, a knot	grupo	alternativoj	prononco
level	polpo (okpieda)	en blæksprutte	an octopus	grupo	alternativoj	prononco
level	degeli	at smelte, at tø op	to melt, to thaw	grupo	alternativoj	prononco
level	pinĉi	at nive	to pinch	grupo	alternativoj	prononco
level	paniko	en panik	a panic	grupo	alternativoj	prononco
level	piro	en pære (frugt)	a pear (fruit)	grupo	alternativoj	prononco
level	trempi	at dyppe, at suge, at nedsænke	to dip, to soak, to immerse	grupo	alternativoj	prononco
level	pelto	en pelsfrakke, pels, skind, pelsstykke	a fur coat, fur, pelt, fur piece	grupo	alternativoj	prononco
level	preskribo (recepto)	en recept, opskrift	a prescription, recipe	grupo	alternativoj	prononco
level	princino	en prinsesse	a princess	grupo	alternativoj	prononco
level	masto	en mast, en stang	a mast, a pole	grupo	alternativoj	prononco
level	kino	en biograf	a cinema	grupo	alternativoj	prononco
level	bombono	en bon-bon, en slik, en sød	a bon-bon, a candy, a sweet	grupo	alternativoj	prononco
level	funto	et pund	a pound	grupo	alternativoj	prononco
level	ananaso	et pinjeæble	a pine apple	grupo	alternativoj	prononco
level	tajloro	en skrædder	a tailor	grupo	alternativoj	prononco
level	veterano	en veteran	a veteran	grupo	alternativoj	prononco
level	revolucio	en revolution	a revolution	grupo	alternativoj	prononco
level	krusto	skorpe, kappe, hård yderbelægning	crust, casing, hard outer covering	grupo	alternativoj	prononco
level	kompaso	et kompas	a compass	grupo	alternativoj	prononco
level	rizkampo	en rismark, en rismark	a rice field, a paddy field	grupo	alternativoj	prononco
level	katedralo	en katedral	a cathedral	grupo	alternativoj	prononco
level	roboto	en robot	a robot	grupo	alternativoj	prononco
level	parfumo	en parfume	a perfume	grupo	alternativoj	prononco
level	margarino	margarine	margarine	grupo	alternativoj	prononco
level	ripo	et ribben (knogle)	a rib (bone)	grupo	alternativoj	prononco
level	rulŝtuparo	en rulletrappe	an escalator	grupo	alternativoj	prononco
level	kostumo	kostume, outfit, kjolestil	costume, outfit, style of dress	grupo	alternativoj	prononco
level	pulmo	en lunge	a lung	grupo	alternativoj	prononco
level	infinitivo	infinitiv	infinitive	grupo	alternativoj	prononco
level	segilo	en sav, save	a saw, saws	grupo	alternativoj	prononco
level	prozo	en prosa	a prose	grupo	alternativoj	prononco
level	mekanismo	enhed, en mekanisme	device, a mechanism	grupo	alternativoj	prononco
level	skanilo	en scanner	a scanner	grupo	alternativoj	prononco
level	benzino	benzin, benzin	gasoline, petrol	grupo	alternativoj	prononco
level	plumbo	bly (metal)	lead (metal)	grupo	alternativoj	prononco
level	leki	at slikke	to lick	grupo	alternativoj	prononco
level	akuzi	at anklage	to accuse	grupo	alternativoj	prononco
level	redakti	at redigere	to edit	grupo	alternativoj	prononco
level	ŝraŭbo	en skrue	a screw	grupo	alternativoj	prononco
level	komo	et komma	a comma	grupo	alternativoj	prononco
level	surdulo	en døv	a deaf	grupo	alternativoj	prononco
level	konduktoro	en dirigent	a conductor	grupo	alternativoj	prononco
level	kreto	et kridt	a chalk	grupo	alternativoj	prononco
level	eklezio	en kirke (organisation)	a church (organization)	grupo	alternativoj	prononco
level	protagonisto	en hovedperson	a protagonist	grupo	alternativoj	prononco
level	Eŭropo	Europa	europe	grupo	alternativoj	prononco
level	tajfuno	en tyfon	a typhoon	grupo	alternativoj	prononco
level	sentimentala	sentimental	sentimental	grupo	alternativoj	prononco
level	korko	en prop, en prop	a cork, a stopper	grupo	alternativoj	prononco
level	stampo	et stempel, et segl, et mærke	a stamp, a seal, a mark	grupo	alternativoj	prononco
level	olivo	en oliven	an olive	grupo	alternativoj	prononco
level	kazino	et kasino	a casino	grupo	alternativoj	prononco
level	terno	et nys	a sneeze	grupo	alternativoj	prononco
level	barikado	en barrikade	a barricade	grupo	alternativoj	prononco
level	tertremo (sismo)	et jordskælv	an earthquake	grupo	alternativoj	prononco
level	telegramo	et telegram	a telegram	grupo	alternativoj	prononco
level	prononci	at udtale	to pronounce	grupo	alternativoj	prononco
level	tornado	en tornado	a tornado	grupo	alternativoj	prononco
level	objektiva	objektiv	objective	grupo	alternativoj	prononco
level	drapo	en ulden klud, en klud	a woolen cloth, a cloth	grupo	alternativoj	prononco
level	ungotondilo	en neglesaks	a nail-scissors	grupo	alternativoj	prononco
level	vakupurigilo	en støvsuger (=polvosuĉilo)	a vacuum cleaner (=polvosuĉilo)	grupo	alternativoj	prononco
level	perei	at omkomme	to perish	grupo	alternativoj	prononco
level	afranki	forudbetale (porto), sætte frimærker på	to prepay (postage), to put on stamps	grupo	alternativoj	prononco
level	luli	at lulle, at vugge, at vugge	to lull, to cradle, to rock	grupo	alternativoj	prononco
level	vakcino	en vaccine	a vaccine	grupo	alternativoj	prononco
level	gorilo	en gorilla	a gorilla	grupo	alternativoj	prononco
level	vojaĝagentejo	et rejsebureau	a travel agency	grupo	alternativoj	prononco
level	patrono	en protektor	a patron	grupo	alternativoj	prononco
level	abstini	at undlade at stemme	to abstain	grupo	alternativoj	prononco
level	bulvardo	en boulevard	a boulevard	grupo	alternativoj	prononco
level	portalo	en portal, en gateway	a portal, a gateway	grupo	alternativoj	prononco
level	ŝarĝoaŭto	en lastbil	a truck	grupo	alternativoj	prononco
level	vito	en vinstok, en vinstok	a grapevine, a vine	grupo	alternativoj	prononco
level	teleskopo	et teleskop	a telescope	grupo	alternativoj	prononco
level	apliki	at ansøge	to apply	grupo	alternativoj	prononco
level	cemento	cement	cement	grupo	alternativoj	prononco
level	pedagogio	pædagogik	pedagogy	grupo	alternativoj	prononco
level	albumo	et album	an album	grupo	alternativoj	prononco
level	aserti	at hævde, at anføre, at bekræfte	to assert, to state, to affirm	grupo	alternativoj	prononco
level	akordi	at indvilge	to accord	grupo	alternativoj	prononco
level	fulgo	en sod, en snavs	a soot, a grime	grupo	alternativoj	prononco
level	adapti	at tilpasse sig, at tilpasse, at rumme, at passe	to adapt, to adjust, to accommodate, to fit	grupo	alternativoj	prononco
level	liveri	at indrette, levere, levere	to furnish, to supply, to deliver	grupo	alternativoj	prononco
level	argumento	et skænderi	an argument	grupo	alternativoj	prononco
level	frizi	at krølle, at kruse	to curl, to frizz	grupo	alternativoj	prononco
level	deficito	et underskud	a deficit	grupo	alternativoj	prononco
level	blato	en kakerlak, en chip	a cockroach, a chip	grupo	alternativoj	prononco
level	recepto	en opskrift, en recept	a recipe, a prescription	grupo	alternativoj	prononco
level	kitelo	en kittel, en kjole, en heldragt, en garbadine	a smock, a frock, an overalls, a garbadine	grupo	alternativoj	prononco
level	ciklono	en cyklon	a cyclone	grupo	alternativoj	prononco
level	reformi	at reformere	to reform	grupo	alternativoj	prononco
level	pulvo	krudt, krudt	powder, gunpowder	grupo	alternativoj	prononco
level	ŝpruci	at sprøjte, at bruse, at sprøjte ud	to spurt, to gush, to spurt out	grupo	alternativoj	prononco
level	kukolo	en gøg	a cuckoo	grupo	alternativoj	prononco
level	ŝanceli	at ryste, at vakle	to shake, to totter	grupo	alternativoj	prononco
level	rekordo	en rekord (sport)	a record (sport)	grupo	alternativoj	prononco
level	florpetalo	et blomsterblad	a flower petal	grupo	alternativoj	prononco
level	kosmo	kosmos, (ydre) rum, univers	cosmos, (outer) space, universe	grupo	alternativoj	prononco
level	ĉeko	en check, en check	a checque, a check	grupo	alternativoj	prononco
level	konsumi	at forbruge, at bruge op	to consume, to use up	grupo	alternativoj	prononco
level	lameno	en lamina, en plade, et lag	a lamina, a plate, a layer	grupo	alternativoj	prononco
level	erotika	erotisk	erotic	grupo	alternativoj	prononco
level	peniko	en børste (kunst)	a brush (art)	grupo	alternativoj	prononco
level	spuro	et spor, et spor, et spor	a track, a trail, a trace	grupo	alternativoj	prononco
level	rigida	stiv, stiv	rigid, stiff	grupo	alternativoj	prononco
level	pleto	en bakke	a tray	grupo	alternativoj	prononco
level	ignori	at ignorere	to ignore	grupo	alternativoj	prononco
level	Volapuko (Volapǖko)	Volapuk	Volapuk	grupo	alternativoj	prononco
level	frazo	en sætning	a sentence	grupo	alternativoj	prononco
level	bruto	et dyr, et husdyr, et udyr	a brute, a farm animal, a beast	grupo	alternativoj	prononco
level	gladi	at stryge (tøj)	to iron (clothes)	grupo	alternativoj	prononco
level	kalsono	et undertøj, underbukser, shorts	an underwear, underpants, shorts	grupo	alternativoj	prononco
level	aktoro	en skuespiller	an actor	grupo	alternativoj	prononco
level	valida	gyldig	valid	grupo	alternativoj	prononco
level	ruso	en russer	a Russian	grupo	alternativoj	prononco
level	glita	glidende, glat	gliding, slippery	grupo	alternativoj	prononco
level	fantazio	en fantasi	a fantasy	grupo	alternativoj	prononco
level	ŝargi	at lade, at lade	to load, to charge	grupo	alternativoj	prononco
level	saŭco	en sauce, en sovs	a sauce, a gravy	grupo	alternativoj	prononco
level	verto	en krone, toppen af hovedet	a crown, top of the head	grupo	alternativoj	prononco
level	enketi	at foretage en forespørgsel, at undersøge, at undersøge	to make an inquiry, to survey, to investigate	grupo	alternativoj	prononco
level	ateisto	en ateist	an atheist	grupo	alternativoj	prononco
level	insigno	et mærke	a badge	grupo	alternativoj	prononco
level	trudi	at påtvinge, at tvinge	to impose, to force	grupo	alternativoj	prononco
level	skemo	en ordning	a scheme	grupo	alternativoj	prononco
level	kalva	skaldet, bar, dristig, høreløs	bald, bare, bold-headed, hearless	grupo	alternativoj	prononco
level	germano	en tysker	a German	grupo	alternativoj	prononco
level	orto	en ret vinkel	a right angle	grupo	alternativoj	prononco
level	avizo	en advarsel, en meddelelse	a warning, a notice	grupo	alternativoj	prononco
level	fronto	front, facade	front, frontage	grupo	alternativoj	prononco
level	lernolibro	en lærebog	a textbook	grupo	alternativoj	prononco
level	glavo	et sværd	a sword	grupo	alternativoj	prononco
level	konservativa	konservative	conservative	grupo	alternativoj	prononco
level	Usono	USA	USA	grupo	alternativoj	prononco
level	ankro	et anker	an anchor	grupo	alternativoj	prononco
level	analizo	en analyse	an analysis	grupo	alternativoj	prononco
level	flustri	at hviske	to whisper	grupo	alternativoj	prononco
level	asigno	opgave	assignment	grupo	alternativoj	prononco
level	konservatorio	et konservatorium (musikskole)	a conservatory (music school)	grupo	alternativoj	prononco
level	aŭtoro	en forfatter	an author	grupo	alternativoj	prononco
level	poligloto	en polyglot	a polyglot	grupo	alternativoj	prononco
level	absoluta	absolut	absolute	grupo	alternativoj	prononco
level	lukti	at kæmpe, at kæmpe	to wrestle, to struggle	grupo	alternativoj	prononco
level	inciti	at opildne, ophidse, tilskynde, provokere	to incite, to stir, to abet, to provoke	grupo	alternativoj	prononco
level	prezervi	at bevare	to preserve	grupo	alternativoj	prononco
level	mencii	at nævne	to mention	grupo	alternativoj	prononco
level	anglo	en englænder	an Englishman	grupo	alternativoj	prononco
level	Bulonjo	Boulogne (by)	Boulogne (city)	grupo	alternativoj	prononco
level	interesa	interessant	interesting	grupo	alternativoj	prononco
level	interese	interessant nok	interestingly	grupo	alternativoj	prononco
level	meĥanismo	en mekanisme	a mechanism	grupo	alternativoj	prononco
level	hazardo	en ulykke, en chance	an accident, a chance	grupo	alternativoj	prononco
level	neologismo	neologisme	neologism	grupo	alternativoj	prononco
level	Grekio (Greklando)	Grækenland	Greece	grupo	alternativoj	prononco
level	Araba	arabisk	Arabic	grupo	alternativoj	prononco
level	palpi	at føle, at famle	to feel, to grope	grupo	alternativoj	prononco
level	sinjorino	en dame, en frue	a lady, a madam	grupo	alternativoj	prononco
level	neŭtra	neutral (=neŭtrala)	neutral (=neŭtrala)	grupo	alternativoj	prononco
level	Afriko	Afrika	Africa	grupo	alternativoj	prononco
level	korvo	en krage, en ravn	a crow, a raven	grupo	alternativoj	prononco
level	Ameriko	Amerika, Amerika	America, the Americas	grupo	alternativoj	prononco
level	ezoko	en gedde (i en sø), en donkraft	a pike (in a lake), a jack	grupo	alternativoj	prononco
level	sago	en pil, en sagitta	a arrow, a sagitta	grupo	alternativoj	prononco
level	ĉino	en kineser	a Chinese	grupo	alternativoj	prononco
level	sendube	uden tvivl, utvivlsomt	with no doubt, undoubtedly	grupo	alternativoj	prononco
level	Azio	Asien	Asia	grupo	alternativoj	prononco
level	senkonfide	uden tillid, uden tillid	without trusting, without confidence	grupo	alternativoj	prononco
level	ekposedi	at have	to possess	grupo	alternativoj	prononco
level	senfare	uden at gøre	without doing	grupo	alternativoj	prononco
level	amara	bitter	bitter	grupo	alternativoj	prononco
level	ministro	en minister	a minister	grupo	alternativoj	prononco
level	parlamento	parlament, et parlament	parliament, a parliament	grupo	alternativoj	prononco
level	Berlino	Berlin	Berlin	grupo	alternativoj	prononco
level	unuafoje	for første gang	for the first time	grupo	alternativoj	prononco
level	asimili	at assimilere	to assimilate	grupo	alternativoj	prononco
level	preskribi	at foreskrive, at betinge	to prescribe, to stipulate	grupo	alternativoj	prononco
level	belgo	en belgier	a Belgian	grupo	alternativoj	prononco
level	koncepto	et koncept	a concept	grupo	alternativoj	prononco
level	jubileo	et jubilæum	a jubilee	grupo	alternativoj	prononco
level	Brazilo	Brasilien	Brazil	grupo	alternativoj	prononco
level	sociala	social	social	grupo	alternativoj	prononco
level	perlo	en perle	a pearl	grupo	alternativoj	prononco
level	kvarfoje	fire gange	four times	grupo	alternativoj	prononco
level	aresti	At arrestere	to arrest	grupo	alternativoj	prononco
level	Alpoj	Alperne	Alps	grupo	alternativoj	prononco
level	eliri	at forlade, at gå ud, at forlade	to leave, to go out, to exit	grupo	alternativoj	prononco
level	enveni	at komme ind, at komme ind	to come in, to enter	grupo	alternativoj	prononco
level	hodiaŭa	af i dag, nutid, nutid	of today, present-day, present	grupo	alternativoj	prononco
level	balo	et bal, en dans	a ball, a dance	grupo	alternativoj	prononco
level	plasto	en plastik	a plastic	grupo	alternativoj	prononco
level	fakultato	fakultet, et fakultet	faculty, a faculty	grupo	alternativoj	prononco
level	forĵeti	at smide væk, at kassere	to throw away, to discard	grupo	alternativoj	prononco
level	japano	en japaner	a Japanese person	grupo	alternativoj	prononco
level	forlasi	at forlade, at opgive, at forsømme, at holde op	to leave, to abandon, to neglect, to quit	grupo	alternativoj	prononco
level	civito	borgerskab, statsborgerskab, bystat	citizenry, polity, city state	grupo	alternativoj	prononco
level	foresto	fravær	absence	grupo	alternativoj	prononco
level	sekura	sikker, sikker	secure, safe	grupo	alternativoj	prononco
level	Anglio	England	England	grupo	alternativoj	prononco
level	Britio	Det Forenede Kongerige	United Kingdom	grupo	alternativoj	prononco
level	brita	britisk	British	grupo	alternativoj	prononco
level	Aŭstrio	Østrig	Austria	grupo	alternativoj	prononco
level	mallonga	kort, kort	short, brief	grupo	alternativoj	prononco
level	delegacio	delegation, en delegation	delegation, a delegation	grupo	alternativoj	prononco
level	biblio	bibel	Bible	grupo	alternativoj	prononco
level	magio	en magi	a magic	grupo	alternativoj	prononco
level	provinco	en provins	a province	grupo	alternativoj	prononco
level	sonori	at ringe, at klirre	to ring, to clang	grupo	alternativoj	prononco
level	milito	en krig	a war	grupo	alternativoj	prononco
level	lado	metalplade, blik, blikplade	sheet metal, tin, tin plate	grupo	alternativoj	prononco
level	kelnerino	en servitrice, en barmid	a waitress, a barmid	grupo	alternativoj	prononco
level	aludi	hentyde, antyde	to allude, to hint	grupo	alternativoj	prononco
level	okazo	en lejlighed, en begivenhed, en sag, en begivenhed	an occasion, a happening, a case, an event	grupo	alternativoj	prononco
level	Italio	Italien	Italy	grupo	alternativoj	prononco
level	he!	øh! Hej!	eh! hey!	grupo	alternativoj	prononco
level	disponi	at have til rådighed	to have at one's disposal	grupo	alternativoj	prononco
level	indonezio	Indonesien	Indonesia	grupo	alternativoj	prononco
level	duŝi	at bade	to shower	grupo	alternativoj	prononco
level	cenzuro	en censur, censur	a censorship, censor	grupo	alternativoj	prononco
level	Hindio	Indien (=Barato)	India (=Barato)	grupo	alternativoj	prononco
level	baloti	at stemme	to vote	grupo	alternativoj	prononco
level	noktomezo	en midnat	a midnight	grupo	alternativoj	prononco
level	travojaĝi	at turnere gennem ~	to tour through ~	grupo	alternativoj	prononco
level	tranokti	at passere en nat igennem, at tilbringe en nat	to pass a night through, to spend a night	grupo	alternativoj	prononco
level	matematiko	matematik	mathematics	grupo	alternativoj	prononco
level	revolucii	at revolutionere	to revolutionize	grupo	alternativoj	prononco
level	tralegi	at læse igennem, at gennemse	to read through, to browse	grupo	alternativoj	prononco
level	kamelio	en kamelia	a camellia	grupo	alternativoj	prononco
level	Germanio	Tyskland	Germany	grupo	alternativoj	prononco
level	traleginte	efter at have læst igennem	after reading through	grupo	alternativoj	prononco
level	ĉinio	Kina	China	grupo	alternativoj	prononco
level	viktimo	et offer	a victim	grupo	alternativoj	prononco
level	ĉina	kinesisk	Chinese	grupo	alternativoj	prononco
level	alkutimiĝi	at vænne sig til, at få en vane	to become accustomed to, to get a habbit	grupo	alternativoj	prononco
level	naskiĝi	at blive født	to be born	grupo	alternativoj	prononco
level	aŭditorio	et auditorium	an auditorium	grupo	alternativoj	prononco
level	gramatiko	grammatik	grammar	grupo	alternativoj	prononco
level	planedo	en planet	a planet	grupo	alternativoj	prononco
level	evento	en begivenhed	an event	grupo	alternativoj	prononco
level	glori	at forherlige, at prise, at prise	to glorify, to laud, to praise	grupo	alternativoj	prononco
level	festo	en fest, en fest, en festival	a feast, a party, a festival	grupo	alternativoj	prononco
level	ĉeĥoslovakio	Tjekkoslovakiet	Czechoslovakia	grupo	alternativoj	prononco
level	fonografo	en cylinderfonograf	a cylinder phonograph	grupo	alternativoj	prononco
level	grumbli	at brokke sig, at knurre	to grumble, to growl	grupo	alternativoj	prononco
level	furioza	rasende, rasende	furious, raging	grupo	alternativoj	prononco
level	naskiĝfesto	en fødselsdagsfest	a birthday party	grupo	alternativoj	prononco
level	temi	at henvise til, er temaet, at beskæftige sig med, at handle om	to refer to, the theme is, to deal with, to be about	grupo	alternativoj	prononco
level	roso	en dug	a dew	grupo	alternativoj	prononco
level	Francio	Frankrig	France	grupo	alternativoj	prononco
level	guti	at droppe, at dryppe	to drop, to drip	grupo	alternativoj	prononco
level	Kolumbo	Columbus	Columbus	grupo	alternativoj	prononco
level	kotleto	kotelet, en kotelet, hakke	cutlet, a cutlet, chop	grupo	alternativoj	prononco
level	avokado	en avocado (frugt)	an avocado (fruit)	grupo	alternativoj	prononco
level	individuo	et individ	an individual	grupo	alternativoj	prononco
level	pagodo	en pagode	a pagoda	grupo	alternativoj	prononco
level	Kolombio	Colombia	Colombia	grupo	alternativoj	prononco
level	cerealo	korn	cereal	grupo	alternativoj	prononco
level	gesinjoroj	Damer og herre	ladies and gentlemen	grupo	alternativoj	prononco
level	fenomeno	et fænomen	a phenomenon	grupo	alternativoj	prononco
level	palpebro	et øjenlåg	an eyelid	grupo	alternativoj	prononco
level	ŝako	skak	chess	grupo	alternativoj	prononco
level	televidkanalo	en tv-kanal	a TV channel	grupo	alternativoj	prononco
level	ruino	en ruin	a ruin	grupo	alternativoj	prononco
level	paliso	en post, en ale, en indsats	a post, a ale, a stake	grupo	alternativoj	prononco
level	elemento	et element	an element	grupo	alternativoj	prononco
level	absurda	absurd	absurd	grupo	alternativoj	prononco
level	kaverno	en hule, en hule	a cavern, a cave	grupo	alternativoj	prononco
level	Portugalio	Portugal	Portugal	grupo	alternativoj	prononco
level	portugalo	en portugisisk	a Portuguese	grupo	alternativoj	prononco
level	teritorio	et territorium	a territory	grupo	alternativoj	prononco
level	Polio	polio	polio	grupo	alternativoj	prononco
level	d-ro	Dr.	Dr.	grupo	alternativoj	prononco
level	stipendio	et stipendium, et stipendium, et stipendium	a stipend, a bursary, a scholarship	grupo	alternativoj	prononco
level	impeti	at være ivrig, at blive tilskyndet, at strejfe	to be impetuous, to be impelled, to dash	grupo	alternativoj	prononco
level	pola	Polere	Polish	grupo	alternativoj	prononco
level	kompliki	at komplicere	to complicate	grupo	alternativoj	prononco
level	franca	fransk	French	grupo	alternativoj	prononco
level	konkurso	en konkurrence, konkurrence	a contest, competition	grupo	alternativoj	prononco
level	grinci	at knirke, at knirke, at gnaske, at rive	to squeak, to creak, to gnash, to grate	grupo	alternativoj	prononco
level	Finnlando	Finland	Finland	grupo	alternativoj	prononco
level	prof-o	Prof.	Prof.	grupo	alternativoj	prononco
level	profeto	en profet	a prophet	grupo	alternativoj	prononco
level	originalo	en original	an original	grupo	alternativoj	prononco
level	tragika	tragisk	tragic	grupo	alternativoj	prononco
level	Koreio	Korea	Korea	grupo	alternativoj	prononco
level	ne ~ sed ~	ikke ~ men ~	not ~ but ~	grupo	alternativoj	prononco
level	koree	på koreansk	in Korean	grupo	alternativoj	prononco
level	korea	koreansk	Korean	grupo	alternativoj	prononco
level	nek ~ nek ~	hverken ~ eller ~	neither ~ nor ~	grupo	alternativoj	prononco
level	ateismo	ateisme	atheism	grupo	alternativoj	prononco
level	ne nur ~ sed ankaŭ ~	ikke kun ~ men også ~	not only ~ but also ~	grupo	alternativoj	prononco
level	koreo	en koreaner	a Korean	grupo	alternativoj	prononco
level	Hungario	Ungarn	Hungary	grupo	alternativoj	prononco
level	piloto	en pilot	a pilot	grupo	alternativoj	prononco
level	aŭ ~ aŭ ~	enten ~ eller ~	either ~ or ~	grupo	alternativoj	prononco
level	Hago	Haag	The Hague	grupo	alternativoj	prononco
level	situo	et sted, et sted	a site, a location	grupo	alternativoj	prononco
level	por ke ~	så at ~	so that ~	grupo	alternativoj	prononco
level	interpreti	at fortolke	to interpret	grupo	alternativoj	prononco
level	kaŭzi	at forårsage, at give anledning til	to cause, to give rise to	grupo	alternativoj	prononco
level	centralizi	at centralisere	to centralize	grupo	alternativoj	prononco
level	mastrumi	at bestyre, at holde (et hus)	to manage, to keep (a house)	grupo	alternativoj	prononco
level	substanco	et stof, et stof	a substance, matter	grupo	alternativoj	prononco
level	pasporta servo	en pastjeneste (Esperanto CouchSerfing)	a passport service (Esperanto CouchSerfing)	grupo	alternativoj	prononco
level	aŭstro	en østriger	an Austrian	grupo	alternativoj	prononco
level	Amazono	Amazon	Amazon	grupo	alternativoj	prononco
level	pioĉo	en hakke, en hakke	a mattock, a pickaxe	grupo	alternativoj	prononco
level	lenso	en linse	a lens	grupo	alternativoj	prononco
level	generacio	en generation	a generation	grupo	alternativoj	prononco
level	falĉi	at klippe, klippe, le	to mow, to cut, to scythe	grupo	alternativoj	prononco
level	efektive	faktisk, faktisk	actually, in fact	grupo	alternativoj	prononco
level	portisto	en portør	a porter	grupo	alternativoj	prononco
level	dogano	skikke	customs	grupo	alternativoj	prononco
level	raketo	et blus, en raket	a flare, a rocket	grupo	alternativoj	prononco
level	eksportisto	en eksportør	an exporter	grupo	alternativoj	prononco
level	garaĝo	en garage (=aŭtejo)	a garage (=aŭtejo)	grupo	alternativoj	prononco
level	indiki	at indikere	to indicate	grupo	alternativoj	prononco
level	Bjalistoko	Bialystok	Bialystok	grupo	alternativoj	prononco
level	importisto	en importør	an importer	grupo	alternativoj	prononco
level	vipo	en pisk	a whip	grupo	alternativoj	prononco
level	kanalo	en kanal, en kanal	a canal, a channel	grupo	alternativoj	prononco
level	raŭka	husky, hæs, hæs	husky, hoarse, raucous	grupo	alternativoj	prononco
level	indekso	et indeks	an index	grupo	alternativoj	prononco
level	feminismo	feminisme	feminism	grupo	alternativoj	prononco
level	atomo	et atom	an atom	grupo	alternativoj	prononco
level	pilo	en bunke (elektrisk), en battericelle	a pile (electric), a battery cell	grupo	alternativoj	prononco
level	abstrakta	abstrakt	abstract	grupo	alternativoj	prononco
level	prelego	et foredrag, en snak	a lecture, a talk	grupo	alternativoj	prononco
level	medicino	medicin	medicine	grupo	alternativoj	prononco
level	hepato	en lever	a liver	grupo	alternativoj	prononco
level	marvirino	en havfrue	a mermaid	grupo	alternativoj	prononco
level	demenculo	en demenspatient	a dementia patient	grupo	alternativoj	prononco
level	finalo	en finale, et slutspil, en finale	a final, a play-off, a finale	grupo	alternativoj	prononco
level	ŝatokupo	en hobby (=hobio)	a hobby (=hobio)	grupo	alternativoj	prononco
level	diplomato	en diplomat	a diplomat	grupo	alternativoj	prononco
level	eskimo	Eskimo	Eskimo	grupo	alternativoj	prononco
level	tinti	at klirre, at klirre	to tinkle, to jingle	grupo	alternativoj	prononco
level	Everesto	Everest	Everest	grupo	alternativoj	prononco
level	abrupte	brat	abruptly	grupo	alternativoj	prononco
level	intima	intim, cose	intimate, cose	grupo	alternativoj	prononco
level	figo	en fig	a fig	grupo	alternativoj	prononco
level	egale	lige, ens	equally, alike	grupo	alternativoj	prononco
level	fosilio	et fossil	a fossil	grupo	alternativoj	prononco
level	moralo	moral	morals	grupo	alternativoj	prononco
level	barbiro	en barber	a barber	grupo	alternativoj	prononco
level	bapti	at døbe	to baptize	grupo	alternativoj	prononco
level	regalo	en belønning	a treat	grupo	alternativoj	prononco
level	hispano	en spansk person	a Spanish person	grupo	alternativoj	prononco
level	trikoto	et strikstof, strik	a knit fabric, knitwear	grupo	alternativoj	prononco
level	antaŭnomo	et fornavn	a first name	grupo	alternativoj	prononco
level	plumnomo	et pennenavn	a pen name	grupo	alternativoj	prononco
level	heredaĵo	en arv, arv	a heritage, inheritance	grupo	alternativoj	prononco
level	ĉifi	at krølle, at rynke, at krølle	to crumple, to wrincle, to crinkle	grupo	alternativoj	prononco
level	indiano	en indianer	an Indian	grupo	alternativoj	prononco
level	tosto	en skål (tale om drikke)	a toast (speech of drink)	grupo	alternativoj	prononco
level	strebi	at stræbe efter	to strive for	grupo	alternativoj	prononco
level	deci	at befet, at være passende, at være passende	to befet, to be fitting, to be appropriate	grupo	alternativoj	prononco
level	burĝono	en knop, en spire	a bud, a burgeon	grupo	alternativoj	prononco
level	klifo	en klippe	a cliff	grupo	alternativoj	prononco
level	klimatizilo	et klimaanlæg	a air conditioner	grupo	alternativoj	prononco
level	konstitucio	forfatning	constitution	grupo	alternativoj	prononco
level	kerno	en kerne, en kerne	a core, a kernel	grupo	alternativoj	prononco
level	feo	en fe, en fay, en ånd	a fairy, a fay, a spirit	grupo	alternativoj	prononco
level	idealismo	idealisme	idealism	grupo	alternativoj	prononco
level	paŝo	et skridt, et tempo	a step, a pace	grupo	alternativoj	prononco
level	varti	at passe, at pleje	to look after, to nurse	grupo	alternativoj	prononco
level	kandidato	en kandidat, en ansøger	a candidate, an applicant	grupo	alternativoj	prononco
level	pasinta	bestået, sidst, forbi	passed, last, past	grupo	alternativoj	prononco
level	rezulto	et resultat	a result	grupo	alternativoj	prononco
level	gondolo	en gondol	a gondola	grupo	alternativoj	prononco
level	bis	en gang til! ekstranummer! en gang til!	again! encore! one more time!	grupo	alternativoj	prononco
level	komercisto	en købmand, en handelsmand	a merchant, a trader	grupo	alternativoj	prononco
level	aloo	en aloe	an aloe	grupo	alternativoj	prononco
