C.cs content.tsv
Level	Esperanto	cs	en-us	Grupo	Alternativoj	Pronoco
level	oficiro	důstojník (vojenský)	an officer (military)	grupo	alternativoj	prononco
level	ĉasisto	lovec	a hunter	grupo	alternativoj	prononco
level	konferenco	konference	a conference	grupo	alternativoj	prononco
level	surhavi	nosit na sobě	to wear on	grupo	alternativoj	prononco
level	animalo	zvíře	an animal	grupo	alternativoj	prononco
level	teroristo	terorista	a terrorist	grupo	alternativoj	prononco
level	nobla	ušlechtilý	noble	grupo	alternativoj	prononco
level	travivaĵo	prožít, podstoupit, prožít	a live-through, an undergo, an experience	grupo	alternativoj	prononco
level	komunismo	komunismu	communism	grupo	alternativoj	prononco
level	ŝinko	šunka	a ham	grupo	alternativoj	prononco
level	aspiri	toužit, toužit po	to aspire to, to be eager for	grupo	alternativoj	prononco
level	ŝarko	žralok	a shark	grupo	alternativoj	prononco
level	buko	spona	a buckle	grupo	alternativoj	prononco
level	kvartalo	okres, čtvrť, čtvrť	a district, quarter, neighborhood	grupo	alternativoj	prononco
level	ŝildo	štít	a shield	grupo	alternativoj	prononco
level	veturigi	řídit	to drive	grupo	alternativoj	prononco
level	vidvo	vdovec	a widower	grupo	alternativoj	prononco
level	Kanado	Kanada	Canada	grupo	alternativoj	prononco
level	strigo	Sova	an owl	grupo	alternativoj	prononco
level	stilo	styl	a style	grupo	alternativoj	prononco
level	ŝimo	forma	a mold	grupo	alternativoj	prononco
level	aplaŭdi	tleskat, tleskat, chválit	to applaud, to clap, to acclaim	grupo	alternativoj	prononco
level	ŝmiraĵo	mast	an ointment	grupo	alternativoj	prononco
level	vojaĝanto	cestovatel	a traveller	grupo	alternativoj	prononco
level	ĉeesto	účast	a participation	grupo	alternativoj	prononco
level	pruvi	dokázat, ukázat	to prove, to show	grupo	alternativoj	prononco
level	kantisto	zpěvák	a singer	grupo	alternativoj	prononco
level	ĝustatempe	ve správný čas	in correct time	grupo	alternativoj	prononco
level	inaŭguri	inaugurovat	to inaugurate	grupo	alternativoj	prononco
level	kantistino	zpěvačka	a female singer	grupo	alternativoj	prononco
level	fluto	flétnu	a flute	grupo	alternativoj	prononco
level	opozicii	oponovat, být v opozici	to oppose, to be in opposition	grupo	alternativoj	prononco
level	kuiristo	kuchař	a cook	grupo	alternativoj	prononco
level	ŝipkuro	soutěž lodí	a ship competition	grupo	alternativoj	prononco
level	diktatoro	diktátor	a dictator	grupo	alternativoj	prononco
level	funebro	smuteční kapela, smutek (pohřeb)	mourning band, grief (funeral)	grupo	alternativoj	prononco
level	instali	instalovat	to install	grupo	alternativoj	prononco
level	kuiristino	kuchařka	a female cook	grupo	alternativoj	prononco
level	meksiko	Mexiko	Mexico	grupo	alternativoj	prononco
level	eminenta	významný, význačný	eminent, distinguished	grupo	alternativoj	prononco
level	verbo	sloveso	a verb	grupo	alternativoj	prononco
level	surfaco	povrch, povrch	surface, a surface	grupo	alternativoj	prononco
level	bovlo	mísa	a bowl	grupo	alternativoj	prononco
level	trajto	rys, rys, linie (obličeje)	a trait, a feature, line (of face)	grupo	alternativoj	prononco
level	demokratismo	demokracie	democracy	grupo	alternativoj	prononco
level	ŝuti	vysypat, vysypat, vysypat	to dump, to pour, to pour out	grupo	alternativoj	prononco
level	baki	péct	to bake	grupo	alternativoj	prononco
level	poŝtisto	pošťák, poštovní doručovatel	a postman, a mailman	grupo	alternativoj	prononco
level	simpatio	soucit, soucit	sympathy, a sympathy	grupo	alternativoj	prononco
level	melono	meloun	a melon	grupo	alternativoj	prononco
level	abnorma	abnormální	abnormal	grupo	alternativoj	prononco
level	sorĉi	očarovat	to bewitch	grupo	alternativoj	prononco
level	juĝisto	soudce	a judge	grupo	alternativoj	prononco
level	reciproka	vzájemné, vzájemné	reciprocal, mutual	grupo	alternativoj	prononco
level	fabriko	továrna, manufaktura (=manufakturo)	a factory, a manufacture (=manufakturo)	grupo	alternativoj	prononco
level	faldi	složit	to fold	grupo	alternativoj	prononco
level	dentisto	zubař	a dentist	grupo	alternativoj	prononco
level	medikamento	lék, lék, lék	medication, a medicine, a drug	grupo	alternativoj	prononco
level	kaŝtano	kaštan	a chestnut	grupo	alternativoj	prononco
level	testudo	želva, želva	a tortoise, a turtle	grupo	alternativoj	prononco
level	proceso	proces, soudní spor	a process, a lawsuit	grupo	alternativoj	prononco
level	eksperimento	experiment	an experiment	grupo	alternativoj	prononco
level	heliko	šnek	a snail	grupo	alternativoj	prononco
level	dancisto	tanečník	a dancer	grupo	alternativoj	prononco
level	vodko	vodka	vodka	grupo	alternativoj	prononco
level	esenco	esence, esence	essence, an essence	grupo	alternativoj	prononco
level	strukturo	struktura, struktura	structure, a structure	grupo	alternativoj	prononco
level	spongo	houba	a sponge	grupo	alternativoj	prononco
level	imperiestro	císař	an emperor	grupo	alternativoj	prononco
level	domaĝi	starat se o, litovat, bát se	to be concerned for, to regret, to fear for	grupo	alternativoj	prononco
level	be!	být!	be!	grupo	alternativoj	prononco
level	sopiri	toužit, toužit po	to yearn for, to long for	grupo	alternativoj	prononco
level	modesta	skromný, umírněný	modest, moderate	grupo	alternativoj	prononco
level	pozicio	pozici, umístění, místo	a position, a location, a place	grupo	alternativoj	prononco
level	inĝeniero	inženýr	an engineer	grupo	alternativoj	prononco
level	tegolo	střešní taška	a roofing tile	grupo	alternativoj	prononco
level	libio	Libye	Libya	grupo	alternativoj	prononco
level	ganto	rukavice	a glove	grupo	alternativoj	prononco
level	gruo	jeřáb	a crane	grupo	alternativoj	prononco
level	rezisti	odolat	to resist	grupo	alternativoj	prononco
level	alfabeto	abeceda	alphabet	grupo	alternativoj	prononco
level	rampi	plazit se, plížit se	to crawl, to creep	grupo	alternativoj	prononco
level	transporti	k přepravě	to transport	grupo	alternativoj	prononco
level	pupilo	zornice (oční jablko)	pupil (apple of the eye)	grupo	alternativoj	prononco
level	muskolo	sval	a muscle	grupo	alternativoj	prononco
level	beni	požehnat	to bless	grupo	alternativoj	prononco
level	profito	zisk, zisk	a profit, a gain	grupo	alternativoj	prononco
level	Maria	Maria	Maria	grupo	alternativoj	prononco
level	kritiki	kritizovat, kritizovat	to criticize, to critique	grupo	alternativoj	prononco
level	konscienco	svědomí, mravní smysl, vnitřní hlas	conscience, moral sense, inner voice	grupo	alternativoj	prononco
level	ĉefo	vůdce, šéf	a leader, a boss	grupo	alternativoj	prononco
level	Pakistano	Pákistán	Pakistan	grupo	alternativoj	prononco
level	treni	tahat, tahat	to drag, to tow	grupo	alternativoj	prononco
level	Venezuelo	Venezuela	Venezuela	grupo	alternativoj	prononco
level	ortografio	pravopis	orthography	grupo	alternativoj	prononco
level	febro	horečka	a fever	grupo	alternativoj	prononco
level	ĉefurbo	hlavním městem	a capital city	grupo	alternativoj	prononco
level	ravi	Potěšit	to delight	grupo	alternativoj	prononco
level	ĉagreni	otravovat, otravovat, znepokojovat	to vex, to annoy, to worry	grupo	alternativoj	prononco
level	ĉefi	vést	to lead	grupo	alternativoj	prononco
level	ribeli	vzbouřit se, vzbouřit se	to rebel, to revolt	grupo	alternativoj	prononco
level	kancero	rakovina	cancer	grupo	alternativoj	prononco
level	atesti	dosvědčit, dosvědčit, potvrdit	to attest, to testify, to affirm	grupo	alternativoj	prononco
level	inklina	nakloněný, náchylný	inclined, prone	grupo	alternativoj	prononco
level	cirkonstanco	okolnost	a circumstance	grupo	alternativoj	prononco
level	bulgaro	bulharský člověk	a Bulgarian person	grupo	alternativoj	prononco
level	frosta	mrazivý, mrazivý	frosty, freezing	grupo	alternativoj	prononco
level	kakao	kakaový bob, kakao	a cocoa bean, a cacao	grupo	alternativoj	prononco
level	tomato	rajče	a tomato	grupo	alternativoj	prononco
level	firmao	firma, firma (=firma)	a firm, a company (=firmo)	grupo	alternativoj	prononco
level	pigo	straka	a magpie	grupo	alternativoj	prononco
level	grafo	hrabě, hrabě	a count, an earl	grupo	alternativoj	prononco
level	Alĝerio	Alžírsko	Algeria	grupo	alternativoj	prononco
level	instituto	ústav	an institute	grupo	alternativoj	prononco
level	rifuĝi	uchýlit se	to take refuge	grupo	alternativoj	prononco
level	arda	vroucí	ardent	grupo	alternativoj	prononco
level	armeno	arménský	an Armenian	grupo	alternativoj	prononco
level	anĝelo	Anděl	an angel	grupo	alternativoj	prononco
level	konvalo	konvalinka	a lily of the valley	grupo	alternativoj	prononco
level	egoismo	egoismus, egoismus, sobectví	egoism, egotism, selfishness	grupo	alternativoj	prononco
level	kinejo	kino, kino	a cinema, a movie theater	grupo	alternativoj	prononco
level	rezervita	Rezervováno	reserved	grupo	alternativoj	prononco
level	kolono	sloup, sloup, sloup	column, a column, a pillar	grupo	alternativoj	prononco
level	deklari	prohlásit	to declare	grupo	alternativoj	prononco
level	kirurgo	chirurg (=ĥirurgo)	a surgeon (=ĥirurgo)	grupo	alternativoj	prononco
level	indiferenta	lhostejný	indifferent	grupo	alternativoj	prononco
level	trotuaro	chodník, chodník	a sidewalk, a pavement	grupo	alternativoj	prononco
level	prokrasti	odkládat, zdržovat	to procrastinate, to delay	grupo	alternativoj	prononco
level	cikado	cikáda	a cicada	grupo	alternativoj	prononco
level	instrumento	nástroj	an instrument	grupo	alternativoj	prononco
level	cedi	vzdát se, ustoupit, ustoupit	to cede, to yield, to give in	grupo	alternativoj	prononco
level	pretendi	tvrdit, domnívat se	to claim, to presume	grupo	alternativoj	prononco
level	egoisto	egoista	an egoist	grupo	alternativoj	prononco
level	insisti	trvat na tom	to insist	grupo	alternativoj	prononco
level	naiva	naivní	naive	grupo	alternativoj	prononco
level	situi	být umístěn, být umístěn	to be located, to be situated	grupo	alternativoj	prononco
level	penetri	proniknout	to penetrate	grupo	alternativoj	prononco
level	kapitalo	kapitál, kapitál	capital, a capital	grupo	alternativoj	prononco
level	demono	démon	a demon	grupo	alternativoj	prononco
level	licenco	licenci	a license	grupo	alternativoj	prononco
level	diferenci	rozlišovat	to differentiate	grupo	alternativoj	prononco
level	skorpio	štír	a scorpion	grupo	alternativoj	prononco
level	sufoki	dusit, dusit	to suffocate, to choke	grupo	alternativoj	prononco
level	tordi	kroutit se, kroutit se	to twist, to contort	grupo	alternativoj	prononco
level	kontanta	v hotovosti	in cash	grupo	alternativoj	prononco
level	ĵuri	přísahat	to swear	grupo	alternativoj	prononco
level	apetita	chutný	appetitizing	grupo	alternativoj	prononco
level	adjektivo	přídavné jméno	an adjective	grupo	alternativoj	prononco
level	pluralo	množné číslo	a plural	grupo	alternativoj	prononco
level	aktuala	aktuálního významu, aktuálního, naléhavého, relevantního	of current importance, topical, urgent, relevant	grupo	alternativoj	prononco
level	gesti	gestikulovat, gestikulovat	to gesture, to gesticulate	grupo	alternativoj	prononco
level	felo	kožešina, kůže (zvířecí, s chlupy), kůže	fur, hide (of animal, with hair), skin	grupo	alternativoj	prononco
level	mediti	meditovat	to meditate	grupo	alternativoj	prononco
level	kolego	kolega	a colleague	grupo	alternativoj	prononco
level	amplekso	rozsah, rozsah, velikost	extent, scope, magnitude	grupo	alternativoj	prononco
level	kosmetiko	kosmetika	cosmetics	grupo	alternativoj	prononco
level	Karlo	Charles, Carlos	Charles, Carlos	grupo	alternativoj	prononco
level	gluti	polykat	to swallow	grupo	alternativoj	prononco
level	talento	talent	a talent	grupo	alternativoj	prononco
level	ĝemelo	dvojče	a twin	grupo	alternativoj	prononco
level	deca	slušné, správné, vhodné	decent, proper, suitable	grupo	alternativoj	prononco
level	krono	koruna	a crown	grupo	alternativoj	prononco
level	ŝimi	plesnivět, plesnivět	to mould, to get moldy	grupo	alternativoj	prononco
level	ŝoforo	řidič, řidič	a driver, a chauffeur	grupo	alternativoj	prononco
level	mistero	záhada	a mystery	grupo	alternativoj	prononco
level	absolute	Absolutně	absolutely	grupo	alternativoj	prononco
level	laktuko	salát	a lettuce	grupo	alternativoj	prononco
level	destini	předurčit, nařídit, přidělit	to destine, to ordain, to allocate	grupo	alternativoj	prononco
level	instigi	podněcovat, povzbuzovat	to instigate, to encourage	grupo	alternativoj	prononco
level	heroo	Hrdina	a hero	grupo	alternativoj	prononco
level	ĉaro	kočár, vozík	a chariot, a cart	grupo	alternativoj	prononco
level	vegetalo	zelenina, rostlina	a vegetable, a plant	grupo	alternativoj	prononco
level	adopti	adoptovat	to adopt	grupo	alternativoj	prononco
level	centimetro	centimetr	a centimeter	grupo	alternativoj	prononco
level	enuiga	nudný, zatuchlý	boring, stodgy	grupo	alternativoj	prononco
level	flirti	flirtovat, třepotat se	to flirt, to flutter	grupo	alternativoj	prononco
level	mandato	mandát, peněžní poukázka	a mandate, a money order	grupo	alternativoj	prononco
level	envii	závidět	to envy	grupo	alternativoj	prononco
level	ebria	opilý, opilý	drunk, inebriated	grupo	alternativoj	prononco
level	sudano	Súdán	Sudan	grupo	alternativoj	prononco
level	fleksi	ohýbat	to bend	grupo	alternativoj	prononco
level	naŭzi	na zvracení	to nauseate	grupo	alternativoj	prononco
level	likva	kapalina	liquid	grupo	alternativoj	prononco
level	kupro	měď	copper	grupo	alternativoj	prononco
level	hoko	hák	a hook	grupo	alternativoj	prononco
level	pafilo	zbraň	a gun	grupo	alternativoj	prononco
level	filmi	natočit, natočit film	to film, to shoot a film	grupo	alternativoj	prononco
level	bremso	brzda	a brake	grupo	alternativoj	prononco
level	tereno	kampus, terén, půda	a campus, a terrain, a ground	grupo	alternativoj	prononco
level	nigra tabulo	tabule	a black board	grupo	alternativoj	prononco
level	foiro	jarmark, trh	a fair, a market	grupo	alternativoj	prononco
level	ĉimpanzo	šimpanze	a chimpanzee	grupo	alternativoj	prononco
level	aktiva	aktivní	active	grupo	alternativoj	prononco
level	juvelo	klenot, drahokam (=drahokam)	a jewel, a gem (=gemo)	grupo	alternativoj	prononco
level	tendumi (kampadi)	kempovat	to camp	grupo	alternativoj	prononco
level	malliberejo	vězeň	a prison	grupo	alternativoj	prononco
level	studprogramo	studijní program	a study program	grupo	alternativoj	prononco
level	avida	chamtivý	greedy	grupo	alternativoj	prononco
level	flari	cítit	to smell	grupo	alternativoj	prononco
level	garantii	zaručit, zaručit	to guarantee, to warrant	grupo	alternativoj	prononco
level	ĉeno	řetěz	a chain	grupo	alternativoj	prononco
level	sekcio	oddíl	a section	grupo	alternativoj	prononco
level	akuzativo	akuzativ	an accusative	grupo	alternativoj	prononco
level	kandelo	svíčka	a candle	grupo	alternativoj	prononco
level	konfirmi	potvrdit	to confirm	grupo	alternativoj	prononco
level	pando	panda	a panda	grupo	alternativoj	prononco
level	kultivi	pěstovat (ovoce, zelenina)	to cultivate (fruits, vegetables)	grupo	alternativoj	prononco
level	sojlo	parapet, práh	a sill, a threshold	grupo	alternativoj	prononco
level	lacigi	vyčerpat, unavit, unavit	to exhaust, to fatique, to tire	grupo	alternativoj	prononco
level	skribilaro	s nádobím, stacionární	witing utensils, stationary	grupo	alternativoj	prononco
level	ĵaluza	žárlivý	jealous	grupo	alternativoj	prononco
level	kamiono	kamion, kamion, kamion	a camion, a lorry, a truck	grupo	alternativoj	prononco
level	barakti	bojovat	to struggle	grupo	alternativoj	prononco
level	svingi	houpat se, třást se	to swing, to shake	grupo	alternativoj	prononco
level	ŝovi	strkat, tlačit se	to shove, to push along	grupo	alternativoj	prononco
level	tendo	stan	a tent	grupo	alternativoj	prononco
level	preteksto	výmluva, záminka	an excuse, a pretext	grupo	alternativoj	prononco
level	simpatia	soucitný	sympathetic	grupo	alternativoj	prononco
level	mino	důl	a mine	grupo	alternativoj	prononco
level	fantazia	fantastický	fantastic	grupo	alternativoj	prononco
level	komika	komický, komický	comic, comical	grupo	alternativoj	prononco
level	kruta	strmé	steep	grupo	alternativoj	prononco
level	festeni	na hostinu, na hostinu	to banquet, to feast	grupo	alternativoj	prononco
level	alergio	alergie	allergy	grupo	alternativoj	prononco
level	juro	zákon	a law	grupo	alternativoj	prononco
level	ekspozicio	výstava, expozice	an exhibition, an exposition	grupo	alternativoj	prononco
level	akordiono	akordeon	an accordion	grupo	alternativoj	prononco
level	sfero	koule, koule	a sphere, a ball	grupo	alternativoj	prononco
level	almozulo	žebrák	a beggar	grupo	alternativoj	prononco
level	maĉi	žvýkat, žvýkat	to masticate, to chew	grupo	alternativoj	prononco
level	virto	ctnost	a virtue	grupo	alternativoj	prononco
level	turmenti	mučit, mučit	to torment, to torture	grupo	alternativoj	prononco
level	anonctabulo	nástěnku	a notice board	grupo	alternativoj	prononco
level	minus	mínus	minus	grupo	alternativoj	prononco
level	boji	štěkat	to bark	grupo	alternativoj	prononco
level	atestilo, atestaĵo	certifikát, potvrzení	a certificate, an attestation	grupo	alternativoj	prononco
level	fendo	rozkol, štěrbina, trhlina	a split, a slot, a crack	grupo	alternativoj	prononco
level	almozo	almužna, charita	alms, charity	grupo	alternativoj	prononco
level	havigi	obstarat, obstarat, obstarat	to provide with, to get for, to procure	grupo	alternativoj	prononco
level	aŭtografio	autoografie, autobiografie (=aŭtobiografio)	an autography, autobiography (=aŭtobiografio)	grupo	alternativoj	prononco
level	suspekti	podezírat	to suspect	grupo	alternativoj	prononco
level	trezoro	poklad	a treasure	grupo	alternativoj	prononco
level	stango	tyč, tyč, tyč	a rod, a pole, a bar	grupo	alternativoj	prononco
level	balailo	koště, zametač	a broom, a sweeper	grupo	alternativoj	prononco
level	rekompenco	kompenzace, odměna	a compensation, a reward	grupo	alternativoj	prononco
level	kopio	kopie	a copy	grupo	alternativoj	prononco
level	domego	vila, sídlo, velký dům, budova	a villa, a mansion, a big house, a building	grupo	alternativoj	prononco
level	pasko	velikonoční	Easter	grupo	alternativoj	prononco
level	Peruo	Peru	Peru	grupo	alternativoj	prononco
level	menso	mysl	mind	grupo	alternativoj	prononco
level	eleganta	elegantní	elegant	grupo	alternativoj	prononco
level	ekvadoro	Ekvádor	Ecuador	grupo	alternativoj	prononco
level	barbirejo	kadeřnictví, barbor shop	a hairdressing salon, a barbor shop	grupo	alternativoj	prononco
level	bubo	darebák, spratek, uličník	a knave, a brat, an urchin	grupo	alternativoj	prononco
level	gvineo	Guinea	Guinea	grupo	alternativoj	prononco
level	civilizi	civilizovat	to civilize	grupo	alternativoj	prononco
level	insulti	urazit	to insult	grupo	alternativoj	prononco
level	komisiono	komise, komise	a commission, a comittee	grupo	alternativoj	prononco
level	colo	palec	an inch	grupo	alternativoj	prononco
level	admoni	napomínat, nabádat, radit, odsuzovat	to admonish, to exhort, to advice, to censure	grupo	alternativoj	prononco
level	bildkadro	rám obrazu	a picture frame	grupo	alternativoj	prononco
level	serena	klidný, klidný, bez starostí	serene, calm, untroubled	grupo	alternativoj	prononco
level	nervo	nerv	a nerve	grupo	alternativoj	prononco
level	kuglo	kulka	a bullet	grupo	alternativoj	prononco
level	pilgrimi	vydat se na pouť	to go on a pilgrimage	grupo	alternativoj	prononco
level	kaso	pokladnička, peněženka, kasička, pokladnička	a cash box, a purse, a money box, coffer	grupo	alternativoj	prononco
level	penti	činit pokání	to repent	grupo	alternativoj	prononco
level	libano	Libanon	Lebanon	grupo	alternativoj	prononco
level	barelo	sud	a barrel	grupo	alternativoj	prononco
level	botaniko	botanika	botany	grupo	alternativoj	prononco
level	merkato	obchod	a market	grupo	alternativoj	prononco
level	koncerto	koncert	a concert	grupo	alternativoj	prononco
level	projekto	projekt	a project	grupo	alternativoj	prononco
level	komplimento	kompliment	a compliment	grupo	alternativoj	prononco
level	cirklo	kruh, disk	a circle, a disk	grupo	alternativoj	prononco
level	konjekti	domýšlet se, hádat	to make a conjecture, to guess	grupo	alternativoj	prononco
level	ĵudo	džudo	judo	grupo	alternativoj	prononco
level	teksto	text, text, text	text, a text, a lyric	grupo	alternativoj	prononco
level	konkuri	soutěžit, bojovat	to compete, to contend	grupo	alternativoj	prononco
level	rezervo	rezerva	a reserve	grupo	alternativoj	prononco
level	kabineto	skříň	a cabinet	grupo	alternativoj	prononco
level	marĉo	močál, bažina	a marsh, a swamp	grupo	alternativoj	prononco
level	advokato	advokát, právník, advokát	a barrister, a lawyer, an advocate	grupo	alternativoj	prononco
level	ceramiko	keramika, keramika	ceramics, pottery	grupo	alternativoj	prononco
level	histerio	hysterie, vzrušení	hysteria, excitement	grupo	alternativoj	prononco
level	golfo	záliv	a gulf	grupo	alternativoj	prononco
level	periodo	období, období	period, a period	grupo	alternativoj	prononco
level	etiopo	Etiopan	an Ethiopian	grupo	alternativoj	prononco
level	pejzaĝo	krajina, scenérie	landscape, scenary	grupo	alternativoj	prononco
level	psikologo	psycholog	a psychologist	grupo	alternativoj	prononco
level	kverko	dub	an oak	grupo	alternativoj	prononco
level	kaprica	vrtošivý, rozmarný, náladový	capricious, fitful, whimsical	grupo	alternativoj	prononco
level	neto	konečná kopie, věrná kopie	a final copy, a fair copy	grupo	alternativoj	prononco
level	kazo	případ, záležitost, záležitost	a case, affair, matter	grupo	alternativoj	prononco
level	sveni	omdlévat, omdlít	to faint, to swoon	grupo	alternativoj	prononco
level	rosti	upéct	to roast	grupo	alternativoj	prononco
level	bazaro	bazar, trh, jarmark	a bazaar, a market, a fair	grupo	alternativoj	prononco
level	liberio	Libérie	Liberia	grupo	alternativoj	prononco
level	anteno	anténa, anténa, čidlo	an antenna, an aerial, a feeler	grupo	alternativoj	prononco
level	tegi	překrýt, překrýt	to overlay, to coat	grupo	alternativoj	prononco
level	Aŭstralio	Austrálie	Australia	grupo	alternativoj	prononco
level	frakasi	srazit, rozbít, rozbít	to crash, to shatter, to smash	grupo	alternativoj	prononco
level	kliento	klient, zákazník, pacient	a client, a customer, a patient	grupo	alternativoj	prononco
level	ronki	chrápat, chrápat	to grunt, to snore	grupo	alternativoj	prononco
level	judaismo	judaismus	Judaism	grupo	alternativoj	prononco
level	afikso	přípona	an affix	grupo	alternativoj	prononco
level	fanfaroni	chlubit se, chlubit se	to brag, to boast	grupo	alternativoj	prononco
level	kapsiko	červenou paprikou	a red pepper	grupo	alternativoj	prononco
level	probabla	pravděpodobné, pravděpodobné	probable, likely	grupo	alternativoj	prononco
level	segi	pilovat	to saw	grupo	alternativoj	prononco
level	melankolio	melancholie, melancholie, chmurnost	melancholy, melancholia, gloom	grupo	alternativoj	prononco
level	panamo	Panama	Panama	grupo	alternativoj	prononco
level	mekaniko	mechanika (=meĥaniko)	mechanics (=meĥaniko)	grupo	alternativoj	prononco
level	ŝvebi	vznášet se, vznášet se	to hover, to float	grupo	alternativoj	prononco
level	latvo	lotyšský	a Latvian	grupo	alternativoj	prononco
level	kateno	šátek, omezení, řetězovka	a shacle, a restraint, a catenary	grupo	alternativoj	prononco
level	bori	vrtat, vrtat	to bore, to drill	grupo	alternativoj	prononco
level	apartamento	byt, byt	an apartment, a flat	grupo	alternativoj	prononco
level	hajlo	krupobití, krupobití	hail, a hail	grupo	alternativoj	prononco
level	silko	hedvábí	silk	grupo	alternativoj	prononco
level	putri	utrefovat, hnít, chátrat, hnisat	to utrefy, to putrify, to decay, to fester	grupo	alternativoj	prononco
level	melki	dojit	to milk	grupo	alternativoj	prononco
level	signalo	signál, znamení	a signal, a sign	grupo	alternativoj	prononco
level	lifto	výtah, výtah	a lift, an elevator	grupo	alternativoj	prononco
level	intensa	intenzivní, intenzivní	intense, intensive	grupo	alternativoj	prononco
level	ekvilibro	rovnováha, rovnováha	an equilibrium, balance	grupo	alternativoj	prononco
level	tradicio	tradice	a tradition	grupo	alternativoj	prononco
level	enigmo	hádanka, hádanka, hádanka	an enigma, a puzzle, a riddle	grupo	alternativoj	prononco
level	friti	smažit, restovat	to fry, to sauté	grupo	alternativoj	prononco
level	kripla	postižený, zmrzačený, neduživý, zmrzačený	handicapped, crippled, infirm, mutilated	grupo	alternativoj	prononco
level	kanzono	šanson, canzone, baladická píseň	a chanson, a canzone, a ballad song	grupo	alternativoj	prononco
level	veneno	jed, jed	a venom, a poison	grupo	alternativoj	prononco
level	kontrakti	uzavřít smlouvu	to make a contract	grupo	alternativoj	prononco
level	konfitaĵo	konzervovaný džem	a conserved jam	grupo	alternativoj	prononco
level	orfo	Sirotek	an orphan	grupo	alternativoj	prononco
level	avenuo	avenue	an avenue	grupo	alternativoj	prononco
level	betulo	bříza	a birch tree	grupo	alternativoj	prononco
level	konko	mořská lastura, lastura	a sea shell, a conch	grupo	alternativoj	prononco
level	grajno	zrno, granule	a grain, a granule	grupo	alternativoj	prononco
level	principo	princip	a principle	grupo	alternativoj	prononco
level	humida	vlhko, vlhko, vlhko	humid, moist, damp	grupo	alternativoj	prononco
level	hufo	kopyto	a hoof	grupo	alternativoj	prononco
level	Urugvajo	Uruguay	Uruguay	grupo	alternativoj	prononco
level	kemio	chemie (=ĥemio)	chemistry (=ĥemio)	grupo	alternativoj	prononco
level	pumpi	k pumpě	to pump	grupo	alternativoj	prononco
level	krado	příčníky, rošt, gril, rošt, mříž, mříž	crossbars, grating, grill, grate, grille, lattice	grupo	alternativoj	prononco
level	budo	stánek, kiosek, stánek	a booth, a kiosk, a stand	grupo	alternativoj	prononco
level	Bolivio	Bolívie	Bolivia	grupo	alternativoj	prononco
level	ŝtalo	ocel	steel	grupo	alternativoj	prononco
level	masaĝo	masáž	massage	grupo	alternativoj	prononco
level	krutaĵo	strmý, útes, blaf	a steep, a cliff, a bluff	grupo	alternativoj	prononco
level	munti	namontovat (šperky), nastavit, sestavit	to mount (jewelry), to set, to assemble	grupo	alternativoj	prononco
level	sprita	chytrý, bystrý, vtipný, bystrý, bystrý	clever, sprightly, witty, bright, sprightful	grupo	alternativoj	prononco
level	kuirpoto	hrnec na vaření, hrnec na guláš	a cooking pot, a stew pot	grupo	alternativoj	prononco
level	tribunalo	tribunál, soud	a tribunal, a court	grupo	alternativoj	prononco
level	epilogo	epilog	an epilogue	grupo	alternativoj	prononco
level	motoro	motor, motor	a motor, an engine	grupo	alternativoj	prononco
level	lavopelvo (lavovazo)	umyvadlo (umyvadlo)	a washpot (a wash basin)	grupo	alternativoj	prononco
level	farbo	barvivo, barva	dye, paint	grupo	alternativoj	prononco
level	transitiva	tranzitivní	transitive	grupo	alternativoj	prononco
level	leopardo	leopard	a leopard	grupo	alternativoj	prononco
level	vualo	závoj	a veil	grupo	alternativoj	prononco
level	vergo	prut, hůlka, hůl, vypínač	a rod, a wand, a cane, a switch	grupo	alternativoj	prononco
level	luktado	zápas	a wrestling	grupo	alternativoj	prononco
level	ŝelo	skořápka, kůra, slupka, slupka	a shell, bark, husk, peel	grupo	alternativoj	prononco
level	maĉgumo	žvýkačku	a chewing gum	grupo	alternativoj	prononco
level	senso	smysl, pocit	a sense, feeling	grupo	alternativoj	prononco
level	sagaca	bystrý, bystrý, bystrý	sagacious, astute, shrewd	grupo	alternativoj	prononco
level	magiisto	kouzelník	a magician	grupo	alternativoj	prononco
level	modera	mírný, rozumný	moderate, reasonable	grupo	alternativoj	prononco
level	vindi	zabalit, zavinout, zavinout	to wrap, to swathe, to swaddle	grupo	alternativoj	prononco
level	prologo	prolog	a prologue	grupo	alternativoj	prononco
level	Polinezio	Polynésie	Polynesia	grupo	alternativoj	prononco
level	Tunizio	Tunisko	Tunisia	grupo	alternativoj	prononco
level	sobra	střízlivý, zdrženlivý, zdrženlivý	sober, abstemious, staid	grupo	alternativoj	prononco
level	Birmo	Myanmar	Myanmar	grupo	alternativoj	prononco
level	asekuri	pojistit	to insure	grupo	alternativoj	prononco
level	fono	Pozadí	background	grupo	alternativoj	prononco
level	Gvatemalo	Guatemala	Guatemala	grupo	alternativoj	prononco
level	pulvoro	prášek	powder	grupo	alternativoj	prononco
level	velki	chřadnout, blednout	to wither, to fade	grupo	alternativoj	prononco
level	baterio	baterie	a battery	grupo	alternativoj	prononco
level	Nikaragvo	Nikaragua	Nicaragua	grupo	alternativoj	prononco
level	faŭko	čelisti, chřtán, ústa (tunelu)	a jaws, a maw, a mouth (of a tunnel)	grupo	alternativoj	prononco
