C.ar content.tsv
Level	Esperanto	ar	en-us	Grupo	Alternativoj	Pronoco
level	substanco	مادة، مسألة	a substance, matter	grupo	alternativoj	prononco
level	pasporta servo	خدمة جواز السفر (الاسبرانتو CouchSerfing)	a passport service (Esperanto CouchSerfing)	grupo	alternativoj	prononco
level	aŭstro	نمساوي	an Austrian	grupo	alternativoj	prononco
level	Amazono	أمازون	Amazon	grupo	alternativoj	prononco
level	pioĉo	معول، معول	a mattock, a pickaxe	grupo	alternativoj	prononco
level	lenso	عدسة	a lens	grupo	alternativoj	prononco
level	generacio	جيل	a generation	grupo	alternativoj	prononco
level	falĉi	للجز، للقطع، للمنجل	to mow, to cut, to scythe	grupo	alternativoj	prononco
level	efektive	فعلا في الواقع	actually, in fact	grupo	alternativoj	prononco
level	portisto	البواب	a porter	grupo	alternativoj	prononco
level	dogano	جمارك	customs	grupo	alternativoj	prononco
level	raketo	مضيئة، صاروخ	a flare, a rocket	grupo	alternativoj	prononco
level	eksportisto	مصدر	an exporter	grupo	alternativoj	prononco
level	garaĝo	مرآب (=aŭtejo)	a garage (=aŭtejo)	grupo	alternativoj	prononco
level	indiki	للإشارة	to indicate	grupo	alternativoj	prononco
level	Bjalistoko	بياليستوك	Bialystok	grupo	alternativoj	prononco
level	importisto	مستورد	an importer	grupo	alternativoj	prononco
level	vipo	سوط	a whip	grupo	alternativoj	prononco
level	kanalo	قناة، قناة	a canal, a channel	grupo	alternativoj	prononco
level	raŭka	أجش، أجش، خشن	husky, hoarse, raucous	grupo	alternativoj	prononco
level	indekso	مؤشر	an index	grupo	alternativoj	prononco
level	feminismo	النسوية	feminism	grupo	alternativoj	prononco
level	atomo	ذرة	an atom	grupo	alternativoj	prononco
level	pilo	كومة (كهربائية)، خلية بطارية	a pile (electric), a battery cell	grupo	alternativoj	prononco
level	abstrakta	خلاصة	abstract	grupo	alternativoj	prononco
level	prelego	محاضرة، حديث	a lecture, a talk	grupo	alternativoj	prononco
level	medicino	الدواء	medicine	grupo	alternativoj	prononco
level	hepato	الكبد	a liver	grupo	alternativoj	prononco
level	marvirino	حورية بحر	a mermaid	grupo	alternativoj	prononco
level	demenculo	مريض الخرف	a dementia patient	grupo	alternativoj	prononco
level	finalo	مباراة نهائية، مباراة فاصلة، نهائية	a final, a play-off, a finale	grupo	alternativoj	prononco
level	ŝatokupo	هواية (= هوبيو)	a hobby (=hobio)	grupo	alternativoj	prononco
level	diplomato	دبلوماسي	a diplomat	grupo	alternativoj	prononco
level	eskimo	الإسكيمو	Eskimo	grupo	alternativoj	prononco
level	tinti	للرنين والجلجل	to tinkle, to jingle	grupo	alternativoj	prononco
level	Everesto	قمة افرست	Everest	grupo	alternativoj	prononco
level	abrupte	بشكل مفاجئ	abruptly	grupo	alternativoj	prononco
level	intima	حميم، كوز	intimate, cose	grupo	alternativoj	prononco
level	figo	تين	a fig	grupo	alternativoj	prononco
level	egale	على قدم المساواة، على حد سواء	equally, alike	grupo	alternativoj	prononco
level	fosilio	أحفورة	a fossil	grupo	alternativoj	prononco
level	moralo	أخلاق	morals	grupo	alternativoj	prononco
level	barbiro	حلاق	a barber	grupo	alternativoj	prononco
level	bapti	لتعميد	to baptize	grupo	alternativoj	prononco
level	regalo	علاج	a treat	grupo	alternativoj	prononco
level	hispano	شخص اسباني	a Spanish person	grupo	alternativoj	prononco
level	trikoto	نسيج متماسك، تريكو	a knit fabric, knitwear	grupo	alternativoj	prononco
level	antaŭnomo	الاسم الأول	a first name	grupo	alternativoj	prononco
level	plumnomo	اسم القلم	a pen name	grupo	alternativoj	prononco
level	heredaĵo	تراث، ميراث	a heritage, inheritance	grupo	alternativoj	prononco
level	ĉifi	لتجعد، للتجعد، للتجعيد	to crumple, to wrincle, to crinkle	grupo	alternativoj	prononco
level	indiano	هندي	an Indian	grupo	alternativoj	prononco
level	tosto	نخب (خطاب الشراب)	a toast (speech of drink)	grupo	alternativoj	prononco
level	strebi	الركض وراء	to strive for	grupo	alternativoj	prononco
level	deci	أن يكون مناسبًا، أن يكون مناسبًا، أن يكون مناسبًا	to befet, to be fitting, to be appropriate	grupo	alternativoj	prononco
level	burĝono	برعم، بورجون	a bud, a burgeon	grupo	alternativoj	prononco
level	klifo	الهاوية	a cliff	grupo	alternativoj	prononco
level	klimatizilo	مكيف الهواء	a air conditioner	grupo	alternativoj	prononco
level	konstitucio	دستور	constitution	grupo	alternativoj	prononco
level	kerno	جوهر، نواة	a core, a kernel	grupo	alternativoj	prononco
level	feo	جنية، فاي، روح	a fairy, a fay, a spirit	grupo	alternativoj	prononco
level	idealismo	المثالية	idealism	grupo	alternativoj	prononco
level	paŝo	خطوة، وتيرة	a step, a pace	grupo	alternativoj	prononco
level	varti	للاعتناء والتمريض	to look after, to nurse	grupo	alternativoj	prononco
level	kandidato	مرشح، مقدم الطلب	a candidate, an applicant	grupo	alternativoj	prononco
level	pasinta	مرت، الماضي، الماضي	passed, last, past	grupo	alternativoj	prononco
level	rezulto	نتيجة	a result	grupo	alternativoj	prononco
level	gondolo	جندول	a gondola	grupo	alternativoj	prononco
level	bis	مرة أخرى! الظهور! مرة أخرى!	again! encore! one more time!	grupo	alternativoj	prononco
level	komercisto	تاجر، تاجر	a merchant, a trader	grupo	alternativoj	prononco
level	aloo	الصبار	an aloe	grupo	alternativoj	prononco
level	prosperi	لتزدهر، لتكون ناجحة	to prosper, to be successful	grupo	alternativoj	prononco
level	ekonomia	اقتصادي	economic	grupo	alternativoj	prononco
level	relativa	نسبي	relative	grupo	alternativoj	prononco
level	baleno	حوت	a whale	grupo	alternativoj	prononco
level	klasika	كلاسيكي، كلاسيكي	classical, classic	grupo	alternativoj	prononco
level	necesi	أن يكون ضروريا، أن يتصرف	to be necessary, to behove	grupo	alternativoj	prononco
level	konsentite!	بعد أن وافقت! اتفاق!	having agreed! deal!	grupo	alternativoj	prononco
level	susuri	حفيف، حفيف، للسعال	to rustle, to swish, to sough	grupo	alternativoj	prononco
level	iniciati	للبدء	to initiate	grupo	alternativoj	prononco
level	muelilo	مطحنة، طاحونة	a mill, a grinder	grupo	alternativoj	prononco
level	matenmanĝo	الفطور، الفطور	breakfast, a breakfast	grupo	alternativoj	prononco
level	tragedio	مأساة	a tragedy	grupo	alternativoj	prononco
level	izoli	عزل، عزل، عزل	to isolate, to insulate, to seclude	grupo	alternativoj	prononco
level	matenmanĝi	لتناول وجبة الإفطار، لتناول وجبة الإفطار	to have breakfast, to eat breakfast	grupo	alternativoj	prononco
level	reĝimo	نظام	a regime	grupo	alternativoj	prononco
level	esperantisto	اسبرانتية	an Esperantist	grupo	alternativoj	prononco
level	vespermanĝi	لتناول العشاء، لتناول العشاء	to have dinner, to eat dinner	grupo	alternativoj	prononco
level	pramo	عبّارة، عائمة	a ferry, a pontoon	grupo	alternativoj	prononco
level	monumento	نصب تذكاري	a monument	grupo	alternativoj	prononco
level	interkona vespero	أمسية تمهيدية	an introductory evening	grupo	alternativoj	prononco
level	batato	بطاطا حلوة	a sweet potato	grupo	alternativoj	prononco
level	humana	إنسانية، إنسانية	humane, humanitarian	grupo	alternativoj	prononco
level	ekspluati	استغلال، استغلال، استغلال غير عادل	to exploit, to utilize, to take unfair advantage of	grupo	alternativoj	prononco
level	sufero	معاناة، معاناة	suffering, a suffer	grupo	alternativoj	prononco
level	solena	مهيب، احتفالي	solemn, ceremonious	grupo	alternativoj	prononco
level	Roterdamo	روتردام	Rotterdam	grupo	alternativoj	prononco
level	racio	العقل، العقلانية، التفكير المنطقي	reason, rationality, logical reasoning	grupo	alternativoj	prononco
level	dokumento	وثيقة	a document	grupo	alternativoj	prononco
level	salikoko	جمبري	a shrimp	grupo	alternativoj	prononco
level	trejni	لتدريب، لتدريب	to train, to coach	grupo	alternativoj	prononco
level	tagmeze	في الظهيرة	at noon	grupo	alternativoj	prononco
level	sinbano	الاستحمام والسباحة	bathing, swimming	grupo	alternativoj	prononco
level	skajpo	سكايب	Skype	grupo	alternativoj	prononco
level	maso	كتلة، كتلة	mass, lump	grupo	alternativoj	prononco
level	dando	مدهش، مصمم أزياء	a dandy, a fashionista	grupo	alternativoj	prononco
level	labortago	يوم عمل	a working day	grupo	alternativoj	prononco
level	Argentino	الأرجنتين	Argentina	grupo	alternativoj	prononco
level	paralelo	بالتوازي	a parallel	grupo	alternativoj	prononco
level	aeroplano	طائرة، طائرة	an airplane, an aeroplane	grupo	alternativoj	prononco
level	pipro	فلفل، فلفل أسود	a pepper, a black pepper	grupo	alternativoj	prononco
level	surtuto	ومعطف	an overcoat	grupo	alternativoj	prononco
level	somera solstico	الانقلاب الصيفي	summer solstice	grupo	alternativoj	prononco
level	rendevuo	موعد، موعد، موعد	an appointment, a rendezvous, a date	grupo	alternativoj	prononco
level	vintra solstico	الانقلاب الشتوي	winter solstice	grupo	alternativoj	prononco
level	papo	بابا الفاتيكان	Pope	grupo	alternativoj	prononco
level	ferioj	العطل، عطلة	holidays, vacation	grupo	alternativoj	prononco
level	tufo	خصلة	a tuft	grupo	alternativoj	prononco
level	ĉerizfloro	إزهار الكرز	a cherry blossom	grupo	alternativoj	prononco
level	pirato	قرصان	a pirate	grupo	alternativoj	prononco
level	tendenco	اتجاه، اتجاه	a tendency, a trend	grupo	alternativoj	prononco
level	someraj ferioj	عطلات الصيف	summer holidays	grupo	alternativoj	prononco
level	Mediteraneo	البحر المتوسط	Mediterranean	grupo	alternativoj	prononco
level	pensiono	بيت ضيافة، دار ضيافة	a guest house, a boarding house	grupo	alternativoj	prononco
level	vintraj ferioj	عطلات شتويه	winter holidays	grupo	alternativoj	prononco
level	kahelo	بلاط	a tile	grupo	alternativoj	prononco
level	harmonio	انسجام واتفاق	an harmony, an accord	grupo	alternativoj	prononco
level	kompetenta	المختصة، القادرة	competent, capable	grupo	alternativoj	prononco
level	demokratio	ديمقراطية	a democracy	grupo	alternativoj	prononco
level	paradizo	الجنة، الجنة	a paradise, Heaven	grupo	alternativoj	prononco
level	albano	ألباني	an Albanian	grupo	alternativoj	prononco
level	akcesoro	مساعد ثانوي	an accessary	grupo	alternativoj	prononco
level	kupono	قسيمة، فرعية	a coupon, a sub	grupo	alternativoj	prononco
level	stano	القصدير (المعدن)	tin (metal)	grupo	alternativoj	prononco
level	murpentraĵo	لوحة جدارية (لوحة) ، لوحة جدارية	a mural (painting), a wall painting	grupo	alternativoj	prononco
level	Nederlando	هولندا	Netherlands	grupo	alternativoj	prononco
level	nederlanda	هولندي	Dutch	grupo	alternativoj	prononco
level	nederlandano	هولندي	a Dutch	grupo	alternativoj	prononco
level	Norvegio	النرويج	Norway	grupo	alternativoj	prononco
level	Danio	الدنمارك	Denmark	grupo	alternativoj	prononco
level	modifi	لتعديل	to modify	grupo	alternativoj	prononco
level	apogmuro	جدار داعم	a supporting wall	grupo	alternativoj	prononco
level	Barcelono	برشلونة	Barcelona	grupo	alternativoj	prononco
level	kompanio	شركة	a company	grupo	alternativoj	prononco
level	eŭro	اليورو	euro	grupo	alternativoj	prononco
level	persisti	أن تستمر، أن تلتزم	to persist, to abide	grupo	alternativoj	prononco
level	pantoflo	شبشب	a slipper	grupo	alternativoj	prononco
level	balkanoj	البلقان	Balkans	grupo	alternativoj	prononco
level	italo	إيطالي	an Italian	grupo	alternativoj	prononco
level	Bulgario	بلغاريا	Bulgaria	grupo	alternativoj	prononco
level	korekti	لتصحيح	to correct	grupo	alternativoj	prononco
level	Brazilio	برازيليا	Brasilia	grupo	alternativoj	prononco
level	maksimumo	أقصى	maximum	grupo	alternativoj	prononco
level	lupeo (grandiga vitro)	عدسة مكبرة (عدسة مكبرة)	a magnifying glass (magnifying glass)	grupo	alternativoj	prononco
level	gento	مجموعة عرقية، أقرباء، عائلة، عرق، شعب	an ethnic group, kin, family, a race, people	grupo	alternativoj	prononco
level	sunvitroj	نظارة شمسيه	sunglasses	grupo	alternativoj	prononco
level	Svedio	السويد	Sweden	grupo	alternativoj	prononco
level	kartono	كرتون	a cardboard	grupo	alternativoj	prononco
level	damo	سيدة	a lady	grupo	alternativoj	prononco
level	struto	نعامة	an ostrich	grupo	alternativoj	prononco
level	haringo	رنجة	a herring	grupo	alternativoj	prononco
level	materio	مادة، مسألة	a meterial, a matter	grupo	alternativoj	prononco
level	girlando	إكليل، إكليل	a garland, a wreath	grupo	alternativoj	prononco
level	Irlando	أيرلندا	Ireland	grupo	alternativoj	prononco
level	sunbaniĝi	لأخذ حمام شمس، للتشمس	to sunbathe, to suntane	grupo	alternativoj	prononco
level	kulto	طائفة (عبادة دينية)	a cult (of religious worship)	grupo	alternativoj	prononco
level	sunombrelo	مظلة	a parasol	grupo	alternativoj	prononco
level	suna sistemo	نظام شمسي	a solar system	grupo	alternativoj	prononco
level	heĝo	التحوط	a hedge	grupo	alternativoj	prononco
level	adori	أن يعبدوا، أن يعبدوا	to adore, to worship	grupo	alternativoj	prononco
level	pluvombrelo	مظلة المطر	a rain umbrella	grupo	alternativoj	prononco
level	fazeolo	حبة فاصوليا، حبة فاصوليا، حبة فاصوليا	a bean, a haricot bean, a runner bean	grupo	alternativoj	prononco
level	deklamo	التلاوة، الإلقاء	reciting, declamation	grupo	alternativoj	prononco
level	maleolo	الكاحل، الكعب	an ankle, a malleolus	grupo	alternativoj	prononco
level	instanco	مثال، محكمة، ولاية قضائية	an instance, a court, a jurisdiction	grupo	alternativoj	prononco
level	digesti	لهضم	to digest	grupo	alternativoj	prononco
level	irano	إيران	Iran	grupo	alternativoj	prononco
level	pluvmantelo	معطف واق من المطر	a raincoat	grupo	alternativoj	prononco
level	kompensi	للتعويض، للتعويض عن	to compensate, to make amends for	grupo	alternativoj	prononco
level	traktato	معاهدة، حزمة، أطروحة	a treaty, a packt, a treatise	grupo	alternativoj	prononco
level	akordo	اتفاق، اتفاق، وتر حساس	an accord, an agreement, a chord	grupo	alternativoj	prononco
level	pluvego	أمطار غزيرة، هطول أمطار غزيرة	a heavy rain, downpour	grupo	alternativoj	prononco
level	uniformo	الزي الرسمي	a uniform	grupo	alternativoj	prononco
level	venĝi	للانتقام، للانتقام	to revenge, to avenge	grupo	alternativoj	prononco
level	ekpluvo	بدأ المطر بالهطول	a shower, starting to rain	grupo	alternativoj	prononco
level	higieno	صحة	hygiene	grupo	alternativoj	prononco
level	sekci	يقطع، يتقاطع، يقطع	to cut, to intersect, to dissect	grupo	alternativoj	prononco
level	karno	اللحم اللحوم	flesh, meat	grupo	alternativoj	prononco
level	pudro	مسحوق	a powder	grupo	alternativoj	prononco
level	rilato	العلاقة، العلاقة	relationship, relation	grupo	alternativoj	prononco
level	fripono	محتال، وغد، محتال، محتال	a rogue, a rascal, a crook, a swindler	grupo	alternativoj	prononco
level	greko	شخص يوناني	a Greek person	grupo	alternativoj	prononco
level	ekvatoro	خط الاستواء	Equator	grupo	alternativoj	prononco
level	kruciĝvojo	عبر الطريق	a cross road	grupo	alternativoj	prononco
level	pekli	للمخلل والذرة (في الملح)	to pickle, to corn (in salt)	grupo	alternativoj	prononco
level	proverbo	إثبات	a proverb	grupo	alternativoj	prononco
level	neglekti	لتهمل	to neglect	grupo	alternativoj	prononco
level	kafkruĉo	وعاء القهوة	a coffee pot	grupo	alternativoj	prononco
level	ansero	وزة	a goose	grupo	alternativoj	prononco
level	raŭpo	يرقة	a caterpillar	grupo	alternativoj	prononco
level	buĉi	إلى الجزار، إلى الذبح	to butcher, to slaughter	grupo	alternativoj	prononco
level	italia	italia	italia	grupo	alternativoj	prononco
level	vojponto	جسر الطريق	a road bridge	grupo	alternativoj	prononco
level	Japanio	اليابان	Japan	grupo	alternativoj	prononco
level	japana	اليابانية	Japanese	grupo	alternativoj	prononco
level	pontlingvo	لغة الجسر	a bridge language	grupo	alternativoj	prononco
level	redukti	لتقليل	to reduce	grupo	alternativoj	prononco
level	cinamo	قرفة	a cinnamon	grupo	alternativoj	prononco
level	oceano	محيط	an ocean	grupo	alternativoj	prononco
level	multipliki	لمضاعفه	to multiply	grupo	alternativoj	prononco
level	doto	مهر	a dowry	grupo	alternativoj	prononco
level	paŭzo	وقفة، استراحة، استراحة	a pause, a break, an intermission	grupo	alternativoj	prononco
level	kaskedo	قبعة (مع قناع)	a cap (with visor)	grupo	alternativoj	prononco
level	konversacii	للتحدث، للتحدث، للحوار	to converse, to talk, to dialogue	grupo	alternativoj	prononco
level	kafopaŭzo	استراحة لتناول القهوة	a coffee break	grupo	alternativoj	prononco
level	konkreta	أسمنت	concrete	grupo	alternativoj	prononco
level	eskapi	للهروب، للفرار	to escape, to flee	grupo	alternativoj	prononco
level	logiko	منطق	a logic	grupo	alternativoj	prononco
level	spiti	للنكاية، للتحدي، للوقوف ضد	to spite, to defy, to stand against	grupo	alternativoj	prononco
level	antaŭsento	الترقب، وجود شعور، الهوس	anticipation, having a feeling, presentiment	grupo	alternativoj	prononco
level	antaŭurbo	ضاحية	a suburb	grupo	alternativoj	prononco
level	kakto	صبار	a cactus	grupo	alternativoj	prononco
level	satiro	هجاء	a satire	grupo	alternativoj	prononco
level	urbodomo	قاعة المدينة، قاعة المدينة	a city hall, a town hall	grupo	alternativoj	prononco
level	dimensio	البعد والحجم	a dimension, size	grupo	alternativoj	prononco
level	obstina	عنيد، عنيد	obstinate, stubborn	grupo	alternativoj	prononco
level	motivo	الدافع، الدافع	a motive, a motivation	grupo	alternativoj	prononco
level	urbego	مدينة كبيرة	a big city	grupo	alternativoj	prononco
level	bleki	ثغاء، نهيق، خوار، صهيل، هدير	to bleat, to bray, to moo, to neigh, to roar	grupo	alternativoj	prononco
level	civila	مدني، مدني، غير عسكري	civil, civilian, non-military	grupo	alternativoj	prononco
level	norvego	شخص نرويجي	a Norwegian person	grupo	alternativoj	prononco
level	indigni	أن تكون ساخطًا أو مستاءًا	to be indignant, to resent	grupo	alternativoj	prononco
level	simbolo	رمز	a symbol	grupo	alternativoj	prononco
level	genro	الجنس	a gender	grupo	alternativoj	prononco
level	brando	براندي	a brandy	grupo	alternativoj	prononco
level	longitudo	خط الطول	longitude	grupo	alternativoj	prononco
level	ĉerko	نعش، النعش	a coffin, a casket	grupo	alternativoj	prononco
level	lernoobjekto	موضوع لتعلم	a lernin subject	grupo	alternativoj	prononco
level	lernohoro	ساعة تعلم	a learning hour	grupo	alternativoj	prononco
level	trafiko	حركة المرور	a traffic	grupo	alternativoj	prononco
level	svedo	شخص سويدي	a Swedish person	grupo	alternativoj	prononco
level	lernoĉambro	فصل دراسي (=klasĉambro)	a classroom (=klasĉambro)	grupo	alternativoj	prononco
level	lernokotizo	رسوم مدرسية	a school fee	grupo	alternativoj	prononco
level	lesivo	الغسول، البوتاس، المبيض	lye, potash, bleach	grupo	alternativoj	prononco
level	akno	حب الشباب، بثرة	an acne, a pimple	grupo	alternativoj	prononco
level	infero	جحيم، جحيم، عالم سفلي	an inferno, a hell, underworld	grupo	alternativoj	prononco
level	lernosako	حقيبة المدرسة	a school bag	grupo	alternativoj	prononco
level	substantivo	موضوعي، اسما	a substantive, a noun	grupo	alternativoj	prononco
level	islando	أيسلندا	Iceland	grupo	alternativoj	prononco
level	malica	خبيث، خبيث	malicious, malevolent	grupo	alternativoj	prononco
level	latitudo	خط العرض	latitude	grupo	alternativoj	prononco
level	pado (arbarvojeto)	طريق (في الغابة)، طريق (في الغابة)	a path (in the wood), a way (in a forest)	grupo	alternativoj	prononco
level	buklo	حلقة، حليقة، حلقة، قفل، خصلة	a loop, a curl, a ringlet, a lock, a tress	grupo	alternativoj	prononco
level	akupunkturo	الوخز بالإبر	an acupuncture	grupo	alternativoj	prononco
level	metilernanto	مبتدىء	an apprentice	grupo	alternativoj	prononco
level	sorgo	الذرة الرفيعة	a sorghum	grupo	alternativoj	prononco
level	grati	خدش	to scratch	grupo	alternativoj	prononco
level	analizi	لتحليل	to analyse	grupo	alternativoj	prononco
level	gripo	قبضة، أنفلونزا (=الأنفلونزا)	a grip, a flu (=influenco)	grupo	alternativoj	prononco
level	paciento	مريض	a patient	grupo	alternativoj	prononco
level	brido	لجام، كبح جماح، تقييد	a bridle, a rein, a restraint	grupo	alternativoj	prononco
level	mirtelo	التوت، التوت، التوت	a bilberry, a huckleberry, a whortleberry	grupo	alternativoj	prononco
level	ambasadoro	سفير	an ambassador	grupo	alternativoj	prononco
level	oratori	لإلقاء خطبة، للخطبة	to deliver an oration, to harangue	grupo	alternativoj	prononco
level	amato	الحبيب، الحبيب	a beloved, a beloved one	grupo	alternativoj	prononco
level	kombilo	مشط	a comb	grupo	alternativoj	prononco
level	Jugoslavio	يوغوسلافيا	Yugoslavia	grupo	alternativoj	prononco
level	establi	لتأسيس، لبناء	to establish, to build	grupo	alternativoj	prononco
level	nuba	غائم وغير واضح	cloudy, unclear	grupo	alternativoj	prononco
level	volumo	مجلد (من الكتب)	a volume (of books)	grupo	alternativoj	prononco
level	aŭtomata	تلقائي	automatic	grupo	alternativoj	prononco
level	monstro	وحش، غريب	a monster, a freak	grupo	alternativoj	prononco
level	spirita	روحي	spiritual	grupo	alternativoj	prononco
level	landlima	من حدود الأرض ، من الحدود	of a land limit, of a border	grupo	alternativoj	prononco
level	ĉiopova	سبحانه وتعالى، كلي القدرة، كلي القدرة	almighty, all-powered, omnipotent	grupo	alternativoj	prononco
level	kalkanumo	كعب	heel	grupo	alternativoj	prononco
level	sindikato	نقابة، نقابة عمالية، نقابة عمالية	a syndicate, a labor-union, a trade-union	grupo	alternativoj	prononco
level	propraĵo	ملكية، حيازة	a property, a possesion	grupo	alternativoj	prononco
level	landlimo	حد أرضي، حدود	a land limit, a border	grupo	alternativoj	prononco
level	politikisto	سياسي	a politician	grupo	alternativoj	prononco
level	timo	خوف	a fear	grupo	alternativoj	prononco
level	dommastrino	ربة منزل	a housewife	grupo	alternativoj	prononco
level	benzinstacio	محطة وقود	a gas station	grupo	alternativoj	prononco
level	unika	فريد	unique	grupo	alternativoj	prononco
level	regula	عادي	regular	grupo	alternativoj	prononco
level	subtrahi	للطرح، للخصم	to subtract, to deduct	grupo	alternativoj	prononco
level	premii	لمنح، لمنح جائزة	to award, to award a prize	grupo	alternativoj	prononco
level	greka	اليونانية	Greek	grupo	alternativoj	prononco
level	mejlo	ميل	a mile	grupo	alternativoj	prononco
level	aflikti	لتعاني، لتحزن	to afflict, to grieve	grupo	alternativoj	prononco
level	raso	سباق، سباق، سلالة	race, a race, a breed	grupo	alternativoj	prononco
level	spinaco	السبانخ	a spinach	grupo	alternativoj	prononco
level	fromaĝkuko	كعكة الجبن	a cheese cake	grupo	alternativoj	prononco
level	inventi	يخترع	to invent	grupo	alternativoj	prononco
level	grandioza	عظيم، رائع، رائع	grandiose, magnificent, splendid	grupo	alternativoj	prononco
level	laŭdo	الثناء والثناء	a praise, a laud	grupo	alternativoj	prononco
level	formulo	صيغة	a formula	grupo	alternativoj	prononco
level	lubriki	لتليين	to lubricate	grupo	alternativoj	prononco
level	komedio	كوميديا	a comedy	grupo	alternativoj	prononco
level	stirilo (direktilo)	عجلة القيادة	a steering wheel	grupo	alternativoj	prononco
level	federacio	اتحاد	a federation	grupo	alternativoj	prononco
level	bruo	ضجيج، ضجيج	noise, a noise	grupo	alternativoj	prononco
level	juste	تماما	fairly	grupo	alternativoj	prononco
level	inundi	لفيضان، لإغراق	to flood, to inundate	grupo	alternativoj	prononco
level	miraklo	معجزة	a miracle	grupo	alternativoj	prononco
level	ofendi	الإساءة	to offend	grupo	alternativoj	prononco
level	abandoni	للتخلي، للتخلي	to abandon, to relinquish	grupo	alternativoj	prononco
level	rozkolora	وردي (لون) ، وردي اللون	pink (color), rose colored	grupo	alternativoj	prononco
level	ekipi	لتجهيز، لتأثيث	to equip, to furnish	grupo	alternativoj	prononco
level	musko	الطحلب	a moss	grupo	alternativoj	prononco
level	metroo	المترو، قطار الأنفاق، الأنبوب	metro, subway train, tube	grupo	alternativoj	prononco
level	fonti	إلى الربيع (من المصدر) ، إلى الأعلى	to spring (from a source), to well up	grupo	alternativoj	prononco
level	velado	الإبحار	a sailing	grupo	alternativoj	prononco
level	veliri	للإبحار	to sail	grupo	alternativoj	prononco
level	akcento	لكنة	an accent	grupo	alternativoj	prononco
level	hejmtasko	الواجبات المنزلية	a homework	grupo	alternativoj	prononco
level	termofonto	ربيع حار	a hot spring	grupo	alternativoj	prononco
level	bagatelo	باجاتيل، تافه	a bagatelle, a trifle	grupo	alternativoj	prononco
level	alarmo	إنذار، تنبيه	an alarm, an alert	grupo	alternativoj	prononco
level	analfabeto	أمي، أبجدية	an illiterate, an analphabet	grupo	alternativoj	prononco
level	termobotelo	الترمس (زجاجة)	a thermos (a bottle)	grupo	alternativoj	prononco
level	antarkto	القارة القطبية الجنوبية	Antarctica	grupo	alternativoj	prononco
level	teknologio	التكنولوجيا، التكنولوجيا	technology, a technology	grupo	alternativoj	prononco
level	fuĝi	للفرار، للهرب	to flee, to run away	grupo	alternativoj	prononco
level	atom-energia centralo	محطة للطاقة النووية	a nuclear power plant	grupo	alternativoj	prononco
level	azaleo	الأزالية	an azalea	grupo	alternativoj	prononco
level	teknologia	التكنولوجية	technological	grupo	alternativoj	prononco
level	alko	الأيائل	an elk	grupo	alternativoj	prononco
level	riveli	للكشف والتطوير (صورة)	to reveal, to develop (photo)	grupo	alternativoj	prononco
level	brajlo	طريقة برايل	a braille	grupo	alternativoj	prononco
level	ŝoso	برعم، برعم	a sprout, a shoot	grupo	alternativoj	prononco
level	dialogo	حوار	a dialogue	grupo	alternativoj	prononco
level	buŝharmoniko	هارمونيكا	a harmonica	grupo	alternativoj	prononco
level	teknika	اِصطِلاحِيّ	technical	grupo	alternativoj	prononco
level	verkisto	مؤلف، كاتب	an author, a writer	grupo	alternativoj	prononco
level	cunamo	تسونامي	a tsunami	grupo	alternativoj	prononco
level	kontinento	قارة	a continent	grupo	alternativoj	prononco
level	konsulo	قنصل	a consul	grupo	alternativoj	prononco
level	kaduka	متهالكة ومتهالكة	dilapidated, decayed	grupo	alternativoj	prononco
level	Hispanio	إسبانيا	Spain	grupo	alternativoj	prononco
level	fajrobrigado	فرقة إطفاء، قسم إطفاء	a fire brigade, a fire department	grupo	alternativoj	prononco
level	mineralo	معدن	a mineral	grupo	alternativoj	prononco
level	fantomo	شبح، شبح	a phantom, a ghost	grupo	alternativoj	prononco
level	geografio	جغرافية	geography	grupo	alternativoj	prononco
level	fiŝhoko	خطاف السمك	a fish hook	grupo	alternativoj	prononco
level	fajrbrigadano	رجل إطفاء (من فرقة الإطفاء)	a fireman (of a fire brigade)	grupo	alternativoj	prononco
level	fajrilo	كشاف ضوئي	a lighter	grupo	alternativoj	prononco
level	tramo	الترام، الترام	a tram, a streetcar	grupo	alternativoj	prononco
level	murdi	للقتل	to murder	grupo	alternativoj	prononco
level	infekti	لتصيب وتلوث	to infect, to contaminate	grupo	alternativoj	prononco
level	galaksio	مجرة	a galaxy	grupo	alternativoj	prononco
level	filozofio	فلسفة	philosophy	grupo	alternativoj	prononco
level	monofero	مساهمة مالية	a money contribution	grupo	alternativoj	prononco
level	geno	الجين	a gene	grupo	alternativoj	prononco
level	glaciejo	نهر جليدي	a glacier	grupo	alternativoj	prononco
level	terapio	مُعَالَجَة	therapy	grupo	alternativoj	prononco
level	sledo	مزلقة، مزلقة، مزلقة	a sleigh, a sled, a sledge	grupo	alternativoj	prononco
level	glacimonto (bankizo)	جبل جليدي (غطاء جليدي)	an iceberg (an ice cap)	grupo	alternativoj	prononco
level	novelo	قصة قصيرة، رواية	a short story, a novel	grupo	alternativoj	prononco
level	kolektiva	جماعي	collective	grupo	alternativoj	prononco
level	glacipendaĵo	جليد	an icicle	grupo	alternativoj	prononco
level	gutetigilo	رذاذ	a spray	grupo	alternativoj	prononco
level	poŝmono	مصروف الجيب، بدل (المال)	pocket money, an allowance (money)	grupo	alternativoj	prononco
