C.pl content.tsv
Level	Esperanto	pl	en-us	Grupo	Alternativoj	Pronoco
level	ŝpruci	tryskać, tryskać, tryskać	to spurt, to gush, to spurt out	grupo	alternativoj	prononco
level	kukolo	kukułka	a cuckoo	grupo	alternativoj	prononco
level	ŝanceli	trząść się, chwiać się	to shake, to totter	grupo	alternativoj	prononco
level	rekordo	rekord (sport)	a record (sport)	grupo	alternativoj	prononco
level	florpetalo	płatek kwiatu	a flower petal	grupo	alternativoj	prononco
level	kosmo	kosmos, przestrzeń (zewnętrzna), wszechświat	cosmos, (outer) space, universe	grupo	alternativoj	prononco
level	ĉeko	czek, czek	a checque, a check	grupo	alternativoj	prononco
level	konsumi	konsumować, zużywać	to consume, to use up	grupo	alternativoj	prononco
level	lameno	blaszka, płyta, warstwa	a lamina, a plate, a layer	grupo	alternativoj	prononco
level	erotika	erotyczny	erotic	grupo	alternativoj	prononco
level	peniko	pędzel (sztuka)	a brush (art)	grupo	alternativoj	prononco
level	spuro	ślad, ślad, ślad	a track, a trail, a trace	grupo	alternativoj	prononco
level	rigida	sztywny, sztywny	rigid, stiff	grupo	alternativoj	prononco
level	pleto	taca	a tray	grupo	alternativoj	prononco
level	ignori	ignorować	to ignore	grupo	alternativoj	prononco
level	Volapuko (Volapǖko)	Wolapuk	Volapuk	grupo	alternativoj	prononco
level	frazo	Sentencja	a sentence	grupo	alternativoj	prononco
level	bruto	brutal, zwierzę hodowlane, bestia	a brute, a farm animal, a beast	grupo	alternativoj	prononco
level	gladi	prasować ubrania)	to iron (clothes)	grupo	alternativoj	prononco
level	kalsono	bielizna, majtki, szorty	an underwear, underpants, shorts	grupo	alternativoj	prononco
level	aktoro	aktor	an actor	grupo	alternativoj	prononco
level	valida	ważny	valid	grupo	alternativoj	prononco
level	ruso	Rosjanin	a Russian	grupo	alternativoj	prononco
level	glita	ślizgać się, ślisko	gliding, slippery	grupo	alternativoj	prononco
level	fantazio	fantazja	a fantasy	grupo	alternativoj	prononco
level	ŝargi	ładować, ładować	to load, to charge	grupo	alternativoj	prononco
level	saŭco	sos, sos	a sauce, a gravy	grupo	alternativoj	prononco
level	verto	korona, czubek głowy	a crown, top of the head	grupo	alternativoj	prononco
level	enketi	zadać pytanie, zbadać, zbadać	to make an inquiry, to survey, to investigate	grupo	alternativoj	prononco
level	ateisto	ateista	an atheist	grupo	alternativoj	prononco
level	insigno	Odznaka	a badge	grupo	alternativoj	prononco
level	trudi	narzucać, zmuszać	to impose, to force	grupo	alternativoj	prononco
level	skemo	schemat	a scheme	grupo	alternativoj	prononco
level	kalva	łysy, nagi, śmiały, niesłyszący	bald, bare, bold-headed, hearless	grupo	alternativoj	prononco
level	germano	Niemiec	a German	grupo	alternativoj	prononco
level	orto	kąt prosty	a right angle	grupo	alternativoj	prononco
level	avizo	ostrzeżenie, uwaga	a warning, a notice	grupo	alternativoj	prononco
level	fronto	przód, front	front, frontage	grupo	alternativoj	prononco
level	lernolibro	podręcznik	a textbook	grupo	alternativoj	prononco
level	glavo	miecz	a sword	grupo	alternativoj	prononco
level	konservativa	konserwatywny	conservative	grupo	alternativoj	prononco
level	Usono	USA	USA	grupo	alternativoj	prononco
level	ankro	Kotwica	an anchor	grupo	alternativoj	prononco
level	analizo	analiza	an analysis	grupo	alternativoj	prononco
level	flustri	szeptać	to whisper	grupo	alternativoj	prononco
level	asigno	zadanie	assignment	grupo	alternativoj	prononco
level	konservatorio	konserwatorium (szkoła muzyczna)	a conservatory (music school)	grupo	alternativoj	prononco
level	aŭtoro	Autor	an author	grupo	alternativoj	prononco
level	poligloto	poliglota	a polyglot	grupo	alternativoj	prononco
level	absoluta	absolutny	absolute	grupo	alternativoj	prononco
level	lukti	zmagać się, zmagać się	to wrestle, to struggle	grupo	alternativoj	prononco
level	inciti	podżegać, pobudzać, podżegać, prowokować	to incite, to stir, to abet, to provoke	grupo	alternativoj	prononco
level	prezervi	zachować	to preserve	grupo	alternativoj	prononco
level	mencii	wspomnieć	to mention	grupo	alternativoj	prononco
level	anglo	Anglik	an Englishman	grupo	alternativoj	prononco
level	Bulonjo	Boulogne (miasto)	Boulogne (city)	grupo	alternativoj	prononco
level	interesa	ciekawy	interesting	grupo	alternativoj	prononco
level	interese	co ciekawe	interestingly	grupo	alternativoj	prononco
level	meĥanismo	mechanizm	a mechanism	grupo	alternativoj	prononco
level	hazardo	wypadek, szansa	an accident, a chance	grupo	alternativoj	prononco
level	neologismo	neologizm	neologism	grupo	alternativoj	prononco
level	Grekio (Greklando)	Grecja	Greece	grupo	alternativoj	prononco
level	Araba	arabski	Arabic	grupo	alternativoj	prononco
level	palpi	czuć, macać	to feel, to grope	grupo	alternativoj	prononco
level	sinjorino	dama, pani	a lady, a madam	grupo	alternativoj	prononco
level	neŭtra	neutralny (=neutrala)	neutral (=neŭtrala)	grupo	alternativoj	prononco
level	Afriko	Afryka	Africa	grupo	alternativoj	prononco
level	korvo	wrona, kruk	a crow, a raven	grupo	alternativoj	prononco
level	Ameriko	Ameryka, Ameryka	America, the Americas	grupo	alternativoj	prononco
level	ezoko	szczupak (w jeziorze), jack	a pike (in a lake), a jack	grupo	alternativoj	prononco
level	sago	strzała, strzałka	a arrow, a sagitta	grupo	alternativoj	prononco
level	ĉino	chiński	a Chinese	grupo	alternativoj	prononco
level	sendube	bez wątpienia, niewątpliwie	with no doubt, undoubtedly	grupo	alternativoj	prononco
level	Azio	Azja	Asia	grupo	alternativoj	prononco
level	senkonfide	bez zaufania, bez zaufania	without trusting, without confidence	grupo	alternativoj	prononco
level	ekposedi	posiadać	to possess	grupo	alternativoj	prononco
level	senfare	nie robiąc	without doing	grupo	alternativoj	prononco
level	amara	gorzki	bitter	grupo	alternativoj	prononco
level	ministro	minister	a minister	grupo	alternativoj	prononco
level	parlamento	parlament, parlament	parliament, a parliament	grupo	alternativoj	prononco
level	Berlino	Berlin	Berlin	grupo	alternativoj	prononco
level	unuafoje	po raz pierwszy	for the first time	grupo	alternativoj	prononco
level	asimili	asymilować się	to assimilate	grupo	alternativoj	prononco
level	preskribi	przepisywać, ustalać	to prescribe, to stipulate	grupo	alternativoj	prononco
level	belgo	Belg	a Belgian	grupo	alternativoj	prononco
level	koncepto	koncepcja	a concept	grupo	alternativoj	prononco
level	jubileo	jubileusz	a jubilee	grupo	alternativoj	prononco
level	Brazilo	Brazylia	Brazil	grupo	alternativoj	prononco
level	sociala	społeczny	social	grupo	alternativoj	prononco
level	perlo	Perła	a pearl	grupo	alternativoj	prononco
level	kvarfoje	cztery razy	four times	grupo	alternativoj	prononco
level	aresti	aresztować	to arrest	grupo	alternativoj	prononco
level	Alpoj	Alpy	Alps	grupo	alternativoj	prononco
level	eliri	wyjść, wyjść, wyjść	to leave, to go out, to exit	grupo	alternativoj	prononco
level	enveni	wejść, wejść	to come in, to enter	grupo	alternativoj	prononco
level	hodiaŭa	dzisiejszego, teraźniejszego, teraźniejszego	of today, present-day, present	grupo	alternativoj	prononco
level	balo	bal, taniec	a ball, a dance	grupo	alternativoj	prononco
level	plasto	plastik	a plastic	grupo	alternativoj	prononco
level	fakultato	wydział, wydział	faculty, a faculty	grupo	alternativoj	prononco
level	forĵeti	wyrzucić, wyrzucić	to throw away, to discard	grupo	alternativoj	prononco
level	japano	Japończyk	a Japanese person	grupo	alternativoj	prononco
level	forlasi	opuścić, porzucić, zaniedbać, zrezygnować	to leave, to abandon, to neglect, to quit	grupo	alternativoj	prononco
level	civito	obywatelstwo, ustrój, państwo-miasto	citizenry, polity, city state	grupo	alternativoj	prononco
level	foresto	brak	absence	grupo	alternativoj	prononco
level	sekura	bezpieczny, bezpieczny	secure, safe	grupo	alternativoj	prononco
level	Anglio	Anglia	England	grupo	alternativoj	prononco
level	Britio	Zjednoczone Królestwo	United Kingdom	grupo	alternativoj	prononco
level	brita	brytyjski	British	grupo	alternativoj	prononco
level	Aŭstrio	Austria	Austria	grupo	alternativoj	prononco
level	mallonga	krótko, krótko	short, brief	grupo	alternativoj	prononco
level	delegacio	delegacja, delegacja	delegation, a delegation	grupo	alternativoj	prononco
level	biblio	Biblia	Bible	grupo	alternativoj	prononco
level	magio	magia	a magic	grupo	alternativoj	prononco
level	provinco	prowincja	a province	grupo	alternativoj	prononco
level	sonori	dzwonić, dzwonić	to ring, to clang	grupo	alternativoj	prononco
level	milito	wojna	a war	grupo	alternativoj	prononco
level	lado	blacha, cyna, blacha blaszana	sheet metal, tin, tin plate	grupo	alternativoj	prononco
level	kelnerino	kelnerka, barmid	a waitress, a barmid	grupo	alternativoj	prononco
level	aludi	nawiązywać, napomykać	to allude, to hint	grupo	alternativoj	prononco
level	okazo	okazja, wydarzenie, przypadek, wydarzenie	an occasion, a happening, a case, an event	grupo	alternativoj	prononco
level	Italio	Włochy	Italy	grupo	alternativoj	prononco
level	he!	eh! Hej!	eh! hey!	grupo	alternativoj	prononco
level	disponi	mieć do dyspozycji	to have at one's disposal	grupo	alternativoj	prononco
level	indonezio	Indonezja	Indonesia	grupo	alternativoj	prononco
level	duŝi	pod prysznic	to shower	grupo	alternativoj	prononco
level	cenzuro	cenzura, cenzor	a censorship, censor	grupo	alternativoj	prononco
level	Hindio	Indie (=Barato)	India (=Barato)	grupo	alternativoj	prononco
level	baloti	głosować	to vote	grupo	alternativoj	prononco
level	noktomezo	północ	a midnight	grupo	alternativoj	prononco
level	travojaĝi	zwiedzać ~	to tour through ~	grupo	alternativoj	prononco
level	tranokti	spędzić noc, spędzić noc	to pass a night through, to spend a night	grupo	alternativoj	prononco
level	matematiko	matematyka	mathematics	grupo	alternativoj	prononco
level	revolucii	zrewolucjonizować	to revolutionize	grupo	alternativoj	prononco
level	tralegi	czytać, przeglądać	to read through, to browse	grupo	alternativoj	prononco
level	kamelio	kamelia	a camellia	grupo	alternativoj	prononco
level	Germanio	Niemcy	Germany	grupo	alternativoj	prononco
level	traleginte	po przeczytaniu	after reading through	grupo	alternativoj	prononco
level	ĉinio	Chiny	China	grupo	alternativoj	prononco
level	viktimo	ofiara	a victim	grupo	alternativoj	prononco
level	ĉina	chiński	Chinese	grupo	alternativoj	prononco
level	alkutimiĝi	przyzwyczaić się, nabrać nawyku	to become accustomed to, to get a habbit	grupo	alternativoj	prononco
level	naskiĝi	urodzić się	to be born	grupo	alternativoj	prononco
level	aŭditorio	audytorium	an auditorium	grupo	alternativoj	prononco
level	gramatiko	gramatyka	grammar	grupo	alternativoj	prononco
level	planedo	planeta	a planet	grupo	alternativoj	prononco
level	evento	wydarzenie	an event	grupo	alternativoj	prononco
level	glori	chwalić, wychwalać, wychwalać	to glorify, to laud, to praise	grupo	alternativoj	prononco
level	festo	uczta, impreza, festiwal	a feast, a party, a festival	grupo	alternativoj	prononco
level	ĉeĥoslovakio	Czechosłowacja	Czechoslovakia	grupo	alternativoj	prononco
level	fonografo	gramofon cylindryczny	a cylinder phonograph	grupo	alternativoj	prononco
level	grumbli	narzekać, warczeć	to grumble, to growl	grupo	alternativoj	prononco
level	furioza	wściekły, wściekły	furious, raging	grupo	alternativoj	prononco
level	naskiĝfesto	impreza urodzinowa	a birthday party	grupo	alternativoj	prononco
level	temi	odnosić się, tematem jest, zajmować się, być o	to refer to, the theme is, to deal with, to be about	grupo	alternativoj	prononco
level	roso	rosa	a dew	grupo	alternativoj	prononco
level	Francio	Francja	France	grupo	alternativoj	prononco
level	guti	spadać, kapać	to drop, to drip	grupo	alternativoj	prononco
level	Kolumbo	Kolumb	Columbus	grupo	alternativoj	prononco
level	kotleto	kotlet, kotlet, kotlet	cutlet, a cutlet, chop	grupo	alternativoj	prononco
level	avokado	awokado (owoc)	an avocado (fruit)	grupo	alternativoj	prononco
level	individuo	indywidualne	an individual	grupo	alternativoj	prononco
level	pagodo	pagoda	a pagoda	grupo	alternativoj	prononco
level	Kolombio	Kolumbia	Colombia	grupo	alternativoj	prononco
level	cerealo	zboże	cereal	grupo	alternativoj	prononco
level	gesinjoroj	Panie i Panowie	ladies and gentlemen	grupo	alternativoj	prononco
level	fenomeno	zjawisko	a phenomenon	grupo	alternativoj	prononco
level	palpebro	powieka	an eyelid	grupo	alternativoj	prononco
level	ŝako	szachy	chess	grupo	alternativoj	prononco
level	televidkanalo	kanał telewizyjny	a TV channel	grupo	alternativoj	prononco
level	ruino	ruina	a ruin	grupo	alternativoj	prononco
level	paliso	post, piwo, kołek	a post, a ale, a stake	grupo	alternativoj	prononco
level	elemento	element	an element	grupo	alternativoj	prononco
level	absurda	absurdalny	absurd	grupo	alternativoj	prononco
level	kaverno	jaskinia, jaskinia	a cavern, a cave	grupo	alternativoj	prononco
level	Portugalio	Portugalia	Portugal	grupo	alternativoj	prononco
level	portugalo	Portugalczyk	a Portuguese	grupo	alternativoj	prononco
level	teritorio	terytorium	a territory	grupo	alternativoj	prononco
level	Polio	paraliż dziecięcy	polio	grupo	alternativoj	prononco
level	d-ro	Dr.	Dr.	grupo	alternativoj	prononco
level	stipendio	stypendium, stypendium, stypendium	a stipend, a bursary, a scholarship	grupo	alternativoj	prononco
level	impeti	być porywczym, być popychanym, pędzić	to be impetuous, to be impelled, to dash	grupo	alternativoj	prononco
level	pola	Polski	Polish	grupo	alternativoj	prononco
level	kompliki	skomplikować	to complicate	grupo	alternativoj	prononco
level	franca	Francuski	French	grupo	alternativoj	prononco
level	konkurso	konkurs, rywalizacja	a contest, competition	grupo	alternativoj	prononco
level	grinci	skrzypieć, skrzypieć, zgrzytać, trzeć	to squeak, to creak, to gnash, to grate	grupo	alternativoj	prononco
level	Finnlando	Finlandia	Finland	grupo	alternativoj	prononco
level	prof-o	prof.	Prof.	grupo	alternativoj	prononco
level	profeto	prorok	a prophet	grupo	alternativoj	prononco
level	originalo	oryginalny	an original	grupo	alternativoj	prononco
level	tragika	tragiczny	tragic	grupo	alternativoj	prononco
level	Koreio	Korea	Korea	grupo	alternativoj	prononco
level	ne ~ sed ~	nie ~ ale ~	not ~ but ~	grupo	alternativoj	prononco
level	koree	w Koreii	in Korean	grupo	alternativoj	prononco
level	korea	koreański	Korean	grupo	alternativoj	prononco
level	nek ~ nek ~	ani ~, ani ~	neither ~ nor ~	grupo	alternativoj	prononco
level	ateismo	ateizm	atheism	grupo	alternativoj	prononco
level	ne nur ~ sed ankaŭ ~	nie tylko ~, ale także ~	not only ~ but also ~	grupo	alternativoj	prononco
level	koreo	Koreańczyk	a Korean	grupo	alternativoj	prononco
level	Hungario	Węgry	Hungary	grupo	alternativoj	prononco
level	piloto	pilot	a pilot	grupo	alternativoj	prononco
level	aŭ ~ aŭ ~	albo ~ albo ~	either ~ or ~	grupo	alternativoj	prononco
level	Hago	Haga	The Hague	grupo	alternativoj	prononco
level	situo	witryna, lokalizacja	a site, a location	grupo	alternativoj	prononco
level	por ke ~	więc ~	so that ~	grupo	alternativoj	prononco
level	interpreti	interpretować	to interpret	grupo	alternativoj	prononco
level	kaŭzi	powodować, powodować	to cause, to give rise to	grupo	alternativoj	prononco
level	centralizi	centralizować	to centralize	grupo	alternativoj	prononco
level	mastrumi	zarządzać, utrzymywać (dom)	to manage, to keep (a house)	grupo	alternativoj	prononco
level	substanco	substancja, materia	a substance, matter	grupo	alternativoj	prononco
level	pasporta servo	obsługa paszportowa (Esperanto CouchSerfing)	a passport service (Esperanto CouchSerfing)	grupo	alternativoj	prononco
level	aŭstro	Austriak	an Austrian	grupo	alternativoj	prononco
level	Amazono	Amazonka	Amazon	grupo	alternativoj	prononco
level	pioĉo	motyka, kilof	a mattock, a pickaxe	grupo	alternativoj	prononco
level	lenso	obiektyw	a lens	grupo	alternativoj	prononco
level	generacio	generacja	a generation	grupo	alternativoj	prononco
level	falĉi	kosić, kosić, kosić	to mow, to cut, to scythe	grupo	alternativoj	prononco
level	efektive	faktycznie, faktycznie	actually, in fact	grupo	alternativoj	prononco
level	portisto	tragarz	a porter	grupo	alternativoj	prononco
level	dogano	odprawa celna	customs	grupo	alternativoj	prononco
level	raketo	flara, rakieta	a flare, a rocket	grupo	alternativoj	prononco
level	eksportisto	eksporter	an exporter	grupo	alternativoj	prononco
level	garaĝo	garaż (=aŭtejo)	a garage (=aŭtejo)	grupo	alternativoj	prononco
level	indiki	wskazać	to indicate	grupo	alternativoj	prononco
level	Bjalistoko	Białystok	Bialystok	grupo	alternativoj	prononco
level	importisto	importer	an importer	grupo	alternativoj	prononco
level	vipo	bicz	a whip	grupo	alternativoj	prononco
level	kanalo	kanał, kanał	a canal, a channel	grupo	alternativoj	prononco
level	raŭka	ochrypły, ochrypły, ochrypły	husky, hoarse, raucous	grupo	alternativoj	prononco
level	indekso	indeks	an index	grupo	alternativoj	prononco
level	feminismo	feminizm	feminism	grupo	alternativoj	prononco
level	atomo	atom	an atom	grupo	alternativoj	prononco
level	pilo	stos (elektryczny), ogniwo akumulatorowe	a pile (electric), a battery cell	grupo	alternativoj	prononco
level	abstrakta	abstrakcyjny	abstract	grupo	alternativoj	prononco
level	prelego	wykład, pogadanka	a lecture, a talk	grupo	alternativoj	prononco
level	medicino	medycyna	medicine	grupo	alternativoj	prononco
level	hepato	wątroba	a liver	grupo	alternativoj	prononco
level	marvirino	Syrena	a mermaid	grupo	alternativoj	prononco
level	demenculo	pacjent z demencją	a dementia patient	grupo	alternativoj	prononco
level	finalo	finał, play-off, finał	a final, a play-off, a finale	grupo	alternativoj	prononco
level	ŝatokupo	hobby (=hobio)	a hobby (=hobio)	grupo	alternativoj	prononco
level	diplomato	dyplomata	a diplomat	grupo	alternativoj	prononco
level	eskimo	Eskimos	Eskimo	grupo	alternativoj	prononco
level	tinti	dzwonić, dzwonić	to tinkle, to jingle	grupo	alternativoj	prononco
level	Everesto	Everestu	Everest	grupo	alternativoj	prononco
level	abrupte	nagle	abruptly	grupo	alternativoj	prononco
level	intima	intymny, przytulny	intimate, cose	grupo	alternativoj	prononco
level	figo	figa	a fig	grupo	alternativoj	prononco
level	egale	jednakowo, podobnie	equally, alike	grupo	alternativoj	prononco
level	fosilio	skamielina	a fossil	grupo	alternativoj	prononco
level	moralo	moralność	morals	grupo	alternativoj	prononco
level	barbiro	fryzjer strzyżący brodę	a barber	grupo	alternativoj	prononco
level	bapti	ochrzcić	to baptize	grupo	alternativoj	prononco
level	regalo	uczta	a treat	grupo	alternativoj	prononco
level	hispano	Hiszpan	a Spanish person	grupo	alternativoj	prononco
level	trikoto	dzianina, dzianina	a knit fabric, knitwear	grupo	alternativoj	prononco
level	antaŭnomo	imię	a first name	grupo	alternativoj	prononco
level	plumnomo	pseudonim	a pen name	grupo	alternativoj	prononco
level	heredaĵo	dziedzictwo, dziedzictwo	a heritage, inheritance	grupo	alternativoj	prononco
level	ĉifi	marszczyć się, marszczyć się, marszczyć się	to crumple, to wrincle, to crinkle	grupo	alternativoj	prononco
level	indiano	Hindus	an Indian	grupo	alternativoj	prononco
level	tosto	toast (mowa o napoju)	a toast (speech of drink)	grupo	alternativoj	prononco
level	strebi	dążyć do	to strive for	grupo	alternativoj	prononco
level	deci	wypadać, pasować, być odpowiednim	to befet, to be fitting, to be appropriate	grupo	alternativoj	prononco
level	burĝono	pączek, pączek	a bud, a burgeon	grupo	alternativoj	prononco
level	klifo	Klif	a cliff	grupo	alternativoj	prononco
level	klimatizilo	klimatyzator	a air conditioner	grupo	alternativoj	prononco
level	konstitucio	konstytucja	constitution	grupo	alternativoj	prononco
level	kerno	rdzeń, jądro	a core, a kernel	grupo	alternativoj	prononco
level	feo	wróżka, wróżka, duch	a fairy, a fay, a spirit	grupo	alternativoj	prononco
level	idealismo	idealizm	idealism	grupo	alternativoj	prononco
level	paŝo	krok, tempo	a step, a pace	grupo	alternativoj	prononco
level	varti	opiekować się, pielęgnować	to look after, to nurse	grupo	alternativoj	prononco
level	kandidato	kandydat, wnioskodawca	a candidate, an applicant	grupo	alternativoj	prononco
level	pasinta	minął, ostatni, minął	passed, last, past	grupo	alternativoj	prononco
level	rezulto	wynik	a result	grupo	alternativoj	prononco
level	gondolo	gondola	a gondola	grupo	alternativoj	prononco
level	bis	Ponownie! Bis! jeszcze raz!	again! encore! one more time!	grupo	alternativoj	prononco
level	komercisto	kupiec, handlarz	a merchant, a trader	grupo	alternativoj	prononco
level	aloo	aloes	an aloe	grupo	alternativoj	prononco
level	prosperi	prosperować, odnieść sukces	to prosper, to be successful	grupo	alternativoj	prononco
level	ekonomia	gospodarczy	economic	grupo	alternativoj	prononco
level	relativa	względny	relative	grupo	alternativoj	prononco
level	baleno	wieloryb	a whale	grupo	alternativoj	prononco
level	klasika	klasyczny, klasyczny	classical, classic	grupo	alternativoj	prononco
level	necesi	być koniecznym, zachowywać się	to be necessary, to behove	grupo	alternativoj	prononco
level	konsentite!	zgodziwszy się! umowa!	having agreed! deal!	grupo	alternativoj	prononco
level	susuri	szeleścić, szeleścić, szeleścić	to rustle, to swish, to sough	grupo	alternativoj	prononco
level	iniciati	zainicjować	to initiate	grupo	alternativoj	prononco
level	muelilo	młyn, młynek	a mill, a grinder	grupo	alternativoj	prononco
level	matenmanĝo	śniadanie, śniadanie	breakfast, a breakfast	grupo	alternativoj	prononco
level	tragedio	tragedia	a tragedy	grupo	alternativoj	prononco
level	izoli	izolować, izolować, izolować	to isolate, to insulate, to seclude	grupo	alternativoj	prononco
level	matenmanĝi	zjeść śniadanie, zjeść śniadanie	to have breakfast, to eat breakfast	grupo	alternativoj	prononco
level	reĝimo	reżim	a regime	grupo	alternativoj	prononco
level	esperantisto	esperantysta	an Esperantist	grupo	alternativoj	prononco
level	vespermanĝi	zjeść obiad, zjeść obiad	to have dinner, to eat dinner	grupo	alternativoj	prononco
level	pramo	prom, ponton	a ferry, a pontoon	grupo	alternativoj	prononco
level	monumento	pomnik	a monument	grupo	alternativoj	prononco
level	interkona vespero	wieczór wprowadzający	an introductory evening	grupo	alternativoj	prononco
level	batato	słodki ziemniak	a sweet potato	grupo	alternativoj	prononco
level	humana	humanitarny, humanitarny	humane, humanitarian	grupo	alternativoj	prononco
level	ekspluati	wykorzystywać, wykorzystywać, czerpać nieuczciwą korzyść	to exploit, to utilize, to take unfair advantage of	grupo	alternativoj	prononco
level	sufero	cierpienie, cierpienie	suffering, a suffer	grupo	alternativoj	prononco
level	solena	uroczysty, uroczysty	solemn, ceremonious	grupo	alternativoj	prononco
level	Roterdamo	Rotterdam	Rotterdam	grupo	alternativoj	prononco
level	racio	rozum, racjonalność, logiczne rozumowanie	reason, rationality, logical reasoning	grupo	alternativoj	prononco
level	dokumento	dokument	a document	grupo	alternativoj	prononco
level	salikoko	krewetka	a shrimp	grupo	alternativoj	prononco
level	trejni	trenować, trenować	to train, to coach	grupo	alternativoj	prononco
level	tagmeze	w południe	at noon	grupo	alternativoj	prononco
level	sinbano	kąpiel, pływanie	bathing, swimming	grupo	alternativoj	prononco
level	skajpo	Skype'a	Skype	grupo	alternativoj	prononco
level	maso	masa, bryła	mass, lump	grupo	alternativoj	prononco
level	dando	dandys, fashionista	a dandy, a fashionista	grupo	alternativoj	prononco
level	labortago	dzień roboczy	a working day	grupo	alternativoj	prononco
level	Argentino	Argentyna	Argentina	grupo	alternativoj	prononco
level	paralelo	paralela	a parallel	grupo	alternativoj	prononco
level	aeroplano	samolot, samolot	an airplane, an aeroplane	grupo	alternativoj	prononco
level	pipro	pieprz, czarny pieprz	a pepper, a black pepper	grupo	alternativoj	prononco
level	surtuto	Płaszcz	an overcoat	grupo	alternativoj	prononco
level	somera solstico	przesilenie letnie	summer solstice	grupo	alternativoj	prononco
level	rendevuo	spotkanie, spotkanie, randka	an appointment, a rendezvous, a date	grupo	alternativoj	prononco
level	vintra solstico	przesilenie zimowe	winter solstice	grupo	alternativoj	prononco
level	papo	Papież	Pope	grupo	alternativoj	prononco
level	ferioj	wakacje, wakacje	holidays, vacation	grupo	alternativoj	prononco
level	tufo	kępka	a tuft	grupo	alternativoj	prononco
level	ĉerizfloro	kwiat wiśni	a cherry blossom	grupo	alternativoj	prononco
level	pirato	pirat	a pirate	grupo	alternativoj	prononco
level	tendenco	tendencja, tendencja	a tendency, a trend	grupo	alternativoj	prononco
level	someraj ferioj	wakacje	summer holidays	grupo	alternativoj	prononco
level	Mediteraneo	śródziemnomorski	Mediterranean	grupo	alternativoj	prononco
level	pensiono	pensjonat, pensjonat	a guest house, a boarding house	grupo	alternativoj	prononco
level	vintraj ferioj	ferie	winter holidays	grupo	alternativoj	prononco
level	kahelo	płytka	a tile	grupo	alternativoj	prononco
level	harmonio	harmonia, zgoda	an harmony, an accord	grupo	alternativoj	prononco
level	kompetenta	kompetentny, zdolny	competent, capable	grupo	alternativoj	prononco
level	demokratio	demokracja	a democracy	grupo	alternativoj	prononco
level	paradizo	raj, niebo	a paradise, Heaven	grupo	alternativoj	prononco
level	albano	Albańczyk	an Albanian	grupo	alternativoj	prononco
level	akcesoro	akcesorium	an accessary	grupo	alternativoj	prononco
level	kupono	kupon, subskrypcja	a coupon, a sub	grupo	alternativoj	prononco
level	stano	cyna (metal)	tin (metal)	grupo	alternativoj	prononco
level	murpentraĵo	mural (malarstwo), malowidło ścienne	a mural (painting), a wall painting	grupo	alternativoj	prononco
level	Nederlando	Holandia	Netherlands	grupo	alternativoj	prononco
level	nederlanda	Holenderski	Dutch	grupo	alternativoj	prononco
level	nederlandano	Holender	a Dutch	grupo	alternativoj	prononco
level	Norvegio	Norwegia	Norway	grupo	alternativoj	prononco
level	Danio	Dania	Denmark	grupo	alternativoj	prononco
level	modifi	modyfikować	to modify	grupo	alternativoj	prononco
level	apogmuro	ściana nośna	a supporting wall	grupo	alternativoj	prononco
level	Barcelono	Barcelona	Barcelona	grupo	alternativoj	prononco
level	kompanio	firma	a company	grupo	alternativoj	prononco
level	eŭro	euro	euro	grupo	alternativoj	prononco
level	persisti	trwać, trwać	to persist, to abide	grupo	alternativoj	prononco
level	pantoflo	pantofelek	a slipper	grupo	alternativoj	prononco
level	balkanoj	Bałkańy	Balkans	grupo	alternativoj	prononco
level	italo	włoski	an Italian	grupo	alternativoj	prononco
level	Bulgario	Bułgaria	Bulgaria	grupo	alternativoj	prononco
level	korekti	poprawić	to correct	grupo	alternativoj	prononco
level	Brazilio	Brazylia	Brasilia	grupo	alternativoj	prononco
level	maksimumo	maksymalny	maximum	grupo	alternativoj	prononco
level	lupeo (grandiga vitro)	szkło powiększające (szkło powiększające)	a magnifying glass (magnifying glass)	grupo	alternativoj	prononco
level	gento	grupa etniczna, krewny, rodzina, rasa, ludzie	an ethnic group, kin, family, a race, people	grupo	alternativoj	prononco
level	sunvitroj	okulary słoneczne	sunglasses	grupo	alternativoj	prononco
level	Svedio	Szwecja	Sweden	grupo	alternativoj	prononco
level	kartono	karton	a cardboard	grupo	alternativoj	prononco
level	damo	dama	a lady	grupo	alternativoj	prononco
level	struto	Struś	an ostrich	grupo	alternativoj	prononco
level	haringo	śledź	a herring	grupo	alternativoj	prononco
level	materio	miernik, sprawa	a meterial, a matter	grupo	alternativoj	prononco
level	girlando	girlanda, wieniec	a garland, a wreath	grupo	alternativoj	prononco
level	Irlando	Irlandia	Ireland	grupo	alternativoj	prononco
level	sunbaniĝi	opalać się, opalać się	to sunbathe, to suntane	grupo	alternativoj	prononco
level	kulto	kult (kultu religijnego)	a cult (of religious worship)	grupo	alternativoj	prononco
level	sunombrelo	parasol	a parasol	grupo	alternativoj	prononco
level	suna sistemo	układ słoneczny	a solar system	grupo	alternativoj	prononco
level	heĝo	żywopłot	a hedge	grupo	alternativoj	prononco
level	adori	adorować, czcić	to adore, to worship	grupo	alternativoj	prononco
level	pluvombrelo	parasol przeciwdeszczowy	a rain umbrella	grupo	alternativoj	prononco
level	fazeolo	fasola, fasola szparagowa, fasola wielokwiatowa	a bean, a haricot bean, a runner bean	grupo	alternativoj	prononco
