B.ro content.tsv
Level	Esperanto	ro	en-us	Grupo	Alternativoj	Pronoco
level	ĝi daŭros horon	va dura o oră	it will last an hour	grupo	alternativoj	prononco
level	kaj je la dek dua eblos manĝi	iar la doisprezece se va putea mânca	and at twelve it will be possible to eat	grupo	alternativoj	prononco
level	bele mi antaŭĝojas	frumos il astept cu nerabdare	beautifully I'm looking forward to it	grupo	alternativoj	prononco
level	diru, kio okazas dum la malfermo?	spune-mi, ce se întâmplă în timpul vernisajului?	tell me, what happens during the opening?	grupo	alternativoj	prononco
level	ĉu ĝi estas vizitinda entute?	merita deloc vizitat?	is it worth visiting at all?	grupo	alternativoj	prononco
level	laŭ mi jes	dupa parerea mea da	in my opinion yes	grupo	alternativoj	prononco
level	kutime ĝi ne estas tre vigla	de obicei nu este foarte vioi	usually it is not very lively	grupo	alternativoj	prononco
level	sed por vi, kiel "novulo"	dar pentru tine ca „începător”	but for you as a 'rookie'	grupo	alternativoj	prononco
level	povus esti interese ĉeesti ĝin	ar putea fi interesant să participi la el	it might be interesting to attend it	grupo	alternativoj	prononco
level	mi supozas ke ~	Bănuiesc că ~	I guess that ~	grupo	alternativoj	prononco
level	la prezidanto de TEJO diros kelkajn vortojn	președintele TEJO va spune câteva cuvinte	the president of TEJO will say a few words	grupo	alternativoj	prononco
level	la temon de la kongreso	tema congresului	the theme of the congress	grupo	alternativoj	prononco
level	ŝajnas, verŝajne	se pare, probabil	it seems, probably	grupo	alternativoj	prononco
level	iu de LKK verŝajne prezentos la temon de la kongreso	probabil că cineva de la LKK va prezenta tema congresului	someone from LKK will probably present the topic of the congress	grupo	alternativoj	prononco
level	ĉiu IJK havas sian temon	fiecare IJK are tema sa	each IJK has its theme	grupo	alternativoj	prononco
level	mi esperas ke estos iom da muziko ankaŭ	Sper să fie și ceva muzică	I hope there will be some music as well	grupo	alternativoj	prononco
level	bone, kie ĝi okazos?	pai unde va avea loc?	well, where will it take place?	grupo	alternativoj	prononco
level	en la granda prelegejo	în sala mare de curs	in the great lecture hall	grupo	alternativoj	prononco
level	kiel trovi tiun?	cum sa gasesc asta?	how to find that?	grupo	alternativoj	prononco
level	kiam vi eliras tiun ĉi ejon	când pleci din acest loc	when you leave this place	grupo	alternativoj	prononco
level	iru dekstren ĝis la fino de la konstruaĵo	du-te chiar până la capătul clădirii	go right to the end of the building	grupo	alternativoj	prononco
level	dum eble 100 metroj	pentru poate 100 de metri	for maybe 100 meters	grupo	alternativoj	prononco
level	dekstren denove, rekten dum eble 100 metroj	dreapta din nou, drept pe 100 de metri	right again, straight for maybe 100 meters	grupo	alternativoj	prononco
level	kaj estas flava domo	și există o casă galbenă	and there is a yellow house	grupo	alternativoj	prononco
level	je la maldekstra flanko de la vojo	pe partea stângă a drumului	on the left side of the road	grupo	alternativoj	prononco
level	ŝildoj pri ĉiuj ejoj de IJK	semne despre toate site-urile IJK	signs about all IJK sites	grupo	alternativoj	prononco
level	en ĝi, vi trovos ŝildojn pri ĉiuj ejoj de IJK	în el, veți găsi semne despre toate site-urile IJK	in it, you will find signs about all IJK sites	grupo	alternativoj	prononco
level	mi sendos mesaĝon per poŝtelefono	Voi trimite un mesaj pe telefonul mobil	I will send a message by mobile phone	grupo	alternativoj	prononco
level	se mi ne trovos	dacă nu-l găsesc	if I don't find it	grupo	alternativoj	prononco
level	ha, bona ideo, ĝis tie!	oh, bună idee, ne vedem acolo sus!	oh, good idea, see you up there!	grupo	alternativoj	prononco
level	en la prelegejo	în sala de curs	in the lecture hall	grupo	alternativoj	prononco
level	gardanĝeloj? ĉu vi ŝercas?	îngeri păzitori? glumești?	guardian angels? are you kidding?	grupo	alternativoj	prononco
level	prezidanto de TEJO	preşedintele TEJO	president of TEJO	grupo	alternativoj	prononco
level	fine mi deziras al vi ĉiuj amuzan semajnon	în sfârșit, vă doresc tuturor o săptămână distractivă	finally I wish you all a fun week	grupo	alternativoj	prononco
level	laŭ la lastaj informoj	conform ultimelor informații	according to the latest information	grupo	alternativoj	prononco
level	ni estas 423 ĉi tie de 38 landoj	suntem aici 423 din 38 de țări	we are 423 here from 38 countries	grupo	alternativoj	prononco
level	mi deziras fruktodonan kaj amuzegan IJK-semajnon	Vă doresc o săptămână IJK fructuoasă și distractivă	I wish you a fruitful and great fun IJK week	grupo	alternativoj	prononco
level	koran bonvenon nome de la TEJO-estraro	o primire călduroasă din partea consiliului TEJO	a warm welcome, on behalf of the TEJO board	grupo	alternativoj	prononco
level	post granda aplaŭdo	după o mare tură de aplauze	after a big round of applause	grupo	alternativoj	prononco
level	ĉu vi sukcesis resti veka?	ai reusit sa stai treaz?	did you manage to stay awake?	grupo	alternativoj	prononco
level	jes, ĉefe pro mia malsato	da, mai ales din cauza foamei mele	yes, mainly because of my hunger	grupo	alternativoj	prononco
level	ne, mi ŝercas, estis interese aŭdi	nu glumesc. a fost interesant de auzit	no, I'm kidding. it was interesting to hear	grupo	alternativoj	prononco
level	estis interese aŭdi iom pri la agado	a fost interesant să aud puțin despre activitate	was interesting to hear a little about the activity	grupo	alternativoj	prononco
level	aŭdi pri la agado kaj strukturo de la movado	pentru a auzi despre activitatea și structura mișcării	to hear about the activity and structure of the movement	grupo	alternativoj	prononco
level	TEJO-kunsido interesos vin	o sesiune TEJO te va interesa	a TEJO session will interest you	grupo	alternativoj	prononco
level	eble iu el la TEJO-kunsidoj povas interesi vin	poate că unele dintre sesiunile TEJO pot fi interesante pentru tine	maybe some of the TEJO sessions may be interesting to you	grupo	alternativoj	prononco
level	jes eble	da poate	yes maybe	grupo	alternativoj	prononco
level	mi provos	Voi încerca	I will try	grupo	alternativoj	prononco
level	provos ĉeesti	va încerca să participe	will try to attend	grupo	alternativoj	prononco
level	mi provos ĉeesti	Voi încerca să particip	I will try to attend	grupo	alternativoj	prononco
level	ĉeesti unu	a participa la unul	to attend one	grupo	alternativoj	prononco
level	ĉeesti por vidi	mergi sa vezi	attend to see	grupo	alternativoj	prononco
level	iun tagon	într-o zi (într-o zi)	one day (someday)	grupo	alternativoj	prononco
level	mi provos iun tagon	O sa incerc intr-o zi	I will try one day	grupo	alternativoj	prononco
level	iun tagon ĉeesti	o zi pentru a participa	one day to attend	grupo	alternativoj	prononco
level	ĉeesti iun tagon por vidi	participă într-o zi să vezi	attend someday to see	grupo	alternativoj	prononco
level	mi provos iun tagon ĉeesti unu por vidi	O sa incerc intr-o zi sa merg la una sa vad	I will try one day to attend one to see	grupo	alternativoj	prononco
level	kio estas tio?	ce este asta?	what is that?	grupo	alternativoj	prononco
level	kio estas tio pri ~	despre ce este vorba ~	what is that about ~	grupo	alternativoj	prononco
level	gard-anĝelo	un înger păzitor	a guard angel	grupo	alternativoj	prononco
level	tio pri "gardanĝelo"	asta despre „îngerul păzitor”	that about "guard angel"	grupo	alternativoj	prononco
level	sed kio estas	dar ce este	but what is	grupo	alternativoj	prononco
level	sed kio estas tio pri "gardanĝelo"?	dar ce este vorba despre un „înger păzitor”?	but what is that about a "guardian angel"?	grupo	alternativoj	prononco
level	ĉu ŝerco?	o glumă?	a joke?	grupo	alternativoj	prononco
level	ĉu malbona ŝerco?	o gluma proasta?	a bad joke?	grupo	alternativoj	prononco
level	malbona ŝerco	gluma proasta	bad joke	grupo	alternativoj	prononco
level	iu ŝerco	vreo glumă	some joke	grupo	alternativoj	prononco
level	iu malbona ŝerco	vreo glumă proastă	some bad joke	grupo	alternativoj	prononco
level	ĉu iu malbona ŝerco?	(este) o glumă proastă?	(is that) some bad joke?	grupo	alternativoj	prononco
level	mi ŝercas	Glumesc	I'm joking	grupo	alternativoj	prononco
level	ne, mi ŝercas	nu glumesc	no, I'm kidding	grupo	alternativoj	prononco
level	estis interese aŭdi	a fost interesant de auzit	it was interesting to hear	grupo	alternativoj	prononco
level	kiel kontakti ~	cum să contactați ~	how to contact ~	grupo	alternativoj	prononco
level	kaj kiel kontakti tiujn anĝelojn?	și cum să contactezi acei îngeri?	and how to contact those angels?	grupo	alternativoj	prononco
level	per iu IJK-preĝo eble	cu ceva rugăciune IJK poate	with some IJK prayer maybe	grupo	alternativoj	prononco
level	provu! se ne funkcias vi povas iri al ~	incearca-l! daca nu merge poti sa mergi la ~	try it! if it doesn't work you can go to ~	grupo	alternativoj	prononco
level	vi povas iri al la ĉambro "La ĉielo" post la tagmanĝo	poți merge în camera „Cerul” după prânz	you can go to the room "The sky" after lunch	grupo	alternativoj	prononco
level	bonege, unue manĝo, poste ĉielen	grozav, prima mâncare, apoi raiul	great, first food, then heaven	grupo	alternativoj	prononco
level	unue manĝo, poste ĉielen al la anĝelinoj	mai întâi mâncare, apoi pe cer către îngeri	first food, then in the sky to the angels	grupo	alternativoj	prononco
level	maltro da manĝo	#REF!	#REF!	grupo	alternativoj	prononco
level	post iom maltro da manĝo	dupa putina mancare	after a little less food	grupo	alternativoj	prononco
level	Kabe iras al la ĉambro "La ĉielo"	Kabe merge în camera „cerul”	Kabe goes to the room "the sky"	grupo	alternativoj	prononco
level	saluton. ĉu estas via unua IJK?	salut, este primul tău IJK?	hello, is it your first IJK?	grupo	alternativoj	prononco
level	bone. mi tre ĝojas. mi estas Jesi	Bine. Ma bucur. Eu sunt Jesi	ok. I am very glad. I'm Jesi	grupo	alternativoj	prononco
level	kaj tiu ĉi estas jam mia sesa IJK	și acesta este deja al șaselea meu IJK	and this is already my sixth IJK	grupo	alternativoj	prononco
level	jen estas papero kun kelkaj demandoj	iată o lucrare cu câteva întrebări	here is a paper with some questions	grupo	alternativoj	prononco
level	papero kun demandoj kaj taskoj	hârtie cu întrebări și sarcini	paper with questions and tasks	grupo	alternativoj	prononco
level	kelkaj demandoj kaj taskoj rilate al la kongreso	câteva întrebări și sarcini legate de congres	some questions and tasks related to the congress	grupo	alternativoj	prononco
level	vi provu solvi ilin	incerci sa le rezolvi	you try to solve them	grupo	alternativoj	prononco
level	mi proponas ke vi provu solvi ilin	Vă sugerez să încercați să le rezolvați	I suggest you try to solve them	grupo	alternativoj	prononco
level	kun Ana de Pollando, Boris de Germanio kaj Nacuko de Japanio	cu Ana din Polonia, Boris din Germania și Natsuko din Japonia	with Ana from Poland, Boris from Germany and Natsuko from Japan	grupo	alternativoj	prononco
level	nur voku min se vi bezonos helpon	doar sună-mă dacă ai nevoie de ajutor	just call me if you need help	grupo	alternativoj	prononco
level	poste en la libroservo	mai târziu în serviciul de carte	later in the book service	grupo	alternativoj	prononco
level	kiel do estis en la ĉielo?	deci cum a fost in rai?	so how was it in heaven?	grupo	alternativoj	prononco
level	mi fakte renkontis veran anĝelinon!	De fapt, am întâlnit un înger adevărat!	I actually met a real angel!	grupo	alternativoj	prononco
level	ĉielece, mi pensas ke mi fakte renkontis veran anĝelinon!	ceresc, cred că de fapt am întâlnit un înger adevărat!	heavenly, I think I actually met a real angel!	grupo	alternativoj	prononco
level	mirinde bela kaj afabla ŝi estis	era uimitor de frumoasă și de bună	she was amazingly beautiful and kind	grupo	alternativoj	prononco
level	ho, Dio mia! kaj kio estas ŝia nomo?	oh, Doamne! si cum o cheama?	oh my god! and what is her name?	grupo	alternativoj	prononco
level	aj, mi jam forgesis!	oh, deja am uitat!	oh, I already forgot!	grupo	alternativoj	prononco
level	pli kaj pli ebriiĝas	se imbata tot mai multi	more and more gets drunk	grupo	alternativoj	prononco
level	en la trinkejo, Kabe pli kaj pli ebriiĝas	in bar, Kabe se imbata din ce in ce mai mult	in the bar, Kabe gets more and more drunk	grupo	alternativoj	prononco
level	ĉu ankaŭ la trinkejestro?	este si barmanul?	is the bartender too?	grupo	alternativoj	prononco
level	unu bieron mi petas	O bere, vă rog	one beer please	grupo	alternativoj	prononco
level	ĝi kostas 1 eŭron	costa 1 euro	it costs 1 euro	grupo	alternativoj	prononco
level	ĉu vi ŝatus ankaŭ ion alian?	ai vrea si tu altceva?	would you like something else too?	grupo	alternativoj	prononco
level	ne dankon, biero sufiĉas por mi	nu, mulțumesc, berea este suficientă pentru mine	no thanks, beer is enough for me	grupo	alternativoj	prononco
level	ĉu vere? kio pri vodko, labambo kaj inoj?	într-adevăr? ce zici de vodca, labamba si femele?	really? what about vodka, labamba and females?	grupo	alternativoj	prononco
level	nu, kial ne	Păi de ce nu	well, why not	grupo	alternativoj	prononco
level	laŭdire ĝi estas amuza	se spune că este distractiv	it is said to be fun	grupo	alternativoj	prononco
level	mi ankoraŭ ne dancis labambon, sed laŭdire ĝi estas amuza	Nu am dansat încă labamba, dar mi s-a spus că este distractiv	I haven't danced the labamba yet, but I'm told it's fun	grupo	alternativoj	prononco
level	dum la kantaĵo "La Bamba" homoj dancas	în timpul cântecului „La Bamba” dansează oamenii	during the song "La Bamba" people dance	grupo	alternativoj	prononco
level	homoj dancas en granda rondo	oamenii dansează într-un cerc mare	people dance in a big circle	grupo	alternativoj	prononco
level	kaj ene de tiu rondo dancas aliaj homoj	iar în acel cerc dansează alți oameni	and within that circle other people dance	grupo	alternativoj	prononco
level	funkcias tiel ke ~	funcționează astfel încât ~	works so that ~	grupo	alternativoj	prononco
level	funkcias tiel ke homoj dancas en granda rondo	lucrează astfel încât oamenii să danseze într-un cerc mare	works so that people dance in a big circle	grupo	alternativoj	prononco
level	dancas en granda rondo kaj ene de tiu rondo	dansează într-un cerc mare și în cadrul acelui cerc	dances in a big circle and within that circle	grupo	alternativoj	prononco
level	homoj dancas kaj dancas aliaj homoj	oamenii dansează și alții dansează	people dance and other people dance	grupo	alternativoj	prononco
level	tiuj dancantaj ene de la rondo	cei care dansează în cerc	those who dance within the circle	grupo	alternativoj	prononco
level	tiuj dancantoj elektas dancanton de la rondo	cei care dansează aleg un dansator din cerc	those who dance choose a dancer from the circle	grupo	alternativoj	prononco
level	elektas dancanton kaj kisas ŝin aŭ lin	alege un dansator și îl sărută pe ea	chooses a dancer and kisses her or him	grupo	alternativoj	prononco
level	kisas ŝin aŭ lin tri-foje sur la vangoj	îl sărută de trei ori pe obraji	kisses her or him three times on the cheeks	grupo	alternativoj	prononco
level	elektas dancanton kaj kisas sur la vangoj	alege un dansator și sărută pe obraji	chooses a dancer and kisses on the cheeks	grupo	alternativoj	prononco
level	elektas dancanton de la rondo kaj kisas	alege un dansator din cerc și sărută	chooses a dancer from the circle and kisses	grupo	alternativoj	prononco
level	poste ili ŝanĝas lokon	apoi își schimbă locul	then they change places	grupo	alternativoj	prononco
level	kisas, kisanto, kisito, kisonto, kisoto	săruturi, o persoană care sărută, o persoană sărutată, o persoană care se va săruta, o persoană care va fi sărutată	kisses, a kissing person, a kissed person, a person who will kiss, a person who will be kissed	grupo	alternativoj	prononco
level	kaj la kisito iĝas kisonto	iar cel sărutat devine o persoană care se va săruta	and the kissed becomes a person who will kiss	grupo	alternativoj	prononco
level	tiuj dancantoj elektas kaj poste ili ŝanĝas lokon	acei dansatori aleg si apoi isi schimba locul	those dancers choose and then they change places	grupo	alternativoj	prononco
level	la kisinto nun estas kisoto	persoana care a sărutat este acum o persoană care va fi sărutată	the person who kissed is now a person who will be kissed	grupo	alternativoj	prononco
level	tre facile, ĉu ne?	foarte usor, nu?	very easy, right?	grupo	alternativoj	prononco
level	nu, mi esperas ke estas ~	bine, sper că este ~	well, I hope it is ~	grupo	alternativoj	prononco
level	pli facile en la praktiko	mai usor in practica	more easily in practice	grupo	alternativoj	prononco
level	esperas ke estas pli facile	sper sa fie mai usor	hopes it's easier	grupo	alternativoj	prononco
level	estas pli facile en la praktiko	este mai ușor în practică	it's easier in practice	grupo	alternativoj	prononco
level	mi provos iam	O sa incerc candva	I will try sometime	grupo	alternativoj	prononco
level	sed unue la bieron!	dar mai întâi berea!	but first the beer!	grupo	alternativoj	prononco
level	mi provos iam, sed unue la bieron!	O sa incerc intr-o zi, dar mai intai berea!	I'll try one day, but first the beer!	grupo	alternativoj	prononco
level	saĝa knabo	un baiat destept	a smart boy	grupo	alternativoj	prononco
level	vi, kiu konas preskaŭ ĉiujn	tu care îi cunoști aproape pe toată lumea	you who know almost everyone	grupo	alternativoj	prononco
level	konas preskaŭ ĉiujn ĉi tie	cunoaste aproape toata lumea de aici	knows almost everyone here	grupo	alternativoj	prononco
level	ĉu vi scias kiu estas la knabino	stii cine este fata?	do you know who the girl is?	grupo	alternativoj	prononco
level	la knabino kiu kunordigis	fata care a coordonat	the girl who coordinated	grupo	alternativoj	prononco
level	la knabino kiu kunordigis la ’gardanĝelojn’	fata care a coordonat „îngerii păzitori”	the girl who coordinated the 'guardian angels'	grupo	alternativoj	prononco
level	vi verŝajne pensas pri Jesi	probabil te gandesti la Jesi	you are probably thinking of Jesi	grupo	alternativoj	prononco
level	jes, ĝuste!	da, așa e!	yes, that's right!	grupo	alternativoj	prononco
level	mi memoras ke mi aŭdis	Îmi amintesc că am auzit	I remember that I heard	grupo	alternativoj	prononco
level	nun mi memoras ke ~	acum îmi amintesc că ~	now I remember that ~	grupo	alternativoj	prononco
level	memoras ke mi aŭdis ŝian nomon	amintește-ți că i-am auzit numele	remember that I heard her name	grupo	alternativoj	prononco
level	laŭ mi	în opinia mea	in my opinion	grupo	alternativoj	prononco
level	ŝi estas stranga persono	este o persoană ciudată	she is a strange person	grupo	alternativoj	prononco
level	laŭ mi ŝi estas stranga persono	dupa parerea mea este o persoana ciudata	in my opinion she is a strange person	grupo	alternativoj	prononco
level	tute ne trinkas bieron	nu bea deloc bere	doesn't drink beer at all	grupo	alternativoj	prononco
level	kaj ne manĝas viandon	și nu mănâncă carne	and does not eat meat	grupo	alternativoj	prononco
level	ŝajnas ke ~	se pare că ~	it seems that ~	grupo	alternativoj	prononco
level	ŝia sola intereso estas ~	singurul ei interes este ~	her only interest is ~	grupo	alternativoj	prononco
level	sola intereso estas Esperanto-agado	singurul interes este activitatea Esperanto	only interest is Esperanto activity	grupo	alternativoj	prononco
level	ŝajnas ke ŝia sola intereso estas Esperanto	se pare că singurul ei interes este Esperanto	it seems that her only interest is Esperanto	grupo	alternativoj	prononco
level	sed ŝi estas tre bela	dar e foarte frumoasa	but she is very beautiful	grupo	alternativoj	prononco
level	estas tre bela kaj afabla	este foarte frumos si amabil	is very beautiful and kind	grupo	alternativoj	prononco
level	tre bela kaj afabla laŭ mi	foarte dragut si amabil dupa parerea mea	very nice and kind in my opinion	grupo	alternativoj	prononco
level	eble vi pravas	poate ai dreptate	maybe you are right	grupo	alternativoj	prononco
level	eble vi pravas pri tio	poate ai dreptate in privinta asta	maybe you are right about that	grupo	alternativoj	prononco
level	preskaŭ neniam estas en la trinkejo	este aproape niciodată în bar	is almost never in the bar	grupo	alternativoj	prononco
level	ŝi preskaŭ neniam estas ~	ea nu este aproape niciodată ~	she is almost never ~	grupo	alternativoj	prononco
level	ne renkontas ŝin ofte	nu o întâlni des	don't meet her often	grupo	alternativoj	prononco
level	mi ne renkontas ofte	Nu mă întâlnesc des	I don't meet often	grupo	alternativoj	prononco
level	kaj do mi ne renkontas ŝin ofte	și deci nu mă întâlnesc cu ea des	and so I don't meet her often	grupo	alternativoj	prononco
level	fajfas pri tiaj homoj	fluieră despre astfel de oameni	whistles about such people	grupo	alternativoj	prononco
level	fakte, mi tute fajfas	de fapt, fluier total	in fact, I'm totally whistling	grupo	alternativoj	prononco
level	mi komprenas ~	înțeleg ~	I understand ~	grupo	alternativoj	prononco
level	tiel parolas vera trinkejestro	așa vorbește un barman adevărat	that's how a real bartender talks	grupo	alternativoj	prononco
level	prave. je via sano!	pe bună dreptate, deci pentru sănătatea ta!	rightly, so to your health!	grupo	alternativoj	prononco
level	je via sano! ho, bonega biero	pentru sănătatea ta! o bere grozavă	to your health! oh, great beer	grupo	alternativoj	prononco
level	kompreneble. estis ja mi kiu elektis ĝin	desigur, eu am fost cel care l-a ales	of course, I was the one who chose it	grupo	alternativoj	prononco
level	ĉu vi havas ideon?	ai vreo idee?	do you have any idea?	grupo	alternativoj	prononco
level	kie eblus trovi tiun strangan knabinon?	unde ar fi posibil să găsesc fata aceea ciudată?	where would it be possible to find that strange girl?	grupo	alternativoj	prononco
level	trovi tiun strangan sed tre belan knabinon	să găsesc fata aceea ciudată, dar foarte frumoasă	to find that strange but very beautiful girl	grupo	alternativoj	prononco
level	ideo kie eblus trovi ~	idee unde ar putea fi găsit ~	idea where it could be found ~	grupo	alternativoj	prononco
level	havas ideon kie eblus trovi ~	are o idee unde ar fi posibil să găsească ~	has an idea where it would be possible to find ~	grupo	alternativoj	prononco
level	tutcerte en la Gufujo	cu siguranță în sala de ceai (Owlery)	definitely in the tea launge(Owlery)	grupo	alternativoj	prononco
level	tiaj homoj konstante sidas	astfel de oameni stau constant	such people are constantly sitting	grupo	alternativoj	prononco
level	konstante sidas tie teumante	stă în permanență acolo și bea ceai	is constantly sitting there drinking tea	grupo	alternativoj	prononco
level	kia teda vivo!	ce viata plictisitoare!	what a tedious life!	grupo	alternativoj	prononco
level	Gufujo, estas trankvila ejo	sala de ceai (Owlery), este un loc liniștit	the tea launge(Owlery), is a quiet place	grupo	alternativoj	prononco
level	trankvila ejo kie eblas trinki teon	un loc linistit unde poti bea ceai	a quiet place where you can drink tea	grupo	alternativoj	prononco
level	trinki teon, babili, aŭskulti trankvilan muzikon	bea ceai, discuta, asculta muzica linistita	drink tea, chat, listen to quiet music	grupo	alternativoj	prononco
level	aŭskulti trankvilan muzikon kaj simile	ascultând muzică liniștită și altele asemenea	listening to quiet music and the like	grupo	alternativoj	prononco
level	vi trovos ĝin fine de la koridoro	îl vei găsi la capătul coridorului	you will find it at the end of the corridor	grupo	alternativoj	prononco
level	fine de la koridoro ekster la trinkejo	la capătul coridorului din afara barului	at the end of the corridor outside the bar	grupo	alternativoj	prononco
level	vi ne povas porti vian bieron	nu-ți poți duce berea	you can't carry your beer	grupo	alternativoj	prononco
level	porti vian bieron tien	ia-ți berea acolo	take your beer there	grupo	alternativoj	prononco
level	sed vi ne povas porti vian bieron tien	dar nu-ți poți lua berea acolo	but you can't take your beer there	grupo	alternativoj	prononco
level	vere estas ujo de gufoj!	chiar este un loc pentru bufnițe!	it really is a place for owls!	grupo	alternativoj	prononco
level	al la dancejo unue	mai întâi la ringul de dans	to the dance floor first	grupo	alternativoj	prononco
level	eble mi iru unue	poate ar trebui să merg eu primul	maybe I should go first	grupo	alternativoj	prononco
level	mi iru al la dancejo unue	lasă-mă să merg mai întâi pe ringul de dans	let me go to the dance floor first	grupo	alternativoj	prononco
level	la venonta persono!	următoarea persoană!	next person!	grupo	alternativoj	prononco
level	kion vi volas kara?	ce vrei draga	what do you want dear	grupo	alternativoj	prononco
level	ĉu estas libera loko?	exista un loc liber?	is there a free place?	grupo	alternativoj	prononco
level	jes, certe	da sigur	yes, for sure	grupo	alternativoj	prononco
level	tre agrable ĉi tie	foarte frumos aici	very nice here	grupo	alternativoj	prononco
level	ĉi tie en la gufujo	aici în sala de ceai (bufărie)	here in the tea launge(owlery)	grupo	alternativoj	prononco
level	mi bezonas iom da trankvilo	Am nevoie de puțină liniște	I need some tranquility	grupo	alternativoj	prononco
level	post tre streĉa tago	după o zi foarte stresantă	after a very stressful day	grupo	alternativoj	prononco
level	trankvilo post streĉa tago	liniște după o zi stresantă	tranquility after a stressful day	grupo	alternativoj	prononco
level	la etoso en gufujo	atmosfera într-un sală de ceai (bufărie)	the atmosphere in a tea launge(owlery)	grupo	alternativoj	prononco
level	~ estas tre bona kontrasto	~ este un contrast foarte bun	~ is a very good contrast	grupo	alternativoj	prononco
level	kontrasto al la aliaj okazaĵoj	contrast cu celelalte evenimente	contrast to the other events	grupo	alternativoj	prononco
level	la aliaj okazaĵoj dum IJK	celelalte evenimente din timpul IJK	the other events during IJK	grupo	alternativoj	prononco
level	la etoso estas kontrasto al la aliaj okazaĵoj	atmosfera este un contrast cu celelalte evenimente	the atmosphere is a contrast to the other events	grupo	alternativoj	prononco
level	estas tre bona kontrasto, ĉu ne?	este un contrast foarte bun, nu?	it's a very good contrast, isn't it?	grupo	alternativoj	prononco
level	jes, mallaŭta muziko	da, muzica moale	yes, soft music	grupo	alternativoj	prononco
level	mallaŭta muziko, trankvila babilado	muzică moale, conversație liniștită	soft music, quiet conversation	grupo	alternativoj	prononco
level	trankvila babilado kaj iu interesa teo	discuție liniștită și niște ceai interesant	quiet chat and some interesting tea	grupo	alternativoj	prononco
level	perfekte por rehavi fortojn	perfect pentru recăpătarea forțelor	perfect for regaining strength	grupo	alternativoj	prononco
level	vi ŝajnas ege laca	pari extrem de obosit	you seem extremely tired	grupo	alternativoj	prononco
level	kion vi faris dum la tuta tago?	ce ai făcut toată ziua?	what did you do all day?	grupo	alternativoj	prononco
level	unue mi faris afiŝon	mai intai am facut o postare	first I made a post	grupo	alternativoj	prononco
level	afiŝo por la morgaŭaj ekskursoj	posteaza pentru excursiile de maine	post for tomorrow's excursions	grupo	alternativoj	prononco
level	mi faris afiŝon por ekskursoj	Am facut o postare pentru excursii	I made a post for excursions	grupo	alternativoj	prononco
level	cetere, ĉu vi iros?	apropo, mergi?	by the way, are you going?	grupo	alternativoj	prononco
level	iros al ekskurso	va merge într-o excursie	will go on an excursion	grupo	alternativoj	prononco
level	ĉu vi iros al iu ekskurso?	mergi in vreo excursie?	are you going on any excursion?	grupo	alternativoj	prononco
level	jes, al la granda akvofalo	da, la marea cascadă	yes, to the great waterfall	grupo	alternativoj	prononco
level	kaj poste al ekspozicio	si apoi la o expozitie	and then to an exhibition	grupo	alternativoj	prononco
level	ekspozicio pri moderna arto	o expoziție de artă modernă	an exhibition on modern art	grupo	alternativoj	prononco
level	al akvofalo kaj poste al ekspozicio	la o cascadă și apoi la o expoziție	to a waterfall and then to an exhibition	grupo	alternativoj	prononco
level	bona elekto	o alegere buna	a good choice	grupo	alternativoj	prononco
level	ankaŭ mi iros tien	O sa merg si eu acolo	I will go there too	grupo	alternativoj	prononco
level	ĉiukaze, mi gvidis diskutrondon	oricum, am condus un grup de discuții	anyway, I led a discussion group	grupo	alternativoj	prononco
level	pendigi afiŝojn	să atârne postere	to hang posters	grupo	alternativoj	prononco
level	post la pendigado de la ekskursafiŝoj	după agăţarea afişelor de excursie	after the hanging of the excursion posters	grupo	alternativoj	prononco
level	diskutrondo kun la titolo "feminismo"	grup de discuții cu titlul „feminism”	discussion group with the title "feminism"	grupo	alternativoj	prononco
level	gvidis diskuton kun la titolo "feminismo"	a condus o discuție cu titlul „feminism”	led a discussion with the title "feminism"	grupo	alternativoj	prononco
level	ĉu feminismo samas en diversaj landoj?	este feminismul la fel în diferite țări?	is feminism the same in different countries?	grupo	alternativoj	prononco
level	interesa kaj vigla diskuto	discuție interesantă și plină de viață	interesting and lively discussion	grupo	alternativoj	prononco
level	estis tre interesa kaj vigla	a fost foarte interesant și plin de viață	was very interesting and lively	grupo	alternativoj	prononco
level	dum la lastaj kvin horoj	în ultimele cinci ore	for the last five hours	grupo	alternativoj	prononco
level	mi estis en longa kunsido	Am fost într-o sesiune lungă	I was in a long session	grupo	alternativoj	prononco
level	dum lastaj horoj mi estis en komitatkunsido	în ultimele ore am fost într-o ședință de comitet	for the last few hours I have been in a committee meeting	grupo	alternativoj	prononco
level	en longa komitatkunsido	într-o şedinţă lungă de comitet	in a long committee meeting	grupo	alternativoj	prononco
level	vere estis tro longa	chiar a fost prea lung	it really was too long	grupo	alternativoj	prononco
level	la komitato finkunsidis	comitetul și-a încheiat ședința	the committee has concluded its meeting	grupo	alternativoj	prononco
level	sed nun la komitato finis kunsidon	dar acum comitetul a încheiat ședința	but now the committee has finished the meeting	grupo	alternativoj	prononco
level	vere estis longa, sed nun finiĝis	a fost foarte lung, dar acum s-a terminat	it was really long, but now it's over	grupo	alternativoj	prononco
level	ha, vi do estas komitatano?	Oh, deci ești membru al comitetului?	oh, so you're a committee member?	grupo	alternativoj	prononco
level	la estraro de TEJO	consiliul de conducere al TEJO	the board of TEJO	grupo	alternativoj	prononco
