C.uk content.tsv
Level	Esperanto	uk	en-us	Grupo	Alternativoj	Pronoco
level	profeto	пророк	a prophet	grupo	alternativoj	prononco
level	originalo	оригінал	an original	grupo	alternativoj	prononco
level	tragika	трагічний	tragic	grupo	alternativoj	prononco
level	Koreio	Корея	Korea	grupo	alternativoj	prononco
level	ne ~ sed ~	не ~ а ~	not ~ but ~	grupo	alternativoj	prononco
level	koree	корейською мовою	in Korean	grupo	alternativoj	prononco
level	korea	корейська	Korean	grupo	alternativoj	prononco
level	nek ~ nek ~	ні ~, ні ~	neither ~ nor ~	grupo	alternativoj	prononco
level	ateismo	атеїзм	atheism	grupo	alternativoj	prononco
level	ne nur ~ sed ankaŭ ~	не тільки ~, а й ~	not only ~ but also ~	grupo	alternativoj	prononco
level	koreo	кореєць	a Korean	grupo	alternativoj	prononco
level	Hungario	Угорщина	Hungary	grupo	alternativoj	prononco
level	piloto	пілот	a pilot	grupo	alternativoj	prononco
level	aŭ ~ aŭ ~	або ~ або ~	either ~ or ~	grupo	alternativoj	prononco
level	Hago	Гаага	The Hague	grupo	alternativoj	prononco
level	situo	сайт, місце розташування	a site, a location	grupo	alternativoj	prononco
level	por ke ~	так що ~	so that ~	grupo	alternativoj	prononco
level	interpreti	тлумачити	to interpret	grupo	alternativoj	prononco
level	kaŭzi	викликати, породжувати	to cause, to give rise to	grupo	alternativoj	prononco
level	centralizi	централізувати	to centralize	grupo	alternativoj	prononco
level	mastrumi	господарювати, тримати (будинок)	to manage, to keep (a house)	grupo	alternativoj	prononco
level	substanco	речовина, речовина	a substance, matter	grupo	alternativoj	prononco
level	pasporta servo	паспортний сервіс (Esperanto CouchSerfing)	a passport service (Esperanto CouchSerfing)	grupo	alternativoj	prononco
level	aŭstro	австрієць	an Austrian	grupo	alternativoj	prononco
level	Amazono	Amazon	Amazon	grupo	alternativoj	prononco
level	pioĉo	мотика, кирка	a mattock, a pickaxe	grupo	alternativoj	prononco
level	lenso	об'єктив	a lens	grupo	alternativoj	prononco
level	generacio	покоління	a generation	grupo	alternativoj	prononco
level	falĉi	косити, косити, косити	to mow, to cut, to scythe	grupo	alternativoj	prononco
level	efektive	насправді, насправді	actually, in fact	grupo	alternativoj	prononco
level	portisto	вантажник	a porter	grupo	alternativoj	prononco
level	dogano	МИТНИЦЯ	customs	grupo	alternativoj	prononco
level	raketo	сигнальна ракета, ракета	a flare, a rocket	grupo	alternativoj	prononco
level	eksportisto	експортер	an exporter	grupo	alternativoj	prononco
level	garaĝo	гараж (=aŭtejo)	a garage (=aŭtejo)	grupo	alternativoj	prononco
level	indiki	вказувати	to indicate	grupo	alternativoj	prononco
level	Bjalistoko	Білосток	Bialystok	grupo	alternativoj	prononco
level	importisto	імпортер	an importer	grupo	alternativoj	prononco
level	vipo	батіг	a whip	grupo	alternativoj	prononco
level	kanalo	канал, канал	a canal, a channel	grupo	alternativoj	prononco
level	raŭka	хрипкий, хрипкий, хрипкий	husky, hoarse, raucous	grupo	alternativoj	prononco
level	indekso	індекс	an index	grupo	alternativoj	prononco
level	feminismo	фемінізм	feminism	grupo	alternativoj	prononco
level	atomo	атом	an atom	grupo	alternativoj	prononco
level	pilo	паля (електрична), елемент батареї	a pile (electric), a battery cell	grupo	alternativoj	prononco
level	abstrakta	анотація	abstract	grupo	alternativoj	prononco
level	prelego	лекція, бесіда	a lecture, a talk	grupo	alternativoj	prononco
level	medicino	ліки	medicine	grupo	alternativoj	prononco
level	hepato	печінка	a liver	grupo	alternativoj	prononco
level	marvirino	русалка	a mermaid	grupo	alternativoj	prononco
level	demenculo	хворий на деменцію	a dementia patient	grupo	alternativoj	prononco
level	finalo	фінал, плей-офф, фінал	a final, a play-off, a finale	grupo	alternativoj	prononco
level	ŝatokupo	хобі (=хобіо)	a hobby (=hobio)	grupo	alternativoj	prononco
level	diplomato	дипломат	a diplomat	grupo	alternativoj	prononco
level	eskimo	Ескімос	Eskimo	grupo	alternativoj	prononco
level	tinti	дзвонити, дзвонити	to tinkle, to jingle	grupo	alternativoj	prononco
level	Everesto	Еверест	Everest	grupo	alternativoj	prononco
level	abrupte	різко	abruptly	grupo	alternativoj	prononco
level	intima	інтимний, cose	intimate, cose	grupo	alternativoj	prononco
level	figo	фіга	a fig	grupo	alternativoj	prononco
level	egale	однаково, однаково	equally, alike	grupo	alternativoj	prononco
level	fosilio	скам'янілість	a fossil	grupo	alternativoj	prononco
level	moralo	мораль	morals	grupo	alternativoj	prononco
level	barbiro	перукар	a barber	grupo	alternativoj	prononco
level	bapti	хрестити	to baptize	grupo	alternativoj	prononco
level	regalo	частування	a treat	grupo	alternativoj	prononco
level	hispano	іспанська особа	a Spanish person	grupo	alternativoj	prononco
level	trikoto	трикотаж, трикотаж	a knit fabric, knitwear	grupo	alternativoj	prononco
level	antaŭnomo	ім'я	a first name	grupo	alternativoj	prononco
level	plumnomo	псевдонім	a pen name	grupo	alternativoj	prononco
level	heredaĵo	спадщина, спадок	a heritage, inheritance	grupo	alternativoj	prononco
level	ĉifi	м'яти, м'яти, м'яти	to crumple, to wrincle, to crinkle	grupo	alternativoj	prononco
level	indiano	індіанець	an Indian	grupo	alternativoj	prononco
level	tosto	тост (промова напою)	a toast (speech of drink)	grupo	alternativoj	prononco
level	strebi	прагнути до	to strive for	grupo	alternativoj	prononco
level	deci	передбачати, підходити, підходити	to befet, to be fitting, to be appropriate	grupo	alternativoj	prononco
level	burĝono	бутон, бургеон	a bud, a burgeon	grupo	alternativoj	prononco
level	klifo	скеля	a cliff	grupo	alternativoj	prononco
level	klimatizilo	кондиціонер	a air conditioner	grupo	alternativoj	prononco
level	konstitucio	конституція	constitution	grupo	alternativoj	prononco
level	kerno	ядро, ядро	a core, a kernel	grupo	alternativoj	prononco
level	feo	фея, фея, дух	a fairy, a fay, a spirit	grupo	alternativoj	prononco
level	idealismo	ідеалізм	idealism	grupo	alternativoj	prononco
level	paŝo	крок, темп	a step, a pace	grupo	alternativoj	prononco
level	varti	доглядати, доглядати	to look after, to nurse	grupo	alternativoj	prononco
level	kandidato	кандидат, претендент	a candidate, an applicant	grupo	alternativoj	prononco
level	pasinta	минулий, останній, минулий	passed, last, past	grupo	alternativoj	prononco
level	rezulto	результат	a result	grupo	alternativoj	prononco
level	gondolo	гондола	a gondola	grupo	alternativoj	prononco
level	bis	знову! біс! ще раз!	again! encore! one more time!	grupo	alternativoj	prononco
level	komercisto	купець, торговець	a merchant, a trader	grupo	alternativoj	prononco
level	aloo	алое	an aloe	grupo	alternativoj	prononco
level	prosperi	процвітати, бути успішним	to prosper, to be successful	grupo	alternativoj	prononco
level	ekonomia	економічні	economic	grupo	alternativoj	prononco
level	relativa	відносний	relative	grupo	alternativoj	prononco
level	baleno	кит	a whale	grupo	alternativoj	prononco
level	klasika	класичний, класичний	classical, classic	grupo	alternativoj	prononco
level	necesi	бути необхідним, поводитися	to be necessary, to behove	grupo	alternativoj	prononco
level	konsentite!	домовившись! угода!	having agreed! deal!	grupo	alternativoj	prononco
level	susuri	шелестіти, свистіти, сохнути	to rustle, to swish, to sough	grupo	alternativoj	prononco
level	iniciati	ініціювати	to initiate	grupo	alternativoj	prononco
level	muelilo	млин, млин	a mill, a grinder	grupo	alternativoj	prononco
level	matenmanĝo	сніданок, сніданок	breakfast, a breakfast	grupo	alternativoj	prononco
level	tragedio	трагедія	a tragedy	grupo	alternativoj	prononco
level	izoli	ізолювати, ізолювати, усамітнити	to isolate, to insulate, to seclude	grupo	alternativoj	prononco
level	matenmanĝi	снідати, снідати	to have breakfast, to eat breakfast	grupo	alternativoj	prononco
level	reĝimo	режим	a regime	grupo	alternativoj	prononco
level	esperantisto	есперантист	an Esperantist	grupo	alternativoj	prononco
level	vespermanĝi	вечеряти, вечеряти	to have dinner, to eat dinner	grupo	alternativoj	prononco
level	pramo	пором, понтон	a ferry, a pontoon	grupo	alternativoj	prononco
level	monumento	пам'ятник	a monument	grupo	alternativoj	prononco
level	interkona vespero	ознайомчий вечір	an introductory evening	grupo	alternativoj	prononco
level	batato	солодка картопля	a sweet potato	grupo	alternativoj	prononco
level	humana	гуманний, гуманітарний	humane, humanitarian	grupo	alternativoj	prononco
level	ekspluati	експлуатувати, використовувати, отримати несправедливу вигоду	to exploit, to utilize, to take unfair advantage of	grupo	alternativoj	prononco
level	sufero	страждання, страждання	suffering, a suffer	grupo	alternativoj	prononco
level	solena	урочистий, церемонний	solemn, ceremonious	grupo	alternativoj	prononco
level	Roterdamo	Роттердам	Rotterdam	grupo	alternativoj	prononco
level	racio	розум, раціональність, логічні міркування	reason, rationality, logical reasoning	grupo	alternativoj	prononco
level	dokumento	документ	a document	grupo	alternativoj	prononco
level	salikoko	креветка	a shrimp	grupo	alternativoj	prononco
level	trejni	тренувати, тренувати	to train, to coach	grupo	alternativoj	prononco
level	tagmeze	опівдні	at noon	grupo	alternativoj	prononco
level	sinbano	купання, плавання	bathing, swimming	grupo	alternativoj	prononco
level	skajpo	Skype	Skype	grupo	alternativoj	prononco
level	maso	маса, грудка	mass, lump	grupo	alternativoj	prononco
level	dando	денді, модниця	a dandy, a fashionista	grupo	alternativoj	prononco
level	labortago	робочий день	a working day	grupo	alternativoj	prononco
level	Argentino	Аргентина	Argentina	grupo	alternativoj	prononco
level	paralelo	паралель	a parallel	grupo	alternativoj	prononco
level	aeroplano	аероплан, аероплан	an airplane, an aeroplane	grupo	alternativoj	prononco
level	pipro	перець, чорний перець	a pepper, a black pepper	grupo	alternativoj	prononco
level	surtuto	пальто	an overcoat	grupo	alternativoj	prononco
level	somera solstico	літнє сонцестояння	summer solstice	grupo	alternativoj	prononco
level	rendevuo	зустріч, побачення, побачення	an appointment, a rendezvous, a date	grupo	alternativoj	prononco
level	vintra solstico	зимове сонцестояння	winter solstice	grupo	alternativoj	prononco
level	papo	Папа Римський	Pope	grupo	alternativoj	prononco
level	ferioj	свята, канікули	holidays, vacation	grupo	alternativoj	prononco
level	tufo	пучок	a tuft	grupo	alternativoj	prononco
level	ĉerizfloro	вишневий цвіт	a cherry blossom	grupo	alternativoj	prononco
level	pirato	пірат	a pirate	grupo	alternativoj	prononco
level	tendenco	тенденція, тенденція	a tendency, a trend	grupo	alternativoj	prononco
level	someraj ferioj	літні канікули	summer holidays	grupo	alternativoj	prononco
level	Mediteraneo	середземноморський	Mediterranean	grupo	alternativoj	prononco
level	pensiono	гостинний будинок, пансіонат	a guest house, a boarding house	grupo	alternativoj	prononco
level	vintraj ferioj	зимові свята	winter holidays	grupo	alternativoj	prononco
level	kahelo	плитка	a tile	grupo	alternativoj	prononco
level	harmonio	гармонія, злагода	an harmony, an accord	grupo	alternativoj	prononco
level	kompetenta	компетентний, здібний	competent, capable	grupo	alternativoj	prononco
level	demokratio	демократія	a democracy	grupo	alternativoj	prononco
level	paradizo	рай, небо	a paradise, Heaven	grupo	alternativoj	prononco
level	albano	албанець	an Albanian	grupo	alternativoj	prononco
level	akcesoro	аксесуар	an accessary	grupo	alternativoj	prononco
level	kupono	купон, суб	a coupon, a sub	grupo	alternativoj	prononco
level	stano	олово (метал)	tin (metal)	grupo	alternativoj	prononco
level	murpentraĵo	фреска (розпис), настінний розпис	a mural (painting), a wall painting	grupo	alternativoj	prononco
level	Nederlando	Нідерланди	Netherlands	grupo	alternativoj	prononco
level	nederlanda	голландська	Dutch	grupo	alternativoj	prononco
level	nederlandano	голландець	a Dutch	grupo	alternativoj	prononco
level	Norvegio	Норвегія	Norway	grupo	alternativoj	prononco
level	Danio	Данія	Denmark	grupo	alternativoj	prononco
level	modifi	змінити	to modify	grupo	alternativoj	prononco
level	apogmuro	опорна стіна	a supporting wall	grupo	alternativoj	prononco
level	Barcelono	Барселона	Barcelona	grupo	alternativoj	prononco
level	kompanio	компанія	a company	grupo	alternativoj	prononco
level	eŭro	євро	euro	grupo	alternativoj	prononco
level	persisti	наполягати, терпіти	to persist, to abide	grupo	alternativoj	prononco
level	pantoflo	тапочка	a slipper	grupo	alternativoj	prononco
level	balkanoj	Балкани	Balkans	grupo	alternativoj	prononco
level	italo	італієць	an Italian	grupo	alternativoj	prononco
level	Bulgario	Болгарія	Bulgaria	grupo	alternativoj	prononco
level	korekti	виправляти	to correct	grupo	alternativoj	prononco
level	Brazilio	Бразиліа	Brasilia	grupo	alternativoj	prononco
level	maksimumo	максимум	maximum	grupo	alternativoj	prononco
level	lupeo (grandiga vitro)	лупа (збільшувальне скло)	a magnifying glass (magnifying glass)	grupo	alternativoj	prononco
level	gento	етнічна група, рід, родина, раса, народ	an ethnic group, kin, family, a race, people	grupo	alternativoj	prononco
level	sunvitroj	сонцезахисні окуляри	sunglasses	grupo	alternativoj	prononco
level	Svedio	Швеція	Sweden	grupo	alternativoj	prononco
level	kartono	картон	a cardboard	grupo	alternativoj	prononco
level	damo	леді	a lady	grupo	alternativoj	prononco
level	struto	страус	an ostrich	grupo	alternativoj	prononco
level	haringo	оселедець	a herring	grupo	alternativoj	prononco
level	materio	meterial, матерія	a meterial, a matter	grupo	alternativoj	prononco
level	girlando	гірлянда, вінок	a garland, a wreath	grupo	alternativoj	prononco
level	Irlando	Ірландія	Ireland	grupo	alternativoj	prononco
level	sunbaniĝi	засмагати, засмагати	to sunbathe, to suntane	grupo	alternativoj	prononco
level	kulto	культ (релігійного культу)	a cult (of religious worship)	grupo	alternativoj	prononco
level	sunombrelo	парасолька	a parasol	grupo	alternativoj	prononco
level	suna sistemo	сонячна система	a solar system	grupo	alternativoj	prononco
level	heĝo	жива огорожа	a hedge	grupo	alternativoj	prononco
level	adori	обожнювати, поклонятися	to adore, to worship	grupo	alternativoj	prononco
level	pluvombrelo	парасолька від дощу	a rain umbrella	grupo	alternativoj	prononco
level	fazeolo	квасоля, квасоля, бігуна квасоля	a bean, a haricot bean, a runner bean	grupo	alternativoj	prononco
level	deklamo	декламація, декламація	reciting, declamation	grupo	alternativoj	prononco
level	maleolo	щиколотка, кісточка	an ankle, a malleolus	grupo	alternativoj	prononco
level	instanco	інстанція, суд, юрисдикція	an instance, a court, a jurisdiction	grupo	alternativoj	prononco
level	digesti	перетравлювати	to digest	grupo	alternativoj	prononco
level	irano	Іран	Iran	grupo	alternativoj	prononco
level	pluvmantelo	дощовик	a raincoat	grupo	alternativoj	prononco
level	kompensi	компенсувати, загладити	to compensate, to make amends for	grupo	alternativoj	prononco
level	traktato	договір, пакт, трактат	a treaty, a packt, a treatise	grupo	alternativoj	prononco
level	akordo	згода, угода, акорд	an accord, an agreement, a chord	grupo	alternativoj	prononco
level	pluvego	сильний дощ, злива	a heavy rain, downpour	grupo	alternativoj	prononco
level	uniformo	уніформа	a uniform	grupo	alternativoj	prononco
level	venĝi	мстити, мстити	to revenge, to avenge	grupo	alternativoj	prononco
level	ekpluvo	злива, починається дощ	a shower, starting to rain	grupo	alternativoj	prononco
level	higieno	гігієна	hygiene	grupo	alternativoj	prononco
level	sekci	розрізати, перетинати, розсікати	to cut, to intersect, to dissect	grupo	alternativoj	prononco
level	karno	м'ясо, м'ясо	flesh, meat	grupo	alternativoj	prononco
level	pudro	порошок	a powder	grupo	alternativoj	prononco
level	rilato	відношення, відношення	relationship, relation	grupo	alternativoj	prononco
level	fripono	пройдисвіт, пройдисвіт, шахрай, шахрай	a rogue, a rascal, a crook, a swindler	grupo	alternativoj	prononco
level	greko	грецька особа	a Greek person	grupo	alternativoj	prononco
level	ekvatoro	Екватор	Equator	grupo	alternativoj	prononco
level	kruciĝvojo	перехресна дорога	a cross road	grupo	alternativoj	prononco
level	pekli	маринувати, кукурудзу (в солі)	to pickle, to corn (in salt)	grupo	alternativoj	prononco
level	proverbo	прислів'я	a proverb	grupo	alternativoj	prononco
level	neglekti	знехтувати	to neglect	grupo	alternativoj	prononco
level	kafkruĉo	кавник	a coffee pot	grupo	alternativoj	prononco
level	ansero	гусак	a goose	grupo	alternativoj	prononco
level	raŭpo	гусениця	a caterpillar	grupo	alternativoj	prononco
level	buĉi	різати, різати	to butcher, to slaughter	grupo	alternativoj	prononco
level	italia	італія	italia	grupo	alternativoj	prononco
level	vojponto	автомобільний міст	a road bridge	grupo	alternativoj	prononco
level	Japanio	Японія	Japan	grupo	alternativoj	prononco
level	japana	Японський	Japanese	grupo	alternativoj	prononco
level	pontlingvo	мостова мова	a bridge language	grupo	alternativoj	prononco
level	redukti	щоб зменшити	to reduce	grupo	alternativoj	prononco
level	cinamo	кориця	a cinnamon	grupo	alternativoj	prononco
level	oceano	океан	an ocean	grupo	alternativoj	prononco
level	multipliki	множити	to multiply	grupo	alternativoj	prononco
level	doto	придане	a dowry	grupo	alternativoj	prononco
level	paŭzo	пауза, перерва, антракт	a pause, a break, an intermission	grupo	alternativoj	prononco
level	kaskedo	кепка (з козирком)	a cap (with visor)	grupo	alternativoj	prononco
level	konversacii	розмовляти, розмовляти, вести діалог	to converse, to talk, to dialogue	grupo	alternativoj	prononco
level	kafopaŭzo	перерва на каву	a coffee break	grupo	alternativoj	prononco
level	konkreta	бетон	concrete	grupo	alternativoj	prononco
level	eskapi	рятуватися, тікати	to escape, to flee	grupo	alternativoj	prononco
level	logiko	логіка	a logic	grupo	alternativoj	prononco
level	spiti	на зло, кинути виклик, протистояти	to spite, to defy, to stand against	grupo	alternativoj	prononco
level	antaŭsento	очікування, відчуття, передчуття	anticipation, having a feeling, presentiment	grupo	alternativoj	prononco
level	antaŭurbo	передмістя	a suburb	grupo	alternativoj	prononco
level	kakto	кактус	a cactus	grupo	alternativoj	prononco
level	satiro	сатира	a satire	grupo	alternativoj	prononco
level	urbodomo	ратуша, ратуша	a city hall, a town hall	grupo	alternativoj	prononco
level	dimensio	розмір, розмір	a dimension, size	grupo	alternativoj	prononco
level	obstina	впертий, упертий	obstinate, stubborn	grupo	alternativoj	prononco
level	motivo	мотив, спонукання	a motive, a motivation	grupo	alternativoj	prononco
level	urbego	велике місто	a big city	grupo	alternativoj	prononco
level	bleki	блеяти, ревіти, мукати, іржати, ревти	to bleat, to bray, to moo, to neigh, to roar	grupo	alternativoj	prononco
level	civila	цивільні, цивільні, невійськові	civil, civilian, non-military	grupo	alternativoj	prononco
level	norvego	норвезька особа	a Norwegian person	grupo	alternativoj	prononco
level	indigni	обурюватися, обурюватися	to be indignant, to resent	grupo	alternativoj	prononco
level	simbolo	символ	a symbol	grupo	alternativoj	prononco
level	genro	стать	a gender	grupo	alternativoj	prononco
level	brando	бренді	a brandy	grupo	alternativoj	prononco
level	longitudo	довгота	longitude	grupo	alternativoj	prononco
level	ĉerko	труна, труна	a coffin, a casket	grupo	alternativoj	prononco
level	lernoobjekto	предмет lernin	a lernin subject	grupo	alternativoj	prononco
level	lernohoro	навчальна година	a learning hour	grupo	alternativoj	prononco
level	trafiko	трафік	a traffic	grupo	alternativoj	prononco
level	svedo	шведська особа	a Swedish person	grupo	alternativoj	prononco
level	lernoĉambro	класна кімната (=klasĉambro)	a classroom (=klasĉambro)	grupo	alternativoj	prononco
level	lernokotizo	плата за навчання	a school fee	grupo	alternativoj	prononco
level	lesivo	луг, поташ, хлорне вапно	lye, potash, bleach	grupo	alternativoj	prononco
level	akno	акне, прищ	an acne, a pimple	grupo	alternativoj	prononco
level	infero	пекло, пекло, підземний світ	an inferno, a hell, underworld	grupo	alternativoj	prononco
level	lernosako	шкільний портфель	a school bag	grupo	alternativoj	prononco
level	substantivo	субстантив, іменник	a substantive, a noun	grupo	alternativoj	prononco
level	islando	Ісландія	Iceland	grupo	alternativoj	prononco
level	malica	злий, злий	malicious, malevolent	grupo	alternativoj	prononco
level	latitudo	широта	latitude	grupo	alternativoj	prononco
level	pado (arbarvojeto)	стежка (в лісі), дорога (в лісі)	a path (in the wood), a way (in a forest)	grupo	alternativoj	prononco
level	buklo	петля, завиток, локон, пасмо, пасмо	a loop, a curl, a ringlet, a lock, a tress	grupo	alternativoj	prononco
level	akupunkturo	акупунктура	an acupuncture	grupo	alternativoj	prononco
level	metilernanto	учень	an apprentice	grupo	alternativoj	prononco
level	sorgo	сорго	a sorghum	grupo	alternativoj	prononco
level	grati	подряпати	to scratch	grupo	alternativoj	prononco
level	analizi	аналізувати	to analyse	grupo	alternativoj	prononco
level	gripo	хватка, грип (=influenco)	a grip, a flu (=influenco)	grupo	alternativoj	prononco
level	paciento	пацієнт	a patient	grupo	alternativoj	prononco
level	brido	вуздечка, вуздечка, обмежувач	a bridle, a rein, a restraint	grupo	alternativoj	prononco
level	mirtelo	чорниця, чорниця, чорниця	a bilberry, a huckleberry, a whortleberry	grupo	alternativoj	prononco
level	ambasadoro	посол	an ambassador	grupo	alternativoj	prononco
level	oratori	виголошувати орацію, виступати	to deliver an oration, to harangue	grupo	alternativoj	prononco
level	amato	коханий, коханий	a beloved, a beloved one	grupo	alternativoj	prononco
level	kombilo	гребінець	a comb	grupo	alternativoj	prononco
level	Jugoslavio	Югославія	Yugoslavia	grupo	alternativoj	prononco
level	establi	закладати, будувати	to establish, to build	grupo	alternativoj	prononco
level	nuba	хмарно, неясно	cloudy, unclear	grupo	alternativoj	prononco
level	volumo	том (книг)	a volume (of books)	grupo	alternativoj	prononco
level	aŭtomata	автоматичний	automatic	grupo	alternativoj	prononco
level	monstro	чудовисько, виродок	a monster, a freak	grupo	alternativoj	prononco
level	spirita	духовний	spiritual	grupo	alternativoj	prononco
level	landlima	земельної межі, межі	of a land limit, of a border	grupo	alternativoj	prononco
level	ĉiopova	всемогутній, всемогутній, всемогутній	almighty, all-powered, omnipotent	grupo	alternativoj	prononco
level	kalkanumo	каблук	heel	grupo	alternativoj	prononco
level	sindikato	синдикат, профспілка, профспілка	a syndicate, a labor-union, a trade-union	grupo	alternativoj	prononco
level	propraĵo	властивість, володіння	a property, a possesion	grupo	alternativoj	prononco
level	landlimo	межа землі, межа	a land limit, a border	grupo	alternativoj	prononco
level	politikisto	політик	a politician	grupo	alternativoj	prononco
level	timo	страх	a fear	grupo	alternativoj	prononco
level	dommastrino	домогосподарка	a housewife	grupo	alternativoj	prononco
level	benzinstacio	АЗС	a gas station	grupo	alternativoj	prononco
level	unika	унікальний	unique	grupo	alternativoj	prononco
level	regula	регулярний	regular	grupo	alternativoj	prononco
level	subtrahi	відняти, відняти	to subtract, to deduct	grupo	alternativoj	prononco
level	premii	нагороджувати, нагороджувати премією	to award, to award a prize	grupo	alternativoj	prononco
level	greka	грецька	Greek	grupo	alternativoj	prononco
level	mejlo	миля	a mile	grupo	alternativoj	prononco
level	aflikti	скорботити, журити	to afflict, to grieve	grupo	alternativoj	prononco
level	raso	рід, рід, порода	race, a race, a breed	grupo	alternativoj	prononco
level	spinaco	шпинат	a spinach	grupo	alternativoj	prononco
level	fromaĝkuko	сирний пиріг	a cheese cake	grupo	alternativoj	prononco
level	inventi	винаходити	to invent	grupo	alternativoj	prononco
level	grandioza	грандіозний, пишний, чудовий	grandiose, magnificent, splendid	grupo	alternativoj	prononco
level	laŭdo	похвала, похвала	a praise, a laud	grupo	alternativoj	prononco
level	formulo	формула	a formula	grupo	alternativoj	prononco
level	lubriki	змащувати	to lubricate	grupo	alternativoj	prononco
level	komedio	комедія	a comedy	grupo	alternativoj	prononco
level	stirilo (direktilo)	кермо	a steering wheel	grupo	alternativoj	prononco
level	federacio	федерація	a federation	grupo	alternativoj	prononco
level	bruo	шум, шум	noise, a noise	grupo	alternativoj	prononco
level	juste	справедливо	fairly	grupo	alternativoj	prononco
level	inundi	затопити, затопити	to flood, to inundate	grupo	alternativoj	prononco
level	miraklo	диво	a miracle	grupo	alternativoj	prononco
level	ofendi	образити	to offend	grupo	alternativoj	prononco
level	abandoni	покидати, відмовлятися	to abandon, to relinquish	grupo	alternativoj	prononco
level	rozkolora	рожевий (колір), рожевий	pink (color), rose colored	grupo	alternativoj	prononco
level	ekipi	облаштовувати, обставляти	to equip, to furnish	grupo	alternativoj	prononco
level	musko	мох	a moss	grupo	alternativoj	prononco
level	metroo	метро, потяг метро, метро	metro, subway train, tube	grupo	alternativoj	prononco
level	fonti	випливати (з джерела), виривати	to spring (from a source), to well up	grupo	alternativoj	prononco
level	velado	вітрильний спорт	a sailing	grupo	alternativoj	prononco
level	veliri	плисти	to sail	grupo	alternativoj	prononco
level	akcento	акцент	an accent	grupo	alternativoj	prononco
level	hejmtasko	домашнє завдання	a homework	grupo	alternativoj	prononco
level	termofonto	гаряче джерело	a hot spring	grupo	alternativoj	prononco
level	bagatelo	дрібниця, дрібниця	a bagatelle, a trifle	grupo	alternativoj	prononco
level	alarmo	тривога, сповіщення	an alarm, an alert	grupo	alternativoj	prononco
level	analfabeto	неписьменний, алфавіт	an illiterate, an analphabet	grupo	alternativoj	prononco
level	termobotelo	термос (пляшка)	a thermos (a bottle)	grupo	alternativoj	prononco
level	antarkto	Антарктида	Antarctica	grupo	alternativoj	prononco
level	teknologio	технологія, технологія	technology, a technology	grupo	alternativoj	prononco
level	fuĝi	тікати, тікати	to flee, to run away	grupo	alternativoj	prononco
level	atom-energia centralo	атомна електростанція	a nuclear power plant	grupo	alternativoj	prononco
level	azaleo	азалія	an azalea	grupo	alternativoj	prononco
level	teknologia	технологічний	technological	grupo	alternativoj	prononco
level	alko	лось	an elk	grupo	alternativoj	prononco
level	riveli	розкрити, розвинути (фото)	to reveal, to develop (photo)	grupo	alternativoj	prononco
level	brajlo	шрифт Брайля	a braille	grupo	alternativoj	prononco
level	ŝoso	паросток, паросток	a sprout, a shoot	grupo	alternativoj	prononco
level	dialogo	діалог	a dialogue	grupo	alternativoj	prononco
level	buŝharmoniko	гармоніка	a harmonica	grupo	alternativoj	prononco
level	teknika	технічний	technical	grupo	alternativoj	prononco
level	verkisto	автор, письменник	an author, a writer	grupo	alternativoj	prononco
level	cunamo	цунамі	a tsunami	grupo	alternativoj	prononco
level	kontinento	континент	a continent	grupo	alternativoj	prononco
level	konsulo	консулом	a consul	grupo	alternativoj	prononco
level	kaduka	напівзруйнований, зруйнований	dilapidated, decayed	grupo	alternativoj	prononco
level	Hispanio	Іспанія	Spain	grupo	alternativoj	prononco
level	fajrobrigado	пожежна частина, пожежна частина	a fire brigade, a fire department	grupo	alternativoj	prononco
level	mineralo	мінерал	a mineral	grupo	alternativoj	prononco
level	fantomo	фантом, привид	a phantom, a ghost	grupo	alternativoj	prononco
level	geografio	географія	geography	grupo	alternativoj	prononco
level	fiŝhoko	рибний гачок	a fish hook	grupo	alternativoj	prononco
level	fajrbrigadano	пожежник (пожежної частини)	a fireman (of a fire brigade)	grupo	alternativoj	prononco
level	fajrilo	запальничка	a lighter	grupo	alternativoj	prononco
level	tramo	трамвай, трамвай	a tram, a streetcar	grupo	alternativoj	prononco
level	murdi	до вбивства	to murder	grupo	alternativoj	prononco
level	infekti	заражати, заражати	to infect, to contaminate	grupo	alternativoj	prononco
level	galaksio	галактика	a galaxy	grupo	alternativoj	prononco
level	filozofio	філософія	philosophy	grupo	alternativoj	prononco
level	monofero	грошовий внесок	a money contribution	grupo	alternativoj	prononco
level	geno	ген	a gene	grupo	alternativoj	prononco
level	glaciejo	льодовик	a glacier	grupo	alternativoj	prononco
level	terapio	терапія	therapy	grupo	alternativoj	prononco
level	sledo	сани, сани, сани	a sleigh, a sled, a sledge	grupo	alternativoj	prononco
level	glacimonto (bankizo)	айсберг (крижана шапка)	an iceberg (an ice cap)	grupo	alternativoj	prononco
level	novelo	оповідання, роман	a short story, a novel	grupo	alternativoj	prononco
level	kolektiva	колективний	collective	grupo	alternativoj	prononco
level	glacipendaĵo	бурулька	an icicle	grupo	alternativoj	prononco
level	gutetigilo	спрей	a spray	grupo	alternativoj	prononco
level	poŝmono	кишенькові гроші, допомога (гроші)	pocket money, an allowance (money)	grupo	alternativoj	prononco
level	hibisko	гібіскус	a hibiscus	grupo	alternativoj	prononco
level	ekzekuti	виконувати	to execute	grupo	alternativoj	prononco
