C.el content.tsv
Level	Esperanto	el	en-us	Grupo	Alternativoj	Pronoco
level	paniko	ένας πανικός	a panic	grupo	alternativoj	prononco
level	piro	ένα αχλάδι (φρούτο)	a pear (fruit)	grupo	alternativoj	prononco
level	trempi	να βουτήξει, να μουλιάσει, να βυθίσει	to dip, to soak, to immerse	grupo	alternativoj	prononco
level	pelto	ένα γούνινο παλτό, γούνα, πελτέ, γούνινο κομμάτι	a fur coat, fur, pelt, fur piece	grupo	alternativoj	prononco
level	preskribo (recepto)	συνταγή, συνταγή	a prescription, recipe	grupo	alternativoj	prononco
level	princino	μια πριγκίπισσα	a princess	grupo	alternativoj	prononco
level	masto	ένα κατάρτι, ένα κοντάρι	a mast, a pole	grupo	alternativoj	prononco
level	kino	ένας κινηματογράφος	a cinema	grupo	alternativoj	prononco
level	bombono	μια μπομπονιέρα, μια καραμέλα, ένα γλυκό	a bon-bon, a candy, a sweet	grupo	alternativoj	prononco
level	funto	μια λίρα	a pound	grupo	alternativoj	prononco
level	ananaso	ένας ανανάς	a pine apple	grupo	alternativoj	prononco
level	tajloro	ένας ράφτης	a tailor	grupo	alternativoj	prononco
level	veterano	ένας βετεράνος	a veteran	grupo	alternativoj	prononco
level	revolucio	μια επανάσταση	a revolution	grupo	alternativoj	prononco
level	krusto	κρούστα, περίβλημα, σκληρό εξωτερικό κάλυμμα	crust, casing, hard outer covering	grupo	alternativoj	prononco
level	kompaso	μια πυξίδα	a compass	grupo	alternativoj	prononco
level	rizkampo	έναν ορυζώνα, έναν ορυζώνα	a rice field, a paddy field	grupo	alternativoj	prononco
level	katedralo	ένας καθεδρικός	a cathedral	grupo	alternativoj	prononco
level	roboto	ένα ρομπότ	a robot	grupo	alternativoj	prononco
level	parfumo	ένα άρωμα	a perfume	grupo	alternativoj	prononco
level	margarino	μαργαρίνη	margarine	grupo	alternativoj	prononco
level	ripo	ένα πλευρό (κόκκαλο)	a rib (bone)	grupo	alternativoj	prononco
level	rulŝtuparo	μια κυλιόμενη σκάλα	an escalator	grupo	alternativoj	prononco
level	kostumo	στολή, στολή, στυλ ντυσίματος	costume, outfit, style of dress	grupo	alternativoj	prononco
level	pulmo	ένας πνεύμονας	a lung	grupo	alternativoj	prononco
level	infinitivo	απαρέμφατο	infinitive	grupo	alternativoj	prononco
level	segilo	ένα πριόνι, πριόνια	a saw, saws	grupo	alternativoj	prononco
level	prozo	μια πρόζα	a prose	grupo	alternativoj	prononco
level	mekanismo	συσκευή, μηχανισμός	device, a mechanism	grupo	alternativoj	prononco
level	skanilo	ένας σαρωτής	a scanner	grupo	alternativoj	prononco
level	benzino	βενζίνη, βενζίνη	gasoline, petrol	grupo	alternativoj	prononco
level	plumbo	μόλυβδος (μέταλλο)	lead (metal)	grupo	alternativoj	prononco
level	leki	να γλείφει	to lick	grupo	alternativoj	prononco
level	akuzi	να κατηγορήσει	to accuse	grupo	alternativoj	prononco
level	redakti	για να επεξεργαστείτε	to edit	grupo	alternativoj	prononco
level	ŝraŭbo	μία βίδα	a screw	grupo	alternativoj	prononco
level	komo	ένα κόμμα	a comma	grupo	alternativoj	prononco
level	surdulo	ένας κουφός	a deaf	grupo	alternativoj	prononco
level	konduktoro	ένας μαέστρος	a conductor	grupo	alternativoj	prononco
level	kreto	μια κιμωλία	a chalk	grupo	alternativoj	prononco
level	eklezio	μια εκκλησία (οργανισμός)	a church (organization)	grupo	alternativoj	prononco
level	protagonisto	ένας πρωταγωνιστής	a protagonist	grupo	alternativoj	prononco
level	Eŭropo	Ευρώπη	europe	grupo	alternativoj	prononco
level	tajfuno	ένας τυφώνας	a typhoon	grupo	alternativoj	prononco
level	sentimentala	αισθηματικός	sentimental	grupo	alternativoj	prononco
level	korko	ένας φελλός, ένα πώμα	a cork, a stopper	grupo	alternativoj	prononco
level	stampo	ένα γραμματόσημο, μια σφραγίδα, ένα σήμα	a stamp, a seal, a mark	grupo	alternativoj	prononco
level	olivo	μια ελιά	an olive	grupo	alternativoj	prononco
level	kazino	ένα καζίνο	a casino	grupo	alternativoj	prononco
level	terno	ένα φτέρνισμα	a sneeze	grupo	alternativoj	prononco
level	barikado	ένα οδόφραγμα	a barricade	grupo	alternativoj	prononco
level	tertremo (sismo)	ένας σεισμός	an earthquake	grupo	alternativoj	prononco
level	telegramo	ένα τηλεγράφημα	a telegram	grupo	alternativoj	prononco
level	prononci	να προφέρει	to pronounce	grupo	alternativoj	prononco
level	tornado	ένας ανεμοστρόβιλος	a tornado	grupo	alternativoj	prononco
level	objektiva	σκοπός	objective	grupo	alternativoj	prononco
level	drapo	ένα μάλλινο ύφασμα, ένα πανί	a woolen cloth, a cloth	grupo	alternativoj	prononco
level	ungotondilo	ένα καρφί-ψαλίδι	a nail-scissors	grupo	alternativoj	prononco
level	vakupurigilo	μια ηλεκτρική σκούπα (=polvosuĉilo)	a vacuum cleaner (=polvosuĉilo)	grupo	alternativoj	prononco
level	perei	να χαθεί	to perish	grupo	alternativoj	prononco
level	afranki	να προπληρώνω (ταχυδρομικά τέλη), να βάζω γραμματόσημα	to prepay (postage), to put on stamps	grupo	alternativoj	prononco
level	luli	να νανουρίζω, να κουνιέμαι, να λικνίζομαι	to lull, to cradle, to rock	grupo	alternativoj	prononco
level	vakcino	ένα εμβόλιο	a vaccine	grupo	alternativoj	prononco
level	gorilo	ένας γορίλας	a gorilla	grupo	alternativoj	prononco
level	vojaĝagentejo	ένα ταξιδιωτικό γραφείο	a travel agency	grupo	alternativoj	prononco
level	patrono	ένας προστάτης	a patron	grupo	alternativoj	prononco
level	abstini	να απέχει	to abstain	grupo	alternativoj	prononco
level	bulvardo	μια λεωφόρο	a boulevard	grupo	alternativoj	prononco
level	portalo	μια πύλη, μια πύλη	a portal, a gateway	grupo	alternativoj	prononco
level	ŝarĝoaŭto	Ενα ΦΟΡΤΗΓΟ	a truck	grupo	alternativoj	prononco
level	vito	ένα αμπέλι, ένα αμπέλι	a grapevine, a vine	grupo	alternativoj	prononco
level	teleskopo	ένα τηλεσκόπιο	a telescope	grupo	alternativoj	prononco
level	apliki	να εφαρμόσει	to apply	grupo	alternativoj	prononco
level	cemento	τσιμέντο	cement	grupo	alternativoj	prononco
level	pedagogio	παιδαγωγία	pedagogy	grupo	alternativoj	prononco
level	albumo	ένα άλμπουμ	an album	grupo	alternativoj	prononco
level	aserti	να ισχυριστεί, να δηλώσει, να επιβεβαιώσει	to assert, to state, to affirm	grupo	alternativoj	prononco
level	akordi	να συμφωνήσουν	to accord	grupo	alternativoj	prononco
level	fulgo	μια αιθάλη, μια βρωμιά	a soot, a grime	grupo	alternativoj	prononco
level	adapti	προσαρμόζω, προσαρμόζω, προσαρμόζω, ταιριάζω	to adapt, to adjust, to accommodate, to fit	grupo	alternativoj	prononco
level	liveri	παρέχω, προμηθεύω, παραδίδω	to furnish, to supply, to deliver	grupo	alternativoj	prononco
level	argumento	ένα επιχείρημα	an argument	grupo	alternativoj	prononco
level	frizi	να κουλουριαστεί, να φριζάρει	to curl, to frizz	grupo	alternativoj	prononco
level	deficito	ένα έλλειμμα	a deficit	grupo	alternativoj	prononco
level	blato	μια κατσαρίδα, ένα τσιπ	a cockroach, a chip	grupo	alternativoj	prononco
level	recepto	μια συνταγή, μια συνταγή	a recipe, a prescription	grupo	alternativoj	prononco
level	kitelo	μια φόρμα, μια φόρμα, μια φόρμα, μια γαρμπαντίνα	a smock, a frock, an overalls, a garbadine	grupo	alternativoj	prononco
level	ciklono	ένας κυκλώνας	a cyclone	grupo	alternativoj	prononco
level	reformi	για μεταρρύθμιση	to reform	grupo	alternativoj	prononco
level	pulvo	σκόνη, μπαρούτι	powder, gunpowder	grupo	alternativoj	prononco
level	ŝpruci	να ξεπηδήσει, να αναβλύσει, να ξεχυθεί	to spurt, to gush, to spurt out	grupo	alternativoj	prononco
level	kukolo	ένας κούκος	a cuckoo	grupo	alternativoj	prononco
level	ŝanceli	να ταρακουνήσει, να παρασυρθεί	to shake, to totter	grupo	alternativoj	prononco
level	rekordo	ένα ρεκόρ (άθλημα)	a record (sport)	grupo	alternativoj	prononco
level	florpetalo	ένα πέταλο λουλουδιών	a flower petal	grupo	alternativoj	prononco
level	kosmo	σύμπαν, (εξωτερικό) διάστημα, σύμπαν	cosmos, (outer) space, universe	grupo	alternativoj	prononco
level	ĉeko	μια επιταγή, μια επιταγή	a checque, a check	grupo	alternativoj	prononco
level	konsumi	να καταναλώσει, να εξαντλήσει	to consume, to use up	grupo	alternativoj	prononco
level	lameno	ένα έλασμα, ένα πιάτο, ένα στρώμα	a lamina, a plate, a layer	grupo	alternativoj	prononco
level	erotika	ερωτικός	erotic	grupo	alternativoj	prononco
level	peniko	μια βούρτσα (τέχνη)	a brush (art)	grupo	alternativoj	prononco
level	spuro	ένα κομμάτι, ένα μονοπάτι, ένα ίχνος	a track, a trail, a trace	grupo	alternativoj	prononco
level	rigida	άκαμπτος, άκαμπτος	rigid, stiff	grupo	alternativoj	prononco
level	pleto	Ενας ΔΙΣΚΟΣ	a tray	grupo	alternativoj	prononco
level	ignori	αγνοώ	to ignore	grupo	alternativoj	prononco
level	Volapuko (Volapǖko)	Βολαπούκ	Volapuk	grupo	alternativoj	prononco
level	frazo	μια πρόταση	a sentence	grupo	alternativoj	prononco
level	bruto	ένα θηρίο, ένα ζώο φάρμας, ένα θηρίο	a brute, a farm animal, a beast	grupo	alternativoj	prononco
level	gladi	να σιδερώνω (ρούχα)	to iron (clothes)	grupo	alternativoj	prononco
level	kalsono	ένα εσώρουχο, σώβρακο, σορτς	an underwear, underpants, shorts	grupo	alternativoj	prononco
level	aktoro	ένας ηθοποιός	an actor	grupo	alternativoj	prononco
level	valida	έγκυρος	valid	grupo	alternativoj	prononco
level	ruso	ένας Ρώσος	a Russian	grupo	alternativoj	prononco
level	glita	ολισθηρός, ολισθηρός	gliding, slippery	grupo	alternativoj	prononco
level	fantazio	μια φαντασίωση	a fantasy	grupo	alternativoj	prononco
level	ŝargi	να φορτώσει, να φορτίσει	to load, to charge	grupo	alternativoj	prononco
level	saŭco	μια σάλτσα, μια σάλτσα	a sauce, a gravy	grupo	alternativoj	prononco
level	verto	ένα στέμμα, πάνω από το κεφάλι	a crown, top of the head	grupo	alternativoj	prononco
level	enketi	να κάνει έρευνα, να ερευνήσει, να ερευνήσει	to make an inquiry, to survey, to investigate	grupo	alternativoj	prononco
level	ateisto	ένας άθεος	an atheist	grupo	alternativoj	prononco
level	insigno	ένα σήμα	a badge	grupo	alternativoj	prononco
level	trudi	επιβάλλω, επιβάλλω	to impose, to force	grupo	alternativoj	prononco
level	skemo	ένα σχέδιο	a scheme	grupo	alternativoj	prononco
level	kalva	φαλακρός, γυμνός, τολμηρός, άφωνος	bald, bare, bold-headed, hearless	grupo	alternativoj	prononco
level	germano	ένας Γερμανός	a German	grupo	alternativoj	prononco
level	orto	μια ορθή γωνία	a right angle	grupo	alternativoj	prononco
level	avizo	μια προειδοποίηση, μια ειδοποίηση	a warning, a notice	grupo	alternativoj	prononco
level	fronto	πρόσοψη, πρόσοψη	front, frontage	grupo	alternativoj	prononco
level	lernolibro	ένα σχολικό βιβλίο	a textbook	grupo	alternativoj	prononco
level	glavo	ένα σπαθί	a sword	grupo	alternativoj	prononco
level	konservativa	συντηρητικός	conservative	grupo	alternativoj	prononco
level	Usono	ΗΠΑ	USA	grupo	alternativoj	prononco
level	ankro	μια άγκυρα	an anchor	grupo	alternativoj	prononco
level	analizo	μια ανάλυση	an analysis	grupo	alternativoj	prononco
level	flustri	να ψιθυρίσω	to whisper	grupo	alternativoj	prononco
level	asigno	ΑΝΑΘΕΣΗ ΕΡΓΑΣΙΑΣ	assignment	grupo	alternativoj	prononco
level	konservatorio	ένα ωδείο (μουσική σχολή)	a conservatory (music school)	grupo	alternativoj	prononco
level	aŭtoro	ένας συγγραφέας	an author	grupo	alternativoj	prononco
level	poligloto	ένας πολύγλωσσος	a polyglot	grupo	alternativoj	prononco
level	absoluta	απόλυτος	absolute	grupo	alternativoj	prononco
level	lukti	να παλεύει, να αγωνίζεται	to wrestle, to struggle	grupo	alternativoj	prononco
level	inciti	να υποκινήσει, να ανακατέψει, να υποκινήσει, να προκαλέσει	to incite, to stir, to abet, to provoke	grupo	alternativoj	prononco
level	prezervi	να διατηρηθεί	to preserve	grupo	alternativoj	prononco
level	mencii	να αναφέρω	to mention	grupo	alternativoj	prononco
level	anglo	ένας Άγγλος	an Englishman	grupo	alternativoj	prononco
level	Bulonjo	Boulogne (πόλη)	Boulogne (city)	grupo	alternativoj	prononco
level	interesa	ενδιαφέρων	interesting	grupo	alternativoj	prononco
level	interese	με ενδιαφέρο	interestingly	grupo	alternativoj	prononco
level	meĥanismo	ένας μηχανισμός	a mechanism	grupo	alternativoj	prononco
level	hazardo	ένα ατύχημα, μια ευκαιρία	an accident, a chance	grupo	alternativoj	prononco
level	neologismo	νεολογισμός	neologism	grupo	alternativoj	prononco
level	Grekio (Greklando)	Ελλάδα	Greece	grupo	alternativoj	prononco
level	Araba	αραβικός	Arabic	grupo	alternativoj	prononco
level	palpi	να νιώθεις, να ψηλαφίζει	to feel, to grope	grupo	alternativoj	prononco
level	sinjorino	μια κυρία, μια κυρία	a lady, a madam	grupo	alternativoj	prononco
level	neŭtra	ουδέτερο (=neŭtrala)	neutral (=neŭtrala)	grupo	alternativoj	prononco
level	Afriko	Αφρική	Africa	grupo	alternativoj	prononco
level	korvo	ένα κοράκι, ένα κοράκι	a crow, a raven	grupo	alternativoj	prononco
level	Ameriko	Αμερική, Αμερική	America, the Americas	grupo	alternativoj	prononco
level	ezoko	ένας λούτσος (σε μια λίμνη), ένας γρύλος	a pike (in a lake), a jack	grupo	alternativoj	prononco
level	sago	ένα βέλος, ένα sagitta	a arrow, a sagitta	grupo	alternativoj	prononco
level	ĉino	ένας Κινέζος	a Chinese	grupo	alternativoj	prononco
level	sendube	χωρίς αμφιβολία, αναμφίβολα	with no doubt, undoubtedly	grupo	alternativoj	prononco
level	Azio	Ασία	Asia	grupo	alternativoj	prononco
level	senkonfide	χωρίς εμπιστοσύνη, χωρίς εμπιστοσύνη	without trusting, without confidence	grupo	alternativoj	prononco
level	ekposedi	να κατέχω	to possess	grupo	alternativoj	prononco
level	senfare	χωρίς να κάνει	without doing	grupo	alternativoj	prononco
level	amara	πικρός	bitter	grupo	alternativoj	prononco
level	ministro	ένας υπουργός	a minister	grupo	alternativoj	prononco
level	parlamento	κοινοβούλιο, ένα κοινοβούλιο	parliament, a parliament	grupo	alternativoj	prononco
level	Berlino	Βερολίνο	Berlin	grupo	alternativoj	prononco
level	unuafoje	για πρώτη φορά	for the first time	grupo	alternativoj	prononco
level	asimili	να αφομοιώσει	to assimilate	grupo	alternativoj	prononco
level	preskribi	να συνταγογραφήσει, να ορίσει	to prescribe, to stipulate	grupo	alternativoj	prononco
level	belgo	ένας Βέλγος	a Belgian	grupo	alternativoj	prononco
level	koncepto	μια έννοια	a concept	grupo	alternativoj	prononco
level	jubileo	ένα ιωβηλαίο	a jubilee	grupo	alternativoj	prononco
level	Brazilo	Βραζιλία	Brazil	grupo	alternativoj	prononco
level	sociala	κοινωνικός	social	grupo	alternativoj	prononco
level	perlo	ένα μαργαριτάρι	a pearl	grupo	alternativoj	prononco
level	kvarfoje	τέσσερις φορές	four times	grupo	alternativoj	prononco
level	aresti	να συλλαβει	to arrest	grupo	alternativoj	prononco
level	Alpoj	Άλπεις	Alps	grupo	alternativoj	prononco
level	eliri	να φύγεις, να βγεις, να βγεις	to leave, to go out, to exit	grupo	alternativoj	prononco
level	enveni	να μπω, να μπω	to come in, to enter	grupo	alternativoj	prononco
level	hodiaŭa	του σήμερα, του παρόντος, του παρόντος	of today, present-day, present	grupo	alternativoj	prononco
level	balo	μια μπάλα, ένας χορός	a ball, a dance	grupo	alternativoj	prononco
level	plasto	ένα πλαστικό	a plastic	grupo	alternativoj	prononco
level	fakultato	σχολή, μια σχολή	faculty, a faculty	grupo	alternativoj	prononco
level	forĵeti	να πετάξει, να πετάξει	to throw away, to discard	grupo	alternativoj	prononco
level	japano	ένας Ιάπωνας	a Japanese person	grupo	alternativoj	prononco
level	forlasi	να φύγει, να εγκαταλείψει, να παραμελήσει, να παραιτηθεί	to leave, to abandon, to neglect, to quit	grupo	alternativoj	prononco
level	civito	πολίτη, πολιτεία, πόλη κράτος	citizenry, polity, city state	grupo	alternativoj	prononco
level	foresto	απουσία	absence	grupo	alternativoj	prononco
level	sekura	ασφαλής, ασφαλής	secure, safe	grupo	alternativoj	prononco
level	Anglio	Αγγλία	England	grupo	alternativoj	prononco
level	Britio	Ηνωμένο Βασίλειο	United Kingdom	grupo	alternativoj	prononco
level	brita	Βρετανοί	British	grupo	alternativoj	prononco
level	Aŭstrio	Αυστρία	Austria	grupo	alternativoj	prononco
level	mallonga	σύντομος, σύντομος	short, brief	grupo	alternativoj	prononco
level	delegacio	αντιπροσωπεία, αντιπροσωπεία	delegation, a delegation	grupo	alternativoj	prononco
level	biblio	Αγια ΓΡΑΦΗ	Bible	grupo	alternativoj	prononco
level	magio	μια μαγεία	a magic	grupo	alternativoj	prononco
level	provinco	μια επαρχία	a province	grupo	alternativoj	prononco
level	sonori	κουδουνίζω, κουδουνίζω	to ring, to clang	grupo	alternativoj	prononco
level	milito	ένας πόλεμος	a war	grupo	alternativoj	prononco
level	lado	λαμαρίνα, κασσίτερος, πλάκα κασσίτερου	sheet metal, tin, tin plate	grupo	alternativoj	prononco
level	kelnerino	μια σερβιτόρα, μια μπάρμιντ	a waitress, a barmid	grupo	alternativoj	prononco
level	aludi	να υπαινίσσομαι, να υπαινίσσομαι	to allude, to hint	grupo	alternativoj	prononco
level	okazo	μια αφορμή, ένα χάπενινγκ, μια υπόθεση, ένα γεγονός	an occasion, a happening, a case, an event	grupo	alternativoj	prononco
level	Italio	Ιταλία	Italy	grupo	alternativoj	prononco
level	he!	ε! γεια!	eh! hey!	grupo	alternativoj	prononco
level	disponi	να έχει κανείς στη διάθεσή του	to have at one's disposal	grupo	alternativoj	prononco
level	indonezio	Ινδονησία	Indonesia	grupo	alternativoj	prononco
level	duŝi	στο μπάνιο	to shower	grupo	alternativoj	prononco
level	cenzuro	μια λογοκρισία, λογοκρισία	a censorship, censor	grupo	alternativoj	prononco
level	Hindio	Ινδία (=Μπαράτο)	India (=Barato)	grupo	alternativoj	prononco
level	baloti	να ψηφίσω	to vote	grupo	alternativoj	prononco
level	noktomezo	ένα μεσάνυχτα	a midnight	grupo	alternativoj	prononco
level	travojaĝi	να περιηγηθεί μέσα από ~	to tour through ~	grupo	alternativoj	prononco
level	tranokti	να περάσει μια νύχτα, να περάσει μια νύχτα	to pass a night through, to spend a night	grupo	alternativoj	prononco
level	matematiko	μαθηματικά	mathematics	grupo	alternativoj	prononco
level	revolucii	να επαναστατήσει	to revolutionize	grupo	alternativoj	prononco
level	tralegi	για να διαβάσετε, να περιηγηθείτε	to read through, to browse	grupo	alternativoj	prononco
level	kamelio	μια καμέλια	a camellia	grupo	alternativoj	prononco
level	Germanio	Γερμανία	Germany	grupo	alternativoj	prononco
level	traleginte	μετά την ανάγνωση	after reading through	grupo	alternativoj	prononco
level	ĉinio	Κίνα	China	grupo	alternativoj	prononco
level	viktimo	θύμα	a victim	grupo	alternativoj	prononco
level	ĉina	κινέζικα	Chinese	grupo	alternativoj	prononco
level	alkutimiĝi	να συνηθίσω, να αποκτήσω μια συνήθεια	to become accustomed to, to get a habbit	grupo	alternativoj	prononco
level	naskiĝi	να γεννηθεί	to be born	grupo	alternativoj	prononco
level	aŭditorio	ένα αμφιθέατρο	an auditorium	grupo	alternativoj	prononco
level	gramatiko	γραμματική	grammar	grupo	alternativoj	prononco
level	planedo	ένας πλανήτης	a planet	grupo	alternativoj	prononco
level	evento	ένα γεγονός	an event	grupo	alternativoj	prononco
level	glori	να δοξάζει, να επαινεί, να επαινεί	to glorify, to laud, to praise	grupo	alternativoj	prononco
level	festo	ένα γλέντι, ένα πάρτι, ένα πανηγύρι	a feast, a party, a festival	grupo	alternativoj	prononco
level	ĉeĥoslovakio	Τσεχοσλοβακία	Czechoslovakia	grupo	alternativoj	prononco
level	fonografo	έναν κυλινδρικό φωνογράφο	a cylinder phonograph	grupo	alternativoj	prononco
level	grumbli	να γκρινιάζει, να γρυλίζει	to grumble, to growl	grupo	alternativoj	prononco
level	furioza	έξαλλος, λυσσασμένος	furious, raging	grupo	alternativoj	prononco
level	naskiĝfesto	ένα πάρτυ γενεθλίων	a birthday party	grupo	alternativoj	prononco
level	temi	να αναφερθώ, το θέμα είναι, να ασχοληθεί, να είναι περίπου	to refer to, the theme is, to deal with, to be about	grupo	alternativoj	prononco
level	roso	μια δροσιά	a dew	grupo	alternativoj	prononco
level	Francio	Γαλλία	France	grupo	alternativoj	prononco
level	guti	να πέσει, να στάζει	to drop, to drip	grupo	alternativoj	prononco
level	Kolumbo	Κολόμβος	Columbus	grupo	alternativoj	prononco
level	kotleto	κοτολέτα, μια κοτολέτα, μπριζόλα	cutlet, a cutlet, chop	grupo	alternativoj	prononco
level	avokado	ένα αβοκάντο (φρούτο)	an avocado (fruit)	grupo	alternativoj	prononco
level	individuo	ένα άτομο	an individual	grupo	alternativoj	prononco
level	pagodo	μια παγόδα	a pagoda	grupo	alternativoj	prononco
level	Kolombio	Κολομβία	Colombia	grupo	alternativoj	prononco
level	cerealo	δημητριακό	cereal	grupo	alternativoj	prononco
level	gesinjoroj	κυρίες και κύριοι	ladies and gentlemen	grupo	alternativoj	prononco
level	fenomeno	ένα φαινόμενο	a phenomenon	grupo	alternativoj	prononco
level	palpebro	ένα βλέφαρο	an eyelid	grupo	alternativoj	prononco
level	ŝako	σκάκι	chess	grupo	alternativoj	prononco
level	televidkanalo	ένα τηλεοπτικό κανάλι	a TV channel	grupo	alternativoj	prononco
level	ruino	ένα ερείπιο	a ruin	grupo	alternativoj	prononco
level	paliso	μια θέση, μια μπύρα, ένα ποντάρισμα	a post, a ale, a stake	grupo	alternativoj	prononco
level	elemento	ένα στοιχείο	an element	grupo	alternativoj	prononco
level	absurda	παράλογος	absurd	grupo	alternativoj	prononco
level	kaverno	μια σπηλιά, μια σπηλιά	a cavern, a cave	grupo	alternativoj	prononco
level	Portugalio	Πορτογαλία	Portugal	grupo	alternativoj	prononco
level	portugalo	ένας Πορτογάλος	a Portuguese	grupo	alternativoj	prononco
level	teritorio	μια επικράτεια	a territory	grupo	alternativoj	prononco
level	Polio	πολιομυελίτις	polio	grupo	alternativoj	prononco
level	d-ro	Ο Δρ.	Dr.	grupo	alternativoj	prononco
level	stipendio	μια υποτροφία, μια υποτροφία, μια υποτροφία	a stipend, a bursary, a scholarship	grupo	alternativoj	prononco
level	impeti	να είναι ορμητικός, να είναι ορμητικός, να παύλα	to be impetuous, to be impelled, to dash	grupo	alternativoj	prononco
level	pola	Στίλβωση	Polish	grupo	alternativoj	prononco
level	kompliki	να περιπλέξει	to complicate	grupo	alternativoj	prononco
level	franca	γαλλική γλώσσα	French	grupo	alternativoj	prononco
level	konkurso	διαγωνισμός, διαγωνισμός	a contest, competition	grupo	alternativoj	prononco
level	grinci	να τρίζει, να τρίζει, να γκρινιάζει, να τρίβει	to squeak, to creak, to gnash, to grate	grupo	alternativoj	prononco
level	Finnlando	Φινλανδία	Finland	grupo	alternativoj	prononco
level	prof-o	Prof.	Prof.	grupo	alternativoj	prononco
level	profeto	ένας προφήτης	a prophet	grupo	alternativoj	prononco
level	originalo	ένα πρωτότυπο	an original	grupo	alternativoj	prononco
level	tragika	τραγικός	tragic	grupo	alternativoj	prononco
level	Koreio	Κορέα	Korea	grupo	alternativoj	prononco
level	ne ~ sed ~	όχι ~ αλλά ~	not ~ but ~	grupo	alternativoj	prononco
level	koree	στα κορεάτικα	in Korean	grupo	alternativoj	prononco
level	korea	κορεάτης	Korean	grupo	alternativoj	prononco
level	nek ~ nek ~	ούτε ~ ούτε ~	neither ~ nor ~	grupo	alternativoj	prononco
level	ateismo	αθεϊσμός	atheism	grupo	alternativoj	prononco
level	ne nur ~ sed ankaŭ ~	όχι μόνο ~ αλλά και ~	not only ~ but also ~	grupo	alternativoj	prononco
level	koreo	ένας Κορεάτης	a Korean	grupo	alternativoj	prononco
level	Hungario	Ουγγαρία	Hungary	grupo	alternativoj	prononco
level	piloto	ένας πιλότος	a pilot	grupo	alternativoj	prononco
level	aŭ ~ aŭ ~	είτε ~ είτε ~	either ~ or ~	grupo	alternativoj	prononco
level	Hago	Η Χάγη	The Hague	grupo	alternativoj	prononco
level	situo	μια τοποθεσία, μια τοποθεσία	a site, a location	grupo	alternativoj	prononco
level	por ke ~	ώστε ~	so that ~	grupo	alternativoj	prononco
level	interpreti	να ερμηνεύσει	to interpret	grupo	alternativoj	prononco
level	kaŭzi	να προκαλέσει, να γεννήσει	to cause, to give rise to	grupo	alternativoj	prononco
level	centralizi	να συγκεντρώνει	to centralize	grupo	alternativoj	prononco
level	mastrumi	να διαχειριστώ, να κρατήσω (ένα σπίτι)	to manage, to keep (a house)	grupo	alternativoj	prononco
level	substanco	ουσία, ύλη	a substance, matter	grupo	alternativoj	prononco
level	pasporta servo	υπηρεσία διαβατηρίου (Esperanto CouchSerfing)	a passport service (Esperanto CouchSerfing)	grupo	alternativoj	prononco
level	aŭstro	ένας Αυστριακός	an Austrian	grupo	alternativoj	prononco
level	Amazono	Αμαζόνα	Amazon	grupo	alternativoj	prononco
level	pioĉo	ένα ματ, μια αξίνα	a mattock, a pickaxe	grupo	alternativoj	prononco
level	lenso	ένας φακός	a lens	grupo	alternativoj	prononco
level	generacio	μια γενιά	a generation	grupo	alternativoj	prononco
level	falĉi	να κουρεύω, να κόβω, να δρεπάνω	to mow, to cut, to scythe	grupo	alternativoj	prononco
level	efektive	στην πραγματικότητα, στην πραγματικότητα	actually, in fact	grupo	alternativoj	prononco
level	portisto	ένας αχθοφόρος	a porter	grupo	alternativoj	prononco
level	dogano	ΗΘΗ και εθιμα	customs	grupo	alternativoj	prononco
level	raketo	μια φωτοβολίδα, ένας πύραυλος	a flare, a rocket	grupo	alternativoj	prononco
level	eksportisto	ένας εξαγωγέας	an exporter	grupo	alternativoj	prononco
level	garaĝo	ένα γκαράζ (=aŭtejo)	a garage (=aŭtejo)	grupo	alternativoj	prononco
level	indiki	για να υποδείξει	to indicate	grupo	alternativoj	prononco
level	Bjalistoko	Bialystok	Bialystok	grupo	alternativoj	prononco
level	importisto	ένας εισαγωγέας	an importer	grupo	alternativoj	prononco
level	vipo	ένα μαστίγιο	a whip	grupo	alternativoj	prononco
level	kanalo	ένα κανάλι, ένα κανάλι	a canal, a channel	grupo	alternativoj	prononco
level	raŭka	γεροδεμένος, βραχνός, τραχύς	husky, hoarse, raucous	grupo	alternativoj	prononco
level	indekso	ένα ευρετήριο	an index	grupo	alternativoj	prononco
level	feminismo	φεμινισμός	feminism	grupo	alternativoj	prononco
level	atomo	ένα άτομο	an atom	grupo	alternativoj	prononco
level	pilo	ένα σωρό (ηλεκτρικό), ένα στοιχείο μπαταρίας	a pile (electric), a battery cell	grupo	alternativoj	prononco
level	abstrakta	αφηρημένη	abstract	grupo	alternativoj	prononco
level	prelego	μια διάλεξη, μια ομιλία	a lecture, a talk	grupo	alternativoj	prononco
level	medicino	φάρμακο	medicine	grupo	alternativoj	prononco
level	hepato	ένα συκώτι	a liver	grupo	alternativoj	prononco
level	marvirino	μια γοργόνα	a mermaid	grupo	alternativoj	prononco
level	demenculo	ασθενής με άνοια	a dementia patient	grupo	alternativoj	prononco
level	finalo	ένας τελικός, ένα play-off, ένα φινάλε	a final, a play-off, a finale	grupo	alternativoj	prononco
level	ŝatokupo	χόμπι (=χόμπι)	a hobby (=hobio)	grupo	alternativoj	prononco
