A.eo content.tsv
Level	Esperanto	eo	en-us	Grupo	Alternativoj	Pronoco
level	tion, ke la instruisto malŝatas abelon	tion, ke la instruisto malŝatas abelon	the fact that the teacher hates bees	grupo	alternativoj	prononco
level	scias tion, ke la instruisto malŝatas abelon	scias tion, ke la instruisto malŝatas abelon	knows the fact that the teacher hates bees	grupo	alternativoj	prononco
level	scias, ke la instruisto malŝatas tion	scias, ke la instruisto malŝatas tion	knows that the teacher hates that	grupo	alternativoj	prononco
level	sed hodiaŭ li trinkis la kafon	sed hodiaŭ li trinkis la kafon	but today he drank the coffee	grupo	alternativoj	prononco
level	li rapide surmetas la vestaĵon	li rapide surmetas la vestaĵon	he quickly puts on the clothes	grupo	alternativoj	prononco
level	li ne volas malfrui	li ne volas malfrui	he doesn't want to be late	grupo	alternativoj	prononco
level	rapidege kun la libroj en la mano	rapidege kun la libroj en la mano	very quickly with the books in hand	grupo	alternativoj	prononco
level	poste li kuris kaj saltis	poste li kuris kaj saltis	later he ran and jumped	grupo	alternativoj	prononco
level	li kuris kaj saltis	li kuris kaj saltis	he ran and jumped	grupo	alternativoj	prononco
level	laŭ la strato	laŭ la strato	along the street	grupo	alternativoj	prononco
level	la homoj rigardis lin	la homoj rigardis lin	the people looked at him	grupo	alternativoj	prononco
level	rigardis lin kaj diris	rigardis lin kaj diris	looked at him and said	grupo	alternativoj	prononco
level	saĝa kaj malsaĝa	saĝa kaj malsaĝa	wise and foolish	grupo	alternativoj	prononco
level	kia malsaĝa knabo!	kia malsaĝa knabo!	what a foolish boy!	grupo	alternativoj	prononco
level	estis antaŭ lernejo	estis antaŭ lernejo	was in front of a school	grupo	alternativoj	prononco
level	baldaŭ	baldaŭ	soon	grupo	alternativoj	prononco
level	li estis antaŭ ~	li estis antaŭ ~	he was in front of ~	grupo	alternativoj	prononco
level	iri kaj eniri	iri kaj eniri	to go and to enter	grupo	alternativoj	prononco
level	li volis eniri	li volis eniri	he wanted to enter	grupo	alternativoj	prononco
level	eniri la lernejon	eniri la lernejon	to enter into the school	grupo	alternativoj	prononco
level	sed tamen	sed tamen	but however	grupo	alternativoj	prononco
level	sed li ne povis	sed li ne povis	but he couldn't	grupo	alternativoj	prononco
level	fermi kaj fermita	fermi kaj fermita	to close and closed	grupo	alternativoj	prononco
level	ĝi estis fermita	ĝi estis fermita	it was closed	grupo	alternativoj	prononco
level	nek ~ nek ~	nek ~ nek ~	neither ~ nor ~	grupo	alternativoj	prononco
level	nek instruisto nek gelernantoj	nek instruisto nek gelernantoj	neither a teacher nor male-and-female students	grupo	alternativoj	prononco
level	vidis nek instruiston nek gelernantojn	vidis nek instruiston nek gelernantojn	saw neither a teacher nor students	grupo	alternativoj	prononco
level	sidi, eksidi	sidi, eksidi	to sit, to get sitted	grupo	alternativoj	prononco
level	eksidis	eksidis	got seated (had seated)	grupo	alternativoj	prononco
level	li eksidis	li eksidis	he got seated	grupo	alternativoj	prononco
level	kaj pensis	kaj pensis	and thought	grupo	alternativoj	prononco
level	kio okazis?	kio okazis?	what did happen?	grupo	alternativoj	prononco
level	diable	diable	to the awful (like a devil)	grupo	alternativoj	prononco
level	damne	damne	dam it	grupo	alternativoj	prononco
level	memoras	memoras	remembers	grupo	alternativoj	prononco
level	nun mi memoras	nun mi memoras	now I remember	grupo	alternativoj	prononco
level	dimanĉo	dimanĉo	Sunday	grupo	alternativoj	prononco
level	hodiaŭ estas ~	hodiaŭ estas ~	today is ~	grupo	alternativoj	prononco
level	hodiaŭ estas dimanĉo	hodiaŭ estas dimanĉo	today is Sunday	grupo	alternativoj	prononco
level	dormi kaj ekdormi	dormi kaj ekdormi	to sleep and to get into sleep	grupo	alternativoj	prononco
level	suno kaj luno	suno kaj luno	a sun and a moon	grupo	alternativoj	prononco
level	subita kaj subite	subita kaj subite	sudden and suddenly	grupo	alternativoj	prononco
level	ek!	ek!	off! (to start)	grupo	alternativoj	prononco
level	salti kaj eksaltis	salti kaj eksaltis	to jump and jumped 	grupo	alternativoj	prononco
level	ĉiam frua	ĉiam frua	always early	grupo	alternativoj	prononco
level	hodiaŭ metis kaj kuris	hodiaŭ metis kaj kuris	today put and ran	grupo	alternativoj	prononco
level	aĵo, ne aĝo	aĵo, ne aĝo	a thing not age	grupo	alternativoj	prononco
level	kuris laŭ homoj saĝaj	kuris laŭ homoj saĝaj	ran along wise people	grupo	alternativoj	prononco
level	laŭeble baldaŭ	laŭeble baldaŭ	soon as possible	grupo	alternativoj	prononco
level	kia knabo, kia knabino	kia knabo, kia knabino	what a boy, what a girl	grupo	alternativoj	prononco
level	nek pensita nek memorita	nek pensita nek memorita	neither thought nor memorized	grupo	alternativoj	prononco
level	diablo atendis akvon dimanĉe	diablo atendis akvon dimanĉe	a devil waited for water on Sunday	grupo	alternativoj	prononco
level	tiom malgranda momento	tiom malgranda momento	such a small moment	grupo	alternativoj	prononco
level	eĉ tiom malgranda momento valoras	eĉ tiom malgranda momento valoras	even such a small moment is worthwhile	grupo	alternativoj	prononco
level	kriis for ĝis nokto	kriis for ĝis nokto	cried away until night	grupo	alternativoj	prononco
level	lasis la poŝton de la mano	lasis la poŝton de la mano	put away the mailpost from the hand	grupo	alternativoj	prononco
level	ridis mem lasante la poŝton	ridis mem lasante la poŝton	laughed by oneself, putting away the mailpost	grupo	alternativoj	prononco
level	nek li nek ŝi ridis	nek li nek ŝi ridis	neither he nor she laughed	grupo	alternativoj	prononco
level	ŝi nek ridis nek respondis	ŝi nek ridis nek respondis	she neither laughed nor answered	grupo	alternativoj	prononco
level	li nek sidas nek rigardas	li nek sidas nek rigardas	he neither sits nor watches	grupo	alternativoj	prononco
level	neniam mi vidis	neniam mi vidis	I have never seen	grupo	alternativoj	prononco
level	mi neniam diros al iu	mi neniam diros al iu	I will never tell anyone	grupo	alternativoj	prononco
level	diru al neniu	diru al neniu	tell no one	grupo	alternativoj	prononco
level	mi neniam diros	mi neniam diros	I will never say	grupo	alternativoj	prononco
level	mem	mem	to oneself (by oneself)	grupo	alternativoj	prononco
level	mi mem faris	mi mem faris	I did it myself	grupo	alternativoj	prononco
level	faris tion	faris tion	did it (made it)	grupo	alternativoj	prononco
level	mem faris tion	mem faris tion	did it oneself (made it oneself)	grupo	alternativoj	prononco
level	ĝis la revido, ĝis revido	ĝis la revido, ĝis revido	see you (again), see you (again)	grupo	alternativoj	prononco
level	ĝis!	ĝis!	until! (goodbye!)	grupo	alternativoj	prononco
level	ekparoli	ekparoli	to start talking	grupo	alternativoj	prononco
level	ekparolis, komencis paroli finfine	ekparolis, komencis paroli finfine	started saying, began to speak at last	grupo	alternativoj	prononco
level	trinkis rapidege	trinkis rapidege	drank very fast	grupo	alternativoj	prononco
level	trinkis matenan trinkaĵon	trinkis matenan trinkaĵon	had a morning drink	grupo	alternativoj	prononco
level	por frue veni	por frue veni	to come early	grupo	alternativoj	prononco
level	veni al la lernejo	veni al la lernejo	to come to school	grupo	alternativoj	prononco
level	frue veni al ~	frue veni al ~	to come early to ~	grupo	alternativoj	prononco
level	ne aŭdis novaĵon	ne aŭdis novaĵon	didn't hear news	grupo	alternativoj	prononco
level	ankoraŭ ne aŭdis	ankoraŭ ne aŭdis	didn't hear yet	grupo	alternativoj	prononco
level	mi ankoraŭ ne aŭdis	mi ankoraŭ ne aŭdis	I didn't hear yet	grupo	alternativoj	prononco
level	en tiu momento	en tiu momento	in that moment	grupo	alternativoj	prononco
level	en tiu momento li ekkriis	en tiu momento li ekkriis	in that moment he cried	grupo	alternativoj	prononco
level	knabo, kiu ne amas	knabo, kiu ne amas	a boy, who does not love	grupo	alternativoj	prononco
level	geknaboj	geknaboj	boys and girls	grupo	alternativoj	prononco
level	aliaj geknaboj	aliaj geknaboj	other boys and girls	grupo	alternativoj	prononco
level	ne amas aliajn geknabojn	ne amas aliajn geknabojn	does not love other boys and girls	grupo	alternativoj	prononco
level	nek amikojn, nek amikinojn	nek amikojn, nek amikinojn	neither friends nor girl friends	grupo	alternativoj	prononco
level	havas nek monon, nek tempon	havas nek monon, nek tempon	does not have neither money nor time	grupo	alternativoj	prononco
level	kiu havis la libron?	kiu havis la libron?	who had the book?	grupo	alternativoj	prononco
level	la libron, kiun vi atendis	la libron, kiun vi atendis	the book which you waited	grupo	alternativoj	prononco
level	tiun, kiun vi atendis pli ol du jarojn	tiun, kiun vi atendis pli ol du jarojn	that, which you waited for more than 2 years	grupo	alternativoj	prononco
level	ĉu vi volas tion?	ĉu vi volas tion?	do you want that?	grupo	alternativoj	prononco
level	ĉu vi volas, ke ~ ?	ĉu vi volas, ke ~ ?	do you want that ~ ?	grupo	alternativoj	prononco
level	plej kara	plej kara	dearest	grupo	alternativoj	prononco
level	plej kara foto	plej kara foto	dearest photo	grupo	alternativoj	prononco
level	mian plej karan foton	mian plej karan foton	my dearest photo	grupo	alternativoj	prononco
level	kie vi aĉetis ~ ?	kie vi aĉetis ~ ?	where did you buy ~ ?	grupo	alternativoj	prononco
level	tiu vestaĵo	tiu vestaĵo	that clothing	grupo	alternativoj	prononco
level	tiun vestaĵon	tiun vestaĵon	that clothing (objective)	grupo	alternativoj	prononco
level	aĉetis tiun vestaĵon	aĉetis tiun vestaĵon	bought that outfit	grupo	alternativoj	prononco
level	vi iros tien	vi iros tien	you will go there	grupo	alternativoj	prononco
level	kien vi iros?	kien vi iros?	where are you going to?	grupo	alternativoj	prononco
level	suna tago	suna tago	sunny day	grupo	alternativoj	prononco
level	estos suna tago	estos suna tago	it will be a sunny day	grupo	alternativoj	prononco
level	se estos suna tago	se estos suna tago	if it will be a sunny day	grupo	alternativoj	prononco
level	via frato jam ekiris	via frato jam ekiris	your brother has already started	grupo	alternativoj	prononco
level	ĉu via frato jam ekiris?	ĉu via frato jam ekiris?	has your brother started yet?	grupo	alternativoj	prononco
level	kie estas la akvo?	kie estas la akvo?	where is the water	grupo	alternativoj	prononco
level	kunporti la akvon	kunporti la akvon	to bring the water	grupo	alternativoj	prononco
level	vi mem kunportis	vi mem kunportis	you yourself brought	grupo	alternativoj	prononco
level	la akvon, kion vi mem kunportis	la akvon, kion vi mem kunportis	the water, that you yourself brought	grupo	alternativoj	prononco
level	estis tre trankvila	estis tre trankvila	was very quiet	grupo	alternativoj	prononco
level	hodiaŭ mia patrino estis ~	hodiaŭ mia patrino estis ~	today my mother was ~	grupo	alternativoj	prononco
level	mi venis el ~	mi venis el ~	I came from ~	grupo	alternativoj	prononco
level	el la lernejo	el la lernejo	out of the school	grupo	alternativoj	prononco
level	raportis al ~	raportis al ~	reported to ~	grupo	alternativoj	prononco
level	kaj raportis al ŝi	kaj raportis al ŝi	and reported to her	grupo	alternativoj	prononco
level	raportis, ke ~	raportis, ke ~	reported that ~	grupo	alternativoj	prononco
level	raportis, ke mi ricevos	raportis, ke mi ricevos	reported that I will receive	grupo	alternativoj	prononco
level	mi ricevos malbonan noton	mi ricevos malbonan noton	I will get a bad grade	grupo	alternativoj	prononco
level	ŝi diris, ke ~	ŝi diris, ke ~	she said that ~	grupo	alternativoj	prononco
level	vi devas laborigi ~	vi devas laborigi ~	you have to make ~ work	grupo	alternativoj	prononco
level	pli multe	pli multe	more	grupo	alternativoj	prononco
level	pli multe laborigi	pli multe laborigi	to make work more	grupo	alternativoj	prononco
level	laborigi vian kapon	laborigi vian kapon	to make your head work	grupo	alternativoj	prononco
level	kiom da malbonaj notoj	kiom da malbonaj notoj	how many bad grades	grupo	alternativoj	prononco
level	vi havas tiom da malbonaj notoj	vi havas tiom da malbonaj notoj	you have so many bad grades	grupo	alternativoj	prononco
level	estis malĝoja	estis malĝoja	was sad	grupo	alternativoj	prononco
level	en vian ĉambron	en vian ĉambron	into your room	grupo	alternativoj	prononco
level	iru en vian ĉambron	iru en vian ĉambron	go into your room	grupo	alternativoj	prononco
level	iru kaj lernu	iru kaj lernu	go and learn	grupo	alternativoj	prononco
level	mi sidis	mi sidis	I sat	grupo	alternativoj	prononco
level	en mia ĉambro	en mia ĉambro	in my room	grupo	alternativoj	prononco
level	sidis en mia ĉambro	sidis en mia ĉambro	sat in my room	grupo	alternativoj	prononco
level	nek lerni nek legi	nek lerni nek legi	neither learn nor read	grupo	alternativoj	prononco
level	sed mi povis nek lerni nek legi	sed mi povis nek lerni nek legi	but I could neither learn nor read	grupo	alternativoj	prononco
level	miaj pensoj	miaj pensoj	my thoughts	grupo	alternativoj	prononco
level	ĉe ludo	ĉe ludo	at a game	grupo	alternativoj	prononco
level	ludo kun miaj amikoj	ludo kun miaj amikoj	game with my friends	grupo	alternativoj	prononco
level	ĉe sporto	ĉe sporto	at sport	grupo	alternativoj	prononco
level	al mi mem	al mi mem	to myself	grupo	alternativoj	prononco
level	diris al mi mem	diris al mi mem	said to myself	grupo	alternativoj	prononco
level	tiom malsaĝa	tiom malsaĝa	so stupid	grupo	alternativoj	prononco
level	ĉu mi estas tiom malsaĝa?	ĉu mi estas tiom malsaĝa?	am I that stupid?	grupo	alternativoj	prononco
level	kvankam mi lernis multe	kvankam mi lernis multe	although I learned a lot	grupo	alternativoj	prononco
level	la patrino eniris	la patrino eniris	the mother entered	grupo	alternativoj	prononco
level	miaj vortoj	miaj vortoj	my words	grupo	alternativoj	prononco
level	kaj aŭdis miajn vortojn	kaj aŭdis miajn vortojn	and heard my words	grupo	alternativoj	prononco
level	ŝi tuj respondis	ŝi tuj respondis	she answered immediately	grupo	alternativoj	prononco
level	ne, mia kara	ne, mia kara	no, my dear	grupo	alternativoj	prononco
level	vi ne estas malsaĝa	vi ne estas malsaĝa	you are not stupid	grupo	alternativoj	prononco
level	la problemo estas, ke ~	la problemo estas, ke ~	the problem is that ~	grupo	alternativoj	prononco
level	ke vi devas lerni	ke vi devas lerni	that you must learn	grupo	alternativoj	prononco
level	devas lerni multe pli	devas lerni multe pli	must learn much more	grupo	alternativoj	prononco
level	tiam vi ne havos	tiam vi ne havos	then you will not have	grupo	alternativoj	prononco
level	malbonaj notoj	malbonaj notoj	bad grades	grupo	alternativoj	prononco
level	havos nur malbonajn notojn	havos nur malbonajn notojn	will have only bad grades	grupo	alternativoj	prononco
level	ankaŭ nun	ankaŭ nun	also now	grupo	alternativoj	prononco
level	mi ne havas ilin	mi ne havas ilin	I don't have them	grupo	alternativoj	prononco
level	mi havas bonan noton	mi havas bonan noton	I have a good grade	grupo	alternativoj	prononco
level	pri muziko	pri muziko	about music	grupo	alternativoj	prononco
level	bonan noton pri muziko	bonan noton pri muziko	a good note on music	grupo	alternativoj	prononco
level	la patrino subite ekridis	la patrino subite ekridis	the mother suddenly burst out laughing	grupo	alternativoj	prononco
level	tio plibeligis ~	tio plibeligis ~	that beautified ~	grupo	alternativoj	prononco
level	mian tagon	mian tagon	my day	grupo	alternativoj	prononco
level	plibeligis mian tagon	plibeligis mian tagon	made my day	grupo	alternativoj	prononco
level	sed tamen restis	sed tamen restis	but still remained	grupo	alternativoj	prononco
level	sed la problemo tamen restis	sed la problemo tamen restis	but the problem still remained	grupo	alternativoj	prononco
level	kilogramo da ~	kilogramo da ~	a kilogram of ~	grupo	alternativoj	prononco
level	kilogramo da sukero	kilogramo da sukero	a kilogram of sugar	grupo	alternativoj	prononco
level	glaso da ~	glaso da ~	a glass of ~	grupo	alternativoj	prononco
level	glaso da akvo	glaso da akvo	a glass of water	grupo	alternativoj	prononco
level	multe da ~	multe da ~	a lot of ~	grupo	alternativoj	prononco
level	multe da ideoj	multe da ideoj	lots of ideas	grupo	alternativoj	prononco
level	deteni sin	deteni sin	to hold back	grupo	alternativoj	prononco
level	ordigis ĉion	ordigis ĉion	sorted everything out	grupo	alternativoj	prononco
level	transdonis al li	transdonis al li	handed over to him	grupo	alternativoj	prononco
level	mi petas	mi petas	I'm asking	grupo	alternativoj	prononco
level	glason da kafo	glason da kafo	a glass of coffee	grupo	alternativoj	prononco
level	kaj iom da akvo	kaj iom da akvo	and some water	grupo	alternativoj	prononco
level	mi petas glason da kafo	mi petas glason da kafo	I would like a glass of coffee	grupo	alternativoj	prononco
level	mi petas tason da teo	mi petas tason da teo	I would like a cup of tea	grupo	alternativoj	prononco
level	doloris lin	doloris lin	hurt him	grupo	alternativoj	prononco
level	la kapo doloris lin	la kapo doloris lin	his head hurt	grupo	alternativoj	prononco
level	li malsaniĝis	li malsaniĝis	he fell ill	grupo	alternativoj	prononco
level	ŝatas esti bela	ŝatas esti bela	likes to be beautiful	grupo	alternativoj	prononco
level	ŝi beligis sian vizaĝon	ŝi beligis sian vizaĝon	she beautified her face	grupo	alternativoj	prononco
level	la knabo ŝatas esti bela	la knabo ŝatas esti bela	the boy likes to be pretty	grupo	alternativoj	prononco
level	pro tio ŝi beligis ĝin	pro tio ŝi beligis ĝin	therefore she beautified it	grupo	alternativoj	prononco
level	post la tagmanĝo	post la tagmanĝo	after lunch	grupo	alternativoj	prononco
level	purigi la kuirejon	purigi la kuirejon	to clean the kitchen	grupo	alternativoj	prononco
level	kiu purigos la kuirejon?	kiu purigos la kuirejon?	who will clean the kitchen?	grupo	alternativoj	prononco
level	volas trinki	volas trinki	wants to drink	grupo	alternativoj	prononco
level	kion vi volas trinki?	kion vi volas trinki?	what do you want to drink	grupo	alternativoj	prononco
level	trinki teon	trinki teon	to drink tea	grupo	alternativoj	prononco
level	iom da akvo	iom da akvo	a little of water	grupo	alternativoj	prononco
level	ĉu vi volas nenion?	ĉu vi volas nenion?	do you want nothing?	grupo	alternativoj	prononco
level	tiel subite	tiel subite	so suddenly	grupo	alternativoj	prononco
level	kial vi decidis ~ ?	kial vi decidis ~ ?	why did you decide ~ ?	grupo	alternativoj	prononco
level	kial vi tiel subite decidis ~ ?	kial vi tiel subite decidis ~ ?	why did you decide ~ so suddenly?	grupo	alternativoj	prononco
level	via ĉambro	via ĉambro	your room	grupo	alternativoj	prononco
level	via ĉambreto	via ĉambreto	your little room	grupo	alternativoj	prononco
level	vian ĉambreton	vian ĉambreton	to your little room	grupo	alternativoj	prononco
level	renovigi vian ĉambreton	renovigi vian ĉambreton	to renovate your little room	grupo	alternativoj	prononco
level	decidis renovigi vian ĉambreton	decidis renovigi vian ĉambreton	decided to renovate your little room	grupo	alternativoj	prononco
level	al kiu	al kiu	to whom	grupo	alternativoj	prononco
level	vi donis ~	vi donis ~	you gave ~	grupo	alternativoj	prononco
level	al kiu vi donis ~ ?	al kiu vi donis ~ ?	to whom did you give ~ ?	grupo	alternativoj	prononco
level	puraj glasoj	puraj glasoj	clean glasses	grupo	alternativoj	prononco
level	vi donis la purajn glasojn	vi donis la purajn glasojn	you gave the clean glasses	grupo	alternativoj	prononco
level	la puraj glasoj por la vino	la puraj glasoj por la vino	the clean glasses for the wine	grupo	alternativoj	prononco
level	kontraŭ kiu	kontraŭ kiu	against whom	grupo	alternativoj	prononco
level	via sportklubo	via sportklubo	your sports club	grupo	alternativoj	prononco
level	ludas kontraŭ ~	ludas kontraŭ ~	plays against ~	grupo	alternativoj	prononco
level	antaŭ du semajnoj	antaŭ du semajnoj	two weeks ago	grupo	alternativoj	prononco
level	kontraŭ kiu via sportklubo ludis?	kontraŭ kiu via sportklubo ludis?	who did your sports club play against?	grupo	alternativoj	prononco
level	ĉu vi vidas ~ ?	ĉu vi vidas ~ ?	do you see ~ ?	grupo	alternativoj	prononco
level	ĉu vi ofte vidas ~ ?	ĉu vi ofte vidas ~ ?	do you often see ~ ?	grupo	alternativoj	prononco
level	ofte vidas la policiston	ofte vidas la policiston	often see the policeman	grupo	alternativoj	prononco
level	tiu, kiu loĝas en ~	tiu, kiu loĝas en ~	the one who lives in ~	grupo	alternativoj	prononco
level	loĝas en la loĝejo	loĝas en la loĝejo	lives in the lodging place	grupo	alternativoj	prononco
level	la loĝejo super vi	la loĝejo super vi	the dwelling place above you	grupo	alternativoj	prononco
level	vidas la policiston, kiu loĝas en ~	vidas la policiston, kiu loĝas en ~	sees the police officer who lives in ~	grupo	alternativoj	prononco
level	plano pri veturado	plano pri veturado	driving plan	grupo	alternativoj	prononco
level	volis vojaĝi	volis vojaĝi	wanted to travel	grupo	alternativoj	prononco
level	vojaĝi al alia lando	vojaĝi al alia lando	to travel to another country	grupo	alternativoj	prononco
level	en libertempo	en libertempo	in free time	grupo	alternativoj	prononco
level	ili decidis iri	ili decidis iri	they decided to go	grupo	alternativoj	prononco
level	decidis iri al Italio	decidis iri al Italio	decided to go to Italy	grupo	alternativoj	prononco
level	malnovaj urboj	malnovaj urboj	old cities	grupo	alternativoj	prononco
level	lando kun malnovaj urboj	lando kun malnovaj urboj	a country with old cities	grupo	alternativoj	prononco
level	aliaj belaĵoj	aliaj belaĵoj	other beauties	grupo	alternativoj	prononco
level	kaj aliaj belaĵoj	kaj aliaj belaĵoj	and other beauties	grupo	alternativoj	prononco
level	bela lando kun malnovaj urboj kaj aliaj belaĵoj	bela lando kun malnovaj urboj kaj aliaj belaĵoj	a beautiful country with old cities and other beauties	grupo	alternativoj	prononco
level	ili estis feliĉaj	ili estis feliĉaj	they were happy	grupo	alternativoj	prononco
level	kie estas ~ ?	kie estas ~ ?	where is ~ ?	grupo	alternativoj	prononco
level	kie estas mia vestaĵo?	kie estas mia vestaĵo?	where are my clothes	grupo	alternativoj	prononco
level	ŝi demandis ~	ŝi demandis ~	she asked ~	grupo	alternativoj	prononco
level	ni ne forgesu kunporti ~	ni ne forgesu kunporti ~	let's not forget to bring ~	grupo	alternativoj	prononco
level	kunporti la libron	kunporti la libron	to take the book with you	grupo	alternativoj	prononco
level	libro por lerni Esperanton	libro por lerni Esperanton	a book to learn Esperanto	grupo	alternativoj	prononco
level	kunporti libron por lerni	kunporti libron por lerni	to carry a book to learn	grupo	alternativoj	prononco
level	ni povas komenci ~	ni povas komenci ~	we can start ~	grupo	alternativoj	prononco
level	en la vagonaro	en la vagonaro	in the train	grupo	alternativoj	prononco
level	jam en la vagonaro	jam en la vagonaro	already in the train	grupo	alternativoj	prononco
level	ni nenion faros	ni nenion faros	we won't do anything	grupo	alternativoj	prononco
level	per aŭto	per aŭto	by car	grupo	alternativoj	prononco
level	ni veturos per ~	ni veturos per ~	we will drive by ~	grupo	alternativoj	prononco
level	veturos per aŭto	veturos per aŭto	will drive a car	grupo	alternativoj	prononco
level	mi havas sekreton	mi havas sekreton	I have a secret	grupo	alternativoj	prononco
level	mia riĉa onklo	mia riĉa onklo	my rich uncle	grupo	alternativoj	prononco
level	mia deziro	mia deziro	my wish	grupo	alternativoj	prononco
level	plenumis mian deziron	plenumis mian deziron	fulfilled my wish	grupo	alternativoj	prononco
level	donis al ni	donis al ni	gave us	grupo	alternativoj	prononco
level	sian aŭton	sian aŭton	his car	grupo	alternativoj	prononco
level	kaj donis al ni sian aŭton	kaj donis al ni sian aŭton	and gave us his car	grupo	alternativoj	prononco
level	por uzo	por uzo	for use	grupo	alternativoj	prononco
level	ĝi staras antaŭ ~	ĝi staras antaŭ ~	it stands before ~	grupo	alternativoj	prononco
level	staras antaŭ la domo	staras antaŭ la domo	stands in front of the house	grupo	alternativoj	prononco
level	mi devas diri ~	mi devas diri ~	I have to say ~	grupo	alternativoj	prononco
level	nenion diru	nenion diru	don't say anything	grupo	alternativoj	prononco
level	ni eksidu	ni eksidu	let's sit down	grupo	alternativoj	prononco
level	eksidu en la aŭton	eksidu en la aŭton	get in the car	grupo	alternativoj	prononco
level	veturi al ~	veturi al ~	to drive to ~	grupo	alternativoj	prononco
level	kaj veturu al Italio	kaj veturu al Italio	and drive to Italy	grupo	alternativoj	prononco
level	sidis en la aŭto	sidis en la aŭto	sat in the car	grupo	alternativoj	prononco
level	ankaŭ la vestaĵoj	ankaŭ la vestaĵoj	also the clothes	grupo	alternativoj	prononco
level	~ estis en la aŭto	~ estis en la aŭto	~ was in the car	grupo	alternativoj	prononco
level	ankoraŭ sidadis kaj atendis	ankoraŭ sidadis kaj atendis	still sat and waited	grupo	alternativoj	prononco
level	sed li atendis	sed li atendis	but he waited	grupo	alternativoj	prononco
level	kial ni ne ~ ?	kial ni ne ~ ?	why don't we ~ ?	grupo	alternativoj	prononco
level	kial ni ne ekveturas?	kial ni ne ekveturas?	why don't we start driving?	grupo	alternativoj	prononco
level	ankaŭ mi havas ~	ankaŭ mi havas ~	I have ~ too	grupo	alternativoj	prononco
level	veturigus la aŭton	veturigus la aŭton	would drive the car	grupo	alternativoj	prononco
level	sed mi ne scias ~	sed mi ne scias ~	but I don't know ~	grupo	alternativoj	prononco
level	mi neniam lernis tion	mi neniam lernis tion	I never learned that	grupo	alternativoj	prononco
level	mi kredus ~	mi kredus ~	I would believe ~	grupo	alternativoj	prononco
level	se mi estus sana	se mi estus sana	if I were healthy	grupo	alternativoj	prononco
level	mi estus tre feliĉa	mi estus tre feliĉa	I would be very happy	grupo	alternativoj	prononco
level	kvazaŭ vi estus riĉulo	kvazaŭ vi estus riĉulo	as if you were rich	grupo	alternativoj	prononco
level	vi sidas tie kvazaŭ vi estus riĉulo	vi sidas tie kvazaŭ vi estus riĉulo	you sit there as if you were a rich man	grupo	alternativoj	prononco
level	kvazaŭa lernejo	kvazaŭa lernejo	alleged school	grupo	alternativoj	prononco
level	kvazaŭ riĉulo	kvazaŭ riĉulo	like a rich man	grupo	alternativoj	prononco
level	vi sidas tie kvazaŭ riĉulo	vi sidas tie kvazaŭ riĉulo	you sit there like a rich man	grupo	alternativoj	prononco
level	tiom da mono	tiom da mono	so much money	grupo	alternativoj	prononco
level	tiom da mono kiom da ideoj	tiom da mono kiom da ideoj	as much money as ideas	grupo	alternativoj	prononco
level	se mi havus tiom da mono	se mi havus tiom da mono	if I had that much money	grupo	alternativoj	prononco
level	mi vojaĝadus	mi vojaĝadus	I would travel	grupo	alternativoj	prononco
level	ĉirkaŭ la mondo	ĉirkaŭ la mondo	around the world	grupo	alternativoj	prononco
level	en ĉiu vortaro	en ĉiu vortaro	in every dictionary	grupo	alternativoj	prononco
level	mankas io	mankas io	something is missing	grupo	alternativoj	prononco
level	mankas kelkaj vortoj	mankas kelkaj vortoj	some words are missing	grupo	alternativoj	prononco
level	homo, kiu longe parolis	homo, kiu longe parolis	a man who spoke at length	grupo	alternativoj	prononco
level	ĉe la manĝotablo	ĉe la manĝotablo	at the dining table	grupo	alternativoj	prononco
level	homo, kiu rakontas, restos malsata	homo, kiu rakontas, restos malsata	a person who tells will remain hungry	grupo	alternativoj	prononco
level	rakontadas ĉe la manĝo tablo	rakontadas ĉe la manĝo tablo	keeps telling at the dining table	grupo	alternativoj	prononco
level	li devis atenti ~	li devis atenti ~	he had to pay attention to ~	grupo	alternativoj	prononco
level	ne rajtis ~	ne rajtis ~	was not allowed to ~	grupo	alternativoj	prononco
level	rajtis resti	rajtis resti	was allowed to stay	grupo	alternativoj	prononco
level	ne rajtis longe resti	ne rajtis longe resti	was not allowed to stay long	grupo	alternativoj	prononco
level	resti ekstere en pluvo	resti ekstere en pluvo	to stay out in the rain	grupo	alternativoj	prononco
level	tial li malvarmumis	tial li malvarmumis	that's why he caught a cold	grupo	alternativoj	prononco
level	li havas sian klaran ideon	li havas sian klaran ideon	he has his own clear idea	grupo	alternativoj	prononco
level	sed li kredos ĉion	sed li kredos ĉion	but he will believe everything	grupo	alternativoj	prononco
level	ĉion, kion vi diros	ĉion, kion vi diros	whatever you say	grupo	alternativoj	prononco
level	kvazaŭ vi estus lia edzino	kvazaŭ vi estus lia edzino	as if you were his wife	grupo	alternativoj	prononco
level	viaj gepatroj	viaj gepatroj	your parents	grupo	alternativoj	prononco
level	ĝojigi viajn gepatrojn	ĝojigi viajn gepatrojn	to make your parents happy	grupo	alternativoj	prononco
level	kio povus ĝojigi ~ ?	kio povus ĝojigi ~ ?	what could please ~ ?	grupo	alternativoj	prononco
level	kio povus plej ĝojigi viajn gepatrojn?	kio povus plej ĝojigi viajn gepatrojn?	what could make your parents the most happy?	grupo	alternativoj	prononco
