A.ur content.tsv
Level	Esperanto	ur	en-us	Grupo	Alternativoj	Pronoco
level	deziras, ke vi lernu	چاہتا ہے کہ آپ سیکھیں۔	wants that you learn	grupo	alternativoj	prononco
level	insistis, ke mi iru	اصرار کیا کہ میں جاؤ	insisted that I go	grupo	alternativoj	prononco
level	je kioma horo?	کس وقت	at what hour?	grupo	alternativoj	prononco
level	je la sesa, li venos	چھ بجے وہ آئے گا۔	at six he will come	grupo	alternativoj	prononco
level	la libreto estis ĉarma	libretto دلکش تھا	the libretto was charming	grupo	alternativoj	prononco
level	estu trankvila	خاموش رہو	be quiet	grupo	alternativoj	prononco
level	li estu trankvila	اسے خاموش رہنے دو	let him be quiet	grupo	alternativoj	prononco
level	ankaŭ li	وہ بھی	he too	grupo	alternativoj	prononco
level	mi deziras	میں چاہتا ہوں (خواہش)	I want (desire)	grupo	alternativoj	prononco
level	mi deziras, ke ~	میری خواہش ہے کہ ~	I wish (desire) that ~	grupo	alternativoj	prononco
level	ke vi lernu	کہ آپ سیکھتے ہیں۔	that you learn	grupo	alternativoj	prononco
level	mi deziras, ke vi lernu	میں چاہتا ہوں کہ آپ سیکھیں۔	I want you to learn	grupo	alternativoj	prononco
level	patro insistas	والد اصرار کرتے ہیں	father insists	grupo	alternativoj	prononco
level	patro insistas, ke ~	والد کا اصرار ہے کہ ~	father insists that ~	grupo	alternativoj	prononco
level	ke mi iru	کہ میں جاتا ہوں۔	that I go	grupo	alternativoj	prononco
level	patro insistas, ke mi iru	والد نے اصرار کیا کہ میں جاؤں	father insists that I go	grupo	alternativoj	prononco
level	je kioma horo	کس وقت	at what hour	grupo	alternativoj	prononco
level	je kioma horo vi venos?	آپ کس وقت آتے ہیں	what time do you come?	grupo	alternativoj	prononco
level	je la kvina	پانچ بجے)	at five (o'clock)	grupo	alternativoj	prononco
level	je la kvina horo	پانچ بجے	at five o'clock	grupo	alternativoj	prononco
level	kiel li fartas?	وہ کیسے کر رہا ہے؟	how does he doing?	grupo	alternativoj	prononco
level	kiel vi fartis lastatempe?	آپ حال ہی میں کیسے ہیں؟	how have you been lately?	grupo	alternativoj	prononco
level	etaj libroj belas	چھوٹی کتابیں خوبصورت ہیں	little books are beautiful	grupo	alternativoj	prononco
level	libreto, belaj libroj	ایک کتابچہ، خوبصورت کتابیں۔	a booklet, beautiful books	grupo	alternativoj	prononco
level	bela, beleta, belega	خوبصورت، تھوڑا خوبصورت، بہت خوبصورت	beautiful, a little pretty, very beautiful	grupo	alternativoj	prononco
level	varma, varmeta, varmega	گرم، گنگنا، بہت گرم	warm, lukewarm, very hot	grupo	alternativoj	prononco
level	librego, libreto	ایک بڑی کتاب، ایک کتابچہ	a big book, a booklet	grupo	alternativoj	prononco
level	bona, bonega, bonege	اچھا، بہت اچھا، اچھا	good, great, well	grupo	alternativoj	prononco
level	riĉa, riĉiĝi, riĉulo	امیر، امیر بننا، ایک امیر شخص	rich, become rich, a rich person	grupo	alternativoj	prononco
level	trankvila, trankviliĝi, trankviliĝu	پرسکون ہونا، پرسکون ہونا، پرسکون ہونا	calm, to calm down, calm down	grupo	alternativoj	prononco
level	sana, resaniĝi, resaniĝis	صحت مند، شفا یاب ہونے کے لیے، شفا ہو گیا۔	healthy, to become healed, became healed	grupo	alternativoj	prononco
level	edzo, edziĝo, geedziĝis	ایک شوہر، شادی، شادی شدہ	a husband, marriage, married	grupo	alternativoj	prononco
level	leterportisto	ایک خط ڈاکیا	a letter postman	grupo	alternativoj	prononco
level	hejmlando	ایک وطن	a homeland	grupo	alternativoj	prononco
level	iom, iomete	کسی حد تک، تھوڑا سا	somewhat, a little	grupo	alternativoj	prononco
level	ni bonege vespermanĝis	ہم نے بہت اچھا کھانا کھایا	we had a great dinner	grupo	alternativoj	prononco
level	espereble, prizorgu vin	امید ہے، اپنا خیال رکھنا	hopefully, take care of yourself	grupo	alternativoj	prononco
level	mi zorgis pri la altkvalita loĝejo	مجھے اعلیٰ معیار کی رہائش کا خیال تھا۔	I cared about the high-quality housing	grupo	alternativoj	prononco
level	pripensu dufoje, multfoje	دو بار، کئی بار سوچو	think twice, many times	grupo	alternativoj	prononco
level	kiu deprenis la libreton?	کتابچہ کس نے اتارا؟	who took down the booklet?	grupo	alternativoj	prononco
level	kato, kiu nomiĝas Cezaro	سیزر نامی بلی	a cat named Caesar	grupo	alternativoj	prononco
level	kuko, kiu estas sur la tablo	ایک کیک جو میز پر ہے۔	a cake which is on the table	grupo	alternativoj	prononco
level	manĝu kukon, kiu estas sur la tablo	ایک کیک کھاؤ جو میز پر ہے	eat a cake that is on the table	grupo	alternativoj	prononco
level	fariĝis varmega kaj ruĝiĝis	گرم اور شرمندہ ہو گیا	became hot and blushed	grupo	alternativoj	prononco
level	patro volas, ke lia infano manĝu	ایک باپ چاہتا ہے کہ اس کا بچہ کھائے۔	a father wants his child to eat	grupo	alternativoj	prononco
level	en malgranda ĉambro	ایک چھوٹے سے کمرے میں	in a small room	grupo	alternativoj	prononco
level	ni loĝas en ~	ہم ~ میں رہتے ہیں۔	we live in ~	grupo	alternativoj	prononco
level	mi fariĝis maltrankvila	میں بے چین ہو گیا۔	I became anxious	grupo	alternativoj	prononco
level	tiam, kiam mi vidis vin	اس وقت جب میں نے تمہیں دیکھا تھا۔	at that time when I saw you	grupo	alternativoj	prononco
level	ĉiuj rimarkis tion	سب نے اسے دیکھا	everyone noticed that	grupo	alternativoj	prononco
level	tion, ke ŝi estas belega	حقیقت یہ ہے کہ وہ خوبصورت ہے	the fact that she is beautiful	grupo	alternativoj	prononco
level	ĉu vi deziras, ke ~ ?	کیا آپ یہ چاہتے ہیں ~ (دیزیری)	do you want that ~ ? (deziri)	grupo	alternativoj	prononco
level	ke mi montru al vi	کہ میں تمہیں دکھا سکوں	that I may show you	grupo	alternativoj	prononco
level	ĉu vi deziras, ke mi montru?	کیا آپ مجھے دکھانا چاہتے ہیں؟	do you want me to show?	grupo	alternativoj	prononco
level	mian plej novan libron	میری تازہ ترین کتاب (مقصد)	my newest book (objective)	grupo	alternativoj	prononco
level	morgaŭ matene, kion vi volas?	کل صبح، آپ کیا چاہتے ہیں؟	tomorrow morning, what do you want?	grupo	alternativoj	prononco
level	matenmanĝis malfrue	ناشتہ دیر سے کیا۔	had breakfast late	grupo	alternativoj	prononco
level	kiam Marko alvenos?	مارک کب آئے گا؟	when will Mark arrive?	grupo	alternativoj	prononco
level	je la kvina aŭ je la oka horo	پانچ یا آٹھ بجے	at five or eight o'clock	grupo	alternativoj	prononco
level	kiam vi rimarkis, ke ~ ?	آپ نے اسے کب محسوس کیا ~	when did you notice that ~ ?	grupo	alternativoj	prononco
level	la tuta familio nomas min bonfarulo	پورا خاندان مجھے محسن کہتا ہے۔	the whole family calls me a benefactor	grupo	alternativoj	prononco
level	utila por vi	آپ کے لیے مفید ہے۔	useful for you	grupo	alternativoj	prononco
level	ĉu la libreto estis utila?	کیا کتابچہ مفید تھا؟	was the booklet useful?	grupo	alternativoj	prononco
level	tiu libreto, kiun mi sendis	کتابچہ، جو میں نے بھیجا تھا۔	the booklet, which I sent	grupo	alternativoj	prononco
level	matene dormis tre longe	صبح دیر تک سویا	in the morning slept for a long time	grupo	alternativoj	prononco
level	kiam li vidis la sunon	جب اس نے سورج کو دیکھا	when he saw the sun	grupo	alternativoj	prononco
level	subite li eksaltis	اچانک اس نے چھلانگ لگا دی	suddenly he jumped up	grupo	alternativoj	prononco
level	li estis ĉiam frua	وہ ہمیشہ جلدی تھا	he was always early	grupo	alternativoj	prononco
level	ĉiam li malfruas	وہ ہمیشہ دیر کر دیتا ہے	he is always late	grupo	alternativoj	prononco
level	tiam, kiam li devas iri	اس وقت، جب اسے جانا ہوتا ہے۔	at that time, when he has to go	grupo	alternativoj	prononco
level	iri al la lernejo	اسکول جانے کے لیے	to go to the school	grupo	alternativoj	prononco
level	li scias, ke ~	وہ جانتا ہے کہ ~	he knows, that ~	grupo	alternativoj	prononco
level	li scias tion, ke ~	وہ حقیقت جانتا ہے، کہ ~	he knows the fact, that ~	grupo	alternativoj	prononco
level	tion, ke la instruisto malŝatas abelon	حقیقت یہ ہے کہ استاد شہد کی مکھیوں سے نفرت کرتا ہے۔	the fact that the teacher hates bees	grupo	alternativoj	prononco
level	scias tion, ke la instruisto malŝatas abelon	اس حقیقت کو جانتا ہے کہ استاد شہد کی مکھیوں سے نفرت کرتا ہے۔	knows the fact that the teacher hates bees	grupo	alternativoj	prononco
level	scias, ke la instruisto malŝatas tion	جانتا ہے کہ استاد اس سے نفرت کرتا ہے۔	knows that the teacher hates that	grupo	alternativoj	prononco
level	sed hodiaŭ li trinkis la kafon	لیکن آج اس نے کافی پی لی	but today he drank the coffee	grupo	alternativoj	prononco
level	li rapide surmetas la vestaĵon	وہ جلدی سے کپڑے پہن لیتا ہے۔	he quickly puts on the clothes	grupo	alternativoj	prononco
level	li ne volas malfrui	وہ دیر نہیں کرنا چاہتا	he doesn't want to be late	grupo	alternativoj	prononco
level	rapidege kun la libroj en la mano	کتابیں ہاتھ میں لے کر بہت جلد	very quickly with the books in hand	grupo	alternativoj	prononco
level	poste li kuris kaj saltis	بعد میں وہ بھاگا اور چھلانگ لگا دی۔	later he ran and jumped	grupo	alternativoj	prononco
level	li kuris kaj saltis	وہ بھاگا اور چھلانگ لگا دی	he ran and jumped	grupo	alternativoj	prononco
level	laŭ la strato	گلی کے ساتھ	along the street	grupo	alternativoj	prononco
level	la homoj rigardis lin	لوگوں نے اس کی طرف دیکھا	the people looked at him	grupo	alternativoj	prononco
level	rigardis lin kaj diris	اس کی طرف دیکھا اور کہا	looked at him and said	grupo	alternativoj	prononco
level	saĝa kaj malsaĝa	عقلمند اور بے وقوف	wise and foolish	grupo	alternativoj	prononco
level	kia malsaĝa knabo!	کیا احمق لڑکا ہے!	what a foolish boy!	grupo	alternativoj	prononco
level	estis antaŭ lernejo	ایک سکول کے سامنے تھا۔	was in front of a school	grupo	alternativoj	prononco
level	baldaŭ	اسی طرح	soon	grupo	alternativoj	prononco
level	li estis antaŭ ~	وہ ~ کے سامنے تھا۔	he was in front of ~	grupo	alternativoj	prononco
level	iri kaj eniri	جانا اور داخل ہونا	to go and to enter	grupo	alternativoj	prononco
level	li volis eniri	وہ داخل ہونا چاہتا تھا	he wanted to enter	grupo	alternativoj	prononco
level	eniri la lernejon	اسکول میں داخل ہونے کے لیے	to enter into the school	grupo	alternativoj	prononco
level	sed tamen	لیکن تاہم	but however	grupo	alternativoj	prononco
level	sed li ne povis	لیکن وہ نہیں کر سکا	but he couldn't	grupo	alternativoj	prononco
level	fermi kaj fermita	بند کرنے اور بند کرنے کے لئے	to close and closed	grupo	alternativoj	prononco
level	ĝi estis fermita	یہ بند تھا	it was closed	grupo	alternativoj	prononco
level	nek ~ nek ~	نہ ~ نہ ~	neither ~ nor ~	grupo	alternativoj	prononco
level	nek instruisto nek gelernantoj	نہ کوئی استاد اور نہ ہی مرد اور خواتین طالب علم	neither a teacher nor male-and-female students	grupo	alternativoj	prononco
level	vidis nek instruiston nek gelernantojn	نہ استاد دیکھا نہ طالب علم	saw neither a teacher nor students	grupo	alternativoj	prononco
level	sidi, eksidi	بیٹھنا، بیٹھنا	to sit, to get sitted	grupo	alternativoj	prononco
level	eksidis	بیٹھ گیا (بیٹھا تھا)	got seated (had seated)	grupo	alternativoj	prononco
level	li eksidis	وہ بیٹھ گیا	he got seated	grupo	alternativoj	prononco
level	kaj pensis	اور سوچا	and thought	grupo	alternativoj	prononco
level	kio okazis?	کیا ہوا	what did happen?	grupo	alternativoj	prononco
level	diable	خوفناک (شیطان کی طرح)	to the awful (like a devil)	grupo	alternativoj	prononco
level	damne	اسے بند کرو	dam it	grupo	alternativoj	prononco
level	memoras	یاد کرتا ہے	remembers	grupo	alternativoj	prononco
level	nun mi memoras	اب مجھے یاد ہے	now I remember	grupo	alternativoj	prononco
level	dimanĉo	اتوار	Sunday	grupo	alternativoj	prononco
level	hodiaŭ estas ~	آج ~ ہے	today is ~	grupo	alternativoj	prononco
level	hodiaŭ estas dimanĉo	آج اتوار ہے	today is Sunday	grupo	alternativoj	prononco
level	dormi kaj ekdormi	سونے کے لیے اور سونے کے لیے	to sleep and to get into sleep	grupo	alternativoj	prononco
level	suno kaj luno	ایک سورج اور ایک چاند	a sun and a moon	grupo	alternativoj	prononco
level	subita kaj subite	اچانک اور اچانک	sudden and suddenly	grupo	alternativoj	prononco
level	ek!	بند! (شروع کرنے کے لئے)	off! (to start)	grupo	alternativoj	prononco
level	salti kaj eksaltis	کودنا اور چھلانگ لگانا	to jump and jumped 	grupo	alternativoj	prononco
level	ĉiam frua	ہمیشہ جلدی	always early	grupo	alternativoj	prononco
level	hodiaŭ metis kaj kuris	آج ڈال دیا اور بھاگ گیا	today put and ran	grupo	alternativoj	prononco
level	aĵo, ne aĝo	ایک چیز عمر نہیں	a thing not age	grupo	alternativoj	prononco
level	kuris laŭ homoj saĝaj	عقلمند لوگوں کے ساتھ بھاگا۔	ran along wise people	grupo	alternativoj	prononco
level	laŭeble baldaŭ	جتنی جلدی ممکن ہو	soon as possible	grupo	alternativoj	prononco
level	kia knabo, kia knabino	کیا لڑکا، کیا لڑکی	what a boy, what a girl	grupo	alternativoj	prononco
level	nek pensita nek memorita	نہ سوچا نہ یاد	neither thought nor memorized	grupo	alternativoj	prononco
level	diablo atendis akvon dimanĉe	اتوار کو ایک شیطان پانی کا انتظار کر رہا تھا۔	a devil waited for water on Sunday	grupo	alternativoj	prononco
level	tiom malgranda momento	اتنا چھوٹا لمحہ	such a small moment	grupo	alternativoj	prononco
level	eĉ tiom malgranda momento valoras	یہاں تک کہ ایک چھوٹا سا لمحہ قابل قدر ہے	even such a small moment is worthwhile	grupo	alternativoj	prononco
level	kriis for ĝis nokto	رات تک روتا رہا	cried away until night	grupo	alternativoj	prononco
level	lasis la poŝton de la mano	میل پوسٹ کو ہاتھ سے ہٹا دیں۔	put away the mailpost from the hand	grupo	alternativoj	prononco
level	ridis mem lasante la poŝton	میل پوسٹ کو ہٹاتے ہوئے، خود سے ہنسا۔	laughed by oneself, putting away the mailpost	grupo	alternativoj	prononco
level	nek li nek ŝi ridis	نہ وہ ہنسا اور نہ ہی وہ	neither he nor she laughed	grupo	alternativoj	prononco
level	ŝi nek ridis nek respondis	وہ نہ ہنسی اور نہ ہی جواب دیا۔	she neither laughed nor answered	grupo	alternativoj	prononco
level	li nek sidas nek rigardas	وہ نہ بیٹھتا ہے نہ دیکھتا ہے۔	he neither sits nor watches	grupo	alternativoj	prononco
level	neniam mi vidis	میں نے کبھی نہیں دیکھا	I have never seen	grupo	alternativoj	prononco
level	mi neniam diros al iu	میں کبھی کسی کو نہیں بتاؤں گا۔	I will never tell anyone	grupo	alternativoj	prononco
level	diru al neniu	کسی کو نہیں بتانا	tell no one	grupo	alternativoj	prononco
level	mi neniam diros	میں کبھی نہیں کہوں گا۔	I will never say	grupo	alternativoj	prononco
level	mem	خود سے (خود سے)	to oneself (by oneself)	grupo	alternativoj	prononco
level	mi mem faris	میں نے یہ خود کیا	I did it myself	grupo	alternativoj	prononco
level	faris tion	یہ کیا (اسے بنایا)	did it (made it)	grupo	alternativoj	prononco
level	mem faris tion	یہ خود کیا (خود ہی بنایا)	did it oneself (made it oneself)	grupo	alternativoj	prononco
level	ĝis la revido, ĝis revido	ملتے ہیں (دوبارہ)، ملتے ہیں (دوبارہ)	see you (again), see you (again)	grupo	alternativoj	prononco
level	ĝis!	جب تک! (خدا حافظ!)	until! (goodbye!)	grupo	alternativoj	prononco
level	ekparoli	بات شروع کرنے کے لیے	to start talking	grupo	alternativoj	prononco
level	ekparolis, komencis paroli finfine	کہنا شروع کیا، آخر میں بولنا شروع کیا۔	started saying, began to speak at last	grupo	alternativoj	prononco
level	trinkis rapidege	بہت تیزی سے پیا	drank very fast	grupo	alternativoj	prononco
level	trinkis matenan trinkaĵon	صبح کا مشروب تھا۔	had a morning drink	grupo	alternativoj	prononco
level	por frue veni	جلدی آنا	to come early	grupo	alternativoj	prononco
level	veni al la lernejo	اسکول آنے کے لیے	to come to school	grupo	alternativoj	prononco
level	frue veni al ~	~ میں جلدی آنا	to come early to ~	grupo	alternativoj	prononco
level	ne aŭdis novaĵon	خبر نہیں سنی؟	didn't hear news	grupo	alternativoj	prononco
level	ankoraŭ ne aŭdis	ابھی تک نہیں سنا	didn't hear yet	grupo	alternativoj	prononco
level	mi ankoraŭ ne aŭdis	میں نے ابھی تک نہیں سنا	I didn't hear yet	grupo	alternativoj	prononco
level	en tiu momento	اس لمحے میں	in that moment	grupo	alternativoj	prononco
level	en tiu momento li ekkriis	اسی لمحے وہ رو پڑا	in that moment he cried	grupo	alternativoj	prononco
level	knabo, kiu ne amas	ایک لڑکا، جو پیار نہیں کرتا	a boy, who does not love	grupo	alternativoj	prononco
level	geknaboj	لڑکے اورلڑکیاں	boys and girls	grupo	alternativoj	prononco
level	aliaj geknaboj	دوسرے لڑکے اور لڑکیاں	other boys and girls	grupo	alternativoj	prononco
level	ne amas aliajn geknabojn	دوسرے لڑکوں اور لڑکیوں سے محبت نہیں کرتا	does not love other boys and girls	grupo	alternativoj	prononco
level	nek amikojn, nek amikinojn	نہ دوست نہ لڑکی دوست	neither friends nor girl friends	grupo	alternativoj	prononco
level	havas nek monon, nek tempon	نہ پیسہ ہے نہ وقت	does not have neither money nor time	grupo	alternativoj	prononco
level	kiu havis la libron?	کتاب کس کے پاس تھی؟	who had the book?	grupo	alternativoj	prononco
level	la libron, kiun vi atendis	وہ کتاب جس کا آپ انتظار کر رہے تھے۔	the book which you waited	grupo	alternativoj	prononco
level	tiun, kiun vi atendis pli ol du jarojn	جس کا آپ نے 2 سال سے زیادہ انتظار کیا۔	that, which you waited for more than 2 years	grupo	alternativoj	prononco
level	ĉu vi volas tion?	کیاآپ کو وہ چاہیے؟	do you want that?	grupo	alternativoj	prononco
level	ĉu vi volas, ke ~ ?	کیا آپ یہ چاہتے ہیں ~	do you want that ~ ?	grupo	alternativoj	prononco
level	plej kara	عزیز ترین	dearest	grupo	alternativoj	prononco
level	plej kara foto	سب سے پیاری تصویر	dearest photo	grupo	alternativoj	prononco
level	mian plej karan foton	میری سب سے پیاری تصویر	my dearest photo	grupo	alternativoj	prononco
level	kie vi aĉetis ~ ?	آپ نے کہاں سے خریدا ~؟	where did you buy ~ ?	grupo	alternativoj	prononco
level	tiu vestaĵo	وہ لباس	that clothing	grupo	alternativoj	prononco
level	tiun vestaĵon	وہ لباس (مقصد)	that clothing (objective)	grupo	alternativoj	prononco
level	aĉetis tiun vestaĵon	وہ لباس خریدا	bought that outfit	grupo	alternativoj	prononco
level	vi iros tien	تم وہاں جاؤ گے	you will go there	grupo	alternativoj	prononco
level	kien vi iros?	تم کہاں جا رہے ہو	where are you going to?	grupo	alternativoj	prononco
level	suna tago	دھوپ والا دن	sunny day	grupo	alternativoj	prononco
level	estos suna tago	یہ ایک دھوپ کا دن ہو گا	it will be a sunny day	grupo	alternativoj	prononco
level	se estos suna tago	اگر یہ دھوپ کا دن ہو گا۔	if it will be a sunny day	grupo	alternativoj	prononco
level	via frato jam ekiris	آپ کا بھائی شروع ہو چکا ہے۔	your brother has already started	grupo	alternativoj	prononco
level	ĉu via frato jam ekiris?	کیا آپ کے بھائی نے ابھی تک کام شروع کیا ہے؟	has your brother started yet?	grupo	alternativoj	prononco
level	kie estas la akvo?	پانی کہاں ہے؟	where is the water	grupo	alternativoj	prononco
level	kunporti la akvon	پانی لانے کے لیے	to bring the water	grupo	alternativoj	prononco
level	vi mem kunportis	آپ خود لائے ہیں	you yourself brought	grupo	alternativoj	prononco
level	la akvon, kion vi mem kunportis	وہ پانی جو آپ خود لائے تھے۔	the water, that you yourself brought	grupo	alternativoj	prononco
level	estis tre trankvila	بہت خاموش تھا	was very quiet	grupo	alternativoj	prononco
level	hodiaŭ mia patrino estis ~	آج میری ماں ~ تھی۔	today my mother was ~	grupo	alternativoj	prononco
level	mi venis el ~	میں ~ سے آیا ہوں۔	I came from ~	grupo	alternativoj	prononco
level	el la lernejo	اسکول سے باہر	out of the school	grupo	alternativoj	prononco
level	raportis al ~	~ کو اطلاع دی گئی۔	reported to ~	grupo	alternativoj	prononco
level	kaj raportis al ŝi	اور اسے اطلاع دی۔	and reported to her	grupo	alternativoj	prononco
level	raportis, ke ~	اطلاع دی ہے کہ ~	reported that ~	grupo	alternativoj	prononco
level	raportis, ke mi ricevos	اطلاع دی کہ میں وصول کروں گا۔	reported that I will receive	grupo	alternativoj	prononco
level	mi ricevos malbonan noton	مجھے برا گریڈ ملے گا۔	I will get a bad grade	grupo	alternativoj	prononco
level	ŝi diris, ke ~	اس نے کہا کہ ~	she said that ~	grupo	alternativoj	prononco
level	vi devas laborigi ~	آپ کو ~ کام کرنا ہوگا۔	you have to make ~ work	grupo	alternativoj	prononco
level	pli multe	مزید	more	grupo	alternativoj	prononco
level	pli multe laborigi	مزید کام کرنے کے لیے	to make work more	grupo	alternativoj	prononco
level	laborigi vian kapon	اپنے سر کو کام کرنے کے لئے	to make your head work	grupo	alternativoj	prononco
level	kiom da malbonaj notoj	کتنے برے درجات ہیں؟	how many bad grades	grupo	alternativoj	prononco
level	vi havas tiom da malbonaj notoj	آپ کے پاس بہت سے خراب درجات ہیں۔	you have so many bad grades	grupo	alternativoj	prononco
level	estis malĝoja	اداس تھا	was sad	grupo	alternativoj	prononco
level	en vian ĉambron	اپنے کمرے میں	into your room	grupo	alternativoj	prononco
level	iru en vian ĉambron	اپنے کمرے میں جاؤ	go into your room	grupo	alternativoj	prononco
level	iru kaj lernu	جاؤ اور سیکھو	go and learn	grupo	alternativoj	prononco
level	mi sidis	میں بیٹھ گیا۔	I sat	grupo	alternativoj	prononco
level	en mia ĉambro	میرے کمرے میں	in my room	grupo	alternativoj	prononco
level	sidis en mia ĉambro	میرے کمرے میں بیٹھ گیا۔	sat in my room	grupo	alternativoj	prononco
level	nek lerni nek legi	نہ سیکھیں اور نہ پڑھیں	neither learn nor read	grupo	alternativoj	prononco
level	sed mi povis nek lerni nek legi	لیکن میں نہ سیکھ سکتا تھا نہ پڑھ سکتا تھا۔	but I could neither learn nor read	grupo	alternativoj	prononco
level	miaj pensoj	میرے خیالات	my thoughts	grupo	alternativoj	prononco
level	ĉe ludo	ایک کھیل میں	at a game	grupo	alternativoj	prononco
level	ludo kun miaj amikoj	اپنے دوستوں کے ساتھ کھیل	game with my friends	grupo	alternativoj	prononco
level	ĉe sporto	کھیلوں میں	at sport	grupo	alternativoj	prononco
level	al mi mem	خود کو	to myself	grupo	alternativoj	prononco
level	diris al mi mem	اپنے آپ سے کہا	said to myself	grupo	alternativoj	prononco
level	tiom malsaĝa	اتنا بڑا بےوقوف	so stupid	grupo	alternativoj	prononco
level	ĉu mi estas tiom malsaĝa?	کیا میں اتنا بیوقوف ہوں؟	am I that stupid?	grupo	alternativoj	prononco
level	kvankam mi lernis multe	اگرچہ میں نے بہت کچھ سیکھا ہے۔	although I learned a lot	grupo	alternativoj	prononco
level	la patrino eniris	ماں اندر داخل ہوئی	the mother entered	grupo	alternativoj	prononco
level	miaj vortoj	میرے الفاظ	my words	grupo	alternativoj	prononco
level	kaj aŭdis miajn vortojn	اور میری باتیں سنیں۔	and heard my words	grupo	alternativoj	prononco
level	ŝi tuj respondis	اس نے فوراً جواب دیا	she answered immediately	grupo	alternativoj	prononco
level	ne, mia kara	نہیں میری پیاری	no, my dear	grupo	alternativoj	prononco
level	vi ne estas malsaĝa	تم بیوقوف نہیں ہو	you are not stupid	grupo	alternativoj	prononco
level	la problemo estas, ke ~	مسئلہ یہ ہے کہ ~	the problem is that ~	grupo	alternativoj	prononco
level	ke vi devas lerni	کہ آپ کو سیکھنا چاہیے۔	that you must learn	grupo	alternativoj	prononco
level	devas lerni multe pli	بہت کچھ سیکھنا چاہیے	must learn much more	grupo	alternativoj	prononco
level	tiam vi ne havos	پھر آپ کے پاس نہیں ہوگا	then you will not have	grupo	alternativoj	prononco
level	malbonaj notoj	امتحان میں برے نمبر حاصل کرنا	bad grades	grupo	alternativoj	prononco
level	havos nur malbonajn notojn	صرف خراب درجات ہوں گے۔	will have only bad grades	grupo	alternativoj	prononco
level	ankaŭ nun	اب بھی	also now	grupo	alternativoj	prononco
level	mi ne havas ilin	میرے پاس وہ نہیں ہیں۔	I don't have them	grupo	alternativoj	prononco
level	mi havas bonan noton	میرا گریڈ اچھا ہے۔	I have a good grade	grupo	alternativoj	prononco
level	pri muziko	موسیقی کے بارے میں	about music	grupo	alternativoj	prononco
level	bonan noton pri muziko	موسیقی پر ایک اچھا نوٹ	a good note on music	grupo	alternativoj	prononco
level	la patrino subite ekridis	ماں اچانک ہنس پڑی۔	the mother suddenly burst out laughing	grupo	alternativoj	prononco
level	tio plibeligis ~	کہ خوبصورت ~	that beautified ~	grupo	alternativoj	prononco
level	mian tagon	میرا دن	my day	grupo	alternativoj	prononco
level	plibeligis mian tagon	میرا دن بنا دیا	made my day	grupo	alternativoj	prononco
level	sed tamen restis	لیکن پھر بھی رہ گیا	but still remained	grupo	alternativoj	prononco
level	sed la problemo tamen restis	لیکن مسئلہ اب بھی رہا	but the problem still remained	grupo	alternativoj	prononco
level	kilogramo da ~	ایک کلو گرام ~	a kilogram of ~	grupo	alternativoj	prononco
level	kilogramo da sukero	ایک کلو چینی	a kilogram of sugar	grupo	alternativoj	prononco
level	glaso da ~	~ کا ایک گلاس	a glass of ~	grupo	alternativoj	prononco
level	glaso da akvo	ایک گلاس پانی	a glass of water	grupo	alternativoj	prononco
level	multe da ~	بہت زیادہ ~	a lot of ~	grupo	alternativoj	prononco
level	multe da ideoj	بہت سے خیالات	lots of ideas	grupo	alternativoj	prononco
level	deteni sin	واپس رکھنے کے لئے	to hold back	grupo	alternativoj	prononco
level	ordigis ĉion	سب کچھ ترتیب دیا	sorted everything out	grupo	alternativoj	prononco
level	transdonis al li	اس کے حوالے کر دیا	handed over to him	grupo	alternativoj	prononco
level	mi petas	میں پوچھ رہا ہوں	I'm asking	grupo	alternativoj	prononco
level	glason da kafo	ایک گلاس کافی	a glass of coffee	grupo	alternativoj	prononco
level	kaj iom da akvo	اور کچھ پانی	and some water	grupo	alternativoj	prononco
level	mi petas glason da kafo	مجھے ایک گلاس کافی چاہیے	I would like a glass of coffee	grupo	alternativoj	prononco
level	mi petas tason da teo	مجھے ایک کپ چائے چاہیے	I would like a cup of tea	grupo	alternativoj	prononco
level	doloris lin	اسے چوٹ پہنچا	hurt him	grupo	alternativoj	prononco
level	la kapo doloris lin	اس کے سر میں چوٹ لگی	his head hurt	grupo	alternativoj	prononco
level	li malsaniĝis	وہ بیمار ہو گیا	he fell ill	grupo	alternativoj	prononco
level	ŝatas esti bela	خوبصورت ہونا پسند ہے؟	likes to be beautiful	grupo	alternativoj	prononco
level	ŝi beligis sian vizaĝon	اس نے اپنے چہرے کو خوبصورت کیا	she beautified her face	grupo	alternativoj	prononco
level	la knabo ŝatas esti bela	لڑکا خوبصورت ہونا پسند کرتا ہے۔	the boy likes to be pretty	grupo	alternativoj	prononco
level	pro tio ŝi beligis ĝin	اس لیے اس نے اسے خوبصورت بنایا	therefore she beautified it	grupo	alternativoj	prononco
level	post la tagmanĝo	دوپہر کے کھانے کے بعد	after lunch	grupo	alternativoj	prononco
level	purigi la kuirejon	باورچی خانے کو صاف کرنے کے لئے	to clean the kitchen	grupo	alternativoj	prononco
level	kiu purigos la kuirejon?	کچن کون صاف کرے گا؟	who will clean the kitchen?	grupo	alternativoj	prononco
level	volas trinki	پینا چاہتا ہے؟	wants to drink	grupo	alternativoj	prononco
level	kion vi volas trinki?	آپ کیا پینا چاہتے ہو	what do you want to drink	grupo	alternativoj	prononco
