A.th content.tsv
Level	Esperanto	th	en-us	Grupo	Alternativoj	Pronoco
level	semajnfine ĉio trankviliĝos	ในช่วงสุดสัปดาห์ทุกอย่างจะสงบลง	on the weekend everything will calm down	grupo	alternativoj	prononco
level	sub la te-taso kion vi trovis?	ใต้ถ้วยน้ำชาคุณเจออะไร?	under the tea-cup what did you find?	grupo	alternativoj	prononco
level	mi deziras matenan teon	ฉันต้องการชายามเช้า	I want morning tea	grupo	alternativoj	prononco
level	esperis trankvilan vesperon	หวังว่าตอนเย็นที่เงียบสงบ	hoped for a quiet evening	grupo	alternativoj	prononco
level	deziras, ke vi lernu	ต้องการให้คุณเรียนรู้	wants that you learn	grupo	alternativoj	prononco
level	insistis, ke mi iru	ยืนยันว่าฉันไป	insisted that I go	grupo	alternativoj	prononco
level	je kioma horo?	กี่โมง?	at what hour?	grupo	alternativoj	prononco
level	je la sesa, li venos	หกโมงเขาจะมา	at six he will come	grupo	alternativoj	prononco
level	la libreto estis ĉarma	บทเพลงมีเสน่ห์	the libretto was charming	grupo	alternativoj	prononco
level	estu trankvila	เงียบ	be quiet	grupo	alternativoj	prononco
level	li estu trankvila	ให้เขาเงียบไป	let him be quiet	grupo	alternativoj	prononco
level	ankaŭ li	เขาด้วย	he too	grupo	alternativoj	prononco
level	mi deziras	ฉันต้องการ (ความปรารถนา)	I want (desire)	grupo	alternativoj	prononco
level	mi deziras, ke ~	ฉันปรารถนา (ความปรารถนา) นั้น ~	I wish (desire) that ~	grupo	alternativoj	prononco
level	ke vi lernu	ที่คุณเรียนรู้	that you learn	grupo	alternativoj	prononco
level	mi deziras, ke vi lernu	ฉันอยากให้คุณเรียนรู้	I want you to learn	grupo	alternativoj	prononco
level	patro insistas	พ่อยืนยัน	father insists	grupo	alternativoj	prononco
level	patro insistas, ke ~	พ่อยืนยันว่า~	father insists that ~	grupo	alternativoj	prononco
level	ke mi iru	ที่ฉันไป	that I go	grupo	alternativoj	prononco
level	patro insistas, ke mi iru	พ่อยืนยันว่าจะไป	father insists that I go	grupo	alternativoj	prononco
level	je kioma horo	กี่โมง	at what hour	grupo	alternativoj	prononco
level	je kioma horo vi venos?	คุณมากี่โมง?	what time do you come?	grupo	alternativoj	prononco
level	je la kvina	เวลาห้า (โมง)	at five (o'clock)	grupo	alternativoj	prononco
level	je la kvina horo	เวลาห้าโมงเย็น	at five o'clock	grupo	alternativoj	prononco
level	kiel li fartas?	เขาเป็นยังไงบ้าง?	how does he doing?	grupo	alternativoj	prononco
level	kiel vi fartis lastatempe?	ช่วงนี้คุณเป็นอย่างไรบ้าง?	how have you been lately?	grupo	alternativoj	prononco
level	etaj libroj belas	หนังสือเล่มเล็กๆมีความสวยงาม	little books are beautiful	grupo	alternativoj	prononco
level	libreto, belaj libroj	หนังสือเล่มเล็กหนังสือที่สวยงาม	a booklet, beautiful books	grupo	alternativoj	prononco
level	bela, beleta, belega	สวยสวยนิดหน่อยสวยมาก	beautiful, a little pretty, very beautiful	grupo	alternativoj	prononco
level	varma, varmeta, varmega	อบอุ่น, อุ่น, ร้อนมาก	warm, lukewarm, very hot	grupo	alternativoj	prononco
level	librego, libreto	หนังสือเล่มใหญ่หนังสือเล่มเล็ก	a big book, a booklet	grupo	alternativoj	prononco
level	bona, bonega, bonege	ดี เยี่ยม ดี	good, great, well	grupo	alternativoj	prononco
level	riĉa, riĉiĝi, riĉulo	รวย รวย เป็นคนรวย	rich, become rich, a rich person	grupo	alternativoj	prononco
level	trankvila, trankviliĝi, trankviliĝu	สงบ, สงบลง, สงบลง	calm, to calm down, calm down	grupo	alternativoj	prononco
level	sana, resaniĝi, resaniĝis	หายเป็นปกติ, หายเป็นปกติ, หายเป็นปกติ	healthy, to become healed, became healed	grupo	alternativoj	prononco
level	edzo, edziĝo, geedziĝis	สามี, การแต่งงาน, แต่งงานแล้ว	a husband, marriage, married	grupo	alternativoj	prononco
level	leterportisto	บุรุษไปรษณีย์	a letter postman	grupo	alternativoj	prononco
level	hejmlando	บ้านเกิด	a homeland	grupo	alternativoj	prononco
level	iom, iomete	บ้างเล็กน้อย	somewhat, a little	grupo	alternativoj	prononco
level	ni bonege vespermanĝis	เรามีอาหารเย็นที่ยอดเยี่ยม	we had a great dinner	grupo	alternativoj	prononco
level	espereble, prizorgu vin	หวังว่าดูแลตัวเองด้วย	hopefully, take care of yourself	grupo	alternativoj	prononco
level	mi zorgis pri la altkvalita loĝejo	ฉันใส่ใจเกี่ยวกับที่อยู่อาศัยคุณภาพสูง	I cared about the high-quality housing	grupo	alternativoj	prononco
level	pripensu dufoje, multfoje	คิดสองครั้งหลายครั้ง	think twice, many times	grupo	alternativoj	prononco
level	kiu deprenis la libreton?	ใครเป็นคนเอาหนังสือเล่มเล็กไป?	who took down the booklet?	grupo	alternativoj	prononco
level	kato, kiu nomiĝas Cezaro	แมวชื่อซีซาร์	a cat named Caesar	grupo	alternativoj	prononco
level	kuko, kiu estas sur la tablo	เค้กที่อยู่บนโต๊ะ	a cake which is on the table	grupo	alternativoj	prononco
level	manĝu kukon, kiu estas sur la tablo	กินเค้กที่อยู่บนโต๊ะ	eat a cake that is on the table	grupo	alternativoj	prononco
level	fariĝis varmega kaj ruĝiĝis	กลายเป็นร้อนและหน้าแดง	became hot and blushed	grupo	alternativoj	prononco
level	patro volas, ke lia infano manĝu	พ่อต้องการให้ลูกกิน	a father wants his child to eat	grupo	alternativoj	prononco
level	en malgranda ĉambro	ในห้องเล็กๆ	in a small room	grupo	alternativoj	prononco
level	ni loĝas en ~	เราอาศัยอยู่ใน ~	we live in ~	grupo	alternativoj	prononco
level	mi fariĝis maltrankvila	ฉันเริ่มวิตกกังวล	I became anxious	grupo	alternativoj	prononco
level	tiam, kiam mi vidis vin	ครั้งนั้นเมื่อข้าพเจ้าเห็นท่าน	at that time when I saw you	grupo	alternativoj	prononco
level	ĉiuj rimarkis tion	ทุกคนสังเกตเห็นสิ่งนั้น	everyone noticed that	grupo	alternativoj	prononco
level	tion, ke ŝi estas belega	ความจริงที่ว่าเธอสวย	the fact that she is beautiful	grupo	alternativoj	prononco
level	ĉu vi deziras, ke ~ ?	คุณต้องการสิ่งนั้น ~ ? (เดซิริ)	do you want that ~ ? (deziri)	grupo	alternativoj	prononco
level	ke mi montru al vi	เพื่อข้าพเจ้าจะได้แสดงแก่ท่าน	that I may show you	grupo	alternativoj	prononco
level	ĉu vi deziras, ke mi montru?	คุณต้องการให้ฉันแสดงไหม?	do you want me to show?	grupo	alternativoj	prononco
level	mian plej novan libron	หนังสือเล่มใหม่ล่าสุดของฉัน (วัตถุประสงค์)	my newest book (objective)	grupo	alternativoj	prononco
level	morgaŭ matene, kion vi volas?	พรุ่งนี้เช้าคุณต้องการอะไร?	tomorrow morning, what do you want?	grupo	alternativoj	prononco
level	matenmanĝis malfrue	ทานอาหารเช้าสาย	had breakfast late	grupo	alternativoj	prononco
level	kiam Marko alvenos?	มาร์คจะมาถึงเมื่อไหร่?	when will Mark arrive?	grupo	alternativoj	prononco
level	je la kvina aŭ je la oka horo	เวลาห้าหรือแปดนาฬิกา	at five or eight o'clock	grupo	alternativoj	prononco
level	kiam vi rimarkis, ke ~ ?	เมื่อไหร่ที่คุณสังเกตเห็นสิ่งนั้น ~ ?	when did you notice that ~ ?	grupo	alternativoj	prononco
level	la tuta familio nomas min bonfarulo	ทั้งครอบครัวเรียกฉันว่าผู้มีพระคุณ	the whole family calls me a benefactor	grupo	alternativoj	prononco
level	utila por vi	มีประโยชน์สำหรับคุณ	useful for you	grupo	alternativoj	prononco
level	ĉu la libreto estis utila?	หนังสือเล่มเล็กมีประโยชน์ไหม?	was the booklet useful?	grupo	alternativoj	prononco
level	tiu libreto, kiun mi sendis	หนังสือเล่มเล็กที่ฉันส่งไป	the booklet, which I sent	grupo	alternativoj	prononco
level	matene dormis tre longe	ในตอนเช้านอนหลับเป็นเวลานาน	in the morning slept for a long time	grupo	alternativoj	prononco
level	kiam li vidis la sunon	เมื่อเขาเห็นดวงอาทิตย์	when he saw the sun	grupo	alternativoj	prononco
level	subite li eksaltis	ทันใดนั้นเขาก็กระโดดขึ้นมา	suddenly he jumped up	grupo	alternativoj	prononco
level	li estis ĉiam frua	เขามาเร็วเสมอ	he was always early	grupo	alternativoj	prononco
level	ĉiam li malfruas	เขามาสายเสมอ	he is always late	grupo	alternativoj	prononco
level	tiam, kiam li devas iri	ในเวลานั้นเมื่อเขาต้องไป	at that time, when he has to go	grupo	alternativoj	prononco
level	iri al la lernejo	เพื่อไปโรงเรียน	to go to the school	grupo	alternativoj	prononco
level	li scias, ke ~	เขารู้นั่น~	he knows, that ~	grupo	alternativoj	prononco
level	li scias tion, ke ~	เขารู้ความจริงแล้วว่า ~	he knows the fact, that ~	grupo	alternativoj	prononco
level	tion, ke la instruisto malŝatas abelon	ความจริงที่ว่าครูเกลียดผึ้ง	the fact that the teacher hates bees	grupo	alternativoj	prononco
level	scias tion, ke la instruisto malŝatas abelon	รู้ว่าครูเกลียดผึ้ง	knows the fact that the teacher hates bees	grupo	alternativoj	prononco
level	scias, ke la instruisto malŝatas tion	รู้ว่าครูเกลียดสิ่งนั้น	knows that the teacher hates that	grupo	alternativoj	prononco
level	sed hodiaŭ li trinkis la kafon	แต่วันนี้เขาดื่มกาแฟแล้ว	but today he drank the coffee	grupo	alternativoj	prononco
level	li rapide surmetas la vestaĵon	เขารีบสวมเสื้อผ้า	he quickly puts on the clothes	grupo	alternativoj	prononco
level	li ne volas malfrui	เขาไม่อยากมาสาย	he doesn't want to be late	grupo	alternativoj	prononco
level	rapidege kun la libroj en la mano	อย่างรวดเร็วด้วยหนังสือในมือ	very quickly with the books in hand	grupo	alternativoj	prononco
level	poste li kuris kaj saltis	ต่อมาเขาก็วิ่งกระโดด	later he ran and jumped	grupo	alternativoj	prononco
level	li kuris kaj saltis	เขาวิ่งและกระโดด	he ran and jumped	grupo	alternativoj	prononco
level	laŭ la strato	ริมถนน	along the street	grupo	alternativoj	prononco
level	la homoj rigardis lin	ผู้คนมองดูเขา	the people looked at him	grupo	alternativoj	prononco
level	rigardis lin kaj diris	มองดูเขาแล้วพูดว่า	looked at him and said	grupo	alternativoj	prononco
level	saĝa kaj malsaĝa	ฉลาดและโง่เขลา	wise and foolish	grupo	alternativoj	prononco
level	kia malsaĝa knabo!	ช่างเป็นเด็กโง่จริงๆ!	what a foolish boy!	grupo	alternativoj	prononco
level	estis antaŭ lernejo	อยู่หน้าโรงเรียน	was in front of a school	grupo	alternativoj	prononco
level	baldaŭ	เร็วๆ นี้	soon	grupo	alternativoj	prononco
level	li estis antaŭ ~	เขาอยู่ข้างหน้า ~	he was in front of ~	grupo	alternativoj	prononco
level	iri kaj eniri	ไปและเข้า	to go and to enter	grupo	alternativoj	prononco
level	li volis eniri	เขาต้องการเข้า	he wanted to enter	grupo	alternativoj	prononco
level	eniri la lernejon	เพื่อเข้าไปในโรงเรียน	to enter into the school	grupo	alternativoj	prononco
level	sed tamen	แต่อย่างไรก็ตาม	but however	grupo	alternativoj	prononco
level	sed li ne povis	แต่เขาทำไม่ได้	but he couldn't	grupo	alternativoj	prononco
level	fermi kaj fermita	เพื่อปิดและปิด	to close and closed	grupo	alternativoj	prononco
level	ĝi estis fermita	มันถูกปิด	it was closed	grupo	alternativoj	prononco
level	nek ~ nek ~	ไม่ ~ หรือ ~	neither ~ nor ~	grupo	alternativoj	prononco
level	nek instruisto nek gelernantoj	ทั้งครูและนักเรียนชายและหญิง	neither a teacher nor male-and-female students	grupo	alternativoj	prononco
level	vidis nek instruiston nek gelernantojn	ไม่เห็นทั้งครูและนักเรียน	saw neither a teacher nor students	grupo	alternativoj	prononco
level	sidi, eksidi	ที่จะนั่งที่จะนั่ง	to sit, to get sitted	grupo	alternativoj	prononco
level	eksidis	ได้นั่ง (ได้นั่ง)	got seated (had seated)	grupo	alternativoj	prononco
level	li eksidis	เขานั่งแล้ว	he got seated	grupo	alternativoj	prononco
level	kaj pensis	และคิด	and thought	grupo	alternativoj	prononco
level	kio okazis?	เกิดอะไรขึ้น?	what did happen?	grupo	alternativoj	prononco
level	diable	ถึงความเลวร้าย (เหมือนปีศาจ)	to the awful (like a devil)	grupo	alternativoj	prononco
level	damne	เขื่อนมัน	dam it	grupo	alternativoj	prononco
level	memoras	จำได้	remembers	grupo	alternativoj	prononco
level	nun mi memoras	ตอนนี้ฉันจำได้	now I remember	grupo	alternativoj	prononco
level	dimanĉo	วันอาทิตย์	Sunday	grupo	alternativoj	prononco
level	hodiaŭ estas ~	วันนี้คือ ~	today is ~	grupo	alternativoj	prononco
level	hodiaŭ estas dimanĉo	วันนี้วันอาทิตย์	today is Sunday	grupo	alternativoj	prononco
level	dormi kaj ekdormi	นอนหลับและเข้านอน	to sleep and to get into sleep	grupo	alternativoj	prononco
level	suno kaj luno	ดวงอาทิตย์และดวงจันทร์	a sun and a moon	grupo	alternativoj	prononco
level	subita kaj subite	ฉับพลันและทันใด	sudden and suddenly	grupo	alternativoj	prononco
level	ek!	ปิด! (เริ่ม)	off! (to start)	grupo	alternativoj	prononco
level	salti kaj eksaltis	กระโดดและกระโดด	to jump and jumped 	grupo	alternativoj	prononco
level	ĉiam frua	เร็วเสมอ	always early	grupo	alternativoj	prononco
level	hodiaŭ metis kaj kuris	วันนี้ใส่และวิ่ง	today put and ran	grupo	alternativoj	prononco
level	aĵo, ne aĝo	สิ่งหนึ่งที่ไม่ใช่อายุ	a thing not age	grupo	alternativoj	prononco
level	kuris laŭ homoj saĝaj	วิ่งไปตามคนฉลาด	ran along wise people	grupo	alternativoj	prononco
level	laŭeble baldaŭ	โดยเร็วที่สุด	soon as possible	grupo	alternativoj	prononco
level	kia knabo, kia knabino	ช่างเป็นเด็กผู้ชาย ช่างเป็นผู้หญิง	what a boy, what a girl	grupo	alternativoj	prononco
level	nek pensita nek memorita	ไม่คิดหรือจดจำ	neither thought nor memorized	grupo	alternativoj	prononco
level	diablo atendis akvon dimanĉe	ปีศาจกำลังรอน้ำในวันอาทิตย์	a devil waited for water on Sunday	grupo	alternativoj	prononco
level	tiom malgranda momento	ช่วงเวลาเล็กๆ เช่นนี้	such a small moment	grupo	alternativoj	prononco
level	eĉ tiom malgranda momento valoras	แม้เพียงช่วงเวลาเล็กๆ น้อยๆ ก็คุ้มค่า	even such a small moment is worthwhile	grupo	alternativoj	prononco
level	kriis for ĝis nokto	ร้องไห้จนค่ำ	cried away until night	grupo	alternativoj	prononco
level	lasis la poŝton de la mano	ขอทรงเก็บไปรษณีย์ออกจากมือ	put away the mailpost from the hand	grupo	alternativoj	prononco
level	ridis mem lasante la poŝton	หัวเราะอยู่คนเดียวเก็บไปรษณีย์ทิ้งไป	laughed by oneself, putting away the mailpost	grupo	alternativoj	prononco
level	nek li nek ŝi ridis	ทั้งเขาและเธอไม่ได้หัวเราะ	neither he nor she laughed	grupo	alternativoj	prononco
level	ŝi nek ridis nek respondis	เธอไม่หัวเราะหรือตอบ	she neither laughed nor answered	grupo	alternativoj	prononco
level	li nek sidas nek rigardas	เขาไม่นั่งหรือเฝ้าดู	he neither sits nor watches	grupo	alternativoj	prononco
level	neniam mi vidis	ฉันไม่เคยเห็น	I have never seen	grupo	alternativoj	prononco
level	mi neniam diros al iu	ฉันจะไม่บอกใครเลย	I will never tell anyone	grupo	alternativoj	prononco
level	diru al neniu	อย่าบอกใครเลย	tell no one	grupo	alternativoj	prononco
level	mi neniam diros	ฉันจะไม่พูด	I will never say	grupo	alternativoj	prononco
level	mem	ให้กับตัวเอง (ด้วยตัวเอง)	to oneself (by oneself)	grupo	alternativoj	prononco
level	mi mem faris	ฉันทำเอง	I did it myself	grupo	alternativoj	prononco
level	faris tion	ทำมัน (ทำมัน)	did it (made it)	grupo	alternativoj	prononco
level	mem faris tion	ทำเอง (ทำเอง)	did it oneself (made it oneself)	grupo	alternativoj	prononco
level	ĝis la revido, ĝis revido	เจอกัน(อีกแล้ว) เจอกัน(อีกแล้ว)	see you (again), see you (again)	grupo	alternativoj	prononco
level	ĝis!	จนกระทั่ง! (ลาก่อน!)	until! (goodbye!)	grupo	alternativoj	prononco
level	ekparoli	เพื่อเริ่มพูด	to start talking	grupo	alternativoj	prononco
level	ekparolis, komencis paroli finfine	เริ่มพูด เริ่มพูดในที่สุด	started saying, began to speak at last	grupo	alternativoj	prononco
level	trinkis rapidege	ดื่มเร็วมาก	drank very fast	grupo	alternativoj	prononco
level	trinkis matenan trinkaĵon	มีเครื่องดื่มตอนเช้า	had a morning drink	grupo	alternativoj	prononco
level	por frue veni	ที่จะมาเร็ว	to come early	grupo	alternativoj	prononco
level	veni al la lernejo	เพื่อมาโรงเรียน	to come to school	grupo	alternativoj	prononco
level	frue veni al ~	มาเร็วถึง ~	to come early to ~	grupo	alternativoj	prononco
level	ne aŭdis novaĵon	ไม่ได้ยินข่าว	didn't hear news	grupo	alternativoj	prononco
level	ankoraŭ ne aŭdis	ยังไม่ได้ยินเลย	didn't hear yet	grupo	alternativoj	prononco
level	mi ankoraŭ ne aŭdis	ฉันยังไม่ได้ยิน	I didn't hear yet	grupo	alternativoj	prononco
level	en tiu momento	ในขณะนั้น	in that moment	grupo	alternativoj	prononco
level	en tiu momento li ekkriis	ในขณะนั้นเขาร้องไห้	in that moment he cried	grupo	alternativoj	prononco
level	knabo, kiu ne amas	เด็กชายผู้ไม่รัก	a boy, who does not love	grupo	alternativoj	prononco
level	geknaboj	เด็กชายและเด็กหญิง	boys and girls	grupo	alternativoj	prononco
level	aliaj geknaboj	เด็กชายและเด็กหญิงคนอื่น	other boys and girls	grupo	alternativoj	prononco
level	ne amas aliajn geknabojn	ไม่รักเด็กผู้ชายและเด็กผู้หญิงคนอื่น	does not love other boys and girls	grupo	alternativoj	prononco
level	nek amikojn, nek amikinojn	ทั้งเพื่อนและเพื่อนสาว	neither friends nor girl friends	grupo	alternativoj	prononco
level	havas nek monon, nek tempon	ไม่มีทั้งเงินและเวลา	does not have neither money nor time	grupo	alternativoj	prononco
level	kiu havis la libron?	ใครมีหนังสือเล่มนี้?	who had the book?	grupo	alternativoj	prononco
level	la libron, kiun vi atendis	หนังสือที่คุณรอคอย	the book which you waited	grupo	alternativoj	prononco
level	tiun, kiun vi atendis pli ol du jarojn	ที่คุณรอคอยมากว่า 2 ปี	that, which you waited for more than 2 years	grupo	alternativoj	prononco
level	ĉu vi volas tion?	คุณต้องการสิ่งนั้นไหม?	do you want that?	grupo	alternativoj	prononco
level	ĉu vi volas, ke ~ ?	คุณต้องการสิ่งนั้น ~ ?	do you want that ~ ?	grupo	alternativoj	prononco
level	plej kara	สุดที่รัก	dearest	grupo	alternativoj	prononco
level	plej kara foto	รูปถ่ายที่รักที่สุด	dearest photo	grupo	alternativoj	prononco
level	mian plej karan foton	รูปสุดที่รักของฉัน	my dearest photo	grupo	alternativoj	prononco
level	kie vi aĉetis ~ ?	คุณซื้อที่ไหน ~ ?	where did you buy ~ ?	grupo	alternativoj	prononco
level	tiu vestaĵo	เสื้อผ้านั้น	that clothing	grupo	alternativoj	prononco
level	tiun vestaĵon	เสื้อผ้านั้น (วัตถุประสงค์)	that clothing (objective)	grupo	alternativoj	prononco
level	aĉetis tiun vestaĵon	ซื้อชุดนั้น	bought that outfit	grupo	alternativoj	prononco
level	vi iros tien	คุณจะไปที่นั่น	you will go there	grupo	alternativoj	prononco
level	kien vi iros?	คุณกำลังจะไปที่ไหน?	where are you going to?	grupo	alternativoj	prononco
level	suna tago	วันที่แดดจ้า	sunny day	grupo	alternativoj	prononco
level	estos suna tago	มันจะเป็นวันที่มีแดด	it will be a sunny day	grupo	alternativoj	prononco
level	se estos suna tago	ถ้ามันจะเป็นวันที่มีแดด	if it will be a sunny day	grupo	alternativoj	prononco
level	via frato jam ekiris	พี่ชายของคุณเริ่มแล้ว	your brother has already started	grupo	alternativoj	prononco
level	ĉu via frato jam ekiris?	พี่ชายของคุณเริ่มแล้วหรือยัง?	has your brother started yet?	grupo	alternativoj	prononco
level	kie estas la akvo?	น้ำอยู่ที่ไหน	where is the water	grupo	alternativoj	prononco
level	kunporti la akvon	เพื่อนำน้ำ	to bring the water	grupo	alternativoj	prononco
level	vi mem kunportis	คุณเองก็นำมา	you yourself brought	grupo	alternativoj	prononco
level	la akvon, kion vi mem kunportis	น้ำที่คุณนำมาเอง	the water, that you yourself brought	grupo	alternativoj	prononco
level	estis tre trankvila	เงียบมาก	was very quiet	grupo	alternativoj	prononco
level	hodiaŭ mia patrino estis ~	วันนี้แม่ของฉันคือ ~	today my mother was ~	grupo	alternativoj	prononco
level	mi venis el ~	ฉันมาจาก~.	I came from ~	grupo	alternativoj	prononco
level	el la lernejo	ออกจากโรงเรียน	out of the school	grupo	alternativoj	prononco
level	raportis al ~	รายงานตัวแล้ว~	reported to ~	grupo	alternativoj	prononco
level	kaj raportis al ŝi	และรายงานให้เธอทราบ	and reported to her	grupo	alternativoj	prononco
level	raportis, ke ~	รายงานว่า~	reported that ~	grupo	alternativoj	prononco
level	raportis, ke mi ricevos	แจ้งว่าจะได้รับ	reported that I will receive	grupo	alternativoj	prononco
level	mi ricevos malbonan noton	ฉันจะได้เกรดไม่ดี	I will get a bad grade	grupo	alternativoj	prononco
level	ŝi diris, ke ~	เธอพูดแบบนั้น~	she said that ~	grupo	alternativoj	prononco
level	vi devas laborigi ~	คุณต้องทำงาน~	you have to make ~ work	grupo	alternativoj	prononco
level	pli multe	มากกว่า	more	grupo	alternativoj	prononco
level	pli multe laborigi	เพื่อให้มีงานมากขึ้น	to make work more	grupo	alternativoj	prononco
level	laborigi vian kapon	เพื่อให้หัวของคุณทำงาน	to make your head work	grupo	alternativoj	prononco
level	kiom da malbonaj notoj	กี่เกรดที่ไม่ดี	how many bad grades	grupo	alternativoj	prononco
level	vi havas tiom da malbonaj notoj	คุณมีเกรดแย่ๆ มากมาย	you have so many bad grades	grupo	alternativoj	prononco
level	estis malĝoja	รู้สึกเศร้า	was sad	grupo	alternativoj	prononco
level	en vian ĉambron	เข้าไปในห้องของคุณ	into your room	grupo	alternativoj	prononco
level	iru en vian ĉambron	เข้าไปในห้องของคุณ	go into your room	grupo	alternativoj	prononco
level	iru kaj lernu	ไปและเรียนรู้	go and learn	grupo	alternativoj	prononco
level	mi sidis	ฉันนั่ง	I sat	grupo	alternativoj	prononco
level	en mia ĉambro	ในห้องของฉัน	in my room	grupo	alternativoj	prononco
level	sidis en mia ĉambro	นั่งอยู่ในห้องของฉัน	sat in my room	grupo	alternativoj	prononco
level	nek lerni nek legi	ไม่เรียนรู้หรืออ่าน	neither learn nor read	grupo	alternativoj	prononco
level	sed mi povis nek lerni nek legi	แต่ฉันไม่สามารถเรียนรู้หรืออ่านได้	but I could neither learn nor read	grupo	alternativoj	prononco
level	miaj pensoj	ความคิดของฉัน	my thoughts	grupo	alternativoj	prononco
level	ĉe ludo	ที่เกม	at a game	grupo	alternativoj	prononco
level	ludo kun miaj amikoj	เกมกับเพื่อนของฉัน	game with my friends	grupo	alternativoj	prononco
level	ĉe sporto	ที่กีฬา	at sport	grupo	alternativoj	prononco
level	al mi mem	ถึงตัวฉันเอง	to myself	grupo	alternativoj	prononco
level	diris al mi mem	พูดกับตัวเอง	said to myself	grupo	alternativoj	prononco
level	tiom malsaĝa	โง่มาก	so stupid	grupo	alternativoj	prononco
level	ĉu mi estas tiom malsaĝa?	ฉันโง่ขนาดนั้นเลยเหรอ?	am I that stupid?	grupo	alternativoj	prononco
level	kvankam mi lernis multe	แม้ว่าฉันจะได้เรียนรู้มากมาย	although I learned a lot	grupo	alternativoj	prononco
level	la patrino eniris	แม่เข้ามา	the mother entered	grupo	alternativoj	prononco
level	miaj vortoj	คำพูดของฉัน	my words	grupo	alternativoj	prononco
level	kaj aŭdis miajn vortojn	และได้ยินคำพูดของฉัน	and heard my words	grupo	alternativoj	prononco
level	ŝi tuj respondis	เธอตอบทันที	she answered immediately	grupo	alternativoj	prononco
level	ne, mia kara	ไม่ที่รัก	no, my dear	grupo	alternativoj	prononco
level	vi ne estas malsaĝa	คุณไม่ได้โง่	you are not stupid	grupo	alternativoj	prononco
level	la problemo estas, ke ~	ปัญหาคือว่า ~	the problem is that ~	grupo	alternativoj	prononco
level	ke vi devas lerni	ที่คุณต้องเรียนรู้	that you must learn	grupo	alternativoj	prononco
level	devas lerni multe pli	ต้องเรียนรู้อีกมาก	must learn much more	grupo	alternativoj	prononco
level	tiam vi ne havos	แล้วคุณจะไม่มี	then you will not have	grupo	alternativoj	prononco
level	malbonaj notoj	เกรดไม่ดี	bad grades	grupo	alternativoj	prononco
level	havos nur malbonajn notojn	ก็จะมีแต่เกรดแย่ๆ	will have only bad grades	grupo	alternativoj	prononco
level	ankaŭ nun	ตอนนี้ด้วย	also now	grupo	alternativoj	prononco
level	mi ne havas ilin	ฉันไม่มีพวกเขา	I don't have them	grupo	alternativoj	prononco
level	mi havas bonan noton	ฉันมีเกรดที่ดี	I have a good grade	grupo	alternativoj	prononco
level	pri muziko	เกี่ยวกับดนตรี	about music	grupo	alternativoj	prononco
level	bonan noton pri muziko	โน้ตที่ดีเกี่ยวกับดนตรี	a good note on music	grupo	alternativoj	prononco
level	la patrino subite ekridis	จู่ๆ ผู้เป็นแม่ก็ระเบิดหัวเราะออกมา	the mother suddenly burst out laughing	grupo	alternativoj	prononco
level	tio plibeligis ~	ที่สวยงาม ~	that beautified ~	grupo	alternativoj	prononco
level	mian tagon	วันของฉัน	my day	grupo	alternativoj	prononco
level	plibeligis mian tagon	ทำให้ฉันมีความสุขมาก	made my day	grupo	alternativoj	prononco
level	sed tamen restis	แต่ยังคงอยู่	but still remained	grupo	alternativoj	prononco
level	sed la problemo tamen restis	แต่ปัญหายังคงอยู่	but the problem still remained	grupo	alternativoj	prononco
level	kilogramo da ~	กิโลกรัม ~	a kilogram of ~	grupo	alternativoj	prononco
level	kilogramo da sukero	น้ำตาลหนึ่งกิโลกรัม	a kilogram of sugar	grupo	alternativoj	prononco
level	glaso da ~	แก้ว~	a glass of ~	grupo	alternativoj	prononco
level	glaso da akvo	น้ำหนึ่งแก้ว	a glass of water	grupo	alternativoj	prononco
level	multe da ~	เยอะมาก~	a lot of ~	grupo	alternativoj	prononco
level	multe da ideoj	ความคิดมากมาย	lots of ideas	grupo	alternativoj	prononco
level	deteni sin	ที่จะกลั้นไว้	to hold back	grupo	alternativoj	prononco
level	ordigis ĉion	แยกแยะทุกอย่างออก	sorted everything out	grupo	alternativoj	prononco
level	transdonis al li	มอบให้กับเขา	handed over to him	grupo	alternativoj	prononco
level	mi petas	ฉันกำลังถาม	I'm asking	grupo	alternativoj	prononco
level	glason da kafo	กาแฟหนึ่งแก้ว	a glass of coffee	grupo	alternativoj	prononco
level	kaj iom da akvo	และน้ำบางส่วน	and some water	grupo	alternativoj	prononco
level	mi petas glason da kafo	ฉันอยากได้กาแฟสักแก้ว	I would like a glass of coffee	grupo	alternativoj	prononco
level	mi petas tason da teo	ฉันขอชาหนึ่งถ้วย	I would like a cup of tea	grupo	alternativoj	prononco
level	doloris lin	ทำร้ายเขา	hurt him	grupo	alternativoj	prononco
level	la kapo doloris lin	หัวของเขาเจ็บ	his head hurt	grupo	alternativoj	prononco
level	li malsaniĝis	เขาล้มป่วย	he fell ill	grupo	alternativoj	prononco
level	ŝatas esti bela	ชอบที่จะสวยงาม	likes to be beautiful	grupo	alternativoj	prononco
level	ŝi beligis sian vizaĝon	เธอตกแต่งใบหน้าของเธอให้สวยงาม	she beautified her face	grupo	alternativoj	prononco
level	la knabo ŝatas esti bela	เด็กชายชอบที่จะสวย	the boy likes to be pretty	grupo	alternativoj	prononco
level	pro tio ŝi beligis ĝin	ดังนั้นเธอจึงทำให้มันสวยงาม	therefore she beautified it	grupo	alternativoj	prononco
