A.uk content.tsv
Level	Esperanto	uk	en-us	Grupo	Alternativoj	Pronoco
level	eniri la lernejon	вступити до школи	to enter into the school	grupo	alternativoj	prononco
level	sed tamen	але однак	but however	grupo	alternativoj	prononco
level	sed li ne povis	але він не міг	but he couldn't	grupo	alternativoj	prononco
level	fermi kaj fermita	закривати і закрито	to close and closed	grupo	alternativoj	prononco
level	ĝi estis fermita	він був закритий	it was closed	grupo	alternativoj	prononco
level	nek ~ nek ~	ні ~, ні ~	neither ~ nor ~	grupo	alternativoj	prononco
level	nek instruisto nek gelernantoj	ні вчитель, ні студенти	neither a teacher nor male-and-female students	grupo	alternativoj	prononco
level	vidis nek instruiston nek gelernantojn	не бачив ні вчителя, ні учнів	saw neither a teacher nor students	grupo	alternativoj	prononco
level	sidi, eksidi	сидіти, сідати	to sit, to get sitted	grupo	alternativoj	prononco
level	eksidis	сів (сів)	got seated (had seated)	grupo	alternativoj	prononco
level	li eksidis	він сів	he got seated	grupo	alternativoj	prononco
level	kaj pensis	і подумав	and thought	grupo	alternativoj	prononco
level	kio okazis?	що сталося?	what did happen?	grupo	alternativoj	prononco
level	diable	до жаху (як диявол)	to the awful (like a devil)	grupo	alternativoj	prononco
level	damne	дамба це	dam it	grupo	alternativoj	prononco
level	memoras	пам'ятає	remembers	grupo	alternativoj	prononco
level	nun mi memoras	тепер я пам'ятаю	now I remember	grupo	alternativoj	prononco
level	dimanĉo	неділя	Sunday	grupo	alternativoj	prononco
level	hodiaŭ estas ~	сьогодні ~	today is ~	grupo	alternativoj	prononco
level	hodiaŭ estas dimanĉo	сьогодні неділя	today is Sunday	grupo	alternativoj	prononco
level	dormi kaj ekdormi	спати і спати	to sleep and to get into sleep	grupo	alternativoj	prononco
level	suno kaj luno	сонце і місяць	a sun and a moon	grupo	alternativoj	prononco
level	subita kaj subite	раптово і раптово	sudden and suddenly	grupo	alternativoj	prononco
level	ek!	вимкнено! (починати)	off! (to start)	grupo	alternativoj	prononco
level	salti kaj eksaltis	стрибати і стрибати	to jump and jumped 	grupo	alternativoj	prononco
level	ĉiam frua	завжди рано	always early	grupo	alternativoj	prononco
level	hodiaŭ metis kaj kuris	сьогодні поставив і побіг	today put and ran	grupo	alternativoj	prononco
level	aĵo, ne aĝo	річ не вік	a thing not age	grupo	alternativoj	prononco
level	kuris laŭ homoj saĝaj	бігли мудрі люди	ran along wise people	grupo	alternativoj	prononco
level	laŭeble baldaŭ	якомога швидше	soon as possible	grupo	alternativoj	prononco
level	kia knabo, kia knabino	який хлопчик, така дівчинка	what a boy, what a girl	grupo	alternativoj	prononco
level	nek pensita nek memorita	ні думав, ні запам'ятовував	neither thought nor memorized	grupo	alternativoj	prononco
level	diablo atendis akvon dimanĉe	біс чекав води в неділю	a devil waited for water on Sunday	grupo	alternativoj	prononco
level	tiom malgranda momento	такий маленький момент	such a small moment	grupo	alternativoj	prononco
level	eĉ tiom malgranda momento valoras	навіть такий маленький момент вартий уваги	even such a small moment is worthwhile	grupo	alternativoj	prononco
level	kriis for ĝis nokto	проплакала до ночі	cried away until night	grupo	alternativoj	prononco
level	lasis la poŝton de la mano	прибрати пошту з руки	put away the mailpost from the hand	grupo	alternativoj	prononco
level	ridis mem lasante la poŝton	сміявся сам, відкладаючи пошту	laughed by oneself, putting away the mailpost	grupo	alternativoj	prononco
level	nek li nek ŝi ridis	ні він, ні вона не засміялися	neither he nor she laughed	grupo	alternativoj	prononco
level	ŝi nek ridis nek respondis	вона не засміялася і не відповіла	she neither laughed nor answered	grupo	alternativoj	prononco
level	li nek sidas nek rigardas	він не сидить і не дивиться	he neither sits nor watches	grupo	alternativoj	prononco
level	neniam mi vidis	я ніколи не бачив	I have never seen	grupo	alternativoj	prononco
level	mi neniam diros al iu	Я ніколи нікому не скажу	I will never tell anyone	grupo	alternativoj	prononco
level	diru al neniu	нікому не кажи	tell no one	grupo	alternativoj	prononco
level	mi neniam diros	Ніколи не скажу	I will never say	grupo	alternativoj	prononco
level	mem	собі (самому собі)	to oneself (by oneself)	grupo	alternativoj	prononco
level	mi mem faris	Я зробив це сам	I did it myself	grupo	alternativoj	prononco
level	faris tion	зробив це (зробив це)	did it (made it)	grupo	alternativoj	prononco
level	mem faris tion	зробив сам (зробив сам)	did it oneself (made it oneself)	grupo	alternativoj	prononco
level	ĝis la revido, ĝis revido	до зустрічі (знову), до зустрічі (знову)	see you (again), see you (again)	grupo	alternativoj	prononco
level	ĝis!	поки! (до побачення!)	until! (goodbye!)	grupo	alternativoj	prononco
level	ekparoli	почати говорити	to start talking	grupo	alternativoj	prononco
level	ekparolis, komencis paroli finfine	почав говорити, заговорив нарешті	started saying, began to speak at last	grupo	alternativoj	prononco
level	trinkis rapidege	випив дуже швидко	drank very fast	grupo	alternativoj	prononco
level	trinkis matenan trinkaĵon	випив ранковий напій	had a morning drink	grupo	alternativoj	prononco
level	por frue veni	приходити рано	to come early	grupo	alternativoj	prononco
level	veni al la lernejo	приходити до школи	to come to school	grupo	alternativoj	prononco
level	frue veni al ~	приходити рано до ~	to come early to ~	grupo	alternativoj	prononco
level	ne aŭdis novaĵon	не чув новин	didn't hear news	grupo	alternativoj	prononco
level	ankoraŭ ne aŭdis	ще не чув	didn't hear yet	grupo	alternativoj	prononco
level	mi ankoraŭ ne aŭdis	Я ще не чув	I didn't hear yet	grupo	alternativoj	prononco
level	en tiu momento	в той момент	in that moment	grupo	alternativoj	prononco
level	en tiu momento li ekkriis	в ту мить він заплакав	in that moment he cried	grupo	alternativoj	prononco
level	knabo, kiu ne amas	хлопець, який не любить	a boy, who does not love	grupo	alternativoj	prononco
level	geknaboj	хлопці та дівчата	boys and girls	grupo	alternativoj	prononco
level	aliaj geknaboj	інші хлопці та дівчата	other boys and girls	grupo	alternativoj	prononco
level	ne amas aliajn geknabojn	не любить інших хлопців і дівчат	does not love other boys and girls	grupo	alternativoj	prononco
level	nek amikojn, nek amikinojn	ні друзі, ні подруги	neither friends nor girl friends	grupo	alternativoj	prononco
level	havas nek monon, nek tempon	не має ні грошей, ні часу	does not have neither money nor time	grupo	alternativoj	prononco
level	kiu havis la libron?	у кого була книга?	who had the book?	grupo	alternativoj	prononco
level	la libron, kiun vi atendis	книга, яку ти чекав	the book which you waited	grupo	alternativoj	prononco
level	tiun, kiun vi atendis pli ol du jarojn	те, чого ви чекали більше 2 років	that, which you waited for more than 2 years	grupo	alternativoj	prononco
level	ĉu vi volas tion?	ти цього хочеш?	do you want that?	grupo	alternativoj	prononco
level	ĉu vi volas, ke ~ ?	ти цього хочеш ~?	do you want that ~ ?	grupo	alternativoj	prononco
level	plej kara	найдорожчий	dearest	grupo	alternativoj	prononco
level	plej kara foto	найдорожче фото	dearest photo	grupo	alternativoj	prononco
level	mian plej karan foton	моє найдорожче фото	my dearest photo	grupo	alternativoj	prononco
level	kie vi aĉetis ~ ?	де ти купив ~?	where did you buy ~ ?	grupo	alternativoj	prononco
level	tiu vestaĵo	той одяг	that clothing	grupo	alternativoj	prononco
level	tiun vestaĵon	цей одяг (об'єкт)	that clothing (objective)	grupo	alternativoj	prononco
level	aĉetis tiun vestaĵon	купив цей одяг	bought that outfit	grupo	alternativoj	prononco
level	vi iros tien	ти підеш туди	you will go there	grupo	alternativoj	prononco
level	kien vi iros?	куди ти йдеш?	where are you going to?	grupo	alternativoj	prononco
level	suna tago	сонячний день	sunny day	grupo	alternativoj	prononco
level	estos suna tago	буде сонячний день	it will be a sunny day	grupo	alternativoj	prononco
level	se estos suna tago	якщо буде сонячний день	if it will be a sunny day	grupo	alternativoj	prononco
level	via frato jam ekiris	твій брат уже почав	your brother has already started	grupo	alternativoj	prononco
level	ĉu via frato jam ekiris?	твій брат уже почав?	has your brother started yet?	grupo	alternativoj	prononco
level	kie estas la akvo?	де вода	where is the water	grupo	alternativoj	prononco
level	kunporti la akvon	принести воду	to bring the water	grupo	alternativoj	prononco
level	vi mem kunportis	ти сам приніс	you yourself brought	grupo	alternativoj	prononco
level	la akvon, kion vi mem kunportis	вода, яку ви самі принесли	the water, that you yourself brought	grupo	alternativoj	prononco
level	estis tre trankvila	було дуже тихо	was very quiet	grupo	alternativoj	prononco
level	hodiaŭ mia patrino estis ~	сьогодні моя мама була ~	today my mother was ~	grupo	alternativoj	prononco
level	mi venis el ~	Я приїхав з ~	I came from ~	grupo	alternativoj	prononco
level	el la lernejo	поза школою	out of the school	grupo	alternativoj	prononco
level	raportis al ~	повідомлено ~	reported to ~	grupo	alternativoj	prononco
level	kaj raportis al ŝi	і доповідав їй	and reported to her	grupo	alternativoj	prononco
level	raportis, ke ~	повідомив, що ~	reported that ~	grupo	alternativoj	prononco
level	raportis, ke mi ricevos	повідомив, що отримаю	reported that I will receive	grupo	alternativoj	prononco
level	mi ricevos malbonan noton	Я отримаю погану оцінку	I will get a bad grade	grupo	alternativoj	prononco
level	ŝi diris, ke ~	вона сказала, що ~	she said that ~	grupo	alternativoj	prononco
level	vi devas laborigi ~	ви повинні зробити ~ роботу	you have to make ~ work	grupo	alternativoj	prononco
level	pli multe	більше	more	grupo	alternativoj	prononco
level	pli multe laborigi	щоб працювати більше	to make work more	grupo	alternativoj	prononco
level	laborigi vian kapon	щоб голова працювала	to make your head work	grupo	alternativoj	prononco
level	kiom da malbonaj notoj	скільки поганих оцінок	how many bad grades	grupo	alternativoj	prononco
level	vi havas tiom da malbonaj notoj	у тебе так багато поганих оцінок	you have so many bad grades	grupo	alternativoj	prononco
level	estis malĝoja	було сумно	was sad	grupo	alternativoj	prononco
level	en vian ĉambron	у вашу кімнату	into your room	grupo	alternativoj	prononco
level	iru en vian ĉambron	іди в свою кімнату	go into your room	grupo	alternativoj	prononco
level	iru kaj lernu	йдіть і вчіться	go and learn	grupo	alternativoj	prononco
level	mi sidis	Я сидів	I sat	grupo	alternativoj	prononco
level	en mia ĉambro	в моїй кімнаті	in my room	grupo	alternativoj	prononco
level	sidis en mia ĉambro	сидів у моїй кімнаті	sat in my room	grupo	alternativoj	prononco
level	nek lerni nek legi	ні вчитися, ні читати	neither learn nor read	grupo	alternativoj	prononco
level	sed mi povis nek lerni nek legi	але я не міг ні вчитися, ні читати	but I could neither learn nor read	grupo	alternativoj	prononco
level	miaj pensoj	мої думки	my thoughts	grupo	alternativoj	prononco
level	ĉe ludo	у грі	at a game	grupo	alternativoj	prononco
level	ludo kun miaj amikoj	гра з друзями	game with my friends	grupo	alternativoj	prononco
level	ĉe sporto	у спорті	at sport	grupo	alternativoj	prononco
level	al mi mem	собі	to myself	grupo	alternativoj	prononco
level	diris al mi mem	сказав собі	said to myself	grupo	alternativoj	prononco
level	tiom malsaĝa	такий дурний	so stupid	grupo	alternativoj	prononco
level	ĉu mi estas tiom malsaĝa?	я такий дурний?	am I that stupid?	grupo	alternativoj	prononco
level	kvankam mi lernis multe	хоча я багато чому навчився	although I learned a lot	grupo	alternativoj	prononco
level	la patrino eniris	увійшла мати	the mother entered	grupo	alternativoj	prononco
level	miaj vortoj	мої слова	my words	grupo	alternativoj	prononco
level	kaj aŭdis miajn vortojn	і почув мої слова	and heard my words	grupo	alternativoj	prononco
level	ŝi tuj respondis	— негайно відповіла вона	she answered immediately	grupo	alternativoj	prononco
level	ne, mia kara	ні, моя дорога	no, my dear	grupo	alternativoj	prononco
level	vi ne estas malsaĝa	ти не дурний	you are not stupid	grupo	alternativoj	prononco
level	la problemo estas, ke ~	проблема в тому, що ~	the problem is that ~	grupo	alternativoj	prononco
level	ke vi devas lerni	що ви повинні навчитися	that you must learn	grupo	alternativoj	prononco
level	devas lerni multe pli	потрібно вчитися набагато більше	must learn much more	grupo	alternativoj	prononco
level	tiam vi ne havos	то у вас не буде	then you will not have	grupo	alternativoj	prononco
level	malbonaj notoj	погані оцінки	bad grades	grupo	alternativoj	prononco
level	havos nur malbonajn notojn	матиме лише погані оцінки	will have only bad grades	grupo	alternativoj	prononco
level	ankaŭ nun	також зараз	also now	grupo	alternativoj	prononco
level	mi ne havas ilin	у мене їх немає	I don't have them	grupo	alternativoj	prononco
level	mi havas bonan noton	Маю хорошу оцінку	I have a good grade	grupo	alternativoj	prononco
level	pri muziko	про музику	about music	grupo	alternativoj	prononco
level	bonan noton pri muziko	хороша нотатка про музику	a good note on music	grupo	alternativoj	prononco
level	la patrino subite ekridis	— раптом розреготалася мати	the mother suddenly burst out laughing	grupo	alternativoj	prononco
level	tio plibeligis ~	що прикрашало ~	that beautified ~	grupo	alternativoj	prononco
level	mian tagon	мій день	my day	grupo	alternativoj	prononco
level	plibeligis mian tagon	зробив мій день	made my day	grupo	alternativoj	prononco
level	sed tamen restis	але все одно залишився	but still remained	grupo	alternativoj	prononco
level	sed la problemo tamen restis	але проблема все одно залишилася	but the problem still remained	grupo	alternativoj	prononco
level	kilogramo da ~	кілограм ~	a kilogram of ~	grupo	alternativoj	prononco
level	kilogramo da sukero	кілограм цукру	a kilogram of sugar	grupo	alternativoj	prononco
level	glaso da ~	стакан ~	a glass of ~	grupo	alternativoj	prononco
level	glaso da akvo	склянка води	a glass of water	grupo	alternativoj	prononco
level	multe da ~	багато ~	a lot of ~	grupo	alternativoj	prononco
level	multe da ideoj	багато ідей	lots of ideas	grupo	alternativoj	prononco
level	deteni sin	стримуватися	to hold back	grupo	alternativoj	prononco
level	ordigis ĉion	все розібрав	sorted everything out	grupo	alternativoj	prononco
level	transdonis al li	передано йому	handed over to him	grupo	alternativoj	prononco
level	mi petas	Я питаю	I'm asking	grupo	alternativoj	prononco
level	glason da kafo	стакан кави	a glass of coffee	grupo	alternativoj	prononco
level	kaj iom da akvo	і трохи води	and some water	grupo	alternativoj	prononco
level	mi petas glason da kafo	Я хотів би склянку кави	I would like a glass of coffee	grupo	alternativoj	prononco
level	mi petas tason da teo	Я хотів би чашку чаю	I would like a cup of tea	grupo	alternativoj	prononco
level	doloris lin	зробити йому боляче	hurt him	grupo	alternativoj	prononco
level	la kapo doloris lin	у нього боліла голова	his head hurt	grupo	alternativoj	prononco
level	li malsaniĝis	він захворів	he fell ill	grupo	alternativoj	prononco
level	ŝatas esti bela	любить бути красивою	likes to be beautiful	grupo	alternativoj	prononco
level	ŝi beligis sian vizaĝon	вона покрасила своє обличчя	she beautified her face	grupo	alternativoj	prononco
level	la knabo ŝatas esti bela	хлопець любить бути красивим	the boy likes to be pretty	grupo	alternativoj	prononco
level	pro tio ŝi beligis ĝin	тому вона його прикрасила	therefore she beautified it	grupo	alternativoj	prononco
level	post la tagmanĝo	після ланчу	after lunch	grupo	alternativoj	prononco
level	purigi la kuirejon	прибирати кухню	to clean the kitchen	grupo	alternativoj	prononco
level	kiu purigos la kuirejon?	хто буде прибирати на кухні?	who will clean the kitchen?	grupo	alternativoj	prononco
level	volas trinki	хоче пити	wants to drink	grupo	alternativoj	prononco
level	kion vi volas trinki?	що ви хочете пити	what do you want to drink	grupo	alternativoj	prononco
level	trinki teon	пити чай	to drink tea	grupo	alternativoj	prononco
level	iom da akvo	трохи води	a little of water	grupo	alternativoj	prononco
level	ĉu vi volas nenion?	ти нічого не хочеш?	do you want nothing?	grupo	alternativoj	prononco
level	tiel subite	так раптово	so suddenly	grupo	alternativoj	prononco
level	kial vi decidis ~ ?	чому ти вирішив ~?	why did you decide ~ ?	grupo	alternativoj	prononco
level	kial vi tiel subite decidis ~ ?	чому ти так раптово вирішила?	why did you decide ~ so suddenly?	grupo	alternativoj	prononco
level	via ĉambro	Ваша кімната	your room	grupo	alternativoj	prononco
level	via ĉambreto	твоя маленька кімната	your little room	grupo	alternativoj	prononco
level	vian ĉambreton	до своєї маленької кімнати	to your little room	grupo	alternativoj	prononco
level	renovigi vian ĉambreton	відремонтувати свою кімнатку	to renovate your little room	grupo	alternativoj	prononco
level	decidis renovigi vian ĉambreton	вирішила відремонтувати свою кімнатку	decided to renovate your little room	grupo	alternativoj	prononco
level	al kiu	кому	to whom	grupo	alternativoj	prononco
level	vi donis ~	ви дали ~	you gave ~	grupo	alternativoj	prononco
level	al kiu vi donis ~ ?	кому ти дав ~ ?	to whom did you give ~ ?	grupo	alternativoj	prononco
level	puraj glasoj	чисті окуляри	clean glasses	grupo	alternativoj	prononco
level	vi donis la purajn glasojn	ти дав чисті окуляри	you gave the clean glasses	grupo	alternativoj	prononco
level	la puraj glasoj por la vino	чисті келихи для вина	the clean glasses for the wine	grupo	alternativoj	prononco
level	kontraŭ kiu	проти кого	against whom	grupo	alternativoj	prononco
level	via sportklubo	ваш спортивний клуб	your sports club	grupo	alternativoj	prononco
level	ludas kontraŭ ~	грає проти ~	plays against ~	grupo	alternativoj	prononco
level	antaŭ du semajnoj	два тижні тому	two weeks ago	grupo	alternativoj	prononco
level	kontraŭ kiu via sportklubo ludis?	проти кого грав твій спортивний клуб?	who did your sports club play against?	grupo	alternativoj	prononco
level	ĉu vi vidas ~ ?	ти бачиш ~?	do you see ~ ?	grupo	alternativoj	prononco
level	ĉu vi ofte vidas ~ ?	ти часто бачишся ~ ?	do you often see ~ ?	grupo	alternativoj	prononco
level	ofte vidas la policiston	часто бачу міліціонера	often see the policeman	grupo	alternativoj	prononco
level	tiu, kiu loĝas en ~	той, хто живе в ~	the one who lives in ~	grupo	alternativoj	prononco
level	loĝas en la loĝejo	проживає на місці проживання	lives in the lodging place	grupo	alternativoj	prononco
level	la loĝejo super vi	місце проживання над вами	the dwelling place above you	grupo	alternativoj	prononco
level	vidas la policiston, kiu loĝas en ~	бачить поліцейського, який живе в ~	sees the police officer who lives in ~	grupo	alternativoj	prononco
level	plano pri veturado	план водіння	driving plan	grupo	alternativoj	prononco
level	volis vojaĝi	хотів подорожувати	wanted to travel	grupo	alternativoj	prononco
level	vojaĝi al alia lando	поїхати в іншу країну	to travel to another country	grupo	alternativoj	prononco
level	en libertempo	у вільний час	in free time	grupo	alternativoj	prononco
level	ili decidis iri	вони вирішили піти	they decided to go	grupo	alternativoj	prononco
level	decidis iri al Italio	вирішив поїхати до Італії	decided to go to Italy	grupo	alternativoj	prononco
level	malnovaj urboj	старі міста	old cities	grupo	alternativoj	prononco
level	lando kun malnovaj urboj	країна зі старими містами	a country with old cities	grupo	alternativoj	prononco
level	aliaj belaĵoj	інші красуні	other beauties	grupo	alternativoj	prononco
level	kaj aliaj belaĵoj	та інші красуні	and other beauties	grupo	alternativoj	prononco
level	bela lando kun malnovaj urboj kaj aliaj belaĵoj	прекрасна країна зі старими містами та іншими красотами	a beautiful country with old cities and other beauties	grupo	alternativoj	prononco
level	ili estis feliĉaj	вони були щасливі	they were happy	grupo	alternativoj	prononco
level	kie estas ~ ?	де ~?	where is ~ ?	grupo	alternativoj	prononco
level	kie estas mia vestaĵo?	де мій одяг	where are my clothes	grupo	alternativoj	prononco
level	ŝi demandis ~	запитала вона ~	she asked ~	grupo	alternativoj	prononco
level	ni ne forgesu kunporti ~	давайте не забудемо взяти з собою ~	let's not forget to bring ~	grupo	alternativoj	prononco
level	kunporti la libron	взяти книгу з собою	to take the book with you	grupo	alternativoj	prononco
level	libro por lerni Esperanton	книга для вивчення есперанто	a book to learn Esperanto	grupo	alternativoj	prononco
level	kunporti libron por lerni	носити книжку вчитися	to carry a book to learn	grupo	alternativoj	prononco
level	ni povas komenci ~	ми можемо почати ~	we can start ~	grupo	alternativoj	prononco
level	en la vagonaro	в поїзді	in the train	grupo	alternativoj	prononco
level	jam en la vagonaro	вже в поїзді	already in the train	grupo	alternativoj	prononco
level	ni nenion faros	ми нічого не зробимо	we won't do anything	grupo	alternativoj	prononco
level	per aŭto	автомобілем	by car	grupo	alternativoj	prononco
level	ni veturos per ~	ми проїдемо ~	we will drive by ~	grupo	alternativoj	prononco
level	veturos per aŭto	буде водити машину	will drive a car	grupo	alternativoj	prononco
level	mi havas sekreton	У мене є секрет	I have a secret	grupo	alternativoj	prononco
level	mia riĉa onklo	мій багатий дядько	my rich uncle	grupo	alternativoj	prononco
level	mia deziro	моє бажання	my wish	grupo	alternativoj	prononco
level	plenumis mian deziron	виконав моє бажання	fulfilled my wish	grupo	alternativoj	prononco
level	donis al ni	дав нам	gave us	grupo	alternativoj	prononco
level	sian aŭton	його авто	his car	grupo	alternativoj	prononco
level	kaj donis al ni sian aŭton	і дав нам свою машину	and gave us his car	grupo	alternativoj	prononco
level	por uzo	для використання	for use	grupo	alternativoj	prononco
level	ĝi staras antaŭ ~	воно стоїть перед ~	it stands before ~	grupo	alternativoj	prononco
level	staras antaŭ la domo	стоїть перед будинком	stands in front of the house	grupo	alternativoj	prononco
level	mi devas diri ~	Я повинен сказати ~	I have to say ~	grupo	alternativoj	prononco
level	nenion diru	нічого не кажи	don't say anything	grupo	alternativoj	prononco
level	ni eksidu	давай сядемо	let's sit down	grupo	alternativoj	prononco
level	eksidu en la aŭton	сідайте в машину	get in the car	grupo	alternativoj	prononco
level	veturi al ~	доїхати до ~	to drive to ~	grupo	alternativoj	prononco
level	kaj veturu al Italio	і їхати до Італії	and drive to Italy	grupo	alternativoj	prononco
level	sidis en la aŭto	сів в машину	sat in the car	grupo	alternativoj	prononco
level	ankaŭ la vestaĵoj	також одяг	also the clothes	grupo	alternativoj	prononco
level	~ estis en la aŭto	~ був у машині	~ was in the car	grupo	alternativoj	prononco
level	ankoraŭ sidadis kaj atendis	все ще сидів і чекав	still sat and waited	grupo	alternativoj	prononco
level	sed li atendis	але він чекав	but he waited	grupo	alternativoj	prononco
level	kial ni ne ~ ?	чому ми не ~ ?	why don't we ~ ?	grupo	alternativoj	prononco
level	kial ni ne ekveturas?	чому б нам не почати їздити?	why don't we start driving?	grupo	alternativoj	prononco
level	ankaŭ mi havas ~	У мене ~ теж	I have ~ too	grupo	alternativoj	prononco
level	veturigus la aŭton	водив би машину	would drive the car	grupo	alternativoj	prononco
level	sed mi ne scias ~	але я не знаю ~	but I don't know ~	grupo	alternativoj	prononco
level	mi neniam lernis tion	Я ніколи цього не навчився	I never learned that	grupo	alternativoj	prononco
level	mi kredus ~	Я б повірив ~	I would believe ~	grupo	alternativoj	prononco
level	se mi estus sana	якби я був здоровий	if I were healthy	grupo	alternativoj	prononco
level	mi estus tre feliĉa	Я був би дуже радий	I would be very happy	grupo	alternativoj	prononco
level	kvazaŭ vi estus riĉulo	ніби ти багатий	as if you were rich	grupo	alternativoj	prononco
level	vi sidas tie kvazaŭ vi estus riĉulo	сидиш там, наче багатий	you sit there as if you were a rich man	grupo	alternativoj	prononco
level	kvazaŭa lernejo	нібито школа	alleged school	grupo	alternativoj	prononco
level	kvazaŭ riĉulo	як багатий	like a rich man	grupo	alternativoj	prononco
level	vi sidas tie kvazaŭ riĉulo	сидиш там як багатий	you sit there like a rich man	grupo	alternativoj	prononco
level	tiom da mono	стільки грошей	so much money	grupo	alternativoj	prononco
level	tiom da mono kiom da ideoj	стільки грошей, скільки ідей	as much money as ideas	grupo	alternativoj	prononco
level	se mi havus tiom da mono	якби я мав стільки грошей	if I had that much money	grupo	alternativoj	prononco
level	mi vojaĝadus	Я б подорожував	I would travel	grupo	alternativoj	prononco
level	ĉirkaŭ la mondo	навколо світу	around the world	grupo	alternativoj	prononco
level	en ĉiu vortaro	в кожному словнику	in every dictionary	grupo	alternativoj	prononco
level	mankas io	чогось не вистачає	something is missing	grupo	alternativoj	prononco
level	mankas kelkaj vortoj	деякі слова відсутні	some words are missing	grupo	alternativoj	prononco
level	homo, kiu longe parolis	чоловік, який говорив довго	a man who spoke at length	grupo	alternativoj	prononco
level	ĉe la manĝotablo	за обіднім столом	at the dining table	grupo	alternativoj	prononco
level	homo, kiu rakontas, restos malsata	людина, яка розповідає, залишиться голодною	a person who tells will remain hungry	grupo	alternativoj	prononco
level	rakontadas ĉe la manĝo tablo	продовжує розповідати за обіднім столом	keeps telling at the dining table	grupo	alternativoj	prononco
level	li devis atenti ~	він мав звернути увагу на ~	he had to pay attention to ~	grupo	alternativoj	prononco
level	ne rajtis ~	не дозволили ~	was not allowed to ~	grupo	alternativoj	prononco
level	rajtis resti	дозволили залишитися	was allowed to stay	grupo	alternativoj	prononco
level	ne rajtis longe resti	не дозволили довго залишатися	was not allowed to stay long	grupo	alternativoj	prononco
level	resti ekstere en pluvo	залишатися під дощем	to stay out in the rain	grupo	alternativoj	prononco
level	tial li malvarmumis	тому й застудився	that's why he caught a cold	grupo	alternativoj	prononco
level	li havas sian klaran ideon	у нього є своє чітке уявлення	he has his own clear idea	grupo	alternativoj	prononco
level	sed li kredos ĉion	але він усьому повірить	but he will believe everything	grupo	alternativoj	prononco
level	ĉion, kion vi diros	що б ти не сказав	whatever you say	grupo	alternativoj	prononco
level	kvazaŭ vi estus lia edzino	ніби ти його дружина	as if you were his wife	grupo	alternativoj	prononco
level	viaj gepatroj	Ваші батьки	your parents	grupo	alternativoj	prononco
level	ĝojigi viajn gepatrojn	щоб порадувати своїх батьків	to make your parents happy	grupo	alternativoj	prononco
level	kio povus ĝojigi ~ ?	що може догодити ~ ?	what could please ~ ?	grupo	alternativoj	prononco
level	kio povus plej ĝojigi viajn gepatrojn?	що могло б зробити твоїх батьків найбільше щасливими?	what could make your parents the most happy?	grupo	alternativoj	prononco
level	post la lernado	після навчання	after the learning	grupo	alternativoj	prononco
level	almenaŭ post la lernado	принаймні після навчання	at least after the learning	grupo	alternativoj	prononco
level	en la urbocentron	в центр міста	into the city center	grupo	alternativoj	prononco
level	se vi irus kun mi	якби ти пішов зі мною	if you would go with me	grupo	alternativoj	prononco
level	se vi irus kun mi en la urbocentron	якби ти поїхав зі мною в центр міста	if you would go downtown with me	grupo	alternativoj	prononco
level	kien vi dezirus vojaĝi?	куди б ти хотів подорожувати?	where would you like to travel?	grupo	alternativoj	prononco
level	se vi havus ~	якби у вас був ~	if you had ~	grupo	alternativoj	prononco
level	sufiĉe da mono	достатньо грошей	enough money	grupo	alternativoj	prononco
level	se vi havus sufiĉe da mono kaj tempo	якби у вас було достатньо грошей і темп	if you had enough money and temp	grupo	alternativoj	prononco
level	ĉu vi planas ~ ?	ти плануєш ~?	are you planning to ~ ?	grupo	alternativoj	prononco
level	planas veturi al Parizo	планує поїхати в Париж	plans to travel to Paris	grupo	alternativoj	prononco
level	veturi per aŭto	їздити з axuto	to drive with an axuto	grupo	alternativoj	prononco
level	multe pli bone	Значно краще	much better	grupo	alternativoj	prononco
level	ŝajnas multe pli bone	виглядає набагато краще	seems much better	grupo	alternativoj	prononco
level	per vagonaro	потягом	by train	grupo	alternativoj	prononco
level	aŭ ĉu ne ŝajnas esti multe pli bone?	чи, здається, не набагато краще?	or doesn't it seem to be much better?	grupo	alternativoj	prononco
level	diversaj homoj	різні люди	various people	grupo	alternativoj	prononco
level	kial homoj klarigas diversmaniere?	чому люди пояснюють по різному?	why do people explain in different ways?	grupo	alternativoj	prononco
level	samaj ideoj	однакові ідеї	same ideas	grupo	alternativoj	prononco
level	klarigas samajn ideojn	пояснює ті самі ідеї	explains the same ideas	grupo	alternativoj	prononco
level	familianoj kunvenas	члени сім'ї збираються разом	family members get together	grupo	alternativoj	prononco
level	kiel rapide	як швидко	how quickly	grupo	alternativoj	prononco
level	tagoj pasas	проходять дні	days pass	grupo	alternativoj	prononco
level	kiel rapide pasas tagoj!	як швидко минають дні!	how quickly the days pass!	grupo	alternativoj	prononco
level	morgaŭ estos ~	завтра буде ~	tomorrow will be ~	grupo	alternativoj	prononco
level	la naskiĝtago de via patro	день народження твого батька	your father's birthday	grupo	alternativoj	prononco
level	kelkaj familianoj	кілька членів сім'ї	several family members	grupo	alternativoj	prononco
level	alvenos kelkaj familianoj	прийде кілька членів сім'ї	several family members will come	grupo	alternativoj	prononco
level	kaj geamikoj	і друзів	and friends	grupo	alternativoj	prononco
level	ĉu vi bonvolus ~ ?	будь ласка ~ ?	would you please ~ ?	grupo	alternativoj	prononco
