A.da content.tsv
Level	Esperanto	da	en-us	Grupo	Alternativoj	Pronoco
level	saĝa kaj malsaĝa	klog og tåbelig	wise and foolish	grupo	alternativoj	prononco
level	kia malsaĝa knabo!	hvilken tåbelig dreng!	what a foolish boy!	grupo	alternativoj	prononco
level	estis antaŭ lernejo	var foran en skole	was in front of a school	grupo	alternativoj	prononco
level	baldaŭ	snart	soon	grupo	alternativoj	prononco
level	li estis antaŭ ~	han var foran ~	he was in front of ~	grupo	alternativoj	prononco
level	iri kaj eniri	at gå og komme ind	to go and to enter	grupo	alternativoj	prononco
level	li volis eniri	han ville ind	he wanted to enter	grupo	alternativoj	prononco
level	eniri la lernejon	at komme ind på skolen	to enter into the school	grupo	alternativoj	prononco
level	sed tamen	men dog	but however	grupo	alternativoj	prononco
level	sed li ne povis	men det kunne han ikke	but he couldn't	grupo	alternativoj	prononco
level	fermi kaj fermita	at lukke og lukke	to close and closed	grupo	alternativoj	prononco
level	ĝi estis fermita	den var lukket	it was closed	grupo	alternativoj	prononco
level	nek ~ nek ~	hverken ~ eller ~	neither ~ nor ~	grupo	alternativoj	prononco
level	nek instruisto nek gelernantoj	hverken lærer eller mandlige og kvindelige elever	neither a teacher nor male-and-female students	grupo	alternativoj	prononco
level	vidis nek instruiston nek gelernantojn	så hverken lærer eller elever	saw neither a teacher nor students	grupo	alternativoj	prononco
level	sidi, eksidi	at sidde, at blive siddende	to sit, to get sitted	grupo	alternativoj	prononco
level	eksidis	fik siddende (havde siddet)	got seated (had seated)	grupo	alternativoj	prononco
level	li eksidis	han satte sig	he got seated	grupo	alternativoj	prononco
level	kaj pensis	og tænkte	and thought	grupo	alternativoj	prononco
level	kio okazis?	hvad skete der?	what did happen?	grupo	alternativoj	prononco
level	diable	til det forfærdelige (som en djævel)	to the awful (like a devil)	grupo	alternativoj	prononco
level	damne	dæm det op	dam it	grupo	alternativoj	prononco
level	memoras	husker	remembers	grupo	alternativoj	prononco
level	nun mi memoras	nu husker jeg	now I remember	grupo	alternativoj	prononco
level	dimanĉo	Søndag	Sunday	grupo	alternativoj	prononco
level	hodiaŭ estas ~	i dag er ~	today is ~	grupo	alternativoj	prononco
level	hodiaŭ estas dimanĉo	i dag er det søndag	today is Sunday	grupo	alternativoj	prononco
level	dormi kaj ekdormi	at sove og at falde i søvn	to sleep and to get into sleep	grupo	alternativoj	prononco
level	suno kaj luno	en sol og en måne	a sun and a moon	grupo	alternativoj	prononco
level	subita kaj subite	pludselig og pludselig	sudden and suddenly	grupo	alternativoj	prononco
level	ek!	af! (at begynde)	off! (to start)	grupo	alternativoj	prononco
level	salti kaj eksaltis	at hoppe og hoppe	to jump and jumped 	grupo	alternativoj	prononco
level	ĉiam frua	altid tidligt	always early	grupo	alternativoj	prononco
level	hodiaŭ metis kaj kuris	i dag sat og løb	today put and ran	grupo	alternativoj	prononco
level	aĵo, ne aĝo	en ting ikke alder	a thing not age	grupo	alternativoj	prononco
level	kuris laŭ homoj saĝaj	løb med kloge mennesker	ran along wise people	grupo	alternativoj	prononco
level	laŭeble baldaŭ	hurtigst muligt	soon as possible	grupo	alternativoj	prononco
level	kia knabo, kia knabino	hvilken dreng, hvilken pige	what a boy, what a girl	grupo	alternativoj	prononco
level	nek pensita nek memorita	hverken tænkt eller udenad	neither thought nor memorized	grupo	alternativoj	prononco
level	diablo atendis akvon dimanĉe	en djævel ventede på vand i søndags	a devil waited for water on Sunday	grupo	alternativoj	prononco
level	tiom malgranda momento	sådan et lille øjeblik	such a small moment	grupo	alternativoj	prononco
level	eĉ tiom malgranda momento valoras	selv et så lille øjeblik er umagen værd	even such a small moment is worthwhile	grupo	alternativoj	prononco
level	kriis for ĝis nokto	græd væk til nat	cried away until night	grupo	alternativoj	prononco
level	lasis la poŝton de la mano	læg postposten fra hånden	put away the mailpost from the hand	grupo	alternativoj	prononco
level	ridis mem lasante la poŝton	grinede af sig selv og lagde postposten væk	laughed by oneself, putting away the mailpost	grupo	alternativoj	prononco
level	nek li nek ŝi ridis	hverken han eller hun lo	neither he nor she laughed	grupo	alternativoj	prononco
level	ŝi nek ridis nek respondis	hun hverken lo eller svarede	she neither laughed nor answered	grupo	alternativoj	prononco
level	li nek sidas nek rigardas	han hverken sidder eller ser på	he neither sits nor watches	grupo	alternativoj	prononco
level	neniam mi vidis	jeg har aldrig set	I have never seen	grupo	alternativoj	prononco
level	mi neniam diros al iu	Jeg vil aldrig fortælle det til nogen	I will never tell anyone	grupo	alternativoj	prononco
level	diru al neniu	fortælle ingen	tell no one	grupo	alternativoj	prononco
level	mi neniam diros	Jeg vil aldrig sige	I will never say	grupo	alternativoj	prononco
level	mem	til sig selv (af sig selv)	to oneself (by oneself)	grupo	alternativoj	prononco
level	mi mem faris	Jeg gjorde det selv	I did it myself	grupo	alternativoj	prononco
level	faris tion	gjorde det (lavede det)	did it (made it)	grupo	alternativoj	prononco
level	mem faris tion	gjorde det selv (lavede det selv)	did it oneself (made it oneself)	grupo	alternativoj	prononco
level	ĝis la revido, ĝis revido	vi ses (igen), vi ses (igen)	see you (again), see you (again)	grupo	alternativoj	prononco
level	ĝis!	indtil! (farvel!)	until! (goodbye!)	grupo	alternativoj	prononco
level	ekparoli	at begynde at tale	to start talking	grupo	alternativoj	prononco
level	ekparolis, komencis paroli finfine	begyndte at sige, begyndte til sidst at tale	started saying, began to speak at last	grupo	alternativoj	prononco
level	trinkis rapidege	drak meget hurtigt	drank very fast	grupo	alternativoj	prononco
level	trinkis matenan trinkaĵon	havde en morgendrink	had a morning drink	grupo	alternativoj	prononco
level	por frue veni	at komme tidligt	to come early	grupo	alternativoj	prononco
level	veni al la lernejo	at komme i skole	to come to school	grupo	alternativoj	prononco
level	frue veni al ~	at komme tidligt til ~	to come early to ~	grupo	alternativoj	prononco
level	ne aŭdis novaĵon	hørte ikke nyheder	didn't hear news	grupo	alternativoj	prononco
level	ankoraŭ ne aŭdis	ikke hørt endnu	didn't hear yet	grupo	alternativoj	prononco
level	mi ankoraŭ ne aŭdis	Jeg har ikke hørt endnu	I didn't hear yet	grupo	alternativoj	prononco
level	en tiu momento	i det øjeblik	in that moment	grupo	alternativoj	prononco
level	en tiu momento li ekkriis	i det øjeblik græd han	in that moment he cried	grupo	alternativoj	prononco
level	knabo, kiu ne amas	en dreng, der ikke elsker	a boy, who does not love	grupo	alternativoj	prononco
level	geknaboj	drenge og piger	boys and girls	grupo	alternativoj	prononco
level	aliaj geknaboj	andre drenge og piger	other boys and girls	grupo	alternativoj	prononco
level	ne amas aliajn geknabojn	elsker ikke andre drenge og piger	does not love other boys and girls	grupo	alternativoj	prononco
level	nek amikojn, nek amikinojn	hverken venner eller pigevenner	neither friends nor girl friends	grupo	alternativoj	prononco
level	havas nek monon, nek tempon	har hverken penge eller tid	does not have neither money nor time	grupo	alternativoj	prononco
level	kiu havis la libron?	hvem havde bogen?	who had the book?	grupo	alternativoj	prononco
level	la libron, kiun vi atendis	bogen, du ventede på	the book which you waited	grupo	alternativoj	prononco
level	tiun, kiun vi atendis pli ol du jarojn	det, som du ventede i mere end 2 år	that, which you waited for more than 2 years	grupo	alternativoj	prononco
level	ĉu vi volas tion?	vil du have det?	do you want that?	grupo	alternativoj	prononco
level	ĉu vi volas, ke ~ ?	vil du have det ~?	do you want that ~ ?	grupo	alternativoj	prononco
level	plej kara	kæreste	dearest	grupo	alternativoj	prononco
level	plej kara foto	kæreste foto	dearest photo	grupo	alternativoj	prononco
level	mian plej karan foton	mit kæreste foto	my dearest photo	grupo	alternativoj	prononco
level	kie vi aĉetis ~ ?	hvor har du købt ~?	where did you buy ~ ?	grupo	alternativoj	prononco
level	tiu vestaĵo	det tøj	that clothing	grupo	alternativoj	prononco
level	tiun vestaĵon	det tøj (objektiv)	that clothing (objective)	grupo	alternativoj	prononco
level	aĉetis tiun vestaĵon	købte det outfit	bought that outfit	grupo	alternativoj	prononco
level	vi iros tien	du vil gå derhen	you will go there	grupo	alternativoj	prononco
level	kien vi iros?	hvor skal du hen?	where are you going to?	grupo	alternativoj	prononco
level	suna tago	solskinsdag	sunny day	grupo	alternativoj	prononco
level	estos suna tago	det bliver en solskinsdag	it will be a sunny day	grupo	alternativoj	prononco
level	se estos suna tago	hvis det bliver en solskinsdag	if it will be a sunny day	grupo	alternativoj	prononco
level	via frato jam ekiris	din bror er allerede begyndt	your brother has already started	grupo	alternativoj	prononco
level	ĉu via frato jam ekiris?	er din bror begyndt endnu?	has your brother started yet?	grupo	alternativoj	prononco
level	kie estas la akvo?	hvor er vandet	where is the water	grupo	alternativoj	prononco
level	kunporti la akvon	at bringe vandet	to bring the water	grupo	alternativoj	prononco
level	vi mem kunportis	du selv bragte	you yourself brought	grupo	alternativoj	prononco
level	la akvon, kion vi mem kunportis	vandet, som du selv bragte	the water, that you yourself brought	grupo	alternativoj	prononco
level	estis tre trankvila	var meget stille	was very quiet	grupo	alternativoj	prononco
level	hodiaŭ mia patrino estis ~	i dag var min mor ~	today my mother was ~	grupo	alternativoj	prononco
level	mi venis el ~	Jeg kom fra ~	I came from ~	grupo	alternativoj	prononco
level	el la lernejo	ud af skolen	out of the school	grupo	alternativoj	prononco
level	raportis al ~	indberettet til ~	reported to ~	grupo	alternativoj	prononco
level	kaj raportis al ŝi	og rapporterede til hende	and reported to her	grupo	alternativoj	prononco
level	raportis, ke ~	rapporterede, at ~	reported that ~	grupo	alternativoj	prononco
level	raportis, ke mi ricevos	meldt at jeg vil modtage	reported that I will receive	grupo	alternativoj	prononco
level	mi ricevos malbonan noton	Jeg får en dårlig karakter	I will get a bad grade	grupo	alternativoj	prononco
level	ŝi diris, ke ~	hun sagde, at ~	she said that ~	grupo	alternativoj	prononco
level	vi devas laborigi ~	du skal få ~ til at fungere	you have to make ~ work	grupo	alternativoj	prononco
level	pli multe	mere	more	grupo	alternativoj	prononco
level	pli multe laborigi	at få arbejdet mere	to make work more	grupo	alternativoj	prononco
level	laborigi vian kapon	at få dit hoved til at arbejde	to make your head work	grupo	alternativoj	prononco
level	kiom da malbonaj notoj	hvor mange dårlige karakterer	how many bad grades	grupo	alternativoj	prononco
level	vi havas tiom da malbonaj notoj	du har så mange dårlige karakterer	you have so many bad grades	grupo	alternativoj	prononco
level	estis malĝoja	var trist	was sad	grupo	alternativoj	prononco
level	en vian ĉambron	ind på dit værelse	into your room	grupo	alternativoj	prononco
level	iru en vian ĉambron	gå ind på dit værelse	go into your room	grupo	alternativoj	prononco
level	iru kaj lernu	gå og lær	go and learn	grupo	alternativoj	prononco
level	mi sidis	Jeg sad	I sat	grupo	alternativoj	prononco
level	en mia ĉambro	i mit værelse	in my room	grupo	alternativoj	prononco
level	sidis en mia ĉambro	sad på mit værelse	sat in my room	grupo	alternativoj	prononco
level	nek lerni nek legi	hverken lære eller læse	neither learn nor read	grupo	alternativoj	prononco
level	sed mi povis nek lerni nek legi	men jeg kunne hverken lære eller læse	but I could neither learn nor read	grupo	alternativoj	prononco
level	miaj pensoj	mine tanker	my thoughts	grupo	alternativoj	prononco
level	ĉe ludo	ved et spil	at a game	grupo	alternativoj	prononco
level	ludo kun miaj amikoj	spil med mine venner	game with my friends	grupo	alternativoj	prononco
level	ĉe sporto	ved sport	at sport	grupo	alternativoj	prononco
level	al mi mem	for mig selv	to myself	grupo	alternativoj	prononco
level	diris al mi mem	sagde til mig selv	said to myself	grupo	alternativoj	prononco
level	tiom malsaĝa	så dum	so stupid	grupo	alternativoj	prononco
level	ĉu mi estas tiom malsaĝa?	er jeg så dum?	am I that stupid?	grupo	alternativoj	prononco
level	kvankam mi lernis multe	selvom jeg lærte meget	although I learned a lot	grupo	alternativoj	prononco
level	la patrino eniris	moderen kom ind	the mother entered	grupo	alternativoj	prononco
level	miaj vortoj	mine ord	my words	grupo	alternativoj	prononco
level	kaj aŭdis miajn vortojn	og hørte mine ord	and heard my words	grupo	alternativoj	prononco
level	ŝi tuj respondis	svarede hun straks	she answered immediately	grupo	alternativoj	prononco
level	ne, mia kara	Nej min skat	no, my dear	grupo	alternativoj	prononco
level	vi ne estas malsaĝa	du er ikke dum	you are not stupid	grupo	alternativoj	prononco
level	la problemo estas, ke ~	problemet er, at ~	the problem is that ~	grupo	alternativoj	prononco
level	ke vi devas lerni	at du skal lære	that you must learn	grupo	alternativoj	prononco
level	devas lerni multe pli	skal lære meget mere	must learn much more	grupo	alternativoj	prononco
level	tiam vi ne havos	så vil du ikke have	then you will not have	grupo	alternativoj	prononco
level	malbonaj notoj	Dårlige karakterer	bad grades	grupo	alternativoj	prononco
level	havos nur malbonajn notojn	vil kun have dårlige karakterer	will have only bad grades	grupo	alternativoj	prononco
level	ankaŭ nun	også nu	also now	grupo	alternativoj	prononco
level	mi ne havas ilin	Jeg har dem ikke	I don't have them	grupo	alternativoj	prononco
level	mi havas bonan noton	Jeg har en god karakter	I have a good grade	grupo	alternativoj	prononco
level	pri muziko	om musik	about music	grupo	alternativoj	prononco
level	bonan noton pri muziko	en god note om musik	a good note on music	grupo	alternativoj	prononco
level	la patrino subite ekridis	moderen brød pludselig ud i latter	the mother suddenly burst out laughing	grupo	alternativoj	prononco
level	tio plibeligis ~	der forskønnede ~	that beautified ~	grupo	alternativoj	prononco
level	mian tagon	min dag	my day	grupo	alternativoj	prononco
level	plibeligis mian tagon	reddede min dag	made my day	grupo	alternativoj	prononco
level	sed tamen restis	men blev stadig	but still remained	grupo	alternativoj	prononco
level	sed la problemo tamen restis	men problemet forblev stadig	but the problem still remained	grupo	alternativoj	prononco
level	kilogramo da ~	et kilogram ~	a kilogram of ~	grupo	alternativoj	prononco
level	kilogramo da sukero	et kilo sukker	a kilogram of sugar	grupo	alternativoj	prononco
level	glaso da ~	et glas ~	a glass of ~	grupo	alternativoj	prononco
level	glaso da akvo	et glas vand	a glass of water	grupo	alternativoj	prononco
level	multe da ~	en masse ~	a lot of ~	grupo	alternativoj	prononco
level	multe da ideoj	masser af ideer	lots of ideas	grupo	alternativoj	prononco
level	deteni sin	at holde tilbage	to hold back	grupo	alternativoj	prononco
level	ordigis ĉion	ordnede alt	sorted everything out	grupo	alternativoj	prononco
level	transdonis al li	overgivet til ham	handed over to him	grupo	alternativoj	prononco
level	mi petas	jeg spørger	I'm asking	grupo	alternativoj	prononco
level	glason da kafo	et glas kaffe	a glass of coffee	grupo	alternativoj	prononco
level	kaj iom da akvo	og lidt vand	and some water	grupo	alternativoj	prononco
level	mi petas glason da kafo	Jeg vil gerne have et glas kaffe	I would like a glass of coffee	grupo	alternativoj	prononco
level	mi petas tason da teo	Jeg vil gerne have en kop te	I would like a cup of tea	grupo	alternativoj	prononco
level	doloris lin	såre ham	hurt him	grupo	alternativoj	prononco
level	la kapo doloris lin	hans hoved gjorde ondt	his head hurt	grupo	alternativoj	prononco
level	li malsaniĝis	han blev syg	he fell ill	grupo	alternativoj	prononco
level	ŝatas esti bela	kan lide at være smuk	likes to be beautiful	grupo	alternativoj	prononco
level	ŝi beligis sian vizaĝon	hun forskønnede sit ansigt	she beautified her face	grupo	alternativoj	prononco
level	la knabo ŝatas esti bela	drengen kan lide at være smuk	the boy likes to be pretty	grupo	alternativoj	prononco
level	pro tio ŝi beligis ĝin	derfor forskønnede hun den	therefore she beautified it	grupo	alternativoj	prononco
level	post la tagmanĝo	efter frokost	after lunch	grupo	alternativoj	prononco
level	purigi la kuirejon	at gøre køkkenet rent	to clean the kitchen	grupo	alternativoj	prononco
level	kiu purigos la kuirejon?	hvem skal gøre køkkenet rent?	who will clean the kitchen?	grupo	alternativoj	prononco
level	volas trinki	ønsker at drikke	wants to drink	grupo	alternativoj	prononco
level	kion vi volas trinki?	hvad vil du drikke	what do you want to drink	grupo	alternativoj	prononco
level	trinki teon	at drikke te	to drink tea	grupo	alternativoj	prononco
level	iom da akvo	lidt vand	a little of water	grupo	alternativoj	prononco
level	ĉu vi volas nenion?	vil du ingenting?	do you want nothing?	grupo	alternativoj	prononco
level	tiel subite	så pludselig	so suddenly	grupo	alternativoj	prononco
level	kial vi decidis ~ ?	hvorfor besluttede du dig ~ ?	why did you decide ~ ?	grupo	alternativoj	prononco
level	kial vi tiel subite decidis ~ ?	hvorfor besluttede du dig ~ så pludselig?	why did you decide ~ so suddenly?	grupo	alternativoj	prononco
level	via ĉambro	dit værelse	your room	grupo	alternativoj	prononco
level	via ĉambreto	dit lille værelse	your little room	grupo	alternativoj	prononco
level	vian ĉambreton	til dit lille værelse	to your little room	grupo	alternativoj	prononco
level	renovigi vian ĉambreton	at renovere dit lille værelse	to renovate your little room	grupo	alternativoj	prononco
level	decidis renovigi vian ĉambreton	besluttede at renovere dit lille værelse	decided to renovate your little room	grupo	alternativoj	prononco
level	al kiu	til hvem	to whom	grupo	alternativoj	prononco
level	vi donis ~	du gav ~	you gave ~	grupo	alternativoj	prononco
level	al kiu vi donis ~ ?	til hvem gav du ~ ?	to whom did you give ~ ?	grupo	alternativoj	prononco
level	puraj glasoj	rene glas	clean glasses	grupo	alternativoj	prononco
level	vi donis la purajn glasojn	du gav de rene glas	you gave the clean glasses	grupo	alternativoj	prononco
level	la puraj glasoj por la vino	de rene glas til vinen	the clean glasses for the wine	grupo	alternativoj	prononco
level	kontraŭ kiu	mod hvem	against whom	grupo	alternativoj	prononco
level	via sportklubo	din sportsklub	your sports club	grupo	alternativoj	prononco
level	ludas kontraŭ ~	spiller mod ~	plays against ~	grupo	alternativoj	prononco
level	antaŭ du semajnoj	to uger siden	two weeks ago	grupo	alternativoj	prononco
level	kontraŭ kiu via sportklubo ludis?	hvem spillede din sportsklub imod?	who did your sports club play against?	grupo	alternativoj	prononco
level	ĉu vi vidas ~ ?	ser du ~ ?	do you see ~ ?	grupo	alternativoj	prononco
level	ĉu vi ofte vidas ~ ?	ser du ofte ~ ?	do you often see ~ ?	grupo	alternativoj	prononco
level	ofte vidas la policiston	ser ofte politimanden	often see the policeman	grupo	alternativoj	prononco
level	tiu, kiu loĝas en ~	den, der bor i ~	the one who lives in ~	grupo	alternativoj	prononco
level	loĝas en la loĝejo	bor på overnatningsstedet	lives in the lodging place	grupo	alternativoj	prononco
level	la loĝejo super vi	boligen over dig	the dwelling place above you	grupo	alternativoj	prononco
level	vidas la policiston, kiu loĝas en ~	ser politibetjenten, der bor i ~	sees the police officer who lives in ~	grupo	alternativoj	prononco
level	plano pri veturado	køreplan	driving plan	grupo	alternativoj	prononco
level	volis vojaĝi	ville rejse	wanted to travel	grupo	alternativoj	prononco
level	vojaĝi al alia lando	at rejse til et andet land	to travel to another country	grupo	alternativoj	prononco
level	en libertempo	i fritiden	in free time	grupo	alternativoj	prononco
level	ili decidis iri	de besluttede at gå	they decided to go	grupo	alternativoj	prononco
level	decidis iri al Italio	besluttede at tage til Italien	decided to go to Italy	grupo	alternativoj	prononco
level	malnovaj urboj	gamle byer	old cities	grupo	alternativoj	prononco
level	lando kun malnovaj urboj	et land med gamle byer	a country with old cities	grupo	alternativoj	prononco
level	aliaj belaĵoj	andre skønheder	other beauties	grupo	alternativoj	prononco
level	kaj aliaj belaĵoj	og andre skønheder	and other beauties	grupo	alternativoj	prononco
level	bela lando kun malnovaj urboj kaj aliaj belaĵoj	et smukt land med gamle byer og andre skønheder	a beautiful country with old cities and other beauties	grupo	alternativoj	prononco
level	ili estis feliĉaj	de var glade	they were happy	grupo	alternativoj	prononco
level	kie estas ~ ?	hvor er ~?	where is ~ ?	grupo	alternativoj	prononco
level	kie estas mia vestaĵo?	hvor er mit tøj	where are my clothes	grupo	alternativoj	prononco
level	ŝi demandis ~	spurgte hun ~	she asked ~	grupo	alternativoj	prononco
level	ni ne forgesu kunporti ~	lad os ikke glemme at bringe ~	let's not forget to bring ~	grupo	alternativoj	prononco
level	kunporti la libron	at tage bogen med	to take the book with you	grupo	alternativoj	prononco
level	libro por lerni Esperanton	en bog om at lære esperanto	a book to learn Esperanto	grupo	alternativoj	prononco
level	kunporti libron por lerni	at bære en bog for at lære	to carry a book to learn	grupo	alternativoj	prononco
level	ni povas komenci ~	vi kan starte ~	we can start ~	grupo	alternativoj	prononco
level	en la vagonaro	i toget	in the train	grupo	alternativoj	prononco
level	jam en la vagonaro	allerede i toget	already in the train	grupo	alternativoj	prononco
level	ni nenion faros	vi vil ikke gøre noget	we won't do anything	grupo	alternativoj	prononco
level	per aŭto	med bil	by car	grupo	alternativoj	prononco
level	ni veturos per ~	vi kører forbi ~	we will drive by ~	grupo	alternativoj	prononco
level	veturos per aŭto	vil køre bil	will drive a car	grupo	alternativoj	prononco
level	mi havas sekreton	Jeg har en hemmelighed	I have a secret	grupo	alternativoj	prononco
level	mia riĉa onklo	min rige onkel	my rich uncle	grupo	alternativoj	prononco
level	mia deziro	mit ønske	my wish	grupo	alternativoj	prononco
level	plenumis mian deziron	opfyldte mit ønske	fulfilled my wish	grupo	alternativoj	prononco
level	donis al ni	gav os	gave us	grupo	alternativoj	prononco
level	sian aŭton	hans bil	his car	grupo	alternativoj	prononco
level	kaj donis al ni sian aŭton	og gav os sin bil	and gave us his car	grupo	alternativoj	prononco
level	por uzo	til brug	for use	grupo	alternativoj	prononco
level	ĝi staras antaŭ ~	det står foran ~	it stands before ~	grupo	alternativoj	prononco
level	staras antaŭ la domo	står foran huset	stands in front of the house	grupo	alternativoj	prononco
level	mi devas diri ~	Jeg må sige ~	I have to say ~	grupo	alternativoj	prononco
level	nenion diru	ikke sige noget	don't say anything	grupo	alternativoj	prononco
level	ni eksidu	lad os sætte os ned	let's sit down	grupo	alternativoj	prononco
level	eksidu en la aŭton	gå ind i bilen	get in the car	grupo	alternativoj	prononco
level	veturi al ~	at køre til ~	to drive to ~	grupo	alternativoj	prononco
level	kaj veturu al Italio	og køre til Italien	and drive to Italy	grupo	alternativoj	prononco
level	sidis en la aŭto	sad i bilen	sat in the car	grupo	alternativoj	prononco
level	ankaŭ la vestaĵoj	også tøjet	also the clothes	grupo	alternativoj	prononco
level	~ estis en la aŭto	~ var i bilen	~ was in the car	grupo	alternativoj	prononco
level	ankoraŭ sidadis kaj atendis	sad stadig og ventede	still sat and waited	grupo	alternativoj	prononco
level	sed li atendis	men han ventede	but he waited	grupo	alternativoj	prononco
level	kial ni ne ~ ?	hvorfor gør vi ikke ~ ?	why don't we ~ ?	grupo	alternativoj	prononco
level	kial ni ne ekveturas?	hvorfor begynder vi ikke at køre?	why don't we start driving?	grupo	alternativoj	prononco
level	ankaŭ mi havas ~	Jeg har også ~	I have ~ too	grupo	alternativoj	prononco
level	veturigus la aŭton	ville køre bilen	would drive the car	grupo	alternativoj	prononco
level	sed mi ne scias ~	men jeg ved det ikke ~	but I don't know ~	grupo	alternativoj	prononco
level	mi neniam lernis tion	Det har jeg aldrig lært	I never learned that	grupo	alternativoj	prononco
level	mi kredus ~	Jeg vil tro ~	I would believe ~	grupo	alternativoj	prononco
level	se mi estus sana	hvis jeg var rask	if I were healthy	grupo	alternativoj	prononco
level	mi estus tre feliĉa	Jeg ville blive meget glad	I would be very happy	grupo	alternativoj	prononco
level	kvazaŭ vi estus riĉulo	som om du var rig	as if you were rich	grupo	alternativoj	prononco
level	vi sidas tie kvazaŭ vi estus riĉulo	du sidder der, som om du var en rig mand	you sit there as if you were a rich man	grupo	alternativoj	prononco
level	kvazaŭa lernejo	påstået skole	alleged school	grupo	alternativoj	prononco
level	kvazaŭ riĉulo	som en rig mand	like a rich man	grupo	alternativoj	prononco
level	vi sidas tie kvazaŭ riĉulo	du sidder der som en rig mand	you sit there like a rich man	grupo	alternativoj	prononco
level	tiom da mono	så mange penge	so much money	grupo	alternativoj	prononco
level	tiom da mono kiom da ideoj	lige så mange penge som ideer	as much money as ideas	grupo	alternativoj	prononco
level	se mi havus tiom da mono	hvis jeg havde så mange penge	if I had that much money	grupo	alternativoj	prononco
level	mi vojaĝadus	Jeg ville rejse	I would travel	grupo	alternativoj	prononco
level	ĉirkaŭ la mondo	jorden rundt	around the world	grupo	alternativoj	prononco
level	en ĉiu vortaro	i enhver ordbog	in every dictionary	grupo	alternativoj	prononco
level	mankas io	noget mangler	something is missing	grupo	alternativoj	prononco
level	mankas kelkaj vortoj	nogle ord mangler	some words are missing	grupo	alternativoj	prononco
level	homo, kiu longe parolis	en mand, der talte længe	a man who spoke at length	grupo	alternativoj	prononco
level	ĉe la manĝotablo	ved spisebordet	at the dining table	grupo	alternativoj	prononco
level	homo, kiu rakontas, restos malsata	en person, der fortæller, vil forblive sulten	a person who tells will remain hungry	grupo	alternativoj	prononco
level	rakontadas ĉe la manĝo tablo	bliver ved med at fortælle ved spisebordet	keeps telling at the dining table	grupo	alternativoj	prononco
level	li devis atenti ~	han måtte være opmærksom på ~	he had to pay attention to ~	grupo	alternativoj	prononco
level	ne rajtis ~	fik ikke lov til ~	was not allowed to ~	grupo	alternativoj	prononco
level	rajtis resti	fik lov til at blive	was allowed to stay	grupo	alternativoj	prononco
level	ne rajtis longe resti	fik ikke lov til at blive længe	was not allowed to stay long	grupo	alternativoj	prononco
level	resti ekstere en pluvo	at blive ude i regnen	to stay out in the rain	grupo	alternativoj	prononco
level	tial li malvarmumis	det var derfor han blev forkølet	that's why he caught a cold	grupo	alternativoj	prononco
level	li havas sian klaran ideon	han har sin egen klare idé	he has his own clear idea	grupo	alternativoj	prononco
level	sed li kredos ĉion	men han vil tro alt	but he will believe everything	grupo	alternativoj	prononco
level	ĉion, kion vi diros	hvad end du siger	whatever you say	grupo	alternativoj	prononco
level	kvazaŭ vi estus lia edzino	som om du var hans kone	as if you were his wife	grupo	alternativoj	prononco
level	viaj gepatroj	dine forældre	your parents	grupo	alternativoj	prononco
level	ĝojigi viajn gepatrojn	at gøre dine forældre glade	to make your parents happy	grupo	alternativoj	prononco
level	kio povus ĝojigi ~ ?	hvad kunne behage ~ ?	what could please ~ ?	grupo	alternativoj	prononco
level	kio povus plej ĝojigi viajn gepatrojn?	hvad kunne gøre dine forældre mest glade?	what could make your parents the most happy?	grupo	alternativoj	prononco
level	post la lernado	efter læringen	after the learning	grupo	alternativoj	prononco
level	almenaŭ post la lernado	i hvert fald efter læringen	at least after the learning	grupo	alternativoj	prononco
level	en la urbocentron	ind til byens centrum	into the city center	grupo	alternativoj	prononco
level	se vi irus kun mi	hvis du vil gå med mig	if you would go with me	grupo	alternativoj	prononco
level	se vi irus kun mi en la urbocentron	hvis du vil gå i byen med mig	if you would go downtown with me	grupo	alternativoj	prononco
level	kien vi dezirus vojaĝi?	hvor vil du gerne rejse?	where would you like to travel?	grupo	alternativoj	prononco
level	se vi havus ~	hvis du havde ~	if you had ~	grupo	alternativoj	prononco
level	sufiĉe da mono	penge nok	enough money	grupo	alternativoj	prononco
level	se vi havus sufiĉe da mono kaj tempo	hvis du havde penge nok og vikar	if you had enough money and temp	grupo	alternativoj	prononco
level	ĉu vi planas ~ ?	planlægger du at ~ ?	are you planning to ~ ?	grupo	alternativoj	prononco
level	planas veturi al Parizo	planlægger at rejse til Paris	plans to travel to Paris	grupo	alternativoj	prononco
level	veturi per aŭto	at køre med en axuto	to drive with an axuto	grupo	alternativoj	prononco
level	multe pli bone	meget bedre	much better	grupo	alternativoj	prononco
level	ŝajnas multe pli bone	virker meget bedre	seems much better	grupo	alternativoj	prononco
level	per vagonaro	med tog	by train	grupo	alternativoj	prononco
level	aŭ ĉu ne ŝajnas esti multe pli bone?	eller ser det ikke ud til at være meget bedre?	or doesn't it seem to be much better?	grupo	alternativoj	prononco
level	diversaj homoj	forskellige mennesker	various people	grupo	alternativoj	prononco
level	kial homoj klarigas diversmaniere?	hvorfor forklarer folk på forskellige måder?	why do people explain in different ways?	grupo	alternativoj	prononco
level	samaj ideoj	samme ideer	same ideas	grupo	alternativoj	prononco
level	klarigas samajn ideojn	forklarer de samme ideer	explains the same ideas	grupo	alternativoj	prononco
