A.my content.tsv
Level	Esperanto	my	en-us	Grupo	Alternativoj	Pronoco
level	mi neniam diros al iu	ငါဘယ်တော့မှ ဘယ်သူ့ကိုမှ မပြောဘူး။	I will never tell anyone	grupo	alternativoj	prononco
level	diru al neniu	ဘယ်သူ့ကိုမှ မပြောပါနဲ့။	tell no one	grupo	alternativoj	prononco
level	mi neniam diros	ငါဘယ်တော့မှ မပြောဘူး။	I will never say	grupo	alternativoj	prononco
level	mem	မိမိကိုယ်ကို (မိမိကိုယ်တိုင်)	to oneself (by oneself)	grupo	alternativoj	prononco
level	mi mem faris	ငါကိုယ်တိုင်လုပ်ခဲ့တယ်။	I did it myself	grupo	alternativoj	prononco
level	faris tion	လုပ်ခဲ့တယ် (လုပ်ခဲ့တယ်)	did it (made it)	grupo	alternativoj	prononco
level	mem faris tion	ကိုယ်တိုင်လုပ် (ကိုယ်တိုင်လုပ်)	did it oneself (made it oneself)	grupo	alternativoj	prononco
level	ĝis la revido, ĝis revido	တွေ့မယ် (နောက်တစ်ခါ၊ ပြန်တွေ့မယ်)	see you (again), see you (again)	grupo	alternativoj	prononco
level	ĝis!	တိုင်အောင်! (သွားတော့မယ်!)	until! (goodbye!)	grupo	alternativoj	prononco
level	ekparoli	စကားပြောရန်	to start talking	grupo	alternativoj	prononco
level	ekparolis, komencis paroli finfine	စပြီးပြော၊ နောက်ဆုံးပြောတော့တယ်။	started saying, began to speak at last	grupo	alternativoj	prononco
level	trinkis rapidege	သောက်တာ အရမ်းမြန်တယ်။	drank very fast	grupo	alternativoj	prononco
level	trinkis matenan trinkaĵon	မနက်က သောက်ခဲ့တယ်။	had a morning drink	grupo	alternativoj	prononco
level	por frue veni	စောစောလာဖို့	to come early	grupo	alternativoj	prononco
level	veni al la lernejo	ကျောင်းလာဖို့	to come to school	grupo	alternativoj	prononco
level	frue veni al ~	စောစောလာခဲ့ဖို့ ~	to come early to ~	grupo	alternativoj	prononco
level	ne aŭdis novaĵon	သတင်းမကြားဘူး။	didn't hear news	grupo	alternativoj	prononco
level	ankoraŭ ne aŭdis	မကြားရသေးဘူး။	didn't hear yet	grupo	alternativoj	prononco
level	mi ankoraŭ ne aŭdis	မကြားသေးဘူး။	I didn't hear yet	grupo	alternativoj	prononco
level	en tiu momento	ထိုခဏ၌	in that moment	grupo	alternativoj	prononco
level	en tiu momento li ekkriis	ထိုခဏ၌ သူငိုလေ၏။	in that moment he cried	grupo	alternativoj	prononco
level	knabo, kiu ne amas	မချစ်တတ်သော ယောက်ျားလေး	a boy, who does not love	grupo	alternativoj	prononco
level	geknaboj	ကောင်လေးတွေနဲ့ကောင်မလေးတွေ	boys and girls	grupo	alternativoj	prononco
level	aliaj geknaboj	တခြား ယောက်ျားလေးတွေ၊ မိန်းကလေးတွေ	other boys and girls	grupo	alternativoj	prononco
level	ne amas aliajn geknabojn	တခြား ယောက်ျားလေးတွေ ကောင်မလေးတွေကို မချစ်ဘူး။	does not love other boys and girls	grupo	alternativoj	prononco
level	nek amikojn, nek amikinojn	သူငယ်ချင်းလည်းမဟုတ် မိန်းကလေးသူငယ်ချင်းလည်း မဟုတ်ဘူး။	neither friends nor girl friends	grupo	alternativoj	prononco
level	havas nek monon, nek tempon	ငွေလည်းမရှိ၊ အချိန်လည်း မရှိဘူး။	does not have neither money nor time	grupo	alternativoj	prononco
level	kiu havis la libron?	စာအုပ်ဘယ်သူရှိလဲ။	who had the book?	grupo	alternativoj	prononco
level	la libron, kiun vi atendis	မင်းစောင့်နေတဲ့စာအုပ်	the book which you waited	grupo	alternativoj	prononco
level	tiun, kiun vi atendis pli ol du jarojn	အဲဒါက ၂ နှစ်ကျော် စောင့်ခဲ့ရတာ	that, which you waited for more than 2 years	grupo	alternativoj	prononco
level	ĉu vi volas tion?	အဲဒါကို လိုချင်သလား။	do you want that?	grupo	alternativoj	prononco
level	ĉu vi volas, ke ~ ?	လိုချင်လား ~	do you want that ~ ?	grupo	alternativoj	prononco
level	plej kara	အချစ်ဆုံး	dearest	grupo	alternativoj	prononco
level	plej kara foto	အချစ်ဆုံးဓာတ်ပုံ	dearest photo	grupo	alternativoj	prononco
level	mian plej karan foton	ငါ့အချစ်ဆုံးဓာတ်ပုံ	my dearest photo	grupo	alternativoj	prononco
level	kie vi aĉetis ~ ?	ဘယ်မှာဝယ်ခဲ့တာလဲ ~	where did you buy ~ ?	grupo	alternativoj	prononco
level	tiu vestaĵo	အဲဒီအဝတ်အစား	that clothing	grupo	alternativoj	prononco
level	tiun vestaĵon	အဲဒီအဝတ်အစား (ရည်ရွယ်ချက်)၊	that clothing (objective)	grupo	alternativoj	prononco
level	aĉetis tiun vestaĵon	အဲဒီဝတ်စုံကို ဝယ်လိုက်တယ်။	bought that outfit	grupo	alternativoj	prononco
level	vi iros tien	မင်းအဲဒီကိုသွားလိမ့်မယ်။	you will go there	grupo	alternativoj	prononco
level	kien vi iros?	မင်းဘယ်သွားမလို့လဲ	where are you going to?	grupo	alternativoj	prononco
level	suna tago	နေသာသောနေ့	sunny day	grupo	alternativoj	prononco
level	estos suna tago	နေသာသောနေ့ဖြစ်လိမ့်မည်။	it will be a sunny day	grupo	alternativoj	prononco
level	se estos suna tago	နေသာသောနေ့ဖြစ်လျှင်	if it will be a sunny day	grupo	alternativoj	prononco
level	via frato jam ekiris	မင်းအစ်ကိုက စနေပြီ။	your brother has already started	grupo	alternativoj	prononco
level	ĉu via frato jam ekiris?	မင်းအစ်ကိုက စပြီးပြီလား။	has your brother started yet?	grupo	alternativoj	prononco
level	kie estas la akvo?	ရေဘယ်မှာလဲ။	where is the water	grupo	alternativoj	prononco
level	kunporti la akvon	ရေယူဆောင်လာရန်	to bring the water	grupo	alternativoj	prononco
level	vi mem kunportis	သင်ကိုယ်တိုင်ယူဆောင်လာသည်။	you yourself brought	grupo	alternativoj	prononco
level	la akvon, kion vi mem kunportis	သင်ကိုယ်တိုင်ဆောင်ခဲ့သောရေ၊	the water, that you yourself brought	grupo	alternativoj	prononco
level	estis tre trankvila	အရမ်းတိတ်ဆိတ်သွားတယ်။	was very quiet	grupo	alternativoj	prononco
level	hodiaŭ mia patrino estis ~	ဒီနေ့ အမေ~	today my mother was ~	grupo	alternativoj	prononco
level	mi venis el ~	~ က​နေ လာခဲ့တယ်​	I came from ~	grupo	alternativoj	prononco
level	el la lernejo	ကျောင်းထဲက	out of the school	grupo	alternativoj	prononco
level	raportis al ~	~ သတင်းပို့သည်	reported to ~	grupo	alternativoj	prononco
level	kaj raportis al ŝi	အစီရင်ခံ၍၊	and reported to her	grupo	alternativoj	prononco
level	raportis, ke ~	အစီရင်ခံသည် ~	reported that ~	grupo	alternativoj	prononco
level	raportis, ke mi ricevos	လက်ခံမည်ဟု သတင်းပို့သည်။	reported that I will receive	grupo	alternativoj	prononco
level	mi ricevos malbonan noton	ငါက အတန်းညံ့မယ်။	I will get a bad grade	grupo	alternativoj	prononco
level	ŝi diris, ke ~	သူမပြောတာ~	she said that ~	grupo	alternativoj	prononco
level	vi devas laborigi ~	~ အလုပ် လုပ်ရမယ်။	you have to make ~ work	grupo	alternativoj	prononco
level	pli multe	နောက်ထပ်	more	grupo	alternativoj	prononco
level	pli multe laborigi	အလုပ်ပိုလုပ်ရန်	to make work more	grupo	alternativoj	prononco
level	laborigi vian kapon	သင့်ခေါင်းကို အလုပ်ဖြစ်အောင်လုပ်ပါ။	to make your head work	grupo	alternativoj	prononco
level	kiom da malbonaj notoj	မကောင်းတဲ့အဆင့် ဘယ်လောက်ရှိလဲ။	how many bad grades	grupo	alternativoj	prononco
level	vi havas tiom da malbonaj notoj	မင်းမှာ ဆိုးတဲ့အဆင့်တွေ အများကြီးရှိတယ်။	you have so many bad grades	grupo	alternativoj	prononco
level	estis malĝoja	စိတ်မကောင်းဖြစ်ခဲ့သည်။	was sad	grupo	alternativoj	prononco
level	en vian ĉambron	သင့်အခန်းသို့	into your room	grupo	alternativoj	prononco
level	iru en vian ĉambron	မင်းအခန်းထဲသွားပါ။	go into your room	grupo	alternativoj	prononco
level	iru kaj lernu	သွားလေ့လာပါ။	go and learn	grupo	alternativoj	prononco
level	mi sidis	ထိုင်တယ်။	I sat	grupo	alternativoj	prononco
level	en mia ĉambro	ငါ့ရဲ့အခန်းထဲမှာ	in my room	grupo	alternativoj	prononco
level	sidis en mia ĉambro	ငါ့အခန်းထဲမှာထိုင်	sat in my room	grupo	alternativoj	prononco
level	nek lerni nek legi	မလေ့လာလည်း မဖတ်တတ်ဘူး။	neither learn nor read	grupo	alternativoj	prononco
level	sed mi povis nek lerni nek legi	ဒါပေမယ့် မလေ့လာလည်း မဖတ်နိုင်ခဲ့ဘူး။	but I could neither learn nor read	grupo	alternativoj	prononco
level	miaj pensoj	ငါ့အတွေးများ	my thoughts	grupo	alternativoj	prononco
level	ĉe ludo	ဂိမ်းတစ်ခုတွင်	at a game	grupo	alternativoj	prononco
level	ludo kun miaj amikoj	ငါ့သူငယ်ချင်းများနှင့်ဂိမ်း	game with my friends	grupo	alternativoj	prononco
level	ĉe sporto	အားကစားမှာ	at sport	grupo	alternativoj	prononco
level	al mi mem	ကိုယ့်ကိုယ်ကို	to myself	grupo	alternativoj	prononco
level	diris al mi mem	ငါ့ကိုယ်ငါပြောခဲ့တယ်။	said to myself	grupo	alternativoj	prononco
level	tiom malsaĝa	သိပ်မိုက်မဲတာပဲ	so stupid	grupo	alternativoj	prononco
level	ĉu mi estas tiom malsaĝa?	ငါက မိုက်နေတာလား။	am I that stupid?	grupo	alternativoj	prononco
level	kvankam mi lernis multe	ငါအများကြီးသင်ယူခဲ့ပေမယ့်	although I learned a lot	grupo	alternativoj	prononco
level	la patrino eniris	အမေ ဝင်သွားတယ်။	the mother entered	grupo	alternativoj	prononco
level	miaj vortoj	ငါ့စကား	my words	grupo	alternativoj	prononco
level	kaj aŭdis miajn vortojn	ငါ့စကားကိုကြား၏။	and heard my words	grupo	alternativoj	prononco
level	ŝi tuj respondis	သူမက ချက်ချင်းပြန်ဖြေတယ်။	she answered immediately	grupo	alternativoj	prononco
level	ne, mia kara	မဟုတ်ဘူး ချစ်သူ	no, my dear	grupo	alternativoj	prononco
level	vi ne estas malsaĝa	မင်းက မတုံးဘူး။	you are not stupid	grupo	alternativoj	prononco
level	la problemo estas, ke ~	ပြဿနာက ~	the problem is that ~	grupo	alternativoj	prononco
level	ke vi devas lerni	သင်ယူရမည်၊	that you must learn	grupo	alternativoj	prononco
level	devas lerni multe pli	အများကြီး ပိုလေ့လာရမယ်။	must learn much more	grupo	alternativoj	prononco
level	tiam vi ne havos	သို့ဖြစ်လျှင်သင်ရှိလိမ့်မည်မဟုတ်ပေ။	then you will not have	grupo	alternativoj	prononco
level	malbonaj notoj	ဆိုးရွားသောအဆင့်များ	bad grades	grupo	alternativoj	prononco
level	havos nur malbonajn notojn	မကောင်းတဲ့အဆင့်တွေပဲရှိမယ်။	will have only bad grades	grupo	alternativoj	prononco
level	ankaŭ nun	ယခုလည်း	also now	grupo	alternativoj	prononco
level	mi ne havas ilin	ငါ့မှာ သူတို့ မရှိဘူး။	I don't have them	grupo	alternativoj	prononco
level	mi havas bonan noton	ငါ့မှာ အတန်းကောင်းကောင်းရှိတယ်။	I have a good grade	grupo	alternativoj	prononco
level	pri muziko	ဂီတအကြောင်း	about music	grupo	alternativoj	prononco
level	bonan noton pri muziko	ဂီတအတွက် ကောင်းမွန်သော မှတ်စုတစ်ခု	a good note on music	grupo	alternativoj	prononco
level	la patrino subite ekridis	အမေက ရုတ်တရက် ရယ်မောလိုက်သည်။	the mother suddenly burst out laughing	grupo	alternativoj	prononco
level	tio plibeligis ~	လှတယ်~	that beautified ~	grupo	alternativoj	prononco
level	mian tagon	ငါ့နေ့	my day	grupo	alternativoj	prononco
level	plibeligis mian tagon	ငါ့နေ့ကိုလုပ်တယ်။	made my day	grupo	alternativoj	prononco
level	sed tamen restis	ဒါပေမယ့် ကျန်နေသေးတယ်။	but still remained	grupo	alternativoj	prononco
level	sed la problemo tamen restis	ဒါပေမယ့် ပြဿနာက ရှိနေတုန်းပဲ။	but the problem still remained	grupo	alternativoj	prononco
level	kilogramo da ~	~ တစ်ကီလိုဂရမ်	a kilogram of ~	grupo	alternativoj	prononco
level	kilogramo da sukero	သကြားတစ်ကီလိုဂရမ်	a kilogram of sugar	grupo	alternativoj	prononco
level	glaso da ~	~တစ်ခွက်	a glass of ~	grupo	alternativoj	prononco
level	glaso da akvo	ရေတစ်ခွက်	a glass of water	grupo	alternativoj	prononco
level	multe da ~	~ အများကြီး	a lot of ~	grupo	alternativoj	prononco
level	multe da ideoj	စိတ်ကူးတွေ အများကြီးပါ။	lots of ideas	grupo	alternativoj	prononco
level	deteni sin	ဆုတ်ကိုင်	to hold back	grupo	alternativoj	prononco
level	ordigis ĉion	အရာအားလုံးကိုခွဲထုတ်ခဲ့သည်။	sorted everything out	grupo	alternativoj	prononco
level	transdonis al li	သူ့ကို လွှဲပေးလိုက်တယ်။	handed over to him	grupo	alternativoj	prononco
level	mi petas	ငါမေးနေတယ်	I'm asking	grupo	alternativoj	prononco
level	glason da kafo	ကော်ဖီတစ်ခွက်	a glass of coffee	grupo	alternativoj	prononco
level	kaj iom da akvo	ရေအချို့	and some water	grupo	alternativoj	prononco
level	mi petas glason da kafo	ကော်ဖီတစ်ခွက် လိုချင်တယ်။	I would like a glass of coffee	grupo	alternativoj	prononco
level	mi petas tason da teo	လက်ဖက်ရည်တစ်ခွက်လိုချင်ပါတယ်	I would like a cup of tea	grupo	alternativoj	prononco
level	doloris lin	သူ့ကို ထိခိုက်တယ်။	hurt him	grupo	alternativoj	prononco
level	la kapo doloris lin	ခေါင်းကိုက်တယ်။	his head hurt	grupo	alternativoj	prononco
level	li malsaniĝis	သူဖျားသွားတယ်။	he fell ill	grupo	alternativoj	prononco
level	ŝatas esti bela	လှတာကို ကြိုက်တယ်။	likes to be beautiful	grupo	alternativoj	prononco
level	ŝi beligis sian vizaĝon	မျက်နှာကို လှပစေတယ်။	she beautified her face	grupo	alternativoj	prononco
level	la knabo ŝatas esti bela	ကောင်လေးက လှတာကို ကြိုက်တယ်။	the boy likes to be pretty	grupo	alternativoj	prononco
level	pro tio ŝi beligis ĝin	ထိုကြောင့်၊	therefore she beautified it	grupo	alternativoj	prononco
level	post la tagmanĝo	နေ့လည်စာစားပြီးနောက်	after lunch	grupo	alternativoj	prononco
level	purigi la kuirejon	မီးဖိုချောင်ကိုသန့်ရှင်းရေးလုပ်ဖို့	to clean the kitchen	grupo	alternativoj	prononco
level	kiu purigos la kuirejon?	မီးဖိုချောင်ကို ဘယ်သူက သန့်ရှင်းရေးလုပ်မလဲ။	who will clean the kitchen?	grupo	alternativoj	prononco
level	volas trinki	သောက်ချင်သည်။	wants to drink	grupo	alternativoj	prononco
level	kion vi volas trinki?	ဘာသောက်ချင်လဲ။	what do you want to drink	grupo	alternativoj	prononco
level	trinki teon	လက်ဖက်ရည်သောက်ရန်	to drink tea	grupo	alternativoj	prononco
level	iom da akvo	ရေအနည်းငယ်	a little of water	grupo	alternativoj	prononco
level	ĉu vi volas nenion?	မင်းဘာမှမလိုချင်ဘူးလား	do you want nothing?	grupo	alternativoj	prononco
level	tiel subite	ရုတ်တရက်	so suddenly	grupo	alternativoj	prononco
level	kial vi decidis ~ ?	မင်းဘာလို့ဆုံးဖြတ်ခဲ့တာလဲ ~	why did you decide ~ ?	grupo	alternativoj	prononco
level	kial vi tiel subite decidis ~ ?	ဘာလို့ ရုတ်တရက် ဆုံးဖြတ်လိုက်တာလဲ	why did you decide ~ so suddenly?	grupo	alternativoj	prononco
level	via ĉambro	သင်၏အခန်း	your room	grupo	alternativoj	prononco
level	via ĉambreto	မင်းရဲ့အခန်းငယ်လေး	your little room	grupo	alternativoj	prononco
level	vian ĉambreton	မင်းရဲ့အခန်းငယ်လေးကို	to your little room	grupo	alternativoj	prononco
level	renovigi vian ĉambreton	သင့်အခန်းငယ်ကို ပြန်လည်ပြုပြင်ရန်	to renovate your little room	grupo	alternativoj	prononco
level	decidis renovigi vian ĉambreton	မင်းရဲ့အခန်းလေးကို ပြုပြင်ဖို့ ဆုံးဖြတ်လိုက်တယ်။	decided to renovate your little room	grupo	alternativoj	prononco
level	al kiu	ဘယ်သူ့ထံ	to whom	grupo	alternativoj	prononco
level	vi donis ~	မင်းပေးခဲ့တယ် ~	you gave ~	grupo	alternativoj	prononco
level	al kiu vi donis ~ ?	ဘယ်သူ့ကို ပေးလိုက်တာလဲ။	to whom did you give ~ ?	grupo	alternativoj	prononco
level	puraj glasoj	သန့်ရှင်းသောမျက်မှန်	clean glasses	grupo	alternativoj	prononco
level	vi donis la purajn glasojn	သန့်ရှင်းသောမျက်မှန်ကို ပေးတော်မူ၏။	you gave the clean glasses	grupo	alternativoj	prononco
level	la puraj glasoj por la vino	စပျစ်ရည်အတွက် သန့်ရှင်းသောမျက်မှန်၊	the clean glasses for the wine	grupo	alternativoj	prononco
level	kontraŭ kiu	ဘယ်သူ့ကို ဆန့်ကျင်တာလဲ။	against whom	grupo	alternativoj	prononco
level	via sportklubo	သင်၏အားကစားကလပ်	your sports club	grupo	alternativoj	prononco
level	ludas kontraŭ ~	~ ဆန့်ကျင်သည်။	plays against ~	grupo	alternativoj	prononco
level	antaŭ du semajnoj	လွန်ခဲ့သောနှစ်ပတ်က	two weeks ago	grupo	alternativoj	prononco
level	kontraŭ kiu via sportklubo ludis?	မင်းရဲ့ အားကစားကလပ်က ဘယ်သူနဲ့ ကစားခဲ့တာလဲ။	who did your sports club play against?	grupo	alternativoj	prononco
level	ĉu vi vidas ~ ?	တွေ့လား ~	do you see ~ ?	grupo	alternativoj	prononco
level	ĉu vi ofte vidas ~ ?	မကြာခဏတွေ့လား ~	do you often see ~ ?	grupo	alternativoj	prononco
level	ofte vidas la policiston	ရဲကို တွေ့တတ်တယ်။	often see the policeman	grupo	alternativoj	prononco
level	tiu, kiu loĝas en ~	~ နေထိုင်သူ	the one who lives in ~	grupo	alternativoj	prononco
level	loĝas en la loĝejo	တည်းခိုခန်းတွင် နေထိုင်သည်။	lives in the lodging place	grupo	alternativoj	prononco
level	la loĝejo super vi	သင့်အထက်၌ နေစရာအရပ်၊	the dwelling place above you	grupo	alternativoj	prononco
level	vidas la policiston, kiu loĝas en ~	~ နေထိုင်သော ရဲအရာရှိကို တွေ့သည်။	sees the police officer who lives in ~	grupo	alternativoj	prononco
level	plano pri veturado	မောင်းနှင်မှုအစီအစဉ်	driving plan	grupo	alternativoj	prononco
level	volis vojaĝi	ခရီးသွားချင်တယ်။	wanted to travel	grupo	alternativoj	prononco
level	vojaĝi al alia lando	အခြားနိုင်ငံသို့ ခရီးသွားရန်	to travel to another country	grupo	alternativoj	prononco
level	en libertempo	အားလပ်ချိန်	in free time	grupo	alternativoj	prononco
level	ili decidis iri	သူတို့သွားဖို့ ဆုံးဖြတ်လိုက်တယ်။	they decided to go	grupo	alternativoj	prononco
level	decidis iri al Italio	အီတလီကိုသွားဖို့ ဆုံးဖြတ်လိုက်တယ်။	decided to go to Italy	grupo	alternativoj	prononco
level	malnovaj urboj	မြို့ဟောင်းများ	old cities	grupo	alternativoj	prononco
level	lando kun malnovaj urboj	မြို့ဟောင်းတွေနဲ့ တိုင်းပြည်	a country with old cities	grupo	alternativoj	prononco
level	aliaj belaĵoj	အခြားအလှများ	other beauties	grupo	alternativoj	prononco
level	kaj aliaj belaĵoj	နှင့်အခြားအလှတရားများ	and other beauties	grupo	alternativoj	prononco
level	bela lando kun malnovaj urboj kaj aliaj belaĵoj	မြို့ဟောင်းများနှင့် အခြားအလှတရားများဖြင့် လှပသောနိုင်ငံဖြစ်သည်။	a beautiful country with old cities and other beauties	grupo	alternativoj	prononco
level	ili estis feliĉaj	သူတို့ ပျော်ခဲ့ကြတယ်။	they were happy	grupo	alternativoj	prononco
level	kie estas ~ ?	ဘယ်မှာလဲ ~	where is ~ ?	grupo	alternativoj	prononco
level	kie estas mia vestaĵo?	ငါ့အဝတ်တွေ ဘယ်မှာလဲ။	where are my clothes	grupo	alternativoj	prononco
level	ŝi demandis ~	သူမ မေးသည် ~	she asked ~	grupo	alternativoj	prononco
level	ni ne forgesu kunporti ~	ယူဆောင်လာဖို့ မမေ့နဲ့နော် ~	let's not forget to bring ~	grupo	alternativoj	prononco
level	kunporti la libron	သင်နှင့်အတူစာအုပ်ယူရန်	to take the book with you	grupo	alternativoj	prononco
level	libro por lerni Esperanton	Esperanto လေ့လာရန်စာအုပ်	a book to learn Esperanto	grupo	alternativoj	prononco
level	kunporti libron por lerni	လေ့လာရန် စာအုပ်တစ်အုပ် ဆောင်ထားရန်	to carry a book to learn	grupo	alternativoj	prononco
level	ni povas komenci ~	ငါတို့စတင်နိုင်သည် ~	we can start ~	grupo	alternativoj	prononco
level	en la vagonaro	ရထားထဲမှာ	in the train	grupo	alternativoj	prononco
level	jam en la vagonaro	ရထားစီးနေပြီ။	already in the train	grupo	alternativoj	prononco
level	ni nenion faros	ငါတို့ဘာမှလုပ်မှာမဟုတ်ဘူး။	we won't do anything	grupo	alternativoj	prononco
level	per aŭto	ကားဖြင့်	by car	grupo	alternativoj	prononco
level	ni veturos per ~	~ ငါတို့ မောင်းမယ်	we will drive by ~	grupo	alternativoj	prononco
level	veturos per aŭto	ကားမောင်းမယ်။	will drive a car	grupo	alternativoj	prononco
level	mi havas sekreton	ငါ့မှာ လျှို့ဝှက်ချက်ရှိတယ်။	I have a secret	grupo	alternativoj	prononco
level	mia riĉa onklo	ငါ့သူဌေး	my rich uncle	grupo	alternativoj	prononco
level	mia deziro	ငါ့ဆန္ဒ	my wish	grupo	alternativoj	prononco
level	plenumis mian deziron	ငါ့ဆန္ဒကိုဖြည့်ဆည်း	fulfilled my wish	grupo	alternativoj	prononco
level	donis al ni	ငါတို့ကိုပေးတယ်။	gave us	grupo	alternativoj	prononco
level	sian aŭton	သူ့ကား	his car	grupo	alternativoj	prononco
level	kaj donis al ni sian aŭton	သူ့ကားကို ပေးတယ်။	and gave us his car	grupo	alternativoj	prononco
level	por uzo	အသုံးပြုရန်	for use	grupo	alternativoj	prononco
level	ĝi staras antaŭ ~	ရှေ့မှာ ရပ်နေတယ်။	it stands before ~	grupo	alternativoj	prononco
level	staras antaŭ la domo	အိမ်ရှေ့မှာ ရပ်တယ်။	stands in front of the house	grupo	alternativoj	prononco
level	mi devas diri ~	ပြောရမှာပေါ့~	I have to say ~	grupo	alternativoj	prononco
level	nenion diru	ဘာမှ မပြောနဲ့	don't say anything	grupo	alternativoj	prononco
level	ni eksidu	ထိုင်ကြရအောင်	let's sit down	grupo	alternativoj	prononco
level	eksidu en la aŭton	ကားပေါ်တက်	get in the car	grupo	alternativoj	prononco
level	veturi al ~	~ မောင်းနှင်ရန်	to drive to ~	grupo	alternativoj	prononco
level	kaj veturu al Italio	ပြီးတော့ အီတလီကို မောင်းတယ်။	and drive to Italy	grupo	alternativoj	prononco
level	sidis en la aŭto	ကားပေါ်မှာထိုင်	sat in the car	grupo	alternativoj	prononco
level	ankaŭ la vestaĵoj	အဝတ်ကိုလည်း	also the clothes	grupo	alternativoj	prononco
level	~ estis en la aŭto	~ ကားထဲမှာ	~ was in the car	grupo	alternativoj	prononco
level	ankoraŭ sidadis kaj atendis	ထိုင်ပြီးစောင့်နေသေးတယ်။	still sat and waited	grupo	alternativoj	prononco
level	sed li atendis	ဒါပေမယ့် သူစောင့်နေတယ်။	but he waited	grupo	alternativoj	prononco
level	kial ni ne ~ ?	ငါတို့ ဘာလို့ မလုပ်တာလဲ ~	why don't we ~ ?	grupo	alternativoj	prononco
level	kial ni ne ekveturas?	ငါတို့ဘာလို့မမောင်းတာလဲ။	why don't we start driving?	grupo	alternativoj	prononco
level	ankaŭ mi havas ~	ငါ့မှာလည်း ~ ရှိတယ်။	I have ~ too	grupo	alternativoj	prononco
level	veturigus la aŭton	ကားကို မောင်းမယ်။	would drive the car	grupo	alternativoj	prononco
level	sed mi ne scias ~	ဒါပေမယ့် မသိဘူး~	but I don't know ~	grupo	alternativoj	prononco
level	mi neniam lernis tion	ကျွန်တော် တစ်ခါမှ မလေ့လာဖူးဘူး။	I never learned that	grupo	alternativoj	prononco
level	mi kredus ~	ယုံမယ်~	I would believe ~	grupo	alternativoj	prononco
level	se mi estus sana	ငါကျန်းမာလျှင်	if I were healthy	grupo	alternativoj	prononco
level	mi estus tre feliĉa	ကျွန်တော် အရမ်းပျော်နေမှာပဲ။	I would be very happy	grupo	alternativoj	prononco
level	kvazaŭ vi estus riĉulo	မင်းချမ်းသာသလိုပဲ။	as if you were rich	grupo	alternativoj	prononco
level	vi sidas tie kvazaŭ vi estus riĉulo	သင်သည် သူဌေးတစ်ယောက်ကဲ့သို့ ထိုင်နေ၏။	you sit there as if you were a rich man	grupo	alternativoj	prononco
level	kvazaŭa lernejo	အစွပ်စွဲကျောင်း	alleged school	grupo	alternativoj	prononco
level	kvazaŭ riĉulo	သူဌေးနဲ့တူတယ်။	like a rich man	grupo	alternativoj	prononco
level	vi sidas tie kvazaŭ riĉulo	သူဌေးတစ်ယောက်လို ထိုင်တယ်။	you sit there like a rich man	grupo	alternativoj	prononco
level	tiom da mono	ပိုက်ဆံအများကြီး	so much money	grupo	alternativoj	prononco
level	tiom da mono kiom da ideoj	စိတ်ကူးတွေအတိုင်းပဲ ပိုက်ဆံ	as much money as ideas	grupo	alternativoj	prononco
level	se mi havus tiom da mono	ငါ့မှာ ပိုက်ဆံအများကြီးရှိရင်	if I had that much money	grupo	alternativoj	prononco
level	mi vojaĝadus	ငါ ခရီးသွားမယ်။	I would travel	grupo	alternativoj	prononco
level	ĉirkaŭ la mondo	ကမ္ဘာတဝှမ်း	around the world	grupo	alternativoj	prononco
level	en ĉiu vortaro	အဘိဓာန်တိုင်းတွင်	in every dictionary	grupo	alternativoj	prononco
level	mankas io	တစ်ခုခုတော့ လွဲနေတယ်။	something is missing	grupo	alternativoj	prononco
level	mankas kelkaj vortoj	တချို့စကားလုံးတွေ ပျောက်နေတယ်။	some words are missing	grupo	alternativoj	prononco
level	homo, kiu longe parolis	ရှည်လျားစွာပြောတတ်သောသူ	a man who spoke at length	grupo	alternativoj	prononco
level	ĉe la manĝotablo	ထမင်းစားပွဲ၌	at the dining table	grupo	alternativoj	prononco
level	homo, kiu rakontas, restos malsata	ပြောပြသောသူသည် ဗိုက်ဆာနေလိမ့်မည်။	a person who tells will remain hungry	grupo	alternativoj	prononco
level	rakontadas ĉe la manĝo tablo	ထမင်းစား စားပွဲမှာ ဆက်ပြောတယ်	keeps telling at the dining table	grupo	alternativoj	prononco
level	li devis atenti ~	~ သူသတိထားရမယ်။	he had to pay attention to ~	grupo	alternativoj	prononco
level	ne rajtis ~	~ ခွင့်မပြုပါ။	was not allowed to ~	grupo	alternativoj	prononco
level	rajtis resti	နေဖို့ခွင့်ပြုခဲ့တယ်။	was allowed to stay	grupo	alternativoj	prononco
level	ne rajtis longe resti	အကြာကြီးနေခွင့်မပေးဘူး။	was not allowed to stay long	grupo	alternativoj	prononco
level	resti ekstere en pluvo	မိုးရေထဲမှာ အပြင်မထွက်ဖို့	to stay out in the rain	grupo	alternativoj	prononco
level	tial li malvarmumis	အဲဒါကြောင့် အအေးမိတာပါ။	that's why he caught a cold	grupo	alternativoj	prononco
level	li havas sian klaran ideon	သူ့မှာ သူ့ကိုယ်ပိုင် ရှင်းရှင်းလင်းလင်း စိတ်ကူးရှိတယ်။	he has his own clear idea	grupo	alternativoj	prononco
level	sed li kredos ĉion	အလုံးစုံတို့ကို ယုံကြည်လိမ့်မည်။	but he will believe everything	grupo	alternativoj	prononco
level	ĉion, kion vi diros	သင်ပြောသမျှ	whatever you say	grupo	alternativoj	prononco
