C.zh-cn content.tsv
Level	Esperanto	zh-cn	en-us	Grupo	Alternativoj	Pronoco
level	agento	代理人	an agent	grupo	alternativoj	prononco
level	kunmanĝi	一起吃饭	to eat together	grupo	alternativoj	prononco
level	banano	一根香蕉	a banana	grupo	alternativoj	prononco
level	barko	一艘三桅帆船，一艘小船	a barque, a small ship	grupo	alternativoj	prononco
level	kunulino	一名女囚犯	a female inmate	grupo	alternativoj	prononco
level	montaro	一座山脉	a mountain range	grupo	alternativoj	prononco
level	bopatro	岳父	a father-in-law	grupo	alternativoj	prononco
level	artiko	关节、铰链、关节	a joint, hinge, articulation	grupo	alternativoj	prononco
level	mortinto	一个已故的人	a deceased person	grupo	alternativoj	prononco
level	lampeto	一盏小灯	a small lamp	grupo	alternativoj	prononco
level	fundamento	基础，基础	foundation, a foundation	grupo	alternativoj	prononco
level	libertempo	空闲时间	free time	grupo	alternativoj	prononco
level	muziknoto	一个音符	a musical note	grupo	alternativoj	prononco
level	intelekto	智力、头脑	intellect, mind	grupo	alternativoj	prononco
level	alterni	交替	to alternate	grupo	alternativoj	prononco
level	majesta	雄伟	majestic	grupo	alternativoj	prononco
level	lumigi	发光	to make light	grupo	alternativoj	prononco
level	malbela	丑陋的	ugly	grupo	alternativoj	prononco
level	nudelo	一根面条	a noodle	grupo	alternativoj	prononco
level	imposto	税	tax	grupo	alternativoj	prononco
level	citi	引用，引用	to quote, to cite	grupo	alternativoj	prononco
level	malbono	坏事	badness	grupo	alternativoj	prononco
level	manipuli	操纵、处理、管理	to manipulate, to handle, to manage	grupo	alternativoj	prononco
level	malfeliĉo	一种不快乐	an unhappiness	grupo	alternativoj	prononco
level	malforte	微弱地	weakly	grupo	alternativoj	prononco
level	akso	一个轴	an axis	grupo	alternativoj	prononco
level	praa	史前的、非常古老的、偏远的	prehistorical, very old, remote	grupo	alternativoj	prononco
level	mallaŭte	低声地	in low voice	grupo	alternativoj	prononco
level	periodaĵo	期刊	a periodical	grupo	alternativoj	prononco
level	groto	洞穴，山洞，坑洞	a grotto, a cave, a pothole	grupo	alternativoj	prononco
level	praavo	曾曾祖父（远程）	a great great grandfather (remote)	grupo	alternativoj	prononco
level	profesio	一个职业	a profession	grupo	alternativoj	prononco
level	mallumo	黑暗	darkness	grupo	alternativoj	prononco
level	posteno	一个位置	a position	grupo	alternativoj	prononco
level	ironio	讽刺	an irony	grupo	alternativoj	prononco
level	malmultekosta	便宜的	cheap	grupo	alternativoj	prononco
level	fiziko	物理	physics	grupo	alternativoj	prononco
level	malproksime	离这很远	far away	grupo	alternativoj	prononco
level	malsaĝa	愚蠢的	silly	grupo	alternativoj	prononco
level	poŝtelefono	一部手机	a mobile phone	grupo	alternativoj	prononco
level	praarbaro	一片原始森林	a primeval forest	grupo	alternativoj	prononco
level	poŝtoficejo	一个邮局	a post office	grupo	alternativoj	prononco
level	malsukcesa	不成功的，失败的	unsuccessful, failing	grupo	alternativoj	prononco
level	plekti	编辫子、编辫子、缠绕、缠绕	to braid, to plait, to twine, to wreathe	grupo	alternativoj	prononco
level	rumano	罗马尼亚人	a Romanian person	grupo	alternativoj	prononco
level	elasta	松紧带	elastic	grupo	alternativoj	prononco
level	manĝegi	吃很多	to eat much	grupo	alternativoj	prononco
level	mortigo	谋杀案（=默多）	a murder (=murdo)	grupo	alternativoj	prononco
level	oblikva	倾斜的, 倾斜的, 歪斜的	oblique, slanting, askew	grupo	alternativoj	prononco
level	verando	一个阳台，一个门廊	a veranda, a porch	grupo	alternativoj	prononco
level	rabi	抢劫	to rob	grupo	alternativoj	prononco
level	retletero	一封电邮	an email	grupo	alternativoj	prononco
level	orienti	定向	to orientate	grupo	alternativoj	prononco
level	eksplodi	爆炸	to explode	grupo	alternativoj	prononco
level	alternativo	替代	an alternative	grupo	alternativoj	prononco
level	naskiĝtaga	生日	birthday's	grupo	alternativoj	prononco
level	efekto	效果	an effect	grupo	alternativoj	prononco
level	fasti	禁食（禁食）	to fast (abstain from food)	grupo	alternativoj	prononco
level	nehoma	不人道的	inhumane	grupo	alternativoj	prononco
level	nokta	夜里的，夜里的，夜里的	night's, nightly, nocturnal	grupo	alternativoj	prononco
level	diametro	直径	a diameter	grupo	alternativoj	prononco
level	paŝti	放牧、放牧、喂养	to pasture, to shepherd, to feed	grupo	alternativoj	prononco
level	paperujo	纸质垃圾箱	a bin for paper garbage	grupo	alternativoj	prononco
level	miskompreni	误解	to misunderstand	grupo	alternativoj	prononco
level	kozako	哥萨克人	a Cossack person	grupo	alternativoj	prononco
level	varo	商品, 贸易品, 商品, 货物	commodity, trade good, merchandise, wares	grupo	alternativoj	prononco
level	plenigadi	继续填充	to keep filling	grupo	alternativoj	prononco
level	nuko	颈背，脖子	a nape, a neck	grupo	alternativoj	prononco
level	tipo	类型、示例、型号	type, example, model	grupo	alternativoj	prononco
level	plimulto	大部分	a majority	grupo	alternativoj	prononco
level	irako	伊拉克	Iraq	grupo	alternativoj	prononco
level	resumo	摘要、摘要、简历、摘要	a summary, a digest, a résumé, a sum-up	grupo	alternativoj	prononco
level	promeno	长廊，散步	a promenade, a walking	grupo	alternativoj	prononco
level	horizontalo	一条水平线	a horizontal line	grupo	alternativoj	prononco
level	fi-	<字首>可耻的、令人厌恶的、肮脏的	<prefix> shameful, disgusting, dirty	grupo	alternativoj	prononco
level	aŭkcio	拍卖	an auction	grupo	alternativoj	prononco
level	konkludi	得出结论	to conclude	grupo	alternativoj	prononco
level	salivo	唾液、口水	saliva, slaver	grupo	alternativoj	prononco
level	subvencio	补贴，赠款	a subsidy, a grant	grupo	alternativoj	prononco
level	realigi	实现	to realise	grupo	alternativoj	prononco
level	koralo	珊瑚	a coral	grupo	alternativoj	prononco
level	cirkuli	流通，四处走动	to circulate, to go about	grupo	alternativoj	prononco
level	rekapti	再次抓住	to catch again	grupo	alternativoj	prononco
level	ekstari	站起来，站起来	to get stand up, to rise	grupo	alternativoj	prononco
level	ambasado	大使馆	an embassy	grupo	alternativoj	prononco
level	riĉeco	丰富	richness	grupo	alternativoj	prononco
level	rekonstrui	重建，重建	to rebuild, to reconstruct	grupo	alternativoj	prononco
level	kukumo	黄瓜	a cucumber	grupo	alternativoj	prononco
level	samklubano	同一俱乐部的会员	a member of a same club	grupo	alternativoj	prononco
level	konsulti	查阅、查阅	to consult, to look up	grupo	alternativoj	prononco
level	seninterese	没有兴趣（=恶意）	without interests (=malinterese)	grupo	alternativoj	prononco
level	sensukcese	没有成功	without success	grupo	alternativoj	prononco
level	eĉ se ~	即使~	even if ~	grupo	alternativoj	prononco
level	modelo	一个模型	a model	grupo	alternativoj	prononco
level	rimo	押韵	a rhyme	grupo	alternativoj	prononco
level	senvorte	无言	without words	grupo	alternativoj	prononco
level	referenco	一个参考	a reference	grupo	alternativoj	prononco
level	komandi	命令	to command	grupo	alternativoj	prononco
level	krizo	危机	a crisis	grupo	alternativoj	prononco
level	vinagro	醋	a vinegar	grupo	alternativoj	prononco
level	soleca	唯一的，单独的	sole, alone	grupo	alternativoj	prononco
level	dano	丹麦人，丹麦人	a Danish person, a dane	grupo	alternativoj	prononco
level	ŝtofo	织物、纺织品、布料、布料材料	a fabric, textile, cloth, cloth material	grupo	alternativoj	prononco
level	viŝilo	橡皮擦，擦拭器	an eraser, a wiper	grupo	alternativoj	prononco
level	konfidenco	机密、信心、秘密	a confidentiality, confidence, secret	grupo	alternativoj	prononco
level	sportisto	一名运动员	a sportsman	grupo	alternativoj	prononco
level	arabo	阿拉伯人，阿拉伯人	an Arabean person, an Arab	grupo	alternativoj	prononco
level	varii	改变	to vary	grupo	alternativoj	prononco
level	subakviĝi	下沉	to sink	grupo	alternativoj	prononco
level	oficiro	军官（军事）	an officer (military)	grupo	alternativoj	prononco
level	ĉasisto	一个猎人	a hunter	grupo	alternativoj	prononco
level	konferenco	一次会议	a conference	grupo	alternativoj	prononco
level	surhavi	穿在	to wear on	grupo	alternativoj	prononco
level	animalo	一只动物	an animal	grupo	alternativoj	prononco
level	teroristo	恐怖分子	a terrorist	grupo	alternativoj	prononco
level	nobla	高贵	noble	grupo	alternativoj	prononco
level	travivaĵo	一次经历，一次经历，一次经历	a live-through, an undergo, an experience	grupo	alternativoj	prononco
level	komunismo	共产主义	communism	grupo	alternativoj	prononco
level	ŝinko	火腿	a ham	grupo	alternativoj	prononco
level	aspiri	渴望，渴望	to aspire to, to be eager for	grupo	alternativoj	prononco
level	ŝarko	鲨鱼	a shark	grupo	alternativoj	prononco
level	buko	一个带扣	a buckle	grupo	alternativoj	prononco
level	kvartalo	区、区、邻里	a district, quarter, neighborhood	grupo	alternativoj	prononco
level	ŝildo	一个盾牌	a shield	grupo	alternativoj	prononco
level	veturigi	驾车	to drive	grupo	alternativoj	prononco
level	vidvo	鳏夫	a widower	grupo	alternativoj	prononco
level	Kanado	加拿大	Canada	grupo	alternativoj	prononco
level	strigo	一只猫头鹰	an owl	grupo	alternativoj	prononco
level	stilo	一种风格	a style	grupo	alternativoj	prononco
level	ŝimo	一个模具	a mold	grupo	alternativoj	prononco
level	aplaŭdi	鼓掌, 鼓掌, 喝彩	to applaud, to clap, to acclaim	grupo	alternativoj	prononco
level	ŝmiraĵo	药膏	an ointment	grupo	alternativoj	prononco
level	vojaĝanto	一个旅行者	a traveller	grupo	alternativoj	prononco
level	ĉeesto	一次参与	a participation	grupo	alternativoj	prononco
level	pruvi	证明，展示	to prove, to show	grupo	alternativoj	prononco
level	kantisto	歌手	a singer	grupo	alternativoj	prononco
level	ĝustatempe	在正确的时间	in correct time	grupo	alternativoj	prononco
level	inaŭguri	就职	to inaugurate	grupo	alternativoj	prononco
level	kantistino	一位女歌手	a female singer	grupo	alternativoj	prononco
level	fluto	长笛	a flute	grupo	alternativoj	prononco
level	opozicii	反对，反对	to oppose, to be in opposition	grupo	alternativoj	prononco
level	kuiristo	一名厨师	a cook	grupo	alternativoj	prononco
level	ŝipkuro	船舶竞赛	a ship competition	grupo	alternativoj	prononco
level	diktatoro	独裁者	a dictator	grupo	alternativoj	prononco
level	funebro	哀悼乐队，悲伤（葬礼）	mourning band, grief (funeral)	grupo	alternativoj	prononco
level	instali	安装	to install	grupo	alternativoj	prononco
level	kuiristino	一名女厨师	a female cook	grupo	alternativoj	prononco
level	meksiko	墨西哥	Mexico	grupo	alternativoj	prononco
level	eminenta	杰出的，杰出的	eminent, distinguished	grupo	alternativoj	prononco
level	verbo	一个动词	a verb	grupo	alternativoj	prononco
level	surfaco	表面，表面	surface, a surface	grupo	alternativoj	prononco
level	bovlo	一个碗	a bowl	grupo	alternativoj	prononco
level	trajto	特征、特征、（面部）线条	a trait, a feature, line (of face)	grupo	alternativoj	prononco
level	demokratismo	民主	democracy	grupo	alternativoj	prononco
level	ŝuti	倾倒，倾倒，倒出	to dump, to pour, to pour out	grupo	alternativoj	prononco
level	baki	烘烤	to bake	grupo	alternativoj	prononco
level	poŝtisto	邮递员，邮递员	a postman, a mailman	grupo	alternativoj	prononco
level	simpatio	同情，同情	sympathy, a sympathy	grupo	alternativoj	prononco
level	melono	一个瓜	a melon	grupo	alternativoj	prononco
level	abnorma	异常	abnormal	grupo	alternativoj	prononco
level	sorĉi	迷惑	to bewitch	grupo	alternativoj	prononco
level	juĝisto	法官	a judge	grupo	alternativoj	prononco
level	reciproka	相互的，相互的	reciprocal, mutual	grupo	alternativoj	prononco
level	fabriko	工厂、制造商 (=manufakturo)	a factory, a manufacture (=manufakturo)	grupo	alternativoj	prononco
level	faldi	折叠	to fold	grupo	alternativoj	prononco
level	dentisto	一名牙医	a dentist	grupo	alternativoj	prononco
level	medikamento	药物，药物，药物	medication, a medicine, a drug	grupo	alternativoj	prononco
level	kaŝtano	一个栗子	a chestnut	grupo	alternativoj	prononco
level	testudo	一只乌龟，一只乌龟	a tortoise, a turtle	grupo	alternativoj	prononco
level	proceso	一个过程，一个诉讼	a process, a lawsuit	grupo	alternativoj	prononco
level	eksperimento	一个实验	an experiment	grupo	alternativoj	prononco
level	heliko	一只蜗牛	a snail	grupo	alternativoj	prononco
level	dancisto	一名舞者	a dancer	grupo	alternativoj	prononco
level	vodko	伏特加酒	vodka	grupo	alternativoj	prononco
level	esenco	本质，本质	essence, an essence	grupo	alternativoj	prononco
level	strukturo	结构，结构	structure, a structure	grupo	alternativoj	prononco
level	spongo	一块海绵	a sponge	grupo	alternativoj	prononco
level	imperiestro	一个皇帝	an emperor	grupo	alternativoj	prononco
level	domaĝi	担心、后悔、害怕	to be concerned for, to regret, to fear for	grupo	alternativoj	prononco
level	be!	是！	be!	grupo	alternativoj	prononco
level	sopiri	渴望，渴望	to yearn for, to long for	grupo	alternativoj	prononco
level	modesta	适度的，适中的	modest, moderate	grupo	alternativoj	prononco
level	pozicio	一个位置，一个位置，一个地方	a position, a location, a place	grupo	alternativoj	prononco
level	inĝeniero	一个工程师	an engineer	grupo	alternativoj	prononco
level	tegolo	屋顶瓦片	a roofing tile	grupo	alternativoj	prononco
level	libio	利比亚	Libya	grupo	alternativoj	prononco
level	ganto	一只手套	a glove	grupo	alternativoj	prononco
level	gruo	一台起重机	a crane	grupo	alternativoj	prononco
level	rezisti	抵抗	to resist	grupo	alternativoj	prononco
level	alfabeto	字母	alphabet	grupo	alternativoj	prononco
level	rampi	爬行，爬行	to crawl, to creep	grupo	alternativoj	prononco
level	transporti	来运输	to transport	grupo	alternativoj	prononco
level	pupilo	瞳孔（苹果眼）	pupil (apple of the eye)	grupo	alternativoj	prononco
level	muskolo	一块肌肉	a muscle	grupo	alternativoj	prononco
level	beni	祝福	to bless	grupo	alternativoj	prononco
level	profito	利润，收益	a profit, a gain	grupo	alternativoj	prononco
level	Maria	玛丽亚	Maria	grupo	alternativoj	prononco
level	kritiki	批评，批评	to criticize, to critique	grupo	alternativoj	prononco
level	konscienco	良心、道德感、内心的声音	conscience, moral sense, inner voice	grupo	alternativoj	prononco
level	ĉefo	一个领导者，一个老板	a leader, a boss	grupo	alternativoj	prononco
level	Pakistano	巴基斯坦	Pakistan	grupo	alternativoj	prononco
level	treni	拖曳，拖曳	to drag, to tow	grupo	alternativoj	prononco
level	Venezuelo	委内瑞拉	Venezuela	grupo	alternativoj	prononco
level	ortografio	正字法	orthography	grupo	alternativoj	prononco
level	febro	发烧	a fever	grupo	alternativoj	prononco
level	ĉefurbo	一个首都	a capital city	grupo	alternativoj	prononco
level	ravi	以喜悦	to delight	grupo	alternativoj	prononco
level	ĉagreni	使烦恼，使烦恼，使担心	to vex, to annoy, to worry	grupo	alternativoj	prononco
level	ĉefi	领导	to lead	grupo	alternativoj	prononco
level	ribeli	造反，造反	to rebel, to revolt	grupo	alternativoj	prononco
level	kancero	癌症	cancer	grupo	alternativoj	prononco
level	atesti	证明，证实，证实	to attest, to testify, to affirm	grupo	alternativoj	prononco
level	inklina	倾斜的，俯卧的	inclined, prone	grupo	alternativoj	prononco
level	cirkonstanco	一种情况	a circumstance	grupo	alternativoj	prononco
level	bulgaro	保加利亚人	a Bulgarian person	grupo	alternativoj	prononco
level	frosta	结霜的，结冰的	frosty, freezing	grupo	alternativoj	prononco
level	kakao	一颗可可豆，一颗可可	a cocoa bean, a cacao	grupo	alternativoj	prononco
level	tomato	一个番茄	a tomato	grupo	alternativoj	prononco
level	firmao	一家公司，一家公司（=firmo）	a firm, a company (=firmo)	grupo	alternativoj	prononco
level	pigo	一只喜鹊	a magpie	grupo	alternativoj	prononco
level	grafo	伯爵，伯爵	a count, an earl	grupo	alternativoj	prononco
level	Alĝerio	阿尔及利亚	Algeria	grupo	alternativoj	prononco
level	instituto	一个研究所	an institute	grupo	alternativoj	prononco
level	rifuĝi	避难	to take refuge	grupo	alternativoj	prononco
level	arda	热心	ardent	grupo	alternativoj	prononco
level	armeno	亚美尼亚人	an Armenian	grupo	alternativoj	prononco
level	anĝelo	天使	an angel	grupo	alternativoj	prononco
level	konvalo	一朵铃兰	a lily of the valley	grupo	alternativoj	prononco
level	egoismo	利己主义，利己主义，自私	egoism, egotism, selfishness	grupo	alternativoj	prononco
level	kinejo	电影院，电影院	a cinema, a movie theater	grupo	alternativoj	prononco
level	rezervita	预订的	reserved	grupo	alternativoj	prononco
level	kolono	柱子，柱子，柱子	column, a column, a pillar	grupo	alternativoj	prononco
level	deklari	声明	to declare	grupo	alternativoj	prononco
level	kirurgo	外科医生 (=ĥirurgo)	a surgeon (=ĥirurgo)	grupo	alternativoj	prononco
level	indiferenta	冷漠	indifferent	grupo	alternativoj	prononco
level	trotuaro	人行道，人行道	a sidewalk, a pavement	grupo	alternativoj	prononco
level	prokrasti	拖延，拖延	to procrastinate, to delay	grupo	alternativoj	prononco
level	cikado	蝉	a cicada	grupo	alternativoj	prononco
level	instrumento	一种仪器	an instrument	grupo	alternativoj	prononco
level	cedi	放弃、让步、让步	to cede, to yield, to give in	grupo	alternativoj	prononco
level	pretendi	声称，假定	to claim, to presume	grupo	alternativoj	prononco
level	egoisto	利己主义者	an egoist	grupo	alternativoj	prononco
level	insisti	去）坚持	to insist	grupo	alternativoj	prononco
level	naiva	幼稚的	naive	grupo	alternativoj	prononco
level	situi	位于，位于	to be located, to be situated	grupo	alternativoj	prononco
level	penetri	渗透	to penetrate	grupo	alternativoj	prononco
level	kapitalo	资本，首都	capital, a capital	grupo	alternativoj	prononco
level	demono	一个恶魔	a demon	grupo	alternativoj	prononco
level	licenco	许可证	a license	grupo	alternativoj	prononco
level	diferenci	区分	to differentiate	grupo	alternativoj	prononco
level	skorpio	一只蝎子	a scorpion	grupo	alternativoj	prononco
level	sufoki	使窒息，使窒息	to suffocate, to choke	grupo	alternativoj	prononco
level	tordi	扭曲，扭曲	to twist, to contort	grupo	alternativoj	prononco
level	kontanta	用现金	in cash	grupo	alternativoj	prononco
level	ĵuri	发誓	to swear	grupo	alternativoj	prononco
level	apetita	开胃的	appetitizing	grupo	alternativoj	prononco
level	adjektivo	一个形容词	an adjective	grupo	alternativoj	prononco
level	pluralo	复数	a plural	grupo	alternativoj	prononco
level	aktuala	当前的重要性、话题性、紧急性、相关性	of current importance, topical, urgent, relevant	grupo	alternativoj	prononco
level	gesti	打手势，打手势	to gesture, to gesticulate	grupo	alternativoj	prononco
level	felo	毛皮，（动物的，有毛的）皮毛，皮肤	fur, hide (of animal, with hair), skin	grupo	alternativoj	prononco
level	mediti	冥想	to meditate	grupo	alternativoj	prononco
level	kolego	一个同事	a colleague	grupo	alternativoj	prononco
level	amplekso	程度、范围、大小	extent, scope, magnitude	grupo	alternativoj	prononco
level	kosmetiko	化妆品	cosmetics	grupo	alternativoj	prononco
level	Karlo	查尔斯·卡洛斯	Charles, Carlos	grupo	alternativoj	prononco
level	gluti	吞下	to swallow	grupo	alternativoj	prononco
level	talento	一个人才	a talent	grupo	alternativoj	prononco
level	ĝemelo	一对双胞胎	a twin	grupo	alternativoj	prononco
level	deca	得体的，适当的，合适的	decent, proper, suitable	grupo	alternativoj	prononco
level	krono	一个皇冠	a crown	grupo	alternativoj	prononco
level	ŝimi	发霉，发霉	to mould, to get moldy	grupo	alternativoj	prononco
level	ŝoforo	一名司机，一名司机	a driver, a chauffeur	grupo	alternativoj	prononco
level	mistero	一个谜	a mystery	grupo	alternativoj	prononco
level	absolute	绝对地	absolutely	grupo	alternativoj	prononco
level	laktuko	生菜	a lettuce	grupo	alternativoj	prononco
level	destini	注定，指定，分配	to destine, to ordain, to allocate	grupo	alternativoj	prononco
level	instigi	煽动，鼓励	to instigate, to encourage	grupo	alternativoj	prononco
level	heroo	一个英雄	a hero	grupo	alternativoj	prononco
level	ĉaro	一辆战车，一辆马车	a chariot, a cart	grupo	alternativoj	prononco
level	vegetalo	一种蔬菜，一种植物	a vegetable, a plant	grupo	alternativoj	prononco
level	adopti	采用	to adopt	grupo	alternativoj	prononco
level	centimetro	一厘米	a centimeter	grupo	alternativoj	prononco
level	enuiga	乏味的，古板的	boring, stodgy	grupo	alternativoj	prononco
level	flirti	调情, 颤抖	to flirt, to flutter	grupo	alternativoj	prononco
level	mandato	委托书、汇票	a mandate, a money order	grupo	alternativoj	prononco
level	envii	嫉妒	to envy	grupo	alternativoj	prononco
level	ebria	喝醉了，喝醉了	drunk, inebriated	grupo	alternativoj	prononco
level	sudano	苏丹	Sudan	grupo	alternativoj	prononco
level	fleksi	扭曲;破戒	to bend	grupo	alternativoj	prononco
level	naŭzi	恶心	to nauseate	grupo	alternativoj	prononco
level	likva	液体	liquid	grupo	alternativoj	prononco
level	kupro	铜	copper	grupo	alternativoj	prononco
level	hoko	一个钩子	a hook	grupo	alternativoj	prononco
level	pafilo	一把枪	a gun	grupo	alternativoj	prononco
level	filmi	拍电影，拍电影	to film, to shoot a film	grupo	alternativoj	prononco
level	bremso	刹车	a brake	grupo	alternativoj	prononco
level	tereno	校园、地形、地面	a campus, a terrain, a ground	grupo	alternativoj	prononco
level	nigra tabulo	一个黑板	a black board	grupo	alternativoj	prononco
level	foiro	一个公平，一个市场	a fair, a market	grupo	alternativoj	prononco
level	ĉimpanzo	黑猩猩	a chimpanzee	grupo	alternativoj	prononco
level	aktiva	积极的	active	grupo	alternativoj	prononco
level	juvelo	宝石，宝石（=gemo）	a jewel, a gem (=gemo)	grupo	alternativoj	prononco
level	tendumi (kampadi)	去露营	to camp	grupo	alternativoj	prononco
level	malliberejo	一座监狱	a prison	grupo	alternativoj	prononco
level	studprogramo	一个学习计划	a study program	grupo	alternativoj	prononco
level	avida	贪婪的	greedy	grupo	alternativoj	prononco
level	flari	闻	to smell	grupo	alternativoj	prononco
level	garantii	保证，保证	to guarantee, to warrant	grupo	alternativoj	prononco
level	ĉeno	一条链子	a chain	grupo	alternativoj	prononco
level	sekcio	一段	a section	grupo	alternativoj	prononco
level	akuzativo	宾格	an accusative	grupo	alternativoj	prononco
level	kandelo	蜡烛	a candle	grupo	alternativoj	prononco
level	konfirmi	确认	to confirm	grupo	alternativoj	prononco
level	pando	一只熊猫	a panda	grupo	alternativoj	prononco
level	kultivi	种植（水果、蔬菜）	to cultivate (fruits, vegetables)	grupo	alternativoj	prononco
level	sojlo	门槛，门槛	a sill, a threshold	grupo	alternativoj	prononco
level	lacigi	使精疲力竭，使疲倦，使疲倦	to exhaust, to fatique, to tire	grupo	alternativoj	prononco
level	skribilaro	文具，固定式	witing utensils, stationary	grupo	alternativoj	prononco
level	ĵaluza	嫉妒的	jealous	grupo	alternativoj	prononco
level	kamiono	一辆货车、一辆货车、一辆卡车	a camion, a lorry, a truck	grupo	alternativoj	prononco
level	barakti	要奋斗	to struggle	grupo	alternativoj	prononco
level	svingi	摇摆，摇动	to swing, to shake	grupo	alternativoj	prononco
level	ŝovi	推挤，推动	to shove, to push along	grupo	alternativoj	prononco
level	tendo	帐篷	a tent	grupo	alternativoj	prononco
level	preteksto	借口，借口	an excuse, a pretext	grupo	alternativoj	prononco
level	simpatia	富有同情心的	sympathetic	grupo	alternativoj	prononco
level	mino	一个矿井	a mine	grupo	alternativoj	prononco
level	fantazia	极好的	fantastic	grupo	alternativoj	prononco
level	komika	滑稽的，滑稽的	comic, comical	grupo	alternativoj	prononco
level	kruta	陡	steep	grupo	alternativoj	prononco
level	festeni	赴宴，赴宴	to banquet, to feast	grupo	alternativoj	prononco
level	alergio	过敏	allergy	grupo	alternativoj	prononco
level	juro	一条法律	a law	grupo	alternativoj	prononco
level	ekspozicio	一个展览，一个博览会	an exhibition, an exposition	grupo	alternativoj	prononco
level	akordiono	手风琴	an accordion	grupo	alternativoj	prononco
level	sfero	一个球体，一个球体	a sphere, a ball	grupo	alternativoj	prononco
level	almozulo	一个乞丐	a beggar	grupo	alternativoj	prononco
level	maĉi	咀嚼，咀嚼	to masticate, to chew	grupo	alternativoj	prononco
level	virto	一种美德	a virtue	grupo	alternativoj	prononco
level	turmenti	折磨，折磨	to torment, to torture	grupo	alternativoj	prononco
level	anonctabulo	布告栏	a notice board	grupo	alternativoj	prononco
level	minus	减	minus	grupo	alternativoj	prononco
level	boji	大叫	to bark	grupo	alternativoj	prononco
level	atestilo, atestaĵo	一份证书，一份证明	a certificate, an attestation	grupo	alternativoj	prononco
level	fendo	裂缝、缝隙、裂缝	a split, a slot, a crack	grupo	alternativoj	prononco
level	almozo	施舍，慈善	alms, charity	grupo	alternativoj	prononco
level	havigi	提供、获得、获得	to provide with, to get for, to procure	grupo	alternativoj	prononco
level	aŭtografio	亲笔签名，自传（=aŭtobiografio）	an autography, autobiography (=aŭtobiografio)	grupo	alternativoj	prononco
level	suspekti	怀疑	to suspect	grupo	alternativoj	prononco
level	trezoro	一个宝藏	a treasure	grupo	alternativoj	prononco
level	stango	一根棍子，一根棍子，一根棍子	a rod, a pole, a bar	grupo	alternativoj	prononco
level	balailo	一把扫帚，一把扫地机	a broom, a sweeper	grupo	alternativoj	prononco
level	rekompenco	一种补偿，一种奖励	a compensation, a reward	grupo	alternativoj	prononco
level	kopio	复印件	a copy	grupo	alternativoj	prononco
level	domego	别墅、豪宅、大房子、大楼	a villa, a mansion, a big house, a building	grupo	alternativoj	prononco
level	pasko	复活节	Easter	grupo	alternativoj	prononco
level	Peruo	秘鲁	Peru	grupo	alternativoj	prononco
level	menso	头脑	mind	grupo	alternativoj	prononco
level	eleganta	优雅的	elegant	grupo	alternativoj	prononco
level	ekvadoro	厄瓜多尔	Ecuador	grupo	alternativoj	prononco
level	barbirejo	美发沙龙、理发店	a hairdressing salon, a barbor shop	grupo	alternativoj	prononco
level	bubo	一个无赖、一个臭小子、一个顽童	a knave, a brat, an urchin	grupo	alternativoj	prononco
level	gvineo	几内亚	Guinea	grupo	alternativoj	prononco
level	civilizi	文明	to civilize	grupo	alternativoj	prononco
level	insulti	侮辱	to insult	grupo	alternativoj	prononco
level	komisiono	一个委员会，一个委员会	a commission, a comittee	grupo	alternativoj	prononco
level	colo	一英寸	an inch	grupo	alternativoj	prononco
level	admoni	劝告、规劝、建议、谴责	to admonish, to exhort, to advice, to censure	grupo	alternativoj	prononco
level	bildkadro	一个相框	a picture frame	grupo	alternativoj	prononco
level	serena	平静的、平静的、无忧无虑的	serene, calm, untroubled	grupo	alternativoj	prononco
level	nervo	神经	a nerve	grupo	alternativoj	prononco
level	kuglo	一颗子弹	a bullet	grupo	alternativoj	prononco
level	pilgrimi	去朝圣	to go on a pilgrimage	grupo	alternativoj	prononco
level	kaso	钱箱，钱包，钱箱，保险箱	a cash box, a purse, a money box, coffer	grupo	alternativoj	prononco
level	penti	悔改	to repent	grupo	alternativoj	prononco
level	libano	黎巴嫩	Lebanon	grupo	alternativoj	prononco
level	barelo	一桶	a barrel	grupo	alternativoj	prononco
level	botaniko	植物学	botany	grupo	alternativoj	prononco
level	merkato	市场	a market	grupo	alternativoj	prononco
level	koncerto	一场音乐会	a concert	grupo	alternativoj	prononco
level	projekto	一个专案	a project	grupo	alternativoj	prononco
level	komplimento	一句赞美	a compliment	grupo	alternativoj	prononco
level	cirklo	一个圆，一个圆盘	a circle, a disk	grupo	alternativoj	prononco
level	konjekti	做出推测，猜测	to make a conjecture, to guess	grupo	alternativoj	prononco
level	ĵudo	柔道	judo	grupo	alternativoj	prononco
level	teksto	文字、文字、歌词	text, a text, a lyric	grupo	alternativoj	prononco
level	konkuri	去竞争，去竞争	to compete, to contend	grupo	alternativoj	prononco
level	rezervo	储备金	a reserve	grupo	alternativoj	prononco
level	kabineto	一个柜子	a cabinet	grupo	alternativoj	prononco
level	marĉo	沼泽，沼泽	a marsh, a swamp	grupo	alternativoj	prononco
level	advokato	出庭律师、律师、辩护人	a barrister, a lawyer, an advocate	grupo	alternativoj	prononco
level	ceramiko	陶瓷，陶器	ceramics, pottery	grupo	alternativoj	prononco
level	histerio	歇斯底里、兴奋	hysteria, excitement	grupo	alternativoj	prononco
level	golfo	一个海湾	a gulf	grupo	alternativoj	prononco
