A.hu content.tsv
Level	Esperanto	hu	en-us	Grupo	Alternativoj	Pronoco
level	li ne volas malfrui	nem akar elkésni	he doesn't want to be late	grupo	alternativoj	prononco
level	rapidege kun la libroj en la mano	nagyon gyorsan a könyvekkel a kezében	very quickly with the books in hand	grupo	alternativoj	prononco
level	poste li kuris kaj saltis	később futott és ugrott	later he ran and jumped	grupo	alternativoj	prononco
level	li kuris kaj saltis	futott és ugrott	he ran and jumped	grupo	alternativoj	prononco
level	laŭ la strato	az utca mentén	along the street	grupo	alternativoj	prononco
level	la homoj rigardis lin	az emberek ránéztek	the people looked at him	grupo	alternativoj	prononco
level	rigardis lin kaj diris	ránézett és azt mondta	looked at him and said	grupo	alternativoj	prononco
level	saĝa kaj malsaĝa	bölcs és ostoba	wise and foolish	grupo	alternativoj	prononco
level	kia malsaĝa knabo!	milyen ostoba fiú!	what a foolish boy!	grupo	alternativoj	prononco
level	estis antaŭ lernejo	egy iskola előtt volt	was in front of a school	grupo	alternativoj	prononco
level	baldaŭ	hamar	soon	grupo	alternativoj	prononco
level	li estis antaŭ ~	~ előtt állt	he was in front of ~	grupo	alternativoj	prononco
level	iri kaj eniri	menni és belépni	to go and to enter	grupo	alternativoj	prononco
level	li volis eniri	be akart lépni	he wanted to enter	grupo	alternativoj	prononco
level	eniri la lernejon	belépni az iskolába	to enter into the school	grupo	alternativoj	prononco
level	sed tamen	de ugyanakkor	but however	grupo	alternativoj	prononco
level	sed li ne povis	de nem tehette	but he couldn't	grupo	alternativoj	prononco
level	fermi kaj fermita	bezárni és bezárni	to close and closed	grupo	alternativoj	prononco
level	ĝi estis fermita	zárva volt	it was closed	grupo	alternativoj	prononco
level	nek ~ nek ~	se ~, se ~	neither ~ nor ~	grupo	alternativoj	prononco
level	nek instruisto nek gelernantoj	sem tanár, sem diáklányok	neither a teacher nor male-and-female students	grupo	alternativoj	prononco
level	vidis nek instruiston nek gelernantojn	nem látott sem tanárt, sem diákokat	saw neither a teacher nor students	grupo	alternativoj	prononco
level	sidi, eksidi	ülni, leülni	to sit, to get sitted	grupo	alternativoj	prononco
level	eksidis	leült (ült)	got seated (had seated)	grupo	alternativoj	prononco
level	li eksidis	leült	he got seated	grupo	alternativoj	prononco
level	kaj pensis	és arra gondolt	and thought	grupo	alternativoj	prononco
level	kio okazis?	mi történt?	what did happen?	grupo	alternativoj	prononco
level	diable	a szörnyűnek (mint egy ördög)	to the awful (like a devil)	grupo	alternativoj	prononco
level	damne	gátat	dam it	grupo	alternativoj	prononco
level	memoras	emlékszik	remembers	grupo	alternativoj	prononco
level	nun mi memoras	most emlékszem	now I remember	grupo	alternativoj	prononco
level	dimanĉo	vasárnap	Sunday	grupo	alternativoj	prononco
level	hodiaŭ estas ~	ma van ~	today is ~	grupo	alternativoj	prononco
level	hodiaŭ estas dimanĉo	ma vasárnap van	today is Sunday	grupo	alternativoj	prononco
level	dormi kaj ekdormi	aludni és elaludni	to sleep and to get into sleep	grupo	alternativoj	prononco
level	suno kaj luno	egy nap és egy hold	a sun and a moon	grupo	alternativoj	prononco
level	subita kaj subite	hirtelen és hirtelen	sudden and suddenly	grupo	alternativoj	prononco
level	ek!	ki! (kezdeni)	off! (to start)	grupo	alternativoj	prononco
level	salti kaj eksaltis	ugrálni és ugrálni	to jump and jumped 	grupo	alternativoj	prononco
level	ĉiam frua	mindig korán	always early	grupo	alternativoj	prononco
level	hodiaŭ metis kaj kuris	ma tette és futott	today put and ran	grupo	alternativoj	prononco
level	aĵo, ne aĝo	dolog nem kor	a thing not age	grupo	alternativoj	prononco
level	kuris laŭ homoj saĝaj	bölcs emberek mellett futott	ran along wise people	grupo	alternativoj	prononco
level	laŭeble baldaŭ	lehető leghamarabb	soon as possible	grupo	alternativoj	prononco
level	kia knabo, kia knabino	micsoda fiú, milyen lány	what a boy, what a girl	grupo	alternativoj	prononco
level	nek pensita nek memorita	sem gondolt, sem memorizált	neither thought nor memorized	grupo	alternativoj	prononco
level	diablo atendis akvon dimanĉe	ördög várta a vizet vasárnap	a devil waited for water on Sunday	grupo	alternativoj	prononco
level	tiom malgranda momento	egy ilyen kis pillanat	such a small moment	grupo	alternativoj	prononco
level	eĉ tiom malgranda momento valoras	még egy ilyen kis pillanat is megéri	even such a small moment is worthwhile	grupo	alternativoj	prononco
level	kriis for ĝis nokto	éjfélig kiáltott	cried away until night	grupo	alternativoj	prononco
level	lasis la poŝton de la mano	tedd el a postát a kezéből	put away the mailpost from the hand	grupo	alternativoj	prononco
level	ridis mem lasante la poŝton	elnevette magát, és eltette a postát	laughed by oneself, putting away the mailpost	grupo	alternativoj	prononco
level	nek li nek ŝi ridis	sem ő, sem ő nem nevetett	neither he nor she laughed	grupo	alternativoj	prononco
level	ŝi nek ridis nek respondis	se nem nevetett, sem nem válaszolt	she neither laughed nor answered	grupo	alternativoj	prononco
level	li nek sidas nek rigardas	nem ül és nem néz	he neither sits nor watches	grupo	alternativoj	prononco
level	neniam mi vidis	soha nem láttam	I have never seen	grupo	alternativoj	prononco
level	mi neniam diros al iu	Soha nem mondom el senkinek	I will never tell anyone	grupo	alternativoj	prononco
level	diru al neniu	ne mondd el senkinek	tell no one	grupo	alternativoj	prononco
level	mi neniam diros	soha nem mondom	I will never say	grupo	alternativoj	prononco
level	mem	önmagának (magától)	to oneself (by oneself)	grupo	alternativoj	prononco
level	mi mem faris	magam csináltam	I did it myself	grupo	alternativoj	prononco
level	faris tion	megcsinálták (megcsinálták)	did it (made it)	grupo	alternativoj	prononco
level	mem faris tion	maga csinálta (maga készítette)	did it oneself (made it oneself)	grupo	alternativoj	prononco
level	ĝis la revido, ĝis revido	találkozunk (újra), találkozunk (újra)	see you (again), see you (again)	grupo	alternativoj	prononco
level	ĝis!	amíg! (viszontlátásra!)	until! (goodbye!)	grupo	alternativoj	prononco
level	ekparoli	hogy elkezdjen beszélni	to start talking	grupo	alternativoj	prononco
level	ekparolis, komencis paroli finfine	elkezdett mondani, végül beszélni kezdett	started saying, began to speak at last	grupo	alternativoj	prononco
level	trinkis rapidege	nagyon gyorsan ivott	drank very fast	grupo	alternativoj	prononco
level	trinkis matenan trinkaĵon	ittak egy reggeli italt	had a morning drink	grupo	alternativoj	prononco
level	por frue veni	hogy korán jöjjön	to come early	grupo	alternativoj	prononco
level	veni al la lernejo	iskolába jönni	to come to school	grupo	alternativoj	prononco
level	frue veni al ~	korán jönni ~	to come early to ~	grupo	alternativoj	prononco
level	ne aŭdis novaĵon	nem hallott hírt	didn't hear news	grupo	alternativoj	prononco
level	ankoraŭ ne aŭdis	még nem hallotta	didn't hear yet	grupo	alternativoj	prononco
level	mi ankoraŭ ne aŭdis	még nem hallottam	I didn't hear yet	grupo	alternativoj	prononco
level	en tiu momento	abban a pillanatban	in that moment	grupo	alternativoj	prononco
level	en tiu momento li ekkriis	abban a pillanatban sírt	in that moment he cried	grupo	alternativoj	prononco
level	knabo, kiu ne amas	egy fiú, aki nem szeret	a boy, who does not love	grupo	alternativoj	prononco
level	geknaboj	fiúk és lányok	boys and girls	grupo	alternativoj	prononco
level	aliaj geknaboj	más fiúk és lányok	other boys and girls	grupo	alternativoj	prononco
level	ne amas aliajn geknabojn	nem szeret más fiúkat és lányokat	does not love other boys and girls	grupo	alternativoj	prononco
level	nek amikojn, nek amikinojn	sem barátok, sem lánybarátok	neither friends nor girl friends	grupo	alternativoj	prononco
level	havas nek monon, nek tempon	nincs se pénze, se ideje	does not have neither money nor time	grupo	alternativoj	prononco
level	kiu havis la libron?	kinél volt a könyv?	who had the book?	grupo	alternativoj	prononco
level	la libron, kiun vi atendis	a könyv, amelyre vártál	the book which you waited	grupo	alternativoj	prononco
level	tiun, kiun vi atendis pli ol du jarojn	amit több mint 2 évig vártál	that, which you waited for more than 2 years	grupo	alternativoj	prononco
level	ĉu vi volas tion?	azt szeretnéd?	do you want that?	grupo	alternativoj	prononco
level	ĉu vi volas, ke ~ ?	ezt akarod ~ ?	do you want that ~ ?	grupo	alternativoj	prononco
level	plej kara	legkedvesebb	dearest	grupo	alternativoj	prononco
level	plej kara foto	legkedvesebb fotó	dearest photo	grupo	alternativoj	prononco
level	mian plej karan foton	legkedvesebb fotóm	my dearest photo	grupo	alternativoj	prononco
level	kie vi aĉetis ~ ?	~ hol vetted?	where did you buy ~ ?	grupo	alternativoj	prononco
level	tiu vestaĵo	azt a ruházatot	that clothing	grupo	alternativoj	prononco
level	tiun vestaĵon	az a ruha (cél)	that clothing (objective)	grupo	alternativoj	prononco
level	aĉetis tiun vestaĵon	megvette azt a ruhát	bought that outfit	grupo	alternativoj	prononco
level	vi iros tien	oda fogsz menni	you will go there	grupo	alternativoj	prononco
level	kien vi iros?	hova mész?	where are you going to?	grupo	alternativoj	prononco
level	suna tago	napos nap	sunny day	grupo	alternativoj	prononco
level	estos suna tago	napsütéses idő lesz	it will be a sunny day	grupo	alternativoj	prononco
level	se estos suna tago	ha napsütéses idő lesz	if it will be a sunny day	grupo	alternativoj	prononco
level	via frato jam ekiris	a bátyád már elkezdte	your brother has already started	grupo	alternativoj	prononco
level	ĉu via frato jam ekiris?	a bátyád elkezdte már?	has your brother started yet?	grupo	alternativoj	prononco
level	kie estas la akvo?	hol a víz	where is the water	grupo	alternativoj	prononco
level	kunporti la akvon	hogy hozza a vizet	to bring the water	grupo	alternativoj	prononco
level	vi mem kunportis	te magad hoztad	you yourself brought	grupo	alternativoj	prononco
level	la akvon, kion vi mem kunportis	a vizet, amit maga hozott	the water, that you yourself brought	grupo	alternativoj	prononco
level	estis tre trankvila	nagyon csendes volt	was very quiet	grupo	alternativoj	prononco
level	hodiaŭ mia patrino estis ~	ma anyám volt ~	today my mother was ~	grupo	alternativoj	prononco
level	mi venis el ~	~ból jöttem	I came from ~	grupo	alternativoj	prononco
level	el la lernejo	ki az iskolából	out of the school	grupo	alternativoj	prononco
level	raportis al ~	~-nek jelentették	reported to ~	grupo	alternativoj	prononco
level	kaj raportis al ŝi	és jelentett neki	and reported to her	grupo	alternativoj	prononco
level	raportis, ke ~	jelentette, hogy ~	reported that ~	grupo	alternativoj	prononco
level	raportis, ke mi ricevos	jelentette, hogy megkapom	reported that I will receive	grupo	alternativoj	prononco
level	mi ricevos malbonan noton	rossz osztályzatot kapok	I will get a bad grade	grupo	alternativoj	prononco
level	ŝi diris, ke ~	azt mondta, hogy ~	she said that ~	grupo	alternativoj	prononco
level	vi devas laborigi ~	működnie kell a ~-nek	you have to make ~ work	grupo	alternativoj	prononco
level	pli multe	több	more	grupo	alternativoj	prononco
level	pli multe laborigi	hogy több legyen a munka	to make work more	grupo	alternativoj	prononco
level	laborigi vian kapon	hogy működjön a feje	to make your head work	grupo	alternativoj	prononco
level	kiom da malbonaj notoj	hány rossz osztályzat	how many bad grades	grupo	alternativoj	prononco
level	vi havas tiom da malbonaj notoj	annyi rossz jegyed van	you have so many bad grades	grupo	alternativoj	prononco
level	estis malĝoja	szomorú volt	was sad	grupo	alternativoj	prononco
level	en vian ĉambron	a szobádba	into your room	grupo	alternativoj	prononco
level	iru en vian ĉambron	menj be a szobádba	go into your room	grupo	alternativoj	prononco
level	iru kaj lernu	menj és tanulj	go and learn	grupo	alternativoj	prononco
level	mi sidis	ültem	I sat	grupo	alternativoj	prononco
level	en mia ĉambro	a szobámban	in my room	grupo	alternativoj	prononco
level	sidis en mia ĉambro	ült a szobámban	sat in my room	grupo	alternativoj	prononco
level	nek lerni nek legi	sem tanulni, sem olvasni	neither learn nor read	grupo	alternativoj	prononco
level	sed mi povis nek lerni nek legi	de nem tudtam se tanulni, se olvasni	but I could neither learn nor read	grupo	alternativoj	prononco
level	miaj pensoj	gondolataim	my thoughts	grupo	alternativoj	prononco
level	ĉe ludo	egy meccsen	at a game	grupo	alternativoj	prononco
level	ludo kun miaj amikoj	játék a barátaimmal	game with my friends	grupo	alternativoj	prononco
level	ĉe sporto	a sportban	at sport	grupo	alternativoj	prononco
level	al mi mem	magamnak	to myself	grupo	alternativoj	prononco
level	diris al mi mem	mondta magamnak	said to myself	grupo	alternativoj	prononco
level	tiom malsaĝa	Olyan hülye	so stupid	grupo	alternativoj	prononco
level	ĉu mi estas tiom malsaĝa?	ennyire hülye vagyok?	am I that stupid?	grupo	alternativoj	prononco
level	kvankam mi lernis multe	bár sokat tanultam	although I learned a lot	grupo	alternativoj	prononco
level	la patrino eniris	– lépett be az anya	the mother entered	grupo	alternativoj	prononco
level	miaj vortoj	saját szavaim	my words	grupo	alternativoj	prononco
level	kaj aŭdis miajn vortojn	és hallotta a szavaimat	and heard my words	grupo	alternativoj	prononco
level	ŝi tuj respondis	azonnal válaszolt a lány	she answered immediately	grupo	alternativoj	prononco
level	ne, mia kara	nem kedvesem	no, my dear	grupo	alternativoj	prononco
level	vi ne estas malsaĝa	nem vagy hülye	you are not stupid	grupo	alternativoj	prononco
level	la problemo estas, ke ~	az a baj, hogy ~	the problem is that ~	grupo	alternativoj	prononco
level	ke vi devas lerni	hogy meg kell tanulnod	that you must learn	grupo	alternativoj	prononco
level	devas lerni multe pli	sokkal többet kell tanulnia	must learn much more	grupo	alternativoj	prononco
level	tiam vi ne havos	akkor nem lesz	then you will not have	grupo	alternativoj	prononco
level	malbonaj notoj	rossz osztályzatok	bad grades	grupo	alternativoj	prononco
level	havos nur malbonajn notojn	csak rossz jegyei lesznek	will have only bad grades	grupo	alternativoj	prononco
level	ankaŭ nun	most is	also now	grupo	alternativoj	prononco
level	mi ne havas ilin	nincsenek nálam	I don't have them	grupo	alternativoj	prononco
level	mi havas bonan noton	Jó jegyem van	I have a good grade	grupo	alternativoj	prononco
level	pri muziko	a zenéről	about music	grupo	alternativoj	prononco
level	bonan noton pri muziko	egy jó megjegyzés a zenéhez	a good note on music	grupo	alternativoj	prononco
level	la patrino subite ekridis	az anyából hirtelen kitört a nevetés	the mother suddenly burst out laughing	grupo	alternativoj	prononco
level	tio plibeligis ~	hogy megszépített ~	that beautified ~	grupo	alternativoj	prononco
level	mian tagon	én napom	my day	grupo	alternativoj	prononco
level	plibeligis mian tagon	feldobta a napomat	made my day	grupo	alternativoj	prononco
level	sed tamen restis	de mégis megmaradt	but still remained	grupo	alternativoj	prononco
level	sed la problemo tamen restis	de a probléma továbbra is fennáll	but the problem still remained	grupo	alternativoj	prononco
level	kilogramo da ~	egy kilogramm ~	a kilogram of ~	grupo	alternativoj	prononco
level	kilogramo da sukero	egy kilogramm cukrot	a kilogram of sugar	grupo	alternativoj	prononco
level	glaso da ~	egy pohár ~	a glass of ~	grupo	alternativoj	prononco
level	glaso da akvo	egy pohár vizet	a glass of water	grupo	alternativoj	prononco
level	multe da ~	sok ~	a lot of ~	grupo	alternativoj	prononco
level	multe da ideoj	sok ötlet	lots of ideas	grupo	alternativoj	prononco
level	deteni sin	visszatartani	to hold back	grupo	alternativoj	prononco
level	ordigis ĉion	rendezett mindent	sorted everything out	grupo	alternativoj	prononco
level	transdonis al li	átadta neki	handed over to him	grupo	alternativoj	prononco
level	mi petas	kérdezem	I'm asking	grupo	alternativoj	prononco
level	glason da kafo	egy pohár kávét	a glass of coffee	grupo	alternativoj	prononco
level	kaj iom da akvo	és egy kis vizet	and some water	grupo	alternativoj	prononco
level	mi petas glason da kafo	kérek egy pohár kávét	I would like a glass of coffee	grupo	alternativoj	prononco
level	mi petas tason da teo	kérek egy csésze teát	I would like a cup of tea	grupo	alternativoj	prononco
level	doloris lin	bántsd	hurt him	grupo	alternativoj	prononco
level	la kapo doloris lin	fájt a feje	his head hurt	grupo	alternativoj	prononco
level	li malsaniĝis	megbetegedett	he fell ill	grupo	alternativoj	prononco
level	ŝatas esti bela	szeret szép lenni	likes to be beautiful	grupo	alternativoj	prononco
level	ŝi beligis sian vizaĝon	megszépítette az arcát	she beautified her face	grupo	alternativoj	prononco
level	la knabo ŝatas esti bela	a fiú szeret csinos lenni	the boy likes to be pretty	grupo	alternativoj	prononco
level	pro tio ŝi beligis ĝin	ezért megszépítette	therefore she beautified it	grupo	alternativoj	prononco
level	post la tagmanĝo	ebéd után	after lunch	grupo	alternativoj	prononco
level	purigi la kuirejon	kitakarítani a konyhát	to clean the kitchen	grupo	alternativoj	prononco
level	kiu purigos la kuirejon?	ki fogja kitakarítani a konyhát?	who will clean the kitchen?	grupo	alternativoj	prononco
level	volas trinki	inni akar	wants to drink	grupo	alternativoj	prononco
level	kion vi volas trinki?	mit akarsz inni	what do you want to drink	grupo	alternativoj	prononco
level	trinki teon	teát inni	to drink tea	grupo	alternativoj	prononco
level	iom da akvo	egy kis vizet	a little of water	grupo	alternativoj	prononco
level	ĉu vi volas nenion?	nem akarsz semmit?	do you want nothing?	grupo	alternativoj	prononco
level	tiel subite	olyan hirtelen	so suddenly	grupo	alternativoj	prononco
level	kial vi decidis ~ ?	miért döntöttél ~ ?	why did you decide ~ ?	grupo	alternativoj	prononco
level	kial vi tiel subite decidis ~ ?	miért döntöttél ilyen hirtelen ~?	why did you decide ~ so suddenly?	grupo	alternativoj	prononco
level	via ĉambro	a szobád	your room	grupo	alternativoj	prononco
level	via ĉambreto	a kis szobád	your little room	grupo	alternativoj	prononco
level	vian ĉambreton	a kis szobádba	to your little room	grupo	alternativoj	prononco
level	renovigi vian ĉambreton	hogy felújítsd a kis szobádat	to renovate your little room	grupo	alternativoj	prononco
level	decidis renovigi vian ĉambreton	úgy döntött, hogy felújítja a kis szobáját	decided to renovate your little room	grupo	alternativoj	prononco
level	al kiu	kinek	to whom	grupo	alternativoj	prononco
level	vi donis ~	~-t adtál	you gave ~	grupo	alternativoj	prononco
level	al kiu vi donis ~ ?	kinek adtál ~ ?	to whom did you give ~ ?	grupo	alternativoj	prononco
level	puraj glasoj	tiszta szemüveg	clean glasses	grupo	alternativoj	prononco
level	vi donis la purajn glasojn	odaadtad a tiszta szemüveget	you gave the clean glasses	grupo	alternativoj	prononco
level	la puraj glasoj por la vino	a tiszta poharakat a borhoz	the clean glasses for the wine	grupo	alternativoj	prononco
level	kontraŭ kiu	aki ellen	against whom	grupo	alternativoj	prononco
level	via sportklubo	a sportklubod	your sports club	grupo	alternativoj	prononco
level	ludas kontraŭ ~	~ ellen játszik	plays against ~	grupo	alternativoj	prononco
level	antaŭ du semajnoj	Két héttel ezelőtt	two weeks ago	grupo	alternativoj	prononco
level	kontraŭ kiu via sportklubo ludis?	ki ellen játszott a sportegyesületed?	who did your sports club play against?	grupo	alternativoj	prononco
level	ĉu vi vidas ~ ?	látod ~ ?	do you see ~ ?	grupo	alternativoj	prononco
level	ĉu vi ofte vidas ~ ?	gyakran látod ~ ?	do you often see ~ ?	grupo	alternativoj	prononco
level	ofte vidas la policiston	gyakran látni a rendőrt	often see the policeman	grupo	alternativoj	prononco
level	tiu, kiu loĝas en ~	aki ~ban lakik	the one who lives in ~	grupo	alternativoj	prononco
level	loĝas en la loĝejo	a szálláson lakik	lives in the lodging place	grupo	alternativoj	prononco
level	la loĝejo super vi	a lakóhely feletted	the dwelling place above you	grupo	alternativoj	prononco
level	vidas la policiston, kiu loĝas en ~	meglátja a rendőrt, aki ~ban lakik	sees the police officer who lives in ~	grupo	alternativoj	prononco
level	plano pri veturado	vezetési terv	driving plan	grupo	alternativoj	prononco
level	volis vojaĝi	utazni akart	wanted to travel	grupo	alternativoj	prononco
level	vojaĝi al alia lando	más országba utazni	to travel to another country	grupo	alternativoj	prononco
level	en libertempo	Szabadidőben	in free time	grupo	alternativoj	prononco
level	ili decidis iri	úgy döntöttek, mennek	they decided to go	grupo	alternativoj	prononco
level	decidis iri al Italio	úgy döntött, hogy Olaszországba megy	decided to go to Italy	grupo	alternativoj	prononco
level	malnovaj urboj	régi városok	old cities	grupo	alternativoj	prononco
level	lando kun malnovaj urboj	egy ország régi városokkal	a country with old cities	grupo	alternativoj	prononco
level	aliaj belaĵoj	egyéb szépségek	other beauties	grupo	alternativoj	prononco
level	kaj aliaj belaĵoj	és egyéb szépségek	and other beauties	grupo	alternativoj	prononco
level	bela lando kun malnovaj urboj kaj aliaj belaĵoj	egy gyönyörű ország régi városokkal és egyéb szépségekkel	a beautiful country with old cities and other beauties	grupo	alternativoj	prononco
level	ili estis feliĉaj	boldogok voltak	they were happy	grupo	alternativoj	prononco
level	kie estas ~ ?	hol van ~?	where is ~ ?	grupo	alternativoj	prononco
level	kie estas mia vestaĵo?	hol vannak a ruháim	where are my clothes	grupo	alternativoj	prononco
level	ŝi demandis ~	kérdezte ~	she asked ~	grupo	alternativoj	prononco
level	ni ne forgesu kunporti ~	ne felejtsünk el hozni ~	let's not forget to bring ~	grupo	alternativoj	prononco
level	kunporti la libron	hogy magával vigye a könyvet	to take the book with you	grupo	alternativoj	prononco
level	libro por lerni Esperanton	egy könyv az eszperantó tanuláshoz	a book to learn Esperanto	grupo	alternativoj	prononco
level	kunporti libron por lerni	könyvet vinni tanulni	to carry a book to learn	grupo	alternativoj	prononco
level	ni povas komenci ~	kezdhetjük ~	we can start ~	grupo	alternativoj	prononco
level	en la vagonaro	a vonaton	in the train	grupo	alternativoj	prononco
level	jam en la vagonaro	már a vonaton	already in the train	grupo	alternativoj	prononco
level	ni nenion faros	nem csinálunk semmit	we won't do anything	grupo	alternativoj	prononco
level	per aŭto	autóval	by car	grupo	alternativoj	prononco
level	ni veturos per ~	~ mellett fogunk elhajtani	we will drive by ~	grupo	alternativoj	prononco
level	veturos per aŭto	autót fog vezetni	will drive a car	grupo	alternativoj	prononco
level	mi havas sekreton	van egy titkom	I have a secret	grupo	alternativoj	prononco
level	mia riĉa onklo	gazdag nagybátyám	my rich uncle	grupo	alternativoj	prononco
level	mia deziro	kívánságom	my wish	grupo	alternativoj	prononco
level	plenumis mian deziron	teljesítette kívánságomat	fulfilled my wish	grupo	alternativoj	prononco
level	donis al ni	adott nekünk	gave us	grupo	alternativoj	prononco
level	sian aŭton	a kocsija	his car	grupo	alternativoj	prononco
level	kaj donis al ni sian aŭton	és nekünk adta az autóját	and gave us his car	grupo	alternativoj	prononco
level	por uzo	használatra	for use	grupo	alternativoj	prononco
level	ĝi staras antaŭ ~	~ előtt áll	it stands before ~	grupo	alternativoj	prononco
level	staras antaŭ la domo	a ház előtt áll	stands in front of the house	grupo	alternativoj	prononco
level	mi devas diri ~	Azt kell mondanom, ~	I have to say ~	grupo	alternativoj	prononco
level	nenion diru	ne mondj semmit	don't say anything	grupo	alternativoj	prononco
level	ni eksidu	üljünk le	let's sit down	grupo	alternativoj	prononco
level	eksidu en la aŭton	Szállj be a kocsiba	get in the car	grupo	alternativoj	prononco
level	veturi al ~	~hoz hajtani	to drive to ~	grupo	alternativoj	prononco
level	kaj veturu al Italio	és Olaszországba vezet	and drive to Italy	grupo	alternativoj	prononco
level	sidis en la aŭto	beült a kocsiba	sat in the car	grupo	alternativoj	prononco
level	ankaŭ la vestaĵoj	a ruhákat is	also the clothes	grupo	alternativoj	prononco
level	~ estis en la aŭto	~ a kocsiban volt	~ was in the car	grupo	alternativoj	prononco
level	ankoraŭ sidadis kaj atendis	még mindig ült és várt	still sat and waited	grupo	alternativoj	prononco
level	sed li atendis	de várt	but he waited	grupo	alternativoj	prononco
level	kial ni ne ~ ?	miért nem ~ ?	why don't we ~ ?	grupo	alternativoj	prononco
level	kial ni ne ekveturas?	miért nem kezdünk el vezetni?	why don't we start driving?	grupo	alternativoj	prononco
level	ankaŭ mi havas ~	Nekem is van ~	I have ~ too	grupo	alternativoj	prononco
level	veturigus la aŭton	vezetné az autót	would drive the car	grupo	alternativoj	prononco
level	sed mi ne scias ~	de nem tudom ~	but I don't know ~	grupo	alternativoj	prononco
level	mi neniam lernis tion	Ezt sosem tanultam	I never learned that	grupo	alternativoj	prononco
level	mi kredus ~	~ hinném	I would believe ~	grupo	alternativoj	prononco
level	se mi estus sana	ha egészséges lennék	if I were healthy	grupo	alternativoj	prononco
level	mi estus tre feliĉa	nagyon örülnék	I would be very happy	grupo	alternativoj	prononco
level	kvazaŭ vi estus riĉulo	mintha gazdag lennél	as if you were rich	grupo	alternativoj	prononco
level	vi sidas tie kvazaŭ vi estus riĉulo	úgy ülsz ott, mintha gazdag ember lennél	you sit there as if you were a rich man	grupo	alternativoj	prononco
level	kvazaŭa lernejo	állítólagos iskola	alleged school	grupo	alternativoj	prononco
level	kvazaŭ riĉulo	mint egy gazdag ember	like a rich man	grupo	alternativoj	prononco
level	vi sidas tie kvazaŭ riĉulo	úgy ülsz ott, mint egy gazdag ember	you sit there like a rich man	grupo	alternativoj	prononco
level	tiom da mono	olyan sok pénz	so much money	grupo	alternativoj	prononco
level	tiom da mono kiom da ideoj	annyi pénz, mint ötlet	as much money as ideas	grupo	alternativoj	prononco
level	se mi havus tiom da mono	ha lenne annyi pénzem	if I had that much money	grupo	alternativoj	prononco
level	mi vojaĝadus	utaznék	I would travel	grupo	alternativoj	prononco
level	ĉirkaŭ la mondo	a világ körül	around the world	grupo	alternativoj	prononco
level	en ĉiu vortaro	minden szótárban	in every dictionary	grupo	alternativoj	prononco
level	mankas io	valami hiányzik	something is missing	grupo	alternativoj	prononco
level	mankas kelkaj vortoj	néhány szó hiányzik	some words are missing	grupo	alternativoj	prononco
level	homo, kiu longe parolis	egy férfi, aki hosszan beszélt	a man who spoke at length	grupo	alternativoj	prononco
level	ĉe la manĝotablo	az étkezőasztalnál	at the dining table	grupo	alternativoj	prononco
level	homo, kiu rakontas, restos malsata	aki elmondja, az éhes marad	a person who tells will remain hungry	grupo	alternativoj	prononco
level	rakontadas ĉe la manĝo tablo	folyton mesél az étkezőasztalnál	keeps telling at the dining table	grupo	alternativoj	prononco
level	li devis atenti ~	~ra kellett figyelnie	he had to pay attention to ~	grupo	alternativoj	prononco
level	ne rajtis ~	nem engedték, hogy ~	was not allowed to ~	grupo	alternativoj	prononco
level	rajtis resti	engedték, hogy maradjon	was allowed to stay	grupo	alternativoj	prononco
level	ne rajtis longe resti	nem engedték sokáig maradni	was not allowed to stay long	grupo	alternativoj	prononco
level	resti ekstere en pluvo	kint maradni az esőben	to stay out in the rain	grupo	alternativoj	prononco
level	tial li malvarmumis	ezért megfázott	that's why he caught a cold	grupo	alternativoj	prononco
level	li havas sian klaran ideon	megvan a maga világos elképzelése	he has his own clear idea	grupo	alternativoj	prononco
level	sed li kredos ĉion	de mindent el fog hinni	but he will believe everything	grupo	alternativoj	prononco
level	ĉion, kion vi diros	akármit mondasz	whatever you say	grupo	alternativoj	prononco
level	kvazaŭ vi estus lia edzino	mintha a felesége lennél	as if you were his wife	grupo	alternativoj	prononco
level	viaj gepatroj	a szüleid	your parents	grupo	alternativoj	prononco
level	ĝojigi viajn gepatrojn	hogy boldoggá tegye a szüleit	to make your parents happy	grupo	alternativoj	prononco
level	kio povus ĝojigi ~ ?	mi lenne szíves ~ ?	what could please ~ ?	grupo	alternativoj	prononco
level	kio povus plej ĝojigi viajn gepatrojn?	mi tehetné a szüleidet a legjobban boldoggá?	what could make your parents the most happy?	grupo	alternativoj	prononco
level	post la lernado	a tanulás után	after the learning	grupo	alternativoj	prononco
level	almenaŭ post la lernado	legalábbis a tanulás után	at least after the learning	grupo	alternativoj	prononco
level	en la urbocentron	a városközpontba	into the city center	grupo	alternativoj	prononco
level	se vi irus kun mi	ha velem mennél	if you would go with me	grupo	alternativoj	prononco
level	se vi irus kun mi en la urbocentron	ha elmennél velem a belvárosba	if you would go downtown with me	grupo	alternativoj	prononco
level	kien vi dezirus vojaĝi?	hova szeretnél utazni?	where would you like to travel?	grupo	alternativoj	prononco
level	se vi havus ~	ha lenne ~	if you had ~	grupo	alternativoj	prononco
level	sufiĉe da mono	elég pénz	enough money	grupo	alternativoj	prononco
level	se vi havus sufiĉe da mono kaj tempo	ha lenne elég pénzed és temp	if you had enough money and temp	grupo	alternativoj	prononco
