B.lv content.tsv
Level	Esperanto	lv	en-us	Grupo	Alternativoj	Pronoco
level	karesi, karesa nomo, karesnomo	glāstīt, glāstošs vārds, iesauka	to caress, caressing name, nickname	grupo	alternativoj	prononco
level	per -ĉjo aŭ -njo eblas krei karesnomojn en Esperanto	ar -ĉjo vai -njo ir iespējams izveidot segvārdus esperanto valodā	with -ĉjo or -njo, it is possible to create nicknames in Esperanto	grupo	alternativoj	prononco
level	ha, jes, mi iam legis pri tio	ak, jā, es reiz par to lasīju	ah, yes, I once read about it	grupo	alternativoj	prononco
level	kaj vi do estus Injo?	un tad tu būtu Injo?	and then you would be Injo?	grupo	alternativoj	prononco
level	se vi volas iri tien	ja gribi ej tur	if you want go there	grupo	alternativoj	prononco
level	kioma horo estas nun?	cik ir pulkstens?	what time is it now?	grupo	alternativoj	prononco
level	jam estas kvin minutoj antaŭ la deka	ir jau piecas minūtes līdz desmit	it's already five minutes to ten	grupo	alternativoj	prononco
level	kvin minutoj antaŭ la deka, aŭ naŭa kvindek kvin	piecas minūtes pirms desmit vai deviņiem piecdesmit pieciem	five minutes before ten, or nine fifty-five	grupo	alternativoj	prononco
level	trafis aŭ maltrafis?	trāpīja vai netrāpīja?	hit or missed?	grupo	alternativoj	prononco
level	vi maltrafis la matenmanĝon	tu nokavēji brokastis	you missed breakfast	grupo	alternativoj	prononco
level	o, fek!	ak, sūds!	oh, shit!	grupo	alternativoj	prononco
level	ĉu vi estas sata?	vai esi apmierināts ?	are you satisfied ?	grupo	alternativoj	prononco
level	kaj mi kiu estas ege malsata	un es, kas esmu ārkārtīgi izsalcis	and I who am extremely hungry	grupo	alternativoj	prononco
level	se vi hastos	ja tu pasteidzies	if you hurry	grupo	alternativoj	prononco
level	povas almenaŭ trafi la malfermon	var vismaz trāpīt atvērumā	can at least hit the opening	grupo	alternativoj	prononco
level	la malfermo de la kongreso	kongresa atklāšana	the opening of the congress	grupo	alternativoj	prononco
level	vi povas almenaŭ trafi la malfermon de la kongreso	var vismaz trāpīt uz konvencijas atklāšanu	you can at least hit the opening of the convention	grupo	alternativoj	prononco
level	kiam ĝi estos?	kad tas būs?	when will it be?	grupo	alternativoj	prononco
level	je kvarono post la deka	ceturtdaļvienpadsmitos	at a quarter past ten	grupo	alternativoj	prononco
level	ĝi daŭros horon	tas ilgs stundu	it will last an hour	grupo	alternativoj	prononco
level	kaj je la dek dua eblos manĝi	un divpadsmitos varēs ēst	and at twelve it will be possible to eat	grupo	alternativoj	prononco
level	bele mi antaŭĝojas	skaisti es to gaidu	beautifully I'm looking forward to it	grupo	alternativoj	prononco
level	diru, kio okazas dum la malfermo?	Pastāsti man, kas notiek atklāšanas laikā?	tell me, what happens during the opening?	grupo	alternativoj	prononco
level	ĉu ĝi estas vizitinda entute?	vai vispār ir vērts apmeklēt?	is it worth visiting at all?	grupo	alternativoj	prononco
level	laŭ mi jes	manuprāt jā	in my opinion yes	grupo	alternativoj	prononco
level	kutime ĝi ne estas tre vigla	parasti tas nav īpaši dzīvs	usually it is not very lively	grupo	alternativoj	prononco
level	sed por vi, kiel "novulo"	bet tev kā 'iesācējam'	but for you as a 'rookie'	grupo	alternativoj	prononco
level	povus esti interese ĉeesti ĝin	varētu būt interesanti to apmeklēt	it might be interesting to attend it	grupo	alternativoj	prononco
level	mi supozas ke ~	Es domāju, ka ~	I guess that ~	grupo	alternativoj	prononco
level	la prezidanto de TEJO diros kelkajn vortojn	TEJO prezidents teiks dažus vārdus	the president of TEJO will say a few words	grupo	alternativoj	prononco
level	la temon de la kongreso	kongresa tēma	the theme of the congress	grupo	alternativoj	prononco
level	ŝajnas, verŝajne	šķiet, droši vien	it seems, probably	grupo	alternativoj	prononco
level	iu de LKK verŝajne prezentos la temon de la kongreso	kāds no LKK laikam prezentēs kongresa tēmu	someone from LKK will probably present the topic of the congress	grupo	alternativoj	prononco
level	ĉiu IJK havas sian temon	katram IJK ir sava tēma	each IJK has its theme	grupo	alternativoj	prononco
level	mi esperas ke estos iom da muziko ankaŭ	Ceru, ka būs arī kāda mūzika	I hope there will be some music as well	grupo	alternativoj	prononco
level	bone, kie ĝi okazos?	nu kur tas notiks?	well, where will it take place?	grupo	alternativoj	prononco
level	en la granda prelegejo	lielajā lekciju zālē	in the great lecture hall	grupo	alternativoj	prononco
level	kiel trovi tiun?	kā to atrast?	how to find that?	grupo	alternativoj	prononco
level	kiam vi eliras tiun ĉi ejon	kad pametat šo vietu	when you leave this place	grupo	alternativoj	prononco
level	iru dekstren ĝis la fino de la konstruaĵo	ejiet tieši uz ēkas galu	go right to the end of the building	grupo	alternativoj	prononco
level	dum eble 100 metroj	uz varbūt 100 metriem	for maybe 100 meters	grupo	alternativoj	prononco
level	dekstren denove, rekten dum eble 100 metroj	atkal pa labi, taisni varbūt 100 metrus	right again, straight for maybe 100 meters	grupo	alternativoj	prononco
level	kaj estas flava domo	un tur ir dzeltena māja	and there is a yellow house	grupo	alternativoj	prononco
level	je la maldekstra flanko de la vojo	ceļa kreisajā pusē	on the left side of the road	grupo	alternativoj	prononco
level	ŝildoj pri ĉiuj ejoj de IJK	zīmes par visām IJK vietnēm	signs about all IJK sites	grupo	alternativoj	prononco
level	en ĝi, vi trovos ŝildojn pri ĉiuj ejoj de IJK	tajā atradīsit zīmes par visām IJK vietnēm	in it, you will find signs about all IJK sites	grupo	alternativoj	prononco
level	mi sendos mesaĝon per poŝtelefono	Nosūtīšu ziņu pa mobilo	I will send a message by mobile phone	grupo	alternativoj	prononco
level	se mi ne trovos	ja es to neatradīšu	if I don't find it	grupo	alternativoj	prononco
level	ha, bona ideo, ĝis tie!	o, laba ideja, tiekamies tur augšā!	oh, good idea, see you up there!	grupo	alternativoj	prononco
level	en la prelegejo	lekciju zālē	in the lecture hall	grupo	alternativoj	prononco
level	gardanĝeloj? ĉu vi ŝercas?	sargeņģeļi? tu joko?	guardian angels? are you kidding?	grupo	alternativoj	prononco
level	prezidanto de TEJO	TEJO prezidents	president of TEJO	grupo	alternativoj	prononco
level	fine mi deziras al vi ĉiuj amuzan semajnon	beidzot novēlu jums visiem jautru nedēļu	finally I wish you all a fun week	grupo	alternativoj	prononco
level	laŭ la lastaj informoj	saskaņā ar jaunāko informāciju	according to the latest information	grupo	alternativoj	prononco
level	ni estas 423 ĉi tie de 38 landoj	mēs šeit esam 423 no 38 valstīm	we are 423 here from 38 countries	grupo	alternativoj	prononco
level	mi deziras fruktodonan kaj amuzegan IJK-semajnon	Es novēlu jums auglīgu un jautru IJK nedēļu	I wish you a fruitful and great fun IJK week	grupo	alternativoj	prononco
level	koran bonvenon nome de la TEJO-estraro	sirsnīgi sveicam TEJO valdes vārdā	a warm welcome, on behalf of the TEJO board	grupo	alternativoj	prononco
level	post granda aplaŭdo	pēc lieliem aplausiem	after a big round of applause	grupo	alternativoj	prononco
level	ĉu vi sukcesis resti veka?	vai tev izdevās palikt nomodā?	did you manage to stay awake?	grupo	alternativoj	prononco
level	jes, ĉefe pro mia malsato	jā, galvenokārt mana izsalkuma dēļ	yes, mainly because of my hunger	grupo	alternativoj	prononco
level	ne, mi ŝercas, estis interese aŭdi	nē, es jokoju. bija interesanti dzirdēt	no, I'm kidding. it was interesting to hear	grupo	alternativoj	prononco
level	estis interese aŭdi iom pri la agado	bija interesanti dzirdēt mazliet par aktivitāti	was interesting to hear a little about the activity	grupo	alternativoj	prononco
level	aŭdi pri la agado kaj strukturo de la movado	dzirdēt par kustības darbību un struktūru	to hear about the activity and structure of the movement	grupo	alternativoj	prononco
level	TEJO-kunsido interesos vin	TEJO sesija jūs ieinteresēs	a TEJO session will interest you	grupo	alternativoj	prononco
level	eble iu el la TEJO-kunsidoj povas interesi vin	varbūt kāda no TEJO sesijām tev var būt interesanta	maybe some of the TEJO sessions may be interesting to you	grupo	alternativoj	prononco
level	jes eble	Jā, varbūt	yes maybe	grupo	alternativoj	prononco
level	mi provos	ES mēģināšu	I will try	grupo	alternativoj	prononco
level	provos ĉeesti	mēģinās apmeklēt	will try to attend	grupo	alternativoj	prononco
level	mi provos ĉeesti	Centīšos apmeklēt	I will try to attend	grupo	alternativoj	prononco
level	ĉeesti unu	apmeklēt vienu	to attend one	grupo	alternativoj	prononco
level	ĉeesti por vidi	apmeklēt, lai redzētu	attend to see	grupo	alternativoj	prononco
level	iun tagon	vienu dienu (kādu dienu)	one day (someday)	grupo	alternativoj	prononco
level	mi provos iun tagon	Es kādu dienu mēģināšu	I will try one day	grupo	alternativoj	prononco
level	iun tagon ĉeesti	viena diena, lai piedalītos	one day to attend	grupo	alternativoj	prononco
level	ĉeesti iun tagon por vidi	kādreiz apmeklēt, lai redzētu	attend someday to see	grupo	alternativoj	prononco
level	mi provos iun tagon ĉeesti unu por vidi	Es mēģināšu kādu dienu apmeklēt vienu, lai redzētu	I will try one day to attend one to see	grupo	alternativoj	prononco
level	kio estas tio?	kas tas ir?	what is that?	grupo	alternativoj	prononco
level	kio estas tio pri ~	kas tas par ~	what is that about ~	grupo	alternativoj	prononco
level	gard-anĝelo	sargeņģelis	a guard angel	grupo	alternativoj	prononco
level	tio pri "gardanĝelo"	tas par &quot;sargeņģeli&quot;	that about "guard angel"	grupo	alternativoj	prononco
level	sed kio estas	bet kas ir	but what is	grupo	alternativoj	prononco
level	sed kio estas tio pri "gardanĝelo"?	bet kas tas par &quot;sargeņģeli&quot;?	but what is that about a "guardian angel"?	grupo	alternativoj	prononco
level	ĉu ŝerco?	joks?	a joke?	grupo	alternativoj	prononco
level	ĉu malbona ŝerco?	slikts joks?	a bad joke?	grupo	alternativoj	prononco
level	malbona ŝerco	slikts joks	bad joke	grupo	alternativoj	prononco
level	iu ŝerco	kāds joks	some joke	grupo	alternativoj	prononco
level	iu malbona ŝerco	kāds slikts joks	some bad joke	grupo	alternativoj	prononco
level	ĉu iu malbona ŝerco?	(tas ir) kāds slikts joks?	(is that) some bad joke?	grupo	alternativoj	prononco
level	mi ŝercas	ES jokoju	I'm joking	grupo	alternativoj	prononco
level	ne, mi ŝercas	nē, es jokoju	no, I'm kidding	grupo	alternativoj	prononco
level	estis interese aŭdi	bija interesanti dzirdēt	it was interesting to hear	grupo	alternativoj	prononco
level	kiel kontakti ~	kā sazināties ar ~	how to contact ~	grupo	alternativoj	prononco
level	kaj kiel kontakti tiujn anĝelojn?	un kā ar tiem eņģeļiem sazināties?	and how to contact those angels?	grupo	alternativoj	prononco
level	per iu IJK-preĝo eble	ar kādu IJK lūgšanu varbūt	with some IJK prayer maybe	grupo	alternativoj	prononco
level	provu! se ne funkcias vi povas iri al ~	Pamēģini! ja tas nedarbojas, varat doties uz ~	try it! if it doesn't work you can go to ~	grupo	alternativoj	prononco
level	vi povas iri al la ĉambro "La ĉielo" post la tagmanĝo	pēc pusdienām varat doties uz istabu &quot;Debesis&quot;.	you can go to the room "The sky" after lunch	grupo	alternativoj	prononco
level	bonege, unue manĝo, poste ĉielen	lieliski, vispirms ēdiens, tad debesis	great, first food, then heaven	grupo	alternativoj	prononco
level	unue manĝo, poste ĉielen al la anĝelinoj	vispirms ēdiens, tad debesīs eņģeļiem	first food, then in the sky to the angels	grupo	alternativoj	prononco
level	maltro da manĝo	#REF!	#REF!	grupo	alternativoj	prononco
level	post iom maltro da manĝo	pēc nedaudz mazāk pārtikas	after a little less food	grupo	alternativoj	prononco
level	Kabe iras al la ĉambro "La ĉielo"	Kabe dodas uz istabu &quot;debesis&quot;	Kabe goes to the room "the sky"	grupo	alternativoj	prononco
level	saluton. ĉu estas via unua IJK?	sveiki, vai tas ir jūsu pirmais IJK?	hello, is it your first IJK?	grupo	alternativoj	prononco
level	bone. mi tre ĝojas. mi estas Jesi	labi. Es esmu ļoti priecīgs. Es esmu Džesija	ok. I am very glad. I'm Jesi	grupo	alternativoj	prononco
level	kaj tiu ĉi estas jam mia sesa IJK	un šis ir mans jau sestais IJK	and this is already my sixth IJK	grupo	alternativoj	prononco
level	jen estas papero kun kelkaj demandoj	šeit ir papīrs ar dažiem jautājumiem	here is a paper with some questions	grupo	alternativoj	prononco
level	papero kun demandoj kaj taskoj	papīrs ar jautājumiem un uzdevumiem	paper with questions and tasks	grupo	alternativoj	prononco
level	kelkaj demandoj kaj taskoj rilate al la kongreso	daži ar kongresu saistīti jautājumi un uzdevumi	some questions and tasks related to the congress	grupo	alternativoj	prononco
level	vi provu solvi ilin	jūs mēģināt tos atrisināt	you try to solve them	grupo	alternativoj	prononco
level	mi proponas ke vi provu solvi ilin	Iesaku mēģināt tās atrisināt	I suggest you try to solve them	grupo	alternativoj	prononco
level	kun Ana de Pollando, Boris de Germanio kaj Nacuko de Japanio	ar Anu no Polijas, Borisu no Vācijas un Natsuko no Japānas	with Ana from Poland, Boris from Germany and Natsuko from Japan	grupo	alternativoj	prononco
level	nur voku min se vi bezonos helpon	vienkārši zvaniet man, ja jums nepieciešama palīdzība	just call me if you need help	grupo	alternativoj	prononco
level	poste en la libroservo	vēlāk grāmatu servisā	later in the book service	grupo	alternativoj	prononco
level	kiel do estis en la ĉielo?	nu kā tur bija debesīs?	so how was it in heaven?	grupo	alternativoj	prononco
level	mi fakte renkontis veran anĝelinon!	Es tiešām satiku īstu eņģeli!	I actually met a real angel!	grupo	alternativoj	prononco
level	ĉielece, mi pensas ke mi fakte renkontis veran anĝelinon!	Debesu, es domāju, ka es satiku īstu eņģeli!	heavenly, I think I actually met a real angel!	grupo	alternativoj	prononco
level	mirinde bela kaj afabla ŝi estis	viņa bija pārsteidzoši skaista un laipna	she was amazingly beautiful and kind	grupo	alternativoj	prononco
level	ho, Dio mia! kaj kio estas ŝia nomo?	ak dievs! un kā viņu sauc?	oh my god! and what is her name?	grupo	alternativoj	prononco
level	aj, mi jam forgesis!	ak, es jau aizmirsu!	oh, I already forgot!	grupo	alternativoj	prononco
level	pli kaj pli ebriiĝas	arvien vairāk piedzeras	more and more gets drunk	grupo	alternativoj	prononco
level	en la trinkejo, Kabe pli kaj pli ebriiĝas	bārā Kabe piedzeras arvien vairāk	in the bar, Kabe gets more and more drunk	grupo	alternativoj	prononco
level	ĉu ankaŭ la trinkejestro?	vai bārmenis arī ir?	is the bartender too?	grupo	alternativoj	prononco
level	unu bieron mi petas	vienu alu lūdzu	one beer please	grupo	alternativoj	prononco
level	ĝi kostas 1 eŭron	tas maksā 1 eiro	it costs 1 euro	grupo	alternativoj	prononco
level	ĉu vi ŝatus ankaŭ ion alian?	vai tu arī gribētu kaut ko citu?	would you like something else too?	grupo	alternativoj	prononco
level	ne dankon, biero sufiĉas por mi	nē paldies, man pietiek ar alu	no thanks, beer is enough for me	grupo	alternativoj	prononco
level	ĉu vere? kio pri vodko, labambo kaj inoj?	tiešām? kā ar šņabi, labamba un mātītēm?	really? what about vodka, labamba and females?	grupo	alternativoj	prononco
level	nu, kial ne	nu kāpēc gan ne	well, why not	grupo	alternativoj	prononco
level	laŭdire ĝi estas amuza	saka, ka tas ir jautri	it is said to be fun	grupo	alternativoj	prononco
level	mi ankoraŭ ne dancis labambon, sed laŭdire ĝi estas amuza	Labambu vēl neesmu dejojusi, bet man saka, ka tas ir jautri	I haven't danced the labamba yet, but I'm told it's fun	grupo	alternativoj	prononco
level	dum la kantaĵo "La Bamba" homoj dancas	dziesmas &quot;La Bamba&quot; laikā cilvēki dejo	during the song "La Bamba" people dance	grupo	alternativoj	prononco
level	homoj dancas en granda rondo	cilvēki dejo lielā aplī	people dance in a big circle	grupo	alternativoj	prononco
level	kaj ene de tiu rondo dancas aliaj homoj	un tajā lokā citi cilvēki dejo	and within that circle other people dance	grupo	alternativoj	prononco
level	funkcias tiel ke ~	darbojas tā, ka ~	works so that ~	grupo	alternativoj	prononco
level	funkcias tiel ke homoj dancas en granda rondo	strādā tā, lai cilvēki dejotu lielā aplī	works so that people dance in a big circle	grupo	alternativoj	prononco
level	dancas en granda rondo kaj ene de tiu rondo	dejo lielajā aplī un tā apļa ietvaros	dances in a big circle and within that circle	grupo	alternativoj	prononco
level	homoj dancas kaj dancas aliaj homoj	cilvēki dejo un citi cilvēki dejo	people dance and other people dance	grupo	alternativoj	prononco
level	tiuj dancantaj ene de la rondo	tie, kas dejo aplī	those who dance within the circle	grupo	alternativoj	prononco
level	tiuj dancantoj elektas dancanton de la rondo	tie, kas dejo, izvēlas dejotāju no apļa	those who dance choose a dancer from the circle	grupo	alternativoj	prononco
level	elektas dancanton kaj kisas ŝin aŭ lin	izvēlas dejotāju un noskūpsta viņu vai viņu	chooses a dancer and kisses her or him	grupo	alternativoj	prononco
level	kisas ŝin aŭ lin tri-foje sur la vangoj	noskūpsta viņu vai viņu trīs reizes uz vaigiem	kisses her or him three times on the cheeks	grupo	alternativoj	prononco
level	elektas dancanton kaj kisas sur la vangoj	izvēlas dejotāju un skūpsta uz vaigiem	chooses a dancer and kisses on the cheeks	grupo	alternativoj	prononco
level	elektas dancanton de la rondo kaj kisas	izvēlas dejotāju no apļa un skūpsta	chooses a dancer from the circle and kisses	grupo	alternativoj	prononco
level	poste ili ŝanĝas lokon	tad viņi mainās vietām	then they change places	grupo	alternativoj	prononco
level	kisas, kisanto, kisito, kisonto, kisoto	skūpsti, skūpsts cilvēks, skūpsts cilvēks, cilvēks, kurš skūpstās, cilvēks, kurš tiks skūpstīts	kisses, a kissing person, a kissed person, a person who will kiss, a person who will be kissed	grupo	alternativoj	prononco
level	kaj la kisito iĝas kisonto	un skūpstītais kļūst par cilvēku, kurš skūpstīsies	and the kissed becomes a person who will kiss	grupo	alternativoj	prononco
level	tiuj dancantoj elektas kaj poste ili ŝanĝas lokon	tie dejotāji izvēlas un tad maina vietas	those dancers choose and then they change places	grupo	alternativoj	prononco
level	la kisinto nun estas kisoto	cilvēks, kurš skūpstījās, tagad ir cilvēks, kurš tiks skūpstīts	the person who kissed is now a person who will be kissed	grupo	alternativoj	prononco
level	tre facile, ĉu ne?	ļoti viegli, vai ne?	very easy, right?	grupo	alternativoj	prononco
level	nu, mi esperas ke estas ~	nu, es ceru, ka tas ir ~	well, I hope it is ~	grupo	alternativoj	prononco
level	pli facile en la praktiko	praksē vieglāk	more easily in practice	grupo	alternativoj	prononco
level	esperas ke estas pli facile	ceru, ka būs vieglāk	hopes it's easier	grupo	alternativoj	prononco
level	estas pli facile en la praktiko	praksē ir vieglāk	it's easier in practice	grupo	alternativoj	prononco
level	mi provos iam	Es kādreiz pamēģināšu	I will try sometime	grupo	alternativoj	prononco
level	sed unue la bieron!	bet vispirms alus!	but first the beer!	grupo	alternativoj	prononco
level	mi provos iam, sed unue la bieron!	Vienu dienu pamēģināšu, bet vispirms alus!	I'll try one day, but first the beer!	grupo	alternativoj	prononco
level	saĝa knabo	gudrs zēns	a smart boy	grupo	alternativoj	prononco
level	vi, kiu konas preskaŭ ĉiujn	jūs, kas pazīstat gandrīz visus	you who know almost everyone	grupo	alternativoj	prononco
level	konas preskaŭ ĉiujn ĉi tie	pazīst gandrīz visus šeit esošos	knows almost everyone here	grupo	alternativoj	prononco
level	ĉu vi scias kiu estas la knabino	tu zini kas ir meitene?	do you know who the girl is?	grupo	alternativoj	prononco
level	la knabino kiu kunordigis	meitene, kas koordinēja	the girl who coordinated	grupo	alternativoj	prononco
level	la knabino kiu kunordigis la ’gardanĝelojn’	meitene, kas koordinēja &quot;sargeņģeļus&quot;	the girl who coordinated the 'guardian angels'	grupo	alternativoj	prononco
level	vi verŝajne pensas pri Jesi	tu droši vien domā par Džesiju	you are probably thinking of Jesi	grupo	alternativoj	prononco
level	jes, ĝuste!	Jā, tieši tā!	yes, that's right!	grupo	alternativoj	prononco
level	mi memoras ke mi aŭdis	Atceros, ka dzirdēju	I remember that I heard	grupo	alternativoj	prononco
level	nun mi memoras ke ~	tagad es atceros, ka ~	now I remember that ~	grupo	alternativoj	prononco
level	memoras ke mi aŭdis ŝian nomon	atceries, ka dzirdēju viņas vārdu	remember that I heard her name	grupo	alternativoj	prononco
level	laŭ mi	pēc manām domām	in my opinion	grupo	alternativoj	prononco
level	ŝi estas stranga persono	viņa ir dīvains cilvēks	she is a strange person	grupo	alternativoj	prononco
level	laŭ mi ŝi estas stranga persono	manuprāt viņa ir dīvains cilvēks	in my opinion she is a strange person	grupo	alternativoj	prononco
level	tute ne trinkas bieron	alu nedzer vispār	doesn't drink beer at all	grupo	alternativoj	prononco
level	kaj ne manĝas viandon	un gaļu neēd	and does not eat meat	grupo	alternativoj	prononco
level	ŝajnas ke ~	šķiet, ka ~	it seems that ~	grupo	alternativoj	prononco
level	ŝia sola intereso estas ~	viņas vienīgā interese ir ~	her only interest is ~	grupo	alternativoj	prononco
level	sola intereso estas Esperanto-agado	vienīgā interese ir esperanto darbība	only interest is Esperanto activity	grupo	alternativoj	prononco
level	ŝajnas ke ŝia sola intereso estas Esperanto	šķiet, ka viņas vienīgā interese ir esperanto	it seems that her only interest is Esperanto	grupo	alternativoj	prononco
level	sed ŝi estas tre bela	bet viņa ir ļoti skaista	but she is very beautiful	grupo	alternativoj	prononco
level	estas tre bela kaj afabla	ir ļoti skaista un laipna	is very beautiful and kind	grupo	alternativoj	prononco
level	tre bela kaj afabla laŭ mi	ļoti jauki un laipni manuprāt	very nice and kind in my opinion	grupo	alternativoj	prononco
level	eble vi pravas	varbūt tev taisnība	maybe you are right	grupo	alternativoj	prononco
level	eble vi pravas pri tio	varbūt tev ir taisnība šajā jautājumā	maybe you are right about that	grupo	alternativoj	prononco
level	preskaŭ neniam estas en la trinkejo	gandrīz nekad nav bārā	is almost never in the bar	grupo	alternativoj	prononco
level	ŝi preskaŭ neniam estas ~	viņa gandrīz nekad nav ~	she is almost never ~	grupo	alternativoj	prononco
level	ne renkontas ŝin ofte	nesatiek viņu bieži	don't meet her often	grupo	alternativoj	prononco
level	mi ne renkontas ofte	Es nesatiekos bieži	I don't meet often	grupo	alternativoj	prononco
level	kaj do mi ne renkontas ŝin ofte	un tāpēc es viņu bieži nesatieku	and so I don't meet her often	grupo	alternativoj	prononco
level	fajfas pri tiaj homoj	svilpo par tādiem cilvēkiem	whistles about such people	grupo	alternativoj	prononco
level	fakte, mi tute fajfas	patiesībā es pilnīgi svilpoju	in fact, I'm totally whistling	grupo	alternativoj	prononco
level	mi komprenas ~	Es saprotu ~	I understand ~	grupo	alternativoj	prononco
level	tiel parolas vera trinkejestro	tā runā īsts bārmenis	that's how a real bartender talks	grupo	alternativoj	prononco
level	prave. je via sano!	pareizi, tāpēc uz jūsu veselību!	rightly, so to your health!	grupo	alternativoj	prononco
level	je via sano! ho, bonega biero	Tavai veselībai! o, lielisks alus	to your health! oh, great beer	grupo	alternativoj	prononco
level	kompreneble. estis ja mi kiu elektis ĝin	protams, es biju tas, kurš to izvēlējās	of course, I was the one who chose it	grupo	alternativoj	prononco
level	ĉu vi havas ideon?	tev ir kāda ideja?	do you have any idea?	grupo	alternativoj	prononco
level	kie eblus trovi tiun strangan knabinon?	kur būtu iespējams atrast to dīvaino meiteni?	where would it be possible to find that strange girl?	grupo	alternativoj	prononco
level	trovi tiun strangan sed tre belan knabinon	atrast to dīvaino, bet ļoti skaisto meiteni	to find that strange but very beautiful girl	grupo	alternativoj	prononco
level	ideo kie eblus trovi ~	ideja, kur to varētu atrast ~	idea where it could be found ~	grupo	alternativoj	prononco
level	havas ideon kie eblus trovi ~	ir ideja, kur būtu iespējams atrast ~	has an idea where it would be possible to find ~	grupo	alternativoj	prononco
level	tutcerte en la Gufujo	noteikti tējas mazgātavā (Owlery)	definitely in the tea launge(Owlery)	grupo	alternativoj	prononco
level	tiaj homoj konstante sidas	tādi cilvēki pastāvīgi sēž	such people are constantly sitting	grupo	alternativoj	prononco
level	konstante sidas tie teumante	pastāvīgi sēž un dzer tēju	is constantly sitting there drinking tea	grupo	alternativoj	prononco
level	kia teda vivo!	cik garlaicīga dzīve!	what a tedious life!	grupo	alternativoj	prononco
level	Gufujo, estas trankvila ejo	tējas mazgātava (Owlery) ir klusa vieta	the tea launge(Owlery), is a quiet place	grupo	alternativoj	prononco
level	trankvila ejo kie eblas trinki teon	klusa vieta, kur var iedzert tēju	a quiet place where you can drink tea	grupo	alternativoj	prononco
level	trinki teon, babili, aŭskulti trankvilan muzikon	dzert tēju, tērzēt, klausīties klusu mūziku	drink tea, chat, listen to quiet music	grupo	alternativoj	prononco
level	aŭskulti trankvilan muzikon kaj simile	klausoties klusu mūziku un tamlīdzīgi	listening to quiet music and the like	grupo	alternativoj	prononco
level	vi trovos ĝin fine de la koridoro	jūs to atradīsit gaiteņa galā	you will find it at the end of the corridor	grupo	alternativoj	prononco
level	fine de la koridoro ekster la trinkejo	gaiteņa galā ārpus bāra	at the end of the corridor outside the bar	grupo	alternativoj	prononco
level	vi ne povas porti vian bieron	tu nevari nest savu alu	you can't carry your beer	grupo	alternativoj	prononco
level	porti vian bieron tien	ved savu alu tur	take your beer there	grupo	alternativoj	prononco
level	sed vi ne povas porti vian bieron tien	bet savu alu tur nevar vest	but you can't take your beer there	grupo	alternativoj	prononco
level	vere estas ujo de gufoj!	tā tiešām ir vieta pūcēm!	it really is a place for owls!	grupo	alternativoj	prononco
level	al la dancejo unue	vispirms uz deju grīdu	to the dance floor first	grupo	alternativoj	prononco
level	eble mi iru unue	varbūt man jāiet pirmajam	maybe I should go first	grupo	alternativoj	prononco
level	mi iru al la dancejo unue	ļaujiet man vispirms doties uz deju grīdu	let me go to the dance floor first	grupo	alternativoj	prononco
level	la venonta persono!	nākamais cilvēks!	next person!	grupo	alternativoj	prononco
level	kion vi volas kara?	ko tu vēlies dārgais	what do you want dear	grupo	alternativoj	prononco
level	ĉu estas libera loko?	vai ir kāda brīva vieta?	is there a free place?	grupo	alternativoj	prononco
level	jes, certe	Jā protams	yes, for sure	grupo	alternativoj	prononco
level	tre agrable ĉi tie	ļoti jauki šeit	very nice here	grupo	alternativoj	prononco
level	ĉi tie en la gufujo	šeit, tējas mazgātavā (pūce)	here in the tea launge(owlery)	grupo	alternativoj	prononco
level	mi bezonas iom da trankvilo	Man vajag kādu mieru	I need some tranquility	grupo	alternativoj	prononco
level	post tre streĉa tago	pēc ļoti saspringtas dienas	after a very stressful day	grupo	alternativoj	prononco
level	trankvilo post streĉa tago	miers pēc saspringtas dienas	tranquility after a stressful day	grupo	alternativoj	prononco
level	la etoso en gufujo	atmosfēra tējas mazgāšanā (pūce)	the atmosphere in a tea launge(owlery)	grupo	alternativoj	prononco
level	~ estas tre bona kontrasto	~ ir ļoti labs kontrasts	~ is a very good contrast	grupo	alternativoj	prononco
level	kontrasto al la aliaj okazaĵoj	kontrasts ar citiem notikumiem	contrast to the other events	grupo	alternativoj	prononco
level	la aliaj okazaĵoj dum IJK	citi notikumi IJK laikā	the other events during IJK	grupo	alternativoj	prononco
level	la etoso estas kontrasto al la aliaj okazaĵoj	atmosfēra ir pretstats citiem notikumiem	the atmosphere is a contrast to the other events	grupo	alternativoj	prononco
level	estas tre bona kontrasto, ĉu ne?	tas ir ļoti labs kontrasts, vai ne?	it's a very good contrast, isn't it?	grupo	alternativoj	prononco
level	jes, mallaŭta muziko	jā, maiga mūzika	yes, soft music	grupo	alternativoj	prononco
level	mallaŭta muziko, trankvila babilado	maiga mūzika, klusa saruna	soft music, quiet conversation	grupo	alternativoj	prononco
level	trankvila babilado kaj iu interesa teo	klusa tērzēšana un interesanta tēja	quiet chat and some interesting tea	grupo	alternativoj	prononco
level	perfekte por rehavi fortojn	ideāls spēka atjaunošanai	perfect for regaining strength	grupo	alternativoj	prononco
level	vi ŝajnas ege laca	tu izskaties ļoti noguris	you seem extremely tired	grupo	alternativoj	prononco
level	kion vi faris dum la tuta tago?	ko tu visu dienu darīji?	what did you do all day?	grupo	alternativoj	prononco
level	unue mi faris afiŝon	vispirms es izveidoju ierakstu	first I made a post	grupo	alternativoj	prononco
