C.zh-tw content.tsv
Level	Esperanto	zh-tw	en-us	Grupo	Alternativoj	Pronoco
level	grafo	伯爵，伯爵	a count, an earl	grupo	alternativoj	prononco
level	Alĝerio	阿爾及利亞	Algeria	grupo	alternativoj	prononco
level	instituto	一個研究所	an institute	grupo	alternativoj	prononco
level	rifuĝi	避難	to take refuge	grupo	alternativoj	prononco
level	arda	熱心	ardent	grupo	alternativoj	prononco
level	armeno	亞美尼亞人	an Armenian	grupo	alternativoj	prononco
level	anĝelo	天使	an angel	grupo	alternativoj	prononco
level	konvalo	一朵鈴蘭	a lily of the valley	grupo	alternativoj	prononco
level	egoismo	利己主義，利己主義，自私	egoism, egotism, selfishness	grupo	alternativoj	prononco
level	kinejo	電影院，電影院	a cinema, a movie theater	grupo	alternativoj	prononco
level	rezervita	預訂的	reserved	grupo	alternativoj	prononco
level	kolono	柱子，柱子，柱子	column, a column, a pillar	grupo	alternativoj	prononco
level	deklari	聲明	to declare	grupo	alternativoj	prononco
level	kirurgo	外科醫生(=ĥirurgo)	a surgeon (=ĥirurgo)	grupo	alternativoj	prononco
level	indiferenta	冷漠	indifferent	grupo	alternativoj	prononco
level	trotuaro	人行道，人行道	a sidewalk, a pavement	grupo	alternativoj	prononco
level	prokrasti	拖延，拖延	to procrastinate, to delay	grupo	alternativoj	prononco
level	cikado	蟬	a cicada	grupo	alternativoj	prononco
level	instrumento	一種儀器	an instrument	grupo	alternativoj	prononco
level	cedi	放棄、讓步、讓步	to cede, to yield, to give in	grupo	alternativoj	prononco
level	pretendi	聲稱，假定	to claim, to presume	grupo	alternativoj	prononco
level	egoisto	利己主義者	an egoist	grupo	alternativoj	prononco
level	insisti	去）堅持	to insist	grupo	alternativoj	prononco
level	naiva	幼稚的	naive	grupo	alternativoj	prononco
level	situi	位於，位於	to be located, to be situated	grupo	alternativoj	prononco
level	penetri	滲透	to penetrate	grupo	alternativoj	prononco
level	kapitalo	資本，首都	capital, a capital	grupo	alternativoj	prononco
level	demono	一個惡魔	a demon	grupo	alternativoj	prononco
level	licenco	許可證	a license	grupo	alternativoj	prononco
level	diferenci	區分	to differentiate	grupo	alternativoj	prononco
level	skorpio	一隻蝎子	a scorpion	grupo	alternativoj	prononco
level	sufoki	使窒息，使窒息	to suffocate, to choke	grupo	alternativoj	prononco
level	tordi	扭曲，扭曲	to twist, to contort	grupo	alternativoj	prononco
level	kontanta	用現金	in cash	grupo	alternativoj	prononco
level	ĵuri	發誓	to swear	grupo	alternativoj	prononco
level	apetita	開胃的	appetitizing	grupo	alternativoj	prononco
level	adjektivo	一個形容詞	an adjective	grupo	alternativoj	prononco
level	pluralo	複數	a plural	grupo	alternativoj	prononco
level	aktuala	目前的重要性、話題性、緊急性、相關性	of current importance, topical, urgent, relevant	grupo	alternativoj	prononco
level	gesti	打手勢，打手勢	to gesture, to gesticulate	grupo	alternativoj	prononco
level	felo	毛皮，（動物的，有毛的）皮毛，皮膚	fur, hide (of animal, with hair), skin	grupo	alternativoj	prononco
level	mediti	冥想	to meditate	grupo	alternativoj	prononco
level	kolego	一個同事	a colleague	grupo	alternativoj	prononco
level	amplekso	程度、範圍、大小	extent, scope, magnitude	grupo	alternativoj	prononco
level	kosmetiko	化妝品	cosmetics	grupo	alternativoj	prononco
level	Karlo	查爾斯·卡洛斯	Charles, Carlos	grupo	alternativoj	prononco
level	gluti	吞下	to swallow	grupo	alternativoj	prononco
level	talento	一個人才	a talent	grupo	alternativoj	prononco
level	ĝemelo	一對雙胞胎	a twin	grupo	alternativoj	prononco
level	deca	得體的，適當的，合適的	decent, proper, suitable	grupo	alternativoj	prononco
level	krono	一個皇冠	a crown	grupo	alternativoj	prononco
level	ŝimi	發黴，發黴	to mould, to get moldy	grupo	alternativoj	prononco
level	ŝoforo	一名司機，一名司機	a driver, a chauffeur	grupo	alternativoj	prononco
level	mistero	一個謎	a mystery	grupo	alternativoj	prononco
level	absolute	絕對地	absolutely	grupo	alternativoj	prononco
level	laktuko	生菜	a lettuce	grupo	alternativoj	prononco
level	destini	注定，指定，分配	to destine, to ordain, to allocate	grupo	alternativoj	prononco
level	instigi	煽動，鼓勵	to instigate, to encourage	grupo	alternativoj	prononco
level	heroo	一個英雄	a hero	grupo	alternativoj	prononco
level	ĉaro	一輛戰車，一輛馬車	a chariot, a cart	grupo	alternativoj	prononco
level	vegetalo	一種蔬菜，一種植物	a vegetable, a plant	grupo	alternativoj	prononco
level	adopti	採用	to adopt	grupo	alternativoj	prononco
level	centimetro	一公分	a centimeter	grupo	alternativoj	prononco
level	enuiga	乏味的，古板的	boring, stodgy	grupo	alternativoj	prononco
level	flirti	調情, 顫抖	to flirt, to flutter	grupo	alternativoj	prononco
level	mandato	委託書、匯票	a mandate, a money order	grupo	alternativoj	prononco
level	envii	嫉妒	to envy	grupo	alternativoj	prononco
level	ebria	喝醉了，喝醉了	drunk, inebriated	grupo	alternativoj	prononco
level	sudano	蘇丹	Sudan	grupo	alternativoj	prononco
level	fleksi	扭曲;破戒	to bend	grupo	alternativoj	prononco
level	naŭzi	噁心	to nauseate	grupo	alternativoj	prononco
level	likva	液體	liquid	grupo	alternativoj	prononco
level	kupro	銅	copper	grupo	alternativoj	prononco
level	hoko	一個鉤子	a hook	grupo	alternativoj	prononco
level	pafilo	一把槍	a gun	grupo	alternativoj	prononco
level	filmi	拍電影，拍電影	to film, to shoot a film	grupo	alternativoj	prononco
level	bremso	煞車	a brake	grupo	alternativoj	prononco
level	tereno	校園、地形、地面	a campus, a terrain, a ground	grupo	alternativoj	prononco
level	nigra tabulo	一個黑板	a black board	grupo	alternativoj	prononco
level	foiro	一個公平，一個市場	a fair, a market	grupo	alternativoj	prononco
level	ĉimpanzo	黑猩猩	a chimpanzee	grupo	alternativoj	prononco
level	aktiva	積極的	active	grupo	alternativoj	prononco
level	juvelo	寶石，寶石（=gemo）	a jewel, a gem (=gemo)	grupo	alternativoj	prononco
level	tendumi (kampadi)	去露營	to camp	grupo	alternativoj	prononco
level	malliberejo	一座監獄	a prison	grupo	alternativoj	prononco
level	studprogramo	一個學習計劃	a study program	grupo	alternativoj	prononco
level	avida	貪婪的	greedy	grupo	alternativoj	prononco
level	flari	聞	to smell	grupo	alternativoj	prononco
level	garantii	保證，保證	to guarantee, to warrant	grupo	alternativoj	prononco
level	ĉeno	一條鍊子	a chain	grupo	alternativoj	prononco
level	sekcio	一段	a section	grupo	alternativoj	prononco
level	akuzativo	賓格	an accusative	grupo	alternativoj	prononco
level	kandelo	蠟燭	a candle	grupo	alternativoj	prononco
level	konfirmi	確認	to confirm	grupo	alternativoj	prononco
level	pando	一隻熊貓	a panda	grupo	alternativoj	prononco
level	kultivi	種植（水果、蔬菜）	to cultivate (fruits, vegetables)	grupo	alternativoj	prononco
level	sojlo	門檻，門檻	a sill, a threshold	grupo	alternativoj	prononco
level	lacigi	使精疲力竭，使疲倦，使疲倦	to exhaust, to fatique, to tire	grupo	alternativoj	prononco
level	skribilaro	文具，固定式	witing utensils, stationary	grupo	alternativoj	prononco
level	ĵaluza	嫉妒的	jealous	grupo	alternativoj	prononco
level	kamiono	一輛貨車、一輛貨車、一輛卡車	a camion, a lorry, a truck	grupo	alternativoj	prononco
level	barakti	要奮鬥	to struggle	grupo	alternativoj	prononco
level	svingi	搖擺，搖動	to swing, to shake	grupo	alternativoj	prononco
level	ŝovi	推擠，推動	to shove, to push along	grupo	alternativoj	prononco
level	tendo	帳篷	a tent	grupo	alternativoj	prononco
level	preteksto	藉口，藉口	an excuse, a pretext	grupo	alternativoj	prononco
level	simpatia	富有同情心的	sympathetic	grupo	alternativoj	prononco
level	mino	一個礦井	a mine	grupo	alternativoj	prononco
level	fantazia	極佳的	fantastic	grupo	alternativoj	prononco
level	komika	滑稽的，滑稽的	comic, comical	grupo	alternativoj	prononco
level	kruta	陡	steep	grupo	alternativoj	prononco
level	festeni	赴宴，赴宴	to banquet, to feast	grupo	alternativoj	prononco
level	alergio	過敏	allergy	grupo	alternativoj	prononco
level	juro	一條法律	a law	grupo	alternativoj	prononco
level	ekspozicio	一個展覽，一個博覽會	an exhibition, an exposition	grupo	alternativoj	prononco
level	akordiono	手風琴	an accordion	grupo	alternativoj	prononco
level	sfero	一個球體，一個球體	a sphere, a ball	grupo	alternativoj	prononco
level	almozulo	一個乞丐	a beggar	grupo	alternativoj	prononco
level	maĉi	咀嚼，咀嚼	to masticate, to chew	grupo	alternativoj	prononco
level	virto	一種美德	a virtue	grupo	alternativoj	prononco
level	turmenti	折磨，折磨	to torment, to torture	grupo	alternativoj	prononco
level	anonctabulo	佈告欄	a notice board	grupo	alternativoj	prononco
level	minus	減	minus	grupo	alternativoj	prononco
level	boji	大叫	to bark	grupo	alternativoj	prononco
level	atestilo, atestaĵo	一份證書，一份證明	a certificate, an attestation	grupo	alternativoj	prononco
level	fendo	裂縫、縫隙、裂縫	a split, a slot, a crack	grupo	alternativoj	prononco
level	almozo	施捨，慈善	alms, charity	grupo	alternativoj	prononco
level	havigi	提供、獲得、獲得	to provide with, to get for, to procure	grupo	alternativoj	prononco
level	aŭtografio	親筆簽名，自傳（=aŭtobiografio）	an autography, autobiography (=aŭtobiografio)	grupo	alternativoj	prononco
level	suspekti	懷疑	to suspect	grupo	alternativoj	prononco
level	trezoro	一個寶藏	a treasure	grupo	alternativoj	prononco
level	stango	一根棍子，一根棍子，一根棍子	a rod, a pole, a bar	grupo	alternativoj	prononco
level	balailo	一把掃帚，一把掃地機	a broom, a sweeper	grupo	alternativoj	prononco
level	rekompenco	一種補償，一種獎勵	a compensation, a reward	grupo	alternativoj	prononco
level	kopio	影印本	a copy	grupo	alternativoj	prononco
level	domego	別墅、豪宅、大房子、大樓	a villa, a mansion, a big house, a building	grupo	alternativoj	prononco
level	pasko	復活節	Easter	grupo	alternativoj	prononco
level	Peruo	秘魯	Peru	grupo	alternativoj	prononco
level	menso	頭腦	mind	grupo	alternativoj	prononco
level	eleganta	優雅的	elegant	grupo	alternativoj	prononco
level	ekvadoro	厄瓜多	Ecuador	grupo	alternativoj	prononco
level	barbirejo	美髮沙龍、理髮店	a hairdressing salon, a barbor shop	grupo	alternativoj	prononco
level	bubo	一個無賴、一個臭小子、一個頑童	a knave, a brat, an urchin	grupo	alternativoj	prononco
level	gvineo	幾內亞	Guinea	grupo	alternativoj	prononco
level	civilizi	文明	to civilize	grupo	alternativoj	prononco
level	insulti	侮辱	to insult	grupo	alternativoj	prononco
level	komisiono	一個委員會，一個委員會	a commission, a comittee	grupo	alternativoj	prononco
level	colo	一英吋	an inch	grupo	alternativoj	prononco
level	admoni	勸告、規勸、建議、譴責	to admonish, to exhort, to advice, to censure	grupo	alternativoj	prononco
level	bildkadro	一個相框	a picture frame	grupo	alternativoj	prononco
level	serena	平靜的、平靜的、無憂無慮的	serene, calm, untroubled	grupo	alternativoj	prononco
level	nervo	神經	a nerve	grupo	alternativoj	prononco
level	kuglo	一顆子彈	a bullet	grupo	alternativoj	prononco
level	pilgrimi	去朝聖	to go on a pilgrimage	grupo	alternativoj	prononco
level	kaso	錢箱，錢包，錢箱，保險箱	a cash box, a purse, a money box, coffer	grupo	alternativoj	prononco
level	penti	悔改	to repent	grupo	alternativoj	prononco
level	libano	黎巴嫩	Lebanon	grupo	alternativoj	prononco
level	barelo	一桶	a barrel	grupo	alternativoj	prononco
level	botaniko	植物學	botany	grupo	alternativoj	prononco
level	merkato	市場	a market	grupo	alternativoj	prononco
level	koncerto	一場音樂會	a concert	grupo	alternativoj	prononco
level	projekto	一個專案	a project	grupo	alternativoj	prononco
level	komplimento	一句讚美	a compliment	grupo	alternativoj	prononco
level	cirklo	一個圓，一個圓盤	a circle, a disk	grupo	alternativoj	prononco
level	konjekti	做出推測，猜測	to make a conjecture, to guess	grupo	alternativoj	prononco
level	ĵudo	柔道	judo	grupo	alternativoj	prononco
level	teksto	文字、文字、歌詞	text, a text, a lyric	grupo	alternativoj	prononco
level	konkuri	去競爭，去競爭	to compete, to contend	grupo	alternativoj	prononco
level	rezervo	儲備金	a reserve	grupo	alternativoj	prononco
level	kabineto	一個櫃子	a cabinet	grupo	alternativoj	prononco
level	marĉo	沼澤，沼澤	a marsh, a swamp	grupo	alternativoj	prononco
level	advokato	出庭律師、律師、辯護人	a barrister, a lawyer, an advocate	grupo	alternativoj	prononco
level	ceramiko	陶瓷，陶器	ceramics, pottery	grupo	alternativoj	prononco
level	histerio	歇斯底里、興奮	hysteria, excitement	grupo	alternativoj	prononco
level	golfo	一個海灣	a gulf	grupo	alternativoj	prononco
level	periodo	一個時期，一個時期	period, a period	grupo	alternativoj	prononco
level	etiopo	衣索比亞人	an Ethiopian	grupo	alternativoj	prononco
level	pejzaĝo	風景，風景	landscape, scenary	grupo	alternativoj	prononco
level	psikologo	心理學家	a psychologist	grupo	alternativoj	prononco
level	kverko	一棵橡樹	an oak	grupo	alternativoj	prononco
level	kaprica	反覆無常的,反覆無常的,異想天開的	capricious, fitful, whimsical	grupo	alternativoj	prononco
level	neto	最終副本，公平的副本	a final copy, a fair copy	grupo	alternativoj	prononco
level	kazo	案件、事情、事項	a case, affair, matter	grupo	alternativoj	prononco
level	sveni	昏倒, 昏倒	to faint, to swoon	grupo	alternativoj	prononco
level	rosti	烤	to roast	grupo	alternativoj	prononco
level	bazaro	集市、集市、集市	a bazaar, a market, a fair	grupo	alternativoj	prononco
level	liberio	賴比瑞亞	Liberia	grupo	alternativoj	prononco
level	anteno	天線，天線，觸角	an antenna, an aerial, a feeler	grupo	alternativoj	prononco
level	tegi	覆蓋，覆蓋	to overlay, to coat	grupo	alternativoj	prononco
level	Aŭstralio	澳洲	Australia	grupo	alternativoj	prononco
level	frakasi	撞毀、粉碎、粉碎	to crash, to shatter, to smash	grupo	alternativoj	prononco
level	kliento	客戶、顧客、病人	a client, a customer, a patient	grupo	alternativoj	prononco
level	ronki	咕嚕聲，打鼾	to grunt, to snore	grupo	alternativoj	prononco
level	judaismo	猶太教	Judaism	grupo	alternativoj	prononco
level	afikso	詞綴	an affix	grupo	alternativoj	prononco
level	fanfaroni	吹噓，吹噓	to brag, to boast	grupo	alternativoj	prononco
level	kapsiko	一個紅辣椒	a red pepper	grupo	alternativoj	prononco
level	probabla	可能的，可能的	probable, likely	grupo	alternativoj	prononco
level	segi	鋸	to saw	grupo	alternativoj	prononco
level	melankolio	憂鬱, 憂鬱, 憂鬱	melancholy, melancholia, gloom	grupo	alternativoj	prononco
level	panamo	巴拿馬	Panama	grupo	alternativoj	prononco
level	mekaniko	機械師(=meĥaniko)	mechanics (=meĥaniko)	grupo	alternativoj	prononco
level	ŝvebi	懸停、漂浮	to hover, to float	grupo	alternativoj	prononco
level	latvo	拉脫維亞人	a Latvian	grupo	alternativoj	prononco
level	kateno	枷鎖、束縛、懸鏈線	a shacle, a restraint, a catenary	grupo	alternativoj	prononco
level	bori	鑽孔，鑽孔	to bore, to drill	grupo	alternativoj	prononco
level	apartamento	一套公寓，一套公寓	an apartment, a flat	grupo	alternativoj	prononco
level	hajlo	冰雹，冰雹	hail, a hail	grupo	alternativoj	prononco
level	silko	絲綢	silk	grupo	alternativoj	prononco
level	putri	utrefy 使utrefy 腐爛, 腐爛, 潰爛	to utrefy, to putrify, to decay, to fester	grupo	alternativoj	prononco
level	melki	擠乳	to milk	grupo	alternativoj	prononco
level	signalo	一個訊號，一個標誌	a signal, a sign	grupo	alternativoj	prononco
level	lifto	電梯，電梯	a lift, an elevator	grupo	alternativoj	prononco
level	intensa	強烈的，密集的	intense, intensive	grupo	alternativoj	prononco
level	ekvilibro	平衡，平衡	an equilibrium, balance	grupo	alternativoj	prononco
level	tradicio	一個傳統	a tradition	grupo	alternativoj	prononco
level	enigmo	一個謎，一個難題，一個謎語	an enigma, a puzzle, a riddle	grupo	alternativoj	prononco
level	friti	煎、炒	to fry, to sauté	grupo	alternativoj	prononco
level	kripla	殘廢的, 殘廢的, 體弱的, 殘缺的	handicapped, crippled, infirm, mutilated	grupo	alternativoj	prononco
level	kanzono	香頌、坎佐斯、民謠	a chanson, a canzone, a ballad song	grupo	alternativoj	prononco
level	veneno	一種毒液，一種毒藥	a venom, a poison	grupo	alternativoj	prononco
level	kontrakti	簽訂合約	to make a contract	grupo	alternativoj	prononco
level	konfitaĵo	保守的果醬	a conserved jam	grupo	alternativoj	prononco
level	orfo	一個孤兒	an orphan	grupo	alternativoj	prononco
level	avenuo	一條大道	an avenue	grupo	alternativoj	prononco
level	betulo	一棵白樺樹	a birch tree	grupo	alternativoj	prononco
level	konko	貝殼，海螺	a sea shell, a conch	grupo	alternativoj	prononco
level	grajno	一粒，一粒	a grain, a granule	grupo	alternativoj	prononco
level	principo	一個原則	a principle	grupo	alternativoj	prononco
level	humida	潮濕，潮濕，潮濕	humid, moist, damp	grupo	alternativoj	prononco
level	hufo	一個蹄子	a hoof	grupo	alternativoj	prononco
level	Urugvajo	烏拉圭	Uruguay	grupo	alternativoj	prononco
level	kemio	化學(=ĥemio)	chemistry (=ĥemio)	grupo	alternativoj	prononco
level	pumpi	泵浦	to pump	grupo	alternativoj	prononco
level	krado	橫桿、格柵、格柵、格柵、格柵、格子	crossbars, grating, grill, grate, grille, lattice	grupo	alternativoj	prononco
level	budo	攤位、售貨亭、攤位	a booth, a kiosk, a stand	grupo	alternativoj	prononco
level	Bolivio	玻利維亞	Bolivia	grupo	alternativoj	prononco
level	ŝtalo	鋼	steel	grupo	alternativoj	prononco
level	masaĝo	按摩	massage	grupo	alternativoj	prononco
level	krutaĵo	陡峭的、懸崖、斷崖	a steep, a cliff, a bluff	grupo	alternativoj	prononco
level	munti	安裝（珠寶）、鑲嵌、組裝	to mount (jewelry), to set, to assemble	grupo	alternativoj	prononco
level	sprita	聰明的, 活潑的, 機智的, 聰明的, 聰明的	clever, sprightly, witty, bright, sprightful	grupo	alternativoj	prononco
level	kuirpoto	一個煮鍋，一個燉鍋	a cooking pot, a stew pot	grupo	alternativoj	prononco
level	tribunalo	法庭，法庭	a tribunal, a court	grupo	alternativoj	prononco
level	epilogo	尾聲	an epilogue	grupo	alternativoj	prononco
level	motoro	馬達，發動機	a motor, an engine	grupo	alternativoj	prononco
level	lavopelvo (lavovazo)	洗臉盆（洗臉盆）	a washpot (a wash basin)	grupo	alternativoj	prononco
level	farbo	染料、油漆	dye, paint	grupo	alternativoj	prononco
level	transitiva	及物的	transitive	grupo	alternativoj	prononco
level	leopardo	一隻豹子	a leopard	grupo	alternativoj	prononco
level	vualo	面紗	a veil	grupo	alternativoj	prononco
level	vergo	一根桿子、一根魔杖、一根手杖、一個開關	a rod, a wand, a cane, a switch	grupo	alternativoj	prononco
level	luktado	摔角	a wrestling	grupo	alternativoj	prononco
level	ŝelo	殼、樹皮、外殼、果皮	a shell, bark, husk, peel	grupo	alternativoj	prononco
level	maĉgumo	口香糖	a chewing gum	grupo	alternativoj	prononco
level	senso	一種感覺，感覺	a sense, feeling	grupo	alternativoj	prononco
level	sagaca	精明的, 精明的, 精明的	sagacious, astute, shrewd	grupo	alternativoj	prononco
level	magiisto	魔術師	a magician	grupo	alternativoj	prononco
level	modera	適度的、合理的	moderate, reasonable	grupo	alternativoj	prononco
level	vindi	包裹，包裹，包裹	to wrap, to swathe, to swaddle	grupo	alternativoj	prononco
level	prologo	序言	a prologue	grupo	alternativoj	prononco
level	Polinezio	波利尼西亞	Polynesia	grupo	alternativoj	prononco
level	Tunizio	突尼西亞	Tunisia	grupo	alternativoj	prononco
level	sobra	清醒的, 節制的, 穩重的	sober, abstemious, staid	grupo	alternativoj	prononco
level	Birmo	緬甸	Myanmar	grupo	alternativoj	prononco
level	asekuri	確保	to insure	grupo	alternativoj	prononco
level	fono	背景	background	grupo	alternativoj	prononco
level	Gvatemalo	瓜地馬拉	Guatemala	grupo	alternativoj	prononco
level	pulvoro	粉末	powder	grupo	alternativoj	prononco
level	velki	枯萎，褪色	to wither, to fade	grupo	alternativoj	prononco
level	baterio	一塊電池	a battery	grupo	alternativoj	prononco
level	Nikaragvo	尼加拉瓜	Nicaragua	grupo	alternativoj	prononco
level	faŭko	下巴，胃，（隧道的）口	a jaws, a maw, a mouth (of a tunnel)	grupo	alternativoj	prononco
level	Kostariko	哥斯大黎加	Costa Rica	grupo	alternativoj	prononco
level	medalo	獎牌	a medal	grupo	alternativoj	prononco
level	Paragvajo	巴拉圭	Paraguay	grupo	alternativoj	prononco
level	aligatoro	鱷魚	an alligator	grupo	alternativoj	prononco
level	tempesto	一場暴風雨，一場暴風雨	a tempest, a storm	grupo	alternativoj	prononco
level	kordo	一條繩子，一條繩子	a cord, a string	grupo	alternativoj	prononco
level	hipopotamo	河馬，河馬	a hippopotamus, a hippo	grupo	alternativoj	prononco
level	striki	舉行罷工	to go on strike	grupo	alternativoj	prononco
level	monako (-aĥo)	君主	a monach	grupo	alternativoj	prononco
level	petrolo	石油、石蠟油	petroleum, paraffin-oil	grupo	alternativoj	prononco
level	konfiti	保存（在糖中），蜜餞	to preserve (in sugar), candied	grupo	alternativoj	prononco
level	alineo	段落縮進	paragraph indentation	grupo	alternativoj	prononco
level	motorbiciklo	一輛摩托車	a motorbicycle	grupo	alternativoj	prononco
level	organismo	一個有機體	an organism	grupo	alternativoj	prononco
level	procedi	繼續	to proceed	grupo	alternativoj	prononco
level	ĉerizo	一顆櫻桃	a cherry	grupo	alternativoj	prononco
level	ritmo	韻律	rhythm	grupo	alternativoj	prononco
level	broŝuro	一本小冊子，一份傳單，一本小冊子	a brochure, a leaflet, a pamphlet	grupo	alternativoj	prononco
level	orfejo	孤兒院	an orphanage	grupo	alternativoj	prononco
level	ornamaĵo	一個裝飾品	an ornament	grupo	alternativoj	prononco
level	provizora	臨時的，臨時的	provisional, temporary	grupo	alternativoj	prononco
level	kalkano	一個鞋跟	a heel	grupo	alternativoj	prononco
level	apoteko	藥房，藥局	a pharmacy, a drugstore	grupo	alternativoj	prononco
level	jaguaro	美洲虎	a jaguar	grupo	alternativoj	prononco
level	persimono	一個柿子	a persimon	grupo	alternativoj	prononco
level	pesilo	天平、天平	a balance, a scale	grupo	alternativoj	prononco
level	improvizi	即興發揮	to improvise	grupo	alternativoj	prononco
level	fosto	一根柱子、一根桿子、一個直立的支撐物	a post, a pole, an upright support	grupo	alternativoj	prononco
level	pico	一份披薩	a pizza	grupo	alternativoj	prononco
level	sitelo	一桶，一桶	a bucket, a pail	grupo	alternativoj	prononco
level	parkere	用心、憑記憶、死記硬背	by heart, from memory, by rote	grupo	alternativoj	prononco
level	akurata	準確、準時、準確	accurate, punctual, precise	grupo	alternativoj	prononco
level	rito	儀式	rite	grupo	alternativoj	prononco
level	nodo	一個節點，一個結	a node, a knot	grupo	alternativoj	prononco
level	polpo (okpieda)	一隻章魚	an octopus	grupo	alternativoj	prononco
level	degeli	融化，解凍	to melt, to thaw	grupo	alternativoj	prononco
level	pinĉi	掐	to pinch	grupo	alternativoj	prononco
level	paniko	恐慌	a panic	grupo	alternativoj	prononco
level	piro	梨（水果）	a pear (fruit)	grupo	alternativoj	prononco
level	trempi	浸入、浸泡、沉浸	to dip, to soak, to immerse	grupo	alternativoj	prononco
level	pelto	毛皮大衣、毛皮、毛皮、毛皮片	a fur coat, fur, pelt, fur piece	grupo	alternativoj	prononco
level	preskribo (recepto)	處方，食譜	a prescription, recipe	grupo	alternativoj	prononco
level	princino	公主	a princess	grupo	alternativoj	prononco
level	masto	一根桅杆，一根桿子	a mast, a pole	grupo	alternativoj	prononco
level	kino	電影院	a cinema	grupo	alternativoj	prononco
level	bombono	糖果，糖果，甜點	a bon-bon, a candy, a sweet	grupo	alternativoj	prononco
level	funto	一磅	a pound	grupo	alternativoj	prononco
level	ananaso	一個鳳梨	a pine apple	grupo	alternativoj	prononco
level	tajloro	裁縫	a tailor	grupo	alternativoj	prononco
level	veterano	退伍軍人	a veteran	grupo	alternativoj	prononco
level	revolucio	一場革命	a revolution	grupo	alternativoj	prononco
level	krusto	外殼、外殼、硬外殼	crust, casing, hard outer covering	grupo	alternativoj	prononco
level	kompaso	指南針	a compass	grupo	alternativoj	prononco
level	rizkampo	一片稻田，一片稻田	a rice field, a paddy field	grupo	alternativoj	prononco
level	katedralo	一座大教堂	a cathedral	grupo	alternativoj	prononco
level	roboto	機器人	a robot	grupo	alternativoj	prononco
level	parfumo	香水	a perfume	grupo	alternativoj	prononco
level	margarino	人造奶油	margarine	grupo	alternativoj	prononco
level	ripo	一根肋骨（骨頭）	a rib (bone)	grupo	alternativoj	prononco
level	rulŝtuparo	電扶梯	an escalator	grupo	alternativoj	prononco
level	kostumo	服裝, 服裝, 穿著風格	costume, outfit, style of dress	grupo	alternativoj	prononco
level	pulmo	一個肺	a lung	grupo	alternativoj	prononco
level	infinitivo	不定式	infinitive	grupo	alternativoj	prononco
level	segilo	一把鋸子，鋸子	a saw, saws	grupo	alternativoj	prononco
level	prozo	散文	a prose	grupo	alternativoj	prononco
level	mekanismo	裝置、機制	device, a mechanism	grupo	alternativoj	prononco
level	skanilo	掃描儀	a scanner	grupo	alternativoj	prononco
level	benzino	汽油，汽油	gasoline, petrol	grupo	alternativoj	prononco
level	plumbo	鉛（金屬）	lead (metal)	grupo	alternativoj	prononco
level	leki	舔	to lick	grupo	alternativoj	prononco
level	akuzi	指責	to accuse	grupo	alternativoj	prononco
level	redakti	編輯	to edit	grupo	alternativoj	prononco
level	ŝraŭbo	一顆螺絲	a screw	grupo	alternativoj	prononco
level	komo	一個逗號	a comma	grupo	alternativoj	prononco
level	surdulo	一個聾子	a deaf	grupo	alternativoj	prononco
level	konduktoro	導體	a conductor	grupo	alternativoj	prononco
level	kreto	一支粉筆	a chalk	grupo	alternativoj	prononco
level	eklezio	教會（組織）	a church (organization)	grupo	alternativoj	prononco
level	protagonisto	一個主角	a protagonist	grupo	alternativoj	prononco
level	Eŭropo	歐洲	europe	grupo	alternativoj	prononco
level	tajfuno	颱風	a typhoon	grupo	alternativoj	prononco
level	sentimentala	多愁善感的	sentimental	grupo	alternativoj	prononco
level	korko	軟木塞，塞子	a cork, a stopper	grupo	alternativoj	prononco
level	stampo	印章、印章、標記	a stamp, a seal, a mark	grupo	alternativoj	prononco
level	olivo	一顆橄欖	an olive	grupo	alternativoj	prononco
level	kazino	賭場	a casino	grupo	alternativoj	prononco
level	terno	一個噴嚏	a sneeze	grupo	alternativoj	prononco
level	barikado	路障	a barricade	grupo	alternativoj	prononco
level	tertremo (sismo)	地震	an earthquake	grupo	alternativoj	prononco
level	telegramo	一封電報	a telegram	grupo	alternativoj	prononco
level	prononci	發音	to pronounce	grupo	alternativoj	prononco
level	tornado	龍捲風	a tornado	grupo	alternativoj	prononco
level	objektiva	客觀的	objective	grupo	alternativoj	prononco
level	drapo	一塊呢絨，一塊布料	a woolen cloth, a cloth	grupo	alternativoj	prononco
level	ungotondilo	一把指甲剪	a nail-scissors	grupo	alternativoj	prononco
level	vakupurigilo	吸塵器(=polvosuĉilo)	a vacuum cleaner (=polvosuĉilo)	grupo	alternativoj	prononco
level	perei	滅亡	to perish	grupo	alternativoj	prononco
level	afranki	預付（郵資），貼郵票	to prepay (postage), to put on stamps	grupo	alternativoj	prononco
level	luli	平靜、搖籃、搖晃	to lull, to cradle, to rock	grupo	alternativoj	prononco
level	vakcino	疫苗	a vaccine	grupo	alternativoj	prononco
level	gorilo	一隻大猩猩	a gorilla	grupo	alternativoj	prononco
level	vojaĝagentejo	一家旅行社	a travel agency	grupo	alternativoj	prononco
level	patrono	贊助人	a patron	grupo	alternativoj	prononco
level	abstini	棄權	to abstain	grupo	alternativoj	prononco
level	bulvardo	一條林蔭大道	a boulevard	grupo	alternativoj	prononco
level	portalo	一個門戶，一個網關	a portal, a gateway	grupo	alternativoj	prononco
