C.ta content.tsv
Level	Esperanto	ta	en-us	Grupo	Alternativoj	Pronoco
level	gesti	சைகை, சைகை	to gesture, to gesticulate	grupo	alternativoj	prononco
level	felo	ஃபர், மறை (விலங்கின், முடியுடன்), தோல்	fur, hide (of animal, with hair), skin	grupo	alternativoj	prononco
level	mediti	தியானம் செய்ய	to meditate	grupo	alternativoj	prononco
level	kolego	உடன் பணி புரிகிறவர்	a colleague	grupo	alternativoj	prononco
level	amplekso	அளவு, நோக்கம், அளவு	extent, scope, magnitude	grupo	alternativoj	prononco
level	kosmetiko	அழகுசாதனப் பொருட்கள்	cosmetics	grupo	alternativoj	prononco
level	Karlo	சார்லஸ், கார்லோஸ்	Charles, Carlos	grupo	alternativoj	prononco
level	gluti	விழுங்க	to swallow	grupo	alternativoj	prononco
level	talento	ஒரு திறமை	a talent	grupo	alternativoj	prononco
level	ĝemelo	ஒரு இரட்டை	a twin	grupo	alternativoj	prononco
level	deca	ஒழுக்கமான, சரியான, பொருத்தமான	decent, proper, suitable	grupo	alternativoj	prononco
level	krono	ஒரு கிரீடம்	a crown	grupo	alternativoj	prononco
level	ŝimi	அச்சு, பூஞ்சை பெற	to mould, to get moldy	grupo	alternativoj	prononco
level	ŝoforo	ஒரு ஓட்டுனர், ஒரு ஓட்டுனர்	a driver, a chauffeur	grupo	alternativoj	prononco
level	mistero	ஒரு மர்மம்	a mystery	grupo	alternativoj	prononco
level	absolute	முற்றிலும்	absolutely	grupo	alternativoj	prononco
level	laktuko	ஒரு கீரை	a lettuce	grupo	alternativoj	prononco
level	destini	விதி, ஆணை, ஒதுக்கீடு	to destine, to ordain, to allocate	grupo	alternativoj	prononco
level	instigi	தூண்ட, ஊக்குவிக்க	to instigate, to encourage	grupo	alternativoj	prononco
level	heroo	ஒரு ஹீரோ	a hero	grupo	alternativoj	prononco
level	ĉaro	ஒரு தேர், ஒரு வண்டி	a chariot, a cart	grupo	alternativoj	prononco
level	vegetalo	ஒரு காய்கறி, ஒரு செடி	a vegetable, a plant	grupo	alternativoj	prononco
level	adopti	தத்தெடுக்க	to adopt	grupo	alternativoj	prononco
level	centimetro	ஒரு சென்டிமீட்டர்	a centimeter	grupo	alternativoj	prononco
level	enuiga	சலிப்பு, தடுமாற்றம்	boring, stodgy	grupo	alternativoj	prononco
level	flirti	ஊர்சுற்ற, படபடக்க	to flirt, to flutter	grupo	alternativoj	prononco
level	mandato	ஒரு ஆணை, ஒரு பண ஆணை	a mandate, a money order	grupo	alternativoj	prononco
level	envii	பொறாமை கொள்ள	to envy	grupo	alternativoj	prononco
level	ebria	குடித்துவிட்டு, போதையில்	drunk, inebriated	grupo	alternativoj	prononco
level	sudano	சூடான்	Sudan	grupo	alternativoj	prononco
level	fleksi	வளைக்க	to bend	grupo	alternativoj	prononco
level	naŭzi	குமட்டல்	to nauseate	grupo	alternativoj	prononco
level	likva	திரவ	liquid	grupo	alternativoj	prononco
level	kupro	செம்பு	copper	grupo	alternativoj	prononco
level	hoko	ஒரு கொக்கி	a hook	grupo	alternativoj	prononco
level	pafilo	ஒரு துப்பாக்கி	a gun	grupo	alternativoj	prononco
level	filmi	படம் எடுக்க, படம் எடுக்க	to film, to shoot a film	grupo	alternativoj	prononco
level	bremso	ஒரு பிரேக்	a brake	grupo	alternativoj	prononco
level	tereno	ஒரு வளாகம், ஒரு நிலப்பரப்பு, ஒரு மைதானம்	a campus, a terrain, a ground	grupo	alternativoj	prononco
level	nigra tabulo	ஒரு கருப்பு பலகை	a black board	grupo	alternativoj	prononco
level	foiro	ஒரு நியாயமான, ஒரு சந்தை	a fair, a market	grupo	alternativoj	prononco
level	ĉimpanzo	ஒரு சிம்பன்சி	a chimpanzee	grupo	alternativoj	prononco
level	aktiva	செயலில்	active	grupo	alternativoj	prononco
level	juvelo	ஒரு நகை, ஒரு ரத்தினம் (=ஜெமோ)	a jewel, a gem (=gemo)	grupo	alternativoj	prononco
level	tendumi (kampadi)	முகாமிற்கு	to camp	grupo	alternativoj	prononco
level	malliberejo	ஒரு சிறை	a prison	grupo	alternativoj	prononco
level	studprogramo	ஒரு ஆய்வு திட்டம்	a study program	grupo	alternativoj	prononco
level	avida	பேராசை	greedy	grupo	alternativoj	prononco
level	flari	வாசனை	to smell	grupo	alternativoj	prononco
level	garantii	உத்தரவாதம், உத்தரவாதம்	to guarantee, to warrant	grupo	alternativoj	prononco
level	ĉeno	ஒரு சங்கிலி	a chain	grupo	alternativoj	prononco
level	sekcio	ஒரு பிரிவு	a section	grupo	alternativoj	prononco
level	akuzativo	ஒரு குற்றச்சாட்டு	an accusative	grupo	alternativoj	prononco
level	kandelo	ஒரு மெழுகுவர்த்தி	a candle	grupo	alternativoj	prononco
level	konfirmi	உறுதிப்படுத்த	to confirm	grupo	alternativoj	prononco
level	pando	ஒரு பாண்டா	a panda	grupo	alternativoj	prononco
level	kultivi	பயிரிட (பழங்கள், காய்கறிகள்)	to cultivate (fruits, vegetables)	grupo	alternativoj	prononco
level	sojlo	a sill, a threshold	a sill, a threshold	grupo	alternativoj	prononco
level	lacigi	to exhaust, to fatique, to tire	to exhaust, to fatique, to tire	grupo	alternativoj	prononco
level	skribilaro	விட்டிங் பாத்திரங்கள், நிலையான	witing utensils, stationary	grupo	alternativoj	prononco
level	ĵaluza	பொறாமை	jealous	grupo	alternativoj	prononco
level	kamiono	ஒரு கேமியன், ஒரு லாரி, ஒரு டிரக்	a camion, a lorry, a truck	grupo	alternativoj	prononco
level	barakti	போராட வேண்டும்	to struggle	grupo	alternativoj	prononco
level	svingi	ஆடு, குலுக்கல்	to swing, to shake	grupo	alternativoj	prononco
level	ŝovi	தள்ள, தள்ள	to shove, to push along	grupo	alternativoj	prononco
level	tendo	ஒரு கூடாரம்	a tent	grupo	alternativoj	prononco
level	preteksto	ஒரு சாக்கு, ஒரு சாக்கு	an excuse, a pretext	grupo	alternativoj	prononco
level	simpatia	அனுதாபம்	sympathetic	grupo	alternativoj	prononco
level	mino	ஒரு சுரங்கம்	a mine	grupo	alternativoj	prononco
level	fantazia	அற்புதமான	fantastic	grupo	alternativoj	prononco
level	komika	நகைச்சுவை, நகைச்சுவை	comic, comical	grupo	alternativoj	prononco
level	kruta	செங்குத்தான	steep	grupo	alternativoj	prononco
level	festeni	விருந்துக்கு, விருந்துக்கு	to banquet, to feast	grupo	alternativoj	prononco
level	alergio	ஒவ்வாமை	allergy	grupo	alternativoj	prononco
level	juro	ஒரு சட்டம்	a law	grupo	alternativoj	prononco
level	ekspozicio	ஒரு கண்காட்சி, ஒரு கண்காட்சி	an exhibition, an exposition	grupo	alternativoj	prononco
level	akordiono	ஒரு துருத்தி	an accordion	grupo	alternativoj	prononco
level	sfero	ஒரு கோளம், ஒரு பந்து	a sphere, a ball	grupo	alternativoj	prononco
level	almozulo	ஒரு பிச்சைக்காரன்	a beggar	grupo	alternativoj	prononco
level	maĉi	to masticate, to chew	to masticate, to chew	grupo	alternativoj	prononco
level	virto	ஒரு நல்லொழுக்கம்	a virtue	grupo	alternativoj	prononco
level	turmenti	சித்திரவதை, சித்திரவதை	to torment, to torture	grupo	alternativoj	prononco
level	anonctabulo	ஒரு அறிவிப்பு பலகை	a notice board	grupo	alternativoj	prononco
level	minus	கழித்தல்	minus	grupo	alternativoj	prononco
level	boji	குறைக்க	to bark	grupo	alternativoj	prononco
level	atestilo, atestaĵo	ஒரு சான்றிதழ், ஒரு சான்றளிப்பு	a certificate, an attestation	grupo	alternativoj	prononco
level	fendo	ஒரு பிளவு, ஒரு துளை, ஒரு விரிசல்	a split, a slot, a crack	grupo	alternativoj	prononco
level	almozo	தானம், தொண்டு	alms, charity	grupo	alternativoj	prononco
level	havigi	உடன் வழங்க, பெற, வாங்க	to provide with, to get for, to procure	grupo	alternativoj	prononco
level	aŭtografio	ஒரு சுயசரிதை, சுயசரிதை (=aŭtobiographio)	an autography, autobiography (=aŭtobiografio)	grupo	alternativoj	prononco
level	suspekti	சந்தேகிக்க	to suspect	grupo	alternativoj	prononco
level	trezoro	ஒரு பொக்கிஷம்	a treasure	grupo	alternativoj	prononco
level	stango	ஒரு கம்பி, ஒரு கம்பம், ஒரு பட்டை	a rod, a pole, a bar	grupo	alternativoj	prononco
level	balailo	ஒரு விளக்குமாறு, ஒரு துடைப்பான்	a broom, a sweeper	grupo	alternativoj	prononco
level	rekompenco	ஒரு இழப்பீடு, ஒரு வெகுமதி	a compensation, a reward	grupo	alternativoj	prononco
level	kopio	ஒரு நகல்	a copy	grupo	alternativoj	prononco
level	domego	ஒரு வில்லா, ஒரு மாளிகை, ஒரு பெரிய வீடு, ஒரு கட்டிடம்	a villa, a mansion, a big house, a building	grupo	alternativoj	prononco
level	pasko	ஈஸ்டர்	Easter	grupo	alternativoj	prononco
level	Peruo	பெரு	Peru	grupo	alternativoj	prononco
level	menso	மனம்	mind	grupo	alternativoj	prononco
level	eleganta	நேர்த்தியான	elegant	grupo	alternativoj	prononco
level	ekvadoro	ஈக்வடார்	Ecuador	grupo	alternativoj	prononco
level	barbirejo	ஒரு சிகையலங்கார நிலையம், ஒரு பார்பர் கடை	a hairdressing salon, a barbor shop	grupo	alternativoj	prononco
level	bubo	ஒரு knave, a brat, an urchin	a knave, a brat, an urchin	grupo	alternativoj	prononco
level	gvineo	கினியா	Guinea	grupo	alternativoj	prononco
level	civilizi	நாகரீகப்படுத்த வேண்டும்	to civilize	grupo	alternativoj	prononco
level	insulti	அவமதிக்க	to insult	grupo	alternativoj	prononco
level	komisiono	ஒரு கமிஷன், ஒரு குழு	a commission, a comittee	grupo	alternativoj	prononco
level	colo	ஒரு அங்குலம்	an inch	grupo	alternativoj	prononco
level	admoni	அறிவுரை, உபதேசம், அறிவுரை, கண்டனம்	to admonish, to exhort, to advice, to censure	grupo	alternativoj	prononco
level	bildkadro	ஒரு படச்சட்டம்	a picture frame	grupo	alternativoj	prononco
level	serena	அமைதியான, அமைதியான, தொந்தரவு இல்லாத	serene, calm, untroubled	grupo	alternativoj	prononco
level	nervo	ஒரு நரம்பு	a nerve	grupo	alternativoj	prononco
level	kuglo	ஒரு தோட்டா	a bullet	grupo	alternativoj	prononco
level	pilgrimi	யாத்திரை செல்ல	to go on a pilgrimage	grupo	alternativoj	prononco
level	kaso	ஒரு பணப்பெட்டி, ஒரு பணப்பை, ஒரு பணப்பெட்டி, பெட்டகம்	a cash box, a purse, a money box, coffer	grupo	alternativoj	prononco
level	penti	வருந்த வேண்டும்	to repent	grupo	alternativoj	prononco
level	libano	லெபனான்	Lebanon	grupo	alternativoj	prononco
level	barelo	ஒரு பீப்பாய்	a barrel	grupo	alternativoj	prononco
level	botaniko	தாவரவியல்	botany	grupo	alternativoj	prononco
level	merkato	ஒரு சந்தை	a market	grupo	alternativoj	prononco
level	koncerto	ஒரு கச்சேரி	a concert	grupo	alternativoj	prononco
level	projekto	ஒரு திட்டம்	a project	grupo	alternativoj	prononco
level	komplimento	ஒரு பாராட்டு	a compliment	grupo	alternativoj	prononco
level	cirklo	ஒரு வட்டம், ஒரு வட்டு	a circle, a disk	grupo	alternativoj	prononco
level	konjekti	யூகிக்க, யூகிக்க	to make a conjecture, to guess	grupo	alternativoj	prononco
level	ĵudo	ஜூடோ	judo	grupo	alternativoj	prononco
level	teksto	உரை, ஒரு உரை, ஒரு பாடல்	text, a text, a lyric	grupo	alternativoj	prononco
level	konkuri	போட்டியிட, போட்டியிட	to compete, to contend	grupo	alternativoj	prononco
level	rezervo	ஒரு இருப்பு	a reserve	grupo	alternativoj	prononco
level	kabineto	ஒரு அமைச்சரவை	a cabinet	grupo	alternativoj	prononco
level	marĉo	ஒரு சதுப்பு நிலம், சதுப்பு நிலம்	a marsh, a swamp	grupo	alternativoj	prononco
level	advokato	ஒரு பாரிஸ்டர், ஒரு வழக்கறிஞர், ஒரு வழக்கறிஞர்	a barrister, a lawyer, an advocate	grupo	alternativoj	prononco
level	ceramiko	மட்பாண்டங்கள், மட்பாண்டங்கள்	ceramics, pottery	grupo	alternativoj	prononco
level	histerio	வெறி, உற்சாகம்	hysteria, excitement	grupo	alternativoj	prononco
level	golfo	ஒரு வளைகுடா	a gulf	grupo	alternativoj	prononco
level	periodo	காலம், ஒரு காலம்	period, a period	grupo	alternativoj	prononco
level	etiopo	ஒரு எத்தியோப்பியன்	an Ethiopian	grupo	alternativoj	prononco
level	pejzaĝo	நிலப்பரப்பு, காட்சியமைப்பு	landscape, scenary	grupo	alternativoj	prononco
level	psikologo	ஒரு உளவியலாளர்	a psychologist	grupo	alternativoj	prononco
level	kverko	ஒரு ஓக்	an oak	grupo	alternativoj	prononco
level	kaprica	கேப்ரிசியோஸ், பொருத்தம், விசித்திரமான	capricious, fitful, whimsical	grupo	alternativoj	prononco
level	neto	ஒரு இறுதி நகல், ஒரு நியாயமான நகல்	a final copy, a fair copy	grupo	alternativoj	prononco
level	kazo	ஒரு வழக்கு, விவகாரம், விஷயம்	a case, affair, matter	grupo	alternativoj	prononco
level	sveni	மயக்கம், மயக்கம்	to faint, to swoon	grupo	alternativoj	prononco
level	rosti	பொரிக்கும்படி	to roast	grupo	alternativoj	prononco
level	bazaro	ஒரு பஜார், ஒரு சந்தை, ஒரு கண்காட்சி	a bazaar, a market, a fair	grupo	alternativoj	prononco
level	liberio	லைபீரியா	Liberia	grupo	alternativoj	prononco
level	anteno	ஒரு ஆண்டெனா, ஒரு வான்வழி, ஒரு உணர்வு	an antenna, an aerial, a feeler	grupo	alternativoj	prononco
level	tegi	மேலடுக்கு, பூச்சு	to overlay, to coat	grupo	alternativoj	prononco
level	Aŭstralio	ஆஸ்திரேலியா	Australia	grupo	alternativoj	prononco
level	frakasi	to crash, to shatter, to smash	to crash, to shatter, to smash	grupo	alternativoj	prononco
level	kliento	ஒரு வாடிக்கையாளர், ஒரு வாடிக்கையாளர், ஒரு நோயாளி	a client, a customer, a patient	grupo	alternativoj	prononco
level	ronki	முணுமுணுக்க, குறட்டை விட	to grunt, to snore	grupo	alternativoj	prononco
level	judaismo	யூத மதம்	Judaism	grupo	alternativoj	prononco
level	afikso	ஒரு இணைப்பு	an affix	grupo	alternativoj	prononco
level	fanfaroni	தற்பெருமை, பெருமை கொள்ள	to brag, to boast	grupo	alternativoj	prononco
level	kapsiko	ஒரு சிவப்பு மிளகு	a red pepper	grupo	alternativoj	prononco
level	probabla	சாத்தியமான, வாய்ப்பு	probable, likely	grupo	alternativoj	prononco
level	segi	பார்த்தேன்	to saw	grupo	alternativoj	prononco
level	melankolio	மனச்சோர்வு, மனச்சோர்வு, இருள்	melancholy, melancholia, gloom	grupo	alternativoj	prononco
level	panamo	பனாமா	Panama	grupo	alternativoj	prononco
level	mekaniko	இயக்கவியல் (=meĥaniko)	mechanics (=meĥaniko)	grupo	alternativoj	prononco
level	ŝvebi	மிதக்க, மிதக்க	to hover, to float	grupo	alternativoj	prononco
level	latvo	ஒரு லாட்வியன்	a Latvian	grupo	alternativoj	prononco
level	kateno	a shacle, a restraint, a catenary	a shacle, a restraint, a catenary	grupo	alternativoj	prononco
level	bori	துளையிட, துளையிட	to bore, to drill	grupo	alternativoj	prononco
level	apartamento	ஒரு அபார்ட்மெண்ட், ஒரு பிளாட்	an apartment, a flat	grupo	alternativoj	prononco
level	hajlo	ஆலங்கட்டி, ஒரு ஆலங்கட்டி	hail, a hail	grupo	alternativoj	prononco
level	silko	பட்டு	silk	grupo	alternativoj	prononco
level	putri	to utrefy, to putrify, to decay, to fester	to utrefy, to putrify, to decay, to fester	grupo	alternativoj	prononco
level	melki	பால் வேண்டும்	to milk	grupo	alternativoj	prononco
level	signalo	ஒரு சமிக்ஞை, ஒரு அடையாளம்	a signal, a sign	grupo	alternativoj	prononco
level	lifto	ஒரு லிஃப்ட், ஒரு லிஃப்ட்	a lift, an elevator	grupo	alternativoj	prononco
level	intensa	தீவிரமான, தீவிரமான	intense, intensive	grupo	alternativoj	prononco
level	ekvilibro	ஒரு சமநிலை, சமநிலை	an equilibrium, balance	grupo	alternativoj	prononco
level	tradicio	ஒரு பாரம்பரியம்	a tradition	grupo	alternativoj	prononco
level	enigmo	ஒரு புதிர், புதிர், புதிர்	an enigma, a puzzle, a riddle	grupo	alternativoj	prononco
level	friti	வறுக்கவும், வறுக்கவும்	to fry, to sauté	grupo	alternativoj	prononco
level	kripla	ஊனமுற்ற, ஊனமுற்ற, பலவீனமான, சிதைக்கப்பட்ட	handicapped, crippled, infirm, mutilated	grupo	alternativoj	prononco
level	kanzono	ஒரு சான்சன், ஒரு கேன்சோன், ஒரு பாலாட் பாடல்	a chanson, a canzone, a ballad song	grupo	alternativoj	prononco
level	veneno	ஒரு விஷம், ஒரு விஷம்	a venom, a poison	grupo	alternativoj	prononco
level	kontrakti	ஒப்பந்தம் செய்ய	to make a contract	grupo	alternativoj	prononco
level	konfitaĵo	ஒரு பாதுகாக்கப்பட்ட ஜாம்	a conserved jam	grupo	alternativoj	prononco
level	orfo	ஒரு அனாதை	an orphan	grupo	alternativoj	prononco
level	avenuo	ஒரு வழிப்பாதை	an avenue	grupo	alternativoj	prononco
level	betulo	ஒரு பிர்ச் மரம்	a birch tree	grupo	alternativoj	prononco
level	konko	ஒரு கடல் ஓடு, ஒரு சங்கு	a sea shell, a conch	grupo	alternativoj	prononco
level	grajno	ஒரு தானியம், ஒரு சிறுமணி	a grain, a granule	grupo	alternativoj	prononco
level	principo	ஒரு கொள்கை	a principle	grupo	alternativoj	prononco
level	humida	ஈரமான, ஈரமான, ஈரமான	humid, moist, damp	grupo	alternativoj	prononco
level	hufo	ஒரு குளம்பு	a hoof	grupo	alternativoj	prononco
level	Urugvajo	உருகுவே	Uruguay	grupo	alternativoj	prononco
level	kemio	வேதியியல் (=ĥemio)	chemistry (=ĥemio)	grupo	alternativoj	prononco
level	pumpi	பம்ப் செய்ய	to pump	grupo	alternativoj	prononco
level	krado	குறுக்குவெட்டு, கிராட்டிங், கிரில், தட்டி, கிரில், லட்டு	crossbars, grating, grill, grate, grille, lattice	grupo	alternativoj	prononco
level	budo	ஒரு சாவடி, ஒரு கியோஸ்க், ஒரு நிலைப்பாடு	a booth, a kiosk, a stand	grupo	alternativoj	prononco
level	Bolivio	பொலிவியா	Bolivia	grupo	alternativoj	prononco
level	ŝtalo	எஃகு	steel	grupo	alternativoj	prononco
level	masaĝo	மசாஜ்	massage	grupo	alternativoj	prononco
level	krutaĵo	ஒரு செங்குத்தான, ஒரு பாறை, ஒரு செங்குத்தான	a steep, a cliff, a bluff	grupo	alternativoj	prononco
level	munti	ஏற்ற (நகை), அமைக்க, வரிசைப்படுத்த	to mount (jewelry), to set, to assemble	grupo	alternativoj	prononco
level	sprita	புத்திசாலி, சுறுசுறுப்பான, நகைச்சுவையான, பிரகாசமான, பிரகாசமான	clever, sprightly, witty, bright, sprightful	grupo	alternativoj	prononco
level	kuirpoto	ஒரு சமையல் பாத்திரம், ஒரு குண்டு பானை	a cooking pot, a stew pot	grupo	alternativoj	prononco
level	tribunalo	ஒரு நீதிமன்றம், ஒரு நீதிமன்றம்	a tribunal, a court	grupo	alternativoj	prononco
level	epilogo	ஒரு எபிலோக்	an epilogue	grupo	alternativoj	prononco
level	motoro	ஒரு மோட்டார், ஒரு இயந்திரம்	a motor, an engine	grupo	alternativoj	prononco
level	lavopelvo (lavovazo)	ஒரு கழுவும் தொட்டி (ஒரு கழுவும் பேசின்)	a washpot (a wash basin)	grupo	alternativoj	prononco
level	farbo	சாயம், பெயிண்ட்	dye, paint	grupo	alternativoj	prononco
level	transitiva	இடைநிலை	transitive	grupo	alternativoj	prononco
level	leopardo	ஒரு சிறுத்தை	a leopard	grupo	alternativoj	prononco
level	vualo	ஒரு முக்காடு	a veil	grupo	alternativoj	prononco
level	vergo	ஒரு தடி, ஒரு மந்திரக்கோல், ஒரு கரும்பு, ஒரு சுவிட்ச்	a rod, a wand, a cane, a switch	grupo	alternativoj	prononco
level	luktado	ஒரு மல்யுத்தம்	a wrestling	grupo	alternativoj	prononco
level	ŝelo	ஒரு ஷெல், பட்டை, உமி, தலாம்	a shell, bark, husk, peel	grupo	alternativoj	prononco
level	maĉgumo	ஒரு சூயிங் கம்	a chewing gum	grupo	alternativoj	prononco
level	senso	ஒரு உணர்வு, உணர்வு	a sense, feeling	grupo	alternativoj	prononco
level	sagaca	புத்திசாலி, புத்திசாலி, புத்திசாலி	sagacious, astute, shrewd	grupo	alternativoj	prononco
level	magiisto	ஒரு மந்திரவாதி	a magician	grupo	alternativoj	prononco
level	modera	மிதமான, நியாயமான	moderate, reasonable	grupo	alternativoj	prononco
level	vindi	மடக்க, swathe, swaddle	to wrap, to swathe, to swaddle	grupo	alternativoj	prononco
level	prologo	ஒரு முன்னுரை	a prologue	grupo	alternativoj	prononco
level	Polinezio	பாலினேசியா	Polynesia	grupo	alternativoj	prononco
level	Tunizio	துனிசியா	Tunisia	grupo	alternativoj	prononco
level	sobra	நிதானமான, abstemious, நிலையான	sober, abstemious, staid	grupo	alternativoj	prononco
level	Birmo	மியான்மர்	Myanmar	grupo	alternativoj	prononco
level	asekuri	காப்பீடு செய்ய	to insure	grupo	alternativoj	prononco
level	fono	பின்னணி	background	grupo	alternativoj	prononco
level	Gvatemalo	குவாத்தமாலா	Guatemala	grupo	alternativoj	prononco
level	pulvoro	தூள்	powder	grupo	alternativoj	prononco
level	velki	வாடி, மங்காது	to wither, to fade	grupo	alternativoj	prononco
level	baterio	ஒரு பேட்டரி	a battery	grupo	alternativoj	prononco
level	Nikaragvo	நிகரகுவா	Nicaragua	grupo	alternativoj	prononco
level	faŭko	ஒரு தாடை, ஒரு மாவ், ஒரு வாய் (ஒரு சுரங்கப்பாதை)	a jaws, a maw, a mouth (of a tunnel)	grupo	alternativoj	prononco
level	Kostariko	கோஸ்ட்டா ரிக்கா	Costa Rica	grupo	alternativoj	prononco
level	medalo	ஒரு பதக்கம்	a medal	grupo	alternativoj	prononco
level	Paragvajo	பராகுவே	Paraguay	grupo	alternativoj	prononco
level	aligatoro	ஒரு முதலை	an alligator	grupo	alternativoj	prononco
level	tempesto	ஒரு புயல், ஒரு புயல்	a tempest, a storm	grupo	alternativoj	prononco
level	kordo	ஒரு தண்டு, ஒரு சரம்	a cord, a string	grupo	alternativoj	prononco
level	hipopotamo	a hippopotamus, ஒரு நீர்யானை	a hippopotamus, a hippo	grupo	alternativoj	prononco
level	striki	வேலை நிறுத்தம் செய்ய வேண்டும்	to go on strike	grupo	alternativoj	prononco
level	monako (-aĥo)	ஒரு மன்னர்	a monach	grupo	alternativoj	prononco
level	petrolo	பெட்ரோலியம், பாரஃபின் எண்ணெய்	petroleum, paraffin-oil	grupo	alternativoj	prononco
level	konfiti	பாதுகாக்க (சர்க்கரையில்), மிட்டாய்	to preserve (in sugar), candied	grupo	alternativoj	prononco
level	alineo	பத்தி உள்தள்ளல்	paragraph indentation	grupo	alternativoj	prononco
level	motorbiciklo	ஒரு மோட்டார் சைக்கிள்	a motorbicycle	grupo	alternativoj	prononco
level	organismo	ஒரு உயிரினம்	an organism	grupo	alternativoj	prononco
level	procedi	தொடர	to proceed	grupo	alternativoj	prononco
level	ĉerizo	ஒரு செர்ரி	a cherry	grupo	alternativoj	prononco
level	ritmo	தாளம்	rhythm	grupo	alternativoj	prononco
level	broŝuro	ஒரு சிற்றேடு, ஒரு துண்டுப்பிரசுரம், ஒரு துண்டுப்பிரசுரம்	a brochure, a leaflet, a pamphlet	grupo	alternativoj	prononco
level	orfejo	ஒரு அனாதை இல்லம்	an orphanage	grupo	alternativoj	prononco
level	ornamaĵo	ஒரு ஆபரணம்	an ornament	grupo	alternativoj	prononco
level	provizora	தற்காலிக, தற்காலிக	provisional, temporary	grupo	alternativoj	prononco
level	kalkano	ஒரு குதிகால்	a heel	grupo	alternativoj	prononco
level	apoteko	ஒரு மருந்தகம், ஒரு மருந்துக் கடை	a pharmacy, a drugstore	grupo	alternativoj	prononco
level	jaguaro	ஒரு ஜாகுவார்	a jaguar	grupo	alternativoj	prononco
level	persimono	ஒரு பெர்சிமன்	a persimon	grupo	alternativoj	prononco
level	pesilo	ஒரு சமநிலை, ஒரு அளவு	a balance, a scale	grupo	alternativoj	prononco
level	improvizi	மேம்படுத்த	to improvise	grupo	alternativoj	prononco
level	fosto	ஒரு இடுகை, ஒரு கம்பம், ஒரு நிமிர்ந்த ஆதரவு	a post, a pole, an upright support	grupo	alternativoj	prononco
level	pico	ஒரு இழுவை வெதும்பி	a pizza	grupo	alternativoj	prononco
level	sitelo	ஒரு வாளி, ஒரு வாளி	a bucket, a pail	grupo	alternativoj	prononco
level	parkere	இதயத்தால், நினைவிலிருந்து, வாயால்	by heart, from memory, by rote	grupo	alternativoj	prononco
level	akurata	துல்லியமான, சரியான நேரத்தில், துல்லியமான	accurate, punctual, precise	grupo	alternativoj	prononco
level	rito	சடங்கு	rite	grupo	alternativoj	prononco
level	nodo	ஒரு முனை, ஒரு முடிச்சு	a node, a knot	grupo	alternativoj	prononco
level	polpo (okpieda)	ஒரு ஆக்டோபஸ்	an octopus	grupo	alternativoj	prononco
level	degeli	உருக, உருக	to melt, to thaw	grupo	alternativoj	prononco
level	pinĉi	கிள்ள வேண்டும்	to pinch	grupo	alternativoj	prononco
level	paniko	ஒரு பீதி	a panic	grupo	alternativoj	prononco
level	piro	ஒரு பேரிக்காய் (பழம்)	a pear (fruit)	grupo	alternativoj	prononco
level	trempi	முக்க, ஊற, மூழ்க	to dip, to soak, to immerse	grupo	alternativoj	prononco
level	pelto	ஒரு ஃபர் கோட், ஃபர், பீல்ட், ஃபர் துண்டு	a fur coat, fur, pelt, fur piece	grupo	alternativoj	prononco
level	preskribo (recepto)	ஒரு மருந்து, செய்முறை	a prescription, recipe	grupo	alternativoj	prononco
level	princino	ஒரு இளவரசி	a princess	grupo	alternativoj	prononco
level	masto	ஒரு மாஸ்ட், ஒரு கம்பம்	a mast, a pole	grupo	alternativoj	prononco
level	kino	ஒரு படம்	a cinema	grupo	alternativoj	prononco
level	bombono	ஒரு பான்-பான், ஒரு மிட்டாய், ஒரு இனிப்பு	a bon-bon, a candy, a sweet	grupo	alternativoj	prononco
level	funto	ஒரு பவுண்டு	a pound	grupo	alternativoj	prononco
level	ananaso	ஒரு பைன் ஆப்பிள்	a pine apple	grupo	alternativoj	prononco
level	tajloro	ஒரு தையல்காரர்	a tailor	grupo	alternativoj	prononco
level	veterano	ஒரு மூத்தவர்	a veteran	grupo	alternativoj	prononco
level	revolucio	ஒரு புரட்சி	a revolution	grupo	alternativoj	prononco
level	krusto	மேலோடு, உறை, கடினமான வெளிப்புற மூடுதல்	crust, casing, hard outer covering	grupo	alternativoj	prononco
level	kompaso	ஒரு திசைகாட்டி	a compass	grupo	alternativoj	prononco
level	rizkampo	ஒரு நெல் வயல், ஒரு நெல் வயல்	a rice field, a paddy field	grupo	alternativoj	prononco
level	katedralo	ஒரு கதீட்ரல்	a cathedral	grupo	alternativoj	prononco
level	roboto	ஒரு ரோபோ	a robot	grupo	alternativoj	prononco
level	parfumo	ஒரு வாசனை திரவியம்	a perfume	grupo	alternativoj	prononco
level	margarino	நல்லெண்ணெய்	margarine	grupo	alternativoj	prononco
level	ripo	ஒரு விலா எலும்பு (எலும்பு)	a rib (bone)	grupo	alternativoj	prononco
level	rulŝtuparo	ஒரு எஸ்கலேட்டர்	an escalator	grupo	alternativoj	prononco
level	kostumo	ஆடை, ஆடை, உடை	costume, outfit, style of dress	grupo	alternativoj	prononco
level	pulmo	ஒரு நுரையீரல்	a lung	grupo	alternativoj	prononco
level	infinitivo	முடிவிலி	infinitive	grupo	alternativoj	prononco
level	segilo	a saw, saws	a saw, saws	grupo	alternativoj	prononco
level	prozo	ஒரு உரைநடை	a prose	grupo	alternativoj	prononco
