A.et content.tsv
Level	Esperanto	et	en-us	Grupo	Alternativoj	Pronoco
level	sed hodiaŭ li trinkis la kafon	aga täna jõi ta kohvi	but today he drank the coffee	grupo	alternativoj	prononco
level	li rapide surmetas la vestaĵon	ta paneb ruttu riided selga	he quickly puts on the clothes	grupo	alternativoj	prononco
level	li ne volas malfrui	ta ei taha hiljaks jääda	he doesn't want to be late	grupo	alternativoj	prononco
level	rapidege kun la libroj en la mano	väga kiiresti, kui raamatud käes	very quickly with the books in hand	grupo	alternativoj	prononco
level	poste li kuris kaj saltis	hiljem ta jooksis ja hüppas	later he ran and jumped	grupo	alternativoj	prononco
level	li kuris kaj saltis	ta jooksis ja hüppas	he ran and jumped	grupo	alternativoj	prononco
level	laŭ la strato	mööda tänavat	along the street	grupo	alternativoj	prononco
level	la homoj rigardis lin	inimesed vaatasid teda	the people looked at him	grupo	alternativoj	prononco
level	rigardis lin kaj diris	vaatas talle otsa ja ütles	looked at him and said	grupo	alternativoj	prononco
level	saĝa kaj malsaĝa	tark ja rumal	wise and foolish	grupo	alternativoj	prononco
level	kia malsaĝa knabo!	milline rumal poiss!	what a foolish boy!	grupo	alternativoj	prononco
level	estis antaŭ lernejo	oli kooli ees	was in front of a school	grupo	alternativoj	prononco
level	baldaŭ	varsti	soon	grupo	alternativoj	prononco
level	li estis antaŭ ~	ta oli ~ ees	he was in front of ~	grupo	alternativoj	prononco
level	iri kaj eniri	minna ja siseneda	to go and to enter	grupo	alternativoj	prononco
level	li volis eniri	ta tahtis siseneda	he wanted to enter	grupo	alternativoj	prononco
level	eniri la lernejon	kooli sisse astuda	to enter into the school	grupo	alternativoj	prononco
level	sed tamen	aga siiski	but however	grupo	alternativoj	prononco
level	sed li ne povis	aga ta ei saanud	but he couldn't	grupo	alternativoj	prononco
level	fermi kaj fermita	sulgeda ja sulgeda	to close and closed	grupo	alternativoj	prononco
level	ĝi estis fermita	see oli suletud	it was closed	grupo	alternativoj	prononco
level	nek ~ nek ~	ei ~ ega ~	neither ~ nor ~	grupo	alternativoj	prononco
level	nek instruisto nek gelernantoj	ei õpetaja ega mees- ja naisõpilased	neither a teacher nor male-and-female students	grupo	alternativoj	prononco
level	vidis nek instruiston nek gelernantojn	ei näinud ei õpetajat ega õpilasi	saw neither a teacher nor students	grupo	alternativoj	prononco
level	sidi, eksidi	istuma, istuma	to sit, to get sitted	grupo	alternativoj	prononco
level	eksidis	sai istuma (oli istunud)	got seated (had seated)	grupo	alternativoj	prononco
level	li eksidis	ta istus istuma	he got seated	grupo	alternativoj	prononco
level	kaj pensis	ja mõtles	and thought	grupo	alternativoj	prononco
level	kio okazis?	mis juhtus?	what did happen?	grupo	alternativoj	prononco
level	diable	kohutavale (nagu kurat)	to the awful (like a devil)	grupo	alternativoj	prononco
level	damne	tammi seda	dam it	grupo	alternativoj	prononco
level	memoras	mäletab	remembers	grupo	alternativoj	prononco
level	nun mi memoras	nüüd tuleb meelde	now I remember	grupo	alternativoj	prononco
level	dimanĉo	pühapäev	Sunday	grupo	alternativoj	prononco
level	hodiaŭ estas ~	täna on ~	today is ~	grupo	alternativoj	prononco
level	hodiaŭ estas dimanĉo	täna on pühapäev	today is Sunday	grupo	alternativoj	prononco
level	dormi kaj ekdormi	magama ja magama jääda	to sleep and to get into sleep	grupo	alternativoj	prononco
level	suno kaj luno	päike ja kuu	a sun and a moon	grupo	alternativoj	prononco
level	subita kaj subite	äkiliselt ja ootamatult	sudden and suddenly	grupo	alternativoj	prononco
level	ek!	väljas! (alustama)	off! (to start)	grupo	alternativoj	prononco
level	salti kaj eksaltis	hüppama ja hüppama	to jump and jumped 	grupo	alternativoj	prononco
level	ĉiam frua	alati vara	always early	grupo	alternativoj	prononco
level	hodiaŭ metis kaj kuris	täna pani ja jooksis	today put and ran	grupo	alternativoj	prononco
level	aĵo, ne aĝo	asi, mitte vanus	a thing not age	grupo	alternativoj	prononco
level	kuris laŭ homoj saĝaj	jooksis koos tarkade inimestega	ran along wise people	grupo	alternativoj	prononco
level	laŭeble baldaŭ	niipea kui võimalik	soon as possible	grupo	alternativoj	prononco
level	kia knabo, kia knabino	mis poiss, milline tüdruk	what a boy, what a girl	grupo	alternativoj	prononco
level	nek pensita nek memorita	ei mõelnud ega pähe õppinud	neither thought nor memorized	grupo	alternativoj	prononco
level	diablo atendis akvon dimanĉe	saatan ootas pühapäeval vett	a devil waited for water on Sunday	grupo	alternativoj	prononco
level	tiom malgranda momento	selline väike hetk	such a small moment	grupo	alternativoj	prononco
level	eĉ tiom malgranda momento valoras	isegi nii väike hetk tasub end ära	even such a small moment is worthwhile	grupo	alternativoj	prononco
level	kriis for ĝis nokto	nuttis ööni	cried away until night	grupo	alternativoj	prononco
level	lasis la poŝton de la mano	pane post käest ära	put away the mailpost from the hand	grupo	alternativoj	prononco
level	ridis mem lasante la poŝton	naeris omaette, posti käest pannes	laughed by oneself, putting away the mailpost	grupo	alternativoj	prononco
level	nek li nek ŝi ridis	ei tema ega tema naernud	neither he nor she laughed	grupo	alternativoj	prononco
level	ŝi nek ridis nek respondis	ta ei naernud ega vastanud	she neither laughed nor answered	grupo	alternativoj	prononco
level	li nek sidas nek rigardas	ta ei istu ega vaata	he neither sits nor watches	grupo	alternativoj	prononco
level	neniam mi vidis	ma ei ole kunagi näinud	I have never seen	grupo	alternativoj	prononco
level	mi neniam diros al iu	Ma ei räägi kunagi kellelegi	I will never tell anyone	grupo	alternativoj	prononco
level	diru al neniu	ära ütle kellelegi	tell no one	grupo	alternativoj	prononco
level	mi neniam diros	Ma ei ütle kunagi	I will never say	grupo	alternativoj	prononco
level	mem	iseendale (iseendast)	to oneself (by oneself)	grupo	alternativoj	prononco
level	mi mem faris	Ma tegin seda ise	I did it myself	grupo	alternativoj	prononco
level	faris tion	tegi seda (sai)	did it (made it)	grupo	alternativoj	prononco
level	mem faris tion	tegi seda ise (tegi ise)	did it oneself (made it oneself)	grupo	alternativoj	prononco
level	ĝis la revido, ĝis revido	näeme (jälle), näeme (jälle)	see you (again), see you (again)	grupo	alternativoj	prononco
level	ĝis!	kuni! (hüvasti!)	until! (goodbye!)	grupo	alternativoj	prononco
level	ekparoli	rääkima hakata	to start talking	grupo	alternativoj	prononco
level	ekparolis, komencis paroli finfine	hakkas rääkima, hakkas lõpuks rääkima	started saying, began to speak at last	grupo	alternativoj	prononco
level	trinkis rapidege	jõi väga kiiresti	drank very fast	grupo	alternativoj	prononco
level	trinkis matenan trinkaĵon	jõi hommikust jooki	had a morning drink	grupo	alternativoj	prononco
level	por frue veni	varakult tulema	to come early	grupo	alternativoj	prononco
level	veni al la lernejo	kooli tulema	to come to school	grupo	alternativoj	prononco
level	frue veni al ~	~ varakult tulema	to come early to ~	grupo	alternativoj	prononco
level	ne aŭdis novaĵon	uudiseid ei kuulnud	didn't hear news	grupo	alternativoj	prononco
level	ankoraŭ ne aŭdis	ei kuulnud veel	didn't hear yet	grupo	alternativoj	prononco
level	mi ankoraŭ ne aŭdis	Ma ei kuulnud veel	I didn't hear yet	grupo	alternativoj	prononco
level	en tiu momento	sel hetkel	in that moment	grupo	alternativoj	prononco
level	en tiu momento li ekkriis	sel hetkel ta nuttis	in that moment he cried	grupo	alternativoj	prononco
level	knabo, kiu ne amas	poiss, kes ei armasta	a boy, who does not love	grupo	alternativoj	prononco
level	geknaboj	poisid ja tüdrukud	boys and girls	grupo	alternativoj	prononco
level	aliaj geknaboj	teised poisid ja tüdrukud	other boys and girls	grupo	alternativoj	prononco
level	ne amas aliajn geknabojn	ei armasta teisi poisse ja tüdrukuid	does not love other boys and girls	grupo	alternativoj	prononco
level	nek amikojn, nek amikinojn	ei sõbrad ega sõbrannad	neither friends nor girl friends	grupo	alternativoj	prononco
level	havas nek monon, nek tempon	tal pole ei raha ega aega	does not have neither money nor time	grupo	alternativoj	prononco
level	kiu havis la libron?	kelle käes oli raamat?	who had the book?	grupo	alternativoj	prononco
level	la libron, kiun vi atendis	raamat, mida sa ootasid	the book which you waited	grupo	alternativoj	prononco
level	tiun, kiun vi atendis pli ol du jarojn	mida sa ootasid rohkem kui 2 aastat	that, which you waited for more than 2 years	grupo	alternativoj	prononco
level	ĉu vi volas tion?	kas sa tahad seda?	do you want that?	grupo	alternativoj	prononco
level	ĉu vi volas, ke ~ ?	kas sa tahad seda ~?	do you want that ~ ?	grupo	alternativoj	prononco
level	plej kara	kallim	dearest	grupo	alternativoj	prononco
level	plej kara foto	kõige kallim foto	dearest photo	grupo	alternativoj	prononco
level	mian plej karan foton	minu kõige kallim foto	my dearest photo	grupo	alternativoj	prononco
level	kie vi aĉetis ~ ?	kust sa ~ ostsid?	where did you buy ~ ?	grupo	alternativoj	prononco
level	tiu vestaĵo	see riietus	that clothing	grupo	alternativoj	prononco
level	tiun vestaĵon	see riietus (eesmärk)	that clothing (objective)	grupo	alternativoj	prononco
level	aĉetis tiun vestaĵon	ostis selle riide	bought that outfit	grupo	alternativoj	prononco
level	vi iros tien	sa lähed sinna	you will go there	grupo	alternativoj	prononco
level	kien vi iros?	kuhu sa lähed?	where are you going to?	grupo	alternativoj	prononco
level	suna tago	päikeseline päev	sunny day	grupo	alternativoj	prononco
level	estos suna tago	tuleb päikesepaisteline päev	it will be a sunny day	grupo	alternativoj	prononco
level	se estos suna tago	kui tuleb päikesepaisteline päev	if it will be a sunny day	grupo	alternativoj	prononco
level	via frato jam ekiris	su vend on juba alustanud	your brother has already started	grupo	alternativoj	prononco
level	ĉu via frato jam ekiris?	kas su vend on juba alustanud?	has your brother started yet?	grupo	alternativoj	prononco
level	kie estas la akvo?	kus on vesi	where is the water	grupo	alternativoj	prononco
level	kunporti la akvon	vett tuua	to bring the water	grupo	alternativoj	prononco
level	vi mem kunportis	sa ise tõid	you yourself brought	grupo	alternativoj	prononco
level	la akvon, kion vi mem kunportis	vesi, mille sa ise tõid	the water, that you yourself brought	grupo	alternativoj	prononco
level	estis tre trankvila	oli väga vaikne	was very quiet	grupo	alternativoj	prononco
level	hodiaŭ mia patrino estis ~	täna oli mu ema ~	today my mother was ~	grupo	alternativoj	prononco
level	mi venis el ~	Ma tulin ~	I came from ~	grupo	alternativoj	prononco
level	el la lernejo	koolist välja	out of the school	grupo	alternativoj	prononco
level	raportis al ~	teatas ~	reported to ~	grupo	alternativoj	prononco
level	kaj raportis al ŝi	ja teatas talle	and reported to her	grupo	alternativoj	prononco
level	raportis, ke ~	teatas, et ~	reported that ~	grupo	alternativoj	prononco
level	raportis, ke mi ricevos	teatas, et saan kätte	reported that I will receive	grupo	alternativoj	prononco
level	mi ricevos malbonan noton	Ma saan halva hinde	I will get a bad grade	grupo	alternativoj	prononco
level	ŝi diris, ke ~	ta ütles, et ~	she said that ~	grupo	alternativoj	prononco
level	vi devas laborigi ~	pead ~ tööle panema	you have to make ~ work	grupo	alternativoj	prononco
level	pli multe	rohkem	more	grupo	alternativoj	prononco
level	pli multe laborigi	et tööd rohkem teha	to make work more	grupo	alternativoj	prononco
level	laborigi vian kapon	et su pea tööle hakkaks	to make your head work	grupo	alternativoj	prononco
level	kiom da malbonaj notoj	kui palju halbu hindeid	how many bad grades	grupo	alternativoj	prononco
level	vi havas tiom da malbonaj notoj	sul on nii palju halbu hindeid	you have so many bad grades	grupo	alternativoj	prononco
level	estis malĝoja	oli kurb	was sad	grupo	alternativoj	prononco
level	en vian ĉambron	oma tuppa	into your room	grupo	alternativoj	prononco
level	iru en vian ĉambron	mine oma tuppa	go into your room	grupo	alternativoj	prononco
level	iru kaj lernu	mine ja õpi	go and learn	grupo	alternativoj	prononco
level	mi sidis	Istusin	I sat	grupo	alternativoj	prononco
level	en mia ĉambro	minu toas	in my room	grupo	alternativoj	prononco
level	sidis en mia ĉambro	istus minu toas	sat in my room	grupo	alternativoj	prononco
level	nek lerni nek legi	ei õpi ega loe	neither learn nor read	grupo	alternativoj	prononco
level	sed mi povis nek lerni nek legi	aga ma ei osanud õppida ega lugeda	but I could neither learn nor read	grupo	alternativoj	prononco
level	miaj pensoj	minu mõtted	my thoughts	grupo	alternativoj	prononco
level	ĉe ludo	mängul	at a game	grupo	alternativoj	prononco
level	ludo kun miaj amikoj	mäng oma sõpradega	game with my friends	grupo	alternativoj	prononco
level	ĉe sporto	spordis	at sport	grupo	alternativoj	prononco
level	al mi mem	iseendale	to myself	grupo	alternativoj	prononco
level	diris al mi mem	ütlesin endale	said to myself	grupo	alternativoj	prononco
level	tiom malsaĝa	nii rumal	so stupid	grupo	alternativoj	prononco
level	ĉu mi estas tiom malsaĝa?	kas ma olen nii loll?	am I that stupid?	grupo	alternativoj	prononco
level	kvankam mi lernis multe	kuigi õppisin palju	although I learned a lot	grupo	alternativoj	prononco
level	la patrino eniris	ema sisenes	the mother entered	grupo	alternativoj	prononco
level	miaj vortoj	minu sõnad	my words	grupo	alternativoj	prononco
level	kaj aŭdis miajn vortojn	ja kuulis mu sõnu	and heard my words	grupo	alternativoj	prononco
level	ŝi tuj respondis	vastas ta kohe	she answered immediately	grupo	alternativoj	prononco
level	ne, mia kara	ei, mu kallis	no, my dear	grupo	alternativoj	prononco
level	vi ne estas malsaĝa	sa ei ole loll	you are not stupid	grupo	alternativoj	prononco
level	la problemo estas, ke ~	probleem on selles, et ~	the problem is that ~	grupo	alternativoj	prononco
level	ke vi devas lerni	et sa pead õppima	that you must learn	grupo	alternativoj	prononco
level	devas lerni multe pli	peab palju rohkem õppima	must learn much more	grupo	alternativoj	prononco
level	tiam vi ne havos	siis sul ei ole	then you will not have	grupo	alternativoj	prononco
level	malbonaj notoj	halvad hinded	bad grades	grupo	alternativoj	prononco
level	havos nur malbonajn notojn	saavad ainult halvad hinded	will have only bad grades	grupo	alternativoj	prononco
level	ankaŭ nun	ka nüüd	also now	grupo	alternativoj	prononco
level	mi ne havas ilin	Mul pole neid	I don't have them	grupo	alternativoj	prononco
level	mi havas bonan noton	Mul on hea hinne	I have a good grade	grupo	alternativoj	prononco
level	pri muziko	muusika kohta	about music	grupo	alternativoj	prononco
level	bonan noton pri muziko	hea noot muusika kohta	a good note on music	grupo	alternativoj	prononco
level	la patrino subite ekridis	ema puhkes järsku naerma	the mother suddenly burst out laughing	grupo	alternativoj	prononco
level	tio plibeligis ~	et kaunistatud ~	that beautified ~	grupo	alternativoj	prononco
level	mian tagon	minu päev	my day	grupo	alternativoj	prononco
level	plibeligis mian tagon	tegi mu päeva paremaks	made my day	grupo	alternativoj	prononco
level	sed tamen restis	aga jäi ikkagi	but still remained	grupo	alternativoj	prononco
level	sed la problemo tamen restis	aga probleem jäi ikkagi alles	but the problem still remained	grupo	alternativoj	prononco
level	kilogramo da ~	kilogramm ~	a kilogram of ~	grupo	alternativoj	prononco
level	kilogramo da sukero	kilogramm suhkrut	a kilogram of sugar	grupo	alternativoj	prononco
level	glaso da ~	klaas ~	a glass of ~	grupo	alternativoj	prononco
level	glaso da akvo	klaas vett	a glass of water	grupo	alternativoj	prononco
level	multe da ~	palju ~	a lot of ~	grupo	alternativoj	prononco
level	multe da ideoj	palju ideid	lots of ideas	grupo	alternativoj	prononco
level	deteni sin	tagasi hoidma	to hold back	grupo	alternativoj	prononco
level	ordigis ĉion	kõik korda ajanud	sorted everything out	grupo	alternativoj	prononco
level	transdonis al li	talle üle antud	handed over to him	grupo	alternativoj	prononco
level	mi petas	ma küsin	I'm asking	grupo	alternativoj	prononco
level	glason da kafo	klaasi kohvi	a glass of coffee	grupo	alternativoj	prononco
level	kaj iom da akvo	ja natuke vett	and some water	grupo	alternativoj	prononco
level	mi petas glason da kafo	Tahaks klaasi kohvi	I would like a glass of coffee	grupo	alternativoj	prononco
level	mi petas tason da teo	Tahaks tassi teed	I would like a cup of tea	grupo	alternativoj	prononco
level	doloris lin	talle haiget teha	hurt him	grupo	alternativoj	prononco
level	la kapo doloris lin	pea valutas	his head hurt	grupo	alternativoj	prononco
level	li malsaniĝis	ta jäi haigeks	he fell ill	grupo	alternativoj	prononco
level	ŝatas esti bela	meeldib ilus olla	likes to be beautiful	grupo	alternativoj	prononco
level	ŝi beligis sian vizaĝon	ta kaunistas oma nägu	she beautified her face	grupo	alternativoj	prononco
level	la knabo ŝatas esti bela	poisile meeldib ilus olla	the boy likes to be pretty	grupo	alternativoj	prononco
level	pro tio ŝi beligis ĝin	seetõttu ta kaunistas seda	therefore she beautified it	grupo	alternativoj	prononco
level	post la tagmanĝo	peale lõunat	after lunch	grupo	alternativoj	prononco
level	purigi la kuirejon	kööki koristama	to clean the kitchen	grupo	alternativoj	prononco
level	kiu purigos la kuirejon?	kes kööki koristab?	who will clean the kitchen?	grupo	alternativoj	prononco
level	volas trinki	tahab juua	wants to drink	grupo	alternativoj	prononco
level	kion vi volas trinki?	mida sa tahad juua	what do you want to drink	grupo	alternativoj	prononco
level	trinki teon	teed juua	to drink tea	grupo	alternativoj	prononco
level	iom da akvo	natuke vett	a little of water	grupo	alternativoj	prononco
level	ĉu vi volas nenion?	kas sa ei taha midagi?	do you want nothing?	grupo	alternativoj	prononco
level	tiel subite	nii äkki	so suddenly	grupo	alternativoj	prononco
level	kial vi decidis ~ ?	miks sa otsustasid ~ ?	why did you decide ~ ?	grupo	alternativoj	prononco
level	kial vi tiel subite decidis ~ ?	miks sa otsustasid ~ nii äkki?	why did you decide ~ so suddenly?	grupo	alternativoj	prononco
level	via ĉambro	sinu tuba	your room	grupo	alternativoj	prononco
level	via ĉambreto	teie väike tuba	your little room	grupo	alternativoj	prononco
level	vian ĉambreton	oma väikesesse tuppa	to your little room	grupo	alternativoj	prononco
level	renovigi vian ĉambreton	oma väikese toa renoveerimiseks	to renovate your little room	grupo	alternativoj	prononco
level	decidis renovigi vian ĉambreton	otsustasin oma väikese toa renoveerida	decided to renovate your little room	grupo	alternativoj	prononco
level	al kiu	kellele	to whom	grupo	alternativoj	prononco
level	vi donis ~	sa andsid ~	you gave ~	grupo	alternativoj	prononco
level	al kiu vi donis ~ ?	kellele sa ~ kinkisid?	to whom did you give ~ ?	grupo	alternativoj	prononco
level	puraj glasoj	puhtad prillid	clean glasses	grupo	alternativoj	prononco
level	vi donis la purajn glasojn	sa andsid puhtad prillid	you gave the clean glasses	grupo	alternativoj	prononco
level	la puraj glasoj por la vino	puhtad klaasid veini jaoks	the clean glasses for the wine	grupo	alternativoj	prononco
level	kontraŭ kiu	kelle vastu	against whom	grupo	alternativoj	prononco
level	via sportklubo	teie spordiklubi	your sports club	grupo	alternativoj	prononco
level	ludas kontraŭ ~	mängib ~ vastu	plays against ~	grupo	alternativoj	prononco
level	antaŭ du semajnoj	Kaks nädalat tagasi	two weeks ago	grupo	alternativoj	prononco
level	kontraŭ kiu via sportklubo ludis?	kelle vastu su spordiklubi mängis?	who did your sports club play against?	grupo	alternativoj	prononco
level	ĉu vi vidas ~ ?	kas sa näed ~ ?	do you see ~ ?	grupo	alternativoj	prononco
level	ĉu vi ofte vidas ~ ?	kas sa näed sageli ~ ?	do you often see ~ ?	grupo	alternativoj	prononco
level	ofte vidas la policiston	sageli politseinikku näha	often see the policeman	grupo	alternativoj	prononco
level	tiu, kiu loĝas en ~	see, kes elab ~-s	the one who lives in ~	grupo	alternativoj	prononco
level	loĝas en la loĝejo	elab ööbimiskohas	lives in the lodging place	grupo	alternativoj	prononco
level	la loĝejo super vi	eluase sinu kohal	the dwelling place above you	grupo	alternativoj	prononco
level	vidas la policiston, kiu loĝas en ~	näeb politseiametnikku, kes elab ~	sees the police officer who lives in ~	grupo	alternativoj	prononco
level	plano pri veturado	sõiduplaan	driving plan	grupo	alternativoj	prononco
level	volis vojaĝi	tahtis reisida	wanted to travel	grupo	alternativoj	prononco
level	vojaĝi al alia lando	teise riiki reisima	to travel to another country	grupo	alternativoj	prononco
level	en libertempo	vabal ajal	in free time	grupo	alternativoj	prononco
level	ili decidis iri	nad otsustasid minna	they decided to go	grupo	alternativoj	prononco
level	decidis iri al Italio	otsustas Itaaliasse minna	decided to go to Italy	grupo	alternativoj	prononco
level	malnovaj urboj	vanad linnad	old cities	grupo	alternativoj	prononco
level	lando kun malnovaj urboj	vanade linnadega riik	a country with old cities	grupo	alternativoj	prononco
level	aliaj belaĵoj	muud kaunitarid	other beauties	grupo	alternativoj	prononco
level	kaj aliaj belaĵoj	ja muud kaunitarid	and other beauties	grupo	alternativoj	prononco
level	bela lando kun malnovaj urboj kaj aliaj belaĵoj	ilus maa vanade linnade ja muude iludustega	a beautiful country with old cities and other beauties	grupo	alternativoj	prononco
level	ili estis feliĉaj	nad olid õnnelikud	they were happy	grupo	alternativoj	prononco
level	kie estas ~ ?	kus on ~?	where is ~ ?	grupo	alternativoj	prononco
level	kie estas mia vestaĵo?	kus mu riided on	where are my clothes	grupo	alternativoj	prononco
level	ŝi demandis ~	küsis ta ~	she asked ~	grupo	alternativoj	prononco
level	ni ne forgesu kunporti ~	ärgem unustagem kaasa võtta ~	let's not forget to bring ~	grupo	alternativoj	prononco
level	kunporti la libron	et raamat endaga kaasa võtta	to take the book with you	grupo	alternativoj	prononco
level	libro por lerni Esperanton	raamat esperanto õppimiseks	a book to learn Esperanto	grupo	alternativoj	prononco
level	kunporti libron por lerni	raamatut kaasas kandma, et õppida	to carry a book to learn	grupo	alternativoj	prononco
level	ni povas komenci ~	saame alustada ~	we can start ~	grupo	alternativoj	prononco
level	en la vagonaro	rongis	in the train	grupo	alternativoj	prononco
level	jam en la vagonaro	juba rongis	already in the train	grupo	alternativoj	prononco
level	ni nenion faros	me ei tee midagi	we won't do anything	grupo	alternativoj	prononco
level	per aŭto	autoga	by car	grupo	alternativoj	prononco
level	ni veturos per ~	sõidame ~ mööda	we will drive by ~	grupo	alternativoj	prononco
level	veturos per aŭto	hakkab autot juhtima	will drive a car	grupo	alternativoj	prononco
level	mi havas sekreton	Mul on saladus	I have a secret	grupo	alternativoj	prononco
level	mia riĉa onklo	mu rikas onu	my rich uncle	grupo	alternativoj	prononco
level	mia deziro	minu soov	my wish	grupo	alternativoj	prononco
level	plenumis mian deziron	täitis mu soovi	fulfilled my wish	grupo	alternativoj	prononco
level	donis al ni	andis meile	gave us	grupo	alternativoj	prononco
level	sian aŭton	tema auto	his car	grupo	alternativoj	prononco
level	kaj donis al ni sian aŭton	ja andis meile oma auto	and gave us his car	grupo	alternativoj	prononco
level	por uzo	kasutamiseks	for use	grupo	alternativoj	prononco
level	ĝi staras antaŭ ~	see seisab ~ ees	it stands before ~	grupo	alternativoj	prononco
level	staras antaŭ la domo	seisab maja ees	stands in front of the house	grupo	alternativoj	prononco
level	mi devas diri ~	Pean ütlema ~	I have to say ~	grupo	alternativoj	prononco
level	nenion diru	ära ütle midagi	don't say anything	grupo	alternativoj	prononco
level	ni eksidu	istume maha	let's sit down	grupo	alternativoj	prononco
level	eksidu en la aŭton	autosse astuda	get in the car	grupo	alternativoj	prononco
level	veturi al ~	~ juurde sõitma	to drive to ~	grupo	alternativoj	prononco
level	kaj veturu al Italio	ja sõida Itaaliasse	and drive to Italy	grupo	alternativoj	prononco
level	sidis en la aŭto	istus autosse	sat in the car	grupo	alternativoj	prononco
level	ankaŭ la vestaĵoj	ka riided	also the clothes	grupo	alternativoj	prononco
level	~ estis en la aŭto	~ oli autos	~ was in the car	grupo	alternativoj	prononco
level	ankoraŭ sidadis kaj atendis	ikka istus ja ootas	still sat and waited	grupo	alternativoj	prononco
level	sed li atendis	aga ta ootas	but he waited	grupo	alternativoj	prononco
level	kial ni ne ~ ?	miks me ei ~ ?	why don't we ~ ?	grupo	alternativoj	prononco
level	kial ni ne ekveturas?	miks me ei hakka sõitma?	why don't we start driving?	grupo	alternativoj	prononco
level	ankaŭ mi havas ~	Mul on ka ~	I have ~ too	grupo	alternativoj	prononco
level	veturigus la aŭton	juhiks autot	would drive the car	grupo	alternativoj	prononco
level	sed mi ne scias ~	aga ma ei tea ~	but I don't know ~	grupo	alternativoj	prononco
level	mi neniam lernis tion	Ma ei õppinud seda kunagi	I never learned that	grupo	alternativoj	prononco
level	mi kredus ~	Ma usuks ~	I would believe ~	grupo	alternativoj	prononco
level	se mi estus sana	kui ma terve oleksin	if I were healthy	grupo	alternativoj	prononco
level	mi estus tre feliĉa	ma oleksin väga õnnelik	I would be very happy	grupo	alternativoj	prononco
level	kvazaŭ vi estus riĉulo	nagu sa oleksid rikas	as if you were rich	grupo	alternativoj	prononco
level	vi sidas tie kvazaŭ vi estus riĉulo	sa istud seal, nagu oleksid rikas mees	you sit there as if you were a rich man	grupo	alternativoj	prononco
level	kvazaŭa lernejo	väidetav kool	alleged school	grupo	alternativoj	prononco
level	kvazaŭ riĉulo	nagu rikas mees	like a rich man	grupo	alternativoj	prononco
level	vi sidas tie kvazaŭ riĉulo	sa istud seal nagu rikas mees	you sit there like a rich man	grupo	alternativoj	prononco
level	tiom da mono	nii palju raha	so much money	grupo	alternativoj	prononco
level	tiom da mono kiom da ideoj	nii palju raha kui ideid	as much money as ideas	grupo	alternativoj	prononco
level	se mi havus tiom da mono	kui mul oleks nii palju raha	if I had that much money	grupo	alternativoj	prononco
level	mi vojaĝadus	ma reisiks	I would travel	grupo	alternativoj	prononco
level	ĉirkaŭ la mondo	ümber maailma	around the world	grupo	alternativoj	prononco
level	en ĉiu vortaro	igas sõnastikus	in every dictionary	grupo	alternativoj	prononco
level	mankas io	midagi on puudu	something is missing	grupo	alternativoj	prononco
level	mankas kelkaj vortoj	mõned sõnad on puudu	some words are missing	grupo	alternativoj	prononco
level	homo, kiu longe parolis	mees, kes rääkis pikalt	a man who spoke at length	grupo	alternativoj	prononco
level	ĉe la manĝotablo	söögilauas	at the dining table	grupo	alternativoj	prononco
level	homo, kiu rakontas, restos malsata	inimene, kes räägib, jääb näljaseks	a person who tells will remain hungry	grupo	alternativoj	prononco
level	rakontadas ĉe la manĝo tablo	jutustab muudkui söögilauas	keeps telling at the dining table	grupo	alternativoj	prononco
level	li devis atenti ~	ta pidi ~-le tähelepanu pöörama	he had to pay attention to ~	grupo	alternativoj	prononco
level	ne rajtis ~	ei tohtinud ~	was not allowed to ~	grupo	alternativoj	prononco
level	rajtis resti	lubati jääda	was allowed to stay	grupo	alternativoj	prononco
level	ne rajtis longe resti	ei tohtinud kauaks jääda	was not allowed to stay long	grupo	alternativoj	prononco
level	resti ekstere en pluvo	vihma käes väljas püsima	to stay out in the rain	grupo	alternativoj	prononco
level	tial li malvarmumis	sellepärast ta külmetus	that's why he caught a cold	grupo	alternativoj	prononco
level	li havas sian klaran ideon	tal on oma selge ettekujutus	he has his own clear idea	grupo	alternativoj	prononco
level	sed li kredos ĉion	aga ta usub kõike	but he will believe everything	grupo	alternativoj	prononco
level	ĉion, kion vi diros	midaiganes sa ütled	whatever you say	grupo	alternativoj	prononco
level	kvazaŭ vi estus lia edzino	nagu oleksid sa tema naine	as if you were his wife	grupo	alternativoj	prononco
level	viaj gepatroj	su vanemad	your parents	grupo	alternativoj	prononco
level	ĝojigi viajn gepatrojn	et oma vanemaid õnnelikuks teha	to make your parents happy	grupo	alternativoj	prononco
level	kio povus ĝojigi ~ ?	mis võiks palun ~ ?	what could please ~ ?	grupo	alternativoj	prononco
level	kio povus plej ĝojigi viajn gepatrojn?	mis võiks su vanemaid kõige rohkem õnnelikuks teha?	what could make your parents the most happy?	grupo	alternativoj	prononco
level	post la lernado	peale õppimist	after the learning	grupo	alternativoj	prononco
level	almenaŭ post la lernado	vähemalt pärast õppimist	at least after the learning	grupo	alternativoj	prononco
level	en la urbocentron	kesklinna sisse	into the city center	grupo	alternativoj	prononco
level	se vi irus kun mi	kui sa minuga kaasa läheksid	if you would go with me	grupo	alternativoj	prononco
level	se vi irus kun mi en la urbocentron	kui sa läheksid minuga kesklinna	if you would go downtown with me	grupo	alternativoj	prononco
