A.fa content.tsv
Level	Esperanto	fa	en-us	Grupo	Alternativoj	Pronoco
level	ĉu vi deziras, ke ~ ?	اینو میخوای ~ (دزیری)	do you want that ~ ? (deziri)	grupo	alternativoj	prononco
level	ke mi montru al vi	تا بتوانم به شما نشان دهم	that I may show you	grupo	alternativoj	prononco
level	ĉu vi deziras, ke mi montru?	میخوای نشون بدم؟	do you want me to show?	grupo	alternativoj	prononco
level	mian plej novan libron	جدیدترین کتاب من (هدف)	my newest book (objective)	grupo	alternativoj	prononco
level	morgaŭ matene, kion vi volas?	فردا صبح چی میخوای؟	tomorrow morning, what do you want?	grupo	alternativoj	prononco
level	matenmanĝis malfrue	دیر صبحانه خورد	had breakfast late	grupo	alternativoj	prononco
level	kiam Marko alvenos?	مارک کی میاد؟	when will Mark arrive?	grupo	alternativoj	prononco
level	je la kvina aŭ je la oka horo	ساعت پنج یا هشت	at five or eight o'clock	grupo	alternativoj	prononco
level	kiam vi rimarkis, ke ~ ?	کی متوجه شدی ~	when did you notice that ~ ?	grupo	alternativoj	prononco
level	la tuta familio nomas min bonfarulo	همه خانواده به من می گویند خیر	the whole family calls me a benefactor	grupo	alternativoj	prononco
level	utila por vi	برای شما مفید است	useful for you	grupo	alternativoj	prononco
level	ĉu la libreto estis utila?	آیا جزوه مفید بود؟	was the booklet useful?	grupo	alternativoj	prononco
level	tiu libreto, kiun mi sendis	جزوه ای که فرستادم	the booklet, which I sent	grupo	alternativoj	prononco
level	matene dormis tre longe	صبح برای مدت طولانی خوابید	in the morning slept for a long time	grupo	alternativoj	prononco
level	kiam li vidis la sunon	وقتی خورشید را دید	when he saw the sun	grupo	alternativoj	prononco
level	subite li eksaltis	ناگهان از جا پرید	suddenly he jumped up	grupo	alternativoj	prononco
level	li estis ĉiam frua	او همیشه زود بود	he was always early	grupo	alternativoj	prononco
level	ĉiam li malfruas	او همیشه دیر می کند	he is always late	grupo	alternativoj	prononco
level	tiam, kiam li devas iri	در آن زمان که باید برود	at that time, when he has to go	grupo	alternativoj	prononco
level	iri al la lernejo	برای رفتن به مدرسه	to go to the school	grupo	alternativoj	prononco
level	li scias, ke ~	او می داند که ~	he knows, that ~	grupo	alternativoj	prononco
level	li scias tion, ke ~	او این واقعیت را می داند که ~	he knows the fact, that ~	grupo	alternativoj	prononco
level	tion, ke la instruisto malŝatas abelon	این واقعیت که معلم از زنبورها متنفر است	the fact that the teacher hates bees	grupo	alternativoj	prononco
level	scias tion, ke la instruisto malŝatas abelon	این واقعیت را می داند که معلم از زنبورها متنفر است	knows the fact that the teacher hates bees	grupo	alternativoj	prononco
level	scias, ke la instruisto malŝatas tion	می داند که معلم از آن متنفر است	knows that the teacher hates that	grupo	alternativoj	prononco
level	sed hodiaŭ li trinkis la kafon	اما امروز قهوه را نوشید	but today he drank the coffee	grupo	alternativoj	prononco
level	li rapide surmetas la vestaĵon	سریع لباس ها را می پوشد	he quickly puts on the clothes	grupo	alternativoj	prononco
level	li ne volas malfrui	او نمی خواهد دیر شود	he doesn't want to be late	grupo	alternativoj	prononco
level	rapidege kun la libroj en la mano	خیلی سریع با کتاب در دست	very quickly with the books in hand	grupo	alternativoj	prononco
level	poste li kuris kaj saltis	بعد دوید و پرید	later he ran and jumped	grupo	alternativoj	prononco
level	li kuris kaj saltis	دوید و پرید	he ran and jumped	grupo	alternativoj	prononco
level	laŭ la strato	در امتداد خیابان	along the street	grupo	alternativoj	prononco
level	la homoj rigardis lin	مردم به او نگاه کردند	the people looked at him	grupo	alternativoj	prononco
level	rigardis lin kaj diris	به او نگاه کرد و گفت	looked at him and said	grupo	alternativoj	prononco
level	saĝa kaj malsaĝa	عاقل و احمق	wise and foolish	grupo	alternativoj	prononco
level	kia malsaĝa knabo!	چه پسر احمقی!	what a foolish boy!	grupo	alternativoj	prononco
level	estis antaŭ lernejo	روبروی یک مدرسه بود	was in front of a school	grupo	alternativoj	prononco
level	baldaŭ	به زودی	soon	grupo	alternativoj	prononco
level	li estis antaŭ ~	او در مقابل ~ بود	he was in front of ~	grupo	alternativoj	prononco
level	iri kaj eniri	رفتن و ورود	to go and to enter	grupo	alternativoj	prononco
level	li volis eniri	می خواست وارد شود	he wanted to enter	grupo	alternativoj	prononco
level	eniri la lernejon	برای ورود به مدرسه	to enter into the school	grupo	alternativoj	prononco
level	sed tamen	اما با این حال	but however	grupo	alternativoj	prononco
level	sed li ne povis	اما او نتوانست	but he couldn't	grupo	alternativoj	prononco
level	fermi kaj fermita	بسته شدن و بسته شدن	to close and closed	grupo	alternativoj	prononco
level	ĝi estis fermita	بسته بود	it was closed	grupo	alternativoj	prononco
level	nek ~ nek ~	نه ~ نه ~	neither ~ nor ~	grupo	alternativoj	prononco
level	nek instruisto nek gelernantoj	نه معلم و نه دانش آموزان دختر و پسر	neither a teacher nor male-and-female students	grupo	alternativoj	prononco
level	vidis nek instruiston nek gelernantojn	نه معلم دیدم نه دانش آموز	saw neither a teacher nor students	grupo	alternativoj	prononco
level	sidi, eksidi	نشستن، نشستن	to sit, to get sitted	grupo	alternativoj	prononco
level	eksidis	نشسته بود (نشسته بود)	got seated (had seated)	grupo	alternativoj	prononco
level	li eksidis	او نشست	he got seated	grupo	alternativoj	prononco
level	kaj pensis	و عقیده	and thought	grupo	alternativoj	prononco
level	kio okazis?	چه اتفاقی افتاد	what did happen?	grupo	alternativoj	prononco
level	diable	به وحشتناک (مثل شیطان)	to the awful (like a devil)	grupo	alternativoj	prononco
level	damne	سد آن	dam it	grupo	alternativoj	prononco
level	memoras	به یاد می آورد	remembers	grupo	alternativoj	prononco
level	nun mi memoras	الان یادم اومد	now I remember	grupo	alternativoj	prononco
level	dimanĉo	یکشنبه	Sunday	grupo	alternativoj	prononco
level	hodiaŭ estas ~	امروز ~ است	today is ~	grupo	alternativoj	prononco
level	hodiaŭ estas dimanĉo	امروز یکشنبه است	today is Sunday	grupo	alternativoj	prononco
level	dormi kaj ekdormi	برای خوابیدن و به خواب رفتن	to sleep and to get into sleep	grupo	alternativoj	prononco
level	suno kaj luno	یک خورشید و یک ماه	a sun and a moon	grupo	alternativoj	prononco
level	subita kaj subite	ناگهانی و ناگهانی	sudden and suddenly	grupo	alternativoj	prononco
level	ek!	خاموش! (برای شروع)	off! (to start)	grupo	alternativoj	prononco
level	salti kaj eksaltis	پریدن و پرید	to jump and jumped 	grupo	alternativoj	prononco
level	ĉiam frua	همیشه زود	always early	grupo	alternativoj	prononco
level	hodiaŭ metis kaj kuris	امروز گذاشت و اجرا کرد	today put and ran	grupo	alternativoj	prononco
level	aĵo, ne aĝo	چیزی که سن ندارد	a thing not age	grupo	alternativoj	prononco
level	kuris laŭ homoj saĝaj	با مردم عاقل دوید	ran along wise people	grupo	alternativoj	prononco
level	laŭeble baldaŭ	در اسرع وقت	soon as possible	grupo	alternativoj	prononco
level	kia knabo, kia knabino	چه پسری چه دختری	what a boy, what a girl	grupo	alternativoj	prononco
level	nek pensita nek memorita	نه فکر کرد و نه حفظ	neither thought nor memorized	grupo	alternativoj	prononco
level	diablo atendis akvon dimanĉe	یک شیطان روز یکشنبه منتظر آب بود	a devil waited for water on Sunday	grupo	alternativoj	prononco
level	tiom malgranda momento	چنین لحظه کوچکی	such a small moment	grupo	alternativoj	prononco
level	eĉ tiom malgranda momento valoras	حتی چنین لحظه کوچکی ارزشمند است	even such a small moment is worthwhile	grupo	alternativoj	prononco
level	kriis for ĝis nokto	تا شب گریه کرد	cried away until night	grupo	alternativoj	prononco
level	lasis la poŝton de la mano	پست پست را از دست خود دور کنید	put away the mailpost from the hand	grupo	alternativoj	prononco
level	ridis mem lasante la poŝton	به تنهایی خندید و پست پست را کنار گذاشت	laughed by oneself, putting away the mailpost	grupo	alternativoj	prononco
level	nek li nek ŝi ridis	نه او می خندید و نه او	neither he nor she laughed	grupo	alternativoj	prononco
level	ŝi nek ridis nek respondis	نه خندید و نه جواب داد	she neither laughed nor answered	grupo	alternativoj	prononco
level	li nek sidas nek rigardas	نه می نشیند و نه تماشا می کند	he neither sits nor watches	grupo	alternativoj	prononco
level	neniam mi vidis	من هرگز ندیده ام	I have never seen	grupo	alternativoj	prononco
level	mi neniam diros al iu	من هرگز به کسی نمی گویم	I will never tell anyone	grupo	alternativoj	prononco
level	diru al neniu	به کسی نگو	tell no one	grupo	alternativoj	prononco
level	mi neniam diros	من هرگز نمی گویم	I will never say	grupo	alternativoj	prononco
level	mem	به خود (از خود)	to oneself (by oneself)	grupo	alternativoj	prononco
level	mi mem faris	خودم انجامش دادم	I did it myself	grupo	alternativoj	prononco
level	faris tion	آن را انجام داد (آن را ساخت)	did it (made it)	grupo	alternativoj	prononco
level	mem faris tion	خود آن را انجام داد (خود ساخت)	did it oneself (made it oneself)	grupo	alternativoj	prononco
level	ĝis la revido, ĝis revido	می بینمت (دوباره)، می بینمت (دوباره)	see you (again), see you (again)	grupo	alternativoj	prononco
level	ĝis!	تا زمان! (خداحافظ!)	until! (goodbye!)	grupo	alternativoj	prononco
level	ekparoli	برای شروع صحبت کردن	to start talking	grupo	alternativoj	prononco
level	ekparolis, komencis paroli finfine	شروع کرد به گفتن، بالاخره شروع به صحبت کرد	started saying, began to speak at last	grupo	alternativoj	prononco
level	trinkis rapidege	خیلی سریع نوشید	drank very fast	grupo	alternativoj	prononco
level	trinkis matenan trinkaĵon	یک نوشیدنی صبحگاهی خورد	had a morning drink	grupo	alternativoj	prononco
level	por frue veni	زود بیاد	to come early	grupo	alternativoj	prononco
level	veni al la lernejo	برای آمدن به مدرسه	to come to school	grupo	alternativoj	prononco
level	frue veni al ~	زود آمدن به ~	to come early to ~	grupo	alternativoj	prononco
level	ne aŭdis novaĵon	خبری نشنیدم	didn't hear news	grupo	alternativoj	prononco
level	ankoraŭ ne aŭdis	هنوز نشنیده	didn't hear yet	grupo	alternativoj	prononco
level	mi ankoraŭ ne aŭdis	من هنوز نشنیدم	I didn't hear yet	grupo	alternativoj	prononco
level	en tiu momento	در آن لحظه	in that moment	grupo	alternativoj	prononco
level	en tiu momento li ekkriis	در آن لحظه گریه کرد	in that moment he cried	grupo	alternativoj	prononco
level	knabo, kiu ne amas	پسری که عاشق نیست	a boy, who does not love	grupo	alternativoj	prononco
level	geknaboj	پسران و دختران	boys and girls	grupo	alternativoj	prononco
level	aliaj geknaboj	پسران و دختران دیگر	other boys and girls	grupo	alternativoj	prononco
level	ne amas aliajn geknabojn	پسر و دختر دیگر را دوست ندارد	does not love other boys and girls	grupo	alternativoj	prononco
level	nek amikojn, nek amikinojn	نه دوست و نه دوست دختر	neither friends nor girl friends	grupo	alternativoj	prononco
level	havas nek monon, nek tempon	نه پول دارد و نه وقت	does not have neither money nor time	grupo	alternativoj	prononco
level	kiu havis la libron?	چه کسی کتاب را داشت؟	who had the book?	grupo	alternativoj	prononco
level	la libron, kiun vi atendis	کتابی که منتظرش بودی	the book which you waited	grupo	alternativoj	prononco
level	tiun, kiun vi atendis pli ol du jarojn	که بیش از 2 سال منتظرش بودید	that, which you waited for more than 2 years	grupo	alternativoj	prononco
level	ĉu vi volas tion?	آیا شما آن را می خواهید؟	do you want that?	grupo	alternativoj	prononco
level	ĉu vi volas, ke ~ ?	اینو میخوای ~	do you want that ~ ?	grupo	alternativoj	prononco
level	plej kara	عزیزترین	dearest	grupo	alternativoj	prononco
level	plej kara foto	عزیزترین عکس	dearest photo	grupo	alternativoj	prononco
level	mian plej karan foton	عزیزترین عکس من	my dearest photo	grupo	alternativoj	prononco
level	kie vi aĉetis ~ ?	از کجا خریدی ~	where did you buy ~ ?	grupo	alternativoj	prononco
level	tiu vestaĵo	آن لباس	that clothing	grupo	alternativoj	prononco
level	tiun vestaĵon	آن لباس (هدف)	that clothing (objective)	grupo	alternativoj	prononco
level	aĉetis tiun vestaĵon	آن لباس را خرید	bought that outfit	grupo	alternativoj	prononco
level	vi iros tien	شما آنجا خواهید رفت	you will go there	grupo	alternativoj	prononco
level	kien vi iros?	به کجا میروی؟	where are you going to?	grupo	alternativoj	prononco
level	suna tago	روز آفتابی	sunny day	grupo	alternativoj	prononco
level	estos suna tago	یک روز آفتابی خواهد بود	it will be a sunny day	grupo	alternativoj	prononco
level	se estos suna tago	اگر روز آفتابی باشد	if it will be a sunny day	grupo	alternativoj	prononco
level	via frato jam ekiris	برادرت قبلا شروع کرده	your brother has already started	grupo	alternativoj	prononco
level	ĉu via frato jam ekiris?	برادرت هنوز شروع کرده؟	has your brother started yet?	grupo	alternativoj	prononco
level	kie estas la akvo?	آب کجاست	where is the water	grupo	alternativoj	prononco
level	kunporti la akvon	برای آوردن آب	to bring the water	grupo	alternativoj	prononco
level	vi mem kunportis	خودت آوردی	you yourself brought	grupo	alternativoj	prononco
level	la akvon, kion vi mem kunportis	آبی که خودت آوردی	the water, that you yourself brought	grupo	alternativoj	prononco
level	estis tre trankvila	خیلی ساکت بود	was very quiet	grupo	alternativoj	prononco
level	hodiaŭ mia patrino estis ~	امروز مادرم ~ بود	today my mother was ~	grupo	alternativoj	prononco
level	mi venis el ~	من از ~ آمده ام	I came from ~	grupo	alternativoj	prononco
level	el la lernejo	خارج از مدرسه	out of the school	grupo	alternativoj	prononco
level	raportis al ~	گزارش به ~	reported to ~	grupo	alternativoj	prononco
level	kaj raportis al ŝi	و به او گزارش داد	and reported to her	grupo	alternativoj	prononco
level	raportis, ke ~	گزارش داد که ~	reported that ~	grupo	alternativoj	prononco
level	raportis, ke mi ricevos	گزارش داد که دریافت خواهم کرد	reported that I will receive	grupo	alternativoj	prononco
level	mi ricevos malbonan noton	نمره بدی خواهم گرفت	I will get a bad grade	grupo	alternativoj	prononco
level	ŝi diris, ke ~	او گفت که ~	she said that ~	grupo	alternativoj	prononco
level	vi devas laborigi ~	باید کاری کنی	you have to make ~ work	grupo	alternativoj	prononco
level	pli multe	بیشتر	more	grupo	alternativoj	prononco
level	pli multe laborigi	تا کار بیشتر شود	to make work more	grupo	alternativoj	prononco
level	laborigi vian kapon	تا سرت کار کند	to make your head work	grupo	alternativoj	prononco
level	kiom da malbonaj notoj	چند نمره بد	how many bad grades	grupo	alternativoj	prononco
level	vi havas tiom da malbonaj notoj	شما نمرات بد زیادی دارید	you have so many bad grades	grupo	alternativoj	prononco
level	estis malĝoja	ناراحت بود	was sad	grupo	alternativoj	prononco
level	en vian ĉambron	به اتاق شما	into your room	grupo	alternativoj	prononco
level	iru en vian ĉambron	برو تو اتاقت	go into your room	grupo	alternativoj	prononco
level	iru kaj lernu	برو یاد بگیر	go and learn	grupo	alternativoj	prononco
level	mi sidis	من نشستم	I sat	grupo	alternativoj	prononco
level	en mia ĉambro	در اتاق من	in my room	grupo	alternativoj	prononco
level	sidis en mia ĉambro	در اتاق من نشست	sat in my room	grupo	alternativoj	prononco
level	nek lerni nek legi	نه یاد بگیر نه بخون	neither learn nor read	grupo	alternativoj	prononco
level	sed mi povis nek lerni nek legi	اما نه می توانستم یاد بگیرم و نه بخوانم	but I could neither learn nor read	grupo	alternativoj	prononco
level	miaj pensoj	افکار من	my thoughts	grupo	alternativoj	prononco
level	ĉe ludo	در یک بازی	at a game	grupo	alternativoj	prononco
level	ludo kun miaj amikoj	بازی با دوستانم	game with my friends	grupo	alternativoj	prononco
level	ĉe sporto	در ورزش	at sport	grupo	alternativoj	prononco
level	al mi mem	به خودم	to myself	grupo	alternativoj	prononco
level	diris al mi mem	با خودم گفتم	said to myself	grupo	alternativoj	prononco
level	tiom malsaĝa	خیلی احمقانه	so stupid	grupo	alternativoj	prononco
level	ĉu mi estas tiom malsaĝa?	آیا من آنقدر احمق هستم؟	am I that stupid?	grupo	alternativoj	prononco
level	kvankam mi lernis multe	گرچه خیلی چیزها یاد گرفتم	although I learned a lot	grupo	alternativoj	prononco
level	la patrino eniris	مادر وارد شد	the mother entered	grupo	alternativoj	prononco
level	miaj vortoj	حرف های من	my words	grupo	alternativoj	prononco
level	kaj aŭdis miajn vortojn	و حرف های مرا شنید	and heard my words	grupo	alternativoj	prononco
level	ŝi tuj respondis	او بلافاصله پاسخ داد	she answered immediately	grupo	alternativoj	prononco
level	ne, mia kara	نه عزیزم	no, my dear	grupo	alternativoj	prononco
level	vi ne estas malsaĝa	شما احمق نیستند	you are not stupid	grupo	alternativoj	prononco
level	la problemo estas, ke ~	مشکل این است که ~	the problem is that ~	grupo	alternativoj	prononco
level	ke vi devas lerni	که باید یاد بگیرید	that you must learn	grupo	alternativoj	prononco
level	devas lerni multe pli	باید خیلی بیشتر یاد بگیره	must learn much more	grupo	alternativoj	prononco
level	tiam vi ne havos	سپس شما نخواهید داشت	then you will not have	grupo	alternativoj	prononco
level	malbonaj notoj	نمرات بد	bad grades	grupo	alternativoj	prononco
level	havos nur malbonajn notojn	فقط نمرات بد خواهد داشت	will have only bad grades	grupo	alternativoj	prononco
level	ankaŭ nun	همچنین اکنون	also now	grupo	alternativoj	prononco
level	mi ne havas ilin	من آنها را ندارم	I don't have them	grupo	alternativoj	prononco
level	mi havas bonan noton	من نمره خوبی دارم	I have a good grade	grupo	alternativoj	prononco
level	pri muziko	در مورد موسیقی	about music	grupo	alternativoj	prononco
level	bonan noton pri muziko	یک یادداشت خوب در مورد موسیقی	a good note on music	grupo	alternativoj	prononco
level	la patrino subite ekridis	مادر ناگهان از خنده منفجر شد	the mother suddenly burst out laughing	grupo	alternativoj	prononco
level	tio plibeligis ~	که زیبا کرد ~	that beautified ~	grupo	alternativoj	prononco
level	mian tagon	روز من	my day	grupo	alternativoj	prononco
level	plibeligis mian tagon	روزم را ساخت	made my day	grupo	alternativoj	prononco
level	sed tamen restis	اما همچنان باقی ماند	but still remained	grupo	alternativoj	prononco
level	sed la problemo tamen restis	اما مشکل همچنان پابرجا بود	but the problem still remained	grupo	alternativoj	prononco
level	kilogramo da ~	یک کیلوگرم ~	a kilogram of ~	grupo	alternativoj	prononco
level	kilogramo da sukero	یک کیلوگرم شکر	a kilogram of sugar	grupo	alternativoj	prononco
level	glaso da ~	یک لیوان ~	a glass of ~	grupo	alternativoj	prononco
level	glaso da akvo	یک لیوان آب	a glass of water	grupo	alternativoj	prononco
level	multe da ~	بسیاری از ~	a lot of ~	grupo	alternativoj	prononco
level	multe da ideoj	بسیاری از ایده ها	lots of ideas	grupo	alternativoj	prononco
level	deteni sin	عقب نگه داشتن	to hold back	grupo	alternativoj	prononco
level	ordigis ĉion	همه چیز را مرتب کرد	sorted everything out	grupo	alternativoj	prononco
level	transdonis al li	به او تحویل داد	handed over to him	grupo	alternativoj	prononco
level	mi petas	من می پرسم	I'm asking	grupo	alternativoj	prononco
level	glason da kafo	یک لیوان قهوه	a glass of coffee	grupo	alternativoj	prononco
level	kaj iom da akvo	و مقداری آب	and some water	grupo	alternativoj	prononco
level	mi petas glason da kafo	من یک لیوان قهوه می خواهم	I would like a glass of coffee	grupo	alternativoj	prononco
level	mi petas tason da teo	من یک فنجان چای می خواهم	I would like a cup of tea	grupo	alternativoj	prononco
level	doloris lin	به او صدمه بزند	hurt him	grupo	alternativoj	prononco
level	la kapo doloris lin	سرش درد گرفت	his head hurt	grupo	alternativoj	prononco
level	li malsaniĝis	او بیمار شد	he fell ill	grupo	alternativoj	prononco
level	ŝatas esti bela	دوست دارد زیبا باشد	likes to be beautiful	grupo	alternativoj	prononco
level	ŝi beligis sian vizaĝon	صورتش را زیبا کرد	she beautified her face	grupo	alternativoj	prononco
level	la knabo ŝatas esti bela	پسر دوست دارد زیبا باشد	the boy likes to be pretty	grupo	alternativoj	prononco
level	pro tio ŝi beligis ĝin	بنابراین او آن را زیبا کرد	therefore she beautified it	grupo	alternativoj	prononco
level	post la tagmanĝo	بعد از ناهار	after lunch	grupo	alternativoj	prononco
level	purigi la kuirejon	برای تمیز کردن آشپزخانه	to clean the kitchen	grupo	alternativoj	prononco
level	kiu purigos la kuirejon?	چه کسی آشپزخانه را تمیز می کند؟	who will clean the kitchen?	grupo	alternativoj	prononco
level	volas trinki	می خواهد بنوشد	wants to drink	grupo	alternativoj	prononco
level	kion vi volas trinki?	چی می خوای بنوشی	what do you want to drink	grupo	alternativoj	prononco
level	trinki teon	برای نوشیدن چای	to drink tea	grupo	alternativoj	prononco
level	iom da akvo	کمی آب	a little of water	grupo	alternativoj	prononco
level	ĉu vi volas nenion?	هیچی نمیخوای؟	do you want nothing?	grupo	alternativoj	prononco
level	tiel subite	بسیار ناگهانی	so suddenly	grupo	alternativoj	prononco
level	kial vi decidis ~ ?	چرا تصمیم گرفتی ~	why did you decide ~ ?	grupo	alternativoj	prononco
level	kial vi tiel subite decidis ~ ?	چرا اینقدر ناگهانی تصمیم گرفتی؟	why did you decide ~ so suddenly?	grupo	alternativoj	prononco
level	via ĉambro	اتاق شما	your room	grupo	alternativoj	prononco
level	via ĉambreto	اتاق کوچک شما	your little room	grupo	alternativoj	prononco
level	vian ĉambreton	به اتاق کوچک شما	to your little room	grupo	alternativoj	prononco
level	renovigi vian ĉambreton	برای بازسازی اتاق کوچک خود	to renovate your little room	grupo	alternativoj	prononco
level	decidis renovigi vian ĉambreton	تصمیم گرفتید اتاق کوچک خود را بازسازی کنید	decided to renovate your little room	grupo	alternativoj	prononco
level	al kiu	به چه کسی	to whom	grupo	alternativoj	prononco
level	vi donis ~	دادی ~	you gave ~	grupo	alternativoj	prononco
level	al kiu vi donis ~ ?	به کی دادی ~	to whom did you give ~ ?	grupo	alternativoj	prononco
level	puraj glasoj	عینک تمیز	clean glasses	grupo	alternativoj	prononco
level	vi donis la purajn glasojn	عینک تمیز را دادی	you gave the clean glasses	grupo	alternativoj	prononco
level	la puraj glasoj por la vino	لیوان های تمیز برای شراب	the clean glasses for the wine	grupo	alternativoj	prononco
level	kontraŭ kiu	علیه چه کسی	against whom	grupo	alternativoj	prononco
level	via sportklubo	باشگاه ورزشی شما	your sports club	grupo	alternativoj	prononco
level	ludas kontraŭ ~	مقابل ~ بازی می کند	plays against ~	grupo	alternativoj	prononco
level	antaŭ du semajnoj	دو هفته پیش	two weeks ago	grupo	alternativoj	prononco
level	kontraŭ kiu via sportklubo ludis?	باشگاه ورزشی شما مقابل چه کسی بازی کرد؟	who did your sports club play against?	grupo	alternativoj	prononco
level	ĉu vi vidas ~ ?	می بینی ~	do you see ~ ?	grupo	alternativoj	prononco
level	ĉu vi ofte vidas ~ ?	آیا اغلب ~ را می بینید؟	do you often see ~ ?	grupo	alternativoj	prononco
level	ofte vidas la policiston	اغلب پلیس را ببینید	often see the policeman	grupo	alternativoj	prononco
level	tiu, kiu loĝas en ~	کسی که در ~ زندگی می کند	the one who lives in ~	grupo	alternativoj	prononco
level	loĝas en la loĝejo	در محل اقامت زندگی می کند	lives in the lodging place	grupo	alternativoj	prononco
level	la loĝejo super vi	محل سکونت بالای شما	the dwelling place above you	grupo	alternativoj	prononco
level	vidas la policiston, kiu loĝas en ~	افسر پلیس را می بیند که در ~ زندگی می کند	sees the police officer who lives in ~	grupo	alternativoj	prononco
level	plano pri veturado	طرح رانندگی	driving plan	grupo	alternativoj	prononco
level	volis vojaĝi	می خواست سفر کند	wanted to travel	grupo	alternativoj	prononco
level	vojaĝi al alia lando	برای سفر به کشور دیگری	to travel to another country	grupo	alternativoj	prononco
level	en libertempo	در اوقات فراغت	in free time	grupo	alternativoj	prononco
level	ili decidis iri	تصمیم گرفتند بروند	they decided to go	grupo	alternativoj	prononco
level	decidis iri al Italio	تصمیم گرفت به ایتالیا برود	decided to go to Italy	grupo	alternativoj	prononco
level	malnovaj urboj	شهرهای قدیمی	old cities	grupo	alternativoj	prononco
level	lando kun malnovaj urboj	کشوری با شهرهای قدیمی	a country with old cities	grupo	alternativoj	prononco
level	aliaj belaĵoj	زیبایی های دیگر	other beauties	grupo	alternativoj	prononco
level	kaj aliaj belaĵoj	و زیبایی های دیگر	and other beauties	grupo	alternativoj	prononco
level	bela lando kun malnovaj urboj kaj aliaj belaĵoj	کشوری زیبا با شهرهای قدیمی و زیبایی های دیگر	a beautiful country with old cities and other beauties	grupo	alternativoj	prononco
level	ili estis feliĉaj	آنها خوشحال بودند	they were happy	grupo	alternativoj	prononco
level	kie estas ~ ?	کجاست ~	where is ~ ?	grupo	alternativoj	prononco
level	kie estas mia vestaĵo?	لباسهای من کجاست	where are my clothes	grupo	alternativoj	prononco
level	ŝi demandis ~	او پرسید ~	she asked ~	grupo	alternativoj	prononco
level	ni ne forgesu kunporti ~	آوردن ~ را فراموش نکنیم	let's not forget to bring ~	grupo	alternativoj	prononco
level	kunporti la libron	تا کتاب را با خود ببرم	to take the book with you	grupo	alternativoj	prononco
level	libro por lerni Esperanton	کتابی برای یادگیری اسپرانتو	a book to learn Esperanto	grupo	alternativoj	prononco
level	kunporti libron por lerni	برای یاد گرفتن کتاب	to carry a book to learn	grupo	alternativoj	prononco
level	ni povas komenci ~	ما می توانیم شروع کنیم ~	we can start ~	grupo	alternativoj	prononco
level	en la vagonaro	در قطار	in the train	grupo	alternativoj	prononco
level	jam en la vagonaro	در حال حاضر در قطار	already in the train	grupo	alternativoj	prononco
level	ni nenion faros	ما هیچ کاری نمی کنیم	we won't do anything	grupo	alternativoj	prononco
level	per aŭto	با ماشین	by car	grupo	alternativoj	prononco
level	ni veturos per ~	ما با ~ رانندگی خواهیم کرد	we will drive by ~	grupo	alternativoj	prononco
level	veturos per aŭto	ماشین خواهد راند	will drive a car	grupo	alternativoj	prononco
level	mi havas sekreton	من یک راز دارم	I have a secret	grupo	alternativoj	prononco
level	mia riĉa onklo	عموی پولدار من	my rich uncle	grupo	alternativoj	prononco
level	mia deziro	آرزوی من	my wish	grupo	alternativoj	prononco
level	plenumis mian deziron	آرزویم را برآورده کرد	fulfilled my wish	grupo	alternativoj	prononco
level	donis al ni	به ما داد	gave us	grupo	alternativoj	prononco
level	sian aŭton	ماشین او	his car	grupo	alternativoj	prononco
level	kaj donis al ni sian aŭton	و ماشینش را به ما داد	and gave us his car	grupo	alternativoj	prononco
level	por uzo	برای استفاده	for use	grupo	alternativoj	prononco
level	ĝi staras antaŭ ~	قبل از ~ می ایستد	it stands before ~	grupo	alternativoj	prononco
level	staras antaŭ la domo	جلوی خانه می ایستد	stands in front of the house	grupo	alternativoj	prononco
level	mi devas diri ~	باید بگم ~	I have to say ~	grupo	alternativoj	prononco
level	nenion diru	چیزی نگو	don't say anything	grupo	alternativoj	prononco
level	ni eksidu	بیا بشینیم	let's sit down	grupo	alternativoj	prononco
level	eksidu en la aŭton	برو تو ماشین	get in the car	grupo	alternativoj	prononco
level	veturi al ~	رانندگی به ~	to drive to ~	grupo	alternativoj	prononco
level	kaj veturu al Italio	و به سمت ایتالیا رانندگی کنید	and drive to Italy	grupo	alternativoj	prononco
level	sidis en la aŭto	در ماشین نشست	sat in the car	grupo	alternativoj	prononco
level	ankaŭ la vestaĵoj	همچنین لباس	also the clothes	grupo	alternativoj	prononco
level	~ estis en la aŭto	~ تو ماشین بود	~ was in the car	grupo	alternativoj	prononco
level	ankoraŭ sidadis kaj atendis	هنوز نشسته بود و منتظر بود	still sat and waited	grupo	alternativoj	prononco
level	sed li atendis	اما او صبر کرد	but he waited	grupo	alternativoj	prononco
level	kial ni ne ~ ?	چرا ~ نکنیم؟	why don't we ~ ?	grupo	alternativoj	prononco
level	kial ni ne ekveturas?	چرا رانندگی را شروع نمی کنیم؟	why don't we start driving?	grupo	alternativoj	prononco
level	ankaŭ mi havas ~	من هم دارم ~	I have ~ too	grupo	alternativoj	prononco
level	veturigus la aŭton	ماشین را می راند	would drive the car	grupo	alternativoj	prononco
level	sed mi ne scias ~	اما من نمی دانم ~	but I don't know ~	grupo	alternativoj	prononco
level	mi neniam lernis tion	من هرگز آن را یاد نگرفتم	I never learned that	grupo	alternativoj	prononco
level	mi kredus ~	من باور دارم ~	I would believe ~	grupo	alternativoj	prononco
