C.ne content.tsv
Level	Esperanto	ne	en-us	Grupo	Alternativoj	Pronoco
level	alie	अन्यथा, वा अन्यथा, अर्को तरिकामा, फरक रूपमा	otherwise, or else, in another way, differently	grupo	alternativoj	prononco
level	abrikoto	एक खुबानी	an apricot	grupo	alternativoj	prononco
level	rapidi	हतार गर्न	to get hurried	grupo	alternativoj	prononco
level	redonomono	परिवर्तन (पैसा)	a change (money)	grupo	alternativoj	prononco
level	juki	चिलाउने	to itch	grupo	alternativoj	prononco
level	enciklopedio	एक विश्वकोश	an encyclopedia	grupo	alternativoj	prononco
level	detruita	नष्ट भयो	destroyed	grupo	alternativoj	prononco
level	pingveno	एक पेंगुइन	a penguin	grupo	alternativoj	prononco
level	revidi	फेरि हेर्न	to see again	grupo	alternativoj	prononco
level	poezio	कविता	poetry	grupo	alternativoj	prononco
level	tigo	एक डाँठ, एक डाँठ	a stem, a stalk	grupo	alternativoj	prononco
level	necese	अनिवार्य रूपमा	necessarily	grupo	alternativoj	prononco
level	sano	स्वास्थ्य	health	grupo	alternativoj	prononco
level	servisto	एक सेवक	a servant	grupo	alternativoj	prononco
level	komisii	सुम्पन	to entrust	grupo	alternativoj	prononco
level	filio	एक सम्बद्ध, एक सहायक, एक शाखा	an affiliate, a subsidiary, a branch	grupo	alternativoj	prononco
level	neniu alia ol ~	~ बाहेक अरू कोही छैन	none other than ~	grupo	alternativoj	prononco
level	optimisto	एक आशावादी	an optimist	grupo	alternativoj	prononco
level	senfine	अनन्त रूपमा	endlessly	grupo	alternativoj	prononco
level	triki	बुन्नु	to knit	grupo	alternativoj	prononco
level	adiaŭo	एक विदाई, एक अलविदा	a farewell, a goodbye	grupo	alternativoj	prononco
level	plus	प्लस	plus	grupo	alternativoj	prononco
level	ĝenevo	जेनेभा	Geneva	grupo	alternativoj	prononco
level	soifa	तिर्खा लागेको	thirsty	grupo	alternativoj	prononco
level	revuo	एक समीक्षा, पत्रिका, आवधिक, revue	a review, magazine, periodical, revue	grupo	alternativoj	prononco
level	saĝo	एक बुद्धि	a wisdom	grupo	alternativoj	prononco
level	saĝulo	एक ऋषि	a sage	grupo	alternativoj	prononco
level	unu la alian	एक अर्का	one another	grupo	alternativoj	prononco
level	suda	दक्षिणी	southern	grupo	alternativoj	prononco
level	favoro	एक पक्ष, एक सद्भावना	a favor, a goodwill	grupo	alternativoj	prononco
level	Tokio	टोकियो	Tokyo	grupo	alternativoj	prononco
level	rabato	छूट, छूट	a discount, a rebate	grupo	alternativoj	prononco
level	hura	हुर्राह! हुर्रे!	hurrah! hooray!	grupo	alternativoj	prononco
level	trinkaĵo	पिउन केहि	something to drink	grupo	alternativoj	prononco
level	triope	तीन मा	in trio	grupo	alternativoj	prononco
level	unu aŭ la alia	एक वा अर्को	one or the other	grupo	alternativoj	prononco
level	unua	पहिलो	first	grupo	alternativoj	prononco
level	termometro	एक थर्मोमिटर	a thermometer	grupo	alternativoj	prononco
level	unuigita	संयुक्त	united	grupo	alternativoj	prononco
level	aŭskultilo	इयरफोन, रिसिभर	a earphone, a receiver	grupo	alternativoj	prononco
level	unuvorte	एक शब्द मा	in one word	grupo	alternativoj	prononco
level	vekiĝi	उठ्नु	to wake up	grupo	alternativoj	prononco
level	foriri	टाढा जान	to go away	grupo	alternativoj	prononco
level	tekniko	प्रविधि, प्राविधिक	technique, a technic	grupo	alternativoj	prononco
level	nobelo	एक कुलीन, एक महान	a nobleman, a noble	grupo	alternativoj	prononco
level	ĝuste	सही रूपमा	corretly	grupo	alternativoj	prononco
level	reklami	विज्ञापन गर्न	to advertise	grupo	alternativoj	prononco
level	vato	एक कपास ऊन, एक wadding	a cotton wool, a wadding	grupo	alternativoj	prononco
level	escepti	बाहेक, बहिष्कार गर्न	to except, to exclude	grupo	alternativoj	prononco
level	helpo	एक मद्दत	a help	grupo	alternativoj	prononco
level	bildrakonto	एक हास्य पट्टी, एक हास्य पुस्तक	a comic strip, a comic book	grupo	alternativoj	prononco
level	poemo	कविता	a poem	grupo	alternativoj	prononco
level	vojaĝo	एक यात्रा	a travel	grupo	alternativoj	prononco
level	bofilo	एक ज्वाइँ	a son-in-law	grupo	alternativoj	prononco
level	zorgo	हेरचाह	care	grupo	alternativoj	prononco
level	papilio	एउटा पुतली	a butterfly	grupo	alternativoj	prononco
level	dek du	बाह्र	twelve	grupo	alternativoj	prononco
level	apostrofo	एक apostrophe	an apostrophe	grupo	alternativoj	prononco
level	fluido	तरल पदार्थ, तरल पदार्थ	fluid, a fluid	grupo	alternativoj	prononco
level	milimetro	एक मिलिमिटर	a millimeter	grupo	alternativoj	prononco
level	dependi	भर पर्नु	to depend	grupo	alternativoj	prononco
level	dek kvar	चौध	fourteen	grupo	alternativoj	prononco
level	dek ses	सोह्र	sixteen	grupo	alternativoj	prononco
level	dinosaŭro	एक डायनासोर	a dinosaur	grupo	alternativoj	prononco
level	migri	बसाइँ सर्ने, घुम्ने, घुम्ने	to migrate, to roam, to wander	grupo	alternativoj	prononco
level	dek ok	अठारह	eighteen	grupo	alternativoj	prononco
level	kompleta	पूरा	complete	grupo	alternativoj	prononco
level	miligramo	एक मिलिग्राम	a milligram	grupo	alternativoj	prononco
level	dormigilo	निद्राको गोली	a sleeping pill	grupo	alternativoj	prononco
level	dudek	बीस	twenty	grupo	alternativoj	prononco
level	dormanto	एक सुत्ने व्यक्ति	a sleeper	grupo	alternativoj	prononco
level	entrepreni	सञ्चालन गर्न	to undertake	grupo	alternativoj	prononco
level	hundido	एउटा कुकुर	a puppy	grupo	alternativoj	prononco
level	kvardek	चालीस	forty	grupo	alternativoj	prononco
level	tricent	तीन सय	three hundred	grupo	alternativoj	prononco
level	iom post iom	अलि अलि गरी	little by little	grupo	alternativoj	prononco
level	revi	सपना देख्न, दिवास्वप्न	to dream, to daydream	grupo	alternativoj	prononco
level	fiŝboato	माछा मार्ने डुङ्गा	a fishing boat	grupo	alternativoj	prononco
level	mem kompreneble	आत्म-व्याख्यात्मक रूपमा	self-explanatorily	grupo	alternativoj	prononco
level	flegistino	नर्स	a nurse	grupo	alternativoj	prononco
level	ni diru	भनौं	let's say	grupo	alternativoj	prononco
level	traktoro	एक ट्रयाक्टर	a tractor	grupo	alternativoj	prononco
level	Ido	इडो (एस्पेरान्तोको बाल भाषा)	Ido (a child language of Esperanto)	grupo	alternativoj	prononco
level	florpoto	फूलको भाँडो	a flower pot	grupo	alternativoj	prononco
level	florvazo	एक फूलदानी	a flower vase	grupo	alternativoj	prononco
level	heredi	उत्तराधिकार गर्न	to inherit	grupo	alternativoj	prononco
level	flugbileto	एक हवाई टिकट	an air ticket	grupo	alternativoj	prononco
level	robo	एउटा पोशाक	a dress	grupo	alternativoj	prononco
level	egipto	एक मिश्री व्यक्ति	an Egyptian person	grupo	alternativoj	prononco
level	-unt	<suffix>सशर्त सक्रिय	<suffix> conditional active	grupo	alternativoj	prononco
level	frenezulo	एक कट्टर, एक पागल, एक पागल	a fanatic, a lunatic, a maniac	grupo	alternativoj	prononco
level	ekde	देखि	since	grupo	alternativoj	prononco
level	observi	हेर्नु	to observe	grupo	alternativoj	prononco
level	edziĝi (kun ~)	पति बन्न, विवाह गर्न (~ सँग)	to become a husband, to get married (with ~)	grupo	alternativoj	prononco
level	bambuo	एउटा बाँस	a bamboo	grupo	alternativoj	prononco
level	turko	एक टर्की	a Turkish	grupo	alternativoj	prononco
level	glumarko	एक स्टिकर	a sticker	grupo	alternativoj	prononco
level	akceptebla	स्वीकार्य	acceptable	grupo	alternativoj	prononco
level	alvenigi	पुग्नको लागि	to make arrive	grupo	alternativoj	prononco
level	boato	एउटा डुङ्गा	a boat	grupo	alternativoj	prononco
level	aligatori	गैर-एस्पेरान्तो (अंग्रेजी) मा बोल्न	to speak in non-Esperanto (English)	grupo	alternativoj	prononco
level	arbeto	एउटा सानो रूख	a small tree	grupo	alternativoj	prononco
level	harpinglo	एक कपाल, एक कोष्ठक	a hairpin, a bracket	grupo	alternativoj	prononco
level	konsekvenco	एक परिणाम	a consequence	grupo	alternativoj	prononco
level	polo	एक पोलिश व्यक्ति, एक पोलैंडर	a Polish person, a polander	grupo	alternativoj	prononco
level	edziniĝi (kun ~)	पत्नी बन्न, विवाह गर्न (~ सँग)	to become a wife, to get married (with ~)	grupo	alternativoj	prononco
level	harpo	एक वीणा	a harp	grupo	alternativoj	prononco
level	aĉetumi	किनमेल गर्न जान	to go shopping	grupo	alternativoj	prononco
level	aŭdiĝi	सुन्नु, सुन्नु	to hear, to be heard	grupo	alternativoj	prononco
level	geedzoj	(दुबै) पति र पत्नी, एक विवाहित जोडी	(both) husband and wife, a married couple	grupo	alternativoj	prononco
level	belaĵo	केहि सुन्दर	something beatiful	grupo	alternativoj	prononco
level	bonega	धेरै राम्रो, साँच्चै राम्रो	very good, really really good	grupo	alternativoj	prononco
level	denove	फेरि	again	grupo	alternativoj	prononco
level	skandinavo	एक स्क्यान्डिनेभियाई व्यक्ति	a Scandinavian person	grupo	alternativoj	prononco
level	dikiĝi	मोटो हुन	to become fat	grupo	alternativoj	prononco
level	populara	लोकप्रिय	popular	grupo	alternativoj	prononco
level	infanĉareto	perambulator, a pram	a perambulator, a pram	grupo	alternativoj	prononco
level	dolorige	दर्दनाक रूपमा	painfully	grupo	alternativoj	prononco
level	infanĝardeno	एक बालवाडी	a kindergarten	grupo	alternativoj	prononco
level	dumnokte	रात को समयमा	during the night	grupo	alternativoj	prononco
level	geavoj	हजुरबा हजुरआमा	grandparents	grupo	alternativoj	prononco
level	kondamni	निन्दा गर्नु, दोषी ठहराउनु, दोषी पाउन	to condemn, to convict, to find guilty	grupo	alternativoj	prononco
level	ekkrii	चिच्याउन	to cry out	grupo	alternativoj	prononco
level	argumenti	तर्क गर्न	to argue	grupo	alternativoj	prononco
level	ekridi	(विस्फोट) हाँस्न	to (blast)laugh	grupo	alternativoj	prononco
level	kajto (flugdrako)	एक पतंग (उडान ड्र्यागन)	a kite (a flying dragon)	grupo	alternativoj	prononco
level	disputi	बहस गर्नु, झगडा गर्नु, झगडा गर्नु	to argue, to dispute, to contend	grupo	alternativoj	prononco
level	pasaĝero	एक यात्री	a passenger	grupo	alternativoj	prononco
level	eksalti	जम्प गर्न सुरु गर्न	to start jumping	grupo	alternativoj	prononco
level	evolucio	विकास (= evoluado, evoluo)	evolution (=evoluado, evoluo)	grupo	alternativoj	prononco
level	gloro	एक महिमा, एक प्रसिद्धि	a glory, a fame	grupo	alternativoj	prononco
level	financo	वित्त	finance	grupo	alternativoj	prononco
level	elstara	शानदार, उत्कृष्ट	brilliant, outstanding	grupo	alternativoj	prononco
level	gefiloj	छोराछोरी, छोरा र छोरी	children, sons and daughters	grupo	alternativoj	prononco
level	facilmova	सार्न सजिलो	easy to move	grupo	alternativoj	prononco
level	geedziĝinta	विवाहित	married	grupo	alternativoj	prononco
level	koto	माटो, माटो	mud, dirt	grupo	alternativoj	prononco
level	fermita	बन्द	closed	grupo	alternativoj	prononco
level	kvitanco	एक रसिद	a receipt	grupo	alternativoj	prononco
level	lardo	एक बेकन	a bacon	grupo	alternativoj	prononco
level	etiketo	एक शिष्टाचार, एक लेबल, एक ट्याग, आचार संहिता	an etiquette, a label, a tag, code of conduct	grupo	alternativoj	prononco
level	ladskatolo	एउटा टिनको डिब्बा	a tin can	grupo	alternativoj	prononco
level	identa	समान	identical	grupo	alternativoj	prononco
level	skui	हल्लाउनु	to shake	grupo	alternativoj	prononco
level	lavomaŝino	धुने मेसिन, धुने मेसिन	a washer, a washing machine	grupo	alternativoj	prononco
level	geamikoj	साथीहरू (पुरुष र महिला)	friends (male and female)	grupo	alternativoj	prononco
level	gelernantoj	विद्यार्थी (महिला र पुरुष)	students (male and female)	grupo	alternativoj	prononco
level	gravulo	एक महत्त्वपूर्ण व्यक्ति	an important person	grupo	alternativoj	prononco
level	dediĉi	समर्पण गर्न, समर्पण गर्न	to dedicate, to devote	grupo	alternativoj	prononco
level	geknaboj	केटाहरू र केटीहरू	boys and girls	grupo	alternativoj	prononco
level	havinda	हुनु लायक	worth having	grupo	alternativoj	prononco
level	hommulto	जनता, जनमानस	people, mass people	grupo	alternativoj	prononco
level	admiri	प्रशंसा गर्न	to admire	grupo	alternativoj	prononco
level	magneto	एक चुम्बक	a magnet	grupo	alternativoj	prononco
level	industriisto	एक उद्योगपति	an industriallist	grupo	alternativoj	prononco
level	delfeno	एक डल्फिन	a dolphin	grupo	alternativoj	prononco
level	manĝobastonetoj	चपस्टिक्स	chopsticks	grupo	alternativoj	prononco
level	ekstrema	चरम	extreme	grupo	alternativoj	prononco
level	eksedziĝo	सम्बन्ध विच्छेद (पुरुष)	divorce (male)	grupo	alternativoj	prononco
level	sklavo	एक दास	a slave	grupo	alternativoj	prononco
level	mamzono	एक ब्रा, एक ब्रासियर	a bra, a brassiere	grupo	alternativoj	prononco
level	koncentri	ध्यान दिनु	to concentrate	grupo	alternativoj	prononco
level	iro	जाने बाटो	a way to go	grupo	alternativoj	prononco
level	manĝoskatolo	एक खाजा बक्स	a lunch box	grupo	alternativoj	prononco
level	faco	अनुहार, सतह	a face, a surface	grupo	alternativoj	prononco
level	eksedziĝinta	सम्बन्धविच्छेद भएको (पुरुष)	divorced (male)	grupo	alternativoj	prononco
level	manpremo	एक हात मिलाउने	a handshake	grupo	alternativoj	prononco
level	karulo	एक प्रिय मान्छे	a beloved person	grupo	alternativoj	prononco
level	komponi	रचना गर्न	to compose	grupo	alternativoj	prononco
level	generalo	एक जनरल	a general	grupo	alternativoj	prononco
level	eksedziniĝinta	सम्बन्धविच्छेद (महिला)	divorced (female)	grupo	alternativoj	prononco
level	klubano	एक क्लब सदस्य	a club member	grupo	alternativoj	prononco
level	riski	जोखिम, उद्यम गर्न	to risk, to venture	grupo	alternativoj	prononco
level	mevo	एक गुल, एक समुद्री गुल	a gull, a sea gull	grupo	alternativoj	prononco
level	agento	एक एजेन्ट	an agent	grupo	alternativoj	prononco
level	kunmanĝi	सँगै खान	to eat together	grupo	alternativoj	prononco
level	banano	एउटा केरा	a banana	grupo	alternativoj	prononco
level	barko	एक barque, एउटा सानो जहाज	a barque, a small ship	grupo	alternativoj	prononco
level	kunulino	एक महिला कैदी	a female inmate	grupo	alternativoj	prononco
level	montaro	एक पहाड श्रृंखला	a mountain range	grupo	alternativoj	prononco
level	bopatro	एक ससुरा	a father-in-law	grupo	alternativoj	prononco
level	artiko	संयुक्त, काज, अभिव्यक्ति	a joint, hinge, articulation	grupo	alternativoj	prononco
level	mortinto	एक मृतक व्यक्ति	a deceased person	grupo	alternativoj	prononco
level	lampeto	एउटा सानो बत्ती	a small lamp	grupo	alternativoj	prononco
level	fundamento	आधार, एक आधार	foundation, a foundation	grupo	alternativoj	prononco
level	libertempo	खाली समय	free time	grupo	alternativoj	prononco
level	muziknoto	एक संगीत नोट	a musical note	grupo	alternativoj	prononco
level	intelekto	बुद्धि, मन	intellect, mind	grupo	alternativoj	prononco
level	alterni	वैकल्पिक गर्न	to alternate	grupo	alternativoj	prononco
level	majesta	राजसी	majestic	grupo	alternativoj	prononco
level	lumigi	प्रकाश बनाउन	to make light	grupo	alternativoj	prononco
level	malbela	कुरूप	ugly	grupo	alternativoj	prononco
level	nudelo	एक चाउचाउ	a noodle	grupo	alternativoj	prononco
level	imposto	कर	tax	grupo	alternativoj	prononco
level	citi	उद्धृत गर्न, उद्धृत गर्न	to quote, to cite	grupo	alternativoj	prononco
level	malbono	खराबी	badness	grupo	alternativoj	prononco
level	manipuli	हेरफेर गर्न, ह्यान्डल गर्न, व्यवस्थापन गर्न	to manipulate, to handle, to manage	grupo	alternativoj	prononco
level	malfeliĉo	एक दुख	an unhappiness	grupo	alternativoj	prononco
level	malforte	कमजोर रूपमा	weakly	grupo	alternativoj	prononco
level	akso	एक अक्ष	an axis	grupo	alternativoj	prononco
level	praa	प्रागैतिहासिक, धेरै पुरानो, दुर्गम	prehistorical, very old, remote	grupo	alternativoj	prononco
level	mallaŭte	कम आवाजमा	in low voice	grupo	alternativoj	prononco
level	periodaĵo	एक आवधिक	a periodical	grupo	alternativoj	prononco
level	groto	एउटा गुफा, गुफा, खाडल	a grotto, a cave, a pothole	grupo	alternativoj	prononco
level	praavo	एक महान महान हजुरबुबा (रिमोट)	a great great grandfather (remote)	grupo	alternativoj	prononco
level	profesio	एक पेशा	a profession	grupo	alternativoj	prononco
level	mallumo	अन्धकार	darkness	grupo	alternativoj	prononco
level	posteno	एक स्थिति	a position	grupo	alternativoj	prononco
level	ironio	एक विडंबना	an irony	grupo	alternativoj	prononco
level	malmultekosta	सस्तो	cheap	grupo	alternativoj	prononco
level	fiziko	भौतिक विज्ञान	physics	grupo	alternativoj	prononco
level	malproksime	धेरै टाढा	far away	grupo	alternativoj	prononco
level	malsaĝa	बेवकूफ	silly	grupo	alternativoj	prononco
level	poŝtelefono	एक मोबाइल फोन	a mobile phone	grupo	alternativoj	prononco
level	praarbaro	एक आदिम वन	a primeval forest	grupo	alternativoj	prononco
level	poŝtoficejo	एक हुलाक कार्यालय	a post office	grupo	alternativoj	prononco
level	malsukcesa	असफल, असफल	unsuccessful, failing	grupo	alternativoj	prononco
level	plekti	चोटी लगाउन, पट्टी लगाउन, सुतली बनाउन, माला दिन	to braid, to plait, to twine, to wreathe	grupo	alternativoj	prononco
level	rumano	एक रोमानियन व्यक्ति	a Romanian person	grupo	alternativoj	prononco
level	elasta	लोचदार	elastic	grupo	alternativoj	prononco
level	manĝegi	धेरै खाने	to eat much	grupo	alternativoj	prononco
level	mortigo	एक हत्या (= मुर्डो)	a murder (=murdo)	grupo	alternativoj	prononco
level	oblikva	तिरछा, तिरछा, तिरछा	oblique, slanting, askew	grupo	alternativoj	prononco
level	verando	एउटा बरामदा, एउटा पोर्च	a veranda, a porch	grupo	alternativoj	prononco
level	rabi	चोर्नु	to rob	grupo	alternativoj	prononco
level	retletero	एउटा इमेल	an email	grupo	alternativoj	prononco
level	orienti	अभिमुखीकरण गर्न	to orientate	grupo	alternativoj	prononco
level	eksplodi	विस्फोट गर्न	to explode	grupo	alternativoj	prononco
level	alternativo	एक वैकल्पिक	an alternative	grupo	alternativoj	prononco
level	naskiĝtaga	जन्मदिनको	birthday's	grupo	alternativoj	prononco
level	efekto	एक प्रभाव	an effect	grupo	alternativoj	prononco
level	fasti	उपवास (खाना त्याग)	to fast (abstain from food)	grupo	alternativoj	prononco
level	nehoma	अमानवीय	inhumane	grupo	alternativoj	prononco
level	nokta	रातको, राती, निशाचर	night's, nightly, nocturnal	grupo	alternativoj	prononco
level	diametro	एक व्यास	a diameter	grupo	alternativoj	prononco
level	paŝti	चराउन, गोठालो गर्न, खुवाउन	to pasture, to shepherd, to feed	grupo	alternativoj	prononco
level	paperujo	कागज फोहोर को लागी एक बिन	a bin for paper garbage	grupo	alternativoj	prononco
level	miskompreni	गलत बुझ्न	to misunderstand	grupo	alternativoj	prononco
level	kozako	एक Cossack व्यक्ति	a Cossack person	grupo	alternativoj	prononco
level	varo	वस्तु, व्यापारिक सामान, व्यापारिक वस्तु, सामान	commodity, trade good, merchandise, wares	grupo	alternativoj	prononco
level	plenigadi	भरिरहन	to keep filling	grupo	alternativoj	prononco
level	nuko	एक घाँटी, एक घाँटी	a nape, a neck	grupo	alternativoj	prononco
level	tipo	प्रकार, उदाहरण, मोडेल	type, example, model	grupo	alternativoj	prononco
level	plimulto	बहुमत	a majority	grupo	alternativoj	prononco
level	irako	इराक	Iraq	grupo	alternativoj	prononco
level	resumo	एक सारांश, एक डाइजेस्ट, एक सारांश, एक सारांश	a summary, a digest, a résumé, a sum-up	grupo	alternativoj	prononco
level	promeno	एक पदयात्रा, एक पैदल यात्रा	a promenade, a walking	grupo	alternativoj	prononco
level	horizontalo	एक तेर्सो रेखा	a horizontal line	grupo	alternativoj	prononco
level	fi-	<prefix>लज्जास्पद, घृणित, फोहोर	<prefix> shameful, disgusting, dirty	grupo	alternativoj	prononco
level	aŭkcio	एक लिलामी	an auction	grupo	alternativoj	prononco
level	konkludi	निष्कर्षमा पुग्न	to conclude	grupo	alternativoj	prononco
level	salivo	लार, दास	saliva, slaver	grupo	alternativoj	prononco
level	subvencio	अनुदान, अनुदान	a subsidy, a grant	grupo	alternativoj	prononco
level	realigi	महसुस गर्न	to realise	grupo	alternativoj	prononco
level	koralo	एक कोरल	a coral	grupo	alternativoj	prononco
level	cirkuli	घुम्नु, घुम्नु	to circulate, to go about	grupo	alternativoj	prononco
level	rekapti	फेरि समात्न	to catch again	grupo	alternativoj	prononco
level	ekstari	उठ्नु, उठ्नु	to get stand up, to rise	grupo	alternativoj	prononco
level	ambasado	एक दूतावास	an embassy	grupo	alternativoj	prononco
level	riĉeco	समृद्धि	richness	grupo	alternativoj	prononco
level	rekonstrui	पुनर्निर्माण गर्न, पुनर्निर्माण गर्न	to rebuild, to reconstruct	grupo	alternativoj	prononco
level	kukumo	एक काकडी	a cucumber	grupo	alternativoj	prononco
level	samklubano	एउटै क्लबको सदस्य	a member of a same club	grupo	alternativoj	prononco
level	konsulti	परामर्श गर्न, हेर्न	to consult, to look up	grupo	alternativoj	prononco
level	seninterese	बिना रुचि (= malinterese)	without interests (=malinterese)	grupo	alternativoj	prononco
level	sensukcese	सफलता बिना	without success	grupo	alternativoj	prononco
level	eĉ se ~	भए पनि ~	even if ~	grupo	alternativoj	prononco
level	modelo	एक मोडेल	a model	grupo	alternativoj	prononco
level	rimo	एउटा कविता	a rhyme	grupo	alternativoj	prononco
level	senvorte	शब्द बिना	without words	grupo	alternativoj	prononco
level	referenco	एक सन्दर्भ	a reference	grupo	alternativoj	prononco
level	komandi	आदेश गर्न	to command	grupo	alternativoj	prononco
level	krizo	एक संकट	a crisis	grupo	alternativoj	prononco
level	vinagro	एक सिरका	a vinegar	grupo	alternativoj	prononco
level	soleca	एक्लो, एक्लो	sole, alone	grupo	alternativoj	prononco
level	dano	एक डेनिस व्यक्ति, एक डेन	a Danish person, a dane	grupo	alternativoj	prononco
level	ŝtofo	कपडा, कपडा, कपडा, कपडा सामग्री	a fabric, textile, cloth, cloth material	grupo	alternativoj	prononco
level	viŝilo	एक इरेजर, एक वाइपर	an eraser, a wiper	grupo	alternativoj	prononco
level	konfidenco	एक गोपनीयता, विश्वास, गोप्य	a confidentiality, confidence, secret	grupo	alternativoj	prononco
level	sportisto	एक खेलाडी	a sportsman	grupo	alternativoj	prononco
level	arabo	एक अरबी व्यक्ति, एक अरब	an Arabean person, an Arab	grupo	alternativoj	prononco
level	varii	भिन्न हुन	to vary	grupo	alternativoj	prononco
level	subakviĝi	डुब्नु	to sink	grupo	alternativoj	prononco
level	oficiro	एक अधिकारी (सैन्य)	an officer (military)	grupo	alternativoj	prononco
level	ĉasisto	एक शिकारी	a hunter	grupo	alternativoj	prononco
level	konferenco	एक सम्मेलन	a conference	grupo	alternativoj	prononco
level	surhavi	लगाउनको लागि	to wear on	grupo	alternativoj	prononco
level	animalo	जनावर	an animal	grupo	alternativoj	prononco
level	teroristo	एक आतंकवादी	a terrorist	grupo	alternativoj	prononco
level	nobla	महान	noble	grupo	alternativoj	prononco
level	travivaĵo	एक प्रत्यक्ष माध्यम, एक गुजर, एक अनुभव	a live-through, an undergo, an experience	grupo	alternativoj	prononco
level	komunismo	साम्यवाद	communism	grupo	alternativoj	prononco
level	ŝinko	एक ह्याम	a ham	grupo	alternativoj	prononco
level	aspiri	आकांक्षा गर्न, लागि उत्सुक हुनु	to aspire to, to be eager for	grupo	alternativoj	prononco
level	ŝarko	एक शार्क	a shark	grupo	alternativoj	prononco
level	buko	एक बकसुआ	a buckle	grupo	alternativoj	prononco
level	kvartalo	जिल्ला, चौथाई, छिमेक	a district, quarter, neighborhood	grupo	alternativoj	prononco
level	ŝildo	एक ढाल	a shield	grupo	alternativoj	prononco
level	veturigi	ड्राइभ गर्न	to drive	grupo	alternativoj	prononco
level	vidvo	एक विधुर	a widower	grupo	alternativoj	prononco
level	Kanado	क्यानडा	Canada	grupo	alternativoj	prononco
level	strigo	एउटा उल्लू	an owl	grupo	alternativoj	prononco
level	stilo	एक शैली	a style	grupo	alternativoj	prononco
level	ŝimo	एक मोल्ड	a mold	grupo	alternativoj	prononco
level	aplaŭdi	ताली बजाउनु, ताली बजाउनु, प्रशंसा गर्नु	to applaud, to clap, to acclaim	grupo	alternativoj	prononco
level	ŝmiraĵo	एक मलम	an ointment	grupo	alternativoj	prononco
level	vojaĝanto	एक यात्री	a traveller	grupo	alternativoj	prononco
level	ĉeesto	एक सहभागिता	a participation	grupo	alternativoj	prononco
level	pruvi	प्रमाणित गर्न, देखाउन	to prove, to show	grupo	alternativoj	prononco
level	kantisto	एक गायक	a singer	grupo	alternativoj	prononco
level	ĝustatempe	सही समयमा	in correct time	grupo	alternativoj	prononco
level	inaŭguri	उद्घाटन गर्न	to inaugurate	grupo	alternativoj	prononco
level	kantistino	एक महिला गायिका	a female singer	grupo	alternativoj	prononco
level	fluto	एक बाँसुरी	a flute	grupo	alternativoj	prononco
level	opozicii	विरोध गर्नु, प्रतिपक्षमा हुनु	to oppose, to be in opposition	grupo	alternativoj	prononco
level	kuiristo	एक कुक	a cook	grupo	alternativoj	prononco
level	ŝipkuro	एक जहाज प्रतियोगिता	a ship competition	grupo	alternativoj	prononco
level	diktatoro	एक तानाशाह	a dictator	grupo	alternativoj	prononco
level	funebro	शोक ब्यान्ड, शोक (अन्त्येष्टि)	mourning band, grief (funeral)	grupo	alternativoj	prononco
level	instali	स्थापना गर्न	to install	grupo	alternativoj	prononco
level	kuiristino	एक महिला कुक	a female cook	grupo	alternativoj	prononco
level	meksiko	मेक्सिको	Mexico	grupo	alternativoj	prononco
level	eminenta	प्रतिष्ठित, प्रतिष्ठित	eminent, distinguished	grupo	alternativoj	prononco
level	verbo	एक क्रिया	a verb	grupo	alternativoj	prononco
level	surfaco	सतह, सतह	surface, a surface	grupo	alternativoj	prononco
level	bovlo	एक कचौरा	a bowl	grupo	alternativoj	prononco
level	trajto	एक विशेषता, एक विशेषता, रेखा (अनुहार को)	a trait, a feature, line (of face)	grupo	alternativoj	prononco
level	demokratismo	लोकतन्त्र	democracy	grupo	alternativoj	prononco
level	ŝuti	खन्याउनु, खन्याउनु, खन्याउनु	to dump, to pour, to pour out	grupo	alternativoj	prononco
level	baki	पकाउन	to bake	grupo	alternativoj	prononco
level	poŝtisto	एक डाकिया, एक डाकिया	a postman, a mailman	grupo	alternativoj	prononco
level	simpatio	सहानुभूति, सहानुभूति	sympathy, a sympathy	grupo	alternativoj	prononco
level	melono	एक तरबूज	a melon	grupo	alternativoj	prononco
level	abnorma	असामान्य	abnormal	grupo	alternativoj	prononco
level	sorĉi	मोहित गर्न	to bewitch	grupo	alternativoj	prononco
level	juĝisto	एक न्यायाधीश	a judge	grupo	alternativoj	prononco
level	reciproka	पारस्परिक, पारस्परिक	reciprocal, mutual	grupo	alternativoj	prononco
level	fabriko	कारखाना, निर्माण (= manufakturo)	a factory, a manufacture (=manufakturo)	grupo	alternativoj	prononco
level	faldi	तह गर्न	to fold	grupo	alternativoj	prononco
level	dentisto	एक दन्त चिकित्सक	a dentist	grupo	alternativoj	prononco
level	medikamento	औषधि, औषधि, औषधि	medication, a medicine, a drug	grupo	alternativoj	prononco
level	kaŝtano	एक छाती	a chestnut	grupo	alternativoj	prononco
level	testudo	कछुवा, कछुवा	a tortoise, a turtle	grupo	alternativoj	prononco
level	proceso	एक प्रक्रिया, एक मुद्दा	a process, a lawsuit	grupo	alternativoj	prononco
level	eksperimento	एक प्रयोग	an experiment	grupo	alternativoj	prononco
level	heliko	एक घोंघा	a snail	grupo	alternativoj	prononco
level	dancisto	एक नर्तक	a dancer	grupo	alternativoj	prononco
level	vodko	भोडका	vodka	grupo	alternativoj	prononco
