C.te content.tsv
Level	Esperanto	te	en-us	Grupo	Alternativoj	Pronoco
level	nigra tabulo	ఒక నల్ల బోర్డు	a black board	grupo	alternativoj	prononco
level	foiro	ఒక న్యాయమైన, ఒక మార్కెట్	a fair, a market	grupo	alternativoj	prononco
level	ĉimpanzo	ఒక చింపాంజీ	a chimpanzee	grupo	alternativoj	prononco
level	aktiva	చురుకుగా	active	grupo	alternativoj	prononco
level	juvelo	ఒక రత్నం, ఒక రత్నం (=జెమో)	a jewel, a gem (=gemo)	grupo	alternativoj	prononco
level	tendumi (kampadi)	శిబిరానికి	to camp	grupo	alternativoj	prononco
level	malliberejo	ఒక జైలు	a prison	grupo	alternativoj	prononco
level	studprogramo	ఒక అధ్యయన కార్యక్రమం	a study program	grupo	alternativoj	prononco
level	avida	అత్యాశకరమైన	greedy	grupo	alternativoj	prononco
level	flari	వాసన చూచు	to smell	grupo	alternativoj	prononco
level	garantii	హామీ ఇవ్వడానికి, హామీ ఇవ్వడానికి	to guarantee, to warrant	grupo	alternativoj	prononco
level	ĉeno	ఒక గొలుసు	a chain	grupo	alternativoj	prononco
level	sekcio	ఒక విభాగం	a section	grupo	alternativoj	prononco
level	akuzativo	ఒక నిందారోపణ	an accusative	grupo	alternativoj	prononco
level	kandelo	కొవ్వొత్తి	a candle	grupo	alternativoj	prononco
level	konfirmi	నిర్దారించుటకు	to confirm	grupo	alternativoj	prononco
level	pando	ఒక పాండా	a panda	grupo	alternativoj	prononco
level	kultivi	పండించడానికి (పండ్లు, కూరగాయలు)	to cultivate (fruits, vegetables)	grupo	alternativoj	prononco
level	sojlo	a sill, a threshold	a sill, a threshold	grupo	alternativoj	prononco
level	lacigi	to exhaust, to fatique, to tire	to exhaust, to fatique, to tire	grupo	alternativoj	prononco
level	skribilaro	తెలివిగల పాత్రలు, స్థిరమైన	witing utensils, stationary	grupo	alternativoj	prononco
level	ĵaluza	ఈర్ష్య	jealous	grupo	alternativoj	prononco
level	kamiono	ఒక కామియన్, ఒక లారీ, ఒక ట్రక్	a camion, a lorry, a truck	grupo	alternativoj	prononco
level	barakti	పోరాడటం	to struggle	grupo	alternativoj	prononco
level	svingi	ఊయడానికి, వణుకు	to swing, to shake	grupo	alternativoj	prononco
level	ŝovi	త్రోయుటకు, నెట్టుటకు	to shove, to push along	grupo	alternativoj	prononco
level	tendo	ఒక డేరా	a tent	grupo	alternativoj	prononco
level	preteksto	ఒక సాకు, ఒక సాకు	an excuse, a pretext	grupo	alternativoj	prononco
level	simpatia	సానుభూతిపరుడు	sympathetic	grupo	alternativoj	prononco
level	mino	ఒక గని	a mine	grupo	alternativoj	prononco
level	fantazia	అద్భుతమైన	fantastic	grupo	alternativoj	prononco
level	komika	హాస్య, హాస్య	comic, comical	grupo	alternativoj	prononco
level	kruta	నిటారుగా	steep	grupo	alternativoj	prononco
level	festeni	విందు, విందు	to banquet, to feast	grupo	alternativoj	prononco
level	alergio	అలెర్జీ	allergy	grupo	alternativoj	prononco
level	juro	ఒక చట్టం	a law	grupo	alternativoj	prononco
level	ekspozicio	ఒక ప్రదర్శన, ఒక ప్రదర్శన	an exhibition, an exposition	grupo	alternativoj	prononco
level	akordiono	ఒక అకార్డియన్	an accordion	grupo	alternativoj	prononco
level	sfero	ఒక గోళము, ఒక బంతి	a sphere, a ball	grupo	alternativoj	prononco
level	almozulo	ఒక బిచ్చగాడు	a beggar	grupo	alternativoj	prononco
level	maĉi	నమలడం, నమలడం	to masticate, to chew	grupo	alternativoj	prononco
level	virto	ఒక ధర్మం	a virtue	grupo	alternativoj	prononco
level	turmenti	హింసించుట, హింసించుట	to torment, to torture	grupo	alternativoj	prononco
level	anonctabulo	ఒక నోటీసు బోర్డు	a notice board	grupo	alternativoj	prononco
level	minus	మైనస్	minus	grupo	alternativoj	prononco
level	boji	మొరగటానికి	to bark	grupo	alternativoj	prononco
level	atestilo, atestaĵo	ఒక సర్టిఫికేట్, ఒక ధృవీకరణ	a certificate, an attestation	grupo	alternativoj	prononco
level	fendo	ఒక స్ప్లిట్, ఒక స్లాట్, ఒక క్రాక్	a split, a slot, a crack	grupo	alternativoj	prononco
level	almozo	భిక్ష, దానము	alms, charity	grupo	alternativoj	prononco
level	havigi	అందించడానికి, పొందేందుకు, సేకరించడానికి	to provide with, to get for, to procure	grupo	alternativoj	prononco
level	aŭtografio	ఒక ఆటోగ్రఫీ, ఆత్మకథ (=aŭtobiografio)	an autography, autobiography (=aŭtobiografio)	grupo	alternativoj	prononco
level	suspekti	అనుమానించడానికి	to suspect	grupo	alternativoj	prononco
level	trezoro	ఒక నిధి	a treasure	grupo	alternativoj	prononco
level	stango	ఒక రాడ్, ఒక పోల్, ఒక బార్	a rod, a pole, a bar	grupo	alternativoj	prononco
level	balailo	ఒక చీపురు, ఒక స్వీపర్	a broom, a sweeper	grupo	alternativoj	prononco
level	rekompenco	ఒక పరిహారం, ఒక బహుమతి	a compensation, a reward	grupo	alternativoj	prononco
level	kopio	ఒక కాపీ	a copy	grupo	alternativoj	prononco
level	domego	ఒక విల్లా, ఒక భవనం, ఒక పెద్ద ఇల్లు, ఒక భవనం	a villa, a mansion, a big house, a building	grupo	alternativoj	prononco
level	pasko	ఈస్టర్	Easter	grupo	alternativoj	prononco
level	Peruo	పెరూ	Peru	grupo	alternativoj	prononco
level	menso	మనసు	mind	grupo	alternativoj	prononco
level	eleganta	సొగసైన	elegant	grupo	alternativoj	prononco
level	ekvadoro	ఈక్వెడార్	Ecuador	grupo	alternativoj	prononco
level	barbirejo	ఒక క్షౌరశాల, ఒక బార్బర్ దుకాణం	a hairdressing salon, a barbor shop	grupo	alternativoj	prononco
level	bubo	ఒక knave, a brat, an urchin	a knave, a brat, an urchin	grupo	alternativoj	prononco
level	gvineo	గినియా	Guinea	grupo	alternativoj	prononco
level	civilizi	నాగరికతకు	to civilize	grupo	alternativoj	prononco
level	insulti	అవమానించడం	to insult	grupo	alternativoj	prononco
level	komisiono	ఒక కమిషన్, ఒక కమిటీ	a commission, a comittee	grupo	alternativoj	prononco
level	colo	ఒక అంగుళం	an inch	grupo	alternativoj	prononco
level	admoni	ఉపదేశించుట, ఉపదేశించుట, సలహా ఇచ్చుట, నిందించుట	to admonish, to exhort, to advice, to censure	grupo	alternativoj	prononco
level	bildkadro	ఒక చిత్ర ఫ్రేమ్	a picture frame	grupo	alternativoj	prononco
level	serena	నిర్మలమైన, ప్రశాంతత, ఇబ్బంది లేని	serene, calm, untroubled	grupo	alternativoj	prononco
level	nervo	ఒక నరము	a nerve	grupo	alternativoj	prononco
level	kuglo	ఒక బుల్లెట్	a bullet	grupo	alternativoj	prononco
level	pilgrimi	తీర్థయాత్రకు వెళ్ళడానికి	to go on a pilgrimage	grupo	alternativoj	prononco
level	kaso	ఒక నగదు పెట్టె, ఒక పర్సు, డబ్బు పెట్టె, పెట్టె	a cash box, a purse, a money box, coffer	grupo	alternativoj	prononco
level	penti	పశ్చాత్తాపపడాలి	to repent	grupo	alternativoj	prononco
level	libano	లెబనాన్	Lebanon	grupo	alternativoj	prononco
level	barelo	ఒక బారెల్	a barrel	grupo	alternativoj	prononco
level	botaniko	వృక్షశాస్త్రం	botany	grupo	alternativoj	prononco
level	merkato	ఒక మార్కెట్	a market	grupo	alternativoj	prononco
level	koncerto	ఒక కచేరీ	a concert	grupo	alternativoj	prononco
level	projekto	ఒక ప్రాజెక్ట్	a project	grupo	alternativoj	prononco
level	komplimento	ఒక పొగడ్త	a compliment	grupo	alternativoj	prononco
level	cirklo	ఒక సర్కిల్, ఒక డిస్క్	a circle, a disk	grupo	alternativoj	prononco
level	konjekti	ఊహించడం, ఊహించడం	to make a conjecture, to guess	grupo	alternativoj	prononco
level	ĵudo	జూడో	judo	grupo	alternativoj	prononco
level	teksto	వచనం, ఒక వచనం, ఒక గీతం	text, a text, a lyric	grupo	alternativoj	prononco
level	konkuri	పోటీ, పోటీ	to compete, to contend	grupo	alternativoj	prononco
level	rezervo	ఒక రిజర్వ్	a reserve	grupo	alternativoj	prononco
level	kabineto	ఒక మంత్రివర్గం	a cabinet	grupo	alternativoj	prononco
level	marĉo	ఒక మార్ష్, ఒక చిత్తడి	a marsh, a swamp	grupo	alternativoj	prononco
level	advokato	ఒక న్యాయవాది, ఒక న్యాయవాది, ఒక న్యాయవాది	a barrister, a lawyer, an advocate	grupo	alternativoj	prononco
level	ceramiko	సిరమిక్స్, కుండలు	ceramics, pottery	grupo	alternativoj	prononco
level	histerio	హిస్టీరియా, ఉత్సాహం	hysteria, excitement	grupo	alternativoj	prononco
level	golfo	ఒక గల్ఫ్	a gulf	grupo	alternativoj	prononco
level	periodo	కాలం, ఒక కాలం	period, a period	grupo	alternativoj	prononco
level	etiopo	ఒక ఇథియోపియన్	an Ethiopian	grupo	alternativoj	prononco
level	pejzaĝo	ప్రకృతి దృశ్యం, దృశ్యం	landscape, scenary	grupo	alternativoj	prononco
level	psikologo	ఒక మనస్తత్వవేత్త	a psychologist	grupo	alternativoj	prononco
level	kverko	ఒక ఓక్	an oak	grupo	alternativoj	prononco
level	kaprica	మోజుకనుగుణమైన, సరిపోయే, విచిత్రమైన	capricious, fitful, whimsical	grupo	alternativoj	prononco
level	neto	ఒక చివరి కాపీ, ఒక సరసమైన కాపీ	a final copy, a fair copy	grupo	alternativoj	prononco
level	kazo	ఒక కేసు, వ్యవహారం, విషయం	a case, affair, matter	grupo	alternativoj	prononco
level	sveni	మూర్ఛపోవుట, మూర్ఛపోవుట	to faint, to swoon	grupo	alternativoj	prononco
level	rosti	కాల్చడానికి	to roast	grupo	alternativoj	prononco
level	bazaro	ఒక బజార్, ఒక మార్కెట్, ఒక జాతర	a bazaar, a market, a fair	grupo	alternativoj	prononco
level	liberio	లైబీరియా	Liberia	grupo	alternativoj	prononco
level	anteno	యాంటెన్నా, ఏరియల్, ఫీలర్	an antenna, an aerial, a feeler	grupo	alternativoj	prononco
level	tegi	అతివ్యాప్తి, పూత	to overlay, to coat	grupo	alternativoj	prononco
level	Aŭstralio	ఆస్ట్రేలియా	Australia	grupo	alternativoj	prononco
level	frakasi	to crash, to shatter, to smash	to crash, to shatter, to smash	grupo	alternativoj	prononco
level	kliento	ఒక క్లయింట్, ఒక కస్టమర్, ఒక రోగి	a client, a customer, a patient	grupo	alternativoj	prononco
level	ronki	గురక పెట్టడం, గురక పెట్టడం	to grunt, to snore	grupo	alternativoj	prononco
level	judaismo	జుడాయిజం	Judaism	grupo	alternativoj	prononco
level	afikso	ఒక అనుబంధం	an affix	grupo	alternativoj	prononco
level	fanfaroni	గొప్పగా చెప్పుకోవడం, గొప్పలు చెప్పుకోవడం	to brag, to boast	grupo	alternativoj	prononco
level	kapsiko	ఒక ఎర్ర మిరియాలు	a red pepper	grupo	alternativoj	prononco
level	probabla	సంభావ్య, అవకాశం	probable, likely	grupo	alternativoj	prononco
level	segi	చూసింది	to saw	grupo	alternativoj	prononco
level	melankolio	విచారము, విచారము, చీకటి	melancholy, melancholia, gloom	grupo	alternativoj	prononco
level	panamo	పనామా	Panama	grupo	alternativoj	prononco
level	mekaniko	మెకానిక్స్ (=మెకానికో)	mechanics (=meĥaniko)	grupo	alternativoj	prononco
level	ŝvebi	హోవర్, ఫ్లోట్	to hover, to float	grupo	alternativoj	prononco
level	latvo	ఒక లాట్వియన్	a Latvian	grupo	alternativoj	prononco
level	kateno	a shacle, a restraint, a catenary	a shacle, a restraint, a catenary	grupo	alternativoj	prononco
level	bori	బోర్, డ్రిల్	to bore, to drill	grupo	alternativoj	prononco
level	apartamento	ఒక అపార్ట్మెంట్, ఒక ఫ్లాట్	an apartment, a flat	grupo	alternativoj	prononco
level	hajlo	వడగళ్ళు, ఒక వడగళ్ళు	hail, a hail	grupo	alternativoj	prononco
level	silko	పట్టు	silk	grupo	alternativoj	prononco
level	putri	to utrefy, to putrify, to decay, to fester	to utrefy, to putrify, to decay, to fester	grupo	alternativoj	prononco
level	melki	పాలు	to milk	grupo	alternativoj	prononco
level	signalo	ఒక సంకేతం, ఒక సంకేతం	a signal, a sign	grupo	alternativoj	prononco
level	lifto	ఒక లిఫ్ట్, ఒక ఎలివేటర్	a lift, an elevator	grupo	alternativoj	prononco
level	intensa	తీవ్రమైన, ఇంటెన్సివ్	intense, intensive	grupo	alternativoj	prononco
level	ekvilibro	ఒక సమతౌల్యం, సంతులనం	an equilibrium, balance	grupo	alternativoj	prononco
level	tradicio	ఒక సంప్రదాయం	a tradition	grupo	alternativoj	prononco
level	enigmo	ఒక ఎనిగ్మా, ఒక పజిల్, ఒక చిక్కు	an enigma, a puzzle, a riddle	grupo	alternativoj	prononco
level	friti	వేయించడానికి, వేయించడానికి	to fry, to sauté	grupo	alternativoj	prononco
level	kripla	వికలాంగుడు, వికలాంగుడు, బలహీనుడు, వికలాంగుడు	handicapped, crippled, infirm, mutilated	grupo	alternativoj	prononco
level	kanzono	ఒక చాన్సన్, ఒక కాన్జోన్, ఒక బల్లాడ్ పాట	a chanson, a canzone, a ballad song	grupo	alternativoj	prononco
level	veneno	ఒక విషము, విషము	a venom, a poison	grupo	alternativoj	prononco
level	kontrakti	ఒక ఒప్పందం చేయడానికి	to make a contract	grupo	alternativoj	prononco
level	konfitaĵo	ఒక సంరక్షించబడిన జామ్	a conserved jam	grupo	alternativoj	prononco
level	orfo	ఒక అనాథ	an orphan	grupo	alternativoj	prononco
level	avenuo	ఒక అవెన్యూ	an avenue	grupo	alternativoj	prononco
level	betulo	ఒక బిర్చ్ చెట్టు	a birch tree	grupo	alternativoj	prononco
level	konko	సముద్రపు చిప్ప, శంఖం	a sea shell, a conch	grupo	alternativoj	prononco
level	grajno	ఒక ధాన్యం, ఒక కణిక	a grain, a granule	grupo	alternativoj	prononco
level	principo	ఒక సూత్రం	a principle	grupo	alternativoj	prononco
level	humida	తేమ, తేమ, తడి	humid, moist, damp	grupo	alternativoj	prononco
level	hufo	ఒక డెక్క	a hoof	grupo	alternativoj	prononco
level	Urugvajo	ఉరుగ్వే	Uruguay	grupo	alternativoj	prononco
level	kemio	రసాయన శాస్త్రం (=ĥemio)	chemistry (=ĥemio)	grupo	alternativoj	prononco
level	pumpi	పంప్ చేయడానికి	to pump	grupo	alternativoj	prononco
level	krado	క్రాస్బార్లు, గ్రేటింగ్, గ్రిల్, కిటికీలకు అమర్చే ఇనుప చట్రం, గ్రిల్, లాటిస్	crossbars, grating, grill, grate, grille, lattice	grupo	alternativoj	prononco
level	budo	ఒక బూత్, ఒక కియోస్క్, ఒక స్టాండ్	a booth, a kiosk, a stand	grupo	alternativoj	prononco
level	Bolivio	బొలీవియా	Bolivia	grupo	alternativoj	prononco
level	ŝtalo	ఉక్కు	steel	grupo	alternativoj	prononco
level	masaĝo	మసాజ్	massage	grupo	alternativoj	prononco
level	krutaĵo	ఒక నిటారుగా, ఒక కొండ, ఒక బ్లఫ్	a steep, a cliff, a bluff	grupo	alternativoj	prononco
level	munti	మౌంట్ (నగలు), అమర్చడం, సమీకరించడం	to mount (jewelry), to set, to assemble	grupo	alternativoj	prononco
level	sprita	తెలివైన, చురుకైన, చమత్కారమైన, ప్రకాశవంతమైన, చురుకైన	clever, sprightly, witty, bright, sprightful	grupo	alternativoj	prononco
level	kuirpoto	ఒక వంట కుండ, ఒక వంటపాత్ర	a cooking pot, a stew pot	grupo	alternativoj	prononco
level	tribunalo	a tribunal, a court	a tribunal, a court	grupo	alternativoj	prononco
level	epilogo	ఒక ఉపసంహారం	an epilogue	grupo	alternativoj	prononco
level	motoro	ఒక మోటారు, ఒక ఇంజిన్	a motor, an engine	grupo	alternativoj	prononco
level	lavopelvo (lavovazo)	ఒక వాష్‌పాట్ (వాష్ బేసిన్)	a washpot (a wash basin)	grupo	alternativoj	prononco
level	farbo	రంగు, పెయింట్	dye, paint	grupo	alternativoj	prononco
level	transitiva	ట్రాన్సిటివ్	transitive	grupo	alternativoj	prononco
level	leopardo	ఒక చిరుతపులి	a leopard	grupo	alternativoj	prononco
level	vualo	ఒక ముసుగు	a veil	grupo	alternativoj	prononco
level	vergo	ఒక రాడ్, ఒక మంత్రదండం, ఒక చెరకు, ఒక స్విచ్	a rod, a wand, a cane, a switch	grupo	alternativoj	prononco
level	luktado	ఒక కుస్తీ	a wrestling	grupo	alternativoj	prononco
level	ŝelo	ఒక షెల్, బెరడు, పొట్టు, పొట్టు	a shell, bark, husk, peel	grupo	alternativoj	prononco
level	maĉgumo	ఒక చూయింగ్ గమ్	a chewing gum	grupo	alternativoj	prononco
level	senso	ఒక భావం, అనుభూతి	a sense, feeling	grupo	alternativoj	prononco
level	sagaca	తెలివిగల, చమత్కారమైన, తెలివిగల	sagacious, astute, shrewd	grupo	alternativoj	prononco
level	magiisto	ఒక మాంత్రికుడు	a magician	grupo	alternativoj	prononco
level	modera	మితమైన, సహేతుకమైన	moderate, reasonable	grupo	alternativoj	prononco
level	vindi	చుట్టడానికి, swaddle, swaddle	to wrap, to swathe, to swaddle	grupo	alternativoj	prononco
level	prologo	ఒక నాంది	a prologue	grupo	alternativoj	prononco
level	Polinezio	పాలినేషియా	Polynesia	grupo	alternativoj	prononco
level	Tunizio	ట్యునీషియా	Tunisia	grupo	alternativoj	prononco
level	sobra	హుందాగా, అసహ్యంగా, నిశ్చలంగా	sober, abstemious, staid	grupo	alternativoj	prononco
level	Birmo	మయన్మార్	Myanmar	grupo	alternativoj	prononco
level	asekuri	భీమా చేయడానికి	to insure	grupo	alternativoj	prononco
level	fono	నేపథ్య	background	grupo	alternativoj	prononco
level	Gvatemalo	గ్వాటెమాల	Guatemala	grupo	alternativoj	prononco
level	pulvoro	పొడి	powder	grupo	alternativoj	prononco
level	velki	వాడిపోవుట, వాడిపోవుట	to wither, to fade	grupo	alternativoj	prononco
level	baterio	ఒక బ్యాటరీ	a battery	grupo	alternativoj	prononco
level	Nikaragvo	నికరాగ్వా	Nicaragua	grupo	alternativoj	prononco
level	faŭko	ఒక దవడలు, ఒక మావ్, ఒక నోరు (ఒక సొరంగం)	a jaws, a maw, a mouth (of a tunnel)	grupo	alternativoj	prononco
level	Kostariko	కోస్టా రికా	Costa Rica	grupo	alternativoj	prononco
level	medalo	ఒక పతకం	a medal	grupo	alternativoj	prononco
level	Paragvajo	పరాగ్వే	Paraguay	grupo	alternativoj	prononco
level	aligatoro	ఒక ఎలిగేటర్	an alligator	grupo	alternativoj	prononco
level	tempesto	ఒక తుఫాను, తుఫాను	a tempest, a storm	grupo	alternativoj	prononco
level	kordo	ఒక త్రాడు, ఒక తీగ	a cord, a string	grupo	alternativoj	prononco
level	hipopotamo	a hippopotamus, ఒక హిప్పో	a hippopotamus, a hippo	grupo	alternativoj	prononco
level	striki	సమ్మె చేయడానికి	to go on strike	grupo	alternativoj	prononco
level	monako (-aĥo)	ఒక చక్రవర్తి	a monach	grupo	alternativoj	prononco
level	petrolo	పెట్రోలియం, పారాఫిన్-ఆయిల్	petroleum, paraffin-oil	grupo	alternativoj	prononco
level	konfiti	సంరక్షించడానికి (చక్కెరలో), క్యాండీ	to preserve (in sugar), candied	grupo	alternativoj	prononco
level	alineo	పేరా ఇండెంటేషన్	paragraph indentation	grupo	alternativoj	prononco
level	motorbiciklo	ఒక మోటార్ సైకిల్	a motorbicycle	grupo	alternativoj	prononco
level	organismo	ఒక జీవి	an organism	grupo	alternativoj	prononco
level	procedi	కొనసాగించడానికి	to proceed	grupo	alternativoj	prononco
level	ĉerizo	ఒక చెర్రీ	a cherry	grupo	alternativoj	prononco
level	ritmo	లయ	rhythm	grupo	alternativoj	prononco
level	broŝuro	ఒక కరపత్రం, ఒక కరపత్రం, ఒక కరపత్రం	a brochure, a leaflet, a pamphlet	grupo	alternativoj	prononco
level	orfejo	ఒక అనాథ శరణాలయం	an orphanage	grupo	alternativoj	prononco
level	ornamaĵo	ఒక ఆభరణం	an ornament	grupo	alternativoj	prononco
level	provizora	తాత్కాలిక, తాత్కాలిక	provisional, temporary	grupo	alternativoj	prononco
level	kalkano	ఒక మడమ	a heel	grupo	alternativoj	prononco
level	apoteko	ఒక మందుల దుకాణం, మందుల దుకాణం	a pharmacy, a drugstore	grupo	alternativoj	prononco
level	jaguaro	ఒక జాగ్వర్	a jaguar	grupo	alternativoj	prononco
level	persimono	ఒక ఖర్జూరం	a persimon	grupo	alternativoj	prononco
level	pesilo	ఒక సంతులనం, ఒక ప్రమాణం	a balance, a scale	grupo	alternativoj	prononco
level	improvizi	మెరుగుపరచడానికి	to improvise	grupo	alternativoj	prononco
level	fosto	ఒక పోస్ట్, ఒక పోల్, ఒక నిటారుగా మద్దతు	a post, a pole, an upright support	grupo	alternativoj	prononco
level	pico	ఒక పిజ్జా	a pizza	grupo	alternativoj	prononco
level	sitelo	ఒక బకెట్, ఒక పెయిల్	a bucket, a pail	grupo	alternativoj	prononco
level	parkere	గుండె ద్వారా, జ్ఞాపకశక్తి నుండి, మాట ద్వారా	by heart, from memory, by rote	grupo	alternativoj	prononco
level	akurata	ఖచ్చితమైన, సమయపాలన, ఖచ్చితమైన	accurate, punctual, precise	grupo	alternativoj	prononco
level	rito	ఆచారం	rite	grupo	alternativoj	prononco
level	nodo	ఒక నోడ్, ఒక ముడి	a node, a knot	grupo	alternativoj	prononco
level	polpo (okpieda)	ఒక ఆక్టోపస్	an octopus	grupo	alternativoj	prononco
level	degeli	కరగడం, కరిగిపోవడం	to melt, to thaw	grupo	alternativoj	prononco
level	pinĉi	చిటికెడు	to pinch	grupo	alternativoj	prononco
level	paniko	ఒక భయాందోళన	a panic	grupo	alternativoj	prononco
level	piro	ఒక పియర్ (పండు)	a pear (fruit)	grupo	alternativoj	prononco
level	trempi	ముంచుట, నానబెట్టుట, ముంచుట	to dip, to soak, to immerse	grupo	alternativoj	prononco
level	pelto	ఒక బొచ్చు కోటు, బొచ్చు, పెల్ట్, బొచ్చు ముక్క	a fur coat, fur, pelt, fur piece	grupo	alternativoj	prononco
level	preskribo (recepto)	ఒక ప్రిస్క్రిప్షన్, రెసిపీ	a prescription, recipe	grupo	alternativoj	prononco
level	princino	ఒక యువరాణి	a princess	grupo	alternativoj	prononco
level	masto	ఒక మాస్ట్, ఒక పోల్	a mast, a pole	grupo	alternativoj	prononco
level	kino	ఒక సినిమా	a cinema	grupo	alternativoj	prononco
level	bombono	ఒక బాన్-బాన్, ఒక మిఠాయి, ఒక తీపి	a bon-bon, a candy, a sweet	grupo	alternativoj	prononco
level	funto	ఒక పౌండ్	a pound	grupo	alternativoj	prononco
level	ananaso	ఒక పైన్ ఆపిల్	a pine apple	grupo	alternativoj	prononco
level	tajloro	ఒక దర్జీ	a tailor	grupo	alternativoj	prononco
level	veterano	ఒక అనుభవజ్ఞుడు	a veteran	grupo	alternativoj	prononco
level	revolucio	ఒక విప్లవం	a revolution	grupo	alternativoj	prononco
level	krusto	క్రస్ట్, కేసింగ్, హార్డ్ ఔటర్ కవరింగ్	crust, casing, hard outer covering	grupo	alternativoj	prononco
level	kompaso	ఒక దిక్సూచి	a compass	grupo	alternativoj	prononco
level	rizkampo	వరి పొలం, వరి పొలం	a rice field, a paddy field	grupo	alternativoj	prononco
level	katedralo	ఒక కేథడ్రల్	a cathedral	grupo	alternativoj	prononco
level	roboto	ఒక రోబోట్	a robot	grupo	alternativoj	prononco
level	parfumo	ఒక పరిమళం	a perfume	grupo	alternativoj	prononco
level	margarino	వనస్పతి	margarine	grupo	alternativoj	prononco
level	ripo	ఒక పక్కటెముక (ఎముక)	a rib (bone)	grupo	alternativoj	prononco
level	rulŝtuparo	ఒక ఎస్కలేటర్	an escalator	grupo	alternativoj	prononco
level	kostumo	దుస్తులు, దుస్తులు, దుస్తుల శైలి	costume, outfit, style of dress	grupo	alternativoj	prononco
level	pulmo	ఒక ఊపిరితిత్తు	a lung	grupo	alternativoj	prononco
level	infinitivo	అనంతమైన	infinitive	grupo	alternativoj	prononco
level	segilo	ఒక రంపపు, రంపపు	a saw, saws	grupo	alternativoj	prononco
level	prozo	ఒక గద్యము	a prose	grupo	alternativoj	prononco
level	mekanismo	పరికరం, ఒక యంత్రాంగం	device, a mechanism	grupo	alternativoj	prononco
level	skanilo	ఒక స్కానర్	a scanner	grupo	alternativoj	prononco
level	benzino	గ్యాసోలిన్, పెట్రోల్	gasoline, petrol	grupo	alternativoj	prononco
level	plumbo	సీసం (లోహం)	lead (metal)	grupo	alternativoj	prononco
level	leki	నాకడం	to lick	grupo	alternativoj	prononco
level	akuzi	నిందించుటకు	to accuse	grupo	alternativoj	prononco
level	redakti	సవరించడానికి	to edit	grupo	alternativoj	prononco
level	ŝraŭbo	ఒక స్క్రూ	a screw	grupo	alternativoj	prononco
level	komo	ఒక కామా	a comma	grupo	alternativoj	prononco
level	surdulo	ఒక చెవిటి	a deaf	grupo	alternativoj	prononco
level	konduktoro	ఒక కండక్టర్	a conductor	grupo	alternativoj	prononco
level	kreto	ఒక సుద్ద	a chalk	grupo	alternativoj	prononco
level	eklezio	చర్చి (సంస్థ)	a church (organization)	grupo	alternativoj	prononco
level	protagonisto	ఒక కథానాయకుడు	a protagonist	grupo	alternativoj	prononco
level	Eŭropo	యూరోప్	europe	grupo	alternativoj	prononco
level	tajfuno	ఒక టైఫూన్	a typhoon	grupo	alternativoj	prononco
level	sentimentala	సెంటిమెంటల్	sentimental	grupo	alternativoj	prononco
level	korko	ఒక కార్క్, ఒక స్టాపర్	a cork, a stopper	grupo	alternativoj	prononco
level	stampo	ఒక స్టాంపు, ఒక ముద్ర, ఒక గుర్తు	a stamp, a seal, a mark	grupo	alternativoj	prononco
level	olivo	ఒక ఆలివ్	an olive	grupo	alternativoj	prononco
level	kazino	ఒక కాసినో	a casino	grupo	alternativoj	prononco
level	terno	ఒక తుమ్ము	a sneeze	grupo	alternativoj	prononco
level	barikado	ఒక బారికేడ్	a barricade	grupo	alternativoj	prononco
level	tertremo (sismo)	ఒక భూకంపం	an earthquake	grupo	alternativoj	prononco
level	telegramo	ఒక టెలిగ్రామ్	a telegram	grupo	alternativoj	prononco
level	prononci	ఉచ్చరించడానికి	to pronounce	grupo	alternativoj	prononco
level	tornado	ఒక సుడిగాలి	a tornado	grupo	alternativoj	prononco
level	objektiva	లక్ష్యం	objective	grupo	alternativoj	prononco
level	drapo	ఒక ఉన్ని గుడ్డ, ఒక గుడ్డ	a woolen cloth, a cloth	grupo	alternativoj	prononco
level	ungotondilo	ఒక గోరు-కత్తెర	a nail-scissors	grupo	alternativoj	prononco
level	vakupurigilo	ఒక వాక్యూమ్ క్లీనర్ (=polvosuĉilo)	a vacuum cleaner (=polvosuĉilo)	grupo	alternativoj	prononco
level	perei	నశించుట	to perish	grupo	alternativoj	prononco
level	afranki	ముందుగా చెల్లించడానికి (తపాలా), స్టాంపులపై ఉంచడానికి	to prepay (postage), to put on stamps	grupo	alternativoj	prononco
level	luli	ఊయల, ఊయల, రాక్	to lull, to cradle, to rock	grupo	alternativoj	prononco
level	vakcino	ఒక టీకా	a vaccine	grupo	alternativoj	prononco
level	gorilo	ఒక గొరిల్లా	a gorilla	grupo	alternativoj	prononco
level	vojaĝagentejo	ఒక ట్రావెల్ ఏజెన్సీ	a travel agency	grupo	alternativoj	prononco
level	patrono	ఒక పోషకుడు	a patron	grupo	alternativoj	prononco
level	abstini	దూరంగా ఉండాలి	to abstain	grupo	alternativoj	prononco
level	bulvardo	ఒక బౌలేవార్డ్	a boulevard	grupo	alternativoj	prononco
level	portalo	a portal, a gateway	a portal, a gateway	grupo	alternativoj	prononco
level	ŝarĝoaŭto	ఒక ట్రక్కు	a truck	grupo	alternativoj	prononco
level	vito	a grapevine, a vine	a grapevine, a vine	grupo	alternativoj	prononco
level	teleskopo	ఒక టెలిస్కోప్	a telescope	grupo	alternativoj	prononco
