B.pa content.tsv
Level	Esperanto	pa	en-us	Grupo	Alternativoj	Pronoco
level	tio pri "gardanĝelo"	ਉਹ &quot;ਗਾਰਡ ਦੂਤ&quot; ਬਾਰੇ	that about "guard angel"	grupo	alternativoj	prononco
level	sed kio estas	ਪਰ ਕੀ ਹੈ	but what is	grupo	alternativoj	prononco
level	sed kio estas tio pri "gardanĝelo"?	ਪਰ ਇਹ &quot;ਸਰਪ੍ਰਸਤ ਦੂਤ&quot; ਬਾਰੇ ਕੀ ਹੈ?	but what is that about a "guardian angel"?	grupo	alternativoj	prononco
level	ĉu ŝerco?	ਇੱਕ ਮਜ਼ਾਕ?	a joke?	grupo	alternativoj	prononco
level	ĉu malbona ŝerco?	ਇੱਕ ਬੁਰਾ ਮਜ਼ਾਕ?	a bad joke?	grupo	alternativoj	prononco
level	malbona ŝerco	ਬੁਰਾ ਮਜ਼ਾਕ	bad joke	grupo	alternativoj	prononco
level	iu ŝerco	ਕੁਝ ਮਜ਼ਾਕ	some joke	grupo	alternativoj	prononco
level	iu malbona ŝerco	ਕੁਝ ਬੁਰਾ ਮਜ਼ਾਕ	some bad joke	grupo	alternativoj	prononco
level	ĉu iu malbona ŝerco?	(ਕੀ ਇਹ) ਕੋਈ ਮਾੜਾ ਮਜ਼ਾਕ ਹੈ?	(is that) some bad joke?	grupo	alternativoj	prononco
level	mi ŝercas	ਮੈਂ ਮਜ਼ਾਕ ਕਰ ਰਿਹਾ ਹਾਂ	I'm joking	grupo	alternativoj	prononco
level	ne, mi ŝercas	ਨਹੀਂ, ਮੈਂ ਮਜ਼ਾਕ ਕਰ ਰਿਹਾ ਹਾਂ	no, I'm kidding	grupo	alternativoj	prononco
level	estis interese aŭdi	ਇਹ ਸੁਣਨਾ ਦਿਲਚਸਪ ਸੀ	it was interesting to hear	grupo	alternativoj	prononco
level	kiel kontakti ~	ਕਿਵੇਂ ਸੰਪਰਕ ਕਰਨਾ ਹੈ ~	how to contact ~	grupo	alternativoj	prononco
level	kaj kiel kontakti tiujn anĝelojn?	ਅਤੇ ਉਹਨਾਂ ਦੂਤਾਂ ਨਾਲ ਕਿਵੇਂ ਸੰਪਰਕ ਕਰਨਾ ਹੈ?	and how to contact those angels?	grupo	alternativoj	prononco
level	per iu IJK-preĝo eble	ਸ਼ਾਇਦ ਕੁਝ IJK ਪ੍ਰਾਰਥਨਾ ਨਾਲ	with some IJK prayer maybe	grupo	alternativoj	prononco
level	provu! se ne funkcias vi povas iri al ~	ਕੋਸ਼ਿਸ਼ ਕਰੋ! ਜੇਕਰ ਇਹ ਕੰਮ ਨਹੀਂ ਕਰਦਾ ਤਾਂ ਤੁਸੀਂ ~ 'ਤੇ ਜਾ ਸਕਦੇ ਹੋ	try it! if it doesn't work you can go to ~	grupo	alternativoj	prononco
level	vi povas iri al la ĉambro "La ĉielo" post la tagmanĝo	ਤੁਸੀਂ ਦੁਪਹਿਰ ਦੇ ਖਾਣੇ ਤੋਂ ਬਾਅਦ ਕਮਰੇ &quot;ਦ ਅਸਮਾਨ&quot; ਵਿੱਚ ਜਾ ਸਕਦੇ ਹੋ	you can go to the room "The sky" after lunch	grupo	alternativoj	prononco
level	bonege, unue manĝo, poste ĉielen	ਮਹਾਨ, ਪਹਿਲਾਂ ਭੋਜਨ, ਫਿਰ ਸਵਰਗ	great, first food, then heaven	grupo	alternativoj	prononco
level	unue manĝo, poste ĉielen al la anĝelinoj	ਪਹਿਲਾਂ ਭੋਜਨ, ਫਿਰ ਅਕਾਸ਼ ਵਿੱਚ ਦੂਤਾਂ ਨੂੰ	first food, then in the sky to the angels	grupo	alternativoj	prononco
level	maltro da manĝo	#REF!	#REF!	grupo	alternativoj	prononco
level	post iom maltro da manĝo	ਥੋੜਾ ਘੱਟ ਭੋਜਨ ਦੇ ਬਾਅਦ	after a little less food	grupo	alternativoj	prononco
level	Kabe iras al la ĉambro "La ĉielo"	ਕਾਬੇ ਕਮਰੇ ਵਿੱਚ ਜਾਂਦਾ ਹੈ &quot;ਅਕਾਸ਼&quot;	Kabe goes to the room "the sky"	grupo	alternativoj	prononco
level	saluton. ĉu estas via unua IJK?	ਹੈਲੋ, ਕੀ ਇਹ ਤੁਹਾਡਾ ਪਹਿਲਾ IJK ਹੈ?	hello, is it your first IJK?	grupo	alternativoj	prononco
level	bone. mi tre ĝojas. mi estas Jesi	ਠੀਕ ਹੈ. ਮੈਂ ਬਹੁਤ ਖੁਸ਼ ਹਾਂ। ਮੈਂ ਜੇਸੀ ਹਾਂ	ok. I am very glad. I'm Jesi	grupo	alternativoj	prononco
level	kaj tiu ĉi estas jam mia sesa IJK	ਅਤੇ ਇਹ ਪਹਿਲਾਂ ਹੀ ਮੇਰਾ ਛੇਵਾਂ ਆਈਜੇਕੇ ਹੈ	and this is already my sixth IJK	grupo	alternativoj	prononco
level	jen estas papero kun kelkaj demandoj	ਇੱਥੇ ਕੁਝ ਸਵਾਲਾਂ ਵਾਲਾ ਪੇਪਰ ਹੈ	here is a paper with some questions	grupo	alternativoj	prononco
level	papero kun demandoj kaj taskoj	ਪ੍ਰਸ਼ਨਾਂ ਅਤੇ ਕਾਰਜਾਂ ਵਾਲਾ ਪੇਪਰ	paper with questions and tasks	grupo	alternativoj	prononco
level	kelkaj demandoj kaj taskoj rilate al la kongreso	ਕਾਂਗਰਸ ਨਾਲ ਸਬੰਧਤ ਕੁਝ ਸਵਾਲ ਅਤੇ ਕੰਮ	some questions and tasks related to the congress	grupo	alternativoj	prononco
level	vi provu solvi ilin	ਤੁਸੀਂ ਉਹਨਾਂ ਨੂੰ ਹੱਲ ਕਰਨ ਦੀ ਕੋਸ਼ਿਸ਼ ਕਰੋ	you try to solve them	grupo	alternativoj	prononco
level	mi proponas ke vi provu solvi ilin	ਮੈਂ ਸੁਝਾਅ ਦਿੰਦਾ ਹਾਂ ਕਿ ਤੁਸੀਂ ਉਹਨਾਂ ਨੂੰ ਹੱਲ ਕਰਨ ਦੀ ਕੋਸ਼ਿਸ਼ ਕਰੋ	I suggest you try to solve them	grupo	alternativoj	prononco
level	kun Ana de Pollando, Boris de Germanio kaj Nacuko de Japanio	ਪੋਲੈਂਡ ਤੋਂ ਐਨਾ, ਜਰਮਨੀ ਤੋਂ ਬੋਰਿਸ ਅਤੇ ਜਾਪਾਨ ਤੋਂ ਨੈਟਸੁਕੋ ਨਾਲ	with Ana from Poland, Boris from Germany and Natsuko from Japan	grupo	alternativoj	prononco
level	nur voku min se vi bezonos helpon	ਜੇਕਰ ਤੁਹਾਨੂੰ ਮਦਦ ਦੀ ਲੋੜ ਹੈ ਤਾਂ ਮੈਨੂੰ ਕਾਲ ਕਰੋ	just call me if you need help	grupo	alternativoj	prononco
level	poste en la libroservo	ਬਾਅਦ ਵਿੱਚ ਕਿਤਾਬ ਸੇਵਾ ਵਿੱਚ	later in the book service	grupo	alternativoj	prononco
level	kiel do estis en la ĉielo?	ਤਾਂ ਇਹ ਸਵਰਗ ਵਿੱਚ ਕਿਵੇਂ ਸੀ?	so how was it in heaven?	grupo	alternativoj	prononco
level	mi fakte renkontis veran anĝelinon!	ਮੈਂ ਅਸਲ ਵਿੱਚ ਇੱਕ ਅਸਲੀ ਦੂਤ ਨੂੰ ਮਿਲਿਆ!	I actually met a real angel!	grupo	alternativoj	prononco
level	ĉielece, mi pensas ke mi fakte renkontis veran anĝelinon!	ਸਵਰਗੀ, ਮੈਨੂੰ ਲਗਦਾ ਹੈ ਕਿ ਮੈਂ ਅਸਲ ਵਿੱਚ ਇੱਕ ਅਸਲੀ ਦੂਤ ਨੂੰ ਮਿਲਿਆ!	heavenly, I think I actually met a real angel!	grupo	alternativoj	prononco
level	mirinde bela kaj afabla ŝi estis	ਉਹ ਅਦਭੁਤ ਸੁੰਦਰ ਅਤੇ ਦਿਆਲੂ ਸੀ	she was amazingly beautiful and kind	grupo	alternativoj	prononco
level	ho, Dio mia! kaj kio estas ŝia nomo?	ਹਾਏ ਮੇਰੇ ਰੱਬਾ! ਅਤੇ ਉਸਦਾ ਨਾਮ ਕੀ ਹੈ?	oh my god! and what is her name?	grupo	alternativoj	prononco
level	aj, mi jam forgesis!	ਓਹ, ਮੈਂ ਪਹਿਲਾਂ ਹੀ ਭੁੱਲ ਗਿਆ ਹਾਂ!	oh, I already forgot!	grupo	alternativoj	prononco
level	pli kaj pli ebriiĝas	ਵੱਧ ਤੋਂ ਵੱਧ ਸ਼ਰਾਬੀ ਹੋ ਜਾਂਦਾ ਹੈ	more and more gets drunk	grupo	alternativoj	prononco
level	en la trinkejo, Kabe pli kaj pli ebriiĝas	ਬਾਰ ਵਿੱਚ, ਕਾਬੇ ਵੱਧ ਤੋਂ ਵੱਧ ਸ਼ਰਾਬੀ ਹੋ ਜਾਂਦਾ ਹੈ	in the bar, Kabe gets more and more drunk	grupo	alternativoj	prononco
level	ĉu ankaŭ la trinkejestro?	ਕੀ ਬਾਰਟੈਂਡਰ ਵੀ ਹੈ?	is the bartender too?	grupo	alternativoj	prononco
level	unu bieron mi petas	ਕ੍ਰਿਪਾ ਕਰਕੇ, ਇੱਕ ਬਿਅਰ	one beer please	grupo	alternativoj	prononco
level	ĝi kostas 1 eŭron	ਇਸਦੀ ਕੀਮਤ 1 ਯੂਰੋ ਹੈ	it costs 1 euro	grupo	alternativoj	prononco
level	ĉu vi ŝatus ankaŭ ion alian?	ਕੀ ਤੁਸੀਂ ਵੀ ਕੁਝ ਹੋਰ ਚਾਹੁੰਦੇ ਹੋ?	would you like something else too?	grupo	alternativoj	prononco
level	ne dankon, biero sufiĉas por mi	ਨਹੀਂ ਧੰਨਵਾਦ, ਬੀਅਰ ਮੇਰੇ ਲਈ ਕਾਫੀ ਹੈ	no thanks, beer is enough for me	grupo	alternativoj	prononco
level	ĉu vere? kio pri vodko, labambo kaj inoj?	ਸੱਚਮੁੱਚ? ਵੋਡਕਾ, ਲਾਂਬਾ ਅਤੇ ਔਰਤਾਂ ਬਾਰੇ ਕੀ?	really? what about vodka, labamba and females?	grupo	alternativoj	prononco
level	nu, kial ne	ਠੀਕ ਹੈ, ਕਿਉਂ ਨਹੀਂ	well, why not	grupo	alternativoj	prononco
level	laŭdire ĝi estas amuza	ਇਸ ਨੂੰ ਮਜ਼ੇਦਾਰ ਕਿਹਾ ਜਾਂਦਾ ਹੈ	it is said to be fun	grupo	alternativoj	prononco
level	mi ankoraŭ ne dancis labambon, sed laŭdire ĝi estas amuza	ਮੈਂ ਅਜੇ ਤੱਕ ਲਾਂਬਾ ਡਾਂਸ ਨਹੀਂ ਕੀਤਾ ਹੈ, ਪਰ ਮੈਨੂੰ ਦੱਸਿਆ ਗਿਆ ਹੈ ਕਿ ਇਹ ਮਜ਼ੇਦਾਰ ਹੈ	I haven't danced the labamba yet, but I'm told it's fun	grupo	alternativoj	prononco
level	dum la kantaĵo "La Bamba" homoj dancas	&quot;ਲਾ ਬਾਂਬਾ&quot; ਗੀਤ ਦੌਰਾਨ ਲੋਕ ਡਾਂਸ ਕਰਦੇ ਹਨ	during the song "La Bamba" people dance	grupo	alternativoj	prononco
level	homoj dancas en granda rondo	ਲੋਕ ਇੱਕ ਵੱਡੇ ਚੱਕਰ ਵਿੱਚ ਨੱਚਦੇ ਹਨ	people dance in a big circle	grupo	alternativoj	prononco
level	kaj ene de tiu rondo dancas aliaj homoj	ਅਤੇ ਉਸ ਚੱਕਰ ਦੇ ਅੰਦਰ ਹੋਰ ਲੋਕ ਨੱਚਦੇ ਹਨ	and within that circle other people dance	grupo	alternativoj	prononco
level	funkcias tiel ke ~	ਕੰਮ ਕਰਦਾ ਹੈ ਤਾਂ ਜੋ ~	works so that ~	grupo	alternativoj	prononco
level	funkcias tiel ke homoj dancas en granda rondo	ਕੰਮ ਕਰਦਾ ਹੈ ਤਾਂ ਜੋ ਲੋਕ ਇੱਕ ਵੱਡੇ ਚੱਕਰ ਵਿੱਚ ਨੱਚਦੇ ਹਨ	works so that people dance in a big circle	grupo	alternativoj	prononco
level	dancas en granda rondo kaj ene de tiu rondo	ਇੱਕ ਵੱਡੇ ਚੱਕਰ ਵਿੱਚ ਅਤੇ ਉਸ ਚੱਕਰ ਦੇ ਅੰਦਰ ਨੱਚਦਾ ਹੈ	dances in a big circle and within that circle	grupo	alternativoj	prononco
level	homoj dancas kaj dancas aliaj homoj	ਲੋਕ ਨੱਚਦੇ ਹਨ ਅਤੇ ਹੋਰ ਲੋਕ ਨੱਚਦੇ ਹਨ	people dance and other people dance	grupo	alternativoj	prononco
level	tiuj dancantaj ene de la rondo	ਜਿਹੜੇ ਚੱਕਰ ਦੇ ਅੰਦਰ ਨੱਚਦੇ ਹਨ	those who dance within the circle	grupo	alternativoj	prononco
level	tiuj dancantoj elektas dancanton de la rondo	ਜਿਹੜੇ ਡਾਂਸ ਕਰਦੇ ਹਨ ਉਹ ਚੱਕਰ ਵਿੱਚੋਂ ਇੱਕ ਡਾਂਸਰ ਚੁਣਦੇ ਹਨ	those who dance choose a dancer from the circle	grupo	alternativoj	prononco
level	elektas dancanton kaj kisas ŝin aŭ lin	ਇੱਕ ਡਾਂਸਰ ਚੁਣਦਾ ਹੈ ਅਤੇ ਉਸਨੂੰ ਜਾਂ ਉਸਨੂੰ ਚੁੰਮਦਾ ਹੈ	chooses a dancer and kisses her or him	grupo	alternativoj	prononco
level	kisas ŝin aŭ lin tri-foje sur la vangoj	ਉਸ ਨੂੰ ਜਾਂ ਉਸ ਨੂੰ ਤਿੰਨ ਵਾਰ ਗੱਲ੍ਹਾਂ 'ਤੇ ਚੁੰਮਦਾ ਹੈ	kisses her or him three times on the cheeks	grupo	alternativoj	prononco
level	elektas dancanton kaj kisas sur la vangoj	ਇੱਕ ਡਾਂਸਰ ਚੁਣਦਾ ਹੈ ਅਤੇ ਗੱਲ੍ਹਾਂ 'ਤੇ ਚੁੰਮਦਾ ਹੈ	chooses a dancer and kisses on the cheeks	grupo	alternativoj	prononco
level	elektas dancanton de la rondo kaj kisas	ਚੱਕਰ ਵਿੱਚੋਂ ਇੱਕ ਡਾਂਸਰ ਚੁਣਦਾ ਹੈ ਅਤੇ ਚੁੰਮਦਾ ਹੈ	chooses a dancer from the circle and kisses	grupo	alternativoj	prononco
level	poste ili ŝanĝas lokon	ਫਿਰ ਉਹ ਸਥਾਨ ਬਦਲਦੇ ਹਨ	then they change places	grupo	alternativoj	prononco
level	kisas, kisanto, kisito, kisonto, kisoto	ਚੁੰਮਣ ਵਾਲਾ, ਚੁੰਮਣ ਵਾਲਾ ਵਿਅਕਤੀ, ਚੁੰਮਣ ਵਾਲਾ ਵਿਅਕਤੀ, ਇੱਕ ਵਿਅਕਤੀ ਜੋ ਚੁੰਮੇਗਾ, ਇੱਕ ਵਿਅਕਤੀ ਜਿਸਨੂੰ ਚੁੰਮਿਆ ਜਾਵੇਗਾ	kisses, a kissing person, a kissed person, a person who will kiss, a person who will be kissed	grupo	alternativoj	prononco
level	kaj la kisito iĝas kisonto	ਅਤੇ ਚੁੰਮਿਆ ਇੱਕ ਵਿਅਕਤੀ ਬਣ ਜਾਂਦਾ ਹੈ ਜੋ ਚੁੰਮੇਗਾ	and the kissed becomes a person who will kiss	grupo	alternativoj	prononco
level	tiuj dancantoj elektas kaj poste ili ŝanĝas lokon	ਉਹ ਡਾਂਸਰ ਚੁਣਦੇ ਹਨ ਅਤੇ ਫਿਰ ਉਹ ਸਥਾਨ ਬਦਲਦੇ ਹਨ	those dancers choose and then they change places	grupo	alternativoj	prononco
level	la kisinto nun estas kisoto	ਜਿਸ ਵਿਅਕਤੀ ਨੇ ਚੁੰਮਿਆ ਉਹ ਹੁਣ ਇੱਕ ਵਿਅਕਤੀ ਹੈ ਜਿਸਨੂੰ ਚੁੰਮਿਆ ਜਾਵੇਗਾ	the person who kissed is now a person who will be kissed	grupo	alternativoj	prononco
level	tre facile, ĉu ne?	ਬਹੁਤ ਆਸਾਨ, ਠੀਕ ਹੈ?	very easy, right?	grupo	alternativoj	prononco
level	nu, mi esperas ke estas ~	ਨਾਲ ਨਾਲ, ਮੈਨੂੰ ਉਮੀਦ ਹੈ ਕਿ ਇਹ ਹੈ ~	well, I hope it is ~	grupo	alternativoj	prononco
level	pli facile en la praktiko	ਅਭਿਆਸ ਵਿੱਚ ਹੋਰ ਆਸਾਨੀ ਨਾਲ	more easily in practice	grupo	alternativoj	prononco
level	esperas ke estas pli facile	ਉਮੀਦ ਹੈ ਕਿ ਇਹ ਆਸਾਨ ਹੈ	hopes it's easier	grupo	alternativoj	prononco
level	estas pli facile en la praktiko	ਇਹ ਅਭਿਆਸ ਵਿੱਚ ਆਸਾਨ ਹੈ	it's easier in practice	grupo	alternativoj	prononco
level	mi provos iam	ਮੈਂ ਕਦੇ ਕੋਸ਼ਿਸ਼ ਕਰਾਂਗਾ	I will try sometime	grupo	alternativoj	prononco
level	sed unue la bieron!	ਪਰ ਪਹਿਲਾਂ ਬੀਅਰ!	but first the beer!	grupo	alternativoj	prononco
level	mi provos iam, sed unue la bieron!	ਮੈਂ ਇੱਕ ਦਿਨ ਕੋਸ਼ਿਸ਼ ਕਰਾਂਗਾ, ਪਰ ਪਹਿਲਾਂ ਬੀਅਰ!	I'll try one day, but first the beer!	grupo	alternativoj	prononco
level	saĝa knabo	ਇੱਕ ਹੁਸ਼ਿਆਰ ਮੁੰਡਾ	a smart boy	grupo	alternativoj	prononco
level	vi, kiu konas preskaŭ ĉiujn	ਤੁਸੀਂ ਜੋ ਲਗਭਗ ਹਰ ਕਿਸੇ ਨੂੰ ਜਾਣਦੇ ਹੋ	you who know almost everyone	grupo	alternativoj	prononco
level	konas preskaŭ ĉiujn ĉi tie	ਇੱਥੇ ਲਗਭਗ ਹਰ ਕੋਈ ਜਾਣਦਾ ਹੈ	knows almost everyone here	grupo	alternativoj	prononco
level	ĉu vi scias kiu estas la knabino	ਕੀ ਤੁਸੀਂ ਜਾਣਦੇ ਹੋ ਕਿ ਕੁੜੀ ਕੌਣ ਹੈ?	do you know who the girl is?	grupo	alternativoj	prononco
level	la knabino kiu kunordigis	ਤਾਲਮੇਲ ਕਰਨ ਵਾਲੀ ਕੁੜੀ	the girl who coordinated	grupo	alternativoj	prononco
level	la knabino kiu kunordigis la ’gardanĝelojn’	ਉਹ ਕੁੜੀ ਜਿਸ ਨੇ 'ਸਰਪ੍ਰਸਤ ਦੂਤਾਂ' ਦਾ ਤਾਲਮੇਲ ਕੀਤਾ	the girl who coordinated the 'guardian angels'	grupo	alternativoj	prononco
level	vi verŝajne pensas pri Jesi	ਤੁਸੀਂ ਸ਼ਾਇਦ ਜੇਸੀ ਬਾਰੇ ਸੋਚ ਰਹੇ ਹੋ	you are probably thinking of Jesi	grupo	alternativoj	prononco
level	jes, ĝuste!	ਹਾਂ ਓਹ ਠੀਕ ਹੈ!	yes, that's right!	grupo	alternativoj	prononco
level	mi memoras ke mi aŭdis	ਮੈਨੂੰ ਯਾਦ ਹੈ ਕਿ ਮੈਂ ਸੁਣਿਆ ਸੀ	I remember that I heard	grupo	alternativoj	prononco
level	nun mi memoras ke ~	ਹੁਣ ਮੈਨੂੰ ਯਾਦ ਹੈ ਕਿ ~	now I remember that ~	grupo	alternativoj	prononco
level	memoras ke mi aŭdis ŝian nomon	ਯਾਦ ਰੱਖੋ ਕਿ ਮੈਂ ਉਸਦਾ ਨਾਮ ਸੁਣਿਆ ਹੈ	remember that I heard her name	grupo	alternativoj	prononco
level	laŭ mi	ਮੇਰੀ ਰਾਏ ਵਿੱਚ	in my opinion	grupo	alternativoj	prononco
level	ŝi estas stranga persono	ਉਹ ਇੱਕ ਅਜੀਬ ਵਿਅਕਤੀ ਹੈ	she is a strange person	grupo	alternativoj	prononco
level	laŭ mi ŝi estas stranga persono	ਮੇਰੀ ਰਾਏ ਵਿੱਚ ਉਹ ਇੱਕ ਅਜੀਬ ਵਿਅਕਤੀ ਹੈ	in my opinion she is a strange person	grupo	alternativoj	prononco
level	tute ne trinkas bieron	ਬੀਅਰ ਬਿਲਕੁਲ ਨਹੀਂ ਪੀਂਦਾ	doesn't drink beer at all	grupo	alternativoj	prononco
level	kaj ne manĝas viandon	ਅਤੇ ਮਾਸ ਨਹੀਂ ਖਾਂਦਾ	and does not eat meat	grupo	alternativoj	prononco
level	ŝajnas ke ~	ਅਜਿਹਾ ਲਗਦਾ ਹੈ ਕਿ ~	it seems that ~	grupo	alternativoj	prononco
level	ŝia sola intereso estas ~	ਉਸਦੀ ਸਿਰਫ ਦਿਲਚਸਪੀ ~ ਹੈ	her only interest is ~	grupo	alternativoj	prononco
level	sola intereso estas Esperanto-agado	ਸਿਰਫ ਦਿਲਚਸਪੀ ਐਸਪੇਰਾਂਟੋ ਗਤੀਵਿਧੀ ਹੈ	only interest is Esperanto activity	grupo	alternativoj	prononco
level	ŝajnas ke ŝia sola intereso estas Esperanto	ਅਜਿਹਾ ਲਗਦਾ ਹੈ ਕਿ ਉਸਦੀ ਇਕੋ ਇਕ ਦਿਲਚਸਪੀ ਐਸਪੇਰਾਂਟੋ ਹੈ	it seems that her only interest is Esperanto	grupo	alternativoj	prononco
level	sed ŝi estas tre bela	ਪਰ ਉਹ ਬਹੁਤ ਸੁੰਦਰ ਹੈ	but she is very beautiful	grupo	alternativoj	prononco
level	estas tre bela kaj afabla	ਬਹੁਤ ਸੁੰਦਰ ਅਤੇ ਦਿਆਲੂ ਹੈ	is very beautiful and kind	grupo	alternativoj	prononco
level	tre bela kaj afabla laŭ mi	ਮੇਰੇ ਵਿਚਾਰ ਵਿੱਚ ਬਹੁਤ ਵਧੀਆ ਅਤੇ ਦਿਆਲੂ	very nice and kind in my opinion	grupo	alternativoj	prononco
level	eble vi pravas	ਸ਼ਾਇਦ ਤੁਸੀਂ ਸਹੀ ਹੋ	maybe you are right	grupo	alternativoj	prononco
level	eble vi pravas pri tio	ਹੋ ਸਕਦਾ ਹੈ ਕਿ ਤੁਸੀਂ ਇਸ ਬਾਰੇ ਸਹੀ ਹੋ	maybe you are right about that	grupo	alternativoj	prononco
level	preskaŭ neniam estas en la trinkejo	ਬਾਰ ਵਿੱਚ ਲਗਭਗ ਕਦੇ ਨਹੀਂ ਹੁੰਦਾ	is almost never in the bar	grupo	alternativoj	prononco
level	ŝi preskaŭ neniam estas ~	ਉਹ ਲਗਭਗ ਕਦੇ ਨਹੀਂ ਹੈ ~	she is almost never ~	grupo	alternativoj	prononco
level	ne renkontas ŝin ofte	ਉਸਨੂੰ ਅਕਸਰ ਨਾ ਮਿਲੋ	don't meet her often	grupo	alternativoj	prononco
level	mi ne renkontas ofte	ਮੈਂ ਅਕਸਰ ਨਹੀਂ ਮਿਲਦਾ	I don't meet often	grupo	alternativoj	prononco
level	kaj do mi ne renkontas ŝin ofte	ਅਤੇ ਇਸ ਲਈ ਮੈਂ ਉਸਨੂੰ ਅਕਸਰ ਨਹੀਂ ਮਿਲਦਾ	and so I don't meet her often	grupo	alternativoj	prononco
level	fajfas pri tiaj homoj	ਅਜਿਹੇ ਲੋਕਾਂ ਬਾਰੇ ਸੀਟੀਆਂ	whistles about such people	grupo	alternativoj	prononco
level	fakte, mi tute fajfas	ਅਸਲ ਵਿੱਚ, ਮੈਂ ਪੂਰੀ ਤਰ੍ਹਾਂ ਸੀਟੀ ਮਾਰ ਰਿਹਾ ਹਾਂ	in fact, I'm totally whistling	grupo	alternativoj	prononco
level	mi komprenas ~	ਮੈਂ ਸਮਝਦਾ ਹਾਂ ~	I understand ~	grupo	alternativoj	prononco
level	tiel parolas vera trinkejestro	ਇੱਕ ਅਸਲੀ ਬਾਰਟੈਂਡਰ ਇਸ ਤਰ੍ਹਾਂ ਗੱਲ ਕਰਦਾ ਹੈ	that's how a real bartender talks	grupo	alternativoj	prononco
level	prave. je via sano!	ਠੀਕ ਹੈ, ਇਸ ਲਈ ਤੁਹਾਡੀ ਸਿਹਤ ਲਈ!	rightly, so to your health!	grupo	alternativoj	prononco
level	je via sano! ho, bonega biero	ਤੁਹਾਡੀ ਸਿਹਤ ਲਈ! ਓਹ, ਬਹੁਤ ਵਧੀਆ ਬੀਅਰ	to your health! oh, great beer	grupo	alternativoj	prononco
level	kompreneble. estis ja mi kiu elektis ĝin	ਬੇਸ਼ੱਕ, ਮੈਂ ਉਹ ਸੀ ਜਿਸਨੇ ਇਸਨੂੰ ਚੁਣਿਆ ਸੀ	of course, I was the one who chose it	grupo	alternativoj	prononco
level	ĉu vi havas ideon?	ਕੀ ਤੁਹਾਡੇ ਕੋਲ ਕੋਈ ਵਿਚਾਰ ਹੈ?	do you have any idea?	grupo	alternativoj	prononco
level	kie eblus trovi tiun strangan knabinon?	ਉਸ ਅਜੀਬ ਕੁੜੀ ਨੂੰ ਕਿੱਥੇ ਲੱਭਣਾ ਸੰਭਵ ਹੋਵੇਗਾ?	where would it be possible to find that strange girl?	grupo	alternativoj	prononco
level	trovi tiun strangan sed tre belan knabinon	ਉਸ ਅਜੀਬ ਪਰ ਬਹੁਤ ਸੁੰਦਰ ਕੁੜੀ ਨੂੰ ਲੱਭਣ ਲਈ	to find that strange but very beautiful girl	grupo	alternativoj	prononco
level	ideo kie eblus trovi ~	ਇਹ ਵਿਚਾਰ ਕਿੱਥੇ ਪਾਇਆ ਜਾ ਸਕਦਾ ਹੈ ~	idea where it could be found ~	grupo	alternativoj	prononco
level	havas ideon kie eblus trovi ~	ਕੋਲ ਇੱਕ ਵਿਚਾਰ ਹੈ ਕਿ ਇਹ ਕਿੱਥੇ ਲੱਭਣਾ ਸੰਭਵ ਹੋਵੇਗਾ ~	has an idea where it would be possible to find ~	grupo	alternativoj	prononco
level	tutcerte en la Gufujo	ਨਿਸ਼ਚਤ ਤੌਰ 'ਤੇ ਚਾਹ ਦੇ ਕਮਰੇ (ਆਲੂਰੀ) ਵਿੱਚ	definitely in the tea launge(Owlery)	grupo	alternativoj	prononco
level	tiaj homoj konstante sidas	ਅਜਿਹੇ ਲੋਕ ਲਗਾਤਾਰ ਬੈਠੇ ਰਹਿੰਦੇ ਹਨ	such people are constantly sitting	grupo	alternativoj	prononco
level	konstante sidas tie teumante	ਲਗਾਤਾਰ ਉੱਥੇ ਬੈਠਾ ਚਾਹ ਪੀ ਰਿਹਾ ਹੈ	is constantly sitting there drinking tea	grupo	alternativoj	prononco
level	kia teda vivo!	ਕਿੰਨੀ ਔਖੀ ਜ਼ਿੰਦਗੀ ਹੈ!	what a tedious life!	grupo	alternativoj	prononco
level	Gufujo, estas trankvila ejo	ਚਾਹ ਦਾ ਲੰਗਰ (ਆਉਲਰੀ), ਇੱਕ ਸ਼ਾਂਤ ਜਗ੍ਹਾ ਹੈ	the tea launge(Owlery), is a quiet place	grupo	alternativoj	prononco
level	trankvila ejo kie eblas trinki teon	ਇੱਕ ਸ਼ਾਂਤ ਜਗ੍ਹਾ ਜਿੱਥੇ ਤੁਸੀਂ ਚਾਹ ਪੀ ਸਕਦੇ ਹੋ	a quiet place where you can drink tea	grupo	alternativoj	prononco
level	trinki teon, babili, aŭskulti trankvilan muzikon	ਚਾਹ ਪੀਓ, ਗੱਲਬਾਤ ਕਰੋ, ਸ਼ਾਂਤ ਸੰਗੀਤ ਸੁਣੋ	drink tea, chat, listen to quiet music	grupo	alternativoj	prononco
level	aŭskulti trankvilan muzikon kaj simile	ਸ਼ਾਂਤ ਸੰਗੀਤ ਸੁਣਨਾ ਅਤੇ ਇਸ ਤਰ੍ਹਾਂ ਦਾ	listening to quiet music and the like	grupo	alternativoj	prononco
level	vi trovos ĝin fine de la koridoro	ਤੁਸੀਂ ਇਸਨੂੰ ਕੋਰੀਡੋਰ ਦੇ ਅੰਤ ਵਿੱਚ ਪਾਓਗੇ	you will find it at the end of the corridor	grupo	alternativoj	prononco
