C.ms content.tsv
Level	Esperanto	ms	en-us	Grupo	Alternativoj	Pronoco
level	tornado	puting beliung	a tornado	grupo	alternativoj	prononco
level	objektiva	objektif	objective	grupo	alternativoj	prononco
level	drapo	kain bulu, kain	a woolen cloth, a cloth	grupo	alternativoj	prononco
level	ungotondilo	gunting kuku	a nail-scissors	grupo	alternativoj	prononco
level	vakupurigilo	pembersih hampagas (=polvosuĉilo)	a vacuum cleaner (=polvosuĉilo)	grupo	alternativoj	prononco
level	perei	untuk binasa	to perish	grupo	alternativoj	prononco
level	afranki	untuk prabayar (pos), untuk meletakkan setem	to prepay (postage), to put on stamps	grupo	alternativoj	prononco
level	luli	membuai, membuai, membuai	to lull, to cradle, to rock	grupo	alternativoj	prononco
level	vakcino	vaksin	a vaccine	grupo	alternativoj	prononco
level	gorilo	seekor gorila	a gorilla	grupo	alternativoj	prononco
level	vojaĝagentejo	sebuah agensi pelancongan	a travel agency	grupo	alternativoj	prononco
level	patrono	seorang penaung	a patron	grupo	alternativoj	prononco
level	abstini	untuk berpantang	to abstain	grupo	alternativoj	prononco
level	bulvardo	sebuah boulevard	a boulevard	grupo	alternativoj	prononco
level	portalo	portal, pintu masuk	a portal, a gateway	grupo	alternativoj	prononco
level	ŝarĝoaŭto	sebuah trak	a truck	grupo	alternativoj	prononco
level	vito	pokok anggur, pokok anggur	a grapevine, a vine	grupo	alternativoj	prononco
level	teleskopo	sebuah teleskop	a telescope	grupo	alternativoj	prononco
level	apliki	untuk memohon	to apply	grupo	alternativoj	prononco
level	cemento	simen	cement	grupo	alternativoj	prononco
level	pedagogio	pedagogi	pedagogy	grupo	alternativoj	prononco
level	albumo	sebuah album	an album	grupo	alternativoj	prononco
level	aserti	untuk menegaskan, untuk menyatakan, untuk menegaskan	to assert, to state, to affirm	grupo	alternativoj	prononco
level	akordi	untuk akur	to accord	grupo	alternativoj	prononco
level	fulgo	jelaga, kotoran	a soot, a grime	grupo	alternativoj	prononco
level	adapti	untuk menyesuaikan diri, untuk menyesuaikan, untuk menampung, untuk muat	to adapt, to adjust, to accommodate, to fit	grupo	alternativoj	prononco
level	liveri	memberi, membekalkan, menghantar	to furnish, to supply, to deliver	grupo	alternativoj	prononco
level	argumento	suatu hujah	an argument	grupo	alternativoj	prononco
level	frizi	keriting, keriting	to curl, to frizz	grupo	alternativoj	prononco
level	deficito	defisit	a deficit	grupo	alternativoj	prononco
level	blato	lipas, cip	a cockroach, a chip	grupo	alternativoj	prononco
level	recepto	resipi, preskripsi	a recipe, a prescription	grupo	alternativoj	prononco
level	kitelo	sehelai baju, sehelai baju, seluar panjang, sehelai garbadine	a smock, a frock, an overalls, a garbadine	grupo	alternativoj	prononco
level	ciklono	siklon	a cyclone	grupo	alternativoj	prononco
level	reformi	untuk melakukan pembaharuan	to reform	grupo	alternativoj	prononco
level	pulvo	serbuk, serbuk mesiu	powder, gunpowder	grupo	alternativoj	prononco
level	ŝpruci	terpancut, terpancut, terpancut keluar	to spurt, to gush, to spurt out	grupo	alternativoj	prononco
level	kukolo	seekor cuckoo	a cuckoo	grupo	alternativoj	prononco
level	ŝanceli	goyang, goyang	to shake, to totter	grupo	alternativoj	prononco
level	rekordo	rekod (sukan)	a record (sport)	grupo	alternativoj	prononco
level	florpetalo	kelopak bunga	a flower petal	grupo	alternativoj	prononco
level	kosmo	kosmos, (luar) angkasa, alam semesta	cosmos, (outer) space, universe	grupo	alternativoj	prononco
level	ĉeko	cek, cek	a checque, a check	grupo	alternativoj	prononco
level	konsumi	untuk memakan, untuk menghabiskan	to consume, to use up	grupo	alternativoj	prononco
level	lameno	lamina, pinggan, lapisan	a lamina, a plate, a layer	grupo	alternativoj	prononco
level	erotika	erotik	erotic	grupo	alternativoj	prononco
level	peniko	berus (seni)	a brush (art)	grupo	alternativoj	prononco
level	spuro	trek, jejak, jejak	a track, a trail, a trace	grupo	alternativoj	prononco
level	rigida	tegar, kaku	rigid, stiff	grupo	alternativoj	prononco
level	pleto	sebuah dulang	a tray	grupo	alternativoj	prononco
level	ignori	untuk diabaikan	to ignore	grupo	alternativoj	prononco
level	Volapuko (Volapǖko)	Volapuk	Volapuk	grupo	alternativoj	prononco
level	frazo	satu ayat	a sentence	grupo	alternativoj	prononco
level	bruto	kejam, haiwan ternakan, binatang	a brute, a farm animal, a beast	grupo	alternativoj	prononco
level	gladi	menyeterika (pakaian)	to iron (clothes)	grupo	alternativoj	prononco
level	kalsono	seluar dalam, seluar dalam, seluar pendek	an underwear, underpants, shorts	grupo	alternativoj	prononco
level	aktoro	seorang pelakon	an actor	grupo	alternativoj	prononco
level	valida	sah	valid	grupo	alternativoj	prononco
level	ruso	seorang Rusia	a Russian	grupo	alternativoj	prononco
level	glita	meluncur, licin	gliding, slippery	grupo	alternativoj	prononco
level	fantazio	sebuah fantasi	a fantasy	grupo	alternativoj	prononco
level	ŝargi	untuk memuatkan, untuk mengecas	to load, to charge	grupo	alternativoj	prononco
level	saŭco	sos, kuah	a sauce, a gravy	grupo	alternativoj	prononco
level	verto	mahkota, bahagian atas kepala	a crown, top of the head	grupo	alternativoj	prononco
level	enketi	untuk membuat siasatan, untuk meninjau, untuk menyiasat	to make an inquiry, to survey, to investigate	grupo	alternativoj	prononco
level	ateisto	seorang ateis	an atheist	grupo	alternativoj	prononco
level	insigno	lencana	a badge	grupo	alternativoj	prononco
level	trudi	memaksa, memaksa	to impose, to force	grupo	alternativoj	prononco
level	skemo	satu skim	a scheme	grupo	alternativoj	prononco
level	kalva	botak, telanjang, berkepala berani, tidak mendengar	bald, bare, bold-headed, hearless	grupo	alternativoj	prononco
level	germano	seorang Jerman	a German	grupo	alternativoj	prononco
level	orto	sudut tepat	a right angle	grupo	alternativoj	prononco
level	avizo	amaran, notis	a warning, a notice	grupo	alternativoj	prononco
level	fronto	hadapan, hadapan	front, frontage	grupo	alternativoj	prononco
level	lernolibro	sebuah buku teks	a textbook	grupo	alternativoj	prononco
level	glavo	sebilah pedang	a sword	grupo	alternativoj	prononco
level	konservativa	konservatif	conservative	grupo	alternativoj	prononco
level	Usono	USA	USA	grupo	alternativoj	prononco
level	ankro	sauh	an anchor	grupo	alternativoj	prononco
level	analizo	satu analisis	an analysis	grupo	alternativoj	prononco
level	flustri	untuk berbisik	to whisper	grupo	alternativoj	prononco
level	asigno	tugasan	assignment	grupo	alternativoj	prononco
level	konservatorio	konservatori (sekolah muzik)	a conservatory (music school)	grupo	alternativoj	prononco
level	aŭtoro	seorang pengarang	an author	grupo	alternativoj	prononco
level	poligloto	poliglot	a polyglot	grupo	alternativoj	prononco
level	absoluta	mutlak	absolute	grupo	alternativoj	prononco
level	lukti	bergelut, bergelut	to wrestle, to struggle	grupo	alternativoj	prononco
level	inciti	menghasut, mengacau, bersubahat, memprovokasi	to incite, to stir, to abet, to provoke	grupo	alternativoj	prononco
level	prezervi	untuk memelihara	to preserve	grupo	alternativoj	prononco
level	mencii	untuk menyebut	to mention	grupo	alternativoj	prononco
level	anglo	seorang Inggeris	an Englishman	grupo	alternativoj	prononco
level	Bulonjo	Boulogne (bandar)	Boulogne (city)	grupo	alternativoj	prononco
level	interesa	menarik	interesting	grupo	alternativoj	prononco
level	interese	menariknya	interestingly	grupo	alternativoj	prononco
level	meĥanismo	sesuatu mekanisme	a mechanism	grupo	alternativoj	prononco
level	hazardo	kemalangan, peluang	an accident, a chance	grupo	alternativoj	prononco
level	neologismo	neologisme	neologism	grupo	alternativoj	prononco
level	Grekio (Greklando)	Greece	Greece	grupo	alternativoj	prononco
level	Araba	bahasa arab	Arabic	grupo	alternativoj	prononco
level	palpi	untuk merasa, untuk meraba-raba	to feel, to grope	grupo	alternativoj	prononco
level	sinjorino	seorang wanita, seorang puan	a lady, a madam	grupo	alternativoj	prononco
level	neŭtra	neutral (=neŭtrala)	neutral (=neŭtrala)	grupo	alternativoj	prononco
level	Afriko	Afrika	Africa	grupo	alternativoj	prononco
level	korvo	burung gagak, burung gagak	a crow, a raven	grupo	alternativoj	prononco
level	Ameriko	Amerika, Amerika	America, the Americas	grupo	alternativoj	prononco
level	ezoko	pike (dalam tasik), jack	a pike (in a lake), a jack	grupo	alternativoj	prononco
level	sago	anak panah, sagitta	a arrow, a sagitta	grupo	alternativoj	prononco
level	ĉino	seorang Cina	a Chinese	grupo	alternativoj	prononco
level	sendube	tanpa keraguan, sudah pasti	with no doubt, undoubtedly	grupo	alternativoj	prononco
level	Azio	Asia	Asia	grupo	alternativoj	prononco
level	senkonfide	tanpa percaya, tanpa keyakinan	without trusting, without confidence	grupo	alternativoj	prononco
level	ekposedi	untuk memiliki	to possess	grupo	alternativoj	prononco
level	senfare	tanpa melakukan	without doing	grupo	alternativoj	prononco
level	amara	pahit	bitter	grupo	alternativoj	prononco
level	ministro	seorang menteri	a minister	grupo	alternativoj	prononco
level	parlamento	parlimen, parlimen	parliament, a parliament	grupo	alternativoj	prononco
level	Berlino	Berlin	Berlin	grupo	alternativoj	prononco
level	unuafoje	untuk kali pertama	for the first time	grupo	alternativoj	prononco
level	asimili	untuk mengasimilasikan	to assimilate	grupo	alternativoj	prononco
level	preskribi	untuk menetapkan, untuk menetapkan	to prescribe, to stipulate	grupo	alternativoj	prononco
level	belgo	seorang warga Belgium	a Belgian	grupo	alternativoj	prononco
level	koncepto	sesuatu konsep	a concept	grupo	alternativoj	prononco
level	jubileo	sebuah jubli	a jubilee	grupo	alternativoj	prononco
level	Brazilo	Brazil	Brazil	grupo	alternativoj	prononco
level	sociala	sosial	social	grupo	alternativoj	prononco
level	perlo	mutiara	a pearl	grupo	alternativoj	prononco
level	kvarfoje	empat kali	four times	grupo	alternativoj	prononco
level	aresti	menangkap	to arrest	grupo	alternativoj	prononco
level	Alpoj	Alps	Alps	grupo	alternativoj	prononco
level	eliri	untuk pergi, untuk keluar, untuk keluar	to leave, to go out, to exit	grupo	alternativoj	prononco
level	enveni	masuk, masuk	to come in, to enter	grupo	alternativoj	prononco
level	hodiaŭa	hari ini, kini, kini	of today, present-day, present	grupo	alternativoj	prononco
level	balo	bola, tarian	a ball, a dance	grupo	alternativoj	prononco
level	plasto	sebuah plastik	a plastic	grupo	alternativoj	prononco
level	fakultato	fakulti, fakulti	faculty, a faculty	grupo	alternativoj	prononco
level	forĵeti	membuang, membuang	to throw away, to discard	grupo	alternativoj	prononco
level	japano	orang Jepun	a Japanese person	grupo	alternativoj	prononco
level	forlasi	untuk meninggalkan, untuk meninggalkan, untuk mengabaikan, untuk berhenti	to leave, to abandon, to neglect, to quit	grupo	alternativoj	prononco
level	civito	warganegara, negara, negara kota	citizenry, polity, city state	grupo	alternativoj	prononco
level	foresto	ketiadaan	absence	grupo	alternativoj	prononco
level	sekura	selamat, selamat	secure, safe	grupo	alternativoj	prononco
level	Anglio	England	England	grupo	alternativoj	prononco
level	Britio	United Kingdom	United Kingdom	grupo	alternativoj	prononco
level	brita	Inggeris	British	grupo	alternativoj	prononco
level	Aŭstrio	Austria	Austria	grupo	alternativoj	prononco
level	mallonga	pendek, ringkas	short, brief	grupo	alternativoj	prononco
level	delegacio	delegasi, delegasi	delegation, a delegation	grupo	alternativoj	prononco
level	biblio	Bible	Bible	grupo	alternativoj	prononco
level	magio	sihir	a magic	grupo	alternativoj	prononco
level	provinco	sebuah wilayah	a province	grupo	alternativoj	prononco
level	sonori	berdering, berdenting	to ring, to clang	grupo	alternativoj	prononco
level	milito	perang	a war	grupo	alternativoj	prononco
level	lado	kepingan logam, timah, plat timah	sheet metal, tin, tin plate	grupo	alternativoj	prononco
level	kelnerino	seorang pelayan, seorang barmid	a waitress, a barmid	grupo	alternativoj	prononco
level	aludi	mengisyaratkan, mengisyaratkan	to allude, to hint	grupo	alternativoj	prononco
level	okazo	peristiwa, kejadian, kes, peristiwa	an occasion, a happening, a case, an event	grupo	alternativoj	prononco
level	Italio	Itali	Italy	grupo	alternativoj	prononco
level	he!	eh! Hey!	eh! hey!	grupo	alternativoj	prononco
level	disponi	untuk dimiliki oleh seseorang	to have at one's disposal	grupo	alternativoj	prononco
level	indonezio	Indonesia	Indonesia	grupo	alternativoj	prononco
level	duŝi	untuk mandi	to shower	grupo	alternativoj	prononco
level	cenzuro	penapisan, penapisan	a censorship, censor	grupo	alternativoj	prononco
level	Hindio	India (=Barato)	India (=Barato)	grupo	alternativoj	prononco
level	baloti	untuk mengundi	to vote	grupo	alternativoj	prononco
level	noktomezo	tengah malam	a midnight	grupo	alternativoj	prononco
level	travojaĝi	mengembara melalui ~	to tour through ~	grupo	alternativoj	prononco
level	tranokti	untuk melewati satu malam, untuk bermalam	to pass a night through, to spend a night	grupo	alternativoj	prononco
level	matematiko	matematik	mathematics	grupo	alternativoj	prononco
level	revolucii	untuk merevolusikan	to revolutionize	grupo	alternativoj	prononco
level	tralegi	untuk membaca, untuk menyemak imbas	to read through, to browse	grupo	alternativoj	prononco
level	kamelio	seekor kamelia	a camellia	grupo	alternativoj	prononco
level	Germanio	Jerman	Germany	grupo	alternativoj	prononco
level	traleginte	selepas membaca	after reading through	grupo	alternativoj	prononco
level	ĉinio	China	China	grupo	alternativoj	prononco
level	viktimo	seorang mangsa	a victim	grupo	alternativoj	prononco
level	ĉina	cina	Chinese	grupo	alternativoj	prononco
level	alkutimiĝi	untuk menjadi biasa, untuk mendapatkan tabiat	to become accustomed to, to get a habbit	grupo	alternativoj	prononco
level	naskiĝi	untuk dilahirkan	to be born	grupo	alternativoj	prononco
level	aŭditorio	sebuah auditorium	an auditorium	grupo	alternativoj	prononco
level	gramatiko	tatabahasa	grammar	grupo	alternativoj	prononco
level	planedo	sebuah planet	a planet	grupo	alternativoj	prononco
level	evento	sebuah acara	an event	grupo	alternativoj	prononco
level	glori	memuliakan, memuji, memuji	to glorify, to laud, to praise	grupo	alternativoj	prononco
level	festo	kenduri, pesta, perayaan	a feast, a party, a festival	grupo	alternativoj	prononco
level	ĉeĥoslovakio	Czechoslovakia	Czechoslovakia	grupo	alternativoj	prononco
level	fonografo	fonograf silinder	a cylinder phonograph	grupo	alternativoj	prononco
level	grumbli	merungut, merungut	to grumble, to growl	grupo	alternativoj	prononco
level	furioza	mengamuk, mengamuk	furious, raging	grupo	alternativoj	prononco
level	naskiĝfesto	majlis hari jadi	a birthday party	grupo	alternativoj	prononco
level	temi	untuk merujuk kepada, tema adalah, untuk menangani, untuk menjadi tentang	to refer to, the theme is, to deal with, to be about	grupo	alternativoj	prononco
level	roso	embun	a dew	grupo	alternativoj	prononco
level	Francio	Perancis	France	grupo	alternativoj	prononco
level	guti	untuk menjatuhkan, untuk menitis	to drop, to drip	grupo	alternativoj	prononco
level	Kolumbo	Columbus	Columbus	grupo	alternativoj	prononco
level	kotleto	potong, potong, potong	cutlet, a cutlet, chop	grupo	alternativoj	prononco
level	avokado	sebiji avokado (buah)	an avocado (fruit)	grupo	alternativoj	prononco
level	individuo	seseorang individu	an individual	grupo	alternativoj	prononco
level	pagodo	sebuah pagoda	a pagoda	grupo	alternativoj	prononco
level	Kolombio	Colombia	Colombia	grupo	alternativoj	prononco
level	cerealo	bijirin	cereal	grupo	alternativoj	prononco
level	gesinjoroj	Tuan-tuan dan puan-puan	ladies and gentlemen	grupo	alternativoj	prononco
level	fenomeno	sesuatu fenomena	a phenomenon	grupo	alternativoj	prononco
level	palpebro	kelopak mata	an eyelid	grupo	alternativoj	prononco
level	ŝako	catur	chess	grupo	alternativoj	prononco
level	televidkanalo	saluran TV	a TV channel	grupo	alternativoj	prononco
level	ruino	satu kehancuran	a ruin	grupo	alternativoj	prononco
level	paliso	jawatan, bir, pancang	a post, a ale, a stake	grupo	alternativoj	prononco
level	elemento	sesuatu unsur	an element	grupo	alternativoj	prononco
level	absurda	tak masuk akal	absurd	grupo	alternativoj	prononco
level	kaverno	gua, gua	a cavern, a cave	grupo	alternativoj	prononco
level	Portugalio	Portugal	Portugal	grupo	alternativoj	prononco
level	portugalo	seorang Portugis	a Portuguese	grupo	alternativoj	prononco
level	teritorio	sebuah wilayah	a territory	grupo	alternativoj	prononco
level	Polio	polio	polio	grupo	alternativoj	prononco
level	d-ro	Dr.	Dr.	grupo	alternativoj	prononco
level	stipendio	stipend, dermasiswa, biasiswa	a stipend, a bursary, a scholarship	grupo	alternativoj	prononco
level	impeti	tergesa-gesa, terdorong, untuk berlari	to be impetuous, to be impelled, to dash	grupo	alternativoj	prononco
level	pola	Poland	Polish	grupo	alternativoj	prononco
level	kompliki	untuk merumitkan	to complicate	grupo	alternativoj	prononco
level	franca	Perancis	French	grupo	alternativoj	prononco
level	konkurso	pertandingan, pertandingan	a contest, competition	grupo	alternativoj	prononco
level	grinci	mencicit, berderit, mengerit, memarut	to squeak, to creak, to gnash, to grate	grupo	alternativoj	prononco
level	Finnlando	Finland	Finland	grupo	alternativoj	prononco
level	prof-o	Prof.	Prof.	grupo	alternativoj	prononco
level	profeto	seorang nabi	a prophet	grupo	alternativoj	prononco
level	originalo	yang asli	an original	grupo	alternativoj	prononco
level	tragika	tragik	tragic	grupo	alternativoj	prononco
level	Koreio	Korea	Korea	grupo	alternativoj	prononco
level	ne ~ sed ~	bukan ~ tetapi ~	not ~ but ~	grupo	alternativoj	prononco
level	koree	dalam bahasa Korea	in Korean	grupo	alternativoj	prononco
level	korea	Korea	Korean	grupo	alternativoj	prononco
level	nek ~ nek ~	tidak ~ mahupun ~	neither ~ nor ~	grupo	alternativoj	prononco
level	ateismo	ateisme	atheism	grupo	alternativoj	prononco
level	ne nur ~ sed ankaŭ ~	bukan sahaja ~ tetapi juga ~	not only ~ but also ~	grupo	alternativoj	prononco
level	koreo	orang Korea	a Korean	grupo	alternativoj	prononco
level	Hungario	Hungary	Hungary	grupo	alternativoj	prononco
level	piloto	Juruterbang	a pilot	grupo	alternativoj	prononco
level	aŭ ~ aŭ ~	sama ada ~ atau ~	either ~ or ~	grupo	alternativoj	prononco
level	Hago	The Hague	The Hague	grupo	alternativoj	prononco
level	situo	tapak, lokasi	a site, a location	grupo	alternativoj	prononco
level	por ke ~	supaya ~	so that ~	grupo	alternativoj	prononco
level	interpreti	untuk mentafsir	to interpret	grupo	alternativoj	prononco
level	kaŭzi	menyebabkan, menimbulkan	to cause, to give rise to	grupo	alternativoj	prononco
level	centralizi	untuk memusatkan	to centralize	grupo	alternativoj	prononco
level	mastrumi	mengurus, menjaga (rumah)	to manage, to keep (a house)	grupo	alternativoj	prononco
level	substanco	bahan, jirim	a substance, matter	grupo	alternativoj	prononco
level	pasporta servo	perkhidmatan pasport (Esperanto CouchSerfing)	a passport service (Esperanto CouchSerfing)	grupo	alternativoj	prononco
level	aŭstro	seorang Austria	an Austrian	grupo	alternativoj	prononco
level	Amazono	Amazon	Amazon	grupo	alternativoj	prononco
level	pioĉo	beliung, beliung	a mattock, a pickaxe	grupo	alternativoj	prononco
level	lenso	sebuah kanta	a lens	grupo	alternativoj	prononco
level	generacio	satu generasi	a generation	grupo	alternativoj	prononco
level	falĉi	memotong, memotong, menyabit	to mow, to cut, to scythe	grupo	alternativoj	prononco
level	efektive	sebenarnya, sebenarnya	actually, in fact	grupo	alternativoj	prononco
level	portisto	seorang kuli	a porter	grupo	alternativoj	prononco
level	dogano	Kastam	customs	grupo	alternativoj	prononco
level	raketo	suar, roket	a flare, a rocket	grupo	alternativoj	prononco
level	eksportisto	seorang pengeksport	an exporter	grupo	alternativoj	prononco
level	garaĝo	garaj (=aŭtejo)	a garage (=aŭtejo)	grupo	alternativoj	prononco
level	indiki	untuk menunjukkan	to indicate	grupo	alternativoj	prononco
level	Bjalistoko	Bialystok	Bialystok	grupo	alternativoj	prononco
level	importisto	seorang pengimport	an importer	grupo	alternativoj	prononco
level	vipo	sebat	a whip	grupo	alternativoj	prononco
level	kanalo	terusan, saluran	a canal, a channel	grupo	alternativoj	prononco
level	raŭka	serak, serak, rakus	husky, hoarse, raucous	grupo	alternativoj	prononco
level	indekso	sebuah indeks	an index	grupo	alternativoj	prononco
level	feminismo	feminisme	feminism	grupo	alternativoj	prononco
level	atomo	sebuah atom	an atom	grupo	alternativoj	prononco
level	pilo	longgokan (elektrik), sel bateri	a pile (electric), a battery cell	grupo	alternativoj	prononco
level	abstrakta	abstrak	abstract	grupo	alternativoj	prononco
level	prelego	ceramah, ceramah	a lecture, a talk	grupo	alternativoj	prononco
level	medicino	ubat	medicine	grupo	alternativoj	prononco
level	hepato	hati	a liver	grupo	alternativoj	prononco
level	marvirino	ikan duyung	a mermaid	grupo	alternativoj	prononco
level	demenculo	seorang pesakit demensia	a dementia patient	grupo	alternativoj	prononco
level	finalo	final, play-off, final	a final, a play-off, a finale	grupo	alternativoj	prononco
level	ŝatokupo	hobi (=hobio)	a hobby (=hobio)	grupo	alternativoj	prononco
level	diplomato	seorang diplomat	a diplomat	grupo	alternativoj	prononco
level	eskimo	Eskimo	Eskimo	grupo	alternativoj	prononco
level	tinti	berdenting, berdenting	to tinkle, to jingle	grupo	alternativoj	prononco
level	Everesto	Everest	Everest	grupo	alternativoj	prononco
level	abrupte	secara mengejut	abruptly	grupo	alternativoj	prononco
level	intima	intim, cose	intimate, cose	grupo	alternativoj	prononco
level	figo	buah ara	a fig	grupo	alternativoj	prononco
level	egale	sama, sama	equally, alike	grupo	alternativoj	prononco
level	fosilio	sebuah fosil	a fossil	grupo	alternativoj	prononco
level	moralo	akhlak	morals	grupo	alternativoj	prononco
level	barbiro	seorang tukang gunting rambut	a barber	grupo	alternativoj	prononco
level	bapti	untuk membaptis	to baptize	grupo	alternativoj	prononco
level	regalo	belanja	a treat	grupo	alternativoj	prononco
level	hispano	orang Sepanyol	a Spanish person	grupo	alternativoj	prononco
level	trikoto	kain rajut, pakaian rajut	a knit fabric, knitwear	grupo	alternativoj	prononco
level	antaŭnomo	nama pertama	a first name	grupo	alternativoj	prononco
level	plumnomo	nama pena	a pen name	grupo	alternativoj	prononco
level	heredaĵo	warisan, warisan	a heritage, inheritance	grupo	alternativoj	prononco
level	ĉifi	merenyuk, berkedut, berkerut	to crumple, to wrincle, to crinkle	grupo	alternativoj	prononco
level	indiano	seorang India	an Indian	grupo	alternativoj	prononco
level	tosto	roti bakar (ucapan minuman)	a toast (speech of drink)	grupo	alternativoj	prononco
level	strebi	untuk berusaha untuk	to strive for	grupo	alternativoj	prononco
level	deci	sesuai, sesuai, sesuai	to befet, to be fitting, to be appropriate	grupo	alternativoj	prononco
level	burĝono	putik, burgeon	a bud, a burgeon	grupo	alternativoj	prononco
level	klifo	sebuah tebing	a cliff	grupo	alternativoj	prononco
level	klimatizilo	sebuah penghawa dingin	a air conditioner	grupo	alternativoj	prononco
level	konstitucio	perlembagaan	constitution	grupo	alternativoj	prononco
level	kerno	inti, inti	a core, a kernel	grupo	alternativoj	prononco
level	feo	bidadari, fay, roh	a fairy, a fay, a spirit	grupo	alternativoj	prononco
level	idealismo	idealisme	idealism	grupo	alternativoj	prononco
level	paŝo	satu langkah, satu langkah	a step, a pace	grupo	alternativoj	prononco
level	varti	untuk menjaga, untuk jururawat	to look after, to nurse	grupo	alternativoj	prononco
level	kandidato	seorang calon, seorang pemohon	a candidate, an applicant	grupo	alternativoj	prononco
level	pasinta	berlalu, terakhir, lalu	passed, last, past	grupo	alternativoj	prononco
level	rezulto	hasil	a result	grupo	alternativoj	prononco
level	gondolo	sebuah gondola	a gondola	grupo	alternativoj	prononco
level	bis	sekali lagi! encore! sekali lagi!	again! encore! one more time!	grupo	alternativoj	prononco
level	komercisto	seorang peniaga, seorang peniaga	a merchant, a trader	grupo	alternativoj	prononco
level	aloo	sebiji gaharu	an aloe	grupo	alternativoj	prononco
level	prosperi	untuk berjaya, untuk berjaya	to prosper, to be successful	grupo	alternativoj	prononco
level	ekonomia	ekonomi	economic	grupo	alternativoj	prononco
level	relativa	relatif	relative	grupo	alternativoj	prononco
level	baleno	ikan paus	a whale	grupo	alternativoj	prononco
level	klasika	klasik, klasik	classical, classic	grupo	alternativoj	prononco
level	necesi	untuk menjadi perlu, untuk berkelakuan	to be necessary, to behove	grupo	alternativoj	prononco
level	konsentite!	setelah bersetuju! perjanjian!	having agreed! deal!	grupo	alternativoj	prononco
level	susuri	berdesir, berdesing, berdesir	to rustle, to swish, to sough	grupo	alternativoj	prononco
level	iniciati	untuk memulakan	to initiate	grupo	alternativoj	prononco
level	muelilo	kilang, pengisar	a mill, a grinder	grupo	alternativoj	prononco
level	matenmanĝo	sarapan pagi, sarapan pagi	breakfast, a breakfast	grupo	alternativoj	prononco
level	tragedio	satu tragedi	a tragedy	grupo	alternativoj	prononco
level	izoli	mengasingkan, mengasingkan, mengasingkan	to isolate, to insulate, to seclude	grupo	alternativoj	prononco
level	matenmanĝi	untuk bersarapan, untuk bersarapan	to have breakfast, to eat breakfast	grupo	alternativoj	prononco
level	reĝimo	sebuah rejim	a regime	grupo	alternativoj	prononco
level	esperantisto	seorang Esperantis	an Esperantist	grupo	alternativoj	prononco
level	vespermanĝi	untuk makan malam, untuk makan malam	to have dinner, to eat dinner	grupo	alternativoj	prononco
level	pramo	sebuah feri, sebuah ponton	a ferry, a pontoon	grupo	alternativoj	prononco
level	monumento	sebuah monumen	a monument	grupo	alternativoj	prononco
level	interkona vespero	malam perkenalan	an introductory evening	grupo	alternativoj	prononco
level	batato	sebiji keledek	a sweet potato	grupo	alternativoj	prononco
level	humana	berperikemanusiaan, kemanusiaan	humane, humanitarian	grupo	alternativoj	prononco
level	ekspluati	untuk mengeksploitasi, untuk menggunakan, untuk mengambil kesempatan yang tidak adil	to exploit, to utilize, to take unfair advantage of	grupo	alternativoj	prononco
level	sufero	penderitaan, penderitaan	suffering, a suffer	grupo	alternativoj	prononco
level	solena	sungguh-sungguh, penuh upacara	solemn, ceremonious	grupo	alternativoj	prononco
level	Roterdamo	Rotterdam	Rotterdam	grupo	alternativoj	prononco
level	racio	sebab, rasional, penaakulan logik	reason, rationality, logical reasoning	grupo	alternativoj	prononco
level	dokumento	sebuah dokumen	a document	grupo	alternativoj	prononco
level	salikoko	seekor udang	a shrimp	grupo	alternativoj	prononco
level	trejni	untuk melatih, untuk melatih	to train, to coach	grupo	alternativoj	prononco
level	tagmeze	pada tengah hari	at noon	grupo	alternativoj	prononco
level	sinbano	mandi, berenang	bathing, swimming	grupo	alternativoj	prononco
level	skajpo	Skype	Skype	grupo	alternativoj	prononco
level	maso	jisim, ketulan	mass, lump	grupo	alternativoj	prononco
level	dando	seorang yang cantik, seorang fashionista	a dandy, a fashionista	grupo	alternativoj	prononco
level	labortago	hari bekerja	a working day	grupo	alternativoj	prononco
level	Argentino	Argentina	Argentina	grupo	alternativoj	prononco
level	paralelo	selari	a parallel	grupo	alternativoj	prononco
level	aeroplano	kapal terbang, kapal terbang	an airplane, an aeroplane	grupo	alternativoj	prononco
level	pipro	sebiji lada, sebiji lada hitam	a pepper, a black pepper	grupo	alternativoj	prononco
level	surtuto	kot	an overcoat	grupo	alternativoj	prononco
level	somera solstico	solstis musim panas	summer solstice	grupo	alternativoj	prononco
level	rendevuo	temu janji, pertemuan, tarikh	an appointment, a rendezvous, a date	grupo	alternativoj	prononco
level	vintra solstico	solstis musim sejuk	winter solstice	grupo	alternativoj	prononco
level	papo	Pope	Pope	grupo	alternativoj	prononco
level	ferioj	cuti, cuti	holidays, vacation	grupo	alternativoj	prononco
level	tufo	sebungkus	a tuft	grupo	alternativoj	prononco
level	ĉerizfloro	sekuntum bunga sakura	a cherry blossom	grupo	alternativoj	prononco
level	pirato	seorang lanun	a pirate	grupo	alternativoj	prononco
level	tendenco	kecenderungan, trend	a tendency, a trend	grupo	alternativoj	prononco
level	someraj ferioj	cuti musim panas	summer holidays	grupo	alternativoj	prononco
level	Mediteraneo	Mediterranean	Mediterranean	grupo	alternativoj	prononco
