B.el content.tsv
Level	Esperanto	el	en-us	Grupo	Alternativoj	Pronoco
level	mi konsentas	συμφωνώ	I agree	grupo	alternativoj	prononco
level	tamen ne bone komprenas	ωστόσο δεν καταλαβαίνει καλά	however does not understand well	grupo	alternativoj	prononco
level	mi konsentas tamen ne komprenas	Συμφωνώ αλλά δεν καταλαβαίνω	I agree but I don't understand	grupo	alternativoj	prononco
level	ĉu al vi plaĉas inoj?	σου αρέσουν τα θηλυκά;	do you like females?	grupo	alternativoj	prononco
level	jes, mi volis diri al vi antaŭe	ναι, θέλω να σου πω πριν	yes, I want tell you before	grupo	alternativoj	prononco
level	sed ial ne faris	αλλά για κάποιο λόγο δεν το έκανε	but for some reason did not	grupo	alternativoj	prononco
level	virinoj plaĉas al mi pli ol viroj	virinoj plaĉas al mi pli ol viroj	virinoj plaĉas al mi pli ol viroj	grupo	alternativoj	prononco
level	aspekte ktp	πτυχή κλπ	aspect etc	grupo	alternativoj	prononco
level	ĉu, ĉu vi estas ?	είσαι εσύ;	are you, are you?	grupo	alternativoj	prononco
level	jes, mi estas samseksemulo	ναι, είμαι ομοφυλόφιλος	yes, I am a homosexual	grupo	alternativoj	prononco
level	oni ankaŭ povas diri lesbo	μπορεί να πει κανείς και λεσβία	one can also say lesbian	grupo	alternativoj	prononco
level	bone, mi tute ne sciis	καλά, δεν ήξερα καθόλου	well, I didn't know at all	grupo	alternativoj	prononco
level	sed mi ĝojas ke vi diris	αλλά χαίρομαι που είπες	but I'm glad you said	grupo	alternativoj	prononco
level	fakte mi ankaŭ ĝojas ke vi estas samseksemulo	στην πραγματικότητα χαίρομαι που είσαι ομοφυλόφιλος	in fact I am glad that you are a homosexual	grupo	alternativoj	prononco
level	vi estas la plej afabla kaj agrabla lesbo	είσαι η πιο ευγενική και συμπαθητική λεσβία	you are the kindest and nicest lesbian	grupo	alternativoj	prononco
level	la plej agrabla lesbo kiun mi konas	η ωραιότερη λεσβία που ξέρω	the nicest lesbian I know	grupo	alternativoj	prononco
level	dankon! ĉu vi konas aliajn?	ευχαριστώ! ξέρεις άλλους;	thank you! do you know others?	grupo	alternativoj	prononco
level	sed kiel vi scias tion?	αλλά που το ξέρεις;	but how do you know that?	grupo	alternativoj	prononco
level	tiu knabino preferas virojn!	αυτό το κορίτσι προτιμά τους άντρες!	that girl prefers men!	grupo	alternativoj	prononco
level	ĉiukaze mi kredas ke tiu knabino preferas virojn!	σε κάθε περίπτωση πιστεύω ότι το κορίτσι προτιμά τους άντρες!	in any case I believe that girl prefer men!	grupo	alternativoj	prononco
level	tiu knabino pri kiu vi parolis	αυτό το κορίτσι για το οποίο μιλούσες	that girl whom you were talking about	grupo	alternativoj	prononco
level	ni vidos	θα δούμε	we'll see	grupo	alternativoj	prononco
level	en la amasloĝejo	στο μαζικό κατάλυμα (ένας χώρος σύγκρουσης)	in the mass lodging place (a crash space)	grupo	alternativoj	prononco
level	bonan matenon!	Καλημέρα!	good morning!	grupo	alternativoj	prononco
level	ĉu vi bone dormis?	κοιμήθηκες καλά?	did you sleep well?	grupo	alternativoj	prononco
level	apenaŭ vidas	δύσκολα βλέπεις	hardly see	grupo	alternativoj	prononco
level	male, mi apenaŭ dormis	αντιθέτως, με δυσκολία κοιμόμουν	on the contrary, I could hardly sleep	grupo	alternativoj	prononco
level	sed kial?	μα γιατί?	but why?	grupo	alternativoj	prononco
level	eble vi estis nervoza pri via unua IJK-tago?	ίσως ήσασταν νευρικοί για την πρώτη σας ημέρα IJK;	maybe you were nervous about your first IJK day?	grupo	alternativoj	prononco
level	ne vere	όχι πραγματικά	not really	grupo	alternativoj	prononco
level	la tutan nokton, dum la tuta nokto	όλη τη νύχτα, όλη τη νύχτα	all night, all night long	grupo	alternativoj	prononco
level	tre laŭte ronkis	ροχάλισε πολύ δυνατά	snored very loudly	grupo	alternativoj	prononco
level	simple iu tre laŭte ronkis la tutan nokton	απλά κάποιος ροχάλιζε πολύ δυνατά όλη τη νύχτα	just someone snored very loudly all night	grupo	alternativoj	prononco
level	ne ĝenu min	μη με ενοχλείς	don't bother me	grupo	alternativoj	prononco
level	kaj tio ege ĝenis min	και αυτό με ενόχλησε πολύ	and that bothered me greatly	grupo	alternativoj	prononco
level	ĉu vi ne aŭdis tion?	δεν το άκουσες αυτό	didn't you hear that	grupo	alternativoj	prononco
level	tute ne, mi profunde dormis	καθόλου, κοιμήθηκα βαθιά	not at all, I slept deeply	grupo	alternativoj	prononco
level	ĉu mi forgesis diri al vi ke ~?	ξέχασα να σου το πω ~;	did I forget to tell you that ~?	grupo	alternativoj	prononco
level	orelo, ŝtopi, orelŝtopiloj	αυτί, να βουλώσει, ωτοασπίδες	ear, to plug, ear plugs	grupo	alternativoj	prononco
level	indas uzi orelŝtopilojn	αξίζει να χρησιμοποιήσετε ωτοασπίδες	it is worth using earplugs	grupo	alternativoj	prononco
level	indas uzi ~	αξίζει να χρησιμοποιήσετε ~	is worth using ~	grupo	alternativoj	prononco
level	diris al vi ke indas uzi orelŝtopilojn	σου είπα ότι αξίζει να χρησιμοποιήσεις ωτοασπίδες	told you it's worth using earplugs	grupo	alternativoj	prononco
level	kiam vi dormas en amasloĝejo	όταν κοιμάστε σε ένα μαζικό κατάλυμα (μέρος συντριβής)	when you sleep at a mass lodging (crash place)	grupo	alternativoj	prononco
level	evidente jes	προφανώς ναι	obviously yes	grupo	alternativoj	prononco
level	ho, kompatinda Kaĉjo!	αχ, καημένη η Κάτι!	oh, poor Katty!	grupo	alternativoj	prononco
level	pri kiu vi parolas?	για ποιον μιλάς;	who are you talking about?	grupo	alternativoj	prononco
level	pri vi	σχετικά με εσένα	about you	grupo	alternativoj	prononco
level	karesi, karesa nomo, karesnomo	χαϊδεύω, χαϊδευτικό όνομα, παρατσούκλι	to caress, caressing name, nickname	grupo	alternativoj	prononco
level	per -ĉjo aŭ -njo eblas krei karesnomojn en Esperanto	με -ĉjo ή -njo, είναι δυνατό να δημιουργηθούν ψευδώνυμα στην Εσπεράντο	with -ĉjo or -njo, it is possible to create nicknames in Esperanto	grupo	alternativoj	prononco
level	ha, jes, mi iam legis pri tio	Α, ναι, κάποτε είχα διαβάσει γι' αυτό	ah, yes, I once read about it	grupo	alternativoj	prononco
level	kaj vi do estus Injo?	και μετά θα ήσουν Injo;	and then you would be Injo?	grupo	alternativoj	prononco
level	se vi volas iri tien	αν θέλεις πήγαινε εκεί	if you want go there	grupo	alternativoj	prononco
level	kioma horo estas nun?	τι ώρα είναι τώρα?	what time is it now?	grupo	alternativoj	prononco
level	jam estas kvin minutoj antaŭ la deka	είναι ήδη πέντε λεπτά πριν από δέκα	it's already five minutes to ten	grupo	alternativoj	prononco
level	kvin minutoj antaŭ la deka, aŭ naŭa kvindek kvin	πέντε λεπτά πριν από δέκα ή εννιά πενήντα πέντε	five minutes before ten, or nine fifty-five	grupo	alternativoj	prononco
level	trafis aŭ maltrafis?	χτύπησε ή έχασε;	hit or missed?	grupo	alternativoj	prononco
level	vi maltrafis la matenmanĝon	έχασες το πρωινό	you missed breakfast	grupo	alternativoj	prononco
level	o, fek!	ω, σκατά!	oh, shit!	grupo	alternativoj	prononco
level	ĉu vi estas sata?	είσαι ικανοποιημένος ?	are you satisfied ?	grupo	alternativoj	prononco
level	kaj mi kiu estas ege malsata	και εγώ που πεινάω εξαιρετικά	and I who am extremely hungry	grupo	alternativoj	prononco
level	se vi hastos	αν βιάζεσαι	if you hurry	grupo	alternativoj	prononco
level	povas almenaŭ trafi la malfermon	μπορεί τουλάχιστον να χτυπήσει το άνοιγμα	can at least hit the opening	grupo	alternativoj	prononco
level	la malfermo de la kongreso	την έναρξη του συνεδρίου	the opening of the congress	grupo	alternativoj	prononco
level	vi povas almenaŭ trafi la malfermon de la kongreso	μπορείτε τουλάχιστον να χτυπήσετε την έναρξη της συνέλευσης	you can at least hit the opening of the convention	grupo	alternativoj	prononco
level	kiam ĝi estos?	ποτε θα ειναι?	when will it be?	grupo	alternativoj	prononco
level	je kvarono post la deka	στις δέκα παρά τέταρτο	at a quarter past ten	grupo	alternativoj	prononco
level	ĝi daŭros horon	θα κρατήσει μια ώρα	it will last an hour	grupo	alternativoj	prononco
level	kaj je la dek dua eblos manĝi	και στις δώδεκα θα είναι δυνατό να φάμε	and at twelve it will be possible to eat	grupo	alternativoj	prononco
level	bele mi antaŭĝojas	όμορφα το ανυπομονώ	beautifully I'm looking forward to it	grupo	alternativoj	prononco
level	diru, kio okazas dum la malfermo?	πες μου τι γίνεται κατά το άνοιγμα;	tell me, what happens during the opening?	grupo	alternativoj	prononco
level	ĉu ĝi estas vizitinda entute?	αξίζει να το επισκεφτείτε καθόλου;	is it worth visiting at all?	grupo	alternativoj	prononco
level	laŭ mi jes	κατά τη γνώμη μου ναι	in my opinion yes	grupo	alternativoj	prononco
level	kutime ĝi ne estas tre vigla	συνήθως δεν είναι πολύ ζωηρό	usually it is not very lively	grupo	alternativoj	prononco
level	sed por vi, kiel "novulo"	αλλά για σένα ως &quot;πρωτάρης&quot;	but for you as a 'rookie'	grupo	alternativoj	prononco
level	povus esti interese ĉeesti ĝin	μπορεί να είναι ενδιαφέρον να το παρακολουθήσετε	it might be interesting to attend it	grupo	alternativoj	prononco
level	mi supozas ke ~	Υποθέτω ότι ~	I guess that ~	grupo	alternativoj	prononco
level	la prezidanto de TEJO diros kelkajn vortojn	ο πρόεδρος της TEJO θα πει δυο λόγια	the president of TEJO will say a few words	grupo	alternativoj	prononco
level	la temon de la kongreso	το θέμα του συνεδρίου	the theme of the congress	grupo	alternativoj	prononco
level	ŝajnas, verŝajne	φαίνεται μάλλον	it seems, probably	grupo	alternativoj	prononco
level	iu de LKK verŝajne prezentos la temon de la kongreso	Μάλλον κάποιος από το ΛΚΚ θα παρουσιάσει το θέμα του συνεδρίου	someone from LKK will probably present the topic of the congress	grupo	alternativoj	prononco
level	ĉiu IJK havas sian temon	κάθε IJK έχει το θέμα του	each IJK has its theme	grupo	alternativoj	prononco
level	mi esperas ke estos iom da muziko ankaŭ	Ελπίζω να υπάρχει και μουσική	I hope there will be some music as well	grupo	alternativoj	prononco
level	bone, kie ĝi okazos?	καλά, που θα γίνει;	well, where will it take place?	grupo	alternativoj	prononco
level	en la granda prelegejo	στη μεγάλη αίθουσα διαλέξεων	in the great lecture hall	grupo	alternativoj	prononco
level	kiel trovi tiun?	πώς να το βρω;	how to find that?	grupo	alternativoj	prononco
level	kiam vi eliras tiun ĉi ejon	όταν φεύγεις από αυτό το μέρος	when you leave this place	grupo	alternativoj	prononco
level	iru dekstren ĝis la fino de la konstruaĵo	πηγαίνετε δεξιά στο τέλος του κτιρίου	go right to the end of the building	grupo	alternativoj	prononco
level	dum eble 100 metroj	για ίσως 100 μέτρα	for maybe 100 meters	grupo	alternativoj	prononco
level	dekstren denove, rekten dum eble 100 metroj	πάλι δεξιά, ευθεία για ίσως 100 μέτρα	right again, straight for maybe 100 meters	grupo	alternativoj	prononco
level	kaj estas flava domo	και υπάρχει ένα κίτρινο σπίτι	and there is a yellow house	grupo	alternativoj	prononco
level	je la maldekstra flanko de la vojo	στην αριστερή πλευρά του δρόμου	on the left side of the road	grupo	alternativoj	prononco
level	ŝildoj pri ĉiuj ejoj de IJK	πινακίδες για όλες τις τοποθεσίες IJK	signs about all IJK sites	grupo	alternativoj	prononco
level	en ĝi, vi trovos ŝildojn pri ĉiuj ejoj de IJK	σε αυτό, θα βρείτε πινακίδες για όλες τις τοποθεσίες IJK	in it, you will find signs about all IJK sites	grupo	alternativoj	prononco
level	mi sendos mesaĝon per poŝtelefono	Θα στείλω μήνυμα με κινητό	I will send a message by mobile phone	grupo	alternativoj	prononco
level	se mi ne trovos	αν δεν το βρω	if I don't find it	grupo	alternativoj	prononco
level	ha, bona ideo, ĝis tie!	Ω, καλή ιδέα, τα λέμε εκεί ψηλά!	oh, good idea, see you up there!	grupo	alternativoj	prononco
level	en la prelegejo	στην αίθουσα διαλέξεων	in the lecture hall	grupo	alternativoj	prononco
level	gardanĝeloj? ĉu vi ŝercas?	φύλακες άγγελοι? αστειεύεσαι?	guardian angels? are you kidding?	grupo	alternativoj	prononco
level	prezidanto de TEJO	πρόεδρος της TEJO	president of TEJO	grupo	alternativoj	prononco
level	fine mi deziras al vi ĉiuj amuzan semajnon	επιτέλους εύχομαι σε όλους καλή εβδομάδα	finally I wish you all a fun week	grupo	alternativoj	prononco
level	laŭ la lastaj informoj	σύμφωνα με τις τελευταίες πληροφορίες	according to the latest information	grupo	alternativoj	prononco
level	ni estas 423 ĉi tie de 38 landoj	είμαστε 423 εδώ από 38 χώρες	we are 423 here from 38 countries	grupo	alternativoj	prononco
level	mi deziras fruktodonan kaj amuzegan IJK-semajnon	Σας εύχομαι μια γόνιμη και διασκεδαστική εβδομάδα IJK	I wish you a fruitful and great fun IJK week	grupo	alternativoj	prononco
level	koran bonvenon nome de la TEJO-estraro	ένα θερμό καλωσόρισμα, εκ μέρους του διοικητικού συμβουλίου της TEJO	a warm welcome, on behalf of the TEJO board	grupo	alternativoj	prononco
level	post granda aplaŭdo	μετά από ένα μεγάλο χειροκρότημα	after a big round of applause	grupo	alternativoj	prononco
level	ĉu vi sukcesis resti veka?	κατάφερες να μείνεις ξύπνιος;	did you manage to stay awake?	grupo	alternativoj	prononco
level	jes, ĉefe pro mia malsato	ναι, κυρίως λόγω της πείνας μου	yes, mainly because of my hunger	grupo	alternativoj	prononco
level	ne, mi ŝercas, estis interese aŭdi	όχι, πλάκα κάνω. ήταν ενδιαφέρον να ακούσω	no, I'm kidding. it was interesting to hear	grupo	alternativoj	prononco
level	estis interese aŭdi iom pri la agado	ήταν ενδιαφέρον να ακούσουμε λίγα πράγματα για τη δραστηριότητα	was interesting to hear a little about the activity	grupo	alternativoj	prononco
level	aŭdi pri la agado kaj strukturo de la movado	να ακούσουν για τη δραστηριότητα και τη δομή του κινήματος	to hear about the activity and structure of the movement	grupo	alternativoj	prononco
level	TEJO-kunsido interesos vin	μια συνεδρία TEJO θα σας ενδιαφέρει	a TEJO session will interest you	grupo	alternativoj	prononco
level	eble iu el la TEJO-kunsidoj povas interesi vin	ίσως κάποιες από τις συνεδρίες TEJO να σας ενδιαφέρουν	maybe some of the TEJO sessions may be interesting to you	grupo	alternativoj	prononco
level	jes eble	ναι ίσως	yes maybe	grupo	alternativoj	prononco
level	mi provos	θα προσπαθήσω	I will try	grupo	alternativoj	prononco
level	provos ĉeesti	θα προσπαθήσει να παρευρεθεί	will try to attend	grupo	alternativoj	prononco
level	mi provos ĉeesti	Θα προσπαθήσω να παρευρεθώ	I will try to attend	grupo	alternativoj	prononco
level	ĉeesti unu	να παρακολουθήσουν ένα	to attend one	grupo	alternativoj	prononco
level	ĉeesti por vidi	παρευρεθείτε για να δείτε	attend to see	grupo	alternativoj	prononco
level	iun tagon	μια μέρα (κάποια μέρα)	one day (someday)	grupo	alternativoj	prononco
level	mi provos iun tagon	Θα προσπαθήσω μια μέρα	I will try one day	grupo	alternativoj	prononco
level	iun tagon ĉeesti	μια μέρα για να παρευρεθώ	one day to attend	grupo	alternativoj	prononco
level	ĉeesti iun tagon por vidi	παρευρεθείτε κάποια μέρα για να δείτε	attend someday to see	grupo	alternativoj	prononco
level	mi provos iun tagon ĉeesti unu por vidi	Θα προσπαθήσω μια μέρα να παρευρεθώ σε ένα για να δω	I will try one day to attend one to see	grupo	alternativoj	prononco
level	kio estas tio?	τι ΕΙΝΑΙ ΑΥΤΟ?	what is that?	grupo	alternativoj	prononco
level	kio estas tio pri ~	τι πρόκειται περί ~	what is that about ~	grupo	alternativoj	prononco
level	gard-anĝelo	ένας φύλακας άγγελος	a guard angel	grupo	alternativoj	prononco
level	tio pri "gardanĝelo"	αυτό για τον &quot;φύλακα άγγελο&quot;	that about "guard angel"	grupo	alternativoj	prononco
level	sed kio estas	αλλά τι είναι	but what is	grupo	alternativoj	prononco
level	sed kio estas tio pri "gardanĝelo"?	αλλά τι είναι αυτό για έναν «φύλακα άγγελο»;	but what is that about a "guardian angel"?	grupo	alternativoj	prononco
level	ĉu ŝerco?	ένα αστείο?	a joke?	grupo	alternativoj	prononco
level	ĉu malbona ŝerco?	κακό αστείο;	a bad joke?	grupo	alternativoj	prononco
level	malbona ŝerco	κακό αστείο	bad joke	grupo	alternativoj	prononco
level	iu ŝerco	κάποιο αστείο	some joke	grupo	alternativoj	prononco
level	iu malbona ŝerco	κάποιο κακόγουστο αστείο	some bad joke	grupo	alternativoj	prononco
level	ĉu iu malbona ŝerco?	(είναι αυτό) κάποιο κακόγουστο αστείο;	(is that) some bad joke?	grupo	alternativoj	prononco
level	mi ŝercas	αστειεύομαι	I'm joking	grupo	alternativoj	prononco
level	ne, mi ŝercas	όχι, πλάκα κάνω	no, I'm kidding	grupo	alternativoj	prononco
level	estis interese aŭdi	ήταν ενδιαφέρον να ακούσω	it was interesting to hear	grupo	alternativoj	prononco
level	kiel kontakti ~	πώς να επικοινωνήσετε ~	how to contact ~	grupo	alternativoj	prononco
level	kaj kiel kontakti tiujn anĝelojn?	και πώς να επικοινωνήσω με αυτούς τους αγγέλους;	and how to contact those angels?	grupo	alternativoj	prononco
level	per iu IJK-preĝo eble	με κάποια προσευχή IJK ίσως	with some IJK prayer maybe	grupo	alternativoj	prononco
level	provu! se ne funkcias vi povas iri al ~	Δοκίμασέ το! αν δεν δουλέψει μπορείτε να πάτε στο ~	try it! if it doesn't work you can go to ~	grupo	alternativoj	prononco
level	vi povas iri al la ĉambro "La ĉielo" post la tagmanĝo	μπορείτε να πάτε στο δωμάτιο &quot;The sky&quot; μετά το μεσημεριανό γεύμα	you can go to the room "The sky" after lunch	grupo	alternativoj	prononco
level	bonege, unue manĝo, poste ĉielen	υπέροχο, πρώτα φαγητό και μετά παράδεισος	great, first food, then heaven	grupo	alternativoj	prononco
level	unue manĝo, poste ĉielen al la anĝelinoj	πρώτα φαγητό, μετά στον ουρανό στους αγγέλους	first food, then in the sky to the angels	grupo	alternativoj	prononco
level	maltro da manĝo	#REF!	#REF!	grupo	alternativoj	prononco
level	post iom maltro da manĝo	μετά από λίγο λιγότερο φαγητό	after a little less food	grupo	alternativoj	prononco
level	Kabe iras al la ĉambro "La ĉielo"	Ο Kabe πηγαίνει στο δωμάτιο &quot;ο ουρανός&quot;	Kabe goes to the room "the sky"	grupo	alternativoj	prononco
level	saluton. ĉu estas via unua IJK?	Γεια σας, είναι το πρώτο σας IJK;	hello, is it your first IJK?	grupo	alternativoj	prononco
level	bone. mi tre ĝojas. mi estas Jesi	Εντάξει. Είμαι πολύ χαρούμενος-η. Είμαι η Τζέσι	ok. I am very glad. I'm Jesi	grupo	alternativoj	prononco
level	kaj tiu ĉi estas jam mia sesa IJK	και αυτό είναι ήδη το έκτο μου IJK	and this is already my sixth IJK	grupo	alternativoj	prononco
level	jen estas papero kun kelkaj demandoj	εδώ είναι ένα έγγραφο με μερικές ερωτήσεις	here is a paper with some questions	grupo	alternativoj	prononco
level	papero kun demandoj kaj taskoj	χαρτί με ερωτήσεις και εργασίες	paper with questions and tasks	grupo	alternativoj	prononco
level	kelkaj demandoj kaj taskoj rilate al la kongreso	ορισμένες ερωτήσεις και εργασίες που σχετίζονται με το συνέδριο	some questions and tasks related to the congress	grupo	alternativoj	prononco
level	vi provu solvi ilin	προσπαθείς να τα λύσεις	you try to solve them	grupo	alternativoj	prononco
level	mi proponas ke vi provu solvi ilin	Σας προτείνω να προσπαθήσετε να τα λύσετε	I suggest you try to solve them	grupo	alternativoj	prononco
level	kun Ana de Pollando, Boris de Germanio kaj Nacuko de Japanio	με την Ana από την Πολωνία, τον Boris από τη Γερμανία και τη Natsuko από την Ιαπωνία	with Ana from Poland, Boris from Germany and Natsuko from Japan	grupo	alternativoj	prononco
level	nur voku min se vi bezonos helpon	απλά καλέστε με αν χρειάζεστε βοήθεια	just call me if you need help	grupo	alternativoj	prononco
level	poste en la libroservo	αργότερα στην υπηρεσία βιβλίου	later in the book service	grupo	alternativoj	prononco
level	kiel do estis en la ĉielo?	πώς ήταν λοιπόν στον παράδεισο;	so how was it in heaven?	grupo	alternativoj	prononco
level	mi fakte renkontis veran anĝelinon!	Πραγματικά γνώρισα έναν πραγματικό άγγελο!	I actually met a real angel!	grupo	alternativoj	prononco
level	ĉielece, mi pensas ke mi fakte renkontis veran anĝelinon!	παραδεισένια, νομίζω ότι γνώρισα πραγματικά έναν πραγματικό άγγελο!	heavenly, I think I actually met a real angel!	grupo	alternativoj	prononco
level	mirinde bela kaj afabla ŝi estis	ήταν απίστευτα όμορφη και ευγενική	she was amazingly beautiful and kind	grupo	alternativoj	prononco
level	ho, Dio mia! kaj kio estas ŝia nomo?	ω Θεέ μου! και πως την λένε;	oh my god! and what is her name?	grupo	alternativoj	prononco
level	aj, mi jam forgesis!	αχ, ξέχασα ήδη!	oh, I already forgot!	grupo	alternativoj	prononco
level	pli kaj pli ebriiĝas	όλο και περισσότερο μεθάει	more and more gets drunk	grupo	alternativoj	prononco
level	en la trinkejo, Kabe pli kaj pli ebriiĝas	στο μπαρ, ο Kabe μεθάει όλο και περισσότερο	in the bar, Kabe gets more and more drunk	grupo	alternativoj	prononco
level	ĉu ankaŭ la trinkejestro?	είναι και ο μπάρμαν;	is the bartender too?	grupo	alternativoj	prononco
level	unu bieron mi petas	μία μπύρα παρακαλώ	one beer please	grupo	alternativoj	prononco
level	ĝi kostas 1 eŭron	κοστίζει 1 ευρώ	it costs 1 euro	grupo	alternativoj	prononco
level	ĉu vi ŝatus ankaŭ ion alian?	θα ήθελες και κάτι άλλο;	would you like something else too?	grupo	alternativoj	prononco
level	ne dankon, biero sufiĉas por mi	όχι ευχαριστώ, η μπύρα μου αρκεί	no thanks, beer is enough for me	grupo	alternativoj	prononco
level	ĉu vere? kio pri vodko, labambo kaj inoj?	Πραγματικά? τι γίνεται με τη βότκα, τη λαμπάμπα και τα θηλυκά;	really? what about vodka, labamba and females?	grupo	alternativoj	prononco
level	nu, kial ne	καλά, γιατί όχι	well, why not	grupo	alternativoj	prononco
level	laŭdire ĝi estas amuza	λέγεται ότι είναι διασκεδαστικό	it is said to be fun	grupo	alternativoj	prononco
level	mi ankoraŭ ne dancis labambon, sed laŭdire ĝi estas amuza	Δεν έχω χορέψει ακόμα το labamba, αλλά μου λένε ότι είναι διασκεδαστικό	I haven't danced the labamba yet, but I'm told it's fun	grupo	alternativoj	prononco
level	dum la kantaĵo "La Bamba" homoj dancas	κατά τη διάρκεια του τραγουδιού &quot;La Bamba&quot; οι άνθρωποι χορεύουν	during the song "La Bamba" people dance	grupo	alternativoj	prononco
level	homoj dancas en granda rondo	οι άνθρωποι χορεύουν σε έναν μεγάλο κύκλο	people dance in a big circle	grupo	alternativoj	prononco
level	kaj ene de tiu rondo dancas aliaj homoj	και μέσα σε αυτόν τον κύκλο άλλοι άνθρωποι χορεύουν	and within that circle other people dance	grupo	alternativoj	prononco
level	funkcias tiel ke ~	λειτουργεί έτσι ώστε ~	works so that ~	grupo	alternativoj	prononco
level	funkcias tiel ke homoj dancas en granda rondo	λειτουργεί έτσι ώστε οι άνθρωποι να χορεύουν σε μεγάλο κύκλο	works so that people dance in a big circle	grupo	alternativoj	prononco
level	dancas en granda rondo kaj ene de tiu rondo	χορεύει σε μεγάλο κύκλο και μέσα σε αυτόν τον κύκλο	dances in a big circle and within that circle	grupo	alternativoj	prononco
level	homoj dancas kaj dancas aliaj homoj	οι άνθρωποι χορεύουν και άλλοι χορεύουν	people dance and other people dance	grupo	alternativoj	prononco
level	tiuj dancantaj ene de la rondo	αυτοί που χορεύουν μέσα στον κύκλο	those who dance within the circle	grupo	alternativoj	prononco
level	tiuj dancantoj elektas dancanton de la rondo	όσοι χορεύουν διαλέγουν έναν χορευτή από τον κύκλο	those who dance choose a dancer from the circle	grupo	alternativoj	prononco
level	elektas dancanton kaj kisas ŝin aŭ lin	διαλέγει μια χορεύτρια και τη φιλάει	chooses a dancer and kisses her or him	grupo	alternativoj	prononco
level	kisas ŝin aŭ lin tri-foje sur la vangoj	τη φιλάει τρεις φορές στα μάγουλα	kisses her or him three times on the cheeks	grupo	alternativoj	prononco
level	elektas dancanton kaj kisas sur la vangoj	διαλέγει χορεύτρια και φιλάει στα μάγουλα	chooses a dancer and kisses on the cheeks	grupo	alternativoj	prononco
level	elektas dancanton de la rondo kaj kisas	διαλέγει μια χορεύτρια από τον κύκλο και φιλάει	chooses a dancer from the circle and kisses	grupo	alternativoj	prononco
level	poste ili ŝanĝas lokon	μετά αλλάζουν θέσεις	then they change places	grupo	alternativoj	prononco
level	kisas, kisanto, kisito, kisonto, kisoto	φιλιά, ένα άτομο που φιλά, ένα άτομο που φιλιέται, ένα άτομο που θα φιλήσει, ένα άτομο που θα φιληθεί	kisses, a kissing person, a kissed person, a person who will kiss, a person who will be kissed	grupo	alternativoj	prononco
level	kaj la kisito iĝas kisonto	και ο φιλημένος γίνεται άνθρωπος που θα φιλήσει	and the kissed becomes a person who will kiss	grupo	alternativoj	prononco
level	tiuj dancantoj elektas kaj poste ili ŝanĝas lokon	αυτοί οι χορευτές επιλέγουν και μετά αλλάζουν θέσεις	those dancers choose and then they change places	grupo	alternativoj	prononco
level	la kisinto nun estas kisoto	το άτομο που φίλησε είναι τώρα ένα άτομο που θα φιληθεί	the person who kissed is now a person who will be kissed	grupo	alternativoj	prononco
level	tre facile, ĉu ne?	πολύ εύκολο, σωστά;	very easy, right?	grupo	alternativoj	prononco
level	nu, mi esperas ke estas ~	καλά, ελπίζω να είναι ~	well, I hope it is ~	grupo	alternativoj	prononco
level	pli facile en la praktiko	πιο εύκολα στην πράξη	more easily in practice	grupo	alternativoj	prononco
level	esperas ke estas pli facile	ελπίζει να είναι πιο εύκολο	hopes it's easier	grupo	alternativoj	prononco
level	estas pli facile en la praktiko	είναι πιο εύκολο στην πράξη	it's easier in practice	grupo	alternativoj	prononco
level	mi provos iam	θα προσπαθήσω κάποια στιγμή	I will try sometime	grupo	alternativoj	prononco
level	sed unue la bieron!	αλλά πρώτα η μπύρα!	but first the beer!	grupo	alternativoj	prononco
level	mi provos iam, sed unue la bieron!	Θα προσπαθήσω μια μέρα, αλλά πρώτα η μπύρα!	I'll try one day, but first the beer!	grupo	alternativoj	prononco
level	saĝa knabo	ένα έξυπνο αγόρι	a smart boy	grupo	alternativoj	prononco
level	vi, kiu konas preskaŭ ĉiujn	εσύ που ξέρεις σχεδόν όλους	you who know almost everyone	grupo	alternativoj	prononco
level	konas preskaŭ ĉiujn ĉi tie	γνωρίζει σχεδόν όλους εδώ	knows almost everyone here	grupo	alternativoj	prononco
level	ĉu vi scias kiu estas la knabino	ξέρεις ποια είναι η κοπέλα;	do you know who the girl is?	grupo	alternativoj	prononco
level	la knabino kiu kunordigis	το κορίτσι που συντόνιζε	the girl who coordinated	grupo	alternativoj	prononco
level	la knabino kiu kunordigis la ’gardanĝelojn’	το κορίτσι που συντόνιζε τους «φύλακες αγγέλους»	the girl who coordinated the 'guardian angels'	grupo	alternativoj	prononco
level	vi verŝajne pensas pri Jesi	μάλλον σκέφτεσαι τον Τζέσι	you are probably thinking of Jesi	grupo	alternativoj	prononco
level	jes, ĝuste!	ναι, σωστά!	yes, that's right!	grupo	alternativoj	prononco
level	mi memoras ke mi aŭdis	Θυμάμαι ότι άκουσα	I remember that I heard	grupo	alternativoj	prononco
level	nun mi memoras ke ~	τώρα θυμάμαι ότι ~	now I remember that ~	grupo	alternativoj	prononco
level	memoras ke mi aŭdis ŝian nomon	θυμήσου ότι άκουσα το όνομά της	remember that I heard her name	grupo	alternativoj	prononco
level	laŭ mi	κατά τη γνώμη μου	in my opinion	grupo	alternativoj	prononco
level	ŝi estas stranga persono	είναι παράξενος άνθρωπος	she is a strange person	grupo	alternativoj	prononco
