B.no content.tsv
Level	Esperanto	no	en-us	Grupo	Alternativoj	Pronoco
level	kutime ĝi ne estas tre vigla	vanligvis er det ikke veldig livlig	usually it is not very lively	grupo	alternativoj	prononco
level	sed por vi, kiel "novulo"	men for deg som &quot;rookie&quot;	but for you as a 'rookie'	grupo	alternativoj	prononco
level	povus esti interese ĉeesti ĝin	det kan være interessant å delta	it might be interesting to attend it	grupo	alternativoj	prononco
level	mi supozas ke ~	Jeg antar at ~	I guess that ~	grupo	alternativoj	prononco
level	la prezidanto de TEJO diros kelkajn vortojn	presidenten i TEJO vil si noen få ord	the president of TEJO will say a few words	grupo	alternativoj	prononco
level	la temon de la kongreso	temaet for kongressen	the theme of the congress	grupo	alternativoj	prononco
level	ŝajnas, verŝajne	det virker, sannsynligvis	it seems, probably	grupo	alternativoj	prononco
level	iu de LKK verŝajne prezentos la temon de la kongreso	noen fra LKK vil trolig presentere temaet for kongressen	someone from LKK will probably present the topic of the congress	grupo	alternativoj	prononco
level	ĉiu IJK havas sian temon	hver IJK har sitt tema	each IJK has its theme	grupo	alternativoj	prononco
level	mi esperas ke estos iom da muziko ankaŭ	Jeg håper det blir litt musikk også	I hope there will be some music as well	grupo	alternativoj	prononco
level	bone, kie ĝi okazos?	vel, hvor vil det finne sted?	well, where will it take place?	grupo	alternativoj	prononco
level	en la granda prelegejo	i den store forelesningssalen	in the great lecture hall	grupo	alternativoj	prononco
level	kiel trovi tiun?	hvordan finner man det?	how to find that?	grupo	alternativoj	prononco
level	kiam vi eliras tiun ĉi ejon	når du forlater dette stedet	when you leave this place	grupo	alternativoj	prononco
level	iru dekstren ĝis la fino de la konstruaĵo	gå rett til enden av bygningen	go right to the end of the building	grupo	alternativoj	prononco
level	dum eble 100 metroj	for kanskje 100 meter	for maybe 100 meters	grupo	alternativoj	prononco
level	dekstren denove, rekten dum eble 100 metroj	rett igjen, rett på kanskje 100 meter	right again, straight for maybe 100 meters	grupo	alternativoj	prononco
level	kaj estas flava domo	og det er et gult hus	and there is a yellow house	grupo	alternativoj	prononco
level	je la maldekstra flanko de la vojo	på venstre side av veien	on the left side of the road	grupo	alternativoj	prononco
level	ŝildoj pri ĉiuj ejoj de IJK	skilt om alle IJK-nettsteder	signs about all IJK sites	grupo	alternativoj	prononco
level	en ĝi, vi trovos ŝildojn pri ĉiuj ejoj de IJK	i den finner du skilt om alle IJK-nettsteder	in it, you will find signs about all IJK sites	grupo	alternativoj	prononco
level	mi sendos mesaĝon per poŝtelefono	Jeg sender en melding på mobiltelefon	I will send a message by mobile phone	grupo	alternativoj	prononco
level	se mi ne trovos	hvis jeg ikke finner den	if I don't find it	grupo	alternativoj	prononco
level	ha, bona ideo, ĝis tie!	åh, god idé, vi sees der oppe!	oh, good idea, see you up there!	grupo	alternativoj	prononco
level	en la prelegejo	i forelesningssalen	in the lecture hall	grupo	alternativoj	prononco
level	gardanĝeloj? ĉu vi ŝercas?	skytsengler? tuller du?	guardian angels? are you kidding?	grupo	alternativoj	prononco
level	prezidanto de TEJO	president i TEJO	president of TEJO	grupo	alternativoj	prononco
level	fine mi deziras al vi ĉiuj amuzan semajnon	Til slutt ønsker jeg dere alle en fin uke	finally I wish you all a fun week	grupo	alternativoj	prononco
level	laŭ la lastaj informoj	i henhold til siste informasjon	according to the latest information	grupo	alternativoj	prononco
level	ni estas 423 ĉi tie de 38 landoj	vi er 423 her fra 38 land	we are 423 here from 38 countries	grupo	alternativoj	prononco
level	mi deziras fruktodonan kaj amuzegan IJK-semajnon	Jeg ønsker deg en fruktbar og morsom IJK-uke	I wish you a fruitful and great fun IJK week	grupo	alternativoj	prononco
level	koran bonvenon nome de la TEJO-estraro	hjertelig velkommen, på vegne av TEJO-styret	a warm welcome, on behalf of the TEJO board	grupo	alternativoj	prononco
level	post granda aplaŭdo	etter en stor applaus	after a big round of applause	grupo	alternativoj	prononco
level	ĉu vi sukcesis resti veka?	klarte du å holde deg våken?	did you manage to stay awake?	grupo	alternativoj	prononco
level	jes, ĉefe pro mia malsato	ja, hovedsakelig på grunn av sulten min	yes, mainly because of my hunger	grupo	alternativoj	prononco
level	ne, mi ŝercas, estis interese aŭdi	nei, jeg tuller. det var interessant å høre	no, I'm kidding. it was interesting to hear	grupo	alternativoj	prononco
level	estis interese aŭdi iom pri la agado	var interessant å høre litt om aktiviteten	was interesting to hear a little about the activity	grupo	alternativoj	prononco
level	aŭdi pri la agado kaj strukturo de la movado	å høre om aktiviteten og strukturen i bevegelsen	to hear about the activity and structure of the movement	grupo	alternativoj	prononco
level	TEJO-kunsido interesos vin	en TEJO-økt vil interessere deg	a TEJO session will interest you	grupo	alternativoj	prononco
level	eble iu el la TEJO-kunsidoj povas interesi vin	kanskje noen av TEJO-øktene kan være interessante for deg	maybe some of the TEJO sessions may be interesting to you	grupo	alternativoj	prononco
level	jes eble	Ja kanskje	yes maybe	grupo	alternativoj	prononco
level	mi provos	jeg skal prøve	I will try	grupo	alternativoj	prononco
level	provos ĉeesti	vil prøve å delta	will try to attend	grupo	alternativoj	prononco
level	mi provos ĉeesti	Jeg skal prøve å delta	I will try to attend	grupo	alternativoj	prononco
level	ĉeesti unu	å delta på en	to attend one	grupo	alternativoj	prononco
level	ĉeesti por vidi	delta for å se	attend to see	grupo	alternativoj	prononco
level	iun tagon	en dag (en dag)	one day (someday)	grupo	alternativoj	prononco
level	mi provos iun tagon	Jeg skal prøve en dag	I will try one day	grupo	alternativoj	prononco
level	iun tagon ĉeesti	en dag å delta	one day to attend	grupo	alternativoj	prononco
level	ĉeesti iun tagon por vidi	delta en dag for å se	attend someday to see	grupo	alternativoj	prononco
level	mi provos iun tagon ĉeesti unu por vidi	Jeg vil prøve en dag å delta på en for å se	I will try one day to attend one to see	grupo	alternativoj	prononco
level	kio estas tio?	hva er det?	what is that?	grupo	alternativoj	prononco
level	kio estas tio pri ~	hva handler det om ~	what is that about ~	grupo	alternativoj	prononco
level	gard-anĝelo	en beskyttelsesengel	a guard angel	grupo	alternativoj	prononco
level	tio pri "gardanĝelo"	det om &quot;vaktengel&quot;	that about "guard angel"	grupo	alternativoj	prononco
level	sed kio estas	men hva er	but what is	grupo	alternativoj	prononco
level	sed kio estas tio pri "gardanĝelo"?	men hva er det med en &quot;skytsengel&quot;?	but what is that about a "guardian angel"?	grupo	alternativoj	prononco
level	ĉu ŝerco?	en spøk?	a joke?	grupo	alternativoj	prononco
level	ĉu malbona ŝerco?	en dårlig vits?	a bad joke?	grupo	alternativoj	prononco
level	malbona ŝerco	dårlig spøk	bad joke	grupo	alternativoj	prononco
level	iu ŝerco	en vits	some joke	grupo	alternativoj	prononco
level	iu malbona ŝerco	en dårlig vits	some bad joke	grupo	alternativoj	prononco
level	ĉu iu malbona ŝerco?	(er det) en dårlig vits?	(is that) some bad joke?	grupo	alternativoj	prononco
level	mi ŝercas	jeg tuller	I'm joking	grupo	alternativoj	prononco
level	ne, mi ŝercas	nei, jeg tuller	no, I'm kidding	grupo	alternativoj	prononco
level	estis interese aŭdi	det var interessant å høre	it was interesting to hear	grupo	alternativoj	prononco
level	kiel kontakti ~	hvordan kontakte ~	how to contact ~	grupo	alternativoj	prononco
level	kaj kiel kontakti tiujn anĝelojn?	og hvordan kontakte de englene?	and how to contact those angels?	grupo	alternativoj	prononco
level	per iu IJK-preĝo eble	med litt IJK-bønn kanskje	with some IJK prayer maybe	grupo	alternativoj	prononco
level	provu! se ne funkcias vi povas iri al ~	Prøv det! hvis det ikke fungerer kan du gå til ~	try it! if it doesn't work you can go to ~	grupo	alternativoj	prononco
level	vi povas iri al la ĉambro "La ĉielo" post la tagmanĝo	du kan gå til rommet &quot;The sky&quot; etter lunsj	you can go to the room "The sky" after lunch	grupo	alternativoj	prononco
level	bonege, unue manĝo, poste ĉielen	flott, først mat, så himmelen	great, first food, then heaven	grupo	alternativoj	prononco
level	unue manĝo, poste ĉielen al la anĝelinoj	først mat, så på himmelen til englene	first food, then in the sky to the angels	grupo	alternativoj	prononco
level	maltro da manĝo	#REF!	#REF!	grupo	alternativoj	prononco
level	post iom maltro da manĝo	etter litt mindre mat	after a little less food	grupo	alternativoj	prononco
level	Kabe iras al la ĉambro "La ĉielo"	Kabe går til rommet &quot;himmelen&quot;	Kabe goes to the room "the sky"	grupo	alternativoj	prononco
level	saluton. ĉu estas via unua IJK?	hei, er det din første IJK?	hello, is it your first IJK?	grupo	alternativoj	prononco
level	bone. mi tre ĝojas. mi estas Jesi	ok. Jeg er veldig glad. Jeg er Jesi	ok. I am very glad. I'm Jesi	grupo	alternativoj	prononco
level	kaj tiu ĉi estas jam mia sesa IJK	og dette er allerede min sjette IJK	and this is already my sixth IJK	grupo	alternativoj	prononco
level	jen estas papero kun kelkaj demandoj	her er et papir med noen spørsmål	here is a paper with some questions	grupo	alternativoj	prononco
level	papero kun demandoj kaj taskoj	papir med spørsmål og oppgaver	paper with questions and tasks	grupo	alternativoj	prononco
level	kelkaj demandoj kaj taskoj rilate al la kongreso	noen spørsmål og oppgaver knyttet til kongressen	some questions and tasks related to the congress	grupo	alternativoj	prononco
level	vi provu solvi ilin	du prøver å løse dem	you try to solve them	grupo	alternativoj	prononco
level	mi proponas ke vi provu solvi ilin	Jeg foreslår at du prøver å løse dem	I suggest you try to solve them	grupo	alternativoj	prononco
level	kun Ana de Pollando, Boris de Germanio kaj Nacuko de Japanio	med Ana fra Polen, Boris fra Tyskland og Natsuko fra Japan	with Ana from Poland, Boris from Germany and Natsuko from Japan	grupo	alternativoj	prononco
level	nur voku min se vi bezonos helpon	bare ring meg hvis du trenger hjelp	just call me if you need help	grupo	alternativoj	prononco
level	poste en la libroservo	senere i boktjenesten	later in the book service	grupo	alternativoj	prononco
level	kiel do estis en la ĉielo?	så hvordan var det i himmelen?	so how was it in heaven?	grupo	alternativoj	prononco
level	mi fakte renkontis veran anĝelinon!	Jeg møtte faktisk en ekte engel!	I actually met a real angel!	grupo	alternativoj	prononco
level	ĉielece, mi pensas ke mi fakte renkontis veran anĝelinon!	himmelsk, jeg tror jeg faktisk møtte en ekte engel!	heavenly, I think I actually met a real angel!	grupo	alternativoj	prononco
level	mirinde bela kaj afabla ŝi estis	hun var utrolig vakker og snill	she was amazingly beautiful and kind	grupo	alternativoj	prononco
level	ho, Dio mia! kaj kio estas ŝia nomo?	Herregud! og hva heter hun?	oh my god! and what is her name?	grupo	alternativoj	prononco
level	aj, mi jam forgesis!	åh, jeg har allerede glemt det!	oh, I already forgot!	grupo	alternativoj	prononco
level	pli kaj pli ebriiĝas	flere og flere blir fulle	more and more gets drunk	grupo	alternativoj	prononco
level	en la trinkejo, Kabe pli kaj pli ebriiĝas	i baren blir Kabe mer og mer full	in the bar, Kabe gets more and more drunk	grupo	alternativoj	prononco
level	ĉu ankaŭ la trinkejestro?	er bartenderen også?	is the bartender too?	grupo	alternativoj	prononco
level	unu bieron mi petas	En øl, takk	one beer please	grupo	alternativoj	prononco
level	ĝi kostas 1 eŭron	det koster 1 euro	it costs 1 euro	grupo	alternativoj	prononco
level	ĉu vi ŝatus ankaŭ ion alian?	vil du også ha noe annet?	would you like something else too?	grupo	alternativoj	prononco
level	ne dankon, biero sufiĉas por mi	nei takk, øl er nok for meg	no thanks, beer is enough for me	grupo	alternativoj	prononco
level	ĉu vere? kio pri vodko, labambo kaj inoj?	egentlig? hva med vodka, labamba og hunner?	really? what about vodka, labamba and females?	grupo	alternativoj	prononco
level	nu, kial ne	vel, hvorfor ikke	well, why not	grupo	alternativoj	prononco
level	laŭdire ĝi estas amuza	det sies å være morsomt	it is said to be fun	grupo	alternativoj	prononco
level	mi ankoraŭ ne dancis labambon, sed laŭdire ĝi estas amuza	Jeg har ikke danset labamba ennå, men jeg blir fortalt at det er gøy	I haven't danced the labamba yet, but I'm told it's fun	grupo	alternativoj	prononco
level	dum la kantaĵo "La Bamba" homoj dancas	under sangen &quot;La Bamba&quot; danser folk	during the song "La Bamba" people dance	grupo	alternativoj	prononco
level	homoj dancas en granda rondo	folk danser i en stor sirkel	people dance in a big circle	grupo	alternativoj	prononco
level	kaj ene de tiu rondo dancas aliaj homoj	og innenfor den sirkelen danser andre mennesker	and within that circle other people dance	grupo	alternativoj	prononco
level	funkcias tiel ke ~	fungerer slik at ~	works so that ~	grupo	alternativoj	prononco
level	funkcias tiel ke homoj dancas en granda rondo	fungerer slik at folk danser i en stor sirkel	works so that people dance in a big circle	grupo	alternativoj	prononco
level	dancas en granda rondo kaj ene de tiu rondo	danser i en stor sirkel og innenfor den sirkelen	dances in a big circle and within that circle	grupo	alternativoj	prononco
level	homoj dancas kaj dancas aliaj homoj	folk danser og andre mennesker danser	people dance and other people dance	grupo	alternativoj	prononco
level	tiuj dancantaj ene de la rondo	de som danser innenfor sirkelen	those who dance within the circle	grupo	alternativoj	prononco
level	tiuj dancantoj elektas dancanton de la rondo	de som danser velger en danser fra kretsen	those who dance choose a dancer from the circle	grupo	alternativoj	prononco
level	elektas dancanton kaj kisas ŝin aŭ lin	velger en danser og kysser henne eller ham	chooses a dancer and kisses her or him	grupo	alternativoj	prononco
level	kisas ŝin aŭ lin tri-foje sur la vangoj	kysser henne eller ham tre ganger på kinnene	kisses her or him three times on the cheeks	grupo	alternativoj	prononco
level	elektas dancanton kaj kisas sur la vangoj	velger en danser og kysser på kinnene	chooses a dancer and kisses on the cheeks	grupo	alternativoj	prononco
level	elektas dancanton de la rondo kaj kisas	velger en danser fra kretsen og kysser	chooses a dancer from the circle and kisses	grupo	alternativoj	prononco
level	poste ili ŝanĝas lokon	så bytter de plass	then they change places	grupo	alternativoj	prononco
level	kisas, kisanto, kisito, kisonto, kisoto	kyss, en kyssende person, en kysset person, en person som vil kysse, en person som vil bli kysset	kisses, a kissing person, a kissed person, a person who will kiss, a person who will be kissed	grupo	alternativoj	prononco
level	kaj la kisito iĝas kisonto	og den kysset blir en person som vil kysse	and the kissed becomes a person who will kiss	grupo	alternativoj	prononco
level	tiuj dancantoj elektas kaj poste ili ŝanĝas lokon	de danserne velger og så bytter de plass	those dancers choose and then they change places	grupo	alternativoj	prononco
level	la kisinto nun estas kisoto	personen som kysset er nå en person som vil bli kysset	the person who kissed is now a person who will be kissed	grupo	alternativoj	prononco
level	tre facile, ĉu ne?	veldig enkelt, ikke sant?	very easy, right?	grupo	alternativoj	prononco
level	nu, mi esperas ke estas ~	vel, jeg håper det er ~	well, I hope it is ~	grupo	alternativoj	prononco
level	pli facile en la praktiko	lettere i praksis	more easily in practice	grupo	alternativoj	prononco
level	esperas ke estas pli facile	håper det er lettere	hopes it's easier	grupo	alternativoj	prononco
level	estas pli facile en la praktiko	det er lettere i praksis	it's easier in practice	grupo	alternativoj	prononco
level	mi provos iam	Jeg skal prøve en gang	I will try sometime	grupo	alternativoj	prononco
level	sed unue la bieron!	men først øl!	but first the beer!	grupo	alternativoj	prononco
level	mi provos iam, sed unue la bieron!	Jeg prøver en dag, men først øl!	I'll try one day, but first the beer!	grupo	alternativoj	prononco
level	saĝa knabo	en smart gutt	a smart boy	grupo	alternativoj	prononco
level	vi, kiu konas preskaŭ ĉiujn	du som kjenner nesten alle	you who know almost everyone	grupo	alternativoj	prononco
level	konas preskaŭ ĉiujn ĉi tie	kjenner nesten alle her	knows almost everyone here	grupo	alternativoj	prononco
level	ĉu vi scias kiu estas la knabino	vet du hvem jenta er?	do you know who the girl is?	grupo	alternativoj	prononco
level	la knabino kiu kunordigis	jenta som koordinerte	the girl who coordinated	grupo	alternativoj	prononco
level	la knabino kiu kunordigis la ’gardanĝelojn’	jenta som koordinerte &quot;vernenglene&quot;	the girl who coordinated the 'guardian angels'	grupo	alternativoj	prononco
level	vi verŝajne pensas pri Jesi	du tenker nok på Jesi	you are probably thinking of Jesi	grupo	alternativoj	prononco
level	jes, ĝuste!	Ja, det er riktig!	yes, that's right!	grupo	alternativoj	prononco
level	mi memoras ke mi aŭdis	Jeg husker at jeg hørte	I remember that I heard	grupo	alternativoj	prononco
level	nun mi memoras ke ~	nå husker jeg det ~	now I remember that ~	grupo	alternativoj	prononco
level	memoras ke mi aŭdis ŝian nomon	husk at jeg hørte navnet hennes	remember that I heard her name	grupo	alternativoj	prononco
level	laŭ mi	etter min mening	in my opinion	grupo	alternativoj	prononco
level	ŝi estas stranga persono	hun er en merkelig person	she is a strange person	grupo	alternativoj	prononco
level	laŭ mi ŝi estas stranga persono	etter min mening er hun en merkelig person	in my opinion she is a strange person	grupo	alternativoj	prononco
level	tute ne trinkas bieron	drikker ikke øl i det hele tatt	doesn't drink beer at all	grupo	alternativoj	prononco
level	kaj ne manĝas viandon	og spiser ikke kjøtt	and does not eat meat	grupo	alternativoj	prononco
level	ŝajnas ke ~	det ser ut til at ~	it seems that ~	grupo	alternativoj	prononco
level	ŝia sola intereso estas ~	hennes eneste interesse er ~	her only interest is ~	grupo	alternativoj	prononco
level	sola intereso estas Esperanto-agado	eneste interesse er esperantoaktivitet	only interest is Esperanto activity	grupo	alternativoj	prononco
level	ŝajnas ke ŝia sola intereso estas Esperanto	det ser ut til at hennes eneste interesse er esperanto	it seems that her only interest is Esperanto	grupo	alternativoj	prononco
level	sed ŝi estas tre bela	men hun er veldig vakker	but she is very beautiful	grupo	alternativoj	prononco
level	estas tre bela kaj afabla	er veldig vakker og snill	is very beautiful and kind	grupo	alternativoj	prononco
level	tre bela kaj afabla laŭ mi	veldig hyggelig og snill etter min mening	very nice and kind in my opinion	grupo	alternativoj	prononco
level	eble vi pravas	kanskje du har rett	maybe you are right	grupo	alternativoj	prononco
level	eble vi pravas pri tio	kanskje du har rett i det	maybe you are right about that	grupo	alternativoj	prononco
level	preskaŭ neniam estas en la trinkejo	er nesten aldri i baren	is almost never in the bar	grupo	alternativoj	prononco
level	ŝi preskaŭ neniam estas ~	hun er nesten aldri ~	she is almost never ~	grupo	alternativoj	prononco
level	ne renkontas ŝin ofte	møter henne ikke ofte	don't meet her often	grupo	alternativoj	prononco
level	mi ne renkontas ofte	Jeg møtes ikke ofte	I don't meet often	grupo	alternativoj	prononco
level	kaj do mi ne renkontas ŝin ofte	og så jeg møter henne ikke ofte	and so I don't meet her often	grupo	alternativoj	prononco
level	fajfas pri tiaj homoj	plystrer om slike mennesker	whistles about such people	grupo	alternativoj	prononco
level	fakte, mi tute fajfas	faktisk plystrer jeg totalt	in fact, I'm totally whistling	grupo	alternativoj	prononco
level	mi komprenas ~	Jeg forstår ~	I understand ~	grupo	alternativoj	prononco
level	tiel parolas vera trinkejestro	det er slik en ekte bartender snakker	that's how a real bartender talks	grupo	alternativoj	prononco
level	prave. je via sano!	med rette, så for helsen din!	rightly, so to your health!	grupo	alternativoj	prononco
level	je via sano! ho, bonega biero	til din helse! åh, flott øl	to your health! oh, great beer	grupo	alternativoj	prononco
level	kompreneble. estis ja mi kiu elektis ĝin	selvfølgelig var det jeg som valgte det	of course, I was the one who chose it	grupo	alternativoj	prononco
level	ĉu vi havas ideon?	har du noen ide?	do you have any idea?	grupo	alternativoj	prononco
level	kie eblus trovi tiun strangan knabinon?	hvor ville det være mulig å finne den rare jenta?	where would it be possible to find that strange girl?	grupo	alternativoj	prononco
level	trovi tiun strangan sed tre belan knabinon	å finne den rare, men veldig vakre jenta	to find that strange but very beautiful girl	grupo	alternativoj	prononco
level	ideo kie eblus trovi ~	idé hvor den kan finnes ~	idea where it could be found ~	grupo	alternativoj	prononco
level	havas ideon kie eblus trovi ~	har en idé om hvor det ville være mulig å finne ~	has an idea where it would be possible to find ~	grupo	alternativoj	prononco
level	tutcerte en la Gufujo	definitivt i tevasken (Owlery)	definitely in the tea launge(Owlery)	grupo	alternativoj	prononco
level	tiaj homoj konstante sidas	slike mennesker sitter konstant	such people are constantly sitting	grupo	alternativoj	prononco
level	konstante sidas tie teumante	sitter konstant der og drikker te	is constantly sitting there drinking tea	grupo	alternativoj	prononco
level	kia teda vivo!	for et kjedelig liv!	what a tedious life!	grupo	alternativoj	prononco
level	Gufujo, estas trankvila ejo	tevasken (Owlery), er et rolig sted	the tea launge(Owlery), is a quiet place	grupo	alternativoj	prononco
level	trankvila ejo kie eblas trinki teon	et rolig sted hvor du kan drikke te	a quiet place where you can drink tea	grupo	alternativoj	prononco
level	trinki teon, babili, aŭskulti trankvilan muzikon	drikke te, prate, lytte til rolig musikk	drink tea, chat, listen to quiet music	grupo	alternativoj	prononco
level	aŭskulti trankvilan muzikon kaj simile	høre på rolig musikk og lignende	listening to quiet music and the like	grupo	alternativoj	prononco
level	vi trovos ĝin fine de la koridoro	du finner den i enden av korridoren	you will find it at the end of the corridor	grupo	alternativoj	prononco
level	fine de la koridoro ekster la trinkejo	i enden av korridoren utenfor baren	at the end of the corridor outside the bar	grupo	alternativoj	prononco
level	vi ne povas porti vian bieron	du kan ikke bære ølet ditt	you can't carry your beer	grupo	alternativoj	prononco
level	porti vian bieron tien	ta ølet ditt der	take your beer there	grupo	alternativoj	prononco
level	sed vi ne povas porti vian bieron tien	men du kan ikke ta ølet ditt der	but you can't take your beer there	grupo	alternativoj	prononco
level	vere estas ujo de gufoj!	det er virkelig et sted for ugler!	it really is a place for owls!	grupo	alternativoj	prononco
level	al la dancejo unue	til dansegulvet først	to the dance floor first	grupo	alternativoj	prononco
level	eble mi iru unue	kanskje jeg burde gå først	maybe I should go first	grupo	alternativoj	prononco
level	mi iru al la dancejo unue	la meg gå til dansegulvet først	let me go to the dance floor first	grupo	alternativoj	prononco
level	la venonta persono!	neste person!	next person!	grupo	alternativoj	prononco
level	kion vi volas kara?	hva vil du kjære	what do you want dear	grupo	alternativoj	prononco
level	ĉu estas libera loko?	er det ledig plass?	is there a free place?	grupo	alternativoj	prononco
level	jes, certe	Ja, helt klart	yes, for sure	grupo	alternativoj	prononco
level	tre agrable ĉi tie	veldig fint her	very nice here	grupo	alternativoj	prononco
level	ĉi tie en la gufujo	her i tevasken (owlery)	here in the tea launge(owlery)	grupo	alternativoj	prononco
level	mi bezonas iom da trankvilo	Jeg trenger litt ro	I need some tranquility	grupo	alternativoj	prononco
level	post tre streĉa tago	etter en veldig stressende dag	after a very stressful day	grupo	alternativoj	prononco
level	trankvilo post streĉa tago	ro etter en stressende dag	tranquility after a stressful day	grupo	alternativoj	prononco
level	la etoso en gufujo	atmosfæren i en tevask (owlery)	the atmosphere in a tea launge(owlery)	grupo	alternativoj	prononco
level	~ estas tre bona kontrasto	~ er en veldig god kontrast	~ is a very good contrast	grupo	alternativoj	prononco
level	kontrasto al la aliaj okazaĵoj	kontrast til andre hendelser	contrast to the other events	grupo	alternativoj	prononco
level	la aliaj okazaĵoj dum IJK	de andre arrangementene under IJK	the other events during IJK	grupo	alternativoj	prononco
level	la etoso estas kontrasto al la aliaj okazaĵoj	atmosfæren er en kontrast til de andre hendelsene	the atmosphere is a contrast to the other events	grupo	alternativoj	prononco
level	estas tre bona kontrasto, ĉu ne?	det er en veldig god kontrast, er det ikke?	it's a very good contrast, isn't it?	grupo	alternativoj	prononco
level	jes, mallaŭta muziko	ja, myk musikk	yes, soft music	grupo	alternativoj	prononco
level	mallaŭta muziko, trankvila babilado	myk musikk, rolig samtale	soft music, quiet conversation	grupo	alternativoj	prononco
level	trankvila babilado kaj iu interesa teo	rolig prat og litt interessant te	quiet chat and some interesting tea	grupo	alternativoj	prononco
level	perfekte por rehavi fortojn	perfekt for å gjenvinne styrke	perfect for regaining strength	grupo	alternativoj	prononco
level	vi ŝajnas ege laca	du virker veldig sliten	you seem extremely tired	grupo	alternativoj	prononco
level	kion vi faris dum la tuta tago?	hva gjorde du hele dagen?	what did you do all day?	grupo	alternativoj	prononco
level	unue mi faris afiŝon	først la jeg et innlegg	first I made a post	grupo	alternativoj	prononco
level	afiŝo por la morgaŭaj ekskursoj	innlegg for morgendagens utflukter	post for tomorrow's excursions	grupo	alternativoj	prononco
level	mi faris afiŝon por ekskursoj	Jeg har laget et innlegg for utflukter	I made a post for excursions	grupo	alternativoj	prononco
level	cetere, ĉu vi iros?	forresten, skal du?	by the way, are you going?	grupo	alternativoj	prononco
level	iros al ekskurso	skal på utflukt	will go on an excursion	grupo	alternativoj	prononco
level	ĉu vi iros al iu ekskurso?	skal du på noen utflukt?	are you going on any excursion?	grupo	alternativoj	prononco
level	jes, al la granda akvofalo	ja, til den store fossen	yes, to the great waterfall	grupo	alternativoj	prononco
level	kaj poste al ekspozicio	og så til en utstilling	and then to an exhibition	grupo	alternativoj	prononco
level	ekspozicio pri moderna arto	en utstilling om moderne kunst	an exhibition on modern art	grupo	alternativoj	prononco
level	al akvofalo kaj poste al ekspozicio	til en foss og deretter til en utstilling	to a waterfall and then to an exhibition	grupo	alternativoj	prononco
level	bona elekto	et godt valg	a good choice	grupo	alternativoj	prononco
level	ankaŭ mi iros tien	Jeg skal også dit	I will go there too	grupo	alternativoj	prononco
level	ĉiukaze, mi gvidis diskutrondon	uansett, jeg ledet en diskusjonsgruppe	anyway, I led a discussion group	grupo	alternativoj	prononco
level	pendigi afiŝojn	å henge opp plakater	to hang posters	grupo	alternativoj	prononco
level	post la pendigado de la ekskursafiŝoj	etter oppheng av ekskursjonsplakatene	after the hanging of the excursion posters	grupo	alternativoj	prononco
level	diskutrondo kun la titolo "feminismo"	diskusjonsgruppe med tittelen &quot;feminisme&quot;	discussion group with the title "feminism"	grupo	alternativoj	prononco
level	gvidis diskuton kun la titolo "feminismo"	ledet en diskusjon med tittelen &quot;feminisme&quot;	led a discussion with the title "feminism"	grupo	alternativoj	prononco
level	ĉu feminismo samas en diversaj landoj?	er feminisme lik i forskjellige land?	is feminism the same in different countries?	grupo	alternativoj	prononco
level	interesa kaj vigla diskuto	interessant og livlig diskusjon	interesting and lively discussion	grupo	alternativoj	prononco
level	estis tre interesa kaj vigla	var veldig interessant og livlig	was very interesting and lively	grupo	alternativoj	prononco
level	dum la lastaj kvin horoj	de siste fem timene	for the last five hours	grupo	alternativoj	prononco
level	mi estis en longa kunsido	Jeg var i en lang økt	I was in a long session	grupo	alternativoj	prononco
level	dum lastaj horoj mi estis en komitatkunsido	de siste timene har jeg vært i et utvalgsmøte	for the last few hours I have been in a committee meeting	grupo	alternativoj	prononco
level	en longa komitatkunsido	i et langt utvalgsmøte	in a long committee meeting	grupo	alternativoj	prononco
level	vere estis tro longa	den var virkelig for lang	it really was too long	grupo	alternativoj	prononco
level	la komitato finkunsidis	utvalget har avsluttet sitt møte	the committee has concluded its meeting	grupo	alternativoj	prononco
level	sed nun la komitato finis kunsidon	men nå er komiteen ferdig med møtet	but now the committee has finished the meeting	grupo	alternativoj	prononco
level	vere estis longa, sed nun finiĝis	det var veldig lenge, men nå er det over	it was really long, but now it's over	grupo	alternativoj	prononco
level	ha, vi do estas komitatano?	Å, så du er komitémedlem?	oh, so you're a committee member?	grupo	alternativoj	prononco
level	la estraro de TEJO	styret i TEJO	the board of TEJO	grupo	alternativoj	prononco
level	mi ankaŭ estas en la estraro	Jeg sitter også i styret	I'm also on the board	grupo	alternativoj	prononco
level	jes, mi ankaŭ estas ~	ja, jeg er også ~	yes, I am too ~	grupo	alternativoj	prononco
level	ankaŭ estas en la estraro de TEJO	sitter også i styret i TEJO	is also on the board of TEJO	grupo	alternativoj	prononco
level	jes, kaj mi estas ~	ja, og jeg er ~	yes, and I'm ~	grupo	alternativoj	prononco
level	mi neniam estis aktiva	Jeg har aldri vært aktiv	I have never been active	grupo	alternativoj	prononco
level	tre aktiva en la movado	veldig aktiv i bevegelsen	very active in the movement	grupo	alternativoj	prononco
level	neniam estis aktiva en la movado	var aldri aktiv i bevegelsen	was never active in the movement	grupo	alternativoj	prononco
level	la ĉefa agado de TEJO	hovedaktiviteten til TEJO	the main activity of TEJO	grupo	alternativoj	prononco
level	kio estas la ĉefa agado nun?	hva er hovedaktiviteten nå?	what is the main activity now?	grupo	alternativoj	prononco
