A.he content.tsv
Level	Esperanto	he	en-us	Grupo	Alternativoj	Pronoco
level	ĉu la libreto estis utila?	האם החוברת הייתה שימושית?	was the booklet useful?	grupo	alternativoj	prononco
level	tiu libreto, kiun mi sendis	את החוברת, ששלחתי	the booklet, which I sent	grupo	alternativoj	prononco
level	matene dormis tre longe	בבוקר ישן הרבה זמן	in the morning slept for a long time	grupo	alternativoj	prononco
level	kiam li vidis la sunon	כשראה את השמש	when he saw the sun	grupo	alternativoj	prononco
level	subite li eksaltis	פתאום הוא קפץ	suddenly he jumped up	grupo	alternativoj	prononco
level	li estis ĉiam frua	הוא תמיד היה מוקדם	he was always early	grupo	alternativoj	prononco
level	ĉiam li malfruas	הוא תמיד מאחר	he is always late	grupo	alternativoj	prononco
level	tiam, kiam li devas iri	בזמן הזה, כשהוא צריך ללכת	at that time, when he has to go	grupo	alternativoj	prononco
level	iri al la lernejo	ללכת לבית הספר	to go to the school	grupo	alternativoj	prononco
level	li scias, ke ~	הוא יודע, ש~	he knows, that ~	grupo	alternativoj	prononco
level	li scias tion, ke ~	הוא יודע את העובדה, ש~	he knows the fact, that ~	grupo	alternativoj	prononco
level	tion, ke la instruisto malŝatas abelon	העובדה שהמורה שונא דבורים	the fact that the teacher hates bees	grupo	alternativoj	prononco
level	scias tion, ke la instruisto malŝatas abelon	יודע את העובדה שהמורה שונא דבורים	knows the fact that the teacher hates bees	grupo	alternativoj	prononco
level	scias, ke la instruisto malŝatas tion	יודע שהמורה שונא את זה	knows that the teacher hates that	grupo	alternativoj	prononco
level	sed hodiaŭ li trinkis la kafon	אבל היום הוא שתה את הקפה	but today he drank the coffee	grupo	alternativoj	prononco
level	li rapide surmetas la vestaĵon	הוא לובש במהירות את הבגדים	he quickly puts on the clothes	grupo	alternativoj	prononco
level	li ne volas malfrui	הוא לא רוצה לאחר	he doesn't want to be late	grupo	alternativoj	prononco
level	rapidege kun la libroj en la mano	מהר מאוד עם הספרים ביד	very quickly with the books in hand	grupo	alternativoj	prononco
level	poste li kuris kaj saltis	מאוחר יותר הוא רץ וקפץ	later he ran and jumped	grupo	alternativoj	prononco
level	li kuris kaj saltis	הוא רץ וקפץ	he ran and jumped	grupo	alternativoj	prononco
level	laŭ la strato	בהמשך הרחוב	along the street	grupo	alternativoj	prononco
level	la homoj rigardis lin	האנשים הביטו בו	the people looked at him	grupo	alternativoj	prononco
level	rigardis lin kaj diris	הסתכל עליו ואמר	looked at him and said	grupo	alternativoj	prononco
level	saĝa kaj malsaĝa	חכם וטיפש	wise and foolish	grupo	alternativoj	prononco
level	kia malsaĝa knabo!	איזה ילד טיפש!	what a foolish boy!	grupo	alternativoj	prononco
level	estis antaŭ lernejo	היה מול בית ספר	was in front of a school	grupo	alternativoj	prononco
level	baldaŭ	בקרוב	soon	grupo	alternativoj	prononco
level	li estis antaŭ ~	הוא היה מול ~	he was in front of ~	grupo	alternativoj	prononco
level	iri kaj eniri	ללכת ולהיכנס	to go and to enter	grupo	alternativoj	prononco
level	li volis eniri	הוא רצה להיכנס	he wanted to enter	grupo	alternativoj	prononco
level	eniri la lernejon	להיכנס לבית הספר	to enter into the school	grupo	alternativoj	prononco
level	sed tamen	אבל עם זאת	but however	grupo	alternativoj	prononco
level	sed li ne povis	אבל הוא לא יכל	but he couldn't	grupo	alternativoj	prononco
level	fermi kaj fermita	לסגור ולסגור	to close and closed	grupo	alternativoj	prononco
level	ĝi estis fermita	זה היה סגור	it was closed	grupo	alternativoj	prononco
level	nek ~ nek ~	לא ~ ולא ~	neither ~ nor ~	grupo	alternativoj	prononco
level	nek instruisto nek gelernantoj	לא מורה ולא תלמידים ותלמידות	neither a teacher nor male-and-female students	grupo	alternativoj	prononco
level	vidis nek instruiston nek gelernantojn	לא ראה לא מורה ולא תלמידים	saw neither a teacher nor students	grupo	alternativoj	prononco
level	sidi, eksidi	לשבת, לשבת	to sit, to get sitted	grupo	alternativoj	prononco
level	eksidis	ישב (ישב)	got seated (had seated)	grupo	alternativoj	prononco
level	li eksidis	הוא התיישב	he got seated	grupo	alternativoj	prononco
level	kaj pensis	וחשב	and thought	grupo	alternativoj	prononco
level	kio okazis?	מה קרה	what did happen?	grupo	alternativoj	prononco
level	diable	אל הנורא (כמו שטן)	to the awful (like a devil)	grupo	alternativoj	prononco
level	damne	לסכור את זה	dam it	grupo	alternativoj	prononco
level	memoras	זוכר	remembers	grupo	alternativoj	prononco
level	nun mi memoras	עכשיו אני זוכר	now I remember	grupo	alternativoj	prononco
level	dimanĉo	יוֹם רִאשׁוֹן	Sunday	grupo	alternativoj	prononco
level	hodiaŭ estas ~	היום זה ~	today is ~	grupo	alternativoj	prononco
level	hodiaŭ estas dimanĉo	היום יום ראשון	today is Sunday	grupo	alternativoj	prononco
level	dormi kaj ekdormi	לישון ולהיכנס לישון	to sleep and to get into sleep	grupo	alternativoj	prononco
level	suno kaj luno	שמש וירח	a sun and a moon	grupo	alternativoj	prononco
level	subita kaj subite	פתאום ופתאום	sudden and suddenly	grupo	alternativoj	prononco
level	ek!	כבוי! (להתחיל)	off! (to start)	grupo	alternativoj	prononco
level	salti kaj eksaltis	לקפוץ וקפץ	to jump and jumped 	grupo	alternativoj	prononco
level	ĉiam frua	תמיד מוקדם	always early	grupo	alternativoj	prononco
level	hodiaŭ metis kaj kuris	היום לשים וברח	today put and ran	grupo	alternativoj	prononco
level	aĵo, ne aĝo	דבר לא גיל	a thing not age	grupo	alternativoj	prononco
level	kuris laŭ homoj saĝaj	רץ לצד אנשים חכמים	ran along wise people	grupo	alternativoj	prononco
level	laŭeble baldaŭ	בהקדם האפשרי	soon as possible	grupo	alternativoj	prononco
level	kia knabo, kia knabino	איזה ילד, איזה ילדה	what a boy, what a girl	grupo	alternativoj	prononco
level	nek pensita nek memorita	לא חשב ולא שינן	neither thought nor memorized	grupo	alternativoj	prononco
level	diablo atendis akvon dimanĉe	שטן חיכה למים ביום ראשון	a devil waited for water on Sunday	grupo	alternativoj	prononco
level	tiom malgranda momento	רגע כל כך קטן	such a small moment	grupo	alternativoj	prononco
level	eĉ tiom malgranda momento valoras	אפילו רגע קטן כזה שווה	even such a small moment is worthwhile	grupo	alternativoj	prononco
level	kriis for ĝis nokto	בכה עד הלילה	cried away until night	grupo	alternativoj	prononco
level	lasis la poŝton de la mano	הניחו את דואר הדואר מהיד	put away the mailpost from the hand	grupo	alternativoj	prononco
level	ridis mem lasante la poŝton	צחק בעצמו, מניח את דואר הדואר	laughed by oneself, putting away the mailpost	grupo	alternativoj	prononco
level	nek li nek ŝi ridis	לא הוא ולא היא צחקו	neither he nor she laughed	grupo	alternativoj	prononco
level	ŝi nek ridis nek respondis	היא לא צחקה ולא ענתה	she neither laughed nor answered	grupo	alternativoj	prononco
level	li nek sidas nek rigardas	הוא לא יושב ולא צופה	he neither sits nor watches	grupo	alternativoj	prononco
level	neniam mi vidis	מעולם לא ראיתי	I have never seen	grupo	alternativoj	prononco
level	mi neniam diros al iu	לעולם לא אספר לאף אחד	I will never tell anyone	grupo	alternativoj	prononco
level	diru al neniu	לא לספר לאף אחד	tell no one	grupo	alternativoj	prononco
level	mi neniam diros	לעולם לא אגיד	I will never say	grupo	alternativoj	prononco
level	mem	לעצמו (בעצמו)	to oneself (by oneself)	grupo	alternativoj	prononco
level	mi mem faris	עשיתי זאת בעצמי	I did it myself	grupo	alternativoj	prononco
level	faris tion	עשה את זה (עשה את זה)	did it (made it)	grupo	alternativoj	prononco
level	mem faris tion	עשה זאת בעצמו (עשה זאת בעצמו)	did it oneself (made it oneself)	grupo	alternativoj	prononco
level	ĝis la revido, ĝis revido	נתראה (שוב), נתראה (שוב)	see you (again), see you (again)	grupo	alternativoj	prononco
level	ĝis!	עד! (הֱיה שלום!)	until! (goodbye!)	grupo	alternativoj	prononco
level	ekparoli	להתחיל לדבר	to start talking	grupo	alternativoj	prononco
level	ekparolis, komencis paroli finfine	התחיל לומר, התחיל לדבר סוף סוף	started saying, began to speak at last	grupo	alternativoj	prononco
level	trinkis rapidege	שתה מהר מאוד	drank very fast	grupo	alternativoj	prononco
level	trinkis matenan trinkaĵon	שתה משקה בוקר	had a morning drink	grupo	alternativoj	prononco
level	por frue veni	לבוא מוקדם	to come early	grupo	alternativoj	prononco
level	veni al la lernejo	לבוא לבית הספר	to come to school	grupo	alternativoj	prononco
level	frue veni al ~	לבוא מוקדם ל~	to come early to ~	grupo	alternativoj	prononco
level	ne aŭdis novaĵon	לא שמע חדשות	didn't hear news	grupo	alternativoj	prononco
level	ankoraŭ ne aŭdis	עדיין לא שמע	didn't hear yet	grupo	alternativoj	prononco
level	mi ankoraŭ ne aŭdis	עוד לא שמעתי	I didn't hear yet	grupo	alternativoj	prononco
level	en tiu momento	ברגע הזה	in that moment	grupo	alternativoj	prononco
level	en tiu momento li ekkriis	באותו רגע הוא בכה	in that moment he cried	grupo	alternativoj	prononco
level	knabo, kiu ne amas	ילד, שלא אוהב	a boy, who does not love	grupo	alternativoj	prononco
level	geknaboj	בנים ובנות	boys and girls	grupo	alternativoj	prononco
level	aliaj geknaboj	בנים ובנות אחרים	other boys and girls	grupo	alternativoj	prononco
level	ne amas aliajn geknabojn	לא אוהב בנים ובנות אחרים	does not love other boys and girls	grupo	alternativoj	prononco
level	nek amikojn, nek amikinojn	לא חברים ולא חברות בנות	neither friends nor girl friends	grupo	alternativoj	prononco
level	havas nek monon, nek tempon	אין לו לא כסף ולא זמן	does not have neither money nor time	grupo	alternativoj	prononco
level	kiu havis la libron?	למי היה הספר	who had the book?	grupo	alternativoj	prononco
level	la libron, kiun vi atendis	הספר לו חיכית	the book which you waited	grupo	alternativoj	prononco
level	tiun, kiun vi atendis pli ol du jarojn	זה, שחיכית לו יותר משנתיים	that, which you waited for more than 2 years	grupo	alternativoj	prononco
level	ĉu vi volas tion?	אתה רוצה את זה?	do you want that?	grupo	alternativoj	prononco
level	ĉu vi volas, ke ~ ?	אתה רוצה את זה ~ ?	do you want that ~ ?	grupo	alternativoj	prononco
level	plej kara	היקר ביותר	dearest	grupo	alternativoj	prononco
level	plej kara foto	התמונה היקרה ביותר	dearest photo	grupo	alternativoj	prononco
level	mian plej karan foton	התמונה היקרה ביותר שלי	my dearest photo	grupo	alternativoj	prononco
level	kie vi aĉetis ~ ?	איפה קנית ~ ?	where did you buy ~ ?	grupo	alternativoj	prononco
level	tiu vestaĵo	את הלבוש הזה	that clothing	grupo	alternativoj	prononco
level	tiun vestaĵon	הלבוש הזה (אובייקטיבי)	that clothing (objective)	grupo	alternativoj	prononco
level	aĉetis tiun vestaĵon	קניתי את התלבושת הזו	bought that outfit	grupo	alternativoj	prononco
level	vi iros tien	אתה תלך לשם	you will go there	grupo	alternativoj	prononco
level	kien vi iros?	לאן אתה הולך?	where are you going to?	grupo	alternativoj	prononco
level	suna tago	יום שטוף שמש	sunny day	grupo	alternativoj	prononco
level	estos suna tago	זה יהיה יום שמש	it will be a sunny day	grupo	alternativoj	prononco
level	se estos suna tago	אם זה יהיה יום שמש	if it will be a sunny day	grupo	alternativoj	prononco
level	via frato jam ekiris	אחיך כבר התחיל	your brother has already started	grupo	alternativoj	prononco
level	ĉu via frato jam ekiris?	אחיך התחיל כבר?	has your brother started yet?	grupo	alternativoj	prononco
level	kie estas la akvo?	איפה המים	where is the water	grupo	alternativoj	prononco
level	kunporti la akvon	להביא את המים	to bring the water	grupo	alternativoj	prononco
level	vi mem kunportis	אתה בעצמך הבאת	you yourself brought	grupo	alternativoj	prononco
level	la akvon, kion vi mem kunportis	המים, שהבאת בעצמך	the water, that you yourself brought	grupo	alternativoj	prononco
level	estis tre trankvila	היה שקט מאוד	was very quiet	grupo	alternativoj	prononco
level	hodiaŭ mia patrino estis ~	היום אמא שלי הייתה ~	today my mother was ~	grupo	alternativoj	prononco
level	mi venis el ~	באתי מ~	I came from ~	grupo	alternativoj	prononco
level	el la lernejo	מחוץ לבית הספר	out of the school	grupo	alternativoj	prononco
level	raportis al ~	דווח ל~	reported to ~	grupo	alternativoj	prononco
level	kaj raportis al ŝi	ודיווח לה	and reported to her	grupo	alternativoj	prononco
level	raportis, ke ~	דיווח כי ~	reported that ~	grupo	alternativoj	prononco
level	raportis, ke mi ricevos	דיווח שאקבל	reported that I will receive	grupo	alternativoj	prononco
level	mi ricevos malbonan noton	אני אקבל ציון גרוע	I will get a bad grade	grupo	alternativoj	prononco
level	ŝi diris, ke ~	היא אמרה את זה ~	she said that ~	grupo	alternativoj	prononco
level	vi devas laborigi ~	אתה צריך לגרום ~ לעבוד	you have to make ~ work	grupo	alternativoj	prononco
level	pli multe	יותר	more	grupo	alternativoj	prononco
level	pli multe laborigi	כדי להפוך את העבודה ליותר	to make work more	grupo	alternativoj	prononco
level	laborigi vian kapon	לגרום לראש שלך לעבוד	to make your head work	grupo	alternativoj	prononco
level	kiom da malbonaj notoj	כמה ציונים גרועים	how many bad grades	grupo	alternativoj	prononco
level	vi havas tiom da malbonaj notoj	יש לך כל כך הרבה ציונים גרועים	you have so many bad grades	grupo	alternativoj	prononco
level	estis malĝoja	היה עצוב	was sad	grupo	alternativoj	prononco
level	en vian ĉambron	לחדר שלך	into your room	grupo	alternativoj	prononco
level	iru en vian ĉambron	להיכנס לחדר שלך	go into your room	grupo	alternativoj	prononco
level	iru kaj lernu	ללכת ולמד	go and learn	grupo	alternativoj	prononco
level	mi sidis	ישבתי	I sat	grupo	alternativoj	prononco
level	en mia ĉambro	בחדר שלי	in my room	grupo	alternativoj	prononco
level	sidis en mia ĉambro	ישב בחדר שלי	sat in my room	grupo	alternativoj	prononco
level	nek lerni nek legi	לא ללמוד ולא לקרוא	neither learn nor read	grupo	alternativoj	prononco
level	sed mi povis nek lerni nek legi	אבל לא יכולתי ללמוד ולא לקרוא	but I could neither learn nor read	grupo	alternativoj	prononco
level	miaj pensoj	המחשבות שלי	my thoughts	grupo	alternativoj	prononco
level	ĉe ludo	במשחק	at a game	grupo	alternativoj	prononco
level	ludo kun miaj amikoj	משחק עם החברים שלי	game with my friends	grupo	alternativoj	prononco
level	ĉe sporto	בספורט	at sport	grupo	alternativoj	prononco
level	al mi mem	לעצמי	to myself	grupo	alternativoj	prononco
level	diris al mi mem	אמר לעצמי	said to myself	grupo	alternativoj	prononco
level	tiom malsaĝa	כל כך טיפש	so stupid	grupo	alternativoj	prononco
level	ĉu mi estas tiom malsaĝa?	אני עד כדי כך טיפש?	am I that stupid?	grupo	alternativoj	prononco
level	kvankam mi lernis multe	למרות שלמדתי הרבה	although I learned a lot	grupo	alternativoj	prononco
level	la patrino eniris	האם נכנסה	the mother entered	grupo	alternativoj	prononco
level	miaj vortoj	המילים שלי	my words	grupo	alternativoj	prononco
level	kaj aŭdis miajn vortojn	ושמע את דברי	and heard my words	grupo	alternativoj	prononco
level	ŝi tuj respondis	היא ענתה מיד	she answered immediately	grupo	alternativoj	prononco
level	ne, mia kara	לא יקירי	no, my dear	grupo	alternativoj	prononco
level	vi ne estas malsaĝa	אתה לא טיפש	you are not stupid	grupo	alternativoj	prononco
level	la problemo estas, ke ~	הבעיה היא ש~	the problem is that ~	grupo	alternativoj	prononco
level	ke vi devas lerni	שאתה חייב ללמוד	that you must learn	grupo	alternativoj	prononco
level	devas lerni multe pli	חייב ללמוד הרבה יותר	must learn much more	grupo	alternativoj	prononco
level	tiam vi ne havos	אז לא יהיה לך	then you will not have	grupo	alternativoj	prononco
level	malbonaj notoj	ציונים גרועים	bad grades	grupo	alternativoj	prononco
level	havos nur malbonajn notojn	יהיו רק ציונים גרועים	will have only bad grades	grupo	alternativoj	prononco
level	ankaŭ nun	גם עכשיו	also now	grupo	alternativoj	prononco
level	mi ne havas ilin	אין לי אותם	I don't have them	grupo	alternativoj	prononco
level	mi havas bonan noton	יש לי ציון טוב	I have a good grade	grupo	alternativoj	prononco
level	pri muziko	על מוזיקה	about music	grupo	alternativoj	prononco
level	bonan noton pri muziko	הערה טובה על מוזיקה	a good note on music	grupo	alternativoj	prononco
level	la patrino subite ekridis	האם פרצה לפתע בצחוק	the mother suddenly burst out laughing	grupo	alternativoj	prononco
level	tio plibeligis ~	שייפה ~	that beautified ~	grupo	alternativoj	prononco
level	mian tagon	היום שלי	my day	grupo	alternativoj	prononco
level	plibeligis mian tagon	עשה לי את היום	made my day	grupo	alternativoj	prononco
level	sed tamen restis	אבל עדיין נשאר	but still remained	grupo	alternativoj	prononco
level	sed la problemo tamen restis	אבל הבעיה עדיין נשארה	but the problem still remained	grupo	alternativoj	prononco
level	kilogramo da ~	קילוגרם של ~	a kilogram of ~	grupo	alternativoj	prononco
level	kilogramo da sukero	קילוגרם סוכר	a kilogram of sugar	grupo	alternativoj	prononco
level	glaso da ~	כוס של ~	a glass of ~	grupo	alternativoj	prononco
level	glaso da akvo	כוס מים	a glass of water	grupo	alternativoj	prononco
level	multe da ~	הרבה ~	a lot of ~	grupo	alternativoj	prononco
level	multe da ideoj	הרבה רעיונות	lots of ideas	grupo	alternativoj	prononco
level	deteni sin	להתאפק	to hold back	grupo	alternativoj	prononco
level	ordigis ĉion	סידר הכל	sorted everything out	grupo	alternativoj	prononco
level	transdonis al li	מסרה לו	handed over to him	grupo	alternativoj	prononco
level	mi petas	אני שואל	I'm asking	grupo	alternativoj	prononco
level	glason da kafo	כוס קפה	a glass of coffee	grupo	alternativoj	prononco
level	kaj iom da akvo	וקצת מים	and some water	grupo	alternativoj	prononco
level	mi petas glason da kafo	הייתי רוצה כוס קפה	I would like a glass of coffee	grupo	alternativoj	prononco
level	mi petas tason da teo	אשמח לכוס תה	I would like a cup of tea	grupo	alternativoj	prononco
level	doloris lin	לפגוע בו	hurt him	grupo	alternativoj	prononco
level	la kapo doloris lin	הראש שלו כאב	his head hurt	grupo	alternativoj	prononco
level	li malsaniĝis	הוא חלה	he fell ill	grupo	alternativoj	prononco
level	ŝatas esti bela	אוהב להיות יפה	likes to be beautiful	grupo	alternativoj	prononco
level	ŝi beligis sian vizaĝon	היא מייפה את פניה	she beautified her face	grupo	alternativoj	prononco
level	la knabo ŝatas esti bela	הילד אוהב להיות יפה	the boy likes to be pretty	grupo	alternativoj	prononco
level	pro tio ŝi beligis ĝin	לכן היא מייפה אותו	therefore she beautified it	grupo	alternativoj	prononco
level	post la tagmanĝo	אחרי ארוחת הצהריים	after lunch	grupo	alternativoj	prononco
level	purigi la kuirejon	לנקות את המטבח	to clean the kitchen	grupo	alternativoj	prononco
level	kiu purigos la kuirejon?	מי ינקה את המטבח?	who will clean the kitchen?	grupo	alternativoj	prononco
level	volas trinki	רוצה לשתות	wants to drink	grupo	alternativoj	prononco
level	kion vi volas trinki?	מה אתה רוצה לשתות	what do you want to drink	grupo	alternativoj	prononco
level	trinki teon	לשתות תה	to drink tea	grupo	alternativoj	prononco
level	iom da akvo	מעט מים	a little of water	grupo	alternativoj	prononco
level	ĉu vi volas nenion?	אתה לא רוצה כלום	do you want nothing?	grupo	alternativoj	prononco
level	tiel subite	כל כך פתאומי	so suddenly	grupo	alternativoj	prononco
level	kial vi decidis ~ ?	למה החלטת ~ ?	why did you decide ~ ?	grupo	alternativoj	prononco
level	kial vi tiel subite decidis ~ ?	למה החלטת ~ כל כך פתאום?	why did you decide ~ so suddenly?	grupo	alternativoj	prononco
level	via ĉambro	החדר שלך	your room	grupo	alternativoj	prononco
level	via ĉambreto	החדר הקטן שלך	your little room	grupo	alternativoj	prononco
level	vian ĉambreton	לחדר הקטן שלך	to your little room	grupo	alternativoj	prononco
level	renovigi vian ĉambreton	לשפץ את החדר הקטן שלך	to renovate your little room	grupo	alternativoj	prononco
level	decidis renovigi vian ĉambreton	החליטה לשפץ את החדר הקטן שלך	decided to renovate your little room	grupo	alternativoj	prononco
level	al kiu	למי	to whom	grupo	alternativoj	prononco
level	vi donis ~	נתת ~	you gave ~	grupo	alternativoj	prononco
level	al kiu vi donis ~ ?	למי נתת ~ ?	to whom did you give ~ ?	grupo	alternativoj	prononco
level	puraj glasoj	משקפיים נקיים	clean glasses	grupo	alternativoj	prononco
level	vi donis la purajn glasojn	נתת את המשקפיים הנקיים	you gave the clean glasses	grupo	alternativoj	prononco
level	la puraj glasoj por la vino	הכוסות הנקיות ליין	the clean glasses for the wine	grupo	alternativoj	prononco
level	kontraŭ kiu	נגד מי	against whom	grupo	alternativoj	prononco
level	via sportklubo	מועדון הספורט שלך	your sports club	grupo	alternativoj	prononco
level	ludas kontraŭ ~	משחק נגד ~	plays against ~	grupo	alternativoj	prononco
level	antaŭ du semajnoj	לפני שבועיים	two weeks ago	grupo	alternativoj	prononco
level	kontraŭ kiu via sportklubo ludis?	נגד מי שיחק מועדון הספורט שלך?	who did your sports club play against?	grupo	alternativoj	prononco
level	ĉu vi vidas ~ ?	אתה רואה ~ ?	do you see ~ ?	grupo	alternativoj	prononco
level	ĉu vi ofte vidas ~ ?	אתה רואה לעתים קרובות ~ ?	do you often see ~ ?	grupo	alternativoj	prononco
level	ofte vidas la policiston	לעתים קרובות לראות את השוטר	often see the policeman	grupo	alternativoj	prononco
level	tiu, kiu loĝas en ~	זה שגר ב~	the one who lives in ~	grupo	alternativoj	prononco
level	loĝas en la loĝejo	גר במקום הלינה	lives in the lodging place	grupo	alternativoj	prononco
level	la loĝejo super vi	מקום המגורים מעליך	the dwelling place above you	grupo	alternativoj	prononco
level	vidas la policiston, kiu loĝas en ~	רואה את השוטר שגר ב~	sees the police officer who lives in ~	grupo	alternativoj	prononco
level	plano pri veturado	תוכנית נהיגה	driving plan	grupo	alternativoj	prononco
level	volis vojaĝi	רצה לנסוע	wanted to travel	grupo	alternativoj	prononco
level	vojaĝi al alia lando	לנסוע למדינה אחרת	to travel to another country	grupo	alternativoj	prononco
level	en libertempo	בזמן חופשי	in free time	grupo	alternativoj	prononco
level	ili decidis iri	הם החליטו ללכת	they decided to go	grupo	alternativoj	prononco
level	decidis iri al Italio	החליט לנסוע לאיטליה	decided to go to Italy	grupo	alternativoj	prononco
level	malnovaj urboj	ערים עתיקות	old cities	grupo	alternativoj	prononco
level	lando kun malnovaj urboj	מדינה עם ערים עתיקות	a country with old cities	grupo	alternativoj	prononco
level	aliaj belaĵoj	יפהפיות אחרות	other beauties	grupo	alternativoj	prononco
level	kaj aliaj belaĵoj	ושאר יפות	and other beauties	grupo	alternativoj	prononco
level	bela lando kun malnovaj urboj kaj aliaj belaĵoj	ארץ יפהפייה עם ערים עתיקות ושאר יפות	a beautiful country with old cities and other beauties	grupo	alternativoj	prononco
level	ili estis feliĉaj	הם היו שמחים	they were happy	grupo	alternativoj	prononco
level	kie estas ~ ?	איפה ~?	where is ~ ?	grupo	alternativoj	prononco
level	kie estas mia vestaĵo?	איפה הבגדים שלי	where are my clothes	grupo	alternativoj	prononco
level	ŝi demandis ~	היא שאלה ~	she asked ~	grupo	alternativoj	prononco
level	ni ne forgesu kunporti ~	בואו לא נשכח להביא ~	let's not forget to bring ~	grupo	alternativoj	prononco
level	kunporti la libron	לקחת את הספר איתך	to take the book with you	grupo	alternativoj	prononco
level	libro por lerni Esperanton	ספר ללמוד אספרנטו	a book to learn Esperanto	grupo	alternativoj	prononco
level	kunporti libron por lerni	לשאת ספר כדי ללמוד	to carry a book to learn	grupo	alternativoj	prononco
level	ni povas komenci ~	אנחנו יכולים להתחיל ~	we can start ~	grupo	alternativoj	prononco
level	en la vagonaro	ברכבת	in the train	grupo	alternativoj	prononco
level	jam en la vagonaro	כבר ברכבת	already in the train	grupo	alternativoj	prononco
level	ni nenion faros	לא נעשה כלום	we won't do anything	grupo	alternativoj	prononco
level	per aŭto	במכונית	by car	grupo	alternativoj	prononco
level	ni veturos per ~	ניסע ליד ~	we will drive by ~	grupo	alternativoj	prononco
level	veturos per aŭto	ינהג במכונית	will drive a car	grupo	alternativoj	prononco
level	mi havas sekreton	יש לי סוד	I have a secret	grupo	alternativoj	prononco
level	mia riĉa onklo	דודי העשיר שלי	my rich uncle	grupo	alternativoj	prononco
level	mia deziro	המשאלה שלי	my wish	grupo	alternativoj	prononco
level	plenumis mian deziron	הגשים את משאלתי	fulfilled my wish	grupo	alternativoj	prononco
level	donis al ni	נתן לנו	gave us	grupo	alternativoj	prononco
level	sian aŭton	המכונית שלו	his car	grupo	alternativoj	prononco
level	kaj donis al ni sian aŭton	ונתן לנו את המכונית שלו	and gave us his car	grupo	alternativoj	prononco
level	por uzo	לשימוש	for use	grupo	alternativoj	prononco
level	ĝi staras antaŭ ~	זה עומד לפני ~	it stands before ~	grupo	alternativoj	prononco
level	staras antaŭ la domo	עומד מול הבית	stands in front of the house	grupo	alternativoj	prononco
level	mi devas diri ~	אני חייב לומר ~	I have to say ~	grupo	alternativoj	prononco
level	nenion diru	אל תגיד כלום	don't say anything	grupo	alternativoj	prononco
level	ni eksidu	בואו נשב	let's sit down	grupo	alternativoj	prononco
level	eksidu en la aŭton	היכנס לרכב	get in the car	grupo	alternativoj	prononco
level	veturi al ~	לנסוע אל ~	to drive to ~	grupo	alternativoj	prononco
level	kaj veturu al Italio	ולנסוע לאיטליה	and drive to Italy	grupo	alternativoj	prononco
level	sidis en la aŭto	ישב במכונית	sat in the car	grupo	alternativoj	prononco
level	ankaŭ la vestaĵoj	גם הבגדים	also the clothes	grupo	alternativoj	prononco
level	~ estis en la aŭto	~ היה במכונית	~ was in the car	grupo	alternativoj	prononco
level	ankoraŭ sidadis kaj atendis	עדיין ישב וחיכה	still sat and waited	grupo	alternativoj	prononco
level	sed li atendis	אבל הוא חיכה	but he waited	grupo	alternativoj	prononco
level	kial ni ne ~ ?	למה אנחנו לא ~ ?	why don't we ~ ?	grupo	alternativoj	prononco
level	kial ni ne ekveturas?	למה שלא נתחיל לנהוג?	why don't we start driving?	grupo	alternativoj	prononco
level	ankaŭ mi havas ~	גם לי יש ~	I have ~ too	grupo	alternativoj	prononco
level	veturigus la aŭton	ינהג במכונית	would drive the car	grupo	alternativoj	prononco
level	sed mi ne scias ~	אבל אני לא יודע ~	but I don't know ~	grupo	alternativoj	prononco
level	mi neniam lernis tion	אף פעם לא למדתי את זה	I never learned that	grupo	alternativoj	prononco
level	mi kredus ~	הייתי מאמין ~	I would believe ~	grupo	alternativoj	prononco
level	se mi estus sana	אם הייתי בריא	if I were healthy	grupo	alternativoj	prononco
level	mi estus tre feliĉa	אני אשמח מאוד	I would be very happy	grupo	alternativoj	prononco
level	kvazaŭ vi estus riĉulo	כאילו אתה עשיר	as if you were rich	grupo	alternativoj	prononco
level	vi sidas tie kvazaŭ vi estus riĉulo	אתה יושב שם כאילו היית איש עשיר	you sit there as if you were a rich man	grupo	alternativoj	prononco
level	kvazaŭa lernejo	בית ספר לכאורה	alleged school	grupo	alternativoj	prononco
level	kvazaŭ riĉulo	כמו איש עשיר	like a rich man	grupo	alternativoj	prononco
level	vi sidas tie kvazaŭ riĉulo	אתה יושב שם כמו איש עשיר	you sit there like a rich man	grupo	alternativoj	prononco
level	tiom da mono	כל כך הרבה כסף	so much money	grupo	alternativoj	prononco
level	tiom da mono kiom da ideoj	כמה כסף כמו רעיונות	as much money as ideas	grupo	alternativoj	prononco
level	se mi havus tiom da mono	אם היה לי כל כך הרבה כסף	if I had that much money	grupo	alternativoj	prononco
level	mi vojaĝadus	הייתי נוסע	I would travel	grupo	alternativoj	prononco
level	ĉirkaŭ la mondo	מסביב לעולם	around the world	grupo	alternativoj	prononco
level	en ĉiu vortaro	בכל מילון	in every dictionary	grupo	alternativoj	prononco
level	mankas io	משהו חסר	something is missing	grupo	alternativoj	prononco
level	mankas kelkaj vortoj	כמה מילים חסרות	some words are missing	grupo	alternativoj	prononco
level	homo, kiu longe parolis	אדם שדיבר ארוכות	a man who spoke at length	grupo	alternativoj	prononco
level	ĉe la manĝotablo	ליד שולחן האוכל	at the dining table	grupo	alternativoj	prononco
