C.de content.tsv
Level	Esperanto	de	en-us	Grupo	Alternativoj	Pronoco
level	Tunizio	Tunesien	Tunisia	grupo	alternativoj	prononco
level	sobra	nüchtern, enthaltsam, bieder	sober, abstemious, staid	grupo	alternativoj	prononco
level	Birmo	Myanmar	Myanmar	grupo	alternativoj	prononco
level	asekuri	versichern	to insure	grupo	alternativoj	prononco
level	fono	Hintergrund	background	grupo	alternativoj	prononco
level	Gvatemalo	Guatemala	Guatemala	grupo	alternativoj	prononco
level	pulvoro	Pulver	powder	grupo	alternativoj	prononco
level	velki	verwelken, verblassen	to wither, to fade	grupo	alternativoj	prononco
level	baterio	eine Batterie	a battery	grupo	alternativoj	prononco
level	Nikaragvo	Nicaragua	Nicaragua	grupo	alternativoj	prononco
level	faŭko	ein Kiefer, ein Schlund, ein Mund (eines Tunnels)	a jaws, a maw, a mouth (of a tunnel)	grupo	alternativoj	prononco
level	Kostariko	Costa Rica	Costa Rica	grupo	alternativoj	prononco
level	medalo	eine Medaille	a medal	grupo	alternativoj	prononco
level	Paragvajo	Paraguay	Paraguay	grupo	alternativoj	prononco
level	aligatoro	ein Alligator	an alligator	grupo	alternativoj	prononco
level	tempesto	ein Unwetter, ein Sturm	a tempest, a storm	grupo	alternativoj	prononco
level	kordo	eine Schnur, eine Schnur	a cord, a string	grupo	alternativoj	prononco
level	hipopotamo	ein Nilpferd, ein Nilpferd	a hippopotamus, a hippo	grupo	alternativoj	prononco
level	striki	streiken	to go on strike	grupo	alternativoj	prononco
level	monako (-aĥo)	ein monach	a monach	grupo	alternativoj	prononco
level	petrolo	Erdöl, Paraffinöl	petroleum, paraffin-oil	grupo	alternativoj	prononco
level	konfiti	konservieren (in Zucker), kandiert	to preserve (in sugar), candied	grupo	alternativoj	prononco
level	alineo	Absatzeinzug	paragraph indentation	grupo	alternativoj	prononco
level	motorbiciklo	ein Motorrad	a motorbicycle	grupo	alternativoj	prononco
level	organismo	ein Organismus	an organism	grupo	alternativoj	prononco
level	procedi	fortfahren	to proceed	grupo	alternativoj	prononco
level	ĉerizo	eine Kirsche	a cherry	grupo	alternativoj	prononco
level	ritmo	Rhythmus	rhythm	grupo	alternativoj	prononco
level	broŝuro	eine Broschüre, ein Flugblatt, eine Broschüre	a brochure, a leaflet, a pamphlet	grupo	alternativoj	prononco
level	orfejo	Ein Waisenhaus	an orphanage	grupo	alternativoj	prononco
level	ornamaĵo	eine Verzierung	an ornament	grupo	alternativoj	prononco
level	provizora	provisorisch, vorübergehend	provisional, temporary	grupo	alternativoj	prononco
level	kalkano	eine Ferse	a heel	grupo	alternativoj	prononco
level	apoteko	eine Apotheke, eine Drogerie	a pharmacy, a drugstore	grupo	alternativoj	prononco
level	jaguaro	ein Jaguar	a jaguar	grupo	alternativoj	prononco
level	persimono	eine Persimone	a persimon	grupo	alternativoj	prononco
level	pesilo	eine Waage, eine Waage	a balance, a scale	grupo	alternativoj	prononco
level	improvizi	zu improvisieren	to improvise	grupo	alternativoj	prononco
level	fosto	ein Pfosten, eine Stange, eine aufrechte Stütze	a post, a pole, an upright support	grupo	alternativoj	prononco
level	pico	eine Pizza	a pizza	grupo	alternativoj	prononco
level	sitelo	ein Eimer, ein Eimer	a bucket, a pail	grupo	alternativoj	prononco
level	parkere	auswendig, auswendig, auswendig	by heart, from memory, by rote	grupo	alternativoj	prononco
level	akurata	genau, pünktlich, präzise	accurate, punctual, precise	grupo	alternativoj	prononco
level	rito	Ritus	rite	grupo	alternativoj	prononco
level	nodo	ein Knoten, ein Knoten	a node, a knot	grupo	alternativoj	prononco
level	polpo (okpieda)	ein Oktopus	an octopus	grupo	alternativoj	prononco
level	degeli	schmelzen, auftauen	to melt, to thaw	grupo	alternativoj	prononco
level	pinĉi	zu kneifen	to pinch	grupo	alternativoj	prononco
level	paniko	eine Panik	a panic	grupo	alternativoj	prononco
level	piro	eine Birne (Frucht)	a pear (fruit)	grupo	alternativoj	prononco
level	trempi	eintauchen, einweichen, eintauchen	to dip, to soak, to immerse	grupo	alternativoj	prononco
level	pelto	ein Pelzmantel, Pelz, Fell, Pelzstück	a fur coat, fur, pelt, fur piece	grupo	alternativoj	prononco
level	preskribo (recepto)	ein Rezept, Rezept	a prescription, recipe	grupo	alternativoj	prononco
level	princino	eine Prinzessin	a princess	grupo	alternativoj	prononco
level	masto	ein Mast, eine Stange	a mast, a pole	grupo	alternativoj	prononco
level	kino	ein Kino	a cinema	grupo	alternativoj	prononco
level	bombono	ein Bonbon, eine Süßigkeit, eine Süßigkeit	a bon-bon, a candy, a sweet	grupo	alternativoj	prononco
level	funto	ein Pfund	a pound	grupo	alternativoj	prononco
level	ananaso	eine Ananas	a pine apple	grupo	alternativoj	prononco
level	tajloro	ein Schneider	a tailor	grupo	alternativoj	prononco
level	veterano	ein Veteran	a veteran	grupo	alternativoj	prononco
level	revolucio	Eine Revolution	a revolution	grupo	alternativoj	prononco
level	krusto	Kruste, Hülle, harte Außenhülle	crust, casing, hard outer covering	grupo	alternativoj	prononco
level	kompaso	ein Kompass	a compass	grupo	alternativoj	prononco
level	rizkampo	ein Reisfeld, ein Reisfeld	a rice field, a paddy field	grupo	alternativoj	prononco
level	katedralo	eine Kathedrale	a cathedral	grupo	alternativoj	prononco
level	roboto	ein Roboter	a robot	grupo	alternativoj	prononco
level	parfumo	ein Parfüm	a perfume	grupo	alternativoj	prononco
level	margarino	Margarine	margarine	grupo	alternativoj	prononco
level	ripo	eine Rippe (Knochen)	a rib (bone)	grupo	alternativoj	prononco
level	rulŝtuparo	eine Rolltreppe	an escalator	grupo	alternativoj	prononco
level	kostumo	Kostüm, Outfit, Kleidungsstil	costume, outfit, style of dress	grupo	alternativoj	prononco
level	pulmo	eine Lunge	a lung	grupo	alternativoj	prononco
level	infinitivo	Infinitiv	infinitive	grupo	alternativoj	prononco
level	segilo	eine Säge, Sägen	a saw, saws	grupo	alternativoj	prononco
level	prozo	eine Prosa	a prose	grupo	alternativoj	prononco
level	mekanismo	Gerät, ein Mechanismus	device, a mechanism	grupo	alternativoj	prononco
level	skanilo	ein Scanner	a scanner	grupo	alternativoj	prononco
level	benzino	Benzin, Benzin	gasoline, petrol	grupo	alternativoj	prononco
level	plumbo	Bleimetall)	lead (metal)	grupo	alternativoj	prononco
level	leki	lecken	to lick	grupo	alternativoj	prononco
level	akuzi	beschuldigen	to accuse	grupo	alternativoj	prononco
level	redakti	bearbeiten	to edit	grupo	alternativoj	prononco
level	ŝraŭbo	eine Schraube	a screw	grupo	alternativoj	prononco
level	komo	ein Komma	a comma	grupo	alternativoj	prononco
level	surdulo	ein Gehörloser	a deaf	grupo	alternativoj	prononco
level	konduktoro	ein Dirigent	a conductor	grupo	alternativoj	prononco
level	kreto	eine Kreide	a chalk	grupo	alternativoj	prononco
level	eklezio	eine Kirche (Organisation)	a church (organization)	grupo	alternativoj	prononco
level	protagonisto	ein Protagonist	a protagonist	grupo	alternativoj	prononco
level	Eŭropo	Europa	europe	grupo	alternativoj	prononco
level	tajfuno	ein Taifun	a typhoon	grupo	alternativoj	prononco
level	sentimentala	sentimental	sentimental	grupo	alternativoj	prononco
level	korko	ein Korken, ein Stopfen	a cork, a stopper	grupo	alternativoj	prononco
level	stampo	ein Stempel, ein Siegel, ein Zeichen	a stamp, a seal, a mark	grupo	alternativoj	prononco
level	olivo	eine Olive	an olive	grupo	alternativoj	prononco
level	kazino	ein Casino	a casino	grupo	alternativoj	prononco
level	terno	ein Niesen	a sneeze	grupo	alternativoj	prononco
level	barikado	eine Barrikade	a barricade	grupo	alternativoj	prononco
level	tertremo (sismo)	ein Erdbeben	an earthquake	grupo	alternativoj	prononco
level	telegramo	ein Telegramm	a telegram	grupo	alternativoj	prononco
level	prononci	aussprechen	to pronounce	grupo	alternativoj	prononco
level	tornado	ein Tornado	a tornado	grupo	alternativoj	prononco
level	objektiva	Zielsetzung	objective	grupo	alternativoj	prononco
level	drapo	ein Wolltuch, ein Tuch	a woolen cloth, a cloth	grupo	alternativoj	prononco
level	ungotondilo	eine Nagelschere	a nail-scissors	grupo	alternativoj	prononco
level	vakupurigilo	ein Staubsauger (=polvosuĉilo)	a vacuum cleaner (=polvosuĉilo)	grupo	alternativoj	prononco
level	perei	zugrunde gehen	to perish	grupo	alternativoj	prononco
level	afranki	im Voraus bezahlen (Porto), Briefmarken anbringen	to prepay (postage), to put on stamps	grupo	alternativoj	prononco
level	luli	einlullen, wiegen, rocken	to lull, to cradle, to rock	grupo	alternativoj	prononco
level	vakcino	ein Impfstoff	a vaccine	grupo	alternativoj	prononco
level	gorilo	ein Gorilla	a gorilla	grupo	alternativoj	prononco
level	vojaĝagentejo	ein Reisebüro	a travel agency	grupo	alternativoj	prononco
level	patrono	ein Gönner	a patron	grupo	alternativoj	prononco
level	abstini	sich enthalten	to abstain	grupo	alternativoj	prononco
level	bulvardo	ein Boulevard	a boulevard	grupo	alternativoj	prononco
level	portalo	ein Portal, ein Tor	a portal, a gateway	grupo	alternativoj	prononco
level	ŝarĝoaŭto	ein LKW	a truck	grupo	alternativoj	prononco
level	vito	eine Weinrebe, eine Rebe	a grapevine, a vine	grupo	alternativoj	prononco
level	teleskopo	ein Teleskop	a telescope	grupo	alternativoj	prononco
level	apliki	bewerben	to apply	grupo	alternativoj	prononco
level	cemento	Zement	cement	grupo	alternativoj	prononco
level	pedagogio	Pädagogik	pedagogy	grupo	alternativoj	prononco
level	albumo	ein Album	an album	grupo	alternativoj	prononco
level	aserti	behaupten, behaupten, bestätigen	to assert, to state, to affirm	grupo	alternativoj	prononco
level	akordi	zustimmen	to accord	grupo	alternativoj	prononco
level	fulgo	ein Ruß, ein Schmutz	a soot, a grime	grupo	alternativoj	prononco
level	adapti	anpassen, anpassen, anpassen, anpassen	to adapt, to adjust, to accommodate, to fit	grupo	alternativoj	prononco
level	liveri	liefern, bereitstellen, liefern	to furnish, to supply, to deliver	grupo	alternativoj	prononco
level	argumento	ein Argument	an argument	grupo	alternativoj	prononco
level	frizi	kräuseln, kräuseln	to curl, to frizz	grupo	alternativoj	prononco
level	deficito	ein Defizit	a deficit	grupo	alternativoj	prononco
level	blato	eine Kakerlake, ein Chip	a cockroach, a chip	grupo	alternativoj	prononco
level	recepto	ein Rezept, ein Rezept	a recipe, a prescription	grupo	alternativoj	prononco
level	kitelo	ein Kittel, ein Kittel, ein Overall, eine Garbadine	a smock, a frock, an overalls, a garbadine	grupo	alternativoj	prononco
level	ciklono	ein Zyklon	a cyclone	grupo	alternativoj	prononco
level	reformi	reformieren	to reform	grupo	alternativoj	prononco
level	pulvo	Pulver, Schießpulver	powder, gunpowder	grupo	alternativoj	prononco
level	ŝpruci	spritzen, sprudeln, herausspritzen	to spurt, to gush, to spurt out	grupo	alternativoj	prononco
level	kukolo	ein Kuckuck	a cuckoo	grupo	alternativoj	prononco
level	ŝanceli	zittern, schwanken	to shake, to totter	grupo	alternativoj	prononco
level	rekordo	ein Rekord (Sport)	a record (sport)	grupo	alternativoj	prononco
level	florpetalo	ein Blütenblatt	a flower petal	grupo	alternativoj	prononco
level	kosmo	Kosmos, (Welt-)Raum, Universum	cosmos, (outer) space, universe	grupo	alternativoj	prononco
level	ĉeko	ein Scheck, ein Scheck	a checque, a check	grupo	alternativoj	prononco
level	konsumi	verbrauchen, verbrauchen	to consume, to use up	grupo	alternativoj	prononco
level	lameno	eine Schicht, eine Platte, eine Schicht	a lamina, a plate, a layer	grupo	alternativoj	prononco
level	erotika	erotisch	erotic	grupo	alternativoj	prononco
level	peniko	ein Pinsel (Kunst)	a brush (art)	grupo	alternativoj	prononco
level	spuro	eine Spur, eine Spur, eine Spur	a track, a trail, a trace	grupo	alternativoj	prononco
level	rigida	starr, steif	rigid, stiff	grupo	alternativoj	prononco
level	pleto	ein Tablett	a tray	grupo	alternativoj	prononco
level	ignori	ignorieren	to ignore	grupo	alternativoj	prononco
level	Volapuko (Volapǖko)	Volapuk	Volapuk	grupo	alternativoj	prononco
level	frazo	ein Satz	a sentence	grupo	alternativoj	prononco
level	bruto	ein Tier, ein Nutztier, ein Biest	a brute, a farm animal, a beast	grupo	alternativoj	prononco
level	gladi	Kleider bügeln)	to iron (clothes)	grupo	alternativoj	prononco
level	kalsono	eine Unterwäsche, Unterhosen, Shorts	an underwear, underpants, shorts	grupo	alternativoj	prononco
level	aktoro	ein Schauspieler	an actor	grupo	alternativoj	prononco
level	valida	gültig	valid	grupo	alternativoj	prononco
level	ruso	ein Russe	a Russian	grupo	alternativoj	prononco
level	glita	gleitend, rutschig	gliding, slippery	grupo	alternativoj	prononco
level	fantazio	eine Fantasie	a fantasy	grupo	alternativoj	prononco
level	ŝargi	laden, aufladen	to load, to charge	grupo	alternativoj	prononco
level	saŭco	eine Soße, eine Soße	a sauce, a gravy	grupo	alternativoj	prononco
level	verto	eine Krone, oben auf dem Kopf	a crown, top of the head	grupo	alternativoj	prononco
level	enketi	eine Anfrage stellen, eine Umfrage durchführen, eine Untersuchung durchführen	to make an inquiry, to survey, to investigate	grupo	alternativoj	prononco
level	ateisto	ein Atheist	an atheist	grupo	alternativoj	prononco
level	insigno	ein Abzeichen	a badge	grupo	alternativoj	prononco
level	trudi	aufzwingen, erzwingen	to impose, to force	grupo	alternativoj	prononco
level	skemo	ein Schema	a scheme	grupo	alternativoj	prononco
level	kalva	kahl, nackt, kühn, hörlos	bald, bare, bold-headed, hearless	grupo	alternativoj	prononco
level	germano	ein Deutscher	a German	grupo	alternativoj	prononco
level	orto	ein rechter Winkel	a right angle	grupo	alternativoj	prononco
level	avizo	eine Warnung, ein Hinweis	a warning, a notice	grupo	alternativoj	prononco
level	fronto	Vorderseite, Fassade	front, frontage	grupo	alternativoj	prononco
level	lernolibro	ein Lehrbuch	a textbook	grupo	alternativoj	prononco
level	glavo	ein Schwert	a sword	grupo	alternativoj	prononco
level	konservativa	konservativ	conservative	grupo	alternativoj	prononco
level	Usono	USA	USA	grupo	alternativoj	prononco
level	ankro	ein Anker	an anchor	grupo	alternativoj	prononco
level	analizo	eine Analyse	an analysis	grupo	alternativoj	prononco
level	flustri	Flüstern	to whisper	grupo	alternativoj	prononco
level	asigno	Abtretung	assignment	grupo	alternativoj	prononco
level	konservatorio	ein Konservatorium (Musikschule)	a conservatory (music school)	grupo	alternativoj	prononco
level	aŭtoro	ein Autor	an author	grupo	alternativoj	prononco
level	poligloto	ein Polyglott	a polyglot	grupo	alternativoj	prononco
level	absoluta	absolut	absolute	grupo	alternativoj	prononco
level	lukti	ringen, kämpfen	to wrestle, to struggle	grupo	alternativoj	prononco
level	inciti	anregen, aufrütteln, begünstigen, provozieren	to incite, to stir, to abet, to provoke	grupo	alternativoj	prononco
level	prezervi	konservieren	to preserve	grupo	alternativoj	prononco
level	mencii	zu erwähnen	to mention	grupo	alternativoj	prononco
level	anglo	ein Engländer	an Englishman	grupo	alternativoj	prononco
level	Bulonjo	Boulogne (Stadt)	Boulogne (city)	grupo	alternativoj	prononco
level	interesa	interessant	interesting	grupo	alternativoj	prononco
level	interese	interessant	interestingly	grupo	alternativoj	prononco
level	meĥanismo	ein Mechanismus	a mechanism	grupo	alternativoj	prononco
level	hazardo	ein Unfall, eine Chance	an accident, a chance	grupo	alternativoj	prononco
level	neologismo	Neologismus	neologism	grupo	alternativoj	prononco
level	Grekio (Greklando)	Griechenland	Greece	grupo	alternativoj	prononco
level	Araba	Arabisch	Arabic	grupo	alternativoj	prononco
level	palpi	fühlen, tasten	to feel, to grope	grupo	alternativoj	prononco
level	sinjorino	eine Dame, eine Dame	a lady, a madam	grupo	alternativoj	prononco
level	neŭtra	neutral (=neŭtrala)	neutral (=neŭtrala)	grupo	alternativoj	prononco
level	Afriko	Afrika	Africa	grupo	alternativoj	prononco
level	korvo	eine Krähe, ein Rabe	a crow, a raven	grupo	alternativoj	prononco
level	Ameriko	Amerika, Amerika	America, the Americas	grupo	alternativoj	prononco
level	ezoko	ein Hecht (in einem See), ein Jack	a pike (in a lake), a jack	grupo	alternativoj	prononco
level	sago	ein Pfeil, eine Sagitta	a arrow, a sagitta	grupo	alternativoj	prononco
level	ĉino	ein Chinese	a Chinese	grupo	alternativoj	prononco
level	sendube	ohne Zweifel, zweifellos	with no doubt, undoubtedly	grupo	alternativoj	prononco
level	Azio	Asien	Asia	grupo	alternativoj	prononco
level	senkonfide	ohne Vertrauen, ohne Zuversicht	without trusting, without confidence	grupo	alternativoj	prononco
level	ekposedi	besitzen	to possess	grupo	alternativoj	prononco
level	senfare	ohne es zu tun	without doing	grupo	alternativoj	prononco
level	amara	bitter	bitter	grupo	alternativoj	prononco
level	ministro	ein Minister	a minister	grupo	alternativoj	prononco
level	parlamento	Parlament, ein Parlament	parliament, a parliament	grupo	alternativoj	prononco
level	Berlino	Berlin	Berlin	grupo	alternativoj	prononco
level	unuafoje	zum ersten Mal	for the first time	grupo	alternativoj	prononco
level	asimili	Sich anpassen	to assimilate	grupo	alternativoj	prononco
level	preskribi	vorschreiben, festlegen	to prescribe, to stipulate	grupo	alternativoj	prononco
level	belgo	ein Belgier	a Belgian	grupo	alternativoj	prononco
level	koncepto	ein Konzept	a concept	grupo	alternativoj	prononco
level	jubileo	ein Jubiläum	a jubilee	grupo	alternativoj	prononco
level	Brazilo	Brasilien	Brazil	grupo	alternativoj	prononco
level	sociala	Sozial	social	grupo	alternativoj	prononco
level	perlo	eine Perle	a pearl	grupo	alternativoj	prononco
level	kvarfoje	vier Mal	four times	grupo	alternativoj	prononco
level	aresti	verhaften	to arrest	grupo	alternativoj	prononco
level	Alpoj	Alpen	Alps	grupo	alternativoj	prononco
level	eliri	gehen, hinausgehen, hinausgehen	to leave, to go out, to exit	grupo	alternativoj	prononco
level	enveni	hereinkommen, eintreten	to come in, to enter	grupo	alternativoj	prononco
level	hodiaŭa	von heute, Gegenwart, Gegenwart	of today, present-day, present	grupo	alternativoj	prononco
level	balo	ein Ball, ein Tanz	a ball, a dance	grupo	alternativoj	prononco
level	plasto	ein Kunststoff	a plastic	grupo	alternativoj	prononco
level	fakultato	Fakultät, eine Fakultät	faculty, a faculty	grupo	alternativoj	prononco
level	forĵeti	wegwerfen, wegwerfen	to throw away, to discard	grupo	alternativoj	prononco
level	japano	ein Japaner	a Japanese person	grupo	alternativoj	prononco
level	forlasi	gehen, aufgeben, vernachlässigen, aufgeben	to leave, to abandon, to neglect, to quit	grupo	alternativoj	prononco
level	civito	Bürgerschaft, Gemeinwesen, Stadtstaat	citizenry, polity, city state	grupo	alternativoj	prononco
level	foresto	Abwesenheit	absence	grupo	alternativoj	prononco
level	sekura	sicher, sicher	secure, safe	grupo	alternativoj	prononco
level	Anglio	England	England	grupo	alternativoj	prononco
level	Britio	Großbritannien	United Kingdom	grupo	alternativoj	prononco
level	brita	britisch	British	grupo	alternativoj	prononco
level	Aŭstrio	Österreich	Austria	grupo	alternativoj	prononco
level	mallonga	kurz, kurz	short, brief	grupo	alternativoj	prononco
level	delegacio	Delegation, eine Delegation	delegation, a delegation	grupo	alternativoj	prononco
level	biblio	Bibel	Bible	grupo	alternativoj	prononco
level	magio	eine Magie	a magic	grupo	alternativoj	prononco
level	provinco	eine Provinz	a province	grupo	alternativoj	prononco
level	sonori	klingeln, klirren	to ring, to clang	grupo	alternativoj	prononco
level	milito	ein Krieg	a war	grupo	alternativoj	prononco
level	lado	Blech, Zinn, Weißblech	sheet metal, tin, tin plate	grupo	alternativoj	prononco
level	kelnerino	eine Kellnerin, eine Bardame	a waitress, a barmid	grupo	alternativoj	prononco
level	aludi	anspielen, andeuten	to allude, to hint	grupo	alternativoj	prononco
level	okazo	ein Anlass, ein Ereignis, ein Fall, ein Ereignis	an occasion, a happening, a case, an event	grupo	alternativoj	prononco
level	Italio	Italien	Italy	grupo	alternativoj	prononco
level	he!	äh! Hey!	eh! hey!	grupo	alternativoj	prononco
level	disponi	zur Verfügung haben	to have at one's disposal	grupo	alternativoj	prononco
level	indonezio	Indonesien	Indonesia	grupo	alternativoj	prononco
level	duŝi	Duschen	to shower	grupo	alternativoj	prononco
level	cenzuro	eine Zensur, Zensur	a censorship, censor	grupo	alternativoj	prononco
level	Hindio	Indien (=Barato)	India (=Barato)	grupo	alternativoj	prononco
level	baloti	abstimmen	to vote	grupo	alternativoj	prononco
level	noktomezo	eine Mitternacht	a midnight	grupo	alternativoj	prononco
level	travojaĝi	durch ~ touren	to tour through ~	grupo	alternativoj	prononco
level	tranokti	eine Nacht verbringen, eine Nacht verbringen	to pass a night through, to spend a night	grupo	alternativoj	prononco
level	matematiko	Mathematik	mathematics	grupo	alternativoj	prononco
level	revolucii	revolutionieren	to revolutionize	grupo	alternativoj	prononco
level	tralegi	durchlesen, durchblättern	to read through, to browse	grupo	alternativoj	prononco
level	kamelio	eine Kamelie	a camellia	grupo	alternativoj	prononco
level	Germanio	Deutschland	Germany	grupo	alternativoj	prononco
level	traleginte	nach dem Durchlesen	after reading through	grupo	alternativoj	prononco
level	ĉinio	China	China	grupo	alternativoj	prononco
level	viktimo	ein Opfer	a victim	grupo	alternativoj	prononco
level	ĉina	Chinesisch	Chinese	grupo	alternativoj	prononco
level	alkutimiĝi	sich daran gewöhnen, sich eine Gewohnheit aneignen	to become accustomed to, to get a habbit	grupo	alternativoj	prononco
level	naskiĝi	geboren werden	to be born	grupo	alternativoj	prononco
level	aŭditorio	ein Auditorium	an auditorium	grupo	alternativoj	prononco
level	gramatiko	Grammatik	grammar	grupo	alternativoj	prononco
level	planedo	ein Planet	a planet	grupo	alternativoj	prononco
level	evento	ein Ereignis	an event	grupo	alternativoj	prononco
level	glori	verherrlichen, loben, loben	to glorify, to laud, to praise	grupo	alternativoj	prononco
level	festo	ein Fest, eine Party, ein Festival	a feast, a party, a festival	grupo	alternativoj	prononco
level	ĉeĥoslovakio	Tschechoslowakei	Czechoslovakia	grupo	alternativoj	prononco
level	fonografo	ein Zylinderphonograph	a cylinder phonograph	grupo	alternativoj	prononco
level	grumbli	meckern, knurren	to grumble, to growl	grupo	alternativoj	prononco
level	furioza	wütend, wütend	furious, raging	grupo	alternativoj	prononco
level	naskiĝfesto	eine Geburtstagsfeier	a birthday party	grupo	alternativoj	prononco
level	temi	sich auf das Thema beziehen, sich damit befassen, sich damit befassen	to refer to, the theme is, to deal with, to be about	grupo	alternativoj	prononco
level	roso	ein Tau	a dew	grupo	alternativoj	prononco
level	Francio	Frankreich	France	grupo	alternativoj	prononco
level	guti	fallen lassen, tropfen	to drop, to drip	grupo	alternativoj	prononco
level	Kolumbo	Kolumbus	Columbus	grupo	alternativoj	prononco
level	kotleto	Schnitzel, ein Schnitzel, hacken	cutlet, a cutlet, chop	grupo	alternativoj	prononco
level	avokado	eine Avocado (Frucht)	an avocado (fruit)	grupo	alternativoj	prononco
level	individuo	ein Individuum	an individual	grupo	alternativoj	prononco
level	pagodo	eine Pagode	a pagoda	grupo	alternativoj	prononco
level	Kolombio	Kolumbien	Colombia	grupo	alternativoj	prononco
level	cerealo	Getreide	cereal	grupo	alternativoj	prononco
level	gesinjoroj	meine Damen und Herren	ladies and gentlemen	grupo	alternativoj	prononco
level	fenomeno	ein Phänomen	a phenomenon	grupo	alternativoj	prononco
level	palpebro	ein Augenlid	an eyelid	grupo	alternativoj	prononco
level	ŝako	Schach	chess	grupo	alternativoj	prononco
level	televidkanalo	ein Fernsehsender	a TV channel	grupo	alternativoj	prononco
level	ruino	eine Ruine	a ruin	grupo	alternativoj	prononco
level	paliso	ein Pfosten, ein Bier, ein Pfahl	a post, a ale, a stake	grupo	alternativoj	prononco
level	elemento	ein Element	an element	grupo	alternativoj	prononco
level	absurda	absurd	absurd	grupo	alternativoj	prononco
level	kaverno	eine Höhle, eine Höhle	a cavern, a cave	grupo	alternativoj	prononco
level	Portugalio	Portugal	Portugal	grupo	alternativoj	prononco
level	portugalo	ein Portugiese	a Portuguese	grupo	alternativoj	prononco
level	teritorio	ein Territorium	a territory	grupo	alternativoj	prononco
level	Polio	Polio	polio	grupo	alternativoj	prononco
level	d-ro	DR.	Dr.	grupo	alternativoj	prononco
level	stipendio	ein Stipendium, ein Stipendium, ein Stipendium	a stipend, a bursary, a scholarship	grupo	alternativoj	prononco
level	impeti	ungestüm sein, getrieben sein, rennen	to be impetuous, to be impelled, to dash	grupo	alternativoj	prononco
level	pola	Polieren	Polish	grupo	alternativoj	prononco
level	kompliki	komplizieren	to complicate	grupo	alternativoj	prononco
level	franca	Französisch	French	grupo	alternativoj	prononco
level	konkurso	ein Wettbewerb, Wettbewerb	a contest, competition	grupo	alternativoj	prononco
level	grinci	quietschen, knarren, knirschen, reiben	to squeak, to creak, to gnash, to grate	grupo	alternativoj	prononco
level	Finnlando	Finnland	Finland	grupo	alternativoj	prononco
level	prof-o	Prof.	Prof.	grupo	alternativoj	prononco
level	profeto	ein Prophet	a prophet	grupo	alternativoj	prononco
level	originalo	ein Original	an original	grupo	alternativoj	prononco
level	tragika	tragisch	tragic	grupo	alternativoj	prononco
level	Koreio	Korea	Korea	grupo	alternativoj	prononco
level	ne ~ sed ~	nicht ~ aber ~	not ~ but ~	grupo	alternativoj	prononco
level	koree	in Koreanisch	in Korean	grupo	alternativoj	prononco
level	korea	Koreanisch	Korean	grupo	alternativoj	prononco
level	nek ~ nek ~	weder ~ noch ~	neither ~ nor ~	grupo	alternativoj	prononco
level	ateismo	Atheismus	atheism	grupo	alternativoj	prononco
level	ne nur ~ sed ankaŭ ~	nicht nur ~, sondern auch ~	not only ~ but also ~	grupo	alternativoj	prononco
level	koreo	ein Koreaner	a Korean	grupo	alternativoj	prononco
level	Hungario	Ungarn	Hungary	grupo	alternativoj	prononco
level	piloto	ein Pilot	a pilot	grupo	alternativoj	prononco
level	aŭ ~ aŭ ~	entweder ~ oder ~	either ~ or ~	grupo	alternativoj	prononco
level	Hago	Den Haag	The Hague	grupo	alternativoj	prononco
level	situo	ein Standort, ein Ort	a site, a location	grupo	alternativoj	prononco
level	por ke ~	so dass ~	so that ~	grupo	alternativoj	prononco
level	interpreti	interpretieren	to interpret	grupo	alternativoj	prononco
level	kaŭzi	verursachen, Anlass geben	to cause, to give rise to	grupo	alternativoj	prononco
level	centralizi	zentralisieren	to centralize	grupo	alternativoj	prononco
level	mastrumi	verwalten, (ein Haus) behalten	to manage, to keep (a house)	grupo	alternativoj	prononco
level	substanco	eine Substanz, Materie	a substance, matter	grupo	alternativoj	prononco
level	pasporta servo	ein Passdienst (Esperanto CouchSerfing)	a passport service (Esperanto CouchSerfing)	grupo	alternativoj	prononco
level	aŭstro	ein Österreicher	an Austrian	grupo	alternativoj	prononco
level	Amazono	Amazonas	Amazon	grupo	alternativoj	prononco
level	pioĉo	eine Hacke, eine Spitzhacke	a mattock, a pickaxe	grupo	alternativoj	prononco
level	lenso	eine Linse	a lens	grupo	alternativoj	prononco
level	generacio	eine Generation	a generation	grupo	alternativoj	prononco
level	falĉi	mähen, schneiden, mähen	to mow, to cut, to scythe	grupo	alternativoj	prononco
level	efektive	Eigentlich tatsächlich	actually, in fact	grupo	alternativoj	prononco
level	portisto	ein Portier	a porter	grupo	alternativoj	prononco
level	dogano	Zoll	customs	grupo	alternativoj	prononco
level	raketo	eine Leuchtrakete, eine Rakete	a flare, a rocket	grupo	alternativoj	prononco
level	eksportisto	ein Exporteur	an exporter	grupo	alternativoj	prononco
level	garaĝo	eine Garage (=aŭtejo)	a garage (=aŭtejo)	grupo	alternativoj	prononco
level	indiki	um anzuzeigen	to indicate	grupo	alternativoj	prononco
level	Bjalistoko	Bialystok	Bialystok	grupo	alternativoj	prononco
level	importisto	ein Importeur	an importer	grupo	alternativoj	prononco
level	vipo	eine Peitsche	a whip	grupo	alternativoj	prononco
level	kanalo	ein Kanal, ein Kanal	a canal, a channel	grupo	alternativoj	prononco
