A.no content.tsv
Level	Esperanto	no	en-us	Grupo	Alternativoj	Pronoco
level	estis antaŭ lernejo	var foran en skole	was in front of a school	grupo	alternativoj	prononco
level	baldaŭ	snart	soon	grupo	alternativoj	prononco
level	li estis antaŭ ~	han var foran ~	he was in front of ~	grupo	alternativoj	prononco
level	iri kaj eniri	å gå og gå inn	to go and to enter	grupo	alternativoj	prononco
level	li volis eniri	han ville inn	he wanted to enter	grupo	alternativoj	prononco
level	eniri la lernejon	å komme inn på skolen	to enter into the school	grupo	alternativoj	prononco
level	sed tamen	Men uansett	but however	grupo	alternativoj	prononco
level	sed li ne povis	men han kunne ikke	but he couldn't	grupo	alternativoj	prononco
level	fermi kaj fermita	å lukke og lukke	to close and closed	grupo	alternativoj	prononco
level	ĝi estis fermita	den var stengt	it was closed	grupo	alternativoj	prononco
level	nek ~ nek ~	verken ~ eller ~	neither ~ nor ~	grupo	alternativoj	prononco
level	nek instruisto nek gelernantoj	verken lærer eller mannlige og kvinnelige elever	neither a teacher nor male-and-female students	grupo	alternativoj	prononco
level	vidis nek instruiston nek gelernantojn	så verken lærer eller elever	saw neither a teacher nor students	grupo	alternativoj	prononco
level	sidi, eksidi	å sitte, å bli sittende	to sit, to get sitted	grupo	alternativoj	prononco
level	eksidis	satte seg (hadde sittet)	got seated (had seated)	grupo	alternativoj	prononco
level	li eksidis	han satte seg	he got seated	grupo	alternativoj	prononco
level	kaj pensis	og tenkte	and thought	grupo	alternativoj	prononco
level	kio okazis?	hva skjedde?	what did happen?	grupo	alternativoj	prononco
level	diable	til det forferdelige (som en djevel)	to the awful (like a devil)	grupo	alternativoj	prononco
level	damne	dempe den	dam it	grupo	alternativoj	prononco
level	memoras	husker	remembers	grupo	alternativoj	prononco
level	nun mi memoras	nå husker jeg	now I remember	grupo	alternativoj	prononco
level	dimanĉo	søndag	Sunday	grupo	alternativoj	prononco
level	hodiaŭ estas ~	i dag er ~	today is ~	grupo	alternativoj	prononco
level	hodiaŭ estas dimanĉo	idag er det søndag	today is Sunday	grupo	alternativoj	prononco
level	dormi kaj ekdormi	å sove og å sovne	to sleep and to get into sleep	grupo	alternativoj	prononco
level	suno kaj luno	en sol og en måne	a sun and a moon	grupo	alternativoj	prononco
level	subita kaj subite	plutselig og plutselig	sudden and suddenly	grupo	alternativoj	prononco
level	ek!	av! (å starte)	off! (to start)	grupo	alternativoj	prononco
level	salti kaj eksaltis	å hoppe og hoppet	to jump and jumped 	grupo	alternativoj	prononco
level	ĉiam frua	alltid tidlig	always early	grupo	alternativoj	prononco
level	hodiaŭ metis kaj kuris	i dag satt og løp	today put and ran	grupo	alternativoj	prononco
level	aĵo, ne aĝo	en ting ikke alder	a thing not age	grupo	alternativoj	prononco
level	kuris laŭ homoj saĝaj	løp langs kloke mennesker	ran along wise people	grupo	alternativoj	prononco
level	laŭeble baldaŭ	så fort som mulig	soon as possible	grupo	alternativoj	prononco
level	kia knabo, kia knabino	for en gutt, for en jente	what a boy, what a girl	grupo	alternativoj	prononco
level	nek pensita nek memorita	verken tenkt eller utenat	neither thought nor memorized	grupo	alternativoj	prononco
level	diablo atendis akvon dimanĉe	en djevel ventet på vann på søndag	a devil waited for water on Sunday	grupo	alternativoj	prononco
level	tiom malgranda momento	et så lite øyeblikk	such a small moment	grupo	alternativoj	prononco
level	eĉ tiom malgranda momento valoras	selv et så lite øyeblikk er verdt	even such a small moment is worthwhile	grupo	alternativoj	prononco
level	kriis for ĝis nokto	gråt bort til natten	cried away until night	grupo	alternativoj	prononco
level	lasis la poŝton de la mano	legg postposten fra hånden	put away the mailpost from the hand	grupo	alternativoj	prononco
level	ridis mem lasante la poŝton	lo av seg selv og la fra seg postposten	laughed by oneself, putting away the mailpost	grupo	alternativoj	prononco
level	nek li nek ŝi ridis	verken han eller hun lo	neither he nor she laughed	grupo	alternativoj	prononco
level	ŝi nek ridis nek respondis	hun verken lo eller svarte	she neither laughed nor answered	grupo	alternativoj	prononco
level	li nek sidas nek rigardas	han verken sitter eller ser på	he neither sits nor watches	grupo	alternativoj	prononco
level	neniam mi vidis	jeg har aldri sett	I have never seen	grupo	alternativoj	prononco
level	mi neniam diros al iu	Jeg vil aldri fortelle det til noen	I will never tell anyone	grupo	alternativoj	prononco
level	diru al neniu	fortell ingen	tell no one	grupo	alternativoj	prononco
level	mi neniam diros	Jeg vil aldri si	I will never say	grupo	alternativoj	prononco
level	mem	til seg selv (av seg selv)	to oneself (by oneself)	grupo	alternativoj	prononco
level	mi mem faris	jeg gjorde det selv	I did it myself	grupo	alternativoj	prononco
level	faris tion	gjorde det (gjorde det)	did it (made it)	grupo	alternativoj	prononco
level	mem faris tion	gjorde det selv (laget det selv)	did it oneself (made it oneself)	grupo	alternativoj	prononco
level	ĝis la revido, ĝis revido	sees (igjen), sees (igjen)	see you (again), see you (again)	grupo	alternativoj	prononco
level	ĝis!	før! (ha det!)	until! (goodbye!)	grupo	alternativoj	prononco
level	ekparoli	å begynne å snakke	to start talking	grupo	alternativoj	prononco
level	ekparolis, komencis paroli finfine	begynte å si, begynte til slutt å snakke	started saying, began to speak at last	grupo	alternativoj	prononco
level	trinkis rapidege	drakk veldig fort	drank very fast	grupo	alternativoj	prononco
level	trinkis matenan trinkaĵon	tok en morgendrink	had a morning drink	grupo	alternativoj	prononco
level	por frue veni	å komme tidlig	to come early	grupo	alternativoj	prononco
level	veni al la lernejo	å komme til skolen	to come to school	grupo	alternativoj	prononco
level	frue veni al ~	å komme tidlig til ~	to come early to ~	grupo	alternativoj	prononco
level	ne aŭdis novaĵon	hørte ikke nyheter	didn't hear news	grupo	alternativoj	prononco
level	ankoraŭ ne aŭdis	ikke hørt ennå	didn't hear yet	grupo	alternativoj	prononco
level	mi ankoraŭ ne aŭdis	Jeg har ikke hørt ennå	I didn't hear yet	grupo	alternativoj	prononco
level	en tiu momento	i det øyeblikket	in that moment	grupo	alternativoj	prononco
level	en tiu momento li ekkriis	i det øyeblikket gråt han	in that moment he cried	grupo	alternativoj	prononco
level	knabo, kiu ne amas	en gutt, som ikke elsker	a boy, who does not love	grupo	alternativoj	prononco
level	geknaboj	gutter og jenter	boys and girls	grupo	alternativoj	prononco
level	aliaj geknaboj	andre gutter og jenter	other boys and girls	grupo	alternativoj	prononco
level	ne amas aliajn geknabojn	elsker ikke andre gutter og jenter	does not love other boys and girls	grupo	alternativoj	prononco
level	nek amikojn, nek amikinojn	verken venner eller jentevenner	neither friends nor girl friends	grupo	alternativoj	prononco
level	havas nek monon, nek tempon	har verken penger eller tid	does not have neither money nor time	grupo	alternativoj	prononco
level	kiu havis la libron?	hvem hadde boka?	who had the book?	grupo	alternativoj	prononco
level	la libron, kiun vi atendis	boken du ventet på	the book which you waited	grupo	alternativoj	prononco
level	tiun, kiun vi atendis pli ol du jarojn	det, som du ventet i mer enn 2 år	that, which you waited for more than 2 years	grupo	alternativoj	prononco
level	ĉu vi volas tion?	vil du det?	do you want that?	grupo	alternativoj	prononco
level	ĉu vi volas, ke ~ ?	vil du ha det ~?	do you want that ~ ?	grupo	alternativoj	prononco
level	plej kara	kjæreste	dearest	grupo	alternativoj	prononco
level	plej kara foto	kjæreste bilde	dearest photo	grupo	alternativoj	prononco
level	mian plej karan foton	mitt kjæreste bilde	my dearest photo	grupo	alternativoj	prononco
level	kie vi aĉetis ~ ?	hvor kjøpte du ~ ?	where did you buy ~ ?	grupo	alternativoj	prononco
level	tiu vestaĵo	det klærne	that clothing	grupo	alternativoj	prononco
level	tiun vestaĵon	det klærne (objektiv)	that clothing (objective)	grupo	alternativoj	prononco
level	aĉetis tiun vestaĵon	kjøpte det antrekket	bought that outfit	grupo	alternativoj	prononco
level	vi iros tien	du skal dit	you will go there	grupo	alternativoj	prononco
level	kien vi iros?	hvor skal du?	where are you going to?	grupo	alternativoj	prononco
level	suna tago	solfylt dag	sunny day	grupo	alternativoj	prononco
level	estos suna tago	det blir en solrik dag	it will be a sunny day	grupo	alternativoj	prononco
level	se estos suna tago	hvis det blir en solskinnsdag	if it will be a sunny day	grupo	alternativoj	prononco
level	via frato jam ekiris	broren din har allerede begynt	your brother has already started	grupo	alternativoj	prononco
level	ĉu via frato jam ekiris?	har broren din begynt enda?	has your brother started yet?	grupo	alternativoj	prononco
level	kie estas la akvo?	hvor er vannet	where is the water	grupo	alternativoj	prononco
level	kunporti la akvon	å ta med vannet	to bring the water	grupo	alternativoj	prononco
level	vi mem kunportis	du selv tok med	you yourself brought	grupo	alternativoj	prononco
level	la akvon, kion vi mem kunportis	vannet, som du selv kom med	the water, that you yourself brought	grupo	alternativoj	prononco
level	estis tre trankvila	var veldig stille	was very quiet	grupo	alternativoj	prononco
level	hodiaŭ mia patrino estis ~	i dag var min mor ~	today my mother was ~	grupo	alternativoj	prononco
level	mi venis el ~	Jeg kom fra ~	I came from ~	grupo	alternativoj	prononco
level	el la lernejo	ut av skolen	out of the school	grupo	alternativoj	prononco
level	raportis al ~	rapportert til ~	reported to ~	grupo	alternativoj	prononco
level	kaj raportis al ŝi	og rapporterte til henne	and reported to her	grupo	alternativoj	prononco
level	raportis, ke ~	rapporterte at ~	reported that ~	grupo	alternativoj	prononco
level	raportis, ke mi ricevos	rapportert at jeg vil motta	reported that I will receive	grupo	alternativoj	prononco
level	mi ricevos malbonan noton	Jeg får dårlig karakter	I will get a bad grade	grupo	alternativoj	prononco
level	ŝi diris, ke ~	hun sa at ~	she said that ~	grupo	alternativoj	prononco
level	vi devas laborigi ~	du må få ~ til å fungere	you have to make ~ work	grupo	alternativoj	prononco
level	pli multe	mer	more	grupo	alternativoj	prononco
level	pli multe laborigi	å gjøre jobben mer	to make work more	grupo	alternativoj	prononco
level	laborigi vian kapon	å få hodet til å fungere	to make your head work	grupo	alternativoj	prononco
level	kiom da malbonaj notoj	hvor mange dårlige karakterer	how many bad grades	grupo	alternativoj	prononco
level	vi havas tiom da malbonaj notoj	du har så mange dårlige karakterer	you have so many bad grades	grupo	alternativoj	prononco
level	estis malĝoja	var trist	was sad	grupo	alternativoj	prononco
level	en vian ĉambron	inn på rommet ditt	into your room	grupo	alternativoj	prononco
level	iru en vian ĉambron	gå inn på rommet ditt	go into your room	grupo	alternativoj	prononco
level	iru kaj lernu	gå og lær	go and learn	grupo	alternativoj	prononco
level	mi sidis	Jeg satt	I sat	grupo	alternativoj	prononco
level	en mia ĉambro	på rommet mitt	in my room	grupo	alternativoj	prononco
level	sidis en mia ĉambro	satt på rommet mitt	sat in my room	grupo	alternativoj	prononco
level	nek lerni nek legi	verken lære eller lese	neither learn nor read	grupo	alternativoj	prononco
level	sed mi povis nek lerni nek legi	men jeg kunne verken lære eller lese	but I could neither learn nor read	grupo	alternativoj	prononco
level	miaj pensoj	mine tanker	my thoughts	grupo	alternativoj	prononco
level	ĉe ludo	på et spill	at a game	grupo	alternativoj	prononco
level	ludo kun miaj amikoj	spill med vennene mine	game with my friends	grupo	alternativoj	prononco
level	ĉe sporto	på sport	at sport	grupo	alternativoj	prononco
level	al mi mem	Til megselv	to myself	grupo	alternativoj	prononco
level	diris al mi mem	sa til meg selv	said to myself	grupo	alternativoj	prononco
level	tiom malsaĝa	Så dum	so stupid	grupo	alternativoj	prononco
level	ĉu mi estas tiom malsaĝa?	er jeg så dum?	am I that stupid?	grupo	alternativoj	prononco
level	kvankam mi lernis multe	selv om jeg lærte mye	although I learned a lot	grupo	alternativoj	prononco
level	la patrino eniris	kom moren inn	the mother entered	grupo	alternativoj	prononco
level	miaj vortoj	mine ord	my words	grupo	alternativoj	prononco
level	kaj aŭdis miajn vortojn	og hørte mine ord	and heard my words	grupo	alternativoj	prononco
level	ŝi tuj respondis	svarte hun umiddelbart	she answered immediately	grupo	alternativoj	prononco
level	ne, mia kara	Nei min kjære	no, my dear	grupo	alternativoj	prononco
level	vi ne estas malsaĝa	du er ikke dum	you are not stupid	grupo	alternativoj	prononco
level	la problemo estas, ke ~	problemet er at ~	the problem is that ~	grupo	alternativoj	prononco
level	ke vi devas lerni	som du må lære	that you must learn	grupo	alternativoj	prononco
level	devas lerni multe pli	må lære mye mer	must learn much more	grupo	alternativoj	prononco
level	tiam vi ne havos	da vil du ikke ha	then you will not have	grupo	alternativoj	prononco
level	malbonaj notoj	dårlige karakterer	bad grades	grupo	alternativoj	prononco
level	havos nur malbonajn notojn	vil bare ha dårlige karakterer	will have only bad grades	grupo	alternativoj	prononco
level	ankaŭ nun	også nå	also now	grupo	alternativoj	prononco
level	mi ne havas ilin	Jeg har dem ikke	I don't have them	grupo	alternativoj	prononco
level	mi havas bonan noton	Jeg har en god karakter	I have a good grade	grupo	alternativoj	prononco
level	pri muziko	om musikk	about music	grupo	alternativoj	prononco
level	bonan noton pri muziko	en god note om musikk	a good note on music	grupo	alternativoj	prononco
level	la patrino subite ekridis	moren brøt plutselig ut i latter	the mother suddenly burst out laughing	grupo	alternativoj	prononco
level	tio plibeligis ~	som forskjønnet ~	that beautified ~	grupo	alternativoj	prononco
level	mian tagon	dagen min	my day	grupo	alternativoj	prononco
level	plibeligis mian tagon	gjorde dagen min bedre	made my day	grupo	alternativoj	prononco
level	sed tamen restis	men fortsatt forble	but still remained	grupo	alternativoj	prononco
level	sed la problemo tamen restis	men problemet gjensto fortsatt	but the problem still remained	grupo	alternativoj	prononco
level	kilogramo da ~	et kilo ~	a kilogram of ~	grupo	alternativoj	prononco
level	kilogramo da sukero	et kilo sukker	a kilogram of sugar	grupo	alternativoj	prononco
level	glaso da ~	et glass ~	a glass of ~	grupo	alternativoj	prononco
level	glaso da akvo	et glass med vann	a glass of water	grupo	alternativoj	prononco
level	multe da ~	mye ~	a lot of ~	grupo	alternativoj	prononco
level	multe da ideoj	mange ideer	lots of ideas	grupo	alternativoj	prononco
level	deteni sin	å holde tilbake	to hold back	grupo	alternativoj	prononco
level	ordigis ĉion	ordnet alt	sorted everything out	grupo	alternativoj	prononco
level	transdonis al li	overlevert ham	handed over to him	grupo	alternativoj	prononco
level	mi petas	jeg spør	I'm asking	grupo	alternativoj	prononco
level	glason da kafo	et glass kaffe	a glass of coffee	grupo	alternativoj	prononco
level	kaj iom da akvo	og litt vann	and some water	grupo	alternativoj	prononco
level	mi petas glason da kafo	Jeg vil ha et glass kaffe	I would like a glass of coffee	grupo	alternativoj	prononco
level	mi petas tason da teo	Jeg vil gjerne ha en kopp te	I would like a cup of tea	grupo	alternativoj	prononco
level	doloris lin	såre ham	hurt him	grupo	alternativoj	prononco
level	la kapo doloris lin	hodet hans gjorde vondt	his head hurt	grupo	alternativoj	prononco
level	li malsaniĝis	han ble syk	he fell ill	grupo	alternativoj	prononco
level	ŝatas esti bela	liker å være vakker	likes to be beautiful	grupo	alternativoj	prononco
level	ŝi beligis sian vizaĝon	hun forskjønnet ansiktet sitt	she beautified her face	grupo	alternativoj	prononco
level	la knabo ŝatas esti bela	gutten liker å være pen	the boy likes to be pretty	grupo	alternativoj	prononco
level	pro tio ŝi beligis ĝin	derfor forskjønnet hun den	therefore she beautified it	grupo	alternativoj	prononco
level	post la tagmanĝo	etter lunsj	after lunch	grupo	alternativoj	prononco
level	purigi la kuirejon	å rengjøre kjøkkenet	to clean the kitchen	grupo	alternativoj	prononco
level	kiu purigos la kuirejon?	hvem skal vaske kjøkkenet?	who will clean the kitchen?	grupo	alternativoj	prononco
level	volas trinki	ønsker å drikke	wants to drink	grupo	alternativoj	prononco
level	kion vi volas trinki?	hva ønsker du å drikke	what do you want to drink	grupo	alternativoj	prononco
level	trinki teon	å drikke te	to drink tea	grupo	alternativoj	prononco
level	iom da akvo	litt vann	a little of water	grupo	alternativoj	prononco
level	ĉu vi volas nenion?	vil du ingenting?	do you want nothing?	grupo	alternativoj	prononco
level	tiel subite	så plutselig	so suddenly	grupo	alternativoj	prononco
level	kial vi decidis ~ ?	hvorfor bestemte du deg ~ ?	why did you decide ~ ?	grupo	alternativoj	prononco
level	kial vi tiel subite decidis ~ ?	hvorfor bestemte du deg ~ så plutselig?	why did you decide ~ so suddenly?	grupo	alternativoj	prononco
level	via ĉambro	rommet ditt	your room	grupo	alternativoj	prononco
level	via ĉambreto	ditt lille rom	your little room	grupo	alternativoj	prononco
level	vian ĉambreton	til det lille rommet ditt	to your little room	grupo	alternativoj	prononco
level	renovigi vian ĉambreton	for å pusse opp det lille rommet ditt	to renovate your little room	grupo	alternativoj	prononco
level	decidis renovigi vian ĉambreton	bestemte seg for å pusse opp det lille rommet ditt	decided to renovate your little room	grupo	alternativoj	prononco
level	al kiu	til hvem	to whom	grupo	alternativoj	prononco
level	vi donis ~	du ga ~	you gave ~	grupo	alternativoj	prononco
level	al kiu vi donis ~ ?	til hvem ga du ~ ?	to whom did you give ~ ?	grupo	alternativoj	prononco
level	puraj glasoj	rene briller	clean glasses	grupo	alternativoj	prononco
level	vi donis la purajn glasojn	du ga de rene glassene	you gave the clean glasses	grupo	alternativoj	prononco
level	la puraj glasoj por la vino	de rene glassene til vinen	the clean glasses for the wine	grupo	alternativoj	prononco
level	kontraŭ kiu	mot hvem	against whom	grupo	alternativoj	prononco
level	via sportklubo	idrettsklubben din	your sports club	grupo	alternativoj	prononco
level	ludas kontraŭ ~	spiller mot ~	plays against ~	grupo	alternativoj	prononco
level	antaŭ du semajnoj	to uker siden	two weeks ago	grupo	alternativoj	prononco
level	kontraŭ kiu via sportklubo ludis?	hvem spilte idrettsklubben din mot?	who did your sports club play against?	grupo	alternativoj	prononco
level	ĉu vi vidas ~ ?	ser du ~ ?	do you see ~ ?	grupo	alternativoj	prononco
level	ĉu vi ofte vidas ~ ?	ser du ofte ~ ?	do you often see ~ ?	grupo	alternativoj	prononco
level	ofte vidas la policiston	ser ofte politimannen	often see the policeman	grupo	alternativoj	prononco
level	tiu, kiu loĝas en ~	den som bor i ~	the one who lives in ~	grupo	alternativoj	prononco
level	loĝas en la loĝejo	bor på overnattingsstedet	lives in the lodging place	grupo	alternativoj	prononco
level	la loĝejo super vi	boligen over deg	the dwelling place above you	grupo	alternativoj	prononco
level	vidas la policiston, kiu loĝas en ~	ser politimannen som bor i ~	sees the police officer who lives in ~	grupo	alternativoj	prononco
level	plano pri veturado	kjøreplan	driving plan	grupo	alternativoj	prononco
level	volis vojaĝi	ønsket å reise	wanted to travel	grupo	alternativoj	prononco
level	vojaĝi al alia lando	å reise til et annet land	to travel to another country	grupo	alternativoj	prononco
level	en libertempo	på fritiden	in free time	grupo	alternativoj	prononco
level	ili decidis iri	de bestemte seg for å gå	they decided to go	grupo	alternativoj	prononco
level	decidis iri al Italio	bestemte seg for å reise til Italia	decided to go to Italy	grupo	alternativoj	prononco
level	malnovaj urboj	gamle byer	old cities	grupo	alternativoj	prononco
level	lando kun malnovaj urboj	et land med gamle byer	a country with old cities	grupo	alternativoj	prononco
level	aliaj belaĵoj	andre skjønnheter	other beauties	grupo	alternativoj	prononco
level	kaj aliaj belaĵoj	og andre skjønnheter	and other beauties	grupo	alternativoj	prononco
level	bela lando kun malnovaj urboj kaj aliaj belaĵoj	et vakkert land med gamle byer og andre skjønnheter	a beautiful country with old cities and other beauties	grupo	alternativoj	prononco
level	ili estis feliĉaj	de var glade	they were happy	grupo	alternativoj	prononco
level	kie estas ~ ?	hvor er ~?	where is ~ ?	grupo	alternativoj	prononco
level	kie estas mia vestaĵo?	hvor er klærne mine	where are my clothes	grupo	alternativoj	prononco
level	ŝi demandis ~	spurte hun ~	she asked ~	grupo	alternativoj	prononco
level	ni ne forgesu kunporti ~	la oss ikke glemme å ta med ~	let's not forget to bring ~	grupo	alternativoj	prononco
level	kunporti la libron	å ta med deg boka	to take the book with you	grupo	alternativoj	prononco
level	libro por lerni Esperanton	en bok for å lære esperanto	a book to learn Esperanto	grupo	alternativoj	prononco
level	kunporti libron por lerni	å bære en bok for å lære	to carry a book to learn	grupo	alternativoj	prononco
level	ni povas komenci ~	vi kan starte ~	we can start ~	grupo	alternativoj	prononco
level	en la vagonaro	i toget	in the train	grupo	alternativoj	prononco
level	jam en la vagonaro	allerede i toget	already in the train	grupo	alternativoj	prononco
level	ni nenion faros	vi vil ikke gjøre noe	we won't do anything	grupo	alternativoj	prononco
level	per aŭto	med bil	by car	grupo	alternativoj	prononco
level	ni veturos per ~	vi kjører forbi ~	we will drive by ~	grupo	alternativoj	prononco
level	veturos per aŭto	vil kjøre bil	will drive a car	grupo	alternativoj	prononco
level	mi havas sekreton	jeg har en hemmelighet	I have a secret	grupo	alternativoj	prononco
level	mia riĉa onklo	min rike onkel	my rich uncle	grupo	alternativoj	prononco
level	mia deziro	mitt ønske	my wish	grupo	alternativoj	prononco
level	plenumis mian deziron	oppfylt ønsket mitt	fulfilled my wish	grupo	alternativoj	prononco
level	donis al ni	gav oss	gave us	grupo	alternativoj	prononco
level	sian aŭton	Hans bil	his car	grupo	alternativoj	prononco
level	kaj donis al ni sian aŭton	og ga oss bilen sin	and gave us his car	grupo	alternativoj	prononco
level	por uzo	for bruk	for use	grupo	alternativoj	prononco
level	ĝi staras antaŭ ~	det står foran ~	it stands before ~	grupo	alternativoj	prononco
level	staras antaŭ la domo	står foran huset	stands in front of the house	grupo	alternativoj	prononco
level	mi devas diri ~	Jeg må si ~	I have to say ~	grupo	alternativoj	prononco
level	nenion diru	ikke si noe	don't say anything	grupo	alternativoj	prononco
level	ni eksidu	la oss sette oss ned	let's sit down	grupo	alternativoj	prononco
level	eksidu en la aŭton	sett deg i bilen	get in the car	grupo	alternativoj	prononco
level	veturi al ~	å kjøre til ~	to drive to ~	grupo	alternativoj	prononco
level	kaj veturu al Italio	og kjøre til Italia	and drive to Italy	grupo	alternativoj	prononco
level	sidis en la aŭto	satt i bilen	sat in the car	grupo	alternativoj	prononco
level	ankaŭ la vestaĵoj	også klærne	also the clothes	grupo	alternativoj	prononco
level	~ estis en la aŭto	~ var i bilen	~ was in the car	grupo	alternativoj	prononco
level	ankoraŭ sidadis kaj atendis	satt fortsatt og ventet	still sat and waited	grupo	alternativoj	prononco
level	sed li atendis	men han ventet	but he waited	grupo	alternativoj	prononco
level	kial ni ne ~ ?	hvorfor gjør vi ikke ~ ?	why don't we ~ ?	grupo	alternativoj	prononco
level	kial ni ne ekveturas?	hvorfor begynner vi ikke å kjøre?	why don't we start driving?	grupo	alternativoj	prononco
level	ankaŭ mi havas ~	Jeg har også ~	I have ~ too	grupo	alternativoj	prononco
level	veturigus la aŭton	ville kjøre bilen	would drive the car	grupo	alternativoj	prononco
level	sed mi ne scias ~	men jeg vet ikke ~	but I don't know ~	grupo	alternativoj	prononco
level	mi neniam lernis tion	Det lærte jeg aldri	I never learned that	grupo	alternativoj	prononco
level	mi kredus ~	Jeg vil tro ~	I would believe ~	grupo	alternativoj	prononco
level	se mi estus sana	hvis jeg var frisk	if I were healthy	grupo	alternativoj	prononco
level	mi estus tre feliĉa	Jeg ville vært veldig glad	I would be very happy	grupo	alternativoj	prononco
level	kvazaŭ vi estus riĉulo	som om du var rik	as if you were rich	grupo	alternativoj	prononco
level	vi sidas tie kvazaŭ vi estus riĉulo	du sitter der som om du var en rik mann	you sit there as if you were a rich man	grupo	alternativoj	prononco
level	kvazaŭa lernejo	angivelig skole	alleged school	grupo	alternativoj	prononco
level	kvazaŭ riĉulo	som en rik mann	like a rich man	grupo	alternativoj	prononco
level	vi sidas tie kvazaŭ riĉulo	du sitter der som en rik mann	you sit there like a rich man	grupo	alternativoj	prononco
level	tiom da mono	så mye penger	so much money	grupo	alternativoj	prononco
level	tiom da mono kiom da ideoj	like mye penger som ideer	as much money as ideas	grupo	alternativoj	prononco
level	se mi havus tiom da mono	hvis jeg hadde så mye penger	if I had that much money	grupo	alternativoj	prononco
level	mi vojaĝadus	Jeg vil reise	I would travel	grupo	alternativoj	prononco
level	ĉirkaŭ la mondo	jorden rundt	around the world	grupo	alternativoj	prononco
level	en ĉiu vortaro	i hver ordbok	in every dictionary	grupo	alternativoj	prononco
level	mankas io	Noe mangler	something is missing	grupo	alternativoj	prononco
level	mankas kelkaj vortoj	noen ord mangler	some words are missing	grupo	alternativoj	prononco
level	homo, kiu longe parolis	en mann som snakket lenge	a man who spoke at length	grupo	alternativoj	prononco
level	ĉe la manĝotablo	ved spisebordet	at the dining table	grupo	alternativoj	prononco
level	homo, kiu rakontas, restos malsata	en person som forteller vil forbli sulten	a person who tells will remain hungry	grupo	alternativoj	prononco
level	rakontadas ĉe la manĝo tablo	fortsetter å fortelle ved spisebordet	keeps telling at the dining table	grupo	alternativoj	prononco
level	li devis atenti ~	han måtte ta hensyn til ~	he had to pay attention to ~	grupo	alternativoj	prononco
level	ne rajtis ~	fikk ikke ~	was not allowed to ~	grupo	alternativoj	prononco
level	rajtis resti	fikk bli	was allowed to stay	grupo	alternativoj	prononco
level	ne rajtis longe resti	fikk ikke være lenge	was not allowed to stay long	grupo	alternativoj	prononco
level	resti ekstere en pluvo	å holde seg ute i regnet	to stay out in the rain	grupo	alternativoj	prononco
level	tial li malvarmumis	det var derfor han ble forkjølet	that's why he caught a cold	grupo	alternativoj	prononco
level	li havas sian klaran ideon	han har sin egen klare idé	he has his own clear idea	grupo	alternativoj	prononco
level	sed li kredos ĉion	men han vil tro alt	but he will believe everything	grupo	alternativoj	prononco
level	ĉion, kion vi diros	hva enn du sier	whatever you say	grupo	alternativoj	prononco
level	kvazaŭ vi estus lia edzino	som om du var hans kone	as if you were his wife	grupo	alternativoj	prononco
level	viaj gepatroj	foreldrene dine	your parents	grupo	alternativoj	prononco
level	ĝojigi viajn gepatrojn	for å gjøre foreldrene dine glade	to make your parents happy	grupo	alternativoj	prononco
level	kio povus ĝojigi ~ ?	hva kan glede ~ ?	what could please ~ ?	grupo	alternativoj	prononco
level	kio povus plej ĝojigi viajn gepatrojn?	hva kan gjøre foreldrene dine mest glade?	what could make your parents the most happy?	grupo	alternativoj	prononco
level	post la lernado	etter læringen	after the learning	grupo	alternativoj	prononco
level	almenaŭ post la lernado	i hvert fall etter læringen	at least after the learning	grupo	alternativoj	prononco
level	en la urbocentron	inn til sentrum	into the city center	grupo	alternativoj	prononco
level	se vi irus kun mi	hvis du vil gå med meg	if you would go with me	grupo	alternativoj	prononco
level	se vi irus kun mi en la urbocentron	hvis du vil gå til sentrum med meg	if you would go downtown with me	grupo	alternativoj	prononco
level	kien vi dezirus vojaĝi?	hvor vil du reise?	where would you like to travel?	grupo	alternativoj	prononco
level	se vi havus ~	hvis du hadde ~	if you had ~	grupo	alternativoj	prononco
level	sufiĉe da mono	nok penger	enough money	grupo	alternativoj	prononco
level	se vi havus sufiĉe da mono kaj tempo	hvis du hadde nok penger og temp	if you had enough money and temp	grupo	alternativoj	prononco
level	ĉu vi planas ~ ?	planlegger du å ~ ?	are you planning to ~ ?	grupo	alternativoj	prononco
level	planas veturi al Parizo	planlegger å reise til Paris	plans to travel to Paris	grupo	alternativoj	prononco
level	veturi per aŭto	å kjøre med en axuto	to drive with an axuto	grupo	alternativoj	prononco
level	multe pli bone	mye bedre	much better	grupo	alternativoj	prononco
level	ŝajnas multe pli bone	virker mye bedre	seems much better	grupo	alternativoj	prononco
level	per vagonaro	med tog	by train	grupo	alternativoj	prononco
level	aŭ ĉu ne ŝajnas esti multe pli bone?	eller ser det ikke ut til å være mye bedre?	or doesn't it seem to be much better?	grupo	alternativoj	prononco
level	diversaj homoj	ulike mennesker	various people	grupo	alternativoj	prononco
level	kial homoj klarigas diversmaniere?	hvorfor forklarer folk på forskjellige måter?	why do people explain in different ways?	grupo	alternativoj	prononco
level	samaj ideoj	samme ideer	same ideas	grupo	alternativoj	prononco
level	klarigas samajn ideojn	forklarer de samme ideene	explains the same ideas	grupo	alternativoj	prononco
level	familianoj kunvenas	familiemedlemmer kommer sammen	family members get together	grupo	alternativoj	prononco
level	kiel rapide	hvor raskt	how quickly	grupo	alternativoj	prononco
